,Foggia,,
,Manfredonia - Scuola Elementare Ungaretti,,
Parm,SO2,NO2,PM10



27/07/2010 5.00,"5,1147859","4,80991515","20,20000076"
27/07/2010 6.00,"5,05518563","7,16814727","20,20000076"
27/07/2010 7.00,"4,97210588","10,08576367","20,20000076"
27/07/2010 8.00,"4,91431181","9,97414685","20,20000076"
27/07/2010 9.00,"4,93959748","3,73138272","20,20000076"
27/07/2010 10.00,"5,08047028","4,1830411","20,20000076"
27/07/2010 11.00,"4,89444573","3,68206459","20,20000076"
27/07/2010 12.00,"5,20147701","3,32255314","20,20000076"
27/07/2010 13.00,"4,89444573","2,86959461","20,20000076"
27/07/2010 14.00,"4,99377917","2,10255374","20,20000076"
27/07/2010 15.00,"5,02267621","2,34136063","20,20000076"
27/07/2010 16.00,"4,89805811","1,96108486","20,20000076"
27/07/2010 17.00,"4,71564492","2,38159676","20,20000076"
27/07/2010 18.00,"4,76982662","3,46012728","20,20000076"
27/07/2010 19.00,"4,82220313","3,86246753","20,20000076"
27/07/2010 20.00,"4,7553781","5,35891345","20,20000076"
27/07/2010 21.00,"4,7011964","5,05521137","20,20000076"
27/07/2010 22.00,"5,0768579","4,32191348","20,20000076"
27/07/2010 23.00,"4,77885758","3,49646675","20,20000076"
28/07/2010 0.00,"4,91792419",,"20,20000076"
28/07/2010 1.00,"4,64340233",,"13,5"
28/07/2010 2.00,"4,67771693",,"13,5"
28/07/2010 3.00,"4,97391207",,"13,5"
28/07/2010 4.00,"4,74995952",,"13,5"
28/07/2010 5.00,"4,78246894",,"13,5"
28/07/2010 6.00,"4,80414223",,"13,5"
28/07/2010 7.00,"4,83123308",,"13,5"
28/07/2010 8.00,"4,85832392",,"13,5"
28/07/2010 9.00,"5,00822769",,"13,5"
28/07/2010 10.00,"4,68494169",,"13,5"
28/07/2010 11.00,"4,91431181",,"13,5"
28/07/2010 12.00,"4,65604466",,"13,5"
28/07/2010 13.00,"5,08769505",,"13,5"
28/07/2010 14.00,"4,8438754",,"13,5"
28/07/2010 15.00,"4,74454196",,"13,5"
28/07/2010 16.00,"4,87277244",,"13,5"
28/07/2010 17.00,"5,04796188",,"13,5"
28/07/2010 18.00,"4,73731719",,"13,5"
28/07/2010 19.00,"4,69939021",,"13,5"
28/07/2010 20.00,"4,87999721",,"13,5"
28/07/2010 21.00,"4,82220313",,"13,5"
28/07/2010 22.00,"4,64520852",,"13,5"
28/07/2010 23.00,"4,63437137",,"13,5"
29/07/2010 0.00,"4,47001908",,"13,5"
29/07/2010 1.00,,,"18,20000076"
29/07/2010 2.00,"4,6452075",,"18,20000076"
29/07/2010 3.00,"4,82220313",,"18,20000076"
29/07/2010 4.00,"4,40319506",,"18,20000076"
29/07/2010 5.00,"4,43570347",,"18,20000076"
29/07/2010 6.00,"4,7914999",,"18,20000076"
29/07/2010 7.00,"4,86193631",,"18,20000076"
29/07/2010 8.00,"4,55309883",,"18,20000076"
29/07/2010 9.00,"4,66146221",,"18,20000076"
29/07/2010 10.00,"4,80233604",,"18,20000076"
29/07/2010 11.00,"4,83484546",,"18,20000076"
29/07/2010 12.00,"4,99377917",,"18,20000076"
29/07/2010 13.00,"4,96668832",,"18,20000076"
29/07/2010 14.00,"4,92876134",,"18,20000076"
29/07/2010 15.00,"4,77524519",,"18,20000076"
29/07/2010 16.00,"4,97030071",,"18,20000076"
29/07/2010 17.00,"4,77705037",,"18,20000076"
29/07/2010 18.00,"4,79511127",,"18,20000076"
29/07/2010 19.00,"5,00280911",,"18,20000076"
29/07/2010 20.00,"4,86554869",,"18,20000076"
29/07/2010 21.00,"4,71203254",,"18,20000076"
29/07/2010 22.00,"4,90166948",,"18,20000076"
29/07/2010 23.00,"4,52600798",,"18,20000076"
30/07/2010 0.00,"4,51878322",,"18,20000076"
30/07/2010 1.00,"4,50614089",,"17,7999897"
30/07/2010 2.00,"4,74634815",,"17,7999897"
30/07/2010 3.00,"4,56212877",,"17,7999897"
30/07/2010 4.00,"4,49530475",,"17,7999897"
30/07/2010 5.00,"4,73370583",,"17,7999897"
30/07/2010 6.00,"4,36707326",,"17,7999897"
30/07/2010 7.00,"4,69939021",,"17,7999897"
30/07/2010 8.00,"4,68674789",,"17,7999897"
30/07/2010 9.00,"4,69036027",,"17,7999897"
30/07/2010 10.00,"4,72648106",,"17,7999897"
30/07/2010 11.00,"4,64340233",,"17,7999897"
30/07/2010 12.00,"4,52600798",,"17,7999897"
30/07/2010 13.00,"5,0046153",,"17,7999897"
30/07/2010 14.00,"4,70661396",,"17,7999897"
30/07/2010 15.00,"4,5223956",,"17,7999897"
30/07/2010 16.00,"4,76440804",,"17,7999897"
30/07/2010 17.00,"4,67410454",,"17,7999897"
30/07/2010 18.00,"4,7914999",,"17,7999897"
30/07/2010 19.00,"4,7210635",,"17,7999897"
30/07/2010 20.00,"4,76440804","6,75412662","17,7999897"
30/07/2010 21.00,"4,63617756","4,9591697","17,7999897"
30/07/2010 22.00,"4,6650746","2,98121334","17,7999897"
30/07/2010 23.00,"4,5043347","2,50748858","17,7999897"
31/07/2010 0.00,"4,50975327","2,33097847","17,7999897"
31/07/2010 1.00,,"3,54967962","6,19999981"
31/07/2010 2.00,"4,60728052","3,75604178","6,19999981"
31/07/2010 3.00,"4,5567102","4,89816925","6,19999981"
31/07/2010 4.00,"4,7535719","3,40691441","6,19999981"
31/07/2010 5.00,"4,56032258","2,63078581","6,19999981"
31/07/2010 6.00,"4,36887945","4,96436078","6,19999981"
31/07/2010 7.00,"4,29844305","6,46469953","6,19999981"
31/07/2010 8.00,"4,15034547","7,31740373","6,19999981"
31/07/2010 9.00,"4,4320921","8,69574541","6,19999981"
31/07/2010 10.00,"4,39055274","9,47965776","6,19999981"
31/07/2010 11.00,"4,17021155","10,05331703","6,19999981"
31/07/2010 12.00,"4,46460152","9,50561698","6,19999981"
31/07/2010 13.00,"4,27496459","7,19410458","6,19999981"
31/07/2010 14.00,"4,46460152","4,58148851","6,19999981"
31/07/2010 15.00,"4,48266243","4,06882969","6,19999981"
31/07/2010 16.00,"4,39055274","3,7391703","6,19999981"
31/07/2010 17.00,"4,43570347","4,82159556","6,19999981"
31/07/2010 18.00,"4,41764358","4,84236179","6,19999981"
31/07/2010 19.00,"4,4664067","4,89427642","6,19999981"
31/07/2010 20.00,"4,27857595","4,49972374","6,19999981"
31/07/2010 21.00,"4,48266243","5,24989312","6,19999981"
31/07/2010 22.00,"4,31108537","6,67885118","6,19999981"
31/07/2010 23.00,"4,41764358","10,3038005","6,19999981"
01/08/2010 0.00,"4,51155845","11,03580588","6,19999981"
01/08/2010 1.00,"4,31108537","7,00591407","7,5"
01/08/2010 2.00,"4,24967891","5,9403603","7,5"
01/08/2010 3.00,"4,36346189","5,25119137","7,5"
01/08/2010 4.00,"4,40138887","6,62174356","7,5"
01/08/2010 5.00,"4,4140312","3,83780846","7,5"
01/08/2010 6.00,"4,37249183","4,5724046","7,5"
01/08/2010 7.00,"4,42125597","5,08765801","7,5"
01/08/2010 8.00,"4,92334277","5,22912689","7,5"
01/08/2010 9.00,"4,69939021","4,10516916","7,5"
01/08/2010 10.00,"4,45376437","2,64765921","7,5"
01/08/2010 11.00,"4,69216544","3,55487262","7,5"
01/08/2010 12.00,"4,61631047","1,84297871","7,5"
01/08/2010 13.00,"4,52600798","1,84557521","7,5"
01/08/2010 14.00,"4,56574116","1,41078641","7,5"
01/08/2010 15.00,"4,61450529","1,22519048","7,5"
01/08/2010 16.00,"4,71564492","1,3251269","7,5"
01/08/2010 17.00,"4,55851639","0,92927598","7,5"
01/08/2010 18.00,"4,66688079","1,84038222","7,5"
01/08/2010 19.00,"4,30024924","1,44712779","7,5"
01/08/2010 20.00,"4,47543766","1,54576596","7,5"
01/08/2010 21.00,"4,6470137","1,85855195","7,5"
01/08/2010 22.00,"4,63075898","1,32253231","7,5"
01/08/2010 23.00,"4,45737676","0,56716994","7,5"
02/08/2010 0.00,"4,62895381","0,45425487","7,5"
02/08/2010 1.00,,,"12,69999981"
02/08/2010 2.00,"4,47905004",,"12,69999981"
02/08/2010 3.00,"4,8077536",,"12,69999981"
02/08/2010 4.00,"4,76621423",,"12,69999981"
02/08/2010 5.00,"4,68674789",,"12,69999981"
02/08/2010 6.00,"4,97030071",,"12,69999981"
02/08/2010 7.00,"5,05337944",,"12,69999981"
02/08/2010 8.00,"5,10756113",,"12,69999981"
02/08/2010 9.00,"5,10394874",,"12,69999981"
02/08/2010 10.00,"4,88902715",,"12,69999981"
02/08/2010 11.00,"4,80052985",,"12,69999981"
02/08/2010 12.00,"4,93237271",,"12,69999981"
02/08/2010 13.00,"4,69036027",,"12,69999981"
02/08/2010 14.00,"4,93056652",,"12,69999981"
02/08/2010 15.00,"4,83845683",,"12,69999981"
02/08/2010 16.00,"4,65243227",,"12,69999981"
02/08/2010 17.00,"4,71383873",,"12,69999981"
02/08/2010 18.00,"4,45015199",,"12,69999981"
02/08/2010 19.00,"4,4664067",,"12,69999981"
02/08/2010 20.00,"4,70480777",,"12,69999981"
02/08/2010 21.00,"4,58560724",,"12,69999981"
02/08/2010 22.00,"4,91431181",,"12,69999981"
02/08/2010 23.00,"4,77885758",,"12,69999981"
03/08/2010 0.00,"4,64340233",,"12,69999981"
03/08/2010 1.00,"4,56574116",,"14,69999981"
03/08/2010 2.00,"4,49169237",,"14,69999981"
03/08/2010 3.00,"4,66868698",,"14,69999981"
03/08/2010 4.00,"4,47182528",,"14,69999981"
03/08/2010 5.00,"4,45376437",,"14,69999981"
03/08/2010 6.00,"4,48085522",,"14,69999981"
03/08/2010 7.00,"4,71925629",,"14,69999981"
03/08/2010 8.00,"4,63256518",,"14,69999981"
03/08/2010 9.00,"4,40319506",,"14,69999981"
03/08/2010 10.00,"4,30927918",,"14,69999981"
03/08/2010 11.00,"4,38694035",,"14,69999981"
03/08/2010 12.00,"4,71564492",,"14,69999981"
03/08/2010 13.00,"4,67229937",,"14,69999981"
03/08/2010 14.00,"4,3959703",,"14,69999981"
03/08/2010 15.00,"4,2532913",,"14,69999981"
03/08/2010 16.00,"4,5223956",,"14,69999981"
03/08/2010 17.00,"4,40861262",,"14,69999981"
03/08/2010 18.00,"4,592832",,"14,69999981"
03/08/2010 19.00,"4,42306114",,"14,69999981"
03/08/2010 20.00,"4,60908671",,"14,69999981"
03/08/2010 21.00,"4,24064897",,"14,69999981"
03/08/2010 22.00,"4,3435948",,"14,69999981"
03/08/2010 23.00,"4,28760691",,"14,69999981"
04/08/2010 0.00,"4,5567102",,"14,69999981"
04/08/2010 1.00,,,"15,10000038"
04/08/2010 2.00,"4,40138887",,"15,10000038"
04/08/2010 3.00,"4,41764358",,"15,10000038"
04/08/2010 4.00,"4,56032258",,"15,10000038"
04/08/2010 5.00,"4,38874655",,"15,10000038"
04/08/2010 6.00,"4,60186296",,"15,10000038"
04/08/2010 7.00,"4,41041882",,"15,10000038"
04/08/2010 8.00,"4,51336566",,"15,10000038"
04/08/2010 9.00,"4,32734009",,"15,10000038"
04/08/2010 10.00,"4,3237277",,"15,10000038"
04/08/2010 11.00,"4,59825058",,"15,10000038"
04/08/2010 12.00,"4,61631047",,"15,10000038"
04/08/2010 13.00,"4,69216544",,"15,10000038"
04/08/2010 14.00,"4,54406787",,"15,10000038"
04/08/2010 15.00,"4,71925629",,"15,10000038"
04/08/2010 16.00,"4,72286867",,"15,10000038"
04/08/2010 17.00,"4,47905004",,"15,10000038"
04/08/2010 18.00,"4,49349856",,"15,10000038"
04/08/2010 19.00,"4,53142554",,"15,10000038"
04/08/2010 20.00,"4,62534143",,"15,10000038"
04/08/2010 21.00,"4,26954601",,"15,10000038"
04/08/2010 22.00,"4,69397164",,"15,10000038"
04/08/2010 23.00,"4,23161801",,"15,10000038"
05/08/2010 0.00,"4,35262474",,"15,10000038"
05/08/2010 1.00,"4,31469776",,"10,60000038"
05/08/2010 2.00,"4,44292824",,"10,60000038"
05/08/2010 3.00,"4,62714762",,"10,60000038"
05/08/2010 4.00,"4,43931585",,"10,60000038"
05/08/2010 5.00,"4,49891612",,"10,60000038"
05/08/2010 6.00,"4,55129264",,"10,60000038"
05/08/2010 7.00,"4,4140312",,"10,60000038"
05/08/2010 8.00,"4,61811666",,"10,60000038"
05/08/2010 9.00,"4,72467487",,"10,60000038"
05/08/2010 10.00,"4,53323174",,"10,60000038"
05/08/2010 11.00,"4,4519592",,"10,60000038"
05/08/2010 12.00,"4,3959703",,"10,60000038"
05/08/2010 13.00,"4,60186296",,"10,60000038"
05/08/2010 14.00,"4,61631047",,"10,60000038"
05/08/2010 15.00,"4,58380206",,"10,60000038"
05/08/2010 16.00,"4,69397164",,"10,60000038"
05/08/2010 17.00,"4,84748779",,"10,60000038"
05/08/2010 18.00,"4,56574116",,"10,60000038"
05/08/2010 19.00,"4,4140312",,"10,60000038"
05/08/2010 20.00,"4,38332797",,"10,60000038"
05/08/2010 21.00,"4,53503793",,"10,60000038"
05/08/2010 22.00,"4,90528186",,"10,60000038"
05/08/2010 23.00,"4,47363147",,"10,60000038"
06/08/2010 0.00,"4,37249183",,"10,60000038"
06/08/2010 1.00,,,"18,39999962"
06/08/2010 2.00,"4,43389829",,"18,39999962"
06/08/2010 3.00,"4,3417886",,"18,39999962"
06/08/2010 4.00,"4,48266243",,"18,39999962"
06/08/2010 5.00,"4,38152178",,"18,39999962"
06/08/2010 6.00,"4,24245415",,"18,39999962"
06/08/2010 7.00,"4,38694035",,"18,39999962"
06/08/2010 8.00,"4,20272097",,"18,39999962"
06/08/2010 9.00,"4,63798375",,"18,39999962"
06/08/2010 10.00,"4,51155845",,"18,39999962"
06/08/2010 11.00,"4,64340233",,"18,39999962"
06/08/2010 12.00,"4,49891612",,"18,39999962"
06/08/2010 13.00,"4,34901236",,"18,39999962"
06/08/2010 14.00,"4,5567102",,"18,39999962"
06/08/2010 15.00,"4,48085522",,"18,39999962"
06/08/2010 16.00,"4,58560724",,"18,39999962"
06/08/2010 17.00,"4,5043347",,"18,39999962"
06/08/2010 18.00,"4,40680745",,"18,39999962"
06/08/2010 19.00,"4,56212877",,"18,39999962"
06/08/2010 20.00,"4,63798375",,"18,39999962"
06/08/2010 21.00,"4,62172904",,"18,39999962"
06/08/2010 22.00,"4,60908671",,"18,39999962"
06/08/2010 23.00,"4,47724385",,"18,39999962"
07/08/2010 0.00,"4,4519592",,"18,39999962"
07/08/2010 1.00,"4,62714762",,"11,19999981"
07/08/2010 2.00,"4,42667353",,"11,19999981"
07/08/2010 3.00,"4,27857595",,"11,19999981"
07/08/2010 4.00,"4,56574116",,"11,19999981"
07/08/2010 5.00,"4,24426136",,"11,19999981"
07/08/2010 6.00,"4,17563013",,"11,19999981"
07/08/2010 7.00,"4,58741343",,"11,19999981"
07/08/2010 8.00,"4,58199587",,"11,19999981"
07/08/2010 9.00,"4,48807999",,"11,19999981"
07/08/2010 10.00,"4,27496459",,"11,19999981"
07/08/2010 11.00,"4,23703659",,"11,19999981"
07/08/2010 12.00,"4,26954601",,"11,19999981"
07/08/2010 13.00,"4,16479399",,"11,19999981"
07/08/2010 14.00,"4,11602986",,"11,19999981"
07/08/2010 15.00,"4,52420078",,"11,19999981"
07/08/2010 16.00,"4,30747299",,"11,19999981"
07/08/2010 17.00,"4,33817622",,"11,19999981"
07/08/2010 18.00,"4,31108537",,"11,19999981"
07/08/2010 19.00,"4,21897568",,"11,19999981"
07/08/2010 20.00,"4,45737676",,"11,19999981"
07/08/2010 21.00,"4,01669642",,"11,19999981"
07/08/2010 22.00,"4,02211398",,"11,19999981"
07/08/2010 23.00,"4,27315738",,"11,19999981"
08/08/2010 0.00,"4,37790939",,"11,19999981"
08/08/2010 1.00,,,"6,9000001"
08/08/2010 2.00,"4,48988618",,"6,9000001"
08/08/2010 3.00,"4,42306114",,"6,9000001"
08/08/2010 4.00,"4,53323174",,"6,9000001"
08/08/2010 5.00,"4,54226168",,"6,9000001"
08/08/2010 6.00,"4,34720616",,"6,9000001"
08/08/2010 7.00,"4,48807999",,"6,9000001"
08/08/2010 8.00,"4,55129264",,"6,9000001"
08/08/2010 9.00,"4,53323174",,"6,9000001"
08/08/2010 10.00,"4,72286867",,"6,9000001"
08/08/2010 11.00,"4,6452075",,"6,9000001"
08/08/2010 12.00,"4,67952312",,"6,9000001"
08/08/2010 13.00,"4,6470137",,"6,9000001"
08/08/2010 14.00,"4,55129264",,"6,9000001"
08/08/2010 15.00,"4,52058941",,"6,9000001"
08/08/2010 16.00,"4,63617756",,"6,9000001"
08/08/2010 17.00,"4,90166948",,"6,9000001"
08/08/2010 18.00,"4,54948645",,"6,9000001"
08/08/2010 19.00,"5,1147859",,"6,9000001"
08/08/2010 20.00,"4,83123308",,"6,9000001"
08/08/2010 21.00,"4,98655542",,"6,9000001"
08/08/2010 22.00,"5,02087001",,"6,9000001"
08/08/2010 23.00,"4,81678456",,"6,9000001"
09/08/2010 0.00,"4,71925629",,"6,9000001"
09/08/2010 1.00,"4,91792419",,10
09/08/2010 2.00,"4,82039694",,10
09/08/2010 3.00,"5,11839828",,10
09/08/2010 4.00,"4,85471154",,10
09/08/2010 5.00,"4,76802042",,10
09/08/2010 6.00,"4,78066275",,10
09/08/2010 7.00,"4,73912339",,10
09/08/2010 8.00,"5,08227647",,10
09/08/2010 9.00,"4,97571827",,10
09/08/2010 10.00,"5,14910151",,10
09/08/2010 11.00,"5,1147859","3,69504134",10
09/08/2010 12.00,"5,15271288","3,44974321",10
09/08/2010 13.00,"5,05879801","3,27323502",10
09/08/2010 14.00,"4,89986329","2,62040365",10
09/08/2010 15.00,"4,94140367","2,19340434",10
09/08/2010 16.00,"5,00100394","2,60353216",10
09/08/2010 17.00,"4,90528186","2,2349368",10
09/08/2010 18.00,"5,04615467","2,96433994",10
09/08/2010 19.00,"5,03351234","14,74382778",10
09/08/2010 20.00,"5,03351234","21,88601392",10
09/08/2010 21.00,"4,96488213","15,10333158",10
09/08/2010 22.00,"4,86193631","10,50108258",10
09/08/2010 23.00,"4,75718429","3,53929746",10
10/08/2010 0.00,"4,82762069","3,05519054",10
10/08/2010 1.00,,"3,5003615","12,5"
10/08/2010 2.00,"4,8258145","10,45565537","12,5"
10/08/2010 3.00,"4,78969371","4,16616961","12,5"
10/08/2010 4.00,"4,78427513","6,11557406","12,5"
10/08/2010 5.00,"4,76621423","10,58543619","12,5"
10/08/2010 6.00,"4,68132931","11,10718275","12,5"
10/08/2010 7.00,"4,80956081","16,98005518","12,5"
10/08/2010 8.00,"4,96307594","16,29996443","12,5"
10/08/2010 9.00,"4,96126975","8,80216924","12,5"
10/08/2010 10.00,"4,97752446","5,20706241","12,5"
10/08/2010 11.00,"4,97391207","3,31606382","12,5"
10/08/2010 12.00,"5,0425433","1,8624467","12,5"
10/08/2010 13.00,"4,82400831","2,76835994","12,5"
10/08/2010 14.00,"4,735511","1,78457476","12,5"
10/08/2010 15.00,"4,98113684","1,64440413","12,5"
10/08/2010 16.00,"5,15813145","2,21676515","12,5"
10/08/2010 17.00,"5,25927109","2,53863697","12,5"
10/08/2010 18.00,"4,7535719","2,36342511","12,5"
10/08/2010 19.00,"4,87457863","5,20706241","12,5"
10/08/2010 20.00,"4,79691746","7,4874245","12,5"
10/08/2010 21.00,"4,79511127","11,03320174","12,5"
10/08/2010 22.00,"4,75899048","7,28755167","12,5"
10/08/2010 23.00,"4,93056652","7,72882789","12,5"
11/08/2010 0.00,"4,88722096","20,47262528","12,5"
11/08/2010 1.00,"4,8077536","12,83984289","16,70000076"
11/08/2010 2.00,"4,84206921","15,13578014","16,70000076"
11/08/2010 3.00,"4,89986329","15,58613835","16,70000076"
11/08/2010 4.00,"5,01725865","9,93780738","16,70000076"
11/08/2010 5.00,"4,76982662","18,13386879","16,70000076"
11/08/2010 6.00,"4,50794708","22,39217768","16,70000076"
11/08/2010 7.00,"5,19605843","17,92620074","16,70000076"
11/08/2010 8.00,"5,05699182","6,98904258","16,70000076"
11/08/2010 9.00,"5,06602176","11,95988695","16,70000076"
11/08/2010 10.00,"4,88722096","6,82940206","16,70000076"
11/08/2010 11.00,"4,90166948","5,14216913","16,70000076"
11/08/2010 12.00,"5,06240938","3,9611057","16,70000076"
11/08/2010 13.00,"5,15632526","2,21936165","16,70000076"
11/08/2010 14.00,"5,03893092","2,04284963","16,70000076"
11/08/2010 15.00,"4,99739155","1,94550971","16,70000076"
11/08/2010 16.00,"5,12200965","2,21027582","16,70000076"
11/08/2010 17.00,"5,01364626","2,2634887","16,70000076"
11/08/2010 18.00,"5,10214357","3,9611057","16,70000076"
11/08/2010 19.00,"5,09672499","8,86965902","16,70000076"
11/08/2010 20.00,"4,99739155","15,85480686","16,70000076"
11/08/2010 21.00,"5,05879801","19,76009936","16,70000076"
11/08/2010 22.00,"5,17257997","11,48746617","16,70000076"
11/08/2010 23.00,"5,06963415","10,04423312","16,70000076"
12/08/2010 0.00,"4,94320884","9,92353047","16,70000076"
12/08/2010 1.00,,"8,04031754",18
12/08/2010 2.00,"4,88722096","10,07667976",18
12/08/2010 3.00,"4,97933065","4,93061589",18
12/08/2010 4.00,"4,66868698","7,5042979",18
12/08/2010 5.00,"4,75718429","12,23244064",18
12/08/2010 6.00,"5,06782796","22,91910576",18
12/08/2010 7.00,"4,77524519","25,73548176",18
12/08/2010 8.00,"4,87096625","17,48363392",18
12/08/2010 9.00,"4,72286867","11,22789114",18
12/08/2010 10.00,"4,90347567","6,52700014",18
12/08/2010 11.00,"5,00100394","4,69310534",18
12/08/2010 12.00,"5,10756113","3,72878622",18
12/08/2010 13.00,"4,74634815","3,39653034",18
12/08/2010 14.00,"4,84748779","2,85921245",18
12/08/2010 15.00,"5,15632526","2,54902104",18
12/08/2010 16.00,"5,07324653","2,93578614",18
12/08/2010 17.00,"5,03351234","2,88516976",18
12/08/2010 18.00,"4,99919774","1,87801994",18
12/08/2010 19.00,"4,97752446","1,87282886",18
12/08/2010 20.00,"4,82942688","3,86636227",18
12/08/2010 21.00,"4,68674789","28,74007504",18
12/08/2010 22.00,"4,84929398","23,42398848",18
12/08/2010 23.00,"5,00280911","12,78533177",18
13/08/2010 0.00,"4,7030026","13,7094224",18
13/08/2010 1.00,"4,81317217","9,91444656",25
13/08/2010 2.00,"4,97752446","10,53222714",25
13/08/2010 3.00,"4,93237271","12,40246333",25
13/08/2010 4.00,"5,07866409","11,41477766",25
13/08/2010 5.00,"4,84026404","14,41156425",25
13/08/2010 6.00,"4,88722096","32,27547776",25
13/08/2010 7.00,"5,05157324","20,15594072",25
13/08/2010 8.00,"5,1852223","26,88151544",25
13/08/2010 9.00,"5,18341611","11,37583978",25
13/08/2010 10.00,"5,27010824","5,87157418",25
13/08/2010 11.00,"4,94682123","4,5529347",25
13/08/2010 12.00,"5,17799855","2,87608394",25
13/08/2010 13.00,"4,90889425","2,37640377",25
13/08/2010 14.00,"4,98655542","2,1414878",25
13/08/2010 15.00,"5,17619236","3,59380667",25
13/08/2010 16.00,"4,773439","1,64829887",25
13/08/2010 17.00,"4,94320884","1,75082987",25
13/08/2010 18.00,"5,05879801","2,0104049",25
13/08/2010 19.00,"4,84929398","1,60806274",25
13/08/2010 20.00,"5,03531853","13,51214033",25
13/08/2010 21.00,"5,01906382","31,21510168",25
13/08/2010 22.00,"5,38569639","24,4674816",25
13/08/2010 23.00,"4,84026404","29,24363848",25
14/08/2010 0.00,"5,25927109","14,13771805",25
14/08/2010 1.00,,"22,823066","18,7999897"
14/08/2010 2.00,"4,98294303","19,28506296","18,7999897"
14/08/2010 3.00,"4,65062608","2,98121334","18,7999897"
14/08/2010 4.00,"4,89805811","2,5594032","18,7999897"
14/08/2010 5.00,"5,02809478","5,00589324","18,7999897"
14/08/2010 6.00,"4,99558536","6,34399879","18,7999897"
14/08/2010 7.00,"4,90889425","5,05521137","18,7999897"
14/08/2010 8.00,"4,86735488","6,03510563","18,7999897"
14/08/2010 9.00,"4,5946382","5,91440298","18,7999897"
14/08/2010 10.00,"4,91973038","4,87351018","18,7999897"
14/08/2010 11.00,"4,83303927","4,90725507","18,7999897"
14/08/2010 12.00,"4,63798375","3,47829702","18,7999897"
14/08/2010 13.00,"4,86193631","2,22714922","18,7999897"
14/08/2010 14.00,"4,70842016","1,61065924","18,7999897"
14/08/2010 15.00,"4,88360858","2,12461631","18,7999897"
14/08/2010 16.00,"4,86916006","1,64180763","18,7999897"
14/08/2010 17.00,"4,91973038","1,41208466","18,7999897"
14/08/2010 18.00,"4,74454196","1,91565957","18,7999897"
14/08/2010 19.00,"4,93237271","3,10710516","18,7999897"
14/08/2010 20.00,"4,5404565","3,27842418","18,7999897"
14/08/2010 21.00,"4,56574116","2,89425558","18,7999897"
14/08/2010 22.00,"4,45015199","3,99485058","18,7999897"
14/08/2010 23.00,"4,89986329","13,68605776","18,7999897"
15/08/2010 0.00,"4,7030026","17,25130871","18,7999897"
15/08/2010 1.00,"4,5223956","25,92888056","30,5"
15/08/2010 2.00,"4,60728052","19,38760352","30,5"
15/08/2010 3.00,"4,73912339","15,71462858","30,5"
15/08/2010 4.00,"4,80414223","10,11431748","30,5"
15/08/2010 5.00,"4,89083334","10,28822535","30,5"
15/08/2010 6.00,"4,68674789","4,23625588","30,5"
15/08/2010 7.00,"4,66688079","4,68791426","30,5"
15/08/2010 8.00,"4,62172904","8,48678484","30,5"
15/08/2010 9.00,"4,70480777","16,83988838","30,5"
15/08/2010 10.00,"5,02087001","8,69574541","30,5"
15/08/2010 11.00,"4,49349856","7,94687046","30,5"
15/08/2010 12.00,"4,83665165","11,31224475","30,5"
15/08/2010 13.00,"4,95043361","4,77876485","30,5"
15/08/2010 14.00,"4,81136598","3,23819188","30,5"
15/08/2010 15.00,"4,78788752","2,66582894","30,5"
15/08/2010 16.00,"4,66688079","2,35823403","30,5"
15/08/2010 17.00,"4,73912339","1,70540266","30,5"
15/08/2010 18.00,"4,92514896","1,82740356","30,5"
15/08/2010 19.00,"4,90347567","1,98314934","30,5"
15/08/2010 20.00,"4,58921962","2,85402137","30,5"
15/08/2010 21.00,"5,1147859","13,04880154","30,5"
15/08/2010 22.00,"4,81859075","18,35840069","30,5"
15/08/2010 23.00,"4,93959748","27,45647296","30,5"
16/08/2010 0.00,"4,65965704","17,11893139","30,5"
16/08/2010 1.00,,"11,44722622","18,7999897"
16/08/2010 2.00,"4,87457863","8,11429665","18,7999897"
16/08/2010 3.00,"4,8077536","6,17138152","18,7999897"
16/08/2010 4.00,"4,8962509","11,27201627","18,7999897"
16/08/2010 5.00,"4,92876134","10,36999777","18,7999897"
16/08/2010 6.00,"4,89263954","12,69059217","18,7999897"
16/08/2010 7.00,"4,81678456","16,98005518","18,7999897"
16/08/2010 8.00,"5,03351234","20,88014896","18,7999897"
16/08/2010 9.00,"4,97571827","14,67633801","18,7999897"
16/08/2010 10.00,"4,82942688","9,60425324","18,7999897"
16/08/2010 11.00,"4,92514896","3,95721286","18,7999897"
16/08/2010 12.00,"4,76621423","2,78134051","18,7999897"
16/08/2010 13.00,"4,86193631","2,57108552","18,7999897"
16/08/2010 14.00,"4,86013011","1,84297871","18,7999897"
16/08/2010 15.00,"4,87999721","1,92474348","18,7999897"
16/08/2010 16.00,"4,90889425","1,71448849","18,7999897"
16/08/2010 17.00,"4,87999721","2,49710642","18,7999897"
16/08/2010 18.00,"4,86916006","2,11163766","18,7999897"
16/08/2010 19.00,"4,77524519","2,87348935","18,7999897"
16/08/2010 20.00,"4,99016678","2,98251159","18,7999897"
16/08/2010 21.00,"4,81678456","5,30829707","18,7999897"
16/08/2010 22.00,"4,67410454","10,72690698","18,7999897"
16/08/2010 23.00,"4,80052985","12,67890411","18,7999897"
17/08/2010 0.00,"4,77163281","5,14346738","18,7999897"
17/08/2010 1.00,"4,56393497","5,60421158","12,39999962"
