,Comune Bari,,NetC,
,Kennedy,,Stat,
Parm,O3,NO2,Parm,PM10



29/08/2010 3.00,"51,1806078","10,32781522",30/08/2010 3.00,
29/08/2010 4.00,"54,63317475","8,1619934",30/08/2010 4.00,
29/08/2010 5.00,"60,38232585","4,07856368",30/08/2010 5.00,
29/08/2010 6.00,"54,62639175","4,96760544",30/08/2010 6.00,"15,60000038"
29/08/2010 7.00,"50,6847306","7,02797664",30/08/2010 7.00,"15,60000038"
29/08/2010 8.00,"54,2168382","7,69638125",30/08/2010 8.00,"15,60000038"
29/08/2010 9.00,"57,17348805","5,09739391",30/08/2010 9.00,"15,60000038"
29/08/2010 10.00,"61,1185407","5,7674199",30/08/2010 10.00,"15,60000038"
29/08/2010 11.00,"62,97343185","5,94263175",30/08/2010 11.00,"15,60000038"
29/08/2010 12.00,"64,90786365","6,42284011",30/08/2010 12.00,"15,60000038"
29/08/2010 13.00,"66,87277905","6,88359005",30/08/2010 13.00,"15,60000038"
29/08/2010 14.00,"71,80282305","4,48901463",30/08/2010 14.00,"15,60000038"
29/08/2010 15.00,"72,22592265","6,61509171",30/08/2010 15.00,"15,60000038"
29/08/2010 16.00,"71,90436855","7,1228845",30/08/2010 16.00,"15,60000038"
29/08/2010 17.00,"69,32678865","6,99390862",30/08/2010 17.00,"15,60000038"
29/08/2010 18.00,"69,5265081","8,31936056",30/08/2010 18.00,"15,60000038"
29/08/2010 19.00,"69,10171275","7,59174131",30/08/2010 19.00,"15,60000038"
29/08/2010 20.00,"62,6789499","11,2785056",30/08/2010 20.00,"15,60000038"
29/08/2010 21.00,"60,5921799","13,17096687",30/08/2010 21.00,"15,60000038"
29/08/2010 22.00,"62,4504825","9,95062351",30/08/2010 22.00,"15,60000038"
29/08/2010 23.00,"60,00830325","8,90989323",30/08/2010 23.00,"15,60000038"
30/08/2010 0.00,"34,4459094","21,83830952",31/08/2010 0.00,"15,60000038"
30/08/2010 1.00,"39,00362655","14,58970529",31/08/2010 1.00,
30/08/2010 2.00,"31,9715907","20,00020832",31/08/2010 2.00,
30/08/2010 3.00,"39,9242991",,31/08/2010 3.00,
30/08/2010 4.00,"46,4266026","7,20319041",31/08/2010 4.00,
30/08/2010 5.00,"43,88626935","11,95664229",31/08/2010 5.00,
30/08/2010 6.00,,"18,67475638",31/08/2010 6.00,"18,5"
30/08/2010 7.00,"27,6423609","29,00500176",31/08/2010 7.00,"18,5"
30/08/2010 8.00,"23,2183686","32,44679296",31/08/2010 8.00,"18,5"
30/08/2010 9.00,"44,1536592","19,02193161",31/08/2010 9.00,"18,5"
30/08/2010 10.00,"56,9805516","10,83398663",31/08/2010 10.00,"18,5"
30/08/2010 11.00,"60,6345138","11,25011622",31/08/2010 11.00,"18,5"
30/08/2010 12.00,"63,02590035","11,85605197",31/08/2010 12.00,"18,5"
30/08/2010 13.00,"68,27917425","10,95727813",31/08/2010 13.00,"18,5"
30/08/2010 14.00,"70,6401171","10,89076538",31/08/2010 14.00,"18,5"
30/08/2010 15.00,"70,9075269","13,01602986",31/08/2010 15.00,"18,5"
30/08/2010 16.00,"69,55190445","12,30301256",31/08/2010 16.00,"18,5"
30/08/2010 17.00,"67,13173005","12,6964295",31/08/2010 17.00,"18,5"
30/08/2010 18.00,"68,3993331","9,60587653",31/08/2010 18.00,"18,5"
30/08/2010 19.00,"63,2966817","11,57377385",31/08/2010 19.00,"18,5"
30/08/2010 20.00,"62,9226591","13,39241854",31/08/2010 20.00,"18,5"
30/08/2010 21.00,"66,20597025","11,05137912",31/08/2010 21.00,"18,5"
30/08/2010 22.00,"67,52099445","9,48744725",31/08/2010 22.00,"18,5"
30/08/2010 23.00,"65,8877877","6,11622223",31/08/2010 23.00,"18,5"
31/08/2010 0.00,"71,4118629","5,74795191",01/09/2010 0.00,"18,5"
31/08/2010 1.00,"67,14358035","5,54191479",01/09/2010 1.00,
31/08/2010 2.00,"60,7377351","7,9906151",01/09/2010 2.00,
31/08/2010 3.00,"62,4267819","6,18436018",01/09/2010 3.00,
31/08/2010 4.00,"59,98799415","4,7729256",01/09/2010 4.00,
31/08/2010 5.00,"50,77951305","11,25740859",01/09/2010 5.00,
31/08/2010 6.00,"41,0616087","19,99208232",01/09/2010 6.00,"18,20000076"
31/08/2010 7.00,"49,27324815","13,24478346",01/09/2010 7.00,"18,20000076"
31/08/2010 8.00,"48,5675169","13,99755124",01/09/2010 8.00,"18,20000076"
31/08/2010 9.00,"50,99445435","12,74996359",01/09/2010 9.00,"18,20000076"
31/08/2010 10.00,"58,7829942","10,05932071",01/09/2010 10.00,"18,20000076"
31/08/2010 11.00,"60,4195725","8,17740603",01/09/2010 11.00,"18,20000076"
31/08/2010 12.00,"60,7005084","8,50998696",01/09/2010 12.00,"18,20000076"
31/08/2010 13.00,"60,0709263","9,30006551",01/09/2010 13.00,"18,20000076"
31/08/2010 14.00,"59,8102995","9,03643513",01/09/2010 14.00,"18,20000076"
31/08/2010 15.00,"60,6158805","7,05555724",01/09/2010 15.00,"18,20000076"
31/08/2010 16.00,"62,96497305","7,36217894",01/09/2010 16.00,"18,20000076"
31/08/2010 17.00,"63,2272956","6,80896086",01/09/2010 17.00,"18,20000076"
31/08/2010 18.00,"63,7096467","7,85212703",01/09/2010 18.00,"18,20000076"
31/08/2010 19.00,"65,1329595","9,04292446",01/09/2010 19.00,"18,20000076"
31/08/2010 20.00,"62,60280075","10,98323735",01/09/2010 20.00,"18,20000076"
31/08/2010 21.00,"64,2630597","8,43454709",01/09/2010 21.00,"18,20000076"
31/08/2010 22.00,"63,5962509","6,09999891",01/09/2010 22.00,"18,20000076"
31/08/2010 23.00,"59,0757804","7,0231106",01/09/2010 23.00,"18,20000076"
01/09/2010 0.00,"57,2310438","9,10323276",02/09/2010 0.00,"18,20000076"
01/09/2010 1.00,"58,7118924","7,32324298",02/09/2010 1.00,
01/09/2010 2.00,"53,01518985","8,60975894",02/09/2010 2.00,
01/09/2010 3.00,"56,38989195",,02/09/2010 3.00,
01/09/2010 4.00,"52,2806907","12,53095355",02/09/2010 4.00,
01/09/2010 5.00,"47,21017875","15,99140396",02/09/2010 5.00,
01/09/2010 6.00,,"16,56895224",02/09/2010 6.00,"14,30000019"
01/09/2010 7.00,"40,94651715","19,15414832",02/09/2010 7.00,"14,30000019"
01/09/2010 8.00,"46,5822924","15,16076233",02/09/2010 8.00,"14,30000019"
01/09/2010 9.00,"44,99648685","18,80453912",02/09/2010 9.00,"14,30000019"
01/09/2010 10.00,"49,01601285","15,12182445",02/09/2010 10.00,"14,30000019"
01/09/2010 11.00,"52,4584053","13,5286906",02/09/2010 11.00,"14,30000019"
01/09/2010 12.00,"56,69285265","9,95954682",02/09/2010 12.00,"14,30000019"
01/09/2010 13.00,"56,97885585","13,16853481",02/09/2010 13.00,"14,30000019"
01/09/2010 14.00,"62,36922615","9,80217966",02/09/2010 14.00,"14,30000019"
01/09/2010 15.00,"61,41808995","9,99037208",02/09/2010 15.00,"14,30000019"
01/09/2010 16.00,"62,46231285","10,83074197",02/09/2010 16.00,"14,30000019"
01/09/2010 17.00,"61,1032989","15,00826503",02/09/2010 17.00,"14,30000019"
01/09/2010 18.00,"67,79008005","8,31936056",02/09/2010 18.00,"14,30000019"
01/09/2010 19.00,"66,4801431","10,80802741",02/09/2010 19.00,"14,30000019"
01/09/2010 20.00,"63,76887825","17,15137038",02/09/2010 20.00,"14,30000019"
01/09/2010 21.00,"37,16395725","43,66040528",02/09/2010 21.00,"14,30000019"
01/09/2010 22.00,"33,39999075","29,08205536",02/09/2010 22.00,"14,30000019"
01/09/2010 23.00,"33,8687958","25,62810384",02/09/2010 23.00,"14,30000019"
02/09/2010 0.00,"39,035766","18,7704711",03/09/2010 0.00,"14,30000019"
02/09/2010 1.00,"42,59155425","15,6718036",03/09/2010 1.00,
02/09/2010 2.00,"45,99502425","13,80773362",03/09/2010 2.00,
02/09/2010 3.00,"49,34433","10,34079388",03/09/2010 3.00,
02/09/2010 4.00,"45,84779325","11,70680125",03/09/2010 4.00,
02/09/2010 5.00,"22,9018818","31,74918064",03/09/2010 5.00,
02/09/2010 6.00,"13,37776577","41,55948056",03/09/2010 6.00,"16,60000038"
02/09/2010 7.00,"6,92201958","50,61375656",03/09/2010 7.00,"16,60000038"
02/09/2010 8.00,"10,47102683","53,8470824",03/09/2010 8.00,"16,60000038"
02/09/2010 9.00,"29,2061616","40,03609456",03/09/2010 9.00,"16,60000038"
02/09/2010 10.00,"62,0696769","16,4188851",03/09/2010 10.00,"16,60000038"
02/09/2010 11.00,"68,1810402","12,16105612",03/09/2010 11.00,"16,60000038"
02/09/2010 12.00,"74,47684125","11,03190922",03/09/2010 12.00,"16,60000038"
02/09/2010 13.00,"78,63174795","9,03562444",03/09/2010 13.00,"16,60000038"
02/09/2010 14.00,"82,62418185","7,33622163",03/09/2010 14.00,"16,60000038"
02/09/2010 15.00,"83,64302835","6,24276604",03/09/2010 15.00,"16,60000038"
02/09/2010 16.00,"84,42662445","8,0354515",03/09/2010 16.00,"16,60000038"
02/09/2010 17.00,"79,3121028","7,60877532",03/09/2010 17.00,"16,60000038"
02/09/2010 18.00,"81,1196127","9,42011808",03/09/2010 18.00,"16,60000038"
02/09/2010 19.00,"80,02461705","12,2989553",03/09/2010 19.00,"16,60000038"
02/09/2010 20.00,"75,39414225","17,01997201",03/09/2010 20.00,"16,60000038"
02/09/2010 21.00,"65,24805105","21,93402424",03/09/2010 21.00,"16,60000038"
02/09/2010 22.00,"61,6397943","20,5972112",03/09/2010 22.00,"16,60000038"
02/09/2010 23.00,"57,7489059","16,82203603",03/09/2010 23.00,"16,60000038"
03/09/2010 0.00,"43,6239468","22,67867176",04/09/2010 0.00,"16,60000038"
03/09/2010 1.00,"40,80774495","21,26237688",04/09/2010 1.00,
03/09/2010 2.00,"46,1473425","14,68703947",04/09/2010 2.00,
03/09/2010 3.00,"45,65822835",,04/09/2010 3.00,
03/09/2010 4.00,"44,3973684","12,99007064",04/09/2010 4.00,
03/09/2010 5.00,"40,7908074","14,49884896",04/09/2010 5.00,
03/09/2010 6.00,,"24,10957432",04/09/2010 6.00,"15,89999962"
03/09/2010 7.00,"24,67386075","34,14619768",04/09/2010 7.00,"15,89999962"
03/09/2010 8.00,"17,72984231","41,73307104",04/09/2010 8.00,"15,89999962"
03/09/2010 9.00,"45,6128421","23,508518",04/09/2010 9.00,"15,89999962"
03/09/2010 10.00,"57,775998","18,32595214",04/09/2010 10.00,"15,89999962"
03/09/2010 11.00,"52,3213089","22,48481408",04/09/2010 11.00,"15,89999962"
03/09/2010 12.00,"47,92099725","23,57826776",04/09/2010 12.00,"15,89999962"
03/09/2010 13.00,"58,0687842","17,99174601",04/09/2010 13.00,"15,89999962"
03/09/2010 14.00,"64,4576919","15,33678487",04/09/2010 14.00,"15,89999962"
03/09/2010 15.00,"70,02747255","11,89012763",04/09/2010 15.00,"15,89999962"
03/09/2010 16.00,"66,20257875","12,62504307",04/09/2010 16.00,"15,89999962"
03/09/2010 17.00,"53,5161543","22,62513576",04/09/2010 17.00,"15,89999962"
03/09/2010 18.00,"55,591074","20,79594448",04/09/2010 18.00,"15,89999962"
03/09/2010 19.00,"63,18498165","17,24952864",04/09/2010 19.00,"15,89999962"
03/09/2010 20.00,"43,53084015","35,97862024",04/09/2010 20.00,"15,89999962"
03/09/2010 21.00,"57,874152","28,12081648",04/09/2010 21.00,"15,89999962"
03/09/2010 22.00,"68,17762875","15,98328752",04/09/2010 22.00,"15,89999962"
03/09/2010 23.00,"63,9059547","15,2889256",04/09/2010 23.00,"15,89999962"
04/09/2010 0.00,"63,0529725","14,9368786",05/09/2010 0.00,"15,89999962"
04/09/2010 1.00,"72,188676","6,43095655",05/09/2010 1.00,
04/09/2010 2.00,"75,4059726","6,09999891",05/09/2010 2.00,
04/09/2010 3.00,"70,8973524","6,1827388",05/09/2010 3.00,
04/09/2010 4.00,"67,4803563","5,40563699",05/09/2010 4.00,
04/09/2010 5.00,"60,5261853","8,71521148",05/09/2010 5.00,
04/09/2010 6.00,"54,5231505","14,24090295",05/09/2010 6.00,"15,39999962"
04/09/2010 7.00,"44,42276475","18,24646074",05/09/2010 7.00,"15,39999962"
04/09/2010 8.00,"36,8830014","26,09696448",05/09/2010 8.00,"15,39999962"
04/09/2010 9.00,"44,22474105","21,9380968",05/09/2010 9.00,"15,39999962"
04/09/2010 10.00,"48,2273295","23,49146296",05/09/2010 10.00,"15,39999962"
04/09/2010 11.00,"65,7777834","18,63257384",05/09/2010 11.00,"15,39999962"
04/09/2010 12.00,"80,5865088","12,4871439",05/09/2010 12.00,"15,39999962"
04/09/2010 13.00,"81,37347645","9,50691332",05/09/2010 13.00,"15,39999962"
04/09/2010 14.00,"83,38746885","7,24618364",05/09/2010 14.00,"15,39999962"
04/09/2010 15.00,"84,85479135","6,20707282",05/09/2010 15.00,"15,39999962"
04/09/2010 16.00,"84,22520925","5,62303139",05/09/2010 16.00,"15,39999962"
04/09/2010 17.00,"86,57938905","6,29792342",05/09/2010 17.00,"15,39999962"
04/09/2010 18.00,"83,4670095","10,18423932",05/09/2010 18.00,"15,39999962"
04/09/2010 19.00,"82,5158733","11,72626923",05/09/2010 19.00,"15,39999962"
04/09/2010 20.00,"71,6623551","19,93368984",05/09/2010 20.00,"15,39999962"
04/09/2010 21.00,"24,11705625","67,28572736",05/09/2010 21.00,"15,39999962"
04/09/2010 22.00,"23,15913705","53,9606552",05/09/2010 22.00,"15,39999962"
04/09/2010 23.00,"4,36053335","59,7621412",05/09/2010 23.00,"15,39999962"
05/09/2010 0.00,"10,46426378","38,16960016",06/09/2010 0.00,"15,39999962"
05/09/2010 1.00,"17,5267533","30,13009904",06/09/2010 1.00,
05/09/2010 2.00,"25,02757425","28,36822928",06/09/2010 2.00,
05/09/2010 3.00,"34,08204135",,06/09/2010 3.00,
05/09/2010 4.00,"39,3590358","18,58390197",06/09/2010 4.00,
05/09/2010 5.00,"44,7087879","12,29409308",06/09/2010 5.00,
05/09/2010 6.00,,"10,21100158",06/09/2010 6.00,"14,30000019"
05/09/2010 7.00,"43,4428407","14,21818839",06/09/2010 7.00,"14,30000019"
05/09/2010 8.00,"39,90229425","18,92297031",06/09/2010 8.00,"14,30000019"
05/09/2010 9.00,"52,7884182","15,06424074",06/09/2010 9.00,"14,30000019"
05/09/2010 10.00,"66,9354021","9,842737",06/09/2010 10.00,"14,30000019"
05/09/2010 11.00,"53,77001805","23,68616192",06/09/2010 11.00,"14,30000019"
05/09/2010 12.00,"70,03253985","10,84047596",06/09/2010 12.00,"14,30000019"
05/09/2010 13.00,"75,9526425","14,5102005",06/09/2010 13.00,"14,30000019"
