,TARANTO,,
,TA Carcere,,
,SO2,NO2,PM10



09/11/2010 20.00,"3,256449","2,343309","22,710621"
09/11/2010 21.00,"3,254643","1,796905",
09/11/2010 22.00,"3,251032","2,64117","19,2918"
09/11/2010 23.00,"3,194155","1,470489",
10/11/2010 0.00,"3,244713","1,221298","17,3382"
10/11/2010 1.00,,"1,412733",
10/11/2010 2.00,"3,403608",,"10,74481"
10/11/2010 3.00,"3,251032","1,40884",
10/11/2010 4.00,"3,254643","1,471787","16,36141"
10/11/2010 5.00,"3,253741","2,489967",
10/11/2010 6.00,"3,253741","2,728127","19,2918"
10/11/2010 7.00,"3,212211","3,038967",
10/11/2010 8.00,"3,177904","5,326469","30,036631"
10/11/2010 9.00,"3,252838","5,343988",
10/11/2010 10.00,"2,963938","4,074021","43,956032"
10/11/2010 11.00,"3,102971","3,845596",
10/11/2010 12.00,"2,980188","6,828106","69,10865"
10/11/2010 13.00,"2,845669","3,042862",
10/11/2010 14.00,"3,22485","2,951361","66,910851"
10/11/2010 15.00,"3,2086","1,979905",
10/11/2010 16.00,"3,041579","2,103202","55,67765"
10/11/2010 17.00,"2,689482","3,474404",
10/11/2010 18.00,"2,703024","5,907913","44,688641"
10/11/2010 19.00,"2,772541","8,558815",
10/11/2010 20.00,"2,196546","9,538711","29,79241"
10/11/2010 21.00,"2,041261","13,756142",
10/11/2010 22.00,"2,119806","16,47129","25,88522"
10/11/2010 23.00,"2,357246","23,058644",
11/11/2010 0.00,"2,03133","13,699038","20,51281"
11/11/2010 1.00,"1,950077","6,62434",
11/11/2010 2.00,"2,072861","5,26352","11,23321"
11/11/2010 3.00,"2,022302","7,098711",
11/11/2010 4.00,"2,137863","8,188923","13,18681"
11/11/2010 5.00,"2,135154","10,04618",
11/11/2010 6.00,"1,995219","7,299882","7,081807"
11/11/2010 7.00,"2,777055","32,505184",
11/11/2010 8.00,"3,623894","42,191223","10,74481"
11/11/2010 9.00,"3,568823","37,236582",
11/11/2010 10.00,"3,251935","38,032183","15,38461"
11/11/2010 11.00,"3,366592","43,871965",
11/11/2010 12.00,"3,134569","20,087797","18,80341"
11/11/2010 13.00,"6,517411","17,579023",
11/11/2010 14.00,"6,98507","10,495243","14,40781"
11/11/2010 15.00,"4,131276","11,772348",
11/11/2010 16.00,"4,198083","17,371366","13,18681"
11/11/2010 17.00,"2,563991","20,573866",
11/11/2010 18.00,"1,950077","27,021683","7,570208"
11/11/2010 19.00,"2,069249","40,308649",
11/11/2010 20.00,"2,334676","51,270469","16,11721"
11/11/2010 21.00,"3,147208","65,576279",
11/11/2010 22.00,"2,735526","54,140077","17,3382"
11/11/2010 23.00,"2,687677","39,705147",
12/11/2010 0.00,"2,254326","29,327995","10,01221"
12/11/2010 1.00,,"31,653791",
12/11/2010 2.00,"2,947687",,"6,105006"
12/11/2010 3.00,"2,16585","14,593915",
12/11/2010 4.00,"2,191128","10,892383","7,326007"
12/11/2010 5.00,"4,374132","32,483139",
12/11/2010 6.00,"5,07291","42,452078","14,89621"
12/11/2010 7.00,"5,146038","43,760346",
12/11/2010 8.00,"7,533077","57,540492","22,22221"
12/11/2010 9.00,"11,313159","42,331393",
12/11/2010 10.00,"13,051974","37,461126","28,08301"
12/11/2010 11.00,"8,722986","26,932775",
12/11/2010 12.00,"9,240298","19,549186","21,24542"
12/11/2010 13.00,"5,935097","9,445264",
12/11/2010 14.00,"3,643756","7,183074","13,91941"
12/11/2010 15.00,"3,251032","6,170085",
12/11/2010 16.00,"3,198668","4,913094","10,25641"
12/11/2010 17.00,"3,123736","23,473949",
12/11/2010 18.00,"2,9522","59,484077","13,43101"
12/11/2010 19.00,"4,43101","77,913195",
12/11/2010 20.00,"5,532442","74,775584","24,42001"
12/11/2010 21.00,"5,247153","60,408798",
12/11/2010 22.00,"3,187835","39,078257","33,211231"
12/11/2010 23.00,"3,113805","36,638907",
13/11/2010 0.00,"3,051511","34,128835","24,17581"
13/11/2010 1.00,"2,620868","29,265702",
13/11/2010 2.00,"2,038553","23,672529","22,22221"
13/11/2010 3.00,"2,455653","18,418101",
13/11/2010 4.00,"2,099944","14,086453","14,40781"
13/11/2010 5.00,"2,593783","14,911896",
13/11/2010 6.00,"2,167656","11,352484","13,67521"
13/11/2010 7.00,"2,828516","20,133875",
13/11/2010 8.00,"2,466487","14,876855","22,710621"
13/11/2010 9.00,"2,76261","14,694504",
13/11/2010 10.00,"2,602812","12,217519","25,15262"
13/11/2010 11.00,"3,018106","12,93978",
13/11/2010 12.00,"3,182419","11,969621","20,757021"
13/11/2010 13.00,"3,184224","12,800262",
13/11/2010 14.00,"3,967866","18,144244","14,65201"
13/11/2010 15.00,"4,291074","14,287621",
13/11/2010 16.00,"3,253741","12,78468","17,094"
13/11/2010 17.00,"2,998244","16,343452",
13/11/2010 18.00,"2,471904","30,38122","16,84981"
13/11/2010 19.00,"3,884808","59,04864",
13/11/2010 20.00,"4,462608","60,400367","29,05983"
13/11/2010 21.00,"4,128567","51,560558",
13/11/2010 22.00,"3,894739","47,705221","33,211231"
13/11/2010 23.00,"2,529684","36,331325",
14/11/2010 0.00,"1,950077","21,51935","28,571421"
14/11/2010 1.00,,"17,456372",
14/11/2010 2.00,"2,50892",,"16,84981"
14/11/2010 3.00,"2,072861","16,023526",
14/11/2010 4.00,"2,083694","16,212367","18,31501"
14/11/2010 5.00,"2,107167","13,530318",
14/11/2010 6.00,"2,071054","14,889833","14,40781"
14/11/2010 7.00,"2,228144","23,727671",
14/11/2010 8.00,"2,063833","16,265575","20,02442"
14/11/2010 9.00,"1,950077","14,466075",
14/11/2010 10.00,"3,333188","18,748411","25,15262"
14/11/2010 11.00,"8,327553","32,109993",
14/11/2010 12.00,"25,484616","44,914789","27,10622"
14/11/2010 13.00,"22,444844","31,540866",
14/11/2010 14.00,"10,769663","27,684899","31,01343"
14/11/2010 15.00,"7,097018","18,778906",
14/11/2010 16.00,"5,794258","18,183833","21,24542"
14/11/2010 17.00,"27,014193","28,017071",
14/11/2010 18.00,"3,632922","43,505952","16,60561"
14/11/2010 19.00,"4,294685","75,420631",
14/11/2010 20.00,"2,561283","44,098423","19,2918"
14/11/2010 21.00,"3,393677","49,915493",
14/11/2010 22.00,"2,82039","38,068513","25,15262"
14/11/2010 23.00,"2,99373","36,343658",
15/11/2010 0.00,"2,349121","31,611611","30,28083"
15/11/2010 1.00,"2,623576","32,983472",
15/11/2010 2.00,"1,950077","20,192937","23,68742"
15/11/2010 3.00,"1,950077","14,502418",
15/11/2010 4.00,"1,950077","14,277236","26,12941"
15/11/2010 5.00,"1,950077","12,138341",
15/11/2010 6.00,"2,071054","21,157905","22,710621"
15/11/2010 7.00,"2,10175","26,101495",
15/11/2010 8.00,"3,0804","31,714131","25,39682"
15/11/2010 9.00,"3,416247","32,063915",
15/11/2010 10.00,"6,127396","60,781944","35,89743"
15/11/2010 11.00,"5,200206","46,261334",
15/11/2010 12.00,"5,556819","53,783813","33,943821"
15/11/2010 13.00,"6,285389","48,307443",
15/11/2010 14.00,"4,2676","12,848926","28,08301"
15/11/2010 15.00,"3,096651","7,527008",
15/11/2010 16.00,"2,542323","6,542573","22,710621"
15/11/2010 17.00,"2,091819","10,427103",
15/11/2010 18.00,"1,950077","13,78924","20,26862"
15/11/2010 19.00,"3,233879","60,750129",
15/11/2010 20.00,"3,444234","73,475766","25,88522"
15/11/2010 21.00,"8,686873","83,551817",
15/11/2010 22.00,"2,800528","37,509786","36,141621"
15/11/2010 23.00,"2,034942","27,722546",
16/11/2010 0.00,"1,950077","21,024868","25,64102"
16/11/2010 1.00,,"11,07993",
16/11/2010 2.00,"2,251618",,"13,67521"
16/11/2010 3.00,"1,950077","5,654828",
16/11/2010 4.00,"1,950077","3,826776","10,50061"
16/11/2010 5.00,"1,950077","3,677522",
16/11/2010 6.00,"1,950077","9,615285","12,69841"
16/11/2010 7.00,"3,66091","26,46684",
16/11/2010 8.00,"2,693996","28,724491","8,791209"
16/11/2010 9.00,"4,393091","52,160162",
16/11/2010 10.00,"3,35937","38,711631","19,2918"
16/11/2010 11.00,"2,529684","12,21816",
16/11/2010 12.00,"3,638339","11,75288","29,54822"
16/11/2010 13.00,"2,320231","7,511435",
16/11/2010 14.00,"2,446625","4,91504","19,2918"
16/11/2010 15.00,"2,397873","5,297265",
16/11/2010 16.00,"2,078277","7,639923","21,24542"
16/11/2010 17.00,"2,262452","5,718425",
16/11/2010 18.00,"1,954592","8,894318","10,98901"
16/11/2010 19.00,"1,950077","14,713321",
16/11/2010 20.00,"2,545032","23,68226","6,593407"
16/11/2010 21.00,"3,313326","30,662226",
16/11/2010 22.00,"2,703024","42,927113","11,23321"
16/11/2010 23.00,"1,950077","21,006054",
17/11/2010 0.00,"1,950077","16,509578","6,349206"
17/11/2010 1.00,"2,006052","13,960556",
17/11/2010 2.00,"1,950077","9,852148","3,907204"
17/11/2010 3.00,"1,950077","5,488052",
17/11/2010 4.00,"1,950077","4,870265","2,686203"
17/11/2010 5.00,"1,950077","8,968945",
17/11/2010 6.00,"2,051192","12,880723","2,197802"
17/11/2010 7.00,"2,482738","33,470152",
17/11/2010 8.00,"3,038871","30,264415","9,523809"
17/11/2010 9.00,"3,158042","29,658312",
17/11/2010 10.00,"3,226656","23,531709","11,72161"
17/11/2010 11.00,"3,146306","15,961223",
17/11/2010 12.00,"2,302175","7,846285","7,081807"
17/11/2010 13.00,"2,025914","4,530224",
17/11/2010 14.00,"1,950077","2,129159","5,616606"
17/11/2010 15.00,"1,950077","3,051298",
17/11/2010 16.00,"1,950077","3,183681","10,01221"
17/11/2010 17.00,"1,950077","3,186925",
17/11/2010 18.00,"1,950077","2,891764","5,372406"
17/11/2010 19.00,"1,955495","2,977319",
17/11/2010 20.00,"1,950077","2,591852","6,837607"
17/11/2010 21.00,"1,950077","1,935776",
17/11/2010 22.00,"1,950077","2,630786","7,570208"
17/11/2010 23.00,"1,950077","2,294637",
18/11/2010 0.00,"1,950077","2,062319","6,593407"
18/11/2010 1.00,,"2,375756",
18/11/2010 2.00,"1,997024",,"4,395605"
18/11/2010 3.00,"1,950077","1,351084",
18/11/2010 4.00,"1,950077","1,693074","2,930403"
18/11/2010 5.00,"1,950077","5,936467",
18/11/2010 6.00,"1,948272","17,776297","4,639805"
18/11/2010 7.00,"2,270576","25,153393",
18/11/2010 8.00,"3,166168","38,301488","7,814408"
18/11/2010 9.00,"3,103874","36,611662",
18/11/2010 10.00,"2,7274","27,709563","18,31501"
18/11/2010 11.00,"1,950077","3,579532",
18/11/2010 12.00,"1,950077","3,626255","10,01221"
18/11/2010 13.00,"1,950077","5,316085",
18/11/2010 14.00,"1,950077","3,85533","9,523809"
18/11/2010 15.00,"2,042164","5,615243",
18/11/2010 16.00,"1,950077","7,401117","10,25641"
18/11/2010 17.00,"2,064735","31,977605",
18/11/2010 18.00,"1,950077","36,659042","15,38461"
18/11/2010 19.00,"2,011469","27,273475",
18/11/2010 20.00,"3,514654","63,621035","18,07081"
18/11/2010 21.00,"3,638339","65,125259",
18/11/2010 22.00,"3,893836","50,280856","24,664221"
18/11/2010 23.00,"1,950077","5,661967",
19/11/2010 0.00,"1,950077","6,130499","19,53602"
19/11/2010 1.00,"1,753264","5,37968",
19/11/2010 2.00,"1,94466","5,51985","10,98901"
19/11/2010 3.00,"1,950077","5,614593",
19/11/2010 4.00,"1,950077","8,105213","6,349206"
19/11/2010 5.00,"1,950077","7,005914",
19/11/2010 6.00,"1,930216","10,225934","15,38461"
19/11/2010 7.00,"2,387039","25,412964",
19/11/2010 8.00,"3,902864",,"16,60561"
19/11/2010 9.00,"4,597128",,
19/11/2010 10.00,"3,284436",,"26,617821"
19/11/2010 11.00,"2,276896",,
19/11/2010 12.00,"9,870462",,"28,08301"
19/11/2010 13.00,"5,183956",,
19/11/2010 14.00,"10,309227",,"21,97802"
19/11/2010 15.00,"1,950077",,
19/11/2010 16.00,"5,574875",,"19,78022"
19/11/2010 17.00,"2,266062","19,114403",
19/11/2010 18.00,"2,364469","29,247538","11,23321"
19/11/2010 19.00,"2,157725","64,057775",
19/11/2010 20.00,"4,087038",,"15,38461"
19/11/2010 21.00,"5,829468",,
19/11/2010 22.00,"4,968184",,"21,73382"
19/11/2010 23.00,"9,698928",,
20/11/2010 0.00,"2,805945","45,93947","18,80341"
20/11/2010 1.00,,"35,401385",
20/11/2010 2.00,"2,558574",,"14,16361"
20/11/2010 3.00,"1,950077","14,041676",
20/11/2010 4.00,"1,950077","7,941031","10,50061"
20/11/2010 5.00,"1,836323","10,038394",
20/11/2010 6.00,"1,950077","20,727666","10,01221"
20/11/2010 7.00,"2,586561","26,835435",
20/11/2010 8.00,"3,322355","35,217106","12,94261"
20/11/2010 9.00,"2,765319","24,178042",
20/11/2010 10.00,"3,076789","24,543406","20,26862"
20/11/2010 11.00,"2,35183","25,298762",
20/11/2010 12.00,"7,85809",,"23,44322"
20/11/2010 13.00,"4,062662","48,696803",
20/11/2010 14.00,"2,411416","23,560257","12,69841"
20/11/2010 15.00,"1,950077","5,898179",
20/11/2010 16.00,"2,000635","7,38684","11,47741"
20/11/2010 17.00,"1,948272","9,121444",
20/11/2010 18.00,"1,950077","9,801532","16,36141"
20/11/2010 19.00,"2,145086","17,414191",
20/11/2010 20.00,"2,219116","45,613704","16,11721"
20/11/2010 21.00,"2,744553","30,843274",
20/11/2010 22.00,"1,908548","6,818371","14,89621"
20/11/2010 23.00,"1,950077","34,150249",
21/11/2010 0.00,"1,950077","32,506504","10,50061"
21/11/2010 1.00,"1,948272","21,808788",
21/11/2010 2.00,"1,950077","19,638744","8,791209"
21/11/2010 3.00,"1,950077","14,188984",
21/11/2010 4.00,"1,950077","10,579599","8,302809"
21/11/2010 5.00,"1,892297","8,077957",
21/11/2010 6.00,"1,765903","8,786594","7,326007"
21/11/2010 7.00,"1,950077","10,664615",
21/11/2010 8.00,"1,950077","20,259131","6,349206"
21/11/2010 9.00,"1,950077","14,198718",
21/11/2010 10.00,"1,950077","3,852733","17,582411"
21/11/2010 11.00,"1,950077","3,540596",
21/11/2010 12.00,"1,950077","3,537999","15,87301"
21/11/2010 13.00,"1,950077","3,650914",
21/11/2010 14.00,"1,950077","3,12268","12,45421"
21/11/2010 15.00,"1,950077","3,160318",
21/11/2010 16.00,"1,950077","4,876104","15,87301"
21/11/2010 17.00,"1,950077","5,877413",
21/11/2010 18.00,"1,950077","2,682052","15,62881"
21/11/2010 19.00,"1,950077","2,438052",
21/11/2010 20.00,"1,950077","2,802105","16,36141"
21/11/2010 21.00,"1,950077","2,497755",
21/11/2010 22.00,"1,950077","3,64118","17,826611"
21/11/2010 23.00,"1,950077","2,449735",
22/11/2010 0.00,"1,547422","2,752139","21,24542"
22/11/2010 1.00,,"3,767722",
22/11/2010 2.00,"2,185712",,"14,65201"
22/11/2010 3.00,"1,959106","1,961085",
22/11/2010 4.00,"1,950077","1,482819","16,36141"
22/11/2010 5.00,"1,950077","1,752128",
22/11/2010 6.00,"1,950077","2,131106","24,664221"
22/11/2010 7.00,"1,950077","1,6165",
22/11/2010 8.00,"1,950077","3,231052","22,46641"
22/11/2010 9.00,"1,950077","3,254413",
22/11/2010 10.00,,"2,804053","26,86202"
22/11/2010 11.00,,"11,284995",
22/11/2010 12.00,"3,128249","22,472004","17,582411"
22/11/2010 13.00,"2,931436","16,471941",
22/11/2010 14.00,"2,242589","5,319977","9,76801"
22/11/2010 15.00,"2,222728","3,418595",
22/11/2010 16.00,"1,984385","3,22067","5,616606"
22/11/2010 17.00,"1,950077","7,049393",
22/11/2010 18.00,"1,969939",,"4,639805"
22/11/2010 19.00,"3,131861","61,511332",
22/11/2010 20.00,"2,385234","53,594964","15,62881"
22/11/2010 21.00,"3,732232","53,740335",
22/11/2010 22.00,"2,482738","40,367061","21,48962"
22/11/2010 23.00,"2,484543","37,839454",
23/11/2010 0.00,"2,312106","37,688901","17,582411"
23/11/2010 1.00,"2,192032","30,182009",
23/11/2010 2.00,"1,950077","5,929978","9,76801"
23/11/2010 3.00,"1,950077","2,996138",
23/11/2010 4.00,"1,950077","3,754095","5,372406"
23/11/2010 5.00,"1,980773","3,252467",
23/11/2010 6.00,"1,950077","2,913073","3,418803"
23/11/2010 7.00,"1,950077","3,621712",
23/11/2010 8.00,"1,950077","5,697659","5,372406"
23/11/2010 9.00,"1,974454","10,301856",
23/11/2010 10.00,"2,365372","10,384921","6,837607"
23/11/2010 11.00,"1,980773","5,926085",
23/11/2010 12.00,"2,328356","8,542594","4,151404"
23/11/2010 13.00,"2,392456","6,811882",
23/11/2010 14.00,"1,950077","6,773594","4,151404"
23/11/2010 15.00,"1,9573","7,769063",
23/11/2010 16.00,"1,950077","7,068211","5,128205"
23/11/2010 17.00,"1,950077","9,505617",
23/11/2010 18.00,"1,950077","6,269371","7,814408"
23/11/2010 19.00,"1,950077","6,096106",
23/11/2010 20.00,"1,950077","6,852117","5,128205"
23/11/2010 21.00,"1,950077","8,412157",
23/11/2010 22.00,"1,971745","7,684701","5,616606"
23/11/2010 23.00,"1,950077","3,131764",
24/11/2010 0.00,"1,950077","2,453627","5,372406"
24/11/2010 1.00,,"2,218063",
24/11/2010 2.00,"2,538712",,"3,418803"
24/11/2010 3.00,"2,526072","3,739818",
24/11/2010 4.00,"1,950077","1,991585","2,442003"
24/11/2010 5.00,"1,950077","1,921499",
24/11/2010 6.00,"1,950077","6,218755","5,372406"
24/11/2010 7.00,"2,17217","13,608182",
24/11/2010 8.00,"1,950077","9,449159","9,523809"
24/11/2010 9.00,"1,950077","13,864512",
24/11/2010 10.00,"2,255229","14,424544","6,349206"
24/11/2010 11.00,"1,966329","17,167592",
24/11/2010 12.00,"1,950077","10,349227","12,94261"
24/11/2010 13.00,"1,950077","9,379073",
24/11/2010 14.00,"1,950077","8,588019","7,081807"
24/11/2010 15.00,"2,02772","6,870286",
24/11/2010 16.00,"1,978968","8,419945","5,128205"
24/11/2010 17.00,"2,092722",,
24/11/2010 18.00,"2,314814",,"8,302809"
24/11/2010 19.00,"3,746677","47,49886",
24/11/2010 20.00,"3,128249","56,445736","13,91941"
24/11/2010 21.00,"4,410245","70,995543",
24/11/2010 22.00,"4,13579","68,087027","21,73382"
24/11/2010 23.00,"2,662397","50,556642",
25/11/2010 0.00,"2,186615","28,27802","22,710621"
25/11/2010 1.00,"1,950077","18,56735",
25/11/2010 2.00,"1,950077","21,394763","12,69841"
25/11/2010 3.00,"1,950077","15,826242",
25/11/2010 4.00,"1,950077","3,372521","13,18681"
25/11/2010 5.00,"1,950077","8,517935",
25/11/2010 6.00,"2,007858","18,030032","12,21001"
25/11/2010 7.00,"2,338287","36,348188",
25/11/2010 8.00,"5,344657","61,349098","14,89621"
25/11/2010 9.00,"3,713272","53,779911",
25/11/2010 10.00,"4,544764","53,196524","25,39682"
25/11/2010 11.00,"3,787304","44,76944",
25/11/2010 12.00,"1,950077","7,379702","25,15262"
25/11/2010 13.00,"1,950077","2,921509",
25/11/2010 14.00,"1,950077","2,624296","14,65201"
25/11/2010 15.00,"1,950077","2,491265",
25/11/2010 16.00,"1,950077","3,419893","7,570208"
25/11/2010 17.00,"1,950077",,
25/11/2010 18.00,"1,950077","7,051339","9,523809"
25/11/2010 19.00,"1,950077","8,217477",
25/11/2010 20.00,"1,950077","7,813839","9,27961"
25/11/2010 21.00,"1,950077","7,051339",
25/11/2010 22.00,"1,950077","5,89169","7,326007"
25/11/2010 23.00,"1,950077","5,52634",
26/11/2010 0.00,"1,950077","4,360201","9,523809"
26/11/2010 1.00,,"13,833367",
26/11/2010 2.00,"2,933242",,"5,616606"
26/11/2010 3.00,"1,950077","14,483602",
26/11/2010 4.00,"1,99883","12,050091","6,349206"
26/11/2010 5.00,"1,950077","13,809351",
26/11/2010 6.00,"1,950077","19,414218","13,18681"
26/11/2010 7.00,"2,080082","34,063294",
26/11/2010 8.00,"2,679551","26,617392","10,98901"
26/11/2010 9.00,"2,511628","44,505966",
26/11/2010 10.00,"1,950077","11,789864","13,43101"
26/11/2010 11.00,"1,950077","12,157159",
26/11/2010 12.00,"1,950077","10,161691","9,27961"
26/11/2010 13.00,"2,071957","11,08642",
26/11/2010 14.00,"1,950077","6,924147","10,01221"
26/11/2010 15.00,"1,950077","4,500372",
26/11/2010 16.00,"1,950077","4,545797","7,081807"
26/11/2010 17.00,"1,950077","12,190908",
26/11/2010 18.00,"2,251618","31,583045","8,058608"
26/11/2010 19.00,"2,52517","42,995889",
26/11/2010 20.00,"2,415929","23,997646","8,058608"
26/11/2010 21.00,"1,950077","7,992945",
26/11/2010 22.00,"2,215505","8,539999","7,814408"
26/11/2010 23.00,"1,950077","5,377733",
27/11/2010 0.00,"1,950077","10,805435","9,035409"
27/11/2010 1.00,"1,950077","13,081902",
27/11/2010 2.00,"3,394579","16,272717","6,837607"
27/11/2010 3.00,"3,948004","15,910609",
27/11/2010 4.00,"3,051511","16,141631","7,814408"
27/11/2010 5.00,"2,867337","10,483555",
27/11/2010 6.00,"1,951883","13,808058","13,18681"
27/11/2010 7.00,"2,049387","19,309727",
27/11/2010 8.00,"2,590173","41,224304","11,96581"
27/11/2010 9.00,"3,232073","52,308782",
27/11/2010 10.00,"3,29527","47,282766","21,24542"
27/11/2010 11.00,"3,323257","45,263271",
27/11/2010 12.00,"3,19596","35,492243","26,37361"
27/11/2010 13.00,"3,241102","30,418867",
27/11/2010 14.00,"3,437011","37,422831","23,93162"
27/11/2010 15.00,"3,25013","35,640863",
27/11/2010 16.00,"2,598297","31,037305","23,44322"
27/11/2010 17.00,"2,284119","34,9783",
27/11/2010 18.00,"3,233879","49,005687","29,05983"
27/11/2010 19.00,"3,2086","47,402167",
27/11/2010 20.00,"3,121026","53,127081","26,617821"
27/11/2010 21.00,"3,089428","50,923938",
27/11/2010 22.00,"2,441209","41,829109","27,59462"
27/11/2010 23.00,"1,950077","20,055369",
28/11/2010 0.00,"1,950077","16,907377","25,88522"
28/11/2010 1.00,,"12,800905",
28/11/2010 2.00,"2,388845",,"17,3382"
28/11/2010 3.00,"1,950077","10,074733",
28/11/2010 4.00,"1,950077","8,127275","17,826611"
28/11/2010 5.00,"1,950077","7,994242",
28/11/2010 6.00,"1,950077","7,0747","13,67521"
28/11/2010 7.00,"1,950077","4,742425",
28/11/2010 8.00,"1,950077","6,284947","12,21001"
28/11/2010 9.00,"1,950077","5,881306",
28/11/2010 10.00,"1,950077","3,706074","16,84981"
28/11/2010 11.00,"1,950077","4,29401",
28/11/2010 12.00,"1,950077","3,065574","18,55921"
28/11/2010 13.00,"1,950077","2,754085",
28/11/2010 14.00,"1,950077","4,038978","22,22221"
28/11/2010 15.00,"1,84174","11,636717",
28/11/2010 16.00,"1,971745","9,566615","38,58363"
28/11/2010 17.00,"1,950077","4,235606",
28/11/2010 18.00,"1,950077","3,565903","41,26984"
28/11/2010 19.00,"1,950077","4,547743",
28/11/2010 20.00,"1,950077","5,190839","36,874222"
28/11/2010 21.00,"2,009663","4,068182",
28/11/2010 22.00,"1,950077","4,266756","26,86202"
28/11/2010 23.00,"1,950077","3,666489",
29/11/2010 0.00,"1,950077","3,671681","46,642231"
29/11/2010 1.00,"1,950077","3,193415",
29/11/2010 2.00,"1,950077","2,737213","34,67643"
29/11/2010 3.00,"1,950077","4,435479",
29/11/2010 4.00,"1,950077","5,353722","24,17581"
29/11/2010 5.00,"1,950077","2,049997",
