,Provincia di TARANTO,,
,Massafra (TA) Via Frappietro,,
Parm,SO2,O3,BENZENE



25/09/2010 8.00,"1,701767","31,371954",
25/09/2010 9.00,"1,701767","36,650503",
25/09/2010 10.00,"1,701767","32,077964",
25/09/2010 11.00,"1,701767","26,538407",
25/09/2010 12.00,"1,701767","34,173511",
25/09/2010 13.00,"1,732495","33,38816",
25/09/2010 14.00,"1,701767","39,388522",
25/09/2010 15.00,"1,701767","39,370109",
25/09/2010 16.00,"1,701767","34,995852",
25/09/2010 17.00,"1,701767","30,173178",
25/09/2010 18.00,"1,701767","28,018259",
25/09/2010 19.00,"1,701767","29,894616",
25/09/2010 20.00,"1,701767","9,263016",
25/09/2010 21.00,"1,701767","4,767448",
25/09/2010 22.00,"1,701767","21,755077",
25/09/2010 23.00,"1,701767","19,508133",
26/09/2010 0.00,"1,701767","6,505779",
26/09/2010 1.00,"1,701767","9,993316",
26/09/2010 2.00,"1,701767","11,271552",
26/09/2010 3.00,"1,701767","17,2478",
26/09/2010 4.00,"1,701767","25,16064",
26/09/2010 5.00,"1,701767","27,123161",
26/09/2010 6.00,"1,701767","19,739019",
26/09/2010 7.00,"1,701767","17,415109",
26/09/2010 8.00,"1,701767","37,678627",
26/09/2010 9.00,"1,701767","39,443723",
26/09/2010 10.00,"1,701767","39,202807",
26/09/2010 11.00,"1,701767","42,992309",
26/09/2010 12.00,"1,701767","40,427498",
26/09/2010 13.00,"1,701767","42,159139",
26/09/2010 14.00,"1,701767","48,383",
26/09/2010 15.00,"1,701767","50,537939",
26/09/2010 16.00,"1,701767",,
26/09/2010 17.00,"6,26345",,"1,490719"
26/09/2010 18.00,"9,536989",,"1,232197"
26/09/2010 19.00,"10,158608",,"0,719426"
26/09/2010 20.00,"10,768402",,"0,978303"
26/09/2010 21.00,"10,513136",,"1,076291"
26/09/2010 22.00,"10,740038",,"0,949369"
26/09/2010 23.00,"8,99337",,"0,70651"
27/09/2010 0.00,"9,291179",,"0,927097"
27/09/2010 1.00,"9,390447",,"0,539264"
27/09/2010 2.00,,,"0,432988"
27/09/2010 3.00,"9,477901",,"0,542264"
27/09/2010 4.00,"8,740469",,"0,44748"
27/09/2010 5.00,"9,421176",,"0,86506"
27/09/2010 6.00,"12,207813",,"2,271978"
27/09/2010 7.00,"24,505447",,"4,708201"
27/09/2010 8.00,"13,18397",,"2,014575"
27/09/2010 9.00,"10,260238",,"1,343152"
27/09/2010 10.00,"9,005186",,"1,154244"
27/09/2010 11.00,"11,06858",,"1,763275"
27/09/2010 12.00,"9,024095",,"1,061443"
27/09/2010 13.00,"10,295691",,"1,242215"
27/09/2010 14.00,"7,331783",,"0,680526"
27/09/2010 15.00,"6,270542",,"0,694967"
27/09/2010 16.00,"8,166121",,"1,425529"
27/09/2010 17.00,"8,816103",,"1,472311"
27/09/2010 18.00,"10,019156",,"1,853584"
27/09/2010 19.00,"8,683742",,"2,009999"
27/09/2010 20.00,"8,362298",,"1,048985"
27/09/2010 21.00,"9,560625",,"1,919232"
27/09/2010 22.00,"6,927611",,"0,952776"
27/09/2010 23.00,"7,360147",,"0,636896"
28/09/2010 0.00,"7,884857",,"1,471345"
28/09/2010 1.00,"6,388721",,"0,594691"
28/09/2010 2.00,"5,726919",,"0,53001"
28/09/2010 3.00,"4,538047",,"0,378375"
28/09/2010 4.00,"5,672559",,"0,645287"
28/09/2010 5.00,"5,164394",,"0,425869"
28/09/2010 6.00,"7,882492",,"1,942775"
28/09/2010 7.00,"9,572444",,"1,877229"
28/09/2010 8.00,"8,073942",,"1,057375"
28/09/2010 9.00,"6,450174",,"0,836584"
28/09/2010 10.00,"4,568773",,"0,506568"
28/09/2010 11.00,"5,190391",,"0,629625"
28/09/2010 12.00,"4,996578",,"1,059714"
28/09/2010 13.00,"3,982608",,"0,515263"
28/09/2010 14.00,"4,200058",,"0,573588"
28/09/2010 15.00,"4,970579",,"1,010847"
28/09/2010 16.00,"4,611317",,"1,205043"
28/09/2010 17.00,"4,939853",,"1,167668"
28/09/2010 18.00,"5,483473",,"2,025711"
28/09/2010 19.00,"4,535683",,"1,307455"
28/09/2010 20.00,"3,561895",,"1,004745"
28/09/2010 21.00,"3,516986",,"0,835465"
28/09/2010 22.00,"3,798252",,"0,713731"
28/09/2010 23.00,"3,992063",,"0,67005"
29/09/2010 0.00,"3,975518",,"0,53001"
29/09/2010 1.00,"2,332839",,"0,583555"
29/09/2010 2.00,,,"0,486889"
29/09/2010 3.00,"4,062971",,"0,410715"
29/09/2010 4.00,"2,261932",,"0,376392"
29/09/2010 5.00,"2,29975",,"0,4038"
29/09/2010 6.00,"2,855189",,"0,540739"
29/09/2010 7.00,"3,030091",,"0,531637"
29/09/2010 8.00,"4,810669",,"0,5324"
29/09/2010 9.00,,,
29/09/2010 10.00,"8,76174","59,466961","0,490957"
29/09/2010 11.00,"8,248845","61,801968","0,611471"
29/09/2010 12.00,"9,527535","58,069524","0,680881"
29/09/2010 13.00,"8,681381","65,494537","0,608776"
29/09/2010 14.00,"7,253785","70,693985","0,393986"
29/09/2010 15.00,"7,180515","73,191007","0,43192"
29/09/2010 16.00,"7,792678","73,034897","0,376239"
29/09/2010 17.00,"7,721771","69,597733","0,405478"
29/09/2010 18.00,"7,388507","76,091118","0,454853"
29/09/2010 19.00,"7,601227","81,288868","0,533213"
29/09/2010 20.00,"7,296329","79,560503","0,608064"
29/09/2010 21.00,"7,414506","78,722242","0,469956"
29/09/2010 22.00,"7,388507","71,330329","0,525992"
29/09/2010 23.00,"7,423961","68,150258","0,463294"
30/09/2010 0.00,"5,738738","64,524724","0,45409"
30/09/2010 1.00,"4,892582","69,856522","0,315728"
30/09/2010 2.00,"2,581015","77,344317","0,306676"
30/09/2010 3.00,"2,725192","78,785027","0,303371"
30/09/2010 4.00,"2,602285","72,805811","0,33322"
30/09/2010 5.00,"2,380112","67,461288","0,400037"
30/09/2010 6.00,"2,581015","51,968154","0,586809"
30/09/2010 7.00,"4,410414","29,056817","1,215264"
30/09/2010 8.00,"2,767736","31,741388","0,935894"
30/09/2010 9.00,"4,474233","35,164988","0,713324"
30/09/2010 10.00,"4,221329","38,122754","1,164973"
30/09/2010 11.00,"2,817371","54,382064","0,57074"
30/09/2010 12.00,"2,911913","59,102952","0,649202"
30/09/2010 13.00,"2,978093","65,693897","0,736562"
30/09/2010 14.00,"3,063181","63,649936","0,854839"
30/09/2010 15.00,"3,226268","59,337125","1,171177"
30/09/2010 16.00,"3,287721","64,10302","1,068155"
30/09/2010 17.00,"2,923733","67,050635","0,981252"
30/09/2010 18.00,"3,356265","52,369488","1,496109"
30/09/2010 19.00,"3,590256","47,845426","1,402138"
30/09/2010 20.00,"3,961338","45,017454","1,440479"
30/09/2010 21.00,"3,928248","52,562943","1,235604"
30/09/2010 22.00,"2,023212","62,191392","0,98471"
30/09/2010 23.00,"3,082091","67,882991","0,761631"
01/10/2010 0.00,"7,925036","69,308396","0,615285"
01/10/2010 1.00,"9,5299","69,541752","0,497313"
01/10/2010 2.00,,"67,455359","0,485058"
01/10/2010 3.00,"9,333723","66,479587","0,477787"
01/10/2010 4.00,"9,993156",,"0,549587"
01/10/2010 5.00,"10,04752","46,69475","0,656779"
01/10/2010 6.00,"11,364018","41,411052","0,722934"
01/10/2010 7.00,"10,562776","33,502875","0,807651"
01/10/2010 8.00,"10,045156","33,037918","1,124344"
01/10/2010 9.00,"11,028399","43,053538","0,91647"
01/10/2010 10.00,"12,037639","39,579145","0,983439"
01/10/2010 11.00,"11,50111","47,820172","1,032814"
01/10/2010 12.00,"10,598228","60,823482","0,75619"
01/10/2010 13.00,"11,269479","56,120288","1,267436"
01/10/2010 14.00,"10,425683","67,98691","0,85367"
01/10/2010 15.00,"10,402049","67,844384","0,881485"
01/10/2010 16.00,"10,744767","58,702177","0,864297"
01/10/2010 17.00,"10,456417","53,855563","1,333287"
01/10/2010 18.00,"11,508199","46,067343","1,62364"
01/10/2010 19.00,"12,486716","39,576531","1,484261"
01/10/2010 20.00,"12,066003","37,167568","1,560383"
01/10/2010 21.00,"11,832011","38,194774","1,347016"
01/10/2010 22.00,"10,290962","49,542593","0,962235"
01/10/2010 23.00,"9,997885","45,647596","0,785785"
02/10/2010 0.00,"8,747558","34,177244","0,983286"
02/10/2010 1.00,"8,530109","29,975474","1,030526"
02/10/2010 2.00,"7,910856","39,98758","1,024119"
02/10/2010 3.00,"7,910856","43,527129","0,853975"
02/10/2010 4.00,"7,211241","37,06331","0,805769"
02/10/2010 5.00,"8,908282","45,109664","1,029357"
02/10/2010 6.00,"9,600807","28,866593","1,547111"
02/10/2010 7.00,"8,842102","35,114935","0,819956"
02/10/2010 8.00,"10,413866","22,445325","1,15938"
02/10/2010 9.00,"9,896252","24,530999","1,734849"
02/10/2010 10.00,"10,439871","30,632467","1,575333"
02/10/2010 11.00,"14,514654","33,469857","1,410681"
02/10/2010 12.00,"18,615442","42,563384","1,469158"
02/10/2010 13.00,"16,303872","46,506204","2,073256"
02/10/2010 14.00,"12,328358","66,878025","1,162278"
02/10/2010 15.00,"9,603169","62,548517","1,049239"
02/10/2010 16.00,"8,385932","61,088515","0,961675"
02/10/2010 17.00,"8,508839","54,808916","1,189534"
02/10/2010 18.00,"9,683532","40,396874","1,670168"
02/10/2010 19.00,"8,75465","26,212585","1,673473"
02/10/2010 20.00,"9,399903","30,674183","1,773801"
02/10/2010 21.00,"9,236816","47,148393","1,945979"
02/10/2010 22.00,"8,258299","47,223146","1,234333"
02/10/2010 23.00,"7,317601","51,272837","1,468955"
03/10/2010 0.00,"6,554168","50,540234","0,95776"
03/10/2010 1.00,"6,7078","44,017283","0,946776"
03/10/2010 2.00,,"50,176106","0,674474"
03/10/2010 3.00,"6,989065","53,44192","0,621845"
03/10/2010 4.00,"6,868523",,"0,601657"
03/10/2010 5.00,"6,518716","62,324218","0,710781"
03/10/2010 6.00,"6,452535","53,329462","0,796158"
03/10/2010 7.00,"7,977035","27,987117","1,261131"
03/10/2010 8.00,"7,466506","38,384937","1,676067"
03/10/2010 9.00,"6,903976","51,187929","1,610521"
03/10/2010 10.00,"6,828342","53,687565","1,363746"
03/10/2010 11.00,"8,818464","57,616896","1,119463"
03/10/2010 12.00,"19,608136","45,551516","1,939572"
03/10/2010 13.00,"26,599573","52,138488","1,73551"
03/10/2010 14.00,"31,745055","56,994357","1,091546"
03/10/2010 15.00,"23,500938","62,733813","0,933606"
03/10/2010 16.00,"10,839308","68,814136","0,703205"
03/10/2010 17.00,"7,539777","76,257221","0,847466"
03/10/2010 18.00,"6,830707","65,493616","1,301607"
03/10/2010 19.00,"5,778918","50,793798","1,312744"
03/10/2010 20.00,"6,235089","35,982298","2,237756"
03/10/2010 21.00,"6,736164","33,254276","1,652523"
03/10/2010 22.00,"6,095637","46,737364","1,518737"
03/10/2010 23.00,"6,473809","48,109546","1,178805"
04/10/2010 0.00,"8,300845","47,064524","1,295811"
04/10/2010 1.00,"8,624653","49,716138","1,275521"
04/10/2010 2.00,"7,887221","56,364914","1,161567"
04/10/2010 3.00,"7,972309","60,620568","0,950844"
04/10/2010 4.00,"7,414506","60,442814","0,490601"
04/10/2010 5.00,"7,336511","51,350223","0,608268"
04/10/2010 6.00,"10,73059","30,674801","1,468192"
04/10/2010 7.00,"11,60038","13,894383","2,142005"
04/10/2010 8.00,"11,697819","20,961326","2,200076"
04/10/2010 9.00,"10,510776","36,616908","2,515956"
04/10/2010 10.00,"8,787739","43,30778","1,121548"
04/10/2010 11.00,"8,816103","42,886157","1,268453"
04/10/2010 12.00,"8,738104","45,147069","1,400409"
04/10/2010 13.00,"9,220272","44,20509","1,249791"
04/10/2010 14.00,"7,215969","53,098481","0,65205"
04/10/2010 15.00,"6,62035","51,914368","0,899892"
04/10/2010 16.00,"7,679226","50,831564","1,086817"
04/10/2010 17.00,"8,955552","47,05078","1,175499"
04/10/2010 18.00,"9,584263","43,414252","1,659032"
04/10/2010 19.00,"8,182667","38,933623","1,755545"
04/10/2010 20.00,"9,912797","34,917569","1,802327"
04/10/2010 21.00,"8,248845","42,909338","1,321032"
04/10/2010 22.00,"7,9794","40,711964","1,000169"
04/10/2010 23.00,"8,097578","38,525744","0,829058"
05/10/2010 0.00,"8,466295","39,718475","0,656626"
05/10/2010 1.00,"8,073942","43,087929","0,346848"
05/10/2010 2.00,,"41,032264","0,350306"
05/10/2010 3.00,"11,319119","43,853033","0,382239"
05/10/2010 4.00,"8,910646",,"0,477075"
05/10/2010 5.00,"8,546655","40,830309","0,472549"
05/10/2010 6.00,"10,458777","27,421195","1,061189"
05/10/2010 7.00,"12,94761","22,226614","1,865025"
05/10/2010 8.00,"13,826857","22,886022","2,331523"
05/10/2010 9.00,"12,725436","23,065871","2,186245"
05/10/2010 10.00,,,
05/10/2010 11.00,,,"2,240858"
05/10/2010 12.00,"12,094367","31,312563","1,579655"
05/10/2010 13.00,"10,836948","33,930263","1,154803"
05/10/2010 14.00,"8,69556","32,45504","0,713171"
05/10/2010 15.00,"8,284299","29,858187","0,856466"
05/10/2010 16.00,"8,232301","32,401174","1,152261"
05/10/2010 17.00,"14,741557","35,298633","1,364458"
05/10/2010 18.00,"16,034429","24,683437","2,634793"
05/10/2010 19.00,"15,178816","16,873699","2,310065"
05/10/2010 20.00,"14,032484","20,578344","1,822006"
05/10/2010 21.00,"12,3709","22,040023","1,576299"
05/10/2010 22.00,"11,8391","27,401205","1,07624"
05/10/2010 23.00,"11,534203","37,040586","0,651541"
06/10/2010 0.00,"7,738315","32,552315","0,606946"
06/10/2010 1.00,"7,629592","35,601832","0,90274"
06/10/2010 2.00,"5,578017","36,540161","0,657185"
06/10/2010 3.00,"5,199845","37,447167","0,861094"
06/10/2010 4.00,"5,790738","30,452439","0,921961"
06/10/2010 5.00,"6,986703","26,872112","0,86623"
06/10/2010 6.00,"7,442871","15,45168","1,375391"
06/10/2010 7.00,"7,114336","19,36825","1,084224"
06/10/2010 8.00,"7,440506","20,634086","1,52433"
06/10/2010 9.00,"8,508839","20,129311","1,258893"
06/10/2010 10.00,"8,811374","27,127532","1,509584"
06/10/2010 11.00,"8,948461","31,778235","1,150888"
06/10/2010 12.00,"6,528168","32,494979","0,956692"
06/10/2010 13.00,"5,615835","38,997142","0,873552"
06/10/2010 14.00,"5,838007","50,7286","0,423784"
06/10/2010 15.00,"4,826402","49,268142","0,535857"
06/10/2010 16.00,"5,651286","35,719997","0,743478"
06/10/2010 17.00,"6,180724","36,096194","0,958522"
06/10/2010 18.00,"7,206514","23,73224","1,720916"
06/10/2010 19.00,"7,809223","13,220592","1,715323"
06/10/2010 20.00,"7,679226","14,705379","1,51533"
06/10/2010 21.00,"6,868523","9,814879","1,589215"
06/10/2010 22.00,"7,643771","21,983345","1,02356"
06/10/2010 23.00,"5,384205","26,846037","0,786294"
07/10/2010 0.00,"6,391085","28,106677","0,565859"
07/10/2010 1.00,"4,341871","24,627119","0,488872"
07/10/2010 2.00,,"23,817388","0,480177"
07/10/2010 3.00,"7,336511","24,568904","0,462277"
07/10/2010 4.00,"6,677076",,"0,411885"
07/10/2010 5.00,"5,093486","26,617151","0,463396"
07/10/2010 6.00,"6,750344","37,265383","0,41819"
07/10/2010 7.00,"5,152574","32,398221","0,490245"
07/10/2010 8.00,"6,492718","34,299595","0,601657"
07/10/2010 9.00,"5,913641","39,029421","0,517297"
07/10/2010 10.00,"5,261298","38,743079","0,541654"
07/10/2010 11.00,"4,722405","39,895091","0,526603"
07/10/2010 12.00,"6,10982","42,415337","0,602115"
07/10/2010 13.00,"4,424596","40,245235","0,931114"
07/10/2010 14.00,"5,580381","46,792306","0,594131"
07/10/2010 15.00,"4,403324","41,623121","0,59342"
07/10/2010 16.00,"5,880552","48,874848","0,556045"
07/10/2010 17.00,"5,537837","50,334131","0,60603"
07/10/2010 18.00,"5,608742","46,476257","1,055646"
07/10/2010 19.00,"5,625286","47,395436","0,813549"
07/10/2010 20.00,"4,630226","44,391106","0,809379"
07/10/2010 21.00,"4,606591","45,719076","0,761377"
07/10/2010 22.00,"4,580591","46,686371","0,680729"
07/10/2010 23.00,"4,9044","38,604765","0,740579"
08/10/2010 0.00,"9,156456","39,747143","0,749885"
08/10/2010 1.00,"8,735741","41,390265","0,669186"
08/10/2010 2.00,"8,72156","42,610526","0,642642"
08/10/2010 3.00,"7,594138","40,133196","0,625404"
08/10/2010 4.00,"7,884857","43,2277","0,605166"
08/10/2010 5.00,"7,405054","37,419477","0,627896"
08/10/2010 6.00,"7,431051","29,343996","0,734121"
08/10/2010 7.00,"9,300634","16,062562","0,912707"
08/10/2010 8.00,"9,600807","17,057882","1,26708"
08/10/2010 9.00,"7,728861","23,790514","0,99727"
08/10/2010 10.00,"9,109184","25,182387","0,781819"
08/10/2010 11.00,"9,052459","30,19662","0,728579"
08/10/2010 12.00,"8,166121","35,580287","0,774293"
08/10/2010 13.00,"8,723921","36,765556","0,815736"
08/10/2010 14.00,"8,660107","42,012667","1,056002"
08/10/2010 15.00,"8,690832","44,454127","0,649761"
08/10/2010 16.00,"7,438144","46,955118","0,621794"
08/10/2010 17.00,"7,074153","48,060726","0,637252"
08/10/2010 18.00,"7,549232","48,847694","0,717646"
08/10/2010 19.00,"7,934491","46,669754","0,694052"
08/10/2010 20.00,"7,610682","46,809803","0,717849"
08/10/2010 21.00,"8,674287","45,472216","0,721053"
08/10/2010 22.00,"7,92031","48,121993","0,770683"
08/10/2010 23.00,"7,532685","41,931229","0,711036"
09/10/2010 0.00,"7,329418","37,428236","0,701476"
09/10/2010 1.00,"7,646136","42,448613","0,650371"
09/10/2010 2.00,,"46,407989","0,525433"
09/10/2010 3.00,"7,542139","48,037964","0,521823"
09/10/2010 4.00,"8,144851",,"0,519992"
09/10/2010 5.00,"8,329208","48,71782","0,551519"
09/10/2010 6.00,"8,369387","44,608978","0,603132"
09/10/2010 7.00,"8,390662","39,833528","0,796362"
09/10/2010 8.00,"8,823194","33,953284","0,947183"
09/10/2010 9.00,"8,296118","41,130954","0,803989"
09/10/2010 10.00,"8,014854","47,410139","0,809125"
09/10/2010 11.00,"7,650865","50,581249","0,677983"
09/10/2010 12.00,"7,390871","50,608563","0,729748"
09/10/2010 13.00,"8,397752","50,581249","0,703357"
09/10/2010 14.00,"8,263029","56,458103","0,615031"
09/10/2010 15.00,"8,773559","56,182731","0,622099"
09/10/2010 16.00,"6,960704","56,129904","0,697459"
09/10/2010 17.00,"7,501959","57,551801","0,670762"
09/10/2010 18.00,"7,16397","53,500074","0,782531"
09/10/2010 19.00,"7,70759","47,322339","0,99066"
09/10/2010 20.00,"7,445234","49,633346","0,914588"
09/10/2010 21.00,"8,050307","52,202647","0,836482"
09/10/2010 22.00,"7,596503","56,75817","0,779581"
09/10/2010 23.00,"8,097578","45,162191","0,898062"
10/10/2010 0.00,"10,784949","40,847945","0,835669"
10/10/2010 1.00,"10,39732","42,966275","0,736766"
10/10/2010 2.00,"9,997885","47,7443","0,647371"
10/10/2010 3.00,"10,423324","46,469016","0,557469"
10/10/2010 4.00,"10,647868","47,343644","0,565096"
10/10/2010 5.00,"9,742621","44,662684","0,593369"
10/10/2010 6.00,"11,127668","48,122792","0,67722"
10/10/2010 7.00,"11,588562","39,101263","0,927301"
10/10/2010 8.00,"12,344905","39,345071","1,52189"
10/10/2010 9.00,"12,990151","34,376962","1,269674"
10/10/2010 10.00,"11,158392","38,082576","1,018983"
10/10/2010 11.00,"11,756377","43,206692","0,99127"
10/10/2010 12.00,"12,073091","51,753372","0,869891"
10/10/2010 13.00,"11,661837","51,247879","0,929029"
10/10/2010 14.00,"11,616926","58,598616","0,674322"
10/10/2010 15.00,"10,664404","61,254839","0,786802"
10/10/2010 16.00,"10,475323","62,355383","0,57669"
10/10/2010 17.00,"9,903343","61,306871","0,69034"
10/10/2010 18.00,"9,255725","53,171019","1,001186"
10/10/2010 19.00,"10,657315","47,358149","1,050459"
10/10/2010 20.00,"9,993156","47,366646","1,201179"
10/10/2010 21.00,"10,314597","52,57687","1,101614"
10/10/2010 22.00,"10,066429","54,915985","0,9512"
10/10/2010 23.00,"10,515505","57,921773","0,780395"
11/10/2010 0.00,"10,300419","63,107256","0,666084"
11/10/2010 1.00,"7,88013","64,373126","0,498127"
11/10/2010 2.00,,"63,621268","0,446005"
11/10/2010 3.00,"9,310088","67,118922","0,439446"
11/10/2010 4.00,"8,709741",,"0,439242"
11/10/2010 5.00,"9,572444","60,599442","0,499042"
11/10/2010 6.00,"10,706955","50,568521","0,845229"
11/10/2010 7.00,"10,068793","37,773429","0,857382"
11/10/2010 8.00,"10,503687","41,373507","1,128412"
11/10/2010 9.00,"10,581682","45,657052","0,899384"
11/10/2010 10.00,"10,766043","45,906206","0,918453"
11/10/2010 11.00,"10,264967","43,051042","0,865772"
11/10/2010 12.00,"10,553317","39,092423","0,882197"
11/10/2010 13.00,"10,116063","40,432445","0,762089"
11/10/2010 14.00,"8,95319","40,846389","0,593318"
11/10/2010 15.00,"8,551384","40,541033","0,664457"
11/10/2010 16.00,"9,725081","49,359633","0,636744"
11/10/2010 17.00,"10,461136","57,493426","0,602369"
11/10/2010 18.00,"9,787529","56,899197","0,484194"
11/10/2010 19.00,"8,612837","53,588673","0,545163"
11/10/2010 20.00,"8,69556","52,624868","0,515924"
11/10/2010 21.00,"9,206091","48,21087","0,536112"
11/10/2010 22.00,"8,969735","48,155311","0,545417"
11/10/2010 23.00,"8,322117","50,248663","0,560469"
12/10/2010 0.00,"9,189546","50,422068","0,582894"
12/10/2010 1.00,"8,868099","49,819399","0,545366"
12/10/2010 2.00,"8,293754","48,509682","0,519636"
12/10/2010 3.00,"10,160972","48,268107","0,50672"
12/10/2010 4.00,"9,737892","48,06777","0,464464"
12/10/2010 5.00,"9,844253","47,10568","0,45109"
12/10/2010 6.00,"11,297842","28,518605","0,690645"
12/10/2010 7.00,"19,404867","6,617672","2,42702"
12/10/2010 8.00,"27,66553","1,722178","5,145206"
12/10/2010 9.00,"15,800437","16,694012","2,20572"
12/10/2010 10.00,"11,943098","32,946088","1,384849"
12/10/2010 11.00,"11,964364","25,165169","1,541213"
12/10/2010 12.00,"10,988216","35,038645","0,92308"
12/10/2010 13.00,"9,85607","38,514153","0,946115"
12/10/2010 14.00,"9,501535","43,944962","0,709002"
12/10/2010 15.00,"9,716621","39,061263","1,084173"
12/10/2010 16.00,"9,898617","43,491299","0,67244"
12/10/2010 17.00,"9,756802","40,093238","0,678644"
12/10/2010 18.00,"9,591354","38,278465","1,058697"
12/10/2010 19.00,"9,688257","37,612653","0,893892"
12/10/2010 20.00,"10,05461","39,488034","0,682509"
12/10/2010 21.00,"10,378414","38,259112","1,061799"
12/10/2010 22.00,"9,778074","41,724487","0,791175"
12/10/2010 23.00,"9,61026","40,643696","0,799769"
13/10/2010 0.00,"9,645714","38,985513","0,703001"
13/10/2010 1.00,"9,721346","40,732954","0,735088"
13/10/2010 2.00,,"42,353271","0,591487"
13/10/2010 3.00,"9,158818","42,683224","0,544654"
13/10/2010 4.00,"9,187181",,"0,450734"
