,Bari,,,,,
,Caldarola,,,,,
Parm,SO2,NO2,CO,O3,BENZENE,PM10



30/11/2010 8.00,"3,72772502","51,54237672","0,97836933","1,26062255",,33
30/11/2010 9.00,"4,9522398","62,75340784","1,55628273","1,48292939",,33
30/11/2010 10.00,"5,22856786","58,39643784","1,6009931","1,50005447",,33
30/11/2010 11.00,"4,40319506","40,95693288","0,89929612","25,06132965",,33
30/11/2010 12.00,"4,81317217","57,74750504","1,0763202","14,56782915",,33
30/11/2010 13.00,"4,75899048","41,90958688","0,79581616","24,6794667",,33
30/11/2010 14.00,"3,90471963","42,56240104","0,85679809","23,3346372",,33
30/11/2010 15.00,"4,18827245","61,64892192","0,8598399","9,51270863",,33
30/11/2010 16.00,"3,87221021","47,3242944","0,75880761","21,9128805","0,961065",33
30/11/2010 17.00,,"53,40223648","0,84226355","20,8935951","1,2431808",33
30/11/2010 18.00,"2,89151508","58,71702288","1,03599489","16,17778218","0,850212",33
30/11/2010 19.00,"3,34845114","71,61527928","1,15069264","3,96181863","2,254689",33
30/11/2010 20.00,"4,18646728","82,08261888","1,48601925","0,87406935","3,1999905",33
30/11/2010 21.00,"5,03351234","91,40004344","1,9754206","1,0718337","3,879855",33
30/11/2010 22.00,"5,48864222","94,9069","2,14754702","1,1345186","5,861988",33
30/11/2010 23.00,"4,13770315","73,57245984","1,21293859","0,50047568","4,296825",33
01/12/2010 0.00,"3,92639292","62,63660376","1,1502977","0,51416736","2,8175985",33
01/12/2010 1.00,"3,12088621","47,9459812","0,85529873","4,42305465","2,103156","88,40000153"
01/12/2010 2.00,"2,45083474","28,56745968","0,77918812","11,19957489","1,1354805","88,40000153"
01/12/2010 3.00,"2,8535881","12,88657217","0,63474909","24,4239471","0,95440365","88,40000153"
01/12/2010 4.00,"2,68923581","18,45184013","0,82472797","17,69706446","1,00057545","88,40000153"
01/12/2010 5.00,"2,21062748","9,79114742","0,66101401","31,21678245","0,6361335","88,40000153"
01/12/2010 6.00,"2,53571966","14,1714572","0,65149596","26,91304875","0,631557","88,40000153"
01/12/2010 7.00,"2,29912478","29,36304288","0,80020006","17,22589533","0,47417625","88,40000153"
01/12/2010 8.00,"2,60976845","35,00749632","0,8006346","13,79444945","0,9175374","88,40000153"
01/12/2010 9.00,"2,57545385","45,70066224","0,92180975","8,88493799","1,7527995","88,40000153"
01/12/2010 10.00,"2,95653392","49,71498272","1,06008709","9,96189884","1,6419465","88,40000153"
01/12/2010 11.00,,"25,29983256","0,76270803","24,27446175","0,9717435","88,40000153"
01/12/2010 12.00,"2,63685929","36,59868184","0,84728004","19,97048865","1,5138045","88,40000153"
01/12/2010 13.00,"2,47070183","34,19891152","0,78965564","20,28781335","0,6066405","88,40000153"
01/12/2010 14.00,"2,62421697","40,13148424","0,98863764","16,94704022","1,571265","88,40000153"
01/12/2010 15.00,"2,88067894","37,66423944","0,84731965","18,65451882","1,673982","88,40000153"
01/12/2010 16.00,"2,53571966","46,53391184","0,85873432","10,65010401","1,213281","88,40000153"
01/12/2010 17.00,"2,60976845","40,6169028","0,82018563","24,18767925","1,530585","88,40000153"
01/12/2010 18.00,"2,7434175","48,0225568","0,86627886","19,45262655","1,597707","88,40000153"
01/12/2010 19.00,"2,90957598","53,73578488","0,81003499","19,75895681","1,551942","88,40000153"
01/12/2010 20.00,"2,36594982","37,16973888","0,73029074","35,5548501","0,887841","88,40000153"
01/12/2010 21.00,"2,20520992","39,72656088","0,70126127","39,2431662","0,859365","88,40000153"
01/12/2010 22.00,"2,35330749","34,14960104","0,68506777","40,0124382","1,1110725","88,40000153"
01/12/2010 23.00,"2,30996092","18,9800741","0,58782755","54,63245655","0,77673375","88,40000153"
02/12/2010 0.00,"2,14560965","16,50633233","0,54224925","58,8537768","0,621387","88,40000153"
02/12/2010 1.00,"2,09503932","20,27014448","0,53304575","55,17780975","0,53824725","23,20000076"
02/12/2010 2.00,,,,,,"23,20000076"
02/12/2010 3.00,,,,,,"23,20000076"
02/12/2010 4.00,,,,,,"23,20000076"
02/12/2010 5.00,,,,,,"23,20000076"
02/12/2010 6.00,,,,,,"23,20000076"
02/12/2010 7.00,,,,,,"23,20000076"
02/12/2010 8.00,,,,,,"23,20000076"
02/12/2010 9.00,,,,,,"23,20000076"
02/12/2010 10.00,,,,,,"23,20000076"
02/12/2010 11.00,,,,,,"23,20000076"
02/12/2010 12.00,,,,,,"23,20000076"
02/12/2010 13.00,,,,,,"23,20000076"
02/12/2010 14.00,,,,,,"23,20000076"
02/12/2010 15.00,,,,,,"23,20000076"
02/12/2010 16.00,,,,,,"23,20000076"
02/12/2010 17.00,,,,,,"23,20000076"
02/12/2010 18.00,,,,,,"23,20000076"
02/12/2010 19.00,,,,,"0,5093136","23,20000076"
02/12/2010 20.00,"3,02516515","58,06937112","0,98227907","13,3205352","1,0714095","23,20000076"
02/12/2010 21.00,"3,77107058","73,24539312","1,06048319","9,86711639","2,226213","23,20000076"
02/12/2010 22.00,"3,77287677","59,52040704","0,93752909","12,50182511","2,3446935","23,20000076"
02/12/2010 23.00,"3,22383203","46,54817536","0,82235836","22,26589575","1,185822","23,20000076"
03/12/2010 0.00,"3,26176003","28,7621204","0,71014905","36,16613805","1,234638","23,20000076"
03/12/2010 1.00,"2,8535881","26,6777536","0,74261527","36,28152885","0,3516786","32,20000076"
03/12/2010 2.00,"2,84636333","17,67700978","0,61930585","40,38057555","1,1700585","32,20000076"
03/12/2010 3.00,"2,65311502","18,76982294","0,84289614","37,8557634","1,12058145","32,20000076"
03/12/2010 4.00,"2,79218164","17,01769099","0,82883576","38,44506645","1,1476845","32,20000076"
03/12/2010 5.00,"3,07212207","7,41474365","0,56902678","50,67764835","1,1906019","32,20000076"
03/12/2010 6.00,"2,4399986","7,98321184","0,54872549","50,26556115","0,5240601","32,20000076"
03/12/2010 7.00,"2,66756252","34,98543184","0,63735519","22,5461334","0,78537825","32,20000076"
03/12/2010 8.00,"3,70605275","69,78916632","1,01028218","2,48223287","1,3661361","32,20000076"
03/12/2010 9.00,"4,15756922","74,73017584","1,29611959","3,16632435","3,08151","32,20000076"
03/12/2010 10.00,"4,05101102","73,25059376","1,33581347","7,43845725","3,292029","32,20000076"
03/12/2010 11.00,"3,76745921","54,45351144","0,88626327","26,01466035","2,5308045","32,20000076"
03/12/2010 12.00,"3,72050127","55,10894504","0,97023297","25,6053063","1,848906","32,20000076"
03/12/2010 13.00,"3,87221021","52,09917024","0,83475978","32,68386555","1,8524655","32,20000076"
03/12/2010 14.00,"3,62116681","39,30735488","0,94013753","41,5481892","2,517075","32,20000076"
03/12/2010 15.00,"3,04141884","16,03391154","0,60410027","59,9485929","0,3880872","32,20000076"
03/12/2010 16.00,"3,60852449","46,75841888","0,70647464","40,5756267","0,83002455","32,20000076"
03/12/2010 17.00,"3,27259616","57,20759448","0,82784784","30,5217045","1,3449825","32,20000076"
03/12/2010 18.00,"3,52905814","73,0195668","0,98417569","15,79177761","1,9175535","32,20000076"
03/12/2010 19.00,"3,76565302","69,97476416","0,97394583","14,29859193","2,2653675","32,20000076"
03/12/2010 20.00,"3,9823808","74,6302356","1,02829308","9,27094056","1,788903","32,20000076"
03/12/2010 21.00,"4,5747711","89,44544408","1,36448761","1,78875491","2,448936","32,20000076"
03/12/2010 22.00,"4,47182528","88,81855664","1,36267021","1,47532844","3,784257","32,20000076"
03/12/2010 23.00,"4,11241748","74,53809632","1,10930019","1,60994904","3,154734","32,20000076"
04/12/2010 0.00,"4,11422367","76,55108816","1,11249928","1,76879094","2,325879","32,20000076"
04/12/2010 1.00,"3,68257327","61,54638136","0,96952116","1,28905728","2,954385","23,89999962"
04/12/2010 2.00,"3,5724037",,"0,90921027","9,2311044","2,402154","23,89999962"
04/12/2010 3.00,"3,84873175","37,70706824",,"35,95458825","1,293624","23,89999962"
04/12/2010 4.00,"3,08476542","19,25261632","0,61030156","46,60058655","0,8130915","23,89999962"
04/12/2010 5.00,"3,15158944","20,817856","0,61476351",,"0,760716","23,89999962"
04/12/2010 6.00,"3,22021965","20,37658552","0,62878545","43,25736555","0,8117694","23,89999962"
04/12/2010 7.00,"3,20035357","30,84002464","0,68412062","35,729652","0,97632","23,89999962"
04/12/2010 8.00,"3,660901","43,5436012","0,71626996","18,44940689","1,03149225","23,89999962"
04/12/2010 9.00,"3,57420887","45,15165056","0,82176537","25,5983238","1,6012665","23,89999962"
04/12/2010 10.00,"3,89749588","33,60969048","0,79384149","38,10898875","1,5931305","23,89999962"
04/12/2010 11.00,"3,79455006","28,93215456","0,80020006","49,47234915","1,539738","23,89999962"
04/12/2010 12.00,"3,67173714","23,62645016","0,74273294","55,1526528","1,4365125","23,89999962"
04/12/2010 13.00,"3,8740164","26,93862688","0,74751177","51,5467302","1,1080215","23,89999962"
04/12/2010 14.00,"3,76926439","28,73747472","0,78080747","52,49026545","1,320066","23,89999962"
04/12/2010 15.00,"3,97696223","24,70238992","0,70197308","55,0870173","1,255995","23,89999962"
04/12/2010 16.00,"3,56337274","26,17677136","0,675234","54,940704","0,92633445","23,89999962"
04/12/2010 17.00,"3,6428401","35,6447468","0,71844269","44,10791385","1,0511712","23,89999962"
04/12/2010 18.00,"3,9300053","31,40590016","0,74281216","46,7142417","1,211247","23,89999962"
04/12/2010 19.00,"3,8216409","52,21209296","0,84135601","23,76597615","1,2961665","23,89999962"
04/12/2010 20.00,"4,08893901","45,51246408","0,86880574","30,19426515","1,815345","23,89999962"
04/12/2010 21.00,"3,72230746","37,49162408","0,78538825","38,3154513","1,297692","23,89999962"
04/12/2010 22.00,"3,52905814","34,4844496","0,77385591","40,2476487","1,2270105","23,89999962"
04/12/2010 23.00,"3,43514226","23,07615744","0,69553529","46,5802176","0,9932022","23,89999962"
05/12/2010 0.00,"3,39540908","21,74972656","0,68328998","45,2948391","0,9599463","23,89999962"
05/12/2010 1.00,"3,61936164","21,3746304","0,68344842","39,38068155","0,9070623","27,70000076"
05/12/2010 2.00,"3,91013821","19,67702296","0,68431751","36,3613887","0,90741825","27,70000076"
05/12/2010 3.00,"3,85234413","16,09879718","0,6660305","43,30795875","0,93355515","27,70000076"
05/12/2010 4.00,"3,5724037","15,97679819","0,6666631","36,97810305","0,92602935","27,70000076"
05/12/2010 5.00,"3,33942018","14,23245956","0,66366089","36,9247767","0,93355515","27,70000076"
05/12/2010 6.00,"3,72050127","15,65882494","0,67120543","35,63802165","0,98938845","27,70000076"
05/12/2010 7.00,"3,60852449","15,50048075","0,679894","37,0341825","0,98104905","27,70000076"
05/12/2010 8.00,"3,93361667","16,11826898","0,70994984","38,9800257","1,0595106","27,70000076"
05/12/2010 9.00,"3,70244037","17,91841698","0,75146228","40,57855935","1,2493845","27,70000076"
05/12/2010 10.00,"3,81260994","19,73283424","0,79577655","42,95651955","1,4334615","27,70000076"
05/12/2010 11.00,"3,99682932","22,2779548","0,81647278","43,51855095","1,673982","27,70000076"
05/12/2010 12.00,"4,14673309","26,74654736","0,89124015","40,80144075","1,894671","27,70000076"
05/12/2010 13.00,"4,14312071","29,82249648","0,8556925","42,36580005","1,877382","27,70000076"
05/12/2010 14.00,"4,2532913","35,23592296","0,87054392","43,0043796","1,745172","27,70000076"
05/12/2010 15.00,"4,04198107","21,1423224","0,76540384","51,8530425","1,6907625","27,70000076"
05/12/2010 16.00,"3,94987138","18,9424383","0,73044918","50,23946655","1,3765095","27,70000076"
05/12/2010 17.00,"4,03475732","33,7615224","0,83325926","22,75818195","1,2331125","27,70000076"
05/12/2010 18.00,"4,24245415","69,47638224","1,10803616","2,81007521","2,134683","27,70000076"
05/12/2010 19.00,"4,97391207","82,90286688","1,29844959","3,00561713","2,8125135","27,70000076"
05/12/2010 20.00,"4,92876134","78,17342016","1,45465861","3,66882296","4,1742765","27,70000076"
05/12/2010 21.00,"5,03712473","71,15712584","1,41504279","3,8329157","4,032405","27,70000076"
05/12/2010 22.00,"4,58741343","40,81158264","0,94787779","19,93716816","2,8287855","27,70000076"
05/12/2010 23.00,"4,10699992","32,53635104","0,89858664","24,59872905","2,073663","27,70000076"
06/12/2010 0.00,"4,09796896","35,79399752","0,82437148","25,62431865","1,8341595","27,70000076"
06/12/2010 1.00,"3,8758226","30,76863056","0,77820136","32,1387717","1,36278","28,89999962"
06/12/2010 2.00,"4,05642959",,"0,80462356","29,16185265","1,284471","28,89999962"
06/12/2010 3.00,"3,75300968","24,96196304",,"43,39410285","1,2920985","28,89999962"
06/12/2010 4.00,"3,39540908","15,00339326","0,69312491","44,7875106","0,9213003","28,89999962"
06/12/2010 5.00,"3,81802852","12,01570014","0,64256857",,"0,8636364","28,89999962"
06/12/2010 6.00,"3,61574925","13,12018798","0,65319453","49,31450475","0,78059835","28,89999962"
06/12/2010 7.00,"3,93361667","26,02101984","0,70769906","36,02572995","0,99630405","28,89999962"
06/12/2010 8.00,"3,95348377","61,177786","0,96723077","9,12121581","0,513585","28,89999962"
06/12/2010 9.00,"4,82762069","79,2285956","1,24892078","9,27516797","2,363508","28,89999962"
06/12/2010 10.00,"4,24245415","54,55993336","1,01814243","25,6906125","1,4812605","28,89999962"
06/12/2010 11.00,"4,2153633","35,03216112","0,82934836","44,69053365","0,942759","28,89999962"
06/12/2010 12.00,"4,47182528","30,56486872","0,81011421","45,6060591","1,30176","28,89999962"
06/12/2010 13.00,"4,58560724","33,73037592","0,78621889","43,9139799","1,4141385","28,89999962"
06/12/2010 14.00,"4,06546055","48,09783224","0,96260921","32,73146625","1,666863","28,89999962"
06/12/2010 15.00,"4,00947165","39,16716704","0,78384928","37,19192715","1,6673715","28,89999962"
06/12/2010 16.00,"4,3237277","38,8686656","0,82587316","40,54069425","0,536976","28,89999962"
06/12/2010 17.00,"4,27496459","68,05131128","1,01182231","13,06670337","1,577367","28,89999962"
06/12/2010 18.00,"4,20272097","76,20195696","1,17806315","6,57490554","2,2012965","28,89999962"
06/12/2010 19.00,"4,13589695","48,6014148","0,86639652","31,3104876","1,885518","28,89999962"
06/12/2010 20.00,"4,25690368","44,05236528","0,83369264","35,61292455","1,476684","28,89999962"
06/12/2010 21.00,"4,0925514","40,90372192","0,81860589","38,47259745","1,5056685","28,89999962"
06/12/2010 22.00,"4,00766546","42,30412808","0,85363977","32,45080965","1,4527845","28,89999962"
06/12/2010 23.00,"3,73856217","53,95901088","0,87504665","16,98902699","1,1070045","28,89999962"
07/12/2010 0.00,"4,13047838","61,1440392","0,88811911","6,51223661","1,430919","28,89999962"
07/12/2010 1.00,"4,14131451","65,7151532","0,91292313","2,07628628","1,6938135","32,70000076"
07/12/2010 2.00,"3,60130073","39,12045688","0,73645242","20,82279255","1,367865","32,70000076"
07/12/2010 3.00,"3,5525366","20,41161336","0,69079491","23,2287825","0,97189605","32,70000076"
07/12/2010 4.00,"3,88304736","18,74516578","0,62653467","17,75469203","0,87294195","32,70000076"
07/12/2010 5.00,"3,36831722","15,86129618","0,66836167","31,34318565","0,90355365","32,70000076"
07/12/2010 6.00,"3,65006487","27,34096904","0,94057091","24,7124241","1,0787319","32,70000076"
07/12/2010 7.00,"3,66631856","26,10149592","0,92481195","35,00257425","1,3490505","32,70000076"
07/12/2010 8.00,"3,56698512","38,80377232","0,86679146","27,5475585","1,11498795","32,70000076"
07/12/2010 9.00,"3,86859884","52,66892712","1,09385695","25,7614749","2,21706","32,70000076"
07/12/2010 10.00,"3,77829535","36,89850256","0,91264702","34,59112545","1,967895","32,70000076"
07/12/2010 11.00,"3,67534952","27,75369336","0,82954641","44,5338663","1,4487165","32,70000076"
07/12/2010 12.00,"3,96612609","34,7842512","0,8114959","40,71645375","1,4110875","32,70000076"
07/12/2010 13.00,"3,95528996","24,6816256","0,71089815","49,16328375","1,400409","32,70000076"
07/12/2010 14.00,"3,64645248","30,8776528","0,78554785","49,06245645","1,1883645","32,70000076"
07/12/2010 15.00,"3,40805141","25,38897","0,70339438","55,24635795","1,2656565","32,70000076"
07/12/2010 16.00,"3,49835491","27,71734624","0,69652205","51,8989674","0,9839475","32,70000076"
07/12/2010 17.00,"3,12811097","33,04511512","0,72934359","47,5801914","0,9699129","32,70000076"
07/12/2010 18.00,"3,34483876","29,83936032","0,7331345","50,4956844","1,110564","32,70000076"
07/12/2010 19.00,"3,33400262","33,46562128","0,78238721","45,2191488","1,0632735","32,70000076"
07/12/2010 20.00,"3,0323889","49,52160304","0,88946236","32,28322965","1,4731245","32,70000076"
07/12/2010 21.00,"2,73077518","32,85431664","0,73001463","45,29681415","1,361763","32,70000076"
07/12/2010 22.00,"3,12449859","21,0657468","0,64640025","52,57198065","1,02549195","32,70000076"
07/12/2010 23.00,"2,77592693","12,08837718","0,59900456","58,6550748","0,78771735","32,70000076"
08/12/2010 0.00,"2,95472773","13,34211764","0,60121689","56,26815705","0,70442505","32,70000076"
08/12/2010 1.00,"3,09198917","11,51601806","0,59134235","57,4765884","0,66354165","21,10000038"
08/12/2010 2.00,"2,7109091",,"0,55097743","58,730007","0,55279035","21,10000038"
08/12/2010 3.00,"2,79037544","15,31488482",,"57,40438935","0,54394245","21,10000038"
08/12/2010 4.00,"2,52488353","13,34211764","0,64687441","49,38943695","0,6685758","21,10000038"
08/12/2010 5.00,"2,87706656","15,56537594","0,81433966",,,"21,10000038"
08/12/2010 6.00,"2,7434175","20,0521","0,91399027","44,2491798",,"21,10000038"
08/12/2010 7.00,"2,63505412","14,35186778","0,68317115","47,363295",,"21,10000038"
08/12/2010 8.00,"2,54294443","13,46411854","0,67254751","46,39039335","1,09836","21,10000038"
08/12/2010 9.00,"2,71452047","10,19738241","0,64142337","49,82287065","1,00342305","21,10000038"
08/12/2010 10.00,"2,65311502","10,01568122","0,62495377","52,5202104","0,4175802","21,10000038"
08/12/2010 11.00,"2,76689698","11,13184755","0,65817025","54,09979155","0,9079776","21,10000038"
08/12/2010 12.00,"2,89512746","12,81908239","0,64320116","55,6356822","1,1039535","21,10000038"
08/12/2010 13.00,"2,58628999","13,3992329","0,62602091","56,90372415","0,84049965","21,10000038"
08/12/2010 14.00,"3,09921292","22,1222224","0,68957049","46,3480395","0,89480745","21,10000038"
08/12/2010 15.00,"3,03600128","8,57114802","0,57736119","55,21890675","0,86887395","21,10000038"
08/12/2010 16.00,"2,84094577","6,66976535","0,55105665","55,82969595","0,5286366","21,10000038"
08/12/2010 17.00,"2,61518702","8,19087034","0,54880471","55,9636203","0,5197887","21,10000038"
08/12/2010 18.00,"2,77773312","13,70032893","0,63557857","51,2835897","0,64065915","21,10000038"
08/12/2010 19.00,"2,55378056","22,00799952","0,64786233","41,8852644","0,8706537","21,10000038"
08/12/2010 20.00,"2,19256657","22,16893256","0,64967973","38,26830945","1,00088055","21,10000038"
08/12/2010 21.00,"2,30996092","26,2183","0,83282472","32,49102885","0,96477705","21,10000038"
08/12/2010 22.00,"2,40207061","23,41488736","0,82287212","38,96109315","1,3876965","21,10000038"
08/12/2010 23.00,"2,56642289","12,58546467","0,61369754","49,7149212","0,86612805","21,10000038"
09/12/2010 0.00,"2,17270049","12,46475629","0,59991326","47,0326038","0,38823975","21,10000038"
09/12/2010 1.00,"2,53571966","15,18899874","0,58861742","40,2373545","0,83836395","26,7999897"
09/12/2010 2.00,"2,41832532","7,21097798","0,5399577","51,55688475","0,64320165","26,7999897"
09/12/2010 3.00,"2,45083474","4,59446717","0,51215264","52,2305364",,"26,7999897"
09/12/2010 4.00,"2,47070183","3,75604178","0,53900939","50,7848397","0,4394457","26,7999897"
09/12/2010 5.00,"2,5646167","6,41148857","0,53861445","45,77960415","0,22674015","26,7999897"
09/12/2010 6.00,"2,40748918","14,22078106","0,54493341","37,7777589","0,4562262","26,7999897"
09/12/2010 7.00,"2,26300399","21,10987576","0,57037002","27,570501","0,64432035","26,7999897"
09/12/2010 8.00,"2,63324793","39,1503032","0,85652315","10,96288211","0,70971345","26,7999897"
09/12/2010 9.00,"3,83970181","62,72874304","1,39588669","6,19404209","2,682846","26,7999897"
09/12/2010 10.00,"4,41222501","67,47507272","1,44936602","6,43863308","4,6410795","26,7999897"
09/12/2010 11.00,"4,24787272","58,584636","1,02663412","17,91393692","3,293046","26,7999897"
09/12/2010 12.00,"3,88665975","46,36645888","0,85237575","29,8319532","1,002762","26,7999897"
09/12/2010 13.00,"4,04198107","56,2458776","0,99136374","28,7661444","2,1585825","26,7999897"
09/12/2010 14.00,"3,88124117","47,61631416","0,99768387","31,8843294","1,9063665","26,7999897"
09/12/2010 15.00,"3,26176003","41,86155744","0,76224319","30,7023717","1,5148215","26,7999897"
09/12/2010 16.00,"3,34845114","38,8842484","0,7254723","37,05902025","1,0654092","26,7999897"
09/12/2010 17.00,"3,25814765","62,97145232","0,90111469","19,76681511","1,296675","26,7999897"
09/12/2010 18.00,"2,96556386","49,73314672","0,87157145","29,74040265","1,8768735","26,7999897"
09/12/2010 19.00,"3,4821002","37,98610552","0,80964005","39,61070505","1,266165","26,7999897"
09/12/2010 20.00,"3,6049121","47,51249256","0,84680588","29,2872783","1,3999005","26,7999897"
09/12/2010 21.00,"3,05947975","42,17564168","0,80130681","32,3926554","1,35261","26,7999897"
09/12/2010 22.00,"2,97820721","26,84258712","0,70070789","37,41293325","1,0736469","26,7999897"
09/12/2010 23.00,"3,07934684","16,88660618","0,66792596","42,240534","1,081071","26,7999897"
10/12/2010 0.00,"2,99987948","15,70943941","0,58723456","48,6764439","0,85880565","26,7999897"
10/12/2010 1.00,"2,9240245","9,33299971","0,55366276","58,796241","0,73585035","20,70000076"
10/12/2010 2.00,"2,63685929",,"0,53502043","61,7750553","0,64015065","20,70000076"
10/12/2010 3.00,"2,58628999","17,32918447",,"62,11665915","0,5968773","20,70000076"
10/12/2010 4.00,"2,42013151","7,57308402","0,50638589","69,76457145","0,4946688","20,70000076"
10/12/2010 5.00,"2,69826575","4,53087214","0,5131394",,"0,43166565","20,70000076"
10/12/2010 6.00,"2,68020587","4,90725507","0,52210524","70,17705765","0,43430985","20,70000076"
10/12/2010 7.00,"2,61518702","7,80410524","0,52305355","67,99748025","0,4378185","20,70000076"
10/12/2010 8.00,"2,70187814","15,78601501","0,57076496","61,13316405","0,50844915","20,70000076"
10/12/2010 9.00,"3,25092288","23,9586984","0,66259492","53,42288805","0,76219065","20,70000076"
10/12/2010 10.00,"3,08657059","22,76337336","0,64067311","53,44196025","0,89460405","20,70000076"
10/12/2010 11.00,"3,35748109","22,6764156","0,64399103","53,5223388","0,77114025","20,70000076"
10/12/2010 12.00,"3,10643769","26,36885088","0,6701779","53,18312895","0,8661789","20,70000076"
10/12/2010 13.00,"3,78732529","20,3558212","0,66678076","56,222292","0,9425556","20,70000076"
10/12/2010 14.00,"3,62658539","18,07026229","0,65453661","60,16187835","0,94057245","20,70000076"
10/12/2010 15.00,"3,57782126","11,37714186","0,61543572","62,5553397","0,38122245","20,70000076"
10/12/2010 16.00,"3,61755545","15,95473371","0,6401209","63,1056804","0,5988096","20,70000076"
10/12/2010 17.00,"4,36526707","23,10210328","0,67938024","57,5123388","0,70737435","20,70000076"
10/12/2010 18.00,"3,53266951","19,62121168","0,63771168","60,1673247","0,3944943","20,70000076"
10/12/2010 19.00,"3,58323983","26,05218544","0,61820026","50,574447","0,76991985","20,70000076"
10/12/2010 20.00,"3,76565302","30,57527","0,6433596","46,48092645","0,8503137","20,70000076"
10/12/2010 21.00,"3,31774791","18,06507503","0,6183587","58,75332855","0,86338215","20,70000076"
10/12/2010 22.00,"3,77829535","6,63342397","0,59248755","67,0398204","0,4898889","20,70000076"
10/12/2010 23.00,"3,40624522","6,7593177","0,59469988","70,12530735","0,509517","20,70000076"
11/12/2010 0.00,"3,31955411","4,67234102","0,59833352","71,03391015","0,4270383","20,70000076"
11/12/2010 1.00,"3,33219643","3,80406358","0,59947871","69,1281465",,29
11/12/2010 2.00,"3,49654872","3,60938374","0,59481755","70,36777965",,29
11/12/2010 3.00,"3,54531183","2,63208406","0,59959638","71,3840127",,29
11/12/2010 4.00,"3,43333607","1,06814836","0,58569443","73,41781545",,29
11/12/2010 5.00,"3,71869508","1,27061578","0,58925001","72,4288341",,29
11/12/2010 6.00,"3,37915437","2,6788076","0,59158001","70,0462854",,29
11/12/2010 7.00,"3,63019777","4,30374374","0,59730599","69,1308597","0,39505365",29
11/12/2010 8.00,"3,59768835","9,05395478","0,62017494","64,19820225","0,39851145",29
11/12/2010 9.00,"3,59588216","19,91973224","0,68048699","57,30392115","0,35172945",29
11/12/2010 10.00,"4,30024924","18,95282428","0,7393358","56,5328736","0,37837485",29
11/12/2010 11.00,"4,05281721","24,46358112","0,77049955","54,51267675","1,1049705",29
11/12/2010 12.00,"4,41041882","28,42469064","0,83483784","51,0267135","0,7866495",29
11/12/2010 13.00,"4,37610422","30,97759304","0,81592057","48,6932019","0,5903685",29
11/12/2010 14.00,"4,45918295","36,35079104","0,87970781","45,75622275","1,258029",29
11/12/2010 15.00,"4,57115973","25,15534272","0,72954048","55,3477239","1,110564",29
11/12/2010 16.00,"4,2532913","26,66737144","0,71709944","51,6615225","0,769869",29
11/12/2010 17.00,"4,56032258","36,62724712","0,75868878","43,0440003","0,879705",29
11/12/2010 18.00,"4,6470137","51,90709072","0,88334028","27,9394962","1,234638",29
11/12/2010 19.00,"4,78427513","72,10327904","1,17419418","5,83038152","1,9063665",29
11/12/2010 20.00,"5,24482257","71,01825728","1,25579311","3,87693138","3,6810315",29
11/12/2010 21.00,"5,51031449","71,6269616","1,33687944","2,61004853","3,5152605",29
11/12/2010 22.00,"6,53255","83,70885136","1,42076993","3,03779249","4,269366",29
11/12/2010 23.00,"6,13882659","82,92753168","1,38577682","2,91246659","3,3993225",29
12/12/2010 0.00,"5,68550392","66,64312328","1,17091471","2,07060252","2,6284365",29
12/12/2010 1.00,"5,32790231","62,17975048","1,10349499","6,44475174","2,618775","23,70000076"
12/12/2010 2.00,"5,06240938",,"0,86556704","17,88891563","1,5066855","23,70000076"
12/12/2010 3.00,"4,91250561","49,46189128",,"24,14566455","1,202094","23,70000076"
12/12/2010 4.00,"5,01545144","40,9530324","0,77899007","22,9060314","1,0459845","23,70000076"
12/12/2010 5.00,"4,91973038","23,62775032","0,71322931",,"0,9408267","23,70000076"
12/12/2010 6.00,"4,7011964","22,49339896","0,72559113","32,6176515","0,7750557","23,70000076"
12/12/2010 7.00,"5,49225358","50,44309144","0,72460437","11,13987651","0,84334725","23,70000076"
12/12/2010 8.00,"7,48615327","40,26128992","0,8280855","16,14496244","1,079037","23,70000076"
12/12/2010 9.00,"7,70288207","40,96083336","0,95328805","16,48601367","1,5961815","23,70000076"
12/12/2010 10.00,"7,84194971","32,18591968","1,0182601","27,5539425","2,8969245","23,70000076"
12/12/2010 11.00,"6,43863412","25,69657256","0,86197302","42,0110292","1,953657","23,70000076"
12/12/2010 12.00,"4,8818034","19,41356848","0,78531019","55,0039854","0,819702","23,70000076"
12/12/2010 13.00,"4,87819102","21,1579052","0,75225099","59,24705115",,"23,70000076"
12/12/2010 14.00,"4,66326841","21,3045556","0,75288358","62,2058955",,"23,70000076"
12/12/2010 15.00,"5,04976705","11,62633282","0,67847154","67,97298165",,"23,70000076"
12/12/2010 16.00,"4,60366814","8,22721172","0,66093596","68,17814745",,"23,70000076"
12/12/2010 17.00,"4,53684412","14,0883961","0,71504555","61,67033775",,"23,70000076"
12/12/2010 18.00,"4,60908671","35,52922376","0,85731185","40,32044625",,"23,70000076"
12/12/2010 19.00,"4,4140312","37,29694424","0,85731185","41,984376",,"23,70000076"
12/12/2010 20.00,"4,33095247","51,15043584","0,92038845","26,11915845",,"23,70000076"
12/12/2010 21.00,"4,25690368","54,09271704","0,9007582","21,31124835",,"23,70000076"
12/12/2010 22.00,"4,61089291","43,46312512","0,87026665","31,25748045",,"23,70000076"
12/12/2010 23.00,"4,5043347","55,03235032","0,92631247","19,20237575",,"23,70000076"
