,Bari,,,,,
,Caldarola,,,,,
Parm,SO2,NO2,CO,O3,BENZENE,PM10



23/03/2010 7.00,"3,5705975","57,25690496","0,73360866","41,083035","0,92806335","29,5"
23/03/2010 8.00,"4,01850261","75,75290464","0,83432524","44,8995498","1,085139","29,5"
23/03/2010 9.00,"3,99321694","107,74276784","1,22786923","36,970542","1,7853435","29,5"
23/03/2010 10.00,"3,23286299","108,03346832","1,16736029","42,91019565","3,0789675","29,5"
23/03/2010 11.00,"3,39902045","105,90502992","1,06719709","39,927531","2,2785885","29,5"
23/03/2010 12.00,"2,88429133","92,38642512","0,99171907","38,58958425","1,8372105","29,5"
23/03/2010 13.00,"3,63380914","83,70236968","0,9375687","47,2578393","1,5087195","29,5"
23/03/2010 14.00,"4,32011532","100,48384072","1,22632793","43,13048355","1,905858","29,5"
23/03/2010 15.00,"3,9643199","78,7198124","0,84692471","46,5753498","2,343168","29,5"
23/03/2010 16.00,"3,38457193","85,03526312","0,92350832","45,02254155","1,18989","29,5"
23/03/2010 17.00,"3,7331436","87,94509768","0,9744992","37,23948795","1,573299","29,5"
23/03/2010 18.00,"4,36346189","95,95685568","1,12387434","29,30369715","1,7568675","29,5"
23/03/2010 19.00,"4,76802042","98,38517216","1,20085404","18,62987459","2,396052","29,5"
23/03/2010 20.00,"4,71564492","92,03989424","1,12742875","29,34694875","2,356389","29,5"
23/03/2010 21.00,"4,42667353","87,10148504","1,09646422","31,0592373","2,011626","29,5"
23/03/2010 22.00,"4,27315738","76,99493984","0,92785377","25,50473835","1,885518","29,5"
23/03/2010 23.00,"3,82705948","60,66382128","0,75675371","50,62705515","1,4761755","29,5"
24/03/2010 0.00,"3,70966514","52,83376064","0,73984956","46,41453285","0,9878121","29,5"
24/03/2010 1.00,"3,74939831","50,57417816","0,67495673","55,6017672","1,015983","29,5"
24/03/2010 2.00,"3,85053794","42,67920512","0,64742778","49,3228638","0,8245836","29,5"
24/03/2010 3.00,"3,24731151","40,9504512","0,62436195","45,6550164","0,7518681","29,5"
24/03/2010 4.00,"2,97098244","37,46177776","0,62029377","49,4850573","0,7387488","29,5"
24/03/2010 5.00,"2,72535762","36,09639944","0,60145455","43,69810095","0,72527355","29,5"
24/03/2010 6.00,"3,03058271","60,02917112","0,64118688","25,4304246","0,7064082","29,5"
24/03/2010 7.00,"2,66756252","55,28286056","0,73988917","31,133571","0,8781795","29,5"
24/03/2010 8.00,"3,21841346","67,39719696","0,86584431","27,398133","0,99498195","29,5"
24/03/2010 9.00,"3,88124117","91,08335888","1,34146139","28,1901081","2,050272","29,5"
24/03/2010 10.00,"4,08713282","87,3844228","1,17948561","35,16632385","3,3474555","29,5"
24/03/2010 11.00,"3,63200396","81,97229648","1,0274636","37,53813945","2,4504615","29,5"
24/03/2010 12.00,"4,40680745","95,96723784","0,89436002","38,88149265","2,0812905","29,5"
24/03/2010 13.00,"4,6831355","79,55696248","0,87848223","46,5077991","1,6419465","29,5"
24/03/2010 14.00,"4,27857595","66,4653264","0,80083265","58,7574183","1,636353","29,5"
24/03/2010 15.00,"4,13047838","72,15258952","0,73143593","49,41613005","1,12841235","29,5"
24/03/2010 16.00,"3,79093767","83,20916928","0,77377669","56,93835735","1,0310346","29,5"
24/03/2010 17.00,"4,05101102","56,82861696","0,72748775","57,18972735","1,198026","29,5"
24/03/2010 18.00,"2,94750398","36,99584248","0,68858374","61,8766008","0,9537426","29,5"
24/03/2010 19.00,"4,47543766","47,11145056","0,8012672","51,947406","0,90029925","29,5"
24/03/2010 20.00,"3,65909481","36,6947216","0,73337216","58,48172925","1,20997575","29,5"
24/03/2010 21.00,"3,77107058","41,28790008","0,78333552","53,3853621","1,00159245","29,5"
24/03/2010 22.00,"3,26356622","54,50154088","0,81319447","31,99985985","1,1944665","29,5"
24/03/2010 23.00,"3,62839158","67,7021992","0,90806508","11,24819504","1,3561695","29,5"
25/03/2010 0.00,"3,81080477","52,57548768","0,84285653","26,40077265","1,3429485","29,5"
25/03/2010 1.00,,"56,4262748","0,90767014","13,69434434","1,264131",35
25/03/2010 2.00,"3,91013821",,"0,8218842","12,13475907","1,8392445",35
25/03/2010 3.00,"3,31955411","44,37165016",,"24,1262532","1,471599",35
25/03/2010 4.00,"3,25814765","31,591498","0,689334","19,99754085","0,9454032",35
25/03/2010 5.00,"3,15881319","30,58953352","0,66907115",,"1,3470165",35
25/03/2010 6.00,"3,69702179","31,5058404","0,71271555","7,06813737","1,3093875",35
25/03/2010 7.00,"4,2352304","36,91406624","0,81441888","7,05732447","1,21017915",35
25/03/2010 8.00,"4,23161801","50,01996584","1,01664075","11,77391544","1,903824",35
25/03/2010 9.00,"4,56754735","69,09870488","1,12351901","15,35798481","2,4901245",35
25/03/2010 10.00,"3,10824388","67,75280984","0,88397288","35,10687285","2,793699",35
25/03/2010 11.00,"3,5146086","61,99285248","0,75493748","59,90887245","1,428885",35
25/03/2010 12.00,"3,28704468","62,81960128","0,77132786","68,5406589","1,130904",35
25/03/2010 13.00,"2,65130883","59,81760832","0,77444773","68,4406296","1,08803745",35
25/03/2010 14.00,"4,1810487","67,5269644","0,85047913","56,9843022","1,07491815",35
25/03/2010 15.00,"4,00766546","64,18106","0,72677593","61,62656745","1,461429",35
25/03/2010 16.00,"3,51099724","63,24530808","0,75584501","53,73538485","0,924453",35
25/03/2010 17.00,"3,07754065","58,71052208","0,81793369","48,2660325","1,050561",35
25/03/2010 18.00,"3,35025734","62,8157008","0,81686771","44,76981495","1,4334615",35
25/03/2010 19.00,"3,13714092","60,55739936","0,84396212","39,6234531","1,31193",35
25/03/2010 20.00,"2,99626709","57,74620488","0,85415354","37,1759472","1,5849945",35
25/03/2010 21.00,"3,33942018","55,51906904","0,86406652","33,4851174","1,4314275",35
25/03/2010 22.00,"2,49598649","51,56574136","0,76252046","50,87435535","1,475667",35
25/03/2010 23.00,"2,91499456","44,0822116","0,70481685","49,1985354","1,074969",35
26/03/2010 0.00,"2,57003528","39,8174","0,68506777","47,5430046","0,91779165",35
26/03/2010 1.00,"2,41110157","47,72273608","0,78574474","22,0193337","0,8742132",39
26/03/2010 2.00,"2,01918434","39,69929576","0,76520579","37,1570346","1,3439655",39
26/03/2010 3.00,"3,49654872","32,76735888","0,87820613","38,7004065","0,94057245",39
26/03/2010 4.00,"2,40929537","37,94587704","1,20590898","28,4806599","1,3215915",39
26/03/2010 5.00,"2,29190103","33,95232088","1,15243082","23,61675015","1,4527845",39
26/03/2010 6.00,"1,42318166","34,00943232","1,13833082","16,45267722","1,3073535",39
26/03/2010 7.00,"2,51043501","47,00242832","1,19398171","6,70459451","1,520415",39
26/03/2010 8.00,"3,4640393","53,3282612","1,11119564","21,1476384","1,5890625",39
26/03/2010 9.00,"3,01794038","82,5719188","1,23596598","41,83173855","2,0538315",39
26/03/2010 10.00,"2,87706656","84,4174768","0,92406169","59,753442","2,4982605",39
26/03/2010 11.00,"3,66451237","69,22459096","0,76433786","68,9460828","1,350576",39
26/03/2010 12.00,"3,65909481","55,34645368","0,98690063","71,1057102","1,363797",39
26/03/2010 13.00,"3,25453526","67,47117224","0,78562591","87,69084345","1,08315585",39
26/03/2010 14.00,"2,98904334","69,46079944","0,83653641","70,36374975","0,81365085",39
26/03/2010 15.00,"2,19617896","68,32516704","0,75244904","70,4434899","1,321083",39
26/03/2010 16.00,"4,92153657","73,12470768","0,71006983","72,5369232","0,90314685",39
26/03/2010 17.00,"5,60964894","72,86643472","0,71903451","70,12319265","0,86277195",39
26/03/2010 18.00,"3,93903525","62,84426608","0,74482528","62,47663695","0,92043585",39
26/03/2010 19.00,"4,56393497","62,745626","0,73514995","60,3751239","1,0470015",39
26/03/2010 20.00,"4,84748779","63,17781448","0,73582099","63,9389121","0,88738335",39
26/03/2010 21.00,"4,81678456","63,19985984","0,71599386","62,24824935","0,8998416",39
26/03/2010 22.00,"5,15451907","66,48089008","0,68376413","63,1969716","0,9021807",39
26/03/2010 23.00,"4,78066275","43,7395812","0,64754661","59,73047955","0,648846",39
27/03/2010 0.00,"5,04615467","39,46048696","0,6533122","55,56527865","0,70066215",39
27/03/2010 1.00,,"51,80585032","0,71935139","51,9595755","0,666135","32,40000153"
27/03/2010 2.00,"3,69702179",,"0,65714388","49,4945136","0,75212235","32,40000153"
27/03/2010 3.00,"2,691042","42,0250908",,"40,933011","0,79036155","32,40000153"
27/03/2010 4.00,"3,59768835","28,58562368",,"38,0260167","0,8404488","32,40000153"
27/03/2010 5.00,"3,65367623","34,93092072",,,"0,7380369","32,40000153"
27/03/2010 6.00,"5,28997432","36,60518264",,"48,42146295","0,54729855","32,40000153"
27/03/2010 7.00,"4,15034547","37,45787728",,"32,42152305","0,7022385","32,40000153"
27/03/2010 8.00,"4,85832392","42,96214288",,"33,4607784","1,567197","32,40000153"
27/03/2010 9.00,"3,20396595","55,16733752",,"43,6737819","1,5148215","32,40000153"
27/03/2010 10.00,"3,49474253","44,68053376",,"54,1421853","1,489905","32,40000153"
27/03/2010 11.00,"5,01725865","56,54697936",,"66,2093817","1,4904135","32,40000153"
27/03/2010 12.00,"4,20091478","48,8428048",,"75,0871317","1,3398975","32,40000153"
27/03/2010 13.00,"4,23703659","52,8934724",,"82,7850387","1,104462","32,40000153"
27/03/2010 14.00,"4,92334277","56,37046352",,"87,8624733","0,96386175","32,40000153"
27/03/2010 15.00,"3,72230746","50,1562532",,"97,53756495","0,80063325","32,40000153"
27/03/2010 16.00,"3,79635625","48,43528112",,"98,12816475","0,6489477","32,40000153"
27/03/2010 17.00,"3,25272907","53,07907024",,"85,03521915","0,64655775","32,40000153"
27/03/2010 18.00,"4,48266243","81,96449552",,"74,9803593","0,9823203","32,40000153"
27/03/2010 19.00,"4,45015301","87,93471552",,"75,66825525","1,2666735","32,40000153"
27/03/2010 20.00,"4,42667353","107,87907432",,"82,89450435","1,296675","32,40000153"
27/03/2010 21.00,"4,25148511","90,64338856",,"85,5785175","0,83073645","32,40000153"
27/03/2010 22.00,"5,0425433","77,79184232",,"87,0664683","0,83338065","32,40000153"
27/03/2010 23.00,"4,82039694","79,51151424",,"86,18262345","0,7221717","32,40000153"
28/03/2010 0.00,"6,13160284","82,73933352",,"83,49184725","0,68652585","32,40000153"
28/03/2010 1.00,"4,89805811","69,95660016",,"78,3454854","0,6196581","19,20000076"
28/03/2010 2.00,"5,69092148","78,36549968",,"71,75306775","0,6540327","19,20000076"
28/03/2010 3.00,"4,0726843","67,23754496",,"79,08880245","0,567486","19,20000076"
28/03/2010 4.00,"4,773439","56,13425504",,"77,9440914","0,55950255","19,20000076"
28/03/2010 5.00,"4,46460152","57,33348056",,"76,3345254","0,6069456","19,20000076"
28/03/2010 6.00,"4,82400831","46,6753616",,"72,31932855","0,6115221","19,20000076"
28/03/2010 7.00,"5,61867889","50,51576656",,"65,859339","0,6685758","19,20000076"
28/03/2010 8.00,"5,44529666","71,50753808",,"71,30303565","1,6938135","19,20000076"
28/03/2010 9.00,"5,27371961","93,59993328",,"83,32019745","1,694322","19,20000076"
28/03/2010 10.00,"6,02143224","105,87512624",,"86,46236235","1,187856","19,20000076"
28/03/2010 11.00,"6,43682793","113,43268864",,"82,40529045","0,9663534","19,20000076"
28/03/2010 12.00,"6,22371253","107,3352824",,"78,8806641","1,03962825","19,20000076"
28/03/2010 13.00,"6,69870746","80,81329944",,"59,33044215","1,28142","19,20000076"
28/03/2010 14.00,"7,01115732","58,39643784",,"83,9689116","0,8849934","19,20000076"
28/03/2010 15.00,"5,8336015","60,26019808",,"90,0018315","0,56336715","19,20000076"
28/03/2010 16.00,"6,89195678","64,5483552",,"96,2969343","0,54963765","19,20000076"
28/03/2010 17.00,"5,46696893","61,1622032",,"94,42245225","0,5465358","19,20000076"
28/03/2010 18.00,"5,61687269","70,71195488",,"79,4469249","0,6747795","19,20000076"
28/03/2010 19.00,"5,77219504","75,23113896",,"55,557159","0,95938695","19,20000076"
28/03/2010 20.00,"5,36041072","81,39343848",,"38,6571549","1,492956","19,20000076"
28/03/2010 21.00,"5,94377107","90,05154808",,"29,1631494","2,046204","19,20000076"
28/03/2010 22.00,"6,57770175","95,3196052",,"21,4746987","1,9104345","19,20000076"
28/03/2010 23.00,"6,02323844","68,91308792",,"37,65301155","1,564146","19,20000076"
29/03/2010 0.00,"6,82152038","61,5204164",,"27,8008836","1,243791","19,20000076"
29/03/2010 1.00,,"55,9577392",,"31,74984645","1,08244395","28,20000076"
29/03/2010 2.00,"6,96781176",,,"32,4269295","0,9969651","28,20000076"
29/03/2010 3.00,"6,9623942","49,29447656",,"50,62162875","0,8783829","28,20000076"
29/03/2010 4.00,"7,30915866","39,211296","0,60970858","32,2066416","0,6739659","28,20000076"
29/03/2010 5.00,"5,71801233","47,94078056","0,65141674",,"0,6489477","28,20000076"
29/03/2010 6.00,"7,06534003","58,6274648","0,85249341","11,68606961","1,2398247","28,20000076"
29/03/2010 7.00,"8,09118691","81,79058","1,35729956","7,51952408","1,964844","28,20000076"
29/03/2010 8.00,"7,67037265","87,90226888","1,38542033","14,08355886","3,6586575","28,20000076"
29/03/2010 9.00,"4,94140367","77,41676528",,"28,2698283","4,046643","28,20000076"
29/03/2010 10.00,"6,21468157","19,51869024",,"70,2569973","2,797767","28,20000076"
29/03/2010 11.00,"7,79679796",,,"79,08744585","1,573299","28,20000076"
29/03/2010 12.00,"7,43197158","79,58407464","1,15709082","85,02169305","1,02976335","28,20000076"
29/03/2010 13.00,"7,22066135","61,19855032","1,13165537","91,3532844","0,8670942","28,20000076"
29/03/2010 14.00,"7,28387401","58,52234304","1,09180305","95,617158","0,71693415","28,20000076"
29/03/2010 15.00,"6,83055032","59,42824864","1,08023111","97,0145757","0,60374205","28,20000076"
29/03/2010 16.00,"6,6932899","61,69433192","1,08011228","98,54575815","0,5517225","28,20000076"
29/03/2010 17.00,"6,20926299","65,03635496","1,09219915","93,2142603","0,6499647","28,20000076"
29/03/2010 18.00,"6,53796756","59,181658","1,25919025","67,24460715","1,04339115","28,20000076"
29/03/2010 19.00,"6,88112065","71,23888296","1,26207246","53,4934911","1,5829605","28,20000076"
29/03/2010 20.00,"6,62104731","71,09483288","1,24884156","50,65813725","1,177686","28,20000076"
29/03/2010 21.00,"6,77998102","57,44120264","1,20097171","65,2633527","1,1741265","28,20000076"
29/03/2010 22.00,"6,45669502","52,35096152","1,20409158","69,1028499","1,077003","28,20000076"
29/03/2010 23.00,"6,22190532","56,94802136","1,1659786","72,92612775","0,8295669","28,20000076"
30/03/2010 0.00,"5,83540769","44,44822576","1,11542226","70,03265955","0,6726438","28,20000076"
30/03/2010 1.00,"6,817908","42,89334912","1,11565992","71,70981615","0,68347485","27,89999962"
30/03/2010 2.00,"6,75469636","38,46372312","1,1412142","70,7529942","0,5765373","27,89999962"
30/03/2010 3.00,"6,29956649","34,3585444","1,13907992","73,63159965","0,45526005","27,89999962"
30/03/2010 4.00,"6,05213547","31,39681816","1,11451356","69,01229685","0,48993975","27,89999962"
30/03/2010 5.00,"5,70537","34,4935316","1,12237265","62,2009479","0,5141952","27,89999962"
30/03/2010 6.00,"5,83360048","43,6811696","1,17150769","48,721491","0,6397947","27,89999962"
30/03/2010 7.00,"6,02865701","59,77479864","1,22068118","49,56072765","1,15902405","27,89999962"
30/03/2010 8.00,"6,16411124","67,9254252","1,29011518","56,17343445","0,99793125","27,89999962"
30/03/2010 9.00,"6,62465867","75,58675184","1,25840038","62,43338535","1,579401","27,89999962"
30/03/2010 10.00,"5,8137344","74,33561552","1,28810206","59,35071135","1,265148","27,89999962"
30/03/2010 11.00,"6,75650154","85,30393736","1,28099206","68,086557","1,2829455","27,89999962"
30/03/2010 12.00,"5,91848642","79,48816872","1,17304782","71,01787035","0,9544545","27,89999962"
30/03/2010 13.00,"5,92029261","93,23911976","1,19169015","73,8140424","1,05722235","27,89999962"
30/03/2010 14.00,"6,14785653","84,87433008","1,10317811","84,2000124","0,8651619","27,89999962"
30/03/2010 15.00,"6,09728722","91,52462936","1,07770306","80,801091","0,6067422","27,89999962"
30/03/2010 16.00,"6,09548103","84,92626","1,09993941","77,73327975","0,59570775","27,89999962"
30/03/2010 17.00,"7,00754595","75,76846832","1,14895446","71,5084608","0,74246085","27,89999962"
30/03/2010 18.00,"5,68369773","60,79880848","1,12162356","75,13307655","0,7397658","27,89999962"
30/03/2010 19.00,"5,73787942","60,26797992","1,1467829","76,14665625","0,7199343","27,89999962"
30/03/2010 20.00,"5,39292014","67,10127672","1,14160913","77,21701365","0,68683095","27,89999962"
30/03/2010 21.00,"6,1370204","63,584038","1,07312228","80,1496836","0,6277941","27,89999962"
30/03/2010 22.00,"6,0647778","58,21084","1,04594865","82,6660968","0,4716846","27,89999962"
30/03/2010 23.00,"6,50726433","57,2374408","1,04045801","80,39971695","0,40125735","27,89999962"
31/03/2010 0.00,"5,4741937","59,9993248","1,03003126","79,8591318","0,42485175","27,89999962"
31/03/2010 1.00,,"60,90263008","1,02458022","79,226637","0,4072068",23
31/03/2010 2.00,"5,20870178",,"1,0163262","79,02121185","0,3940875",23
31/03/2010 3.00,"5,08588886","71,48679288",,"78,74147295","0,38712105",23
31/03/2010 4.00,"5,85346757","48,27174776","1,01731295","75,4614735","0,39200265",23
31/03/2010 5.00,"5,80109207","47,30353008","1,01905113",,"0,397647",23
31/03/2010 6.00,"6,4440527","54,56123352","1,09452915","56,1126069","0,47417625",23
31/03/2010 7.00,"6,92085382","64,54315456","1,27941232","40,58298825","0,7036623",23
31/03/2010 8.00,"7,11049178","78,93267536","1,572517","33,53377545","1,671948",23
31/03/2010 9.00,"6,68064656","84,64202208","1,38123449","53,0934537","2,2674015",23
31/03/2010 10.00,"7,20079528","62,65864912","1,15792146","74,86008075","1,710594",23
31/03/2010 11.00,"7,13216405","72,9429912","1,09263253","82,4471655","1,06790085",23
31/03/2010 12.00,"7,62160852","75,89695472","1,12490187","79,9226526","1,06749405",23
31/03/2010 13.00,"8,07312601","108,87459536","1,15551108","92,3641908","0,9977787",23
31/03/2010 14.00,"7,68662736","114,36320168","1,06510358","100,73918085","0,8942481",23
31/03/2010 15.00,"7,94670172","62,85722944","0,78771941","101,19463935","0,6267771",23
31/03/2010 16.00,"7,71733059","74,0150496","0,57112028","97,75920945","0,6615585",23
31/03/2010 17.00,"7,59090529","103,79854128","0,59556781","95,96582415","0,79280235",23
31/03/2010 18.00,"7,97379257","107,12890112","0,60781312","85,06765785","0,89979075",23
31/03/2010 19.00,"7,71913679","99,67397488","0,64130571","80,4253926","1,04054355",23
31/03/2010 20.00,"7,63244567","104,69924624","0,58715651","83,5148097","1,01857635",23
31/03/2010 21.00,"7,35792279","88,1748436","0,52988511","85,8677127","0,8168544",23
31/03/2010 22.00,"7,47170475","90,44480824","0,49094149","88,020597","0,61381035",23
31/03/2010 23.00,"6,86486594","84,10339256","0,46732344","87,01645365","0,5632146",23
01/04/2010 0.00,"7,33444433","82,9911248","0,4521167","87,0867375","0,5220261",23
01/04/2010 1.00,"7,47892952","84,45902456","0,4330806","87,49353795","0,4709727","18,7999897"
01/04/2010 2.00,"7,06172765","72,20320016","0,42593099","85,6271556","0,43308945","18,7999897"
01/04/2010 3.00,"6,83235652","63,53342736","0,42300801","79,61855475","0,46782","18,7999897"
01/04/2010 4.00,"7,17189722","50,4197268","0,43078904","75,88854315","0,42159735","18,7999897"
01/04/2010 5.00,"6,72579831","55,33995288","0,4426767","72,72610905","0,4985334","18,7999897"
01/04/2010 6.00,"6,74385921","72,03188496","0,51787978","53,16373755","0,5065677","18,7999897"
01/04/2010 7.00,"7,65050556","85,60762032","0,71287282","36,00693705","0,9370638","18,7999897"
01/04/2010 8.00,"8,62036456","104,04775136","0,8910421","37,8814191","1,7273745","18,7999897"
01/04/2010 9.00,"9,00144564","105,25087736","0,80197785","51,06220455","2,6914905","18,7999897"
01/04/2010 10.00,"8,15078718","81,72698688","0,5971091","58,82770215","1,665846","18,7999897"
01/04/2010 11.00,"8,53006106","75,09747104","0,57499041","77,71165395","1,286505","18,7999897"
01/04/2010 12.00,"8,32236423","73,21684696","0,47395812","89,72342925","1,042425","18,7999897"
01/04/2010 13.00,"7,67398504","69,25185608","0,45144566","91,21273665","0,6841359","18,7999897"
01/04/2010 14.00,"6,87931446","68,33424904","0,4312632","95,2792848","0,563418","18,7999897"
01/04/2010 15.00,"6,95878182","67,15318752","0,43209268","99,729651","0,4781934","18,7999897"
01/04/2010 16.00,"6,36458533","59,98634232","0,45887137","95,4171393","0,43868295","18,7999897"
01/04/2010 17.00,"6,2255177","70,65096208","0,48122655","90,22616925","0,53509455","18,7999897"
01/04/2010 18.00,"7,2152438","68,87285944","0,59655573","62,49016305","0,6131493","18,7999897"
01/04/2010 19.00,"6,85222361","77,03518744","0,60054469","57,71680635","1,1218527","18,7999897"
01/04/2010 20.00,"7,20982522","75,4076548","0,65698544","55,36525995","1,18760175","18,7999897"
01/04/2010 21.00,"6,14605034","71,3881528","0,6074578","70,4786418","1,160397","18,7999897"
01/04/2010 22.00,"5,7956735","60,46005944","0,57155483","65,9755677","0,77429295","18,7999897"
01/04/2010 23.00,"3,65548243","66,6392228","0,53900939","68,19466605","0,7788186","18,7999897"
02/04/2010 0.00,"4,00405409","54,28997808","0,52656835","55,0246935","0,7897005","18,7999897"
02/04/2010 1.00,,"59,68782176","0,50512187","56,91808815","0,8193969","32,29999161"
02/04/2010 2.00,"5,54101772",,"0,4618328","55,5787848","0,88260345","32,29999161"
02/04/2010 3.00,"5,61687269","59,96947848",,"41,0614092","0,71551035","32,29999161"
02/04/2010 4.00,"5,92932255","61,49707088","0,52617342","18,49067346","0,86907735","32,29999161"
02/04/2010 5.00,"4,49530475","68,79888416","0,506662",,"0,9302499","32,29999161"
02/04/2010 6.00,"6,63549583","84,52001736","0,75458099","17,67303867","1,13593815","32,29999161"
02/04/2010 7.00,"7,85639721","87,66346008","0,96490077","17,76628896","2,500803","32,29999161"
02/04/2010 8.00,"7,89974378","107,74794936","0,93962376","39,8950923","2,731662","32,29999161"
02/04/2010 9.00,"6,53977375","129,21217608","0,7821111","63,3023874","2,304522","32,29999161"
02/04/2010 10.00,"6,93710853","132,13627416","0,76350838","66,7161915","1,554993","32,29999161"
02/04/2010 11.00,"7,00935113","109,26385944","0,68372452","70,5908007","1,4761755","32,29999161"
02/04/2010 12.00,"7,71371821","87,75301816","0,59730599","74,23975545","1,1896866","32,29999161"
02/04/2010 13.00,"7,95031309","90,75111064","0,62349286","75,92098185","0,96681105","32,29999161"
02/04/2010 14.00,"8,16342951","83,83473744","0,5476199","84,8973846","0,9592344","32,29999161"
02/04/2010 15.00,"8,21399882","65,9227964","0,4895598","93,84673515","0,74988495","32,29999161"
02/04/2010 16.00,"8,42350387","66,30957488","0,4937072","93,6521229","0,6108102","32,29999161"
02/04/2010 17.00,"7,74803382","70,12141456","0,52787199","91,0411068","0,62438715","32,29999161"
02/04/2010 18.00,"7,33263814","60,11482872","0,49287772","91,90739565","0,74215575","32,29999161"
02/04/2010 19.00,"6,4765611","67,18953464","0,71101698","71,99633805","0,69740775","32,29999161"
02/04/2010 20.00,"6,20384441","68,7729192","0,69577179","61,24276935","1,343457","32,29999161"
02/04/2010 21.00,"6,25441474","104,65521288","0,9529735","17,60141019","1,35683055","32,29999161"
02/04/2010 22.00,"7,05992145","99,02762328","0,80142447","25,75475175","1,896705","32,29999161"
02/04/2010 23.00,"7,97559774","89,9775728","0,74316748","31,5755034","1,603809","32,29999161"
03/04/2010 0.00,"7,72094298","81,17541312","0,69099296","33,42564645","1,592622","32,29999161"
03/04/2010 1.00,"7,48073571","71,72950216","0,55753405","45,66987915","1,554993","28,2999897"
03/04/2010 2.00,"7,15564353","68,60680464","0,50006577","57,74517525","1,0156779","28,2999897"
03/04/2010 3.00,"6,88653923","55,80718832","0,46424202","60,35080485","0,85636485","28,2999897"
03/04/2010 4.00,"7,47531714","51,30616824","0,47909344","56,2531746","0,8060742","28,2999897"
03/04/2010 5.00,"7,18092818","56,7507412","0,4724576","49,5147828","0,7620381","28,2999897"
03/04/2010 6.00,"7,84014351","64,51072704","0,61128832","20,8611165","0,94189455","28,2999897"
03/04/2010 7.00,"7,92864082","69,49714656","0,679894","31,1903487","1,5412635","28,2999897"
03/04/2010 8.00,"8,16704087","82,66275792","0,78408578","43,93730145","1,7883945","28,2999897"
03/04/2010 9.00,"8,28082385","102,87320976","0,75687254","66,1364046","2,3965605","28,2999897"
03/04/2010 10.00,"8,43253279","97,87122656","0,68996543","74,86008075","1,90179","28,2999897"
03/04/2010 11.00,"8,03158664","84,61475696","0,6167778","77,32242945","1,18989","28,2999897"
03/04/2010 12.00,"8,1832966","75,05464224","0,50294914","95,8874406","1,121751","28,2999897"
03/04/2010 13.00,"7,08881849","70,89365224","0,45705397","98,86200555","0,62235315","28,2999897"
03/04/2010 14.00,"7,79679796","73,46733808","0,44698254","101,6122128","0,55218015","28,2999897"
03/04/2010 15.00,"8,53547963","72,60166096","0,43205307","103,165041","0,52421265","28,2999897"
03/04/2010 16.00,"7,92322224","68,75215488","0,43106515","103,1204727","0,49136355","28,2999897"
03/04/2010 17.00,"8,39099343","63,58663832","0,43228956","104,64211905","0,4584636","28,2999897"
03/04/2010 18.00,"7,94308934","55,95125752","0,46838942","104,1866805","0,48861765","28,2999897"
03/04/2010 19.00,"7,68301498","44,0912936","0,51586433","92,99937885","0,79717545","28,2999897"
03/04/2010 20.00,"7,85459203","66,4471624","0,64683596","61,65090645","0,8206173","28,2999897"
03/04/2010 21.00,"8,03519903","82,3850208","0,7031975","33,38510805","1,1348703","28,2999897"
03/04/2010 22.00,"8,07312601","86,73288968","0,75260748","24,45871995","1,668897","28,2999897"
03/04/2010 23.00,"7,97198638","80,3707288","0,7175736","19,38534119","1,578384","28,2999897"
04/04/2010 0.00,"8,0225567","71,65550776","0,68190829","30,6538134","1,5646545","28,2999897"
04/04/2010 1.00,,"75,13119872","0,68056504","26,84673495","1,313964",21
04/04/2010 2.00,"7,44280772",,"0,53825913","55,2841632","1,30821795",21
04/04/2010 3.00,"7,97921013","63,8656756",,"61,1170644","0,8373978",21
04/04/2010 4.00,"7,58187535","44,0912936","0,50634628","63,89432385","0,7232904",21
04/04/2010 5.00,"6,91724246","47,3087116","0,53355952",,"0,76656375",21
04/04/2010 6.00,"7,2134376","52,21599344","0,56934249","32,54585145","0,9884223",21
04/04/2010 7.00,"6,97864892","49,98881936","0,55251756","43,6940511","1,032255",21
04/04/2010 8.00,"7,57103921","53,8915364","0,64328038","54,24490785","1,0457811",21
04/04/2010 9.00,"8,00991336","70,31221304","0,55484756","78,723897","1,358712",21
04/04/2010 10.00,"7,65773033","76,91320184","0,49765655","94,7170938","0,76900455",21
04/04/2010 11.00,"8,19593893","78,44857608","0,54288068","95,41983255","0,7398675",21
04/04/2010 12.00,"7,87445811","80,58877328","0,48995473","95,89149045","0,83622825",21
04/04/2010 13.00,"7,94128315","83,98788864","0,47968526","98,113302","0,6959331",21
04/04/2010 14.00,"8,28804862","77,54915216","0,42419281","105,68143425","0,58655475",21
04/04/2010 15.00,"8,84973569","73,1389712","0,41175178","104,4556863","0,4340556",21
04/04/2010 16.00,"8,45420608","79,77888832","0,40989593","102,11628945","0,4330386",21
04/04/2010 17.00,"8,31333327","77,00014048","0,42537762","99,71343165","0,4328352",21
04/04/2010 18.00,"8,00088341","70,39267","0,4433093","95,16981915","0,5306706",21
04/04/2010 19.00,"7,02921822","70,25380144","0,4689824","93,0669495","0,49532985",21
04/04/2010 20.00,"6,95516944","67,93840768","0,48774356","91,66955175","0,58411395",21
04/04/2010 21.00,"7,28206781","91,96589984","0,47956759","92,2574184","0,60313185",21
04/04/2010 22.00,"8,13633866","79,46222288","0,49935512","87,8219349","0,55960425",21
