,Regione Puglia,,,,,,
02/01/2007 6.00,"0,39035308","7,94297762",,"1,22851464",,,
02/01/2007 7.00,"0,60487295","10,5283324",,"1,18135427",,,
02/01/2007 8.00,"0,60410512","22,13648592",,"1,18516615",,,
02/01/2007 9.00,"0,69134236","25,3552232",,"1,2633062",,,
02/01/2007 10.00,"0,61048374","11,81452142",,"1,19862889",,,
02/01/2007 11.00,"0,73375025","11,76131237",,"1,2390975",,,
02/01/2007 12.00,"0,83026049","16,9398267",,"1,24810062",,,
02/01/2007 13.00,"0,88873291","13,85997519",,"1,26934905",,,
02/01/2007 14.00,"0,82677524","14,62960873",,"1,27766016",,,
02/01/2007 15.00,"0,70758487","14,17794844",,"1,27595693",,,
02/01/2007 16.00,"0,86941906","16,86584569",,"1,28305411",,,
02/01/2007 17.00,"0,76635323","15,30710298",,"1,28276985",,,
02/01/2007 18.00,"0,79948811","9,46278627",,"1,30912681",,,
02/01/2007 19.00,"0,6442095","8,98127584",,"1,38491589",,,
02/01/2007 20.00,"0,73239153","11,80025025",,"1,53158589",,,
02/01/2007 21.00,"0,59093395","11,75092638",,"1,52708433",,,
02/01/2007 22.00,"0,43571433","13,5419943",,"1,5947219",,,
02/01/2007 23.00,"0,54344615","14,18054111",,"1,61576763",,,
03/01/2007 0.00,"0,4581585","11,74573913",,"1,62991888",,,
03/01/2007 1.00,"0,47593668","9,16427527",,"1,52846253",,,
03/01/2007 2.00,"0,54427298","7,8002105",,"1,52578652",,,
03/01/2007 3.00,"0,49802592","5,6561262",,"1,47092318",,,
03/01/2007 4.00,"0,44014336","5,792404",,"1,48219572",,,
03/01/2007 5.00,"0,47505087","3,56655302",,"1,3965123",,,
03/01/2007 6.00,"0,44132512","3,33683005",,"1,37226399",,,
03/01/2007 7.00,"0,30394265","3,82353156",,"1,35616602",,,
03/01/2007 8.00,"0,40984388","5,82874347",,"1,4102593",,,
03/01/2007 9.00,"0,31327465","3,79757425",,"1,39866172",,,
03/01/2007 10.00,"0,37836265","13,67048452",,"1,41163866",,,
03/01/2007 11.00,"0,31764571","5,32257398",,"1,38856583",,,
03/01/2007 12.00,"0,41421495","4,29595617",,"1,38142788",,,
03/01/2007 13.00,"0,42720916","4,54644538",,"1,42526217",,,
03/01/2007 14.00,"0,758084","4,17265894",,"1,40953001",,,
03/01/2007 15.00,"0,70740791","4,07531902",,"1,41796461",,,
03/01/2007 16.00,"0,7520593","3,80536182",,"1,37433186",,,
03/01/2007 17.00,"0,64863853","4,24533979",,"1,37753561",,,
03/01/2007 18.00,"0,65129697","4,16616961",,"1,42838437",,,
03/01/2007 19.00,"0,64751678","4,32970106",,"1,46496187",,,
03/01/2007 20.00,"0,59052003","4,11685148",,"1,44862042",,,
03/01/2007 21.00,"0,58425938","3,39523209",,"1,44132053",,,
03/01/2007 22.00,"0,70782081","3,56784936",,"1,46629929",,,
03/01/2007 23.00,"0,75158741","3,65480903",,"1,44947087",,,
04/01/2007 0.00,"0,80592572","3,55876545",,"1,44099666",,,
04/01/2007 1.00,,"3,4406593",,"1,43523923",,,
04/01/2007 2.00,"0,80856483",,,"1,3965123",,,
04/01/2007 3.00,"0,72691194","3,9130839",,,,,
04/01/2007 4.00,"0,76957305","3,1109999",,"1,22641531",,,
04/01/2007 5.00,"0,95257102","3,06946744",,"1,21948822",,,
04/01/2007 6.00,"0,96636967","2,55421212",,"1,22195918",,,
04/01/2007 7.00,"0,95762144","2,80859607",,"1,15636852",,,
04/01/2007 8.00,"1,10264869","3,35110504",,"1,19056127",,,
04/01/2007 9.00,"0,83889991","3,9014035",,"1,19485546",,,
04/01/2007 10.00,"1,0506088","4,83846705",,"1,25072187",,,
04/01/2007 11.00,"1,05394558","4,44650896",,"1,26222857",,,
04/01/2007 12.00,"1,36838265","4,00523274",,"1,28633359",,,
04/01/2007 13.00,"1,53815351","4,03897763",,"1,27405798",,,
04/01/2007 14.00,"1,65624349","4,54255254",,"1,28665746",,,
04/01/2007 15.00,"1,66766745","4,9565732",,"1,31359925",,,
04/01/2007 16.00,"1,94157911","6,0169359",,"1,29828416",,,
04/01/2007 17.00,"1,703714","8,03383013",,"1,34122839",,,
04/01/2007 18.00,"1,23565093","12,34665014",,"1,55886204",,,
04/01/2007 19.00,"0,95386362","31,32932456",,"1,91107998",,,
04/01/2007 20.00,"0,88285262","35,99777848",,"2,07126865",,,
04/01/2007 21.00,"0,78917369","44,35346704",,"2,38430997",,,
04/01/2007 22.00,"0,79236097","50,27695776",,"2,35611348",,,
04/01/2007 23.00,"0,72303412","116,8823764",,"2,43916516",,,
05/01/2007 0.00,"0,84139461","124,38154632",,"2,41327653",,,
05/01/2007 1.00,"0,62902467","65,88906872",,"2,64100025",,,
05/01/2007 2.00,"0,63191092","55,44249344",,"2,70302368",,,
05/01/2007 3.00,"0,75664495","56,82471648",,"2,41465473",,,
05/01/2007 4.00,"0,4838469","23,68616192",,"1,70021265",,,
05/01/2007 5.00,"0,53871304","16,70880357",,"1,54634528",,,
05/01/2007 6.00,"0,53922357","14,58548359",,"1,40791299",,,
05/01/2007 7.00,"0,50173492","14,15718794",,"1,32899356",,,
05/01/2007 8.00,"0,52746908","18,18188867",,"1,37218011",,,
05/01/2007 9.00,"0,5110547","31,52530456",,"1,48403525",,,
05/01/2007 10.00,"0,58687511","45,54621088",,"1,62408922",,,
05/01/2007 11.00,"0,84479241","50,79740416",,"1,68631537",,,
05/01/2007 12.00,"0,79891452","51,32433224",,"1,74850307",,,
05/01/2007 13.00,"0,84900075","48,94014472",,"1,7463152",,,
05/01/2007 14.00,"0,90675313","53,0310408",,"1,81887373",,,
05/01/2007 15.00,"1,08130389","48,6805716",,"1,93603661",,,
05/01/2007 16.00,"1,00839923","32,3170064",,"1,78496524",,,
05/01/2007 17.00,"0,89000823","34,66356576",,"2,12543416",,,
05/01/2007 18.00,"0,89529968","52,82079728",,"2,54393012",,,
05/01/2007 19.00,"0,9442428","41,68894208",,"2,45164231",,,
05/01/2007 20.00,"0,82275503","19,56930088",,"1,89823819",,,
05/01/2007 21.00,"0,61486396","9,2135934",,"1,57502758",,,
05/01/2007 22.00,"0,50107285","13,81195531",,"1,66922016",,,
05/01/2007 23.00,"0,56107992","7,83785013",,"1,60302136",,,
06/01/2007 0.00,"0,64387592","5,52244681",,"1,53536632",,,
06/01/2007 1.00,,"4,81899906",,"1,5217929",,,
06/01/2007 2.00,"0,64300537",,,"1,49829602",,,
06/01/2007 3.00,"0,68165137","4,43742505",,,,,
06/01/2007 4.00,"0,70772318","5,81057374",,"1,22366008",,,
06/01/2007 5.00,"0,64830902","7,28884992",,"1,25229578",,,
06/01/2007 6.00,"0,66392201","6,52959472",,"1,2531008",,,
06/01/2007 7.00,"0,61222586","6,77229635",,"1,23493728",,,
06/01/2007 8.00,"0,53457588","8,39723441",,"1,23256068",,,
06/01/2007 9.00,"0,56818671","12,14937762",,"1,24919455",,,
06/01/2007 10.00,"0,67503578","12,69318484",,"1,2964388",,,
06/01/2007 11.00,"0,77157654","12,07150186",,"1,27017853",,,
06/01/2007 12.00,"1,26112983","10,81386666",,"1,27187011",,,
06/01/2007 13.00,"1,81072375","11,08642034",,"1,24842915",,,
06/01/2007 14.00,"2,07069641","9,92482872",,"1,22369969",,,
06/01/2007 15.00,"1,65822562","5,68078718",,"1,21548411",,,
06/01/2007 16.00,"1,63364371","5,12529764",,"1,17798626",,,
06/01/2007 17.00,"1,61016423","6,17787085",,"1,17762394",,,
06/01/2007 18.00,"1,31681974","9,43812721",,"1,37276028",,,
06/01/2007 19.00,"1,19939183","25,47590864",,"1,80532361",,,
06/01/2007 20.00,"0,90190509","22,00021768",,"1,75151459",,,
06/01/2007 21.00,"0,91587969","21,6355228",,"1,67507079",,,
06/01/2007 22.00,"0,91769809","26,64660712",,"1,68993269",,,
06/01/2007 23.00,"0,73689379","26,5427664",,"1,79376448",,,
07/01/2007 0.00,"0,80551485","50,78962232",,"1,85055357",,,
07/01/2007 1.00,"0,76201166","80,25392472",,"2,03686853",,,
07/01/2007 2.00,"0,59884723","86,61348528",,"2,06643157",,,
07/01/2007 3.00,"0,62316065","53,19975568",,"2,00553469",,,
07/01/2007 4.00,"0,54935492","38,6298568",,"1,87769924",,,
07/01/2007 5.00,"0,71478421","44,789556",,"1,99401517",,,
07/01/2007 6.00,"0,48121084","27,13200656",,"1,87564418",,,
07/01/2007 7.00,"0,37302035","30,05610464",,"1,93340022",,,
07/01/2007 8.00,"0,51654956","25,78611152",,"1,75852323",,,
07/01/2007 9.00,"0,37147145","25,80039416",,"1,68707378",,,
07/01/2007 10.00,"0,53216254","24,57908504",,"1,65916271",,,
07/01/2007 11.00,"0,77482382","25,2812288",,"1,6717284",,,
07/01/2007 12.00,"1,12221984","17,73022838",,"1,59878892",,,
07/01/2007 13.00,"1,34327903","10,66850112",,"1,47320891",,,
07/01/2007 14.00,"1,51991159","8,46602052",,"1,27637983",,,
07/01/2007 15.00,"1,35969646","7,34465929",,"1,26147831",,,
07/01/2007 16.00,"1,37396903","7,34465929",,"1,26760039",,,
07/01/2007 17.00,"1,33752789","9,50561698",,"1,30928525",,,
07/01/2007 18.00,"1,09850136","31,85237128",,"1,46499216",,,
07/01/2007 19.00,"1,19811143","98,36572712",,"1,93770955",,,
07/01/2007 20.00,"1,02630555","84,28250872",,"2,01596493",,,
07/01/2007 21.00,"0,69231767","76,99493984",,"2,05575784",,,
07/01/2007 22.00,"1,08536172",,,"3,3824843",,,
07/01/2007 23.00,"2,35325461",,,"4,96588823",,,
08/01/2007 0.00,"1,74737686",,,"4,53086907",,,
08/01/2007 1.00,,,,"2,74870333",,,
08/01/2007 2.00,"0,43525871",,,"1,6660898",,,
08/01/2007 3.00,"0,35243016","22,3882772",,,,,
08/01/2007 4.00,"0,33071213","14,06114436",,"1,52434658",,,
08/01/2007 5.00,"0,25327673","18,80356209",,"1,53688781",,,
08/01/2007 6.00,"0,29191968","24,231254",,"1,49829485",,,
08/01/2007 7.00,"0,31603377","61,16610368",,"1,53793398",,,
08/01/2007 8.00,"0,34868659","123,53789544",,"1,8016958",,,
08/01/2007 9.00,"0,36351445","228,6822744",,"2,12322532",,,
08/01/2007 10.00,"0,48768099","185,54503056",,"2,08527544",,,
08/01/2007 11.00,"0,78394428","89,74006416",,"1,82541404",,,
08/01/2007 12.00,"0,92039415","41,53059024",,"1,48961211",,,
08/01/2007 13.00,"0,87590956","23,7173084",,"1,31160011",,,
08/01/2007 14.00,"0,91500202","14,97224678",,"1,25680666",,,
08/01/2007 15.00,"0,89897512","14,39080375",,"1,23767037",,,
08/01/2007 16.00,"1,03812004","12,01439807",,"1,2764241",,,
08/01/2007 17.00,"0,77945117","21,9599892",,"1,35083731",,,
08/01/2007 18.00,"1,0610361","30,00939448",,"1,49093788",,,
08/01/2007 19.00,"0,93267545","53,83702528",,"1,71843791",,,
08/01/2007 20.00,"0,70456133","100,09318088",,"2,00394796",,,
08/01/2007 21.00,"0,63386559","64,8390748",,"1,79839769",,,
08/01/2007 22.00,"0,76582134","60,3172904",,"1,98235934",,,
08/01/2007 23.00,"0,84460528","49,76559336",,"1,92318317",,,
09/01/2007 0.00,"0,67131051","44,07442976",,"1,92531395",,,
09/01/2007 1.00,"0,61694068","26,14562488",,"1,79650806",,,
09/01/2007 2.00,"0,53980428","18,14944203",,"1,59160203",,,
09/01/2007 3.00,"0,52407739","15,26427036",,"1,49777293",,,
09/01/2007 4.00,"0,6013643","16,68414833",,"1,45986267",,,
09/01/2007 5.00,"0,48558394","10,36739362",,"1,40539076",,,
09/01/2007 6.00,"0,42911807","11,20842124",,"1,39059526",,,
09/01/2007 7.00,"0,57320561","11,56663253",,"1,35509888",,,
09/01/2007 8.00,"0,47944329","22,58555736",,"1,45395379",,,
09/01/2007 9.00,"0,55702921","82,40578512",,"1,70119125",,,
09/01/2007 10.00,"0,52362788","91,04053008",,"1,7481058",,,
09/01/2007 11.00,"0,63626266","50,56507704",,"1,56129106",,,
09/01/2007 12.00,"0,79517806","27,7614752",,"1,37202283",,,
09/01/2007 13.00,"0,86018267","14,63869073",,"1,25137776",,,
09/01/2007 14.00,"0,77810365","12,01699266",,"1,23224264",,,
09/01/2007 15.00,"0,83202397","11,10069151",,"1,22910646",,,
09/01/2007 16.00,"0,85179445","9,35765878",,"1,24659544",,,
09/01/2007 17.00,"0,74919644","9,73793454",,"1,28771994",,,
09/01/2007 18.00,"0,7721125","14,69060726",,"1,40145073",,,
09/01/2007 19.00,"0,62892297","21,35256592",,"1,44261601",,,
09/01/2007 20.00,"0,50775149","26,82180368",,"1,77500099",,,
09/01/2007 21.00,"0,6704125","25,11121376",,"1,93765596",,,
09/01/2007 22.00,"0,54145182","36,39361984",,"2,24294421",,,
09/01/2007 23.00,"0,46102034","41,38784032",,"2,18995885",,,
10/01/2007 0.00,"0,54399839","38,3209732",,"2,02790735",,,
10/01/2007 1.00,,"35,08017144",,"1,88314212",,,
10/01/2007 2.00,"0,80865128",,,"1,64909129",,,
10/01/2007 3.00,"0,76294221","11,99623025",,,,,
10/01/2007 4.00,"0,81784699","11,26552694",,"1,54612859",,,
10/01/2007 5.00,"0,7157168","11,0176285",,"1,49243024",,,
10/01/2007 6.00,"0,84766442","10,46084262",,"1,41415855",,,
10/01/2007 7.00,"0,98229081","13,55756754",,"1,38558926",,,
10/01/2007 8.00,"0,72803572","16,70101217",,"1,39697713",,,
10/01/2007 9.00,"0,87632144","28,3766612",,"1,47840481",,,
10/01/2007 10.00,"0,94051041","31,85367144",,"1,56211122",,,
10/01/2007 11.00,"1,18280253","26,0469848",,"1,44688107",,,
10/01/2007 12.00,"1,17110703","12,45956712",,"1,2923345",,,
10/01/2007 13.00,"1,32626665","8,59840358",,"1,25805438",,,
10/01/2007 14.00,"1,36822604","6,34529704",,"1,19784252",,,
10/01/2007 15.00,"1,26064981","6,5062339",,"1,23899498",,,
10/01/2007 16.00,"1,25038319","7,89365758",,"1,2476253",,,
10/01/2007 17.00,"1,40357899","16,15461037",,"1,31718745",,,
10/01/2007 18.00,"1,25993588","13,22531547",,"1,36557339",,,
10/01/2007 19.00,"1,11450691","20,6828688",,"1,69584041",,,
10/01/2007 20.00,"1,04612281","17,17214044",,"1,65248959",,,
10/01/2007 21.00,"0,94434857","37,5824632",,"2,1976362",,,
10/01/2007 22.00,"1,0821002","75,23503944",,"2,76008189",,,
10/01/2007 23.00,"0,88998077","52,04595928",,"2,40623993",,,
11/01/2007 0.00,"1,01934012","65,22065264",,"2,12236089",,,
11/01/2007 1.00,"0,91917375","71,01305664",,"2,19180188",,,
11/01/2007 2.00,"0,87837476","34,72715888",,"2,05779309",,,
11/01/2007 3.00,"0,75946102","29,3137324",,"1,98963011",,,
11/01/2007 4.00,"0,60939047","24,57390352",,"2,05008196",,,
11/01/2007 5.00,"0,63572568","18,52192449",,"1,97001267",,,
11/01/2007 6.00,"0,50538493","17,49271783",,"1,91311524",,,
11/01/2007 7.00,"0,56394887","21,29937408",,"1,86309247",,,
11/01/2007 8.00,"0,57689427","37,775862",,"1,8169841",,,
11/01/2007 9.00,"0,48047758","58,23290448",,"1,74438596",,,
11/01/2007 10.00,"0,56323494","87,65437808",,"1,73675521",,,
11/01/2007 11.00,"0,93372499","55,04145144",,"1,54429138",,,
11/01/2007 12.00,"1,03201702","17,42652822",,"1,39462034",,,
11/01/2007 13.00,"1,02487463","19,08909443",,"1,42654367",,,
11/01/2007 14.00,"1,30975057","21,013836",,"1,43389598",,,
11/01/2007 15.00,"1,83638266","20,8022732",,"1,29609046",,,
11/01/2007 16.00,"2,65663893","20,35452104",,"1,27555501",,,
11/01/2007 17.00,"1,89967871","20,00278952",,"1,38199407",,,
11/01/2007 18.00,"1,53079552","25,9094164",,"1,59587292",,,
11/01/2007 19.00,"1,27502307","28,5298124",,"1,79201232",,,
11/01/2007 20.00,"1,03540973","32,10156224",,"1,98367579",,,
11/01/2007 21.00,"1,08531392","27,8652968",,"1,9032873",,,
11/01/2007 22.00,"0,89748013","27,05543096",,"1,75217748",,,
11/01/2007 23.00,"1,01996456","42,12501192",,"2,04948198",,,
12/01/2007 0.00,"0,87534004","20,47002496",,"1,77055652",,,
12/01/2007 1.00,,"22,35973104",,"1,63235257",,,
12/01/2007 2.00,"0,69015146",,,"1,62831701",,,
12/01/2007 3.00,"0,54325801","24,204008",,,,,
12/01/2007 4.00,"0,6310607","19,9638612",,"1,74099814",,,
12/01/2007 5.00,"0,48672806","18,15462929",,"1,70997768",,,
12/01/2007 6.00,"0,53104689","16,97356586",,"1,66512402",,,
12/01/2007 7.00,"0,63969809","36,6765576",,"1,59632727",,,
12/01/2007 8.00,"0,50054808","51,06995976",,"1,62051267",,,
12/01/2007 9.00,"0,52169456","73,18440032",,"1,69890319",,,
12/01/2007 10.00,"0,69438116","79,03521592",,"1,65677097",,,
12/01/2007 11.00,"0,70903511","75,69707424",,"1,88342987",,,
12/01/2007 12.00,"1,16752719","57,66574792",,"1,71557434",,,
12/01/2007 13.00,"1,3776821","37,17493952",,"1,61839354",,,
12/01/2007 14.00,"1,77505858","16,73086614",,"1,411401",,,
12/01/2007 15.00,"1,22566603","11,8534593",,"1,31789926",,,
12/01/2007 16.00,"4,56735412","20,36100272",,"1,3207372",,,
12/01/2007 17.00,"5,17524248","20,83992048",,"1,35287722",,,
12/01/2007 18.00,"2,13901745","11,44203896",,"1,40440634",,,
12/01/2007 19.00,"1,61809785","11,30187024",,"1,4628905",,,
12/01/2007 20.00,"1,29994669","9,91444656",,"1,50618307",,,
12/01/2007 21.00,"1,10402876","9,66136086",,"1,47924011",,,
12/01/2007 22.00,"1,06900226","8,6645951",,"1,43478721",,,
12/01/2007 23.00,"1,05673216","7,01629814",,"1,36910684",,,
13/01/2007 0.00,"0,94081246","5,2408073",,"1,36794883",,,
13/01/2007 1.00,"0,80940691","3,85987103",,"1,32581427",,,
13/01/2007 2.00,"0,88988212","3,6794681",,"1,32093758",,,
13/01/2007 3.00,"0,81155075","4,58019026",,"1,32173794",,,
13/01/2007 4.00,"0,76502808","4,62301906",,"1,35555672",,,
13/01/2007 5.00,"1,06113983","3,20963807",,"1,35571633",,,
13/01/2007 6.00,"1,11016432","3,0084689",,"1,36131299",,,
13/01/2007 7.00,"1,13303767","2,86700002",,"1,31322295",,,
13/01/2007 8.00,"1,23990199","3,43287172",,"1,28144175",,,
13/01/2007 9.00,"0,78212487","4,49972374",,"1,29167511",,,
13/01/2007 10.00,"1,0517875","5,10453141",,"1,29623259",,,
13/01/2007 11.00,"1,41878416","4,73333955",,"1,32209676",,,
13/01/2007 12.00,"1,60118107","5,37059577",,"1,34360382",,,
13/01/2007 13.00,"1,62119563","5,16812644",,"1,34000514",,,
13/01/2007 14.00,"1,86047844","4,24144696",,"1,34248426",,,
13/01/2007 15.00,"1,769281","4,97214835",,"1,33528805",,,
13/01/2007 16.00,"1,77487959","4,2596167",,"1,29751293",,,
13/01/2007 17.00,"2,01601029","5,50038233",,"1,30154965",,,
13/01/2007 18.00,"2,15700717","9,98842566",,"1,46332971",,,
13/01/2007 19.00,"2,33845014","17,02418223",,"1,73188318",,,
13/01/2007 20.00,"1,84773137","29,32021408",,"1,8246265",,,
13/01/2007 21.00,"1,5561473","26,7906572",,"1,89514278",,,
13/01/2007 22.00,"1,49908139","67,48933624",,"2,20918834",,,
13/01/2007 23.00,"1,21172702","129,11747472",,"2,35098049",,,
14/01/2007 0.00,"1,15519708","124,38928992",,"2,21950208",,,
14/01/2007 1.00,,"80,82756296",,"2,32495672",,,
14/01/2007 2.00,"1,50115607",,,"2,14866659",,,
14/01/2007 3.00,"1,23960706","69,05975744",,,,,
14/01/2007 4.00,"1,26370386","60,92599472",,"1,76261937",,,
14/01/2007 5.00,"1,12570916","44,00953648",,"2,17972432",,,
14/01/2007 6.00,"1,38157314","36,81542616",,"2,14384232",,,
14/01/2007 7.00,"1,38229521","37,53965352",,"2,11623415",,,
14/01/2007 8.00,"1,3466453","51,43467376",,"2,18085437",,,
14/01/2007 9.00,"1,52390026","75,46996688",,"2,07748625",,,
14/01/2007 10.00,"2,11486777","58,39255648",,"1,98295699",,,
14/01/2007 11.00,"2,07064454","31,1502084",,"1,78360685",,,
14/01/2007 12.00,"2,59825601","23,88472312",,"1,51640827",,,
14/01/2007 13.00,"2,53715567","20,70363312",,"1,38958987",,,
14/01/2007 14.00,"2,60565672","13,34341971",,"1,29066156",,,
14/01/2007 15.00,"2,67596294","10,94364939",,"1,34293045",,,
14/01/2007 16.00,"2,81422816","13,07346061",,"1,2389577",,,
14/01/2007 17.00,"2,61251537","15,02286124",,"1,24493182",,,
14/01/2007 18.00,"2,274072","19,14879472",,"1,33679556",,,
14/01/2007 19.00,"1,92561017","24,418152",,"1,50111066",,,
14/01/2007 20.00,"1,9040396","56,01225032",,"1,75947038",,,
14/01/2007 21.00,"1,64655148","144,325886",,"2,2797419",,,
14/01/2007 22.00,"2,22732153","302,4300264",,"3,09187389",,,
14/01/2007 23.00,"2,05566312","165,19831048",,"2,54556927",,,
15/01/2007 0.00,"1,57019918","30,84652544",,"1,67902829",,,
15/01/2007 1.00,"1,25846936","17,94307605",,"1,43019361",,,
15/01/2007 2.00,"1,08437422","13,21882423",,"1,35907619",,,
15/01/2007 3.00,"1,11190136","10,31548665",,"1,3338085",,,
15/01/2007 4.00,"1,16153909","9,34468012",,"1,31370876",,,
15/01/2007 5.00,"1,07787559","9,16946635",,"1,3424062",,,
15/01/2007 6.00,"1,07020436","8,67367902",,"1,33110454",,,
15/01/2007 7.00,"1,0109997","9,77816876",,"1,25772585",,,
15/01/2007 8.00,"1,05152207","13,38884692",,"1,26426383",,,
15/01/2007 9.00,"1,13653106","20,54011888",,"1,40448323",,,
15/01/2007 10.00,"1,2933067","23,71340792",,"1,45937686",,,
15/01/2007 11.00,"2,12100537","19,38370304",,"1,39859066",,,
15/01/2007 12.00,"1,79537722","9,44591287",,"1,3116502",,,
15/01/2007 13.00,"1,87813763","5,77423235",,"1,37191099",,,
15/01/2007 14.00,"2,57704647","8,81384965",,"1,3948778",,,
15/01/2007 15.00,"3,78515501","11,6172489",,"1,38531199",,,
15/01/2007 16.00,"6,38981914","17,3278824",,"1,41570451",,,
15/01/2007 17.00,"7,54684478","20,60111168",,"1,4724936",,,
15/01/2007 18.00,"2,96946101","13,66269312",,"1,55838555",,,
15/01/2007 19.00,"2,38878147","15,58744042",,"1,64161199",,,
15/01/2007 20.00,"2,2437471","17,65884195",,"1,7372713",,,
15/01/2007 21.00,"1,88851612","18,40901706",,"1,87765264",,,
15/01/2007 22.00,"2,07985043","14,48164861",,"1,7065153",,,
15/01/2007 23.00,"1,52904425","10,17012685",,"1,5397374",,,
16/01/2007 0.00,"1,59465702","6,32063798",,"1,47023466",,,
16/01/2007 1.00,,"7,2057869",,"1,45852874",,,
16/01/2007 2.00,"0,8879305",,,"1,44464427",,,
16/01/2007 3.00,"0,9124524","5,16942469",,,,,
16/01/2007 4.00,"0,87657061","6,57631826",,"1,28753237",,,
16/01/2007 5.00,"0,83491937","7,57308402",,"1,31335343",,,
16/01/2007 6.00,"0,88170951","12,07150186",,"1,31809032",,,
16/01/2007 7.00,"0,80679119","12,26099254",,"1,31736802",,,
16/01/2007 8.00,"0,85953179","19,0527607",,"1,31644418",,,
16/01/2007 9.00,"0,75260848","20,99697216",,"1,37992969",,,
16/01/2007 10.00,"0,95897201","31,26183096",,"1,46682704",,,
16/01/2007 11.00,"1,45824681","22,00799952",,"1,41703377",,,
16/01/2007 12.00,"1,66821561","17,25650553",,"1,29391774",,,
16/01/2007 13.00,"1,6859765","15,98848434",,"1,26769592",,,
16/01/2007 14.00,"1,71617733","13,42389006",,"1,23565143",,,
16/01/2007 15.00,"2,02171057","14,42454482",,"1,2375795",,,
16/01/2007 16.00,"1,77342528","16,58809327",,"1,2338049",,,
16/01/2007 17.00,"1,78379359","17,8042094",,"1,2477383",,,
16/01/2007 18.00,"1,84654046","25,14756088",,"1,31596303",,,
16/01/2007 19.00,"1,53172201","40,40664016",,"1,48931387",,,
16/01/2007 20.00,"1,41551348","39,0399808",,"1,62038103",,,
16/01/2007 21.00,"1,28163459","33,45133864",,"1,55870127",,,
16/01/2007 22.00,"1,31985955","34,85304496",,"1,56324011",,,
16/01/2007 23.00,"1,28118304","24,26370064",,"1,47686584",,,
17/01/2007 0.00,"0,98520655","13,62635938",,"1,35133942",,,
17/01/2007 1.00,"1,17173553","9,35506228",,"1,2558502",,,
17/01/2007 2.00,"1,19265217","8,68925417",,"1,26592861",,,
17/01/2007 3.00,"1,11052129","9,57570134",,"1,28568585",,,
17/01/2007 4.00,"1,03172616","8,47640268",,"1,24649292",,,
17/01/2007 5.00,"1,03497141","7,13570063",,"1,23878295",,,
17/01/2007 6.00,"0,96302883","8,31806231",,"1,19164122",,,
17/01/2007 7.00,"0,95473418","10,10393532",,"1,18148242",,,
17/01/2007 8.00,"1,11674228","18,66599751",,"1,22476916",,,
17/01/2007 9.00,"1,10321923","35,18011168",,"1,36326553",,,
17/01/2007 10.00,"1,20761733","61,22839664",,"1,49770653",,,
17/01/2007 11.00,"1,42236501","47,06212096",,"1,46558282",,,
17/01/2007 12.00,"1,47222039","25,78221104",,"1,40402422",,,
17/01/2007 13.00,"1,46708149","15,1863946",,"1,31343265",,,
17/01/2007 14.00,"1,41497244","11,23567298",,"1,26793707",,,
17/01/2007 15.00,"1,4092925","11,70810332",,"1,26347862",,,
17/01/2007 16.00,"1,49746334","12,51667282",,"1,25516634",,,
17/01/2007 17.00,"1,65938093","17,46286386",,"1,30162771",,,
17/01/2007 18.00,"1,737634","29,06324128",,"1,48529811",,,
17/01/2007 19.00,"1,4402154","52,2380388",,"1,57235507",,,
17/01/2007 20.00,"1,3090407","56,65730176",,"1,75923854",,,
