, TARANTO,,,,,
,TA V.Archimede,,,,,
,SO2,NOX,NO2,CO,H2S,PM10
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3 293K,ug/m3


23/02/2009 10.00,"3,063541","9,58075","8,828126","1,560374","1,142521","20,51281"
23/02/2009 11.00,"3,838993","6,282545","5,234318","1,564203","1,152115",
23/02/2009 12.00,"3,456785","6,02315","4,476361","1,626197","1,18569","17,094"
23/02/2009 13.00,"3,693133","8,404397","6,600977","1,658082","1,068656",
23/02/2009 14.00,"3,544059","7,907656","6,076636","1,622844","0,91229","20,02442"
23/02/2009 15.00,"5,257866","14,300442","11,264225","1,651847","0,88639",
23/02/2009 16.00,"6,420862","16,391165","13,544589","1,591787","0,801012","21,97802"
23/02/2009 17.00,"4,113306","19,892982","15,142269","1,595259","0,840343",
23/02/2009 18.00,"3,063419","34,502116","28,654416","1,688074","0,7636","20,51281"
23/02/2009 19.00,"2,175403","43,034892","36,493559","1,706503","0,824994",
23/02/2009 20.00,"1,383029","36,784756","33,758939","1,700781","0,775112","18,07081"
23/02/2009 21.00,"1,045521","46,500392","42,819393","1,747465","0,666711",
23/02/2009 22.00,"0,807718","20,878695","19,504407","1,698256","0,822117","30,28083"
23/02/2009 23.00,"0,587199","25,690473","24,385705","1,722131","0,708921",
24/02/2009 0.00,"0,770479","33,92494","31,588898","1,684365","0,660955","31,746031"
24/02/2009 1.00,"1,022291","17,492297","16,671167","1,607177","0,650403",
24/02/2009 2.00,"0,733605","9,650787","9,166871","1,590405","0,713716","25,39682"
24/02/2009 3.00,"0,586229","7,543205","7,240828","1,498814","0,667669",
24/02/2009 4.00,"0,681083","10,026911","9,824892","1,518427","0,703164","20,51281"
24/02/2009 5.00,"0,52273","8,92578","8,85019","1,422336","0,646566",
24/02/2009 6.00,"0,585319","18,354784","17,815886","1,475215","0,774152","25,88522"
24/02/2009 7.00,"0,430787","48,597627","42,006907","1,508838","0,737699",
24/02/2009 8.00,"0,653488","84,382467","54,030402","1,575251","0,870082","24,42001"
24/02/2009 9.00,"0,68642","142,170467","60,803989","1,834676","1,141562",
24/02/2009 10.00,"1,564308","29,159874","24,557019","1,581723","0,88543","16,60561"
24/02/2009 11.00,"2,09007","15,594822","12,464756","1,633183","1,161708",
24/02/2009 12.00,"2,546329","16,000775","11,918354","1,735191","1,045633","24,908421"
24/02/2009 13.00,"1,754623","20,47662","15,603013","1,705675","1,029324",
24/02/2009 14.00,"1,940875","12,990499","6,776191",,"0,913249","33,211231"
24/02/2009 15.00,"2,253518","14,117569","6,476382","0,495526","0,869123",
24/02/2009 16.00,"1,720053","17,248465","9,512104","0,496749","0,857611","18,07081"
24/02/2009 17.00,"1,378662","22,783946","14,874912","0,551444","0,876797",
24/02/2009 18.00,"0,969042","32,945727","24,673824","0,564743","0,896943","19,53602"
24/02/2009 19.00,"0,712438","45,129527","36,559753","0,644417","0,99575",
24/02/2009 20.00,"0,450194","25,774772","17,599144","0,575122","0,899819","21,97802"
24/02/2009 21.00,"0,48913","25,08867","16,846378","0,612019","0,851855",
24/02/2009 22.00,"0,523639","18,851526","10,908606","0,512258","0,644647","26,86202"
24/02/2009 23.00,"0,235255","17,362599","9,636699","0,53341","0,823076",
25/02/2009 0.00,"0,253996","21,975934","14,285678","0,72346","0,69453","21,97802"
25/02/2009 1.00,"0,436609","18,279561","10,848908","0,5357","0,815401",
25/02/2009 2.00,"0,362861",,,"0,562928","0,751129","20,02442"
25/02/2009 3.00,,"19,830729","12,598443",,"1,119498",
25/02/2009 4.00,"1,437189","19,550581","12,495912","0,450816","0,833628","29,79241"
25/02/2009 5.00,"1,214366","16,29908","9,351169","0,465141",,
25/02/2009 6.00,"1,107162","15,675236","8,70353","0,414905","1,272027","25,88522"
25/02/2009 7.00,"1,188023","18,688108","11,312245","0,437516","0,977523",
25/02/2009 8.00,"1,23266","31,43607","21,555045","0,391623","1,135806","28,327221"
25/02/2009 9.00,"1,890152","40,224349","26,998318","0,551721","1,125254",
25/02/2009 10.00,"2,696925","29,511355","19,109863","0,537712","1,255719","24,42001"
25/02/2009 11.00,"3,254531","16,802306","8,767128","0,485977","1,154033",
25/02/2009 12.00,"3,099396","15,378229","7,304425","0,417983","1,032204","41,514042"
25/02/2009 13.00,"3,004267","13,807591","5,885851","0,464509","0,919965",
25/02/2009 14.00,"3,002803","13,658441","5,700255","0,397424","0,929558","31,746031"
25/02/2009 15.00,"3,227089","13,301772","5,184998","0,450304","0,852814",
25/02/2009 16.00,"2,650458","14,056611","6,324531","0,449317","0,944907","23,44322"
25/02/2009 17.00,"1,701723","14,514443","6,72168","0,41084","0,843221",
25/02/2009 18.00,"1,283518","21,175705","12,972229","0,512417","0,872001","24,42001"
25/02/2009 19.00,"2,563378","24,003094","15,519949","0,586053","0,92668",
25/02/2009 20.00,"2,298844","19,659527","11,303162","0,54071","0,893104","14,16361"
25/02/2009 21.00,"2,628138","19,41441","11,246056","0,456182","0,793337",
25/02/2009 22.00,"3,273191","20,426048","12,55561","0,501683","0,821157","28,81562"
25/02/2009 23.00,"4,772579","19,384582","11,787269","0,470508","0,662874",
26/02/2009 0.00,"2,962922","19,6323","12,171442","0,53783","0,861448","21,97802"
26/02/2009 1.00,"2,873646","14,732334","7,579573","0,396082","0,676303",
26/02/2009 2.00,"2,880232","11,596249","4,486743","0,361079","0,839384","31,25762"
26/02/2009 3.00,"3,982272","11,413376","4,173957","0,330772","0,72235",
26/02/2009 4.00,"3,598826","9,687103","2,327086","0,345058","0,708921","24,908421"
26/02/2009 5.00,"3,671271","11,112479","3,697638","0,324418","0,825954",
26/02/2009 6.00,"3,223431","13,169481","5,671701","0,289692","0,723309","22,954821"
26/02/2009 7.00,"2,774492","28,446544","19,745815","0,439214","0,754966",
26/02/2009 8.00,"6,574189","45,090618","30,084669","0,763278","1,512811","15,62881"
26/02/2009 9.00,"15,107311","62,981071","39,690213","0,901159","2,804983",
26/02/2009 10.00,"14,022466","31,94059","20,075463","0,535068","0,987116","42,490841"
26/02/2009 11.00,"6,055366","19,616737","10,733396","0,454525","0,968889",
26/02/2009 12.00,"6,809085","18,811321","9,993615","0,403303","0,963134","44,932831"
26/02/2009 13.00,"9,01719","18,738688","9,404382","0,575753","0,950663",
26/02/2009 14.00,"14,152357","29,2766","17,718542","0,731983","1,047551","44,932831"
26/02/2009 15.00,"14,346269","26,051017","15,922286","0,650574","1,010138",
26/02/2009 16.00,"5,665334","19,236728","10,623083","0,397306","0,983278","39,072041"
26/02/2009 17.00,"7,409134","28,065233","19,298044","0,59734","1,200079",
26/02/2009 18.00,"3,856043","31,825163","23,194261","0,435741","0,889268","33,211231"
26/02/2009 19.00,"3,095006","35,055926","26,571312","0,494028","0,909412",
26/02/2009 20.00,"2,684119","25,84869","17,409652","0,519007","0,842262","35,164822"
26/02/2009 21.00,"4,488654","37,527951","27,882179","0,729775","2,49609",
26/02/2009 22.00,"6,027926","42,141283","32,869898","0,623108","2,026993","22,46641"
26/02/2009 23.00,"3,593338","43,224259","33,832915","0,564902","1,097435",
27/02/2009 0.00,"2,846571","44,461569","32,071694","0,604995","0,81732","37,606831"
27/02/2009 1.00,"2,669117","40,024622","27,925008","0,582857","0,88639",
27/02/2009 2.00,"2,299941",,,"0,48065","0,650403","36,141621"
27/02/2009 3.00,,"21,013568","13,370669",,"0,760722",
27/02/2009 4.00,"1,26978","22,003161","14,50891","0,455039","0,520898","39,072041"
27/02/2009 5.00,"1,158015","25,014734","17,791229","0,439924",,
27/02/2009 6.00,"1,031851","40,430578","29,854941","0,434005","0,899819","24,42001"
27/02/2009 7.00,"1,099512","111,193507","42,263897","0,573228","0,941069",
27/02/2009 8.00,"1,693523","226,498385","47,151676","0,72575","1,634641","21,97802"
27/02/2009 9.00,"1,639899","182,826694","59,364654","0,802504","1,382346",
27/02/2009 10.00,"1,663337","106,239056","49,439827","0,790152","1,669175","22,954821"
27/02/2009 11.00,"5,679759","89,16308","47,990109","0,773223","1,41784",
27/02/2009 12.00,"9,460541","87,138538","54,710503","0,6134","0,980401","39,56044"
27/02/2009 13.00,"5,442433","47,228023","33,036012","0,592801","0,733862",
27/02/2009 14.00,"4,932531","35,594154","25,479808","0,510286","0,6552","49,328442"
27/02/2009 15.00,"4,061007","27,451749","19,141013","0,428994","0,650403",
27/02/2009 16.00,"2,044482","26,283174","17,734125","0,460484","0,359737","39,072041"
27/02/2009 17.00,"1,788839","25,407726","17,628988","0,380258","0,469095",
27/02/2009 18.00,"1,25508","53,467758","44,676632","0,496829","0,631217","32,722832"
27/02/2009 19.00,"1,004377","32,477537","24,693308","0,408828","0,562148",
27/02/2009 20.00,"1,10626","64,817603","52,633899","0,524019","0,473893","26,86202"
27/02/2009 21.00,"0,903337","39,057072","30,244301","0,613242","0,589007",
27/02/2009 22.00,"13,396107","74,103936","56,89869","1,820233","3,037131","30,28083"
27/02/2009 23.00,"9,447889","33,356884","24,625814","0,600023","1,838011",
28/02/2009 0.00,"2,384475","16,290002","7,814489","0,422008","0,513223","40,04884"
28/02/2009 1.00,"1,478729","15,086408","6,568531","0,446752","0,455666",
28/02/2009 2.00,"1,155786","13,54301","4,882594","0,422719","0,612031","31,25762"
28/02/2009 3.00,"1,002931","15,788073","7,318702","0,418339","0,454707",
28/02/2009 4.00,"1,102164","10,70912","2,399766","0,34932","0,430724","31,25762"
28/02/2009 5.00,"0,842966","10,783047","2,42702","0,413407","0,435521",
28/02/2009 6.00,"0,649983","13,31085","4,759297","0,40283","0,401946","35,164822"
28/02/2009 7.00,"0,75982","28,896591","19,288963","0,506142","0,719472",
28/02/2009 8.00,"2,627647","57,273097","42,354737","0,882257","1,128132","25,39682"
28/02/2009 9.00,"7,979522","73,264781","50,944072","1,351541","7,503615",
28/02/2009 10.00,"8,238661","34,994933","23,337011","0,851041","0,477729","33,699631"
28/02/2009 11.00,"8,603778","26,134038","15,561481","0,473705","0,773193",
28/02/2009 12.00,"7,011356","25,029017","14,935912","0,639327","0,612031","43,956032"
28/02/2009 13.00,"12,227848","27,851223","17,279861","0,840899","0,434561",
28/02/2009 14.00,"4,674056","23,773539","14,851548","0,472994","0,363572","35,164822"
28/02/2009 15.00,"2,989512","24,611378","15,981994","0,409815","0,400985",
28/02/2009 16.00,"2,116542","20,933168","12,723038","0,400817","0,409619","33,211231"
28/02/2009 17.00,"1,627669","16,712816","8,944936","0,372326","0,358777",
28/02/2009 18.00,"0,941717","20,593349","12,401161","0,396989","0,45087","28,327221"
28/02/2009 19.00,"1,018295","36,987123","28,485682","0,475283","1,208712",
28/02/2009 20.00,"0,636607","48,515908","37,064615","0,495999","0,7636","21,001221"
28/02/2009 21.00,"0,575031","34,138951","25,29681","0,444424","0,494037",
28/02/2009 22.00,"0,623352","59,029195","45,085476","0,589526","1,051389","31,25762"
28/02/2009 23.00,"0,686314","77,494201","53,145242","0,676777","0,772234",
01/03/2009 0.00,"0,474051","51,815429","37,598044","0,626897","0,461421","23,44322"
01/03/2009 1.00,"0,507551","105,481634","56,225091","0,790349","0,892145",
01/03/2009 2.00,"0,24052",,,"0,636604","0,688775","31,746031"
01/03/2009 3.00,,"58,160227","43,211334",,"0,753048",
01/03/2009 4.00,"0,612763","34,380187","24,438916","0,492449","0,5727","35,164822"
01/03/2009 5.00,"0,465091","30,427012","21,578411","0,474692",,
01/03/2009 6.00,"0,400238","29,458182","20,097529","0,423311","0,734821","22,954821"
01/03/2009 7.00,"0,432419","35,129844","21,878213","0,380533","0,72235",
01/03/2009 8.00,"0,328905","46,881722","30,13658","0,47761","0,54488","19,53602"
01/03/2009 9.00,"0,386082","26,079565","15,303208","0,442964","0,651362",
01/03/2009 10.00,"0,42118","22,476553","12,399869","0,534122","0,58517","17,582411"
01/03/2009 11.00,"0,388293","25,140543","14,671141","0,532543","0,68302",
01/03/2009 12.00,"0,217008","19,66731","10,168829","0,464155","0,732902","22,46641"
01/03/2009 13.00,"0,067219","17,280891","8,577637","0,385862","0,582294",
01/03/2009 14.00,"0,349264","21,114732","12,028679","0,384125","0,658077","23,93162"
01/03/2009 15.00,"0,329703","15,580556","7,275871","0,302477","0,514183",
01/03/2009 16.00,"0,335323","13,5469","5,335552","0,279549","0,459503","18,07081"
01/03/2009 17.00,"0,288248","12,836158","4,859233","0,257254","0,391392",
01/03/2009 18.00,"0,271176","12,25252","3,985765","0,272999","0,448951","17,094"
01/03/2009 19.00,"0,138428","14,400309","6,018234","0,315935","0,469095",
01/03/2009 20.00,"0,125746","15,514411","6,948808","0,282786","0,527613","12,69841"
01/03/2009 21.00,"0,079839","15,762131","7,173338","0,29206","0,505549",
01/03/2009 22.00,"0,077874","24,961561","16,093609","0,354174","0,509386","19,53602"
01/03/2009 23.00,"0,076338","24,645106","15,639356","0,363091","0,629298",
02/03/2009 0.00,"0,07769","29,57231","20,581646","0,441385","0,589007","21,97802"
02/03/2009 1.00,"0,342017","28,490635","19,080012","0,431558","0,595722",
02/03/2009 2.00,"0,383902","18,05259","9,026701","0,34932","0,678222","19,53602"
02/03/2009 3.00,"0,231532","14,934662","6,283","0,338586","0,637932",
02/03/2009 4.00,"0,288218","20,506466","11,606863","0,364354","0,505549","11,72161"
02/03/2009 5.00,"0,213016","20,908522","11,869032","0,420707","0,424968",
02/03/2009 6.00,"0,574194","60,096606","27,211181","0,397581","0,719472","17,094"
02/03/2009 7.00,"0,384362","42,409764","26,917861","0,518967","0,583253",
02/03/2009 8.00,"0,285578","51,941238","32,453275","0,584869","0,617787","10,25641"
02/03/2009 9.00,"0,380861","69,707198","36,803741","0,672002","0,39427",
02/03/2009 10.00,"0,324944","27,899216","16,50504","0,397936","0,350144","17,582411"
02/03/2009 11.00,"0,435152","31,958736","19,878203","0,492488","0,435521",
02/03/2009 12.00,"0,415776","25,313044","14,913841","0,38227","0,566945","18,07081"
02/03/2009 13.00,"0,321198","22,259961","12,530953","0,446239","0,530491",
02/03/2009 14.00,"0,242494","24,960261","14,639992","0,393794","0,468137","22,954821"
02/03/2009 15.00,"0,219711","23,824112","14,215594","0,321893","0,376045",
02/03/2009 16.00,"0,289477","23,271601","14,089698","0,300978","0,420172","14,65201"
02/03/2009 17.00,"0,314994","20,319702","11,797655","0,34411","0,402904",
02/03/2009 18.00,"0,230212","26,460874","17,664031","0,419286","0,349184","22,46641"
02/03/2009 19.00,"0,340083","41,187996","29,194327","0,422127","0,497874",
02/03/2009 20.00,"0,343553","35,155792","25,756264","0,423665","1,070575","25,39682"
02/03/2009 21.00,"0,454713","49,312256","29,923717","0,400226","0,782786",
02/03/2009 22.00,"0,581841","31,676007","22,577775","0,524689","0,908453","35,164822"
02/03/2009 23.00,"0,533078","40,525261","28,339013","0,496829","0,50363",
03/03/2009 0.00,"0,371281","42,006389","29,908153","0,514982","0,443195","42,490841"
03/03/2009 1.00,"0,467333","35,215425","23,507046","0,393991","0,696448",
03/03/2009 2.00,"0,356542",,,"0,412814","0,619705","44,444431"
03/03/2009 3.00,,"30,096294","20,441478",,"0,506508",
03/03/2009 4.00,"0,339754","14,555947","5,810573","0,393004","0,505549","42,97924"
03/03/2009 5.00,"0,413978","18,2199","9,583486","0,386572",,
03/03/2009 6.00,"0,447975","23,617903","12,70357","0,370707","1,252841","35,164822"
03/03/2009 7.00,"0,291005","65,153522","21,519999","0,477255","1,113744",
03/03/2009 8.00,"0,624686","141,647786","38,6545","0,772669","1,168423","29,30402"
03/03/2009 9.00,"0,33179","84,282566","38,200248","0,623936","0,832669",
03/03/2009 10.00,"0,485071","105,485537","52,519676","0,742126","1,293132","27,35042"
03/03/2009 11.00,"2,008527","76,133678","44,297654","0,658467","1,003424",
03/03/2009 12.00,"2,080179","31,812181","19,575783","0,467075","0,527613","40,537231"
03/03/2009 13.00,"1,616336","25,586708","15,369396","0,462576","0,592846",
03/03/2009 14.00,"0,992797","19,66731","10,87097","0,339652","0,556392","43,46764"
03/03/2009 15.00,"0,748681","20,796976","12,097461","0,312817","0,552555",
03/03/2009 16.00,"0,609346","29,197482","19,474561","0,323945","0,4643","35,653221"
03/03/2009 17.00,"0,596175","26,130138","17,265589","0,381363","0,401946",
03/03/2009 18.00,"0,524739","24,200241","15,444678","0,467312","0,51802","27,83882"
03/03/2009 19.00,"0,458171","66,254645","43,361902","0,555588","0,578455",
03/03/2009 20.00,"0,513583","77,002664","57,665747","0,526189","0,523776","31,746031"
03/03/2009 21.00,"0,472024","51,338136","39,996515","0,467035","0,4643",
03/03/2009 22.00,"0,411096","47,728662","37,57338","0,455749","0,382759","42,490841"
03/03/2009 23.00,"0,371737","32,358209","23,491463","0,343242","0,615868",
04/03/2009 0.00,"0,382801","24,529679","15,767847","0,335271","0,567902","32,234421"
04/03/2009 1.00,"0,448843","14,838685","6,347893","0,270079","0,460461",
04/03/2009 2.00,"0,409949","12,039816","3,43417","0,195969","0,414416","31,25762"
04/03/2009 3.00,"0,405239","11,450988","2,876084","0,181841","0,488281",
04/03/2009 4.00,"0,339444","9,718231","1,192746","0,230302","0,54488","29,30402"
04/03/2009 5.00,"0,295562","9,796049","1,265427","0,247625","0,326161",
04/03/2009 6.00,"0,321656","16,799713","7,772956","0,20323","0,430724","23,44322"
04/03/2009 7.00,"0,404185","42,727521","30,030158","0,191628","0,552555",
04/03/2009 8.00,"0,630078","25,839608","16,124757","0,252559","0,515142","25,39682"
04/03/2009 9.00,"0,384691","24,909688","14,102676","0,380179","0,389474",
04/03/2009 10.00,"0,453864","20,343029","9,898871","0,337322","0,410579","22,954821"
04/03/2009 11.00,"0,478935","19,444237","9,011126","0,394661","0,387555",
04/03/2009 12.00,"0,319517","18,78149","8,373872","0,300978","0,39427","22,46641"
04/03/2009 13.00,"0,435579","18,536361","8,475105","0,323432","0,377962",
04/03/2009 14.00,"0,539739","16,86067","7,425128","0,285825","0,564067","29,30402"
04/03/2009 15.00,"0,360426","15,079925","5,865085","0,200231","0,389474",
04/03/2009 16.00,"0,291873","12,270676","3,532808","0,2627","0,358777","34,67643"
04/03/2009 17.00,"0,517984","12,908789","3,953318","0,279432","0,363572",
04/03/2009 18.00,"0,490898","12,482082","3,967595","0,259622","0,290666","31,746031"
04/03/2009 19.00,"0,315303","13,357542","4,748915","0,312896","0,306975",
04/03/2009 20.00,"0,292896","12,379622","3,785892","0,274183","0,360695","35,164822"
04/03/2009 21.00,"0,326118","12,03852","3,361489","0,260609","0,400985",
04/03/2009 22.00,"0,322245","10,463991","1,863745","0,268896","0,321364","27,83882"
04/03/2009 23.00,"0,483088","9,436786","0,937064","0,212465","0,322324",
05/03/2009 0.00,"0,40967","9,508121","0,959128","0,215226","0,50363","32,234421"
05/03/2009 1.00,"0,461611","8,304529","0,119404","0,252045","0,425928",
05/03/2009 2.00,"0,340189",,,"0,215345","0,2993","24,42001"
05/03/2009 3.00,,"8,054211","0,157042",,"0,647525",
05/03/2009 4.00,"1,548646","8,292856","0,198575","0,353739","0,348225","25,88522"
05/03/2009 5.00,"1,471853","8,611912","0,456851","0,329589",,
05/03/2009 6.00,"1,408835","9,352485","0,790404","0,3316","0,77799","38,58363"
05/03/2009 7.00,"1,23624","11,261257","2,54075","0,316674","0,436073",
05/03/2009 8.00,"1,478558","15,80623","6,704806","0,320275","0,354939","35,164822"
05/03/2009 9.00,"1,440528","19,252291","9,452404","0,346952","0,320405",
05/03/2009 10.00,"1,345755","19,972101","9,907955","0,339453","0,386596","54,700851"
05/03/2009 11.00,"0,894326","19,815164","9,759997","0,342176","0,406741",
05/03/2009 12.00,"0,606477","20,071966","9,931317","0,351963","0,477729","44,932831"
05/03/2009 13.00,"0,615741","19,190035","9,162977","0,389452","0,343428",
05/03/2009 14.00,"0,780356","19,001976","9,439425","0,309542","0,311771","34,18803"
05/03/2009 15.00,"0,801444","14,055315","5,544509","0,298966","0,379881",
05/03/2009 16.00,"0,777248","31,926327","18,828229","0,301017","0,297382","34,18803"
05/03/2009 17.00,"1,246718","40,517479","27,954854","0,338349","0,477729",
05/03/2009 18.00,"1,456068","21,859207","13,029333","0,333731","0,40866","20,51281"
05/03/2009 19.00,"1,524328","24,180776","15,285031","0,400107","0,430724",
05/03/2009 20.00,"1,375192","20,538876","11,66657","0,369169","0,268604","13,67521"
05/03/2009 21.00,"1,237759","22,258661","12,621798","0,315224","0,398108",
05/03/2009 22.00,"1,435956","11,226611","2,999383","0,30082","0,262846","16,11721"
05/03/2009 23.00,"1,43943","33,899014","22,015781","0,262779","0,300259",
06/03/2009 0.00,"1,703511","14,827013","6,480276","0,278406","0,256131","13,67521"
06/03/2009 1.00,"1,520854","16,022824","7,387488","0,274736","0,332876",
06/03/2009 2.00,"1,668406","13,724586","4,690511","0,278681","0,443195","12,21001"
06/03/2009 3.00,"1,896711","14,836092","6,123361","0,384441","0,306975",
06/03/2009 4.00,"1,642443","15,061766","6,427063","0,294427","0,267644","9,76801"
06/03/2009 5.00,"1,731729","12,122821","3,492574","0,333534","0,349184",
06/03/2009 6.00,"1,838202","12,297913","3,288808","0,322564","0,356859","8,302809"
06/03/2009 7.00,"1,684008","12,13579","3,053894","0,272329","0,356859",
06/03/2009 8.00,"1,973199","20,890358","11,674352","0,263094","0,304097","14,65201"
06/03/2009 9.00,"2,033718","18,020166","8,31936","0,31775","0,329998",
06/03/2009 10.00,"2,056999","18,525986","8,678871","0,296519","0,329998","9,27961"
06/03/2009 11.00,"1,839848","16,060438","5,920892","0,333494","0,345346",
06/03/2009 12.00,"1,660482","17,161568","7,037062","0,378876","0,416334","6,349206"
06/03/2009 13.00,"2,266716","19,92411","9,586083","0,315974","0,40866",
06/03/2009 14.00,"1,840457","21,077122","10,877459","0,306345","0,31273","12,69841"
06/03/2009 15.00,"1,657496","16,140849","6,846275","0,295808","0,27244",
06/03/2009 16.00,"1,803219","15,959272","6,790468","0,288311","0,525694","8,791209"
06/03/2009 17.00,"1,717102","17,061701","8,144146","0,231919","0,298341",
06/03/2009 18.00,"1,496842","22,365027","12,911229","0,334008","0,350144","5,372406"
06/03/2009 19.00,"1,725268","22,134152","12,656841","0,321932","0,371247",
06/03/2009 20.00,"1,620928","20,270411","10,820356","0,295414","0,279155","6,349206"
06/03/2009 21.00,"1,737702","23,494694","13,675673","0,328247","0,355899",
06/03/2009 22.00,"1,711007","37,719896","24,589467","0,278525","0,296422","15,14041"
06/03/2009 23.00,"1,66609","21,029131","10,76325","0,346755","0,302178",
07/03/2009 0.00,"1,656704","23,065392","12,967031","0,28622","0,358777","8,791209"
07/03/2009 1.00,"1,870565","12,492459","2,541233","0,276788","0,275319",
07/03/2009 2.00,"1,857339",,,"0,320353","0,352062","6,837607"
07/03/2009 3.00,,"11,588469","2,633382",,"0,434561",
07/03/2009 4.00,"0,495855","16,366523","6,711296","0,401686","0,307934","7,814408"
07/03/2009 5.00,"0,505344","19,349554","9,523786","0,417312",,
07/03/2009 6.00,"0,519032","28,886208","18,825635","0,297191","0,622583","11,23321"
07/03/2009 7.00,"0,657915","44,330578","24,715371","0,544619","0,49212",
07/03/2009 8.00,"0,648242","51,6118","35,03604","0,405948","0,659037","7,814408"
07/03/2009 9.00,"0,555714","43,422706","27,337068","0,476309","0,375086",
07/03/2009 10.00,"0,574877","28,59568","16,215611","0,421259","0,406741","5,372406"
07/03/2009 11.00,"0,559547","43,141238","24,046956","0,683762","0,439358",
07/03/2009 12.00,"0,627984","44,233317","24,976245","0,666398","0,443195","6,349206"
07/03/2009 13.00,"0,694415","27,770805","14,397292","0,443988","0,2993",
07/03/2009 14.00,"0,574147","44,505682","30,063886","0,583488","0,705082","6,349206"
07/03/2009 15.00,"0,557175","23,508957","12,908634","0,369326","0,347266",
07/03/2009 16.00,"0,584914","11,840081","3,008469","0,235234","0,304097","9,76801"
07/03/2009 17.00,"0,47432","10,338186","2,033766","0,241389","0,268604",
07/03/2009 18.00,"0,576519","11,884179","3,654809","0,272566","0,315608","14,65201"
07/03/2009 19.00,"0,526697","15,532569","7,136999","0,28685","0,410579",
07/03/2009 20.00,"0,438549","13,153915","4,686616","0,250033","0,278195","9,27961"
07/03/2009 21.00,"0,403509","13,631204","5,047424","0,281246","0,247499",
07/03/2009 22.00,"0,380332","23,05761","14,062437","0,387322","0,523776","6,837607"
07/03/2009 23.00,"0,443112","31,489245","20,902213","0,542172","1,786209",
08/03/2009 0.00,"1,253415","32,212955","20,318174","0,63029","1,178975","11,72161"
08/03/2009 1.00,"1,797631","32,372472","20,815254","0,729025","5,264617",
08/03/2009 2.00,"1,691233","33,111747","19,468079","0,557523","1,15883","20,51281"
08/03/2009 3.00,"1,967722","26,028972","14,203907","0,59805","0,565026",
08/03/2009 4.00,"1,895816","35,9599","18,28961","0,77117","1,983824","33,699631"
08/03/2009 5.00,"2,787333","20,659503","10,210349","0,459616","0,454707",
08/03/2009 6.00,"3,269863","46,680696","24,666042","0,877916","3,126345","28,81562"
08/03/2009 7.00,"3,253439","37,872932","21,917159","0,977242","4,902963",
08/03/2009 8.00,"10,513857","45,366864","21,266908","1,27889","7,970791","30,28083"
08/03/2009 9.00,"19,104162","45,47841","20,540118","0,960786","2,880765",
08/03/2009 10.00,"14,12372","30,629321","11,910563","0,744927","0,890227","34,18803"
08/03/2009 11.00,"5,010738","13,445736","3,493872","0,313843","0,502671",
08/03/2009 12.00,"6,861293","17,327582","6,590595","0,498131","0,465259","30,76923"
08/03/2009 13.00,"3,831783","13,441845","4,366042","0,345847","0,330957",
08/03/2009 14.00,"3,096305","11,783015","3,295298","0,336218","0,330957","29,30402"
08/03/2009 15.00,"5,071874","11,837486","3,591212","0,333693","0,345346",
08/03/2009 16.00,"5,671389","15,05139","6,494552","0,495961","0,356859","18,07081"
08/03/2009 17.00,"12,141759","22,215871","13,107209","0,561034","0,384679",
08/03/2009 18.00,"18,160619","30,188377","19,932715","0,966666","0,438399","16,11721"
08/03/2009 19.00,"5,181375","14,454782","6,480276","0,3112","0,296422",
08/03/2009 20.00,"2,068827","15,948897","7,618509","0,315935","0,376045","20,51281"
08/03/2009 21.00,"1,651083","19,055151","10,488101","0,391189","0,292585",
08/03/2009 22.00,"1,273307","24,180776","15,103331","0,409933","0,370288","14,65201"
08/03/2009 23.00,"0,93495","37,128457","26,886715","0,553458","0,522816",
09/03/2009 0.00,"0,847168","50,618325","38,849202","0,674804","1,21351","19,0476"
09/03/2009 1.00,"0,573052","56,382048","41,507223","0,570505","0,664793",
09/03/2009 2.00,"0,389639",,,"0,433413","0,451829","23,44322"
09/03/2009 3.00,,"29,337555","20,198769",,"0,770315",
09/03/2009 4.00,"1,591912","28,904372","19,51999","0,440201","0,539125","15,62881"
09/03/2009 5.00,"1,406988","40,686058","25,599213","0,341703",,
09/03/2009 6.00,"1,761984","58,313245","27,352631","0,333574","0,849936","16,11721"
09/03/2009 7.00,"1,453405","116,573355","32,210584","0,462181","0,790461",
09/03/2009 8.00,"1,753072","141,471381","39,599355","0,589604","0,992871","10,74481"
09/03/2009 9.00,"2,299305","79,805444","36,084717","0,565612","0,815401",
09/03/2009 10.00,"3,186795","61,180862","37,404666","0,569203","0,715635","19,53602"
09/03/2009 11.00,"3,323075","27,642414","17,501799","0,378325","0,429765",
09/03/2009 12.00,"2,413675","22,575137","13,000781","0,313961","0,61299","25,39682"
09/03/2009 13.00,"2,316386","20,590767","11,508227","0,299399","0,594763",
09/03/2009 14.00,"1,855189","18,158943","9,484848","0,233182","0,424968","20,02442"
09/03/2009 15.00,"1,653182","15,58704","7,034468","0,179988","0,421131",
09/03/2009 16.00,"1,456004","15,236858","6,872233","0,188668","0,447032","22,954821"
09/03/2009 17.00,"1,289645","14,686942","6,355679","0,182828","0,49212",
09/03/2009 18.00,"1,21278","32,301136","20,366183","0,184486","0,656159","29,79241"
09/03/2009 19.00,"1,372454","50,670197","34,638898","0,232709","0,495956",
