, TARANTO,,,,,
,TA V.Archimede,,,,,
,SO2,NOX,NO2,CO,H2S,PM10
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3 293K,ug/m3


01/08/2009 13.00,"1,258265","18,184879","11,910563","0,492474","0,326161",
01/08/2009 14.00,"1,201237","15,983916","9,776872","0,418347","0,247499","51,770451"
01/08/2009 15.00,"1,00188","17,563631","11,157806","0,388075","0,259011",
01/08/2009 16.00,"0,799732","16,015044","10,067594","0,318475","0,27148","46,88644"
01/08/2009 17.00,"1,018018","10,740246","5,03185","0,379178","0,262846",
01/08/2009 18.00,"0,807498","12,66755","6,844977","0,377327","0,207208","47,863232"
01/08/2009 19.00,"0,765636","18,221197","12,307712","0,344968","0,308893",
01/08/2009 20.00,"0,705938","37,265969","31,125562","0,437676","0,356859","39,072041"
01/08/2009 21.00,"0,802523","47,300661","40,867372","0,469996","0,319446",
01/08/2009 22.00,"0,853121","24,636023","18,492079","0,439802","0,234069","42,490841"
01/08/2009 23.00,"0,677061","43,381194","36,721986","0,554949","0,533369",
02/08/2009 0.00,"0,865619","38,940366","31,966574","0,536092","0,5727","40,537231"
02/08/2009 1.00,"0,870715","29,629384","23,409706","0,538376","0,388515",
02/08/2009 2.00,"0,682642",,,"0,48712","0,294504","44,932831"
02/08/2009 3.00,,"25,121098","18,571245",,"0,720431",
02/08/2009 4.00,"0,591873","23,318292","16,898294","0,274728","0,238865","42,490841"
02/08/2009 5.00,"0,401384","21,706151","15,347333","0,224792",,
02/08/2009 6.00,"0,627249","29,934175","22,340267","0,300322","1,163626","35,653221"
02/08/2009 7.00,"0,497082","20,922785","13,79508","0,245181","1,214468",
02/08/2009 8.00,"0,511142","22,457108","14,61793","0,340474","0,960256","34,67643"
02/08/2009 9.00,"0,751066","15,383416","7,710658","0,386889","0,617787",
02/08/2009 10.00,"0,531551","17,903437","9,199316","0,203685","0,641769","41,514042"
02/08/2009 11.00,"0,599582","15,306894","7,735319","0,14572","0,5986",
02/08/2009 12.00,"0,57373","10,943873","3,462724","0,186047","0,571741","40,537231"
02/08/2009 13.00,"0,657182","9,313576","1,900084","0,193601","0,614909",
02/08/2009 14.00,"0,610467","7,97769","1,387426","0,114029","0,511305","46,398041"
02/08/2009 15.00,"0,531551","6,217696","0,259575","0,13121","0,508427",
02/08/2009 16.00,"0,704351","6,540642","0,429596","0,157832","0,479647","42,002441"
02/08/2009 17.00,"0,683488","7,007554","1,157703","0,158116","0,494037",
02/08/2009 18.00,"0,69528","8,470542","2,469851","0,245455","0,477729","32,722832"
02/08/2009 19.00,"0,522481","9,611878","2,994192","0,257704","0,366452",
02/08/2009 20.00,"0,649019","9,927044","2,955256","0,219588","0,411538","37,118431"
02/08/2009 21.00,"0,735645","9,325248","1,718383","0,235829","0,43648",
02/08/2009 22.00,"0,571009","10,941278","2,490617","0,240642","0,57366","45,909641"
02/08/2009 23.00,"0,780545","17,101907","8,346616","0,251795","0,662874",
03/08/2009 0.00,"0,493453","26,808457","18,950229","0,309988","0,520898","49,328442"
03/08/2009 1.00,"0,480754","45,148972","36,94133","0,35018","0,591887",
03/08/2009 2.00,"0,424969","28,328516","20,980088","0,289796","0,533369","42,490841"
03/08/2009 3.00,"0,486197","20,825522","13,438161","0,3004","0,538165",
03/08/2009 4.00,"0,443565","26,048437","18,437568","0,365992","0,542003","30,28083"
03/08/2009 5.00,"0,393675","32,043055","24,196206","0,388964","0,561187",
03/08/2009 6.00,"0,605025","56,040947","38,248277","0,494002","0,567902","38,09523"
03/08/2009 7.00,"0,439936","21,244441","11,334309","0,436004","0,589968",
03/08/2009 8.00,"0,521574","25,315645","12,246711","0,458507","0,751129","37,606831"
03/08/2009 9.00,"0,460799","32,450292","19,207186","0,527267","0,811564",
03/08/2009 10.00,"0,590058","30,380321","18,097525","0,461285","0,662874","34,67643"
03/08/2009 11.00,"0,395489","21,935725","11,401799","0,393268","0,594763",
03/08/2009 12.00,"0,815468","18,269186","9,113659","0,426651","0,519938","41,514042"
03/08/2009 13.00,"0,397303","13,386076","5,42251","0,385598","0,498834",
03/08/2009 14.00,"0,388685","10,292791","3,451041","0,403952","0,614909","35,653221"
03/08/2009 15.00,"0,533366","10,569046","4,103871","0,476587","0,557351",
03/08/2009 16.00,"0,601397","8,793488","2,628191","0,434281","0,403863","34,67643"
03/08/2009 17.00,"0,55196","9,192957","2,870893","0,547226","0,391392",
03/08/2009 18.00,"0,705712","11,382249","4,436126","0,585891","0,457585","25,88522"
03/08/2009 19.00,"0,576452","12,649394","5,220041","0,538615","0,444153",
03/08/2009 20.00,"0,569196","12,089101","3,772915","0,440464","0,475812","35,653221"
03/08/2009 21.00,"0,670789","13,283614","4,241447","0,400978","0,555433",
03/08/2009 22.00,"0,599582","22,659436","13,318762","0,405791","0,5986","36,630032"
03/08/2009 23.00,"0,304327","16,562367","7,34985","0,402622","0,580375",
04/08/2009 0.00,"0,4354","17,555849","8,022147","0,403757","0,615868","34,67643"
04/08/2009 1.00,"0,522027","17,964396","8,930657","0,351041","0,618746",
04/08/2009 2.00,"0,414991",,,"0,378084","0,635054","35,653221"
04/08/2009 3.00,,"16,558475","7,695082",,"1,059063",
04/08/2009 4.00,"1,005804","22,870845","14,257126","0,327549","0,536247","27,83882"
04/08/2009 5.00,"0,84151","25,179453","18,231202","0,2036",,
04/08/2009 6.00,"1,048244","36,454038","27,625188","0,340417",,"32,722832"
04/08/2009 7.00,"0,811273","31,124797","21,059265","0,445669",,
04/08/2009 8.00,"1,009083","22,502499","13,920977","0,441022",,"26,37361"
04/08/2009 9.00,"0,923839","33,607204","22,606321","0,621717",,
04/08/2009 10.00,"1,09542","48,777891","36,071753","0,655137",,"29,30402"
04/08/2009 11.00,"1,067915","23,543966","15,651033","0,514736",,
04/08/2009 12.00,"1,185581","19,004569","10,912503","0,435644",,"45,421242"
04/08/2009 13.00,"1,071012","11,022988","4,333596","0,355438",,
04/08/2009 14.00,"1,102523","8,737717","2,294637","0,318369",,"46,398041"
04/08/2009 15.00,"1,04879","10,864756","4,429637","0,318523",,
04/08/2009 16.00,"1,001797","20,449393","13,330441","0,417935",,"30,28083"
04/08/2009 17.00,"1,058262","14,389933","7,545828","0,357012",,
04/08/2009 18.00,"1,125655","18,196555","10,761948","0,352672",,"44,444431"
04/08/2009 19.00,"0,948065","16,188838","9,670445","0,290558",,
04/08/2009 20.00,"1,075748","9,749359","3,017553","0,261939",,"42,002441"
04/08/2009 21.00,"1,189224","9,86479","3,148638","0,279763",,
04/08/2009 22.00,"1,288311","9,454945","2,818978","0,276883",,"42,002441"
04/08/2009 23.00,"0,845516","8,981549","2,334871","0,317907",,
05/08/2009 0.00,"0,993965","8,299342","1,667765","0,329969",,"23,93162"
05/08/2009 1.00,"0,61055","14,84647","8,076659","0,480895",,
05/08/2009 2.00,"1,42419","45,158056","35,836845","1,477025",,"16,11721"
05/08/2009 3.00,"1,016186","34,006658","25,841922","0,907243",,
05/08/2009 4.00,"1,301425","28,176761","20,996971","0,716137",,"21,001221"
05/08/2009 5.00,"1,070102","25,101635","17,988502","0,539743",,
05/08/2009 6.00,"1,219824","32,27777","24,039174","0,483892",,"31,25762"
05/08/2009 7.00,"1,168642","40,376105","28,541494","0,546965",,
05/08/2009 8.00,"1,086495","44,316315","30,832243","0,814629",,"28,81562"
05/08/2009 9.00,"1,045876","18,98252","11,040993","0,60082",,
05/08/2009 10.00,"1,069554","21,030431","13,227908","0,538284",,"28,81562"
05/08/2009 11.00,"1,035494","27,385613","18,669883","0,712027",,
05/08/2009 12.00,"1,16937","30,561903","21,096893","0,777828",,"30,28083"
05/08/2009 13.00,"1,05899","33,914557","23,381158","1,242897",,
05/08/2009 14.00,"1,024018","22,258661","14,233761","0,831031",,"24,908421"
05/08/2009 15.00,"1,189588","21,812517","13,940435","0,73058",,
05/08/2009 16.00,"1,083398","9,548327","3,026639","0,348023",,"25,39682"
05/08/2009 17.00,"0,838413","8,589863","2,197297","0,364004",,
05/08/2009 18.00,"1,064819","8,867416","2,550319","0,347294",,"22,46641"
05/08/2009 19.00,"0,924568","9,910182","3,480893","0,298125",,
05/08/2009 20.00,"1,223649","11,183812","4,752808","0,366193",,"29,79241"
05/08/2009 21.00,"1,265725","10,715605","4,168766","0,409101",,
05/08/2009 22.00,"1,137313","9,975031","3,478297","0,328318",,"30,28083"
05/08/2009 23.00,"1,124563","9,179988","2,698275","0,329009",,
06/08/2009 0.00,"0,991779","34,696661","26,156007","0,656711",,"24,908421"
06/08/2009 1.00,"1,285396","25,722881","18,694551","0,416285",,
06/08/2009 2.00,"1,383573",,,"0,388665",,"21,48962"
06/08/2009 3.00,,"33,020966","24,618013",,,
06/08/2009 4.00,"1,315918","21,269087","14,446607","0,374593",,"24,908421"
06/08/2009 5.00,"1,359032","34,546206","27,022983","0,423373",,
06/08/2009 6.00,"0,8674","46,531558","35,245005","0,539632",,"33,699631"
06/08/2009 7.00,"1,245719","47,454977","32,720647","0,581062",,
06/08/2009 8.00,"1,009255","25,939491","16,285696","0,621198",,"30,76923"
06/08/2009 9.00,"0,801939","15,801043","8,141552","0,238647",,
06/08/2009 10.00,"0,953631","13,596186","6,438742","0,174901",,"44,444431"
06/08/2009 11.00,"0,72834","13,152619","5,966318","0,227642",,
06/08/2009 12.00,"0,908208","12,000907","4,995509","0,26161",,"50,305241"
06/08/2009 13.00,"0,880518","11,397812","4,598362","0,227947",,
06/08/2009 14.00,"0,943793","15,065657","7,894955","0,370327",,"49,816841"
06/08/2009 15.00,"0,932619","10,2033","3,868957","0,19535",,
06/08/2009 16.00,"0,864365","8,552252","2,501001","0,138726",,"44,932831"
06/08/2009 17.00,"0,823678","9,28115","3,109702","0,20864",,
06/08/2009 18.00,"0,923632","7,928406","1,970169","0,187658",,"40,537231"
06/08/2009 19.00,"0,714995","11,105621","4,845243","0,201519",,
06/08/2009 20.00,"0,803639","10,744138","4,451702","0,20963",,"28,327221"
06/08/2009 21.00,"0,821492","11,13323","4,829383","0,20925",,
06/08/2009 22.00,"1,030509","18,279561","11,211016","0,445231",,"22,954821"
06/08/2009 23.00,"1,110059","43,299475","35,774531","0,719788",,
07/08/2009 0.00,"0,808133","32,762845","25,841922","0,475579",,"32,722832"
07/08/2009 1.00,"0,908937","18,562301","12,126013","0,199844",,
07/08/2009 2.00,"0,831936","23,669775","16,951502","0,261762",,"38,09523"
07/08/2009 3.00,"0,86825","32,072883","25,157942","0,492564",,
07/08/2009 4.00,"0,92436","44,558853","36,319644","0,836655",,"26,37361"
07/08/2009 5.00,"1,152445","23,983649","17,238328","0,280801",,
07/08/2009 6.00,"0,985937","36,431992","28,069077","0,391157",,"38,09523"
07/08/2009 7.00,"0,694454","43,079005","32,140488","0,458788",,
07/08/2009 8.00,"0,674294","42,651003","29,49933","0,648235",,"41,025631"
07/08/2009 9.00,"0,708058","13,889301","6,597084","0,264961",,
07/08/2009 10.00,"0,730283","13,948963","6,63602","0,331753",,"39,56044"
07/08/2009 11.00,"0,788701","13,618233","6,45951","0,38019",,
07/08/2009 12.00,"0,726396","10,212377","3,461425","0,284876",,"41,025631"
07/08/2009 13.00,"0,603853","15,398979","7,696381","0,507073",,
07/08/2009 14.00,"0,703928","9,805127","3,207041","0,364387",,"25,88522"
07/08/2009 15.00,"0,647575","8,530202","2,315403","0,25685",,
07/08/2009 16.00,"0,772062","7,877824","1,887106","0,296415",,"26,37361"
07/08/2009 17.00,"0,923875","7,134656","1,312148","0,273796",,
07/08/2009 18.00,"0,853677","6,470605","0,715126","0,282973",,"24,42001"
07/08/2009 19.00,"1,020792","8,025679","2,061021","0,264085",,
07/08/2009 20.00,"1,117588","8,726044","2,603532","0,280345",,"20,51281"
07/08/2009 21.00,"1,078604","9,192957","2,850126","0,337046",,
07/08/2009 22.00,"0,942336","28,947164","20,560883","0,917157",,"27,35042"
07/08/2009 23.00,"0,994195","17,861934","11,551059","0,39786",,
08/08/2009 0.00,"0,877845","29,1015","22,484316","0,516936",,"26,86202"
08/08/2009 1.00,"0,872745","21,141977","14,588076","0,301365",,
08/08/2009 2.00,"0,91841",,,"0,295843",,"30,28083"
08/08/2009 3.00,,"16,55329","10,019574",,,
08/08/2009 4.00,"0,781595","14,162964","7,663935","0,257969",,"27,83882"
08/08/2009 5.00,"0,719353","18,245838","11,676947","0,218213",,
08/08/2009 6.00,"0,916187","26,573702","19,752298","0,263081","1,670134","33,699631"
08/08/2009 7.00,"0,893221","31,490543","23,447352","0,328852","1,302725",
08/08/2009 8.00,"1,175997","36,695295","26,537584","0,547102","1,496502","30,76923"
08/08/2009 9.00,"1,128108","30,931532","19,834075","0,996059","1,004384",
08/08/2009 10.00,"1,136416","22,035589","13,59261","0,728849","0,883511","31,746031"
08/08/2009 11.00,"0,988294","9,71434","2,988999","0,346118","0,814442",
08/08/2009 12.00,"0,830948","12,347198","5,62368","0,34396","0,88639","36,630032"
08/08/2009 13.00,"0,930388","15,950193","8,843702","0,317304","0,779908",
08/08/2009 14.00,"1,028393","13,288803","6,404999","0,339832","0,85953","28,81562"
08/08/2009 15.00,"0,930786","12,126712","5,443276","0,306171","0,767436",
08/08/2009 16.00,"0,918263","9,480885","2,668425","0,271753","0,810605","32,722832"
08/08/2009 17.00,"1,11858","9,11384","2,49451","0,23476","0,823076",
08/08/2009 18.00,"0,913713","15,500143","8,76583","0,305754","0,921883","27,35042"
08/08/2009 19.00,"1,112624","21,069341","14,015717","0,291063","0,892145",
08/08/2009 20.00,"0,895359","32,336164","25,438279","0,263347","1,115661","24,908421"
08/08/2009 21.00,"0,876851","23,171738","16,377841","0,284701","1,169382",
08/08/2009 22.00,"1,256654","42,469419","34,797233","0,416091","0,827872","29,30402"
08/08/2009 23.00,"0,773532","20,716576","14,157188","0,262323","0,738658",
09/08/2009 0.00,"0,70564","22,097844","15,543314","0,329382","0,653281","30,76923"
09/08/2009 1.00,"0,852235","19,126482","12,545224","0,371411","0,835547",
09/08/2009 2.00,"0,858129","20,280774","13,64712","0,403406","1,000545","23,93162"
09/08/2009 3.00,"1,012696","24,781279","17,761376","0,403104","0,922844",
09/08/2009 4.00,"0,712695","21,569979","14,964464","0,37728","0,83075","20,02442"
09/08/2009 5.00,"1,031264","26,914803","19,941795","0,457515","0,888309",
09/08/2009 6.00,"0,721979","36,092194","26,789357","0,436765","0,710838","15,62881"
09/08/2009 7.00,"0,738777","27,611286","19,487544","0,454069","0,782786",
09/08/2009 8.00,"0,907697","21,510324","13,522526","0,526844","0,94011","27,35042"
09/08/2009 9.00,"0,871873","26,381756","16,684148","0,541346","0,949703",
09/08/2009 10.00,"1,076311","17,947535","10,048126","0,445587","0,759763","29,30402"
09/08/2009 11.00,"0,943368","15,338022","7,878084","0,394432","0,801012",
09/08/2009 12.00,"0,886624","10,742841","3,236893","0,439529","0,715635","36,630032"
09/08/2009 13.00,"0,873828","9,597612","2,170042","0,414993","0,740577",
09/08/2009 14.00,"0,853029","7,941375","0,922787","0,365579","0,823076","38,09523"
09/08/2009 15.00,"0,823283","7,993255","1,19534","0,332789","0,756885",
09/08/2009 16.00,"1,121817","15,951492","8,741169","0,348995","1,118539","40,04884"
09/08/2009 17.00,"1,007565","18,082419","10,554292","0,347898","1,018772",
09/08/2009 18.00,"0,866864","23,927876","16,646501","0,41238","1,19816","24,908421"
09/08/2009 19.00,"0,993332","32,830319","25,379888","0,538696","1,399614",
09/08/2009 20.00,"0,991958","14,574103","7,845637","0,457476","0,816362","33,211231"
09/08/2009 21.00,"1,236131","15,100675","8,364785","0,35797","0,62642",
09/08/2009 22.00,"1,299075","21,708751","14,983932","0,437219","1,148279","30,28083"
09/08/2009 23.00,"0,826795","36,035139","28,772522","0,527222","0,872001",
10/08/2009 0.00,"0,960257","25,988764","18,911292","0,567284","0,751129","26,86202"
10/08/2009 1.00,"1,048245","28,720189","21,718579","0,690683","0,835547",
10/08/2009 2.00,"0,885463",,,"0,559445","0,577496","29,30402"
10/08/2009 3.00,,"44,538088","34,241738",,"1,310399",
10/08/2009 4.00,"0,771455","40,27624","28,309186","0,325042","0,755926","16,11721"
10/08/2009 5.00,"1,029859","50,964608","36,076953","0,367164",,
10/08/2009 6.00,"1,178423","75,639559","35,909519","0,412838","1,805395","21,001221"
10/08/2009 7.00,"0,958008","46,731285","30,850408","0,373549","1,358363",
10/08/2009 8.00,"1,097461","41,897465","27,443489","0,325268","1,113744","33,699631"
10/08/2009 9.00,"1,107312","27,333741","18,274036","0,298408","0,920924",
10/08/2009 10.00,"0,950681","24,925251","16,995629","0,21201","0,905576","44,932831"
10/08/2009 11.00,"1,037369","21,86957","14,176655","0,238606","0,860489",
10/08/2009 12.00,"1,179532","22,093962","14,717868","0,240569","0,957378","28,81562"
10/08/2009 13.00,"1,063044","22,257381","14,952776","0,192479","0,793337",
10/08/2009 14.00,"1,141852","17,196587","10,16753","0,1296","0,577496","37,606831"
10/08/2009 15.00,"1,193138","11,890663","5,195382","0,095234","0,740577",
10/08/2009 16.00,"1,131631","10,094354","3,514638","0,128109","0,820198","28,81562"
10/08/2009 17.00,"1,217889","10,39136","3,779404","0,120714","0,580375",
10/08/2009 18.00,"1,287031","13,380887","6,573721","0,086712","0,664793","20,51281"
10/08/2009 19.00,"1,216842","14,319897","7,133106","0,118636","0,689735",
10/08/2009 20.00,"1,083978","15,804932","8,393339","0,10208","0,758802","25,88522"
10/08/2009 21.00,"1,014282","20,872214","13,32265","0,123335","0,75017",
10/08/2009 22.00,"1,021116","33,397094","25,843222","0,180013","0,632176","24,908421"
10/08/2009 23.00,"1,093213","30,233767","22,65435","0,188738","0,624502",
11/08/2009 0.00,"0,927285","28,198806","21,050183","0,206457","0,547758","28,81562"
11/08/2009 1.00,"1,073387","18,610288","11,893699","0,175744","0,497874",
11/08/2009 2.00,"1,114761","28,690362","21,571928","0,272265","0,578455","20,51281"
11/08/2009 3.00,"0,831915","16,649264","9,915744","0,26286","0,57366",
11/08/2009 4.00,"0,920759","21,646497","14,868423","0,249599","0,568862","12,21001"
11/08/2009 5.00,"0,912939","25,677491","18,81005","0,2295","0,397148",
11/08/2009 6.00,"0,85999","90,265537","41,72397","0,457189","0,727146","20,02442"
11/08/2009 7.00,"1,140866","83,9337","42,152274","0,528665","0,835547",
11/08/2009 8.00,"1,243317","30,183174","19,434332","0,458058","0,864326","18,07081"
11/08/2009 9.00,"1,211424","39,941623","28,152134","0,48726","0,895023",
11/08/2009 10.00,"1,064521","35,061109","23,520027","0,31843","0,478688","32,234421"
11/08/2009 11.00,"1,138588","17,946239","10,674991","0,236716","0,570782",
11/08/2009 12.00,"1,037555","19,764591","12,3194","0,338868","0,642729","37,606831"
11/08/2009 13.00,"1,026657","15,496254","8,401127","0,276761","0,476771",
11/08/2009 14.00,"0,922852","11,099508","4,490638","0,263161","0,539125","38,09523"
11/08/2009 15.00,"1,19831","10,300573","3,750851","0,254964","0,426887",
11/08/2009 16.00,"1,168511","11,672772","5,078574","0,309137","0,51802","30,28083"
11/08/2009 17.00,"0,929686","12,666254","4,135021","0,339624","0,541043",
11/08/2009 18.00,"1,22811","16,181055","7,652254","0,258665","0,520898","29,79241"
11/08/2009 19.00,"1,148809","15,277065","7,157765","0,172514","0,590927",
11/08/2009 20.00,"1,008125","33,013183","24,7543","0,212796","0,471014","39,072041"
11/08/2009 21.00,"1,017606","34,237533","26,184552","0,399011","0,785663",
11/08/2009 22.00,"0,954437","32,144219","23,926269","0,461873","1,301765","34,67643"
11/08/2009 23.00,"0,988853","25,979681","17,749699","0,304","0,496915",
12/08/2009 0.00,"0,835117","14,308224","6,671063","0,328328","0,377004","32,722832"
12/08/2009 1.00,"0,802978","11,345933","3,883234","0,1952","0,400985",
12/08/2009 2.00,"0,872058",,,"0,302148","0,488281","29,79241"
12/08/2009 3.00,,"13,856878","6,298573",,"0,835547",
12/08/2009 4.00,"0,819476","19,084982","11,36935","0,292849","0,972727","18,55921"
12/08/2009 5.00,"0,589509","21,838442","14,219478","0,168897",,
12/08/2009 6.00,"0,656654","24,07055","16,116975","0,315604","2,240916","29,30402"
12/08/2009 7.00,"0,65284","32,116973","21,545965","0,971144","1,262434",
12/08/2009 8.00,"0,700383","43,758624","29,736838","0,732855","1,924348","36,630032"
12/08/2009 9.00,"0,762784","14,77254","7,213574","0,085538","0,840343",
12/08/2009 10.00,"0,579027","12,878958","5,509468","0,063318","0,7636","40,04884"
12/08/2009 11.00,"0,549006","11,34723","4,260913","0,15155","0,637932",
12/08/2009 12.00,"0,768738","12,349791","5,013679","0,192414","0,636973","30,76923"
12/08/2009 13.00,"0,802915","10,024318","3,112298","0,176859","0,568862",
12/08/2009 14.00,"1,106043","11,637753","4,694403","0,206945","0,566945","22,954821"
12/08/2009 15.00,"0,996379","10,365422","3,696339","0,193156","0,564067",
12/08/2009 16.00,"0,850615","10,956842","4,212893","0,191616","0,482527","17,094"
12/08/2009 17.00,"0,883365","9,515903","3,499063","0,117352","0,496915",
12/08/2009 18.00,"0,705036","10,537919","4,462084","0,217675","0,565026","21,001221"
12/08/2009 19.00,"0,750036","10,256474","4,164871","0,180088","0,496915",
12/08/2009 20.00,"0,827075","12,618267","6,469892","0,200891","0,469095","12,21001"
12/08/2009 21.00,"0,803194","14,344539","8,050701","0,257665","0,434561",
12/08/2009 22.00,"1,134638","12,873769","6,499742","0,260368","0,443195","17,582411"
12/08/2009 23.00,"1,728521","12,011283","5,858596","0,229016","0,561187",
13/08/2009 0.00,"1,308564","21,607587","15,322676","0,454163","0,719472","21,97802"
13/08/2009 1.00,"1,46081","18,795756","12,393379","0,275051","0,717553",
13/08/2009 2.00,"1,214406","17,733534","11,221402","0,195972","0,742495","18,07081"
13/08/2009 3.00,"1,280899","18,18099","11,519903","0,112123","0,906536",
13/08/2009 4.00,"1,110851","16,871047","10,151955","0,168787","1,034121","18,55921"
13/08/2009 5.00,"1,482303","21,799534","15,042331","0,251892","1,345894",
13/08/2009 6.00,"1,403218","28,359643","21,092993","0,253798","1,246125","16,60561"
13/08/2009 7.00,"1,464625","43,23594","32,862116","0,258379","1,057144",
13/08/2009 8.00,"1,733266","44,97129","33,71611","0,275314","1,084964","34,18803"
13/08/2009 9.00,"1,327389","33,956087","24,802329","0,223608","0,970808",
13/08/2009 10.00,"1,395404",,,,,"37,606831"
13/08/2009 11.00,"1,384919","25,431071","17,465456","0,233746","0,526654",
13/08/2009 12.00,"1,537476","21,536251","14,079312","0,240805","0,424968","36,630032"
13/08/2009 13.00,"1,514247","15,164226","8,092232","0,254248","0,391392",
13/08/2009 14.00,"1,5171","13,144837","6,268723","0,190377","0,454707","24,908421"
13/08/2009 15.00,"1,329249","12,319962","5,708043","0,111702","0,526654",
13/08/2009 16.00,"1,406847","9,029536","2,707361","0,120619","0,424968","23,44322"
13/08/2009 17.00,"1,37639","10,439347","4,132425","0,120459","0,343428",
13/08/2009 18.00,"1,577576","14,1474","7,765169","0,149964","0,486363","23,44322"
13/08/2009 19.00,"1,415189","17,516939","11,349891","0,155268","0,389474",
13/08/2009 20.00,"1,739934","15,898315","9,300551","0,26067","0,497874","21,97802"
13/08/2009 21.00,"1,494863","14,168151","7,002019","0,257891","0,433602",
13/08/2009 22.00,"1,639604","23,581575","16,222101","0,132955","0,568862","19,53602"
13/08/2009 23.00,"1,315139","42,897421","35,222941","0,127415","0,605316",
14/08/2009 0.00,"1,531956","32,900339","25,734199","0,186847","0,565026","25,39682"
14/08/2009 1.00,"1,49995","22,302772","15,409635","0,098118","0,565985",
14/08/2009 2.00,"1,604558",,,"0,154996","0,443195","14,65201"
14/08/2009 3.00,,"22,458408","15,330459",,"0,725228",
14/08/2009 4.00,"0,774529","19,955238","12,846332","0,300804","0,53145","17,094"
14/08/2009 5.00,"1,034624","26,157383","18,606288","0,216672",,
14/08/2009 6.00,"1,133971","26,421966","18,493372","0,256326","1,898447","11,23321"
14/08/2009 7.00,"0,712698","21,540151","12,848926","0,255428","1,104151",
14/08/2009 8.00,"1,020743","22,981091","11,693822","0,288984","0,955459","16,60561"
14/08/2009 9.00,"1,136157","27,119731","15,235718","0,30174","0,91421",
14/08/2009 10.00,"0,878154","20,865712","11,548466","0,241582","0,965052","22,954821"
14/08/2009 11.00,"1,085282","18,037027","9,092892","0,155958","0,984237",
14/08/2009 12.00,"1,16678","19,003273","10,380374","0,187232","0,852814","23,44322"
14/08/2009 13.00,"0,945525","15,225185","7,657445","0,217345","0,760722",
14/08/2009 14.00,"0,812139","12,314775","4,983829","0,219216","0,79142","16,60561"
14/08/2009 15.00,"0,890896","9,873868","2,952659","0,184837","0,566945",
14/08/2009 16.00,"1,055059","9,043804","2,146681","0,167143","0,661915","30,76923"
14/08/2009 17.00,"1,050104","9,460134","2,050637","0,13128","0,754007",
14/08/2009 18.00,"0,970855","9,946499","2,319298","0,155284","0,622583","24,42001"
14/08/2009 19.00,"1,254955","10,697447","3,040914","0,07982","0,698368",
14/08/2009 20.00,"0,983349","16,845107","9,331701","0,082921","0,568862","33,211231"
14/08/2009 21.00,"0,981288","12,392593","4,925425","0,207318","0,602438",
14/08/2009 22.00,"1,12083","10,694854","3,279722","0,234404","0,665752","18,07081"
14/08/2009 23.00,"1,112058","12,696085","5,201871","0,256064","0,519938",
15/08/2009 0.00,"1,008156","11,147497","3,893616","0,305892","0,546799","30,28083"
15/08/2009 1.00,"1,191647","9,601504","2,456872","0,266201","0,459503",
15/08/2009 2.00,"1,221593","12,067053","5,044829","0,288946","0,644647","26,37361"
15/08/2009 3.00,"0,997261","15,928145","8,987765","0,306903","0,534328",
15/08/2009 4.00,"0,887357","8,975063","2,310212","0,261227","0,497874","21,48962"
15/08/2009 5.00,"0,816817","11,319993","4,61783","0,287188","0,447992",
15/08/2009 6.00,"0,79955","26,136618","18,315566","0,420176","0,663833","22,46641"
15/08/2009 7.00,"1,067247","19,253573","11,809334","0,467161","0,621624",
15/08/2009 8.00,"0,986458","16,86067","8,965701","0,514484","0,551594","12,69841"
15/08/2009 9.00,"0,920472","22,3352","14,244148","0,582568","0,677262",
15/08/2009 10.00,"1,067616","22,118589","14,641296","0,593491","0,701245","12,69841"
15/08/2009 11.00,"1,223624","14,03067","7,029275","0,558214","0,609154",
15/08/2009 12.00,"1,250554","11,211048","4,363446","0,541717","0,40866","21,97802"
15/08/2009 13.00,"1,26785","11,580688","4,626914","0,567192","0,494037",
15/08/2009 14.00,"1,126431","8,815536","2,185617","0,462934","0,431683","22,46641"
15/08/2009 15.00,"1,027176","7,335688","0,935765","0,392195","0,546799",
15/08/2009 16.00,"1,197617","9,655977","3,256361","0,306528","0,452787","28,81562"
15/08/2009 17.00,"1,142189","12,884146","6,333617","0,238557","0,53145",
15/08/2009 18.00,"1,288132","7,049056","1,060361","0,188803","0,513223","18,07081"
15/08/2009 19.00,"0,955588","6,849323","0,873468","0,039613","0,317527",
15/08/2009 20.00,"1,079896","12,409454","6,058466","0,068566","0,425928","19,0476"
15/08/2009 21.00,"1,332328","12,351089","6,02732","0,104906","0,429765",
15/08/2009 22.00,"1,136034","15,12402","8,699636","0,058294","0,397148","23,44322"
15/08/2009 23.00,"1,109166","12,356277","5,800191","0,058441","0,431683",
16/08/2009 0.00,"1,096147","14,304333","7,55621","0,23691","0,465259","20,51281"
16/08/2009 1.00,"1,185153","14,553352","7,811893","0,105121","0,485403",
16/08/2009 2.00,"1,157423",,,"0,235243","0,916129","20,51281"
16/08/2009 3.00,,"17,784116","10,80348",,"1,579961",
16/08/2009 4.00,"1,337032","14,504067","7,602936","0,285747","0,623542","25,88522"
16/08/2009 5.00,"1,670018","16,321129","9,351169","0,175264",,
16/08/2009 6.00,"1,30697","12,497648","5,630169","0,26517","1,727693","28,81562"
16/08/2009 7.00,"1,221874","9,977626","3,040914","0,156269","0,828832",
