"NetC","Provincia Bari","","","","","","","","","",""
"Stat","Casamassima","","","","","","","","","",""
,NO2,NOX,PM10
19/06/2011 15.00,"13,17988635","16,63370021",
19/06/2011 16.00,"12,22464924","15,73878861","3,41880298"
19/06/2011 17.00,"12,22011398","16,53642721",
19/06/2011 18.00,"14,37003178","16,43201862","7,57020807"
19/06/2011 19.00,"14,59391551","14,8049659",
19/06/2011 20.00,"15,81262431","15,94046828","4,39560509"
19/06/2011 21.00,"24,11898136","25,81951416",
19/06/2011 22.00,"26,18650344","31,97366856","20,51280975"
19/06/2011 23.00,"18,54593921","23,27615264",
20/06/2011 0.00,"7,71065815","9,45753974","24,17580986"
20/06/2011 1.00,"6,46729602","8,00687284",
20/06/2011 2.00,"6,39007417","7,9536963","21,24542046"
20/06/2011 3.00,"7,16814727","8,72669304",
20/06/2011 4.00,"9,30184941","11,77134081","28,81562042"
20/06/2011 5.00,"16,94501396","30,04570336",
20/06/2011 6.00,"18,98202626","26,26567936","24,17580986"
20/06/2011 7.00,"18,12152874","24,56923824",
20/06/2011 8.00,"16,11697456","24,62824256","31,50181961"
20/06/2011 9.00,"13,81844464","19,63230128",
20/06/2011 10.00,"11,69122801","17,48062443","29,05982971"
20/06/2011 11.00,"15,03194515","21,3378244",
20/06/2011 12.00,,"21,25071368","29,05982971"
20/06/2011 13.00,"14,45309671","21,3494876",
20/06/2011 14.00,"11,02931655","14,94503902","26,37360954"
20/06/2011 15.00,"11,24930362","14,93985176",
20/06/2011 16.00,"9,25382953","14,02937457","18,07081032"
20/06/2011 17.00,"14,20001101","19,02337517",
20/06/2011 18.00,"17,82627197","24,52707864","13,43101025"
20/06/2011 19.00,"26,85620056","33,8905824",
20/06/2011 20.00,"27,24426008","35,76535576","18,80340958"
20/06/2011 21.00,"24,79907976","27,84992432",
20/06/2011 22.00,"14,64388946","15,58833906","11,47741032"
20/06/2011 23.00,"9,61853014","10,53338008",
21/06/2011 0.00,"8,17464893","9,45040607","18,80340958"
21/06/2011 1.00,"6,47183894","7,14179035",
21/06/2011 2.00,,,"14,65200996"
21/06/2011 3.00,"17,11632725","18,23740933",
21/06/2011 4.00,"19,33114216","25,19501672","17,33819962"
21/06/2011 5.00,"19,79772752","21,50772472",
21/06/2011 6.00,"28,1897632","35,46379512","23,93161964"
21/06/2011 7.00,"26,58819552","37,64858016",
21/06/2011 8.00,"23,12288672","33,94570536","24,42000961"
21/06/2011 9.00,"17,22600148","23,36823456",
21/06/2011 10.00,"14,40053774","19,71400104","31,74603081"
21/06/2011 11.00,"20,42524592","28,38364",
21/06/2011 12.00,"16,09360992","23,21582904","19,29179955"
21/06/2011 13.00,"14,49592934","20,649122",
21/06/2011 14.00,"10,59971883","14,17333861","22,95482063"
21/06/2011 15.00,"11,14287406","15,21610708",
21/06/2011 16.00,"12,00531416","15,78353323","20,02441978"
21/06/2011 17.00,"14,24933296","19,39106424",
21/06/2011 18.00,"15,22533248","20,7029448","12,21000957"
21/06/2011 19.00,"16,45571595","21,33717432",
21/06/2011 20.00,"28,0028652","34,7848248","13,91940975"
21/06/2011 21.00,"26,98923752","28,96662792",
21/06/2011 22.00,"18,63808422","21,37543344","12,45421028"
21/06/2011 23.00,"22,2597908","28,78051384",
22/06/2011 0.00,"21,2831412","24,30723688","24,90842056"
22/06/2011 1.00,"13,82881915","15,2394526",
22/06/2011 2.00,"9,3355943","10,55413102","14,16361046"
22/06/2011 3.00,"5,81187007","6,35452818",
22/06/2011 4.00,"19,08845391","31,3906424","11,72161007"
22/06/2011 5.00,"32,53375072","61,77616552",
22/06/2011 6.00,"33,57919408","57,03704408","7,08180714"
22/06/2011 7.00,"34,76088656","59,667306",
22/06/2011 8.00,"25,55833496","45,03614664","31,50181961"
22/06/2011 9.00,"16,92099924","27,97443376",
22/06/2011 10.00,"19,23900288","29,44780184","34,92063141"
22/06/2011 11.00,"12,35248938","19,07006812",
22/06/2011 12.00,"12,36546995","18,49550638","18,55920982"
22/06/2011 13.00,"10,19024109","15,0468511",
22/06/2011 14.00,"10,60100943","14,28033986","12,94260979"
22/06/2011 15.00,"12,07799119","16,03125386",
22/06/2011 16.00,"14,8937305","20,68998144","17,33819962"
22/06/2011 17.00,"12,76651386","17,16870075",
22/06/2011 18.00,"15,96771428","21,43573792","19,78022003"
22/06/2011 19.00,"17,75683769","21,723666",
22/06/2011 20.00,"26,69203624","28,54445832","17,58241081"
22/06/2011 21.00,"40,33461512","48,6080112",
22/06/2011 22.00,"19,9820252","23,97909944","22,95482063"
22/06/2011 23.00,"12,21362274","13,23368047",
23/06/2011 0.00,"7,34985037","8,06718306","21,97801971"
23/06/2011 1.00,"6,20188174","7,00495998",
23/06/2011 2.00,,,"16,60560989"
23/06/2011 3.00,"15,71333606","16,70568318",
23/06/2011 4.00,"15,07153502","16,12269144","23,93161964"
23/06/2011 5.00,"38,1827356","51,97884808",
23/06/2011 6.00,"38,08084512","59,54021536","12,69841003"
23/06/2011 7.00,"20,41033232","24,28066008",
23/06/2011 8.00,"23,6465644","35,5967556","38,33943176"
23/06/2011 9.00,"23,215026","32,2084048",
23/06/2011 10.00,"13,4770991","17,8249699","49,08423996"
23/06/2011 11.00,"17,37720435","23,43762104",
23/06/2011 12.00,"19,43886424","23,86562224","34,92063141"
23/06/2011 13.00,"16,86584569","22,29109024",
23/06/2011 14.00,"12,33367148","14,9301235","30,28083038"
23/06/2011 15.00,"12,46605836","17,29904753",
23/06/2011 16.00,"10,18699642","12,91073411","30,76922989"
23/06/2011 17.00,"13,3726236","16,99101668",
23/06/2011 18.00,"16,89439758","21,35596928","23,44322014"
23/06/2011 19.00,"19,02615139","23,09910144",
23/06/2011 20.00,"12,90798466","13,69280903","13,18680954"
23/06/2011 21.00,"20,74518088","21,60563824",
23/06/2011 22.00,"31,00225784","32,78686128","19,53602028"
23/06/2011 23.00,"16,38173876","17,67970952",
24/06/2011 0.00,"10,9494982","12,41658727","23,19902039"
24/06/2011 1.00,"24,14754664","25,38178088",
24/06/2011 2.00,"32,29819232","33,37696184","24,42000961"
24/06/2011 3.00,"28,1501848","29,65142984",
24/06/2011 4.00,"49,41388096","53,73624376","24,42000961"
24/06/2011 5.00,"36,68498952","51,75252464",
24/06/2011 6.00,"37,2521652","57,53248152","18,55920982"
24/06/2011 7.00,"31,62589488","47,48287568",
24/06/2011 8.00,"23,77375064","35,79325184","40,04883957"
24/06/2011 9.00,"21,33310176","30,43739568",
24/06/2011 10.00,"20,80099216","27,4887284","78,63246155"
24/06/2011 11.00,"16,96902868","21,35338808",
24/06/2011 12.00,"17,00146767","21,94090744","65,44566345"
24/06/2011 13.00,"13,28372134","17,39242961",
24/06/2011 14.00,"13,20065641","16,59738368","46,88644028"
24/06/2011 15.00,"9,13701971","12,29985967",
24/06/2011 16.00,"12,02413206","16,41191777","35,40903091"
24/06/2011 17.00,"13,04880154","16,08832133",
24/06/2011 18.00,"13,29280525","16,75302048","25,39682007"
24/06/2011 19.00,"27,3662648","33,75115936",
24/06/2011 20.00,"44,54879696","51,16498616","26,61782074"
24/06/2011 21.00,"51,3775432","62,18860304",
24/06/2011 22.00,"39,01726624","47,51400304","25,88521957"
24/06/2011 23.00,"24,72380432","27,4316552",
25/06/2011 0.00,"12,95340995","14,50277047","36,63003159"
25/06/2011 1.00,"9,04876562","9,98086753",
25/06/2011 2.00,,,"37,85102081"
25/06/2011 3.00,"15,14161938","16,31529294",
25/06/2011 4.00,"12,72887806","14,34064817","21,48962021"
25/06/2011 5.00,"21,74647616","26,5665708",
25/06/2011 6.00,"19,82369248","25,33378968","19,29179955"
25/06/2011 7.00,"15,04816847","19,4578504",
25/06/2011 8.00,"15,30515083","21,29631488","30,76922989"
25/06/2011 9.00,"14,34732105","20,0538208",
25/06/2011 10.00,"10,0903085","14,27125978","26,61782074"
25/06/2011 11.00,"10,48226467","14,21938148",
25/06/2011 12.00,"9,64448746","14,20770872","32,96702957"
25/06/2011 13.00,"7,71325465","11,60014033",
25/06/2011 14.00,"6,90857415","9,10994962","29,7924099"
25/06/2011 15.00,"5,61978673","8,0833949",
25/06/2011 16.00,"6,30830749","9,0950341","25,15262032"
25/06/2011 17.00,"11,86578787","16,09804958",
25/06/2011 18.00,"9,9540307","12,72656454","13,91940975"
25/06/2011 19.00,"10,91445506","15,48522873",
25/06/2011 20.00,"10,15714628","14,07152652","25,88521957"
25/06/2011 21.00,"11,66851345","14,79264497",
25/06/2011 22.00,"9,54455104","11,92373677","23,93161964"
25/06/2011 23.00,"7,53219972","8,83434246",
26/06/2011 0.00,"7,91896673","8,82915521","32,72283173"
26/06/2011 1.00,"6,12076514","7,19367056",
26/06/2011 2.00,"5,70739266","6,38370912","21,48962021"
26/06/2011 3.00,"5,12659589","6,23974508",
26/06/2011 4.00,"5,6801371","6,69044363","20,02441978"
26/06/2011 5.00,"6,45042454","8,78051775",
26/06/2011 6.00,"7,09157358","9,85311725","13,43101025"
26/06/2011 7.00,"5,56397927","7,80065408",
26/06/2011 8.00,"5,71128549","7,91219442","18,55920982"
26/06/2011 9.00,"6,71583882","9,2098172",
26/06/2011 10.00,,,
26/06/2011 11.00,,,
26/06/2011 12.00,,,
26/06/2011 13.00,,,
26/06/2011 14.00,,,
26/06/2011 15.00,,,
26/06/2011 16.00,,,
26/06/2011 17.00,,,
26/06/2011 18.00,,,
26/06/2011 19.00,,,
26/06/2011 20.00,,,
26/06/2011 21.00,,,
26/06/2011 22.00,,,
26/06/2011 23.00,,,
27/06/2011 0.00,,,
27/06/2011 1.00,,,
27/06/2011 2.00,,,
27/06/2011 3.00,,,
27/06/2011 4.00,,,
27/06/2011 5.00,,,
27/06/2011 6.00,,,
27/06/2011 7.00,,,
27/06/2011 8.00,,,
27/06/2011 9.00,,,
27/06/2011 10.00,,,
27/06/2011 11.00,,,
27/06/2011 12.00,,,
27/06/2011 13.00,,,
27/06/2011 14.00,,,
27/06/2011 15.00,,,
27/06/2011 16.00,,,
27/06/2011 17.00,,,
27/06/2011 18.00,,,
27/06/2011 19.00,,,
27/06/2011 20.00,,,
27/06/2011 21.00,,,
27/06/2011 22.00,,,
27/06/2011 23.00,,,
28/06/2011 0.00,,,
28/06/2011 1.00,,,
28/06/2011 2.00,,,
28/06/2011 3.00,,,
28/06/2011 4.00,,,
28/06/2011 5.00,,,
28/06/2011 6.00,,,
28/06/2011 7.00,,,
28/06/2011 8.00,,,
28/06/2011 9.00,,,
28/06/2011 10.00,,,
28/06/2011 11.00,,,
28/06/2011 12.00,,,
28/06/2011 13.00,,,
28/06/2011 14.00,"8,87355185","12,28170141","26,37360954"
28/06/2011 15.00,"10,15584994","13,61693705",
28/06/2011 16.00,"12,41933864","16,3075111","25,15262032"
28/06/2011 17.00,"15,48945425","21,75997488",
28/06/2011 18.00,"17,0157484","21,11408216","17,09399986"
28/06/2011 19.00,"25,07226632","29,63521608",
28/06/2011 20.00,"22,61152232","26,88302592","9,52380943"
28/06/2011 21.00,"26,26177888","33,04106168",
28/06/2011 22.00,"15,2207953","17,7387234","10,50061035"
28/06/2011 23.00,"11,16558862","13,25702599",
29/06/2011 0.00,"9,41087165","11,23244934","13,43101025"
29/06/2011 1.00,"9,10197658","11,41143166",
29/06/2011 2.00,,,"10,7448101"
29/06/2011 3.00,"17,95929937","19,89623376",
29/06/2011 4.00,"11,70615117","12,87117674","17,09399986"
29/06/2011 5.00,"19,26169832","24,24888264",
29/06/2011 6.00,"20,505722","27,23905944","10,98900986"
29/06/2011 7.00,"23,05927448","31,59363944",
29/06/2011 8.00,,,
29/06/2011 9.00,,,
29/06/2011 10.00,,,
29/06/2011 11.00,,,
29/06/2011 12.00,,,
29/06/2011 13.00,,,
29/06/2011 14.00,,,
29/06/2011 15.00,,,
29/06/2011 16.00,,,
29/06/2011 17.00,,,
29/06/2011 18.00,,,
29/06/2011 19.00,,,
29/06/2011 20.00,,,
29/06/2011 21.00,,,
29/06/2011 22.00,,,
29/06/2011 23.00,,,
30/06/2011 0.00,,,
30/06/2011 1.00,,,
30/06/2011 2.00,,,
30/06/2011 3.00,,,
30/06/2011 4.00,,,
30/06/2011 5.00,,,
30/06/2011 6.00,,,
30/06/2011 7.00,,,
30/06/2011 8.00,,,
30/06/2011 9.00,,,
30/06/2011 10.00,,,
30/06/2011 11.00,,,
30/06/2011 12.00,,,
30/06/2011 13.00,,,
30/06/2011 14.00,,,
30/06/2011 15.00,,,
30/06/2011 16.00,,,
30/06/2011 17.00,,,
30/06/2011 18.00,,,
30/06/2011 19.00,,,
30/06/2011 20.00,,,
30/06/2011 21.00,,,
30/06/2011 22.00,,,
30/06/2011 23.00,,,
01/07/2011 0.00,,,
01/07/2011 1.00,,,
01/07/2011 2.00,,,
01/07/2011 3.00,,,
01/07/2011 4.00,,,
01/07/2011 5.00,,,
01/07/2011 6.00,,,
01/07/2011 7.00,,,
01/07/2011 8.00,,,
01/07/2011 9.00,,,
01/07/2011 10.00,,,
01/07/2011 11.00,,,
01/07/2011 12.00,,,
01/07/2011 13.00,,,
01/07/2011 14.00,,,"8,79120922"
01/07/2011 15.00,"10,39919018","13,43017289",
01/07/2011 16.00,"7,73921196","10,61444123","8,79120922"
01/07/2011 17.00,"9,29341366","13,91783422",
01/07/2011 18.00,"10,72496439","15,26928171","5,61660624"
01/07/2011 19.00,"11,65943145","14,95022627",
01/07/2011 20.00,"16,94891062","19,9967476","3,90720391"
01/07/2011 21.00,"17,1675937","19,22179488",
01/07/2011 22.00,"15,59523182","16,58052558","13,43101025"
01/07/2011 23.00,"15,3369493","17,30293845",
02/07/2011 0.00,"6,70740307","7,56784705","7,57020807"
02/07/2011 1.00,"4,75929686","5,82536114",
02/07/2011 2.00,"5,66715844","6,47320028","23,93161964"
02/07/2011 3.00,"7,63148797","9,01786387",
02/07/2011 4.00,"12,1636507","16,18040707","14,65200996"
02/07/2011 5.00,"18,27922477","27,17873584",
02/07/2011 6.00,"15,38172452","17,72899514","23,19902039"
02/07/2011 7.00,"14,904757","20,33136672",
02/07/2011 8.00,"13,00857306","17,97023218","13,18680954"
02/07/2011 9.00,,"19,99921408",
02/07/2011 10.00,"17,57188419","24,84483392",
02/07/2011 11.00,"16,18705892","21,15106024",
02/07/2011 12.00,"11,99752276","18,13365082",
02/07/2011 13.00,"8,74506354","11,93087044",
02/07/2011 14.00,"7,11688273","9,59501828",
02/07/2011 15.00,"6,7709981","9,00943578",
02/07/2011 16.00,"6,89105258","9,35702399",
02/07/2011 17.00,"10,43163874","12,91916412",
02/07/2011 18.00,"9,80931715","11,07292162",
02/07/2011 19.00,"11,23632306","12,6299397",
02/07/2011 20.00,"16,62249589","22,84815144",
02/07/2011 21.00,"12,2759157","16,44109871",
02/07/2011 22.00,"9,68277526","11,72465168",
02/07/2011 23.00,"9,14091254","11,18446197",
03/07/2011 0.00,"9,74572212","11,77847448",
03/07/2011 1.00,"9,50691332","11,04698152",
03/07/2011 2.00,,,
03/07/2011 3.00,"16,36486345","18,37164702",
03/07/2011 4.00,"11,94431371","13,57997235",
03/07/2011 5.00,"10,31028983","11,8472147",
03/07/2011 6.00,"9,84436029","11,73437802",
03/07/2011 7.00,"9,61593365","11,89390574",
03/07/2011 8.00,"10,8372313","13,37699634",
03/07/2011 9.00,"10,76000562","14,42560024",
03/07/2011 10.00,"9,01696714","13,11435829",
03/07/2011 11.00,"10,77558077","14,8328505",
03/07/2011 12.00,"9,2304668","13,38218551",
03/07/2011 13.00,"9,96441477","12,47106015",
03/07/2011 14.00,"7,3894345","9,10865328",
03/07/2011 15.00,"7,891063","9,59242561",
03/07/2011 16.00,"6,790468","8,70983302",
03/07/2011 17.00,"8,04875329","10,32067582",
03/07/2011 18.00,"10,70094967","12,9587234",
03/07/2011 19.00,"11,79635359","14,20965514",
03/07/2011 20.00,"17,15916178","20,09077976",
03/07/2011 21.00,"20,29350912","21,83651224",
03/07/2011 22.00,"8,9559667","9,8304199",
03/07/2011 23.00,"7,0098069","8,45692322",
04/07/2011 0.00,"5,97734985","7,35319828",
04/07/2011 1.00,"4,95852153","5,93690149",
04/07/2011 2.00,"4,35630845","5,37531076",
04/07/2011 3.00,"4,16357502","5,19178935",
04/07/2011 4.00,"4,90725507","6,06724826",
04/07/2011 5.00,"6,97087094","8,04643212",
04/07/2011 6.00,"9,35116754","11,33880052",
04/07/2011 7.00,"18,14424522","25,8662052",
04/07/2011 8.00,"16,33630964","25,2079992",
04/07/2011 9.00,"17,21108023","24,16523264",
04/07/2011 10.00,"24,11770032","32,9061892",
04/07/2011 11.00,"14,29411009","19,76977408",
04/07/2011 12.00,"16,2182054","20,21138872",
04/07/2011 13.00,"12,40116126","16,33474754",
04/07/2011 14.00,"9,28497792","12,16108289",
04/07/2011 15.00,"8,98127584","11,35760695",
04/07/2011 16.00,"9,40178582","12,28559233",
04/07/2011 17.00,"11,48681418","15,00016006",
04/07/2011 18.00,"13,19805418","15,72257485",
04/07/2011 19.00,"15,52578798","18,33662683",
04/07/2011 20.00,"19,11180899","20,55120848",
04/07/2011 21.00,"12,65944378","13,90162238",
04/07/2011 22.00,"6,70091374","7,94007903",
04/07/2011 23.00,"4,91309432","6,13404207",
05/07/2011 0.00,"4,4770111","5,32732338",
05/07/2011 1.00,"4,31023498","5,45312916",
05/07/2011 2.00,,,
05/07/2011 3.00,"9,88848734","10,91793299",
05/07/2011 4.00,"9,43747713","10,83427726",
05/07/2011 5.00,"9,07147635","10,5307855",
05/07/2011 6.00,"9,9442967","10,8550301",
05/07/2011 7.00,"9,66330727","11,25190394",
05/07/2011 8.00,"17,06246812","24,28324128",
05/07/2011 9.00,,,
05/07/2011 10.00,"19,8978972","27,1760208",
05/07/2011 11.00,"23,67966112","31,87185456",
05/07/2011 12.00,"19,81524144","25,21706208",
05/07/2011 13.00,"18,65496145","24,6087784",
05/07/2011 14.00,"14,57574769","19,80090144","45,66543961"
05/07/2011 15.00,"13,47385444","18,49031913",
05/07/2011 16.00,"14,35511245","19,79181944","25,39682007"
05/07/2011 17.00,"18,24158896","26,66125304",
05/07/2011 18.00,"23,20789424","29,79215304","29,54821968"
05/07/2011 19.00,"16,73086614","19,89688384",
05/07/2011 20.00,"14,15588587","16,20505084","22,95482063"
05/07/2011 21.00,"10,97415535","13,52290489",
05/07/2011 22.00,"15,38756377","18,65633235","20,75702095"
05/07/2011 23.00,"14,33304797","15,84319337",
06/07/2011 0.00,"15,14292146","17,58114018","16,60560989"
06/07/2011 1.00,"11,75028586","13,74728191",
06/07/2011 2.00,"9,92353047","11,5878194","26,86202049"
06/07/2011 3.00,"11,17791719","14,01381089",
06/07/2011 4.00,"13,74446554","20,23473424","21,48962021"
06/07/2011 5.00,"24,9418488","42,74826656",
06/07/2011 6.00,"24,80298024","45,67100712","17,82661057"
06/07/2011 7.00,"21,25717624","32,45614264",
06/07/2011 8.00,"18,53361254","27,79480136","30,52503014"
06/07/2011 9.00,"18,98331877","26,26761048",
06/07/2011 10.00,"14,79638675","21,44286968","24,17580986"
06/07/2011 11.00,"13,66334511","18,82169741",
06/07/2011 12.00,"13,20195083","17,95920759","14,40781021"
06/07/2011 13.00,"11,4381423","15,37174388",
06/07/2011 14.00,"10,29081994","13,89124595","12,69841003"
06/07/2011 15.00,"9,06239244","12,37637982",
06/07/2011 16.00,"9,25966878","12,55276947","19,04759979"
06/07/2011 17.00,"10,80997","15,72192668",
06/07/2011 18.00,"14,76264569","20,71332696","12,21000957"
06/07/2011 19.00,"18,09558099","23,0167516",
06/07/2011 20.00,"21,73546304","26,716376","16,11721039"
06/07/2011 21.00,"20,67768728","23,15099312",
06/07/2011 22.00,"25,1806576","27,77080576","13,67521"
06/07/2011 23.00,"15,64649637","17,30877578",
07/07/2011 0.00,"15,8243009","19,47146384","19,29179955"
07/07/2011 1.00,"12,91966124","14,73298292",
07/07/2011 2.00,,,"10,98900986"
07/07/2011 3.00,"19,48429336","20,8138408",
07/07/2011 4.00,"21,12868984","26,98418984","10,25640965"
07/07/2011 5.00,"31,86403448","48,8265528",
07/07/2011 6.00,"38,37481512","60,17572592","20,02441978"
07/07/2011 7.00,"28,1781","39,43383368",
07/07/2011 8.00,"28,94836832","38,57394992","30,52503014"
07/07/2011 9.00,"18,8944165","26,54970696",
07/07/2011 10.00,"12,68280077","16,37171223","34,4322319"
07/07/2011 11.00,"11,45696021","15,61622176",
07/07/2011 12.00,"12,86969686","16,98582751","12,21000957"
07/07/2011 13.00,"12,09356634","15,73554586",
07/07/2011 14.00,"9,17465743","11,83619011","13,91940975"
07/07/2011 15.00,"9,68472167","12,55341764",
07/07/2011 16.00,"10,01568122","13,71031913","8,54700947"
07/07/2011 17.00,"12,19480483","15,24334352",
07/07/2011 18.00,"13,60428726","17,27310934","10,98900986"
07/07/2011 19.00,"19,14879472","22,992756",
07/07/2011 20.00,"29,24818904","31,96326728","6,83760691"
07/07/2011 21.00,"36,80764432","40,40786384",
07/07/2011 22.00,"13,5991","14,88861972","10,01220989"
07/07/2011 23.00,"11,92159915","13,12343838",
08/07/2011 0.00,"9,63669988","10,79277538","7,08180714"
08/07/2011 1.00,"8,56855343","9,47504793",
08/07/2011 2.00,"6,58540409","7,92840627","12,69841003"
08/07/2011 3.00,"8,81449973","10,22469915",
08/07/2011 4.00,"12,60817923","16,20310442","11,96580982"
08/07/2011 5.00,"36,51562456","59,04022736",
08/07/2011 6.00,"13,57444285","15,46318146","10,01220989"
08/07/2011 7.00,"12,10005567","13,84455682",
08/07/2011 8.00,"10,93327297","12,98271518","23,93161964"
08/07/2011 9.00,"10,63541205","12,71553994",
08/07/2011 10.00,"8,12857355","10,27593119","33,69963074"
08/07/2011 11.00,"10,30445058","13,12343838",
08/07/2011 12.00,"14,60884823","19,14787696","17,82661057"
08/07/2011 13.00,"10,27265211","13,7369074",
08/07/2011 14.00,"8,16231844","10,72079241","10,50061035"
08/07/2011 15.00,"7,70092416","10,97110954",
08/07/2011 16.00,"8,0318818","10,2020018","15,38461018"
08/07/2011 17.00,"12,70291883","15,91712085",
08/07/2011 18.00,"15,67699468","18,97668413","14,16361046"
08/07/2011 19.00,"14,63156279","16,48649342",
08/07/2011 20.00,"11,66592078","12,55536406","8,05860806"
08/07/2011 21.00,"20,63355832","21,6160204",
08/07/2011 22.00,"17,41873682","18,25362118","10,50061035"
08/07/2011 23.00,"12,33691614","13,18893585",
09/07/2011 0.00,"12,65295636","13,76349567","12,21000957"
09/07/2011 1.00,"8,60813566","9,5016362",
09/07/2011 2.00,,,"7,81440783"
09/07/2011 3.00,"18,31362547","19,20365",
09/07/2011 4.00,"12,9326399","14,46710402","24,66422081"
09/07/2011 5.00,"17,17928176","20,76196824",
09/07/2011 6.00,"18,83341606","20,35471224","15,38461018"
09/07/2011 7.00,"17,51802506","20,02397448",
09/07/2011 8.00,"11,54002322","13,21033495","25,64101982"
09/07/2011 9.00,"10,11301923","11,86796755",
09/07/2011 10.00,"8,88718058","11,08783714","25,88521957"
09/07/2011 11.00,"7,66782935","10,4224879",
09/07/2011 12.00,"14,10396934","17,34768307","26,61782074"
09/07/2011 13.00,"11,8417808","14,86916703",
09/07/2011 14.00,"8,74311521","11,11183082","17,09399986"
09/07/2011 15.00,"8,41280574","10,72922242",
09/07/2011 16.00,"7,63667905","9,56907818","12,45421028"
09/07/2011 17.00,"8,62371272","11,1578737",
09/07/2011 18.00,"10,89109042","13,6156388","11,96580982"
09/07/2011 19.00,"12,3881826","13,99046537",
09/07/2011 20.00,"11,99623025","13,01449262","18,55920982"
09/07/2011 21.00,"13,36678435","14,43013933",
09/07/2011 22.00,"11,94561578","13,0773955","12,21000957"
09/07/2011 23.00,"9,78725458","11,14101368",
10/07/2011 0.00,"10,68927118","11,9555123","20,26861954"
10/07/2011 1.00,"9,94818954","11,21753383",
10/07/2011 2.00,"6,21810506","7,62231993","10,7448101"
10/07/2011 3.00,"12,18960802","13,72782731",
10/07/2011 4.00,"19,05211062","22,16593072","17,82661057"
10/07/2011 5.00,"25,3552232","32,69866072",
10/07/2011 6.00,"24,55442024","30,93413328","10,25640965"
10/07/2011 7.00,"20,30196016","24,09259576",
10/07/2011 8.00,"17,51673255","21,50382424","27,8388195"
10/07/2011 9.00,"16,23053398","19,50779184",
10/07/2011 10.00,"11,90148109","14,19149687","41,26984024"
10/07/2011 11.00,"12,2817645","15,73230119",
10/07/2011 12.00,"14,72305773","17,92289298","29,05982971"
10/07/2011 13.00,"10,67110526","12,56184765",
10/07/2011 14.00,"6,86379702","8,06977573","22,71062088"
10/07/2011 15.00,"7,87613602","9,59242561",
10/07/2011 16.00,"6,75283028","8,27729274","31,74603081"
10/07/2011 17.00,"8,14609512","10,65853769",
10/07/2011 18.00,"13,53680704","16,06432764","27,10622025"
10/07/2011 19.00,"16,61341198","19,11610908",
10/07/2011 20.00,"19,98915696","22,6276596","22,22220993"
10/07/2011 21.00,"24,1151","25,65869584",
10/07/2011 22.00,"26,56158048","30,93608352","18,55920982"
10/07/2011 23.00,"21,6965156","24,64250608",
11/07/2011 0.00,"13,84050912","15,33996835","25,88521957"
11/07/2011 1.00,"11,38817983","12,50218751",
11/07/2011 2.00,,,"22,22220993"
11/07/2011 3.00,"19,7587992","21,28918312",
11/07/2011 4.00,"22,53039616","29,15079176","20,02441978"
11/07/2011 5.00,"35,24500496","41,50059096",
11/07/2011 6.00,"37,3624876","53,0825692","13,67521"
11/07/2011 7.00,"30,96851104","39,60375312",
11/07/2011 8.00,"29,46818376","39,56614408","33,45542145"
11/07/2011 9.00,"19,57643264","25,08867128",
11/07/2011 10.00,"30,09050152","36,62135816","41,5140419"
11/07/2011 11.00,"26,41883056","32,63900632",
11/07/2011 12.00,"20,70818368","25,61653624","37,85102081"
11/07/2011 13.00,"13,65101654","16,7290287",
11/07/2011 14.00,"10,32586116","12,45938739","39,07204056"
11/07/2011 15.00,"11,37583978","13,87049502",
11/07/2011 16.00,"13,6276519","16,6512103","25,88521957"
11/07/2011 17.00,"17,63547922","21,70097056",
11/07/2011 18.00,"17,1753851","20,87284512","22,95482063"
11/07/2011 19.00,"20,9677568","24,55950616",
11/07/2011 20.00,"24,66994328","28,85378168","23,93161964"
11/07/2011 21.00,"33,52986448","36,06301592",
11/07/2011 22.00,"34,89847408","40,07909544","31,50181961"
11/07/2011 23.00,"32,72778048","35,11298136",
12/07/2011 0.00,"28,6031376","32,10269032","25,64101982"
12/07/2011 1.00,"16,44922854","18,24583934",
12/07/2011 2.00,"14,44076814","16,43461512","26,61782074"
12/07/2011 3.00,"10,65876522","11,86926389",
12/07/2011 4.00,"22,01450032","32,88282456","27,8388195"
12/07/2011 5.00,"32,70506592","45,52250208",
12/07/2011 6.00,"34,96921808","48,60152952","30,28083038"
12/07/2011 7.00,"35,8621412","51,30052784",
12/07/2011 8.00,"20,1624224","27,42905488","28,32722092"
12/07/2011 9.00,"20,612794","26,80392648",
12/07/2011 10.00,"16,92554598","22,58356888","43,71184158"
12/07/2011 11.00,"18,2169299","23,17756992",
12/07/2011 12.00,"18,53231047","25,85324184","30,76922989"
12/07/2011 13.00,"21,8224208","27,42322328",
12/07/2011 14.00,"10,1234033","13,2051477","24,66422081"
12/07/2011 15.00,"9,66460552","13,0495109",
12/07/2011 16.00,"12,63412698","16,36911765","18,07081032"
12/07/2011 17.00,"12,45502038","16,25952372",
12/07/2011 18.00,"15,33759938","19,398196","26,37360954"
12/07/2011 19.00,"19,26624888","23,64124904",
12/07/2011 20.00,"27,30462192","34,26931136","18,55920982"
12/07/2011 21.00,"25,183908","30,01262576",
12/07/2011 22.00,"26,78677584","28,6287584","28,57142067"
12/07/2011 23.00,"21,04563256","22,5258456",
13/07/2011 0.00,"20,55373232","23,31829312","25,88521957"
13/07/2011 1.00,"13,37327368","14,61755357",
13/07/2011 2.00,,,"22,95482063"
