,ILVA 1 ARIA,ILVA 1 ARIA
Stazione,COKERIA,COKERIA
,IPA2,IPA
Unit,ng/m3,ng/m3
16/04/2014 03.00.00,39,32
16/04/2014 04.00.00,23,18
16/04/2014 05.00.00,10,7
16/04/2014 06.00.00,38,27
16/04/2014 07.00.00,39,31
16/04/2014 08.00.00,66,48
16/04/2014 09.00.00,131,101
16/04/2014 10.00.00,176,138
16/04/2014 11.00.00,304,252
16/04/2014 12.00.00,219,180
16/04/2014 13.00.00,167,130
16/04/2014 14.00.00,158,124
16/04/2014 15.00.00,265,212
16/04/2014 16.00.00,219,177
16/04/2014 17.00.00,256,206
16/04/2014 18.00.00,130,107
16/04/2014 19.00.00,46,36
16/04/2014 20.00.00,26,20
16/04/2014 21.00.00,41,30
16/04/2014 22.00.00,18,14
16/04/2014 23.00.00,102,92
17/04/2014 00.00.00,59,47
17/04/2014 01.00.00,27,20
17/04/2014 02.00.00,37,28
17/04/2014 03.00.00,4,3
17/04/2014 04.00.00,16,13
17/04/2014 05.00.00,4,3
17/04/2014 06.00.00,61,48
17/04/2014 07.00.00,30,23
17/04/2014 08.00.00,23,17
17/04/2014 09.00.00,49,39
17/04/2014 10.00.00,85,69
17/04/2014 11.00.00,166,151
17/04/2014 12.00.00,94,75
17/04/2014 13.00.00,98,79
17/04/2014 14.00.00,74,57
17/04/2014 15.00.00,106,82
17/04/2014 16.00.00,338,286
17/04/2014 17.00.00,196,167
17/04/2014 18.00.00,64,49
17/04/2014 19.00.00,47,35
17/04/2014 20.00.00,17,12
17/04/2014 21.00.00,14,11
17/04/2014 22.00.00,20,16
17/04/2014 23.00.00,43,33
18/04/2014 00.00.00,58,48
18/04/2014 01.00.00,58,46
18/04/2014 02.00.00,236,234
18/04/2014 03.00.00,63,50
18/04/2014 04.00.00,36,30
18/04/2014 05.00.00,27,20
18/04/2014 06.00.00,18,14
18/04/2014 07.00.00,32,25
18/04/2014 08.00.00,70,55
18/04/2014 09.00.00,100,80
18/04/2014 10.00.00,67,50
18/04/2014 11.00.00,165,135
18/04/2014 12.00.00,139,121
18/04/2014 13.00.00,94,75
18/04/2014 14.00.00,45,41
18/04/2014 15.00.00,27,20
18/04/2014 16.00.00,35,26
18/04/2014 17.00.00,10,8
18/04/2014 18.00.00,5,3
18/04/2014 19.00.00,2,1
18/04/2014 20.00.00,2,1
18/04/2014 21.00.00,4,3
18/04/2014 22.00.00,5,4
18/04/2014 23.00.00,5,4
19/04/2014 00.00.00,4,3
19/04/2014 01.00.00,13,9
19/04/2014 02.00.00,9,6
19/04/2014 03.00.00,7,5
19/04/2014 04.00.00,9,7
19/04/2014 05.00.00,3,2
19/04/2014 06.00.00,27,19
19/04/2014 07.00.00,11,7
19/04/2014 08.00.00,13,9
19/04/2014 09.00.00,8,6
19/04/2014 10.00.00,4,3
19/04/2014 11.00.00,3,2
19/04/2014 12.00.00,2,1
19/04/2014 13.00.00,4,3
19/04/2014 14.00.00,2,1
19/04/2014 15.00.00,2,1
19/04/2014 16.00.00,3,2
19/04/2014 17.00.00,2,1
19/04/2014 18.00.00,2,1
19/04/2014 19.00.00,2,1
19/04/2014 20.00.00,5,3
19/04/2014 21.00.00,6,4
19/04/2014 22.00.00,7,4
19/04/2014 23.00.00,4,2
20/04/2014 00.00.00,4,3
20/04/2014 01.00.00,4,3
20/04/2014 02.00.00,3,2
20/04/2014 03.00.00,2,1
20/04/2014 04.00.00,3,2
20/04/2014 05.00.00,2,1
20/04/2014 06.00.00,3,2
20/04/2014 07.00.00,4,2
20/04/2014 08.00.00,4,2
20/04/2014 09.00.00,4,2
20/04/2014 10.00.00,2,1
20/04/2014 11.00.00,2,1
20/04/2014 12.00.00,4,2
20/04/2014 13.00.00,2,1
20/04/2014 14.00.00,2,1
20/04/2014 15.00.00,2,1
20/04/2014 16.00.00,3,2
20/04/2014 17.00.00,4,2
20/04/2014 18.00.00,3,2
20/04/2014 19.00.00,3,2
20/04/2014 20.00.00,4,2
20/04/2014 21.00.00,5,3
20/04/2014 22.00.00,2,2
20/04/2014 23.00.00,2,2
21/04/2014 00.00.00,3,2
21/04/2014 01.00.00,3,2
21/04/2014 02.00.00,2,2
21/04/2014 03.00.00,2,1
21/04/2014 04.00.00,2,1
21/04/2014 05.00.00,3,2
21/04/2014 06.00.00,3,2
21/04/2014 07.00.00,2,1
21/04/2014 08.00.00,3,2
21/04/2014 09.00.00,3,2
21/04/2014 10.00.00,3,2
21/04/2014 11.00.00,3,2
21/04/2014 12.00.00,3,2
21/04/2014 13.00.00,2,1
21/04/2014 14.00.00,1,1
21/04/2014 15.00.00,2,1
21/04/2014 16.00.00,3,1
21/04/2014 17.00.00,2,1
21/04/2014 18.00.00,5,3
21/04/2014 19.00.00,4,3
21/04/2014 20.00.00,5,4
21/04/2014 21.00.00,10,7
21/04/2014 22.00.00,9,6
21/04/2014 23.00.00,3,2
22/04/2014 00.00.00,2,2
22/04/2014 01.00.00,15,10
22/04/2014 02.00.00,13,9
22/04/2014 03.00.00,5,4
22/04/2014 04.00.00,5,3
22/04/2014 05.00.00,11,8
22/04/2014 06.00.00,20,14
22/04/2014 07.00.00,19,14
22/04/2014 08.00.00,20,14
22/04/2014 09.00.00,10,7
22/04/2014 10.00.00,7,5
22/04/2014 11.00.00,5,3
22/04/2014 12.00.00,7,4
22/04/2014 13.00.00,5,3
22/04/2014 14.00.00,4,3
22/04/2014 15.00.00,8,5
22/04/2014 16.00.00,8,5
22/04/2014 17.00.00,7,5
22/04/2014 18.00.00,9,6
22/04/2014 19.00.00,6,4
22/04/2014 20.00.00,6,4
22/04/2014 21.00.00,11,8
22/04/2014 22.00.00,11,8
22/04/2014 23.00.00,8,5
23/04/2014 00.00.00,13,9
23/04/2014 01.00.00,24,17
23/04/2014 02.00.00,84,61
23/04/2014 03.00.00,7,5
23/04/2014 04.00.00,13,9
23/04/2014 05.00.00,11,8
23/04/2014 06.00.00,118,96
23/04/2014 07.00.00,9,5
23/04/2014 08.00.00,14,9
23/04/2014 09.00.00,15,10
23/04/2014 10.00.00,35,27
23/04/2014 11.00.00,75,57
23/04/2014 12.00.00,50,37
23/04/2014 13.00.00,75,57
23/04/2014 14.00.00,121,94
23/04/2014 15.00.00,162,124
23/04/2014 16.00.00,135,104
23/04/2014 17.00.00,201,156
23/04/2014 18.00.00,550,458
23/04/2014 19.00.00,320,248
23/04/2014 20.00.00,189,135
23/04/2014 21.00.00,177,131
23/04/2014 22.00.00,187,148
23/04/2014 23.00.00,390,329
24/04/2014 00.00.00,251,195
24/04/2014 01.00.00,242,187
24/04/2014 02.00.00,547,439
24/04/2014 03.00.00,174,138
24/04/2014 04.00.00,47,36
24/04/2014 05.00.00,43,33
24/04/2014 06.00.00,11,8
24/04/2014 07.00.00,18,12
24/04/2014 08.00.00,99,75
24/04/2014 09.00.00,61,43
24/04/2014 10.00.00,45,29
24/04/2014 11.00.00,28,19
24/04/2014 12.00.00,17,10
24/04/2014 13.00.00,67,48
24/04/2014 14.00.00,42,35
24/04/2014 15.00.00,71,58
24/04/2014 16.00.00,24,17
24/04/2014 17.00.00,28,21
24/04/2014 18.00.00,69,65
24/04/2014 19.00.00,117,94
24/04/2014 20.00.00,36,28
24/04/2014 21.00.00,11,7
24/04/2014 22.00.00,25,19
24/04/2014 23.00.00,22,15
25/04/2014 00.00.00,42,46
25/04/2014 01.00.00,20,15
25/04/2014 02.00.00,4,2
25/04/2014 03.00.00,5,3
25/04/2014 04.00.00,17,13
25/04/2014 05.00.00,19,14
25/04/2014 06.00.00,11,8
25/04/2014 07.00.00,18,13
25/04/2014 08.00.00,21,15
25/04/2014 09.00.00,5,2
25/04/2014 10.00.00,4,3
25/04/2014 11.00.00,4,3
25/04/2014 12.00.00,6,3
25/04/2014 13.00.00,4,2
25/04/2014 14.00.00,3,2
25/04/2014 15.00.00,3,2
25/04/2014 16.00.00,3,2
25/04/2014 17.00.00,2,2
25/04/2014 18.00.00,4,3
25/04/2014 19.00.00,4,3
25/04/2014 20.00.00,6,4
25/04/2014 21.00.00,9,6
25/04/2014 22.00.00,7,4
25/04/2014 23.00.00,7,4
26/04/2014 00.00.00,11,7
26/04/2014 01.00.00,7,5
26/04/2014 02.00.00,4,2
26/04/2014 03.00.00,3,2
26/04/2014 04.00.00,5,3
26/04/2014 05.00.00,4,3
26/04/2014 06.00.00,7,5
26/04/2014 07.00.00,6,4
26/04/2014 08.00.00,8,5
26/04/2014 09.00.00,68,50
26/04/2014 10.00.00,6,4
26/04/2014 11.00.00,9,7
26/04/2014 12.00.00,6,4
26/04/2014 13.00.00,5,3
26/04/2014 14.00.00,16,11
26/04/2014 15.00.00,4,2
26/04/2014 16.00.00,4,2
26/04/2014 17.00.00,4,2
26/04/2014 18.00.00,3,2
26/04/2014 19.00.00,4,3
26/04/2014 20.00.00,4,3
26/04/2014 21.00.00,5,3
26/04/2014 22.00.00,4,2
26/04/2014 23.00.00,7,4
27/04/2014 00.00.00,9,6
27/04/2014 01.00.00,17,12
27/04/2014 02.00.00,15,10
27/04/2014 03.00.00,10,7
27/04/2014 04.00.00,9,6
27/04/2014 05.00.00,5,3
27/04/2014 06.00.00,8,5
27/04/2014 07.00.00,10,7
27/04/2014 08.00.00,11,7
27/04/2014 09.00.00,5,3
27/04/2014 10.00.00,3,2
27/04/2014 11.00.00,2,1
27/04/2014 12.00.00,2,1
27/04/2014 13.00.00,3,2
27/04/2014 14.00.00,2,1
27/04/2014 15.00.00,3,2
27/04/2014 16.00.00,7,5
27/04/2014 17.00.00,7,5
27/04/2014 18.00.00,5,3
27/04/2014 19.00.00,4,3
27/04/2014 20.00.00,6,4
27/04/2014 21.00.00,3,2
27/04/2014 22.00.00,3,2
27/04/2014 23.00.00,34,27
28/04/2014 00.00.00,41,33
28/04/2014 01.00.00,3,2
28/04/2014 02.00.00,6,4
28/04/2014 03.00.00,3,2
28/04/2014 04.00.00,4,2
28/04/2014 05.00.00,4,2
28/04/2014 06.00.00,20,15
28/04/2014 07.00.00,24,17
28/04/2014 08.00.00,9,6
28/04/2014 09.00.00,5,3
28/04/2014 10.00.00,4,3
28/04/2014 11.00.00,4,2
28/04/2014 12.00.00,6,4
28/04/2014 13.00.00,5,3
28/04/2014 14.00.00,4,2
28/04/2014 15.00.00,3,3
28/04/2014 16.00.00,5,3
28/04/2014 17.00.00,5,3
28/04/2014 18.00.00,4,3
28/04/2014 19.00.00,4,3
28/04/2014 20.00.00,2,2
28/04/2014 21.00.00,2,2
28/04/2014 22.00.00,2,2
28/04/2014 23.00.00,2,2
29/04/2014 00.00.00,1,1
29/04/2014 01.00.00,4,3
29/04/2014 02.00.00,2,1
29/04/2014 03.00.00,2,2
29/04/2014 04.00.00,2,1
29/04/2014 05.00.00,2,1
29/04/2014 06.00.00,3,2
29/04/2014 07.00.00,7,4
29/04/2014 08.00.00,24,18
29/04/2014 09.00.00,8,5
29/04/2014 10.00.00,16,12
29/04/2014 11.00.00,10,6
29/04/2014 12.00.00,12,9
29/04/2014 13.00.00,9,6
29/04/2014 14.00.00,9,6
29/04/2014 15.00.00,29,23
29/04/2014 16.00.00,4,3
29/04/2014 17.00.00,4,2
29/04/2014 18.00.00,3,2
29/04/2014 19.00.00,4,3
29/04/2014 20.00.00,8,5
29/04/2014 21.00.00,15,11
29/04/2014 22.00.00,11,7
29/04/2014 23.00.00,11,7
30/04/2014 00.00.00,33,30
30/04/2014 01.00.00,32,23
30/04/2014 02.00.00,30,21
30/04/2014 03.00.00,9,6
30/04/2014 04.00.00,13,8
30/04/2014 05.00.00,21,15
30/04/2014 06.00.00,17,11
30/04/2014 07.00.00,20,13
30/04/2014 08.00.00,16,11
30/04/2014 09.00.00,8,5
30/04/2014 10.00.00,8,6
30/04/2014 11.00.00,3,2
30/04/2014 12.00.00,4,2
30/04/2014 13.00.00,4,2
30/04/2014 14.00.00,3,2
30/04/2014 15.00.00,3,2
30/04/2014 16.00.00,4,2
30/04/2014 17.00.00,4,2
30/04/2014 18.00.00,4,3
30/04/2014 19.00.00,8,5
30/04/2014 20.00.00,9,6
30/04/2014 21.00.00,9,6
30/04/2014 22.00.00,4,3
30/04/2014 23.00.00,3,2
01/05/2014 00.00.00,6,4
01/05/2014 01.00.00,4,3
01/05/2014 02.00.00,2,1
01/05/2014 03.00.00,3,1
01/05/2014 04.00.00,2,1
01/05/2014 05.00.00,1,1
01/05/2014 06.00.00,5,3
01/05/2014 07.00.00,4,2
01/05/2014 08.00.00,2,2
01/05/2014 09.00.00,5,3
01/05/2014 10.00.00,4,3
01/05/2014 11.00.00,50,40
01/05/2014 12.00.00,38,28
01/05/2014 13.00.00,5,3
01/05/2014 14.00.00,3,2
01/05/2014 15.00.00,2,2
01/05/2014 16.00.00,4,3
01/05/2014 17.00.00,2,2
01/05/2014 18.00.00,3,2
01/05/2014 19.00.00,7,5
01/05/2014 20.00.00,4,2
01/05/2014 21.00.00,6,4
01/05/2014 22.00.00,10,6
01/05/2014 23.00.00,8,5
02/05/2014 00.00.00,8,5
02/05/2014 01.00.00,19,14
02/05/2014 02.00.00,6,4
02/05/2014 03.00.00,15,11
02/05/2014 04.00.00,8,5
02/05/2014 05.00.00,8,5
02/05/2014 06.00.00,13,9
02/05/2014 07.00.00,23,16
02/05/2014 08.00.00,32,22
02/05/2014 09.00.00,17,11
02/05/2014 10.00.00,7,5
02/05/2014 11.00.00,7,5
02/05/2014 12.00.00,3,2
02/05/2014 13.00.00,3,2
02/05/2014 14.00.00,4,2
02/05/2014 15.00.00,3,2
02/05/2014 16.00.00,5,3
02/05/2014 17.00.00,4,2
02/05/2014 18.00.00,9,6
02/05/2014 19.00.00,5,3
02/05/2014 20.00.00,4,3
02/05/2014 21.00.00,3,2
02/05/2014 22.00.00,6,4
02/05/2014 23.00.00,8,6
03/05/2014 00.00.00,4,3
03/05/2014 01.00.00,11,7
03/05/2014 02.00.00,3,2
03/05/2014 03.00.00,2,1
03/05/2014 04.00.00,8,5
03/05/2014 05.00.00,9,6
03/05/2014 06.00.00,3,2
03/05/2014 07.00.00,10,6
03/05/2014 08.00.00,13,9
03/05/2014 09.00.00,8,5
03/05/2014 10.00.00,8,5
03/05/2014 11.00.00,10,7
03/05/2014 12.00.00,8,5
03/05/2014 13.00.00,4,3
03/05/2014 14.00.00,2,2
03/05/2014 15.00.00,3,2
03/05/2014 16.00.00,3,2
03/05/2014 17.00.00,3,2
03/05/2014 18.00.00,3,2
03/05/2014 19.00.00,3,2
03/05/2014 20.00.00,,
03/05/2014 21.00.00,20,16
03/05/2014 22.00.00,17,13
03/05/2014 23.00.00,2,1
04/05/2014 00.00.00,6,4
04/05/2014 01.00.00,14,10
04/05/2014 02.00.00,14,11
04/05/2014 03.00.00,6,4
04/05/2014 04.00.00,6,4
04/05/2014 05.00.00,26,19
04/05/2014 06.00.00,17,13
04/05/2014 07.00.00,39,30
04/05/2014 08.00.00,28,21
04/05/2014 09.00.00,20,15
04/05/2014 10.00.00,5,4
04/05/2014 11.00.00,95,77
04/05/2014 12.00.00,48,37
04/05/2014 13.00.00,58,45
04/05/2014 14.00.00,25,18
04/05/2014 15.00.00,256,225
04/05/2014 16.00.00,43,33
04/05/2014 17.00.00,59,46
04/05/2014 18.00.00,61,45
04/05/2014 19.00.00,116,88
04/05/2014 20.00.00,154,129
04/05/2014 21.00.00,58,44
04/05/2014 22.00.00,26,19
04/05/2014 23.00.00,16,11
05/05/2014 00.00.00,21,16
05/05/2014 01.00.00,19,17
05/05/2014 02.00.00,60,50
05/05/2014 03.00.00,11,8
05/05/2014 04.00.00,21,15
05/05/2014 05.00.00,27,22
05/05/2014 06.00.00,11,7
05/05/2014 07.00.00,52,40
05/05/2014 08.00.00,84,66
05/05/2014 09.00.00,52,38
05/05/2014 10.00.00,62,44
05/05/2014 11.00.00,79,60
05/05/2014 12.00.00,108,85
05/05/2014 13.00.00,212,198
05/05/2014 14.00.00,177,163
05/05/2014 15.00.00,134,105
05/05/2014 16.00.00,143,115
05/05/2014 17.00.00,219,192
05/05/2014 18.00.00,164,128
05/05/2014 19.00.00,98,75
05/05/2014 20.00.00,42,32
05/05/2014 21.00.00,15,10
05/05/2014 22.00.00,21,15
05/05/2014 23.00.00,62,49
06/05/2014 00.00.00,17,10
06/05/2014 01.00.00,8,5
06/05/2014 02.00.00,11,8
06/05/2014 03.00.00,3,2
06/05/2014 04.00.00,3,2
06/05/2014 05.00.00,8,6
06/05/2014 06.00.00,6,4
06/05/2014 07.00.00,12,8
06/05/2014 08.00.00,22,15
06/05/2014 09.00.00,10,7
06/05/2014 10.00.00,8,5
06/05/2014 11.00.00,4,2
06/05/2014 12.00.00,4,3
06/05/2014 13.00.00,6,4
06/05/2014 14.00.00,5,3
06/05/2014 15.00.00,5,4
06/05/2014 16.00.00,6,4
06/05/2014 17.00.00,5,3
06/05/2014 18.00.00,4,3
06/05/2014 19.00.00,3,2
06/05/2014 20.00.00,4,3
06/05/2014 21.00.00,8,6
06/05/2014 22.00.00,5,4
06/05/2014 23.00.00,10,7
07/05/2014 00.00.00,9,7
07/05/2014 01.00.00,18,13
07/05/2014 02.00.00,10,8
07/05/2014 03.00.00,14,11
07/05/2014 04.00.00,17,12
07/05/2014 05.00.00,40,29
07/05/2014 06.00.00,13,9
07/05/2014 07.00.00,19,14
07/05/2014 08.00.00,17,12
07/05/2014 09.00.00,8,6
07/05/2014 10.00.00,5,3
07/05/2014 11.00.00,3,2
07/05/2014 12.00.00,3,2
07/05/2014 13.00.00,2,2
07/05/2014 14.00.00,4,3
07/05/2014 15.00.00,2,1
07/05/2014 16.00.00,3,2
07/05/2014 17.00.00,4,2
07/05/2014 18.00.00,4,2
07/05/2014 19.00.00,3,2
07/05/2014 20.00.00,5,3
07/05/2014 21.00.00,7,5
07/05/2014 22.00.00,10,7
07/05/2014 23.00.00,8,5
08/05/2014 00.00.00,14,10
08/05/2014 01.00.00,21,15
08/05/2014 02.00.00,14,10
08/05/2014 03.00.00,3,2
08/05/2014 04.00.00,14,10
08/05/2014 05.00.00,17,13
08/05/2014 06.00.00,18,13
08/05/2014 07.00.00,14,10
08/05/2014 08.00.00,42,34
08/05/2014 09.00.00,17,12
08/05/2014 10.00.00,19,13
08/05/2014 11.00.00,8,5
08/05/2014 12.00.00,5,4
08/05/2014 13.00.00,133,108
08/05/2014 14.00.00,291,238
08/05/2014 15.00.00,383,336
08/05/2014 16.00.00,210,178
08/05/2014 17.00.00,505,432
08/05/2014 18.00.00,562,492
08/05/2014 19.00.00,208,177
08/05/2014 20.00.00,69,52
08/05/2014 21.00.00,117,97
08/05/2014 22.00.00,21,15
08/05/2014 23.00.00,48,38
09/05/2014 00.00.00,97,80
09/05/2014 01.00.00,10,8
09/05/2014 02.00.00,24,18
09/05/2014 03.00.00,11,8
09/05/2014 04.00.00,5,4
09/05/2014 05.00.00,13,11
09/05/2014 06.00.00,9,9
09/05/2014 07.00.00,51,43
09/05/2014 08.00.00,19,14
09/05/2014 09.00.00,12,8
09/05/2014 10.00.00,8,5
09/05/2014 11.00.00,12,9
09/05/2014 12.00.00,31,24
09/05/2014 13.00.00,220,175
09/05/2014 14.00.00,56,42
09/05/2014 15.00.00,192,166
09/05/2014 16.00.00,238,197
09/05/2014 17.00.00,33,26
09/05/2014 18.00.00,179,143
09/05/2014 19.00.00,97,79
09/05/2014 20.00.00,125,99
09/05/2014 21.00.00,93,70
09/05/2014 22.00.00,11,7
09/05/2014 23.00.00,6,4
10/05/2014 00.00.00,15,10
10/05/2014 01.00.00,10,7
10/05/2014 02.00.00,43,34
10/05/2014 03.00.00,31,23
10/05/2014 04.00.00,10,6
10/05/2014 05.00.00,18,15
10/05/2014 06.00.00,20,14
10/05/2014 07.00.00,27,19
10/05/2014 08.00.00,8,5
10/05/2014 09.00.00,5,3
10/05/2014 10.00.00,4,3
10/05/2014 11.00.00,2,1
10/05/2014 12.00.00,5,3
10/05/2014 13.00.00,4,3
10/05/2014 14.00.00,3,2
10/05/2014 15.00.00,3,2
10/05/2014 16.00.00,7,5
10/05/2014 17.00.00,5,4
10/05/2014 18.00.00,10,7
10/05/2014 19.00.00,5,3
10/05/2014 20.00.00,4,2
10/05/2014 21.00.00,9,6
10/05/2014 22.00.00,10,6
10/05/2014 23.00.00,17,11
11/05/2014 00.00.00,8,5
11/05/2014 01.00.00,6,3
11/05/2014 02.00.00,8,5
11/05/2014 03.00.00,4,2
11/05/2014 04.00.00,12,8
11/05/2014 05.00.00,11,7
11/05/2014 06.00.00,10,7
11/05/2014 07.00.00,8,6
11/05/2014 08.00.00,6,3
11/05/2014 09.00.00,8,6
11/05/2014 10.00.00,3,2
11/05/2014 11.00.00,3,2
11/05/2014 12.00.00,5,3
11/05/2014 13.00.00,3,2
11/05/2014 14.00.00,2,1
11/05/2014 15.00.00,4,2
11/05/2014 16.00.00,4,2
11/05/2014 17.00.00,4,3
11/05/2014 18.00.00,5,3
11/05/2014 19.00.00,5,3
11/05/2014 20.00.00,9,6
11/05/2014 21.00.00,5,3
11/05/2014 22.00.00,4,3
11/05/2014 23.00.00,5,3
12/05/2014 00.00.00,6,4
12/05/2014 01.00.00,6,4
12/05/2014 02.00.00,8,5
12/05/2014 03.00.00,3,1
12/05/2014 04.00.00,6,4
12/05/2014 05.00.00,5,4
12/05/2014 06.00.00,11,8
12/05/2014 07.00.00,27,19
12/05/2014 08.00.00,25,17
12/05/2014 09.00.00,24,16
12/05/2014 10.00.00,8,6
12/05/2014 11.00.00,6,4
12/05/2014 12.00.00,5,3
12/05/2014 13.00.00,6,4
12/05/2014 14.00.00,5,3
12/05/2014 15.00.00,6,4
12/05/2014 16.00.00,7,4
12/05/2014 17.00.00,7,4
12/05/2014 18.00.00,5,3
12/05/2014 19.00.00,7,4
12/05/2014 20.00.00,7,5
12/05/2014 21.00.00,4,2
12/05/2014 22.00.00,4,3
12/05/2014 23.00.00,7,4
13/05/2014 00.00.00,13,9
13/05/2014 01.00.00,24,17
13/05/2014 02.00.00,25,19
13/05/2014 03.00.00,11,7
13/05/2014 04.00.00,27,19
13/05/2014 05.00.00,23,16
13/05/2014 06.00.00,22,15
13/05/2014 07.00.00,37,27
13/05/2014 08.00.00,18,12
13/05/2014 09.00.00,12,8
13/05/2014 10.00.00,6,4
13/05/2014 11.00.00,7,5
13/05/2014 12.00.00,7,4
13/05/2014 13.00.00,8,5
13/05/2014 14.00.00,11,7
13/05/2014 15.00.00,18,12
13/05/2014 16.00.00,15,11
13/05/2014 17.00.00,10,7
13/05/2014 18.00.00,9,6
13/05/2014 19.00.00,9,6
13/05/2014 20.00.00,11,8
13/05/2014 21.00.00,9,7
13/05/2014 22.00.00,5,3
13/05/2014 23.00.00,6,4
14/05/2014 00.00.00,23,17
14/05/2014 01.00.00,28,20
14/05/2014 02.00.00,24,18
14/05/2014 03.00.00,90,73
14/05/2014 04.00.00,46,36
14/05/2014 05.00.00,19,15
14/05/2014 06.00.00,25,19
14/05/2014 07.00.00,41,32
14/05/2014 08.00.00,27,21
14/05/2014 09.00.00,37,27
14/05/2014 10.00.00,53,43
14/05/2014 11.00.00,39,30
14/05/2014 12.00.00,41,28
14/05/2014 13.00.00,252,206
14/05/2014 14.00.00,86,67
14/05/2014 15.00.00,74,57
14/05/2014 16.00.00,212,175
14/05/2014 17.00.00,130,101
14/05/2014 18.00.00,153,130
14/05/2014 19.00.00,45,33
14/05/2014 20.00.00,36,25
14/05/2014 21.00.00,28,22
14/05/2014 22.00.00,16,12
14/05/2014 23.00.00,99,83
15/05/2014 00.00.00,13,9
15/05/2014 01.00.00,23,17
15/05/2014 02.00.00,16,18
15/05/2014 03.00.00,79,67
15/05/2014 04.00.00,27,22
15/05/2014 05.00.00,,
15/05/2014 06.00.00,68,52
15/05/2014 07.00.00,124,106
15/05/2014 08.00.00,48,34
15/05/2014 09.00.00,219,191
15/05/2014 10.00.00,206,173
15/05/2014 11.00.00,102,77
15/05/2014 12.00.00,97,75
15/05/2014 13.00.00,127,97
15/05/2014 14.00.00,202,163
15/05/2014 15.00.00,177,148
15/05/2014 16.00.00,146,114
15/05/2014 17.00.00,151,119
15/05/2014 18.00.00,277,229
15/05/2014 19.00.00,261,219
15/05/2014 20.00.00,125,94
15/05/2014 21.00.00,123,96
15/05/2014 22.00.00,30,22
15/05/2014 23.00.00,51,38
16/05/2014 00.00.00,116,104
16/05/2014 01.00.00,56,44
16/05/2014 02.00.00,114,91
16/05/2014 03.00.00,32,23
16/05/2014 04.00.00,19,14
16/05/2014 05.00.00,111,93
16/05/2014 06.00.00,105,84
16/05/2014 07.00.00,104,89
16/05/2014 08.00.00,24,17
16/05/2014 09.00.00,27,20
16/05/2014 10.00.00,43,33
16/05/2014 11.00.00,59,48
16/05/2014 12.00.00,44,39
16/05/2014 13.00.00,15,11
16/05/2014 14.00.00,12,8
16/05/2014 15.00.00,21,19
16/05/2014 16.00.00,21,16
16/05/2014 17.00.00,23,17
16/05/2014 18.00.00,12,9
16/05/2014 19.00.00,86,69
16/05/2014 20.00.00,169,143
16/05/2014 21.00.00,41,32
16/05/2014 22.00.00,10,7
16/05/2014 23.00.00,19,15
17/05/2014 00.00.00,17,13
17/05/2014 01.00.00,14,10
17/05/2014 02.00.00,9,6
17/05/2014 03.00.00,26,22
17/05/2014 04.00.00,40,31
17/05/2014 05.00.00,6,4
17/05/2014 06.00.00,10,8
17/05/2014 07.00.00,5,3
17/05/2014 08.00.00,6,4
17/05/2014 09.00.00,3,2
17/05/2014 10.00.00,3,2
17/05/2014 11.00.00,5,3
17/05/2014 12.00.00,3,2
17/05/2014 13.00.00,3,2
17/05/2014 14.00.00,6,4
17/05/2014 15.00.00,8,6
17/05/2014 16.00.00,2,2
17/05/2014 17.00.00,2,1
17/05/2014 18.00.00,2,1
17/05/2014 19.00.00,2,1
17/05/2014 20.00.00,7,5
17/05/2014 21.00.00,7,4
17/05/2014 22.00.00,7,5
17/05/2014 23.00.00,10,7
18/05/2014 00.00.00,27,19
18/05/2014 01.00.00,19,14
18/05/2014 02.00.00,12,8
18/05/2014 03.00.00,6,4
18/05/2014 04.00.00,23,17
18/05/2014 05.00.00,15,11
18/05/2014 06.00.00,12,8
18/05/2014 07.00.00,10,7
18/05/2014 08.00.00,5,3
18/05/2014 09.00.00,2,1
18/05/2014 10.00.00,1,1
18/05/2014 11.00.00,1,1
18/05/2014 12.00.00,1,1
18/05/2014 13.00.00,1,1
18/05/2014 14.00.00,1,1
18/05/2014 15.00.00,1,1
18/05/2014 16.00.00,1,1
18/05/2014 17.00.00,1,1
18/05/2014 18.00.00,2,1
18/05/2014 19.00.00,4,2
18/05/2014 20.00.00,9,6
18/05/2014 21.00.00,7,5
18/05/2014 22.00.00,5,3
18/05/2014 23.00.00,7,4
19/05/2014 00.00.00,10,6
19/05/2014 01.00.00,14,10
19/05/2014 02.00.00,9,6
19/05/2014 03.00.00,3,2
19/05/2014 04.00.00,5,3
19/05/2014 05.00.00,10,7
19/05/2014 06.00.00,10,7
19/05/2014 07.00.00,22,16
19/05/2014 08.00.00,17,12
19/05/2014 09.00.00,10,7
19/05/2014 10.00.00,9,6
19/05/2014 11.00.00,7,5
19/05/2014 12.00.00,4,2
19/05/2014 13.00.00,4,3
19/05/2014 14.00.00,4,3
19/05/2014 15.00.00,3,2
19/05/2014 16.00.00,5,3
19/05/2014 17.00.00,6,4
19/05/2014 18.00.00,4,2
19/05/2014 19.00.00,2,1
19/05/2014 20.00.00,2,2
19/05/2014 21.00.00,2,1
19/05/2014 22.00.00,2,1
19/05/2014 23.00.00,3,2
20/05/2014 00.00.00,7,5
20/05/2014 01.00.00,6,4
20/05/2014 02.00.00,,
20/05/2014 03.00.00,5,3
20/05/2014 04.00.00,5,3
20/05/2014 05.00.00,12,8
