,ILVA 1 ARIA,ILVA 1 ARIA
Stazione,COKERIA,COKERIA
,IPA2,IPA
Unit,ng/m3,ng/m3
28/11/2013 08.00.00,23,26
28/11/2013 09.00.00,50,58
28/11/2013 10.00.00,15,18
28/11/2013 11.00.00,10,12
28/11/2013 12.00.00,7,8
28/11/2013 13.00.00,7,9
28/11/2013 14.00.00,10,12
28/11/2013 15.00.00,11,13
28/11/2013 16.00.00,12,14
28/11/2013 17.00.00,14,17
28/11/2013 18.00.00,8,10
28/11/2013 19.00.00,7,8
28/11/2013 20.00.00,6,7
28/11/2013 21.00.00,7,9
28/11/2013 22.00.00,9,11
28/11/2013 23.00.00,4,5
29/11/2013 00.00.00,6,6
29/11/2013 01.00.00,9,10
29/11/2013 02.00.00,13,15
29/11/2013 03.00.00,12,14
29/11/2013 04.00.00,13,14
29/11/2013 05.00.00,15,18
29/11/2013 06.00.00,14,16
29/11/2013 07.00.00,18,20
29/11/2013 08.00.00,28,31
29/11/2013 09.00.00,23,26
29/11/2013 10.00.00,17,20
29/11/2013 11.00.00,27,31
29/11/2013 12.00.00,7,8
29/11/2013 13.00.00,6,7
29/11/2013 14.00.00,12,14
29/11/2013 15.00.00,16,19
29/11/2013 16.00.00,17,17
29/11/2013 17.00.00,15,16
29/11/2013 18.00.00,11,13
29/11/2013 19.00.00,14,17
29/11/2013 20.00.00,14,16
29/11/2013 21.00.00,11,13
29/11/2013 22.00.00,6,7
29/11/2013 23.00.00,11,13
30/11/2013 00.00.00,9,11
30/11/2013 01.00.00,12,14
30/11/2013 02.00.00,8,10
30/11/2013 03.00.00,7,8
30/11/2013 04.00.00,6,7
30/11/2013 05.00.00,7,9
30/11/2013 06.00.00,8,10
30/11/2013 07.00.00,9,11
30/11/2013 08.00.00,14,16
30/11/2013 09.00.00,16,19
30/11/2013 10.00.00,12,13
30/11/2013 11.00.00,10,11
30/11/2013 12.00.00,9,10
30/11/2013 13.00.00,9,11
30/11/2013 14.00.00,9,11
30/11/2013 15.00.00,6,7
30/11/2013 16.00.00,6,7
30/11/2013 17.00.00,4,4
30/11/2013 18.00.00,8,9
30/11/2013 19.00.00,9,10
30/11/2013 20.00.00,3,4
30/11/2013 21.00.00,5,5
30/11/2013 22.00.00,17,18
30/11/2013 23.00.00,22,23
01/12/2013 00.00.00,9,10
01/12/2013 01.00.00,9,10
01/12/2013 02.00.00,3,4
01/12/2013 03.00.00,3,3
01/12/2013 04.00.00,,
01/12/2013 05.00.00,,
01/12/2013 06.00.00,,
01/12/2013 07.00.00,,
01/12/2013 08.00.00,,
01/12/2013 09.00.00,,
01/12/2013 10.00.00,,
01/12/2013 11.00.00,,
01/12/2013 12.00.00,,
01/12/2013 13.00.00,,
01/12/2013 14.00.00,,
01/12/2013 15.00.00,,
01/12/2013 16.00.00,,
01/12/2013 17.00.00,,
01/12/2013 18.00.00,,
01/12/2013 19.00.00,,
01/12/2013 20.00.00,,
01/12/2013 21.00.00,,
01/12/2013 22.00.00,,
01/12/2013 23.00.00,,
02/12/2013 00.00.00,,
02/12/2013 01.00.00,,
02/12/2013 02.00.00,,
02/12/2013 03.00.00,,
02/12/2013 04.00.00,,
02/12/2013 05.00.00,,
02/12/2013 06.00.00,,
02/12/2013 07.00.00,,
02/12/2013 08.00.00,,
02/12/2013 09.00.00,,
02/12/2013 10.00.00,,
02/12/2013 11.00.00,13,17
02/12/2013 12.00.00,11,13
02/12/2013 13.00.00,10,12
02/12/2013 14.00.00,10,12
02/12/2013 15.00.00,15,18
02/12/2013 16.00.00,12,14
02/12/2013 17.00.00,9,11
02/12/2013 18.00.00,8,10
02/12/2013 19.00.00,13,15
02/12/2013 20.00.00,14,17
02/12/2013 21.00.00,14,17
02/12/2013 22.00.00,9,10
02/12/2013 23.00.00,13,15
03/12/2013 00.00.00,20,23
03/12/2013 01.00.00,16,19
03/12/2013 02.00.00,20,23
03/12/2013 03.00.00,11,13
03/12/2013 04.00.00,9,10
03/12/2013 05.00.00,11,12
03/12/2013 06.00.00,21,24
03/12/2013 07.00.00,23,27
03/12/2013 08.00.00,34,42
03/12/2013 09.00.00,27,30
03/12/2013 10.00.00,27,30
03/12/2013 11.00.00,25,28
03/12/2013 12.00.00,33,37
03/12/2013 13.00.00,38,45
03/12/2013 14.00.00,80,102
03/12/2013 15.00.00,38,44
03/12/2013 16.00.00,31,37
03/12/2013 17.00.00,33,39
03/12/2013 18.00.00,36,42
03/12/2013 19.00.00,18,25
03/12/2013 20.00.00,8,11
03/12/2013 21.00.00,32,45
03/12/2013 22.00.00,40,56
03/12/2013 23.00.00,39,54
04/12/2013 00.00.00,128,179
04/12/2013 01.00.00,155,208
04/12/2013 02.00.00,55,78
04/12/2013 03.00.00,79,106
04/12/2013 04.00.00,147,201
04/12/2013 05.00.00,113,158
04/12/2013 06.00.00,33,46
04/12/2013 07.00.00,47,65
04/12/2013 08.00.00,39,53
04/12/2013 09.00.00,22,29
04/12/2013 10.00.00,15,19
04/12/2013 11.00.00,12,16
04/12/2013 12.00.00,70,101
04/12/2013 13.00.00,76,109
04/12/2013 14.00.00,72,104
04/12/2013 15.00.00,171,237
04/12/2013 16.00.00,63,94
04/12/2013 17.00.00,40,57
04/12/2013 18.00.00,38,54
04/12/2013 19.00.00,12,15
04/12/2013 20.00.00,11,14
04/12/2013 21.00.00,12,15
04/12/2013 22.00.00,19,24
04/12/2013 23.00.00,24,29
05/12/2013 00.00.00,23,26
05/12/2013 01.00.00,50,56
05/12/2013 02.00.00,37,40
05/12/2013 03.00.00,34,38
05/12/2013 04.00.00,17,20
05/12/2013 05.00.00,20,22
05/12/2013 06.00.00,35,38
05/12/2013 07.00.00,31,35
05/12/2013 08.00.00,49,55
05/12/2013 09.00.00,54,61
05/12/2013 10.00.00,20,25
05/12/2013 11.00.00,19,24
05/12/2013 12.00.00,17,23
05/12/2013 13.00.00,4,5
05/12/2013 14.00.00,7,9
05/12/2013 15.00.00,9,11
05/12/2013 16.00.00,10,12
05/12/2013 17.00.00,22,29
05/12/2013 18.00.00,21,28
05/12/2013 19.00.00,21,28
05/12/2013 20.00.00,19,26
05/12/2013 21.00.00,34,39
05/12/2013 22.00.00,14,18
05/12/2013 23.00.00,18,21
06/12/2013 00.00.00,11,14
06/12/2013 01.00.00,13,15
06/12/2013 02.00.00,5,6
06/12/2013 03.00.00,6,7
06/12/2013 04.00.00,3,4
06/12/2013 05.00.00,5,6
06/12/2013 06.00.00,5,6
06/12/2013 07.00.00,17,19
06/12/2013 08.00.00,21,24
06/12/2013 09.00.00,34,39
06/12/2013 10.00.00,30,36
06/12/2013 11.00.00,12,15
06/12/2013 12.00.00,10,11
06/12/2013 13.00.00,8,9
06/12/2013 14.00.00,9,10
06/12/2013 15.00.00,5,6
06/12/2013 16.00.00,10,11
06/12/2013 17.00.00,24,27
06/12/2013 18.00.00,47,53
06/12/2013 19.00.00,29,35
06/12/2013 20.00.00,14,17
06/12/2013 21.00.00,16,21
06/12/2013 22.00.00,10,13
06/12/2013 23.00.00,13,17
07/12/2013 00.00.00,51,65
07/12/2013 01.00.00,25,32
07/12/2013 02.00.00,8,11
07/12/2013 03.00.00,12,15
07/12/2013 04.00.00,52,66
07/12/2013 05.00.00,17,23
07/12/2013 06.00.00,12,16
07/12/2013 07.00.00,34,47
07/12/2013 08.00.00,72,92
07/12/2013 09.00.00,78,101
07/12/2013 10.00.00,32,42
07/12/2013 11.00.00,79,102
07/12/2013 12.00.00,10,11
07/12/2013 13.00.00,10,12
07/12/2013 14.00.00,22,27
07/12/2013 15.00.00,33,39
07/12/2013 16.00.00,19,22
07/12/2013 17.00.00,13,14
07/12/2013 18.00.00,16,17
07/12/2013 19.00.00,25,28
07/12/2013 20.00.00,30,37
07/12/2013 21.00.00,35,40
07/12/2013 22.00.00,43,49
07/12/2013 23.00.00,20,24
08/12/2013 00.00.00,12,14
08/12/2013 01.00.00,17,19
08/12/2013 02.00.00,17,19
08/12/2013 03.00.00,6,7
08/12/2013 04.00.00,5,5
08/12/2013 05.00.00,13,14
08/12/2013 06.00.00,13,14
08/12/2013 07.00.00,6,7
08/12/2013 08.00.00,6,7
08/12/2013 09.00.00,6,7
08/12/2013 10.00.00,14,15
08/12/2013 11.00.00,7,8
08/12/2013 12.00.00,6,7
08/12/2013 13.00.00,4,4
08/12/2013 14.00.00,4,4
08/12/2013 15.00.00,3,3
08/12/2013 16.00.00,5,5
08/12/2013 17.00.00,12,13
08/12/2013 18.00.00,18,21
08/12/2013 19.00.00,10,12
08/12/2013 20.00.00,7,9
08/12/2013 21.00.00,12,14
08/12/2013 22.00.00,25,29
08/12/2013 23.00.00,10,12
09/12/2013 00.00.00,7,8
09/12/2013 01.00.00,13,15
09/12/2013 02.00.00,8,10
09/12/2013 03.00.00,4,4
09/12/2013 04.00.00,3,4
09/12/2013 05.00.00,3,3
09/12/2013 06.00.00,6,7
09/12/2013 07.00.00,13,15
09/12/2013 08.00.00,18,21
09/12/2013 09.00.00,37,44
09/12/2013 10.00.00,22,27
09/12/2013 11.00.00,24,29
09/12/2013 12.00.00,16,19
09/12/2013 13.00.00,17,21
09/12/2013 14.00.00,13,17
09/12/2013 15.00.00,27,33
09/12/2013 16.00.00,12,15
09/12/2013 17.00.00,15,18
09/12/2013 18.00.00,35,41
09/12/2013 19.00.00,23,27
09/12/2013 20.00.00,21,24
09/12/2013 21.00.00,42,49
09/12/2013 22.00.00,15,19
09/12/2013 23.00.00,19,23
10/12/2013 00.00.00,18,21
10/12/2013 01.00.00,20,24
10/12/2013 02.00.00,15,19
10/12/2013 03.00.00,14,18
10/12/2013 04.00.00,28,37
10/12/2013 05.00.00,43,57
10/12/2013 06.00.00,11,15
10/12/2013 07.00.00,32,42
10/12/2013 08.00.00,43,55
10/12/2013 09.00.00,81,105
10/12/2013 10.00.00,41,53
10/12/2013 11.00.00,31,42
10/12/2013 12.00.00,189,255
10/12/2013 13.00.00,324,381
10/12/2013 14.00.00,276,376
10/12/2013 15.00.00,133,176
10/12/2013 16.00.00,126,168
10/12/2013 17.00.00,89,122
10/12/2013 18.00.00,137,173
10/12/2013 19.00.00,175,226
10/12/2013 20.00.00,187,250
10/12/2013 21.00.00,80,104
10/12/2013 22.00.00,65,87
10/12/2013 23.00.00,26,35
11/12/2013 00.00.00,101,126
11/12/2013 01.00.00,64,85
11/12/2013 02.00.00,64,84
11/12/2013 03.00.00,66,87
11/12/2013 04.00.00,10,11
11/12/2013 05.00.00,5,5
11/12/2013 06.00.00,12,13
11/12/2013 07.00.00,20,22
11/12/2013 08.00.00,43,49
11/12/2013 09.00.00,67,77
11/12/2013 10.00.00,22,24
11/12/2013 11.00.00,32,40
11/12/2013 12.00.00,20,21
11/12/2013 13.00.00,19,19
11/12/2013 14.00.00,24,28
11/12/2013 15.00.00,12,13
11/12/2013 16.00.00,8,8
11/12/2013 17.00.00,13,14
11/12/2013 18.00.00,6,8
11/12/2013 19.00.00,11,13
11/12/2013 20.00.00,11,13
11/12/2013 21.00.00,11,13
11/12/2013 22.00.00,18,20
11/12/2013 23.00.00,11,14
12/12/2013 00.00.00,15,18
12/12/2013 01.00.00,6,7
12/12/2013 02.00.00,10,11
12/12/2013 03.00.00,13,15
12/12/2013 04.00.00,11,12
12/12/2013 05.00.00,16,18
12/12/2013 06.00.00,16,19
12/12/2013 07.00.00,19,22
12/12/2013 08.00.00,54,62
12/12/2013 09.00.00,96,111
12/12/2013 10.00.00,59,71
12/12/2013 11.00.00,15,20
12/12/2013 12.00.00,27,37
12/12/2013 13.00.00,57,82
12/12/2013 14.00.00,58,84
12/12/2013 15.00.00,103,145
12/12/2013 16.00.00,37,51
12/12/2013 17.00.00,37,48
12/12/2013 18.00.00,38,47
12/12/2013 19.00.00,33,44
12/12/2013 20.00.00,10,15
12/12/2013 21.00.00,13,19
12/12/2013 22.00.00,9,14
12/12/2013 23.00.00,6,9
13/12/2013 00.00.00,33,42
13/12/2013 01.00.00,9,13
13/12/2013 02.00.00,5,7
13/12/2013 03.00.00,17,21
13/12/2013 04.00.00,8,11
13/12/2013 05.00.00,9,13
13/12/2013 06.00.00,4,5
13/12/2013 07.00.00,18,25
13/12/2013 08.00.00,33,41
13/12/2013 09.00.00,38,51
13/12/2013 10.00.00,29,35
13/12/2013 11.00.00,11,16
13/12/2013 12.00.00,39,54
13/12/2013 13.00.00,71,78
13/12/2013 14.00.00,59,83
13/12/2013 15.00.00,53,72
13/12/2013 16.00.00,51,70
13/12/2013 17.00.00,16,20
13/12/2013 18.00.00,22,28
13/12/2013 19.00.00,29,36
13/12/2013 20.00.00,23,32
13/12/2013 21.00.00,17,22
13/12/2013 22.00.00,20,23
13/12/2013 23.00.00,23,27
14/12/2013 00.00.00,20,24
14/12/2013 01.00.00,22,25
14/12/2013 02.00.00,21,25
14/12/2013 03.00.00,9,10
14/12/2013 04.00.00,9,10
14/12/2013 05.00.00,4,5
14/12/2013 06.00.00,8,10
14/12/2013 07.00.00,20,23
14/12/2013 08.00.00,43,50
14/12/2013 09.00.00,40,47
14/12/2013 10.00.00,14,18
14/12/2013 11.00.00,13,17
14/12/2013 12.00.00,4,6
14/12/2013 13.00.00,3,6
14/12/2013 14.00.00,2,3
14/12/2013 15.00.00,3,5
14/12/2013 16.00.00,5,8
14/12/2013 17.00.00,9,11
14/12/2013 18.00.00,14,16
14/12/2013 19.00.00,24,28
14/12/2013 20.00.00,25,30
14/12/2013 21.00.00,30,35
14/12/2013 22.00.00,34,39
14/12/2013 23.00.00,21,24
15/12/2013 00.00.00,29,33
15/12/2013 01.00.00,33,38
15/12/2013 02.00.00,18,21
15/12/2013 03.00.00,22,25
15/12/2013 04.00.00,6,8
15/12/2013 05.00.00,5,6
15/12/2013 06.00.00,12,13
15/12/2013 07.00.00,13,15
15/12/2013 08.00.00,11,13
15/12/2013 09.00.00,23,26
15/12/2013 10.00.00,14,17
15/12/2013 11.00.00,13,15
15/12/2013 12.00.00,10,13
15/12/2013 13.00.00,7,9
15/12/2013 14.00.00,7,10
15/12/2013 15.00.00,8,12
15/12/2013 16.00.00,12,13
15/12/2013 17.00.00,24,27
15/12/2013 18.00.00,49,66
15/12/2013 19.00.00,24,33
15/12/2013 20.00.00,10,15
15/12/2013 21.00.00,11,16
15/12/2013 22.00.00,42,58
15/12/2013 23.00.00,51,68
16/12/2013 00.00.00,41,56
16/12/2013 01.00.00,5,6
16/12/2013 02.00.00,3,4
16/12/2013 03.00.00,7,9
16/12/2013 04.00.00,18,24
16/12/2013 05.00.00,17,22
16/12/2013 06.00.00,53,72
16/12/2013 07.00.00,11,16
16/12/2013 08.00.00,32,41
16/12/2013 09.00.00,37,50
16/12/2013 10.00.00,92,122
16/12/2013 11.00.00,82,110
16/12/2013 12.00.00,71,93
16/12/2013 13.00.00,61,83
16/12/2013 14.00.00,224,290
16/12/2013 15.00.00,109,158
16/12/2013 16.00.00,133,193
16/12/2013 17.00.00,133,191
16/12/2013 18.00.00,22,27
16/12/2013 19.00.00,47,69
16/12/2013 20.00.00,41,56
16/12/2013 21.00.00,70,101
16/12/2013 22.00.00,17,22
16/12/2013 23.00.00,15,18
17/12/2013 00.00.00,18,22
17/12/2013 01.00.00,22,27
17/12/2013 02.00.00,24,30
17/12/2013 03.00.00,20,24
17/12/2013 04.00.00,23,33
17/12/2013 05.00.00,34,48
17/12/2013 06.00.00,34,50
17/12/2013 07.00.00,13,19
17/12/2013 08.00.00,16,20
17/12/2013 09.00.00,19,23
17/12/2013 10.00.00,14,18
17/12/2013 11.00.00,14,18
17/12/2013 12.00.00,47,58
17/12/2013 13.00.00,30,40
17/12/2013 14.00.00,27,35
17/12/2013 15.00.00,24,30
17/12/2013 16.00.00,25,29
17/12/2013 17.00.00,24,28
17/12/2013 18.00.00,14,17
17/12/2013 19.00.00,27,33
17/12/2013 20.00.00,19,25
17/12/2013 21.00.00,29,37
17/12/2013 22.00.00,31,42
17/12/2013 23.00.00,33,43
18/12/2013 00.00.00,24,29
18/12/2013 01.00.00,24,29
18/12/2013 02.00.00,33,40
18/12/2013 03.00.00,33,40
18/12/2013 04.00.00,22,26
18/12/2013 05.00.00,23,28
18/12/2013 06.00.00,37,45
18/12/2013 07.00.00,43,52
18/12/2013 08.00.00,70,85
18/12/2013 09.00.00,85,103
18/12/2013 10.00.00,34,42
18/12/2013 11.00.00,21,26
18/12/2013 12.00.00,8,10
18/12/2013 13.00.00,4,6
18/12/2013 14.00.00,6,8
18/12/2013 15.00.00,6,8
18/12/2013 16.00.00,5,6
18/12/2013 17.00.00,10,12
18/12/2013 18.00.00,17,21
18/12/2013 19.00.00,16,20
18/12/2013 20.00.00,14,17
18/12/2013 21.00.00,18,22
18/12/2013 22.00.00,10,12
18/12/2013 23.00.00,11,14
19/12/2013 00.00.00,11,13
19/12/2013 01.00.00,9,11
19/12/2013 02.00.00,6,7
19/12/2013 03.00.00,5,7
19/12/2013 04.00.00,4,5
19/12/2013 05.00.00,9,11
19/12/2013 06.00.00,5,6
19/12/2013 07.00.00,11,14
19/12/2013 08.00.00,23,28
19/12/2013 09.00.00,33,40
19/12/2013 10.00.00,31,39
19/12/2013 11.00.00,16,21
19/12/2013 12.00.00,10,13
19/12/2013 13.00.00,9,11
19/12/2013 14.00.00,6,8
19/12/2013 15.00.00,5,6
19/12/2013 16.00.00,7,9
19/12/2013 17.00.00,17,20
19/12/2013 18.00.00,30,36
19/12/2013 19.00.00,17,22
19/12/2013 20.00.00,29,36
19/12/2013 21.00.00,29,36
19/12/2013 22.00.00,11,14
19/12/2013 23.00.00,14,18
20/12/2013 00.00.00,14,18
20/12/2013 01.00.00,,12
20/12/2013 02.00.00,6,9
20/12/2013 03.00.00,6,8
20/12/2013 04.00.00,6,7
20/12/2013 05.00.00,7,9
20/12/2013 06.00.00,8,10
20/12/2013 07.00.00,11,14
20/12/2013 08.00.00,42,51
20/12/2013 09.00.00,38,47
20/12/2013 10.00.00,32,38
20/12/2013 11.00.00,15,19
20/12/2013 12.00.00,12,15
20/12/2013 13.00.00,14,17
20/12/2013 14.00.00,6,7
20/12/2013 15.00.00,8,10
20/12/2013 16.00.00,8,10
20/12/2013 17.00.00,17,21
20/12/2013 18.00.00,27,33
20/12/2013 19.00.00,17,21
20/12/2013 20.00.00,16,19
20/12/2013 21.00.00,11,14
20/12/2013 22.00.00,7,9
20/12/2013 23.00.00,6,8
21/12/2013 00.00.00,6,7
21/12/2013 01.00.00,6,7
21/12/2013 02.00.00,6,7
21/12/2013 03.00.00,5,5
21/12/2013 04.00.00,4,5
21/12/2013 05.00.00,3,3
21/12/2013 06.00.00,7,8
21/12/2013 07.00.00,14,17
21/12/2013 08.00.00,16,18
21/12/2013 09.00.00,19,21
21/12/2013 10.00.00,10,12
21/12/2013 11.00.00,10,11
21/12/2013 12.00.00,4,5
21/12/2013 13.00.00,4,5
21/12/2013 14.00.00,4,4
21/12/2013 15.00.00,4,4
21/12/2013 16.00.00,3,3
21/12/2013 17.00.00,11,16
21/12/2013 18.00.00,9,13
21/12/2013 19.00.00,14,17
21/12/2013 20.00.00,7,9
21/12/2013 21.00.00,7,9
21/12/2013 22.00.00,7,8
21/12/2013 23.00.00,7,8
22/12/2013 00.00.00,11,13
22/12/2013 01.00.00,37,43
22/12/2013 02.00.00,38,45
22/12/2013 03.00.00,17,20
22/12/2013 04.00.00,9,11
22/12/2013 05.00.00,6,7
22/12/2013 06.00.00,10,13
22/12/2013 07.00.00,20,24
22/12/2013 08.00.00,20,23
22/12/2013 09.00.00,37,44
22/12/2013 10.00.00,30,35
22/12/2013 11.00.00,21,25
22/12/2013 12.00.00,15,18
22/12/2013 13.00.00,9,10
22/12/2013 14.00.00,4,4
22/12/2013 15.00.00,2,3
22/12/2013 16.00.00,3,4
22/12/2013 17.00.00,19,22
22/12/2013 18.00.00,19,24
22/12/2013 19.00.00,18,22
22/12/2013 20.00.00,9,11
22/12/2013 21.00.00,12,15
22/12/2013 22.00.00,14,17
22/12/2013 23.00.00,15,17
23/12/2013 00.00.00,18,22
23/12/2013 01.00.00,23,27
23/12/2013 02.00.00,13,16
23/12/2013 03.00.00,15,18
23/12/2013 04.00.00,8,10
23/12/2013 05.00.00,8,10
23/12/2013 06.00.00,4,6
23/12/2013 07.00.00,15,17
23/12/2013 08.00.00,27,32
23/12/2013 09.00.00,24,30
23/12/2013 10.00.00,28,34
23/12/2013 11.00.00,11,14
23/12/2013 12.00.00,10,12
23/12/2013 13.00.00,8,10
23/12/2013 14.00.00,6,8
23/12/2013 15.00.00,6,7
23/12/2013 16.00.00,4,5
23/12/2013 17.00.00,15,18
23/12/2013 18.00.00,18,22
23/12/2013 19.00.00,21,26
23/12/2013 20.00.00,34,41
23/12/2013 21.00.00,20,25
23/12/2013 22.00.00,17,20
23/12/2013 23.00.00,10,13
24/12/2013 00.00.00,11,14
24/12/2013 01.00.00,10,13
24/12/2013 02.00.00,6,8
24/12/2013 03.00.00,5,7
24/12/2013 04.00.00,4,5
24/12/2013 05.00.00,7,8
24/12/2013 06.00.00,9,11
24/12/2013 07.00.00,17,20
24/12/2013 08.00.00,43,50
24/12/2013 09.00.00,35,43
24/12/2013 10.00.00,29,36
24/12/2013 11.00.00,42,52
24/12/2013 12.00.00,16,20
24/12/2013 13.00.00,9,12
24/12/2013 14.00.00,11,14
24/12/2013 15.00.00,11,14
24/12/2013 16.00.00,21,26
24/12/2013 17.00.00,24,29
24/12/2013 18.00.00,12,16
24/12/2013 19.00.00,18,23
24/12/2013 20.00.00,11,14
24/12/2013 21.00.00,11,15
24/12/2013 22.00.00,7,10
24/12/2013 23.00.00,6,8
25/12/2013 00.00.00,9,12
25/12/2013 01.00.00,11,14
25/12/2013 02.00.00,9,12
25/12/2013 03.00.00,6,8
25/12/2013 04.00.00,5,6
25/12/2013 05.00.00,4,5
25/12/2013 06.00.00,5,7
25/12/2013 07.00.00,5,6
25/12/2013 08.00.00,10,12
25/12/2013 09.00.00,15,19
25/12/2013 10.00.00,8,10
25/12/2013 11.00.00,4,5
25/12/2013 12.00.00,4,5
25/12/2013 13.00.00,4,4
25/12/2013 14.00.00,3,4
25/12/2013 15.00.00,3,4
25/12/2013 16.00.00,6,7
25/12/2013 17.00.00,7,8
25/12/2013 18.00.00,9,11
25/12/2013 19.00.00,8,10
25/12/2013 20.00.00,4,5
25/12/2013 21.00.00,3,4
25/12/2013 22.00.00,3,4
25/12/2013 23.00.00,3,3
26/12/2013 00.00.00,3,3
26/12/2013 01.00.00,3,3
26/12/2013 02.00.00,2,2
26/12/2013 03.00.00,3,3
26/12/2013 04.00.00,2,2
26/12/2013 05.00.00,2,3
26/12/2013 06.00.00,2,3
26/12/2013 07.00.00,2,2
26/12/2013 08.00.00,3,4
26/12/2013 09.00.00,4,4
26/12/2013 10.00.00,3,3
26/12/2013 11.00.00,3,3
26/12/2013 12.00.00,3,4
26/12/2013 13.00.00,3,4
26/12/2013 14.00.00,4,5
26/12/2013 15.00.00,4,4
26/12/2013 16.00.00,6,7
26/12/2013 17.00.00,8,8
26/12/2013 18.00.00,8,10
26/12/2013 19.00.00,8,9
26/12/2013 20.00.00,3,4
26/12/2013 21.00.00,7,8
26/12/2013 22.00.00,7,9
26/12/2013 23.00.00,10,12
27/12/2013 00.00.00,4,5
27/12/2013 01.00.00,12,16
27/12/2013 02.00.00,21,30
27/12/2013 03.00.00,45,66
27/12/2013 04.00.00,3,4
27/12/2013 05.00.00,5,6
27/12/2013 06.00.00,4,5
27/12/2013 07.00.00,7,9
27/12/2013 08.00.00,16,20
27/12/2013 09.00.00,31,38
27/12/2013 10.00.00,28,35
27/12/2013 11.00.00,18,22
27/12/2013 12.00.00,10,12
27/12/2013 13.00.00,11,14
27/12/2013 14.00.00,13,15
27/12/2013 15.00.00,9,10
27/12/2013 16.00.00,9,11
27/12/2013 17.00.00,7,9
27/12/2013 18.00.00,14,17
27/12/2013 19.00.00,14,18
27/12/2013 20.00.00,6,8
27/12/2013 21.00.00,22,27
27/12/2013 22.00.00,29,36
27/12/2013 23.00.00,18,23
28/12/2013 00.00.00,22,28
28/12/2013 01.00.00,15,19
28/12/2013 02.00.00,14,18
28/12/2013 03.00.00,18,26
28/12/2013 04.00.00,30,44
28/12/2013 05.00.00,13,17
28/12/2013 06.00.00,11,13
28/12/2013 07.00.00,10,13
28/12/2013 08.00.00,18,23
28/12/2013 09.00.00,32,39
28/12/2013 10.00.00,22,28
28/12/2013 11.00.00,23,32
28/12/2013 12.00.00,36,55
28/12/2013 13.00.00,12,15
28/12/2013 14.00.00,9,11
28/12/2013 15.00.00,9,11
28/12/2013 16.00.00,10,12
28/12/2013 17.00.00,10,13
28/12/2013 18.00.00,12,16
28/12/2013 19.00.00,11,14
28/12/2013 20.00.00,14,17
28/12/2013 21.00.00,19,24
28/12/2013 22.00.00,23,28
28/12/2013 23.00.00,22,28
29/12/2013 00.00.00,13,17
29/12/2013 01.00.00,11,15
29/12/2013 02.00.00,14,17
29/12/2013 03.00.00,17,20
29/12/2013 04.00.00,13,16
29/12/2013 05.00.00,11,14
29/12/2013 06.00.00,22,26
29/12/2013 07.00.00,10,13
29/12/2013 08.00.00,13,15
29/12/2013 09.00.00,13,16
29/12/2013 10.00.00,11,14
29/12/2013 11.00.00,15,19
29/12/2013 12.00.00,9,11
29/12/2013 13.00.00,7,8
29/12/2013 14.00.00,4,5
29/12/2013 15.00.00,4,5
29/12/2013 16.00.00,7,9
29/12/2013 17.00.00,18,21
29/12/2013 18.00.00,18,22
29/12/2013 19.00.00,19,24
29/12/2013 20.00.00,9,12
29/12/2013 21.00.00,26,32
29/12/2013 22.00.00,15,19
29/12/2013 23.00.00,16,20
30/12/2013 00.00.00,14,17
30/12/2013 01.00.00,8,11
30/12/2013 02.00.00,14,17
30/12/2013 03.00.00,9,11
30/12/2013 04.00.00,18,21
30/12/2013 05.00.00,16,20
30/12/2013 06.00.00,14,17
30/12/2013 07.00.00,17,22
30/12/2013 08.00.00,38,48
30/12/2013 09.00.00,64,77
30/12/2013 10.00.00,28,36
30/12/2013 11.00.00,28,35
30/12/2013 12.00.00,14,18
30/12/2013 13.00.00,11,14
30/12/2013 14.00.00,8,11
30/12/2013 15.00.00,23,29
30/12/2013 16.00.00,26,34
30/12/2013 17.00.00,37,47
30/12/2013 18.00.00,39,49
30/12/2013 19.00.00,31,39
30/12/2013 20.00.00,18,24
30/12/2013 21.00.00,13,17
30/12/2013 22.00.00,26,32
30/12/2013 23.00.00,7,10
31/12/2013 00.00.00,20,25
31/12/2013 01.00.00,10,13
31/12/2013 02.00.00,5,7
31/12/2013 03.00.00,3,4
31/12/2013 04.00.00,4,5
31/12/2013 05.00.00,6,7
31/12/2013 06.00.00,4,5
31/12/2013 07.00.00,7,9
31/12/2013 08.00.00,11,14
31/12/2013 09.00.00,23,29
31/12/2013 10.00.00,16,21
31/12/2013 11.00.00,16,21
31/12/2013 12.00.00,11,13
31/12/2013 13.00.00,7,9
31/12/2013 14.00.00,7,9
31/12/2013 15.00.00,8,10
31/12/2013 16.00.00,13,16
31/12/2013 17.00.00,14,18
31/12/2013 18.00.00,9,11
31/12/2013 19.00.00,12,15
31/12/2013 20.00.00,7,10
31/12/2013 21.00.00,7,11
31/12/2013 22.00.00,6,8
31/12/2013 23.00.00,6,9
01/01/2014 00.00.00,7,10
,,
,ILVA 1 ARIA,ILVA 1 ARIA
Stazione,COKERIA,COKERIA
,IPA2,IPA
Unit,ng/m3,ng/m3
01/01/2014 01.00.00,5,7
01/01/2014 02.00.00,5,7
01/01/2014 03.00.00,6,8
01/01/2014 04.00.00,6,7
01/01/2014 05.00.00,3,4
01/01/2014 06.00.00,4,5
01/01/2014 07.00.00,3,4
01/01/2014 08.00.00,3,4
01/01/2014 09.00.00,4,5
01/01/2014 10.00.00,3,3
