Stat,San Vito dei Normanni,,,,,,,
,,,,,,,,,
Parm,NO2,NOX,CO,O3,BENZENE,,,
Unit,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3 293K,ug/m3 293K,,,
Field,Aver,Aver,Aver,Aver,Aver,,,
,,,,
,,,,,
,,,,,,,
16/01/2014 12.00,"6,8","11,3","0,3","46,7","1,0",,,
16/01/2014 13.00,"6,1","9,9","0,3","53,0","0,8",,,
16/01/2014 14.00,"5,9","9,8","0,3","60,0","0,8",,,
16/01/2014 15.00,"6,8","10,1","0,3","62,1","0,8",,,
16/01/2014 16.00,"5,3","8,0","0,3","68,6","0,9",,,
16/01/2014 17.00,"5,7","8,2","0,3","66,2","0,8",,,
16/01/2014 18.00,"19,9","24,7","0,4","44,9","0,9",,,
16/01/2014 19.00,"39,7","66,1","1,0","10,1","3,0",,,
16/01/2014 20.00,"34,8","77,5","2,1","10,4","7,6",,,
16/01/2014 21.00,"32,4","42,2","2,3","10,8","15,6",,,
16/01/2014 22.00,"24,9","31,3","2,0","9,8","10,7",,,
16/01/2014 23.00,"16,9","20,3","1,4","14,2","8,2",,,
17/01/2014 0.00,"11,5","14,1","1,0","20,2","5,7",,,
17/01/2014 1.00,"10,2","12,8","0,7","23,7","3,4",,,
17/01/2014 2.00,"9,7","12,1","0,6","23,5","3,0",,,
17/01/2014 3.00,"6,4","8,7","0,5","29,1","2,6",,,
17/01/2014 4.00,"5,6","7,9","0,4","30,4","1,8",,,
17/01/2014 5.00,"4,1","6,4","0,4","30,7","1,8",,,
17/01/2014 6.00,"4,0","6,4","0,4","31,9","1,3",,,
17/01/2014 7.00,"8,9","11,5","0,4","24,7","1,5",,,
17/01/2014 8.00,"11,9","18,0","0,4","18,6","1,2",,,
17/01/2014 9.00,"16,7","30,1","0,5","16,9","2,4",,,
17/01/2014 10.00,"8,4","12,2","0,4","43,6","1,8",,,
17/01/2014 11.00,"5,5","8,6","0,3","53,5","1,0",,,
17/01/2014 12.00,"7,4","11,6","0,5","58,6","5,1",,,
17/01/2014 13.00,"5,3","8,8","0,3","60,0","3,4",,,
17/01/2014 14.00,"3,3","6,4","0,3","65,0","1,0",,,
17/01/2014 15.00,"2,4","5,1","0,2","69,0","0,6",,,
17/01/2014 16.00,"2,4","5,2","0,2","72,4","0,5",,,
17/01/2014 17.00,"4,0","7,1","0,2","71,0","0,5",,,
17/01/2014 18.00,"3,8","6,4","0,2","71,9","0,7",,,
17/01/2014 19.00,"2,8","5,4","0,2","72,6","0,7",,,
17/01/2014 20.00,"2,8","5,2","0,3","73,4","0,6",,,
17/01/2014 21.00,"2,8","5,4","0,3","74,1","0,6",,,
17/01/2014 22.00,"2,7","5,1","0,3","74,1","0,6",,,
17/01/2014 23.00,"2,2","4,4","0,9","72,8","0,6",,,
18/01/2014 0.00,"2,1","4,3","0,5","73,6","0,5",,,
18/01/2014 1.00,"1,9","4,1","0,2","73,6","0,3",,,
18/01/2014 2.00,"1,4","3,7","0,2","73,9","0,3",,,
18/01/2014 3.00,"1,0","3,2",,"74,2","0,2",,,
18/01/2014 4.00,"1,3","3,5","0,2","73,6","0,2",,,
18/01/2014 5.00,"1,8","4,0","0,2","74,8","0,2",,,
18/01/2014 6.00,"1,9","4,2","0,2","74,7","0,2",,,
18/01/2014 7.00,"2,0","4,3","0,2","77,0","0,3",,,
18/01/2014 8.00,"2,1","4,5","0,2","76,6","0,3",,,
18/01/2014 9.00,"4,5","8,4","0,2","74,4","0,3",,,
18/01/2014 10.00,"4,0","7,4","0,2","71,4","0,6",,,
18/01/2014 11.00,"3,8","7,0","0,2","72,2","0,5",,,
18/01/2014 12.00,"3,3","5,9","0,2","74,6","0,6",,,
18/01/2014 13.00,"4,3","8,5","0,2","73,6","0,6",,,
18/01/2014 14.00,"3,8","6,9","0,3","71,7","0,6",,,
18/01/2014 15.00,"2,5","5,3","0,3","71,4","0,6",,,
18/01/2014 16.00,"2,3","4,9","0,3","70,4","0,5",,,
18/01/2014 17.00,"2,3","4,7","0,3","69,0","0,6",,,
18/01/2014 18.00,"2,6","5,0","0,3","68,1","0,6",,,
18/01/2014 19.00,"2,0","4,6","0,3","67,9","0,5",,,
18/01/2014 20.00,"2,2","4,6","0,3","68,6","0,4",,,
18/01/2014 21.00,"2,2","4,6","0,3","68,4","0,4",,,
18/01/2014 22.00,"2,0","4,5","0,3","67,2","0,4",,,
18/01/2014 23.00,"2,1","4,4","0,3","66,9","0,4",,,
19/01/2014 0.00,"1,6","3,9","0,3","67,2","0,3",,,
19/01/2014 1.00,"1,5","3,8","0,2","67,0","0,3",,,
19/01/2014 2.00,,,"0,2","68,4","0,2",,,
19/01/2014 3.00,,,"0,2","69,1","0,2",,,
19/01/2014 4.00,,,"0,2","68,2","0,2",,,
19/01/2014 5.00,,,"0,2","67,6","0,2",,,
19/01/2014 6.00,,,"0,2","68,4","0,2",,,
19/01/2014 7.00,,,"0,2","68,4","0,2",,,
19/01/2014 8.00,,,"0,2","67,9","0,2",,,
19/01/2014 9.00,"1,3","3,7","0,2","68,4","0,2",,,
19/01/2014 10.00,"2,1","4,8","0,2","67,9","0,3",,,
19/01/2014 11.00,"2,1","4,6","0,2","67,4","0,4",,,
19/01/2014 12.00,"2,0","4,5","0,2","67,5","0,3",,,
19/01/2014 13.00,"2,2","4,8","0,2","67,1","0,4",,,
19/01/2014 14.00,"2,1","4,4","0,2","66,7","0,4",,,
19/01/2014 15.00,"2,1","4,2","0,2","65,8","0,4",,,
19/01/2014 16.00,"2,1","4,2","0,2","67,7","0,4",,,
19/01/2014 17.00,"2,2","4,5","0,2","70,0","0,4",,,
19/01/2014 18.00,"2,0","4,3","0,3","70,8","0,5",,,
19/01/2014 19.00,"1,9","4,3","0,3","71,4","0,4",,,
19/01/2014 20.00,"2,1","4,2","0,2","71,7","0,4",,,
19/01/2014 21.00,"1,9","4,2","0,2","71,0","0,3",,,
19/01/2014 22.00,"2,1","4,2","0,2","70,1","0,4",,,
19/01/2014 23.00,"2,1","4,2","0,2","70,6","0,3",,,
20/01/2014 0.00,"1,9","3,9","0,2","71,4","0,3",,,
20/01/2014 1.00,"1,3","3,2","0,2","72,0","0,2",,,
20/01/2014 2.00,,,"0,2","70,4","0,2",,,
20/01/2014 3.00,,,,"68,7","0,2",,,
20/01/2014 4.00,,,"0,2","66,2","0,2",,,
20/01/2014 5.00,,,"0,2","62,7","0,1",,,
20/01/2014 6.00,,,"0,3","59,0","0,2",,,
20/01/2014 7.00,"2,3","4,7","0,3","54,5","0,2",,,
20/01/2014 8.00,"3,0","5,4","0,3","48,6","0,3",,,
20/01/2014 9.00,"5,3","8,9","0,3","47,4","0,4",,,
20/01/2014 10.00,"3,7","6,3","0,3","50,6","0,6",,,
20/01/2014 11.00,"2,2","4,7","0,3","55,4","0,4",,,
20/01/2014 12.00,"2,3","5,3","0,3","57,5","0,4",,,
20/01/2014 13.00,"2,1","4,6","0,3","59,9","0,4",,,
20/01/2014 14.00,"3,4","7,2","0,3","63,2","0,4",,,
20/01/2014 15.00,"2,5","5,1","0,3","65,2","0,5",,,
20/01/2014 16.00,"2,0","4,4","0,2","66,9","0,5",,,
20/01/2014 17.00,"2,3","4,8","0,2","68,1","0,3",,,
20/01/2014 18.00,"5,7","9,1","0,3","60,7","0,5",,,
20/01/2014 19.00,"5,6","8,7","0,3","57,2","1,0",,,
20/01/2014 20.00,"5,4","8,8","0,3","56,4","1,0",,,
20/01/2014 21.00,"5,3","8,2","0,3","55,7","1,2",,,
20/01/2014 22.00,"3,5","6,0","0,2","62,2","0,8",,,
20/01/2014 23.00,"2,0","4,3","0,2","67,1","0,6",,,
21/01/2014 0.00,"2,1","4,4","0,2","69,6","0,5",,,
21/01/2014 1.00,"2,0","4,2","0,3","70,3","0,4",,,
21/01/2014 2.00,"2,0","4,0","0,2","71,3","0,3",,,
21/01/2014 3.00,"1,7","3,7","0,2","71,7","0,3",,,
21/01/2014 4.00,"1,0","3,0","0,2","71,2","0,3",,,
21/01/2014 5.00,"1,4","3,2","0,2","70,6","0,2",,,
21/01/2014 6.00,"1,6","3,5","0,2","70,4","0,2",,,
21/01/2014 7.00,"2,1","4,3","0,2","69,6","0,3",,,
21/01/2014 8.00,"2,3","4,9","0,2","69,0","0,3",,,
21/01/2014 9.00,"2,9","5,9","0,2","68,3","0,3",,,
21/01/2014 10.00,"3,2","5,9","0,2","66,6","0,5",,,
21/01/2014 11.00,"3,2","5,9","0,2","66,1","0,5",,,
21/01/2014 12.00,"2,8","5,5","0,2","65,4","0,5",,,
21/01/2014 13.00,"3,2","6,2","0,3","64,7","0,4",,,
21/01/2014 14.00,"3,1","5,7","0,2","65,3","0,5",,,
21/01/2014 15.00,"3,0","5,7","0,2","63,6","0,6",,,
21/01/2014 16.00,"2,8","5,4","0,2","65,2","0,5",,,
21/01/2014 17.00,"2,9","5,6","0,3","64,0","0,6",,,
21/01/2014 18.00,"3,9","6,9","0,3","62,9","0,6",,,
21/01/2014 19.00,"3,4","6,2","0,3","63,1","0,7",,,
21/01/2014 20.00,"4,3","7,1","0,3","60,4","0,7",,,
21/01/2014 21.00,"5,1","7,7","0,3","56,9","0,8",,,
21/01/2014 22.00,"7,6","10,8","0,3","48,7","1,3",,,
21/01/2014 23.00,"7,6","10,3","0,4","42,6","1,6",,,
22/01/2014 0.00,"5,0","7,4","0,4","47,2","1,7",,,
22/01/2014 1.00,"5,9","8,1","0,3","47,1","1,0",,,
22/01/2014 2.00,"6,5","8,7","0,3","45,0","0,8",,,
22/01/2014 3.00,"8,4","10,6",,"43,5","0,7",,,
22/01/2014 4.00,"10,5","12,8","0,4","36,1","0,7",,,
22/01/2014 5.00,"7,2","9,5","0,3","38,4","0,9",,,
22/01/2014 6.00,"6,3","8,6","0,3","41,7","0,7",,,
22/01/2014 7.00,"9,8","12,5","0,3","36,2","0,8",,,
22/01/2014 8.00,"15,1","18,6","0,4","33,0","1,2",,,
22/01/2014 9.00,"21,4","32,4","0,5","24,1","1,6",,,
22/01/2014 10.00,"17,2","26,6","0,5","27,2","2,1",,,
22/01/2014 11.00,"9,4","13,9","0,4","43,9","2,2",,,
22/01/2014 12.00,"6,1","9,7","0,3","54,2","1,3",,,
22/01/2014 13.00,"10,9","18,0","0,3","48,1","1,0",,,
22/01/2014 14.00,"11,0","15,9","0,3","49,2","0,9",,,
22/01/2014 15.00,"8,2","11,3","0,3","52,4","1,8",,,
22/01/2014 16.00,"7,1","9,7","0,3","50,2","1,8",,,
22/01/2014 17.00,"10,0","12,8","0,3","47,2","1,0",,,
22/01/2014 18.00,"17,2","22,8","0,5","33,4","1,9",,,
22/01/2014 19.00,"20,3","27,4","0,6","19,1","3,1",,,
22/01/2014 20.00,"17,6","23,1","0,5","23,0","3,5",,,
22/01/2014 21.00,"26,4","30,9","1,1","26,1","3,9",,,
22/01/2014 22.00,"22,7","27,6","1,2","19,2","7,6",,,
22/01/2014 23.00,"9,5","11,9","0,5","29,0","4,0",,,
23/01/2014 0.00,"8,2","10,5","0,4","45,8","1,7",,,
23/01/2014 1.00,"8,1","10,4","0,5","46,0","1,2",,,
23/01/2014 2.00,"5,5","7,8","0,4","46,0","1,6",,,
23/01/2014 3.00,"5,4","7,7","0,4","47,7","0,9",,,
23/01/2014 4.00,"5,0","7,2","0,4","48,3","0,9",,,
23/01/2014 5.00,"4,0","6,1","0,4","50,4","0,6",,,
23/01/2014 6.00,"7,5","10,3","0,4","41,9","0,7",,,
23/01/2014 7.00,"6,7","9,0","0,4","44,4","0,6",,,
23/01/2014 8.00,"19,1","23,5","0,5","29,1","1,1",,,
23/01/2014 9.00,"25,6","39,7","0,8","20,7","2,9",,,
23/01/2014 10.00,"24,7","35,6","1,2","22,8","5,0",,,
23/01/2014 11.00,"25,6","36,7","1,5","25,9","6,6",,,
23/01/2014 12.00,"12,2","17,8","0,8","45,8","6,8",,,
23/01/2014 13.00,"6,1","9,6","0,5","64,7","1,5",,,
23/01/2014 14.00,"7,2","11,0","0,4","66,9","1,2",,,
23/01/2014 15.00,"5,3","8,7","0,4","65,3","1,4",,,
23/01/2014 16.00,"7,9","12,3","0,4","64,8","1,0",,,
23/01/2014 17.00,"11,3","18,7","0,4","52,7","1,8",,,
23/01/2014 18.00,"18,7","29,4","0,5","35,2","1,9",,,
23/01/2014 19.00,"23,3","32,6","0,9","17,9","3,8",,,
23/01/2014 20.00,"14,3","19,2","0,8","21,4","3,9",,,
23/01/2014 21.00,"21,4","29,2","0,8","17,1","3,4",,,
23/01/2014 22.00,"19,0","23,3","0,8","18,6","4,3",,,
23/01/2014 23.00,"18,1","20,9","0,8","18,0","4,2",,,
24/01/2014 0.00,"12,2","14,6","0,7","24,7","4,0",,,
24/01/2014 1.00,"8,1","10,7","0,5","32,2","2,8",,,
24/01/2014 2.00,"5,8","8,2","0,4","33,2","2,2",,,
24/01/2014 3.00,"3,9","6,2",,"36,2","1,9",,,
24/01/2014 4.00,"2,7","5,0","0,3","42,9","1,3",,,
24/01/2014 5.00,"2,0","4,3","0,3","44,6","0,9",,,
24/01/2014 6.00,"2,0","4,3","0,3","49,9","0,6",,,
24/01/2014 7.00,"4,1","7,0","0,3","52,5","0,7",,,
24/01/2014 8.00,"4,5","7,2","0,3","59,8","0,8",,,
24/01/2014 9.00,"7,9","13,1","0,3","60,6","0,6",,,
24/01/2014 10.00,"5,6","9,1","0,3","58,9","1,1",,,
24/01/2014 11.00,"3,4","6,2","0,3","66,6","0,6",,,
24/01/2014 12.00,"3,3","6,1","0,3","68,0","0,6",,,
24/01/2014 13.00,"3,7","7,9","0,3","64,5","0,6",,,
24/01/2014 14.00,"5,4","10,4","0,3","59,1","0,5",,,
24/01/2014 15.00,"4,7","8,3","0,3","13,7","0,6",,,
24/01/2014 16.00,"2,1","4,6","0,4","16,8","0,6",,,
24/01/2014 17.00,,,,"59,0","4,9",,,
24/01/2014 18.00,,,"0,4","57,0","0,9",,,
24/01/2014 19.00,"11,2","12,6","0,5","56,9","0,9",,,
24/01/2014 20.00,"9,9","11,6","0,5","54,2","1,6",,,
24/01/2014 21.00,"12,0","13,5","0,5","48,8","1,3",,,
24/01/2014 22.00,"10,4","10,9","0,5","45,4","1,4",,,
24/01/2014 23.00,"10,4","10,8","0,6","44,6","1,2",,,
25/01/2014 0.00,"11,1","11,3","0,6","37,7","1,8",,,
25/01/2014 1.00,"8,8","8,9","0,4","36,5","1,4",,,
25/01/2014 2.00,"5,8","5,8","0,4","48,6","0,9",,,
25/01/2014 3.00,"5,4","5,4","0,3","50,4","0,7",,,
25/01/2014 4.00,"4,5","4,5","0,3","50,2","0,6",,,
25/01/2014 5.00,"3,0","3,0","0,3","52,2","0,6",,,
25/01/2014 6.00,"5,9","6,0","0,3","47,4","0,5",,,
25/01/2014 7.00,"7,1","7,3","0,3","44,0","0,6",,,
25/01/2014 8.00,"15,7","16,9","0,3","31,4","0,8",,,
25/01/2014 9.00,"22,4","31,2","0,4","18,5","1,6",,,
25/01/2014 10.00,"11,8","17,4","0,3","26,5","2,8",,,
25/01/2014 11.00,"8,2","11,0","0,3","35,0","1,5",,,
25/01/2014 12.00,"7,7","10,6","0,3","40,5","1,6",,,
25/01/2014 13.00,"8,8","11,5","0,3","50,8","1,6",,,
25/01/2014 14.00,"9,0","12,4","0,3","49,7","1,5",,,
25/01/2014 15.00,"8,4","9,3","0,3","50,5","1,9",,,
25/01/2014 16.00,"7,3","8,0","0,3","54,8","1,9",,,
25/01/2014 17.00,"15,1","18,9","0,4","52,1","2,0",,,
25/01/2014 18.00,"6,5","6,8","0,3","61,5","2,2",,,
25/01/2014 19.00,"5,7","6,1","0,3","59,1","0,9",,,
25/01/2014 20.00,"4,9","5,4","0,3","50,0","1,3",,,
25/01/2014 21.00,"4,6","5,0","0,3","50,4","1,2",,,
25/01/2014 22.00,"5,1","5,5","0,3","46,4","1,5",,,
25/01/2014 23.00,"4,4","4,5","0,3","46,5","1,5",,,
26/01/2014 0.00,"3,5","3,5","0,3","52,7","1,3",,,
26/01/2014 1.00,"3,2","3,3","0,3","54,6","1,1",,,
26/01/2014 2.00,"3,0","3,0","0,3","55,1","1,1",,,
26/01/2014 3.00,"2,6","2,7",,"59,1","1,0",,,
26/01/2014 4.00,"2,3","2,4","0,3","63,2","0,8",,,
26/01/2014 5.00,"2,2","2,2","0,3","65,0","0,6",,,
26/01/2014 6.00,"2,0","2,1","0,3","65,7","0,6",,,
26/01/2014 7.00,"2,2","2,2","0,3","66,9","0,6",,,
26/01/2014 8.00,"2,8","3,0","0,3","66,3","0,5",,,
26/01/2014 9.00,"3,0","3,2","0,3","65,4","0,5",,,
26/01/2014 10.00,"3,5","3,8","0,3","65,2","0,6",,,
26/01/2014 11.00,"3,9","4,6","0,3","65,9","0,7",,,
26/01/2014 12.00,"4,1","4,9","0,3","68,6","0,6",,,
26/01/2014 13.00,"3,7","4,4","0,3","69,9","0,7",,,
26/01/2014 14.00,"4,3","4,9","0,3","68,8","0,7",,,
26/01/2014 15.00,"3,4","3,7","0,3","71,1","0,9",,,
26/01/2014 16.00,"3,3","3,5","0,3","69,9","0,7",,,
26/01/2014 17.00,"4,4","4,5","0,3","64,3","0,8",,,
26/01/2014 18.00,"5,8","6,2","0,3","60,7","1,0",,,
26/01/2014 19.00,"6,4","6,7","0,3","56,3","1,3",,,
26/01/2014 20.00,"4,1","4,2","0,3","64,9","1,0",,,
26/01/2014 21.00,"3,3","3,4","0,3","68,2","0,7",,,
26/01/2014 22.00,"2,8","2,9","0,3","72,8","0,6",,,
26/01/2014 23.00,"2,7","2,8","0,3","75,1","0,6",,,
27/01/2014 0.00,"2,6","2,7","0,3","75,0","0,5",,,
27/01/2014 1.00,"2,2","2,2","0,3","75,0","0,5",,,
27/01/2014 2.00,"2,4","2,4","0,3","73,6","0,6",,,
27/01/2014 3.00,"1,8","1,8","0,3","73,1","0,6",,,
27/01/2014 4.00,"0,8","0,8","0,3","71,9","0,5",,,
27/01/2014 5.00,"0,6","0,6","0,3","70,4","0,5",,,
27/01/2014 6.00,"1,6","1,6","0,3","69,4","0,5",,,
27/01/2014 7.00,"3,3","3,7","0,3","67,3","0,5",,,
27/01/2014 8.00,"7,4","8,1","0,3","62,9","0,5",,,
27/01/2014 9.00,"23,6","28,8","0,4","47,1","0,7",,,
27/01/2014 10.00,"19,7","23,4","0,4","38,0","2,2",,,
27/01/2014 11.00,"13,9","17,0","0,4","45,2","1,7",,,
27/01/2014 12.00,"7,7","9,0","0,3","55,8","1,2",,,
27/01/2014 13.00,"7,6","8,8","0,3","60,5","0,9",,,
27/01/2014 14.00,"8,9","11,7","0,3","62,3","0,9",,,
27/01/2014 15.00,"7,6","9,1","0,3","66,1","1,0",,,
27/01/2014 16.00,"8,2","9,0","0,3","67,3","1,2",,,
27/01/2014 17.00,"10,8","11,9","0,3","64,7","1,1",,,
27/01/2014 18.00,"27,8","31,6","0,6","48,5","1,7",,,
27/01/2014 19.00,"40,0","48,1","1,2","19,1","6,7",,,
27/01/2014 20.00,"41,1","58,2","1,2","9,1","6,5",,,
27/01/2014 21.00,"24,3","30,6","0,7","20,7","4,3",,,
27/01/2014 22.00,"15,8","16,5","0,5","34,9","3,0",,,
27/01/2014 23.00,"14,2","14,5","0,5","36,0","2,8",,,
28/01/2014 0.00,"11,2","11,5","0,5","39,8","2,3",,,
28/01/2014 1.00,"7,7","7,8","0,4","45,2","1,9",,,
28/01/2014 2.00,"4,8","4,8","0,4","53,5","1,5",,,
28/01/2014 3.00,"2,8","2,8",,"59,6","0,9",,,
28/01/2014 4.00,"2,7","2,7","0,3","56,0","0,9",,,
28/01/2014 5.00,"2,7","2,7","0,3","56,1","0,7",,,
28/01/2014 6.00,"2,5","2,5","0,3","57,2","0,6",,,
28/01/2014 7.00,"2,4","2,4","0,3","64,5","0,5",,,
28/01/2014 8.00,"3,4","3,9","0,3","65,3","0,4",,,
28/01/2014 9.00,"8,6","12,0","0,3","60,9","0,4",,,
28/01/2014 10.00,"10,4","13,0","0,4","54,2","0,8",,,
28/01/2014 11.00,"7,8","9,5","0,3","57,5","0,8",,,
28/01/2014 12.00,"11,8","16,5","0,4","52,1","1,0",,,
28/01/2014 13.00,"7,0","9,9","0,3","61,0","1,1",,,
28/01/2014 14.00,"10,9","14,5","0,4","60,5","0,8",,,
28/01/2014 15.00,"10,1","11,5","0,4","58,1","1,7",,,
28/01/2014 16.00,"10,4","11,4","0,4","58,5","1,4",,,
28/01/2014 17.00,"10,2","11,2","0,4","59,3","1,1",,,
28/01/2014 18.00,"15,0","15,6","0,5","51,8","2,1",,,
28/01/2014 19.00,"18,6","19,5","0,6","47,9","4,0",,,
28/01/2014 20.00,"25,5","27,1","1,0","41,7","3,7",,,
28/01/2014 21.00,"35,3","37,3","1,4","27,2","5,9",,,
28/01/2014 22.00,"26,4","27,0","1,3","29,4","6,0",,,
28/01/2014 23.00,"17,6","18,0","1,0","34,0","4,0",,,
29/01/2014 0.00,"13,9","14,1","0,8","35,5","3,7",,,
29/01/2014 1.00,"9,5","9,6","0,7","39,8","2,6",,,
29/01/2014 2.00,"7,0","7,1","0,6","38,4","2,0",,,
29/01/2014 3.00,"5,7","5,7","0,8","42,0","1,9",,,
29/01/2014 4.00,"4,4","4,4","0,6","36,6","1,3",,,
29/01/2014 5.00,"5,0","5,0","0,5","34,8","1,6",,,
29/01/2014 6.00,"7,1","7,2","0,5","33,8","1,1",,,
29/01/2014 7.00,"17,2","19,7","0,6","24,9","1,1",,,
29/01/2014 8.00,"28,7","36,0","0,7","13,7","2,1",,,
29/01/2014 9.00,"30,2","43,5","0,8","18,1","3,7",,,
29/01/2014 10.00,"23,1","30,0","0,8","33,4","3,9",,,
29/01/2014 11.00,"12,9","16,0","0,5","53,8","3,9",,,
29/01/2014 12.00,"8,2","10,3","0,4","66,0","1,6",,,
29/01/2014 13.00,"9,4","12,3","0,4","67,6","1,2",,,
29/01/2014 14.00,"9,6","13,3","0,4","68,7","1,4",,,
29/01/2014 15.00,"7,3","9,1","0,3","72,7","1,0",,,
29/01/2014 16.00,"5,8","7,2","0,3","74,0","0,8",,,
29/01/2014 17.00,"7,7","10,3","0,3","72,9","0,9",,,
29/01/2014 18.00,"13,5","14,3","0,3","63,3","1,4",,,
29/01/2014 19.00,"18,4","19,4","0,4","49,3","1,5",,,
29/01/2014 20.00,"14,5","16,9","0,4","48,5","1,7",,,
29/01/2014 21.00,"7,6","8,1","0,4","60,6","1,6",,,
29/01/2014 22.00,"9,2","9,5","0,4","53,6","1,7",,,
29/01/2014 23.00,"9,8","9,9","0,4","50,9","2,1",,,
30/01/2014 0.00,"7,3","7,3","0,4","54,1","2,0",,,
30/01/2014 1.00,"7,1","7,3","0,4","51,1","1,5",,,
30/01/2014 2.00,"5,4","5,4","0,4","53,2","1,5",,,
30/01/2014 3.00,"3,7","3,7",,"56,0","1,2",,,
30/01/2014 4.00,"2,7","2,7","0,3","62,5","0,8",,,
30/01/2014 5.00,"1,8","1,8","0,3","67,0","0,5",,,
30/01/2014 6.00,"1,2","1,2","0,3","70,2","0,4",,,
30/01/2014 7.00,"2,6","2,6","0,3","68,1","0,3",,,
30/01/2014 8.00,"3,5","4,0","0,3","67,5","0,3",,,
30/01/2014 9.00,"6,5","8,4","0,3","67,3","0,4",,,
30/01/2014 10.00,"4,6","5,3","0,3","66,4","0,7",,,
30/01/2014 11.00,"4,3","4,8","0,3","69,4","0,5",,,
30/01/2014 12.00,"3,0","3,2","0,3","73,3","0,5",,,
30/01/2014 13.00,"2,6","2,8","0,3","75,3","0,4",,,
30/01/2014 14.00,"2,8","3,0","0,3","73,8","0,4",,,
30/01/2014 15.00,"2,9","3,1","0,3","73,1","0,4",,,
30/01/2014 16.00,"2,6","2,8","0,3","74,6","0,4",,,
30/01/2014 17.00,"1,8","2,0","0,3","76,3","0,3",,,
30/01/2014 18.00,"2,0","2,3","0,3","76,4","0,3",,,
30/01/2014 19.00,"2,7","2,8","0,3","76,0","0,4",,,
30/01/2014 20.00,"2,9","3,2","0,3","75,9","0,4",,,
30/01/2014 21.00,"2,6","2,6","0,3","76,0","0,4",,,
30/01/2014 22.00,"1,5","1,6","0,3","77,3","0,3",,,
30/01/2014 23.00,,,"0,3","77,3","0,3",,,
31/01/2014 0.00,"2,5","2,5","0,3","74,4","0,3",,,
31/01/2014 1.00,,,"0,3","74,7","0,3",,,
31/01/2014 2.00,"1,3","1,3","0,3","70,8","0,2",,,
31/01/2014 3.00,"2,7","2,7","0,3","66,9","0,3",,,
31/01/2014 4.00,"2,5","2,5","0,3","66,6","0,3",,,
31/01/2014 5.00,"2,5","2,5","0,3","65,3","0,3",,,
31/01/2014 6.00,"2,7","2,7","0,3","64,8","0,4",,,
31/01/2014 7.00,"2,8","2,9","0,3","66,4","0,3",,,
31/01/2014 8.00,"3,2","3,3","0,3","67,4","0,3",,,
31/01/2014 9.00,"5,2","5,8","0,3","65,1","0,4",,,
31/01/2014 10.00,"5,2","5,8","0,3","62,9","0,5",,,
31/01/2014 11.00,"4,4","4,9","0,3","63,0","0,7",,,
31/01/2014 12.00,"2,9","3,3","0,3","68,5","0,6",,,
31/01/2014 13.00,"3,1","3,5","0,3","69,9","0,4",,,
31/01/2014 14.00,"3,1","3,6","0,3","72,0","0,5",,,
31/01/2014 15.00,"3,1","3,5","0,3","71,8","0,4",,,
31/01/2014 16.00,"2,9","3,1","0,3","72,8","0,4",,,
31/01/2014 17.00,"2,9","3,2","0,3","72,3","0,4",,,
31/01/2014 18.00,"3,2","3,5","0,3","70,5","0,5",,,
31/01/2014 19.00,"4,3","4,5","0,3","67,6","0,6",,,
31/01/2014 20.00,"4,7","4,8","0,3","64,1","0,7",,,
31/01/2014 21.00,"4,7","4,8","0,3","62,4","0,7",,,
31/01/2014 22.00,"4,2","4,2","0,3","60,9","0,7",,,
31/01/2014 23.00,"2,9","2,9","0,3","64,6","0,7",,,
01/02/2014 0.00,"2,8","2,8","0,3","61,9","0,5",,,
01/02/2014 1.00,"2,8","2,8","0,3","60,6","0,5",,,
01/02/2014 2.00,"2,4","2,4","0,3","58,1","0,5",,,
01/02/2014 3.00,"1,8","1,8","0,3","58,7","0,5",,,
01/02/2014 4.00,"2,2","2,2","0,3","59,7","0,4",,,
01/02/2014 5.00,"1,4","1,4","0,3","60,7","0,4",,,
01/02/2014 6.00,"0,8","0,8","0,3","60,2","0,4",,,
01/02/2014 7.00,"1,6","1,6","0,3","58,0","0,5",,,
01/02/2014 8.00,"3,0","3,1","0,3","54,6","0,5",,,
01/02/2014 9.00,"4,5","5,3","0,3","52,5","0,6",,,
01/02/2014 10.00,"5,0","5,3","0,3","50,4","0,7",,,
01/02/2014 11.00,"4,7","5,0","0,3","51,6","0,7",,,
01/02/2014 12.00,"4,2","4,5","0,3","52,7","0,7",,,
01/02/2014 13.00,"3,9","4,5","0,3","53,8","0,6",,,
01/02/2014 14.00,"3,9","4,3","0,3","54,5","0,6",,,
01/02/2014 15.00,"3,0","3,2","0,3","55,4","0,7",,,
01/02/2014 16.00,"3,1","3,2","0,3","55,0","0,6",,,
01/02/2014 17.00,"2,8","2,8","0,3","57,2","0,6",,,
01/02/2014 18.00,"2,6","2,7","0,3","62,5","0,6",,,
01/02/2014 19.00,"2,8","3,0","0,3","60,9","0,5",,,
01/02/2014 20.00,"3,2","3,3","0,3","59,7","0,6",,,
01/02/2014 21.00,"3,5","3,7","0,3","57,7","0,7",,,
01/02/2014 22.00,"3,3","3,3","0,3","56,0","0,7",,,
01/02/2014 23.00,"5,1","5,2","0,3","52,4","0,7",,,
02/02/2014 0.00,"8,7","8,8","0,3","46,6","0,7",,,
02/02/2014 1.00,"7,5","7,8","0,3","44,3","1,0",,,
