,Regione Puglia,,,,,,,,
,S.Barbara Galatina,,,,,,,,
Parm,SO2,NOX,NO,NO2,CO,O3,BENZENE,TEMP,PM10


30/09/2007 18.00,"0,84375501",,,,,,,,
30/09/2007 19.00,"0,872576",,,,,,,,
30/09/2007 20.00,"0,91856301",,,,,,,,
30/09/2007 21.00,"1,056795",,,,,,,,
30/09/2007 22.00,"0,90989",,,,,,,,
30/09/2007 23.00,"0,74563801",,,,,,,,
01/10/2007 0.00,"0,83634698",,,,,,,,
01/10/2007 1.00,,,,,,,,,
01/10/2007 2.00,"0,64617097",,,,,,,,
01/10/2007 3.00,"0,73057401",,,,,,,,
01/10/2007 4.00,"0,906299",,,,,,,,
01/10/2007 5.00,"1,01500702",,,,,,,,
01/10/2007 6.00,"0,89011699",,,,,,,,
01/10/2007 7.00,"0,75144899",,,,,,,,
01/10/2007 8.00,"0,868339",,,,,,,,
01/10/2007 9.00,"1,02727997",,,,,,,,
01/10/2007 10.00,"1,05368996",,,,,,,,
01/10/2007 11.00,"1,222857",,,,,,,,
01/10/2007 12.00,"1,14519203",,,,,,,,
01/10/2007 13.00,"1,39413095",,,,,,,,
01/10/2007 14.00,"1,36615705",,,,,,,,
01/10/2007 15.00,"1,39864302",,,,,,,,
01/10/2007 16.00,"1,10025299",,,,,,,,
01/10/2007 17.00,"1,02475297",,,,,,,,
01/10/2007 18.00,"1,22947502",,,,,,,,
01/10/2007 19.00,"2,42465901",,,,,,,,
01/10/2007 20.00,"1,30353105",,,,,,,,
01/10/2007 21.00,"1,143327",,,,,,,,
01/10/2007 22.00,"1,09243202",,,,,,,,
01/10/2007 23.00,"0,95316303",,,,,,,,
02/10/2007 0.00,"1,09694397",,,,,,,,
02/10/2007 1.00,"0,91977501",,,,,,,,
02/10/2007 2.00,"1,01536798",,,,,,,,
02/10/2007 3.00,"0,759691",,,,,,,,
02/10/2007 4.00,"0,74104202",,,,,,,,
02/10/2007 5.00,"0,99365097",,,,,,,,
02/10/2007 6.00,"0,81226999",,,,,,,,
02/10/2007 7.00,"0,80258501",,,,,,,,
02/10/2007 8.00,"0,892102",,,,,,,,
02/10/2007 9.00,"0,90220898",,,,,,,,
02/10/2007 10.00,"0,87315202",,,,,,,,
02/10/2007 11.00,"0,94107097",,,,,,,,
02/10/2007 12.00,"0,90840501",,,,,,,,
02/10/2007 13.00,"1,173406",,,,,,,,
02/10/2007 14.00,"1,46878898",,,,,,,,
02/10/2007 15.00,"1,86860704",,,,,,,,
02/10/2007 16.00,"1,845626",,,,,,,,
02/10/2007 17.00,"1,71676505",,,,,,,,
02/10/2007 18.00,"1,44526601",,,,,,,,
02/10/2007 19.00,"1,30864501",,,,,,,,
02/10/2007 20.00,"0,96152598",,,,,,,,
02/10/2007 21.00,"0,83525097",,,,,,,,
02/10/2007 22.00,"0,83272499",,,,,,,,
02/10/2007 23.00,"0,87639999",,,,,,,,
03/10/2007 0.00,"0,64941901",,,,,,,,
03/10/2007 1.00,,,,,,,,,
03/10/2007 2.00,"0,362259",,,,,,,,
03/10/2007 3.00,"0,414938",,,"12,05453522",,,,,
03/10/2007 4.00,"0,50730699",,,"10,44956633",,,,,
03/10/2007 5.00,"0,43406099",,,"12,27670953",,,,,
03/10/2007 6.00,"0,36803201",,,"11,98942064",,,,,
03/10/2007 7.00,"0,47771999",,,"19,2813786",,,,,
03/10/2007 8.00,"0,74580598",,,"23,49491265",,,,,
03/10/2007 9.00,"0,45210201",,,"26,71762995",,,,,
03/10/2007 10.00,"0,53689301",,,"23,24338533",,,,,
03/10/2007 11.00,"0,85368901",,,"16,67283037",,,,,
03/10/2007 12.00,"2,15298605",,,"15,22107457",,,,,
03/10/2007 13.00,"2,71152902",,,"13,35307416",,,,,
03/10/2007 14.00,"2,68987989",,,"12,75552185",,,,,
03/10/2007 15.00,"3,30146194",,,"15,28619103",,,,,
03/10/2007 16.00,"3,64243293",,,"18,70554431",,,,,
03/10/2007 17.00,"3,18239307",,,"16,19018646",,,,,
03/10/2007 18.00,"1,708462",,,"19,14731973",,,,,
03/10/2007 19.00,"1,27656496",,,"21,45199617",,,,,
03/10/2007 20.00,"0,81905103",,,"19,21753746",,,,,
03/10/2007 21.00,"0,72992998",,,"19,31075982",,,,,
03/10/2007 22.00,"0,546996",,,"15,7330903",,,,,
03/10/2007 23.00,"0,60472703",,,"11,52848159",,,,,
04/10/2007 0.00,"0,538697",,,"11,31270268",,,,,
04/10/2007 1.00,"0,47122499",,,"12,31628765",,,,,
04/10/2007 2.00,"0,441277",,,"11,87195031",,,,,
04/10/2007 3.00,"0,62457198",,,"10,2414412",,,,,
04/10/2007 4.00,"0,45318401",,,"9,65410459",,,,,
04/10/2007 5.00,"0,50983202",,,"11,42889393",,,,,
04/10/2007 6.00,"0,57946998",,,"11,78257836",,,,,
04/10/2007 7.00,"0,62745798",,,"14,21621051",,,,,
04/10/2007 8.00,"0,74472302",,,"17,85644962",,,,,
04/10/2007 9.00,"0,682302",,,"16,19018646",,,,,
04/10/2007 10.00,"0,67003399",,,"19,76658255",,,,,
04/10/2007 11.00,"1,22172105",,,"25,07307165",,,,,
04/10/2007 12.00,"2,55637789",,,"20,52629964",,,,,
04/10/2007 13.00,"3,35738897",,,"18,89323425",,,,,
04/10/2007 14.00,"2,83600998",,,"13,68888721",,,,,
04/10/2007 15.00,"2,65921092",,,"10,72919014",,,,,
04/10/2007 16.00,"2,08803892",,,"19,31329917",,,,,
04/10/2007 17.00,"2,24210811",,,"20,52755991",,,,,
04/10/2007 18.00,"1,93794",,,"26,71381152",,,,,
04/10/2007 19.00,"1,11852801",,,"28,10428434",,,,,
04/10/2007 20.00,"1,021469",,,"21,17108763",,,,,
04/10/2007 21.00,"0,81905103",,,"19,2392442",,,,,
04/10/2007 22.00,"0,72812599",,,"16,05995543",,,,,
04/10/2007 23.00,"0,74508399",,,"17,52319661",,,,,
05/10/2007 0.00,"0,55096501",,,"20,2939209",,,,,
05/10/2007 1.00,,,,"17,99179133",,,,,
05/10/2007 2.00,"0,65632302",,,,,,,,
05/10/2007 3.00,"0,63235599",,,"19,11667824",,,,,
05/10/2007 4.00,"0,60133499",,,"17,77601242",,,,,
05/10/2007 5.00,"0,696931",,,"17,83219037",,,,,
05/10/2007 6.00,"0,69919199",,,"19,51375734",,,,,
05/10/2007 7.00,"0,94383198",,,"21,56946462",,,,,
05/10/2007 8.00,"0,98308301",,,"25,86854655",,,,,
05/10/2007 9.00,"0,91498101",,,"25,71787845",,,,,
05/10/2007 10.00,"1,30640602",,,"26,89512111",,,,,
05/10/2007 11.00,"3,60493994",,,"24,60193758",,,,,
05/10/2007 12.00,"4,40262079",,,"18,70426523",,,,,
05/10/2007 13.00,"3,84632397",,,"15,28108788",,,,,
05/10/2007 14.00,"2,34601402",,,"11,13394937",,,,,
05/10/2007 15.00,"1,53458595",,,"11,02158031",,,,,
05/10/2007 16.00,"2,27809405",,,"15,68839962",,,,,
05/10/2007 17.00,"2,2175889",,,"16,68432893",,,,,
05/10/2007 18.00,"1,28623796",,,"19,94149674",,,,,
05/10/2007 19.00,"1,11006105",,,"25,93876428",,,,,
05/10/2007 20.00,"0,97801799",,,"28,55754891",,,,,
05/10/2007 21.00,"0,846699",,,"33,36482061",,,,,
05/10/2007 22.00,"0,73753798",,,"31,52234349",,,,,
05/10/2007 23.00,"0,63923001",,,"29,08360818",,,,,
06/10/2007 0.00,"0,85348201",,,"34,15643946",,,,,
06/10/2007 1.00,"0,73600101",,,"31,4074332",,,,,
06/10/2007 2.00,"1,07270896",,,"28,16173008",,,,,
06/10/2007 3.00,"0,92230701",,,"26,61037533",,,,,
06/10/2007 4.00,"0,55385399",,,"23,04548532",,,,,
06/10/2007 5.00,"0,71818399",,,"20,24029359",,,,,
06/10/2007 6.00,"0,975667",,,"18,08627773",,,,,
06/10/2007 7.00,"0,93325001",,,"18,8115048",,,,,
06/10/2007 8.00,"1,00542104",,,"29,83565079",,,,,
06/10/2007 9.00,"0,98362499",,,"30,85456968",,,,,
06/10/2007 10.00,"0,937953",,,"27,03685446",,,,,
06/10/2007 11.00,"0,80916703",,,"31,06140444",,,,,
06/10/2007 12.00,"1,98045599",,,"26,39716398",,,,,
06/10/2007 13.00,"2,29419208",,,"29,05422696",,,,,
06/10/2007 14.00,"2,19208503",,,"18,80513385",,,,,
06/10/2007 15.00,"1,58957398",,,"13,54332603",,,,,
06/10/2007 16.00,"0,85926998",,,"11,35739336",,,,,
06/10/2007 17.00,"0,89770699",,,"10,77259986",,,,,
06/10/2007 18.00,"1,196069",,,"11,75575906",,,,,
06/10/2007 19.00,"0,66762799",,,"15,72797586",,,,,
06/10/2007 20.00,"0,73138797",,,"20,68206525",,,,,
06/10/2007 21.00,"0,64736903",,,"18,68511101",,,,,
06/10/2007 22.00,"0,54481",,,"11,16714149",,,,,
06/10/2007 23.00,"0,68046999",,,"11,00498989",,,,,
07/10/2007 0.00,"0,402096",,,"10,32443844",,,,,
07/10/2007 1.00,,,,"10,73302174",,,,,
07/10/2007 2.00,"0,39698699",,,,,,,,
07/10/2007 3.00,"0,67527401",,,"12,36609277",,,,,
07/10/2007 4.00,"0,71820801",,,"10,89262271",,,,,
07/10/2007 5.00,"0,54575098",,,"10,74195837",,,,,
07/10/2007 6.00,"0,49055099",,,"10,46233455",,,,,
07/10/2007 7.00,"0,57954502",,,"10,29506851",,,,,
07/10/2007 8.00,"0,56102502",,,"12,62528141",,,,,
07/10/2007 9.00,"0,57172799",,,"13,57268656",,,,,
07/10/2007 10.00,"0,67677701",,,"14,80227557",,,,,
07/10/2007 11.00,"0,91213101",,,"14,43582291",,,,,
07/10/2007 12.00,"0,73865199",,,"13,07600286",,,,,
07/10/2007 13.00,"0,58634001",,,"11,51444369",,,,,
07/10/2007 14.00,"0,51550502",,,"9,9911892",,,,,
07/10/2007 15.00,"0,411659",,,"9,17529604",,,,,
07/10/2007 16.00,"0,45741901",,,"9,3438374",,,,,
07/10/2007 17.00,"0,41839299",,,"9,82392503",,,,,
07/10/2007 18.00,"0,42771399",,,"11,61914579",,,,,
07/10/2007 19.00,"0,47503701",,,"12,71466276",,,,,
07/10/2007 20.00,"0,456637",,,"14,895481",,,,,
07/10/2007 21.00,"0,47696099",,,"15,26448617",,,,,
07/10/2007 22.00,"0,39115399",,,"11,21438469",,,,,
07/10/2007 23.00,"0,50810897",,,"10,12014868",,,,,
08/10/2007 0.00,"0,51718903",,,"9,48428791",,,,,
08/10/2007 1.00,"0,66781801",,,"8,67605607",,,,,
08/10/2007 2.00,"0,46228901",,,"10,34486422",,,,,
08/10/2007 3.00,"0,51153702",,,"8,47559226",,,,,
08/10/2007 4.00,"0,52675003",,,"9,7128407",,,,,
08/10/2007 5.00,"0,493377",,,"9,91457795",,,,,
08/10/2007 6.00,"0,495361",,,"10,70621373",,,,,
08/10/2007 7.00,"0,49500099",,,"14,61968878",,,,,
08/10/2007 8.00,"0,58092803",,,"17,89348463",,,,,
08/10/2007 9.00,"0,57623798",,,"21,30260715",,,,,
08/10/2007 10.00,"1,24068904",,,"16,69964967",,,,,
08/10/2007 11.00,"0,75001699",,,"16,53365518",,,,,
08/10/2007 12.00,"0,62452298",,,"18,32249935",,,,,
08/10/2007 13.00,"0,548998",,,"13,09643617",,,,,
08/10/2007 14.00,"0,46914399",,,"10,41125976",,,,,
08/10/2007 15.00,"0,44220501",,,"10,20952063",,,,,
08/10/2007 16.00,"0,585558",,,"9,99501891",,,,,
08/10/2007 17.00,"0,58213103",,,"9,51620848",,,,,
08/10/2007 18.00,"0,59235299",,,"12,86660806",,,,,
08/10/2007 19.00,"0,55771703",,,"13,51140358",,,,,
08/10/2007 20.00,"0,53462702",,,"13,16538422",,,,,
08/10/2007 21.00,"0,68694001",,,"17,02268321",,,,,
08/10/2007 22.00,"0,54881799",,,"13,90466613",,,,,
08/10/2007 23.00,"0,63781202",,,"13,85997545",,,,,
09/10/2007 0.00,"0,50564402",,,"12,16435176",,,,,
09/10/2007 1.00,,,,"8,41302832",,,,,
09/10/2007 2.00,"0,29396799",,,,,,,,
09/10/2007 3.00,"0,319208",,,"9,17274164",,,,,
09/10/2007 4.00,"0,40088201",,,"9,16252781",,,,,
09/10/2007 5.00,"0,38051599",,,"9,4281062",,,,,
09/10/2007 6.00,"0,28753",,,"9,70134779",,,,,
09/10/2007 7.00,"0,36312801",,,"10,93347991",,,,,
09/10/2007 8.00,"0,497839",,,"12,80786631",,,,,
09/10/2007 9.00,"0,33521199",,,"12,03283036",,,,,
09/10/2007 10.00,"0,362948",,,"12,41460564",,,,,
09/10/2007 11.00,,,,"15,72542522",,,,,
09/10/2007 12.00,"0,119128",,,"9,7115635",,,,,
09/10/2007 13.00,"0,080592",,,"10,27591617",,,,,
09/10/2007 14.00,"0,113833",,,"10,10354697",,,,,
09/10/2007 15.00,"0,078396",,,"10,88496704",,,,,
09/10/2007 16.00,"0,096204",,,"9,49705614",,,,,
09/10/2007 17.00,"0,116029",,,"8,71052916",,,,,
09/10/2007 18.00,"0,133026",,,"10,71259784",,,,,
09/10/2007 19.00,"0,066302",,,"11,13650188",,,,,
09/10/2007 20.00,"0,077734",,,"12,19244073",,,,,
09/10/2007 21.00,"0,12688901",,,"12,47589615",,,,,
09/10/2007 22.00,"0,086307",,,"12,18987881",,,,,
09/10/2007 23.00,"0,106192",,,"11,53231507",,,,,
10/10/2007 0.00,"0,130017",,,"8,60455362",,,,,
10/10/2007 1.00,"0,080592",,,"8,99526177",,,,,
10/10/2007 2.00,"0,123911",,,"9,99374171",,,,,
10/10/2007 3.00,"0,085736",,,"8,92248212",,,,,
10/10/2007 4.00,"0,06916",,,"8,3645098",,,,,
10/10/2007 5.00,"0,087631",,,"9,91585515",,,,,
10/10/2007 6.00,"0,08011",,,"9,65282927",,,,,
10/10/2007 7.00,"0,155257",,,"10,74068681",,,,,
10/10/2007 8.00,"0,147826",,,"14,43327227",,,,,
10/10/2007 9.00,"0,21256401",,,"17,08907686",,,,,
10/10/2007 10.00,"0,122106",,,"18,15267326",,,,,
10/10/2007 11.00,"0,093166",,,"19,42694919",,,,,
10/10/2007 12.00,"0,235818",,,"13,92126783",,,,,
10/10/2007 13.00,"0,13835",,,"9,74859098",,,,,
10/10/2007 14.00,"0,17448001",,,"7,82057915",,,,,
10/10/2007 15.00,"0,080682",,,"8,99653897",,,,,
10/10/2007 16.00,"0,115728",,,"8,75266356",,,,,
10/10/2007 17.00,"0,170358",,,"8,60327642",,,,,
10/10/2007 18.00,"0,092775",,,"8,67477887",,,,,
10/10/2007 19.00,"0,118315",,,"8,8739636",,,,,
10/10/2007 20.00,"0,157453",,,"9,51237877",,,,,
10/10/2007 21.00,"0,093828",,,"10,05502281",,,,,
10/10/2007 22.00,"0,09458",,,"9,45109014",,,,,
10/10/2007 23.00,,,,,,,,,
11/10/2007 0.00,"0,046297",,,"7,48221923",,,,,
11/10/2007 1.00,,,,"6,6344055",,,,,
11/10/2007 2.00,"1,06482995",,,,,,,,
11/10/2007 3.00,"0,85620201",,,,,,,,
11/10/2007 4.00,"1,09469402",,,,,,,,
11/10/2007 5.00,"0,80795097",,,,,,,,
11/10/2007 6.00,"1,07462394",,,,,,,,
11/10/2007 7.00,"1,10220504",,,,,,,,
11/10/2007 8.00,"1,487553",,,,,,,,
11/10/2007 9.00,"1,69023097",,,,,,,,
11/10/2007 10.00,"1,264925",,,,,,,,
11/10/2007 11.00,"1,24070895",,,,,,,,
11/10/2007 12.00,"1,19618297",,,,,,,,
11/10/2007 13.00,"1,16379499",,,,,,,,
11/10/2007 14.00,"1,31383705",,,,,,,,
11/10/2007 15.00,"1,03796995",,,,,,,,
11/10/2007 16.00,"1,128824",,,,,,,,
11/10/2007 17.00,"1,20826101",,,,,,,,
11/10/2007 18.00,"1,23710299",,,,,,,,
11/10/2007 19.00,"1,05160999",,,,,,,,
11/10/2007 20.00,"1,01123095",,,,,,,,
11/10/2007 21.00,"1,18975401",,,,,,,,
11/10/2007 22.00,"1,33144295",,,,,,,,
11/10/2007 23.00,"1,19702399",,,,,,,,
12/10/2007 0.00,"1,28228998",,,,,,,,
12/10/2007 1.00,"1,16018999",,,,,,,,
12/10/2007 2.00,"1,17304897",,,,,,,,
12/10/2007 3.00,"1,23656297",,,,,,,,
12/10/2007 4.00,"0,892856",,,,,,,,
12/10/2007 5.00,"1,18338394",,,,,,,,
12/10/2007 6.00,"1,02649295",,,,,,,,
12/10/2007 7.00,"1,43912101",,,,,,,,
12/10/2007 8.00,"1,40102506",,,,,,,,
12/10/2007 9.00,"1,142344",,,,,,,,
12/10/2007 10.00,"1,23427904",,,,,,,,
12/10/2007 11.00,"1,298154",,,,,,,,
12/10/2007 12.00,"1,36881804",,,,,,,,
12/10/2007 13.00,"1,22616696",,,,,,,,
12/10/2007 14.00,"1,477458",,,,,,,,
12/10/2007 15.00,"1,25014305",,,,,,,,
12/10/2007 16.00,"1,28847897",,,,,,,,
12/10/2007 17.00,"1,20056999",,,,,,,,
12/10/2007 18.00,"1,28523397",,,,,,,,
12/10/2007 19.00,"1,23656297",,,,,,,,
12/10/2007 20.00,"1,17274904",,,,,,,,
12/10/2007 21.00,"1,30590498",,,,,,,,
12/10/2007 22.00,"1,02360904",,,,,,,,
12/10/2007 23.00,"1,28944099",,,,,,,,
13/10/2007 0.00,"1,29004204",,,,,,,,
13/10/2007 1.00,,,,,,,,,
13/10/2007 2.00,"0,51245397",,,,,,,,
13/10/2007 3.00,"0,59408301",,,,,,,,
13/10/2007 4.00,"0,60279101",,,,,,,,
13/10/2007 5.00,"0,47962001",,,,,,,,
13/10/2007 6.00,"0,51390499",,,,,,,,
13/10/2007 7.00,"0,52823502",,,,,,,,
13/10/2007 8.00,"0,79598099",,,,,,,,
13/10/2007 9.00,"0,82065201",,,,,,,,
13/10/2007 10.00,"0,61567003",,,,,,,,
13/10/2007 11.00,"0,65811801",,,,,,,,
13/10/2007 12.00,"0,676983",,,,,,,,
13/10/2007 13.00,"0,81212598",,,,,,,,
13/10/2007 14.00,"0,76097101",,,,,,,,
13/10/2007 15.00,"0,64523798",,,,,,,,
13/10/2007 16.00,"0,66882002",,,,,,,,
13/10/2007 17.00,"0,54184002",,,,,,,,
13/10/2007 18.00,"0,49921101",,,,,,,,
13/10/2007 19.00,"0,60623699",,,,,,,,
13/10/2007 20.00,"0,60605597",,,,,,,,
13/10/2007 21.00,"0,55217999",,,,,,,,
13/10/2007 22.00,"0,55725902",,,,,,,,
13/10/2007 23.00,"0,48052701",,,,,,,,
14/10/2007 0.00,"0,83860999",,,,,,,,
14/10/2007 1.00,"0,55326903",,,,,,,,
14/10/2007 2.00,"0,714351",,,,,,,,
14/10/2007 3.00,"0,68568999",,,,,,,,
14/10/2007 4.00,"0,71543998",,,,,,,,
14/10/2007 5.00,"0,91516101",,,,,,,,
14/10/2007 6.00,"0,93330097",,,,,,,,
14/10/2007 7.00,"0,94708699",,,,,,,,
14/10/2007 8.00,"0,79053903",,,,,,,,
14/10/2007 9.00,"1,13102603",,,,,,,,
14/10/2007 10.00,"1,14807796",,,,,,,,
14/10/2007 11.00,"1,19687402",,,,,,,,
14/10/2007 12.00,"1,26653194",,,,,,,,
14/10/2007 13.00,"1,38625598",,,,,,,,
14/10/2007 14.00,"1,23351705",,,,,,,,
14/10/2007 15.00,"1,32058895",,,,,,,,
14/10/2007 16.00,"1,19868803",,,,,,,,
14/10/2007 17.00,"1,30226803",,,,,,,,
14/10/2007 18.00,"1,14789701",,,,,,,,
14/10/2007 19.00,"1,24621499",,,,,,,,
14/10/2007 20.00,"1,43632197",,,,,,,,
14/10/2007 21.00,"1,55695295",,,,,,,,
14/10/2007 22.00,"1,57636201",,,,,,,,
14/10/2007 23.00,"1,56003594",,,,,,,,
15/10/2007 0.00,"1,70696998",,,,,,,,
15/10/2007 1.00,,,,,,,,,
15/10/2007 2.00,"0,33882099",,,,,,,,
15/10/2007 3.00,"0,55456799",,,,,,,,
15/10/2007 4.00,"0,422207",,,,,,,,
15/10/2007 5.00,"0,36485699",,,,,,,,
15/10/2007 6.00,"0,29731101",,,,,,,,
15/10/2007 7.00,"0,472821",,,,,,,,
15/10/2007 8.00,"0,48247001",,,,,,,,
15/10/2007 9.00,"0,949283",,,,,,,,
15/10/2007 10.00,"0,85333502",,,,,,,,
15/10/2007 11.00,"0,76922202",,,,,,,,
15/10/2007 12.00,"0,833673",,,,,,,,
15/10/2007 13.00,"1,02265501",,,,,,,,
15/10/2007 14.00,"1,04213595",,,,,,,,
15/10/2007 15.00,"1,10567701",,,,,,,,
15/10/2007 16.00,"0,88465101",,,,,,,,
15/10/2007 17.00,"0,50286102",,,,,,,,
15/10/2007 18.00,"0,39271301",,,,,,,,
15/10/2007 19.00,"0,50449997",,,,,,,,
15/10/2007 20.00,"0,43622601",,,,,,,,
15/10/2007 21.00,"0,48665801",,,,,,,,
15/10/2007 22.00,"0,44915199",,,,,,,,
15/10/2007 23.00,"0,36376399",,,,,,,,
16/10/2007 0.00,"0,444965",,,,,,,,
16/10/2007 1.00,"0,406367",,,,,,,,
16/10/2007 2.00,"0,44733199",,,,,,,,
16/10/2007 3.00,"0,36722401",,,,,,,,
16/10/2007 4.00,"0,36776999",,,,,,,,
16/10/2007 5.00,"0,34883499",,,,,,,,
16/10/2007 6.00,"0,407278",,,,,,,,
16/10/2007 7.00,"0,412193",,,,,,,,
16/10/2007 8.00,"1,08965504",,,,,,,,
16/10/2007 9.00,"0,59079897",,,,,,,,
16/10/2007 10.00,"0,72971398",,,,,,,,
16/10/2007 11.00,"0,73026001",,,,,,,,
16/10/2007 12.00,"0,84004498",,,,,,,,
16/10/2007 13.00,"0,643233",,,,,,,,
16/10/2007 14.00,"0,85406399",,,,,,,,
16/10/2007 15.00,"0,79816997",,,,,,,,
16/10/2007 16.00,"0,416381",,,,,,,,
16/10/2007 17.00,"0,50522798",,,,,,,,
16/10/2007 18.00,"0,28784299",,,,,,,,
16/10/2007 19.00,"0,368498",,,,,,,,
16/10/2007 20.00,"0,235227",,,,,,,,
16/10/2007 21.00,"0,34828901",,,,,,,,
16/10/2007 22.00,"0,416381",,,,,,,,
16/10/2007 23.00,"0,27546301",,,,,,,,
17/10/2007 0.00,"0,387615",,,,,,,,
17/10/2007 1.00,,,,,,,,,
17/10/2007 2.00,"0,843723",,,,,,,,
17/10/2007 3.00,"0,80934",,,,,,,,
17/10/2007 4.00,"0,839984",,,,,,,,
17/10/2007 5.00,"0,66332299",,,,,,,,
17/10/2007 6.00,"0,64380503",,,,,,,,
17/10/2007 7.00,"0,78580898",,,,,,,,
17/10/2007 8.00,"0,82548302",,,,,,,,
17/10/2007 9.00,"1,507411",,,,,,,,
17/10/2007 10.00,"0,95572102",,,,,,,,
17/10/2007 11.00,"0,962744",,,,,,,,
17/10/2007 12.00,"1,14560699",,,,,,,,
17/10/2007 13.00,"1,29636598",,,,,,,,
17/10/2007 14.00,"1,36486006",,,,,,,,
17/10/2007 15.00,"1,07437694",,,,,,,,
17/10/2007 16.00,"0,76044601",,,,,,,,
17/10/2007 17.00,"0,49231601",,,,,,,,
17/10/2007 18.00,"0,60258102",,,,,,,,
17/10/2007 19.00,"0,490127",,,,,,,,
17/10/2007 20.00,"0,60084802",,,,,,,,
17/10/2007 21.00,"0,55424303",,,,,,,,
17/10/2007 22.00,"0,60750598",,,,,,,,
17/10/2007 23.00,"0,74020702",,,,,,,,
18/10/2007 0.00,"0,710931",,,,,,,,
18/10/2007 1.00,"1,146245",,,,,,,,
18/10/2007 2.00,"0,80851901",,,,,,,,
18/10/2007 3.00,"0,61325198",,,,,,,,
18/10/2007 4.00,"0,71640301",,,,,,,,
18/10/2007 5.00,"0,62182498",,,,,,,,
18/10/2007 6.00,"0,86926001",,,,,,,,
18/10/2007 7.00,"0,85092801",,,"25,05776031",,,,,
18/10/2007 8.00,"1,29180598",,,"43,83736335",,,,,
18/10/2007 9.00,"0,89798898",,,"38,04183306",,,,,
18/10/2007 10.00,"0,71795398",,,"33,4733355",,,,,
18/10/2007 11.00,"1,16229701",,,"21,39708978",,,,,
18/10/2007 12.00,"1,43508697",,,"21,03574968",,,,,
18/10/2007 13.00,"1,48935294",,,"19,06433001",,,,,
18/10/2007 14.00,"1,042364",,,"21,67416108",,,,,
18/10/2007 15.00,"0,966483",,,"22,04827317",,,,,
18/10/2007 16.00,"0,82529998",,,"16,68304796",,,,,
18/10/2007 17.00,"1,05412996",,,"20,44712835",,,,,
18/10/2007 18.00,"0,91349399",,,"29,30959152",,,,,
18/10/2007 19.00,"0,78170502",,,"34,04025009",,,,,
18/10/2007 20.00,"0,821652",,,"43,04956293",,,,,
18/10/2007 21.00,"0,75835699",,,"41,14964007",,,,,
18/10/2007 22.00,"0,64344001",,,"43,50154842",,,,,
18/10/2007 23.00,"0,70874202",,,"23,7873141",,,,,
19/10/2007 0.00,"0,67025399",,,"23,86648539",,,,,
19/10/2007 1.00,,,,"20,68718157",,,,,
19/10/2007 2.00,"0,58470201",,,,,,,,
19/10/2007 3.00,"0,67096001",,,"19,70528076",,,,,
19/10/2007 4.00,"0,70876998",,,"18,76427665",,,,,
19/10/2007 5.00,"0,67056698",,,"16,63708573",,,,,
19/10/2007 6.00,"0,642308",,,"16,69836683",,,,,
19/10/2007 7.00,"0,53737199",,,"17,28443188",,,,,
19/10/2007 8.00,"0,67225999",,,"20,41776594",,,,,
19/10/2007 9.00,"0,67093003",,,"17,40700724",,,,,
19/10/2007 10.00,"0,68465102",,,"17,16824251",,,,,
19/10/2007 11.00,"0,571253",,,"16,86818539",,,,,
19/10/2007 12.00,"0,595734",,,"15,57859248",,,,,
19/10/2007 13.00,"0,64886701",,,"14,2736713",,,,,
19/10/2007 14.00,"0,64167398",,,"12,16051828",,,,,
19/10/2007 15.00,"0,58391702",,,"12,58570328",,,,,
19/10/2007 16.00,"0,701244",,,"11,42634141",,,,,
19/10/2007 17.00,"0,70085102",,,"11,50295454",,,,,
19/10/2007 18.00,"0,778979",,,"12,61506381",,,,,
19/10/2007 19.00,"0,81866199",,,"13,64546621",,,,,
19/10/2007 20.00,"0,746337",,,"13,98511085",,,,,
19/10/2007 21.00,"0,84685999",,,"13,56119741",,,,,
19/10/2007 22.00,"0,80007499",,,"12,2843652",,,,,
19/10/2007 23.00,"0,82038498",,,"11,02286127",,,,,
20/10/2007 0.00,"0,93520302",,,"12,54739672",,,,,
20/10/2007 1.00,"1,07985306",,,"11,47868776",,,,,
20/10/2007 2.00,"0,75836599",,,"11,10457943",,,,,
20/10/2007 3.00,"0,76601303",,,"11,2169372",,,,,
20/10/2007 4.00,"1,05540204",,,"9,56089728",,,,,
20/10/2007 5.00,"0,83328998",,,"9,5225926",,,,,
20/10/2007 6.00,"0,698403",,,"8,98632514",,,,,
20/10/2007 7.00,"0,92749602",,,"9,28510318",,,,,
20/10/2007 8.00,"0,97385901",,,"9,90436412",,,,,
20/10/2007 9.00,"0,918127",,,"13,57907067",,,,,
20/10/2007 10.00,"0,94496602",,,"13,34413753",,,,,
20/10/2007 11.00,"1,10134196",,,"14,41923061",,,,,
20/10/2007 12.00,"1,13658202",,,"14,43582291",,,,,
20/10/2007 13.00,"1,08514202",,,"14,09108451",,,,,
20/10/2007 14.00,"0,989847",,,"12,8653271",,,,,
20/10/2007 15.00,"1,04742301",,,"11,51316273",,,,,
20/10/2007 16.00,"1,08085001",,,"10,19291892",,,,,
20/10/2007 17.00,"1,13936305",,,"10,19675052",,,,,
20/10/2007 18.00,"0,95871699",,,"11,42379077",,,,,
20/10/2007 19.00,"1,01453996",,,"13,8855119",,,,,
20/10/2007 20.00,"0,91217297",,,"15,62072312",,,,,
20/10/2007 21.00,"1,17862296",,,"15,70116785",,,,,
