,Comune Lecce,,,,,,
,Via Garilliano,,,,,,
Parm,NOX,NO2,CO,Benzene,SO2,PM10,PM2.5



11/01/2010 13.00,"87,50426696","55,69338608","0,71394346","1,66139459","2,34985884","21,93935013","19,20796967"
11/01/2010 14.00,"75,68105168","52,93989576","0,55961241","1,95094975","2,60085546","21,93935013","19,20796967"
11/01/2010 15.00,"64,18207336","49,22535776","0,50828717","1,51403536","2,69431979","21,93935013","19,20796967"
11/01/2010 16.00,"71,90815944","55,88923224","0,51088862","1,43656437","2,53452977","21,93935013","19,20796967"
11/01/2010 17.00,"93,47813888","75,33086888","0,74954003","1,34942374","2,67845154","21,93935013","19,20796967"
11/01/2010 18.00,"79,88974608","66,88497216","0,84170435","2,15039565","3,03115731","21,93935013","19,20796967"
11/01/2010 19.00,"61,13807376","48,8116392","0,73412592","2,47038962","2,8083316","21,93935013","19,20796967"
11/01/2010 20.00,"72,54887064","57,44430008","0,84363592","2,3269855","2,75829215","21,93935013","19,20796967"
11/01/2010 21.00,"95,1538348","75,86393448","0,78825065","2,07677095","2,65400185","21,93935013","19,20796967"
11/01/2010 22.00,"80,69513784","65,43366856","0,90651213","2,14314342","2,85649672","21,93935013","19,20796967"
11/01/2010 23.00,"47,06458744","41,13092488","0,84123136","2,55148723","2,62748866","21,93935013","19,20796967"
12/01/2010 0.00,"40,92991632","35,45018168","0,75273213","2,26775643","2,09147881","21,93935013","19,20796967"
12/01/2010 1.00,"29,62418384","23,91101312","0,65335414","1,9156751","2,32943748","22,50642967","12,52176952"
12/01/2010 2.00,,,"0,65560026","1,72919595","2,599871","22,50642967","12,52176952"
12/01/2010 3.00,"22,88899176","17,68943778","0,42916969","1,4781017",,"22,50642967","12,52176952"
12/01/2010 4.00,"14,02029639","8,87779266",,"1,05063829","2,06302721","22,50642967","12,52176952"
12/01/2010 5.00,"13,38088726","8,23189803","0,30631345","0,6965789","2,19875603","22,50642967","12,52176952"
12/01/2010 6.00,"16,75431873","11,53140202","0,37456731","0,77756667","2,36075905","22,50642967","12,52176952"
12/01/2010 7.00,"35,71608352","27,7280152","0,43772662","0,94173895","2,43343489","22,50642967","12,52176952"
12/01/2010 8.00,"54,47551856","39,5953212","0,55827732","1,22074476","2,06765456","22,50642967","12,52176952"
12/01/2010 9.00,"57,7542544","41,10759848","0,52572955","1,56018784","2,37998238","22,50642967","12,52176952"
12/01/2010 10.00,"42,28915712","28,75391792","0,40754962","1,41700441","1,69401385","22,50642967","12,52176952"
12/01/2010 11.00,"30,56320528","19,56614608","0,34604927","1,39546638","1,82979962","22,50642967","12,52176952"
12/01/2010 12.00,"27,66964184","17,54547374","0,33747837","1,05558295","2,16691478","22,50642967","12,52176952"
12/01/2010 13.00,"31,367316","20,73732256","0,34142772","0,91723433","1,9843104","22,50642967","12,52176952"
12/01/2010 14.00,"25,77995488","16,57792908","0,30896033","0,95031023","2,60142295","22,50642967","12,52176952"
12/01/2010 15.00,"19,41180944","12,89063134","0,29900657","0,74712786","1,64719422","22,50642967","12,52176952"
12/01/2010 16.00,"17,40410237","11,52102559","0,34134966","0,78888487","1,80077037","22,50642967","12,52176952"
12/01/2010 17.00,"39,4007752","32,08714576","0,55709252","0,97811195","2,43661098","22,50642967","12,52176952"
12/01/2010 18.00,"77,59148384","60,66080032","0,73286189","1,83930349","2,60704085","22,50642967","12,52176952"
12/01/2010 19.00,"88,58854304","64,71902032","0,93722969","2,34709565","1,91674092","22,50642967","12,52176952"
12/01/2010 20.00,"57,85025592","44,85844536","0,60923093","2,66588041","2,1968817","22,50642967","12,52176952"
12/01/2010 21.00,"52,86337752","43,99596128","0,5927986","1,87688469","2,06952584","22,50642967","12,52176952"
12/01/2010 22.00,"53,85035192","43,95317072","0,60239704","1,72963529","2,17627932","22,50642967","12,52176952"
12/01/2010 23.00,"35,02608096","28,23901632","0,54449188","1,61513228","1,96932795","22,50642967","12,52176952"
13/01/2010 0.00,"27,24034048","20,9993048","0,49539528","1,40634523","1,88224021","22,50642967","12,52176952"
13/01/2010 1.00,"34,79262576","27,5334692","0,46178154","1,26579888","2,15567897","25,05615997","21,5655899"
13/01/2010 2.00,"25,78125504","20,28467568","0,4491809","1,23272197","1,77420328","25,05615997","21,5655899"
13/01/2010 3.00,"21,74117992","16,07729674","0,46857465","1,22437139","2,23059424","25,05615997","21,5655899"
13/01/2010 4.00,"27,29353232","21,4480512","0,49531606","1,23546991","1,97394208","25,05615997","21,5655899"
13/01/2010 5.00,"40,32031336","32,72007512","0,51798813","1,21096427","1,82699067","25,05615997","21,5655899"
13/01/2010 6.00,"41,6549276","30,7149416","0,52387371","1,3266765","1,72678973","25,05615997","21,5655899"
13/01/2010 7.00,"92,9450924","50,79210792","0,76679135","1,55249627","2,53774654","25,05615997","21,5655899"
13/01/2010 8.00,"159,955855","67,38947248","1,04284975","1,96435584","2,45687775","25,05615997","21,5655899"
13/01/2010 9.00,"258,2832848","94,2498412","1,75781841","3,04059812","4,40593893","25,05615997","21,5655899"
13/01/2010 10.00,"204,938676","89,0022616","1,34718853","4,89770318","3,69986329","25,05615997","21,5655899"
13/01/2010 11.00,"150,4827554","80,4993108","1,01002588","3,08905817","3,0574671","25,05615997","21,5655899"
13/01/2010 12.00,"97,4585596","60,94350864","0,75288824","2,46236752","2,86268923","25,05615997","21,5655899"
13/01/2010 13.00,"57,45596328","37,35805176","0,53868552","1,81831464","2,45533903","25,05615997","21,5655899"
13/01/2010 14.00,"67,58013712","47,96469968","0,52632254","1,63293385","2,72690651","25,05615997","21,5655899"
13/01/2010 15.00,"54,08902688","42,02067408","0,51297164","1,41524601","2,6182787","25,05615997","21,5655899"
13/01/2010 16.00,"38,8353012","30,54634144","0,50444034","1,48348671","2,59486736","25,05615997","21,5655899"
13/01/2010 17.00,"58,50263032","48,65988376","0,64205364","1,46985993","2,34577457","25,05615997","21,5655899"
13/01/2010 18.00,"73,29720832","59,41308648","0,67803816","1,66139459","2,66603601","25,05615997","21,5655899"
13/01/2010 19.00,"97,85153296","77,38397448","1,10067569","2,00765156","1,88411149","25,05615997","21,5655899"
13/01/2010 20.00,"145,8007072","100,7567405","1,08341505","3,00719171","3,02094562","25,05615997","21,5655899"
13/01/2010 21.00,"107,1819782","77,79901232","0,86068103","2,52258612","2,85707132","25,05615997","21,5655899"
13/01/2010 22.00,"130,9023458","85,7338888","0,98419317","2,43621435","2,91793877","25,05615997","21,5655899"
13/01/2010 23.00,"74,53193968","64,96415784","0,7923864","2,39006187","2,41413426","25,05615997","21,5655899"
14/01/2010 0.00,"69,6138168","60,10178888","0,91783477","2,31984311","2,39821516","25,05615997","21,5655899"
14/01/2010 1.00,"33,4385856","28,10932536","0,71820852","2,4157757","2,72976123","32,91358185","29,25259972"
14/01/2010 2.00,,,"0,45870011","1,94040041","2,4375456","32,91358185","29,25259972"
14/01/2010 3.00,"21,20941448","16,29778475","0,39072236","1,34052194",,"32,91358185","29,25259972"
14/01/2010 4.00,"17,53250464","12,61178144",,"1,13569102","2,68377656","32,91358185","29,25259972"
14/01/2010 5.00,"18,4261199","13,34327631","0,3337993","1,04481393","2,76413888","32,91358185","29,25259972"
14/01/2010 6.00,"38,68484592","27,27536832","0,39522975","1,11437267","2,71633073","32,91358185","29,25259972"
14/01/2010 7.00,"71,57354032","51,99571192","0,49387962","1,29854526","2,25514563","32,91358185","29,25259972"
14/01/2010 8.00,"93,9385676","62,51674048","0,6520738","1,62787936","3,17878707","32,91358185","29,25259972"
14/01/2010 9.00,"67,476392","46,61194056","0,53958839","1,99501432","3,20892383","32,91358185","29,25259972"
14/01/2010 10.00,"44,47325384","31,46589872","0,41751387","1,69513052","2,51877339","32,91358185","29,25259972"
14/01/2010 11.00,,,"0,37892674","1,51711178","2,12009007","32,91358185","29,25259972"
14/01/2010 12.00,,,"0,34598287","1,2870074","2,49302905","32,91358185","29,25259972"
14/01/2010 13.00,"28,55028992","20,00452944","0,41484136","1,2551397","2,76339342","32,91358185","29,25259972"
14/01/2010 14.00,"18,18228637","12,04759804","0,377347","1,39162009","2,15286188","32,91358185","29,25259972"
14/01/2010 15.00,"16,05654771","10,87642921","0,36052556","1,14744957","2,53700312","32,91358185","29,25259972"
14/01/2010 16.00,"21,07842336","15,5636953","0,41877207","1,15195488","2,77846332","32,91358185","29,25259972"
14/01/2010 17.00,"36,65768616","31,08588872","0,61984524","1,35865403","2,39748495","32,91358185","29,25259972"
14/01/2010 18.00,"91,84783384","61,02002688","0,86654914","1,89886307","2,59101497","32,91358185","29,25259972"
14/01/2010 19.00,"243,5794312","104,0368147","1,63928315","2,78576843","3,88698214","32,91358185","29,25259972"
14/01/2010 20.00,"221,8526104","97,60379512","1,64270243","4,30057265","3,85126713","32,91358185","29,25259972"
14/01/2010 21.00,"199,8271352","89,32523664","1,86099081","4,43628418","4,40152718","32,91358185","29,25259972"
14/01/2010 22.00,"170,8374868","79,63034504","1,55364167","5,02275553","3,79750546","32,91358185","29,25259972"
14/01/2010 23.00,"82,29561568","55,69984864","1,17657078","4,02684201","2,75316443","32,91358185","29,25259972"
15/01/2010 0.00,"121,1062903","58,74904888","1,30446215","3,36542691","3,14427619","32,91358185","29,25259972"
15/01/2010 1.00,"131,5261741","64,8214844","1,21449736","3,49256716","2,76934694","38,59109116","24,01044083"
15/01/2010 2.00,"111,0547151","55,54033048","1,16702011","2,90774335","3,2061342","38,59109116","24,01044083"
15/01/2010 3.00,"90,56903088","47,88688128","1,18167931","2,94994071","2,63280553","38,59109116","24,01044083"
15/01/2010 4.00,"60,19517096","38,93776528","0,94373971","3,0408178","2,98309084","38,59109116","24,01044083"
15/01/2010 5.00,"59,35215104","34,9171352","0,86937892","2,6232437","2,95685936","38,59109116","24,01044083"
15/01/2010 6.00,"122,7223127","52,61952104","1,14245492","2,63818851","3,03889668","38,59109116","24,01044083"
15/01/2010 7.00,"232,586196","55,84382224","1,75789879","3,02147751","4,27912412","38,59109116","24,01044083"
15/01/2010 8.00,"450,6752256","86,82596584","3,58882211","5,68164339","9,8087016","38,59109116","24,01044083"
15/01/2010 9.00,"258,8396768","85,10227872","2,00986965","8,28060113","5,4703952","38,59109116","24,01044083"
15/01/2010 10.00,"103,8759773","62,29108624","0,90420194","4,24255178","1,31839609","38,59109116","24,01044083"
15/01/2010 11.00,"45,56011112","29,74481192","0,53113865","3,11554085","1,76158028","38,59109116","24,01044083"
15/01/2010 12.00,"20,30542088","12,18507658","0,32448396","2,04743152","2,72811776","38,59109116","24,01044083"
15/01/2010 13.00,"26,18201024","16,02152752","0,35341091","1,28953464","2,57513858","38,59109116","24,01044083"
15/01/2010 14.00,"25,22744424","17,2303073","0,31367625","1,2843693","2,62536414","38,59109116","24,01044083"
15/01/2010 15.00,"18,94101768","12,58713958","0,26608018","1,05975875","2,45440746","38,59109116","24,01044083"
15/01/2010 16.00,"21,74117992","15,29262914","0,32189067","0,95602475","2,69847119","38,59109116","24,01044083"
15/01/2010 17.00,"24,76443432","18,12651715","0,41209079","1,13041686","2,19974151","38,59109116","24,01044083"
15/01/2010 18.00,"22,19512696","16,42229419","0,37373084","1,27217242","2,3476306","38,59109116","24,01044083"
15/01/2010 19.00,"26,63985776","20,44419384","0,44879878","1,30458929","2,3321905","38,59109116","24,01044083"
15/01/2010 20.00,"26,77473024","20,84106768","0,41102948","1,40436716","2,36827773","38,59109116","24,01044083"
15/01/2010 21.00,"22,15621776","16,71022036","0,37612841","1,27535868","2,34353819","38,59109116","24,01044083"
15/01/2010 22.00,"14,54297601","9,70136946","0,35698746","1,1743716","2,03607671","38,59109116","24,01044083"
15/01/2010 23.00,"13,2330323","8,57948816","0,34107006","1,15492147","2,14914067","38,59109116","24,01044083"
16/01/2010 0.00,"10,14493625","5,34742615","0,32220522","1,12382365","1,7330036","38,59109116","24,01044083"
16/01/2010 1.00,"9,02564762","4,34875605","0,32904377","1,03547381","1,83494564","26,56586075","17,73394966"
16/01/2010 2.00,,,"0,32361953","1,07777999","1,20076376","26,56586075","17,73394966"
16/01/2010 3.00,"17,88528011","13,04626814","0,33721857","1,12261443",,"26,56586075","17,73394966"
16/01/2010 4.00,"13,34586898","8,83109971",,"1,18217402","2,27025012","26,56586075","17,73394966"
16/01/2010 5.00,"13,23173406","8,46275865","0,36642512","1,18173468","2,21058069","26,56586075","17,73394966"
16/01/2010 6.00,"13,54949316","8,73123404","0,37125288","1,21162431","2,40095191","26,56586075","17,73394966"
16/01/2010 7.00,"14,53389783","9,30449562","0,3824928","1,26393065","2,53991885","26,56586075","17,73394966"
16/01/2010 8.00,"21,51032504","13,86984685","0,45131401","1,30041349","2,38390394","26,56586075","17,73394966"
16/01/2010 9.00,"20,99800464","12,85301848","0,49741889","1,53952952","2,37822196","26,56586075","17,73394966"
16/01/2010 10.00,"15,56888446","9,10735694","0,4276482","1,53447401","2,55154622","26,56586075","17,73394966"
16/01/2010 11.00,"14,65322002","8,29544909","0,42428368","1,50315651","2,3583335","26,56586075","17,73394966"
16/01/2010 12.00,"14,10978755","7,47316863","0,4251551","1,50315651","3,21358372","26,56586075","17,73394966"
16/01/2010 13.00,"15,74916312","8,40439676","0,43845125","1,50315651","2,77032936","26,56586075","17,73394966"
16/01/2010 14.00,"14,31211539","7,75720579","0,42558965","1,56260525","3,01263876","26,56586075","17,73394966"
16/01/2010 15.00,"11,13063726","5,87659127","0,42606497","1,45557515","2,56953898","26,56586075","17,73394966"
16/01/2010 16.00,"15,54034978","10,06452326","0,44165733","1,45205836","2,75896642","26,56586075","17,73394966"
16/01/2010 17.00,"16,64926389","11,17862463","0,45780423","1,65787882","2,80158482","26,56586075","17,73394966"
16/01/2010 18.00,"16,01115301","10,22923824","0,40429811","1,82787546","2,28729707","26,56586075","17,73394966"
16/01/2010 19.00,"16,89828277","11,50546191","0,35459222","1,29821576","2,3066038","26,56586075","17,73394966"
16/01/2010 20.00,"17,61421396","12,05667622","0,37608181","1,24129325","2,13196964","26,56586075","17,73394966"
16/01/2010 21.00,"18,29771954","12,90100586","0,49797226","1,46447593","2,55722819","26,56586075","17,73394966"
16/01/2010 22.00,"16,05784405","10,88291471","0,50588727","1,94655427","2,54586119","26,56586075","17,73394966"
16/01/2010 23.00,"13,51706946","8,80516152","0,51059737","1,72436113","2,33126402","26,56586075","17,73394966"
17/01/2010 0.00,"14,05531467","9,27985376","0,54728322","2,01973963","2,45493935","26,56586075","17,73394966"
17/01/2010 1.00,"12,52099394","7,69106015","0,43477101","2,13050618","2,19848144","44,10588074","31,83378983"
17/01/2010 2.00,"11,95810688","7,54709611","0,40204267","1,61722018","2,18500925","44,10588074","31,83378983"
17/01/2010 3.00,"14,36010277","9,31098112","0,40766263","1,36799416","2,3122929","44,10588074","31,83378983"
17/01/2010 4.00,"15,2913309","10,61573757","0,40489226","1,33612646","2,57048682","44,10588074","31,83378983"
17/01/2010 5.00,"14,27450253","9,46532158","0,40631705","1,30425979","2,29108641","44,10588074","31,83378983"
17/01/2010 6.00,"13,20968678","8,46794782","0,41617062","1,26371098","2,58564216","44,10588074","31,83378983"
17/01/2010 7.00,"16,38597766","10,99704773","0,44324056","1,26382082","2,32177744","44,10588074","31,83378983"
17/01/2010 8.00,"16,05265679","10,38098603","0,44292368","1,27283144","2,55533454","44,10588074","31,83378983"
17/01/2010 9.00,"18,28604487","11,76485722","0,43924345","1,34469774","2,28729707","44,10588074","31,83378983"
17/01/2010 10.00,"18,72442441","11,30961958","0,43026013","1,49579445","3,0326818","44,10588074","31,83378983"
17/01/2010 11.00,"18,15505184","11,03076967","0,42487783","1,54623256","3,49784336","44,10588074","31,83378983"
17/01/2010 12.00,"18,74776993","11,85564471","0,42705405","1,48348671","3,19653575","44,10588074","31,83378983"
17/01/2010 13.00,"21,72043472","14,57929254","0,44276524","1,55062804","3,05825528","44,10588074","31,83378983"
17/01/2010 14.00,"21,57906144","15,29262914","0,42412524","1,48722317","3,28177561","44,10588074","31,83378983"
17/01/2010 15.00,"20,29505784","14,78162038","0,43508789","1,43194922","3,00427088","44,10588074","31,83378983"
17/01/2010 16.00,"21,03691384","15,6804229","0,45131401","1,47161832","2,82242213","44,10588074","31,83378983"
17/01/2010 17.00,"30,14168576","24,72810632","0,61653897","1,72128369","2,46251702","44,10588074","31,83378983"
17/01/2010 18.00,"45,78578448","38,05063552","0,81227761","2,38269879","3,04120731","44,10588074","31,83378983"
17/01/2010 19.00,"39,94552312","33,50862216","0,694107","2,79642659","2,47103948","44,10588074","31,83378983"
17/01/2010 20.00,"79,29310648","61,45452888","0,84908229","2,51994904","2,26835646","44,10588074","31,83378983"
17/01/2010 21.00,"76,50464568","58,78795808","0,99871606","2,78576742","2,80821464","44,10588074","31,83378983"
17/01/2010 22.00,"75,55396104","58,79053928","0,94188619","2,88741453","2,48145864","44,10588074","31,83378983"
17/01/2010 23.00,"61,76192112","50,10990632","0,80899231","2,7454393","2,96766397","44,10588074","31,83378983"
18/01/2010 0.00,"59,08236784","44,12565224","0,74638521","2,51588308","2,66141171","44,10588074","31,83378983"
18/01/2010 1.00,"39,64071208","31,27913456","0,65310716","2,24303113","2,52597273","31,74603081","24,00555992"
18/01/2010 2.00,,,"0,65678739","2,12402281","2,40852957","31,74603081","24,00555992"
18/01/2010 3.00,"23,67755792","19,07071629","0,54566037","2,00534399",,"31,74603081","24,00555992"
18/01/2010 4.00,"18,83725918","14,34324275",,"1,76040361","2,58153653","31,74603081","24,00555992"
18/01/2010 5.00,"18,49874914","13,17596484","0,47506953","1,75238253","2,49372977","31,74603081","24,00555992"
18/01/2010 6.00,"21,11733256","15,84384345","0,43674219","1,704911","2,36140281","31,74603081","24,00555992"
18/01/2010 7.00,"36,19595728","28,77208192","0,44467002","1,49513441","2,69158101","31,74603081","24,00555992"
18/01/2010 8.00,"46,0996584","35,78742024","0,54990214","1,41601487","2,24405627","31,74603081","24,00555992"
