TARANTO - TALSANO,,,,
,,,,,,,
,SO2,NO2,PM10,O3
30/06/2011 8.00,"1,299734","14,221432","22,79999","93,225451"
30/06/2011 9.00,,,"22,79999","114,301231"
30/06/2011 10.00,,,"22,79999",
30/06/2011 11.00,,,"22,79999",
30/06/2011 12.00,"1,299734","8,565957","22,79999","141,895715"
30/06/2011 13.00,"1,299734","5,567224","22,79999","127,636751"
30/06/2011 14.00,"1,299734","3,292053","22,79999","128,450911"
30/06/2011 15.00,"1,299734","3,107755","22,79999","125,811027"
30/06/2011 16.00,"1,299734","3,061032","22,79999","129,321547"
30/06/2011 17.00,"1,299734","5,137626","22,79999","113,951544"
30/06/2011 18.00,"1,299734","5,005245","22,79999","95,009881"
30/06/2011 19.00,"1,299734","9,160382","22,79999","93,335398"
30/06/2011 20.00,"1,299734","12,732772","22,79999","79,27224"
30/06/2011 21.00,"1,299734","16,081934","22,79999","64,900582"
30/06/2011 22.00,"1,299734","5,303106","22,79999","93,787504"
30/06/2011 23.00,"1,290708","12,667225","22,79999","71,801948"
01/07/2011 0.00,"1,299734","13,044906","22,79999","59,620815"
01/07/2011 1.00,,,"19,29999","51,840632"
01/07/2011 2.00,"1,776303",,"19,29999","46,855628"
01/07/2011 3.00,"1,299734",,"19,29999",
01/07/2011 4.00,"1,299734",,"19,29999","59,973192"
01/07/2011 5.00,"1,299734",,"19,29999","53,473004"
01/07/2011 6.00,"1,299734",,"19,29999","63,65997"
01/07/2011 7.00,"1,299734",,"19,29999","70,390965"
01/07/2011 8.00,"1,299734",,"19,29999","70,746534"
01/07/2011 9.00,"1,278975",,"19,29999","89,356433"
01/07/2011 10.00,"1,298832",,"19,29999","100,490903"
01/07/2011 11.00,"1,240406",,"19,29999","113,146426"
01/07/2011 12.00,"1,23565",,"19,29999","116,558353"
01/07/2011 13.00,"1,299734",,"19,29999","123,640107"
01/07/2011 14.00,,,"19,29999","128,037944"
01/07/2011 15.00,,,"19,29999",
01/07/2011 16.00,,,"19,29999",
01/07/2011 17.00,"5,07799",,"19,29999","124,864098"
01/07/2011 18.00,"6,498672",,"19,29999","121,734224"
01/07/2011 19.00,"6,498672",,"19,29999","113,765754"
01/07/2011 20.00,"6,498672",,"19,29999","114,075159"
01/07/2011 21.00,"6,498672",,"19,29999","102,724586"
01/07/2011 22.00,"6,498672",,"19,29999","70,515728"
01/07/2011 23.00,"6,498672",,"19,29999","74,078721"
02/07/2011 0.00,"6,498672",,"19,29999","55,315942"
02/07/2011 1.00,"6,498672",,16,"58,181981"
02/07/2011 2.00,"6,498672",,16,"74,42617"
02/07/2011 3.00,"6,511308",,16,"66,021894"
02/07/2011 4.00,"6,498672",,16,"58,315923"
02/07/2011 5.00,"6,498672",,16,"63,496543"
02/07/2011 6.00,"6,563659",,16,"48,942698"
02/07/2011 7.00,"6,498672",,16,"65,536409"
02/07/2011 8.00,"6,603373",,16,"93,218868"
02/07/2011 9.00,"6,583516",,16,"96,887911"
02/07/2011 10.00,"6,498672",,16,"100,823512"
02/07/2011 11.00,"6,532971",,16,"105,05963"
02/07/2011 12.00,"6,52936",,16,"113,956217"
02/07/2011 13.00,"6,552828",,16,"123,338221"
02/07/2011 14.00,"6,762229",,16,"127,624042"
02/07/2011 15.00,"6,643087",,16,"135,69312"
02/07/2011 16.00,"6,704463",,16,"127,071243"
02/07/2011 17.00,"6,576295",,16,"127,529514"
02/07/2011 18.00,"6,626841",,16,"116,382235"
02/07/2011 19.00,"6,687315",,16,"89,458015"
02/07/2011 20.00,"6,921087",,16,"88,924235"
02/07/2011 21.00,"6,799236",,16,"84,570484"
02/07/2011 22.00,"6,969826",,16,"80,968055"
02/07/2011 23.00,"6,500478",,16,"87,509918"
03/07/2011 0.00,"6,52936",,16,"91,329941"
03/07/2011 1.00,,,"13,5","95,921019"
03/07/2011 2.00,"8,177495",,"13,5","95,089424"
03/07/2011 3.00,"7,408486",,"13,5",
03/07/2011 4.00,"7,00593",,"13,5","94,033629"
03/07/2011 5.00,"6,603373",,"13,5","81,453076"
03/07/2011 6.00,"6,782086",,"13,5","77,329934"
03/07/2011 7.00,"6,561854",,"13,5","84,914722"
03/07/2011 8.00,"6,498672",,"13,5","100,500401"
03/07/2011 9.00,"6,648503",,"13,5","95,445032"
03/07/2011 10.00,"6,630451",,"13,5","105,239721"
03/07/2011 11.00,"6,81097",,"13,5","106,577052"
03/07/2011 12.00,"6,930112",,"13,5","112,120539"
03/07/2011 13.00,"6,69634",,"13,5","114,395652"
03/07/2011 14.00,"7,321837",,"13,5","120,575248"
03/07/2011 15.00,"7,089871",,"13,5","128,757059"
03/07/2011 16.00,"6,838949",,"13,5","130,705879"
03/07/2011 17.00,"6,975242",,"13,5","126,705483"
03/07/2011 18.00,"6,774866",,"13,5","124,171931"
03/07/2011 19.00,"6,727931",,"13,5","115,927016"
03/07/2011 20.00,"6,567269",,"13,5","107,577223"
03/07/2011 21.00,"6,653919",,"13,5","104,916175"
03/07/2011 22.00,"6,531165",,"13,5","102,769974"
03/07/2011 23.00,"6,52575",,"13,5","99,702519"
04/07/2011 0.00,"6,498672",,"13,5","94,121369"
04/07/2011 1.00,"6,549217",,"20,4","94,178941"
04/07/2011 2.00,"6,498672",,"20,4","58,066689"
04/07/2011 3.00,"6,594348",,"20,4","37,180916"
04/07/2011 4.00,"6,523945",,"20,4","37,936301"
04/07/2011 5.00,"6,509503",,"20,4","43,543487"
04/07/2011 6.00,"6,596152",,"20,4","50,512741"
04/07/2011 7.00,"6,531165",,"20,4","59,371817"
04/07/2011 8.00,"6,502283",,"20,4","78,616565"
04/07/2011 9.00,"6,498672",,"20,4","81,795814"
04/07/2011 10.00,"6,498672",,"20,4","86,235653"
04/07/2011 11.00,"6,498672",,"20,4","90,87702"
04/07/2011 12.00,"6,498672",,"20,4","94,64575"
04/07/2011 13.00,"6,498672",,"20,4","103,685061"
04/07/2011 14.00,,,"20,4","97,861058"
04/07/2011 15.00,,,"20,4","98,643452"
04/07/2011 16.00,"1,302442",,"20,4","97,376691"
04/07/2011 17.00,"1,165248",,"20,4","96,787188"
04/07/2011 18.00,"1,199546",,"20,4","90,71798"
04/07/2011 19.00,"1,247384",,"20,4","85,986811"
04/07/2011 20.00,"1,251897",,"20,4","81,712185"
04/07/2011 21.00,"1,13817",,"20,4","82,316094"
04/07/2011 22.00,"1,185105",,"20,4","81,732055"
04/07/2011 23.00,"1,131852",,"20,4","57,303762"
05/07/2011 0.00,"1,08943",,"20,4","47,48499"
05/07/2011 1.00,,"2,125266","20,29999","43,890358"
05/07/2011 2.00,"2,048887",,"20,29999","36,435105"
05/07/2011 3.00,"1,343059","3,374468","20,29999",
05/07/2011 4.00,"1,299734","2,124616","20,29999","30,775408"
05/07/2011 5.00,"1,299734","2,186267","20,29999","30,98624"
05/07/2011 6.00,"1,299734","8,685359","20,29999","22,541963"
05/07/2011 7.00,"1,287098","7,904041","20,29999","41,382784"
05/07/2011 8.00,"1,299734","8,99036","20,29999","68,154748"
05/07/2011 9.00,"1,299734","5,599669","20,29999","85,964528"
05/07/2011 10.00,"1,299734","5,075329","20,29999","91,039272"
05/07/2011 11.00,"1,28078","3,872201","20,29999","104,436855"
05/07/2011 12.00,"1,297929","4,91569","20,29999","106,689289"
05/07/2011 13.00,"1,269949","5,438734","20,29999","103,095254"
05/07/2011 14.00,"1,299734","3,194713","20,29999","99,87866"
05/07/2011 15.00,"1,313273","10,562723","20,29999","101,218122"
05/07/2011 16.00,"1,299734","15,91126","20,29999","79,665594"
05/07/2011 17.00,"1,299734","9,36869","20,29999","91,262415"
05/07/2011 18.00,"1,299734","6,176572","20,29999","89,048801"
05/07/2011 19.00,"1,299734","10,195428","20,29999","94,148819"
05/07/2011 20.00,"1,299734","6,01953","20,29999","92,140608"
05/07/2011 21.00,"1,299734","9,162977","20,29999","72,925871"
05/07/2011 22.00,"1,299734","14,149396","20,29999","63,084094"
05/07/2011 23.00,"1,299734","11,273958","20,29999","52,328632"
06/07/2011 0.00,"1,299734","10,686676","20,29999","33,81876"
06/07/2011 1.00,"1,299734","9,034489","25,6","35,263998"
06/07/2011 2.00,"1,299734","5,698306","25,6","51,848235"
06/07/2011 3.00,"1,299734","2,97667","25,6","61,558997"
06/07/2011 4.00,"1,299734","2,409498","25,6","62,309595"
06/07/2011 5.00,"1,299734","3,021445","25,6","58,599575"
06/07/2011 6.00,"1,299734","6,291436","25,6","54,065935"
06/07/2011 7.00,"1,299734","6,841732","25,6","57,91038"
06/07/2011 8.00,"1,299734","4,263509","25,6","92,541847"
06/07/2011 9.00,"1,299734","3,422488","25,6","101,313662"
06/07/2011 10.00,"1,299734","4,156435","25,6","103,895669"
06/07/2011 11.00,"1,299734","7,806702","25,6","106,615636"
06/07/2011 12.00,"1,299734","6,704806","25,6","117,032583"
06/07/2011 13.00,"1,299734","6,393319","25,6","126,60352"
06/07/2011 14.00,"1,299734","5,29467","25,6","136,812431"
06/07/2011 15.00,"1,299734","2,687245","25,6","130,865513"
06/07/2011 16.00,"1,299734","3,184329","25,6","126,716777"
06/07/2011 17.00,"1,299734","5,112317","25,6","120,449183"
06/07/2011 18.00,"1,299734","5,92933","25,6","113,655571"
06/07/2011 19.00,"1,299734","3,228456","25,6","111,698592"
06/07/2011 20.00,"1,299734","5,216148","25,6","105,065939"
06/07/2011 21.00,"1,299734","5,240807","25,6","99,398944"
06/07/2011 22.00,"1,299734","14,641296","25,6","74,329473"
06/07/2011 23.00,"1,299734","9,086403","25,6","66,126772"
07/07/2011 0.00,"1,299734","7,88652","25,6","48,622699"
07/07/2011 1.00,,"7,858616","19,4","41,119383"
07/07/2011 2.00,"3,249336",,"19,4","48,328594"
07/07/2011 3.00,"1,340351","4,876755","19,4",
07/07/2011 4.00,"1,299734","3,226511","19,4","60,138256"
07/07/2011 5.00,"1,299734","5,517254","19,4","49,942511"
07/07/2011 6.00,"1,299734","9,282381","19,4","36,245478"
07/07/2011 7.00,"1,324104","12,222707","19,4","37,443198"
07/07/2011 8.00,"1,299734","14,22597","19,4","60,709087"
07/07/2011 9.00,"1,299734","11,920299","19,4","83,262285"
07/07/2011 10.00,"1,299734","8,401775","19,4","100,205242"
07/07/2011 11.00,"1,299734","6,898838","19,4","108,722257"
07/07/2011 12.00,"1,299734","5,465339","19,4","116,599548"
07/07/2011 13.00,"1,299734","4,417307","19,4","115,58771"
07/07/2011 14.00,"1,299734","4,220031","19,4","110,185448"
07/07/2011 15.00,"1,299734","3,614573","19,4","111,81277"
07/07/2011 16.00,"1,299734","6,593192","19,4","117,573753"
07/07/2011 17.00,,"5,273254","19,4","116,221262"
07/07/2011 18.00,"3,362879","6,780734","19,4","117,921636"
07/07/2011 19.00,"1,151087","9,320669","19,4","104,862964"
07/07/2011 20.00,"0,650026","13,418691","19,4","84,616747"
07/07/2011 21.00,"0,650026","20,252629","19,4","72,625423"
07/07/2011 22.00,"0,650026","25,158593","19,4","68,177069"
07/07/2011 23.00,"0,650026","22,739358","19,4","57,676648"
08/07/2011 0.00,"0,674402","22,531046","19,4","51,875887"
08/07/2011 1.00,"0,650026","19,81264","25,79999","50,13842"
08/07/2011 2.00,"0,650026","16,833399","25,79999","43,504728"
08/07/2011 3.00,"0,650026","11,04554","25,79999","34,541809"
08/07/2011 4.00,"0,650026","13,063084","25,79999","25,498495"
08/07/2011 5.00,"0,652734","10,692515","25,79999","32,38687"
08/07/2011 6.00,"0,650026","12,874234","25,79999","38,047804"
08/07/2011 7.00,"0,650026","12,040355","25,79999","56,716036"
08/07/2011 8.00,"0,650026","18,127378","25,79999","75,724072"
08/07/2011 9.00,"0,650026","8,326498","25,79999","102,170295"
08/07/2011 10.00,"0,650026","5,11102","25,79999","114,483156"
08/07/2011 11.00,"0,651852","5,466375","25,79999","116,132541"
08/07/2011 12.00,"0,735793","5,611351","25,79999","113,645495"
08/07/2011 13.00,"0,650026","4,828733","25,79999","110,077396"
08/07/2011 14.00,"1,126712","3,911137","25,79999","116,269899"
08/07/2011 15.00,"0,650026","4,346574","25,79999","119,361828"
08/07/2011 16.00,"0,650026","2,665181","25,79999","119,257133"
08/07/2011 17.00,"0,650026","3,981222","25,79999","119,535412"
08/07/2011 18.00,"0,650026","7,220712","25,79999","115,394492"
08/07/2011 19.00,"0,650026","8,087689","25,79999","121,520853"
08/07/2011 20.00,"0,650026","15,762649","25,79999","99,85398"
08/07/2011 21.00,"0,650026","10,979342","25,79999","107,646812"
08/07/2011 22.00,"0,650026","16,772398","25,79999","90,95049"
08/07/2011 23.00,"0,650026","26,801689","25,79999","54,681355"
09/07/2011 0.00,"0,650026","24,408419","25,79999","48,103721"
09/07/2011 1.00,,"24,048906","24,6","36,413019"
09/07/2011 2.00,"2,857406",,"24,6","25,724129"
09/07/2011 3.00,"1,021082","15,904119","24,6",
09/07/2011 4.00,"0,863992","12,789878","24,6","42,814814"
09/07/2011 5.00,"1,008443","12,826212","24,6","45,436863"
09/07/2011 6.00,"1,645829","19,265598","24,6","46,794582"
09/07/2011 7.00,"2,666008","20,98852","24,6","45,509282"
09/07/2011 8.00,"1,413806","20,246149","24,6","85,37383"
09/07/2011 9.00,"1,573604","12,636731","24,6","109,952868"
09/07/2011 10.00,"0,704195","6,632775","24,6","121,884589"
09/07/2011 11.00,"0,698778","3,733329","24,6","123,569285"
09/07/2011 12.00,"0,780031","4,676234","24,6","118,981"
09/07/2011 13.00,"1,863407","4,570456","24,6","121,668707"
09/07/2011 14.00,"0,650026","5,698306","24,6","126,812614"
09/07/2011 15.00,"0,807116","2,903339","24,6","132,405233"
09/07/2011 16.00,"2,004247","2,948765","24,6","122,655514"
09/07/2011 17.00,"2,594686","4,922828","24,6","111,872275"
09/07/2011 18.00,"2,453848","6,895595","24,6","107,123024"
09/07/2011 19.00,"2,155919","10,097446","24,6","118,484883"
09/07/2011 20.00,"0,822632","13,818373","24,6","110,375911"
09/07/2011 21.00,"0,650026","26,546666","24,6","81,940274"
09/07/2011 22.00,"0,650026","33,074961","24,6","70,003729"
09/07/2011 23.00,"0,650026","31,936079","24,6","55,324664"
10/07/2011 0.00,"0,650026","27,620006","24,6","36,647551"
10/07/2011 1.00,"0,650026","24,7582","22,9","38,074315"
10/07/2011 2.00,"0,872118","15,841827","22,9","46,135353"
10/07/2011 3.00,"1,240466","13,273335","22,9","53,4187"
10/07/2011 4.00,"1,912159","14,045571","22,9","43,729224"
10/07/2011 5.00,"2,532393","14,129926","22,9","37,311528"
10/07/2011 6.00,"2,600104","14,218188","22,9","37,379218"
10/07/2011 7.00,"2,600104","13,605589","22,9","35,715568"
10/07/2011 8.00,"1,203451","14,343433","22,9","73,486683"
10/07/2011 9.00,"0,901911","7,952063","22,9","109,574461"
10/07/2011 10.00,"0,954274","7,742457","22,9","108,352821"
10/07/2011 11.00,"2,32294","8,027339","22,9","107,83707"
10/07/2011 12.00,"2,600104","5,006541","22,9","115,10482"
10/07/2011 13.00,"2,118001","4,646382","22,9","120,245995"
10/07/2011 14.00,"0,932606","2,684649","22,9","121,73981"
10/07/2011 15.00,"0,76378","2,526308","22,9","122,48225"
10/07/2011 16.00,"1,700901","2,504892","22,9","116,936327"
10/07/2011 17.00,"0,92087","2,492563","22,9","112,627645"
10/07/2011 18.00,"0,958788","3,478297","22,9","110,170805"
10/07/2011 19.00,"0,755655","7,810595","22,9","98,490096"
10/07/2011 20.00,"0,671693","19,950878","22,9","81,790693"
10/07/2011 21.00,"0,666276","20,2085","22,9","74,844403"
10/07/2011 22.00,"0,650026","12,309666","22,9","87,378586"
10/07/2011 23.00,"0,650026","18,551127","22,9","53,613631"
11/07/2011 0.00,"0,766488","24,920434","22,9","34,449222"
11/07/2011 1.00,,"12,042951","29,79999","54,362194"
11/07/2011 2.00,"2,954909",,"29,79999","46,813532"
11/07/2011 3.00,"2,600104","14,46219","29,79999",
11/07/2011 4.00,"2,564893","15,154596","29,79999","26,20251"
11/07/2011 5.00,"2,445722","12,532246","29,79999","38,524906"
11/07/2011 6.00,"2,597395","9,993615","29,79999","49,901575"
11/07/2011 7.00,"2,529684","18,108562","29,79999","39,589796"
11/07/2011 8.00,"2,505308","23,974931","29,79999","59,65413"
11/07/2011 9.00,"1,400265","20,271443","29,79999","72,943268"
11/07/2011 10.00,"1,335261","16,933337","29,79999","98,816123"
11/07/2011 11.00,"0,873021","14,46283","29,79999","125,778189"
11/07/2011 12.00,"0,717737","9,237604","29,79999","139,331326"
11/07/2011 13.00,"1,551937","7,658095","29,79999","136,135935"
11/07/2011 14.00,"1,814655","6,287541","29,79999","133,241166"
11/07/2011 15.00,"1,446307","4,880647","29,79999","127,716332"
11/07/2011 16.00,"1,991607","2,935786","29,79999","124,073538"
11/07/2011 17.00,"2,164045","5,846265","29,79999","125,116745"
11/07/2011 18.00,"2,590173","6,918308","29,79999","125,03208"
11/07/2011 19.00,"2,569408","11,152608","29,79999","110,177107"
11/07/2011 20.00,"1,105044","21,845116","29,79999","95,4901"
11/07/2011 21.00,"1,048167","31,01394","29,79999","75,018222"
11/07/2011 22.00,"1,547422","31,353337","29,79999","47,950502"
11/07/2011 23.00,"1,45985","20,068983","29,79999","53,308815"
12/07/2011 0.00,"1,630482","13,428425","29,79999","64,212929"
12/07/2011 1.00,"1,840837","8,950125",29,"74,086696"
12/07/2011 2.00,"2,575727","7,571137",29,"76,615203"
12/07/2011 3.00,"2,331968","5,323222",29,"83,859589"
12/07/2011 4.00,"2,331968","17,392778",29,"50,920419"
12/07/2011 5.00,"1,885978","15,679586",29,"36,678772"
12/07/2011 6.00,"1,509505","10,626969",29,"37,752482"
12/07/2011 7.00,"2,296758","25,219585",29,"42,487954"
12/07/2011 8.00,"1,115878","9,460189",29,"89,711401"
12/07/2011 9.00,"0,685235","10,209059",29,"104,486413"
12/07/2011 10.00,"0,71232","7,28885",29,"118,680659"
12/07/2011 11.00,"1,264842","13,150034",29,"130,486519"
12/07/2011 12.00,"1,291927","8,187625",29,"141,612763"
12/07/2011 13.00,"1,31901","7,054584",29,"142,554403"
12/07/2011 14.00,"1,811947","6,594488",29,"142,542196"
12/07/2011 15.00,"2,540518","5,445223",29,"143,767504"
12/07/2011 16.00,"2,600104","5,17851",29,"146,803778"
12/07/2011 17.00,"2,472807","6,014989",29,"136,122388"
12/07/2011 18.00,"1,931118","5,863136",29,"125,87229"
12/07/2011 19.00,"1,889589","6,413435",29,"118,162152"
12/07/2011 20.00,"1,974454","15,640007",29,"113,78"
12/07/2011 21.00,"2,600104","29,579136",29,"93,744848"
12/07/2011 22.00,"2,445722","26,135892",29,"85,182407"
12/07/2011 23.00,"2,210088","15,597824",29,"84,000395"
13/07/2011 0.00,"2,600104","17,201995",29,"63,105402"
13/07/2011 1.00,,"12,125362","38,700001","71,29482"
13/07/2011 2.00,"3,8505",,"38,700001","54,814399"
13/07/2011 3.00,"2,600104","22,21371","38,700001",
13/07/2011 4.00,"2,600104","22,307819","38,700001","38,391539"
13/07/2011 5.00,"2,600104","9,584136","38,700001","54,446881"
13/07/2011 6.00,"2,600104","19,870403","38,700001","46,410603"
13/07/2011 7.00,"2,600104","28,348114","38,700001","46,569046"
13/07/2011 8.00,"2,516141","13,367425","38,700001","94,760522"
13/07/2011 9.00,"2,486349","13,211684","38,700001","107,69016"
13/07/2011 10.00,"2,066541","16,278554","38,700001","106,895833"
13/07/2011 11.00,"2,299466","12,064362","38,700001","117,926826"
13/07/2011 12.00,"1,782154","8,896912","38,700001","140,018492"
13/07/2011 13.00,"2,226339","9,645137","38,700001","142,843778"
13/07/2011 14.00,"2,600104","7,649657","38,700001","157,785822"
13/07/2011 15.00,"3,714175","11,345995","38,700001","158,063492"
13/07/2011 16.00,"3,434303","5,354371","38,700001","151,303746"
13/07/2011 17.00,"3,171584","13,427785","38,700001","142,317433"
13/07/2011 18.00,"2,616354","26,246864","38,700001","129,894771"
13/07/2011 19.00,"2,594686","12,347302","38,700001","128,838063"
13/07/2011 20.00,"2,489058","6,811882","38,700001","115,800152"
13/07/2011 21.00,"2,090916","19,66534","38,700001","96,521413"
13/07/2011 22.00,"1,6684","11,323932","38,700001","99,766241"
13/07/2011 23.00,"1,765903","9,897573","38,700001","94,236262"
14/07/2011 0.00,"1,541103","13,359644","38,700001","61,410489"
14/07/2011 1.00,"1,807433","17,817188","36,200001","60,041601"
14/07/2011 2.00,"1,616036","18,765925","36,200001","50,676413"
14/07/2011 3.00,"2,321134","16,501785","36,200001","44,132332"
14/07/2011 4.00,"2,594686","12,662038","36,200001","44,976956"
14/07/2011 5.00,"2,368984","10,78272","36,200001","28,92714"
14/07/2011 6.00,"2,38072","9,913146","36,200001","46,798471"
14/07/2011 7.00,"1,430057","17,190958","36,200001","37,927903"
14/07/2011 8.00,"2,513433","11,493305","36,200001","62,512768"
14/07/2011 9.00,"1,963619","8,175297","36,200001","77,308746"
14/07/2011 10.00,"1,671108","8,296","36,200001","85,810738"
14/07/2011 11.00,"1,654857","7,738564","36,200001","93,974474"
14/07/2011 12.00,"1,54652","4,698298","36,200001","102,186353"
14/07/2011 13.00,"1,375888","7,461467","36,200001","107,217544"
14/07/2011 14.00,"1,148379","3,887126","36,200001","110,229496"
14/07/2011 15.00,"1,221506","2,33033","36,200001","106,783512"
14/07/2011 16.00,"1,037333","6,243412","36,200001","104,694784"
14/07/2011 17.00,"0,86941","2,465308","36,200001","104,488742"
14/07/2011 18.00,"1,416514","2,598989","36,200001","115,955205"
14/07/2011 19.00,"1,41832","2,637925","36,200001","103,315527"
14/07/2011 20.00,"1,654857","4,037681","36,200001","92,363773"
14/07/2011 21.00,"1,026499","6,193446","36,200001","70,221825"
14/07/2011 22.00,"1,562771","4,726202","36,200001","75,343252"
14/07/2011 23.00,"1,448113","8,458881","36,200001","65,3959"
15/07/2011 0.00,"0,769197","10,096796","36,200001","46,012401"
15/07/2011 1.00,,"9,447861","40,700001","42,54507"
