,SIMAGE Brindisi,,,,
,SISRI.,,,,
Parm,SO2,NO2,PM10,CO,NOX



28/01/2010 23.00,"0,50599615","33,40325184",,"0,9054881","39,34314752"
29/01/2010 0.00,"1,51106572","42,22885264","27,8388195","0,99144646","47,65992688"
29/01/2010 1.00,"1,46848698","23,33054904",,"0,96070444","27,37263176"
29/01/2010 2.00,"1,38683714","21,54206424","22,95482063","0,91626435","26,77473024"
29/01/2010 3.00,"0,87708419","15,4394803",,"0,82340802","19,36381824"
29/01/2010 4.00,"1,25568176","21,0994936","21,48962021","0,77758857","25,4142084"
29/01/2010 5.00,"1,46645501","9,90665707",,"0,66170602","13,63898623"
29/01/2010 6.00,"0,87745336","4,72555198","10,25640965","0,64352037","8,35900206"
29/01/2010 7.00,"1,29059436","13,93265414",,"0,616871","17,57789743"
29/01/2010 8.00,"1,46857953","32,82317016","14,65200996","0,63899318","37,7276796"
29/01/2010 9.00,"1,50552409","43,71361624",,"0,72256096","57,46374512"
29/01/2010 10.00,"1,71426537","36,87381864","19,04759979","0,76463843","47,940054"
29/01/2010 11.00,"1,50367721","26,61804184",,"0,72610256","40,334596"
29/01/2010 12.00,"1,46119001","13,47060978","13,67521","0,67280614","21,10176888"
29/01/2010 13.00,"1,62190245","12,96703104",,"0,66886961","20,73084088"
29/01/2010 14.00,"1,49444082","11,17207794","12,69841003","0,66690076","17,49359353"
29/01/2010 15.00,"1,53692803","10,01568122",,"0,63867747","15,09289398"
29/01/2010 16.00,"1,50737198","13,71979882","9,27960968","0,6797344","18,82299374"
29/01/2010 17.00,"1,46848698","24,33379456",,"0,67603436","29,80446632"
29/01/2010 18.00,"1,51282106","29,40329048","19,04759979","0,68276456","34,51247952"
29/01/2010 19.00,"1,4704264","35,75376904",,"0,75078425","47,37846136"
29/01/2010 20.00,"1,90083911","52,3211152","20,02441978","0,98266935","92,17339008"
29/01/2010 21.00,"2,27768134","42,86870344",,"1,07528918","97,1952772"
29/01/2010 22.00,"1,50921885","38,4066308","39,56044006","1,31142652","66,3571072"
29/01/2010 23.00,"1,31119166","35,86409144",,"1,25210589","44,9505464"
30/01/2010 0.00,"1,4704264","34,39489152","48,84004974","1,14476395","38,805474"
30/01/2010 1.00,,"27,27607576",,"1,02392083","31,0262152"
30/01/2010 2.00,"1,44914771",,"28,32722092","0,85682721",
30/01/2010 3.00,"1,22905569","26,824404",,,"29,07945504"
30/01/2010 4.00,"1,17591337","23,5394924","24,42000961","0,43464636","28,02890664"
30/01/2010 5.00,"1,2383053","10,85539912",,"0,44088027","15,30429999"
30/01/2010 6.00,"1,43092002","7,4731476","19,53602028","0,36595446","11,63645686"
30/01/2010 7.00,"1,32373025","8,42708455",,"0,33459033","12,0787254"
30/01/2010 8.00,"1,4091552","10,16753035","8,79120922","0,35352508","14,20835689"
30/01/2010 9.00,"1,47635348","10,23112156",,"0,3450066","15,3496947"
30/01/2010 10.00,"1,03671251","6,71259415","8,30280876","0,2777861","11,39521982"
30/01/2010 11.00,"1,4582163","5,27585043",,"0,31581053","10,42637882"
30/01/2010 12.00,"1,42194194","4,26999886","6,83760691","0,29238471","7,21117874"
30/01/2010 13.00,"1,50899918","4,47376643",,"0,25199882","7,53671969"
30/01/2010 14.00,"1,54527353","4,47636102","13,67521","0,28347829","8,08015215"
30/01/2010 15.00,"1,45640197","2,84233905",,"0,20762397","6,91676516"
30/01/2010 16.00,"1,30468591","3,50425433","7,32600689","0,24862848","5,68723444"
30/01/2010 17.00,"1,49077148","3,50685082",,"0,28649797","6,6910918"
30/01/2010 18.00,"1,46175241","3,8702551","7,81440783","0,30806561","6,06984094"
30/01/2010 19.00,"1,12386026","4,13372297",,"0,34504504","6,99588181"
30/01/2010 20.00,"1,41450564","4,98772159","8,79120922","0,33939246","7,67160555"
30/01/2010 21.00,"1,38367325","5,42121214",,"0,36742586","8,90243452"
30/01/2010 22.00,"1,34150436","5,67689243","12,69841003","0,30895684","9,10087144"
30/01/2010 23.00,"1,22297911","3,27842418",,"0,24630547","6,51210948"
31/01/2010 0.00,"0,94330716","2,59963742","6,34920597","0,24433079","6,43948025"
31/01/2010 1.00,"0,5270633","2,54512821",,"0,27182363","6,10485922"
31/01/2010 2.00,"1,43989708","3,61197832","3,90720391","0,28158167","6,58344238"
31/01/2010 3.00,"1,94610069","3,54578679",,"0,27224885","7,15930045"
31/01/2010 4.00,"1,69399656","2,32968022","2,93040299","0,25652834","5,77413102"
31/01/2010 5.00,"1,8844349","2,60612674",,"0,25699318","5,66259067"
31/01/2010 6.00,"2,10389231","15,24480046","3,90720391","0,27464992","19,870938"
31/01/2010 7.00,"1,35120756","5,5393183",,"0,24657691","10,02431773"
31/01/2010 8.00,"1,43645148","4,92542481","2,93040299","0,19492314","9,26558642"
31/01/2010 9.00,"2,05492274","5,41472282",,"0,27708826","9,4367869"
31/01/2010 10.00,"2,06580464","5,13568171","5,86080599","0,32746519","9,58723644"
31/01/2010 11.00,"1,85360251","3,47959526",,"0,28858914","8,14759413"
31/01/2010 12.00,"1,62326218","2,70865966","3,90720391","0,26706111","7,43166485"
31/01/2010 13.00,"1,75566236","1,61974506",,"0,27654654","5,70279812"
31/01/2010 14.00,"1,71757469","1,1200649","2,93040299","0,26055575","5,3033297"
31/01/2010 15.00,"1,83909297","0,79819117",,"0,29679773","4,51087835"
31/01/2010 16.00,"1,47816679","0,8215539","5,37240601","0,3004768","4,27093765"
31/01/2010 17.00,"1,13156912","1,27580877",,"0,31286774","6,06465368"
31/01/2010 18.00,"0,97395853","3,85987103","6,34920597","0,31166779","6,64440076"
31/01/2010 19.00,"0,55027836","4,5101059",,"0,29741751","8,4446023"
31/01/2010 20.00,"1,19686154","4,41536057","6,83760691","0,2467703","8,27599449"
31/01/2010 21.00,"0,66327215","4,79563825",,"0,32529713","8,72604487"
31/01/2010 22.00,"0,74053567","2,04804262","10,25640965","0,2653171","6,55880052"
31/01/2010 23.00,"0,43438307","2,0246799",,"0,26164036","5,00632153"
01/02/2010 0.00,"0,8435537","2,25570303","5,86080599","0,24065172","5,88826403"
01/02/2010 1.00,,"2,62819122",,"0,25858107","6,54323684"
01/02/2010 2.00,"1,0891531",,"3,41880298","0,22121486",
01/02/2010 3.00,"1,41669829","15,76135786",,,"19,67899232"
01/02/2010 4.00,"0,95433653","6,45561753","4,39560509","0,26357077","9,85052266"
01/02/2010 5.00,"1,00935013","6,0571682",,"0,2674875","10,27722753"
01/02/2010 6.00,"0,79500517","6,07923268","2,93040299","0,24526396","10,37968778"
01/02/2010 7.00,"1,30236715","10,81905391",,"0,33539651","15,12142675"
01/02/2010 8.00,"1,29400232","22,13908624","9,76801014","0,32186271","27,20921312"
01/02/2010 9.00,"0,3953201","17,64845788",,"0,35703755","24,8993068"
01/02/2010 10.00,"0,75672224","13,55367279","7,32600689","0,36010267","21,19255064"
01/02/2010 11.00,"1,04592348","11,54846662",,"0,38224699","17,68035769"
01/02/2010 12.00,"0,82495481","9,83657271","13,18680954","0,34295969","17,6544195"
01/02/2010 13.00,"0,25534429","9,11495714",,"0,36250606","15,9268491"
01/02/2010 14.00,"0,56420618","8,90729674","13,18680954","0,35909261","16,04487304"
01/02/2010 15.00,"0,92194508","6,93582971",,"0,32884339","12,79206201"
01/02/2010 16.00,"0,77736022","7,41085082","13,18680954","0,35587372","13,63768798"
01/02/2010 17.00,"0,35492995","7,29533925",,"0,36743168","13,22135954"
01/02/2010 18.00,"0,40743969","12,24152646","13,18680954","0,40660364","17,63885582"
01/02/2010 19.00,"0,05568482","9,50172224",,"0,41967378","14,34713367"
01/02/2010 20.00,"0,21977879","5,493893","6,34920597","0,34276514","9,90759013"
01/02/2010 21.00,"0,31625039","11,40699582",,"0,37100008","16,57014724"
01/02/2010 22.00,"0,23510396","5,89363675","13,67521","0,34199041","10,12677798"
01/02/2010 23.00,"0,0526928","6,97216918",,"0,34509281","11,73632444"
02/02/2010 0.00,"0,07580311","12,90992534","12,69841003","0,40939498","17,00074494"
02/02/2010 1.00,"0,44966147","6,89689183",,"0,40024274","11,69611699"
02/02/2010 2.00,"0,3938241","4,85534045","7,32600689","0,40365619","9,36156308"
02/02/2010 3.00,"0,17938863","4,62301906",,"0,39256306","8,55225172"
02/02/2010 4.00,"0,24743712","5,36929752","4,39560509","0,38903428","8,45757139"
02/02/2010 5.00,"0,09723537","3,81704223",,"0,39236967","8,59375359"
02/02/2010 6.00,"0,34320699","6,0117429","3,90720391","0,3965194","10,59628297"
02/02/2010 7.00,"0,12715348","10,56727028",,"0,41397227","15,7906669"
02/02/2010 8.00,"0,50073622","12,88008093","8,79120922","0,44623927","17,79449262"
02/02/2010 9.00,"0,1426312","15,61080506",,"0,43200647","24,31048728"
02/02/2010 10.00,"1,79431141","10,02735972","12,21000957","0,39888552","17,87620194"
02/02/2010 11.00,"1,29855137","8,78270126",,"0,3819371","16,14733521"
02/02/2010 12.00,"1,24726202","8,27134068","15,62880993","0,39935035","14,83868593"
02/02/2010 13.00,"1,31219747","5,1668301",,"0,38414827","11,05281886"
02/02/2010 14.00,"0,34980122","10,07667976","11,23320961","0,41664827","15,89572174"
02/02/2010 15.00,"0,14629545","8,6645951",,"0,64418908","13,76090109"
02/02/2010 16.00,"0,19865264","9,70938074","12,21000957","1,13448632","15,74267953"
02/02/2010 17.00,"0,11585766","10,30640274",,"1,08833485","15,57536806"
02/02/2010 18.00,"0,17123738","6,78916975","7,81440783","1,05257634","11,07227154"
02/02/2010 19.00,"1,08667976","8,22591347",,"1,00638525","13,9489635"
02/02/2010 20.00,"0,62926367","8,65680753","7,81440783","1,00820848","13,53263314"
02/02/2010 21.00,"0,72747536","6,88131859",,"1,06308697","11,45358362"
02/02/2010 22.00,"0,9314703","10,29081994","9,27960968","1,06529814","14,13053849"
02/02/2010 23.00,"1,00318304","5,16423361",,"1,02829774","9,80642621"
03/02/2010 0.00,"0,41592758","7,18631892","8,79120922","0,97446658","11,84267562"
03/02/2010 1.00,,"7,96504019",,"0,90240784","10,62870858"
03/02/2010 2.00,"0,13419315",,"4,88400507","0,69507279",
03/02/2010 3.00,"0,22880669","17,12542072",,,"20,72954072"
03/02/2010 4.00,"0,21354051","8,43616846","3,41880298","0,17823685","12,47300466"
03/02/2010 5.00,"0,38825297","7,23304246",,"0,16700625","10,6753977"
03/02/2010 6.00,"0,32021465","22,01710064","6,34920597","0,17471156","31,30378024"
03/02/2010 7.00,"0,91427588","50,11082408",,"0,26064778","83,43954616"
03/02/2010 8.00,"0,44045965","31,37733488","7,32600689","0,19816883","53,39254264"
03/02/2010 9.00,"1,20697153","37,77066136",,"0,29894017","94,14995832"
03/02/2010 10.00,"0,14946035","21,04368232","19,04759979","0,26965556","36,40736712"
03/02/2010 11.00,"0,14682124","7,62370039",,"0,15362855","14,37955737"
03/02/2010 12.00,"1,05148342","7,09546642","13,18680954","0,18977501","12,55990314"
03/02/2010 13.00,"0,51660142","7,0578287",,"0,15738568","12,43279912"
03/02/2010 14.00,"0,22089037","5,61719023","12,69841003","0,17471156","11,02039325"
03/02/2010 15.00,"0,34264256","6,42187073",,"0,17198895","10,72468333"
03/02/2010 16.00,"0,22013677","7,46276544","7,81440783","0,18601905","12,53396304"
03/02/2010 17.00,"0,1328741","15,42001041",,"0,20437828","20,70489504"
03/02/2010 18.00,"0,14361769","15,72501456","15,14041042","0,2075599","19,77625576"
03/02/2010 19.00,"0,13513591","21,74712624",,"0,26294749","26,11587416"
03/02/2010 20.00,"0,13834048","16,1234658","14,16361046","0,27701487","20,23668448"
03/02/2010 21.00,"0,00659626","17,60174007",,"0,40438781","21,89033504"
03/02/2010 22.00,"0,18206537","21,64200448","26,86202049","0,49810507","25,87073664"
03/02/2010 23.00,"0,13871677","29,8614248",,"0,6435693","35,71608352"
04/02/2010 0.00,"0,12665515","24,57520368","44,4444313","0,654264","29,34663792"
04/02/2010 1.00,"0,13268596","24,31821176",,"0,60102234","30,11704008"
04/02/2010 2.00,"0,1328741","12,80739434","40,53723145","0,420332","16,76469515"
04/02/2010 3.00,"0,13080146","11,16948336",,"0,40960002","15,42362409"
04/02/2010 4.00,"0,13513591","9,8106154","27,35042","0,29541255","14,10070746"
04/02/2010 5.00,"0,13570136","8,11429665",,"0,28744045","11,48600731"
04/02/2010 6.00,"0,22748663","29,67582696","21,0012207","0,26290905","44,61592728"
04/02/2010 7.00,"0,15454841","34,5272784",,"0,31093734","45,7585576"
04/02/2010 8.00,"1,53396958","43,40083216","24,42000961","0,3883644","103,9174868"
04/02/2010 9.00,"2,48970651","53,41651912",,"0,58116724","166,4627926"
04/02/2010 10.00,"2,13538066","57,02069648","33,21123123","0,50703713","152,6266619"
04/02/2010 11.00,"0,59330966","17,82886464",,"0,21603061","29,55934792"
04/02/2010 12.00,"1,52341515","9,51729548","15,62880993","0,20115822","14,26153343"
04/02/2010 13.00,"1,98083429","14,95797561",,,"19,1796544"
04/02/2010 14.00,"3,49802744","10,69186576","11,72161007","0,21854002","15,09289398"
04/02/2010 15.00,"1,38413497","4,23236114",,"0,25421698","8,24746171"
04/02/2010 16.00,"0,73805521","7,03187138","9,76801014","0,26310593","11,18640647"
04/02/2010 17.00,"0,14512488","12,60493266",,"0,32184523","19,5596644"
04/02/2010 18.00,"0,45139037","7,09027534","9,76801014","0,3216099","10,63908309"
04/02/2010 19.00,"0,1485176","11,74573913",,"0,34890352","14,65062543"
04/02/2010 20.00,"0,14305224","19,64977696","17,09399986","0,36159154","23,26642056"
04/02/2010 21.00,"1,1683357","68,65223376",,"0,42361847","95,10974408"
04/02/2010 22.00,"0,48305364","63,84231096","23,44322014","0,6089956","83,56015512"
04/02/2010 23.00,"0,80684712","58,99215968",,"0,75239312","95,54678904"
05/02/2010 0.00,"1,45613043","53,07777008","48,84004974","0,94689569","117,2257334"
05/02/2010 1.00,,"41,75771672",,"1,00257803","57,91507272"
05/02/2010 2.00,"0,37538792",,"54,70085144","1,10141547",
05/02/2010 3.00,"0,65136816","41,42286816",,,"60,80735512"
05/02/2010 4.00,"0,17600609","35,56687104","67,39926147","1,07337741","49,84920512"
05/02/2010 5.00,"0,28120864","32,00292216",,"0,93412962","42,58356688"
05/02/2010 6.00,"0,98218199","34,2612236","55,67765045","0,81923849","50,01262376"
05/02/2010 7.00,"0,53514032","30,80367752",,"0,65935389","50,69742568"
05/02/2010 8.00,"0,13210016","25,41881632","43,9560318","0,51168548","32,23368144"
05/02/2010 9.00,"0,08030639","29,7601844",,"0,56470696","44,88050984"
05/02/2010 10.00,"0,52649276","20,64005912","29,7924099","0,48153411","33,09616552"
05/02/2010 11.00,"0,28843137","10,41541542",,"0,3902552","16,36263214"
05/02/2010 12.00,"0,06472086","8,22331889","13,67521","0,38124858","13,18115401"
05/02/2010 13.00,"0,27161019","5,47831785",,"0,35959356","9,25910282"
05/02/2010 14.00,"0,24034456","5,99746791","7,81440783","0,33578562","8,81813062"
05/02/2010 15.00,"0,13038855","5,04093446",,"0,27834763","8,15667422"
05/02/2010 16.00,"0,52544729","8,05848728","1,95360196","0,25680328","11,57420214"
05/02/2010 17.00,"1,36849656","9,26680627",,"0,2687457","12,18118566"
05/02/2010 18.00,"0,85312571","11,1201595","9,27960968","0,28527122","13,45870566"
05/02/2010 19.00,"0,2865306","8,08833934",,"0,27364103","10,27204027"
05/02/2010 20.00,"0,11784488","8,78140301","9,27960968","0,26878414","11,01779866"
05/02/2010 21.00,"0,75875624","7,38618984",,"0,23507021","9,26429008"
05/02/2010 22.00,"0,35685615","5,33295614","17,09399986","0,25030142","7,15670586"
05/02/2010 23.00,"0,51005194","3,40172333",,"0,15256141","4,30465959"
06/02/2010 0.00,"0,51147676","1,98314934","14,65200996","0,18247978","3,75214704"
06/02/2010 1.00,"0,73775417","0,98248885",,"0,16877355","3,0634542"
06/02/2010 2.00,"1,02000625","1,18755276","7,32600689","0,18439853","3,66006321"
06/02/2010 3.00,"0,79021307","1,38612734",,"0,13806881","2,40459047"
06/02/2010 4.00,"0,85274535","1,7404458","4,39560509","0,14446816","2,66009486"
06/02/2010 5.00,"1,31527796","1,45621362",,"0,17304211","2,64712576"
06/02/2010 6.00,"1,10990804","1,26412836","4,39560509","0,17206235","2,71716232"
06/02/2010 7.00,"1,43121902","5,41472282",,"0,1556941","8,26821265"
06/02/2010 8.00,"1,87208343","6,11687231","11,23320961","0,10791745","9,53406181"
06/02/2010 9.00,"0,43202872","5,75865911",,"0,15164922","9,65338208"
06/02/2010 10.00,"0,87118254","4,21029857","7,32600689","0,19602873","8,81164702"
06/02/2010 11.00,"1,58317916","4,03897763",,"0,19536235","7,75461121"
06/02/2010 12.00,"1,42323658","3,27323502","4,39560509","0,17652779","7,42647759"
06/02/2010 13.00,"1,83796613","2,01559598",,"0,17609674","6,35906726"
06/02/2010 14.00,"1,52055128","2,3517447","4,88400507","0,20440741","5,84935483"
06/02/2010 15.00,"1,66310315","2,96174345",,"0,20084484","7,39924115"
06/02/2010 16.00,"1,48966499","2,51267966","8,30280876","0,19759449","5,89085862"
06/02/2010 17.00,"1,20038137","2,02727639",,"0,20115822","5,9064223"
06/02/2010 18.00,"1,30529916","4,09478509","7,81440783","0,23225091","7,71700026"
06/02/2010 19.00,"1,56426702","8,09482866",,"0,27415013","11,2940559"
06/02/2010 20.00,"1,3740087","7,00851057","5,37240601","0,23957177","9,92704282"
06/02/2010 21.00,"1,56996934","4,9591697",,"0,22461433","7,47187038"
06/02/2010 22.00,"0,7258746","4,3764246","11,72161007","0,25981714","8,36808023"
06/02/2010 23.00,"1,1435504","2,6333823",,"0,22931278","5,5951487"
07/02/2010 0.00,"1,3049188","1,22778698","6,34920597","0,22371379","4,61463494"
07/02/2010 1.00,,"1,48606376",,"0,22097254","5,0115107"
07/02/2010 2.00,"0,27955398",,"3,90720391","0,18447659",
07/02/2010 3.00,"0,54640054","9,53287063",,,"12,93602605"
07/02/2010 4.00,"0,59881774","6,60357382","2,44200301","0,24234097","10,60406481"
07/02/2010 5.00,"0,69570834","9,72365955",,"0,2824193","13,69345911"
07/02/2010 6.00,"0,71159185","9,989722","2,44200301","0,42603817","13,04756448"
07/02/2010 7.00,"0,73859422","10,48031061",,"0,49829497","14,12405298"
07/02/2010 8.00,"0,75447772","10,94105481","2,44200301","0,53600718","15,9916965"
07/02/2010 9.00,"0,74177132","9,77687051",,"0,58465292","14,91002074"
07/02/2010 10.00,"0,74812452","7,82616781","2,93040299","0,51364734","12,95547874"
07/02/2010 11.00,"0,69094268","5,27585043",,"0,53453462","9,7610315"
07/02/2010 12.00,"0,60199383","5,74827504","6,83760691","0,49579488","10,29797846"
07/02/2010 13.00,"0,23825666","6,06365944",,"0,52587634","10,8893983"
07/02/2010 14.00,"0,33734704","5,19148917","9,27960968","0,48218302","9,6961822"
07/02/2010 15.00,"0,22787105","4,38680676",,"0,5399344","8,83109971"
07/02/2010 16.00,"0,12707008","3,85987103","10,25640965","0,52596488","8,41736586"
07/02/2010 17.00,"0,14454214","4,24793438",,"0,49414407","8,82331978"
07/02/2010 18.00,"0,12230442","4,92931764","7,81440783","0,38810344","8,46146231"
07/02/2010 19.00,"0,17630915","7,7119564",,"0,31937194","10,83622367"
07/02/2010 20.00,"0,15883709","9,35116945","6,83760691","0,31334772","12,33422978"
07/02/2010 21.00,"0,26586923","9,79763674",,"0,21899903","14,26412802"
07/02/2010 22.00,"0,2493745","3,31476557","4,39560509","0,27661644","7,1255785"
07/02/2010 23.00,"0,54640054","3,89621242",,"0,35485434","7,88560615"
08/02/2010 0.00,"0,64194769","8,07925542","6,34920597","0,46223356","11,22142475"
08/02/2010 1.00,"0,3554293","5,41212632",,"0,49740258","8,71826494"
08/02/2010 2.00,"0,3208513","4,84625462","4,39560509","0,49557236","9,08919868"
08/02/2010 3.00,"1,48195511","8,07406243",,"0,48454913","11,62867502"
08/02/2010 4.00,"1,00556485","7,51727656","6,34920597","0,54569183","10,90755657"
08/02/2010 5.00,"0,50937971","7,15906336",,"0,52359993","10,20589463"
08/02/2010 6.00,"0,54835623","6,99034083","10,25640965","0,54551358","10,8310345"
08/02/2010 7.00,"0,32683838","10,36739362",,"0,53515906","14,34713367"
08/02/2010 8.00,"0,41896434","12,53224606","21,48962021","0,55225194","17,3236913"
08/02/2010 9.00,"1,53498251","16,5076344",,"0,5817078","22,5855"
08/02/2010 10.00,"1,50810218","21,13194024","21,0012207","0,62615954","30,14686728"
08/02/2010 11.00,"1,54610137","13,94304012",,"0,57965624","19,47406416"
08/02/2010 12.00,"2,6904674","15,26945762","21,0012207","0,57778175","21,55701608"
08/02/2010 13.00,"2,77843892","12,02348198",,"0,58715301","19,01624341"
08/02/2010 14.00,"2,58600116","13,24478346","26,37360954","0,57349688","20,278194"
08/02/2010 15.00,"1,69284328","7,7521887",,"0,48200477","13,03070446"
08/02/2010 16.00,"1,4580068","14,45958604","15,62880993","0,46160795","19,12906288"
08/02/2010 17.00,"1,48134389","20,25978144",,"0,57322893","25,72160064"
08/02/2010 18.00,"1,02034796","24,32081208","11,72161007","0,644012","29,54118392"
08/02/2010 19.00,"1,46949279","17,63288273",,"0,62424079","21,18088744"
08/02/2010 20.00,"1,52484098","13,67177703","11,23320961","0,60536196","18,02535323"
08/02/2010 21.00,"1,54255814","15,31488482",,"0,5863946","20,05122048"
08/02/2010 22.00,"1,61464615","17,02028558","18,55920982","0,60393367","21,38321528"
08/02/2010 23.00,"1,42391797","23,09952208",,"0,67850998","26,15738368"
09/02/2010 0.00,"1,2807203","12,95275987","20,51280975","0,63352351","17,84507458"
09/02/2010 1.00,,"9,63799813",,"0,63330099","14,43921942"
09/02/2010 2.00,"0,36331613",,"15,14041042","0,6466449",
09/02/2010 3.00,"0,42495854","13,29021066",,,"18,06815335"
09/02/2010 4.00,"0,28207309","13,01765698","13,67521","0,48573161","16,65574748"
09/02/2010 5.00,"0,12439334","15,96381762",,"0,45815373","21,45585216"
09/02/2010 6.00,"0,11218832","26,51940176","13,18680954","0,51426479","33,47621376"
09/02/2010 7.00,"0,13117368","37,9225124",,"0,5571531","51,46134616"
09/02/2010 8.00,"0,25470358","41,0361088","20,02441978","0,58327822","66,1923884"
09/02/2010 9.00,"2,34670411","55,23743144",,"0,79159187","146,7202262"
09/02/2010 10.00,"1,76418787","35,9419672","24,90842056","0,64393162","70,9756388"
09/02/2010 11.00,"2,35040294","12,16235628",,"0,51294717","19,93319272"
09/02/2010 12.00,"2,92922035","11,89110466","17,09399986","0,45538219","19,43775528"
09/02/2010 13.00,"2,23389949","10,59192743",,"0,39995266","16,94108289"
09/02/2010 14.00,"2,73936374","16,68543893","14,65200996","0,35042967","28,45950816"
09/02/2010 15.00,"0,0673132","7,71844573",,"0,35406447","13,7583065"
09/02/2010 16.00,"0,91957242","7,07989318","16,11721039","0,33293836","12,21231302"
09/02/2010 17.00,"0,82538296","5,44197838",,"0,32171708","9,75584234"
09/02/2010 18.00,"0,3395224","5,45495703","7,81440783","0,32071751","7,97898823"
09/02/2010 19.00,"0,15361073","6,19863708",,"0,35533665","10,11380889"
09/02/2010 20.00,"0,24989521","5,63925471","10,25640965","0,35142924","10,1695781"
09/02/2010 21.00,"0,11391417","4,26870061",,"0,35211077","8,79219051"
09/02/2010 22.00,"0,39154805","9,23435963","19,04759979","0,35520035","13,04237722"
09/02/2010 23.00,"0,49843577","3,71970231",,"0,26469732","7,5730343"
10/02/2010 0.00,"0,09320195","2,62819122","12,21000957","0,25320227","6,09318646"
10/02/2010 1.00,"0,12254342","1,98963867",,"0,18573246","5,78450744"
10/02/2010 2.00,"0,16914541","2,04025505","5,86080599","0,18221998","4,4706709"
10/02/2010 3.00,"0,32448199","1,96887244",,"0,24443331","6,08670286"
10/02/2010 4.00,"0,30377078","2,31799982","12,21000957","0,25161204","5,71706355"
10/02/2010 5.00,"0,14325564","2,32838389",,"0,22271655","6,30978164"
10/02/2010 6.00,"0,28823712","2,41533974","7,32600689","0,17728271","6,32923624"
10/02/2010 7.00,"0,16224099","1,49255309",,"0,17688894","4,56275665"
10/02/2010 8.00,"0,19355544","2,00002083","7,32600689","0,17410226","5,80396204"
10/02/2010 9.00,"0,25458053","2,20508474",,"0,17455661","6,41613282"
10/02/2010 10.00,"0,31129048","2,94357371","16,60560989","0,17205769","6,1787867"
10/02/2010 11.00,"0,36812451","6,86574344",,"0,18191708","10,36542235"
10/02/2010 12.00,"0,15546065","5,43289255","14,16361046","0,16955876","9,53795273"
10/02/2010 13.00,"0,14880337","9,32391389",,"0,16587853","12,7012726"
10/02/2010 14.00,"0,13117368","7,4160419","9,27960968","0,16460635","11,40559624"
10/02/2010 15.00,"0,23275876","6,62044531",,"0,20181645","10,66242861"
10/02/2010 16.00,"0,89503831","4,38031934","7,81440783","0,17183051","9,32784114"
10/02/2010 17.00,,,,"0,17114899",
10/02/2010 18.00,,,"5,37240601","0,42535082",
10/02/2010 19.00,"0,39692188","20,14945904",,"0,96769327","20,12385736"
10/02/2010 20.00,"0,38004578","18,03652314","13,67521","1,20081327","17,19529094"
10/02/2010 21.00,"0,29566631","14,5011185",,"1,39268061","15,53516252"
10/02/2010 22.00,"0,29499102","16,00405758","11,23320961","1,61212467","15,9463037"
10/02/2010 23.00,"0,28891546","16,41029066",,"1,74706429","17,54417549"
11/02/2010 0.00,"0,28891546","16,29088434","19,53602028","1,71412392","17,15508349"
11/02/2010 1.00,,"10,4634353",,"1,71267","11,03336234"
11/02/2010 2.00,"0,36944457",,"10,25640965","1,834296",
11/02/2010 3.00,"0,35959289","14,3492732",,,"14,89056614"
11/02/2010 4.00,"0,37437092","8,80995682","12,69841003","0,43106398","10,0333959"
11/02/2010 5.00,"0,40491143","7,07470018",,"0,49276122","8,26561998"
11/02/2010 6.00,"0,43348201","16,4920516","6,34920597","0,5767018","20,01101112"
11/02/2010 7.00,"0,61144277","26,76081088",,"0,69603857","34,72648968"
11/02/2010 8.00,"0,50244478","30,48829312","9,76801014","0,81802339","33,53326784"
11/02/2010 9.00,"0,41673406","30,00679416",,"0,9233126","36,59543144"
11/02/2010 10.00,"0,38520807","21,37983104","8,79120922","0,93983696","28,30905288"
11/02/2010 11.00,"0,31525983","19,63419416",,"0,99615422","26,01080976"
11/02/2010 12.00,"0,35663749","11,03580588","11,23320961","1,05358057","15,11105224"
11/02/2010 13.00,"0,89759403","10,91639957",,"1,14943444","14,31341173"
11/02/2010 14.00,"0,42461581","7,39397742","5,86080599","1,07010376","9,9685466"
11/02/2010 15.00,"0,49160763","7,06821086",,"1,13427779","8,85703982"
11/02/2010 16.00,"0,55564507","10,74896955","5,37240601","1,19610201","13,59618611"
11/02/2010 17.00,"0,49751945","17,15787118",,"1,23786027","18,81520999"
11/02/2010 18.00,"0,55260017","27,96133656","15,62880993","1,22821057","30,00809432"
11/02/2010 19.00,"0,30540815","28,38834352",,"1,23136889","30,03274"
11/02/2010 20.00,"0,23151903","34,93092072","12,21000957","1,22812436","38,13623576"
11/02/2010 21.00,"0,35269662","48,3223584",,"1,24631351","59,59468824"
11/02/2010 22.00,"0,26895582","22,75947288","16,60560989","1,22543438","24,41295136"
11/02/2010 23.00,"0,35269662","18,52322656",,"1,27970241","20,4247488"
12/02/2010 0.00,"0,32314158","5,97799802","22,46640968","1,25737169","6,43429108"
12/02/2010 1.00,"0,20491838","5,5393183",,"1,17355809","6,35776902"
12/02/2010 2.00,"0,38520807","5,36929752","10,25640965","1,1978099","6,18786678"
12/02/2010 3.00,"0,39308982","4,94359454",,"1,19221673","5,77931827"
12/02/2010 4.00,"0,28668925","3,82353156","4,88400507","1,21595594","5,02837071"
12/02/2010 5.00,"0,29636194","6,98384959",,"1,19862074","7,74812762"
12/02/2010 6.00,"0,32493252","7,28365884","5,86080599","1,22624638","9,90240096"
12/02/2010 7.00,"0,1921113","6,07014877",,"1,26531233","6,70276456"
