,SIMAGE Brindisi,,,,
,SISRI.,,,,
Parm,SO2,NO2,PM10,CO,NOX



15/01/2010 6.00,"2,12072874","35,42800248","35,65322113","0,76270686","144,6087855"
15/01/2010 7.00,"2,42958351","35,67979376",,"0,80754655","132,4729582"
15/01/2010 8.00,"3,67084218","48,19647232","39,56044006","0,95944158","227,098756"
15/01/2010 9.00,"7,68303023","72,25513008",,"1,57757776","407,7842856"
15/01/2010 10.00,"8,67238614","80,78215296","60,56166077","1,93875106","445,8778264"
15/01/2010 11.00,"2,11208933","41,99912584",,"0,6382371","123,1477136"
15/01/2010 12.00,"0,0971113","6,28819134","35,16482162","0,34223972","10,87772746"
15/01/2010 13.00,"0,09431251","4,00653099",,"0,31964455","7,88690249"
15/01/2010 14.00,"0,14408449","3,0993195","17,58241081","0,35334334","6,89601422"
15/01/2010 15.00,"0,26565566","6,89948833",,"0,33440976","10,86086553"
15/01/2010 16.00,"0,09333924","6,63602046","8,30280876","0,30834754","10,64556859"
15/01/2010 17.00,"0,09966702","11,8534593",,"0,3059325","14,62727991"
15/01/2010 18.00,"0,08652433","11,13833688","11,23320961","0,48310919","13,22525046"
15/01/2010 19.00,"0,09504272","2,22325448",,"0,90930347","5,10229819"
15/01/2010 20.00,"0,11767809","2,31799982","9,27960968","0,82231176","4,81177553"
15/01/2010 21.00,"0,09114863","5,17851051",,"0,75974543","6,36814544"
15/01/2010 22.00,"0,0856731","1,91825606","14,65200996","0,72445059","4,06860981"
15/01/2010 23.00,"0,08628126","2,71255249",,"0,56324488","4,09973717"
16/01/2010 0.00,"0,09005332","2,84753204","16,11721039","0,45506065","5,7183618"
16/01/2010 1.00,,"5,30310599",,"0,3890669","8,18520699"
16/01/2010 2.00,"0,05888023",,"13,18680954","0,37570435",
16/01/2010 3.00,"0,09578004","13,17339702",,,"16,11750418"
16/01/2010 4.00,"0,05751847","7,23563705","20,51280975","0,34262301","10,43026974"
16/01/2010 5.00,"0,04556974","7,57957334",,"0,30843492","11,54048019"
16/01/2010 6.00,"0,05151308","5,15644603","21,0012207","0,32940725","8,49518426"
16/01/2010 7.00,"0,05107984","5,20576607",,"0,3546295","8,49129334"
16/01/2010 8.00,"0,05343216","4,56202053","22,46640968","0,3627379","8,51593519"
16/01/2010 9.00,"0,10754267","7,3251913",,"0,36858503","12,72332178"
16/01/2010 10.00,"0,70827033","11,92094907","25,39682007","0,47812765","26,00952872"
16/01/2010 11.00,"0,43517837","9,00204016",,"0,42285073","18,57656754"
16/01/2010 12.00,"1,4504037","25,41751616","28,32722092","0,40542466","76,61487248"
16/01/2010 13.00,"0,77364919","12,33756814",,"0,41361112","27,13269488"
16/01/2010 14.00,"1,14171369","7,51208357","26,37360954","0,46082041","13,31214704"
16/01/2010 15.00,"0,81358169","4,01950965",,"0,39466589","6,9634562"
16/01/2010 16.00,"1,10667092","3,44714862","23,44322014","0,36780565","6,3733327"
16/01/2010 17.00,"0,54637206","3,71450932",,"0,38905175","6,89341964"
16/01/2010 18.00,"0,21353542","3,96759502","26,86202049","0,41797754","7,7053275"
16/01/2010 19.00,"0,23953808","5,57176494",,"0,35599371","9,41733421"
16/01/2010 20.00,"0,05169818","4,06363861","15,14041042","0,34765115","7,70792017"
16/01/2010 21.00,"0,05299892","3,5600637",,"0,40671082","6,33701808"
16/01/2010 22.00,"0,14116062","3,50295608","23,44322014","0,36932714","6,15673942"
16/01/2010 23.00,"0,05770356","2,80470133",,"0,34312978","5,84416758"
17/01/2010 0.00,"0,25278755","3,19665942","14,16361046","0,34928914","7,95304813"
17/01/2010 1.00,"0,17267338","3,41080724",,"0,3465211","7,33568818"
17/01/2010 2.00,"0,28423828","2,06880886","13,18680954","0,32449561","6,43948025"
17/01/2010 3.00,"0,08884512","7,48093518",,"0,39934336","11,01520599"
17/01/2010 4.00,"0,29513442","8,52572272","11,72161007","0,40998564","12,68570892"
17/01/2010 5.00,"0,0719436","7,92480598",,"0,39513305","11,62218951"
17/01/2010 6.00,"0,20455836","9,1253393","19,53602028","0,36234879","12,53785396"
17/01/2010 7.00,"0,05956162","16,75552329",,"0,37458828","21,5920248"
17/01/2010 8.00,"0,07751574","21,32401976","21,97801971","0,36987236","25,19113536"
17/01/2010 9.00,"0,45183276","11,60297582",,"0,39486044","17,25235649"
17/01/2010 10.00,"0,51430199","9,38101959","27,35042","0,3922089","14,63895267"
17/01/2010 11.00,"1,41319574","6,55555203",,"0,39061169","11,8387847"
17/01/2010 12.00,"1,40966675","5,47442502","26,86202049","0,41462467","9,45624341"
17/01/2010 13.00,"1,37400565","4,91893548",,"0,41583277","9,38101768"
17/01/2010 14.00,"1,44675166","6,18695667","25,88521957","0,39532877","10,44842801"
17/01/2010 15.00,"0,90539645","5,87287052",,"0,40834881","10,12548165"
17/01/2010 16.00,"1,35376023","7,23563705","26,86202049","0,44086047","11,93216678"
17/01/2010 17.00,"0,70672245","11,09420218",,"0,45403662","14,43792117"
17/01/2010 18.00,"0,1377557","19,3759212","33,69963074","0,51399334","23,73333096"
17/01/2010 19.00,"0,59107226","26,17028968",,"0,60568117","30,21690384"
17/01/2010 20.00,"0,38063462","36,34299008","46,88644028","0,76048288","40,86896176"
17/01/2010 21.00,"0,35122705","35,01787848",,"0,67121242","38,80027336"
17/01/2010 22.00,"0,28999653","27,207282","45,42124176","0,7598596","31,41528808"
17/01/2010 23.00,"0,46266788","17,24871413",,"0,63055276","21,9032984"
18/01/2010 0.00,"0,19124685","17,2993305","38,0952301","0,54798571","22,03040816"
18/01/2010 1.00,,"12,72822606",,"0,51750116","16,85418631"
18/01/2010 2.00,"0,45812189",,"24,42000961","0,51746271",
18/01/2010 3.00,"1,19556181","25,60829552",,,"29,78630232"
18/01/2010 4.00,"1,47432049","23,46421696","30,28083038","0,45069656","27,69558768"
18/01/2010 5.00,"1,1195197","16,35837221",,"0,70484947","18,86190294"
18/01/2010 6.00,"0,4452304","13,22660607","33,21123123","0,57388599","18,44557259"
18/01/2010 7.00,"0,44093357","16,76590927",,"0,50469082","21,5414524"
18/01/2010 8.00,"0,47680621","16,98005518","23,44322014","0,48474951","23,77224016"
18/01/2010 9.00,"0,5786313","25,74456376",,"0,47374842","34,69924368"
18/01/2010 10.00,"0,65261805","21,65756816","16,11721039","0,50045488","33,96643144"
18/01/2010 11.00,"0,43140428","20,26756328",,"0,5478797","31,0534612"
18/01/2010 12.00,"0,71053722","27,35263224","24,42000961","0,5523498","39,11414728"
18/01/2010 13.00,"0,77125822","21,74064456",,"0,47137648","39,95976752"
18/01/2010 14.00,"1,66395845","12,35573405","25,88521957","0,39611864","26,97447688"
18/01/2010 15.00,"3,17246743","21,67315096",,"0,41633256","45,93623976"
18/01/2010 16.00,"4,69891324","10,20126759","26,86202049","0,37326018","19,42349176"
18/01/2010 17.00,"2,83803206","10,47641586",,"0,39946219","16,42099594"
18/01/2010 18.00,"1,47581548","8,85408386","18,55920982","0,42748976","13,94636891"
18/01/2010 19.00,"1,34633816","7,44978678",,"0,4049808","12,85431673"
18/01/2010 20.00,"2,32255341","12,07929326","18,55920982","0,33057807","16,8762355"
18/01/2010 21.00,"2,66801204","9,73533996",,"0,28649564","14,74530385"
18/01/2010 22.00,"1,87769829","6,81642531","8,79120922","0,33543729","11,30572866"
18/01/2010 23.00,"2,98936878","9,09419091",,"0,32929424","14,22392057"
19/01/2010 0.00,"3,30325261","9,28238142","13,67521","0,31055871","14,94374268"
19/01/2010 1.00,"3,13696904","8,98906342",,"0,32719608","13,84909591"
19/01/2010 2.00,"2,6175668","6,62044531","6,83760691","0,27347327","13,31603796"
19/01/2010 3.00,"3,36490824","9,09029617",,"0,34881032","14,38993379"
19/01/2010 4.00,"3,5125085","6,53348946","3,90720391","0,24058648","10,63389583"
19/01/2010 5.00,"3,19488821","6,3868295",,"0,24400692","12,47689558"
19/01/2010 6.00,"2,45315147","6,26353227","2,93040299","0,24828364","11,61959684"
19/01/2010 7.00,"2,51293886","7,47704234",,"0,29271557","13,08128642"
19/01/2010 8.00,"2,38775837","7,94038304","3,41880298","0,28012076","14,09422387"
19/01/2010 9.00,"2,7987962","10,4634353",,"0,30562144","18,3483015"
19/01/2010 10.00,"3,32754162","8,87744468","13,18680954","0,32299858","16,16289889"
19/01/2010 11.00,"1,28449541","10,91509558",,"0,27452293","23,11078376"
19/01/2010 12.00,"1,86461967","9,63280705","20,02441978","0,29940151","22,06023536"
19/01/2010 13.00,"1,931881","6,07923268",,"0,29940151","12,74277638"
19/01/2010 14.00,"1,84911245","7,8339573","18,55920982","0,2380596","14,44181209"
19/01/2010 15.00,"1,7476606","10,39854966",,"0,24054687","18,45206001"
19/01/2010 16.00,"1,81921875","8,693147","19,53602028","0,3097036","14,27320619"
19/01/2010 17.00,"1,71178796","7,33557346",,"0,41310667","12,91138228"
19/01/2010 18.00,"1,28617753","6,8527667","8,79120922","0,26188967","12,01906335"
19/01/2010 19.00,"1,91394417","12,25969238",,"0,60677278","16,92551921"
19/01/2010 20.00,"2,99123701","15,56666846","10,7448101","0,52992006","21,78527064"
19/01/2010 21.00,"1,52924968","4,34397796",,"0,43230937","8,78959784"
19/01/2010 22.00,"1,56194623","4,66325519","10,25640965","0,34402916","10,04895958"
19/01/2010 23.00,"2,41204738","4,69959466",,"0,42570032","8,9115127"
20/01/2010 0.00,"3,53306003","3,92346798","6,34920597","0,44688701","8,51593519"
20/01/2010 1.00,,"5,15514778",,"0,4092179","10,65983402"
20/01/2010 2.00,"3,38848637",,"3,90720391","0,3971287",
20/01/2010 3.00,"3,96220759","18,01576264",,,"22,65035504"
20/01/2010 4.00,"3,03014235","9,58089242","2,44200301","0,30380754","15,0449066"
20/01/2010 5.00,"2,55668308","10,57245945",,"0,28791577","15,9722419"
20/01/2010 6.00,"2,27075048","12,11043974","3,90720391","0,28997433","17,78281986"
20/01/2010 7.00,"2,09622108","14,92812164",,"0,30815881","19,89558368"
20/01/2010 8.00,"0,65913194","24,02101048","4,88400507","0,32587613","31,78625432"
20/01/2010 9.00,"1,34982647","32,29494192",,"0,33959284","42,23726544"
20/01/2010 10.00,"1,31083571","24,99701","15,14041042","0,29689093","36,69659536"
20/01/2010 11.00,"0,60714493","16,5271043",,"0,24840014","24,30918712"
20/01/2010 12.00,"0,36020309","12,7996125","16,11721039","0,51813142","18,99938148"
20/01/2010 13.00,"0,05941721","12,35054679",,"0,43210549","18,22638474"
20/01/2010 14.00,"0,11140421","8,56725518","10,25640965","0,22007433","14,56113427"
20/01/2010 15.00,"0,32306836","6,14153138",,"0,1796663","11,87250664"
20/01/2010 16.00,"0,14482487","8,2181259","15,14041042","0,16105426","14,41068473"
20/01/2010 17.00,"0,55329987","15,97810026",,"0,18359002","22,34426296"
20/01/2010 18.00,"0,00371612","15,74318047","13,67521","0,2159945","21,37153296"
20/01/2010 19.00,"0,01671236","31,5149224",,"0,30749826","36,60321328"
20/01/2010 20.00,"0,05756017","47,54623936","14,65200996","0,43292216","53,93985264"
20/01/2010 21.00,"0,04456291","39,33330072",,"0,40323679","45,31499272"
20/01/2010 22.00,"0,00371612","36,29758008","24,42000961","0,37914692","41,61211792"
20/01/2010 23.00,"0,00557214","23,29290176",,"0,40638462","28,75391792"
21/01/2010 0.00,"0,00557214","19,10078249","26,86202049","0,3821002","24,13798664"
21/01/2010 1.00,"0,00371612","20,58942936",,"0,42961938","28,856382"
21/01/2010 2.00,"0,00742919","14,86193202","24,90842056","0,41232962","19,40920912"
21/01/2010 3.00,"0,00371612","14,53356514",,"0,46641474","19,53501872"
21/01/2010 4.00,"0,00185908","12,8930615","20,51280975","0,38614042","19,07590354"
21/01/2010 5.00,"0,00557214","15,84442087",,"0,37829181","23,04462856"
21/01/2010 6.00,"0,24323081","26,55964936","24,42000961","0,39492219","57,06168976"
21/01/2010 7.00,"1,13630529","28,7192916",,"0,49656611","93,08516552"
21/01/2010 8.00,"2,26146731","38,24957912","31,25761986","0,55578189","142,2469684"
21/01/2010 9.00,"4,89798692","45,61500464",,"0,79388459","249,5196328"
21/01/2010 10.00,"4,07917988","42,7077704","51,28205109","0,61417985","184,8266348"
21/01/2010 11.00,"0,00928623","10,0948495",,"0,22197794","16,28092282"
21/01/2010 12.00,"0,00928623","8,96829718","24,90842056","0,21463494","14,52222507"
21/01/2010 13.00,"0,1763895","6,29987174",,"0,20810745","10,00356488"
21/01/2010 14.00,"0,15410906","4,96436078","11,72161007","0,26786612","8,80256694"
21/01/2010 15.00,"0,02042645","8,98127584",,"0,25523869","14,22521882"
21/01/2010 16.00,"0,01299929","7,02278556","12,69841003","0,21785966","10,43934792"
21/01/2010 17.00,"0,00557214","9,1733611",,"0,23736526","13,83871949"
21/01/2010 18.00,"0,00742919","5,71193557","7,81440783","0,28873244","9,82328622"
21/01/2010 19.00,"0,05941721","2,71514898",,"0,22427066","6,60678981"
21/01/2010 20.00,"3,39962658","12,47773494","5,86080599","0,22240666","18,47280903"
21/01/2010 21.00,"1,73044991","5,67948893",,"0,17636236","9,26558642"
21/01/2010 22.00,"1,77872486","3,54189205","3,41880298","0,19851833","7,71829659"
21/01/2010 23.00,"1,88269989","3,31736206",,"0,07427924","7,46149587"
22/01/2010 0.00,"1,37024987","5,22653039","4,39560509","0,12939422","10,38228237"
22/01/2010 1.00,,"3,62495698",,"0,09916364","8,44330596"
22/01/2010 2.00,"1,75009123",,"2,93040299","0,10828908",
22/01/2010 3.00,"1,4473944","12,80999848",,,"16,98518126"
22/01/2010 4.00,"1,9300148","8,54129596","2,44200301","0,1724235","13,26415966"
22/01/2010 5.00,"2,37354071","5,391362",,"0,14076229","10,19422187"
22/01/2010 6.00,"1,0756331","10,48550934","3,90720391","0,200147","15,8879399"
22/01/2010 7.00,"0,16624085","12,01829282",,"0,27091842","16,0630313"
22/01/2010 8.00,"0,59720172","21,26302696","4,39560509","0,32519577","29,92119392"
22/01/2010 9.00,"0,34262832","27,5317484",,"0,34473166","38,74710064"
22/01/2010 10.00,"0,83046084","19,41744984","16,11721039","0,32995247","27,75654224"
22/01/2010 11.00,"0,9998666","17,1202239",,"0,35818275","27,01986776"
22/01/2010 12.00,"2,22842904","13,36288961","8,79120922","0,32168679","25,81626376"
22/01/2010 13.00,"2,7064882","13,06178211",,"0,28569645","21,72301592"
22/01/2010 14.00,"1,13073721","9,27199926","14,16361046","0,24686001","15,29392548"
22/01/2010 15.00,"0,83874431","7,38878634",,"0,28569645","15,41713667"
22/01/2010 16.00,"0,42621351","9,44461462","18,07081032","0,31447311","15,10845766"
22/01/2010 17.00,"0,25988011","9,35506228",,"0,30047447","15,00210648"
22/01/2010 18.00,"1,01811056","11,61855098","12,21000957","0,29462617","15,76472871"
22/01/2010 19.00,"0,78931913","9,28887266",,"0,83993355","13,91653789"
22/01/2010 20.00,"0,62056526","11,17467253","9,76801014","1,26853821","16,18624441"
22/01/2010 21.00,"0,15777128","14,00533308",,"1,21067266","17,61810488"
22/01/2010 22.00,"0,81249656","14,90995382","12,69841003","1,20505853","17,97477127"
22/01/2010 23.00,"3,13391093","11,60167566",,"0,94361389","16,08118957"
23/01/2010 0.00,"3,81441817","5,41861565","7,32600689","0,82648129","11,13452818"
23/01/2010 1.00,"2,00866755","2,56329794",,"0,64754545","7,34347002"
23/01/2010 2.00,"2,42938926","2,41274515","4,39560509","0,32429872","5,99332078"
23/01/2010 3.00,"3,1609977","1,8624467",,"0,2980571","5,9129078"
23/01/2010 4.00,"2,84824885","2,47504194","10,25640965","0,29419629","6,43429108"
23/01/2010 5.00,"2,79798566","1,85336087",,"0,28316141","6,43429108"
23/01/2010 6.00,"1,69052045","2,84233905","13,18680954","0,25941521","7,35773737"
23/01/2010 7.00,"2,96180605","2,48802059",,"0,28932309","7,02571283"
23/01/2010 8.00,"5,51219695","7,96374386","16,11721039","0,3131089","12,53785396"
23/01/2010 9.00,"7,76100871","11,66916544",,"0,30289185","17,93197115"
23/01/2010 10.00,"6,09673906","6,16878694","19,04759979","0,35904135","11,26941213"
23/01/2010 11.00,"9,16651491","8,22331889",,"0,33163007","14,70509831"
23/01/2010 12.00,"5,72814165","3,5574672","18,07081032","0,30994942","8,42644403"
23/01/2010 13.00,"5,08402877","5,30570058",,"0,31189963","9,88165002"
23/01/2010 14.00,"5,80819073","5,72880706","15,62880993","0,59026589","10,13845074"
23/01/2010 15.00,"5,50475048","5,37967968",,"0,73535616","10,36542235"
23/01/2010 16.00,"5,01142615","6,0597647","23,93161964","0,43761128","9,28374468"
23/01/2010 17.00,"3,07536325","5,29142558",,"0,38504881","9,98929945"
23/01/2010 18.00,"3,75484739","6,60227558","18,55920982","0,38516648","10,49771363"
23/01/2010 19.00,"3,07536325","5,87027594",,"0,40282904","9,56518917"
23/01/2010 20.00,"3,71947715","9,03578505","24,90842056","0,40984817","13,30566345"
23/01/2010 21.00,"4,10668973","4,01042382",,"0,42127332","8,11906135"
23/01/2010 22.00,"3,25975552","12,06890919","19,04759979","0,42474386","16,43785596"
23/01/2010 23.00,"2,07577836","15,7574612",,"0,44759184","19,99544744"
24/01/2010 0.00,"1,47839154","14,0105299","19,53602028","0,42326198","18,12003356"
24/01/2010 1.00,,"13,26813854",,"0,41249971","16,970912"
24/01/2010 2.00,"1,5852101",,"11,23320961","0,40473964",
24/01/2010 3.00,"1,55894608","19,30452712",,,"22,86824656"
24/01/2010 4.00,"1,5945899","10,78531476","7,32600689","0,38620333","15,35877287"
24/01/2010 5.00,"1,63023371","7,38359526",,"0,34440313","11,0061259"
24/01/2010 6.00,"1,67525732","9,84436029","16,11721039","0,32904843","12,91138228"
24/01/2010 7.00,"1,32801284","9,78595634",,"0,34975514","14,31989723"
24/01/2010 8.00,"0,93930832","12,96963518","16,11721039","0,34537241","17,62847939"
24/01/2010 9.00,"2,16226302","12,51148557",,"0,37619831","17,7970872"
24/01/2010 10.00,"2,41814734","12,7996125","21,97801971","0,45122897","17,78800711"
24/01/2010 11.00,"2,26431694","11,67694728",,"0,38341199","17,20047819"
24/01/2010 12.00,"0,26564142","8,41021115","15,14041042","0,34738902","11,86213022"
24/01/2010 13.00,"0,78078751","9,8677211",,"0,4035362","15,03712476"
24/01/2010 14.00,"0,43898297","9,35376594","23,93161964","0,46538255","14,56243061"
24/01/2010 15.00,"0,49751335","11,30965208",,"0,64491371","15,31856925"
24/01/2010 16.00,"0,13882559","10,90601358","22,46640968","0,59714172","14,70509831"
24/01/2010 17.00,"0,68548749","13,44335804",,"0,49237094","17,39372594"
24/01/2010 18.00,"0,71719145","16,13903904","27,8388195","0,4759293","18,40407072"
24/01/2010 19.00,"0,26451662","13,37976492",,"0,40939149","16,65185656"
24/01/2010 20.00,"0,31816947","28,08982296","25,88521957","0,5275388","33,07672048"
24/01/2010 21.00,"0,17484366","26,93602656",,"0,51400732","31,18445232"
24/01/2010 22.00,"0,1431397","31,29947824","33,69963074","0,6760495","34,17914144"
24/01/2010 23.00,"0,12550594","33,52793336",,"0,71680237","38,68356488"
25/01/2010 0.00,"0,19416666","39,73564288","37,6068306","0,63514169","46,73388792"
25/01/2010 1.00,"0,13882559","20,83213864",,"0,64549505","23,48819344"
25/01/2010 2.00,"0,13019532","13,30448183","23,44322014","0,47247857","16,87234458"
25/01/2010 3.00,"0,13132114","8,82423372",,"0,44933002","13,31474162"
25/01/2010 4.00,"0,12944478","7,12012739","21,48962021","0,43870522","10,98537497"
25/01/2010 5.00,"0,13751162","10,92678364",,"0,58116608","14,71547474"
25/01/2010 6.00,"0,13282223","21,78607368","18,07081032","0,42020968","31,27913456"
25/01/2010 7.00,"0,12494252","21,16828736",,"0,4109421","26,9887404"
25/01/2010 8.00,"0,15964866","30,77253104","20,02441978","0,46922239","52,48074808"
25/01/2010 9.00,"0,85939144","35,620082",,"0,46371544","90,02300192"
25/01/2010 10.00,"0,72825946","38,16262136","31,25761986","0,44300989","86,1385636"
25/01/2010 11.00,"0,10074199","33,41111016",,"0,40981671","57,37036304"
25/01/2010 12.00,"0,12513066","13,67048452","25,88521957","0,32307664","19,72826456"
25/01/2010 13.00,"0,13282223","6,95140295",,"0,2966323","10,75840527"
25/01/2010 14.00,"0,12100266","8,42838089","24,42000961","0,37263224","11,77782631"
25/01/2010 15.00,"0,13432231","5,91829773",,"0,34804841","9,93093565"
25/01/2010 16.00,"0,13507286","6,22719089","25,39682007","0,31780268","10,39914238"
25/01/2010 17.00,"0,13300936","5,28363801",,"0,31078472","9,82069164"
25/01/2010 18.00,"0,13901271","12,69318484","20,51280975","0,33060021","21,64779784"
25/01/2010 19.00,"0,12775656","30,89843624",,"0,39054645","39,93254064"
25/01/2010 20.00,"0,12194135","41,59420248","27,8388195","0,4347116","47,85833512"
25/01/2010 21.00,"0,12531779","51,29318576",,"0,44219439","61,51550256"
