,Foggia,,,
,Monte Sant'Angelo - Suolo Giuffreda,,,
Parm,SO2,NO2,PM10,O3



18/02/2010 2.00,"4,2334242","4,76448986","12,10000038","56,55954675"
18/02/2010 3.00,"4,33998241","4,71906265","12,10000038","56,7168126"
18/02/2010 4.00,"4,71203254","4,34657446","12,10000038","53,6221686"
18/02/2010 5.00,"4,46460152","4,09997808","12,10000038","52,61706765"
18/02/2010 6.00,"4,67591073","2,60093566","12,10000038","59,93588475"
18/02/2010 7.00,"4,10699992","1,55225529","12,10000038","68,3787846"
18/02/2010 8.00,"4,41764358","1,71319024","12,10000038","69,39757125"
18/02/2010 9.00,"3,99321694","1,33421272","12,10000038","71,9848668"
18/02/2010 10.00,"4,29121828","2,52046723","12,10000038","70,6269501"
18/02/2010 11.00,"4,45918295","2,85012662","12,10000038","70,7158473"
18/02/2010 12.00,"4,58921962","4,00523274","12,10000038","66,06500355"
18/02/2010 13.00,"4,60186296","3,68985026","12,10000038","68,5716213"
18/02/2010 14.00,"4,61811666","2,58276593","12,10000038","74,36157015"
18/02/2010 15.00,"4,43570347","1,99612609","12,10000038","75,72770625"
18/02/2010 16.00,"4,7553781","2,37380918","12,10000038","72,7780389"
18/02/2010 17.00,"4,6831355","2,00131908","12,10000038","74,10585105"
18/02/2010 18.00,"4,7210635","2,76706361","12,10000038","71,0877951"
18/02/2010 19.00,"4,61631047","2,48153126","12,10000038","73,97458005"
18/02/2010 20.00,"4,58560724","4,13112647","12,10000038","70,53807285"
18/02/2010 21.00,"4,88902715","5,27065935","12,10000038","73,5219345"
18/02/2010 22.00,"4,42486733","3,3212549","12,10000038","75,48291975"
18/02/2010 23.00,"4,71925629","3,0824461","12,10000038","73,50962535"
19/02/2010 0.00,"4,53865031","3,04610662","12,10000038","71,9876199"
19/02/2010 1.00,,"4,86702086",45,"64,52382615"
19/02/2010 2.00,"4,31289157",,45,"60,0329814"
19/02/2010 3.00,"4,20813955","22,27277328",45,
19/02/2010 4.00,"4,30747299","18,39863108",45,"54,0153033"
19/02/2010 5.00,"4,09074521","14,49592934",45,"58,5764718"
19/02/2010 6.00,"4,73731719","3,78459559",45,"69,03184785"
19/02/2010 7.00,"4,61450529","4,19212692",45,"66,19124715"
19/02/2010 8.00,"4,21175193","7,3680201",45,"66,6612492"
19/02/2010 9.00,"5,0064215","8,07406243",45,"66,45235275"
19/02/2010 10.00,"4,773439","7,92350964",45,"66,84951735"
19/02/2010 11.00,"4,8818034","5,6107009",45,"58,37583465"
19/02/2010 12.00,"4,68132931","7,13570063",45,"64,6410723"
19/02/2010 13.00,"4,735511","5,79629683",45,"68,70614415"
19/02/2010 14.00,"4,54587406","6,51531782",45,"67,0872615"
19/02/2010 15.00,"4,56754735","4,99291458",45,"58,9516515"
19/02/2010 16.00,"4,7030026","5,08246693",45,"56,8105377"
19/02/2010 17.00,"4,53323174","4,9137444",45,"55,26451245"
19/02/2010 18.00,"4,52058941","7,10714874",45,"52,38680475"
19/02/2010 19.00,"4,79872365","14,59586766",45,"34,12700865"
19/02/2010 20.00,"4,32553389","14,7334418",45,"35,90666835"
19/02/2010 21.00,"4,8258145","8,27263893",45,"37,723455"
19/02/2010 22.00,"4,29844305","6,20382816",45,"36,0289818"
19/02/2010 23.00,"4,60728052","7,31221265",45,"39,780699"
20/02/2010 0.00,"4,35984951","5,44457296",45,"53,0093445"
20/02/2010 1.00,"4,43931585","3,53410638",21,"63,19124595"
20/02/2010 2.00,"4,20633336","2,34395713",21,"71,1166029"
20/02/2010 3.00,"4,58018968","1,9221489",21,"71,3845713"
20/02/2010 4.00,"4,06365436","2,36861619",21,"70,7290542"
20/02/2010 5.00,"4,22620045","2,59444634",21,"68,15093565"
20/02/2010 6.00,"4,49891612","1,2225959",21,"76,04331525"
20/02/2010 7.00,"4,62353523","1,2771051",21,"74,39145525"
20/02/2010 8.00,"4,48988618","1,25374429",21,"73,448718"
20/02/2010 9.00,"4,2857997","1,72876539",21,"73,1037825"
20/02/2010 10.00,"4,44473443","1,59768058",21,"71,94390945"
20/02/2010 11.00,"4,24967891","1,79495692",21,"70,96955145"
20/02/2010 12.00,"4,40861262","2,78782984",21,"63,92233365"
20/02/2010 13.00,"4,62534143","8,17918993",21,"54,42757005"
20/02/2010 14.00,"4,74995952","3,70282891",21,"62,5082178"
20/02/2010 15.00,"4,62353523","2,31799982",21,"61,25765205"
20/02/2010 16.00,"4,36346189","2,00910666",21,"70,38274215"
20/02/2010 17.00,"4,19007865","1,77029786",21,"72,29570775"
20/02/2010 18.00,"4,46098914","1,74823338",21,"70,79778195"
20/02/2010 19.00,"4,61450529","1,46659578",21,"73,14912885"
20/02/2010 20.00,"4,2153633","1,51331932",21,"72,27922905"
20/02/2010 21.00,"3,99321694","1,3108519",21,"71,27187375"
20/02/2010 22.00,"4,33637003","1,48476551",21,"71,9892558"
20/02/2010 23.00,"4,06365436","1,14212746",21,"71,7748731"
21/02/2010 0.00,"4,27857595","1,22908522",21,"71,27187375"
21/02/2010 1.00,,"0,86957378","19,2999897","72,72036345"
21/02/2010 2.00,"3,60852449",,"19,2999897","73,91321385"
21/02/2010 3.00,"3,47487543","10,83592922","19,2999897",
21/02/2010 4.00,"3,66451237","4,17525543","19,2999897","73,08632625"
21/02/2010 5.00,"3,95167757","2,74370279","19,2999897","72,7821486"
21/02/2010 6.00,"3,28885088","2,25180829","19,2999897","72,40291905"
21/02/2010 7.00,"3,20577113","1,89878617","19,2999897","71,6122806"
21/02/2010 8.00,"3,95167757","1,87153252","19,2999897","69,36908265"
21/02/2010 9.00,"3,89930207","2,04544613","19,2999897","68,922861"
21/02/2010 10.00,"4,48085522","2,42182906","19,2999897","66,7466751"
21/02/2010 11.00,"4,72648106","2,68659518","19,2999897","65,31955185"
21/02/2010 12.00,"4,50794708","2,56459619","19,2999897","68,70981495"
21/02/2010 13.00,"5,02087001","2,03116922","19,2999897","73,4521494"
21/02/2010 14.00,"4,78246894","2,25180829","19,2999897","73,06488"
21/02/2010 15.00,"4,96849451","2,37380918","19,2999897","74,40625815"
21/02/2010 16.00,"5,12923442","2,32838389","19,2999897","75,14863755"
21/02/2010 17.00,"4,84026404","2,3997665","19,2999897","74,4049215"
21/02/2010 18.00,"4,90347567","3,78329734","19,2999897","72,11348445"
21/02/2010 19.00,"4,88541477","3,57563694","19,2999897","64,8880533"
21/02/2010 20.00,"5,46516274","3,44974321","19,2999897","55,79462385"
21/02/2010 21.00,"5,10033738","3,16551102","19,2999897","58,37284215"
21/02/2010 22.00,"4,99558536","8,61267857","19,2999897","48,0492957"
21/02/2010 23.00,"4,73189963","3,65480903","19,2999897","58,8673029"
22/02/2010 0.00,"4,65785085","1,78197826","19,2999897","67,3871898"
22/02/2010 1.00,"4,91431181","2,4737456",18,"62,149038"
22/02/2010 2.00,"4,27676976","3,82223331",18,"57,26733285"
22/02/2010 3.00,"4,52058941","5,51206274",18,"56,9457189"
22/02/2010 4.00,"4,3237277","5,03185055",18,"51,3390507"
22/02/2010 5.00,"4,49530475","13,18507361",18,"53,19230595"
22/02/2010 6.00,"4,27857595","1,10448974",18,"61,08237135"
22/02/2010 7.00,"4,56212877","8,60748749",18,"50,4157647"
22/02/2010 8.00,"4,98294303","10,92807424",18,"47,9125983"
22/02/2010 9.00,"4,73009344","2,63078581",18,"57,37318755"
22/02/2010 10.00,"4,95585219","4,81380798",18,"52,8867717"
22/02/2010 11.00,"4,56393497","3,99744517",18,"68,92016775"
22/02/2010 12.00,"4,56393497","2,8605107",18,"71,6029041"
22/02/2010 13.00,"4,58741343","5,82485064",18,"66,3942384"
22/02/2010 14.00,"4,70661396","8,4738081",18,"62,2776756"
22/02/2010 15.00,"4,25148511","10,6425419",18,"61,28873415"
22/02/2010 16.00,"5,02628859","5,53153072",18,"67,4032695"
22/02/2010 17.00,"5,01725865","4,77487202",18,"69,14799675"
22/02/2010 18.00,"5,05879801","7,62499864",18,"55,99564005"
22/02/2010 19.00,"5,14187674","7,27716951",18,"48,49551735"
22/02/2010 20.00,"5,16716241","9,60944623",18,"48,82784445"
22/02/2010 21.00,"4,89805811","4,61912623",18,"58,05392145"
22/02/2010 22.00,"4,84748779","4,0779136",18,"60,04788405"
22/02/2010 23.00,"4,91973038","3,71061649",18,"59,2867317"
23/02/2010 0.00,"4,87638482","10,00140241",18,"49,2539565"
23/02/2010 1.00,,"6,58670234","37,40000153","50,01510885"
23/02/2010 2.00,"4,45737676",,"37,40000153","53,77253175"
23/02/2010 3.00,"4,28218834","14,34667862","37,40000153",
23/02/2010 4.00,"4,88722096","6,00914832","37,40000153","60,4034928"
23/02/2010 5.00,"4,49349856","4,27519185","37,40000153","63,65113335"
23/02/2010 6.00,"4,916118","3,0993195","37,40000153","64,7002839"
23/02/2010 7.00,"4,6470137","2,77225469","37,40000153","65,76726975"
23/02/2010 8.00,"5,47780608","5,58993658","37,40000153","68,94075615"
23/02/2010 9.00,"5,40375628","6,89170075","37,40000153","57,16682475"
23/02/2010 10.00,"5,30261664","3,03053147","37,40000153","61,0736133"
23/02/2010 11.00,"5,25746489","6,22719089","37,40000153","57,3137565"
23/02/2010 12.00,"4,90528186","4,79563825","37,40000153","64,631616"
23/02/2010 13.00,"5,2935867","4,2115949","37,40000153","68,5397811"
23/02/2010 14.00,"5,18160992","4,72944672","37,40000153","69,55457775"
23/02/2010 15.00,"4,68855306","4,33489405","37,40000153","71,1694704"
23/02/2010 16.00,"4,20452717","4,1947215","37,40000153","70,3730265"
23/02/2010 17.00,"3,50196729","4,8514457","37,40000153","70,9319058"
23/02/2010 18.00,"0,180607","4,80342391","37,40000153","69,6355947"
23/02/2010 19.00,"3,36831722","3,1707021","37,40000153","71,21617335"
23/02/2010 20.00,"4,41764358","2,95006304","37,40000153","73,0411794"
23/02/2010 21.00,"4,25509647","3,2615527","37,40000153","73,5904428"
23/02/2010 22.00,"4,89444573","3,27453135","37,40000153","71,2312755"
23/02/2010 23.00,"4,85290636","3,74565962","37,40000153","70,20821955"
24/02/2010 0.00,"4,83665165","4,34267971","37,40000153","71,15161515"
24/02/2010 1.00,"4,41041882","4,19342517","13,80000019","69,8525709"
24/02/2010 2.00,"5,03351234","3,7534472","13,80000019","68,71141095"
24/02/2010 3.00,"4,97391207","3,0344243","13,80000019","72,82968945"
24/02/2010 4.00,"4,86554869","2,31799982","13,80000019","73,5533757"
24/02/2010 5.00,"5,05157324","2,05712845","13,80000019","69,89787735"
24/02/2010 6.00,"4,50975327","1,60936099","13,80000019","67,07455335"
24/02/2010 7.00,"4,66146221","1,26672294","13,80000019","59,74161165"
24/02/2010 8.00,"4,24606653","1,88710576","13,80000019","52,23973335"
24/02/2010 9.00,"4,49891612","2,2751691","13,80000019","57,8671695"
24/02/2010 10.00,"4,1810487","2,25051004","13,80000019","59,8006437"
24/02/2010 11.00,"4,66688079","2,92150923","13,80000019","61,7588559"
24/02/2010 12.00,"4,09977515","2,57108552","13,80000019","71,0198055"
24/02/2010 13.00,"4,90347567","1,80793558","13,80000019","75,57612615"
24/02/2010 14.00,"4,83484546","3,93904313","13,80000019","69,4625883"
24/02/2010 15.00,"4,65604466","4,49063792","13,80000019","72,290022"
24/02/2010 16.00,"4,73189963","5,00978607","13,80000019","71,1255405"
24/02/2010 17.00,"4,88902715","3,91178566","13,80000019","75,43468065"
24/02/2010 18.00,"5,17257997","12,09097176","13,80000019","57,14348325"
24/02/2010 19.00,"5,02087001","12,3674221","13,80000019","48,01711635"
24/02/2010 20.00,"4,22620045","6,07663618","13,80000019","63,7788333"
24/02/2010 21.00,"4,38332797","21,69391528","13,80000019","41,2403208"
24/02/2010 22.00,"4,71022635","3,82223331","13,80000019","70,4361882"
24/02/2010 23.00,"4,86735488","8,34012679","13,80000019","52,4388543"
25/02/2010 0.00,"4,6650746","4,53087214","13,80000019","47,8880199"
25/02/2010 1.00,,"7,30961615","15,60000038","47,6820561"
25/02/2010 2.00,"4,46460152",,"15,60000038","52,0831857"
25/02/2010 3.00,"4,51336566","15,72241998","15,60000038",
25/02/2010 4.00,"4,51517083","5,93906205","15,60000038","66,77083455"
25/02/2010 5.00,"4,37790939","14,20261515","15,60000038","42,1375122"
25/02/2010 6.00,"4,48807999","20,34283872","15,60000038","37,94930895"
25/02/2010 7.00,"4,38513416","5,03963622","15,60000038","57,5853558"
25/02/2010 8.00,"4,2352304","3,62755347","15,60000038","59,0743839"
25/02/2010 9.00,"4,50252851","3,0227439","15,60000038","61,17741315"
25/02/2010 10.00,"5,03712473","5,92478706","15,60000038","58,3889418"
25/02/2010 11.00,"5,09672499","4,1687661","15,60000038","61,75021755"
25/02/2010 12.00,"5,38027781","4,95138212","15,60000038","58,2474564"
25/02/2010 13.00,"5,01725865","6,06625402","15,60000038","66,4315449"
25/02/2010 14.00,"5,18160992","2,8579142","15,60000038","77,29422015"
25/02/2010 15.00,"5,37124787","5,04353096","15,60000038","71,5222263"
25/02/2010 16.00,"4,97030071","4,85663678","15,60000038","74,76675465"
25/02/2010 17.00,"5,21050695","4,47506277","15,60000038","79,43297985"
25/02/2010 18.00,"4,75718429","4,9137444","15,60000038","79,8821541"
25/02/2010 19.00,"4,39235791","6,03899846","15,60000038","64,7776899"
25/02/2010 20.00,"5,0244824","7,9481687","15,60000038","63,22687665"
25/02/2010 21.00,"5,13465197","2,62819122","15,60000038","57,86695005"
25/02/2010 22.00,"4,93056652","2,74889387","15,60000038","60,60185565"
25/02/2010 23.00,"4,86013011","29,2553208","15,60000038","38,92458465"
26/02/2010 0.00,"4,61992285","7,00591407","15,60000038","62,33674755"
26/02/2010 1.00,"4,71925629","6,15321178","20,20000076","57,86695005"
26/02/2010 2.00,"4,77524519","3,0512977","20,20000076","62,03454495"
26/02/2010 3.00,"4,592832","2,71385074","20,20000076","61,07163825"
26/02/2010 4.00,"4,54406787","2,34136063","20,20000076","63,64582665"
26/02/2010 5.00,"4,83123308","2,26219045","20,20000076","70,7378721"
26/02/2010 6.00,"5,26468966","2,3517447","20,20000076","68,9645166"
26/02/2010 7.00,"4,73009344","2,03506397","20,20000076","69,8752341"
26/02/2010 8.00,"5,07144034","6,2077229","20,20000076","70,2612267"
26/02/2010 9.00,"4,99016678","3,77550977","20,20000076","67,96727595"
26/02/2010 10.00,"5,1509077","3,80665816","20,20000076","70,8656319"
26/02/2010 11.00,"5,1509077","3,2589562","20,20000076","70,86150225"
26/02/2010 12.00,"5,03170717","3,05778703","20,20000076","72,23238645"
26/02/2010 13.00,,,"20,20000076",
26/02/2010 14.00,,,"20,20000076",
26/02/2010 15.00,,,"20,20000076",
26/02/2010 16.00,"4,47724385","9,25772236","20,20000076","75,10466775"
26/02/2010 17.00,"4,34720616","11,38232911","20,20000076","68,93844195"
26/02/2010 18.00,"4,16479399","8,91897714","20,20000076","72,0950307"
26/02/2010 19.00,"4,52600798","7,17333835","20,20000076","67,54557285"
26/02/2010 20.00,"4,94682123","6,4776801","20,20000076","77,639016"
26/02/2010 21.00,"4,64159614","4,48544493","20,20000076","81,09094455"
26/02/2010 22.00,"4,64881989","3,10451058","20,20000076","86,47556925"
26/02/2010 23.00,"4,63798375","2,71514898","20,20000076","85,1500314"
27/02/2010 0.00,"4,3959703","3,41080724","20,20000076","82,0648437"
27/02/2010 1.00,,"3,17200035",15,"80,2076982"
27/02/2010 2.00,"4,21716949",,15,"78,70356795"
27/02/2010 3.00,"4,7210635","15,29800951",15,
27/02/2010 4.00,"4,42125597","5,42770147",15,"80,2894533"
27/02/2010 5.00,"4,24426136","3,57953168",15,"79,06083255"
27/02/2010 6.00,"4,01850261","2,72942589",15,"82,80447"
27/02/2010 7.00,"4,8258145","2,72682939",15,"83,3176638"
27/02/2010 8.00,"4,5946382","2,9799151",15,"81,1864851"
27/02/2010 9.00,"4,4844676","4,24663804",15,"76,32704415"
27/02/2010 10.00,"4,83845683","5,49519125",15,"73,76937435"
27/02/2010 11.00,"4,97752446","5,11751006",15,"76,60634415"
27/02/2010 12.00,"5,24121018","4,28038293",15,"76,2018579"
27/02/2010 13.00,"4,94862742","2,74110438",15,"80,54810505"
27/02/2010 14.00,"5,3459622","4,42963747",15,"83,25160935"
27/02/2010 15.00,"5,75052175","2,45038287",15,"84,6288177"
27/02/2010 16.00,"5,39653253","2,70346666",15,"87,19337025"
27/02/2010 17.00,"4,94501504","1,96497961",15,"89,02737375"
27/02/2010 18.00,"5,71801233","1,79885166",15,"87,5249592"
27/02/2010 19.00,"4,74092958","3,34851046",15,"77,12915385"
27/02/2010 20.00,"5,33512607","2,59314809",15,"75,11081235"
27/02/2010 21.00,"4,96126975","2,1583612",15,"79,89733605"
27/02/2010 22.00,"4,84568159","1,70929741",15,"82,24864305"
27/02/2010 23.00,"4,98113684","2,66063786",15,"77,7799428"
28/02/2010 0.00,"4,60186296","4,1544892",15,"74,52332475"
28/02/2010 1.00,"4,86554869","6,03121089","21,89999962","74,0417916"
28/02/2010 2.00,"4,45557056","28,56875984","21,89999962","55,1860092"
28/02/2010 3.00,"4,40500024","6,88521142","21,89999962","77,7042525"
28/02/2010 4.00,"4,67229937","13,00986558","21,89999962","68,8521582"
28/02/2010 5.00,"4,93959748","13,48229592","21,89999962","70,50040725"
28/02/2010 6.00,"5,06602176","11,7678017","21,89999962","71,3754342"
28/02/2010 7.00,"5,15813145","9,19412542","21,89999962","74,50820265"
28/02/2010 8.00,"4,592832","2,65155204","21,89999962","83,45250585"
28/02/2010 9.00,"4,85832392","2,9799151","21,89999962","75,73680345"
28/02/2010 10.00,"5,01003388","3,37706235","21,89999962","70,1371776"
28/02/2010 11.00,"4,99919774","12,72433132","21,89999962","59,0231922"
28/02/2010 12.00,"5,82276434","14,6594627","21,89999962","55,10483265"
28/02/2010 13.00,"6,14785653","11,30965208","21,89999962","62,45177925"
28/02/2010 14.00,"5,94015869","9,13053038","21,89999962","67,31810295"
28/02/2010 15.00,"5,46335756","10,47512335","21,89999962","60,31373775"
28/02/2010 16.00,"6,11354193","8,83461588","21,89999962","70,5801873"
28/02/2010 17.00,"5,28997432","7,01370165","21,89999962","70,16193555"
28/02/2010 18.00,"5,06963415","8,76712802","21,89999962","61,1516178"
28/02/2010 19.00,"5,60423037","8,77231718","21,89999962","60,0330612"
28/02/2010 20.00,"5,23579262","5,99357317","21,89999962","76,3875924"
28/02/2010 21.00,"5,22856786","2,76187253","21,89999962","84,90123495"
28/02/2010 22.00,"5,30442284","2,36731794","21,89999962","83,33416245"
28/02/2010 23.00,"5,64396354","2,28425493","21,89999962","80,6636754"
01/03/2010 0.00,"5,38027781","2,37899835","21,89999962","81,0310347"
01/03/2010 1.00,,"2,6217019","39,20000076","82,67653065"
01/03/2010 2.00,"5,20689559",,"39,20000076","83,2777638"
01/03/2010 3.00,"5,24662876","16,90997274","39,20000076",
01/03/2010 4.00,"5,08950124","7,71714939","39,20000076","80,9068659"
01/03/2010 5.00,"5,27913818","6,28429659","39,20000076","78,0764796"
01/03/2010 6.00,"5,3459622","5,28363801","39,20000076","72,8458689"
01/03/2010 7.00,"4,90528186","4,25312737","39,20000076","77,04380775"
01/03/2010 8.00,"5,03531853","4,53346863","39,20000076","74,0691231"
01/03/2010 9.00,"5,34234982","7,52636047","39,20000076","68,1799629"
01/03/2010 10.00,"5,19605843","5,36799927","39,20000076","69,18039555"
01/03/2010 11.00,"5,23037405","16,75941994","39,20000076","45,8353644"
01/03/2010 12.00,"5,2755258","13,10849992","39,20000076","55,27089645"
01/03/2010 13.00,"4,89444573","10,60880083","39,20000076","60,2450898"
01/03/2010 14.00,"5,82457054","7,22395664","39,20000076","67,2089565"
01/03/2010 15.00,"7,64328181","31,00873952","39,20000076","51,42605265"
01/03/2010 16.00,"7,36334137","38,08994624","39,20000076","52,77539085"
01/03/2010 17.00,"5,91306784","17,60692733","39,20000076","73,31387595"
01/03/2010 18.00,"5,99795378","8,88782875","39,20000076","77,77102515"
01/03/2010 19.00,"5,28455574","8,44785078","39,20000076","71,83282785"
01/03/2010 20.00,"5,25565972","6,39072234","39,20000076","69,8627853"
01/03/2010 21.00,"4,95765736","4,74631821","39,20000076","81,0231744"
01/03/2010 22.00,"4,90347567","2,98899901","39,20000076","81,71115015"
01/03/2010 23.00,"4,78969371","3,21093632","39,20000076","80,1656436"
02/03/2010 0.00,"5,05337944","2,48931884","39,20000076","78,34271235"
02/03/2010 1.00,"4,954046","2,19340434","18,10000038","79,41741885"
02/03/2010 2.00,"4,63978994","2,26608519","18,10000038","81,1296675"
02/03/2010 3.00,"5,14910151","2,09476617","18,10000038","78,3511113"
02/03/2010 4.00,"5,21050695","1,64180763","18,10000038","75,97333065"
02/03/2010 5.00,"4,23161801","1,94031863","18,10000038","72,3708993"
02/03/2010 6.00,"4,91431181","5,391362","18,10000038","51,4204467"
02/03/2010 7.00,"4,60186296","1,65738278","18,10000038","71,74875855"
02/03/2010 8.00,"4,61811666","4,47506277","18,10000038","70,4764872"
02/03/2010 9.00,"5,14729532","13,36029502","18,10000038","55,5259173"
02/03/2010 10.00,"5,32790231","4,94359454","18,10000038","79,2436743"
02/03/2010 11.00,"4,954046","2,22325448","18,10000038","85,0725855"
02/03/2010 12.00,"4,81859075","2,76187253","18,10000038","85,22390625"
02/03/2010 13.00,"5,5265692","1,8624467","18,10000038","87,30744435"
02/03/2010 14.00,"5,23759882","1,16808478","18,10000038","89,0533287"
02/03/2010 15.00,"5,43445951","4,40368016","18,10000038","86,97116715"
02/03/2010 16.00,"4,84568159","5,22523406","18,10000038","93,02846595"
02/03/2010 17.00,"5,32790231","4,23365938","18,10000038","95,1820884"
02/03/2010 18.00,"4,97752446","3,45363795","18,10000038","90,85243965"
02/03/2010 19.00,"5,21231315","6,73855146","18,10000038","85,5756048"
02/03/2010 20.00,"5,17257997","2,49321167","18,10000038","92,5800897"
02/03/2010 21.00,"5,50489693","4,72944672","18,10000038","81,60745005"
02/03/2010 22.00,"5,74510317","3,51723298","18,10000038","82,62891"
02/03/2010 23.00,"4,87638482","1,5924895","18,10000038","81,41269815"
03/03/2010 0.00,"4,74815435","1,40689358","18,10000038","86,96977065"
03/03/2010 1.00,,"3,90010525","25,5","77,4375609"
03/03/2010 2.00,"5,23940501",,"25,5","77,82708465"
03/03/2010 3.00,"4,7553781","27,55901352","25,5",
03/03/2010 4.00,"5,23759882","8,94753095","25,5","77,8239126"
03/03/2010 5.00,"4,64159614","6,73595688","25,5","74,84747235"
03/03/2010 6.00,"4,76982662","3,96370219","25,5","75,6780906"
03/03/2010 7.00,"5,07505272","3,16940386","25,5","80,00893635"
03/03/2010 8.00,"4,84929398","3,47699877","25,5","79,65737745"
03/03/2010 9.00,"5,19064088","13,52122424","25,5","64,8201036"
03/03/2010 10.00,"5,48683602","12,34146288","25,5","61,9753533"
03/03/2010 11.00,"5,26468966","7,60812715","25,5","67,5416028"
03/03/2010 12.00,"5,63312741","14,25971894","25,5","59,64182175"
03/03/2010 13.00,"5,4723875","15,34863545","25,5","65,236101"
03/03/2010 14.00,"5,56810856","12,0416479","25,5","77,42892255"
03/03/2010 15.00,"5,60964894","8,18438292","25,5","82,23739125"
03/03/2010 16.00,"5,71440096","7,79372117","25,5","81,6239088"
03/03/2010 17.00,"5,63312741","8,72040256","25,5","82,6898373"
03/03/2010 18.00,"5,2935867","10,3284653","25,5","77,00450625"
03/03/2010 19.00,"5,36221691","8,37516993","25,5","83,74872345"
03/03/2010 20.00,"5,07144034","7,92480598","25,5","88,11881085"
03/03/2010 21.00,"4,86193631","6,80474299","25,5","89,9228694"
03/03/2010 22.00,"5,6529945","6,46989252","25,5","88,34711865"
03/03/2010 23.00,"5,63673979","6,29987174","25,5","88,5516261"
04/03/2010 0.00,"5,07324653","6,97087094","25,5","82,9055367"
04/03/2010 1.00,"5,20508939","6,28948958","21,10000038","80,58042405"
04/03/2010 2.00,"4,88722096","6,0714451","21,10000038","79,85627895"
04/03/2010 3.00,"4,66688079","5,10453141","21,10000038","81,28074885"
04/03/2010 4.00,"4,50072231","3,44325579","21,10000038","84,68996445"
04/03/2010 5.00,"4,99919774","2,13500038","21,10000038","85,3356861"
04/03/2010 6.00,"4,773439","1,43155264","21,10000038","84,19692015"
04/03/2010 7.00,"4,32192151","1,57042502","21,10000038","79,40105985"
04/03/2010 8.00,"4,61089291","2,06880886","21,10000038","75,5352087"
04/03/2010 9.00,"5,14548913","4,51140224","21,10000038","72,07274655"
04/03/2010 10.00,"5,66202444","4,41665882","21,10000038","74,1793668"
04/03/2010 11.00,"4,96668832","12,25191054","21,10000038","64,73465775"
04/03/2010 12.00,"5,67466677","13,3265444","21,10000038","64,16879595"
04/03/2010 13.00,"5,25024114","9,02670114","21,10000038","68,9534643"
04/03/2010 14.00,"5,56991577","9,53676538","21,10000038","73,6569162"
04/03/2010 15.00,"5,70717619","7,58736092","21,10000038","68,00661735"
04/03/2010 16.00,"5,20689559","5,7898075","21,10000038","68,85122055"
04/03/2010 17.00,"5,1147859","9,85733894","21,10000038","58,8784749"
04/03/2010 18.00,"5,1129797","2,80989432","21,10000038","82,38306615"
04/03/2010 19.00,"5,0768579","1,72487256","21,10000038","90,3262584"
04/03/2010 20.00,"4,76260286","1,42246682","21,10000038","80,28907425"
04/03/2010 21.00,"5,14548913","1,53797838","21,10000038","72,6526332"
04/03/2010 22.00,"4,69397164","1,73525472","21,10000038","72,0629511"
04/03/2010 23.00,"4,69036027","1,65608454","21,10000038","72,18901515"
05/03/2010 0.00,"4,13770315","1,35238246","21,10000038","75,12761025"
05/03/2010 1.00,,"1,81831965","14,89999962","80,2806753"
05/03/2010 2.00,"4,03475732",,"14,89999962","81,6351207"
05/03/2010 3.00,"4,24245415","9,51599723","14,89999962",
05/03/2010 4.00,"4,45015301","4,45170195","14,89999962","76,02160965"
05/03/2010 5.00,"4,24426136","4,00782924","14,89999962","71,2750458"
05/03/2010 6.00,"4,7210635","2,83714797","14,89999962","72,7774803"
05/03/2010 7.00,"4,27496459","2,56848902","14,89999962","74,0461407"
05/03/2010 8.00,"4,30024924","5,76255386","14,89999962","69,7534593"
05/03/2010 9.00,"4,56574116","10,19218368","14,89999962","63,18865245"
05/03/2010 10.00,"5,00822769","5,99227683","14,89999962","65,95292445"
05/03/2010 11.00,"5,45252041","5,53412722","14,89999962","67,5756774"
05/03/2010 12.00,"5,38208401","4,82419014","14,89999962","69,49097715"
05/03/2010 13.00,"5,08227647","4,45689303","14,89999962","72,80618835"
05/03/2010 14.00,"5,69272767","3,08504068","14,89999962","72,8403627"
05/03/2010 15.00,"5,01725865","3,86506402","14,89999962","70,73230605"
05/03/2010 16.00,"5,75413413","3,92476622","14,89999962","72,86224785"
05/03/2010 17.00,"5,85166138","4,18044651","14,89999962","75,2724273"
05/03/2010 18.00,"5,29719908","4,92931764","14,89999962","76,12415265"
05/03/2010 19.00,"5,22856786","2,55680862","14,89999962","76,98403755"
05/03/2010 20.00,"5,22495649","2,06880886","14,89999962","76,1856585"
05/03/2010 21.00,"5,07505272","3,12138206","14,89999962","77,47620405"
05/03/2010 22.00,"5,30442284","1,88710576","14,89999962","85,9180266"
05/03/2010 23.00,"5,01725865","1,35497895","14,89999962","90,13826955"
06/03/2010 0.00,"4,75176571","1,51721215","14,89999962","89,59826295"
06/03/2010 1.00,"4,82220313","1,20182966","16,89999962","88,39930785"
06/03/2010 2.00,"4,8962509","4,38940326","16,89999962","85,6350558"
06/03/2010 3.00,"4,37971559","2,25699937","16,89999962","86,4580332"
06/03/2010 4.00,"4,50072231","3,56136194","16,89999962","86,4881178"
06/03/2010 5.00,"4,78788752","3,88323376","16,89999962","81,83587755"
06/03/2010 6.00,"4,58380206","2,65544678","16,89999962","81,6950505"
06/03/2010 7.00,"4,72286867","2,94357371","16,89999962","81,29451435"
06/03/2010 8.00,"4,62714762","4,45170195","16,89999962","77,51993445"
