,Lecce,,,,,
,Galatina,,,,,
Parm,NOX,NO2,O3,CO,SO2,PM2.5
,,,,,,
,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,
06/08/2010 6.00,"20,54017624","15,83865428","39,2788368","0,20019943","2,19437378","10,80000019"
06/08/2010 7.00,"25,1476756","18,48837271","62,8387095","0,24582083","2,27022876","10,80000019"
06/08/2010 8.00,"28,40568536","20,14460256","76,83157965","0,22461433","3,01071663","10,80000019"
06/08/2010 9.00,"21,6938388","15,68755657","94,4695143","0,17444943","2,4255511","10,80000019"
06/08/2010 10.00,"17,2043672","12,22722853","107,87030835","0,16332834","3,14617188","10,80000019"
06/08/2010 11.00,"15,48717514","11,18186738","119,9056845","0,16360794","3,38818533","10,80000019"
06/08/2010 12.00,"20,86831368","15,93008994","113,6684367","0,16480323","3,42430511","10,80000019"
06/08/2010 13.00,"23,36758448","18,7698172","115,82557035","0,15756858","3,00891146","10,80000019"
06/08/2010 14.00,"21,25480536","17,01760304","115,7518152","0,17142043","3,23557025","10,80000019"
06/08/2010 15.00,"10,19876096","7,01663274","114,71858475","0,15023491","2,77863621","10,80000019"
06/08/2010 16.00,"11,78625823","8,49583242","111,85504155","0,14325889","2,22056153","10,80000019"
06/08/2010 17.00,"14,76735303","11,20391466","112,65755025","0,15276529","2,19979134","10,80000019"
06/08/2010 18.00,"20,32746624","16,62851104","111,04375485","0,16059875","2,4255511","10,80000019"
06/08/2010 19.00,"13,43471198","9,92509831","107,40954315","0,16159482","2,34608272","10,80000019"
06/08/2010 20.00,"9,3090347","6,03158182","101,54512095","0,19521789","2,17450567","10,80000019"
06/08/2010 21.00,"7,45890129","4,22489478","97,93592655","0,17171984","2,07517325","10,80000019"
06/08/2010 22.00,"7,71245926","4,46613182","94,19953095","0,16053817","2,09865069","10,80000019"
06/08/2010 23.00,"6,70665548","3,43503802","93,28606035","0,15854602","2,1483169","10,80000019"
07/08/2010 0.00,"6,32015806","2,99082306","91,08090705","0,13741991","1,88643839","10,80000019"
07/08/2010 1.00,"11,39197706","7,95304813","71,54159775","0,17156023","2,00473684","8,80000019"
07/08/2010 2.00,"10,83168458","7,14892402","73,92677985","0,17295474","2,30905884","8,80000019"
07/08/2010 3.00,"10,84659818","7,09639756","81,03620175","0,1594221","1,22722407","8,80000019"
07/08/2010 4.00,"9,97438394","6,58927971","84,69343575","0,14311909","1,88734148","8,80000019"
07/08/2010 5.00,"14,85749236","10,76877978","84,3767694","0,15788779","2,42374288","8,80000019"
07/08/2010 6.00,"11,95745871","8,40439676","81,07678005","0,17126083","1,28501815","8,80000019"
07/08/2010 7.00,"13,8361249","9,49839345","81,62352975","0,17726058","1,85031658","8,80000019"
07/08/2010 8.00,"18,75360535","13,59942695","85,18400625","0,22194415","2,88158204","8,80000019"
07/08/2010 9.00,"15,88080623","10,7772117","96,5894013","0,20508311","6,05213446","8,80000019"
07/08/2010 10.00,"12,31088235","8,35316472","110,7142407","0,18443465","3,60762139","8,80000019"
07/08/2010 11.00,"20,47469024","15,98780558","99,1579239","0,20526252","3,00529805","8,80000019"
07/08/2010 12.00,"15,62011459","11,3089695","107,969799","0,19153066","2,73077518","8,80000019"
07/08/2010 13.00,"11,57420214","7,70338108","108,94888515","0,18044918","2,49147203","8,80000019"
07/08/2010 14.00,"10,3362395","6,66385536","107,22141465","0,19531691","1,89275904","8,80000019"
07/08/2010 15.00,"12,6604189","8,54317163","106,93182045","0,16308952","2,06704436","8,80000019"
07/08/2010 16.00,"16,97026574","12,42047819","104,8274745","0,18618914","2,38401072","8,80000019"
07/08/2010 17.00,"19,79960128","15,20378615","104,6055507","0,17409178","2,12122606","8,80000019"
07/08/2010 18.00,"18,45919177","14,00213813","104,3254128","0,1758451","2,38220555","8,80000019"
07/08/2010 19.00,"16,75237422","12,50348385","98,20317675","0,1872656","1,71305616","8,80000019"
07/08/2010 20.00,"15,11688766","11,39651615","92,9632893","0,20332862","1,8683785","8,80000019"
07/08/2010 21.00,"20,03630688","16,23293354","86,90062395","0,23459955","1,79252454","8,80000019"
07/08/2010 22.00,"21,3585696","17,7906017","82,9246887","0,20968719","1,77626678","8,80000019"
07/08/2010 23.00,"23,79946704","20,59789952","82,88816025","0,22708646","1,93520252","8,80000019"
08/08/2010 0.00,"24,65223816","20,9487324","78,73225605","0,24625887","2,12935494","8,80000019"
08/08/2010 1.00,"21,98306704","18,2575121","84,29351805","0,20711603","1,25070152","7,9000001"
08/08/2010 2.00,,,"82,19190525","0,19326418","2,23139868","7,9000001"
08/08/2010 3.00,"22,22753536","18,21341564","82,2081246",,"1,92346329","7,9000001"
08/08/2010 4.00,"20,269112","16,01244934","85,08182235","0,16955294",,"7,9000001"
08/08/2010 5.00,"18,47021445","14,5021223",,"0,16143755","1,69318906","7,9000001"
08/08/2010 6.00,"18,7049679","14,51444323","82,8617664","0,17565404","1,7410501","7,9000001"
08/08/2010 7.00,"19,13231328","14,29395713","91,43410185","0,19114854","1,58572776","7,9000001"
08/08/2010 8.00,"20,75871784","16,09286233","104,85522495","0,17387975","2,70910291","7,9000001"
08/08/2010 9.00,"24,28519152","19,37680072","119,2669254","0,16047992","4,15756922","7,9000001"
08/08/2010 10.00,"21,6011068","17,13368438","124,8350103","0,1518263","3,69973108","7,9000001"
08/08/2010 11.00,"19,574578","15,55591537","131,09793375","0,15904464","2,79579402","7,9000001"
08/08/2010 12.00,"18,69329514","14,92104533","131,2569552","0,15026986","2,51494947","7,9000001"
08/08/2010 13.00,"17,2996957","13,63703982","130,326567","0,15248336","2,78495687","7,9000001"
08/08/2010 14.00,"17,65182491","13,91459147","128,79941445","0,1561135","3,4486887","7,9000001"
08/08/2010 15.00,"17,58632744","13,79786387","125,43991425","0,14686107","3,47126406","7,9000001"
08/08/2010 16.00,"17,19593719","13,4794566","125,56101075","0,14670146","3,50467556","7,9000001"
08/08/2010 17.00,"17,09153243","13,24664957","123,6265191","0,15092808","3,35296561","7,9000001"
08/08/2010 18.00,"17,37492142","13,66233175","126,58544325","0,16211441","3,1777782","7,9000001"
08/08/2010 19.00,"16,7873925","13,11241378","122,9492166","0,17523581","3,00529805","7,9000001"
08/08/2010 20.00,"22,31703608","18,58499754","109,84747305","0,18488667","3,61213687","7,9000001"
08/08/2010 21.00,"22,01354432","18,36580969","102,2264733","0,19754905","4,19640032","7,9000001"
08/08/2010 22.00,"18,87617029","15,15709511","96,8282427","0,18484706","2,81114564","7,9000001"
08/08/2010 23.00,"19,4312736","15,87107989","91,5159567","0,18432863","2,12935494","7,9000001"
09/08/2010 0.00,"16,7290287","13,35105624","92,2582563","0,16865589","2,0074441","7,9000001"
09/08/2010 1.00,"15,10391857","11,23179926","95,4553635","0,1561333","1,74195218","8,60000038"
09/08/2010 2.00,"15,40546582","11,39457165","96,0832698","0,16121736","1,5757937","8,60000038"
09/08/2010 3.00,"14,05077558","10,0444205","89,0841315","0,14672127","1,3328802","8,60000038"
09/08/2010 4.00,"16,08508049","11,74410437","84,3036726","0,15366001","2,50953191","8,60000038"
09/08/2010 5.00,"16,53901988","12,21231302","82,2872862","0,19210501","1,5956608","8,60000038"
09/08/2010 6.00,"20,6640356","15,73554586","82,9483893","0,20087862","1,85754236","8,60000038"
09/08/2010 7.00,"24,01800864","17,8573955","86,11032465","0,192345","2,42103562","8,60000038"
09/08/2010 8.00,"27,72671504","20,74250408","92,5248282","0,21230494","3,43785155","8,60000038"
09/08/2010 9.00,"27,56524664","20,81902232","102,25693695","0,22241481","3,05315909","8,60000038"
09/08/2010 10.00,"29,30642856","22,71651024","106,9460448","0,21435884","5,17077276","8,60000038"
09/08/2010 11.00,"28,41994888","22,40068608","112,40378625","0,20389015","6,71586527","8,60000038"
09/08/2010 12.00,"27,47899632","21,55571592","117,9901254","0,20987242","8,35848502","8,60000038"
09/08/2010 13.00,"24,89735656","20,01231128","123,87415845","0,1854249","9,9433107","8,60000038"
09/08/2010 14.00,"21,260006","17,12784705","129,94023525","0,17725009","7,92412636","8,60000038"
09/08/2010 15.00,"19,990916","15,8600553","126,32290125","0,1620748","7,60535584","8,60000038"
09/08/2010 16.00,"21,4331376","17,17842901","124,7835792","0,16385026","9,50263036","8,60000038"
09/08/2010 17.00,"24,40516952","19,73151496","120,81239205","0,17039057","12,28126149","8,60000038"
09/08/2010 18.00,"21,30734712","17,39113327","117,50496135","0,19397949","7,00844803","8,60000038"
09/08/2010 19.00,"20,9214864","17,08958602","106,64086965","0,20277291","5,92029261","8,60000038"
09/08/2010 20.00,"22,01549456","18,23157199","97,7782617","0,25467832","3,90020415","8,60000038"
09/08/2010 21.00,"22,1010948","18,11549256","91,83262305","0,22263383","3,02606825","8,60000038"
09/08/2010 22.00,"15,49301057","11,88547574","108,9624312","0,20231507","2,6585336","8,60000038"
09/08/2010 23.00,"10,7921253","7,3784883","114,2374905","0,18239473","2,58358172","8,60000038"
10/08/2010 0.00,"14,43013933","11,19289198","103,68735195","0,18059947","2,35872505","8,60000038"
10/08/2010 1.00,"13,8730896","10,73635609","101,2703895","0,17118743","2,27022876","14,80000019"
10/08/2010 2.00,,,"99,9252408","0,16682101","2,4598657","14,80000019"
10/08/2010 3.00,"15,62724635","11,48795373","105,0616077",,"2,833721","14,80000019"
10/08/2010 4.00,"15,31532458","11,62089318","103,35035655","0,15484831",,"14,80000019"
10/08/2010 5.00,"17,39632244","13,50280403",,"0,16702023","2,75244846","14,80000019"
10/08/2010 6.00,"22,7651324","18,39628888","92,6276904","0,18873466","2,13567559","14,80000019"
10/08/2010 7.00,"25,9258596","20,074566","89,69581845","0,2233771","2,03724525","14,80000019"
10/08/2010 8.00,"27,652778","21,51810688","106,41758925","0,22690356","4,4320921","14,80000019"
10/08/2010 9.00,"27,01143584","21,26065608","118,2079794","0,22303925","6,20926299","14,80000019"
10/08/2010 10.00,"29,14626032","22,90390536","119,90095635","0,21630555","9,44483527","14,80000019"
10/08/2010 11.00,"24,82797008","20,02852504","128,94084","0,20128521","7,39494871","14,80000019"
10/08/2010 12.00,"21,28853304","16,93135463","130,86723195","0,20391461","4,70932325","14,80000019"
10/08/2010 13.00,"19,24774072","14,85554786","126,77425005","0,18562644","3,73585289","14,80000019"
10/08/2010 14.00,"17,46700717","13,5832151","127,05303135","0,16562572","3,62568331","14,80000019"
10/08/2010 15.00,"15,87432073","12,01193159","126,85273335","0,16564553","3,70514864","14,80000019"
10/08/2010 16.00,"14,95152452","10,91793299","124,3775967","0,16897277","4,03024082","14,80000019"
10/08/2010 17.00,"17,51304813","13,47816026","124,0270752","0,18237959","4,31289157","14,80000019"
10/08/2010 18.00,"25,61328584","21,21589616","117,0462111","0,19750012","12,36976083","14,80000019"
10/08/2010 19.00,"21,7269164","17,85869375","107,3262918","0,20993067","7,83833834","14,80000019"
10/08/2010 20.00,"38,91116936","34,99690384","77,288295","0,24027077","28,23967971","14,80000019"
10/08/2010 21.00,"26,9439996","23,22881152","93,997218","0,23801999","11,89385568","14,80000019"
10/08/2010 22.00,"20,65885408","17,04224681","94,65219645","0,25120779","5,27191341","14,80000019"
10/08/2010 23.00,"16,57468824","13,24989232","95,52097905","0,21961299","3,39540908","14,80000019"
11/08/2010 0.00,"18,35867602","14,75762669","91,99098615","0,20174305","2,57906522","14,80000019"
11/08/2010 1.00,"14,16815135","10,77332078","91,07548065","0,17895332","2,5971251","12,69999981"
11/08/2010 2.00,"11,34463786","7,87912065","86,3396898","0,15958986","2,56281152","12,69999981"
11/08/2010 3.00,"11,74670086","8,07950398","95,6434521","0,16207946","3,29156016","12,69999981"
11/08/2010 4.00,"11,11831633","7,8110305","98,58617685","0,15827457","1,95597271","12,69999981"
11/08/2010 5.00,"14,21419422","10,5586701","102,3909012","0,17969077","2,42645318","12,69999981"
11/08/2010 6.00,"17,3969687","13,26091691","96,6523236","0,2236567","2,22598011","12,69999981"
11/08/2010 7.00,"23,03684672","17,68489869","102,74682915","0,19666365","3,56608101","12,69999981"
11/08/2010 8.00,"27,5153052","21,2625872","108,65522115","0,21256008","5,31254867","12,69999981"
11/08/2010 9.00,"24,79036104","19,42089144","123,55547715","0,19086661","3,63471224","12,69999981"
11/08/2010 10.00,"23,12569736","18,25102659","132,10413195","0,18465017","2,83913958","12,69999981"
11/08/2010 11.00,"20,7029448","16,07924315","132,5040297","0,19441171","2,88338721","12,69999981"
11/08/2010 12.00,"22,23921768","17,80551721","136,5408324","0,18441135","3,39360391","12,69999981"
11/08/2010 13.00,"20,17247952","15,99948025","135,02177955","0,16917198","3,04864361","12,69999981"
11/08/2010 14.00,"16,55523173","12,78103742","132,37613025","0,15787614","2,67388521","12,69999981"
11/08/2010 15.00,"15,14671869","11,53269835","133,3687425","0,16397259","2,98272269","12,69999981"
11/08/2010 16.00,"15,7498132","12,25316863","131,154093","0,15450929","3,15881319","12,69999981"
11/08/2010 17.00,"13,71226554","10,14234166","129,5193501","0,16839493","2,8301076","12,69999981"
11/08/2010 18.00,"15,64021736","12,08585716","133,08251985","0,19034819","2,7262597","12,69999981"
11/08/2010 19.00,"12,85366856","9,4367869","126,13752585","0,1970015","2,68201206","12,69999981"
11/08/2010 20.00,"17,68360044","14,12016398","109,45366005","0,264575","2,73438858","12,69999981"
11/08/2010 21.00,"19,9520068","16,68622667","97,74847635","0,23543019","2,54113824","12,69999981"
11/08/2010 22.00,"20,583636","17,13757339","90,88196565","0,24682506","2,68923479","12,69999981"
11/08/2010 23.00,"14,37047919","11,0061259","98,6558622","0,21590712","2,40658609","12,69999981"
12/08/2010 0.00,"12,57741133","9,43938148","98,66466015","0,19704111","2,18353765","12,69999981"
12/08/2010 1.00,"13,50669304","10,32975399","94,25295705","0,20746087","2,02369881","19,89999962"
12/08/2010 2.00,,,"48,0852855","0,24166527","2,22056153","19,89999962"
12/08/2010 3.00,"23,94862216","18,13105624","52,7885778",,"1,44124358","19,89999962"
12/08/2010 4.00,"10,68253138","7,26305895","93,51680205","0,21054113",,"19,89999962"
12/08/2010 5.00,"13,9055133","10,5891493",,"0,22643639","1,27960059","19,89999962"
12/08/2010 6.00,"31,72073008","23,3338568","39,34580895","0,2923486","3,13443265","19,89999962"
12/08/2010 7.00,"22,36177688","16,4975161","81,0057381","0,27226633","1,977646","19,89999962"
12/08/2010 8.00,"22,12702152","15,93852186","103,1818788","0,25020822","4,30295853","19,89999962"
12/08/2010 9.00,"23,8396764","17,4015097","115,27814235","0,24837451","7,2369181","19,89999962"
12/08/2010 10.00,"22,84230072","17,19464086","134,8302795","0,22508033","7,06443795","19,89999962"
12/08/2010 11.00,"18,34441058","13,39580278","137,96787585","0,19909384","9,02311893","19,89999962"
12/08/2010 12.00,"17,7906017","13,31344529","150,2251758","0,19273178","9,20011456","19,89999962"
12/08/2010 13.00,"16,8606699","12,69802985","147,8427069","0,18156409","8,70344532","19,89999962"
12/08/2010 14.00,"11,9360577","8,46924415","158,69057925","0,19570369","8,69983192","19,89999962"
12/08/2010 15.00,"11,70325066","8,1093331","146,07332145","0,18375778","6,53525929","19,89999962"
12/08/2010 16.00,"11,13841718","7,60675625","143,2787853","0,1647112","5,51483098","19,89999962"
12/08/2010 17.00,"10,62027666","6,99588181","131,6933814","0,16899956","4,36978255","19,89999962"
12/08/2010 18.00,"12,28689058","8,64822647","122,3754147","0,18331858","3,45591143","19,89999962"
12/08/2010 19.00,"11,24866119","8,01789743","119,14852215","0,20076911","3,72050025","19,89999962"
12/08/2010 20.00,"21,20358288","17,87166094","99,5334627","0,26243373","4,16840638","19,89999962"
12/08/2010 21.00,"32,32448232","28,63135872","75,4315884","0,3466341","3,57872435","19,89999962"
12/08/2010 22.00,"47,9342224","43,7080332","28,7706531","0,46218579","3,33851607","19,89999962"
12/08/2010 23.00,"40,30866928","36,23486648","29,89521465","0,43600009","3,39631116","19,89999962"
13/08/2010 0.00,"35,78935136","31,91399504","24,86035335","0,43695772","3,25092288","19,89999962"
13/08/2010 1.00,"19,852774","16,50724435","53,63168475","0,32653203","3,03509717",25
13/08/2010 2.00,"21,22174688","17,31331296","51,80881335","0,29438269","3,20215874",25
13/08/2010 3.00,"21,74961184","16,93459738","46,36796955","0,2948615","2,05891853",25
13/08/2010 4.00,"21,81899832","17,3126667","40,5488937","0,3117342","2,50321126",25
13/08/2010 5.00,"30,39588616","24,61462912","19,46417361","0,35479143","2,48695655",25
13/08/2010 6.00,"35,56822856","26,82597184","22,38790995","0,37804483","2,55287747",25
13/08/2010 7.00,"39,99542632","28,05485248","42,32234895","0,42555004","2,79850433",25
13/08/2010 8.00,"17,40669695","12,4853275","107,1970557","0,26089826","5,18070682",25
13/08/2010 9.00,"13,82185947","9,32135563","124,06428195","0,21764181","3,37915437",25
13/08/2010 10.00,"13,38607452","9,23251455","132,44715225","0,21048172","4,49349856",25
13/08/2010 11.00,"14,0222409","9,8109653","143,1292401","0,19674054","5,55546522",25
13/08/2010 12.00,"14,45737577","10,52300366","147,78858255","0,1982166","4,40048578",25
13/08/2010 13.00,"10,72144058","7,32596184","149,053233","0,17941","3,73223948",25
13/08/2010 14.00,"12,46911374","9,01656754","142,30309065","0,17051523","3,67354231",25
13/08/2010 15.00,"9,68515761","6,39797646","162,4405209","0,18515345","3,93271358",25
13/08/2010 16.00,"9,39917594","6,26762969","170,3673342","0,20713118","3,97786634",25
13/08/2010 17.00,"7,32920459","4,27871949","167,4293775","0,19448743","4,31108436",25
13/08/2010 18.00,"7,81229816","4,58249422","187,17718425","0,24020436","5,16190147",25
13/08/2010 19.00,"10,70004147","7,5730343","171,73955505","0,283215","4,57928658",25
13/08/2010 20.00,"23,73463112","20,35081176","118,896813","0,37573231","4,06726573",25
13/08/2010 21.00,"23,09003856","19,7153012","85,6921527","0,27868781","4,21536533",25
13/08/2010 22.00,"27,19041816","23,98234984","66,19415985","0,29141194","3,5868512",25
13/08/2010 23.00,"22,10302592","18,83142375","59,2098843","0,31745784","3,58414293",25
14/08/2010 0.00,"23,94214048","20,445494","46,65014235","0,37451488","3,03419408",25
14/08/2010 1.00,"23,59585816","20,02397448","42,52264695","0,35459222","2,88429031","29,5"
14/08/2010 2.00,,,"28,9425024","0,37882305","2,81024356","29,5"
14/08/2010 3.00,"32,51061552","23,9265768","25,9287756",,"3,10553357","29,5"
14/08/2010 4.00,"31,03659736","24,3785736","18,15081923","0,41128694",,"29,5"
14/08/2010 5.00,"22,65360544","18,38007512",,"0,34706748","2,12303428","29,5"
14/08/2010 6.00,"30,68899576","23,92139528","37,00327995","0,45368828","2,74070923","29,5"
14/08/2010 7.00,"29,64557912","22,77033304","66,56495055","0,34273601","3,43153089","29,5"
14/08/2010 8.00,"25,05299336","18,54673651","86,6556978","0,31894089","5,42994403","29,5"
14/08/2010 9.00,"18,31976682","13,44119748","115,8783381","0,28250901","6,92988478","29,5"
14/08/2010 10.00,"12,61178144","8,52112436","129,74672025","0,25154797","5,37395716","29,5"
14/08/2010 11.00,"10,71754966","7,00171723","142,4235288","0,23320155","5,42994403","29,5"
14/08/2010 12.00,"9,85052266","6,42780558","149,9301552","0,21361906","4,28399351","29,5"
14/08/2010 13.00,"8,72863946","5,43691731","157,57345905","0,20249914","4,04107696","29,5"
14/08/2010 14.00,"15,22324075","11,05346702","149,7095481","0,20036369","3,57150162","29,5"
14/08/2010 15.00,"11,13712085","7,7526667","165,5807706","0,21836993","3,69973108","29,5"
14/08/2010 16.00,"6,95437802","3,90130025","183,609825","0,22705384","3,84602246","29,5"
14/08/2010 17.00,"6,52443041","3,30274674","175,923888","0,23002809","3,50919104","29,5"
14/08/2010 18.00,"7,43231302","4,22359844","163,3803654","0,22252199","3,79093767","29,5"
14/08/2010 19.00,"9,0172157","5,91550047","147,3169845","0,26835542","3,87401844","29,5"
14/08/2010 20.00,"12,46911374","9,27661101","118,09635915","0,30708352","3,25001978","29,5"
14/08/2010 21.00,"18,07074794","14,87889338","97,0461366","0,34535144","2,98904334","29,5"
14/08/2010 22.00,"14,25958702","11,0949689","97,8601365","0,33057924","2,58990237","29,5"
14/08/2010 23.00,"22,23338608","18,93258576","68,38714365","0,35874661","2,62782935","29,5"
15/08/2010 0.00,"21,39682872","18,15959093","60,39130335","0,33956255","2,83823648","29,5"
15/08/2010 1.00,"18,84050193","15,63113918","61,09298475","0,30033584","2,52939901","18,5"
15/08/2010 2.00,"15,79520599","12,59167867","63,71832495","0,27548289","2,63053762","18,5"
15/08/2010 3.00,"11,8776939","8,54900897","71,8000899","0,21848993","2,55739295","18,5"
15/08/2010 4.00,"12,27651415","8,33241378","72,1133847","0,20667217","2,98091548","18,5"
15/08/2010 5.00,"12,35627706","8,97571383","52,30345365","0,2232606","1,94513657","18,5"
15/08/2010 6.00,"12,71618811","9,13848239","53,0450151","0,23677577","2,43277485","18,5"
15/08/2010 7.00,"14,2018733","9,73573957","60,24582795","0,28143138","2,70278123","18,5"
15/08/2010 8.00,"8,15926689","4,50698743","99,658629","0,20405674","3,85505342","18,5"
15/08/2010 9.00,"6,70341464","3,35397686","120,102591","0,1785048","2,98904334","18,5"
15/08/2010 10.00,"5,94403516","2,69316863","130,62364245","0,16924188","3,13894813","18,5"
15/08/2010 11.00,"9,10022327","5,4414564","128,91376785","0,19463422","2,93124927","18,5"
15/08/2010 12.00,"18,40990806","14,5410315","133,3092117","0,22250219","4,59283099","18,5"
15/08/2010 13.00,"17,39242961","14,02743006","130,78807035","0,20100211","4,01489124","18,5"
15/08/2010 14.00,"16,38014033","13,01967987","128,4198258","0,18177845","3,88665975","18,5"
15/08/2010 15.00,"15,8859954","12,35692522","127,7912013","0,17255631","3,74307562","18,5"
15/08/2010 16.00,"17,02927771","13,65649442","127,06791405","0,16696664","3,7855191","18,5"
15/08/2010 17.00,"10,96851495","7,76433946","135,2626758","0,17010049","3,82705948","18,5"
15/08/2010 18.00,"8,76041498","5,42265188","127,23433695","0,16307321","3,69521458","18,5"
15/08/2010 19.00,"9,11059778","5,8370339","119,568729","0,1778256","3,49745181","18,5"
15/08/2010 20.00,"14,58188521","11,33037051","101,41317165","0,20661159","3,22654234","18,5"
15/08/2010 21.00,"21,78722088","18,37683428","75,1974951","0,26186754","2,87526138","18,5"
15/08/2010 22.00,"23,5822256","20,2029568","69,48531135","0,32524936","3,16152349","18,5"
15/08/2010 23.00,"25,16453944","21,7749076","55,51883505","0,32514917","2,77502383","18,5"
16/08/2010 0.00,"28,33174832","24,81630688","41,76071655","0,33427229","2,8003095","18,5"
16/08/2010 1.00,"22,33843136","18,78991997","40,59962655","0,32966122","2,76057734","20,60000038"
16/08/2010 2.00,,,"34,42394445","0,35625118","2,78857027","20,60000038"
16/08/2010 3.00,"26,31560168","22,98627432","23,55917445",,"2,23952451","20,60000038"
16/08/2010 4.00,"21,68022536","18,18682737","30,48050775","0,33496546",,"20,60000038"
16/08/2010 5.00,"18,63687775","15,09224581",,"0,29278664","2,29912478","20,60000038"
16/08/2010 6.00,"24,87661136","18,59861672","20,94939525","0,33412783","2,68923479","20,60000038"
16/08/2010 7.00,"25,01733456","18,73998809","37,7185074","0,31288871","2,6215087","20,60000038"
16/08/2010 8.00,"14,05725918","9,58464186","85,99054485","0,24853178","3,3737358","20,60000038"
16/08/2010 9.00,"11,33555777","7,36098012","128,693859","0,23596842","3,91375059","20,60000038"
16/08/2010 10.00,"12,47754374","8,47832233","145,0299165","0,22404232","4,07810186","20,60000038"
16/08/2010 11.00,"8,4316332","5,0199407","149,41047765","0,21600498","4,16208572","20,60000038"
16/08/2010 12.00,"8,55484439","5,30916512","149,8063056","0,22114962","4,18104769","20,60000038"
16/08/2010 13.00,"12,41399269","9,01656754","151,03508595","0,21333247","5,01816073","20,60000038"
16/08/2010 14.00,"17,11033695","13,34003356","126,3939831","0,18607031","4,32101841","20,60000038"
16/08/2010 15.00,"18,15634818","14,45997035","115,50549255","0,17224991","3,97696426","20,60000038"
16/08/2010 16.00,"13,0903646","9,62744389","114,2212512","0,1858909","3,77919844","20,60000038"
16/08/2010 17.00,"13,19866219","9,55610908","119,7967575","0,18886165","3,09108709","20,60000038"
16/08/2010 18.00,"9,86414184","6,55880052","115,5149688","0,19352864","3,1777782","20,60000038"
16/08/2010 19.00,"11,68249973","8,08923033","107,36417685","0,20822744","2,78405479","20,60000038"
16/08/2010 20.00,"11,12804267","7,84085962","103,4329296","0,21520696","2,46076778","20,60000038"
16/08/2010 21.00,"9,38166585","6,18462403","100,12280565","0,20437828","2,31628157","20,60000038"
16/08/2010 22.00,"10,03015315","6,84024501","92,297478","0,20204479","2,27474424","20,60000038"
16/08/2010 23.00,"12,88609226","9,67283668","87,2403126","0,22320468","2,35962713","20,60000038"
17/08/2010 0.00,"11,90946942","8,6132101","85,3281051","0,21085918","2,20611301","20,60000038"
17/08/2010 1.00,"11,89650033","8,67481474","77,71727985","0,20092755","2,44993164","11,5"
17/08/2010 2.00,"11,32907418","7,95629088","80,6254911","0,18471425","2,36324053","11,5"
17/08/2010 3.00,"10,69615055","7,18524055","80,5781298","0,17374461","2,3650457","11,5"
17/08/2010 4.00,"11,64359053","7,87198698","83,3178234","0,1598846","2,45264195","11,5"
17/08/2010 5.00,"12,83486022","9,26947734","77,8113441","0,16191869","2,91860694","11,5"
17/08/2010 6.00,"18,04415966","14,08773837","76,5135567","0,21117839","2,95382463","11,5"
17/08/2010 7.00,"20,92538688","15,22842801","85,00537395","0,18583032","3,61845752","11,5"
17/08/2010 8.00,"20,4156668","14,14999309","102,90108255","0,18214076","3,46494239","11,5"
17/08/2010 9.00,"17,41642521","12,45355006","112,23125865","0,19687918","3,2120928","11,5"
17/08/2010 10.00,"17,26013833","13,18245034","121,18386105","0,18714677","3,75300968","11,5"
17/08/2010 11.00,"12,6493943","9,03602214","127,10849235","0,16339475","3,21389798","11,5"
17/08/2010 12.00,"12,00609426","8,6067246","138,22431315","0,1836972","4,06726573","11,5"
17/08/2010 13.00,"11,69806341","8,10738859","142,4235288","0,18014745","3,91555577","11,5"
17/08/2010 14.00,"12,91397686","9,34664757","143,6739549","0,18036647","4,72287071","11,5"
17/08/2010 15.00,"17,63301848","13,88476236","133,00200165","0,17518105","6,52261595","11,5"
17/08/2010 16.00,"17,45338799","13,71161546","127,0049718","0,1670843","6,34020479","11,5"
17/08/2010 17.00,"18,88719297","15,16293054","124,39924245","0,16658568","8,71789181","11,5"
17/08/2010 18.00,"15,803636","12,11244543","122,5405209","0,17881119","4,3083771","11,5"
17/08/2010 19.00,"13,73107006","10,40238514","108,7952901","0,20116754","3,27259515","11,5"
17/08/2010 20.00,"16,76469515","13,21292954","101,6662374","0,23891937","3,21299488","11,5"
17/08/2010 21.00,"13,35689358","10,2195119","99,2756688","0,19643997","2,84275196","11,5"
17/08/2010 22.00,"16,4456378","13,38218551","77,62662705","0,21018115","2,75244846","11,5"
17/08/2010 23.00,"17,93586207","14,65062543","63,1465779","0,24753454","2,70548951","11,5"
18/08/2010 0.00,"18,47540362","15,22583342","69,9170094","0,19933267","2,50411334","11,5"
18/08/2010 1.00,"13,54495407","10,29019662","81,65804325","0,17769396","2,82198177","10,10000038"
18/08/2010 2.00,,,"89,32299285","0,20202498","3,23466817","10,10000038"
18/08/2010 3.00,"12,94769881","9,09698052","88,22817675",,"1,79432971","10,10000038"
18/08/2010 4.00,"13,24211048","9,51006621","82,34145045","0,16125581",,"10,10000038"
18/08/2010 5.00,"16,60776202","12,17081114",,"0,18660271","3,43875464","10,10000038"
18/08/2010 6.00,"20,50126704","15,69598658","73,40169585","0,18931483","2,36414261","10,10000038"
18/08/2010 7.00,"26,65282112","19,6614784","71,8623339","0,22253947","3,76294373","10,10000038"
18/08/2010 8.00,"20,73990376","14,8523051","95,50541805","0,2188103","3,69973108","10,10000038"
18/08/2010 9.00,"22,07644912","16,27378915","111,3522816","0,20227779","3,89568867","10,10000038"
