,Lecce,,,,,
,Galatina,,,,,
Parm,NOX,NO2,O3,CO,SO2,PM2.5
,,,,,,
,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,
26/01/2010 1.00,"82,15556168","72,44055584","33,68846775","0,52677572","1,72118199","20,10000038"
26/01/2010 2.00,,,"44,8072212","0,39201551","1,94513657","20,10000038"
26/01/2010 3.00,"67,7007652","60,9338148","48,734259",,"2,4598657","20,10000038"
26/01/2010 4.00,"69,54311104","63,10232872","44,0464878","0,27951845",,"20,10000038"
26/01/2010 5.00,"71,51776728","63,87209992",,"0,29997585","1,77085125","20,10000038"
26/01/2010 6.00,"74,50664392","64,91614752","24,84255795","0,34234341","1,66880852","20,10000038"
26/01/2010 7.00,"84,96868728","72,1967376","16,2767681","0,42709832","2,37227149","20,10000038"
26/01/2010 8.00,"114,3516532","88,00490504","4,40127125","0,50944518","2,32802385","20,10000038"
26/01/2010 9.00,"148,03470712","94,93009256","10,22771064","0,53400222","3,47938989","20,10000038"
26/01/2010 10.00,"100,72498216","76,5571492","38,1311133","0,37685071","3,97876944","20,10000038"
26/01/2010 11.00,"72,5371692","62,67304648","53,47435905","0,29927918","2,76870317","20,10000038"
26/01/2010 12.00,"53,63572992","48,64043872","62,57283585","0,24948941","3,20306082","20,10000038"
26/01/2010 13.00,"47,33373968","43,7832704","65,16086955","0,23360813","3,27530545","20,10000038"
26/01/2010 14.00,"57,42483592","51,98337952","53,69428785","0,26670229","3,09831084","20,10000038"
26/01/2010 15.00,"58,3865528","53,46192912","51,13649835","0,26073283","2,88429031","20,10000038"
26/01/2010 16.00,"58,37098912","52,53849048","50,1115272","0,28636399","3,03148682","20,10000038"
26/01/2010 17.00,"50,3880832","45,354552","54,94998075","0,3022243","3,00439598","20,10000038"
26/01/2010 18.00,"48,49126448","44,72745424","55,036065","0,26801641","2,96014529","20,10000038"
26/01/2010 19.00,"43,41102312","39,93772216","57,19698915","0,26576796","2,85539429","20,10000038"
26/01/2010 20.00,"43,54851504","39,6225672","57,07728915","0,27036388","2,91047806","20,10000038"
26/01/2010 21.00,"44,9505464","39,0687564","55,07506725","0,39241278","2,83101375","20,10000038"
26/01/2010 22.00,"39,2094796","35,78868216","57,2649189","0,2568126","2,17631084","20,10000038"
26/01/2010 23.00,"37,44625232","34,51507984","58,72372275","0,23522049","2,2467503","20,10000038"
27/01/2010 0.00,"33,75440976","30,90170576","63,69131265","0,22499179","2,43819241","20,10000038"
27/01/2010 1.00,"35,07342208","32,35884096","62,28364065","0,22109137","2,67478831","6,5999999"
27/01/2010 2.00,"39,34565224","36,27897632","60,641217","0,22043431","3,05767254","6,5999999"
27/01/2010 3.00,"39,53243552","36,41122936","59,87248365","0,21878351","2,89783675","6,5999999"
27/01/2010 4.00,"39,71269888","36,5694856","60,47509335","0,21647448","3,58414293","6,5999999"
27/01/2010 5.00,"37,19658336","34,08380912","61,728093","0,21557859","3,26537241","6,5999999"
27/01/2010 6.00,"36,97934192","34,10589272","61,46980035","0,21874273","2,78134448","6,5999999"
27/01/2010 7.00,"35,33995488","32,26870928","62,5593696","0,22176824","2,78676306","6,5999999"
27/01/2010 8.00,"40,42734712","36,08311104","58,53339975","0,22702122","2,5266887","6,5999999"
27/01/2010 9.00,"47,4498172","39,69648512","55,5909144","0,24785725","3,17596998","6,5999999"
27/01/2010 10.00,"41,71848248","36,55069064","57,93346335","0,23368852","3,37193062","6,5999999"
27/01/2010 11.00,"42,29561968","37,84568824","57,6361884","0,23822503","3,43153089","6,5999999"
27/01/2010 12.00,"37,23740456","33,27646712","61,469142","0,23390754","3,822544","6,5999999"
27/01/2010 13.00,"37,27180144","32,1215044","62,2903638","0,23665344","3,74488385","6,5999999"
27/01/2010 14.00,"45,734562","37,703684","58,6800123","0,38713882","4,07810186","6,5999999"
27/01/2010 15.00,"41,68087344","36,80749136","61,09454085","0,2492902","4,00314998","6,5999999"
27/01/2010 16.00,"38,38848592","34,73035192","62,26277295","0,24296192","3,86769473","6,5999999"
27/01/2010 17.00,"41,46556312","37,32432408","61,0730148","0,24606664","3,93632596","6,5999999"
27/01/2010 18.00,"43,39610952","38,87096","60,90218295","0,2633599","3,69882798","6,5999999"
27/01/2010 19.00,"43,52970096","39,91957728","61,80073095","0,2502653","3,46404031","6,5999999"
27/01/2010 20.00,"46,90053784","42,612744","60,40111875","0,28308102","3,39089259","6,5999999"
27/01/2010 21.00,"47,91800864","42,90197224","59,6552481","0,28530967","3,44597738","6,5999999"
27/01/2010 22.00,"43,09068664","39,44681616","63,31198335","0,23002692","3,48029502","6,5999999"
27/01/2010 23.00,"48,12683728","42,927268","46,37946075","0,31283163","3,49293633","6,5999999"
28/01/2010 0.00,"53,33156896","45,86683416","45,9611292","0,27689138","3,59136668","6,5999999"
28/01/2010 1.00,"60,59705424","51,23383728","49,70181405","0,24552492","3,60000914","8,69999981"
28/01/2010 2.00,,,"54,5639283","0,23402637","3,67805779","8,69999981"
28/01/2010 3.00,"56,26727288","48,88943848","54,4152609",,"3,76836231","8,69999981"
28/01/2010 4.00,"60,3916672","53,15585616","54,8806944","0,21008911",,"8,69999981"
28/01/2010 5.00,"60,6043772","53,59812088",,"0,19943402","4,24696861","8,69999981"
28/01/2010 6.00,"58,89950416","51,90686128","50,7443811","0,22776799","4,3950672","8,69999981"
28/01/2010 7.00,"62,36825456","53,65519408","38,6932245","0,31195904","4,83213719","8,69999981"
28/01/2010 8.00,"75,10777672","63,1957108","33,88848645","0,36749692","4,96939761","8,69999981"
28/01/2010 9.00,"103,21322072","78,51041016","30,9772827","0,5083163","5,31435689","8,69999981"
28/01/2010 10.00,"79,4396804","63,70866216","36,41188215","0,42013745","5,04525157","8,69999981"
28/01/2010 11.00,"84,07765704","67,46082832","34,9371582","0,41928467","5,40556349","8,69999981"
28/01/2010 12.00,"70,1844532","57,054558","43,97748075","0,37854928","5,70717823","8,69999981"
28/01/2010 13.00,"88,36156952","72,39321472","47,0443344","0,38743823","7,49608529","8,69999981"
28/01/2010 14.00,"81,84426896","69,292792","53,5355457","0,33334844","7,33263712","8,69999981"
28/01/2010 15.00,"49,67020368","42,98757248","66,61358865","0,28134168","5,99163109","8,69999981"
28/01/2010 16.00,"62,77811088","54,98716976","58,8382557","0,29181852","5,63854598","8,69999981"
28/01/2010 17.00,"61,68863416","54,26540888","57,5745828","0,32554993","5,58075089","8,69999981"
28/01/2010 18.00,"63,12309304","55,85938592","52,83907125","0,3407893","5,52386194","8,69999981"
28/01/2010 19.00,"57,70628232","50,37318872","51,58924365","0,33269371","5,48412674","8,69999981"
28/01/2010 20.00,"57,36646256","50,04247008","50,7964506","0,35896446","5,51753824","8,69999981"
28/01/2010 21.00,"65,75465512","56,0694956","54,8842854","0,48321637","5,52115062","8,69999981"
28/01/2010 22.00,"56,1505644","49,41149096","60,2285712","0,32451891","5,34957357","8,69999981"
28/01/2010 23.00,"70,8589112","61,81316272","49,9403961","0,38952125","5,55004969","8,69999981"
29/01/2010 0.00,"72,44705664","61,8760484","45,0775836","0,30168025","5,47509781","8,69999981"
29/01/2010 1.00,"79,07976552","66,9614904","39,6146352","0,37569153","5,40285318","20,39999962"
29/01/2010 2.00,"77,02537888","64,24302792","38,5758387","0,39353001","5,562691","20,39999962"
29/01/2010 3.00,"80,82939848","67,05617264","34,91670945","0,40557378","5,49857525","20,39999962"
29/01/2010 4.00,"80,03500072","66,31559768","32,85367995","0,38972046","5,50309073","20,39999962"
29/01/2010 5.00,"81,23405416","66,80648456","27,67761255","0,37912479","5,51934545","20,39999962"
29/01/2010 6.00,"73,02096256","60,06548","29,32251","0,38715979","5,52386194","20,39999962"
29/01/2010 7.00,"75,57340608","62,28785496","27,63539835","0,37160355","5,55095279","20,39999962"
29/01/2010 8.00,"95,9047728","77,83922168","21,4245045","0,3949385","5,66382962","20,39999962"
29/01/2010 9.00,"139,23606552","101,74052184","17,59521971","0,57391512","6,36368224","20,39999962"
29/01/2010 10.00,"101,19707408","78,34569136","33,4756212","0,42482075","6,28963243","20,39999962"
29/01/2010 11.00,"91,1669324","73,14092144","45,71472675","0,35682203","6,02955909","20,39999962"
29/01/2010 12.00,"81,35338208","66,44398848","54,11726775","0,34767445","5,829085","20,39999962"
29/01/2010 13.00,"87,07756592","73,4476636","55,42578825","0,34713855","5,7794198","20,39999962"
29/01/2010 14.00,"83,307274","70,6669464","60,16195815","0,27231409","5,72975258","20,39999962"
29/01/2010 15.00,"74,54880352","64,4466368","64,18778835","0,27273","5,50218866","20,39999962"
29/01/2010 16.00,"80,46751424","69,61119736","58,05803115","0,2978905","5,42272129","20,39999962"
29/01/2010 17.00,"89,19812688","76,34963984","44,9041383","0,37273476","5,74961764","20,39999962"
29/01/2010 18.00,"100,70421784","85,61458","27,89063865","0,53276149","5,57262506","20,39999962"
29/01/2010 19.00,"104,58605584","86,82529664","21,76944","0,51109482","5,66925023","20,39999962"
29/01/2010 20.00,"102,8221976","83,77871584","15,62715021","0,61308358","5,86069234","20,39999962"
29/01/2010 21.00,"102,43373656","82,68340752","22,1638515","0,71495235","6,10992955","20,39999962"
29/01/2010 22.00,"89,43804464","72,99631688","20,75440395","0,5410761","5,75413312","20,39999962"
29/01/2010 23.00,"93,72195712","76,24394448","15,46820258","0,66735161","5,74781246","20,39999962"
30/01/2010 0.00,"74,88990432","62,08940848","37,4539704","0,45412749","5,08408165","20,39999962"
30/01/2010 1.00,"76,99295136","65,30525864","35,8143597","0,40351057","4,95856046","9,10000038"
30/01/2010 2.00,,,"26,64476115","0,45637011","4,75266881","9,10000038"
30/01/2010 3.00,"79,278212","64,35197368","20,4708147",,"5,10485184","9,10000038"
30/01/2010 4.00,"79,02724288","63,17819688","17,32546778","0,40553883",,"9,10000038"
30/01/2010 5.00,"71,72137616","57,46179488",,"0,29193619","5,829085","9,10000038"
30/01/2010 6.00,"68,63653624","57,31849048","40,85650275","0,21644768","5,79657659","9,10000038"
30/01/2010 7.00,"84,01993376","69,3894436","18,15771395","0,23889374","5,57081683","9,10000038"
30/01/2010 8.00,"101,07126448","77,2153552","9,3524822","0,29175794","5,76406717","9,10000038"
30/01/2010 9.00,"71,26094744","56,20243696","39,9384237","0,25571284","5,43175225","9,10000038"
30/01/2010 10.00,"47,46991232","40,60567936","59,2443978","0,21557277","5,36582828","9,10000038"
30/01/2010 11.00,"33,06052584","29,51328784","71,09982495","0,18376244","5,83089119","9,10000038"
30/01/2010 12.00,"36,09284312","32,1215044","73,4634411","0,18917037","6,22100426","9,10000038"
30/01/2010 13.00,"33,8640056","30,31028592","76,29923385","0,18573129","6,11986361","9,10000038"
30/01/2010 14.00,"31,91594528","28,56520352","77,6612004","0,20642752","5,59339525","9,10000038"
30/01/2010 15.00,"28,2280032","25,47776328","80,80083165","0,18883252","5,18341712","9,10000038"
30/01/2010 16.00,"31,24087544","28,4225492","77,7026565","0,19501518","5,16716241","9,10000038"
30/01/2010 17.00,"31,31672448","28,58789896","78,55625715","0,20714283","5,48503085","9,10000038"
30/01/2010 18.00,"37,61160208","34,41907832","78,4786716","0,22473782","5,55727344","9,10000038"
30/01/2010 19.00,"40,11735456","36,95469624","73,0504362","0,23440033","5,30803522","9,10000038"
30/01/2010 20.00,"43,27095","39,48314416","68,26931895","0,24772094","5,59068494","9,10000038"
30/01/2010 21.00,"46,11717232","41,75934192","66,86655465","0,25662737","5,61055306","9,10000038"
30/01/2010 22.00,"49,72406472","44,69112624","61,47251355","0,26269119","5,78845076","9,10000038"
30/01/2010 23.00,"60,54470368","52,93079464","50,36742585","0,26923267","6,01420748","9,10000038"
31/01/2010 0.00,"69,94128504","58,92284968","39,4990848","0,30911411","6,07019739","9,10000038"
31/01/2010 1.00,"67,57883696","56,35354232","53,5859793","0,22366486","6,03317249","4,9000001"
31/01/2010 2.00,"61,39034304","52,86142728","66,7744854","0,16145619","5,99434241","4,9000001"
31/01/2010 3.00,"35,8866148","31,71879896","73,98890415","0,14060036","5,76768057","4,9000001"
31/01/2010 4.00,"48,7694796","42,93696184","65,88533385","0,14149508","6,08645109","4,9000001"
31/01/2010 5.00,"42,27357432","37,05586016","71,90149575","0,13765757","6,03859005","4,9000001"
31/01/2010 6.00,"48,56390136","42,7404656","67,93391955","0,14227097","5,77490331","4,9000001"
31/01/2010 7.00,"40,53369256","35,65252864","70,88480385","0,1417141","5,67737606","4,9000001"
31/01/2010 8.00,"45,29877896","40,04538688","67,4209452","0,14175371","5,4886412","4,9000001"
31/01/2010 9.00,"30,40171776","26,4076836","76,31698935","0,15050169","5,67647296","4,9000001"
31/01/2010 10.00,"16,43331687","13,43471198","81,60250245","0,15066013","5,34325291","4,9000001"
31/01/2010 11.00,"19,56356488","16,45601422","81,1316226","0,15239016","5,13104061","4,9000001"
31/01/2010 12.00,"32,31411928","28,80774072","76,2091197","0,15248918","5,16535419","4,9000001"
31/01/2010 13.00,"31,61696584","28,180012","76,21767825","0,14779773","5,21231315","4,9000001"
31/01/2010 14.00,"36,08506128","32,774548","76,76482695","0,1439008","5,11568899","4,9000001"
31/01/2010 15.00,"36,33471112","32,97752592","77,4290622","0,14493416","5,2222472","4,9000001"
31/01/2010 16.00,"42,69442464","39,17703296","73,35098295","0,1586532","5,19876874","4,9000001"
31/01/2010 17.00,"46,34089544","42,4622696","70,11401565","0,17211244","5,39292014","4,9000001"
31/01/2010 18.00,"55,5876716","50,28175688","59,15101185","0,17459739","5,60242418","4,9000001"
31/01/2010 19.00,"67,14825456","59,70881552","47,7276219","0,27402315","5,74781246","4,9000001"
31/01/2010 20.00,"74,91778128","65,74492304","39,31364955","0,37050728","5,9040379","4,9000001"
31/01/2010 21.00,"56,96568824","50,44062496","53,1729744","0,27332764","5,60061798","4,9000001"
31/01/2010 22.00,"61,46361088","55,07472024","58,9050483","0,2369843","5,68550494","4,9000001"
31/01/2010 23.00,"57,89499672","52,67141272","64,81665225","0,1812973","5,42452545","4,9000001"
01/02/2010 0.00,"55,20571136","50,30705264","67,9444332","0,14829402","5,4218182","4,9000001"
01/02/2010 1.00,"56,0299172","51,18833168","68,42189655","0,13640519","5,4019511","12,69999981"
01/02/2010 2.00,,,"65,27043495","0,13936779","5,50670108","12,69999981"
01/02/2010 3.00,"45,32923712","40,5323924","69,90158805",,"5,36312001","12,69999981"
01/02/2010 4.00,"39,26458344","34,91841624","72,4657815","0,17365607",,"12,69999981"
01/02/2010 5.00,"37,04934024","33,3756808",,"0,16998399","5,39292014","12,69999981"
01/02/2010 6.00,"46,81621864","42,53295624","71,614914","0,17673283","5,37666441","12,69999981"
01/02/2010 7.00,"70,45683672","63,58677216","50,3189673","0,22640028","5,11207559","12,69999981"
01/02/2010 8.00,"99,12712376","84,35327184","26,5984173","0,33301991","5,31706415","12,69999981"
01/02/2010 9.00,"127,18650768","91,70904176","33,4367187","0,49127118","5,92390601","12,69999981"
01/02/2010 10.00,"74,52285768","60,82161864","52,89991875","0,31380324","5,41549754","12,69999981"
01/02/2010 11.00,"65,43301848","55,54098056","55,63458495","0,37365395","5,65028521","12,69999981"
01/02/2010 12.00,"45,96931736","39,54277944","65,85524925","0,26240926","5,65209039","12,69999981"
01/02/2010 13.00,"47,26305304","41,01614752","69,5128623","0,27211721","5,57171993","12,69999981"
01/02/2010 14.00,"61,65555656","52,72848592","64,72867275","0,33423035","5,34505809","12,69999981"
01/02/2010 15.00,"58,94617608","52,35107624","66,5522025","0,27092541","4,95043463","12,69999981"
01/02/2010 16.00,,,"57,69853215","0,29745246","5,28365264","12,69999981"
01/02/2010 17.00,"50,30026504","43,72828128","50,34919155","0,31930204","4,54677716","12,69999981"
01/02/2010 18.00,"58,35865672","51,69287024","44,66112735","0,36222064","4,46279432","12,69999981"
01/02/2010 19.00,"73,72715976","65,26569936","36,82365015","0,43227442","4,34359378","12,69999981"
01/02/2010 20.00,"71,35629888","62,59780928","37,42737705","0,42062209","4,35984849","12,69999981"
01/02/2010 21.00,"72,9411748","64,05756392","36,4282212","0,4677277","4,70390569","12,69999981"
01/02/2010 22.00,"68,29996688","61,0803696","39,08797515","0,43147989","4,60728052","12,69999981"
01/02/2010 23.00,"50,97369056","45,70991632","48,798897","0,33653355","5,02719169","12,69999981"
02/02/2010 0.00,"39,27626576","35,33087288","55,40926965","0,25978918","4,13770213","12,69999981"
02/02/2010 1.00,"35,05720832","31,7414944","58,9309035","0,23767515","4,45918397","12,60000038"
02/02/2010 2.00,"28,26754336","25,05364344","62,6108406","0,23553155","4,4329952","12,60000038"
02/02/2010 3.00,"30,78952872","27,54190112","64,84557975","0,22034577","3,93361871","12,60000038"
02/02/2010 4.00,"37,26336952","33,44313616","64,0862229","0,20188402","4,32372872","12,60000038"
02/02/2010 5.00,"31,46847992","28,48480392","65,81387295","0,20130851","4,19007966","12,60000038"
02/02/2010 6.00,"36,03705096","32,55730656","59,42420715","0,20460313","3,89839898","12,60000038"
02/02/2010 7.00,"35,35941904","31,50933936","57,67882155","0,21452893","4,55309883","12,60000038"
02/02/2010 8.00,"39,741876","33,84779184","54,27283785","0,23914421","4,11512676","12,60000038"
02/02/2010 9.00,"40,36444232","31,92240784","55,11169545","0,28041434","4,67229835","12,60000038"
02/02/2010 10.00,"39,40142528","31,65914456","58,1472276","0,28440446","5,13916949","12,60000038"
02/02/2010 11.00,"38,12262232","31,04567936","65,33104305","0,26733255","5,30442284","12,60000038"
02/02/2010 12.00,"31,9211268","26,85838024","71,34688575","0,24587325","4,9901678","12,60000038"
02/02/2010 13.00,"29,47439776","24,46870528","74,32198935","0,23765534","4,76711834","12,60000038"
02/02/2010 14.00,"31,39651224","24,7469204","74,0040462","0,27384374","4,37068463","12,60000038"
02/02/2010 15.00,"40,99800264","35,93848736","65,22199635","0,2319783","4,14853826","12,60000038"
02/02/2010 16.00,"38,00782584","32,86337952","72,6278553","0,25502549","4,09074622","12,60000038"
02/02/2010 17.00,"43,10169976","38,46890464","66,75978225","0,28041434","3,4821002","12,60000038"
02/02/2010 18.00,"50,08786096","45,2968096","59,0386335","0,35015124","3,78642219","12,60000038"
02/02/2010 19.00,"43,12374512","39,31582504","60,261768","0,32511888","4,02663047","12,60000038"
02/02/2010 20.00,"60,95390992","55,82047672","49,65880185","0,37415024","4,21717051","12,60000038"
02/02/2010 21.00,"72,2168136","65,36489392","44,16712545","0,57994516","3,96703021","12,60000038"
02/02/2010 22.00,"64,19505584","57,86970096","44,32018185","0,44077076","3,82796258","12,60000038"
02/02/2010 23.00,"53,5578924","49,19424952","50,6500575","0,36891007","4,17382394","12,60000038"
03/02/2010 0.00,"60,41761304","55,68170376","46,97668395","0,37728758","4,12686599","12,60000038"
03/02/2010 1.00,"59,85990176","54,7465828","49,9136631","0,32942705","3,62477818","26,39999962"
03/02/2010 2.00,,,"47,5954731","0,26383872","4,04649554","26,39999962"
03/02/2010 3.00,"59,9130936","54,89378768","50,38007415",,"3,46494239","26,39999962"
03/02/2010 4.00,"70,94191112","65,45829512","42,86319345","0,23138298",,"26,39999962"
03/02/2010 5.00,"73,2317032","66,96669104",,"0,2280138","2,8680356","26,39999962"
03/02/2010 6.00,"76,68232784","68,672826","25,172511","0,2586335","3,59768733","26,39999962"
03/02/2010 7.00,"76,89048728","66,83698096","17,54792823","0,30025662","3,66631856","26,39999962"
03/02/2010 8.00,"88,35898832","70,81220104","10,91199365","0,36703908","4,03746661","26,39999962"
03/02/2010 9.00,"134,0935312","85,24105168","15,05146902","0,68168927","5,83992215","26,39999962"
03/02/2010 10.00,"93,73623976","74,62075208","44,98316025","0,39893445","6,20655472","26,39999962"
03/02/2010 11.00,"69,67993376","62,74826456","65,18109885","0,24884517","5,59158702","26,39999962"
03/02/2010 12.00,"55,17586504","49,6585596","75,6011235","0,23642627","4,4700201","26,39999962"
03/02/2010 13.00,"44,85586416","40,69646112","84,51336705","0,22470404","4,02572738","26,39999962"
03/02/2010 14.00,"54,2258496","48,91280312","81,7872594","0,26656715","4,24606653","26,39999962"
03/02/2010 15.00,"58,94749536","54,78352264","81,22664445","0,22251151","4,05010792","26,39999962"
03/02/2010 16.00,"62,78069208","58,23804776","77,80474065","0,23148201","4,08261734","26,39999962"
03/02/2010 17.00,"59,92020624","55,95339896","77,06204205","0,26754458","4,22349116","26,39999962"
03/02/2010 18.00,"69,52626632","64,6956748","62,65135905","0,29393766","4,17472703","26,39999962"
03/02/2010 19.00,"76,11100312","70,88936936","52,0627968","0,33837192","4,18736834","26,39999962"
03/02/2010 20.00,"83,22685528","76,9884008","39,6117624","0,55237194","4,41222501","26,39999962"
03/02/2010 21.00,"91,27522808","80,22954672","33,7980132","0,76278375","4,18014561","26,39999962"
03/02/2010 22.00,"94,5312876","84,58932736","24,58612065","0,74563961","4,0555265","26,39999962"
03/02/2010 23.00,"97,23483648","85,88241296","17,0790773","0,7491684","4,41854566","26,39999962"
04/02/2010 0.00,"90,77070864","79,16796608","20,1299889","0,65174644","4,21897467","26,39999962"
04/02/2010 1.00,"80,92796208","70,37771816","28,69977075","0,51575133","4,22168497","39,70000076"
04/02/2010 2.00,"83,95119736","72,75638","17,1925529","0,45084452","4,24426136","39,70000076"
04/02/2010 3.00,"81,30409072","68,49579392","13,52192846","0,49802935","4,25599957","39,70000076"
04/02/2010 4.00,"79,54604496","66,36488904","11,94686199","0,49820876","4,11602884","39,70000076"
04/02/2010 5.00,"76,66416384","63,34163464","12,4211493","0,44181344","3,79183975","39,70000076"
04/02/2010 6.00,"79,84953672","64,77154296","4,06201551","0,4232946","3,59498008","39,70000076"
04/02/2010 7.00,"88,01851848","65,0880172","1,08393138","0,45481134","4,52600697","39,70000076"
04/02/2010 8.00,"129,20393536","71,34266632",,"0,52573887","5,43897499","39,70000076"
04/02/2010 9.00,"153,40421496","82,26318816","3,88548395","0,67648521","5,54462908","39,70000076"
04/02/2010 10.00,"120,87996688","79,67120448","32,56133265","0,61269447","5,44078016","39,70000076"
04/02/2010 11.00,"73,36982608","61,66528864","65,3421552","0,29716704","4,96397903","39,70000076"
04/02/2010 12.00,"65,70926424","58,38198312","71,92507665","0,23824017","4,54768025","39,70000076"
04/02/2010 13.00,"67,12232784","61,24376912","75,3517485","0,29750605","4,49891612","39,70000076"
04/02/2010 14.00,"79,67120448","69,68578448","69,27910815","0,31572665","4,31198745","39,70000076"
04/02/2010 15.00,"66,15412928","60,58103168","75,59499885","0,2550453","4,16118263","39,70000076"
04/02/2010 16.00,"79,14138928","70,76355976","58,3114161","0,30290816","4,46279432","39,70000076"
04/02/2010 17.00,"81,27686384","73,35038104","64,21144905","0,41783191","4,37791041","39,70000076"
04/02/2010 18.00,"88,83433064","81,77811376","51,9255408","0,55067803","4,21717051","39,70000076"
04/02/2010 19.00,"92,8815184","84,14058096","41,05297035","0,60960489","4,02030677","39,70000076"
04/02/2010 20.00,"108,1553392","91,987276","20,50032075","0,81277973","4,18646626","39,70000076"
04/02/2010 21.00,"133,7952592","98,37486648","8,06559348","1,48777024","4,83845784","39,70000076"
04/02/2010 22.00,"97,76465168","80,71655224","18,99117108","0,80741723","4,15034649","39,70000076"
04/02/2010 23.00,"96,11618264","78,68289168","8,25789153","0,70780274","4,18195078","39,70000076"
05/02/2010 0.00,"93,6324564","77,12392336","10,59806643","0,77354835","4,35172266","39,70000076"
05/02/2010 1.00,"85,4887704","70,01004056","17,27069505","0,65033096","4,76711834","31,10000038"
05/02/2010 2.00,,,"12,74390838","0,74183239","4,33727312","31,10000038"
05/02/2010 3.00,"82,47006656","69,01979664","13,14412932",,"4,48446659","31,10000038"
05/02/2010 4.00,"79,03437464","65,45181344","14,5581554","0,70850524",,"31,10000038"
05/02/2010 5.00,"74,090956","62,50962784",,"0,59309451","4,63798375","31,10000038"
05/02/2010 6.00,"73,7440236","63,02904176","19,13809685","0,55682923","4,24064795","31,10000038"
05/02/2010 7.00,"79,287294","67,2870084","12,47966664","0,53511013","4,06636263","31,10000038"
05/02/2010 8.00,"87,73644112","71,14098856","15,07713071","0,50033954","4,28218834","31,10000038"
05/02/2010 9.00,"117,434562","81,86891464","13,89027528","0,62531375","5,33422195","31,10000038"
05/02/2010 10.00,"79,73009408","63,61422848","43,53957825","0,30869238","4,88392283","31,10000038"
05/02/2010 11.00,"48,0956908","43,66589272","71,6156322","0,23526476","4,3950672","31,10000038"
05/02/2010 12.00,"34,87499472","32,4807692","79,2828561","0,20272631","3,90201238","31,10000038"
05/02/2010 13.00,"35,58897376","33,1513076","79,04104215","0,20059436","3,9300053","31,10000038"
05/02/2010 14.00,"38,712742","35,06822144","76,5243696","0,25283995","4,74996155","31,10000038"
05/02/2010 15.00,"40,54795608","37,6680252","74,19023955","0,20260632","4,54948543","31,10000038"
05/02/2010 16.00,"44,00179288","40,69257976","71,44775295","0,21007863","4,72648106","31,10000038"
05/02/2010 17.00,"39,78013512","36,67778128","74,3781087","0,19995594","4,27405946","31,10000038"
05/02/2010 18.00,"44,71579104","41,520036","70,5864516","0,22430561","4,18917657","31,10000038"
05/02/2010 19.00,"45,96799808","42,70677616","69,4413615","0,23648102","3,95890133","31,10000038"
05/02/2010 20.00,"41,59137272","38,583682","79,63990125","0,21571723","3,96341681","31,10000038"
05/02/2010 21.00,"36,6615484","33,11109824","83,1118197","0,24859586","3,83518531","31,10000038"
05/02/2010 22.00,"28,88685928","26,49005256","88,69935585","0,16717867","4,02753255","31,10000038"
05/02/2010 23.00,"20,11087488","18,20563189","90,4406517","0,15281189","4,05462442","31,10000038"
06/02/2010 0.00,"17,4877581","15,35747654","87,87665775","0,14336723","4,09887205","31,10000038"
06/02/2010 1.00,"15,5247861","13,4191483","86,944095","0,14037784","4,09706688","4,69999981"
06/02/2010 2.00,"16,43591146","14,18825412","84,73249785","0,14559821","4,33095145","4,69999981"
06/02/2010 3.00,"14,68759013","12,46652106","86,5217535","0,14133431","4,3625588","4,69999981"
06/02/2010 4.00,"15,01377924","12,70905444","84,8843772","0,14171293","4,41403018","4,69999981"
06/02/2010 5.00,"14,58707438","12,30634326","85,3546785","0,1442037","4,58018968","4,69999981"
06/02/2010 6.00,"16,04422487","13,57997235","82,9279605","0,14015882","4,67049317","4,69999981"
06/02/2010 7.00,"30,94386536","27,61323784","70,8509088","0,14697291","4,50975327","4,69999981"
06/02/2010 8.00,"36,93263176","32,469106","68,3648994","0,15261267","4,68855306","4,69999981"
06/02/2010 9.00,"50,20068808","42,34816144","67,5641862","0,17532784","5,12200965","4,69999981"
06/02/2010 10.00,"31,5262032","26,68719888","79,8117705","0,16050322","5,02087205","4,69999981"
06/02/2010 11.00,"35,87040104","30,68251408","80,9408607","0,1674571","4,90889425","4,69999981"
06/02/2010 12.00,"34,06759536","29,43871984","84,78380925","0,16393065","5,16174485","4,69999981"
06/02/2010 13.00,"30,95420928","27,05099512","86,2159998","0,16066282","5,65570277","4,69999981"
06/02/2010 14.00,"30,91143784","26,1294876","88,21042125","0,1776392","5,26017418","4,69999981"
06/02/2010 15.00,"34,73295224","30,894574","84,4493874","0,15880931","5,28907122","4,69999981"
06/02/2010 16.00,"32,32125104","29,0807552","85,9881708","0,16546495","5,71078756","4,69999981"
06/02/2010 17.00,"32,60852904","29,01915056","80,81563455","0,16958905","5,71981852","4,69999981"
06/02/2010 18.00,"35,6324144","32,13318672","84,48870885","0,16821435","5,96544334","4,69999981"
06/02/2010 19.00,"40,41178344","36,64210336","79,74783075","0,17333569","5,74149181","4,69999981"
06/02/2010 20.00,"37,13884096","33,70576848","82,2305085","0,17110355","5,64938212","4,69999981"
06/02/2010 21.00,"30,55217304","27,27796864","84,07638225","0,16966944","5,60603758","4,69999981"
06/02/2010 22.00,"29,64104768","26,76501728","85,3293819","0,17235942","5,51753824","4,69999981"
06/02/2010 23.00,"41,82417784","37,78993432","75,884214","0,19499537","5,49947835","4,69999981"
