, Brindisi,,,,
,Mesagne,,,,
Parm,SO2,NOX,NO,NO2,PM10



17/06/2009 12.00,"1,2","16,2","3,9","10,2","32,8"
17/06/2009 13.00,"1,3","14,1","3,4","8,8","32,8"
17/06/2009 14.00,"1,5","11,7","3,2","6,8","32,8"
17/06/2009 15.00,"1,9","12,8","3,1","8,0","32,8"
17/06/2009 16.00,"2,5","11,9","3,3","6,8","32,8"
17/06/2009 17.00,"3,2","14,5","3,8","8,8","32,8"
17/06/2009 18.00,"3,5","16,2","4,2","9,7","32,8"
17/06/2009 19.00,"3,5","25,2","5,0","17,5","32,8"
17/06/2009 20.00,"2,5","33,2","5,5","24,8","32,8"
17/06/2009 21.00,"2,6","17,4","4,7","10,3","32,8"
17/06/2009 22.00,"2,4","14,8","4,9","7,3","32,8"
17/06/2009 23.00,"3,2","15,3","5,4","7,1","32,8"
18/06/2009 0.00,"2,2","14,0","5,3","5,9","32,8"
18/06/2009 1.00,"2,5","13,8","5,4","5,5","28,1"
18/06/2009 2.00,"2,3","13,8","5,6","5,2","28,1"
18/06/2009 3.00,"2,4","15,1","5,9","6,0","28,1"
18/06/2009 4.00,"2,0","15,1","6,2","5,6","28,1"
18/06/2009 5.00,"1,6","16,5","6,4","6,7","28,1"
18/06/2009 6.00,"2,1","18,0","6,2","8,5","28,1"
18/06/2009 7.00,"1,6","17,2","6,4","7,4","28,1"
18/06/2009 8.00,"1,6","17,8","6,5","7,8","28,1"
18/06/2009 9.00,"1,8","17,1","6,1","7,7","28,1"
18/06/2009 10.00,"1,3","16,4","5,6","7,8","28,1"
18/06/2009 11.00,"1,8","16,0","5,1","8,2","28,1"
18/06/2009 12.00,"1,7","14,2","4,7","7,0","28,1"
18/06/2009 13.00,"1,7","13,9","4,8","6,5","28,1"
18/06/2009 14.00,"1,8","12,7","4,6","5,7","28,1"
18/06/2009 15.00,"2,5","12,6","4,4","5,8","28,1"
18/06/2009 16.00,"2,6","13,2","4,6","6,1","28,1"
18/06/2009 17.00,"2,9","14,8","4,9","7,2","28,1"
18/06/2009 18.00,"2,8","16,4","5,6","7,9","28,1"
18/06/2009 19.00,"3,3","18,8","6,0","9,6","28,1"
18/06/2009 20.00,"3,3","20,5","6,1","11,2","28,1"
18/06/2009 21.00,"2,8","17,5","5,8","8,5","28,1"
18/06/2009 22.00,"3,2","15,9","5,9","6,9","28,1"
18/06/2009 23.00,"3,5","16,4","6,0","7,3","28,1"
19/06/2009 0.00,"2,8","17,8","6,3","8,1","28,1"
19/06/2009 1.00,,"17,6","6,4","7,8","22,4"
19/06/2009 2.00,"0,7",,,,"22,4"
19/06/2009 3.00,"0,7","17,0","6,7","6,8","22,4"
19/06/2009 4.00,"0,4","20,2","6,7","9,9","22,4"
19/06/2009 5.00,"0,2","25,0","7,1","14,1","22,4"
19/06/2009 6.00,"0,3","35,1","7,9","23,0","22,4"
19/06/2009 7.00,"0,2","24,7","7,3","13,5","22,4"
19/06/2009 8.00,"0,3","18,9","6,9","8,3","22,4"
19/06/2009 9.00,"0,3","20,9","6,9","10,3","22,4"
19/06/2009 10.00,"0,4","18,3","6,1","9,0","22,4"
19/06/2009 11.00,"0,3","16,3","5,5","7,9","22,4"
19/06/2009 12.00,"0,1","15,7","4,3","9,2","22,4"
19/06/2009 13.00,"0,2","15,7","4,2","9,3","22,4"
19/06/2009 14.00,"0,2","13,6","3,9","7,6","22,4"
19/06/2009 15.00,"0,2","10,4","3,7","4,7","22,4"
19/06/2009 16.00,"0,2","10,8","3,9","4,9","22,4"
19/06/2009 17.00,"0,2","12,8","4,2","6,4","22,4"
19/06/2009 18.00,"0,1","14,7","4,6","7,7","22,4"
19/06/2009 19.00,"0,3","15,7","5,0","8,0","22,4"
19/06/2009 20.00,"1,4","22,2","9,4","8,9","22,4"
19/06/2009 21.00,"0,1","24,6","9,5","10,1","22,4"
19/06/2009 22.00,"0,7","22,6","8,5","9,5","22,4"
19/06/2009 23.00,"0,4","20,6","8,3","8,0","22,4"
20/06/2009 0.00,"0,8","20,4","8,6","7,2","22,4"
20/06/2009 1.00,"0,9","20,0","8,7","6,7","22,8"
20/06/2009 2.00,"0,6","20,0","8,7","6,6","22,8"
20/06/2009 3.00,"0,9","19,3","8,9","5,6","22,8"
20/06/2009 4.00,"0,6","19,2","8,7","5,8","22,8"
20/06/2009 5.00,"0,8","20,3","8,8","6,9","22,8"
20/06/2009 6.00,"0,5","20,9","9,1","6,9","22,8"
20/06/2009 7.00,"0,0","20,3","8,8","6,7","22,8"
20/06/2009 8.00,"0,1","20,6","8,7","7,3","22,8"
20/06/2009 9.00,"0,0","20,4","8,4","7,6","22,8"
20/06/2009 10.00,"0,0","18,2","7,3","7,0","22,8"
20/06/2009 11.00,"0,0","17,8","6,3","8,2","22,8"
20/06/2009 12.00,"0,1","16,3","5,3","8,1","22,8"
20/06/2009 13.00,"0,2","13,6","4,9","6,1","22,8"
20/06/2009 14.00,"0,2","12,0","4,7","4,7","22,8"
20/06/2009 15.00,"0,2","12,4","4,9","4,9","22,8"
20/06/2009 16.00,"0,4","13,0","5,1","5,2","22,8"
20/06/2009 17.00,"0,5","13,3","5,1","5,5","22,8"
20/06/2009 18.00,"0,3","15,1","5,7","6,4","22,8"
20/06/2009 19.00,"0,3","16,1","6,0","6,9","22,8"
20/06/2009 20.00,"0,7","19,6","6,1","10,3","22,8"
20/06/2009 21.00,"0,8","17,3","6,1","8,0","22,8"
20/06/2009 22.00,"1,1","16,3","6,2","6,9","22,8"
20/06/2009 23.00,"1,1","16,7","6,4","6,8","22,8"
21/06/2009 0.00,"1,0","19,0","6,7","8,8","22,8"
21/06/2009 1.00,,"18,2","6,8","7,7","13,9"
21/06/2009 2.00,"0,5",,,,"13,9"
21/06/2009 3.00,"0,3","15,8","6,8","5,4","13,9"
21/06/2009 4.00,"0,5","16,9","7,2","5,9","13,9"
21/06/2009 5.00,"0,3","17,7","7,1","6,8","13,9"
21/06/2009 6.00,"0,1","18,1","7,4","6,7","13,9"
21/06/2009 7.00,"0,2","21,1","7,7","9,3","13,9"
21/06/2009 8.00,"0,1","21,6","7,3","10,4","13,9"
21/06/2009 9.00,"0,2","20,4","7,2","9,4","13,9"
21/06/2009 10.00,"0,4","19,8","7,6","8,1","13,9"
21/06/2009 11.00,"0,3","20,8","7,6","9,1","13,9"
21/06/2009 12.00,"0,1","19,1","7,4","7,7","13,9"
21/06/2009 13.00,"0,1","16,5","6,8","6,2","13,9"
21/06/2009 14.00,"0,1","15,2","6,1","5,8","13,9"
21/06/2009 15.00,"0,2","14,7","5,7","5,9","13,9"
21/06/2009 16.00,"0,2","13,5","5,4","5,1","13,9"
21/06/2009 17.00,"0,2","14,3","5,5","5,9","13,9"
21/06/2009 18.00,"0,2","15,3","5,5","6,9","13,9"
21/06/2009 19.00,"0,2","17,3","6,2","7,8","13,9"
21/06/2009 20.00,"0,2","21,1","6,6","11,0","13,9"
21/06/2009 21.00,"0,1","26,1","6,7","15,8","13,9"
21/06/2009 22.00,"0,1","20,4","6,8","10,0","13,9"
21/06/2009 23.00,"0,7","22,8","7,0","12,0","13,9"
22/06/2009 0.00,"0,5","23,3","7,3","12,2","13,9"
22/06/2009 1.00,"0,3","23,3","7,1","12,4","11,7"
22/06/2009 2.00,"0,3","19,1","7,1","8,2","11,7"
22/06/2009 3.00,"0,5","18,3","7,1","7,5","11,7"
22/06/2009 4.00,"0,4","18,8","7,0","8,1","11,7"
22/06/2009 5.00,"0,1","28,4","8,0","16,2","11,7"
22/06/2009 6.00,"0,1","27,9","7,7","16,1","11,7"
22/06/2009 7.00,"0,3","22,0","7,2","11,0","11,7"
22/06/2009 8.00,"0,5","20,8","7,0","10,0","11,7"
22/06/2009 9.00,"0,4","20,5","6,6","10,3","11,7"
22/06/2009 10.00,"0,1","17,5","5,9","8,5","11,7"
22/06/2009 11.00,"0,2","19,1","6,1","9,8","11,7"
22/06/2009 12.00,"0,2","25,7","7,3","14,5","11,7"
22/06/2009 13.00,"0,2","24,6","6,9","14,1","11,7"
22/06/2009 14.00,"0,1","21,4","6,7","11,2","11,7"
22/06/2009 15.00,"0,1","20,4","6,3","10,7","11,7"
22/06/2009 16.00,"0,1","21,9","6,4","12,0","11,7"
22/06/2009 17.00,"0,0","23,5","6,6","13,4","11,7"
22/06/2009 18.00,"0,2","26,1","7,1","15,3","11,7"
22/06/2009 19.00,"0,1","24,6","7,2","13,6","11,7"
22/06/2009 20.00,"0,1","26,0","7,2","14,9","11,7"
22/06/2009 21.00,"0,0","27,0","6,7","16,7","11,7"
22/06/2009 22.00,"0,1","22,1","6,6","12,0","11,7"
22/06/2009 23.00,"0,3","21,1","6,7","10,9","11,7"
23/06/2009 0.00,"0,0","18,0","6,6","7,9","11,7"
23/06/2009 1.00,,"16,6","6,7","6,3","13,1"
23/06/2009 2.00,"1,2",,,,"13,1"
23/06/2009 3.00,"1,2","16,9","7,0","6,1","13,1"
23/06/2009 4.00,"1,8","18,5","7,1","7,6","13,1"
23/06/2009 5.00,"2,3","21,9","7,4","10,5","13,1"
23/06/2009 6.00,"2,2","27,6","7,5","16,1","13,1"
23/06/2009 7.00,"2,0","26,6","7,6","15,0","13,1"
23/06/2009 8.00,"2,2","22,5","7,2","11,4","13,1"
23/06/2009 9.00,"2,0","19,6","6,5","9,5","13,1"
23/06/2009 10.00,"1,4","18,5","6,2","9,1","13,1"
23/06/2009 11.00,"1,4","18,4","6,2","8,9","13,1"
23/06/2009 12.00,,,,,"13,1"
23/06/2009 13.00,,,,,"13,1"
23/06/2009 14.00,"0,5","17,2","5,7","8,5","13,1"
23/06/2009 15.00,"0,5","15,1","5,7","6,3","13,1"
23/06/2009 16.00,"0,6","19,6","6,1","10,2","13,1"
23/06/2009 17.00,"1,1","28,3","6,7","17,9","13,1"
23/06/2009 18.00,"1,1","23,2","6,8","12,9","13,1"
23/06/2009 19.00,"1,2","20,9","6,8","10,5","13,1"
23/06/2009 20.00,"0,8","20,5","6,3","10,8","13,1"
23/06/2009 21.00,"1,2","21,5","6,4","11,7","13,1"
23/06/2009 22.00,"1,5","18,4","6,2","8,9","13,1"
23/06/2009 23.00,"2,1","16,3","6,2","6,8","13,1"
24/06/2009 0.00,"1,2","15,7","6,4","5,9","13,1"
24/06/2009 1.00,"1,3","15,7","6,5","5,8","8,2"
24/06/2009 2.00,"1,0","16,3","6,3","6,6","8,2"
24/06/2009 3.00,"1,3","15,9","6,0","6,7","8,2"
24/06/2009 4.00,"1,8","16,6","5,9","7,6","8,2"
24/06/2009 5.00,"1,5","18,3","6,5","8,3","8,2"
24/06/2009 6.00,"1,7","21,0","6,4","11,1","8,2"
24/06/2009 7.00,"1,9","24,1","7,3","12,9","8,2"
24/06/2009 8.00,"1,8","29,8","7,9","17,7","8,2"
24/06/2009 9.00,"1,0","22,0","6,6","11,8","8,2"
24/06/2009 10.00,"0,8","19,0","6,0","9,7","8,2"
24/06/2009 11.00,"0,6","17,7","6,1","8,4","8,2"
24/06/2009 12.00,"0,6","16,8","5,9","7,8","8,2"
24/06/2009 13.00,"1,0","16,1","5,9","7,1","8,2"
24/06/2009 14.00,"0,8","15,0","5,8","6,1","8,2"
24/06/2009 15.00,"1,0","15,7","5,9","6,7","8,2"
24/06/2009 16.00,"0,4","14,8","5,7","6,0","8,2"
24/06/2009 17.00,"0,6","17,7","5,7","9,0","8,2"
24/06/2009 18.00,"1,1","17,3","5,8","8,5","8,2"
24/06/2009 19.00,"1,6","20,7","6,0","11,6","8,2"
24/06/2009 20.00,"1,7","24,8","6,4","15,0","8,2"
24/06/2009 21.00,"1,6","24,3","6,0","15,0","8,2"
24/06/2009 22.00,"1,0","25,5","6,2","16,0","8,2"
24/06/2009 23.00,"0,9","22,3","6,1","13,0","8,2"
25/06/2009 0.00,"1,3","22,1","6,1","12,7","8,2"
25/06/2009 1.00,,"18,6","6,1","9,4","12,0"
25/06/2009 2.00,"1,6",,,,"12,0"
25/06/2009 3.00,"1,0","15,8","5,9","6,7","12,0"
25/06/2009 4.00,"1,4","16,9","6,0","7,7","12,0"
25/06/2009 5.00,"1,6","32,3","8,2","19,7","12,0"
25/06/2009 6.00,"1,3","37,7","8,8","24,3","12,0"
25/06/2009 7.00,"0,6","32,2","8,0","20,0","12,0"
25/06/2009 8.00,"0,5","22,4","7,0","11,6","12,0"
25/06/2009 9.00,"0,6","18,8","6,3","9,2","12,0"
25/06/2009 10.00,"1,2","18,5","5,9","9,4","12,0"
25/06/2009 11.00,"1,0","17,1","5,6","8,5","12,0"
25/06/2009 12.00,"0,5","16,0","5,1","8,2","12,0"
25/06/2009 13.00,"0,2","17,5","5,4","9,2","12,0"
25/06/2009 14.00,"0,5","16,0","5,6","7,3","12,0"
25/06/2009 15.00,"0,7","15,4","5,9","6,4","12,0"
25/06/2009 16.00,"1,0","18,3","6,1","9,0","12,0"
25/06/2009 17.00,"1,1","22,7","6,3","13,0","12,0"
25/06/2009 18.00,"1,5","22,5","6,7","12,1","12,0"
25/06/2009 19.00,"1,5","25,2","7,1","14,3","12,0"
25/06/2009 20.00,"2,2","27,0","7,2","16,0","12,0"
25/06/2009 21.00,"1,0","27,3","6,6","17,2","12,0"
25/06/2009 22.00,"1,4","24,8","6,7","14,6","12,0"
25/06/2009 23.00,"1,1","23,1","6,8","12,7","12,0"
26/06/2009 0.00,"0,7","18,7","6,9","8,1","12,0"
26/06/2009 1.00,"0,3","18,6","7,0","7,9","10,5"
26/06/2009 2.00,"0,3","15,5","7,0","4,8","10,5"
26/06/2009 3.00,"0,6","16,3","7,1","5,4","10,5"
26/06/2009 4.00,"0,3","18,2","7,2","7,1","10,5"
26/06/2009 5.00,"0,7","29,1","8,3","16,3","10,5"
26/06/2009 6.00,"0,6","22,9","7,5","11,3","10,5"
26/06/2009 7.00,"0,8","27,2","7,6","15,5","10,5"
26/06/2009 8.00,"0,6","26,9","8,1","14,5","10,5"
26/06/2009 9.00,"1,2","20,7","7,4","9,3","10,5"
26/06/2009 10.00,"0,3","23,4","7,3","12,2","10,5"
26/06/2009 11.00,"0,3","18,9","5,8","10,0","10,5"
26/06/2009 12.00,"0,1","14,4","4,3","7,7","10,5"
26/06/2009 13.00,"0,4","13,6","3,8","7,8","10,5"
26/06/2009 14.00,"0,2","13,6","3,9","7,6","10,5"
26/06/2009 15.00,"0,2","12,6","3,8","6,8","10,5"
26/06/2009 16.00,"0,5","17,4","3,7","11,6","10,5"
26/06/2009 17.00,"0,4","17,3","4,3","10,7","10,5"
26/06/2009 18.00,"0,2","16,3","4,8","8,9","10,5"
26/06/2009 19.00,"0,1","22,8","4,9","15,3","10,5"
26/06/2009 20.00,"0,0","26,6","5,0","19,0","10,5"
26/06/2009 21.00,"0,1","45,8","5,1","37,9","10,5"
26/06/2009 22.00,"0,7","32,9","4,9","25,4","10,5"
26/06/2009 23.00,"1,4","16,8","4,9","9,3","10,5"
27/06/2009 0.00,"1,2","15,7","5,2","7,7","10,5"
27/06/2009 1.00,,"17,4","5,4","9,1","18,6"
27/06/2009 2.00,"0,2",,,,"18,6"
27/06/2009 3.00,"0,5","13,3","5,4","5,0","18,6"
27/06/2009 4.00,"0,2","14,0","5,4","5,7","18,6"
27/06/2009 5.00,"0,2","19,5","5,8","10,6","18,6"
27/06/2009 6.00,"0,1","24,2","6,7","13,9","18,6"
27/06/2009 7.00,"0,1","19,5","6,1","10,0","18,6"
27/06/2009 8.00,"0,1","17,2","5,9","8,2","18,6"
27/06/2009 9.00,"0,1","20,7","5,9","11,7","18,6"
27/06/2009 10.00,"0,2","15,9","5,0","8,3","18,6"
27/06/2009 11.00,"0,2","13,7","4,4","7,0","18,6"
27/06/2009 12.00,"0,1","11,6","3,8","5,8","18,6"
27/06/2009 13.00,"0,1","11,2","3,5","5,8","18,6"
27/06/2009 14.00,"0,3","15,0","3,4","9,8","18,6"
27/06/2009 15.00,"0,4","12,1","3,7","6,5","18,6"
27/06/2009 16.00,"0,5","14,7","4,2","8,1","18,6"
27/06/2009 17.00,"0,5","19,1","4,7","11,9","18,6"
27/06/2009 18.00,"0,6","21,7","5,3","13,5","18,6"
27/06/2009 19.00,"0,5","28,6","5,3","20,4","18,6"
27/06/2009 20.00,"0,4","25,7","4,9","18,1","18,6"
27/06/2009 21.00,"0,5","29,5","5,3","21,4","18,6"
27/06/2009 22.00,"0,3","24,7","5,0","17,0","18,6"
27/06/2009 23.00,"0,2","24,4","5,3","16,3","18,6"
28/06/2009 0.00,"0,3","24,1","5,4","15,8","18,6"
28/06/2009 1.00,"0,7","24,1","5,7","15,4","17,6"
28/06/2009 2.00,"0,5","22,3","5,7","13,6","17,6"
28/06/2009 3.00,"0,5","18,0","5,6","9,5","17,6"
28/06/2009 4.00,"0,2","15,9","5,3","7,7","17,6"
28/06/2009 5.00,"0,3","16,2","5,4","7,8","17,6"
28/06/2009 6.00,"0,3","17,9","5,9","8,9","17,6"
28/06/2009 7.00,"0,2","15,0","5,7","6,2","17,6"
28/06/2009 8.00,"0,4","13,1","5,5","4,7","17,6"
28/06/2009 9.00,"0,2","13,6","5,2","5,6","17,6"
28/06/2009 10.00,"0,1","12,7","4,8","5,4","17,6"
28/06/2009 11.00,"0,1","12,6","4,3","5,9","17,6"
28/06/2009 12.00,"0,4","14,3","4,2","7,8","17,6"
28/06/2009 13.00,"0,2","12,6","4,4","5,8","17,6"
28/06/2009 14.00,"0,6","13,6","4,8","6,3","17,6"
28/06/2009 15.00,"0,4","11,6","4,7","4,3","17,6"
28/06/2009 16.00,"0,5","12,5","4,6","5,4","17,6"
28/06/2009 17.00,"0,7","16,2","4,5","9,4","17,6"
28/06/2009 18.00,"1,2","16,6","4,6","9,5","17,6"
28/06/2009 19.00,"4,8","21,9","5,0","14,2","17,6"
28/06/2009 20.00,"2,7","43,2","6,9","32,6","17,6"
28/06/2009 21.00,"0,6","36,7","5,2","28,7","17,6"
28/06/2009 22.00,"0,9","44,4","6,1","35,0","17,6"
28/06/2009 23.00,"0,8","35,3","6,8","24,9","17,6"
29/06/2009 0.00,"0,9","28,2","6,4","18,4","17,6"
29/06/2009 1.00,,"20,1","5,6","11,6","17,4"
29/06/2009 2.00,"0,1",,,,"17,4"
29/06/2009 3.00,"0,1","16,3","5,5","7,8","17,4"
29/06/2009 4.00,"0,6","18,7","5,6","10,1","17,4"
29/06/2009 5.00,"0,2","21,8","6,2","12,2","17,4"
29/06/2009 6.00,"0,5","30,0","7,2","18,9","17,4"
29/06/2009 7.00,"0,4","24,1","6,6","14,1","17,4"
29/06/2009 8.00,"0,2","18,5","6,0","9,3","17,4"
29/06/2009 9.00,"0,1","17,6","5,8","8,7","17,4"
29/06/2009 10.00,"0,2","16,2","5,3","8,0","17,4"
29/06/2009 11.00,"0,2","13,8","4,3","7,1","17,4"
29/06/2009 12.00,"0,5","13,5","4,1","7,2","17,4"
29/06/2009 13.00,"0,3","12,3","4,0","6,1","17,4"
29/06/2009 14.00,"0,2","10,9","3,6","5,4","17,4"
29/06/2009 15.00,"0,4","10,5","3,5","5,1","17,4"
29/06/2009 16.00,"0,4","11,1","3,6","5,5","17,4"
29/06/2009 17.00,"0,6","11,3","3,6","5,8","17,4"
29/06/2009 18.00,"0,4","12,0","3,7","6,4","17,4"
29/06/2009 19.00,"0,7","15,0","4,1","8,8","17,4"
29/06/2009 20.00,"0,6","19,3","4,4","12,6","17,4"
29/06/2009 21.00,"0,6","23,7","4,6","16,7","17,4"
29/06/2009 22.00,"0,3","18,0","4,7","10,7","17,4"
29/06/2009 23.00,"0,4","19,9","4,9","12,3","17,4"
30/06/2009 0.00,"0,2","16,1","4,9","8,6","17,4"
30/06/2009 1.00,"0,2","18,6","5,4","10,3","19,2"
30/06/2009 2.00,"0,1","15,6","5,5","7,1","19,2"
30/06/2009 3.00,"0,0","18,0","5,6","9,5","19,2"
30/06/2009 4.00,"0,1","18,2","5,4","10,0","19,2"
30/06/2009 5.00,"0,0","26,9","6,3","17,3","19,2"
30/06/2009 6.00,"0,0","38,4","9,1","24,5","19,2"
30/06/2009 7.00,"0,0","30,1","7,0","19,3","19,2"
30/06/2009 8.00,"0,0","20,5","6,1","11,2","19,2"
30/06/2009 9.00,"0,0","18,2","5,6","9,5","19,2"
30/06/2009 10.00,"0,0","16,4","5,1","8,5","19,2"
30/06/2009 11.00,"0,0","18,6","5,0","11,0","19,2"
30/06/2009 12.00,"0,1","22,6","5,4","14,3","19,2"
30/06/2009 13.00,"0,0","21,8","5,2","13,8","19,2"
30/06/2009 14.00,"0,0","15,6","5,3","7,4","19,2"
30/06/2009 15.00,"0,1","13,4","5,2","5,4","19,2"
30/06/2009 16.00,"0,1","12,8","4,9","5,3","19,2"
30/06/2009 17.00,"0,3","12,6","4,8","5,3","19,2"
30/06/2009 18.00,"0,4","13,4","4,9","5,8","19,2"
30/06/2009 19.00,"0,3","16,1","4,9","8,5","19,2"
30/06/2009 20.00,"0,5","30,1","5,6","21,6","19,2"
30/06/2009 21.00,"0,8","29,7","5,3","21,6","19,2"
30/06/2009 22.00,"0,3","34,7","5,9","25,7","19,2"
30/06/2009 23.00,"0,5","37,8","5,9","28,7","19,2"
01/07/2009 0.00,"0,6","31,3","5,8","22,4","19,2"
01/07/2009 1.00,,"22,5","6,0","13,4","19,9"
01/07/2009 2.00,"0,3",,,,"19,9"
01/07/2009 3.00,"0,4","16,6","5,7","7,8","19,9"
01/07/2009 4.00,"0,4","17,0","5,6","8,4","19,9"
01/07/2009 5.00,"0,4","22,7","6,2","13,2","19,9"
01/07/2009 6.00,"0,4","28,4","6,5","18,4","19,9"
01/07/2009 7.00,"0,4","19,9","6,3","10,1","19,9"
01/07/2009 8.00,"0,4","17,0","6,0","7,8","19,9"
01/07/2009 9.00,"0,3","15,3","5,9","6,3","19,9"
01/07/2009 10.00,"0,1","15,3","5,2","7,3","19,9"
01/07/2009 11.00,"0,2","14,5","4,5","7,6","19,9"
01/07/2009 12.00,"0,3","17,9","4,8","10,6","19,9"
01/07/2009 13.00,"0,1","14,7","4,5","7,8","19,9"
01/07/2009 14.00,"0,2","11,0","3,8","5,2","19,9"
01/07/2009 15.00,"0,6","10,1","3,7","4,5","19,9"
01/07/2009 16.00,"0,7","12,1","3,7","6,4","19,9"
01/07/2009 17.00,"0,6","11,5","3,8","5,7","19,9"
01/07/2009 18.00,"0,3","12,9","4,4","6,1","19,9"
01/07/2009 19.00,"0,8","16,7","4,5","9,7","19,9"
01/07/2009 20.00,"0,5","26,8","4,7","19,7","19,9"
01/07/2009 21.00,"0,8","43,1","5,0","35,5","19,9"
01/07/2009 22.00,"0,7","27,6","4,7","20,4","19,9"
01/07/2009 23.00,"0,6","21,5","4,8","14,2","19,9"
02/07/2009 0.00,"0,7","21,0","5,1","13,3","19,9"
02/07/2009 1.00,"0,7","22,6","5,1","14,7","23,4"
02/07/2009 2.00,"0,5","15,9","5,3","7,7","23,4"
02/07/2009 3.00,"0,4","15,7","5,5","7,3","23,4"
02/07/2009 4.00,"0,5","19,1","5,7","10,3","23,4"
02/07/2009 5.00,"0,3","27,1","6,6","17,0","23,4"
02/07/2009 6.00,"0,2","33,9","7,7","22,1","23,4"
02/07/2009 7.00,"0,2","33,6","7,4","22,2","23,4"
02/07/2009 8.00,"0,1","27,6","6,3","17,9","23,4"
02/07/2009 9.00,"0,1","20,1","5,9","11,1","23,4"
02/07/2009 10.00,"0,1","15,9","4,9","8,3","23,4"
02/07/2009 11.00,"0,3","13,0","4,0","6,8","23,4"
02/07/2009 12.00,"0,3","12,3","3,5","7,0","23,4"
02/07/2009 13.00,"0,5","10,6","3,2","5,8","23,4"
02/07/2009 14.00,"0,4","10,0","3,1","5,3","23,4"
02/07/2009 15.00,"1,2","12,0","4,7","5,3","23,4"
02/07/2009 16.00,"0,4","9,5","2,8","5,2","23,4"
02/07/2009 17.00,"0,5","11,5","1,6","9,1","23,4"
02/07/2009 18.00,"0,5","12,3","1,6","9,9","23,4"
02/07/2009 19.00,"0,6","15,1","1,5","12,9","23,4"
02/07/2009 20.00,"0,6","21,2","1,3","19,3","23,4"
02/07/2009 21.00,"0,4","24,7","1,1","23,0","23,4"
02/07/2009 22.00,"0,5","25,4","1,2","23,5","23,4"
02/07/2009 23.00,"0,5","43,3","3,3","38,2","23,4"
03/07/2009 0.00,"0,8","24,3","2,1","21,1","23,4"
03/07/2009 1.00,,"18,5","2,9","14,1","16,1"
03/07/2009 2.00,"0,4",,,,"16,1"
03/07/2009 3.00,"0,9","16,4","4,2","10,0","16,1"
03/07/2009 4.00,"0,9","17,4","4,4","10,7","16,1"
03/07/2009 5.00,"0,9","27,4","5,6","18,8","16,1"
03/07/2009 6.00,"0,8","43,3","10,8","26,8","16,1"
03/07/2009 7.00,"0,4","29,6","6,0","20,3","16,1"
03/07/2009 8.00,"0,2","20,8","4,4","14,1","16,1"
03/07/2009 9.00,"0,1","16,9","3,9","10,9","16,1"
03/07/2009 10.00,"0,6","15,6","4,3","9,4","16,1"
03/07/2009 11.00,"0,4","24,0","10,1","8,5","16,1"
03/07/2009 12.00,"0,4","29,3","12,9","9,5","16,1"
03/07/2009 13.00,"0,1","33,8","16,0","9,2","16,1"
03/07/2009 14.00,,,,,"16,1"
03/07/2009 15.00,,,,,"16,1"
03/07/2009 16.00,,,,,"16,1"
03/07/2009 17.00,,,,,"16,1"
03/07/2009 18.00,,,,,"16,1"
03/07/2009 19.00,,,,,"16,1"
03/07/2009 20.00,,,,,"16,1"
03/07/2009 21.00,,,,,"16,1"
03/07/2009 22.00,,,,,"16,1"
03/07/2009 23.00,,,,,"16,1"
04/07/2009 0.00,,,,,"16,1"
04/07/2009 1.00,,,,,"10,4"
04/07/2009 2.00,,,,,"10,4"
04/07/2009 3.00,,,,,"10,4"
04/07/2009 4.00,,,,,"10,4"
04/07/2009 5.00,,,,,"10,4"
04/07/2009 6.00,,,,,"10,4"
04/07/2009 7.00,,,,,"10,4"
04/07/2009 8.00,,,,,"10,4"
04/07/2009 9.00,,,,,"10,4"
04/07/2009 10.00,,,,,"10,4"
04/07/2009 11.00,,,,,"10,4"
04/07/2009 12.00,,,,,"10,4"
04/07/2009 13.00,,,,,"10,4"
04/07/2009 14.00,,,,,"10,4"
04/07/2009 15.00,,,,,"10,4"
04/07/2009 16.00,,,,,"10,4"
04/07/2009 17.00,,,,,"10,4"
04/07/2009 18.00,,,,,"10,4"
04/07/2009 19.00,,,,,"10,4"
04/07/2009 20.00,,,,,"10,4"
04/07/2009 21.00,,,,,"10,4"
04/07/2009 22.00,,,,,"10,4"
04/07/2009 23.00,,,,,"10,4"
05/07/2009 0.00,,,,,"10,4"
05/07/2009 1.00,,,,,"11,4"
05/07/2009 2.00,,,,,"11,4"
05/07/2009 3.00,,,,,"11,4"
05/07/2009 4.00,,,,,"11,4"
05/07/2009 5.00,,,,,"11,4"
05/07/2009 6.00,,,,,"11,4"
05/07/2009 7.00,,,,,"11,4"
05/07/2009 8.00,,,,,"11,4"
05/07/2009 9.00,,,,,"11,4"
05/07/2009 10.00,,,,,"11,4"
05/07/2009 11.00,,,,,"11,4"
05/07/2009 12.00,,,,,"11,4"
05/07/2009 13.00,,,,,"11,4"
05/07/2009 14.00,,,,,"11,4"
05/07/2009 15.00,,,,,"11,4"
05/07/2009 16.00,,,,,"11,4"
05/07/2009 17.00,,,,,"11,4"
05/07/2009 18.00,,,,,"11,4"
05/07/2009 19.00,,,,,"11,4"
05/07/2009 20.00,,,,,"11,4"
05/07/2009 21.00,,,,,"11,4"
05/07/2009 22.00,,,,,"11,4"
05/07/2009 23.00,,,,,"11,4"
06/07/2009 0.00,,,,,"11,4"
06/07/2009 1.00,,,,,"11,7"
06/07/2009 2.00,,,,,"11,7"
06/07/2009 3.00,,,,,"11,7"
06/07/2009 4.00,,,,,"11,7"
