, Brindisi,,,,
,Mesagne,,,,
Parm,SO2,NOX,NO,NO2,PM10



07/04/2009 20.00,"1,0","82,9","9,2","68,8","41,6"
07/04/2009 21.00,"1,5","68,7","9,3","54,5","41,6"
07/04/2009 22.00,"1,7","52,0","10,2","36,4","41,6"
07/04/2009 23.00,"1,1","30,4","8,4","17,5","41,6"
08/04/2009 0.00,"1,2","28,2","8,8","14,7","41,6"
08/04/2009 1.00,,"26,1","8,8","12,7","36,3"
08/04/2009 2.00,"0,4",,,,"36,3"
08/04/2009 3.00,"1,0","26,4","9,2","12,3","36,3"
08/04/2009 4.00,"0,8","24,1","9,4","9,8","36,3"
08/04/2009 5.00,"1,0","27,0","9,4","12,6","36,3"
08/04/2009 6.00,"1,3","45,9","11,0","29,0","36,3"
08/04/2009 7.00,"1,1","67,6","15,7","43,6","36,3"
08/04/2009 8.00,"1,2","54,4","12,3","35,6","36,3"
08/04/2009 9.00,"1,1","42,6","10,3","26,8","36,3"
08/04/2009 10.00,"0,6","27,1","8,7","13,7","36,3"
08/04/2009 11.00,"0,6","20,9","7,5","9,3","36,3"
08/04/2009 12.00,"0,5","21,6","7,9","9,5","36,3"
08/04/2009 13.00,"0,3","20,1","8,0","7,8","36,3"
08/04/2009 14.00,"0,7","18,9","7,9","6,7","36,3"
08/04/2009 15.00,"0,6","19,7","8,0","7,4","36,3"
08/04/2009 16.00,"0,4","19,9","7,8","8,0","36,3"
08/04/2009 17.00,"0,4","22,4","7,7","10,7","36,3"
08/04/2009 18.00,"0,3","25,7","7,8","13,8","36,3"
08/04/2009 19.00,"0,6","28,6","7,7","16,8","36,3"
08/04/2009 20.00,"0,7","33,4","7,8","21,5","36,3"
08/04/2009 21.00,"1,1","29,6","8,0","17,2","36,3"
08/04/2009 22.00,"1,0","25,0","8,4","12,1","36,3"
08/04/2009 23.00,"0,4","25,6","8,8","12,0","36,3"
09/04/2009 0.00,"0,3","23,6","9,0","9,8","36,3"
09/04/2009 1.00,"0,3","23,3","9,1","9,2","30,7"
09/04/2009 2.00,"1,1","21,5","9,4","7,0","30,7"
09/04/2009 3.00,"0,8","20,6","9,4","6,2","30,7"
09/04/2009 4.00,"0,6","20,1","9,3","5,8","30,7"
09/04/2009 5.00,"0,6","21,3","9,4","6,9","30,7"
09/04/2009 6.00,"0,8","25,3","9,2","11,1","30,7"
09/04/2009 7.00,"0,6","25,6","9,0","11,7","30,7"
09/04/2009 8.00,"0,7","28,9","9,0","15,1","30,7"
09/04/2009 9.00,"0,5","31,4","9,1","17,4","30,7"
09/04/2009 10.00,"0,4","27,3","8,2","14,7","30,7"
09/04/2009 11.00,"0,5","21,4","7,1","10,4","30,7"
09/04/2009 12.00,"0,2","20,8","7,0","10,0","30,7"
09/04/2009 13.00,"0,3","19,7","7,4","8,3","30,7"
09/04/2009 14.00,"0,4","18,6","7,4","7,3","30,7"
09/04/2009 15.00,"0,2","21,7","7,5","10,1","30,7"
09/04/2009 16.00,"0,2","21,4","7,3","10,3","30,7"
09/04/2009 17.00,"0,1","20,3","6,8","9,9","30,7"
09/04/2009 18.00,"0,2","23,2","7,0","12,5","30,7"
09/04/2009 19.00,"0,1","34,4","7,4","23,1","30,7"
09/04/2009 20.00,"0,0","42,6","7,9","30,5","30,7"
09/04/2009 21.00,"0,1","54,8","10,1","39,4","30,7"
09/04/2009 22.00,"0,3","62,9","9,8","47,9","30,7"
09/04/2009 23.00,"0,6","64,5","13,1","44,4","30,7"
10/04/2009 0.00,"0,5","48,1","10,4","32,1","30,7"
10/04/2009 1.00,,"34,8","9,4","20,5","37,4"
10/04/2009 2.00,"0,4",,,,"37,4"
10/04/2009 3.00,"0,3","27,0","9,6","12,3","37,4"
10/04/2009 4.00,"0,8","27,7","9,8","12,6","37,4"
10/04/2009 5.00,"0,9","40,1","10,0","24,7","37,4"
10/04/2009 6.00,"0,8","46,0","10,4","30,0","37,4"
10/04/2009 7.00,"0,7","41,7","10,7","25,3","37,4"
10/04/2009 8.00,"1,2","39,6","10,1","24,2","37,4"
10/04/2009 9.00,"0,9","34,1","9,2","19,9","37,4"
10/04/2009 10.00,"0,5","27,5","7,9","15,3","37,4"
10/04/2009 11.00,"0,6","22,9","6,7","12,7","37,4"
10/04/2009 12.00,"0,6","21,1","6,2","11,6","37,4"
10/04/2009 13.00,"1,0","21,0","6,5","11,1","37,4"
10/04/2009 14.00,"1,2","20,0","6,7","9,8","37,4"
10/04/2009 15.00,"1,2","24,3","6,9","13,7","37,4"
10/04/2009 16.00,"1,4","22,3","6,9","11,8","37,4"
10/04/2009 17.00,"1,2","24,7","6,8","14,3","37,4"
10/04/2009 18.00,"0,4","29,7","7,2","18,6","37,4"
10/04/2009 19.00,"1,1","38,4","7,5","26,9","37,4"
10/04/2009 20.00,"1,1","60,9","8,6","47,7","37,4"
10/04/2009 21.00,"0,8","69,9","10,1","54,4","37,4"
10/04/2009 22.00,"0,5","48,4","9,0","34,6","37,4"
10/04/2009 23.00,"0,7","42,3","9,2","28,2","37,4"
11/04/2009 0.00,"0,8","31,1","9,2","17,0","37,4"
11/04/2009 1.00,"0,9","27,7","8,7","14,3","39,0"
11/04/2009 2.00,"0,4","23,9","8,4","11,0","39,0"
11/04/2009 3.00,"0,5","20,9","8,4","7,9","39,0"
11/04/2009 4.00,"0,3","20,8","8,6","7,6","39,0"
11/04/2009 5.00,"0,5","25,5","8,7","12,1","39,0"
11/04/2009 6.00,"0,9","43,1","9,8","28,0","39,0"
11/04/2009 7.00,"0,9","61,1","11,7","43,2","39,0"
11/04/2009 8.00,"1,0","89,3","21,0","57,2","39,0"
11/04/2009 9.00,"0,9","77,1","19,9","46,6","39,0"
11/04/2009 10.00,"0,8","50,8","12,8","31,2","39,0"
11/04/2009 11.00,"0,5","25,1","8,2","12,6","39,0"
11/04/2009 12.00,"1,3","39,1","9,6","24,4","39,0"
11/04/2009 13.00,"6,1","26,0","7,9","13,9","39,0"
11/04/2009 14.00,"5,9","21,1","7,3","9,9","39,0"
11/04/2009 15.00,"7,1","23,9","7,1","13,1","39,0"
11/04/2009 16.00,"5,4","23,7","6,6","13,6","39,0"
11/04/2009 17.00,"2,5","23,1","6,6","12,9","39,0"
11/04/2009 18.00,"1,3","25,3","6,7","14,9","39,0"
11/04/2009 19.00,"0,6","37,1","7,3","26,0","39,0"
11/04/2009 20.00,"0,9","46,1","7,6","34,5","39,0"
11/04/2009 21.00,"0,7","43,4","8,0","31,2","39,0"
11/04/2009 22.00,"1,0","41,8","8,3","29,1","39,0"
11/04/2009 23.00,"1,1","57,3","9,6","42,6","39,0"
12/04/2009 0.00,"0,9","45,1","9,3","30,8","39,0"
12/04/2009 1.00,,"47,7","11,0","30,8","30,9"
12/04/2009 2.00,"2,0",,,,"30,9"
12/04/2009 3.00,"1,5","34,7","10,1","19,1","30,9"
12/04/2009 4.00,"1,9","32,9","9,8","17,9","30,9"
12/04/2009 5.00,"1,8","32,5","10,0","17,2","30,9"
12/04/2009 6.00,"2,0","42,4","11,7","24,4","30,9"
12/04/2009 7.00,"2,1","39,7","11,4","22,2","30,9"
12/04/2009 8.00,"2,0","33,9","10,1","18,3","30,9"
12/04/2009 9.00,"1,5","29,9","9,4","15,5","30,9"
12/04/2009 10.00,"1,5","22,1","8,1","9,7","30,9"
12/04/2009 11.00,"1,3","23,4","7,2","12,5","30,9"
12/04/2009 12.00,"1,4","22,5","6,8","12,1","30,9"
12/04/2009 13.00,"2,2","18,2","6,7","8,0","30,9"
12/04/2009 14.00,"1,9","17,0","7,2","6,0","30,9"
12/04/2009 15.00,"1,8","18,7","7,2","7,7","30,9"
12/04/2009 16.00,"1,2","21,7","7,1","10,8","30,9"
12/04/2009 17.00,"1,7","24,5","7,1","13,6","30,9"
12/04/2009 18.00,"1,6","30,7","7,7","18,9","30,9"
12/04/2009 19.00,"1,9","32,5","8,1","20,1","30,9"
12/04/2009 20.00,"2,0","36,0","8,3","23,2","30,9"
12/04/2009 21.00,"2,0","31,9","8,2","19,4","30,9"
12/04/2009 22.00,"2,0","30,3","8,5","17,2","30,9"
12/04/2009 23.00,"2,0","22,9","8,5","9,8","30,9"
13/04/2009 0.00,"1,8","22,0","8,7","8,7","30,9"
13/04/2009 1.00,"1,7","18,9","8,5","5,7","14,9"
13/04/2009 2.00,"1,6","18,2","8,8","4,7","14,9"
13/04/2009 3.00,"2,0","18,2","9,3","4,0","14,9"
13/04/2009 4.00,"2,3","19,0","9,6","4,2","14,9"
13/04/2009 5.00,"1,7","20,7","9,7","5,7","14,9"
13/04/2009 6.00,"2,0","23,1","9,8","8,0","14,9"
13/04/2009 7.00,"1,9","21,7","9,7","6,8","14,9"
13/04/2009 8.00,"1,7","21,3","9,4","6,9","14,9"
13/04/2009 9.00,"1,2","22,7","9,0","8,8","14,9"
13/04/2009 10.00,"1,1","24,1","9,0","10,2","14,9"
13/04/2009 11.00,"1,0","26,1","9,0","12,3","14,9"
13/04/2009 12.00,"1,0","22,0","8,4","9,1","14,9"
13/04/2009 13.00,"1,3","21,0","8,6","7,9","14,9"
13/04/2009 14.00,"1,9","20,3","9,1","6,3","14,9"
13/04/2009 15.00,"1,5","19,8","9,4","5,4","14,9"
13/04/2009 16.00,"1,4","20,5","9,9","5,3","14,9"
13/04/2009 17.00,"1,6","20,5","9,8","5,4","14,9"
13/04/2009 18.00,"1,4","19,9","9,7","5,1","14,9"
13/04/2009 19.00,"1,5","19,3","9,2","5,1","14,9"
13/04/2009 20.00,"1,4","18,7","8,7","5,4","14,9"
13/04/2009 21.00,"1,9","18,9","8,8","5,3","14,9"
13/04/2009 22.00,"1,1","18,2","8,8","4,8","14,9"
13/04/2009 23.00,"1,4","17,7","8,9","4,0","14,9"
14/04/2009 0.00,"1,5","17,8","8,9","4,1","14,9"
14/04/2009 1.00,,"18,8","9,0","4,9","18,6"
14/04/2009 2.00,"1,4",,,,"18,6"
14/04/2009 3.00,"1,3","19,5","9,2","5,3","18,6"
14/04/2009 4.00,"1,4","19,1","9,3","4,9","18,6"
14/04/2009 5.00,"1,2","19,9","9,2","5,8","18,6"
14/04/2009 6.00,"1,6","24,4","9,8","9,5","18,6"
14/04/2009 7.00,"1,4","26,6","9,9","11,3","18,6"
14/04/2009 8.00,"1,0","26,5","10,0","11,2","18,6"
14/04/2009 9.00,"1,2","27,1","9,7","12,2","18,6"
14/04/2009 10.00,"0,9","20,2","8,4","7,4","18,6"
14/04/2009 11.00,"0,7","17,8","7,1","6,9","18,6"
14/04/2009 12.00,"0,8","18,1","6,7","7,9","18,6"
14/04/2009 13.00,"1,0","16,6","6,4","6,7","18,6"
14/04/2009 14.00,"0,5","15,5","6,0","6,2","18,6"
14/04/2009 15.00,"0,7","15,2","6,1","5,8","18,6"
14/04/2009 16.00,"0,7","16,2","6,7","5,9","18,6"
14/04/2009 17.00,"0,9","18,8","7,6","7,0","18,6"
14/04/2009 18.00,"0,8","26,7","8,7","13,4","18,6"
14/04/2009 19.00,"1,1","34,2","9,8","19,1","18,6"
14/04/2009 20.00,"1,0","34,9","9,2","20,8","18,6"
14/04/2009 21.00,"0,9","34,7","9,2","20,7","18,6"
14/04/2009 22.00,"1,1","25,3","8,9","11,8","18,6"
14/04/2009 23.00,"1,0","28,8","9,0","15,1","18,6"
15/04/2009 0.00,"1,1","26,6","9,2","12,5","18,6"
15/04/2009 1.00,"1,2","25,8","9,2","11,7","27,1"
15/04/2009 2.00,"0,7","25,1","9,5","10,5","27,1"
15/04/2009 3.00,"0,8","23,9","9,6","9,1","27,1"
15/04/2009 4.00,"1,1","24,8","9,9","9,6","27,1"
15/04/2009 5.00,"1,1","28,1","9,8","13,1","27,1"
15/04/2009 6.00,"1,3","52,0","14,0","30,5","27,1"
15/04/2009 7.00,"1,4","68,9","17,4","42,3","27,1"
15/04/2009 8.00,"1,3","35,9","10,4","19,9","27,1"
15/04/2009 9.00,"0,7","29,9","9,6","15,2","27,1"
15/04/2009 10.00,"0,8","24,7","8,8","11,2","27,1"
15/04/2009 11.00,"0,9","25,0","8,0","12,7","27,1"
15/04/2009 12.00,"1,0","21,0","7,2","9,9","27,1"
15/04/2009 13.00,"0,4","18,3","7,1","7,4","27,1"
15/04/2009 14.00,"0,5","18,2","7,0","7,4","27,1"
15/04/2009 15.00,"0,7","17,3","6,8","6,8","27,1"
15/04/2009 16.00,"0,7","19,7","6,8","9,2","27,1"
15/04/2009 17.00,"0,7","20,8","7,4","9,4","27,1"
15/04/2009 18.00,"0,8","27,5","8,1","15,2","27,1"
15/04/2009 19.00,"1,2","37,8","8,4","24,9","27,1"
15/04/2009 20.00,"0,8","38,8","8,4","25,9","27,1"
15/04/2009 21.00,"1,3","40,9","8,8","27,4","27,1"
15/04/2009 22.00,"1,6","33,4","9,0","19,6","27,1"
15/04/2009 23.00,"1,5","27,9","9,3","13,7","27,1"
16/04/2009 0.00,"1,2","26,8","9,3","12,5","27,1"
16/04/2009 1.00,,"23,5","9,3","9,1","30,9"
16/04/2009 2.00,"0,3",,,,"30,9"
16/04/2009 3.00,"0,4","25,2","10,1","9,8","30,9"
16/04/2009 4.00,"0,7","26,6","10,2","11,0","30,9"
16/04/2009 5.00,"0,7","31,2","10,5","15,1","30,9"
16/04/2009 6.00,"0,9","57,3","14,6","34,9","30,9"
16/04/2009 7.00,"1,3","84,1","22,0","50,4","30,9"
16/04/2009 8.00,"0,8","54,8","11,5","37,2","30,9"
16/04/2009 9.00,"0,4","34,8","8,4","22,0","30,9"
16/04/2009 10.00,"0,4","24,3","7,4","12,9","30,9"
16/04/2009 11.00,"0,4","19,4","6,2","9,9","30,9"
16/04/2009 12.00,"0,4","20,8","6,8","10,3","30,9"
16/04/2009 13.00,"0,5","19,8","7,7","8,0","30,9"
16/04/2009 14.00,"0,6","19,5","8,1","7,1","30,9"
16/04/2009 15.00,"0,3","18,5","7,6","6,9","30,9"
16/04/2009 16.00,"0,4","20,8","7,3","9,6","30,9"
16/04/2009 17.00,"0,2","19,3","6,8","8,9","30,9"
16/04/2009 18.00,"0,6","23,2","6,8","12,8","30,9"
16/04/2009 19.00,"0,6","27,1","7,3","15,8","30,9"
16/04/2009 20.00,"0,6","33,4","7,6","21,7","30,9"
16/04/2009 21.00,"0,9","33,5","8,0","21,2","30,9"
16/04/2009 22.00,"0,6","26,1","8,5","13,1","30,9"
16/04/2009 23.00,"0,7","22,1","8,8","8,5","30,9"
17/04/2009 0.00,"0,8","21,0","8,9","7,2","30,9"
17/04/2009 1.00,"1,0","19,9","9,1","5,9","28,1"
17/04/2009 2.00,"0,5","20,5","9,4","6,0","28,1"
17/04/2009 3.00,"0,8","20,2","9,6","5,5","28,1"
17/04/2009 4.00,"0,7","20,1","9,6","5,3","28,1"
17/04/2009 5.00,"0,7","21,2","9,5","6,7","28,1"
17/04/2009 6.00,"0,7","21,9","9,2","7,8","28,1"
17/04/2009 7.00,"1,0","23,6","9,1","9,7","28,1"
17/04/2009 8.00,"0,9","27,2","8,9","13,6","28,1"
17/04/2009 9.00,"0,7","29,3","8,9","15,6","28,1"
17/04/2009 10.00,"0,3","21,4","7,6","9,7","28,1"
17/04/2009 11.00,"0,2","19,5","7,0","8,8","28,1"
17/04/2009 12.00,"0,1","19,9","7,1","9,0","28,1"
17/04/2009 13.00,"0,1",,,,"28,1"
17/04/2009 14.00,"0,1",,,,"28,1"
17/04/2009 15.00,"0,2","15,7","5,8","6,7","28,1"
17/04/2009 16.00,"0,2","17,3","5,7","8,5","28,1"
17/04/2009 17.00,"0,3","17,0","5,4","8,8","28,1"
17/04/2009 18.00,"0,2","18,6","5,5","10,2","28,1"
17/04/2009 19.00,"0,1","22,5","5,6","13,9","28,1"
17/04/2009 20.00,"0,2","26,8","5,6","18,2","28,1"
17/04/2009 21.00,"0,4","27,5","5,8","18,7","28,1"
17/04/2009 22.00,"0,4","22,8","5,9","13,7","28,1"
17/04/2009 23.00,"0,3","17,0","6,0","7,7","28,1"
18/04/2009 0.00,"0,4","15,9","6,2","6,5","28,1"
18/04/2009 1.00,,"16,1","6,3","6,4","28,1"
18/04/2009 2.00,"0,4",,,,"28,1"
18/04/2009 3.00,"0,5","17,8","6,7","7,5","28,1"
18/04/2009 4.00,"0,4","16,8","6,8","6,3","28,1"
18/04/2009 5.00,"0,6","20,1","6,9","9,5","28,1"
18/04/2009 6.00,"0,7","22,7","7,0","11,9","28,1"
18/04/2009 7.00,"0,5","30,2","7,5","18,6","28,1"
18/04/2009 8.00,"0,9","33,4","9,3","19,1","28,1"
18/04/2009 9.00,"0,3","36,7","8,3","24,0","28,1"
18/04/2009 10.00,"0,1","26,3","6,4","16,5","28,1"
18/04/2009 11.00,"0,1","22,1","5,5","13,6","28,1"
18/04/2009 12.00,"0,1","19,5","5,4","11,2","28,1"
18/04/2009 13.00,"0,1","16,9","5,5","8,5","28,1"
18/04/2009 14.00,"0,1","15,2","5,5","6,7","28,1"
18/04/2009 15.00,"0,1","15,9","5,4","7,5","28,1"
18/04/2009 16.00,"0,1","14,8","5,0","7,2","28,1"
18/04/2009 17.00,"0,2","15,9","4,7","8,6","28,1"
18/04/2009 18.00,"0,2","19,0","4,7","11,8","28,1"
18/04/2009 19.00,"0,1","21,1","4,9","13,6","28,1"
18/04/2009 20.00,"0,1","22,3","5,2","14,4","28,1"
18/04/2009 21.00,"0,1","21,9","5,4","13,6","28,1"
18/04/2009 22.00,"0,2","21,2","5,6","12,6","28,1"
18/04/2009 23.00,"0,2","20,7","5,6","12,0","28,1"
19/04/2009 0.00,"0,2","21,6","6,1","12,3","28,1"
19/04/2009 1.00,"0,3","19,9","6,2","10,4","22,4"
19/04/2009 2.00,"0,9","16,8","6,2","7,3","22,4"
19/04/2009 3.00,"0,8","15,3","6,1","5,9","22,4"
19/04/2009 4.00,"1,0","15,0","6,2","5,6","22,4"
19/04/2009 5.00,"0,9","15,5","6,2","6,0","22,4"
19/04/2009 6.00,"1,4","17,4","6,2","7,8","22,4"
19/04/2009 7.00,"0,8","18,2","6,4","8,4","22,4"
19/04/2009 8.00,"0,7","23,1","6,5","13,1","22,4"
19/04/2009 9.00,"0,4","22,5","6,2","13,0","22,4"
19/04/2009 10.00,"0,2","17,5","5,5","9,1","22,4"
19/04/2009 11.00,"0,2","17,3","5,0","9,5","22,4"
19/04/2009 12.00,"0,1","17,4","4,8","10,0","22,4"
19/04/2009 13.00,"0,2","16,4","4,9","8,8","22,4"
19/04/2009 14.00,"0,2","13,5","4,9","6,0","22,4"
19/04/2009 15.00,"0,1","13,3","4,8","6,0","22,4"
19/04/2009 16.00,"0,2","14,1","4,6","7,0","22,4"
19/04/2009 17.00,"0,2","17,4","4,6","10,3","22,4"
19/04/2009 18.00,"0,2","18,8","5,0","11,2","22,4"
19/04/2009 19.00,"0,3","21,0","5,1","13,1","22,4"
19/04/2009 20.00,"0,4","23,0","5,5","14,7","22,4"
19/04/2009 21.00,"0,3","25,9","5,6","17,3","22,4"
19/04/2009 22.00,"0,3","24,0","5,9","14,9","22,4"
19/04/2009 23.00,"0,3","26,1","6,0","17,0","22,4"
20/04/2009 0.00,"0,3","22,8","6,1","13,4","22,4"
20/04/2009 1.00,,"20,4","5,9","11,4","28,5"
20/04/2009 2.00,"0,4",,,,"28,5"
20/04/2009 3.00,"0,4","18,5","6,6","8,3","28,5"
20/04/2009 4.00,"0,3","19,7","6,6","9,5","28,5"
20/04/2009 5.00,"0,6","21,8","6,6","11,7","28,5"
20/04/2009 6.00,"0,7","27,1","6,5","17,1","28,5"
20/04/2009 7.00,"0,5","36,2","7,2","25,2","28,5"
20/04/2009 8.00,"0,2","41,0","7,6","29,4","28,5"
20/04/2009 9.00,"0,4","36,3","6,5","26,3","28,5"
20/04/2009 10.00,"0,6","25,0","5,8","16,1","28,5"
20/04/2009 11.00,"0,6","19,3","5,0","11,6","28,5"
20/04/2009 12.00,"0,6","19,8","5,0","12,2","28,5"
20/04/2009 13.00,"0,9","19,4","5,4","11,2","28,5"
20/04/2009 14.00,"0,8","16,3","5,6","7,8","28,5"
20/04/2009 15.00,"0,5","15,8","5,4","7,5","28,5"
20/04/2009 16.00,"0,8","15,7","4,8","8,3","28,5"
20/04/2009 17.00,"0,6","17,9","4,6","10,9","28,5"
20/04/2009 18.00,"0,3","21,6","4,7","14,4","28,5"
20/04/2009 19.00,"0,5","24,7","4,8","17,3","28,5"
20/04/2009 20.00,"0,8","26,1","5,0","18,4","28,5"
20/04/2009 21.00,"0,8","19,8","5,2","11,7","28,5"
20/04/2009 22.00,"1,9","15,0","5,3","6,9","28,5"
20/04/2009 23.00,"1,5","15,3","5,8","6,4","28,5"
21/04/2009 0.00,"1,7","14,0","6,0","4,8","28,5"
21/04/2009 1.00,"1,8","14,3","6,3","4,7","22,1"
21/04/2009 2.00,"1,7","15,2","6,3","5,5","22,1"
21/04/2009 3.00,"1,8","13,6","6,5","3,7","22,1"
21/04/2009 4.00,"2,0","14,1","6,6","3,9","22,1"
21/04/2009 5.00,"1,6","15,7","6,5","5,7","22,1"
21/04/2009 6.00,"1,9","18,4","6,3","8,7","22,1"
21/04/2009 7.00,"1,7","25,0","6,9","14,4","22,1"
21/04/2009 8.00,"1,8","27,1","7,2","16,0","22,1"
21/04/2009 9.00,"1,7","28,8","7,0","18,0","22,1"
21/04/2009 10.00,"1,6","23,4","6,5","13,4","22,1"
21/04/2009 11.00,"0,9","21,2","6,1","11,9","22,1"
21/04/2009 12.00,"0,8","22,6","6,2","13,1","22,1"
21/04/2009 13.00,"0,8","22,1","6,2","12,5","22,1"
21/04/2009 14.00,"0,3","18,7","6,1","9,3","22,1"
21/04/2009 15.00,"0,2","19,6","6,0","10,4","22,1"
21/04/2009 16.00,"0,4","20,0","5,8","11,0","22,1"
21/04/2009 17.00,"1,5","22,5","6,2","12,9","22,1"
21/04/2009 18.00,"1,5","24,4","6,2","14,9","22,1"
21/04/2009 19.00,"1,0","24,8","6,2","15,3","22,1"
21/04/2009 20.00,"0,5","28,4","6,5","18,5","22,1"
21/04/2009 21.00,"0,8","23,6","6,2","14,0","22,1"
21/04/2009 22.00,"0,6","18,1","6,1","8,7","22,1"
21/04/2009 23.00,"0,7","16,5","6,4","6,7","22,1"
22/04/2009 0.00,"0,6","15,8","6,6","5,7","22,1"
22/04/2009 1.00,,"16,4","6,7","6,1","14,4"
22/04/2009 2.00,"1,1",,,,"14,4"
22/04/2009 3.00,"1,7","16,0","6,9","5,3","14,4"
22/04/2009 4.00,"1,6","15,7","6,9","5,2","14,4"
22/04/2009 5.00,"1,5","19,0","7,0","8,3","14,4"
22/04/2009 6.00,"2,1","29,3","7,5","17,8","14,4"
22/04/2009 7.00,"2,3","47,4","10,7","31,0","14,4"
22/04/2009 8.00,"2,4","32,5","7,7","20,6","14,4"
22/04/2009 9.00,"2,3","22,8","6,8","12,4","14,4"
22/04/2009 10.00,"1,8","23,4","6,6","13,3","14,4"
22/04/2009 11.00,"1,6","22,7","6,3","13,1","14,4"
22/04/2009 12.00,"1,6","19,4","5,5","11,0","14,4"
22/04/2009 13.00,"1,6","16,6","5,2","8,6","14,4"
22/04/2009 14.00,"2,5","16,3","4,9","8,8","14,4"
22/04/2009 15.00,"1,8","17,4","5,0","9,8","14,4"
22/04/2009 16.00,"2,4","16,9","4,9","9,3","14,4"
22/04/2009 17.00,"2,2","18,2","5,3","10,1","14,4"
22/04/2009 18.00,"2,1","21,3","5,6","12,6","14,4"
22/04/2009 19.00,"2,4","29,9","6,3","20,3","14,4"
22/04/2009 20.00,"2,6","34,3","6,8","23,8","14,4"
22/04/2009 21.00,"1,9","20,3","5,8","11,4","14,4"
22/04/2009 22.00,"2,1","16,6","5,8","7,7","14,4"
22/04/2009 23.00,"2,5","19,4","6,1","10,1","14,4"
23/04/2009 0.00,"2,4","18,0","6,3","8,4","14,4"
23/04/2009 1.00,"2,8","18,3","6,7","8,1","15,6"
23/04/2009 2.00,"2,3","17,3","6,8","6,8","15,6"
23/04/2009 3.00,"2,3","17,8","6,3","8,1","15,6"
23/04/2009 4.00,"2,3","19,1","6,2","9,5","15,6"
23/04/2009 5.00,"2,6","20,5","6,5","10,5","15,6"
23/04/2009 6.00,"1,9","51,6","10,1","36,0","15,6"
23/04/2009 7.00,"2,3","42,0","9,7","27,2","15,6"
23/04/2009 8.00,"2,0","29,4","7,8","17,4","15,6"
23/04/2009 9.00,"2,0","24,3","6,6","14,3","15,6"
23/04/2009 10.00,"1,3","16,9","5,4","8,7","15,6"
23/04/2009 11.00,,,,,"15,6"
23/04/2009 12.00,"1,4","16,4","3,7","10,8","15,6"
23/04/2009 13.00,"1,7","20,7","4,0","14,6","15,6"
23/04/2009 14.00,"2,3","15,0","4,8","7,6","15,6"
23/04/2009 15.00,"2,1","19,1","5,5","10,6","15,6"
23/04/2009 16.00,"1,7","18,4","5,5","9,9","15,6"
23/04/2009 17.00,"2,0","20,3","5,7","11,6","15,6"
23/04/2009 18.00,"1,8","21,1","5,7","12,3","15,6"
23/04/2009 19.00,"1,7","41,7","6,8","31,4","15,6"
23/04/2009 20.00,"2,1","49,9","6,8","39,5","15,6"
23/04/2009 21.00,"2,3","35,7","6,0","26,5","15,6"
23/04/2009 22.00,"1,9","25,5","5,9","16,4","15,6"
23/04/2009 23.00,"2,5","23,8","5,9","14,8","15,6"
24/04/2009 0.00,"2,5","20,6","6,0","11,3","15,6"
24/04/2009 1.00,,"16,7","5,9","7,6","12,1"
24/04/2009 2.00,"0,9",,,,"12,1"
24/04/2009 3.00,"0,9","15,2","6,2","5,7","12,1"
24/04/2009 4.00,"0,8","14,7","6,3","5,1","12,1"
24/04/2009 5.00,"0,5","20,4","6,4","10,7","12,1"
24/04/2009 6.00,"0,7","27,2","6,9","16,6","12,1"
24/04/2009 7.00,"0,9","35,1","8,0","22,8","12,1"
24/04/2009 8.00,"1,0","30,5","7,2","19,5","12,1"
24/04/2009 9.00,"0,6","27,1","6,4","17,3","12,1"
24/04/2009 10.00,"0,5","23,0","5,4","14,8","12,1"
24/04/2009 11.00,"0,7","24,0","5,5","15,6","12,1"
24/04/2009 12.00,"0,8","23,4","5,4","15,1","12,1"
24/04/2009 13.00,"0,7","34,5","7,0","23,9","12,1"
24/04/2009 14.00,"0,8","25,1","6,5","15,2","12,1"
24/04/2009 15.00,"0,7","25,1","6,5","15,1","12,1"
24/04/2009 16.00,"0,6","21,2","6,0","12,0","12,1"
24/04/2009 17.00,"0,7","28,7","5,3","20,5","12,1"
24/04/2009 18.00,"1,0","34,7","5,7","25,9","12,1"
24/04/2009 19.00,"0,8","36,2","6,2","26,8","12,1"
24/04/2009 20.00,"0,6","44,2","6,4","34,3","12,1"
24/04/2009 21.00,"0,6","38,0","6,5","28,1","12,1"
24/04/2009 22.00,"0,4","26,9","6,2","17,4","12,1"
24/04/2009 23.00,"0,6","27,3","6,5","17,3","12,1"
25/04/2009 0.00,"0,6","27,8","6,4","17,9","12,1"
25/04/2009 1.00,"0,5","18,9","6,4","9,1","15,6"
25/04/2009 2.00,"0,4","18,9","6,7","8,5","15,6"
25/04/2009 3.00,"0,5","21,4","6,8","11,1","15,6"
25/04/2009 4.00,"0,7","20,8","6,8","10,3","15,6"
25/04/2009 5.00,"0,5","22,2","7,0","11,4","15,6"
25/04/2009 6.00,"0,9","32,0","7,9","19,8","15,6"
25/04/2009 7.00,"1,0","21,5","7,4","10,2","15,6"
25/04/2009 8.00,"0,5","18,4","6,6","8,3","15,6"
25/04/2009 9.00,"0,5","23,2","6,5","13,3","15,6"
25/04/2009 10.00,"0,6","19,8","5,6","11,3","15,6"
25/04/2009 11.00,"0,5","15,9","5,2","8,0","15,6"
25/04/2009 12.00,"0,5","14,3","5,0","6,7","15,6"
25/04/2009 13.00,"0,3","12,8","4,9","5,2","15,6"
