NetC,SIMAGE Brindisi,,,,
30/06/2006 15.00,"1,105012","8,506252",,"0,302719",
30/06/2006 16.00,"0,533918","4,260913","22,954821","0,286693",
30/06/2006 17.00,"0,939283","4,01302",,"0,283582",
30/06/2006 18.00,"0,380282","2,924106","24,908421","0,293869",
30/06/2006 19.00,"0,213209","5,640551",,"0,286174",
30/06/2006 20.00,"0,098094","3,020149","16,11721","0,29323",
30/06/2006 21.00,"0,20425","6,581509",,"0,28143",
30/06/2006 22.00,"0,256209","6,45951","21,48962","0,291356",
30/06/2006 23.00,"0,192157","1,08632",,"0,278917",
01/07/2006 0.00,"0,067188","4,673637","20,02442","0,253082",
01/07/2006 1.00,,"5,563979",,"0,254519",
01/07/2006 2.00,"1,885408",,"22,954821","0,262731",
01/07/2006 3.00,"1,768143","2,019489",,,
01/07/2006 4.00,"1,829722","3,814446","11,72161","0,210749",
01/07/2006 5.00,"1,420347","4,172659",,"0,201929",
01/07/2006 6.00,"0,756629","14,289563","17,094","0,208514",
01/07/2006 7.00,"1,811561","12,072804",,"0,218333",
01/07/2006 8.00,"1,858467","11,75353","9,76801","0,213025",
01/07/2006 9.00,"2,626942","12,21816",,"0,218652",
01/07/2006 10.00,"1,946686","11,339506","9,27961","0,188757",
01/07/2006 11.00,"1,685998","7,596447",,"0,180495",
01/07/2006 12.00,"1,934118","4,955275","12,21001","0,178898",
01/07/2006 13.00,"1,72713","3,504254",,"0,21059",
01/07/2006 14.00,"1,605445","2,09217","8,302809","0,16393",
01/07/2006 15.00,"0,60205","1,582107",,"0,139981",
01/07/2006 16.00,"1,751907","1,098","14,16361","0,14529",
01/07/2006 17.00,"2,343552","2,824169",,"0,149481",
01/07/2006 18.00,"2,708005","5,249893","9,76801","0,148123",
01/07/2006 19.00,"2,94425","11,179869",,"0,153711",
01/07/2006 20.00,"2,308613","6,316743","4,884005","0,123577",
01/07/2006 21.00,"0,189819","2,87868",,"0,151796",
01/07/2006 22.00,"0,799565","3,408213","6,349206","0,126529",
01/07/2006 23.00,"0,449635","1,894893",,"0,114555",
02/07/2006 0.00,"1,510161","1,270616","3,907204","0,153432",
02/07/2006 1.00,"0,643844","3,016254",,"0,127687",
02/07/2006 2.00,"0,666996","12,123418","6,349206","0,133075",
02/07/2006 3.00,"1,340066","4,31802",,"0,097431",
02/07/2006 4.00,"1,479912","1,001959",,"0,090446",
02/07/2006 5.00,"0,855222","1,67166",,"0,103619",
02/07/2006 6.00,"1,697303","2,402361","7,326007","0,155109",
02/07/2006 7.00,"1,695499","2,275169",,"0,166724",
02/07/2006 8.00,"2,047714","2,305021","4,395605","0,166205",
02/07/2006 9.00,"1,861323","0,817659",,"0,140938",
02/07/2006 10.00,"1,741924","0,401042","5,372406","0,112798",
02/07/2006 11.00,"2,456007","1,248553",,"0,109446",
02/07/2006 12.00,"1,807652","0,645042","6,349206","0,115393",
02/07/2006 13.00,"1,893135","0,497084",,"0,11208",
02/07/2006 14.00,"1,715795","0,746276","9,27961","0,081665",
02/07/2006 15.00,"1,765347","1,014935",,"0,091524",
02/07/2006 16.00,"0,824703","1,456214","10,74481","0,090367",
02/07/2006 17.00,"1,876447","1,979254",,"0,129922",
02/07/2006 18.00,"2,691709","2,421829","6,349206","0,117988",
02/07/2006 19.00,"3,876956","4,067532",,"0,129802",
02/07/2006 20.00,"2,808944","3,443256","4,395605","0,13575",
02/07/2006 21.00,"2,107669","1,820914",,"0,126649",
02/07/2006 22.00,"0,889439","1,33032","2,930403","0,097272",
02/07/2006 23.00,"0,867338","0,931872",,"0,098071",
03/07/2006 0.00,"0,88556","0,668405","4,395605","0,102222",
03/07/2006 1.00,,"0,442574",,"0,123896",
03/07/2006 2.00,"0,818169",,"3,418803","0,158701",
03/07/2006 3.00,"1,463163","12,551714",,,
03/07/2006 4.00,"1,229905","11,723676","2,930403","0,20989",
03/07/2006 5.00,"0,815519","8,963106",,"0,196202",
03/07/2006 6.00,"1,195447","8,826828","9,76801","0,242491",
03/07/2006 7.00,"0,231491","10,220735",,"0,229721",
03/07/2006 8.00,"0,83319","9,763891","6,349206","0,20981",
03/07/2006 9.00,"1,343","8,802169",,"0,205699",
03/07/2006 10.00,"1,479067","7,871595","3,907204","0,209171",
03/07/2006 11.00,"2,799979","8,14285",,"0,182117",
03/07/2006 12.00,"2,792027","7,622404","2,930403","0,203345",
03/07/2006 13.00,"1,814817","6,142829",,"0,212682",
03/07/2006 14.00,"1,494088","5,532829","5,372406","0,200273",
03/07/2006 15.00,"1,160988","5,413425",,"0,179044",
03/07/2006 16.00,"0,899456","4,112957","4,884005","0,195485",
03/07/2006 17.00,"1,915936","4,705225",,"0,24865",
03/07/2006 18.00,"2,184143","3,073362",,"0,478834",
03/07/2006 19.00,"1,908474","6,8307",,"0,489968",
03/07/2006 20.00,"1,327979","4,046765",,"0,479274",
03/07/2006 21.00,"0,743068","7,735319",,"0,500743",
03/07/2006 22.00,"2,235388","9,024106",,"0,512752",
03/07/2006 23.00,"3,451158","6,356977",,"0,498508",
04/07/2006 0.00,"2,012733","4,547743",,"0,476841",
04/07/2006 1.00,"2,332579","4,916339",,"0,524085",
04/07/2006 2.00,"1,858995","7,377106",,"0,533861",
04/07/2006 3.00,"3,617265","11,057868",,"0,515666",
04/07/2006 4.00,"3,613731","9,588679","3,418803","0,503296",
04/07/2006 5.00,"2,675398","9,290168",,"0,463392",
04/07/2006 6.00,"3,643773","12,057233","7,326007","0,467423",
04/07/2006 7.00,"3,670279","20,203969",,"0,487015",
04/07/2006 8.00,"3,894701","9,961168","4,884005","0,479592",
04/07/2006 9.00,"3,304488","9,626318",,"0,508324",
04/07/2006 10.00,"3,917674","8,495872","2,442003","0,491125",
04/07/2006 11.00,"4,68283","5,814466",,"0,451182",
04/07/2006 12.00,"3,186092","3,059083","3,907204","0,449546",
04/07/2006 13.00,"4,654557","5,595127",,"0,444319",
04/07/2006 14.00,"4,362985","3,322553","3,418803","0,445037",
04/07/2006 15.00,"3,90177","3,313467",,"0,431989",
04/07/2006 16.00,"3,357501","2,038957","3,907204","0,432627",
04/07/2006 17.00,"2,461578","2,269978",,"0,424208",
04/07/2006 18.00,"2,139965","2,010405","8,791209","0,421414",
04/07/2006 19.00,"1,068215","1,296573",,"0,426203",
04/07/2006 20.00,"1,262596","2,144084","5,372406","0,456649",
04/07/2006 21.00,"1,495854","6,537382",,"0,461039",
04/07/2006 22.00,"2,231854","5,885851","3,907204","0,439332",
04/07/2006 23.00,"1,035524","2,354341",,"0,446953",
05/07/2006 0.00,"1,115044","3,278424","3,418803","0,485738",
05/07/2006 1.00,,"0,898128",,"0,479274",
05/07/2006 2.00,"2,161323",,"6,837607","0,464031",
05/07/2006 3.00,"1,551418","12,75678",,,
05/07/2006 4.00,"1,467357","9,713275","8,302809","0,148864",
05/07/2006 5.00,"2,035998","11,391424",,"0,117706",
05/07/2006 6.00,"3,169207","20,092346","12,21001","0,164645",
05/07/2006 7.00,"2,720838","13,042313",,"0,142262",
05/07/2006 8.00,"6,938187","9,0877","7,326007","0,09617",
05/07/2006 9.00,"5,307758","10,573759",,"0,09786",
05/07/2006 10.00,"5,135854","7,752188","7,326007","0,064086",
05/07/2006 11.00,"3,567451","8,812553",,"0,04351",
05/07/2006 12.00,"2,443104","5,209659","11,72161","0,045367",
05/07/2006 13.00,"2,241072","4,446509",,"0,03851",
05/07/2006 14.00,"4,32823","7,223956","6,837607","0,044838",
05/07/2006 15.00,"2,673431","4,742425",,"0,046572",
05/07/2006 16.00,"2,127119","4,325808","12,21001","0,036646",
05/07/2006 17.00,"2,377768","5,495191",,"0,020363",
05/07/2006 18.00,"1,220459","1,39002","6,837607","0,032085",
05/07/2006 19.00,"2,146643","5,748275",,"0,058127",
05/07/2006 20.00,"1,050504","2,744999","4,395605","0,075036",
05/07/2006 21.00,"4,512037","15,684785",,"0,063798",
05/07/2006 22.00,"5,018887","12,268784","7,326007","0,086911",
05/07/2006 23.00,"2,017007","3,323851",,"0,087796",
06/07/2006 0.00,"1,435722","5,936467","8,302809","0,098746",
06/07/2006 1.00,"1,309778","1,550957",,"0,068634",
06/07/2006 2.00,"1,8446","1,37185","6,837607","0,075921",
06/07/2006 3.00,"1,423228","1,728765",,"0,081838",
06/07/2006 4.00,"0,687675","2,360829","14,65201","0,074552",
06/07/2006 5.00,"1,116962","5,683382",,"0,079141",
06/07/2006 6.00,"1,025901","11,374549","11,23321","0,130266",
06/07/2006 7.00,"1,529118","11,395307",,"0,129461",
06/07/2006 8.00,"2,469687","13,728892","6,349206","0,135419",
06/07/2006 9.00,"2,361789","10,559478",,"0,124992",
06/07/2006 10.00,"1,366075","6,798255","7,326007","0,097136",
06/07/2006 11.00,"1,989153","6,530893",,"0,093795",
06/07/2006 12.00,"1,564592","5,647042","6,837607","0,107883",
06/07/2006 13.00,"2,522056","2,754085",,,
06/07/2006 14.00,"8,875209","7,924806","11,23321","0,045714",
06/07/2006 15.00,"9,647891","10,468633",,"0,049653",
06/07/2006 16.00,"5,458396","11,467996","14,65201","0,061309",
06/07/2006 17.00,"9,858783","13,457629",,"0,020313",
06/07/2006 18.00,"7,108319","6,968274","13,67521","0,012214",
06/07/2006 19.00,"3,668466","1,728765",,"0,009027",
06/07/2006 20.00,"3,511242","14,235051","8,791209","0,06674",
06/07/2006 21.00,"1,850685","11,604268",,"0,042697",
06/07/2006 22.00,"1,792232","25,055402","9,76801","0,07672",
06/07/2006 23.00,"1,190952","59,593081",,"0,154781",
07/07/2006 0.00,"1,399304","45,849911","22,954821","0,157599",
07/07/2006 1.00,,"54,923344",,"0,193427",
07/07/2006 2.00,,,,"0,266449",
07/07/2006 3.00,,,,,
07/07/2006 4.00,,,"27,83882",,
07/07/2006 5.00,,,,,
07/07/2006 6.00,,,"33,211231",,
07/07/2006 7.00,,,,,
07/07/2006 8.00,,,"23,44322",,
07/07/2006 9.00,,,,,
07/07/2006 10.00,,,,,
07/07/2006 11.00,,,,,
07/07/2006 12.00,,,"14,65201",,
07/07/2006 13.00,,,,,
07/07/2006 14.00,,,"24,42001",,
07/07/2006 15.00,,,,,
07/07/2006 16.00,,,"17,582411",,
07/07/2006 17.00,,,,,
07/07/2006 18.00,,,,,
07/07/2006 19.00,,,,,
07/07/2006 20.00,,,,,
07/07/2006 21.00,,,,,
07/07/2006 22.00,,,,,
07/07/2006 23.00,,,,,
08/07/2006 0.00,,,,,
08/07/2006 1.00,,,,,
08/07/2006 2.00,,,,,
08/07/2006 3.00,,,,,
08/07/2006 4.00,,,,,
08/07/2006 5.00,,,,,
08/07/2006 6.00,,,,,
08/07/2006 7.00,,,,,
08/07/2006 8.00,,,,,
08/07/2006 9.00,,,,,
08/07/2006 10.00,,,,,
08/07/2006 11.00,,,,,
08/07/2006 12.00,,,,,
08/07/2006 13.00,,,,,
08/07/2006 14.00,,,,,
08/07/2006 15.00,,,,,
08/07/2006 16.00,,,,,
08/07/2006 17.00,,,,,
08/07/2006 18.00,,,,,
08/07/2006 19.00,,,,,
08/07/2006 20.00,,,,,
08/07/2006 21.00,,,,,
08/07/2006 22.00,,,,,
08/07/2006 23.00,,,,,
09/07/2006 0.00,,,,,
09/07/2006 1.00,,,,,
09/07/2006 2.00,,,,,
09/07/2006 3.00,,,,,
09/07/2006 4.00,,,,,
09/07/2006 5.00,,,,,
09/07/2006 6.00,,,,,
09/07/2006 7.00,,,,,
09/07/2006 8.00,,,,,
09/07/2006 9.00,,,,,
09/07/2006 10.00,,,,,
09/07/2006 11.00,,,,,
09/07/2006 12.00,,,,,
09/07/2006 13.00,,,,,
09/07/2006 14.00,,,,,
09/07/2006 15.00,,,,,
09/07/2006 16.00,,,,,
09/07/2006 17.00,,,,,
09/07/2006 18.00,,,,,
09/07/2006 19.00,,,,,
09/07/2006 20.00,,,,,
09/07/2006 21.00,,,,,
09/07/2006 22.00,,,,,
09/07/2006 23.00,,,,,
10/07/2006 0.00,,,,,
10/07/2006 1.00,,,,,
10/07/2006 2.00,,,,,
10/07/2006 3.00,,,,,
10/07/2006 4.00,,,,,
10/07/2006 5.00,,,,,
10/07/2006 6.00,,,,,
10/07/2006 7.00,,,,,
10/07/2006 8.00,,,,,
10/07/2006 9.00,,,,,
10/07/2006 10.00,,,,,
10/07/2006 11.00,,,,,
10/07/2006 12.00,,,,,
10/07/2006 13.00,,,,,
10/07/2006 14.00,,,,,
10/07/2006 15.00,,,,,
10/07/2006 16.00,,,,,
10/07/2006 17.00,,,,,
10/07/2006 18.00,,,,,
10/07/2006 19.00,,,,,
10/07/2006 20.00,,,,,
10/07/2006 21.00,,,,,
10/07/2006 22.00,,,,,
10/07/2006 23.00,,,,,
11/07/2006 0.00,,,,,
11/07/2006 1.00,,,,,
11/07/2006 2.00,,,,,
11/07/2006 3.00,,,,,
11/07/2006 4.00,,,,,
11/07/2006 5.00,,,,,
11/07/2006 6.00,,,,,
11/07/2006 7.00,,,,,
11/07/2006 8.00,,,,,
11/07/2006 9.00,,,,,
11/07/2006 10.00,,,,,
11/07/2006 11.00,,,,,
11/07/2006 12.00,,,"6,837607",,
11/07/2006 13.00,,,,,
11/07/2006 14.00,,,"12,21001",,
11/07/2006 15.00,,,,,
11/07/2006 16.00,,,"17,094",,
11/07/2006 17.00,"4,195156","6,244062",,,
11/07/2006 18.00,"4,170049","8,196063","21,97802",,
11/07/2006 19.00,"2,513225","6,659381",,,
11/07/2006 20.00,"1,583711","6,179169","17,582411",,
11/07/2006 21.00,"1,678617","4,377723",,,
11/07/2006 22.00,"1,484833","5,721019","23,44322",,
11/07/2006 23.00,"0,830457","2,424426",,,
12/07/2006 0.00,"1,568336","4,016915","14,65201",,
12/07/2006 1.00,"1,737878","3,561362",,,
12/07/2006 2.00,"1,859684","3,466617","20,51281",,
12/07/2006 3.00,"2,154972","3,164213",,,
12/07/2006 4.00,"1,848667","3,916979","13,18681",,
12/07/2006 5.00,"1,92593","3,470509",,,
12/07/2006 6.00,"1,607056","6,651595","14,16361",,
12/07/2006 7.00,"2,248089","20,829537",,,
12/07/2006 8.00,"3,150823","14,540054","7,814408",,
12/07/2006 9.00,"3,546691","7,894955",,,
12/07/2006 10.00,,,"11,23321",,
12/07/2006 11.00,,,,,
12/07/2006 12.00,"6,185278",,"7,326007",,
12/07/2006 13.00,"6,209338",,,,
12/07/2006 14.00,"6,185278",,"10,74481",,
12/07/2006 15.00,"8,855998",,,,
12/07/2006 16.00,"5,272695",,"8,791209",,
12/07/2006 17.00,"2,552308",,,,
12/07/2006 18.00,"1,784088",,"10,25641",,
12/07/2006 19.00,"2,286095",,,,
12/07/2006 20.00,"1,209558",,"4,884005",,
12/07/2006 21.00,"1,138751",,,,
12/07/2006 22.00,"1,56067",,"8,302809",,
12/07/2006 23.00,"0,88749",,,,
13/07/2006 0.00,"0,292336",,"15,62881",,
13/07/2006 1.00,,,,,
13/07/2006 2.00,"0,672684",,"12,21001",,
13/07/2006 3.00,"1,5091",,,,
13/07/2006 4.00,"0,955467",,"17,582411","0,256599",
13/07/2006 5.00,"0,427672",,,"0,23039",
13/07/2006 6.00,"0,983018",,"19,0476","0,249317",
13/07/2006 7.00,"1,228029",,,"0,279846",
13/07/2006 8.00,"1,573251",,"10,25641","0,298972",
13/07/2006 9.00,"1,689362",,,"0,274284",
13/07/2006 10.00,"2,006633",,"11,23321","0,300811",
13/07/2006 11.00,"1,700981",,,"0,265121",
13/07/2006 12.00,"2,479042",,"13,18681","0,238513",
13/07/2006 13.00,"1,944594",,,"0,247595",
13/07/2006 14.00,"1,34457",,"16,11721","0,235552",
13/07/2006 15.00,"1,269027",,,"0,223028",
13/07/2006 16.00,"2,309343",,"15,14041","0,211825",
13/07/2006 17.00,"1,149718",,,"0,224189",
13/07/2006 18.00,"2,083717",,"12,21001","0,1965",
13/07/2006 19.00,"1,804131",,,"0,19614",
13/07/2006 20.00,"1,472814",,"7,814408","0,237113",
13/07/2006 21.00,"1,188603",,,"0,251238",
13/07/2006 22.00,"0,369488",,"19,53602","0,231591",
13/07/2006 23.00,"1,451801",,,"0,238753",
14/07/2006 0.00,"2,140245",,"21,97802","0,231672",
14/07/2006 1.00,"2,900063",,,"0,213506",
14/07/2006 2.00,"1,574564",,"21,48962","0,19294",
14/07/2006 3.00,"1,595063",,,"0,201062",
14/07/2006 4.00,"1,324099",,"24,42001","0,219228",
14/07/2006 5.00,"1,897003",,,"0,218228",
14/07/2006 6.00,"1,484604",,"23,93162","0,243595",
14/07/2006 7.00,,,,"0,234672",
14/07/2006 8.00,,,"12,21001","0,244914",
14/07/2006 9.00,"1,886075","16,261038",,"0,2642",
14/07/2006 10.00,"1,780594","11,804145","13,67521","0,268763",
14/07/2006 11.00,"1,117641","11,114974",,"0,252477",
14/07/2006 12.00,"1,02674","10,464737","11,23321","0,248756",
14/07/2006 13.00,"1,436247","9,013722",,"0,202022",
14/07/2006 14.00,"1,671692","6,730764","13,67521","0,201181",
14/07/2006 15.00,"1,07282","8,171402",,"0,170732",
14/07/2006 16.00,"1,729113","4,440019","14,16361","0,164731",
14/07/2006 17.00,"2,156621","3,702829",,"0,186137",
14/07/2006 18.00,"1,663591","4,292063","12,69841","0,219627",
14/07/2006 19.00,"1,647751","4,033786",,"0,214065",
14/07/2006 20.00,"1,390527","4,911148","8,302809","0,207863",
14/07/2006 21.00,"2,048079","9,924829",,"0,251157",
14/07/2006 22.00,"1,540469","12,062417","12,21001","0,220868",
14/07/2006 23.00,"1,679612",,,"0,225989",
15/07/2006 0.00,"0,49951",,"16,11721","0,223829",
15/07/2006 1.00,,,,"0,239713",
15/07/2006 2.00,"1,013679",,"5,860806","0,238273",
15/07/2006 3.00,"1,012477","15,051413",,,
15/07/2006 4.00,"0,572505","8,821637","8,302809","0,186422",
15/07/2006 5.00,"1,069278","8,09353",,"0,21758",
15/07/2006 6.00,"0,663565","9,526383","8,791209","0,240036",
15/07/2006 7.00,"0,404811","6,690531",,"0,239675",
15/07/2006 8.00,"0,354623","7,628891","5,860806","0,249579",
15/07/2006 9.00,"0,901583","9,378425",,"0,263454",
15/07/2006 10.00,"0,6834","7,645765","2,930403","0,272636",
15/07/2006 11.00,"1,327431","4,133723",,"0,252867",
15/07/2006 12.00,"2,12984","4,525681","11,23321","0,239314",
15/07/2006 13.00,"0,892567","3,526319",,"0,204507",
15/07/2006 14.00,"2,179126","1,567828","8,302809","0,211605",
15/07/2006 15.00,"2,901595","1,888404",,"0,19777",
15/07/2006 16.00,"2,479954","2,798212","14,16361","0,195806",
15/07/2006 17.00,"3,085518","5,221339",,"0,215414",
15/07/2006 18.00,"1,989493","4,904658","12,21001","0,238632",
15/07/2006 19.00,"1,897231","2,307616",,"0,224676",
15/07/2006 20.00,"1,343659","2,258298","5,860806","0,199374",
15/07/2006 21.00,"1,241179","4,155785",,"0,352234",
15/07/2006 22.00,"0,811725","1,868936","11,72161","0,22171",
15/07/2006 23.00,"1,277242","2,789126",,"0,206551",
16/07/2006 0.00,"0,760035","7,339466","12,21001","0,237027",
16/07/2006 1.00,"0,788885","2,722935",,"0,226842",
16/07/2006 2.00,"0,841477","1,832595","13,18681","0,191876",
16/07/2006 3.00,"0,322165",,,"0,191595",
16/07/2006 4.00,"0,321564",,"10,74481","0,245328",
16/07/2006 5.00,"0,394292",,,"0,254552",
16/07/2006 6.00,"0,32487",,"14,65201","0,198052",
16/07/2006 7.00,"0,360633",,,"0,187225",
16/07/2006 8.00,"0,716758",,"7,326007","0,223595",
16/07/2006 9.00,"3,299795",,,"0,197891",
16/07/2006 10.00,"1,764097",,"8,791209","0,149331",
16/07/2006 11.00,"2,576725",,,"0,118334",
16/07/2006 12.00,"2,516919",,"7,326007","0,129321",
16/07/2006 13.00,"3,189801",,,"0,123106",
16/07/2006 14.00,"2,939461",,"11,23321","0,128478",
16/07/2006 15.00,"3,180785",,,"0,1049",
16/07/2006 16.00,"2,235926",,"6,837607","0,097",
16/07/2006 17.00,"2,225408",,,"0,088941",
16/07/2006 18.00,"3,253213",,"5,372406","0,119777",
16/07/2006 19.00,"3,71272",,,"0,076831",
16/07/2006 20.00,"2,15839",,"2,930403","0,046129",
16/07/2006 21.00,"3,505356",,,"0,091466",
16/07/2006 22.00,"4,093188",,"3,418803","0,088821",
16/07/2006 23.00,"2,427663",,,"0,102775",
17/07/2006 0.00,"0,668373",,"8,791209","0,097763",
17/07/2006 1.00,,,,"0,053186",
17/07/2006 2.00,"0,606809",,"7,326007","0,077713",
17/07/2006 3.00,"0,381741","16,528396",,,
17/07/2006 4.00,"0,106345","10,222037","13,67521","0,173516",
17/07/2006 5.00,"0,146031","8,150638",,"0,167008",
17/07/2006 6.00,"1,08185","10,050722","10,25641","0,195848",
17/07/2006 7.00,"3,065369","10,369997",,"0,19665",
17/07/2006 8.00,"5,406362","9,610742","5,860806","0,191991",
17/07/2006 9.00,"2,996033","7,055234",,"0,157408",
17/07/2006 10.00,"5,714723","8,218126","5,372406","0,180545",
17/07/2006 11.00,"8,376851","9,910551",,"0,166686",
17/07/2006 12.00,"5,105299","4,107765","4,884005","0,183235",
17/07/2006 13.00,"3,525174","3,229106",,"0,1505",
17/07/2006 14.00,"4,397345","3,383554","9,76801","0,148251",
17/07/2006 15.00,"4,455732","2,183022",,"0,145961",
17/07/2006 16.00,"3,806166","2,577573","6,837607","0,141543",
17/07/2006 17.00,"5,608895","3,138255",,"0,129736",
17/07/2006 18.00,"5,84792","3,544488","8,302809","0,111861",
17/07/2006 19.00,"6,362466","8,896912",,"0,113146",
17/07/2006 20.00,"4,957505","6,061063","5,372406","0,142226",
17/07/2006 21.00,"4,322534","5,348531",,"0,133229",
17/07/2006 22.00,"4,787814","4,118148","6,349206","0,133189",
17/07/2006 23.00,"1,976037",,,"0,121661",
18/07/2006 0.00,"1,654934",,"11,23321","0,153873",
18/07/2006 1.00,"0,917694",,,"0,166286",
18/07/2006 2.00,"0,297048",,"9,27961","0,163192",
18/07/2006 3.00,"0,401478",,,"0,139655",
18/07/2006 4.00,"1,720621",,"5,372406","0,11648",
18/07/2006 5.00,"0,660118",,,"0,123629",
18/07/2006 6.00,"1,64946",,"14,16361","0,158453",
18/07/2006 7.00,"7,136106",,,"0,292767",
18/07/2006 8.00,"4,754971",,"7,326007","0,232558",
18/07/2006 9.00,"2,335488",,,"0,156645",
18/07/2006 10.00,"3,62188",,"4,395605","0,137727",
18/07/2006 11.00,"8,422466",,,"0,137727",
18/07/2006 12.00,"8,530119",,"11,72161","0,149938",
18/07/2006 13.00,"2,955891",,,"0,184199",
18/07/2006 14.00,"3,13653",,"5,860806","0,170342",
18/07/2006 15.00,"4,291516",,,"0,180143",
18/07/2006 16.00,"4,957505",,"9,76801","0,147246",
18/07/2006 17.00,"3,098212",,,"0,171548",
18/07/2006 18.00,"2,589142",,"6,837607","0,138209",
18/07/2006 19.00,"3,747778",,,"0,118769",
18/07/2006 20.00,"2,904802",,"4,395605","0,139856",
18/07/2006 21.00,"2,15853",,,"0,157811",
18/07/2006 22.00,"4,910034",,"7,326007","0,153873",
18/07/2006 23.00,"5,534085",,,"0,191751",
19/07/2006 0.00,"2,861011",,"12,21001","0,139133",
19/07/2006 1.00,,,,"0,141423",
19/07/2006 2.00,"1,617238",,"15,14041","0,173435",
19/07/2006 3.00,"1,732887","23,369457",,,
19/07/2006 4.00,"1,239455","18,546591","14,16361","0,162984",
19/07/2006 5.00,"1,456432","7,545828",,"0,160496",
19/07/2006 6.00,"4,627395","14,860629","7,326007","0,168281",
19/07/2006 7.00,"15,105846","22,528444",,"0,161138",
19/07/2006 8.00,"15,513368","21,139722","5,372406","0,163988",
19/07/2006 9.00,"7,216079","12,721736",,"0,179796",
19/07/2006 10.00,"8,506564","13,335628","4,884005","0,166194",
19/07/2006 11.00,"7,469402","11,808041",,"0,139713",
19/07/2006 12.00,"5,863179","11,099401","8,302809","0,158451",
19/07/2006 13.00,"4,545891","6,973467",,"0,149864",
19/07/2006 14.00,"5,685117","7,173338","11,23321","0,135941",
19/07/2006 15.00,"5,571305","4,124637",,"0,12595",
19/07/2006 16.00,"3,480459","3,103212","8,302809","0,115638",
19/07/2006 17.00,"3,058985","4,680127",,"0,095255",
19/07/2006 18.00,"2,366932","5,652233","10,25641","0,108095",
19/07/2006 19.00,"5,222523","14,6984",,"0,10011",
19/07/2006 20.00,"4,08807","11,36287","5,372406","0,130283",
19/07/2006 21.00,"3,715426","9,669148",,"0,130203",
19/07/2006 22.00,"1,213021","10,185694","7,814408","0,154639",
19/07/2006 23.00,"0,252223","10,598417",,"0,134376",
20/07/2006 0.00,"0,972179","11,150015","13,18681","0,163546",
20/07/2006 1.00,"0,467365","9,863828",,"0,181281",
20/07/2006 2.00,"0,917842","5,671701","12,21001","0,171972",
20/07/2006 3.00,"0,951252","6,241467",,"0,117363",
20/07/2006 4.00,"0,552541","6,153211","11,72161","0,132209",
20/07/2006 5.00,"0,794484","7,02668",,"0,12599",
20/07/2006 6.00,"0,853961","9,680829","16,60561","0,164028",
20/07/2006 7.00,"1,707187","14,346678",,"0,195003",
20/07/2006 8.00,"1,388145","12,794415","12,21001","0,19685",
20/07/2006 9.00,"1,259647","11,239568",,"0,228025",
20/07/2006 10.00,"0,547401","9,60036","13,18681","0,226581",
20/07/2006 11.00,"0,274986","7,954658",,"0,344546",
20/07/2006 12.00,"0,428082","6,430956","11,23321","0,360274",
20/07/2006 13.00,"0,798523","4,508808",,"0,312808",
20/07/2006 14.00,"0,243412","1,525","13,67521","0,337123",
20/07/2006 15.00,"0,191646","0,732",,"0,363846",
20/07/2006 16.00,"1,100677","1,787169","15,62881","0,346391",
20/07/2006 17.00,"2,6801","7,103254",,"0,339652",
20/07/2006 18.00,"2,342334","4,06234","13,18681","0,295474",
20/07/2006 19.00,"2,95839","11,744437",,"0,298243",
20/07/2006 20.00,"2,848983","15,516054","6,837607","0,318385",
20/07/2006 21.00,"4,253282","12,881375",,"0,338688",
20/07/2006 22.00,"5,593332","10,841116","9,76801","0,332187",
20/07/2006 23.00,"1,829076","1,579511",,"0,300169",
21/07/2006 0.00,"0,997511","3,06168","15,14041","0,301012",
21/07/2006 1.00,,,,"0,320833",
21/07/2006 2.00,"2,153337",,"12,69841","0,362523",
21/07/2006 3.00,"2,177283","5,713232",,,
21/07/2006 4.00,"1,910188","4,093488","10,25641","0,162187",
21/07/2006 5.00,"3,009882","4,334894",,"0,14004",
21/07/2006 6.00,"2,298857","5,345935","17,094","0,17501",
21/07/2006 7.00,"1,794141","9,602957",,"0,175894",
21/07/2006 8.00,"1,814402","15,356415","8,791209","0,194825",
21/07/2006 9.00,"1,513292","12,150669",,"0,21223",
21/07/2006 10.00,"2,577004","13,400525","11,72161","0,224651",
21/07/2006 11.00,"3,916162","8,575041",,"0,183048",
21/07/2006 12.00,"3,262241","6,973467","8,791209","0,16472",
21/07/2006 13.00,"3,667488","4,844956",,"0,173964",
21/07/2006 14.00,"3,912478","3,552276","15,62881","0,144501",
21/07/2006 15.00,"4,391407","4,194721",,"0,122756",
21/07/2006 16.00,"7,541284","2,590553","12,69841","0,095039",
21/07/2006 17.00,"7,462076","4,356957",,"0,089434",
21/07/2006 18.00,"11,602963","13,621162","14,16361","0,115602",
21/07/2006 19.00,"10,914037","14,273992",,"0,128423",
21/07/2006 20.00,"5,835561","5,835232","11,23321","0,142773",
21/07/2006 21.00,"2,726209","4,616532",,"0,19993",
21/07/2006 22.00,"2,466482","3,195361","17,094","0,15652",
21/07/2006 23.00,"3,684066","3,822233",,"0,169743",
22/07/2006 0.00,"2,807259","5,217446","15,14041","0,161142",
22/07/2006 1.00,"2,685684","0,790404",,"0,118656",
22/07/2006 2.00,"2,803574","6,23368","20,02442","0,159212",
22/07/2006 3.00,"3,383814","3,918277",,"0,152661",
