NetC,SIMAGE Brindisi,
17/03/2006 3.00,"0,110422","7,761276"
17/03/2006 4.00,"0,085655","7,223956"
17/03/2006 5.00,"0,162021","9,104573"
17/03/2006 6.00,"0,122806","22,241627"
17/03/2006 7.00,"0,176469","31,141127"
17/03/2006 8.00,"0,169686","20,617994"
17/03/2006 9.00,"0,235291","12,636081"
17/03/2006 10.00,"0,246643","11,375839"
17/03/2006 11.00,"0,18266","10,776231"
17/03/2006 12.00,"0,134158","10,209059"
17/03/2006 13.00,"0,142414","10,054615"
17/03/2006 14.00,"0,269346","9,766488"
17/03/2006 15.00,"0,174404","8,859275"
17/03/2006 16.00,"0,267283","8,902105"
17/03/2006 17.00,"0,144477","10,063701"
17/03/2006 18.00,"0,219811","11,442039"
17/03/2006 19.00,"0,245612","12,433609"
17/03/2006 20.00,"0,100102","16,35578"
17/03/2006 21.00,"0,261091","15,5485"
17/03/2006 22.00,"0,257995","22,632287"
17/03/2006 23.00,"0,204332","23,605686"
18/03/2006 0.00,"0,089782","19,374621"
18/03/2006 1.00,"0,136221","14,132521"
18/03/2006 2.00,"0,095974","22,36103"
18/03/2006 3.00,"0,13519","29,196909"
18/03/2006 4.00,"0,075334","19,76268"
18/03/2006 5.00,"0,067078","35,16973"
18/03/2006 6.00,"0,126934","32,381899"
18/03/2006 7.00,"0,131062","24,200106"
18/03/2006 8.00,"0,228067","17,416142"
18/03/2006 9.00,"0,373282","13,249971"
18/03/2006 10.00,"0,482376","10,650333"
18/03/2006 11.00,"0,524393","11,823614"
18/03/2006 12.00,"0,633783","9,47187"
18/03/2006 13.00,"0,32817","9,340785"
18/03/2006 14.00,"0,500953","9,541956"
18/03/2006 15.00,"0,845633","13,614673"
18/03/2006 16.00,"0,612848","14,472566"
18/03/2006 17.00,"0,385666","16,51801"
18/03/2006 18.00,"0,295883","18,223421"
18/03/2006 19.00,"0,263597","27,369514"
18/03/2006 20.00,"0,300011","32,439008"
18/03/2006 21.00,"0,255931","31,021722"
18/03/2006 22.00,"0,189884","25,108613"
18/03/2006 23.00,"0,207428","22,111839"
19/03/2006 0.00,"0,215683","16,113078"
19/03/2006 1.00,,"12,887865"
19/03/2006 2.00,"0,162171",
19/03/2006 3.00,"0,290241","10,185694"
19/03/2006 4.00,"0,050678","9,449807"
19/03/2006 5.00,"0,192577","9,112361"
19/03/2006 6.00,"0,133212","12,014398"
19/03/2006 7.00,"0,076742","14,177948"
19/03/2006 8.00,"0,220089","15,452459"
19/03/2006 9.00,"0,377915","18,21044"
19/03/2006 10.00,"0,464496","21,662768"
19/03/2006 11.00,"0,532049","22,85033"
19/03/2006 12.00,"0,652731","14,706182"
19/03/2006 13.00,"0,55489","10,232423"
19/03/2006 14.00,"0,460449","8,794382"
19/03/2006 15.00,"0,377915","10,918992"
19/03/2006 16.00,"0,270767","16,427165"
19/03/2006 17.00,"0,379363","12,310316"
19/03/2006 18.00,"0,31131","15,192883"
19/03/2006 19.00,"0,393842","16,236373"
19/03/2006 20.00,"0,264975","18,219525"
19/03/2006 21.00,"0,269969","14,288273"
19/03/2006 22.00,"0,257735","12,198691"
19/03/2006 23.00,"0,16941","12,572486"
20/03/2006 0.00,"0,315653","14,244148"
20/03/2006 1.00,"0,256287","16,052079"
20/03/2006 2.00,"0,153483","10,899524"
20/03/2006 3.00,"0,222984","9,689912"
20/03/2006 4.00,"0,089773","9,588679"
20/03/2006 5.00,"0,220089","19,988506"
20/03/2006 6.00,"0,220089","28,374059"
20/03/2006 7.00,"0,414114","37,90823"
20/03/2006 8.00,"0,279454","34,135319"
20/03/2006 9.00,"0,323218","17,372018"
20/03/2006 10.00,"0,335924","10,408924"
20/03/2006 11.00,"0,224433","9,238254"
20/03/2006 12.00,"0,380812","8,445254"
20/03/2006 13.00,"0,289591","7,941681"
20/03/2006 14.00,"0,215744","7,796317"
20/03/2006 15.00,"0,257735","7,713255"
20/03/2006 16.00,"0,25484","8,264849"
20/03/2006 17.00,"0,199817","8,203849"
20/03/2006 18.00,"0,209953","13,896308"
20/03/2006 19.00,"0,36054","18,802269"
20/03/2006 20.00,"0,324341","24,642697"
20/03/2006 21.00,"0,215744","29,10347"
20/03/2006 22.00,"0,317426","33,762822"
20/03/2006 23.00,"0,218966","28,891907"
21/03/2006 0.00,"0,253392","29,434436"
21/03/2006 1.00,,"20,412914"
21/03/2006 2.00,"0,229834",
21/03/2006 3.00,"0,421638","12,331076"
21/03/2006 4.00,"0,357861","9,46538"
21/03/2006 5.00,"0,307548","8,735977"
21/03/2006 6.00,"0,448094","12,445286"
21/03/2006 7.00,"0,548956","15,17082"
21/03/2006 8.00,"0,591947","15,207164"
21/03/2006 9.00,"0,390222","16,136444"
21/03/2006 10.00,"0,567263","15,339541"
21/03/2006 11.00,"0,497698","10,381676"
21/03/2006 12.00,"0,277785","8,878743"
21/03/2006 13.00,"0,497698","8,066276"
21/03/2006 14.00,"0,446441","8,821637"
21/03/2006 15.00,"0,446441","8,359594"
21/03/2006 16.00,"0,496636","8,685359"
21/03/2006 17.00,"0,40345","10,097446"
21/03/2006 18.00,"0,405458","9,266806"
21/03/2006 19.00,"0,378647","9,265507"
21/03/2006 20.00,"0,342271","10,593229"
21/03/2006 21.00,"0,201725","13,011167"
21/03/2006 22.00,"0,47951","9,55234"
21/03/2006 23.00,"0,372034","7,698977"
22/03/2006 0.00,"0,284399","7,169445"
22/03/2006 1.00,"0,443133","6,098702"
22/03/2006 2.00,"0,355853","6,338807"
22/03/2006 3.00,"0,343924","8,547787"
22/03/2006 4.00,"0,378883","7,997488"
22/03/2006 5.00,"0,233141","7,147381"
22/03/2006 6.00,"0,367664","8,530913"
22/03/2006 7.00,"0,626906","10,939762"
22/03/2006 8.00,"0,578837","11,400506"
22/03/2006 9.00,"0,398489","11,726269"
22/03/2006 10.00,"0,310855","11,770396"
22/03/2006 11.00,"0,28936","10,09485"
22/03/2006 12.00,"0,587105","13,48489"
22/03/2006 13.00,"0,317469","11,170775"
22/03/2006 14.00,"0,552381","13,926164"
22/03/2006 15.00,"0,426599","12,438797"
22/03/2006 16.00,"0,209992","10,273955"
22/03/2006 17.00,"0,32243","10,369997"
22/03/2006 18.00,"0,282745","11,493956"
22/03/2006 19.00,"0,378647","13,278524"
22/03/2006 20.00,"0,438173","14,749017"
22/03/2006 21.00,"0,497698","12,202586"
22/03/2006 22.00,"0,560649","9,28368"
22/03/2006 23.00,"0,429905","7,055234"
23/03/2006 0.00,"0,638363","6,67236"
23/03/2006 1.00,,"6,511425"
23/03/2006 2.00,"0,165711",
23/03/2006 3.00,"0,159925","6,874829"
23/03/2006 4.00,"0,11653","6,045488"
23/03/2006 5.00,"0,107388","7,440701"
23/03/2006 6.00,"0,097205","14,142905"
23/03/2006 7.00,"0,15113","30,193692"
23/03/2006 8.00,"0,192327","43,563066"
23/03/2006 9.00,"0,219174","36,309261"
23/03/2006 10.00,"0,205172","33,071059"
23/03/2006 11.00,"0,189318","26,625823"
23/03/2006 12.00,"0,142567","19,817192"
23/03/2006 13.00,"0,093502","17,752292"
23/03/2006 14.00,"0,151014","21,805536"
23/03/2006 15.00,"0,188971","21,020317"
23/03/2006 16.00,"0,125904","15,054016"
23/03/2006 17.00,"0,156337","16,864543"
23/03/2006 18.00,"0,092113","18,803571"
23/03/2006 19.00,"0,106231","20,464843"
23/03/2006 20.00,"0,150436","12,016992"
23/03/2006 21.00,"0,166636","10,687969"
23/03/2006 22.00,"0,151825","10,523145"
23/03/2006 23.00,"0,160504","11,905376"
24/03/2006 0.00,"0,144418","11,340798"
24/03/2006 1.00,"0,124052","9,588679"
24/03/2006 2.00,"0,090725","20,654322"
24/03/2006 3.00,"0,137012","15,33825"
24/03/2006 4.00,"0,187813","21,547265"
24/03/2006 5.00,"0,1384","14,630911"
24/03/2006 6.00,"0,08679","17,148776"
24/03/2006 7.00,"0,083319","38,514351"
24/03/2006 8.00,"0,116646","27,39936"
24/03/2006 9.00,"0,154024","13,482296"
24/03/2006 10.00,"0,188739","17,455081"
24/03/2006 11.00,"0,168835","15,008589"
24/03/2006 12.00,"0,128217","12,436204"
24/03/2006 13.00,"0,176357","14,28697"
24/03/2006 14.00,"0,12868","14,580294"
24/03/2006 15.00,"0,161313","10,89044"
24/03/2006 16.00,"0,121737","12,651652"
24/03/2006 17.00,"0,124052","11,621143"
24/03/2006 18.00,"0,143955","15,100736"
24/03/2006 19.00,"0,177167","19,020313"
24/03/2006 20.00,"0,201005","21,007334"
24/03/2006 21.00,"0,206676","21,222797"
24/03/2006 22.00,"0,194872","26,7115"
24/03/2006 23.00,"0,259097","21,678351"
25/03/2006 0.00,"0,230166","15,583543"
25/03/2006 1.00,,"14,044268"
25/03/2006 2.00,"0,570156",
25/03/2006 3.00,"0,567692","11,508227"
25/03/2006 4.00,"0,5149","10,158444"
25/03/2006 5.00,"0,384855","8,71651"
25/03/2006 6.00,"0,451373","9,582191"
25/03/2006 7.00,"0,486216","52,832477"
25/03/2006 8.00,"0,674685","43,172404"
25/03/2006 9.00,"0,562237","13,031928"
25/03/2006 10.00,"0,505221","8,554276"
25/03/2006 11.00,"0,471962","7,308318"
25/03/2006 12.00,"0,516483","6,970871"
25/03/2006 13.00,"0,415299","6,85017"
25/03/2006 14.00,"0,273992","6,610063"
25/03/2006 15.00,"0,354764","6,293382"
25/03/2006 16.00,"0,364266","6,058466"
25/03/2006 17.00,"0,46422","7,888467"
25/03/2006 18.00,"0,449966","9,727552"
25/03/2006 19.00,"0,516308","19,150095"
25/03/2006 20.00,"0,415123","17,708167"
25/03/2006 21.00,"0,66571","26,235163"
25/03/2006 22.00,"0,518244","25,530439"
25/03/2006 23.00,"0,739619","39,555225"
26/03/2006 0.00,"0,752289","34,061343"
26/03/2006 1.00,"0,734868","19,901567"
26/03/2006 2.00,,
26/03/2006 3.00,"0,623652","13,631548"
26/03/2006 4.00,"0,424449","10,804783"
26/03/2006 5.00,"0,483049","10,812564"
26/03/2006 6.00,"0,454541","11,22789"
26/03/2006 7.00,"0,539361","12,408952"
26/03/2006 8.00,"0,659023","12,255807"
26/03/2006 9.00,"0,665886","12,276565"
26/03/2006 10.00,"0,536897","9,544551"
26/03/2006 11.00,"0,475834","8,848892"
26/03/2006 12.00,"0,459468","9,050062"
26/03/2006 13.00,"0,180549","7,892359"
26/03/2006 14.00,,"8,263551"
26/03/2006 15.00,"0,521235","7,644466"
26/03/2006 16.00,"0,030092","7,400467"
26/03/2006 17.00,"0,304083","9,030594"
26/03/2006 18.00,"0,645121","9,28368"
26/03/2006 19.00,"0,53848","10,894337"
26/03/2006 20.00,"0,700376","16,652991"
26/03/2006 21.00,"0,70724","16,725667"
26/03/2006 22.00,"0,741379","25,771827"
26/03/2006 23.00,"0,533377","24,987928"
27/03/2006 0.00,"0,400693","22,270173"
27/03/2006 1.00,,"16,220799"
27/03/2006 2.00,"0,353723",
27/03/2006 3.00,"0,349593","11,991033"
27/03/2006 4.00,"0,47984","12,721736"
27/03/2006 5.00,"0,316704","14,432336"
27/03/2006 6.00,"0,498586","20,043017"
27/03/2006 7.00,"0,499805","40,241806"
27/03/2006 8.00,"0,601739","52,829877"
27/03/2006 9.00,"0,719507","37,415048"
27/03/2006 10.00,"0,320567","19,013821"
27/03/2006 11.00,"0,113283","20,228615"
27/03/2006 12.00,"1,493116","17,384996"
27/03/2006 13.00,"1,152792","14,014414"
27/03/2006 14.00,"0,847823","15,301906"
27/03/2006 15.00,"0,770697","12,986498"
27/03/2006 16.00,"0,848833","14,471273"
27/03/2006 17.00,"0,684212","12,231138"
27/03/2006 18.00,"0,596777","12,16365"
27/03/2006 19.00,"0,51769","16,658188"
27/03/2006 20.00,"0,477315","27,050229"
27/03/2006 21.00,"0,563977","29,082704"
27/03/2006 22.00,"0,612761","23,164395"
27/03/2006 23.00,"0,527256","15,937869"
28/03/2006 0.00,"0,44095","16,072839"
28/03/2006 1.00,"0,310614","12,724331"
28/03/2006 2.00,"0,34472","12,695779"
28/03/2006 3.00,"0,470659","15,587439"
28/03/2006 4.00,"0,520809","16,503738"
28/03/2006 5.00,"0,488456","16,451821"
28/03/2006 6.00,"0,591162","24,647879"
28/03/2006 7.00,"0,507589","39,100973"
28/03/2006 8.00,"0,644015","33,51495"
28/03/2006 9.00,"0,714308","28,27802"
28/03/2006 10.00,"0,65685","24,749099"
28/03/2006 11.00,"0,303305","21,324019"
28/03/2006 12.00,"0,736115","15,932672"
28/03/2006 13.00,"0,709881","13,191564"
28/03/2006 14.00,"0,62209","11,8885"
28/03/2006 15.00,"0,609611","11,822312"
28/03/2006 16.00,"0,543835","12,528361"
28/03/2006 17.00,"0,544488","11,902783"
28/03/2006 18.00,"0,477225","13,553672"
28/03/2006 19.00,"0,42568","15,234416"
28/03/2006 20.00,"0,479928","16,408989"
28/03/2006 21.00,"0,584032","18,340224"
28/03/2006 22.00,"0,486792","14,223375"
28/03/2006 23.00,"0,447041","13,09423"
29/03/2006 0.00,"0,602124","8,371275"
29/03/2006 1.00,,"9,815806"
29/03/2006 2.00,"0,503513",
29/03/2006 3.00,"0,552464","9,134425"
29/03/2006 4.00,"0,66884","6,802146"
29/03/2006 5.00,"0,671781","7,492615"
29/03/2006 6.00,"0,550698","9,360253"
29/03/2006 7.00,"0,586823","26,266329"
29/03/2006 8.00,"0,7052","19,189023"
29/03/2006 9.00,"0,535402","17,390183"
29/03/2006 10.00,"0,662015","16,751627"
29/03/2006 11.00,"0,214161","12,423223"
29/03/2006 12.00,"0,460916","20,080666"
29/03/2006 13.00,"0,677665","45,261973"
29/03/2006 14.00,"1,06539","20,460943"
29/03/2006 15.00,"1,139875","16,527103"
29/03/2006 16.00,"0,677548","10,480311"
29/03/2006 17.00,"0,65319","8,443956"
29/03/2006 18.00,"0,468094","8,872253"
29/03/2006 19.00,"0,521634","13,570548"
29/03/2006 20.00,"0,565643","18,172796"
29/03/2006 21.00,"0,494099","21,514817"
29/03/2006 22.00,"0,474213","22,070292"
29/03/2006 23.00,"0,530812","19,577083"
30/03/2006 0.00,"0,570938","14,929424"
30/03/2006 1.00,"0,521399","13,518629"
30/03/2006 2.00,"0,696845","13,529015"
30/03/2006 3.00,"0,564465","11,687332"
30/03/2006 4.00,"0,443853","15,57446"
30/03/2006 5.00,"0,513986","17,207183"
30/03/2006 6.00,"0,458091","21,195533"
30/03/2006 7.00,"0,599061","24,505108"
30/03/2006 8.00,"0,514221","22,706261"
30/03/2006 9.00,"0,447854","16,833399"
30/03/2006 10.00,"0,347245","15,915796"
30/03/2006 11.00,"0,538461","15,310988"
30/03/2006 12.00,"0,640952","14,302544"
30/03/2006 13.00,"0,728381","10,464737"
30/03/2006 14.00,"0,589177","9,70419"
30/03/2006 15.00,"1,009613","10,296016"
30/03/2006 16.00,"1,298142","11,320038"
30/03/2006 17.00,"1,431816","16,720479"
30/03/2006 18.00,"0,755799","15,689971"
30/03/2006 19.00,"0,54305","17,259099"
30/03/2006 20.00,"0,807691","25,848404"
30/03/2006 21.00,"0,987492","46,33143"
30/03/2006 22.00,"0,901122","49,081611"
30/03/2006 23.00,"0,882294","25,440879"
31/03/2006 0.00,"0,761682","17,871699"
31/03/2006 1.00,,"19,408367"
31/03/2006 2.00,"0,588296",
31/03/2006 3.00,"0,521417","16,070246"
31/03/2006 4.00,"0,531478","18,044313"
31/03/2006 5.00,"0,398905","19,614729"
31/03/2006 6.00,"0,595398","23,831511"
31/03/2006 7.00,"0,465783","20,218234"
31/03/2006 8.00,"0,571724","26,223501"
31/03/2006 9.00,"0,763482","28,153434"
31/03/2006 10.00,"1,074794","20,858085"
31/03/2006 11.00,"0,960568","14,175353"
31/03/2006 12.00,"0,720277","13,209742"
31/03/2006 13.00,"0,59303","11,6458"
31/03/2006 14.00,"0,616705","11,836594"
31/03/2006 15.00,"0,713175","9,274594"
31/03/2006 16.00,"0,545683","9,173361"
31/03/2006 17.00,"0,506621","10,713928"
31/03/2006 18.00,"0,481171","11,856051"
31/03/2006 19.00,"0,453354","15,898931"
31/03/2006 20.00,"0,51609","21,111176"
31/03/2006 21.00,"0,549234","20,222134"
31/03/2006 22.00,"0,541539","13,29669"
31/03/2006 23.00,"0,620255","10,933272"
01/04/2006 0.00,"0,549234","12,161056"
01/04/2006 1.00,"0,485906","11,21361"
01/04/2006 2.00,"0,522009","7,859915"
01/04/2006 3.00,"0,506029","7,509489"
01/04/2006 4.00,"0,540947","8,56985"
01/04/2006 5.00,"0,548642","12,037762"
01/04/2006 6.00,"0,622623","38,49747"
01/04/2006 7.00,"0,725604","51,411307"
01/04/2006 8.00,"0,677073","46,52871"
01/04/2006 9.00,"0,575275","26,424661"
01/04/2006 10.00,"1,083671","25,643341"
01/04/2006 11.00,"4,438851","34,157383"
01/04/2006 12.00,"5,497074","24,219589"
01/04/2006 13.00,"3,48361","16,669867"
01/04/2006 14.00,"1,940666","14,036478"
01/04/2006 15.00,"1,733519","13,985863"
01/04/2006 16.00,"1,489086","11,587392"
01/04/2006 17.00,"0,928016","9,284978"
01/04/2006 18.00,"0,674705","13,913186"
01/04/2006 19.00,"0,523784","14,93461"
01/04/2006 20.00,"0,560479","27,234528"
01/04/2006 21.00,"0,682399","30,904917"
01/04/2006 22.00,"0,709032","27,165752"
01/04/2006 23.00,"0,521417","16,978753"
02/04/2006 0.00,"0,58948","13,869059"
02/04/2006 1.00,,"13,419993"
02/04/2006 2.00,"0,583416",
02/04/2006 3.00,"0,469478","10,972211"
02/04/2006 4.00,"0,519426","10,018276"
02/04/2006 5.00,"0,594539","10,760657"
02/04/2006 6.00,"0,440343","27,139788"
02/04/2006 7.00,"0,579388","37,147672"
02/04/2006 8.00,"1,167241","57,29585"
02/04/2006 9.00,"0,84332","54,89868"
02/04/2006 10.00,"0,652428","39,764189"
02/04/2006 11.00,"0,56558","26,615461"
02/04/2006 12.00,"0,476746","11,269422"
02/04/2006 13.00,"0,588963","11,709395"
02/04/2006 14.00,"0,654968","9,480956"
02/04/2006 15.00,"0,601983","11,858658"
02/04/2006 16.00,"0,567127","11,647102"
02/04/2006 17.00,"0,626097","11,780782"
02/04/2006 18.00,"0,654238","13,765226"
02/04/2006 19.00,"0,559829","34,380606"
02/04/2006 20.00,"0,631351","26,262429"
02/04/2006 21.00,"0,54929","16,743845"
02/04/2006 22.00,"0,598772","12,310316"
02/04/2006 23.00,"0,669477","10,371288"
03/04/2006 0.00,"0,684861","8,415404"
03/04/2006 1.00,"0,699137","7,761276"
03/04/2006 2.00,"0,695079","7,166849"
03/04/2006 3.00,"0,669038","8,826828"
03/04/2006 4.00,"0,549027","8,520532"
03/04/2006 5.00,"0,640546","8,833317"
03/04/2006 6.00,"0,683868","9,175955"
03/04/2006 7.00,"0,510902","13,360295"
03/04/2006 8.00,"0,632898","17,639373"
03/04/2006 9.00,"0,511895","14,5102"
03/04/2006 10.00,"0,634854","11,060461"
03/04/2006 11.00,"0,615091","10,471226"
03/04/2006 12.00,"0,534752","10,541311"
03/04/2006 13.00,"0,516916","8,646425"
03/04/2006 14.00,"0,567302","8,786596"
03/04/2006 15.00,"0,650385","8,247978"
03/04/2006 16.00,"0,631906","8,825531"
03/04/2006 17.00,"0,596465","9,775574"
03/04/2006 18.00,"0,544795","10,416717"
03/04/2006 19.00,"0,626097","12,88527"
03/04/2006 20.00,"0,618069","15,835336"
03/04/2006 21.00,"0,679022","14,755506"
03/04/2006 22.00,"0,492569","15,543314"
03/04/2006 23.00,"0,679519","23,732871"
04/04/2006 0.00,"0,735569","24,292265"
04/04/2006 1.00,,"20,320774"
04/04/2006 2.00,"0,272293",
04/04/2006 3.00,"0,230904","13,570548"
04/04/2006 4.00,"0,243974","11,445934"
04/04/2006 5.00,"0,213477","9,814508"
04/04/2006 6.00,"0,230904","12,440101"
04/04/2006 7.00,"0,209556","18,155931"
04/04/2006 8.00,"0,208249","15,55499"
04/04/2006 9.00,"0,178188","14,154593"
04/04/2006 10.00,"0,229597","11,84697"
04/04/2006 11.00,"0,235696","11,971563"
04/04/2006 12.00,"0,140285","12,158461"
04/04/2006 13.00,"0,250945","8,78919"
04/04/2006 14.00,"0,248766","9,615935"
04/04/2006 15.00,"0,24136","7,610722"
04/04/2006 16.00,"0,144206","7,002019"
04/04/2006 17.00,"0,134621","7,274573"
04/04/2006 18.00,"0,188644","8,224615"
04/04/2006 19.00,"0,208249","8,741169"
04/04/2006 20.00,"0,22219","9,858637"
04/04/2006 21.00,"0,184288","11,077336"
04/04/2006 22.00,"0,200842","9,910551"
04/04/2006 23.00,"0,196486","10,73599"
05/04/2006 0.00,"0,195179","8,861871"
05/04/2006 1.00,"0,24136","10,402435"
05/04/2006 2.00,"0,197357","9,79504"
05/04/2006 3.00,"0,216963","15,62897"
05/04/2006 4.00,"0,214348","15,592627"
05/04/2006 5.00,"0,22524","17,921012"
05/04/2006 6.00,"0,206071","38,493568"
05/04/2006 7.00,"0,119372","40,383275"
05/04/2006 8.00,"0,209121","29,287767"
05/04/2006 9.00,"0,304096","23,14105"
05/04/2006 10.00,"0,293639","16,51152"
05/04/2006 11.00,"0,704039","13,663995"
05/04/2006 12.00,"0,348969","12,825571"
05/04/2006 13.00,"0,266629","9,3927"
05/04/2006 14.00,"0,245716","9,212297"
05/04/2006 15.00,"0,264014","8,865764"
05/04/2006 16.00,"0,302353","7,866401"
05/04/2006 17.00,"0,289719","7,418638"
05/04/2006 18.00,"0,200842","8,381657"
05/04/2006 19.00,"0,181238","9,264211"
05/04/2006 20.00,"0,212606","8,873551"
05/04/2006 21.00,"0,226547","8,250574"
05/04/2006 22.00,"0,227418","6,793062"
05/04/2006 23.00,"0,212606","6,460809"
06/04/2006 0.00,"0,170345","6,089617"
06/04/2006 1.00,,"6,010444"
06/04/2006 2.00,"0,290346",
06/04/2006 3.00,"0,27003","6,8917"
06/04/2006 4.00,"0,343831","5,859894"
06/04/2006 5.00,"0,38868","6,107786"
06/04/2006 6.00,"0,33461","7,065614"
06/04/2006 7.00,"0,403904","7,322594"
06/04/2006 8.00,"0,396526","8,755445"
06/04/2006 9.00,"0,405191","10,418017"
06/04/2006 10.00,"0,448547","11,69253"
06/04/2006 11.00,"0,411544","10,007891"
06/04/2006 12.00,"0,431744","10,790502"
06/04/2006 13.00,"0,465293","9,917041"
06/04/2006 14.00,"0,468015","9,05136"
06/04/2006 15.00,"0,383645","20,275345"
06/04/2006 16.00,"0,361952","9,138318"
06/04/2006 17.00,"0,396467","8,647724"
06/04/2006 18.00,"0,411339","8,458232"
06/04/2006 19.00,"0,476211","10,373885"
06/04/2006 20.00,"0,374687","11,55755"
06/04/2006 21.00,"0,417077","11,667863"
06/04/2006 22.00,"0,477295","9,434233"
06/04/2006 23.00,"0,47551","9,461487"
07/04/2006 0.00,"0,428787","10,308997"
07/04/2006 1.00,"0,378756","8,296"
07/04/2006 2.00,"0,492195","7,647063"
07/04/2006 3.00,"0,446615","8,450445"
07/04/2006 4.00,"0,38505","8,982574"
07/04/2006 5.00,"0,338737","7,734021"
07/04/2006 6.00,"0,391608","9,971552"
07/04/2006 7.00,"0,447434","13,81584"
07/04/2006 8.00,"0,399249","21,107274"
07/04/2006 9.00,"0,382211","11,159099"
07/04/2006 10.00,"0,474017","9,648382"
07/04/2006 11.00,"0,384758","9,475765"
07/04/2006 12.00,"0,073011","9,210999"
07/04/2006 13.00,,"7,91702"
07/04/2006 14.00,,"8,750254"
07/04/2006 15.00,,"7,403061"
07/04/2006 16.00,"0,001698","7,275871"
07/04/2006 17.00,,"7,695082"
07/04/2006 18.00,,"7,637977"
07/04/2006 19.00,,"8,398531"
07/04/2006 20.00,,"8,78919"
07/04/2006 21.00,"0,003396","7,85602"
07/04/2006 22.00,"0,000849","8,089637"
07/04/2006 23.00,,"9,19153"
08/04/2006 0.00,,"8,259658"
08/04/2006 1.00,,"8,236297"
08/04/2006 2.00,"0,245561",
08/04/2006 3.00,"0,236712","8,33753"
08/04/2006 4.00,"0,192835","13,621162"
08/04/2006 5.00,"0,176244","18,228609"
08/04/2006 6.00,"0,259572","32,411745"
08/04/2006 7.00,"0,267684","29,878307"
08/04/2006 8.00,"0,188042","18,488183"
08/04/2006 9.00,"0,213852","10,895628"
08/04/2006 10.00,"0,276532","9,896275"
08/04/2006 11.00,"0,31156","9,469275"
08/04/2006 12.00,"0,316353","9,557532"
08/04/2006 13.00,"0,291281","23,843194"
08/04/2006 14.00,"0,266946","8,894318"
08/04/2006 15.00,"0,243349","9,556233"
08/04/2006 16.00,"0,278745","7,291446"
08/04/2006 17.00,"0,321147","7,726231"
08/04/2006 18.00,"0,278745","7,866401"
08/04/2006 19.00,"0,276532","11,208421"
08/04/2006 20.00,"0,336264","22,06901"
08/04/2006 21.00,"0,20574","36,74793"
08/04/2006 22.00,"0,242611","40,689577"
08/04/2006 23.00,"0,207216","25,547302"
09/04/2006 0.00,"0,200579","11,791166"
09/04/2006 1.00,"0,206477","11,569227"
09/04/2006 2.00,"0,182143","10,323268"
09/04/2006 3.00,"0,200579","8,948827"
09/04/2006 4.00,"0,194679","7,683404"
09/04/2006 5.00,"0,143059","10,039042"
09/04/2006 6.00,"0,21164","14,241541"
09/04/2006 7.00,"0,25736","18,37267"
09/04/2006 8.00,"0,290913","21,150123"
