NetC,SIMAGE Brindisi,,
23/01/2006 21.00,"5,25373","6,78268",
23/01/2006 22.00,"5,005895","7,127913","33,211231"
23/01/2006 23.00,"4,601342","6,613956",
24/01/2006 0.00,"4,971272","4,85534","26,86202"
24/01/2006 1.00,,"4,765786",
24/01/2006 2.00,"4,127863",,"23,44322"
24/01/2006 3.00,"4,338187","6,186957",
24/01/2006 4.00,"4,513763","4,638596","32,722832"
24/01/2006 5.00,"4,694826","4,752808",
24/01/2006 6.00,"4,817363","4,09868","27,83882"
24/01/2006 7.00,"5,422733","6,44004",
24/01/2006 8.00,"5,323973","7,264191","31,746031"
24/01/2006 9.00,"5,684269","7,782042",
24/01/2006 10.00,"6,664568","6,977362","31,746031"
24/01/2006 11.00,"7,643035","6,529595",
24/01/2006 12.00,"6,673711","5,400448","30,28083"
24/01/2006 13.00,"6,393888","7,530253",
24/01/2006 14.00,"5,120963","5,143467","31,25762"
24/01/2006 15.00,"4,819193","6,742446",
24/01/2006 16.00,"4,195533","7,265487","34,18803"
24/01/2006 17.00,"3,500545","6,223298",
24/01/2006 18.00,"3,493229","4,773574","32,722832"
24/01/2006 19.00,"3,557241","5,413425",
24/01/2006 20.00,"4,162611","4,828085","32,722832"
24/01/2006 21.00,"3,818776","6,125958",
24/01/2006 22.00,"3,288391","5,611999","35,653221"
24/01/2006 23.00,"2,950042","7,303127",
25/01/2006 0.00,"4,314412","3,624957","24,42001"
25/01/2006 1.00,"4,272347","2,886466",
25/01/2006 2.00,"3,736475","2,930595","28,81562"
25/01/2006 3.00,"3,469454","4,25702",
25/01/2006 4.00,"2,924437","2,663234","22,954821"
25/01/2006 5.00,"2,41417","2,063616",
25/01/2006 6.00,"2,759835","3,107105","23,44322"
25/01/2006 7.00,"2,684849","4,846254",
25/01/2006 8.00,"2,657416","4,630809","24,42001"
25/01/2006 9.00,"2,48184","6,063659",
25/01/2006 10.00,"3,03783","7,854723","21,48962"
25/01/2006 11.00,"2,699481","8,33753",
25/01/2006 12.00,"3,129275","9,105871","17,582411"
25/01/2006 13.00,"1,142341","11,922251",
25/01/2006 14.00,"1,842451","4,877403","18,55921"
25/01/2006 15.00,"2,759835","5,679489",
25/01/2006 16.00,"2,081857","6,020828","14,65201"
25/01/2006 17.00,"0,875503","9,333",
25/01/2006 18.00,"0,630428","3,893616","25,88522"
25/01/2006 19.00,"0,703951","4,079212",
25/01/2006 20.00,"0,642865","3,744361","17,094"
25/01/2006 21.00,"0,471678","4,319319",
25/01/2006 22.00,"0,482652","6,293382","16,60561"
25/01/2006 23.00,"0,55526","4,064937",
26/01/2006 0.00,"0,579584","3,130468","21,48962"
26/01/2006 1.00,,"1,60417",
26/01/2006 2.00,"0,830088",,"11,23321"
26/01/2006 3.00,"0,451522","3,605489",
26/01/2006 4.00,"0,264154","7,827466","10,74481"
26/01/2006 5.00,"0,277758","8,077957",
26/01/2006 6.00,"0,224474","11,26163","18,07081"
26/01/2006 7.00,"0,285695","20,636157",
26/01/2006 8.00,"1,15641","47,785046","24,42001"
26/01/2006 9.00,"2,856936","63,965611",
26/01/2006 10.00,"2,488512","45,003699","34,18803"
26/01/2006 11.00,"2,822006","19,346075",
26/01/2006 12.00,"8,500942","17,138399","25,88522"
26/01/2006 13.00,"2,526967","10,785314",
26/01/2006 14.00,"4,068467","9,595169","13,18681"
26/01/2006 15.00,"3,763286","7,866401",
26/01/2006 16.00,"3,822116","11,518612","17,582411"
26/01/2006 17.00,"4,616321","23,329229",
26/01/2006 18.00,"3,344122","45,733106","23,44322"
26/01/2006 19.00,"2,873482","85,015794",
26/01/2006 20.00,"2,6639","78,396644","37,118431"
26/01/2006 21.00,"1,930364","77,316826",
26/01/2006 22.00,"3,998606","87,636209","66,910851"
26/01/2006 23.00,"2,52951","77,761997",
27/01/2006 0.00,"0,87326","64,021408","89,377281"
27/01/2006 1.00,"1,893011","67,388115",
27/01/2006 2.00,"0,569734","50,240628","84,004883"
27/01/2006 3.00,"0,197265","29,564222",
27/01/2006 4.00,"0,274357","21,274708","58,119652"
27/01/2006 5.00,"0,335976","15,674399",
27/01/2006 6.00,"0,38687","12,909925","37,118431"
27/01/2006 7.00,"0,22334","40,943949",
27/01/2006 8.00,"0,471224","51,799368","29,79241"
27/01/2006 9.00,"0,480416","40,034143",
27/01/2006 10.00,"1,68006","28,832213","25,39682"
27/01/2006 11.00,"2,071125","16,140329",
27/01/2006 12.00,"3,430529","15,22274","20,51281"
27/01/2006 13.00,"2,85326","12,501099",
27/01/2006 14.00,"1,485216","12,656841","13,67521"
27/01/2006 15.00,"1,129293","11,287589",
27/01/2006 16.00,"0,613764","20,94506","24,42001"
27/01/2006 17.00,"0,612171","24,288365",
27/01/2006 18.00,"0,476463","29,189127","23,44322"
27/01/2006 19.00,"0,431881","26,859449",
27/01/2006 20.00,"0,337722","26,584295","30,76923"
27/01/2006 21.00,"0,286828","23,608286",
27/01/2006 22.00,"0,257352","17,244818","26,86202"
27/01/2006 23.00,"0,287961","15,201967",
28/01/2006 0.00,"0,208602","9,698998","28,81562"
28/01/2006 1.00,,"9,752213",
28/01/2006 2.00,"1,087724",,"16,60561"
28/01/2006 3.00,"1,71932","6,787871",
28/01/2006 4.00,"1,3624","5,338147","22,46641"
28/01/2006 5.00,"1,316222","5,741786",
28/01/2006 6.00,"1,434937","6,259637","19,0476"
28/01/2006 7.00,"1,281768","8,961808",
28/01/2006 8.00,"1,406127","11,413487","23,93162"
28/01/2006 9.00,"1,451374","15,090351",
28/01/2006 10.00,"1,929583","12,64257","22,46641"
28/01/2006 11.00,"2,307312","10,333653",
28/01/2006 12.00,"2,711091","9,623723","22,954821"
28/01/2006 13.00,"2,556651","11,12795",
28/01/2006 14.00,"2,452449","13,460221","22,954821"
28/01/2006 15.00,"1,875622","9,946893",
28/01/2006 16.00,"1,808635","9,978041","21,97802"
28/01/2006 17.00,"2,679459","11,789864",
28/01/2006 18.00,"1,955633","16,764606","22,954821"
28/01/2006 19.00,"2,02448","17,643269",
28/01/2006 20.00,"2,234743","18,842498","34,67643"
28/01/2006 21.00,"2,525018","16,116975",
28/01/2006 22.00,"1,858875","12,423223","29,30402"
28/01/2006 23.00,"1,656054","12,572486",
29/01/2006 0.00,"1,817938","23,783501","37,118431"
29/01/2006 1.00,"2,060082","12,956656",
29/01/2006 2.00,"1,030227","11,593882","29,30402"
29/01/2006 3.00,"1,126706","11,326527",
29/01/2006 4.00,"1,248832","6,633424","28,81562"
29/01/2006 5.00,"1,195492","5,03834",
29/01/2006 6.00,"1,531075","4,991616","20,51281"
29/01/2006 7.00,"1,301119","7,711956",
29/01/2006 8.00,"1,477207","7,027976","29,79241"
29/01/2006 9.00,"1,672801","12,800905",
29/01/2006 10.00,"1,777002","8,809957","21,97802"
29/01/2006 11.00,"1,71932","10,533531",
29/01/2006 12.00,"1,961215","10,91121","23,44322"
29/01/2006 13.00,"2,484081","12,95276",
29/01/2006 14.00,"2,314755","16,109183","22,46641"
29/01/2006 15.00,"1,870039","10,253184",
29/01/2006 16.00,"1,57046","15,488803","32,234421"
29/01/2006 17.00,"1,456677","14,020904",
29/01/2006 18.00,"1,385318","14,3947","35,653221"
29/01/2006 19.00,"1,012333","12,419338",
29/01/2006 20.00,"1,046198","14,738629","32,234421"
29/01/2006 21.00,"1,25612","20,815254",
29/01/2006 22.00,"0,94761","17,765271","37,118431"
29/01/2006 23.00,"0,950246","20,324654",
30/01/2006 0.00,"0,875414","20,867165","32,234421"
30/01/2006 1.00,,"19,664058",
30/01/2006 2.00,"0,7649",,"26,86202"
30/01/2006 3.00,"0,828901","11,532884",
30/01/2006 4.00,"0,804668","11,098098","27,35042"
30/01/2006 5.00,"0,81523","16,393415",
30/01/2006 6.00,"0,674802","14,89308","24,908421"
30/01/2006 7.00,"0,361013","32,484419",
30/01/2006 8.00,"1,601255","68,072074","22,46641"
30/01/2006 9.00,"3,469073","74,432955",
30/01/2006 10.00,"2,76072","46,92327","22,46641"
30/01/2006 11.00,"6,69395","27,704363",
30/01/2006 12.00,"7,184206","16,776293","13,18681"
30/01/2006 13.00,"37,078619","32,215767",
30/01/2006 14.00,"15,128952","20,94116","19,53602"
30/01/2006 15.00,"12,073712","20,503771",
30/01/2006 16.00,"14,910856","28,977582","25,88522"
30/01/2006 17.00,"10,739021","39,853745",
30/01/2006 18.00,"4,531604","45,894041","34,18803"
30/01/2006 19.00,"3,858669","52,491128",
30/01/2006 20.00,"3,853076","61,895513","43,956032"
30/01/2006 21.00,"4,794442","62,573011",
30/01/2006 22.00,"7,469411","75,559503","42,490841"
30/01/2006 23.00,"3,912727","64,118765",
31/01/2006 0.00,"3,651755","62,62492","44,444431"
31/01/2006 1.00,"2,822235","49,816204",
31/01/2006 2.00,"2,667516","28,984064","48,84005"
31/01/2006 3.00,"2,402814","24,797128",
31/01/2006 4.00,"1,396206","17,789927","44,932831"
31/01/2006 5.00,"1,895781","12,480338",
31/01/2006 6.00,"3,400102","11,601675","38,58363"
31/01/2006 7.00,"3,457889","15,274655",
31/01/2006 8.00,"2,164211","15,914504","37,118431"
31/01/2006 9.00,"3,411286","18,480404",
31/01/2006 10.00,"5,549398","22,06381","36,141621"
31/01/2006 11.00,"6,401286","22,667333",
31/01/2006 12.00,"5,064734","13,758736","31,25762"
31/01/2006 13.00,"6,634298","11,076034",
31/01/2006 14.00,"3,631249","6,029915","29,30402"
31/01/2006 15.00,"2,835283","8,049403",
31/01/2006 16.00,"2,302153","9,645785","28,81562"
31/01/2006 17.00,"2,453144","7,210978",
31/01/2006 18.00,"1,545332","4,408873","20,51281"
31/01/2006 19.00,"2,755127","8,75804",
31/01/2006 20.00,"2,205221","4,944893","29,30402"
31/01/2006 21.00,"1,737334","3,952022",
31/01/2006 22.00,"1,714965","9,040978","32,234421"
31/01/2006 23.00,"2,169803","13,565358",
01/02/2006 0.00,"2,350619","15,395354","31,25762"
01/02/2006 1.00,,"11,412185",
01/02/2006 2.00,"0,458419",,"29,79241"
01/02/2006 3.00,"0,988351","6,617851",
01/02/2006 4.00,"0,874664","7,54453","29,30402"
01/02/2006 5.00,"0,482256","7,730126",
01/02/2006 6.00,"0,863661","7,033169","29,30402"
01/02/2006 7.00,"0,636285","8,238892",
01/02/2006 8.00,"0,911337","9,217488","33,211231"
01/02/2006 9.00,"1,520117","12,983906",
01/02/2006 10.00,"1,782333","12,736019","28,81562"
01/02/2006 11.00,"2,504801","12,484226",
01/02/2006 12.00,"2,47913","11,857353","31,746031"
01/02/2006 13.00,"1,650308","11,686041",
01/02/2006 14.00,"2,042715","11,383633","29,30402"
01/02/2006 15.00,"1,48161","9,883296",
01/02/2006 16.00,"1,463273","8,181787","32,722832"
01/02/2006 17.00,"1,224895","5,885851",
01/02/2006 18.00,"0,616115","5,483509","35,164822"
01/02/2006 19.00,"0,471254","10,035147",
01/02/2006 20.00,"0,647288","8,408912","29,30402"
01/02/2006 21.00,"0,243879","5,34334",
01/02/2006 22.00,"0,366735","5,331658","19,53602"
01/02/2006 23.00,"0,311725","10,033849",
02/02/2006 0.00,"0,513429","7,83785","15,14041"
02/02/2006 1.00,"1,010355","19,355156",
02/02/2006 2.00,"1,0727","28,612888","25,39682"
02/02/2006 3.00,"0,916838","26,572632",
02/02/2006 4.00,"0,971848","20,678986","34,67643"
02/02/2006 5.00,"0,544601","19,240933",
02/02/2006 6.00,"0,898501","16,589395","29,79241"
02/02/2006 7.00,"0,810485","16,976158",
02/02/2006 8.00,"0,979183","19,783444","31,746031"
02/02/2006 9.00,"0,606947","19,22407",
02/02/2006 10.00,"2,006042","18,86327","24,42001"
02/02/2006 11.00,"2,710173","17,815886",
02/02/2006 12.00,"3,307951","18,492079","23,44322"
02/02/2006 13.00,"3,086076","19,202004",
02/02/2006 14.00,"2,899042","18,946335","31,746031"
02/02/2006 15.00,"2,814692","21,348685",
02/02/2006 16.00,"2,418618","25,235819","38,09523"
02/02/2006 17.00,"1,793335","26,07683",
02/02/2006 18.00,"0,770144","27,468154","43,46764"
02/02/2006 19.00,"0,671125","55,807188",
02/02/2006 20.00,"2,442456","85,005415","59,096451"
02/02/2006 21.00,"1,584296","67,441308",
02/02/2006 22.00,"0,960846","60,413327","78,632462"
02/02/2006 23.00,"0,586776","44,501415",
03/02/2006 0.00,"0,199871","54,415881","95,726479"
03/02/2006 1.00,,"54,275693",
03/02/2006 2.00,"2,487957",,"108,424797"
03/02/2006 3.00,"2,621209","40,994578",
03/02/2006 4.00,"1,940657","29,422753","95,238091"
03/02/2006 5.00,"1,661012","25,546002",
03/02/2006 6.00,"1,538288","23,616066","69,352852"
03/02/2006 7.00,"1,677105","38,583127",
03/02/2006 8.00,"3,40976","49,86033","71,794861"
03/02/2006 9.00,"5,344632","57,648883",
03/02/2006 10.00,"6,301116","47,31651","73,260071"
03/02/2006 11.00,"12,671586","24,939899",
03/02/2006 12.00,"12,270013","16,048182","49,328442"
03/02/2006 13.00,"11,492415","20,580346",
03/02/2006 14.00,"10,117925","22,969715","44,444431"
03/02/2006 15.00,"10,83528","21,038482",
03/02/2006 16.00,"8,447729","21,549865","43,956032"
03/02/2006 17.00,"5,167572","34,218394",
03/02/2006 18.00,"5,654942","75,469966","53,235641"
03/02/2006 19.00,"4,618142","102,238483",
03/02/2006 20.00,"5,662243","106,539637","79,609283"
03/02/2006 21.00,"8,228687","114,3983",
03/02/2006 22.00,"8,809149","118,990181","111,355301"
03/02/2006 23.00,"5,227809","101,319666",
04/02/2006 0.00,"3,873399","86,433069","114,285599"
04/02/2006 1.00,"2,195901","69,449118",
04/02/2006 2.00,"1,817537","63,593115","113,797302"
04/02/2006 3.00,"1,656205","49,190634",
04/02/2006 4.00,"1,720062","28,593405","98,656891"
04/02/2006 5.00,"0,326526","19,787344",
04/02/2006 6.00,"1,090984","26,18327","73,260071"
04/02/2006 7.00,"1,8632","46,736354",
04/02/2006 8.00,"3,010008","55,905828","64,95726"
04/02/2006 9.00,"4,065061","60,885766",
04/02/2006 10.00,"3,322143","40,359909","71,306473"
04/02/2006 11.00,"3,986571","20,506371",
04/02/2006 12.00,"6,302942","15,908014","54,700851"
04/02/2006 13.00,"5,483358","14,010529",
04/02/2006 14.00,"4,194661","13,129272","38,58363"
04/02/2006 15.00,"3,499202","12,964438",
04/02/2006 16.00,"3,745624","11,308359","42,002441"
04/02/2006 17.00,"3,114053","12,545224",
04/02/2006 18.00,"2,173997","29,486347","42,97924"
04/02/2006 19.00,"3,898954","78,247393",
04/02/2006 20.00,"2,141141","67,626903","59,096451"
04/02/2006 21.00,"1,6371","41,748634",
04/02/2006 22.00,"1,886778","42,161359","65,934052"
04/02/2006 23.00,"1,526605","49,773393",
05/02/2006 0.00,"1,871901","53,182888","71,794861"
05/02/2006 1.00,,"34,015914",
05/02/2006 2.00,"0,205659",,"78,144081"
05/02/2006 3.00,"0,213393","25,58365",
05/02/2006 4.00,"0,229773","16,495946","80,586082"
05/02/2006 5.00,"0,275728","20,264963",
05/02/2006 6.00,"0,229318","20,032655","67,399261"
05/02/2006 7.00,"0,476382","31,073631",
05/02/2006 8.00,"0,353078","24,102766","66,42247"
05/02/2006 9.00,"0,260713","17,35255",
05/02/2006 10.00,"0,803981","13,51214","37,606831"
05/02/2006 11.00,"1,783139","10,258371",
05/02/2006 12.00,"1,492849","11,159099","23,44322"
05/02/2006 13.00,"0,298477","9,814508",
05/02/2006 14.00,"1,12339","9,252531","33,211231"
05/02/2006 15.00,"1,980154","9,431638",
05/02/2006 16.00,"1,59841","9,888487","33,211231"
05/02/2006 17.00,"1,848204","9,833976",
05/02/2006 18.00,"1,902804","9,57051","22,46641"
05/02/2006 19.00,"1,785869","8,600997",
05/02/2006 20.00,"1,747194","8,24668","26,86202"
05/02/2006 21.00,"3,041667","8,34532",
05/02/2006 22.00,"4,287909","7,410851","23,44322"
05/02/2006 23.00,"8,224561","8,162318",
06/02/2006 0.00,"10,630589","6,668467","24,908421"
06/02/2006 1.00,"9,707858","6,323233",
06/02/2006 2.00,"9,216459","5,662617","30,76923"
06/02/2006 3.00,"8,351961","6,024723",
06/02/2006 4.00,"8,796041","5,739189","35,653221"
06/02/2006 5.00,"9,680558","5,460148",
06/02/2006 6.00,"10,217453","5,710637","31,25762"
06/02/2006 7.00,"10,909053","7,063019",
06/02/2006 8.00,"11,171134","6,106488","38,58363"
06/02/2006 9.00,"11,254854","6,698317",
06/02/2006 10.00,"9,724239","11,478373","36,630032"
06/02/2006 11.00,"9,895318","8,107807",
06/02/2006 12.00,"10,734333","5,776829","32,234421"
06/02/2006 13.00,"9,695119","6,808637",
06/02/2006 14.00,"8,770561","5,133085","34,18803"
06/02/2006 15.00,"7,105263","5,426405",
06/02/2006 16.00,"6,612045","6,388127","31,746031"
06/02/2006 17.00,"4,970407","5,026659",
06/02/2006 18.00,"4,648269","4,595765","40,537231"
06/02/2006 19.00,"4,604588","4,868319",
06/02/2006 20.00,"5,447247","4,869617","32,234421"
06/02/2006 21.00,"5,827626","5,521148",
06/02/2006 22.00,"5,694766","4,537361","33,699631"
06/02/2006 23.00,"4,773848","5,622383",
07/02/2006 0.00,"6,539244","4,889083","37,606831"
07/02/2006 1.00,,"4,432234",
07/02/2006 2.00,"7,763641",,"33,211231"
07/02/2006 3.00,"5,736123","5,114913",
07/02/2006 4.00,"5,907514","4,22717","32,722832"
07/02/2006 5.00,"7,249468","3,93385",
07/02/2006 6.00,"6,051554","4,508808","39,072041"
07/02/2006 7.00,"5,466273","4,780063",
07/02/2006 8.00,"5,059676","5,283638","29,79241"
07/02/2006 9.00,"5,539205","5,613297",
07/02/2006 10.00,"5,147194","4,475063","35,653221"
07/02/2006 11.00,"6,237532","4,939701",
07/02/2006 12.00,"7,249468","5,200573","35,653221"
07/02/2006 13.00,"4,724186","4,369935",
07/02/2006 14.00,"3,909168","4,127234","28,81562"
07/02/2006 15.00,"3,80524","4,890381",
07/02/2006 16.00,"3,205371","6,912467","26,37361"
07/02/2006 17.00,"2,720371","5,929978",
07/02/2006 18.00,"1,832086","3,602892","21,97802"
07/02/2006 19.00,"1,8543","3,611978",
07/02/2006 20.00,"1,544489","4,878701","21,001221"
07/02/2006 21.00,"1,362311","2,963042",
07/02/2006 22.00,"0,976317","5,436787","14,65201"
07/02/2006 23.00,"0,480924","5,260275",
08/02/2006 0.00,"1,082281","5,595127","7,814408"
08/02/2006 1.00,"0,97966","3,499063",
08/02/2006 2.00,"1,241911","3,039617","9,27961"
08/02/2006 3.00,"0,309595","14,789245",
08/02/2006 4.00,"0,164581","11,129245","26,86202"
08/02/2006 5.00,"0,177161","9,691211",
08/02/2006 6.00,"0,184515","10,345331","22,46641"
08/02/2006 7.00,"0,193875","17,273371",
08/02/2006 8.00,"0,386963","30,751768","21,001221"
08/02/2006 9.00,"1,083041","20,046918",
08/02/2006 10.00,"2,018397","12,57508","22,46641"
08/02/2006 11.00,"3,059506","11,410892",
08/02/2006 12.00,"4,319412","18,847696","23,44322"
08/02/2006 13.00,"1,959171","15,48621",
08/02/2006 14.00,"2,324987","10,267467","22,954821"
08/02/2006 15.00,"2,428642","7,220064",
08/02/2006 16.00,"1,516988","6,369956","13,18681"
08/02/2006 17.00,"0,717529","7,003317",
08/02/2006 18.00,"1,590802","58,305597","22,954821"
08/02/2006 19.00,"4,560088","98,691491",
08/02/2006 20.00,"1,723173","74,129252","45,421242"
08/02/2006 21.00,"1,374071","64,835188",
08/02/2006 22.00,"1,513311","46,755836","63,492062"
08/02/2006 23.00,"0,964708","43,853785",
09/02/2006 0.00,"0,700572","29,9406","65,934052"
09/02/2006 1.00,,"15,560188",
09/02/2006 2.00,"0,319938",,"45,909641"
09/02/2006 3.00,"0,502747","11,875522",
09/02/2006 4.00,"0,47502","8,79568","28,327221"
09/02/2006 5.00,"0,37082","8,390743",
09/02/2006 6.00,"0,692925","9,979337","23,93162"
09/02/2006 7.00,"1,361943","17,120223",
09/02/2006 8.00,"1,142836","31,048986","22,46641"
09/02/2006 9.00,"1,441545","40,468932",
09/02/2006 10.00,"1,297739","37,694084","17,094"
09/02/2006 11.00,"1,514471","49,008937",
09/02/2006 12.00,"1,673854","33,778405","17,094"
09/02/2006 13.00,"1,386903","28,441553",
09/02/2006 14.00,"0,795681","9,09419","23,44322"
09/02/2006 15.00,"1,028562","14,964464",
09/02/2006 16.00,"0,664988","12,244119","23,93162"
09/02/2006 17.00,"0,386999","10,434883",
09/02/2006 18.00,"0,346131","10,420612","16,60561"
09/02/2006 19.00,"0,321682","19,706869",
09/02/2006 20.00,"0,337681","32,048351","23,44322"
09/02/2006 21.00,"0,339394","24,99959",
09/02/2006 22.00,"0,39166","31,093116","30,76923"
09/02/2006 23.00,"0,386879","32,882881",
10/02/2006 0.00,"0,368264","17,826272","32,722832"
10/02/2006 1.00,"0,306826","11,512123",
10/02/2006 2.00,"0,245118","14,2675","25,88522"
10/02/2006 3.00,"0,318254","16,070246",
10/02/2006 4.00,"0,311969","12,332378","22,46641"
10/02/2006 5.00,"0,286257","8,490679",
10/02/2006 6.00,"0,326343","14,205207","11,72161"
10/02/2006 7.00,"0,330343","25,934061",
10/02/2006 8.00,"0,997978","47,027092","11,72161"
10/02/2006 9.00,"2,060554","54,857154",
10/02/2006 10.00,"3,913611","64,275798","23,93162"
10/02/2006 11.00,"2,024467","51,56834",
10/02/2006 12.00,"1,196313","36,606808","25,39682"
10/02/2006 13.00,"1,661103","14,700993",
10/02/2006 14.00,"0,797877","9,340785","15,62881"
10/02/2006 15.00,"1,760161","8,756744",
10/02/2006 16.00,"1,624746","10,276548","9,76801"
10/02/2006 17.00,"2,040225","9,168168",
10/02/2006 18.00,"0,820943","7,43551","10,25641"
10/02/2006 19.00,"0,688444","11,963781",
10/02/2006 20.00,"0,618977","16,023526","11,72161"
10/02/2006 21.00,"0,383451","22,122222",
10/02/2006 22.00,"0,270259","34,799834","9,76801"
10/02/2006 23.00,"0,336628","71,905994",
11/02/2006 0.00,"0,315397","28,989265","24,42001"
11/02/2006 1.00,,"14,22727",
11/02/2006 2.00,"0,193246",,"15,62881"
11/02/2006 3.00,"0,090448","7,509489",
11/02/2006 4.00,"0,168545","7,719743","16,11721"
11/02/2006 5.00,"0,126409","7,020191",
11/02/2006 6.00,"0,142391","8,732084","9,27961"
11/02/2006 7.00,"0,204143","11,749633",
11/02/2006 8.00,"0,157648","14,566013","11,72161"
11/02/2006 9.00,"0,188887","21,287691",
11/02/2006 10.00,"0,411557","13,695142","11,72161"
11/02/2006 11.00,"0,278246","18,67378",
11/02/2006 12.00,"2,247049","6,402402","6,349206"
11/02/2006 13.00,"1,374164","4,887787",
11/02/2006 14.00,"0,523801","5,469234","6,349206"
11/02/2006 15.00,"0,535788","3,977977",
11/02/2006 16.00,"0,883779","4,025999","6,837607"
11/02/2006 17.00,"0,350531","3,945533",
11/02/2006 18.00,"0,167092","10,393351","21,001221"
11/02/2006 19.00,"0,146024","6,693126",
11/02/2006 20.00,"0,217583","4,857935","31,746031"
11/02/2006 21.00,"0,195426","4,009127",
11/02/2006 22.00,"0,070106","5,680787","16,11721"
11/02/2006 23.00,"0,198331","3,926062",
