,Provincia di TARANTO,,,,,,
,TA V.Archimede,,,,,,
Parm,SO2,NOX,NO,NO2,CO,H2S,PM10



29/06/2006 7.00,"0,294531","101,842333","31,760504","53,494373","0,069689","0,639528","82,164291"
29/06/2006 8.00,"0,245473","65,546477","13,059632","45,553991","0,086304","0,464728","82,164291"
29/06/2006 9.00,"0,329977","88,491279","17,543681","61,634639","0,211076","0,839257","82,164291"
29/06/2006 10.00,"0,225101","70,123515","10,71907","53,725401","0,05843","0,313953","82,164291"
29/06/2006 11.00,"0,191117","51,8712","6,800084","41,473497","0,054036","0,260483","82,164291"
29/06/2006 12.00,"0,206464","39,862504","6,675738","29,647281","0,016805","0,269878","82,164291"
29/06/2006 13.00,"0,185087","44,359126","9,716701","29,481165","0,01951","0,333101","82,164291"
29/06/2006 14.00,"0,146809","30,172812","6,81108","19,743215","0,000373","0,275417","82,164291"
29/06/2006 15.00,"0,161152","24,719024","6,368682","14,964464","0,000488","0,186963","82,164291"
29/06/2006 16.00,"0,238256","28,427079","6,75356","18,084544","0,004658","0,238205","82,164291"
29/06/2006 17.00,"0,233414","31,512588","7,074151","20,680286","0,01246","0,367604","82,164291"
29/06/2006 18.00,"0,18125","37,966336","7,775392","26,062547","0,000627","0,215262","82,164291"
29/06/2006 19.00,"0,184995","28,290908","7,53093","16,755522","0,002825","0,196357","82,164291"
29/06/2006 20.00,"0,293527","30,362176","6,028634","21,13324","0,00711","0,077013","82,164291"
29/06/2006 21.00,"0,206281","36,704376","5,788403","27,848432","0,024367","0,037453","82,164291"
29/06/2006 22.00,"0,158228","55,948886","6,229956","46,428768","0,146437","0,015535","82,164291"
29/06/2006 23.00,"0,179332","69,914689","5,812089","61,045396","0,069665","0,039801","82,164291"
30/06/2006 0.00,"0,233049","45,447284","5,937279","36,368953","0,023657","0,081589","82,164291"
30/06/2006 1.00,"0,265206","46,656029","5,655599","38,010769","0,096356","0,20051","103,3675"
30/06/2006 2.00,"0,171109","50,96979","4,924753","43,448861","0,041065","0,061057","103,3675"
30/06/2006 3.00,"0,248214","46,474485","4,915447","38,964705","0,117425","0,050941","103,3675"
30/06/2006 4.00,"0,141419","33,539748","4,06787","27,321485","0,069209","0,06226","103,3675"
30/06/2006 5.00,"0,156035","42,162026","4,670986","35,024359","0,173494","0,070149","103,3675"
30/06/2006 6.00,"0,250224","68,641085","7,690803","56,888307","0,574491","0,342374","103,3675"
30/06/2006 7.00,"0,370356","83,055656","15,150663","59,866934","0,226939","0,142345","103,3675"
30/06/2006 8.00,"0,457966","101,982408","17,121584","75,782749","0,226954","0,156675","103,3675"
30/06/2006 9.00,"0,372915","84,22291","13,4775","63,602203","0,04415","0,108083","103,3675"
30/06/2006 10.00,"0,332535","69,231204","8,724476","55,892845","0,101792","0,137528","103,3675"
30/06/2006 11.00,"0,176225","69,644925","7,038623","58,893535","0,193799","0,137829","103,3675"
30/06/2006 12.00,"0,221812","40,929916","5,258033","32,890664","0,156473","0,128195","103,3675"
30/06/2006 13.00,"0,265388","32,579981","5,733421","23,805546","0,031934","0,077375","103,3675"
30/06/2006 14.00,"0,291607","31,779753","4,947592","24,210488","0,1106","0,065573","103,3675"
30/06/2006 15.00,"0,229668","25,031597","4,522111","18,110504","0,009151","0,047387","103,3675"
30/06/2006 16.00,"0,300743","27,302613","4,573709","20,303891","0,006141","0,055096","103,3675"
30/06/2006 17.00,"0,255066","23,599739","4,791102","16,264926","0,001198","0,051543","103,3675"
30/06/2006 18.00,"0,287405","24,252114","4,843549","16,837295","0,002044","0,054794","103,3675"
30/06/2006 19.00,"0,232317","25,948554","4,945053","18,379162","0,003412","0,033237","103,3675"
30/06/2006 20.00,"7,134888","19,109624","5,658136","10,441372","0,038793","0,022459","103,3675"
30/06/2006 21.00,"12,295662","16,724487","4,503502","9,826191","0,05172","0,005608","103,3675"
30/06/2006 22.00,"0,140414","13,466487","4,237892","6,973467",0,"0,000964","103,3675"
30/06/2006 23.00,"0,15567","13,012546","4,417222","6,244062",0,"0,009332","103,3675"
01/07/2006 0.00,"0,224918","21,921463","9,459551","7,422531","0,000074","0,006382","103,3675"
01/07/2006 1.00,"0,157588","45,456365","9,517072","30,885454","0,058603","0,032094","72,285431"
01/07/2006 2.00,"0,154117",,,,"0,158722","0,006382","72,285431"
01/07/2006 3.00,,,,,,"0,017582","72,285431"
01/07/2006 4.00,"0,205461",,,,"0,019411","0,002048","72,285431"
01/07/2006 5.00,"0,234553",,,,"0,126644",,"72,285431"
01/07/2006 6.00,"0,151089",,,,"0,239903","0,847743","72,285431"
01/07/2006 7.00,"0,186119",,,,"0,964039","0,467699","72,285431"
01/07/2006 8.00,"0,253286",,,,"0,968529","0,28585","72,285431"
01/07/2006 9.00,"0,251154",,,,"0,404767","0,182742","72,285431"
01/07/2006 10.00,"0,213534",,,,"0,007499","0,072205","72,285431"
01/07/2006 11.00,"0,226328",,,,"0,107232","0,048433","72,285431"
01/07/2006 12.00,"0,193582",,,,"0,353513","0,043085","72,285431"
01/07/2006 13.00,"0,163121",,,,"0,371533","0,033875","72,285431"
01/07/2006 14.00,"0,218408",,,,"0,049765","0,039223","72,285431"
01/07/2006 15.00,"0,227089",,,,"0,123933","0,061508","72,285431"
01/07/2006 16.00,"0,300654",,,,"0,206369","0,117074","72,285431"
01/07/2006 17.00,"0,200284",,,,"0,024944","0,042788","72,285431"
01/07/2006 18.00,"0,226023",,,,"0,001909","0,055566","72,285431"
01/07/2006 19.00,"0,244605",,,,"0,004124","0,014857","72,285431"
01/07/2006 20.00,"0,223434",,,,"0,002216","0,00416","72,285431"
01/07/2006 21.00,"0,229831",,,,"0,00331",0,"72,285431"
01/07/2006 22.00,"0,164492",,,,"0,106435","0,009508","72,285431"
01/07/2006 23.00,"0,232116",,,,"0,186789","0,013668","72,285431"
02/07/2006 0.00,"0,339339",,,,"0,790265","0,429963","72,285431"
02/07/2006 1.00,"0,901047",,,,"1,608123","2,739342","99,58432"
02/07/2006 2.00,"1,431684",,,,"1,324673","1,727577","99,58432"
02/07/2006 3.00,"1,374416",,,,"1,215987","0,956496","99,58432"
02/07/2006 4.00,"2,505295",,,,"1,408589","2,156946","99,58432"
02/07/2006 5.00,"3,589568",,,,"1,298959","0,522077","99,58432"
02/07/2006 6.00,"1,833621",,,,"1,782218","0,776132","99,58432"
02/07/2006 7.00,"1,772395",,,,"0,939231","0,442145","99,58432"
02/07/2006 8.00,"2,320699",,,,"0,492514","0,261782","99,58432"
02/07/2006 9.00,"4,12325",,,,"0,250212","0,096868","99,58432"
02/07/2006 10.00,"2,694003",,,,"0,011599","0,07993","99,58432"
02/07/2006 11.00,"1,745893",,,,"0,154691","0,082605","99,58432"
02/07/2006 12.00,"1,105291",,,,"0,339011","0,076365","99,58432"
02/07/2006 13.00,"0,832662",,,,"0,014078","0,028526","99,58432"
02/07/2006 14.00,"0,604353",,,,"0,209616","0,044572","99,58432"
02/07/2006 15.00,"0,532312",,,,"0,211931","0,033875","99,58432"
02/07/2006 16.00,"0,548914",,,,"0,22436","0,00713","99,58432"
02/07/2006 17.00,"0,364165",,,,"0,002292","0,009212","99,58432"
02/07/2006 18.00,"0,31558",,,,"0,000348","0,000594","99,58432"
02/07/2006 19.00,"0,25222",,,,"0,000078","0,002376","99,58432"
02/07/2006 20.00,"0,295171",,,,"0,004303","0,017234","99,58432"
02/07/2006 21.00,"0,249174",,,,"0,003816","0,042788","99,58432"
02/07/2006 22.00,"0,271715",,,,"0,433701","0,274262","99,58432"
02/07/2006 23.00,"0,338121",,,,"0,101207","0,014264","99,58432"
03/07/2006 0.00,"0,485554",,,,"1,218586","0,454924","99,58432"
03/07/2006 1.00,"0,931966",,,,"0,55152","0,101325","42,232391"
03/07/2006 2.00,"0,757726",,,,"0,860315","0,134901","42,232391"
03/07/2006 3.00,,,,,,"0,188683","42,232391"
03/07/2006 4.00,"0,438242","40,555067","10,40186","24,623213","0,022248","0,066857","42,232391"
03/07/2006 5.00,"0,357704","44,50178","10,562579","28,32605","0,170208",,"42,232391"
03/07/2006 6.00,"0,476686","80,889704","17,859197","53,543704","0,509876","2,125119","42,232391"
03/07/2006 7.00,"0,587463","49,937385","11,614018","32,152173","0,114846","0,127741","42,232391"
03/07/2006 8.00,"0,413777","44,167141","10,45347","28,358496","0,164315","0,13309","42,232391"
03/07/2006 9.00,"0,307408","22,009643","5,777407","13,160418",0,"0,028414","42,232391"
03/07/2006 10.00,"0,237204","38,413782","21,170006","16,379734","0,052957","0,021042","42,232391"
03/07/2006 11.00,"0,206052","19,651745","5,145529","11,775593","0,021746","0,00749","42,232391"
03/07/2006 12.00,"0,203014","18,011087","5,380685","9,767786",0,"0,014147","42,232391"
03/07/2006 13.00,"0,280967","14,830906","4,290337","8,258359",0,"0,004994","42,232391"
03/07/2006 14.00,"0,201342","18,479295","7,135901","7,543233",0,"0,011651","42,232391"
03/07/2006 15.00,"0,215929","19,036993","7,519088","7,88717","0,002161","0,015872","42,232391"
03/07/2006 16.00,,,,,,"0,001041","42,232391"
03/07/2006 17.00,"0,191921","16,363929","6,410975","6,538678",0,0,"42,232391"
03/07/2006 18.00,"0,184627","16,057843","6,258717","6,465999",0,0,"42,232391"
03/07/2006 19.00,"0,190249","13,252487","4,656607","6,116872",0,0,"42,232391"
03/07/2006 20.00,"0,189185","13,345868","4,284416","6,781382",0,0,"42,232391"
03/07/2006 21.00,"0,198758","15,804932","4,761496","8,510147",0,0,"42,232391"
03/07/2006 22.00,"0,232493","14,077363","3,955367","8,018253",0,0,"42,232391"
03/07/2006 23.00,"0,202558","14,170746","3,979896","8,074062",0,"0,006658","42,232391"
04/07/2006 0.00,"0,25088","18,433901","4,446827","11,623738",0,"0,003329","42,232391"
04/07/2006 1.00,"0,18721","14,993026","4,090707","8,726891",0,"0,00749","30,526251"
04/07/2006 2.00,"0,163961","14,441811","4,118623","8,132468",0,0,"30,526251"
04/07/2006 3.00,"0,198151","14,784212","4,099167","8,504956",0,0,"30,526251"
04/07/2006 4.00,"0,141775","14,445704","4,336861","7,801508",0,0,"30,526251"
04/07/2006 5.00,"0,196631","19,296381","4,186294","12,886572",0,"0,005053","30,526251"
04/07/2006 6.00,"0,177181","22,464891","4,571173","15,46674",0,"0,002497","30,526251"
04/07/2006 7.00,"0,182804","29,703302","5,37984","21,469388",0,"0,016882","30,526251"
04/07/2006 8.00,"0,144054","28,096361","5,568473","19,571901",0,"0,008322","30,526251"
04/07/2006 9.00,"0,135545","16,352257","4,369005","9,660062",0,0,"30,526251"
04/07/2006 10.00,"0,120653","25,969319","5,226734","17,967741",0,"0,000832","30,526251"
04/07/2006 11.00,"0,163657","46,687195","7,162123","35,730404",0,"0,000832","30,526251"
04/07/2006 12.00,"0,17323","54,007306","7,413351","42,670123",0,"0,006776","30,526251"
04/07/2006 13.00,"0,182955","54,780289","7,403202","43,507254",0,"0,000832","30,526251"
04/07/2006 14.00,"0,203318","34,68498","5,626838","26,07553","0,045321","0,08096","30,526251"
04/07/2006 15.00,"0,192377","33,491738","5,140453","25,627758","0,162681","0,023301","30,526251"
04/07/2006 16.00,"0,206205","30,318068","6,260407","20,733497",0,"0,005825","30,526251"
04/07/2006 17.00,"0,117614","23,332557","5,083778","15,5485",0,"0,001665","30,526251"
04/07/2006 18.00,"0,154843","15,773806","4,383386","9,059148",0,0,"30,526251"
04/07/2006 19.00,"0,15302","17,653121","4,348704","10,992971",0,"0,000832","30,526251"
04/07/2006 20.00,"0,129011","17,929377","4,119468","11,621143",0,"0,002497","30,526251"
04/07/2006 21.00,"0,112752","18,706264","4,656607","11,574414",0,0,"30,526251"
04/07/2006 22.00,"0,149828","13,349759","4,022192","7,187617",0,"0,008382","30,526251"
04/07/2006 23.00,"0,184779","12,882849","3,92576","6,86834",0,0,"30,526251"
05/07/2006 0.00,"0,105913","16,148631","3,768425","10,377779",0,0,"30,526251"
05/07/2006 1.00,"0,136609","14,012514","3,792956","8,202553",0,"0,009155","33,06987"
05/07/2006 2.00,"0,094364",,,,0,"0,000832","33,06987"
05/07/2006 3.00,,"19,88132","4,071253","13,648422",,"0,017476","33,06987"
05/07/2006 4.00,"0,17368","12,675332","3,871625","6,743744",0,"0,001665","33,06987"
05/07/2006 5.00,"0,097832","19,749028","3,785343","13,954716","0,017917",,"33,06987"
05/07/2006 6.00,"0,155726","24,969343","4,00189","18,846394",0,"0,648278","33,06987"
05/07/2006 7.00,"0,118718","24,341615","4,554255","17,370715","0,000962","0,0542","33,06987"
05/07/2006 8.00,"0,147665","17,812649","4,515343","10,89693",0,"0,056503","33,06987"
05/07/2006 9.00,"0,187604","17,618104","4,509422","10,711333",0,"0,005845","33,06987"
05/07/2006 10.00,"0,124214","16,086376","4,084787","9,830083",0,"0,007971","33,06987"
05/07/2006 11.00,"0,112489","15,852921","3,966363","9,778169",0,"0,021432","33,06987"
05/07/2006 12.00,"0,179909","15,858109","4,224358","9,387508",0,0,"33,06987"
05/07/2006 13.00,"0,104795","13,817968","3,909689","7,828764",0,0,"33,06987"
05/07/2006 14.00,"0,114688","14,959306","3,786189","9,160382",0,"0,001594","33,06987"
05/07/2006 15.00,"0,195666","15,552025","3,891924","9,591274",0,"0,005137","33,06987"
05/07/2006 16.00,"0,200429","13,845205","3,712597","8,158424",0,0,"33,06987"
05/07/2006 17.00,"0,098199","13,746633","3,793803","7,93519",0,0,"33,06987"
05/07/2006 18.00,"0,138871","14,006028","3,770117","8,231107",0,0,"33,06987"
05/07/2006 19.00,"0,108093","15,129208","4,026421","8,961808",0,0,"33,06987"
05/07/2006 20.00,"0,148031","14,174637","3,499434","8,815148",0,"0,000531","33,06987"
05/07/2006 21.00,"0,1942","15,022857","3,087487","10,296016",0,0,"33,06987"
05/07/2006 22.00,"0,20336","18,226384","3,307417","13,164314",0,"0,000531","33,06987"
05/07/2006 23.00,"0,177344","22,116007","3,381855","16,942419","0,02056","0,012045","33,06987"
06/07/2006 0.00,"0,16965","29,379064","3,480825","24,058637","0,164833",0,"33,06987"
06/07/2006 1.00,"0,176245","27,952387","3,473212","22,642667","0,018217","0,000531","56,32695"
06/07/2006 2.00,"0,149497","15,541648","3,386084","10,357019",0,"0,000531","56,32695"
06/07/2006 3.00,"0,164154","17,746504","3,509584","12,373911",0,0,"56,32695"
06/07/2006 4.00,"0,110658","14,345837","3,699062","8,68017",0,"0,001063","56,32695"
06/07/2006 5.00,"0,176612","42,683431","6,161439","33,259258",0,"0,011867","56,32695"
06/07/2006 6.00,"0,192001","57,02796","9,263306","42,854439","0,000663","0,007971","56,32695"
06/07/2006 7.00,"0,205192","68,882303","12,091947","50,376896","0,072964","0,013816","56,32695"
06/07/2006 8.00,"0,121283","59,525932","10,013607","44,202913","0,008922","0,01665","56,32695"
06/07/2006 9.00,"0,136306","43,237242","6,976874","32,562298","0,027586","0,021609","56,32695"
06/07/2006 10.00,"0,245498","41,830009","7,135056","30,911398","0,000064","0,005314","56,32695"
06/07/2006 11.00,"0,171849","33,375049","5,565089","24,859422",0,"0,000531","56,32695"
06/07/2006 12.00,"0,174413","27,869388","4,933212","20,319474",0,0,"56,32695"
06/07/2006 13.00,"0,162321","27,144376","5,031334","19,443415",0,0,"56,32695"
06/07/2006 14.00,"0,190169","22,650355","4,313177","16,048182",0,"0,003188","56,32695"
06/07/2006 15.00,"0,201528","22,646473","4,358008","15,975504",0,"0,001063","56,32695"
06/07/2006 16.00,"0,215819","22,894192","4,101705","16,616646",0,"0,001594","56,32695"
06/07/2006 17.00,"0,155726","21,520688","4,014578","15,375886",0,0,"56,32695"
06/07/2006 18.00,"0,274445","28,133971","4,077175","21,897676",0,0,"56,32695"
06/07/2006 19.00,"0,187971","23,318292","3,819178","17,47455",0,0,"56,32695"
06/07/2006 20.00,"0,202261","29,087236","3,983281","22,995681",0,0,"56,32695"
06/07/2006 21.00,"0,209223","36,023436","3,965517","29,963964",0,0,"56,32695"
06/07/2006 22.00,"0,293132","38,717273","3,446989","33,45524","0,003366",0,"56,32695"
06/07/2006 23.00,"0,225345","42,119238","3,714289","36,449432","0,001674",0,"56,32695"
07/07/2006 0.00,"0,207391","30,665669","3,454601","25,386368","0,004297",0,"56,32695"
07/07/2006 1.00,"0,22791","30,25063","4,409606","23,505746","0,0015",0,"41,522861"
07/07/2006 2.00,"0,292766",,,,0,"0,001063","41,522861"
07/07/2006 3.00,,"27,536068","3,340406","22,429804",,"0,008856","41,522861"
07/07/2006 4.00,"0,589815","31,312843","3,596711","25,815958","0,110385",0,"41,522861"
07/07/2006 5.00,"0,555737","32,142917","3,645772","26,571312","0,060814",,"41,522861"
07/07/2006 6.00,"0,606457","43,889616","5,539713","35,420221","0,046797","0,730106","41,522861"
07/07/2006 7.00,"0,619344","44,368188","6,850837","33,887428","0,035835","0,02482","41,522861"
07/07/2006 8.00,"0,57244","31,246707","5,236039","23,234489","0,000958","0,023637","41,522861"
07/07/2006 9.00,"0,531826","33,808233","6,884672","23,268237","0,024947","0,008863","41,522861"
07/07/2006 10.00,"0,815175","30,517813","6,521786","20,532337","0,044535","0,007091","41,522861"
07/07/2006 11.00,"0,595312","30,75645","7,519933","19,969061","0,054584","0,005909","41,522861"
07/07/2006 12.00,"0,660599","27,359668","6,486259","17,58357","0,022291","0,002954","41,522861"
07/07/2006 13.00,"0,584105","18,269186","4,838472","10,857991",0,"0,008863","41,522861"
07/07/2006 14.00,"0,605083","16,474171","4,395227","9,741827",0,"0,014477","41,522861"
07/07/2006 15.00,"0,637086","16,28611","4,586397","9,260319","0,00052","0,004729","41,522861"
07/07/2006 16.00,"0,58948","14,575401","4,39692","7,839149","0,000167",0,"41,522861"
07/07/2006 17.00,"0,675195","18,182287","4,350396","11,519903",0,0,"41,522861"
07/07/2006 18.00,"0,639712","53,517031","7,945415","41,363173","1,112283","0,191169","41,522861"
07/07/2006 19.00,"1,122649","43,31376","4,917986","35,797896","0,956247","0,182896","41,522861"
07/07/2006 20.00,"0,809771","19,230225","3,953674","13,177293","0,015349","0,016842","41,522861"
07/07/2006 21.00,"0,608443","25,449236","4,065332","19,22927","0,033587","0,013001","41,522861"
07/07/2006 22.00,"0,517718","31,476262","4,053488","25,278647","0,065534","0,002364","41,522861"
07/07/2006 23.00,"0,430261","15,983916","3,753199","10,236308","0,011735","0,007091","41,522861"
08/07/2006 0.00,"0,54172","32,589065","4,370698","25,905515","0,058318","0,001773","41,522861"
08/07/2006 1.00,"0,469745","21,992799","3,947754","15,950848","0,032772","0,0065","31,94965"
08/07/2006 2.00,"0,520253","17,598648","3,817487","11,75353","0,022889","0,002954","31,94965"
08/07/2006 3.00,"0,543889","21,10825","3,827638","15,249987","0,044973","0,001182","31,94965"
08/07/2006 4.00,"0,356698","16,304268","3,61109","10,774929","0,020247","0,005023","31,94965"
08/07/2006 5.00,"0,520069","23,625685","3,568797","18,166317","0,053318","0,000591","31,94965"
08/07/2006 6.00,"0,530238","32,209034","5,082087","24,433734","0,07271","0,003545","31,94965"
08/07/2006 7.00,"0,529933","30,390704","5,76641","21,564128","0,09123","0,005614","31,94965"
08/07/2006 8.00,"0,662614","30,783678","6,038786","21,539464","0,141162",0,"31,94965"
08/07/2006 9.00,"0,54798","34,26344","6,770478","23,899005","0,19081","0,001182","31,94965"
08/07/2006 10.00,"0,494847","31,137761","6,481184","21,214996","0,233505","0,001773","31,94965"
08/07/2006 11.00,"0,578181","49,889414","8,286306","37,209986","0,429938","0,007683","31,94965"
08/07/2006 12.00,"0,761981","44,121771","6,186816","34,659663","0,418786","0,008863","31,94965"
08/07/2006 13.00,"0,577754","31,176669","4,881612","23,708226","0,116044","0,001182","31,94965"
08/07/2006 14.00,"0,540804","49,816794","6,768785","39,465687","0,69927","0,012114","31,94965"
08/07/2006 15.00,"0,686647","32,403601","4,9459","24,837357","0,107257","0,003545","31,94965"
08/07/2006 16.00,"0,620016","33,428202","5,508416","24,99959","0,154345","0,007683","31,94965"
08/07/2006 17.00,"0,55534","18,243245","3,929144","12,227253","0,011954","0,002954","31,94965"
08/07/2006 18.00,"0,402596","13,906163","3,468135","8,594509","0,00708","0,011228","31,94965"
08/07/2006 19.00,"0,418291","25,543899","3,457139","20,257162","0,092305","0,007387","31,94965"
08/07/2006 20.00,"0,421528","26,425846","3,812411","20,594629","0,167158","0,001773","31,94965"
08/07/2006 21.00,"0,439087","21,368952","3,533268","15,962525","0,094553","0,000591","31,94965"
08/07/2006 22.00,"0,445346","17,614213","3,529885","12,210377","0,024086","0,004136","31,94965"
08/07/2006 23.00,"0,425253","16,216074","3,484208","10,881356","0,00991",0,"31,94965"
09/07/2006 0.00,"0,382655","18,697187","3,559492","13,248669","0,028157","0,003545","31,94965"
09/07/2006 1.00,"0,412062","17,906032","3,464752","12,60233","0,038615","0,000591","23,66897"
09/07/2006 2.00,"0,266738",,,,"0,029145","0,000591","23,66897"
09/07/2006 3.00,,"15,235561","3,617857","9,695105",,"0,005909","23,66897"
09/07/2006 4.00,"0,161897","13,073504","3,474902","7,750892","0,172211","0,000591","23,66897"
09/07/2006 5.00,"0,173394","16,225153","3,5781","10,746377","0,141631",,"23,66897"
09/07/2006 6.00,"0,25156","25,59189","4,021347","19,439515","0,545346","0,851924","23,66897"
09/07/2006 7.00,"0,235106","21,19385","3,908844","15,211061","0,252021","0,048459","23,66897"
09/07/2006 8.00,"0,275892","14,958008","3,943524","8,917679","0,072632","0,023294","23,66897"
09/07/2006 9.00,"0,192738","11,329074","3,764195","5,561383","0,028308","0,01194","23,66897"
09/07/2006 10.00,"0,135741","10,968515","3,748971","5,223936","0,032697","0,00398","23,66897"
09/07/2006 11.00,"0,16868","10,462695","3,457139","5,165532","0,04316","0,031779","23,66897"
09/07/2006 12.00,"0,21053","10,738951","3,518044","5,348529","0,061732","0,005852","23,66897"
09/07/2006 13.00,"0,189605","10,139749","3,470674","4,821595","0,042936","0,002488","23,66897"
09/07/2006 14.00,"0,198243","10,09565","3,453756","4,803424","0,030473",0,"23,66897"
09/07/2006 15.00,"0,284803","14,615607","3,698217","8,951423","0,100228","0,004478","23,66897"
09/07/2006 16.00,"0,215458","18,317174","3,91561","12,321993","0,065589","0,001989","23,66897"
09/07/2006 17.00,"0,290004","12,989201","3,770963","7,212276","0,029375","0,002488","23,66897"
09/07/2006 18.00,"0,216005","16,605168","3,970592","10,524436","0,029404",0,"23,66897"
09/07/2006 19.00,"0,171052","14,124054","3,682145","8,48419","0,050271","0,000497","23,66897"
09/07/2006 20.00,"0,239059","19,346954","3,493512","14,000143","0,114859","0,004478","23,66897"
09/07/2006 21.00,"0,235896","13,54301","3,665227","7,928701","0,067988","0,014339","23,66897"
09/07/2006 22.00,"0,257096","12,840049","3,556954","7,39138","0,017524","0,00398","23,66897"
09/07/2006 23.00,"0,23982","13,370511","3,636468","7,80021","0,020963",0,"23,66897"
10/07/2006 0.00,"0,249979","19,529836","3,698217","13,869059","0,046414",0,"23,66897"
10/07/2006 1.00,"0,226711","16,662234","3,638159","11,091609","0,065812","0,002488","37,997681"
10/07/2006 2.00,"0,254966","16,179759","3,704137","10,507572","0,052252",0,"37,997681"
10/07/2006 3.00,"0,189879","22,599782","3,607707","17,079995","0,187209","0,003863","37,997681"
10/07/2006 4.00,"0,188571","26,137918","3,531577","20,737398","0,259899","0,001989","37,997681"
10/07/2006 5.00,"0,265459","33,839359","4,122851","27,536949","0,511502","0,009715","37,997681"
10/07/2006 6.00,"0,357738","32,364671","4,067023","26,146924","0,204578","0,007228","37,997681"
10/07/2006 7.00,"0,305181","40,950641","6,31539","31,289095","0,118316","0,012934","37,997681"
10/07/2006 8.00,"0,231973","22,933101","4,599085","15,892442","0,071476","0,001492","37,997681"
10/07/2006 9.00,"0,136258","17,033168","4,608392","9,974147","0,076207",0,"37,997681"
10/07/2006 10.00,"0,268318","14,325084","4,222667","7,85602","0,014863",0,"37,997681"
10/07/2006 11.00,"0,260471","12,963262","3,894462","6,996828","0,031629",0,"37,997681"
10/07/2006 12.00,"0,218651","14,851656","3,846247","8,960509","0,022829",0,"37,997681"
10/07/2006 13.00,"0,265672","13,958041","3,702445","8,286913","0,046966",0,"37,997681"
10/07/2006 14.00,"0,237478","12,461332","3,496049","7,10585","0,046909",0,"37,997681"
10/07/2006 15.00,"0,305667","12,917867","3,471518","7,60034","0,06623",0,"37,997681"
10/07/2006 16.00,"0,298124","13,422391","3,446143","8,144146","0,076497","0,000497","37,997681"
10/07/2006 17.00,"0,363182","12,288835","3,446143","7,009807","0,087795",0,"37,997681"
10/07/2006 18.00,"0,293927","15,210919","3,536653","9,795042","0,108214",0,"37,997681"
10/07/2006 19.00,"0,270417","27,883651","3,831868","22,023582","0,097801",0,"37,997681"
10/07/2006 20.00,"0,431676","27,918661","3,726977","22,219562","0,243405","0,000497","37,997681"
10/07/2006 21.00,"0,28529","17,959207","3,56795","12,497204","0,099656","0,000497","37,997681"
10/07/2006 22.00,"0,463855","15,954085","3,702445","10,28433","0,047083",0,"37,997681"
10/07/2006 23.00,"0,287936","14,964494","4,106781","8,673679","0,015795",0,"37,997681"
11/07/2006 0.00,"0,273033","12,469113","4,166838","6,084424","0,004964",0,"37,997681"
11/07/2006 1.00,"0,360658","19,212081","4,617696","12,140293","0,099559",0,"61,00095"
11/07/2006 2.00,"0,282613",,,,"0,21569",0,"61,00095"
11/07/2006 3.00,,"24,36754","3,24736","19,401886",,"0,008954","61,00095"
11/07/2006 4.00,"0,254075","19,646565","3,424995","14,405075","0,275958","0,000995","61,00095"
11/07/2006 5.00,"0,18122","17,946239","3,551033","12,510183","0,05136",,"61,00095"
11/07/2006 6.00,"0,202324","22,300172","3,626316","16,751627","0,021266","0,802313","61,00095"
11/07/2006 7.00,"0,206912","23,813749","4,296259","17,238328","0,002406","0,013384","61,00095"
11/07/2006 8.00,"0,146995","19,880019","4,571173","12,880081",0,"0,003469","61,00095"
11/07/2006 9.00,"0,155986","18,138191","4,385922","11,421266","0,000071","0,029391","61,00095"
11/07/2006 10.00,"0,132222","16,913846","3,994277","10,796991","0,003003","0,100274","61,00095"
11/07/2006 11.00,"0,165163","14,452188","3,748971","8,71002","0,000014","0,138734","61,00095"
11/07/2006 12.00,"0,18801","14,449594","3,747278","8,71002","0,000264","0,153168","61,00095"
11/07/2006 13.00,"0,203334","13,781651","3,825099","7,922211","0,002484","0,111879","61,00095"
11/07/2006 14.00,"0,145344","14,557243","3,651692","8,964402","0,025813","0,143575","61,00095"
11/07/2006 15.00,"0,201223","13,173372","3,546803","7,74051","0,013603","0,164801","61,00095"
11/07/2006 16.00,"0,16397","12,9036","3,518044","7,51468","0,007747","0,112171","61,00095"
11/07/2006 17.00,"0,162593","12,343308","3,448681","7,060425","0,009814","0,15547","61,00095"
11/07/2006 18.00,"0,20838","13,008655","3,486745","7,66783","0,00573","0,086366","61,00095"
11/07/2006 19.00,"0,178743","13,415905","3,427533","8,166213","0,004902","0,059949","61,00095"
11/07/2006 20.00,"0,190028","14,646734","3,414844","9,41736","0,003685","0,020732","61,00095"
11/07/2006 21.00,"0,163236","16,078594","3,525656","10,680187","0,002614","0,005453","61,00095"
11/07/2006 22.00,"0,242972","13,358837","3,221137","8,425786","0,02224","0,082546","61,00095"
11/07/2006 23.00,"0,200948","11,355012","2,992747","6,770998","0,019033","0,146577","61,00095"
12/07/2006 0.00,"0,22251","11,533994","3,096791","6,790468","0,009659","0,266709","61,00095"
12/07/2006 1.00,"0,194892","10,399142","3,097638","5,653531","0,009429","0,297791","28,531811"
12/07/2006 2.00,"0,214987","9,728605","3,13824","4,920234","0,014665","0,335901","28,531811"
12/07/2006 3.00,"0,180303","10,124183","3,145853","5,304402","0,005573","0,193843","28,531811"
12/07/2006 4.00,"0,143599","13,759602","3,237208","8,802169","0,015595","0,392176","28,531811"
