,Provincia di TARANTO,,,,,,
,TA V.Archimede,,,,,,
Parm,SO2,NOX,NO,NO2,CO,H2S,PM10



27/03/2006 1.00,"0,574776","19,387164","1,516675","17,073505","0,160324","0,041391","38,47049"
27/03/2006 2.00,"0,461393","15,159039","1,457462","12,933292","0,112015","0,064618","38,47049"
27/03/2006 3.00,,"18,611587","1,572503","16,211716","0,100185","0,081978","38,47049"
27/03/2006 4.00,"0,785546","20,732121","1,73153","18,089742","0,119476","0,065502","38,47049"
27/03/2006 5.00,"0,832749","25,08219","2,394705","21,425259","0,08683",,"38,47049"
27/03/2006 6.00,"1,170497","67,00688","16,460101","41,797965","0,151397","1,004484","38,47049"
27/03/2006 7.00,"2,636149","167,148869","77,155869","48,881749","0,517315","0,591403","38,47049"
27/03/2006 8.00,"2,394526","141,271635","65,438629","40,964732","0,566714","0,530029","38,47049"
27/03/2006 9.00,"3,970139","75,572107","25,723401","36,156112","0,351721","0,500395","38,47049"
27/03/2006 10.00,"2,335206","92,885398","28,630721","49,020618","0,492053","0,303336","38,47049"
27/03/2006 11.00,"1,968431","62,567351","14,798773","39,904356","0,368963","0,201044","38,47049"
27/03/2006 12.00,"1,531233","51,928656","9,009123","38,141589","0,213522","0,051106","38,47049"
27/03/2006 13.00,"1,535011","33,474893","4,431601","26,698518","0,185167","0,105891","38,47049"
27/03/2006 14.00,"1,559065","33,956087","4,25904","27,444789","0,075985","0,115114","38,47049"
27/03/2006 15.00,"1,421705","30,884841","3,645772","25,312393","0,06977","0,094528","38,47049"
27/03/2006 16.00,"1,404524","23,776139","2,921694","19,309727","0,113328","0,113138","38,47049"
27/03/2006 17.00,"1,170587","20,13422","2,612098","16,140329","0,084947","0,049691","38,47049"
27/03/2006 18.00,"1,141017","31,526833","2,568113","27,608323","0,168934","0,089353","38,47049"
27/03/2006 19.00,"1,426045","37,570762","2,014901","34,505212","0,138163","0,096907","38,47049"
27/03/2006 20.00,"1,223669","58,563583","3,237208","53,637144","0,274774","0,134689","38,47049"
27/03/2006 21.00,"0,99995","48,872592","3,938449","42,86352","0,155194","0,135251","38,47049"
27/03/2006 22.00,"0,960162","29,2779","1,666397","26,741346","0,139666","0,193379","38,47049"
27/03/2006 23.00,"0,933757","41,579708","5,587928","33,034732","0,278533","0,203473","38,47049"
28/03/2006 0.00,"0,904459","45,610703","6,432968","35,771931","0,299068","0,14348","38,47049"
28/03/2006 1.00,"1,056106","26,621693","1,749294","23,956117","0,279386","0,071193","33,40551"
28/03/2006 2.00,"0,948678","29,970485","1,750986","27,30462","0,345561","0,232367","33,40551"
28/03/2006 3.00,"1,028345","24,357178","2,071578","21,195533","0,299959","0,161126","33,40551"
28/03/2006 4.00,"0,841068","23,409093","2,729677","19,237052","0,266793","0,209868","33,40551"
28/03/2006 5.00,"0,92589","24,433696","1,790743","21,702996","0,220258","0,099044","33,40551"
28/03/2006 6.00,"1,238046","54,240763","13,641606","33,347516","0,273342","0,127891","33,40551"
28/03/2006 7.00,"2,440916","186,954973","93,143969","44,170467","0,636609","0,364838","33,40551"
28/03/2006 8.00,"1,700132","88,949105","28,317737","45,561791","0,437734","0,258787","33,40551"
28/03/2006 9.00,"0,896953","28,250697","4,213361","21,805536","0,220002","0,344654","33,40551"
28/03/2006 10.00,"0,865394","37,936508","6,80685","27,518765","0,270118","0,606156","33,40551"
28/03/2006 11.00,"0,544375","23,518039","4,399457","16,784075","0,114955","0,621825","33,40551"
28/03/2006 12.00,"0,766918","26,219637","4,246352","19,722452","0,120239","0,574995","33,40551"
28/03/2006 13.00,"0,677485","22,734654","3,370013","17,579676","0,13096","0,711515","33,40551"
28/03/2006 14.00,"0,687884","21,726916","2,813419","17,425226","0,076718","0,631757","33,40551"
28/03/2006 15.00,"0,44816","20,494785","3,062111","15,81067","0,017794","0,655605","33,40551"
28/03/2006 16.00,"0,452591","17,584382","2,74321","13,387544","0,021918","0,635292","33,40551"
28/03/2006 17.00,"0,340099","17,446903","2,877707","13,043616","0,048338","0,45694","33,40551"
28/03/2006 18.00,"0,408282","13,471676","2,258518","10,015681","0,03516","0,625682","33,40551"
28/03/2006 19.00,"0,44807","12,763527","1,929467","9,811913","0,042967","0,736715","33,40551"
28/03/2006 20.00,"0,433782","14,153883","1,986143","11,116274","0,052242","0,748574","33,40551"
28/03/2006 21.00,"0,372291","16,788039","1,806814","14,027395","0,069961","0,65326","33,40551"
28/03/2006 22.00,"0,471309","12,763527","1,676548","10,199975","0,038237","0,817165","33,40551"
28/03/2006 23.00,"0,38477","10,235724","1,849954","7,404361","0,036683","0,630262","33,40551"
29/03/2006 0.00,"0,349413","8,684543","1,739989","6,020828","0,018523","0,911919","33,40551"
29/03/2006 1.00,"0,39517","9,545732","1,716305","6,918956","0,004708","0,828623","51,687691"
29/03/2006 2.00,"0,412713","7,445932","1,726455","4,802128","0,013228","0,709362","51,687691"
29/03/2006 3.00,,"6,857105","1,63087","4,359551",,"1,104767","51,687691"
29/03/2006 4.00,,"6,628837","1,700232","4,024701","0,024336","0,777903","51,687691"
29/03/2006 5.00,,"7,527641","1,647787","5,004595","0,019133",,"51,687691"
29/03/2006 6.00,,"16,059139","1,765365","13,361587","0,029853","1,34194","51,687691"
29/03/2006 7.00,,"35,533201","4,045876","29,350079","0,156313","0,913315","51,687691"
29/03/2006 8.00,,"75,495589","20,802878","43,629256","0,454513","1,16721","51,687691"
29/03/2006 9.00,,"63,057589","13,880992","41,803143","0,598948","0,924245","51,687691"
29/03/2006 10.00,,"73,153253","17,267084","46,710407","0,40611","0,867438","51,687691"
29/03/2006 11.00,,"60,868308","14,05187","39,350162","0,409587","0,814273","51,687691"
29/03/2006 12.00,,"39,740594","5,740189","30,960728","0,251632","0,492638","51,687691"
29/03/2006 13.00,,"44,50698","5,868762","35,533124","0,246649","0,489905","51,687691"
29/03/2006 14.00,,"24,37014","3,219445","19,447295","0,163495","0,347223","51,687691"
29/03/2006 15.00,,"28,670917","3,535806","23,265635","0,107563","0,308054","51,687691"
29/03/2006 16.00,,"29,420554","3,452064","24,144296","0,081245","0,308054","51,687691"
29/03/2006 17.00,,"28,984772","2,972446","24,444117","0,140869","0,33654","51,687691"
29/03/2006 18.00,,"39,08822","3,574717","33,630453","0,151369","0,278408","51,687691"
29/03/2006 19.00,,"28,652753","2,444612","24,921734","0,184201","0,375047","51,687691"
29/03/2006 20.00,,"19,471463","1,825425","16,684148","0,145841","0,313436","51,687691"
29/03/2006 21.00,,"22,119889","1,948924","19,144893","0,217958","0,348548","51,687691"
29/03/2006 22.00,,"44,408398","3,126397","39,642202","0,320894","0,265075","51,687691"
29/03/2006 23.00,,"41,466863","2,767742","37,248912","0,358867","0,400803","51,687691"
30/03/2006 0.00,,"40,880625","2,962294","36,363771","0,895467","2,09336","51,687691"
30/03/2006 1.00,"5,127248","63,502454","7,638358","51,826614","1,185071","1,328525","63,88522"
30/03/2006 2.00,"4,314674","52,2019","4,738657","44,967369","1,008535","2,014689","63,88522"
30/03/2006 3.00,"3,970001","43,396758","3,079873","38,701231","0,916057","0,913563","63,88522"
30/03/2006 4.00,"3,398521","47,618396","4,938287","40,07439","1,454047","0,510443","63,88522"
30/03/2006 5.00,"3,261008","33,697985","2,502133","29,882189","1,218409","0,241557","63,88522"
30/03/2006 6.00,"3,080635","23,680158","1,86518","20,83992","0,413296","0,218785","63,88522"
30/03/2006 7.00,"2,921692","30,443877","2,443767","26,715381","0,401915","0,183507","63,88522"
30/03/2006 8.00,"3,044917","43,951849","5,775715","35,120399","0,237605","0,319481","63,88522"
30/03/2006 9.00,"3,455668","107,175494","30,517892","60,42503","0,578359","0,224913","63,88522"
30/03/2006 10.00,"3,759267","46,253993","12,537724","27,321485","0,234839","0,336954","63,88522"
30/03/2006 11.00,"4,239667","13,64936","2,385401","9,998808","0,144624","0,11494","63,88522"
30/03/2006 12.00,"4,859366",,,,"0,330514","0,162721","63,88522"
30/03/2006 13.00,"5,491566",,,,"0,194422","0,173737","63,88522"
30/03/2006 14.00,"5,745161","21,413042","2,781276","17,160463","0,085981","0,121152","63,88522"
30/03/2006 15.00,"6,054117","15,898315","2,179005","12,565996","0,048827","0,212243","63,88522"
30/03/2006 16.00,"6,568449","18,086311","2,388784","14,433626","0,060794","0,124216","63,88522"
30/03/2006 17.00,"7,75427","20,825522","2,157012","17,530352","0,080383","0,098296","63,88522"
30/03/2006 18.00,,"17,797086","2,036049","14,685421","0,07792","0,09987","63,88522"
30/03/2006 19.00,"3,782484","21,571279","1,772978","18,865863","0,073013","0,172163","63,88522"
30/03/2006 20.00,"2,181805","37,093469","2,014056","34,028897","0,236837","0,173901","63,88522"
30/03/2006 21.00,"1,925888","77,603147","15,374823","54,06675","0,280573","0,189554","63,88522"
30/03/2006 22.00,"1,462811","38,660218","2,464914","34,904954","0,141855","0,263253","63,88522"
30/03/2006 23.00,"1,386911","54,847745","8,588288","41,708405","0,263452","0,151625","63,88522"
31/03/2006 0.00,"1,267793","37,562979","4,394382","30,846524","0,154904","0,200484","63,88522"
31/03/2006 1.00,"0,995269","22,712608","1,72138","20,087166","0,077563","0,139535","35,13607"
31/03/2006 2.00,"0,924548",,,,"0,088059","0,160735","35,13607"
31/03/2006 3.00,,"24,508914","2,066502","21,355185","0,178147","0,113947","35,13607"
31/03/2006 4.00,"0,252208","20,505166","1,676548","17,94697","0,184177","0,215721","35,13607"
31/03/2006 5.00,"0,177221","26,397321","2,183234","23,065775","0,092931",,"35,13607"
31/03/2006 6.00,"0,267467","57,048725","13,922443","35,72652","0,232135",,"35,13607"
31/03/2006 7.00,"0,767087","167,043825","83,907718","38,416991","0,577394","1,663771","35,13607"
31/03/2006 8.00,"0,355424","92,426289","34,160281","40,076972","0,534437","1,41153","35,13607"
31/03/2006 9.00,"0,383108","92,51967","31,283415","44,584494","0,649476","1,427636","35,13607"
31/03/2006 10.00,"0,57755","113,343894","35,209181","59,3997","0,648857","1,192299","35,13607"
31/03/2006 11.00,"0,196186","40,40075","7,009864","29,673226","0,182883","0,80852","35,13607"
31/03/2006 12.00,"0,181036","39,202348","6,741717","28,885443","0,13559","0,766794","35,13607"
31/03/2006 13.00,"0,232262","33,602004","5,739342","24,819193","0,115015","0,786812","35,13607"
31/03/2006 14.00,"0,157276","15,84903","2,551195","11,945615","0,028729","0,78552","35,13607"
31/03/2006 15.00,"0,194879","18,308094","2,445458","14,568608","0,034032","0,742005","35,13607"
31/03/2006 16.00,"0,216568","13,287505","2,058888","10,13768","0,041044","0,514853","35,13607"
31/03/2006 17.00,"0,157167","13,999545","1,920163","11,063056","0,046294","0,604135","35,13607"
31/03/2006 18.00,"0,174714","19,878719","2,035204","16,769803","0,091111","0,591908","35,13607"
31/03/2006 19.00,"0,15793","19,832029","1,844879","17,015097","0,126703","0,664421","35,13607"
31/03/2006 20.00,"0,202398","22,475273","1,767058","19,779563","0,131734","0,784856","35,13607"
31/03/2006 21.00,"0,147467","65,862951","10,357875","50,016084","0,253088","0,733619","35,13607"
31/03/2006 22.00,"0,118802","35,155792","2,174774","31,843288","0,129416","0,709362","35,13607"
31/03/2006 23.00,"0,097657","29,001635","1,992064","25,965227","0,160389","0,839871","35,13607"
01/04/2006 0.00,"0,097984","27,07822","1,882098","24,209188","0,127361","0,778195","35,13607"
01/04/2006 1.00,"0,104197","26,768247","1,797509","24,028791","0,340588","0,777599","43,073662"
01/04/2006 2.00,"0,126104","34,472288","1,867718","31,630425","0,796306","0,742867","43,073662"
01/04/2006 3.00,"0,105396","23,226211","1,765365","20,533617","0,396492","0,680395","43,073662"
01/04/2006 4.00,"0,108011","14,190198","1,714612","11,569227","0,193459","0,535269","43,073662"
01/04/2006 5.00,"0,148339","22,506399","2,458993","18,74906","0,178885","0,717811","43,073662"
01/04/2006 6.00,"0,239674","61,848819","14,264183","40,005596","0,416463","0,77793","43,073662"
01/04/2006 7.00,"0,447849","122,87927","45,946862","52,466465","0,386641","0,955966","43,073662"
01/04/2006 8.00,"0,265396","83,097164","28,364262","39,634401","0,475489","0,974393","43,073662"
01/04/2006 9.00,"0,343435","88,400494","24,881753","50,284736","0,509019","1,160516","43,073662"
01/04/2006 10.00,"0,256023","87,061983","18,712706","58,410718","0,606172","1,144609","43,073662"
01/04/2006 11.00,"0,252644","58,911146","10,316431","43,123095","0,457294","1,015886","43,073662"
01/04/2006 12.00,"0,270519","41,605615","6,606375","31,498059","0,481669","0,796656","43,073662"
01/04/2006 13.00,"0,302889","21,91368","2,975829","17,362923","0,245528","0,691564","43,073662"
01/04/2006 14.00,"0,175805","18,009791","2,568958","14,080614","0,124487","0,848654","43,073662"
01/04/2006 15.00,"0,115641","12,97234","2,138402","9,700297","0,042103","0,758774","43,073662"
01/04/2006 16.00,"0,135369","13,330305","2,083419","10,142871","0,02181","0,638669","43,073662"
01/04/2006 17.00,"0,106812","13,2901","2,054658","10,146763","0,091335","0,802753","43,073662"
01/04/2006 18.00,"0,132971","14,24986","1,80766","11,486164","0,055398","0,837352","43,073662"
01/04/2006 19.00,"0,106595","18,903406","1,750141","16,231183","0,096214","0,794931","43,073662"
01/04/2006 20.00,"0,105396","34,236213","1,800047","31,498059","0,130973","0,632009","43,073662"
01/04/2006 21.00,"0,086648","31,229822","1,954845","28,252056","0,096658","0,643176","43,073662"
01/04/2006 22.00,"0,086322","36,834069","2,252596","33,403327","0,123702","0,564565","43,073662"
01/04/2006 23.00,"0,108011","45,003718","4,474741","38,1691","0,193958","0,737597","43,073662"
02/04/2006 0.00,"0,119456","69,285681","14,953587","46,389823","0,33341","0,609008","43,073662"
02/04/2006 1.00,"0,110191","33,743377","2,094415","30,553204","0,186491","0,6159","28,948311"
02/04/2006 2.00,"0,095259",,,,"0,193031","0,587466","28,948311"
02/04/2006 3.00,,"33,41914","2,980059","28,869841",,"1,089958","28,948311"
02/04/2006 4.00,"0,376834","30,441277","2,719525","26,289675","0,020963","0,772031","28,948311"
02/04/2006 5.00,"0,336047","19,829429","1,791588","17,094263",0,,"28,948311"
02/04/2006 6.00,"0,319792","24,200241","1,796664","21,460307",0,,"28,948311"
02/04/2006 7.00,"0,302945","34,161015","2,947069","29,662862",0,"1,21911","28,948311"
02/04/2006 8.00,"0,328954","21,215895","2,476756","17,430414","0,000007","0,835424","28,948311"
02/04/2006 9.00,"0,517519","10,067118","2,147707","6,778788",0,"0,865171","28,948311"
02/04/2006 10.00,"0,459294","12,203234","2,545273","8,306382","0,000007","1,02028","28,948311"
02/04/2006 11.00,"0,460772","12,150058","2,305888","8,620468",0,"1,124989","28,948311"
02/04/2006 12.00,"0,382746","10,131967","2,153628","6,834595",0,"0,853108","28,948311"
02/04/2006 13.00,"0,397228","11,805062","2,575725","7,861213",0,"0,540054","28,948311"
02/04/2006 14.00,"0,336638","9,556109","2,116408","6,315447",0,"0,886679","28,948311"
02/04/2006 15.00,"0,331614","8,666385","2,239907","5,235616",0,"0,876126","28,948311"
02/04/2006 16.00,"0,44363","9,330435","2,053813","6,185658",0,"0,888659","28,948311"
02/04/2006 17.00,"0,314472","10,69615","2,156165","7,395275",0,"0,954242","28,948311"
02/04/2006 18.00,"0,312699","11,528807","1,903245","8,616573",0,"0,913356","28,948311"
02/04/2006 19.00,"0,232898","23,438921","1,966686","20,437577","0,001145","1,272347","28,948311"
02/04/2006 20.00,"0,335456","30,653966","2,21707","27,273475","0,011952","0,994241","28,948311"
02/04/2006 21.00,"0,215757","15,974837","1,918471","13,042313","0,221098","1,256424","28,948311"
02/04/2006 22.00,"0,195954","20,411785","1,854183","17,580968","0,197441","1,300316","28,948311"
02/04/2006 23.00,"0,228465","16,25239","1,856721","13,414805",0,"0,894833","28,948311"
03/04/2006 0.00,"0,239992","18,423524","1,720533","15,796398","0,001377","1,119939","28,948311"
03/04/2006 1.00,"0,267183","24,79036","2,008981","21,725061","0,057897","1,497301","43,177311"
03/04/2006 2.00,"0,355554","25,735864","1,988681","22,702361","0,299542","1,688751","43,177311"
03/04/2006 3.00,"0,408163","12,782981","1,748449","10,109126","0,084088","1,239899","43,177311"
03/04/2006 4.00,"0,312107","15,588338","1,747603","12,917716","0,234736","1,113194","43,177311"
03/04/2006 5.00,"0,218416","19,749028","1,753524","17,072204","0,18965","1,154451","43,177311"
03/04/2006 6.00,"0,243243","27,75006","1,910012","24,838677","0,167668","1,10707","43,177311"
03/04/2006 7.00,"0,171422","37,430668","2,868402","33,055498","0,027219","0,982614","43,177311"
03/04/2006 8.00,"0,289941","51,705163","6,077696","42,415748","0,451444","0,872117","43,177311"
03/04/2006 9.00,"0,297034","52,751849","9,15334","38,744077","0,302339","1,095259","43,177311"
03/04/2006 10.00,"0,253587","39,63035","6,320466","29,960064","0,353766","1,10494","43,177311"
03/04/2006 11.00,"0,283439","31,716217","4,785181","24,396088","0,233239","0,844148","43,177311"
03/04/2006 12.00,"0,232603","24,342915","4,942517","16,776293","0,226489","0,417478","43,177311"
03/04/2006 13.00,"0,20748","22,16788","4,021347","16,013142","0,295628","0,577368","43,177311"
03/04/2006 14.00,"0,263341","14,004732","2,152782","10,711333","0,002272","0,989593","43,177311"
03/04/2006 15.00,"0,228169","11,617002","1,954845","8,625659","0,000046","0,849382","43,177311"
03/04/2006 16.00,"0,242947","12,121526","1,987834","9,079914","0,00084","0,832605","43,177311"
03/04/2006 17.00,"0,237627","13,313445","2,157857","10,011786","0,030136","0,893659","43,177311"
03/04/2006 18.00,"0,216051","11,304431","1,89394","8,406318",0,"0,642767","43,177311"
03/04/2006 19.00,"0,271025","17,340552","1,926084","14,397292","0,055141","0,727241","43,177311"
03/04/2006 20.00,"0,295851","18,297719","1,84657","15,477115","0,002943","0,826046","43,177311"
03/04/2006 21.00,"0,213096","15,411949","1,735759","12,759374",0,"0,709978","43,177311"
03/04/2006 22.00,"0,24206","21,988898","1,814427","19,220169","0,024534","0,714374","43,177311"
03/04/2006 23.00,"0,288167","35,027361","2,026745","31,94191","0,00798","1,096635","43,177311"
04/04/2006 0.00,"0,265114","31,372516","2,033512","28,274139","0,215382","1,328484","43,177311"
04/04/2006 1.00,"0,346096","31,434772","1,960765","28,448036","0,448803","1,15091","68,161583"
04/04/2006 2.00,"0,220485",,,,"0,000021","0,786886","68,161583"
04/04/2006 3.00,,"9,150155","1,680778","6,577616",0,"0,82155","68,161583"
04/04/2006 4.00,"0,27998","13,951556","1,773824","11,239568","0,184292","0,623841","68,161583"
04/04/2006 5.00,"0,224602","43,809195","2,406548","40,147065","0,812767",,"68,161583"
04/04/2006 6.00,"0,402976","46,768895","3,194914","41,899183","0,872024",,"68,161583"
04/04/2006 7.00,"0,571011","57,688116","5,80955","48,814257","0,868135","1,810801","68,161583"
04/04/2006 8.00,"0,465247","57,204362","9,688787","42,378102","0,775362","1,817915","68,161583"
04/04/2006 9.00,"0,426743","55,736176","10,477992","39,704494","1,371356","0,844046","68,161583"
04/04/2006 10.00,"0,262273","42,544657","6,987871","31,852369","0,431302","0,876077","68,161583"
04/04/2006 11.00,"0,424367","41,307325","7,491173","29,84196","0,275757","1,917405","68,161583"
04/04/2006 12.00,"0,531438","40,791142","7,180732","29,801712","1,367499","1,492699","68,161583"
04/04/2006 13.00,"1,901863","44,662617","7,846445","32,654453","0,597251","1,381479","68,161583"
04/04/2006 14.00,"3,092724","46,213764","9,371579","31,971774","0,619153","1,224655","68,161583"
04/04/2006 15.00,"2,144408","37,670605","6,64444","27,5019","0,652064","0,621669","68,161583"
04/04/2006 16.00,"0,714685","26,836985","5,405218","18,562164","0,305668","0,433296","68,161583"
04/04/2006 17.00,"0,335477","21,91108","4,094937","15,643253","0,130288","0,102231","68,161583"
04/04/2006 18.00,"0,790622","12,683116","2,161241","9,375828","0,003728","0,346832","68,161583"
04/04/2006 19.00,"0,684857","11,405596","1,540359","9,050062",0,"0,423473","68,161583"
04/04/2006 20.00,"0,385745","13,850392","1,723071","11,216203","0,023845","0,513974","68,161583"
04/04/2006 21.00,"0,441955","22,512881","2,271206","19,043678","0,337596","0,613465","68,161583"
04/04/2006 22.00,"0,338685","15,20184","1,779746","12,481631","0,041341","0,557207","68,161583"
04/04/2006 23.00,"0,341419","40,789822","2,872631","36,410483","1,401528","0,586995","68,161583"
05/04/2006 0.00,"0,521694","50,093021","4,160917","43,743461","1,593182","0,777852","68,161583"
05/04/2006 1.00,"0,564476","21,672443","1,761137","18,98527","0,209504","0,451034","30,165371"
05/04/2006 2.00,"0,471426","32,245383","1,882098","29,379925","0,227879","0,605742","30,165371"
05/04/2006 3.00,"0,58349","25,354553","1,795818","22,616704","0,040039","0,635962","30,165371"
05/04/2006 4.00,"0,610702","18,905999","1,672318","16,353185","0,004559","0,512084","30,165371"
05/04/2006 5.00,"0,577428","53,840007","12,980958","33,960121","0,003953","0,467538","30,165371"
05/04/2006 6.00,"0,612723","61,127709","14,908746","38,295008",0,"0,560139","30,165371"
05/04/2006 7.00,"1,392529","176,439104","89,435601","39,337179","0,125086","0,953039","30,165371"
05/04/2006 8.00,"0,906369","104,047197","43,531009","37,328089","0,095639","0,744571","30,165371"
05/04/2006 9.00,"0,440648","38,277609","8,443641","25,348722","0,018256","0,631764","30,165371"
05/04/2006 10.00,"0,5047","45,827293","9,53399","31,230683","0,098884","0,505627","30,165371"
05/04/2006 11.00,"0,419375","17,52083","3,106096","12,767166","0,005242","0,456145","30,165371"
05/04/2006 12.00,"0,346173","14,881488","2,678077","10,78272",0,"0,414804","30,165371"
05/04/2006 13.00,"0,292221","14,594856","2,722063","10,428394","0,005403","0,414484","30,165371"
05/04/2006 14.00,"0,32597","13,759602","2,452226","10,006595",0,"0,412224","30,165371"
05/04/2006 15.00,"0,243853","14,293956","2,584184","10,338841",0,"0,382709","30,165371"
05/04/2006 16.00,"0,268334","10,986673","2,09526","7,779446",0,"0,544773","30,165371"
05/04/2006 17.00,"0,216046","10,252583","2,080881","7,066912",0,"0,428441","30,165371"
05/04/2006 18.00,"0,187644","11,473038","2,023362","8,376468",0,"0,469011","30,165371"
05/04/2006 19.00,"0,248132","12,437986","2,017439","9,351169",0,"0,480325","30,165371"
05/04/2006 20.00,"0,163282","11,458771","1,968378","8,446552",0,"0,529982","30,165371"
05/04/2006 21.00,"0,138326","10,174765","1,900707","7,265487",0,"0,604396","30,165371"
05/04/2006 22.00,"0,174096","7,688465","1,866873","4,829383",0,"0,553489","30,165371"
05/04/2006 23.00,"0,21557","8,624881","2,206073","5,245998",0,"0,462041","30,165371"
06/04/2006 0.00,"0,125611","7,291592","2,428541","3,570446",0,"0,29139","30,165371"
06/04/2006 1.00,"0,147001","6,873965","2,21707","3,476999",0,"0,302045","36,253681"
06/04/2006 2.00,"0,126562",,,,0,"0,482568","36,253681"
06/04/2006 3.00,,"6,576959","1,796664","3,82483",,"0,673907","36,253681"
06/04/2006 4.00,"0,184357","6,15155","1,789896","3,409511","0,019874","0,703439","36,253681"
06/04/2006 5.00,"0,083083","7,950453","2,551195","4,094785","0,008625",,"36,253681"
06/04/2006 6.00,"0,077749","10,847896","3,751507","5,09934","0,037971",,"36,253681"
06/04/2006 7.00,"0,171261","11,62608","3,121322","6,844977","0,02933","1,558544","36,253681"
06/04/2006 8.00,"0,124031","15,152553","3,311647","10,08187","0,070233","1,464608","36,253681"
06/04/2006 9.00,"0,156801","15,479392","3,696524","9,944297","0,131502","1,652775","36,253681"
06/04/2006 10.00,"0,170016","21,202933","6,107303","11,84697","0,126907","1,48733","36,253681"
06/04/2006 11.00,"0,217601","18,734799","4,760651","11,443329","0,147511","1,100669","36,253681"
06/04/2006 12.00,"0,109987","20,323584","5,856919","11,351182","0,09947","0,977126","36,253681"
06/04/2006 13.00,"0,094697","19,288599","5,568473","10,758053","0,160282","0,48935","36,253681"
06/04/2006 14.00,"0,048178","12,654581","2,436154","8,925466","0,078135","1,189294","36,253681"
06/04/2006 15.00,"0,097482","10,239614","2,233141","6,820318","0,038211","1,25677","36,253681"
06/04/2006 16.00,"0,078756","9,867383","2,875169","5,467935","0,04225","0,726402","36,253681"
06/04/2006 17.00,"0,15443","10,183845","2,163778","6,870934","0,071213","1,202965","36,253681"
06/04/2006 18.00,"0,186016","10,045068","1,971761","7,02668","0,045581","1,122506","36,253681"
06/04/2006 19.00,"0,074904","11,92179","1,984451","8,885234","0,078682","1,130769","36,253681"
06/04/2006 20.00,"0,092504","10,753215","2,101183","7,536744","0,051297","0,927159","36,253681"
06/04/2006 21.00,"0,055586","10,299276","2,824416","5,972807","0,044651","0,549351","36,253681"
06/04/2006 22.00,"0,051794","8,777924","1,978529","5,748275","0,06661","0,968274","36,253681"
06/04/2006 23.00,"0,091852","11,122855","1,890557","8,229806","0,077619","1,01116","36,253681"
07/04/2006 0.00,"0,105127","8,973768","1,791588","6,231083","0,065862","1,116998","36,253681"
07/04/2006 1.00,"0,124623","10,876429","1,756907","8,188275","0,044293","1,271032","52,84602"
07/04/2006 2.00,"0,085037","7,094451","1,631716","4,595765","0,062207","1,324148","52,84602"
07/04/2006 3.00,"0,087645","9,523685","2,172236","6,197341","0,016841","0,878765","52,84602"
07/04/2006 4.00,"0,043319","13,77387","2,824416","9,449807","0,057811","0,439579","52,84602"
07/04/2006 5.00,"0,12492","19,678992","1,918471","16,749032","0,234969","1,005061","52,84602"
07/04/2006 6.00,"0,092801","37,678406","3,994278","31,575916","1,428796","1,432247","52,84602"
07/04/2006 7.00,"0,134342","26,167746","2,516513","22,324684","0,519539","1,238672","52,84602"
07/04/2006 8.00,"0,091141","22,492118","3,257509","17,509592","0,181918","1,317164","52,84602"
07/04/2006 9.00,"0,075023","24,07055","4,111855","17,778248","0,501925","1,179457","52,84602"
07/04/2006 10.00,"0,117512","21,607587","4,0924","15,357719","0,397178","1,172867","52,84602"
07/04/2006 11.00,"0,078815","18,053888","3,176305","13,192865","0,307719","0,754829","52,84602"
07/04/2006 12.00,"0,125216","27,098985","5,045715","19,375921","0,750644","0,960504","52,84602"
07/04/2006 13.00,"0,096535","17,89825","2,898008","13,464118","0,434259","0,817683","52,84602"
07/04/2006 14.00,"0,132861","12,685709","2,266131","9,217488","0,146223","0,890864","52,84602"
07/04/2006 15.00,"0,122313","12,156544","2,276281","8,672383","0,161603","0,768501","52,84602"
07/04/2006 16.00,"0,074964","13,913943","2,45138","10,162339","0,160531","0,874241","52,84602"
07/04/2006 17.00,"0,100268","12,696085","2,359178","9,085105","0,087714","0,854863","52,84602"
07/04/2006 18.00,"0,091675","13,428874","2,158703","10,125997","0,123815","0,736633","52,84602"
07/04/2006 19.00,"0,118934","25,769572","2,970754","21,229279","0,697262","0,930208","52,84602"
07/04/2006 20.00,"0,133631","36,492968","3,100176","31,761511","1,285097","1,065456","52,84602"
07/04/2006 21.00,"0,139201","61,196448","7,699261","49,425542","1,556666","2,120485","52,84602"
07/04/2006 22.00,"0,317513","54,085127","5,325704","45,951151","1,778838","1,809957","52,84602"
07/04/2006 23.00,"0,421988","29,205264","2,279664","25,727699","1,195073","0,947521","52,84602"
08/04/2006 0.00,"0,628626","67,146971","9,214245","53,055704","2,543358","2,037664","52,84602"
08/04/2006 1.00,"1,804277","59,824241","6,065853","50,558593","1,423769","2,141929","44,527611"
08/04/2006 2.00,"2,42668",,,,"2,101629","1,748088","44,527611"
08/04/2006 3.00,,"47,582106","5,002575","39,939402","1,827984","1,151621","44,527611"
08/04/2006 4.00,"1,182087","53,113697","3,435993","47,878486","1,193328","2,601574","44,527611"
08/04/2006 5.00,"1,357457","29,970485","2,684846","25,871767","1,360374",,"44,527611"
08/04/2006 6.00,"0,796556","28,017242","2,520742","24,16896","0,622982","1,732492","44,527611"
08/04/2006 7.00,"0,738536","53,548179","7,890432","41,478679","1,537099","0,864465","44,527611"
08/04/2006 8.00,"0,973952","24,376623","3,255818","19,397984","0,571776","0,624908","44,527611"
