,Provincia di TARANTO,,,,,,,
17/12/2006 1.00,"139,424739","57,08888","51,927854","2,649686","22,392978","7,233607","10,002189","10,965213"
17/12/2006 2.00,"87,299357","29,1171","42,684405","1,438164","17,519543","7,252092","9,877616","10,943682"
17/12/2006 3.00,"42,530354","9,287837","28,309186","0,813994","18,674603","3,495987","5,941103","4,229858"
17/12/2006 4.00,"32,906837","4,713281","25,697853","0,650902","20,3415","2,019336","4,831363","2,915205"
17/12/2006 5.00,"23,936958","1,911705","21,059265","0,611214","21,900093","1,390825","4,530312","1,988727"
17/12/2006 6.00,"10,964623",0,"12,397266","0,468783","29,611786","1,461246","4,026829","1,302094"
17/12/2006 7.00,"37,850887","9,893491","22,863313","0,579891","30,134474","0,869265","4,015409","1,395997"
17/12/2006 8.00,"53,920406","14,099231","32,324785","0,666644","26,806056","1,032555","5,191587","3,464274"
17/12/2006 9.00,"89,939983","28,437012","46,370357","1,424389","20,818165","1,890817","7,794129","8,209705"
17/12/2006 10.00,"81,247649","23,314322","45,531927","1,362563","24,447188","3,326095","11,652775","16,167004"
17/12/2006 11.00,"94,271887","30,504363","47,533257","1,505321","29,330132","3,252152","9,71567","12,351037"
17/12/2006 12.00,"140,649089","49,690769","64,504244","2,238466","26,546069","4,390781","12,475996","17,32196"
17/12/2006 13.00,"151,701919","54,150274","69,904974","2,277801","25,829744","3,70373","8,23844","12,319337"
17/12/2006 14.00,"130,29924","38,10888","71,917678","1,876444","28,123614","6,691802","9,123948","12,040019"
17/12/2006 15.00,"49,946487","8,409805","37,077598","0,902963","37,901667","7,094085","9,1499","10,700843"
17/12/2006 16.00,"18,93583","2,272051","15,488803","0,295112","53,235676","1,64038","3,918865","2,017437"
17/12/2006 17.00,"28,460807","5,163293","20,558283","0,462305","53,597231","0,748669","3,26797","0,805061"
17/12/2006 18.00,"31,848489","6,841532","21,373348","0,438444","54,741443","0,910638","4,083924","2,318288"
17/12/2006 19.00,"40,852077","9,631266","26,102795","0,465339","53,349412","0,788721","4,329956","2,626915"
17/12/2006 20.00,"37,057139","6,782321","26,676452","0,50519","53,192347","0,750429","4,151401","2,373913"
17/12/2006 21.00,"34,64737","6,41013","24,836056","0,503304","51,612086","1,303238","4,674609","2,981596"
17/12/2006 22.00,"30,927652","5,427208","22,621904","0,416387","53,339956","1,542231","4,156592","2,159787"
17/12/2006 23.00,"21,350787","3,539189","15,935265","0,224511","57,635191","0,833615","3,624042","1,513826"
18/12/2006 0.00,"14,645438","1,784821","11,917052","0,123365","63,111247","0,120157","2,700124","0,387578"
18/12/2006 1.00,"7,556174","0,214856","7,444595","0,069009","66,289344","0,077024","2,700124","0,441407"
18/12/2006 2.00,,,,"0,054618","68,401764",0,"2,131239",0
18/12/2006 3.00,"1,289193",0,"3,623659",,"69,954931",0,"1,892474",0
18/12/2006 4.00,"0,352777",0,"2,907234","0,187029",,0,"1,628795",0
18/12/2006 5.00,"0,127104",0,"2,414041","0,184473","69,365892",0,"1,621527",0
18/12/2006 6.00,"0,108946",0,"2,032467","0,190493","68,821557",0,"1,56547",0
18/12/2006 7.00,"2,158166","0,025376","3,647021","0,190988","68,358438",0,"1,847835","0,003589"
18/12/2006 8.00,"9,537951","1,133488","8,103914","0,301738","68,409884",0,"1,703538",0
18/12/2006 9.00,"36,507231","9,303062","22,26109","0,502208","60,997465","0,037411","2,287994","0,001794"
18/12/2006 10.00,"37,134978","8,524847","24,080703","0,672992","60,602075","0,905356","4,647618","4,086312"
18/12/2006 11.00,"19,659527","3,349711","14,533564","0,453967","67,141083","0,279925","3,379047","1,585598"
18/12/2006 12.00,"22,313134","4,31064","15,714629","0,488518","67,21963","0,192339","3,011557","1,136416"
18/12/2006 13.00,"29,939357","5,790941","21,074828","0,536926","64,149847","0,440575","3,685291","2,321877"
18/12/2006 14.00,"35,220625","6,93458","24,605049","0,585497","62,709076","0,705976","3,15793","1,612514"
18/12/2006 15.00,"41,721063","8,281232","29,043776","0,551521","61,9643","0,712137","3,504659","2,201057"
18/12/2006 16.00,"18,266591","1,637638","15,766545","0,523071","67,361813","0,595942","3,057234","1,516218"
18/12/2006 17.00,"21,763224","3,37678","16,597187","0,504105","67,103161","0,513196","2,975223","1,631653"
18/12/2006 18.00,"27,58404","4,919677","20,054718","0,53272","66,572372","0,435733","3,243055","1,992316"
18/12/2006 19.00,"24,017377","3,987511","17,915824","0,565789","68,24063","0,433532","2,871412","1,603542"
18/12/2006 20.00,"28,284407","5,528715","19,821092","0,53808","64,159322","0,39128","2,737495","1,067632"
18/12/2006 21.00,"36,115537","6,599608","26,014538","0,700618","61,100387","0,708616","3,467286","2,363147"
18/12/2006 22.00,"21,187368","2,395552","17,526455","0,535854","69,682756","0,59022","2,807049","1,29372"
18/12/2006 23.00,"9,815504","0,583662","9,336893","0,387253","74,497988","0,320418","2,255813","0,437222"
19/12/2006 0.00,"4,733957","0,103199","5,212253","0,314271","76,213652","0,036971","1,639175","0,003589"
19/12/2006 1.00,"1,356635",0,"2,974722","0,3353","76,059299",0,"1,270647",0
19/12/2006 2.00,"0,396874",0,"2,619107","0,299758","78,736389",0,"1,264418",0
19/12/2006 3.00,"0,438378",0,"2,619107","0,244424","74,544031",0,"1,264418",0
19/12/2006 4.00,"0,077818",0,"2,603532","0,287389","58,597977",0,"1,262342",0
19/12/2006 5.00,"0,625142",0,"3,148638","0,301902","56,355558",0,"1,362",0
19/12/2006 6.00,"1,968807",0,"4,41536","0,30817","53,788151",0,"1,40041",0
19/12/2006 7.00,"8,982847","0,038911","10,16753","0,389974","44,536839","0,00132","1,639175",0
19/12/2006 8.00,"48,161846","10,003457","32,846533","0,750261","32,192735","0,350347","2,412567","0,787715"
19/12/2006 9.00,"89,630526","24,121818","52,68164","1,200753","31,39352","1,036613","3,680538","2,989382"
19/12/2006 10.00,"134,683016","46,007779","64,184955","2,555325","26,803343","3,515793","9,987656","15,432517"
19/12/2006 11.00,"93,900959","26,415351","53,43598","1,332625","31,610456","2,937017","9,422923","15,712436"
19/12/2006 12.00,"62,651651","16,510006","37,363136","0,854167","39,016115","2,060709","6,827649","10,191855"
19/12/2006 13.00,"81,408505","27,799208","38,811551","1,097106","35,290931","1,54047","4,953859","5,792132"
19/12/2006 14.00,"106,061374","36,29361","50,448272","1,453765","34,241502","2,220478","5,761509","7,585874"
19/12/2006 15.00,"67,276645","19,9054","36,781678","1,086881","38,913193","2,497762","5,934874","7,586472"
19/12/2006 16.00,"39,710766","8,188185","27,174835","0,806749","42,517859","2,217837","3,041662","2,220795"
19/12/2006 17.00,"55,253701","13,248277","34,964668","1,141143","36,712767","2,370123","4,243793","4,533102"
19/12/2006 18.00,"92,995664","29,221998","48,223737","1,646815","32,149406","3,592817","4,769077","5,284334"
19/12/2006 19.00,"87,99972","25,088991","49,565731","1,714847","29,695735","4,562432","7,139081","9,466941"
19/12/2006 20.00,"99,900757","32,991268","49,350286","1,502913","27,3477","4,561992","5,937988","6,580445"
19/12/2006 21.00,"76,173888","20,964452","44,060146","1,28562","29,939484","4,158389","5,259064","5,559466"
19/12/2006 22.00,"56,216029","12,554646","36,991941","1,095952","34,118272","3,057614","4,228221","3,943961"
19/12/2006 23.00,"35,334772","5,071936","27,577177","1,065523","36,882025","2,612197","3,503621","2,858983"
20/12/2006 0.00,"22,261261","1,334809","20,231215","0,973162","34,999802","2,257009","2,720886","1,18247"
20/12/2006 1.00,"11,976262",0,"12,99429","0,740612","37,295029","1,385983","2,120859","0,433035"
20/12/2006 2.00,,,,"0,647593","37,339717","0,794443","1,686928","0,096895"
20/12/2006 3.00,"8,344734",0,"10,624376",,"39,082469","0,552809","1,686928","0,370233"
20/12/2006 4.00,"5,7015",0,"7,641872","0,434021",,"0,388638","1,423249","0,005383"
20/12/2006 5.00,"5,30722",0,"7,875488","0,392743","40,888862","0,319978","1,232237",0
20/12/2006 6.00,"8,998411",0,"11,216203","0,460054","39,626824","0,268042","1,403525",0
20/12/2006 7.00,"20,494785","0,852654","19,478461","0,533463","34,743882","0,314696","1,437783","0,002392"
20/12/2006 8.00,"44,706707","10,297823","28,937335","0,765055","28,75192","0,549288","1,902856","0,584357"
20/12/2006 9.00,"84,674259","27,322131","42,811592","1,214317","25,278606","1,542231","3,332333","2,900253"
20/12/2006 10.00,"86,004973","30,100024","39,88099","1,463375","28,7438","2,972667","7,862644","11,289391"
20/12/2006 11.00,"70,845927","22,617313","36,192456","0,980994","33,179862","2,257009","6,431091","8,957948"
20/12/2006 12.00,"58,560983","17,442176","31,839386","0,855353","39,346509","1,657106","4,840706","5,566643"
20/12/2006 13.00,"43,046577","10,174321","27,465554","0,739515","43,196258","1,229295","3,686328","3,39549"
20/12/2006 14.00,"61,440248","16,641975","35,948449","1,111991","41,299154","1,223134","3,582518","2,977409"
20/12/2006 15.00,"61,2535","16,510006","35,964032","0,931808","37,679605","2,652249","6,261879","7,689347"
20/12/2006 16.00,"34,380187","6,907511","23,805546","0,741163","41,884129","2,331832","3,164159","2,765078"
20/12/2006 17.00,"63,424652","18,326971","35,348827","0,939635","35,285524","2,216077","2,789401","2,102369"
20/12/2006 18.00,"114,841889","40,506126","52,771465","1,677667","28,818273","3,44053","4,699523","5,220335"
20/12/2006 19.00,"161,509657","66,933308","58,923385","2,109792","25,515571","5,469108","8,26024","12,653086"
20/12/2006 20.00,"168,684514","72,944185","56,880525","1,92376","22,796526","6,027199","10,136105","15,814116"
20/12/2006 21.00,"144,962846","59,523347","53,734482","1,707986","24,303648","5,071668","9,624316","15,300937"
20/12/2006 22.00,"103,361093","33,354992","52,254922","1,639109","27,04031","5,514883","6,493377","8,731261"
20/12/2006 23.00,"76,513709","21,537959","43,520234","1,509266","25,131015","5,746394","5,418933","5,939268"
21/12/2006 0.00,"42,011572","7,587603","30,398752","1,051436","22,444448","3,96693","3,882531","3,302185"
21/12/2006 1.00,"33,132512","5,219121","25,147559","0,816712","22,066655","2,414136","2,693896","1,620289"
21/12/2006 2.00,"16,134365","0,099815","16,685439","0,620217","24,639467","1,705081","2,129164","1,019784"
21/12/2006 3.00,"19,802201",0,"20,971006","0,573337","22,165507","1,339769","1,910122","0,58017"
21/12/2006 4.00,"23,558229",0,"24,95288","0,554883","21,34219","1,103417","1,79593","0,531125"
21/12/2006 5.00,"16,736161",0,"18,961905","0,506768","23,728152","1,028153","1,771015","0,425259"
21/12/2006 6.00,"10,707823",0,"12,493307","0,399417","27,83789","0,831414","1,564432","0,319393"
21/12/2006 7.00,"21,643897","2,150244","18,424591","0,485101","26,027448","0,829653","1,355772","0,111249"
21/12/2006 8.00,"26,172946","3,483362","20,846402","0,630845","25,870362","0,985461","1,690042","0,268553"
21/12/2006 9.00,"54,841264","17,920949","27,382497","0,921345","25,323294","1,144789","2,731267","1,821854"
21/12/2006 10.00,"119,775574","51,34363","41,080235","1,888828","22,93464","4,109534","12,7293","19,677332"
21/12/2006 11.00,"102,525818","41,717435","38,588328","1,440307","22,699031","3,652235","10,002188","17,201741"
21/12/2006 12.00,"95,25758","35,075528","41,505943","1,331472","24,411977","3,478382","6,268107","12,158448"
21/12/2006 13.00,"100,865684","36,068601","45,594237","1,314501","23,956998","3,726177","6,491301","10,358724"
21/12/2006 14.00,"114,828942","42,434737","49,799337","1,902504","25,437047","5,07915","7,604155","11,849219"
21/12/2006 15.00,"68,73187","18,678863","40,119819","1,272318","27,072808","5,961179","7,973722","12,656677"
21/12/2006 16.00,"67,014663","17,902343","39,592871","1,236397","25,246106","4,803186","4,935174","6,839428"
21/12/2006 17.00,"87,701393","29,260905","42,866102","1,457279","24,246772","4,831794","5,306818","6,872922"
21/12/2006 18.00,"119,093372","46,247999","48,215936","1,838406","24,233245","5,598949","6,885782","9,707383"
21/12/2006 19.00,"130,029475","52,818843","49,077731","2,064149","24,588015","7,146461","9,056471","14,242871"
21/12/2006 20.00,"153,276454","64,849051","53,882453","2,142172","24,435","7,538181","8,139819","11,73259"
21/12/2006 21.00,"180,378038","81,101921","56,065461","2,082192","20,931899","7,438269","8,678598","13,322974"
21/12/2006 22.00,"165,618432","74,306075","51,722792","2,022213","19,875702","5,994629","9,694908","16,015085"
21/12/2006 23.00,"109,692908","41,468748","46,141932","1,512561","20,281928","5,699299","8,609045","14,52518"
22/12/2006 0.00,"58,532457","16,141205","33,806949","0,956278","21,4898","3,890347","4,188773","5,595353"
22/12/2006 1.00,"28,870646","4,784336","21,549865","1,288054","26,128995","3,948005","9,820519","17,598279"
22/12/2006 2.00,,,,"0,456924","30,077598","1,80411","5,184321","8,252173"
22/12/2006 3.00,"8,523717","0,28591","9,079914",,"35,974756","0,635994","1,407677","0,974327"
22/12/2006 4.00,"6,235854","0,035527","7,919614","0,348929",,"0,434853","0,705915","0,054429"
22/12/2006 5.00,"4,949256","0,17256","6,83719","0,307284","40,943025","0,310735","0,576151",0
22/12/2006 6.00,"2,887065",0,"5,469234","0,359361","41,276133","0,348147","0,655048",0
22/12/2006 7.00,"10,196815","0,653025","9,593871","0,366425","38,088538","0,514077","0,765087","0,001196"
22/12/2006 8.00,"34,045548","8,266005","21,386331","0,629108","32,567817","0,592861","1,149188","0,370233"
22/12/2006 9.00,"143,62435","61,482426","49,389216","1,954512","26,383575","1,183081","3,395657","4,208326"
22/12/2006 10.00,"255,586977","119,315613","72,693801","3,668108","23,04975","7,30711","20,581567","37,990371"
22/12/2006 11.00,"138,797028","53,820371","56,31465","1,901286","25,491212","5,049221","14,93321","29,05037"
22/12/2006 12.00,"159,226977","61,952743","64,280998","1,977922","25,255602","4,118777","11,846901","21,984844"
22/12/2006 13.00,"109,490581","37,74008","51,660478","1,307252","29,751256","3,882865","10,455838","18,945845"
22/12/2006 14.00,"110,175386","35,765767","55,374999","1,399905","30,574552","2,540895","5,963941","10,029766"
22/12/2006 15.00,"113,640886","37,540449","56,119971","1,345858","29,925938","3,559806","9,004565","16,742392"
22/12/2006 16.00,"66,464754","16,156431","41,721388","1,051305","32,887375","3,209019","5,45423","8,383757"
22/12/2006 17.00,"104,004368","33,471725","52,719556","1,392266","28,485169","3,286924","5,657699","9,395168"
22/12/2006 18.00,"149,497077","56,102579","63,52044","1,841489","25,457357","3,169407","7,116243","12,249958"
22/12/2006 19.00,"224,153504","97,931673","74,048774","2,606537","24,235939","5,612593","10,300124","17,730468"
22/12/2006 20.00,"220,244226","99,339248","67,977337","2,291695","23,28536","7,022784","14,361209","26,606478"
22/12/2006 21.00,"199,059657","87,539109","64,883203","2,539921","25,496619","7,979635","10,461025","18,396777"
22/12/2006 22.00,"155,387908","62,395975","59,759214","2,076818","24,196677","8,502075","9,568259","16,124534"
22/12/2006 23.00,"92,793337","31,443293","44,613038","1,051305","22,559539","5,532049","6,509986","10,474164"
23/12/2006 0.00,"69,797961","19,286214","40,254789","0,954463","23,362527","2,659291","3,129901","4,318978"
23/12/2006 1.00,"45,951782","10,6717","29,609632","0,710837","24,588015","2,341514","2,739572","3,38592"
23/12/2006 2.00,"27,947206","4,860466","20,508972","0,588202","28,969933","1,264506","1,32359","0,96715"
23/12/2006 3.00,"16,476766","1,710383","13,954716","0,48175","32,145334","0,712137","0,7028","0,153715"
23/12/2006 4.00,"6,985505","0,113349","7,888467","0,383346","36,757455","0,478866","0,616638","0,050242"
23/12/2006 5.00,"6,069841",0,"8,028637","0,443882","35,77029","0,315576","0,385139",0
23/12/2006 6.00,"9,600207","0,88649","9,414764","0,46795","35,939566","0,468303","0,449502",0
23/12/2006 7.00,"22,956446","2,828645","18,637435","0,607094","34,092556","0,595501","0,744325","0,099287"
23/12/2006 8.00,"50,335559","12,921751","30,544123","0,77663","29,258351","0,631593","1,691081","1,444444"
23/12/2006 9.00,"92,020314","29,629716","46,62215","1,174021","26,156086","1,463887","3,61366","6,148009"
23/12/2006 10.00,"114,21676","43,647744","47,325594","1,607883","28,551503","2,258329","5,832101","10,718783"
23/12/2006 11.00,"148,309036","60,047798","56,278324","1,820954","30,26447","3,362186","10,208768","19,164143"
23/12/2006 12.00,"170,712951","68,449136","65,807293","1,834999","31,491295","4,084006","10,939594","20,588849"
23/12/2006 13.00,"158,474719","60,156075","66,284928","1,76436","33,839331","3,805842","10,938556","20,780838"
23/12/2006 14.00,"149,019763","52,979565","67,834562","1,620039","36,111537","3,2099","9,137443","17,003172"
23/12/2006 15.00,"81,883179","21,155616","49,480055","0,917745","45,624194","2,701985","7,111053","13,134565"
23/12/2006 16.00,"59,300258","13,977424","37,895266","0,792237","53,547117","1,269787","2,932661","4,665884"
23/12/2006 17.00,"96,533817","24,304006","59,310144","1,2707","42,180684","1,53915","3,60328","5,680284"
23/12/2006 18.00,"131,891936","40,470597","69,887805","1,818735","33,988276","3,76799","7,361237","9,36586"
23/12/2006 19.00,"176,232897","63,226639","79,344117","2,116492","30,237377","5,716024","7,886521","12,655476"
23/12/2006 20.00,"176,378173","62,923818","79,954104","2,448501","30,647689","7,609923","8,753342","14,809889"
23/12/2006 21.00,"178,32101","64,578377","79,359682","2,438233","29,656474","9,219493","8,755419","14,41154"
23/12/2006 22.00,"138,047353","43,492107","71,411495","2,144912","27,201447","8,266162","6,680238","9,963375"
23/12/2006 23.00,"90,629982","20,000135","60,005803","1,756392","25,730891","7,029385","5,505096","7,626546"
24/12/2006 0.00,"59,505185","8,81414","46,022527","1,460278","26,467525","4,677747","3,565907","4,317183"
24/12/2006 1.00,"39,474691","4,188831","33,074961","1,13172","26,605639","3,493346","2,477968","2,325465"
24/12/2006 2.00,,,,"0,808007","30,101976","1,942312","1,578965","1,236899"
