,Regione Puglia,,
05/07/2006 2.00,,,
05/07/2006 3.00,,,
05/07/2006 4.00,,,
05/07/2006 5.00,,,
05/07/2006 6.00,,,
05/07/2006 7.00,,,
05/07/2006 8.00,,,
05/07/2006 9.00,,,
05/07/2006 10.00,,,
05/07/2006 11.00,,,
05/07/2006 12.00,,,
05/07/2006 13.00,,,
05/07/2006 14.00,,,
05/07/2006 15.00,,,
05/07/2006 16.00,,,
05/07/2006 17.00,,,
05/07/2006 18.00,,,
05/07/2006 19.00,,,
05/07/2006 20.00,,,
05/07/2006 21.00,,,
05/07/2006 22.00,,,
05/07/2006 23.00,,,
06/07/2006 0.00,,,
06/07/2006 1.00,,,
06/07/2006 2.00,,,
06/07/2006 3.00,,,
06/07/2006 4.00,,,
06/07/2006 5.00,,,
06/07/2006 6.00,,,
06/07/2006 7.00,,,
06/07/2006 8.00,,,
06/07/2006 9.00,,,
06/07/2006 10.00,,,
06/07/2006 11.00,,,
06/07/2006 12.00,,,
06/07/2006 13.00,,,
06/07/2006 14.00,,,
06/07/2006 15.00,,,
06/07/2006 16.00,,,
06/07/2006 17.00,,,
06/07/2006 18.00,,,
06/07/2006 19.00,,,
06/07/2006 20.00,,,
06/07/2006 21.00,,,
06/07/2006 22.00,,,
06/07/2006 23.00,,,
07/07/2006 0.00,,,
07/07/2006 1.00,,51,"77,60314704"
07/07/2006 2.00,0,26,"39,19196568"
07/07/2006 3.00,0,30,"43,62633344"
07/07/2006 4.00,0,38,"53,10201424"
07/07/2006 5.00,0,45,"59,45589616"
07/07/2006 6.00,0,74,"107,53994288"
07/07/2006 7.00,0,77,"113,35297736"
07/07/2006 8.00,0,72,"123,1775408"
07/07/2006 9.00,0,38,"58,47538432"
07/07/2006 10.00,0,56,"75,23878696"
07/07/2006 11.00,0,35,"51,83357432"
07/07/2006 12.00,0,34,"51,4898732"
07/07/2006 13.00,0,36,"52,3134672"
07/07/2006 14.00,0,47,"64,56858416"
07/07/2006 15.00,0,41,"58,24839168"
07/07/2006 16.00,0,48,"71,18704864"
07/07/2006 17.00,,,
07/07/2006 18.00,0,,
07/07/2006 19.00,0,30,"45,84025736"
07/07/2006 20.00,0,32,"47,1502068"
07/07/2006 21.00,0,37,"51,44578248"
07/07/2006 22.00,0,34,"50,469152"
07/07/2006 23.00,0,30,"43,07770416"
08/07/2006 0.00,0,21,"34,78226272"
08/07/2006 1.00,0,17,"30,70457856"
08/07/2006 2.00,0,14,"27,38821456"
08/07/2006 3.00,0,11,"25,36103568"
08/07/2006 4.00,0,16,"31,97559968"
08/07/2006 5.00,0,18,"35,1480092"
08/07/2006 6.00,0,28,"46,83375168"
08/07/2006 7.00,0,24,"42,2139008"
08/07/2006 8.00,0,23,"41,50577248"
08/07/2006 9.00,0,19,"35,69271888"
08/07/2006 10.00,0,18,"34,47487048"
08/07/2006 11.00,0,15,"31,209098"
08/07/2006 12.00,0,13,"28,99515496"
08/07/2006 13.00,0,14,"29,6734752"
08/07/2006 14.00,0,9,"23,3338568"
08/07/2006 15.00,0,8,"21,49734256"
08/07/2006 16.00,0,10,"23,86822256"
08/07/2006 17.00,0,11,"25,16130816"
08/07/2006 18.00,0,14,"28,39077176"
08/07/2006 19.00,0,16,"30,50743224"
08/07/2006 20.00,0,31,"46,74685128"
08/07/2006 21.00,0,33,"48,04899976"
08/07/2006 22.00,0,21,"34,41907832"
08/07/2006 23.00,0,26,"39,80673104"
09/07/2006 0.00,0,17,"30,47630488"
09/07/2006 1.00,,14,"27,52308704"
09/07/2006 2.00,0,,
09/07/2006 3.00,0,11,"24,90578848"
09/07/2006 4.00,0,9,"23,02388336"
09/07/2006 5.00,0,13,"27,20273144"
09/07/2006 6.00,0,14,"28,32721688"
09/07/2006 7.00,0,17,"32,56313816"
09/07/2006 8.00,0,12,"27,26628632"
09/07/2006 9.00,0,10,"24,81760704"
09/07/2006 10.00,0,10,"24,59841536"
09/07/2006 11.00,0,10,"24,60229672"
09/07/2006 12.00,0,10,"24,00309504"
09/07/2006 13.00,0,8,"22,70742824"
09/07/2006 14.00,0,5,"18,74387901"
09/07/2006 15.00,0,5,"18,15375359"
09/07/2006 16.00,0,6,"19,38976408"
09/07/2006 17.00,0,8,"21,79953416"
09/07/2006 18.00,0,12,"25,99396504"
09/07/2006 19.00,0,16,"30,28305904"
09/07/2006 20.00,0,9,"22,48563624"
09/07/2006 21.00,0,8,"22,28720888"
09/07/2006 22.00,0,7,"20,71915856"
09/07/2006 23.00,0,18,"32,14940048"
10/07/2006 0.00,0,31,"45,41875696"
10/07/2006 1.00,,23,"37,40734312"
10/07/2006 2.00,,16,"30,9574788"
10/07/2006 3.00,,11,"25,42459056"
10/07/2006 4.00,,14,"30,04830368"
10/07/2006 5.00,,18,"36,4047668"
10/07/2006 6.00,,32,"57,96956472"
10/07/2006 7.00,,50,"79,94940048"
10/07/2006 8.00,,40,"67,63200968"
10/07/2006 9.00,,33,"56,21735056"
10/07/2006 10.00,,25,"44,63149096"
10/07/2006 11.00,,19,"35,6240016"
10/07/2006 12.00,,22,"38,3567276"
10/07/2006 13.00,,15,"31,42306992"
10/07/2006 14.00,,14,"28,34926224"
10/07/2006 15.00,,14,"29,34663792"
10/07/2006 16.00,,18,"33,46969384"
10/07/2006 17.00,,19,"35,425536"
10/07/2006 18.00,,21,"37,33210592"
10/07/2006 19.00,,19,"33,40487704"
10/07/2006 20.00,,18,"33,3062752"
10/07/2006 21.00,,18,"33,39057528"
10/07/2006 22.00,,28,"44,64183488"
10/07/2006 23.00,,21,"37,94817144"
11/07/2006 0.00,,17,"31,30506128"
11/07/2006 1.00,,16,"30,041822"
11/07/2006 2.00,,,
11/07/2006 3.00,,16,"29,86672104"
11/07/2006 4.00,,26,"41,06350776"
11/07/2006 5.00,,30,"48,46273744"
11/07/2006 6.00,,40,"66,38175288"
11/07/2006 7.00,,50,"85,96606296"
11/07/2006 8.00,,39,"61,74247608"
11/07/2006 9.00,,33,"54,55979952"
11/07/2006 10.00,,22,"40,54990632"
11/07/2006 11.00,,26,"46,5847328"
11/07/2006 12.00,,22,"40,77556056"
11/07/2006 13.00,,22,"40,01555968"
11/07/2006 14.00,,16,"31,58650768"
11/07/2006 15.00,,16,"30,14556712"
11/07/2006 16.00,,18,"32,38285568"
11/07/2006 17.00,,20,"35,027362"
11/07/2006 18.00,,27,"43,1957128"
11/07/2006 19.00,,27,"41,5498632"
11/07/2006 20.00,,26,"39,46563024"
11/07/2006 21.00,,32,"47,80778184"
11/07/2006 22.00,,23,"38,54089144"
11/07/2006 23.00,,17,"33,06635744"
12/07/2006 0.00,,17,"30,12870328"
12/07/2006 1.00,,18,"32,11307248"
12/07/2006 2.00,,13,"26,22870128"
12/07/2006 3.00,,16,"29,85245752"
12/07/2006 4.00,,22,"38,09992688"
12/07/2006 5.00,,23,"40,29958728"
12/07/2006 6.00,,36,"62,48433208"
12/07/2006 7.00,,45,"77,02210936"
12/07/2006 8.00,,38,"66,13921568"
12/07/2006 9.00,,31,"52,02423896"
12/07/2006 10.00,,26,"46,07501272"
12/07/2006 11.00,,17,"32,4749376"
12/07/2006 12.00,,16,"31,8043992"
12/07/2006 13.00,,19,"35,98066608"
12/07/2006 14.00,,14,"27,09378568"
12/07/2006 15.00,,13,"26,78641256"
12/07/2006 16.00,,16,"30,7447688"
12/07/2006 17.00,,21,"35,51115536"
12/07/2006 18.00,,25,"40,8520788"
12/07/2006 19.00,,21,"35,12724488"
12/07/2006 20.00,,25,"38,04415384"
12/07/2006 21.00,,45,"61,75543944"
12/07/2006 22.00,,43,"60,73471824"
12/07/2006 23.00,,31,"47,1294616"
13/07/2006 0.00,,19,"32,32968296"
13/07/2006 1.00,,14,"27,54903288"
13/07/2006 2.00,,,
13/07/2006 3.00,,18,"32,17014568"
13/07/2006 4.00,,27,"41,62380024"
13/07/2006 5.00,,46,"64,30140128"
13/07/2006 6.00,,63,"88,0087864"
13/07/2006 7.00,,61,"101,03560568"
13/07/2006 8.00,,47,"78,39949504"
13/07/2006 9.00,,38,"60,30283568"
13/07/2006 10.00,,26,"43,65876096"
13/07/2006 11.00,,22,"38,49550056"
13/07/2006 12.00,,23,"39,00262032"
13/07/2006 13.00,,20,"37,66672504"
13/07/2006 14.00,,16,"32,20517352"
13/07/2006 15.00,,17,"31,65136272"
13/07/2006 16.00,,19,"33,98721488"
13/07/2006 17.00,,19,"34,04168776"
13/07/2006 18.00,,23,"38,9792748"
13/07/2006 19.00,,25,"40,24379512"
13/07/2006 20.00,,32,"46,81040616"
13/07/2006 21.00,,38,"53,39774328"
13/07/2006 22.00,,29,"44,39929768"
13/07/2006 23.00,,28,"42,89742168"
14/07/2006 0.00,,14,"27,2014504"
14/07/2006 1.00,,13,"25,98228272"
14/07/2006 2.00,,8,"21,20033248"
14/07/2006 3.00,,8,"21,61797064"
14/07/2006 4.00,,11,"26,74880352"
14/07/2006 5.00,,24,"40,68997944"
14/07/2006 6.00,,47,"69,440016"
14/07/2006 7.00,,54,"90,7389312"
14/07/2006 8.00,,44,"73,75631776"
14/07/2006 9.00,,37,"60,1614624"
14/07/2006 10.00,,32,"55,57663936"
14/07/2006 11.00,,25,"43,11141272"
14/07/2006 12.00,,20,"37,50198712"
14/07/2006 13.00,,20,"36,7523684"
14/07/2006 14.00,,16,"30,79406016"
14/07/2006 15.00,,16,"31,23114336"
14/07/2006 16.00,,19,"34,12338752"
14/07/2006 17.00,,23,"38,65243752"
14/07/2006 18.00,,27,"41,66009"
14/07/2006 19.00,,28,"42,48498416"
14/07/2006 20.00,,24,"37,33856848"
14/07/2006 21.00,,23,"36,43331296"
14/07/2006 22.00,,24,"39,08301992"
14/07/2006 23.00,,19,"34,2738428"
15/07/2006 0.00,,15,"28,51916256"
15/07/2006 1.00,,12,"25,28191712"
15/07/2006 2.00,,,
15/07/2006 3.00,,12,"25,5970912"
15/07/2006 4.00,,15,"28,25718032"
15/07/2006 5.00,,26,"41,95841936"
15/07/2006 6.00,,25,"43,2294596"
15/07/2006 7.00,,25,"43,5498152"
15/07/2006 8.00,,26,"44,56531664"
15/07/2006 9.00,,21,"36,89762304"
15/07/2006 10.00,,19,"34,98199024"
15/07/2006 11.00,,14,"29,07037304"
15/07/2006 12.00,,14,"28,45432664"
15/07/2006 13.00,,13,"27,57755992"
15/07/2006 14.00,,10,"24,19505984"
15/07/2006 15.00,,8,"21,3469064"
15/07/2006 16.00,,10,"22,37539032"
15/07/2006 17.00,,12,"25,0821896"
15/07/2006 18.00,,13,"25,77217304"
15/07/2006 19.00,,13,"25,6476636"
15/07/2006 20.00,,15,"28,66961784"
15/07/2006 21.00,,17,"30,4244132"
15/07/2006 22.00,,19,"33,07151984"
15/07/2006 23.00,,24,"39,72761248"
16/07/2006 0.00,,16,"29,96528464"
16/07/2006 1.00,,11,"24,12502328"
16/07/2006 2.00,,11,"23,99661336"
16/07/2006 3.00,,9,"21,93832624"
16/07/2006 4.00,,8,"21,56997944"
16/07/2006 5.00,,11,"25,2196624"
16/07/2006 6.00,,13,"28,31035304"
16/07/2006 7.00,,16,"31,30117992"
16/07/2006 8.00,,11,"25,37789952"
16/07/2006 9.00,,10,"24,20672304"
16/07/2006 10.00,,14,"28,11970752"
16/07/2006 11.00,,11,"24,43887808"
16/07/2006 12.00,,9,"22,12637144"
16/07/2006 13.00,,9,"22,04467168"
16/07/2006 14.00,,5,"17,48840627"
16/07/2006 15.00,,5,"17,18231993"
16/07/2006 16.00,,5,"17,2886711"
16/07/2006 17.00,,5,"18,1018753"
16/07/2006 18.00,,8,"20,5142304"
16/07/2006 19.00,,10,"23,33515696"
16/07/2006 20.00,,14,"28,69426352"
16/07/2006 21.00,,13,"26,51014768"
16/07/2006 22.00,,8,"21,31836024"
16/07/2006 23.00,,11,"23,93177744"
17/07/2006 0.00,,13,"26,21703808"
17/07/2006 1.00,,11,"24,0316412"
17/07/2006 2.00,,,
17/07/2006 3.00,,9,"23,1367296"
17/07/2006 4.00,,11,"26,34932936"
17/07/2006 5.00,,14,"32,41010168"
17/07/2006 6.00,,27,"48,86611208"
17/07/2006 7.00,,36,"70,52945448"
17/07/2006 8.00,,33,"64,41424752"
17/07/2006 9.00,,28,"54,11367256"
17/07/2006 10.00,,28,"51,5352832"
17/07/2006 11.00,,27,"49,40562112"
17/07/2006 12.00,,24,"42,35269288"
17/07/2006 13.00,,26,"47,86743624"
17/07/2006 14.00,,24,"43,11791352"
17/07/2006 15.00,,19,"35,69143784"
17/07/2006 16.00,,20,"37,01951304"
17/07/2006 17.00,,23,"39,39949416"
17/07/2006 18.00,,24,"39,52010312"
17/07/2006 19.00,,19,"32,69412928"
17/07/2006 20.00,,12,"25,24430808"
17/07/2006 21.00,,10,"22,92790096"
17/07/2006 22.00,,9,"21,25480536"
17/07/2006 23.00,,10,"23,409094"
18/07/2006 0.00,,11,"25,21578104"
18/07/2006 1.00,,13,"25,87723744"
18/07/2006 2.00,,9,"22,09006256"
18/07/2006 3.00,,9,"22,58680016"
18/07/2006 4.00,,15,"30,3647588"
18/07/2006 5.00,,23,"42,16981008"
18/07/2006 6.00,,24,"50,44062496"
18/07/2006 7.00,,42,"78,72895176"
18/07/2006 8.00,,41,"78,47731344"
18/07/2006 9.00,,29,"58,14336552"
18/07/2006 10.00,,30,"58,76591272"
18/07/2006 11.00,,30,"50,0865608"
18/07/2006 12.00,,23,"41,28269944"
18/07/2006 13.00,,19,"36,08831168"
18/07/2006 14.00,,18,"34,31665248"
18/07/2006 15.00,,21,"37,78087144"
18/07/2006 16.00,,22,"38,85994688"
18/07/2006 17.00,,20,"34,65383368"
18/07/2006 18.00,,21,"34,61624376"
18/07/2006 19.00,,27,"40,33461512"
18/07/2006 20.00,,21,"34,52416184"
18/07/2006 21.00,,15,"27,38301392"
18/07/2006 22.00,,13,"25,86425496"
18/07/2006 23.00,,11,"24,43629688"
19/07/2006 0.00,,10,"22,88641056"
19/07/2006 1.00,,14,"27,43230528"
19/07/2006 2.00,,,
19/07/2006 3.00,,19,"33,46843192"
19/07/2006 4.00,,18,"33,71873184"
19/07/2006 5.00,,56,"86,98938448"
19/07/2006 6.00,,74,"125,2578924"
19/07/2006 7.00,,67,"101,02782384"
19/07/2006 8.00,,53,"84,84157752"
19/07/2006 9.00,,37,"58,90468568"
19/07/2006 10.00,,30,"50,33556056"
19/07/2006 11.00,,25,"42,77809376"
19/07/2006 12.00,,19,"35,04164464"
19/07/2006 13.00,,19,"35,51375568"
19/07/2006 14.00,,16,"30,56190512"
19/07/2006 15.00,,16,"31,25837024"
19/07/2006 16.00,,19,"33,59812288"
19/07/2006 17.00,,17,"30,0833124"
19/07/2006 18.00,,25,"39,97661224"
19/07/2006 19.00,,27,"41,39550744"
19/07/2006 20.00,,31,"44,7429988"
19/07/2006 21.00,,57,"77,35414728"
19/07/2006 22.00,,46,"59,75938792"
19/07/2006 23.00,,38,"53,26285168"
20/07/2006 0.00,,31,"46,26697752"
20/07/2006 1.00,,21,"35,65769104"
20/07/2006 2.00,,15,"28,93938192"
20/07/2006 3.00,,18,"32,3076376"
20/07/2006 4.00,,34,"50,23959728"
20/07/2006 5.00,,62,"97,28994032"
20/07/2006 6.00,,78,"168,7156448"
20/07/2006 7.00,,66,"105,07698096"
20/07/2006 8.00,,63,"95,11362544"
20/07/2006 9.00,,38,"58,3742204"
20/07/2006 10.00,,29,"46,25011368"
20/07/2006 11.00,,21,"36,5967316"
20/07/2006 12.00,,25,"41,49669048"
20/07/2006 13.00,,21,"37,11551456"
20/07/2006 14.00,,19,"34,49303448"
20/07/2006 15.00,,15,"29,65921168"
20/07/2006 16.00,,17,"32,60852904"
20/07/2006 17.00,,22,"37,620034"
20/07/2006 18.00,,27,"42,01807376"
20/07/2006 19.00,,29,"41,96360088"
20/07/2006 20.00,,32,"45,84025736"
20/07/2006 21.00,,56,"72,81601528"
20/07/2006 22.00,,61,"78,36578648"
20/07/2006 23.00,,54,"71,93538632"
21/07/2006 0.00,,40,"54,14089944"
21/07/2006 1.00,,47,"62,72426896"
21/07/2006 2.00,,,
21/07/2006 3.00,,28,"43,47717832"
21/07/2006 4.00,,33,"50,5262252"
21/07/2006 5.00,,64,"97,3262492"
21/07/2006 6.00,,82,"149,31289824"
21/07/2006 7.00,,64,"105,86684728"
21/07/2006 8.00,,65,"102,62051984"
21/07/2006 9.00,,51,"75,59026992"
21/07/2006 10.00,,41,"62,07839536"
21/07/2006 11.00,,34,"51,5832744"
21/07/2006 12.00,,30,"47,81556368"
21/07/2006 13.00,,27,"43,96483392"
21/07/2006 14.00,,24,"39,29961128"
21/07/2006 15.00,,16,"29,77593928"
21/07/2006 16.00,,24,"37,67450688"
21/07/2006 17.00,,25,"39,40467568"
21/07/2006 18.00,,32,"46,31754992"
21/07/2006 19.00,,35,"48,690992"
21/07/2006 20.00,,55,"71,18962984"
21/07/2006 21.00,,86,"107,06783184"
21/07/2006 22.00,,68,"87,33694784"
21/07/2006 23.00,,63,"85,65737056"
22/07/2006 0.00,,44,"58,3443932"
22/07/2006 1.00,,29,"43,58090432"
22/07/2006 2.00,,24,"38,14271744"
22/07/2006 3.00,,33,"47,79348008"
22/07/2006 4.00,,36,"53,22394248"
22/07/2006 5.00,,58,"83,71841136"
22/07/2006 6.00,,76,"121,55763704"
22/07/2006 7.00,,75,"121,13483648"
22/07/2006 8.00,,63,"92,00087032"
22/07/2006 9.00,,37,"54,92426496"
22/07/2006 10.00,,33,"49,91924168"
22/07/2006 11.00,,24,"38,83141984"
22/07/2006 12.00,,20,"35,20636344"
22/07/2006 13.00,,17,"30,38032248"
22/07/2006 14.00,,22,"36,36453832"
22/07/2006 15.00,,15,"27,19624976"
22/07/2006 16.00,,21,"34,77706208"
22/07/2006 17.00,,25,"38,2659076"
22/07/2006 18.00,,33,"46,98938848"
22/07/2006 19.00,,50,"64,04848192"
22/07/2006 20.00,,98,"129,05026792"
22/07/2006 21.00,,107,"144,19891008"
22/07/2006 22.00,,108,"189,75515896"
22/07/2006 23.00,,70,"138,40143928"
23/07/2006 0.00,,44,"64,50371"
23/07/2006 1.00,,38,"54,64023736"
23/07/2006 2.00,,,
23/07/2006 3.00,,39,"55,4741944"
23/07/2006 4.00,,44,"61,5621936"
23/07/2006 5.00,,44,"67,18068208"
23/07/2006 6.00,,45,"67,01724432"
23/07/2006 7.00,,43,"68,31811176"
23/07/2006 8.00,,21,"36,1505664"
23/07/2006 9.00,,28,"44,9284628"
23/07/2006 10.00,,23,"37,8898172"
23/07/2006 11.00,,19,"32,67594616"
23/07/2006 12.00,,13,"26,23000144"
23/07/2006 13.00,,12,"25,33508984"
23/07/2006 14.00,,14,"27,88625232"
23/07/2006 15.00,,16,"29,87450288"
23/07/2006 16.00,,9,"21,52588872"
23/07/2006 17.00,,9,"21,13937792"
23/07/2006 18.00,,21,"34,3516612"
23/07/2006 19.00,,24,"36,51631288"
23/07/2006 20.00,,38,"50,98533464"
23/07/2006 21.00,,40,"54,1538628"
23/07/2006 22.00,,35,"48,58336552"
23/07/2006 23.00,,37,"50,65073464"
24/07/2006 0.00,,41,"55,30429408"
24/07/2006 1.00,,35,"49,55739568"
24/07/2006 2.00,,14,"26,52701152"
24/07/2006 3.00,,19,"33,03392992"
24/07/2006 4.00,,35,"53,0825692"
24/07/2006 5.00,,70,"124,73134672"
24/07/2006 6.00,,87,"202,7767776"
24/07/2006 7.00,,77,"142,65294336"
24/07/2006 8.00,,57,"102,24699152"
24/07/2006 9.00,,42,"62,27942304"
24/07/2006 10.00,,45,"67,13010968"
24/07/2006 11.00,,29,"43,68252712"
24/07/2006 12.00,,24,"38,43972752"
24/07/2006 13.00,0,29,"44,14901688"
24/07/2006 14.00,0,23,"37,51887008"
24/07/2006 15.00,0,29,"43,7261972"
24/07/2006 16.00,0,26,"40,69904232"
24/07/2006 17.00,0,32,"47,13334296"
24/07/2006 18.00,0,34,"47,31622576"
24/07/2006 19.00,0,36,"50,36930736"
24/07/2006 20.00,0,35,"50,09562368"
24/07/2006 21.00,0,35,"51,99959328"
24/07/2006 22.00,0,24,"39,65887608"
24/07/2006 23.00,0,28,"43,83124248"
25/07/2006 0.00,0,33,"47,6469444"
25/07/2006 1.00,,42,"59,41440576"
25/07/2006 2.00,0,,
25/07/2006 3.00,0,26,"39,93124048"
25/07/2006 4.00,0,43,"63,25601528"
25/07/2006 5.00,0,66,"100,10826656"
25/07/2006 6.00,0,81,"128,60020224"
25/07/2006 7.00,0,69,"106,3960124"
25/07/2006 8.00,0,73,"109,85763104"
25/07/2006 9.00,0,48,"68,48413072"
25/07/2006 10.00,,30,"45,827294"
25/07/2006 11.00,,22,"36,52795696"
25/07/2006 12.00,1,26,"42,60821256"
25/07/2006 13.00,1,22,"37,47607952"
25/07/2006 14.00,1,17,"31,16758848"
25/07/2006 15.00,1,17,"31,51258976"
25/07/2006 16.00,1,17,"31,50738912"
25/07/2006 17.00,1,23,"37,44883352"
25/07/2006 18.00,1,53,"75,55006056"
25/07/2006 19.00,1,33,"48,1825912"
25/07/2006 20.00,1,31,"46,9258336"
25/07/2006 21.00,1,41,"59,16408672"
25/07/2006 22.00,1,30,"47,07498872"
25/07/2006 23.00,1,26,"41,79760104"
26/07/2006 0.00,1,16,"29,93805776"
26/07/2006 1.00,1,23,"39,00132016"
26/07/2006 2.00,1,18,"30,63192256"
26/07/2006 3.00,1,22,"35,55394592"
26/07/2006 4.00,1,48,"66,54903376"
26/07/2006 5.00,1,50,"76,63819888"
26/07/2006 6.00,1,62,"96,2757008"
26/07/2006 7.00,1,65,"104,01995088"
26/07/2006 8.00,1,55,"82,24246208"
26/07/2006 9.00,1,33,"55,10324728"
26/07/2006 10.00,1,26,"43,14515952"
26/07/2006 11.00,1,32,"51,68831968"
26/07/2006 12.00,1,20,"34,80300792"
26/07/2006 13.00,1,17,"31,9302088"
26/07/2006 14.00,1,15,"29,10021936"
26/07/2006 15.00,1,15,"29,47762904"
26/07/2006 16.00,1,15,"29,19618264"
26/07/2006 17.00,1,14,"27,7785876"
26/07/2006 18.00,1,21,"35,8392928"
26/07/2006 19.00,1,24,"38,49550056"
26/07/2006 20.00,1,49,"69,62678016"
26/07/2006 21.00,1,43,"59,20429608"
26/07/2006 22.00,1,49,"65,29877696"
26/07/2006 23.00,1,64,"89,33301848"
27/07/2006 0.00,1,58,"74,86265832"
27/07/2006 1.00,,36,"50,60534376"
27/07/2006 2.00,1,,
27/07/2006 3.00,1,22,"35,81464712"
27/07/2006 4.00,1,30,"45,01798264"
27/07/2006 5.00,1,52,"79,76263632"
27/07/2006 6.00,1,57,"88,91796152"
27/07/2006 7.00,1,65,"111,8342184"
27/07/2006 8.00,1,49,"75,50466968"
27/07/2006 9.00,1,39,"62,57901432"
27/07/2006 10.00,1,31,"49,60926824"
27/07/2006 11.00,1,25,"42,07644712"
27/07/2006 12.00,1,21,"35,67197368"
27/07/2006 13.00,1,23,"38,2698272"
27/07/2006 14.00,1,17,"31,39844336"
27/07/2006 15.00,1,14,"28,7513176"
27/07/2006 16.00,1,16,"30,99506872"
27/07/2006 17.00,1,18,"32,47105624"
27/07/2006 18.00,1,25,"39,8469404"
27/07/2006 19.00,1,27,"42,00379112"
27/07/2006 20.00,1,47,"61,71004856"
27/07/2006 21.00,1,43,"58,28732"
27/07/2006 22.00,1,36,"52,7025592"
27/07/2006 23.00,1,49,"68,65665048"
28/07/2006 0.00,1,29,"43,97129648"
28/07/2006 1.00,1,26,"41,27101712"
28/07/2006 2.00,1,20,"33,97035104"
28/07/2006 3.00,1,22,"36,34123104"
28/07/2006 4.00,1,31,"48,06066296"
28/07/2006 5.00,1,54,"81,34753136"
28/07/2006 6.00,1,78,"125,27217504"
28/07/2006 7.00,1,81,"139,269124"
28/07/2006 8.00,1,70,"109,49706608"
28/07/2006 9.00,1,59,"84,5666128"
28/07/2006 10.00,1,38,"56,67259776"
28/07/2006 11.00,1,27,"42,60561224"
28/07/2006 12.00,1,25,"40,77556056"
28/07/2006 13.00,1,24,"39,4007752"
28/07/2006 14.00,1,17,"31,75122648"
28/07/2006 15.00,1,17,"31,792736"
28/07/2006 16.00,1,17,"31,95225416"
28/07/2006 17.00,1,14,"29,13004656"
28/07/2006 18.00,1,19,"32,96779384"
28/07/2006 19.00,1,39,"53,20707864"
28/07/2006 20.00,1,65,"85,560088"
28/07/2006 21.00,1,69,"90,99961328"
28/07/2006 22.00,1,90,"149,98603696"
28/07/2006 23.00,1,52,"70,421828"
29/07/2006 0.00,1,46,"62,65943304"
29/07/2006 1.00,,24,"37,3749156"
29/07/2006 2.00,1,,
29/07/2006 3.00,1,31,"45,13857248"
29/07/2006 4.00,1,36,"52,34589472"
29/07/2006 5.00,1,64,"88,68970696"
29/07/2006 6.00,1,73,"109,0210928"
29/07/2006 7.00,1,48,"71,4866208"
29/07/2006 8.00,1,30,"47,34993432"
29/07/2006 9.00,1,28,"44,47585416"
29/07/2006 10.00,1,24,"38,48641856"
29/07/2006 11.00,1,17,"31,42827056"
29/07/2006 12.00,1,16,"31,5047888"
29/07/2006 13.00,1,20,"35,38534576"
29/07/2006 14.00,1,18,"33,41395904"
29/07/2006 15.00,1,11,"24,74497016"
29/07/2006 16.00,1,11,"24,93173432"
29/07/2006 17.00,1,34,"47,70789896"
29/07/2006 18.00,1,28,"41,6458456"
29/07/2006 19.00,1,19,"33,13251264"
29/07/2006 20.00,1,19,"33,40357688"
29/07/2006 21.00,1,21,"35,20636344"
29/07/2006 22.00,1,27,"41,12964384"
29/07/2006 23.00,1,42,"56,83861672"
30/07/2006 0.00,1,32,"44,52902688"
30/07/2006 1.00,1,43,"58,29770216"
30/07/2006 2.00,1,41,"54,32248208"
30/07/2006 3.00,1,18,"31,92372712"
30/07/2006 4.00,1,20,"34,31013256"
30/07/2006 5.00,1,22,"37,43196968"
30/07/2006 6.00,1,13,"27,4556508"
30/07/2006 7.00,1,7,"20,82162264"
30/07/2006 8.00,1,10,"23,54396648"
30/07/2006 9.00,1,11,"24,06406872"
30/07/2006 10.00,1,15,"29,51653824"
30/07/2006 11.00,1,13,"28,26106168"
30/07/2006 12.00,1,13,"27,8356608"
30/07/2006 13.00,1,11,"25,34935336"
30/07/2006 14.00,1,7,"19,9098472"
30/07/2006 15.00,1,6,"19,13944504"
30/07/2006 16.00,1,6,"18,9189685"
30/07/2006 17.00,1,7,"20,96559624"
30/07/2006 18.00,1,9,"22,21717232"
30/07/2006 19.00,1,11,"24,3934872"
30/07/2006 20.00,1,16,"29,12356488"
30/07/2006 21.00,1,17,"30,51261376"
30/07/2006 22.00,1,12,"25,49592728"
30/07/2006 23.00,1,19,"32,80693728"
31/07/2006 0.00,1,20,"32,57352032"
31/07/2006 1.00,,15,"28,97699096"
31/07/2006 2.00,1,,
31/07/2006 3.00,1,8,"22,1549176"
31/07/2006 4.00,1,10,"24,14316816"
31/07/2006 5.00,1,17,"34,31273288"
31/07/2006 6.00,1,21,"39,44488504"
31/07/2006 7.00,1,40,"69,86931736"
31/07/2006 8.00,1,49,"82,13221616"
31/07/2006 9.00,1,38,"59,92280656"
31/07/2006 10.00,1,35,"58,31324672"
31/07/2006 11.00,1,29,"46,86227872"
31/07/2006 12.00,1,21,"37,07658624"
31/07/2006 13.00,1,21,"39,05187344"
31/07/2006 14.00,1,18,"34,24789696"
31/07/2006 15.00,1,16,"31,86533464"
31/07/2006 16.00,1,16,"31,99892608"
31/07/2006 17.00,1,20,"34,86138128"
31/07/2006 18.00,1,25,"41,31770816"
31/07/2006 19.00,1,26,"41,53301848"
31/07/2006 20.00,1,32,"48,292818"
31/07/2006 21.00,1,32,"48,8142204"
31/07/2006 22.00,1,43,"61,00318216"
31/07/2006 23.00,1,31,"48,39790152"
01/08/2006 0.00,1,30,"46,9258336"
