,Regione Puglia,,,,,
22/03/2006 12.00,"0,52996582","33,18306592","5,89282071","24,15337824","0,41150247","34,20159149"
22/03/2006 13.00,1,"51,67145584","8,53804315","38,59090936","0,52001872","34,20159149"
22/03/2006 14.00,"0,85697505","55,09674648","8,35724561","42,29634624","0,63502403","34,20159149"
22/03/2006 15.00,"0,96072024","53,2952792","13,57840842","34,65836512","0,50406871","34,20159149"
22/03/2006 16.00,1,"35,75109224","8,96046689","22,01059984","0,43437724","34,20159149"
22/03/2006 17.00,"0,91212696","56,33017768","14,72316689","35,33454392","0,52650777","34,20159149"
22/03/2006 18.00,"0,88263193","37,52407072","7,94749388","25,37468736","0,5040291","34,20159149"
22/03/2006 19.00,1,"39,27236528","6,71401385","28,98536552","0,56303635","34,20159149"
22/03/2006 20.00,1,"74,28810232","17,0997369","48,24448264","0,8423183","34,20159149"
22/03/2006 21.00,1,"87,72865928","19,64441498","57,6112368","0,81576329","34,20159149"
22/03/2006 22.00,1,"50,94384424","7,60701923","39,29307224","0,58219011","34,20159149"
22/03/2006 23.00,"0,69560156","39,37872984","8,45947217","26,53498456","0,48887245","34,20159149"
23/03/2006 0.00,"0,78009595","23,12894776","5,3056508","15,00469533","0,3575618","34,20159149"
23/03/2006 1.00,,"15,41584034","3,57962448","9,9274233","0,42325615","10,12738991"
23/03/2006 2.00,"0,31459268",,,,"0,56137389","10,12738991"
23/03/2006 3.00,"0,3045376","23,50635744","3,30758395","18,4414637",,"10,12738991"
23/03/2006 4.00,"0,2686253","19,25229128","2,87586507","14,8476513","0,48635954","10,12738991"
23/03/2006 5.00,"0,2948405","15,65578104","2,41964763","11,94950097","0,4300481","10,12738991"
23/03/2006 6.00,"0,22876195","14,81793499","2,44330322","11,09160951","0,38531443","10,12738991"
23/03/2006 7.00,"0,28334942","22,427282","5,22032109","15,21755064","0,36952402","10,12738991"
23/03/2006 8.00,"0,24492309","26,13921968","5,26932195","18,63743606","0,36546749","10,12738991"
23/03/2006 9.00,"0,29699553","26,0756648","5,77454276","17,55761302","0,35660883","10,12738991"
23/03/2006 10.00,"0,27293432","28,70462656","5,30649627","20,58682904","0,32672076","10,12738991"
23/03/2006 11.00,"0,24923212","24,87336096","6,21724272","16,59198993","0,28064734","10,12738991"
23/03/2006 12.00,"0,27473035","21,94738912","4,53345977","15,01637191","0,26249431","10,12738991"
23/03/2006 13.00,"0,24456409","21,56479792","5,13499137","13,73277748","0,28052967","10,12738991"
23/03/2006 14.00,"0,32500778","25,0134532","5,40787737","16,72307474","0,33491071","10,12738991"
23/03/2006 15.00,"0,32177473","18,8541211","5,31156533","10,707439","0,32479035","10,12738991"
23/03/2006 16.00,"0,22445292","18,59732038","5,66217683","9,91185006","0,31951407","10,12738991"
23/03/2006 17.00,"0,26323825","18,57916021","6,02123801","9,41476448","0,29659619","10,12738991"
23/03/2006 18.00,"0,30310058","27,09378568","7,98635663","15,16822678","0,33770671","10,12738991"
23/03/2006 19.00,"0,3400909","35,13502672","10,36206746","19,79124584","0,33463577","10,12738991"
23/03/2006 20.00,0,"31,0651244","8,87175781","18,2376923","0,32731025","10,12738991"
23/03/2006 21.00,"0,18997662","23,4505844","5,26509836","15,37847986","0,28218281","10,12738991"
23/03/2006 22.00,"0,25066914","16,43655962","3,90573618","10,45045664","0,27450429","10,12738991"
23/03/2006 23.00,"0,19823669","23,19378368","5,07416271","15,41871981","0,30088805","10,12738991"
24/03/2006 0.00,"0,16052837","14,38993379","4,15496659","8,64253062","0,25572216","10,12738991"
24/03/2006 1.00,"0,15262831","10,21367456","2,60720391","6,22070156","0,20803405","24,1507206"
24/03/2006 2.00,"0,15119129","8,18650333","1,84430552","5,36150994","0,23051972","24,1507206"
24/03/2006 3.00,"0,13610816","7,2423061","1,50805571","4,93061589","0,20555377","24,1507206"
24/03/2006 4.00,"0,10306888","8,27210548","1,33570535","6,22848914","0,19614173","24,1507206"
24/03/2006 5.00,"0,10558291","8,65341564","0,92764455","7,23563705","0,19834708","24,1507206"
24/03/2006 6.00,"0,07074761","7,76628397","0,74515732","6,64899912","0,19027479","24,1507206"
24/03/2006 7.00,0,"13,24470506","1,50552056","11,03580588","0,20693196","24,1507206"
24/03/2006 8.00,0,"39,64979408","7,73459107","27,795222","0,29608359","24,1507206"
24/03/2006 9.00,0,"45,83117536","11,26943703","28,81405032","0,33451694","24,1507206"
24/03/2006 10.00,0,"27,55551456","5,68329852","18,9969475","0,26493615","24,1507206"
24/03/2006 11.00,0,"42,8131216","11,88702002","26,79325752","0,25918687","24,1507206"
24/03/2006 12.00,0,"42,66138528","11,18917762","26,75042872","0,21055511","24,1507206"
24/03/2006 13.00,0,"39,84822144","9,06269346","26,03660264","0,26040779","24,1507206"
24/03/2006 14.00,0,"22,80469168","4,87139802","15,3369493","0,21610634","24,1507206"
24/03/2006 15.00,0,"22,70482792","5,07247178","15,05530979","0,16349843","24,1507206"
24/03/2006 16.00,0,"23,86562224","4,29098686","17,30193465","0,25753257","24,1507206"
24/03/2006 17.00,0,"27,4193228","4,80803545","20,0521","0,20618403","24,1507206"
24/03/2006 18.00,0,"35,99362944","6,14289658","26,65178864","0,28998132","24,1507206"
24/03/2006 19.00,0,"36,70047672","6,80018779","26,27931192","0,41406081","24,1507206"
24/03/2006 20.00,0,"38,43842736","6,53321631","28,428572","0,41484835","24,1507206"
24/03/2006 21.00,0,"44,48361688","6,49350809","34,53896072","0,47702673","24,1507206"
24/03/2006 22.00,0,"39,26458344","5,20595814","31,2942776","0,50860755","24,1507206"
24/03/2006 23.00,0,"41,39294536","6,12515426","32,01200416","0,41126481","24,1507206"
25/03/2006 0.00,"0,16555641","37,1622056","6,41155774","27,33836872","0,31994745","24,1507206"
25/03/2006 1.00,,"28,69814488","4,67961815","21,52908176","0,29616281","31,9325695"
25/03/2006 2.00,"0,2880683",,,,"0,30951254","31,9325695"
25/03/2006 3.00,0,"13,76219934","3,09468115","9,01761531",,"31,9325695"
25/03/2006 4.00,0,"14,44829759","3,566107","9,10327482","0,33315505","31,9325695"
25/03/2006 5.00,"0,17534606","10,5975793","2,24222821","7,16036161","0,28241464","31,9325695"
25/03/2006 6.00,0,"12,4743029","2,2591263","9,05784953","0,31636041","31,9325695"
25/03/2006 7.00,0,"55,64537576","14,7485184","33,06977992","0,43795146","31,9325695"
25/03/2006 8.00,0,"89,2538808","31,11999483","41,50852576","0,45880846","31,9325695"
25/03/2006 9.00,0,"61,6011028","14,4029747","39,5175984","0,58347511","31,9325695"
25/03/2006 10.00,0,"32,41658336","6,02377192","23,18517968","0,39950996","31,9325695"
25/03/2006 11.00,0,"18,9124849","3,45289811","13,62116257","0,37352929","31,9325695"
25/03/2006 12.00,0,"19,54280056","3,6311605","13,97808134","0,38094102","31,9325695"
25/03/2006 13.00,0,"22,43376368","4,59175328","15,39535517","0,36505159","31,9325695"
25/03/2006 14.00,"0,24468512","23,74371312","4,53261431","16,79705384","0,35578634","31,9325695"
25/03/2006 15.00,0,"18,13689358","3,10904285","13,37327368","0,29826214","31,9325695"
25/03/2006 16.00,0,"19,06941804","2,75505197","14,85024588","0,33859677","31,9325695"
25/03/2006 17.00,0,"30,42961384","3,93277114","24,40907","0,41003806","31,9325695"
25/03/2006 18.00,"0,29351332","24,87207992","4,18369124","18,4622242","0,43542807","31,9325695"
25/03/2006 19.00,"0,37102092","35,1596724","5,37999819","26,91916272","0,51692332","31,9325695"
25/03/2006 20.00,0,"38,29055328","5,28030553","30,20535536","0,56545722","31,9325695"
25/03/2006 21.00,0,"45,79874784","7,58251942","34,18204768","0,57787845","31,9325695"
25/03/2006 22.00,0,"41,44091744","8,96300204","27,74849272","0,49082266","31,9325695"
25/03/2006 23.00,0,"25,7942184","5,25411479","17,74061437","0,4006936","31,9325695"
26/03/2006 0.00,0,"20,3858396","4,97954035","12,88916675","0,44800658","31,9325695"
26/03/2006 1.00,0,"25,42847192","7,82667953","15,28114567","0,4264401","26,04314041"
26/03/2006 2.00,0,"27,4374868","6,63206351","17,96903336","0,39410902","26,04314041"
26/03/2006 3.00,0,"19,80350176","2,22702229","16,39601949","0,37684022","26,04314041"
26/03/2006 4.00,0,"20,42864928","2,08170688","17,24612146","0,3715185","26,04314041"
26/03/2006 5.00,0,"14,69083097","1,60943806","12,22984797","0,37628801","26,04314041"
26/03/2006 6.00,0,"22,04467168","1,55621236","19,66924112","0,40534661","26,04314041"
26/03/2006 7.00,"0,1771614","20,54925824","3,76633655","15,08386169","0,42052539","26,04314041"
26/03/2006 8.00,"0,12760706","16,64018571","2,35121476","13,1305644","0,30539893","26,04314041"
26/03/2006 9.00,0,"46,10744024","11,78985752","28,74655672","0,37755087","26,04314041"
26/03/2006 10.00,"0,18387665","23,97326784","5,26678805","16,23118406","0,3681668","26,04314041"
26/03/2006 11.00,"0,33272172","14,90742806","3,33039408","9,80153149","0,37467216","26,04314041"
26/03/2006 12.00,"0,26174834","15,34839836","3,00259269","10,74637688","0,35219814","26,04314041"
26/03/2006 13.00,"0,36630204","12,72591637","2,95443729","8,19606333","0,32345643","26,04314041"
26/03/2006 14.00,"0,27554293","11,57938939","3,10819863","6,87093452","0,29096924","26,04314041"
26/03/2006 15.00,"0,25648435","12,59881234","2,99498973","8,00657457","0,31482261","26,04314041"
26/03/2006 16.00,"0,29895935","17,32498763","3,2205633","12,38948467","0,32527033","26,04314041"
26/03/2006 17.00,"0,38499857","23,98495016","3,54836593","18,55048786","0,4182385","26,04314041"
26/03/2006 18.00,"0,34034515","27,4258236","3,80435384","21,60047584","0,47406763","26,04314041"
26/03/2006 19.00,0,"37,07012368","3,6624203","31,46949328","0,39332031","26,04314041"
26/03/2006 20.00,0,"64,13538232","10,34348092","48,28991176","0,56963724","26,04314041"
26/03/2006 21.00,0,"73,78616408","15,19121587","50,50018376","0,7332976","26,04314041"
26/03/2006 22.00,1,"63,09909744","12,4606687","44,00953648","0,7874701","26,04314041"
26/03/2006 23.00,"0,39008052","51,49765504","10,19224851","35,87575464","0,61702827","26,04314041"
27/03/2006 0.00,0,"37,49552456","8,50255852","24,61801336","0,44619151","26,04314041"
27/03/2006 1.00,,"17,63755948","3,70297274","11,96118902","0,28320218","38,39085007"
27/03/2006 2.00,1,,,,"0,27653838","38,39085007"
27/03/2006 3.00,0,"10,11640347","1,62464397","7,62759322",,"38,39085007"
27/03/2006 4.00,0,"22,01484448","3,49682867","16,65818719","0,26681296","38,39085007"
27/03/2006 5.00,0,"17,88917103","3,35658482","12,85022696","0,24021951","38,39085007"
27/03/2006 6.00,0,"60,78789096","14,95634342","38,36250184","0,48181954","38,39085007"
27/03/2006 7.00,1,"150,78626632","60,25376806","58,52494336","0,60953616","38,39085007"
27/03/2006 8.00,1,"177,10704952","76,02794396","60,4341136","0,69370624","38,39085007"
27/03/2006 9.00,1,"73,55012768","21,18372425","41,207424","0,39464841","38,39085007"
27/03/2006 10.00,1,"26,81884008","5,28706427","18,7153099","0,27756125","38,39085007"
27/03/2006 11.00,1,"24,2767596","5,69766147","15,54850063","0,28127644","38,39085007"
27/03/2006 12.00,1,"20,0058296","3,98599684","13,89630893","0,26550816","38,39085007"
27/03/2006 13.00,1,"21,04211448","4,37969594","14,32850123","0,27147529","38,39085007"
27/03/2006 14.00,1,"22,63609152","4,04175645","16,44273921","0,26760283","38,39085007"
27/03/2006 15.00,0,"18,33273591","1,80797667","15,56797053","0,23851977","38,39085007"
27/03/2006 16.00,1,"19,94357488","3,08454304","15,97810026","0,33470101","38,39085007"
27/03/2006 17.00,1,"21,07842336","2,33178276","17,51088374","0,26602193","38,39085007"
27/03/2006 18.00,1,"27,7396784","3,75535297","21,98983552","0,37022652","38,39085007"
27/03/2006 19.00,1,"50,310934","6,00434116","41,1217664","0,40247255","38,39085007"
27/03/2006 20.00,1,"42,82350376","5,43153296","34,5091144","0,49873301","38,39085007"
27/03/2006 21.00,1,"42,83256664","5,00657407","35,17102968","0,51299843","38,39085007"
27/03/2006 22.00,1,"40,93769816","8,88612075","27,46037344","0,40891267","38,39085007"
27/03/2006 23.00,1,"40,14005","5,92154535","31,0710516","0,36200744","38,39085007"
28/03/2006 0.00,1,"16,7244877","3,75028392","10,97480543","0,27226633","38,39085007"
28/03/2006 1.00,1,"14,44700126","3,88968355","8,48159567","0,31446962","64,72717285"
28/03/2006 2.00,1,"17,34703682","4,56809769","10,39724759","0,31071482","64,72717285"
28/03/2006 3.00,1,"15,75694496","4,4768547","8,89042525","0,33569009","64,72717285"
28/03/2006 4.00,1,"17,20177453","4,48107829","10,32975782","0,32197688","64,72717285"
28/03/2006 5.00,1,"36,12722088","11,0624475","19,3512564","0,32533674","64,72717285"
28/03/2006 6.00,1,"66,901836","21,71684169","33,69014744","0,4496935","64,72717285"
28/03/2006 7.00,1,"139,7567796","54,20381039","56,67026512","0,6065724","64,72717285"
28/03/2006 8.00,1,"141,71260264","57,01968603","54,73904952","1,39025625","64,72717285"
28/03/2006 9.00,1,"43,1957128","7,93735577","31,03210416","0,43116068","64,72717285"
28/03/2006 10.00,1,"43,77028792","8,93934645","30,06778696","0,33802126","64,72717285"
28/03/2006 11.00,1,"46,06723088","9,92781841","30,85558832","0,32529713","64,72717285"
28/03/2006 12.00,1,"47,11519808","9,78926424","32,10934408","0,40693683","64,72717285"
28/03/2006 13.00,1,"37,93908944","7,8689229","25,87695064","0,26618153","64,72717285"
28/03/2006 14.00,1,"29,34793808","5,53376077","20,86716648","0,24626469","64,72717285"
28/03/2006 15.00,1,"37,11161408","5,85818154","28,1378524","0,27131802","64,72717285"
28/03/2006 16.00,1,"40,98827056","4,33829928","34,35206272","0,40183996","64,72717285"
28/03/2006 17.00,1,"43,73267888","4,58161517","36,72458704","0,46870164","64,72717285"
28/03/2006 18.00,1,"62,27424152","6,33636614","52,60143352","0,71152725","64,72717285"
28/03/2006 19.00,1,"125,73520408","28,010114","82,7925636","0,97782644","64,72717285"
28/03/2006 20.00,1,"45,95696584","7,1947336","34,95558552","0,4636036","64,72717285"
28/03/2006 21.00,1,"27,35448688","5,02685153","19,65107712","0,33600581","64,72717285"
28/03/2006 22.00,1,"21,71135272","4,8680199","14,2480328","0,31869857","64,72717285"
28/03/2006 23.00,"0,84575042","19,71400104","4,99728017","12,05592862","0,27424217","64,72717285"
29/03/2006 0.00,1,"18,10317163","4,37293845","11,39791382","0,23243498","64,72717285"
29/03/2006 1.00,,"13,63509531","3,93277114","7,60293607","0,22642824","30,43194962"
29/03/2006 2.00,1,,,,"0,22974616","30,43194962"
29/03/2006 3.00,1,"13,57283868","4,40250731","6,83978613",,"30,43194962"
29/03/2006 4.00,1,"13,64028257","4,32816117","7,00072108","0,21358178","30,43194962"
29/03/2006 5.00,1,"16,37041398","4,54866694","9,3952965","0,19637357","30,43194962"
29/03/2006 6.00,1,"21,52198824","4,89083002","14,02610314","0,19011286","30,43194962"
29/03/2006 7.00,1,"68,74095056","22,20430646","36,16001168","0,32261646","30,43194962"
29/03/2006 8.00,1,"40,66533376","12,86788029","21,80035632","0,30859918","30,43194962"
29/03/2006 9.00,0,"27,80065208","8,1637748","15,47452153","0,25134409","30,43194962"
29/03/2006 10.00,1,"28,95106424","10,101013","14,79314209","0,27036272","30,43194962"
29/03/2006 11.00,0,"24,32993232","7,50056783","13,29669999","0,24606781","30,43194962"
29/03/2006 12.00,1,"33,85232328","9,58396565","19,409668","0,27973514","30,43194962"
29/03/2006 13.00,1,"33,94052384","7,98804507","21,69261512","0,29072109","30,43194962"
29/03/2006 14.00,1,"27,58794208","5,76693855","18,74775846","0,20460429","30,43194962"
29/03/2006 15.00,0,"25,15610752","4,42616415","18,37397393","0,21318801","30,43194962"
29/03/2006 16.00,1,"24,1120408","4,59090781","17,07609877","0,22929297","30,43194962"
29/03/2006 17.00,0,"29,31681072","5,26763227","21,24486296","0,24595014","30,43194962"
29/03/2006 18.00,1,"33,941824","4,94912478","26,3623692","0,29623504","30,43194962"
29/03/2006 19.00,1,"52,849114","9,23673476","39,01401584","0,30450304","30,43194962"
29/03/2006 20.00,1,"45,52896464","7,15587084","34,56750688","0,43299206","30,43194962"
29/03/2006 21.00,1,"45,40575536","7,41946295","34,04317912","0,43594417","30,43194962"
29/03/2006 22.00,0,"66,84996344","10,53863767","50,70654592","0,25083266","30,43194962"
29/03/2006 23.00,0,"40,44096056","7,60448408","28,7867852","0,32915328","30,43194962"
30/03/2006 0.00,0,"24,2949236","4,56894316","17,29284118","0,23145871","30,43194962"
30/03/2006 1.00,0,"18,36256694","3,70635211","12,68150634","0,20279272","58,02740097"
30/03/2006 2.00,0,"22,91623776","3,41065474","17,69259258","0,17188177","58,02740097"
30/03/2006 3.00,0,"17,0902361","3,07271524","12,44140121","0,15321731","58,02740097"
30/03/2006 4.00,0,"12,26808223","2,55904726","8,34921262","0,14998793","58,02740097"
30/03/2006 5.00,0,"13,08906826","3,12763063","8,84240346","0,16747108","58,02740097"
30/03/2006 6.00,0,"49,37451288","13,54545021","28,84909728","0,29650998","58,02740097"
30/03/2006 7.00,0,"159,77689184","64,94605448","61,41399448","0,57565446","58,02740097"
30/03/2006 8.00,0,"98,45593528","43,37875303","42,09986912","0,38794384","58,02740097"
30/03/2006 9.00,0,"101,9629448","34,33802797","49,77339432","0,38581655","58,02740097"
30/03/2006 10.00,0,"48,21243752","13,67303078","28,26503864","0,25693609","58,02740097"
30/03/2006 11.00,0,"34,99367256","10,63326128","20,31429256","0,24831276","58,02740097"
30/03/2006 12.00,0,"37,59280712","7,76669634","25,88605176","0,24921797","58,02740097"
30/03/2006 13.00,0,"31,4840436","5,79312929","22,62190448","0,23705071","58,02740097"
30/03/2006 14.00,0,"29,22731","4,93983213","21,65888744","0,17440167","58,02740097"
30/03/2006 15.00,1,"37,33730656","7,11785231","26,88411576","0,19365679","58,02740097"
30/03/2006 16.00,0,"25,47776328","3,70804179","19,79902768","0,18542606","58,02740097"
30/03/2006 17.00,0,"19,5415004","2,87164148","15,14357154","0,23181287","58,02740097"
30/03/2006 18.00,0,"34,0313056","4,77086238","26,72576392","0,26378746","58,02740097"
30/03/2006 19.00,0,"37,0934692","3,53653689","31,6862376","0,1999175","58,02740097"
30/03/2006 20.00,0,"46,65603128","5,20764907","38,68824928","0,32631883","58,02740097"
30/03/2006 21.00,1,"108,34277256","26,65497416","67,46987208","0,78651946","58,02740097"
30/03/2006 22.00,1,"58,73218504","11,52626791","41,2839996","0,32375933","58,02740097"
30/03/2006 23.00,"0,49678009","27,79545144","5,19244066","20,21565248","0,18849817","58,02740097"
31/03/2006 0.00,0,"22,14323528","5,22792529","14,15978253","0,17144839","58,02740097"
31/03/2006 1.00,,"16,76728974","4,32647149","10,24020547","0,15605175","38,79730988"
31/03/2006 2.00,0,,,,"0,16313961","38,79730988"
31/03/2006 3.00,0,"16,39894867","3,17409759","11,5718217",,"38,79730988"
31/03/2006 4.00,0,"10,53662283","2,0825536","7,37321118","0,23005022","38,79730988"
31/03/2006 5.00,0,"17,13303622","4,88576096","11,74833371","0,1984694","38,79730988"
31/03/2006 6.00,0,"32,07804464","6,43098974","22,31300176","0,24271494","38,79730988"
31/03/2006 7.00,0,"46,012758","11,63103212","29,26700312","0,28415049","38,79730988"
31/03/2006 8.00,0,"55,7556408","17,40725957","30,76214888","0,33187821","38,79730988"
31/03/2006 9.00,0,"30,7356868","7,16262834","20,47002496","0,22720063","38,79730988"
31/03/2006 10.00,0,"30,39718632","9,3617702","18,55956986","0,20404975","38,79730988"
31/03/2006 11.00,0,"28,290908","6,70810058","18,08325242","0,21129256","38,79730988"
31/03/2006 12.00,0,"29,4011108","6,87453517","19,31620944","0,32230075","38,79730988"
31/03/2006 13.00,0,"34,8756448","6,2163985","25,35002256","0,23361163","38,79730988"
31/03/2006 14.00,0,"29,74611208","4,43038774","22,9606344","0,18418301","38,79730988"
31/03/2006 15.00,0,"24,2585956","3,37686104","19,08780383","0,20642402","38,79730988"
31/03/2006 16.00,0,"19,87353832","2,62410076","15,85609746","0,22633038","38,79730988"
31/03/2006 17.00,0,"20,11607552","2,79729534","15,83273473","0,2175055","38,79730988"
31/03/2006 18.00,0,"27,078222","3,50527834","21,7120984","0,27192149","38,79730988"
31/03/2006 19.00,1,"40,10634144","4,95334961","32,52466872","0,36286488","38,79730988"
31/03/2006 20.00,1,"67,8356568","9,4462557","53,37109","0,61879791","38,79730988"
31/03/2006 21.00,1,"52,56378624","8,09027288","40,17171272","0,51214216","38,79730988"
31/03/2006 22.00,1,"53,04234072","11,13426348","36,00686048","0,37758699","38,79730988"
31/03/2006 23.00,0,"38,12715376","10,62565707","22,94767104","0,3175126","38,79730988"
01/04/2006 0.00,0,"48,46921912","9,57974081","33,78620632","0,37501467","38,79730988"
01/04/2006 1.00,0,"38,05579792","6,38705793","28,27023928","0,33516235","37,16374969"
01/04/2006 2.00,0,"27,04061296","4,56809769","20,04173696","0,29831806","37,16374969"
01/04/2006 3.00,0,"18,69718797","3,97332483","12,60622708","0,25371603","37,16374969"
01/04/2006 4.00,0,"17,75039616","4,01894632","11,60037359","0,25569537","37,16374969"
01/04/2006 5.00,0,"25,69695496","6,85848379","15,39665724","0,19395736","37,16374969"
01/04/2006 6.00,0,"42,54853904","11,51106199","25,78741168","0,285891","37,16374969"
01/04/2006 7.00,0,"48,31488248","10,11622141","32,80758736","0,47090465","37,16374969"
01/04/2006 8.00,0,"50,56511528","10,69240774","34,17426584","0,63494481","37,16374969"
01/04/2006 9.00,0,"36,90928624","7,64081418","25,19687136","0,28612866","37,16374969"
01/04/2006 10.00,0,"27,07174032","5,31663438","18,92297031","0,20927361","37,16374969"
01/04/2006 11.00,0,"29,76425696","5,53967405","21,27470928","0,19653084","37,16374969"
01/04/2006 12.00,0,"20,34953072","4,06287813","14,12214481","0,19577825","37,16374969"
01/04/2006 13.00,0,"25,68139128","5,29466848","17,56539486","0,25652601","37,16374969"
01/04/2006 14.00,1,"21,30927824","4,51825136","14,38301235","0,2171094","37,16374969"
01/04/2006 15.00,1,"18,52209466","3,5297794","13,11239658","0,23978613","37,16374969"
01/04/2006 16.00,1,"23,4778304","2,9764032","18,9216778","0,27211954","37,16374969"
01/04/2006 17.00,1,"23,0524104","3,30420333","17,99239991","0,32024219","37,16374969"
01/04/2006 18.00,1,"28,41669848","3,59567587","22,91262408","0,37956516","37,16374969"
01/04/2006 19.00,0,"35,66289168","4,28676327","29,1021696","0,48677545","37,16374969"
01/04/2006 20.00,1,"49,55739568","5,14428526","41,68894208","0,57471081","37,16374969"
01/04/2006 21.00,1,"70,89003856","8,22291378","58,30689888","0,81976041","37,16374969"
01/04/2006 22.00,1,"74,29456488","8,81853211","60,79880848","0,86915058","37,16374969"
01/04/2006 23.00,"0,79562859","79,24643456","17,29658832","52,72993904","0,73811721","37,16374969"
02/04/2006 0.00,1,"38,49806264","7,36792693","27,26049296","0,30322504","37,16374969"
02/04/2006 1.00,,"30,7032784","6,49350809","20,91649608","0,30148336","27,67019081"
02/04/2006 2.00,0,,,,"0,25589342","27,67019081"
02/04/2006 3.00,0,"21,64389736","4,68299752","14,46478286",,"27,67019081"
02/04/2006 4.00,0,"16,83473171","4,9525029","9,32261564","0,25973908","27,67019081"
02/04/2006 5.00,0,"13,79462303","4,32647149","7,15776511","0,23449936","27,67019081"
02/04/2006 6.00,0,"29,63974752","7,54872448","18,06378252","0,27784202","27,67019081"
02/04/2006 7.00,0,"31,91980752","7,30625281","20,71791576","0,38945135","27,67019081"
02/04/2006 8.00,0,"37,01825112","9,81291983","22,71276272","0,38858342","27,67019081"
02/04/2006 9.00,0,"26,52701152","6,23413957","16,96838051","0,37166529","27,67019081"
02/04/2006 10.00,0,"25,20669904","5,96378872","16,06246344","0,32840069","27,67019081"
02/04/2006 11.00,0,"21,56089744","5,8319908","12,66852769","0,25670193","27,67019081"
02/04/2006 12.00,0,"18,73868984","4,86717318","11,27460894","0,22377087","27,67019081"
02/04/2006 13.00,1,"17,62199389","4,56978862","10,61399","0,21525356","27,67019081"
02/04/2006 14.00,0,"14,17722953","3,49598445","8,81644614","0,18393836","27,67019081"
02/04/2006 15.00,0,"12,69219442","2,94683309","8,17399885","0,19052527","27,67019081"
02/04/2006 16.00,0,"12,41593719","2,09015656","9,2135934","0,18161302","27,67019081"
02/04/2006 17.00,0,"21,0265508","2,85474463","16,67116776","0,26060701","27,67019081"
02/04/2006 18.00,0,"28,82395448","5,01333281","21,1423224","0,29708665","27,67019081"
02/04/2006 19.00,1,"34,54360688","7,17276645","23,62515","0,26979536","27,67019081"
02/04/2006 20.00,1,"40,11152296","10,02920201","24,81141216","0,25189048","27,67019081"
02/04/2006 21.00,1,"43,72879752","12,53839795","24,86982376","0,31798908","27,67019081"
02/04/2006 22.00,0,"26,80715776","6,94127835","16,5076344","0,22538789","27,67019081"
02/04/2006 23.00,1,"22,59070064","6,88974234","12,81648781","0,2410851","27,67019081"
03/04/2006 0.00,0,"18,33662683","5,39182599","10,06629569","0,2064182","27,67019081"
03/04/2006 1.00,0,"11,86083388","4,09498215","5,57825426","0,16942595","31,84465981"
03/04/2006 2.00,1,"14,48720679","4,62132339","7,39787025","0,16268293","31,84465981"
03/04/2006 3.00,1,"27,57886008","7,75571276","15,7496698","0,19229956","31,84465981"
03/04/2006 4.00,0,"22,99923768","6,48759481","13,28631592","0,24144043","31,84465981"
03/04/2006 5.00,0,"25,99136472","6,10318836","16,63352239","0,25618933","31,84465981"
03/04/2006 6.00,1,"93,1422196","36,64954199","37,0620168","0,38231223","31,84465981"
03/04/2006 7.00,1,"114,88469968","51,60420196","38,44944048","0,38724251","31,84465981"
03/04/2006 8.00,0,"51,79726544","16,68490988","26,2520468","0,29661366","31,84465981"
03/04/2006 9.00,1,"48,83108424","12,46827166","29,92371776","0,27993203","31,84465981"
03/04/2006 10.00,0,"38,58496304","12,45138104","21,06834712","0,25054956","31,84465981"
03/04/2006 11.00,0,"24,04720488","6,18767261","14,68931666","0,2264527","31,84465981"
03/04/2006 12.00,1,"23,87340408","5,4163258","15,61209566","0,27381927","31,84465981"
03/04/2006 13.00,0,"20,91630488","5,18990676","12,95925111","0,22061605","31,84465981"
03/04/2006 14.00,1,"19,70881952","4,61372043","12,63477898","0,18535849","31,84465981"
03/04/2006 15.00,0,"20,33006656","3,877857","14,38690901","0,18078354","31,84465981"
03/04/2006 16.00,1,"17,97347494","2,87333117","13,57185018","0,223101","31,84465981"
03/04/2006 17.00,0,"17,22122913","2,62916981","13,19416708","0,23000246","31,84465981"
03/04/2006 18.00,1,"23,04722888","3,14030264","18,23899438","0,27669682","31,84465981"
03/04/2006 19.00,1,"74,32961184","14,87355509","51,59170632","0,49104401","31,84465981"
03/04/2006 20.00,1,"70,52169176","12,25199323","51,748758","0,47112833","31,84465981"
03/04/2006 21.00,1,"33,71095","6,19696775","24,21439016","0,34602947","31,84465981"
03/04/2006 22.00,1,"71,88351376","16,22784697","47,00372848","0,61038311","31,84465981"
03/04/2006 23.00,"0,55641697","32,3426272","6,44281754","22,46745312","0,35486483","31,84465981"
04/04/2006 0.00,0,"16,98907026","4,75058492","9,70289332","0,25374516","31,84465981"
04/04/2006 1.00,,"17,04743406","4,72608386","9,79893499","0,26817834","30,78874969"
04/04/2006 2.00,0,,,,"0,23757496","30,78874969"
04/04/2006 3.00,0,"12,7077581","4,28169421","6,13893488",,"30,78874969"
04/04/2006 4.00,0,"11,80506275","4,33660835","5,15125495","0,24128665","30,78874969"
04/04/2006 5.00,0,"12,53396304","4,50135451","5,6275743","0,22660182","30,78874969"
04/04/2006 6.00,0,"21,1069504","5,77031792","12,27786785","0,22592962","30,78874969"
04/04/2006 7.00,0,"51,88024624","14,6319239","30,49349376","0,24484805","30,78874969"
04/04/2006 8.00,0,"60,0149076","18,1211546","33,5992892","0,35009532","30,78874969"
