NetC,SIMAGE Brindisi,,
16/11/2006 14.00,"0,021306","2,892957","28,327221"
16/11/2006 15.00,"0,021306","4,874807",
16/11/2006 16.00,"0,021306","6,756723","26,86202"
16/11/2006 17.00,"0,51273","60,461356",
16/11/2006 18.00,"1,841057","80,71076","23,44322"
16/11/2006 19.00,"1,13235","59,927928",
16/11/2006 20.00,"0,414861","60,432813","31,746031"
16/11/2006 21.00,"0,523443","45,115322",
16/11/2006 22.00,"0,024868","45,642248","34,67643"
16/11/2006 23.00,"0,087038","52,174443",
17/11/2006 0.00,"0,02104","6,538678","32,234421"
17/11/2006 1.00,"0,017865","3,560064",
17/11/2006 2.00,"0,020921","2,902043","29,30402"
17/11/2006 3.00,"0,015312","6,595786",
17/11/2006 4.00,"0,018873","7,926104","31,746031"
17/11/2006 5.00,"0,021159","7,030573",
17/11/2006 6.00,"0,020921","15,815869","23,44322"
17/11/2006 7.00,"0,021247","15,582254",
17/11/2006 8.00,"0,174401","39,608436","0,4884"
17/11/2006 9.00,"0,021188","30,219637",
17/11/2006 10.00,"0,021247","5,963723","1,953602"
17/11/2006 11.00,"0,021159","3,614573",
17/11/2006 12.00,"0,021277","1,957192","3,907204"
17/11/2006 13.00,"0,022998","1,606764",
17/11/2006 14.00,"0,010565","4,610042","34,67643"
17/11/2006 15.00,"0,024838","2,806",
17/11/2006 16.00,"0,021306","4,486743","26,37361"
17/11/2006 17.00,"0,021188","24,732236",
17/11/2006 18.00,"0,689001","69,777502","29,30402"
17/11/2006 19.00,"1,013085","69,851475",
17/11/2006 20.00,"2,070743","67,755411","38,09523"
17/11/2006 21.00,"1,246333","55,506085",
17/11/2006 22.00,"0,046056","20,026154","66,910851"
17/11/2006 23.00,"0,179595","52,134215",
18/11/2006 0.00,"0,060478","15,285031","67,399261"
18/11/2006 1.00,,"3,016254",
18/11/2006 2.00,"0,050897",,"61,05006"
18/11/2006 3.00,,"9,095487",
18/11/2006 4.00,,"9,56921","35,653221"
18/11/2006 5.00,,"8,007873",
18/11/2006 6.00,,"3,691148","4,395605"
18/11/2006 7.00,"0,070599","15,152655",
18/11/2006 8.00,"0,060835","17,002118","4,884005"
18/11/2006 9.00,"0,19875","16,563439",
18/11/2006 10.00,"0,004925","4,912446","5,372406"
18/11/2006 11.00,,"2,332277",
18/11/2006 12.00,,"3,382255","26,86202"
18/11/2006 13.00,,"1,465297",
18/11/2006 14.00,"0,026269","3,441957","6,349206"
18/11/2006 15.00,"0,008209","6,89819",
18/11/2006 16.00,,"18,685455","2,930403"
18/11/2006 17.00,"0,060748","36,758313",
18/11/2006 18.00,"0,420399","58,626163","5,860806"
18/11/2006 19.00,"0,84581","59,193339",
18/11/2006 20.00,"1,015871","61,469802","38,09523"
18/11/2006 21.00,"0,779359","54,418463",
18/11/2006 22.00,"0,12815","22,25979","36,630032"
18/11/2006 23.00,,"4,009127",
19/11/2006 0.00,"0,001641","1,935128","30,28083"
19/11/2006 1.00,"0,001641","1,817021",
19/11/2006 2.00,,"3,515935","31,25762"
19/11/2006 3.00,"0,001641","5,331658",
19/11/2006 4.00,,"1,840382","34,18803"
19/11/2006 5.00,"0,001641","5,596424",
19/11/2006 6.00,,"2,795615","4,395605"
19/11/2006 7.00,"0,001641","1,983149",
19/11/2006 8.00,"0,001641","5,092851","6,349206"
19/11/2006 9.00,,"1,928638",
19/11/2006 10.00,"0,065847","1,617149","32,722832"
19/11/2006 11.00,"0,22018","13,530318",
19/11/2006 12.00,"0,262868","4,928021","31,25762"
19/11/2006 13.00,"0,027912","4,504915",
19/11/2006 14.00,,"4,018213","32,722832"
19/11/2006 15.00,"0,004925","6,512723",
19/11/2006 16.00,,"3,260254","31,746031"
19/11/2006 17.00,,"8,402424",
19/11/2006 18.00,,"14,904756","31,746031"
19/11/2006 19.00,"0,313593","56,07196",
19/11/2006 20.00,"1,169427","58,257568","51,282051"
19/11/2006 21.00,,"1,300468",
19/11/2006 22.00,,"3,876744","56,16605"
19/11/2006 23.00,,"4,42185",
20/11/2006 0.00,"0,001641","2,597043","32,722832"
20/11/2006 1.00,,"7,139595",
20/11/2006 2.00,"0,001633",,"31,746031"
20/11/2006 3.00,,"5,057808",
20/11/2006 4.00,"0,013068","4,218084","30,28083"
20/11/2006 5.00,,"9,749615",
20/11/2006 6.00,"0,111082","11,479674","3,418803"
20/11/2006 7.00,"2,516872","42,885587",
20/11/2006 8.00,"7,063818","70,319993","33,699631"
20/11/2006 9.00,"3,091709","65,704773",
20/11/2006 10.00,"1,724342","60,312105","38,09523"
20/11/2006 11.00,"0,135671","11,092911",
20/11/2006 12.00,"0,142205","3,918277","38,09523"
20/11/2006 13.00,"0,369269","11,190243",
20/11/2006 14.00,"0,242024","5,199276","35,653221"
20/11/2006 15.00,"0,483617","3,667786",
20/11/2006 16.00,"0,656945","22,492098","34,18803"
20/11/2006 17.00,"0,784104","46,010865",
20/11/2006 18.00,"0,656859","36,047089","35,653221"
20/11/2006 19.00,"0,926567","59,868236",
20/11/2006 20.00,"0,686349","43,098428","36,630032"
20/11/2006 21.00,"0,71902","54,010939",
20/11/2006 22.00,"0,898796","50,269175","63,003651"
20/11/2006 23.00,"0,47072","12,087075",
21/11/2006 0.00,"0,228955","6,825509","64,95726"
21/11/2006 1.00,"0,274608","3,151234",
21/11/2006 2.00,"0,127417","4,148","64,95726"
21/11/2006 3.00,"0,498749","7,778148",
21/11/2006 4.00,"0,155359","9,85085","33,211231"
21/11/2006 5.00,"0,310546","5,192787",
21/11/2006 6.00,"0,519641","6,123361","31,746031"
21/11/2006 7.00,"0,993715","13,560162",
21/11/2006 8.00,"1,530465","39,840762","28,81562"
21/11/2006 9.00,"2,926635","51,123169",
21/11/2006 10.00,"0,884353","30,837425","30,28083"
21/11/2006 11.00,"0,310546","1,351084",
21/11/2006 12.00,"0,650497","2,951361","31,25762"
21/11/2006 13.00,"0,813766","3,034424",
21/11/2006 14.00,"1,163947","9,883296","9,76801"
21/11/2006 15.00,"0,86475","11,519903",
21/11/2006 16.00,"1,044526","47,463161","2,442003"
21/11/2006 17.00,"1,752197","60,774143",
21/11/2006 18.00,"1,808942","64,404306","25,39682"
21/11/2006 19.00,"1,808942","58,492495",
21/11/2006 20.00,"1,19679","49,098474","35,653221"
21/11/2006 21.00,"1,191632","43,081565",
21/11/2006 22.00,"0,984687","9,919638","33,211231"
21/11/2006 23.00,"1,04745","3,804063",
22/11/2006 0.00,"1,18312","2,735915","29,30402"
22/11/2006 1.00,,"7,412147",
22/11/2006 2.00,"0,037602",,"1,953602"
22/11/2006 3.00,"0,003418","5,308297",
22/11/2006 4.00,"0,013674","4,725552","4,884005"
22/11/2006 5.00,"0,010255","6,497148",
22/11/2006 6.00,"0,010255","22,939869","0,4884"
22/11/2006 7.00,"0,131606","45,740888",
22/11/2006 8.00,"0,921239","50,058912","0,976801"
22/11/2006 9.00,"1,044298","44,293774",
22/11/2006 10.00,"0,336705","5,473127","4,395605"
22/11/2006 11.00,"0,073494","6,203828",
22/11/2006 12.00,"0,203391","2,728127","0,4884"
22/11/2006 13.00,"0,223901","0,307595",
22/11/2006 14.00,"0,297394","5,765148","26,86202"
22/11/2006 15.00,"0,302522","3,146043",
22/11/2006 16.00,"0,30594","5,204468","25,39682"
22/11/2006 17.00,"0,30594","4,086999",
22/11/2006 18.00,"0,015382","4,046765","6,349206"
22/11/2006 19.00,"0,059821","6,44004",
22/11/2006 20.00,"0,160662","3,637936","6,837607"
22/11/2006 21.00,"0,076913","2,608723",
22/11/2006 22.00,"0,088877","9,772978","6,349206"
22/11/2006 23.00,"0,037602","5,871574",
23/11/2006 0.00,"0,158952","5,961126","2,442003"
23/11/2006 1.00,"0,013674","5,011084",
23/11/2006 2.00,"0,094004","7,950765","6,837607"
23/11/2006 3.00,"0,022219","2,93449",
23/11/2006 4.00,"0,017092","2,119425","5,372406"
23/11/2006 5.00,"0,394817","5,881956",
23/11/2006 6.00,"1,649343","23,669278","5,372406"
23/11/2006 7.00,"5,472741","53,939544",
23/11/2006 8.00,"5,305243","62,316017","7,814408"
23/11/2006 9.00,"1,428861","55,940874",
23/11/2006 10.00,"0,687083","19,42395","25,39682"
23/11/2006 11.00,"0,076913","1,849468",
23/11/2006 12.00,"0,022219","0,891638","5,372406"
23/11/2006 13.00,"0,015382","2,417936",
23/11/2006 14.00,"0,105968","6,676255","1,953602"
23/11/2006 15.00,"0,022219","2,977319",
23/11/2006 16.00,"0,018801","2,908532","4,395605"
23/11/2006 17.00,"0,011964","27,900343",
23/11/2006 18.00,"0,129896","37,23465","5,860806"
23/11/2006 19.00,"0,608462","60,604127",
23/11/2006 20.00,"0,170916","55,715046","7,814408"
23/11/2006 21.00,"0,047857","38,907591",
23/11/2006 22.00,"0,017092","17,700375","24,908421"
23/11/2006 23.00,"0,244411","28,649216",
24/11/2006 0.00,"0,013674","5,58734","27,83882"
24/11/2006 1.00,,"4,343978",
24/11/2006 2.00,"0,015189",,"33,211231"
24/11/2006 3.00,"0,018564","2,804701",
24/11/2006 4.00,"0,013502","4,842361","24,42001"
24/11/2006 5.00,"0,006751","8,833317",
24/11/2006 6.00,"0,018564","3,448447","0,4884"
24/11/2006 7.00,"0,016877","9,510806",
24/11/2006 8.00,"0,257129","50,93757","3,907204"
24/11/2006 9.00,"1,064361","46,13027",
24/11/2006 10.00,"0,044023","28,902287","10,74481"
24/11/2006 11.00,"0,011813","4,773574",
24/11/2006 12.00,"0,018564","5,484807","3,907204"
24/11/2006 13.00,"0,016877","1,515914",
24/11/2006 14.00,"0,077919","10,935867","0,4884"
24/11/2006 15.00,"0,013502","1,661276",
24/11/2006 16.00,"0,380703","14,222073","5,372406"
24/11/2006 17.00,"0,414743","54,045967",
24/11/2006 18.00,"4,173173","94,524016","25,39682"
24/11/2006 19.00,"6,424094","103,511679",
24/11/2006 20.00,"5,557365","81,791898","35,164822"
24/11/2006 21.00,"5,037327","66,74306",
24/11/2006 22.00,"2,800994","59,461992","64,95726"
24/11/2006 23.00,"3,068736","53,504756",
25/11/2006 0.00,"1,372664","48,273046","102,564102"
25/11/2006 1.00,"0,07606","35,178811",
25/11/2006 2.00,"0,037244","21,466788","86,446869"
25/11/2006 3.00,"0,005063","8,460829",
25/11/2006 4.00,"0,001687","32,035368","58,608051"
25/11/2006 5.00,"0,003375","17,579676",
25/11/2006 6.00,"0,419605","33,569459","34,18803"
25/11/2006 7.00,"0,683","37,408564",
25/11/2006 8.00,"1,438484","47,579984","36,141621"
25/11/2006 9.00,"1,709601","45,576054",
25/11/2006 10.00,"0,020253","15,631564","33,211231"
25/11/2006 11.00,"0,015189","5,021466",
25/11/2006 12.00,"0,025315","3,488681","28,81562"
25/11/2006 13.00,"0,020253","3,537999",
25/11/2006 14.00,"0,020253","3,657404","6,837607"
25/11/2006 15.00,"0,016877","2,063618",
25/11/2006 16.00,"0,018564","7,325191","23,93162"
25/11/2006 17.00,"0,018564","8,593211",
25/11/2006 18.00,"0,131955","75,408954","3,418803"
25/11/2006 19.00,"0,108355","57,754004",
25/11/2006 20.00,"0,733373","66,774211","33,211231"
25/11/2006 21.00,"0,027003","56,543078",
25/11/2006 22.00,"0,025315","56,139434","55,67765"
25/11/2006 23.00,"0,269086","48,360005",
26/11/2006 0.00,"0,113361","31,530487","63,003651"
26/11/2006 1.00,,"45,01538",
26/11/2006 2.00,"0,245901",,"64,468849"
26/11/2006 3.00,"0,244192","2,576276",
26/11/2006 4.00,"0,147746","2,538637","35,653221"
26/11/2006 5.00,"0,100891","3,355",
26/11/2006 6.00,"0,198021","20,584228","29,30402"
26/11/2006 7.00,"0,530107","38,418293",
26/11/2006 8.00,"0,743859","41,705805","34,18803"
26/11/2006 9.00,"0,222303","25,69007",
26/11/2006 10.00,"0,261633","34,246938","37,118431"
26/11/2006 11.00,"0,163479","10,965721",
26/11/2006 12.00,"0,495906","34,24824","31,746031"
26/11/2006 13.00,"2,130687","10,297311",
26/11/2006 14.00,"1,634781","1,44583","31,25762"
26/11/2006 15.00,"0,559177","7,277169",
26/11/2006 16.00,"0,268474","3,486085","26,86202"
26/11/2006 17.00,"0,282153","28,750456",
26/11/2006 18.00,"1,296197","74,896287","36,141621"
26/11/2006 19.00,"1,699762","84,581009",
26/11/2006 20.00,"3,572235","78,435592","58,608051"
26/11/2006 21.00,"3,599595","78,253891",
26/11/2006 22.00,"1,438128","68,683381","66,42247"
26/11/2006 23.00,"0,155954","47,444996",
27/11/2006 0.00,"0,871428","51,215307","58,608051"
27/11/2006 1.00,"0,15527","20,292227",
27/11/2006 2.00,"0,123806","5,107128","58,119652"
27/11/2006 3.00,"0,122096","4,569808",
27/11/2006 4.00,"0,185708","20,889231","32,234421"
27/11/2006 5.00,"0,413141","43,639639",
27/11/2006 6.00,"1,011648","42,418349","26,37361"
27/11/2006 7.00,"0,098839","50,021284",
27/11/2006 8.00,"0,836201","66,634041","32,234421"
27/11/2006 9.00,"1,088942","64,614547",
27/11/2006 10.00,"0,243166","7,304425","37,118431"
27/11/2006 11.00,"0,221961","7,885872",
27/11/2006 12.00,"0,412116","3,109702","25,39682"
27/11/2006 13.00,"0,277024","4,896871",
27/11/2006 14.00,"0,270183","7,212276","26,37361"
27/11/2006 15.00,"0,287284","5,661319",
27/11/2006 16.00,"0,285574","8,704827","2,930403"
27/11/2006 17.00,"0,261633","23,621269",
27/11/2006 18.00,"0,259239","23,832812","1,465201"
27/11/2006 19.00,"0,224014","14,784057",
27/11/2006 20.00,"0,257872","8,641234","4,884005"
27/11/2006 21.00,"0,261292","24,07682",
27/11/2006 22.00,"0,174423","8,427085","30,28083"
27/11/2006 23.00,"0,187076","8,2337",
28/11/2006 0.00,"0,075583","0,896829","31,25762"
28/11/2006 1.00,,"0,950042",
28/11/2006 2.00,"0,121622",,"29,79241"
28/11/2006 3.00,"0,585684","5,086359",
28/11/2006 4.00,"0,430435","7,539339","24,42001"
28/11/2006 5.00,"0,280329","7,136999",
28/11/2006 6.00,"0,573399","6,443935","5,372406"
28/11/2006 7.00,"0,654995","4,542553",
28/11/2006 8.00,"0,770189","8,790489","3,907204"
28/11/2006 9.00,"0,883726","13,658798",
28/11/2006 10.00,"0,886897","6,996828","29,79241"
28/11/2006 11.00,"0,698964","2,977319",
28/11/2006 12.00,"0,736591","2,429617","18,55921"
28/11/2006 13.00,"0,886155","4,81251",
28/11/2006 14.00,"0,886441","7,853425","27,83882"
28/11/2006 15.00,"0,832386","2,26219",
28/11/2006 16.00,"0,906068","3,316064","26,86202"
28/11/2006 17.00,"0,86607","10,026061",
28/11/2006 18.00,"0,90681","6,994232","6,837607"
28/11/2006 19.00,"0,901668","15,269457",
28/11/2006 20.00,"0,90681","24,811411","31,746031"
28/11/2006 21.00,"0,633138","4,127234",
28/11/2006 22.00,"0,801445","1,919552","27,83882"
28/11/2006 23.00,"0,655023","2,193404",
29/11/2006 0.00,"0,263129","7,730126","31,25762"
29/11/2006 1.00,"0,529916","6,73336",
29/11/2006 2.00,"0,575884","8,645127","5,372406"
29/11/2006 3.00,"0,495774","8,18438",
29/11/2006 4.00,"0,834328","8,511445","25,88522"
29/11/2006 5.00,"0,655738","8,712615",
29/11/2006 6.00,"0,586455","2,700872","26,37361"
29/11/2006 7.00,"0,596541","4,379021",
29/11/2006 8.00,"0,523058","4,368637",
29/11/2006 9.00,"0,740248","5,732702",
29/11/2006 10.00,"0,903382","3,313467","26,86202"
29/11/2006 11.00,"0,821329","1,954595",
29/11/2006 12.00,"0,90681","5,486105","33,699631"
29/11/2006 13.00,"0,702678","3,948127",
29/11/2006 14.00,"0,831157","4,534765","34,18803"
29/11/2006 15.00,"0,63731","2,273873",
29/11/2006 16.00,"0,720591","3,832616","31,746031"
29/11/2006 17.00,"0,449377","5,942957",
29/11/2006 18.00,"0,76876","5,005893","27,83882"
29/11/2006 19.00,"0,822072","8,212934",
29/11/2006 20.00,"0,511288","5,42251","32,722832"
29/11/2006 21.00,"0,703649","2,995488",
29/11/2006 22.00,"0,77636","2,059723","31,746031"
29/11/2006 23.00,"0,473919","7,53285",
30/11/2006 0.00,"0,410778","6,824213","31,25762"
30/11/2006 1.00,,"5,894935",
30/11/2006 2.00,"0,783147",,"31,746031"
30/11/2006 3.00,"0,579454","6,598382",
30/11/2006 4.00,"0,761396","5,251189","25,39682"
30/11/2006 5.00,"0,468822","6,089617",
30/11/2006 6.00,"0,314325","7,599041","24,42001"
30/11/2006 7.00,"0,865121","0,491894",
30/11/2006 8.00,"0,930373","9,092892","28,327221"
30/11/2006 9.00,"1,057667","6,189553",
30/11/2006 10.00,"1,272326","3,327744","30,76923"
30/11/2006 11.00,"1,3068","2,363425",
30/11/2006 12.00,"1,761263","0,805979","26,86202"
30/11/2006 13.00,"2,199307","1,056468",
30/11/2006 14.00,"2,900904","2,267383","34,18803"
30/11/2006 15.00,"1,790345","3,070765",
30/11/2006 16.00,"1,623125","1,823511","34,18803"
30/11/2006 17.00,"1,819427","7,018893",
30/11/2006 18.00,"1,419553","7,574382","31,746031"
30/11/2006 19.00,"1,323159","23,556375",
30/11/2006 20.00,"1,377747","39,299551","36,630032"
30/11/2006 21.00,"1,343213","46,09262",
30/11/2006 22.00,"0,988779","33,94584","37,118431"
30/11/2006 23.00,"0,441255","6,022127",
01/12/2006 0.00,"0,07943","4,695702","35,653221"
01/12/2006 1.00,"0,112268","6,527",
01/12/2006 2.00,"0,281487","5,793702","29,79241"
01/12/2006 3.00,"0,074037","5,21485",
01/12/2006 4.00,"0,059739","4,109064","31,746031"
01/12/2006 5.00,"0,11045","6,288191",
01/12/2006 6.00,"0,043319","5,362808","11,23321"
01/12/2006 7.00,"0,194121","23,902906",
01/12/2006 8.00,"6,230764","68,688582","36,141621"
01/12/2006 9.00,"4,945714","61,011652",
01/12/2006 10.00,"1,365024","4,791743","38,09523"
01/12/2006 11.00,"1,237792","1,957192",
01/12/2006 12.00,"1,372295","2,486722","36,630032"
01/12/2006 13.00,"1,368659","2,733319",
01/12/2006 14.00,"1,366842","6,297275","29,79241"
01/12/2006 15.00,"1,374112","4,554233",
01/12/2006 16.00,"1,357754","5,413425","33,699631"
01/12/2006 17.00,"1,221372","48,636462",
01/12/2006 18.00,"1,3832","60,91691","37,606831"
01/12/2006 19.00,"2,566465","77,035187",
01/12/2006 20.00,"6,954172","101,853062","34,67643"
01/12/2006 21.00,"3,715193","61,955205",
01/12/2006 22.00,"3,764269","60,12391","58,119652"
01/12/2006 23.00,"1,950295","46,533892",
02/12/2006 0.00,"1,450451","46,144533","67,399261"
02/12/2006 1.00,,"38,466322",
02/12/2006 2.00,"0,973735",,"63,492062"
02/12/2006 3.00,"0,632976","16,71919",
02/12/2006 4.00,"0,582311","25,961327","67,88765"
02/12/2006 5.00,"1,201392","24,192325",
02/12/2006 6.00,"1,354236","29,327995","57,142841"
02/12/2006 7.00,"2,268083","37,755077",
02/12/2006 8.00,"3,194611","48,999856","61,53846"
02/12/2006 9.00,"6,165328","63,16353",
02/12/2006 10.00,"2,202552","55,747492","67,399261"
02/12/2006 11.00,"1,396164","42,834954",
02/12/2006 12.00,"1,569092","3,989659","60,073261"
02/12/2006 13.00,"3,660606","5,575657",
02/12/2006 14.00,"2,972536","4,438723","31,746031"
02/12/2006 15.00,"2,921567","7,066912",
02/12/2006 16.00,"2,939771","21,081328","37,118431"
02/12/2006 17.00,"2,963434","58,092753",
02/12/2006 18.00,"7,392205","87,477863","55,189251"
02/12/2006 19.00,"5,590116","60,932493",
02/12/2006 20.00,"6,784227","70,787228","62,515251"
02/12/2006 21.00,"6,718696","68,793699",
02/12/2006 22.00,"3,220096","52,894773","92,796082"
02/12/2006 23.00,"3,192791","50,118622",
03/12/2006 0.00,"3,480398","51,808449","112,3321"
03/12/2006 1.00,"2,828732","36,368953",
03/12/2006 2.00,"2,322692","25,874369","130,402802"
03/12/2006 3.00,"2,470135","28,072959",
03/12/2006 4.00,"1,752941","46,249653","131,868103"
03/12/2006 5.00,"1,365219","35,451365",
03/12/2006 6.00,"1,645544","37,261895","99,63369"
03/12/2006 7.00,"1,798448","46,894704",
03/12/2006 8.00,"1,772964","41,92125","98,16848"
03/12/2006 9.00,"1,292347","35,248885",
03/12/2006 10.00,"1,365219","9,009829","65,934052"
03/12/2006 11.00,"1,529045","3,998743",
03/12/2006 12.00,"1,549068","8,349213","55,67765"
03/12/2006 13.00,"2,828732","9,692509",
03/12/2006 14.00,"4,991239","2,968233","36,141621"
03/12/2006 15.00,"2,774124","2,340062",
03/12/2006 16.00,"2,224396","4,417957","34,18803"
03/12/2006 17.00,"2,275364","47,232155",
03/12/2006 18.00,"7,601538","95,924428","65,934052"
03/12/2006 19.00,"4,230358","60,277059",
03/12/2006 20.00,"4,639923","63,102519","64,468849"
03/12/2006 21.00,"4,581674","70,390086",
03/12/2006 22.00,"4,354138","62,013613","96,21489"
03/12/2006 23.00,"4,791007","51,088123",
04/12/2006 0.00,"5,238799","46,212025","129,914505"
04/12/2006 1.00,,"43,308691",
04/12/2006 2.00,"0,253918",,"148,473602"
04/12/2006 3.00,"0,149542","23,941834",
04/12/2006 4.00,"0,060055","22,660832","95,726479"
04/12/2006 5.00,"0,229943","18,41161",
04/12/2006 6.00,"0,168118","23,028127","66,42247"
04/12/2006 7.00,"0,264281","37,138592",
04/12/2006 8.00,"2,90532","58,129083","68,864471"
04/12/2006 9.00,"3,725185","64,608062",
04/12/2006 10.00,"0,841752","54,134224","64,95726"
04/12/2006 11.00,"0,103013","6,994232",
04/12/2006 12.00,"0,058284","1,361468","36,141621"
04/12/2006 13.00,"0,015413","3,656105",
04/12/2006 14.00,"0,025717","3,183681","37,118431"
04/12/2006 15.00,"0,020551","2,594446",
04/12/2006 16.00,"0,034251","22,688078","31,746031"
04/12/2006 17.00,"1,027894","60,532733",
04/12/2006 18.00,"0,60995","59,83319","34,18803"
04/12/2006 19.00,"0,759202","57,057043",
04/12/2006 20.00,"0,297109","34,424755","58,119652"
04/12/2006 21.00,"0,176768","23,832812",
04/12/2006 22.00,"0,147655","25,897733","68,864471"
04/12/2006 23.00,"0,238709","22,35713",
05/12/2006 0.00,"0,022263","6,210317","59,58485"
05/12/2006 1.00,"0,092738","2,689192",
05/12/2006 2.00,"0,046296","2,728127","42,490841"
05/12/2006 3.00,"0,309009","2,254405",
05/12/2006 4.00,"0,058371","4,867021","38,09523"
05/12/2006 5.00,"0,015413","4,569808",
05/12/2006 6.00,"0,709219","19,847057","33,211231"
05/12/2006 7.00,"4,482849","40,56239",
05/12/2006 8.00,"10,769765","79,481662","35,164822"
05/12/2006 9.00,"5,783703","71,985174",
05/12/2006 10.00,"1,111692","38,680465","35,653221"
05/12/2006 11.00,"0,412284","6,822914",
05/12/2006 12.00,"0,765849","4,420552","32,234421"
05/12/2006 13.00,"0,612969","4,956573",
05/12/2006 14.00,"0,195722","18,340224","34,67643"
05/12/2006 15.00,"0,231801","9,884594",
05/12/2006 16.00,"0,725038","36,265131","35,164822"
05/12/2006 17.00,"1,424446","73,440071",
05/12/2006 18.00,"5,37792","97,152199","32,722832"
05/12/2006 19.00,"8,150476","84,347399",
05/12/2006 20.00,"8,216655","75,615315","64,95726"
05/12/2006 21.00,"5,715783","74,927453",
05/12/2006 22.00,"1,603972","54,400298","66,42247"
05/12/2006 23.00,"0,474109","45,822665",
06/12/2006 0.00,"0,106438","32,494802","60,073261"
06/12/2006 1.00,,"12,041648",
06/12/2006 2.00,"0,041086",,"33,699631"
06/12/2006 3.00,"0,039374","4,911148",
06/12/2006 4.00,"0,042797","1,867638","31,25762"
06/12/2006 5.00,"0,058205","4,613935",
06/12/2006 6.00,"0,60431","30,258584","25,88522"
06/12/2006 7.00,"1,039138","39,415076",
06/12/2006 8.00,"1,256552","41,624046","6,837607"
06/12/2006 9.00,"1,172668","41,287898",
06/12/2006 10.00,"0,321842","24,795828","29,30402"
06/12/2006 11.00,"0,054781","2,67102",
06/12/2006 12.00,"0,196871","10,502375","30,76923"
06/12/2006 13.00,"0,330401","5,116212",
06/12/2006 14.00,"1,069953","8,491978","33,699631"
06/12/2006 15.00,"0,84569","2,886466",
06/12/2006 16.00,"0,77379","6,097404","28,81562"
06/12/2006 17.00,"0,594038","27,719946",
06/12/2006 18.00,"1,408914","64,257637","29,79241"
06/12/2006 19.00,"1,422609","69,864443",
06/12/2006 20.00,"1,126446","61,500953","32,234421"
06/12/2006 21.00,"0,991204","50,597523",
06/12/2006 22.00,"0,092443","20,551782","56,654442"
06/12/2006 23.00,"0,041086","1,687233",
07/12/2006 0.00,"0,188311","2,364723","35,653221"
07/12/2006 1.00,"0,063341","5,50817",
07/12/2006 2.00,"0,138665","8,969593","36,141621"
07/12/2006 3.00,"0,279043","6,767105",
07/12/2006 4.00,"0,044509","8,132468","27,35042"
07/12/2006 5.00,"0,059917","7,885872",
07/12/2006 6.00,"0,037662","6,661978","26,86202"
07/12/2006 7.00,"0,118123","4,112957",
07/12/2006 8.00,"0,248228","9,957275","23,93162"
07/12/2006 9.00,"0,520424","14,149396",
07/12/2006 10.00,"0,107851","2,44649","28,327221"
07/12/2006 11.00,"0,342384","4,118148",
07/12/2006 12.00,"0,380047","1,754723","27,83882"
07/12/2006 13.00,"0,280755","1,286191",
07/12/2006 14.00,"0,606021","6,571127","30,76923"
07/12/2006 15.00,"0,306434","2,009107",
07/12/2006 16.00,"0,135242","3,418595","28,327221"
07/12/2006 17.00,"0,107851","6,620445",
07/12/2006 18.00,"0,041057","7,441999","27,83882"
07/12/2006 19.00,"0,261924","6,443935",
07/12/2006 20.00,"0,121546","5,218745","26,37361"
07/12/2006 21.00,"0,047933","4,537361",
07/12/2006 22.00,"0,032526","4,303744","34,18803"
07/12/2006 23.00,"0,032526","2,994192",
08/12/2006 0.00,"0,034238","3,52502","36,630032"
08/12/2006 1.00,,"1,279702",
08/12/2006 2.00,"0,035799",,"27,83882"
08/12/2006 3.00,"0,020457","6,568531",
08/12/2006 4.00,"0,025571","7,462765","24,42001"
08/12/2006 5.00,"0,015342","6,907276",
08/12/2006 6.00,"0,006819","5,78202","4,395605"
08/12/2006 7.00,"0,013638","6,582807",
08/12/2006 8.00,"0,013638","7,641872","9,76801"
08/12/2006 9.00,"0,010229","5,443276",
08/12/2006 10.00,"0,00341","2,617809","3,907204"
08/12/2006 11.00,"0,005114","5,465339",
08/12/2006 12.00,"0,042618","2,81768","3,418803"
08/12/2006 13.00,"0,03239","0,925383",
08/12/2006 14.00,"0,010229","4,595765","1,953602"
08/12/2006 15.00,"0,011933","6,708701",
08/12/2006 16.00,"0,010229","4,628212",
08/12/2006 17.00,"0,017048","2,706063",
08/12/2006 18.00,"0,057962","1,235574","5,372406"
08/12/2006 19.00,"0,034095","3,323851",
08/12/2006 20.00,"0,006819","6,722978","13,18681"
08/12/2006 21.00,"0,011933","5,780723",
08/12/2006 22.00,"0,027276","5,923489","31,25762"
08/12/2006 23.00,"0,013638","2,489319",
09/12/2006 0.00,"0,010229","2,695681","28,327221"
09/12/2006 1.00,"0,006819","9,636699",
09/12/2006 2.00,"0,008523","6,704806","6,837607"
09/12/2006 3.00,"0,025571","6,181765",
09/12/2006 4.00,"0,017048","5,60551","4,395605"
09/12/2006 5.00,"0,022161","5,532829",
09/12/2006 6.00,"0,011933","6,654192","4,884005"
09/12/2006 7.00,"0,03239","6,347892",
09/12/2006 8.00,"0,049437","4,789149","1,465201"
09/12/2006 9.00,"0,030686","1,356277",
09/12/2006 10.00,"0,248893","1,296573","2,930403"
09/12/2006 11.00,"0,098876","1,344595",
09/12/2006 12.00,"0,011933","0,12849","6,349206"
09/12/2006 13.00,"0,017048","0,258277",
09/12/2006 14.00,"0,017048","1,752128","2,442003"
09/12/2006 15.00,"0,010229","5,916999",
09/12/2006 16.00,"0,010229","3,948127","0,976801"
