,Regione Puglia,,,,,,
,Bari Via Caldarola,,,,,,
Parm,SO2,NO2,NOX,CO,O3,PM10,BENZENE



08/01/2006 20.00,"1,23853311","67,30893904","115,28807432","1,15651997","7,75028972","41,43806076","4,9065165"
08/01/2006 21.00,"1,26760812","64,63921344","121,09200768","1,17175351","6,17802423","41,43806076","4,777866"
08/01/2006 22.00,"1,26042912","57,20759448","112,23627376","1,11485025","6,24168468","41,43806076","4,3095375"
08/01/2006 23.00,"1,0599591","51,03231248","82,06474168","1,03007669","7,14329501","41,43806076","4,1163075"
09/01/2006 0.00,"1,01275809","47,81489448","73,8276736","0,89177139","15,61161515","41,43806076","3,5579745"
09/01/2006 1.00,"0,91135709","46,39632432","64,40774672","0,84246626","13,09480095","27,0987606","3,3799995"
09/01/2006 2.00,"0,80546807","36,79336168","43,40454144","0,70113778","24,05030355","27,0987606","4,0105395"
09/01/2006 3.00,"0,69742606","32,52596888","33,26610408","0,59628428","22,7208555","27,0987606","2,492667"
09/01/2006 4.00,"0,53608206","26,53628472","24,69049728","0,51596802","30,96265935","27,0987606","3,1054095"
09/01/2006 5.00,"0,63030406","24,0846036","20,82422296","0,46080993","35,4410952","27,0987606","1,977048"
09/01/2006 6.00,"0,82754307","27,81468616","27,99907944","0,44759184","30,8160867","27,0987606","2,1819735"
09/01/2006 7.00,"0,73529507","36,63891032","43,01934992","0,51589113","16,78267017","27,0987606","2,051289"
09/01/2006 8.00,"0,81175008","45,88105944","68,42577648","0,71586804","8,28918311","27,0987606","2,4545295"
09/01/2006 9.00,"1,0892131","54,51970488","118,12844592","1,28059946","8,53494117","27,0987606","4,158513"
09/01/2006 10.00,"1,20066512","56,43015616","136,083732","1,46530205","10,82967596","27,0987606","5,9804685"
09/01/2006 11.00,"1,15041311","52,63129896","114,52933536","1,26323397","23,8563696","27,0987606","5,03262552"
09/01/2006 12.00,"0,90830609","53,18029152","103,69571392","1,07670815","29,57988495","27,0987606","4,453443"
09/01/2006 13.00,"0,91386908","53,5359044","94,10846792","0,99084881","31,23358035","27,0987606","4,0705425"
09/01/2006 14.00,"1,1071601","53,87077208","97,74130616","1,0810501","29,59468785","27,0987606","4,0146075"
09/01/2006 15.00,"0,83974707","32,80500616","40,1167236","0,77893415","65,52878745","27,0987606","3,198465"
09/01/2006 16.00,"0,79488008","26,18065272","23,25993888","0,51592957","72,5640153","27,0987606","1,7589015"
09/01/2006 17.00,"0,68199206","24,44929848","20,68414984","0,42541956","65,4207183","27,0987606","3,987657"
09/01/2006 18.00,"0,85895108","22,9580532","19,35993688","0,56915493","62,2954311","27,0987606","3,1196475"
09/01/2006 19.00,"0,69688806","26,41297984","22,89937392","0,56771615","60,3545355","27,0987606","2,4057135"
09/01/2006 20.00,"0,87187308","33,418892","36,78867728","0,62120946","51,1874307","27,0987606","1,715679"
09/01/2006 21.00,"2,46593922","60,04733512","146,47122648","1,67202431","3,51464936","27,0987606","3,1938885"
09/01/2006 22.00,"1,77156417","57,82149944","123,59646","1,07000241","4,17197991","27,0987606","4,904991"
09/01/2006 23.00,"1,08221411","51,4787836","82,28395248","0,73536548","14,05195806","27,0987606","3,9779955"
10/01/2006 0.00,"1,20820312","51,21791032","78,42802208","0,84114864","2,75753489","27,0987606","3,195414"
10/01/2006 1.00,,"43,15034104","56,30425096","0,68722185","20,20402335","30,72079086","3,1277835"
10/01/2006 2.00,"0,35640867",,,"0,5175198","41,54657325","30,72079086","2,534364"
10/01/2006 3.00,"0,52554899","30,3117964","28,25458",,"44,26324455","30,72079086","3,20355"
10/01/2006 4.00,"0,43203584","27,5408304","24,81888808","0,34495767","39,98911665","30,72079086","2,950317"
10/01/2006 5.00,"0,34950629","24,9113524","21,92794408","0,3441876",,"30,72079086","4,0929165"
10/01/2006 6.00,"0,40400528","25,90811624","23,400012","0,36140397","47,822145","30,72079086","3,7929015"
10/01/2006 7.00,"0,45310299","41,59420248","58,23026592","0,6268632","16,31078684","30,72079086","3,9718935"
10/01/2006 8.00,"0,81491396","52,30943288","75,32956872","0,88238382","13,31082753","30,72079086","3,6200115"
10/01/2006 9.00,"1,37215471","64,66387824","148,86155152","1,86063665","8,04466992","30,72079086","4,1315625"
10/01/2006 10.00,"1,22588163","65,0597196","152,32835168","1,52577138","10,57956879","30,72079086","6,469137"
10/01/2006 11.00,"1,26045455","61,12975656","134,82829368","1,03267697","25,4036517","30,72079086","5,33925"
10/01/2006 12.00,"1,42401357","59,62292848","118,65761104","0,96153625","28,56750225","30,72079086","4,7956635"
10/01/2006 13.00,"0,83892228","51,99794896","85,0011148","0,66584177","42,33451845","30,72079086","4,4173395"
10/01/2006 14.00,"0,59121261","42,2483168","48,19815488","0,48246262","59,392347","30,72079086","2,7026775"
10/01/2006 15.00,"0,40466532","33,53569608","32,15588216","0,34996484","65,4409875","30,72079086","2,2124835"
10/01/2006 16.00,"0,51462539","40,11202008","42,90130304","0,53257393","45,48653865","30,72079086","1,7721225"
10/01/2006 17.00,"1,78198232","66,77941064","134,65187344","1,27752968","7,01122002","30,72079086","2,97981"
10/01/2006 18.00,"2,57654916","75,63998192","193,8182928","1,73218375","4,2061403","30,72079086","3,776121"
10/01/2006 19.00,"2,54785959","74,571824","180,4895496","1,44904564","7,83354905","30,72079086",
10/01/2006 20.00,"1,66488087","75,42971928","157,40729288","1,51348412","16,70497689","30,72079086",
10/01/2006 21.00,"1,22456156","68,378378","142,16654968","1,16090037","3,91825182","30,72079086",
10/01/2006 22.00,"1,06496375","59,0960004","112,25443776","0,90641893","5,66773316","30,72079086",
10/01/2006 23.00,"0,7520715","53,43078264","82,50572536","0,67346903","13,11446966","30,72079086",
11/01/2006 0.00,"0,66275856","48,65720696","65,0095296","0,52413816","19,59715233","30,72079086",
11/01/2006 1.00,"0,56870538","42,2483168","49,42640456","0,46482219","26,9095575","38,85361099",
11/01/2006 2.00,"0,50250072","36,92964904","39,58495816","0,43581951","24,78358575","38,85361099",
11/01/2006 3.00,"0,34776518","29,66156344","28,50749936","0,3607108","42,7818573","38,85361099",
11/01/2006 4.00,"0,40142516","23,63813248","20,54795808","0,30570882","50,59473615","38,85361099",
11/01/2006 5.00,"0,47543123","22,83604848","19,7360464","0,29469258","47,674515","38,85361099",
11/01/2006 6.00,"0,52224781","28,24687464","26,19369256","0,3196527","39,5471643","38,85361099",
11/01/2006 7.00,"0,48479475","40,02506232","45,3396384","0,4203355","32,3794485","38,85361099",
11/01/2006 8.00,"1,03903432","54,25493112","78,23089488","0,89490174","18,7571097","38,85361099",
11/01/2006 9.00,"1,84788697","62,94030584","130,93477336","1,44554016","7,41721649","38,85361099",
