,ILVA 1 ARIA,ILVA 1 ARIA
17/11/2013 07.00.00,37,35
17/11/2013 08.00.00,70,66
17/11/2013 09.00.00,31,29
17/11/2013 10.00.00,40,36
17/11/2013 11.00.00,26,24
17/11/2013 12.00.00,35,31
17/11/2013 13.00.00,31,28
17/11/2013 14.00.00,28,25
17/11/2013 15.00.00,10,9
17/11/2013 16.00.00,18,17
17/11/2013 17.00.00,15,13
17/11/2013 18.00.00,15,14
17/11/2013 19.00.00,46,41
17/11/2013 20.00.00,55,51
17/11/2013 21.00.00,93,84
17/11/2013 22.00.00,93,86
17/11/2013 23.00.00,60,55
18/11/2013 00.00.00,81,74
18/11/2013 01.00.00,20,18
18/11/2013 02.00.00,11,10
18/11/2013 03.00.00,13,12
18/11/2013 04.00.00,8,8
18/11/2013 05.00.00,13,13
18/11/2013 06.00.00,30,28
18/11/2013 07.00.00,116,110
18/11/2013 08.00.00,241,224
18/11/2013 09.00.00,151,141
18/11/2013 10.00.00,54,49
18/11/2013 11.00.00,35,32
18/11/2013 12.00.00,33,30
18/11/2013 13.00.00,42,43
18/11/2013 14.00.00,28,26
18/11/2013 15.00.00,26,23
18/11/2013 16.00.00,20,18
18/11/2013 17.00.00,36,33
18/11/2013 18.00.00,43,40
18/11/2013 19.00.00,51,46
18/11/2013 20.00.00,51,47
18/11/2013 21.00.00,30,27
18/11/2013 22.00.00,13,12
18/11/2013 23.00.00,14,13
19/11/2013 00.00.00,21,19
19/11/2013 01.00.00,5,4
19/11/2013 02.00.00,4,3
19/11/2013 03.00.00,4,4
19/11/2013 04.00.00,3,2
19/11/2013 05.00.00,4,3
19/11/2013 06.00.00,3,3
19/11/2013 07.00.00,12,13
19/11/2013 08.00.00,19,19
19/11/2013 09.00.00,50,48
19/11/2013 10.00.00,48,44
19/11/2013 11.00.00,13,13
19/11/2013 12.00.00,22,19
19/11/2013 13.00.00,35,33
19/11/2013 14.00.00,53,48
19/11/2013 15.00.00,13,12
19/11/2013 16.00.00,21,18
19/11/2013 17.00.00,25,23
19/11/2013 18.00.00,42,39
19/11/2013 19.00.00,164,151
19/11/2013 20.00.00,178,165
19/11/2013 21.00.00,118,108
19/11/2013 22.00.00,77,72
19/11/2013 23.00.00,57,52
20/11/2013 00.00.00,11,11
20/11/2013 01.00.00,5,4
20/11/2013 02.00.00,16,15
20/11/2013 03.00.00,11,10
20/11/2013 04.00.00,14,13
20/11/2013 05.00.00,11,10
20/11/2013 06.00.00,8,8
20/11/2013 07.00.00,18,18
20/11/2013 08.00.00,22,20
20/11/2013 09.00.00,24,22
20/11/2013 10.00.00,15,13
20/11/2013 11.00.00,14,13
20/11/2013 12.00.00,13,14
20/11/2013 13.00.00,16,14
20/11/2013 14.00.00,23,25
20/11/2013 15.00.00,15,15
20/11/2013 16.00.00,23,21
20/11/2013 17.00.00,14,13
20/11/2013 18.00.00,40,36
20/11/2013 19.00.00,27,26
20/11/2013 20.00.00,24,22
20/11/2013 21.00.00,52,49
20/11/2013 22.00.00,57,53
20/11/2013 23.00.00,86,80
21/11/2013 00.00.00,25,24
21/11/2013 01.00.00,26,25
21/11/2013 02.00.00,8,7
21/11/2013 03.00.00,2,2
21/11/2013 04.00.00,5,5
21/11/2013 05.00.00,9,8
21/11/2013 06.00.00,17,15
21/11/2013 07.00.00,75,75
21/11/2013 08.00.00,106,101
21/11/2013 09.00.00,26,24
21/11/2013 10.00.00,34,30
21/11/2013 11.00.00,37,34
21/11/2013 12.00.00,12,11
21/11/2013 13.00.00,18,17
21/11/2013 14.00.00,33,34
21/11/2013 15.00.00,11,11
21/11/2013 16.00.00,14,13
21/11/2013 17.00.00,14,13
21/11/2013 18.00.00,24,22
21/11/2013 19.00.00,21,20
21/11/2013 20.00.00,39,36
21/11/2013 21.00.00,58,53
21/11/2013 22.00.00,52,49
21/11/2013 23.00.00,42,39
22/11/2013 00.00.00,49,46
22/11/2013 01.00.00,28,27
22/11/2013 02.00.00,10,9
22/11/2013 03.00.00,11,10
22/11/2013 04.00.00,9,8
22/11/2013 05.00.00,3,2
22/11/2013 06.00.00,6,5
22/11/2013 07.00.00,19,17
22/11/2013 08.00.00,103,91
22/11/2013 09.00.00,138,131
22/11/2013 10.00.00,89,83
22/11/2013 11.00.00,38,36
22/11/2013 12.00.00,19,17
22/11/2013 13.00.00,20,19
22/11/2013 14.00.00,18,17
22/11/2013 15.00.00,18,17
22/11/2013 16.00.00,28,25
22/11/2013 17.00.00,25,23
22/11/2013 18.00.00,28,26
22/11/2013 19.00.00,34,30
22/11/2013 20.00.00,27,25
22/11/2013 21.00.00,23,19
22/11/2013 22.00.00,16,14
22/11/2013 23.00.00,11,10
23/11/2013 00.00.00,6,6
23/11/2013 01.00.00,4,4
23/11/2013 02.00.00,3,3
23/11/2013 03.00.00,2,2
23/11/2013 04.00.00,2,2
23/11/2013 05.00.00,3,2
23/11/2013 06.00.00,6,5
23/11/2013 07.00.00,23,22
23/11/2013 08.00.00,33,31
23/11/2013 09.00.00,58,55
23/11/2013 10.00.00,48,44
23/11/2013 11.00.00,45,42
23/11/2013 12.00.00,26,25
23/11/2013 13.00.00,23,21
23/11/2013 14.00.00,23,21
23/11/2013 15.00.00,14,13
23/11/2013 16.00.00,9,9
23/11/2013 17.00.00,9,8
23/11/2013 18.00.00,12,12
23/11/2013 19.00.00,8,7
23/11/2013 20.00.00,19,18
23/11/2013 21.00.00,17,16
23/11/2013 22.00.00,25,23
23/11/2013 23.00.00,41,38
24/11/2013 00.00.00,57,54
24/11/2013 01.00.00,41,39
24/11/2013 02.00.00,31,29
24/11/2013 03.00.00,17,16
24/11/2013 04.00.00,15,14
24/11/2013 05.00.00,8,8
24/11/2013 06.00.00,16,15
24/11/2013 07.00.00,38,36
24/11/2013 08.00.00,40,38
24/11/2013 09.00.00,69,65
24/11/2013 10.00.00,96,90
24/11/2013 11.00.00,42,38
24/11/2013 12.00.00,27,25
24/11/2013 13.00.00,33,33
24/11/2013 14.00.00,30,28
24/11/2013 15.00.00,17,15
24/11/2013 16.00.00,16,14
24/11/2013 17.00.00,20,18
24/11/2013 18.00.00,47,44
24/11/2013 19.00.00,37,35
24/11/2013 20.00.00,35,33
24/11/2013 21.00.00,32,30
24/11/2013 22.00.00,86,80
24/11/2013 23.00.00,40,37
25/11/2013 00.00.00,55,52
25/11/2013 01.00.00,44,42
25/11/2013 02.00.00,13,12
25/11/2013 03.00.00,7,7
25/11/2013 04.00.00,5,5
25/11/2013 05.00.00,6,6
25/11/2013 06.00.00,7,7
25/11/2013 07.00.00,27,25
25/11/2013 08.00.00,35,34
25/11/2013 09.00.00,39,35
25/11/2013 10.00.00,35,34
25/11/2013 11.00.00,40,37
25/11/2013 12.00.00,40,34
25/11/2013 13.00.00,38,34
25/11/2013 14.00.00,55,53
25/11/2013 15.00.00,42,39
25/11/2013 16.00.00,75,70
25/11/2013 17.00.00,47,44
25/11/2013 18.00.00,28,27
25/11/2013 19.00.00,29,25
25/11/2013 20.00.00,31,29
25/11/2013 21.00.00,16,15
25/11/2013 22.00.00,15,14
25/11/2013 23.00.00,17,15
26/11/2013 00.00.00,20,18
26/11/2013 01.00.00,13,12
26/11/2013 02.00.00,16,15
26/11/2013 03.00.00,6,5
26/11/2013 04.00.00,7,7
26/11/2013 05.00.00,6,6
26/11/2013 06.00.00,5,4
26/11/2013 07.00.00,14,13
26/11/2013 08.00.00,20,19
26/11/2013 09.00.00,36,32
26/11/2013 10.00.00,25,23
26/11/2013 11.00.00,19,19
26/11/2013 12.00.00,23,21
26/11/2013 13.00.00,19,18
26/11/2013 14.00.00,22,20
26/11/2013 15.00.00,11,11
26/11/2013 16.00.00,28,26
26/11/2013 17.00.00,17,16
26/11/2013 18.00.00,21,19
26/11/2013 19.00.00,16,15
26/11/2013 20.00.00,13,13
26/11/2013 21.00.00,20,18
26/11/2013 22.00.00,13,14
26/11/2013 23.00.00,8,7
27/11/2013 00.00.00,9,9
27/11/2013 01.00.00,4,4
27/11/2013 02.00.00,7,6
27/11/2013 03.00.00,5,5
27/11/2013 04.00.00,9,8
27/11/2013 05.00.00,5,5
27/11/2013 06.00.00,4,4
27/11/2013 07.00.00,14,13
27/11/2013 08.00.00,21,19
27/11/2013 09.00.00,23,21
27/11/2013 10.00.00,21,19
27/11/2013 11.00.00,25,22
27/11/2013 12.00.00,18,16
27/11/2013 13.00.00,34,36
27/11/2013 14.00.00,36,32
27/11/2013 15.00.00,12,11
27/11/2013 16.00.00,24,21
27/11/2013 17.00.00,36,32
27/11/2013 18.00.00,128,113
27/11/2013 19.00.00,95,85
27/11/2013 20.00.00,46,41
27/11/2013 21.00.00,35,31
27/11/2013 22.00.00,33,29
27/11/2013 23.00.00,53,47
28/11/2013 00.00.00,90,82
28/11/2013 01.00.00,27,24
28/11/2013 02.00.00,7,6
28/11/2013 03.00.00,2,2
28/11/2013 04.00.00,7,6
28/11/2013 05.00.00,5,5
28/11/2013 06.00.00,25,23
28/11/2013 07.00.00,146,130
28/11/2013 08.00.00,148,131
28/11/2013 09.00.00,156,140
28/11/2013 10.00.00,43,36
28/11/2013 11.00.00,42,38
28/11/2013 12.00.00,26,23
28/11/2013 13.00.00,43,37
28/11/2013 14.00.00,40,36
28/11/2013 15.00.00,29,27
28/11/2013 16.00.00,35,36
28/11/2013 17.00.00,83,78
28/11/2013 18.00.00,64,60
28/11/2013 19.00.00,61,56
28/11/2013 20.00.00,43,41
28/11/2013 21.00.00,42,39
28/11/2013 22.00.00,34,32
28/11/2013 23.00.00,27,26
29/11/2013 00.00.00,25,23
29/11/2013 01.00.00,14,13
29/11/2013 02.00.00,5,4
29/11/2013 03.00.00,4,4
29/11/2013 04.00.00,5,4
29/11/2013 05.00.00,4,4
29/11/2013 06.00.00,16,15
29/11/2013 07.00.00,80,77
29/11/2013 08.00.00,83,79
29/11/2013 09.00.00,76,73
29/11/2013 10.00.00,67,63
29/11/2013 11.00.00,65,61
29/11/2013 12.00.00,51,52
29/11/2013 13.00.00,50,47
29/11/2013 14.00.00,60,56
29/11/2013 15.00.00,36,34
29/11/2013 16.00.00,54,50
29/11/2013 17.00.00,59,56
29/11/2013 18.00.00,86,81
29/11/2013 19.00.00,75,71
29/11/2013 20.00.00,55,51
29/11/2013 21.00.00,68,63
29/11/2013 22.00.00,48,45
29/11/2013 23.00.00,54,51
30/11/2013 00.00.00,70,67
30/11/2013 01.00.00,28,27
30/11/2013 02.00.00,12,11
30/11/2013 03.00.00,20,19
30/11/2013 04.00.00,8,7
30/11/2013 05.00.00,10,9
30/11/2013 06.00.00,47,45
30/11/2013 07.00.00,114,107
30/11/2013 08.00.00,159,158
30/11/2013 09.00.00,85,81
30/11/2013 10.00.00,43,44
30/11/2013 11.00.00,46,43
30/11/2013 12.00.00,46,44
30/11/2013 13.00.00,53,50
30/11/2013 14.00.00,45,44
30/11/2013 15.00.00,33,29
30/11/2013 16.00.00,20,19
30/11/2013 17.00.00,20,18
30/11/2013 18.00.00,20,18
30/11/2013 19.00.00,26,22
30/11/2013 20.00.00,18,17
30/11/2013 21.00.00,14,13
30/11/2013 22.00.00,16,15
30/11/2013 23.00.00,17,18
01/12/2013 00.00.00,23,22
01/12/2013 01.00.00,9,8
01/12/2013 02.00.00,5,5
01/12/2013 03.00.00,6,5
01/12/2013 04.00.00,3,2
01/12/2013 05.00.00,8,7
01/12/2013 06.00.00,3,2
01/12/2013 07.00.00,5,4
01/12/2013 08.00.00,8,8
01/12/2013 09.00.00,6,5
01/12/2013 10.00.00,13,12
01/12/2013 11.00.00,16,15
01/12/2013 12.00.00,51,47
01/12/2013 13.00.00,22,21
01/12/2013 14.00.00,17,15
01/12/2013 15.00.00,7,6
01/12/2013 16.00.00,9,9
01/12/2013 17.00.00,10,9
01/12/2013 18.00.00,10,9
01/12/2013 19.00.00,14,13
01/12/2013 20.00.00,13,11
01/12/2013 21.00.00,13,11
01/12/2013 22.00.00,12,11
01/12/2013 23.00.00,14,14
02/12/2013 00.00.00,11,10
02/12/2013 01.00.00,9,7
02/12/2013 02.00.00,3,3
02/12/2013 03.00.00,2,2
02/12/2013 04.00.00,2,2
02/12/2013 05.00.00,2,2
02/12/2013 06.00.00,9,8
02/12/2013 07.00.00,27,25
02/12/2013 08.00.00,35,33
02/12/2013 09.00.00,37,35
02/12/2013 10.00.00,23,21
02/12/2013 11.00.00,25,21
02/12/2013 12.00.00,34,29
02/12/2013 13.00.00,32,29
02/12/2013 14.00.00,42,38
02/12/2013 15.00.00,33,30
02/12/2013 16.00.00,54,49
02/12/2013 17.00.00,66,60
02/12/2013 18.00.00,51,47
02/12/2013 19.00.00,49,45
02/12/2013 20.00.00,60,56
02/12/2013 21.00.00,45,41
02/12/2013 22.00.00,49,45
02/12/2013 23.00.00,35,32
03/12/2013 00.00.00,21,19
03/12/2013 01.00.00,13,12
03/12/2013 02.00.00,3,3
03/12/2013 03.00.00,3,3
03/12/2013 04.00.00,3,3
03/12/2013 05.00.00,6,5
03/12/2013 06.00.00,6,5
03/12/2013 07.00.00,34,32
03/12/2013 08.00.00,33,31
03/12/2013 09.00.00,38,34
03/12/2013 10.00.00,30,27
03/12/2013 11.00.00,34,32
03/12/2013 12.00.00,35,34
03/12/2013 13.00.00,32,29
03/12/2013 14.00.00,24,23
03/12/2013 15.00.00,24,23
03/12/2013 16.00.00,45,42
03/12/2013 17.00.00,66,63
03/12/2013 18.00.00,35,32
03/12/2013 19.00.00,51,48
03/12/2013 20.00.00,46,43
03/12/2013 21.00.00,37,35
03/12/2013 22.00.00,36,34
03/12/2013 23.00.00,22,21
04/12/2013 00.00.00,24,23
04/12/2013 01.00.00,13,12
04/12/2013 02.00.00,6,6
04/12/2013 03.00.00,10,9
04/12/2013 04.00.00,5,5
04/12/2013 05.00.00,7,6
04/12/2013 06.00.00,10,10
04/12/2013 07.00.00,52,49
04/12/2013 08.00.00,57,55
04/12/2013 09.00.00,56,54
04/12/2013 10.00.00,40,38
04/12/2013 11.00.00,60,57
04/12/2013 12.00.00,38,36
04/12/2013 13.00.00,29,29
04/12/2013 14.00.00,28,27
04/12/2013 15.00.00,32,32
04/12/2013 16.00.00,34,33
04/12/2013 17.00.00,42,38
04/12/2013 18.00.00,40,38
04/12/2013 19.00.00,58,57
04/12/2013 20.00.00,33,32
04/12/2013 21.00.00,36,33
04/12/2013 22.00.00,30,29
04/12/2013 23.00.00,33,31
05/12/2013 00.00.00,21,20
05/12/2013 01.00.00,45,42
05/12/2013 02.00.00,25,24
05/12/2013 03.00.00,24,23
05/12/2013 04.00.00,25,24
05/12/2013 05.00.00,26,25
05/12/2013 06.00.00,53,51
05/12/2013 07.00.00,146,140
05/12/2013 08.00.00,185,176
05/12/2013 09.00.00,351,350
05/12/2013 10.00.00,85,80
05/12/2013 11.00.00,43,40
05/12/2013 12.00.00,36,34
05/12/2013 13.00.00,39,35
05/12/2013 14.00.00,31,28
05/12/2013 15.00.00,47,44
05/12/2013 16.00.00,61,56
05/12/2013 17.00.00,69,65
05/12/2013 18.00.00,77,74
05/12/2013 19.00.00,58,56
05/12/2013 20.00.00,78,75
05/12/2013 21.00.00,70,70
05/12/2013 22.00.00,55,52
05/12/2013 23.00.00,64,60
06/12/2013 00.00.00,51,56
06/12/2013 01.00.00,49,46
06/12/2013 02.00.00,20,19
06/12/2013 03.00.00,12,11
06/12/2013 04.00.00,35,32
06/12/2013 05.00.00,14,14
06/12/2013 06.00.00,41,37
06/12/2013 07.00.00,147,138
06/12/2013 08.00.00,193,184
06/12/2013 09.00.00,188,188
06/12/2013 10.00.00,130,123
06/12/2013 11.00.00,78,74
06/12/2013 12.00.00,49,47
06/12/2013 13.00.00,39,36
06/12/2013 14.00.00,30,28
06/12/2013 15.00.00,23,22
06/12/2013 16.00.00,23,21
06/12/2013 17.00.00,91,86
06/12/2013 18.00.00,387,369
06/12/2013 19.00.00,104,102
06/12/2013 20.00.00,112,105
06/12/2013 21.00.00,144,137
06/12/2013 22.00.00,25,23
06/12/2013 23.00.00,37,38
07/12/2013 00.00.00,40,37
07/12/2013 01.00.00,26,25
07/12/2013 02.00.00,16,15
07/12/2013 03.00.00,13,12
07/12/2013 04.00.00,19,18
07/12/2013 05.00.00,17,16
07/12/2013 06.00.00,12,11
07/12/2013 07.00.00,41,39
07/12/2013 08.00.00,44,43
07/12/2013 09.00.00,43,40
07/12/2013 10.00.00,29,27
07/12/2013 11.00.00,40,37
07/12/2013 12.00.00,44,42
07/12/2013 13.00.00,40,37
07/12/2013 14.00.00,33,30
07/12/2013 15.00.00,22,21
07/12/2013 16.00.00,16,14
07/12/2013 17.00.00,17,16
07/12/2013 18.00.00,33,31
07/12/2013 19.00.00,39,37
07/12/2013 20.00.00,42,44
07/12/2013 21.00.00,36,34
07/12/2013 22.00.00,25,23
07/12/2013 23.00.00,102,98
08/12/2013 00.00.00,50,48
08/12/2013 01.00.00,27,26
08/12/2013 02.00.00,25,24
08/12/2013 03.00.00,20,19
08/12/2013 04.00.00,19,18
08/12/2013 05.00.00,16,15
08/12/2013 06.00.00,14,13
08/12/2013 07.00.00,42,42
08/12/2013 08.00.00,75,71
08/12/2013 09.00.00,49,46
08/12/2013 10.00.00,48,51
08/12/2013 11.00.00,42,41
08/12/2013 12.00.00,35,33
08/12/2013 13.00.00,35,33
08/12/2013 14.00.00,23,22
08/12/2013 15.00.00,10,8
08/12/2013 16.00.00,4,4
08/12/2013 17.00.00,12,11
08/12/2013 18.00.00,92,87
08/12/2013 19.00.00,151,143
08/12/2013 20.00.00,156,146
08/12/2013 21.00.00,88,83
08/12/2013 22.00.00,90,85
08/12/2013 23.00.00,75,71
09/12/2013 00.00.00,60,61
09/12/2013 01.00.00,49,46
09/12/2013 02.00.00,24,22
09/12/2013 03.00.00,26,25
09/12/2013 04.00.00,4,4
09/12/2013 05.00.00,8,7
09/12/2013 06.00.00,24,22
09/12/2013 07.00.00,112,110
09/12/2013 08.00.00,246,233
09/12/2013 09.00.00,131,123
09/12/2013 10.00.00,156,149
09/12/2013 11.00.00,67,64
09/12/2013 12.00.00,47,45
09/12/2013 13.00.00,53,49
09/12/2013 14.00.00,42,39
09/12/2013 15.00.00,39,38
09/12/2013 16.00.00,84,80
09/12/2013 17.00.00,63,60
09/12/2013 18.00.00,149,143
09/12/2013 19.00.00,163,154
09/12/2013 20.00.00,173,163
09/12/2013 21.00.00,181,169
09/12/2013 22.00.00,151,143
09/12/2013 23.00.00,86,80
10/12/2013 00.00.00,50,47
10/12/2013 01.00.00,12,11
10/12/2013 02.00.00,25,24
10/12/2013 03.00.00,13,13
10/12/2013 04.00.00,5,5
10/12/2013 05.00.00,12,11
10/12/2013 06.00.00,5,4
10/12/2013 07.00.00,27,25
10/12/2013 08.00.00,53,53
10/12/2013 09.00.00,57,55
10/12/2013 10.00.00,29,28
10/12/2013 11.00.00,26,27
10/12/2013 12.00.00,23,22
10/12/2013 13.00.00,19,18
10/12/2013 14.00.00,18,17
10/12/2013 15.00.00,22,21
10/12/2013 16.00.00,23,22
10/12/2013 17.00.00,26,24
10/12/2013 18.00.00,21,20
10/12/2013 19.00.00,29,28
10/12/2013 20.00.00,26,25
10/12/2013 21.00.00,38,36
10/12/2013 22.00.00,19,18
10/12/2013 23.00.00,18,17
11/12/2013 00.00.00,24,23
11/12/2013 01.00.00,11,10
11/12/2013 02.00.00,4,4
11/12/2013 03.00.00,10,10
11/12/2013 04.00.00,4,4
11/12/2013 05.00.00,7,6
11/12/2013 06.00.00,20,19
11/12/2013 07.00.00,57,55
11/12/2013 08.00.00,112,106
11/12/2013 09.00.00,147,140
11/12/2013 10.00.00,75,72
11/12/2013 11.00.00,40,39
11/12/2013 12.00.00,31,29
11/12/2013 13.00.00,32,30
11/12/2013 14.00.00,26,24
11/12/2013 15.00.00,26,24
11/12/2013 16.00.00,38,39
11/12/2013 17.00.00,58,56
11/12/2013 18.00.00,73,69
11/12/2013 19.00.00,53,49
11/12/2013 20.00.00,58,55
11/12/2013 21.00.00,65,63
11/12/2013 22.00.00,66,62
11/12/2013 23.00.00,50,47
12/12/2013 00.00.00,141,136
12/12/2013 01.00.00,25,24
12/12/2013 02.00.00,14,14
12/12/2013 03.00.00,5,5
12/12/2013 04.00.00,8,7
12/12/2013 05.00.00,18,18
12/12/2013 06.00.00,40,38
12/12/2013 07.00.00,103,99
12/12/2013 08.00.00,158,150
12/12/2013 09.00.00,174,166
12/12/2013 10.00.00,88,83
12/12/2013 11.00.00,52,49
12/12/2013 12.00.00,72,68
12/12/2013 13.00.00,38,36
12/12/2013 14.00.00,44,42
12/12/2013 15.00.00,43,40
12/12/2013 16.00.00,28,26
12/12/2013 17.00.00,43,41
12/12/2013 18.00.00,56,52
12/12/2013 19.00.00,57,53
12/12/2013 20.00.00,26,25
12/12/2013 21.00.00,18,18
12/12/2013 22.00.00,12,11
12/12/2013 23.00.00,6,6
13/12/2013 00.00.00,12,11
13/12/2013 01.00.00,9,8
13/12/2013 02.00.00,5,5
13/12/2013 03.00.00,4,4
13/12/2013 04.00.00,3,3
13/12/2013 05.00.00,6,5
13/12/2013 06.00.00,6,6
13/12/2013 07.00.00,22,40
13/12/2013 08.00.00,33,32
13/12/2013 09.00.00,46,44
13/12/2013 10.00.00,102,105
13/12/2013 11.00.00,40,39
13/12/2013 12.00.00,41,39
13/12/2013 13.00.00,35,33
13/12/2013 14.00.00,35,34
13/12/2013 15.00.00,36,34
13/12/2013 16.00.00,35,33
13/12/2013 17.00.00,80,78
13/12/2013 18.00.00,86,82
13/12/2013 19.00.00,114,109
13/12/2013 20.00.00,151,143
13/12/2013 21.00.00,152,145
13/12/2013 22.00.00,111,106
13/12/2013 23.00.00,139,133
14/12/2013 00.00.00,115,108
14/12/2013 01.00.00,20,19
14/12/2013 02.00.00,45,42
14/12/2013 03.00.00,35,33
14/12/2013 04.00.00,22,21
14/12/2013 05.00.00,25,24
14/12/2013 06.00.00,44,41
14/12/2013 07.00.00,109,104
14/12/2013 08.00.00,142,137
14/12/2013 09.00.00,137,130
14/12/2013 10.00.00,48,45
14/12/2013 11.00.00,38,36
14/12/2013 12.00.00,31,29
14/12/2013 13.00.00,18,17
14/12/2013 14.00.00,17,16
14/12/2013 15.00.00,11,10
14/12/2013 16.00.00,29,31
14/12/2013 17.00.00,37,35
14/12/2013 18.00.00,98,94
14/12/2013 19.00.00,90,87
14/12/2013 20.00.00,182,173
14/12/2013 21.00.00,171,162
14/12/2013 22.00.00,170,160
14/12/2013 23.00.00,139,136
15/12/2013 00.00.00,117,112
15/12/2013 01.00.00,112,107
15/12/2013 02.00.00,55,53
15/12/2013 03.00.00,19,18
15/12/2013 04.00.00,18,17
15/12/2013 05.00.00,18,17
15/12/2013 06.00.00,31,30
15/12/2013 07.00.00,56,54
15/12/2013 08.00.00,80,76
15/12/2013 09.00.00,122,115
15/12/2013 10.00.00,96,90
15/12/2013 11.00.00,61,58
15/12/2013 12.00.00,52,49
15/12/2013 13.00.00,41,46
15/12/2013 14.00.00,37,34
15/12/2013 15.00.00,19,18
15/12/2013 16.00.00,26,23
15/12/2013 17.00.00,18,17
15/12/2013 18.00.00,42,39
15/12/2013 19.00.00,40,39
15/12/2013 20.00.00,31,31
15/12/2013 21.00.00,15,14
15/12/2013 22.00.00,17,17
15/12/2013 23.00.00,18,18
16/12/2013 00.00.00,13,13
16/12/2013 01.00.00,9,8
16/12/2013 02.00.00,3,3
16/12/2013 03.00.00,3,3
16/12/2013 04.00.00,4,4
16/12/2013 05.00.00,6,6
16/12/2013 06.00.00,18,17
16/12/2013 07.00.00,23,22
16/12/2013 08.00.00,36,35
16/12/2013 09.00.00,39,39
16/12/2013 10.00.00,46,43
16/12/2013 11.00.00,33,31
16/12/2013 12.00.00,31,28
16/12/2013 13.00.00,30,29
16/12/2013 14.00.00,29,27
16/12/2013 15.00.00,21,21
16/12/2013 16.00.00,24,23
16/12/2013 17.00.00,43,41
16/12/2013 18.00.00,51,49
16/12/2013 19.00.00,54,51
16/12/2013 20.00.00,43,41
16/12/2013 21.00.00,46,44
16/12/2013 22.00.00,56,53
16/12/2013 23.00.00,24,22
17/12/2013 00.00.00,33,32
17/12/2013 01.00.00,16,15
17/12/2013 02.00.00,44,42
17/12/2013 03.00.00,4,4
17/12/2013 04.00.00,6,6
17/12/2013 05.00.00,5,5
17/12/2013 06.00.00,11,10
17/12/2013 07.00.00,26,25
17/12/2013 08.00.00,34,33
17/12/2013 09.00.00,37,36
17/12/2013 10.00.00,41,39
17/12/2013 11.00.00,32,32
17/12/2013 12.00.00,53,51
17/12/2013 13.00.00,32,31
17/12/2013 14.00.00,28,27
17/12/2013 15.00.00,27,27
17/12/2013 16.00.00,28,26
17/12/2013 17.00.00,67,65
17/12/2013 18.00.00,85,83
17/12/2013 19.00.00,123,118
17/12/2013 20.00.00,83,82
17/12/2013 21.00.00,65,62
17/12/2013 22.00.00,105,99
17/12/2013 23.00.00,22,20
18/12/2013 00.00.00,50,48
18/12/2013 01.00.00,61,58
18/12/2013 02.00.00,36,34
18/12/2013 03.00.00,27,26
18/12/2013 04.00.00,22,21
18/12/2013 05.00.00,17,16
18/12/2013 06.00.00,57,53
18/12/2013 07.00.00,76,73
18/12/2013 08.00.00,349,336
18/12/2013 09.00.00,267,275
18/12/2013 10.00.00,78,75
18/12/2013 11.00.00,76,83
18/12/2013 12.00.00,29,28
18/12/2013 13.00.00,22,23
18/12/2013 14.00.00,17,16
18/12/2013 15.00.00,11,11
18/12/2013 16.00.00,24,23
18/12/2013 17.00.00,52,50
18/12/2013 18.00.00,259,248
18/12/2013 19.00.00,146,140
18/12/2013 20.00.00,76,72
18/12/2013 21.00.00,142,134
18/12/2013 22.00.00,106,101
18/12/2013 23.00.00,85,81
19/12/2013 00.00.00,95,100
19/12/2013 01.00.00,51,56
19/12/2013 02.00.00,21,22
19/12/2013 03.00.00,12,11
19/12/2013 04.00.00,8,8
19/12/2013 05.00.00,5,5
19/12/2013 06.00.00,19,18
19/12/2013 07.00.00,141,134
19/12/2013 08.00.00,210,202
19/12/2013 09.00.00,243,232
19/12/2013 10.00.00,195,184
19/12/2013 11.00.00,44,42
19/12/2013 12.00.00,46,44
19/12/2013 13.00.00,39,37
19/12/2013 14.00.00,29,27
19/12/2013 15.00.00,18,17
19/12/2013 16.00.00,26,24
19/12/2013 17.00.00,41,40
19/12/2013 18.00.00,158,151
19/12/2013 19.00.00,114,110
19/12/2013 20.00.00,82,79
19/12/2013 21.00.00,86,82
19/12/2013 22.00.00,65,66
19/12/2013 23.00.00,51,51
20/12/2013 00.00.00,27,25
20/12/2013 01.00.00,19,18
20/12/2013 02.00.00,14,13
20/12/2013 03.00.00,7,6
20/12/2013 04.00.00,4,4
20/12/2013 05.00.00,11,10
20/12/2013 06.00.00,16,15
20/12/2013 07.00.00,181,173
20/12/2013 08.00.00,79,75
20/12/2013 09.00.00,91,87
20/12/2013 10.00.00,81,77
20/12/2013 11.00.00,67,64
20/12/2013 12.00.00,37,35
20/12/2013 13.00.00,41,40
20/12/2013 14.00.00,28,27
20/12/2013 15.00.00,35,37
20/12/2013 16.00.00,33,31
20/12/2013 17.00.00,28,27
20/12/2013 18.00.00,94,90
20/12/2013 19.00.00,133,131
20/12/2013 20.00.00,55,53
20/12/2013 21.00.00,69,66
20/12/2013 22.00.00,47,45
20/12/2013 23.00.00,32,30
21/12/2013 00.00.00,32,31
21/12/2013 01.00.00,19,18
21/12/2013 02.00.00,15,14
21/12/2013 03.00.00,16,15
21/12/2013 04.00.00,13,13
21/12/2013 05.00.00,8,7
21/12/2013 06.00.00,26,25
21/12/2013 07.00.00,50,48
21/12/2013 08.00.00,176,170
21/12/2013 09.00.00,251,255
21/12/2013 10.00.00,174,168
21/12/2013 11.00.00,75,72
21/12/2013 12.00.00,40,38
