"NetC","SIMAGE Brindisi","","",""
"2013-11-05 16:00:00","3.60660642","6.27828335","4.4157315","14.40781021"
"2013-11-05 17:00:00","3.53393872","6.05587951","4.10451526",""
"2013-11-05 18:00:00","3.36492349","8.99432524","7.22927582","15.38461018"
"2013-11-05 19:00:00","3.48337552","14.15804643","10.27955826",""
"2013-11-05 20:00:00","3.62263739","20.89684072","12.46030706","8.30280876"
"2013-11-05 21:00:00","3.33688175","18.20461662","8.8552999",""
"2013-11-05 22:00:00","3.08489661","9.16139198","4.37907463","22.46640968"
"2013-11-05 23:00:00","3.34858844","8.01718999","4.53959659",""
"2013-11-06 00:00:00","3.32642089","8.64553629","5.17624479","25.64101982"
"2013-11-06 01:00:00","3.61245926","","",""
"2013-11-06 02:00:00","","9.44345595","5.0482211","14.16361046"
"2013-11-06 03:00:00","3.46709741","10.65247665","6.36564072",""
"2013-11-06 04:00:00","3.44504275","17.55869713","9.42097657","17.09399986"
"2013-11-06 05:00:00","3.850601","6.06282581","4.20871543",""
"2013-11-06 06:00:00","3.67549902","6.99170026","5.30596443","11.72161007"
"2013-11-06 07:00:00","3.70231833","7.50921557","5.81610706",""
"2013-11-06 08:00:00","3.31203237","8.06105701","6.3392685","9.27960968"
"2013-11-06 09:00:00","3.24569346","4.35401022","2.68901768",""
"2013-11-06 10:00:00","2.93651224","3.75366134","2.36671949","7.57020807"
"2013-11-06 11:00:00","3.22401001","4.69923521","2.75295114",""
"2013-11-06 12:00:00","3.40549366","5.49592737","3.35607242","4.88400507"
"2013-11-06 13:00:00","3.28914784","5.21069712","3.15711543",""
"2013-11-06 14:00:00","3.40518245","4.63231521","2.92272335","4.88400507"
"2013-11-06 15:00:00","3.3387215","5.26608967","3.40032183",""
"2013-11-06 16:00:00","3.93491233","6.50674441","4.9002017","4.39560509"
"2013-11-06 17:00:00","5.96532842","6.7629983","5.10295974",""
"2013-11-06 18:00:00","5.9772202","8.65839258","7.12088072","16.84980965"
"2013-11-06 19:00:00","44.4024234","8.3394901","6.88220958",""
"2013-11-06 20:00:00","3.02008625","7.32712816","5.9936898","15.62880993"
"2013-11-06 21:00:00","0.48823933","7.32107668","5.76902215",""
"2013-11-06 22:00:00","1.81957775","6.52717222","5.20525557","11.47741032"
"2013-11-06 23:00:00","2.00100649","7.10643174","5.61150586",""
"2013-11-07 00:00:00","2.66889581","7.29597977","5.70528946","13.18680954"
"2013-11-07 01:00:00","2.35180233","13.44806347","11.57701086",""
"2013-11-07 02:00:00","2.60702458","11.72934564","9.99077551","13.67521"
"2013-11-07 03:00:00","2.98008154","9.83489206","8.49814594",""
"2013-11-07 04:00:00","2.95122518","6.45655058","5.06729521","16.36141014"
"2013-11-07 05:00:00","2.68780794","6.18114228","4.63272055",""
"2013-11-07 06:00:00","2.79401529","6.90726443","5.14723593","20.02441978"
"2013-11-07 07:00:00","2.66972162","9.13103898","6.97962598",""
"2013-11-07 08:00:00","2.13898491","20.262898","14.41364068","14.65200996"
"2013-11-07 09:00:00","2.7143608","20.06181296","14.16726036",""
"2013-11-07 10:00:00","2.60836702","13.44905389","9.83705836","13.43101025"
"2013-11-07 11:00:00","2.41475972","9.13294333","6.62087934",""
"2013-11-07 12:00:00","2.58339459","10.08736784","7.26956358","16.11721039"
"2013-11-07 13:00:00","2.49383147","9.09834569","6.69332119",""
"2013-11-07 14:00:00","2.7098321","8.79387881","6.33832971","9.52380943"
"2013-11-07 15:00:00","2.6900789","11.26263791","8.56239106",""
"2013-11-07 16:00:00","3.03153462","11.472","8.73849964","8.30280876"
"2013-11-07 17:00:00","2.94808062","22.52031992","15.3428918",""
"2013-11-07 18:00:00","2.36060141","31.62688912","15.82436017","19.29179955"
"2013-11-07 19:00:00","2.26505528","26.93371304","10.55834124",""
"2013-11-07 20:00:00","1.74475605","27.92145224","7.65426371","21.73381996"
"2013-11-07 21:00:00","2.08283329","29.52206392","11.65989798",""
"2013-11-07 22:00:00","2.3036189","42.5220196","28.0446424","23.44322014"
"2013-11-07 23:00:00","2.16263931","30.73729288","22.08937424",""
"2013-11-08 00:00:00","1.87266007","26.32978872","15.25009862","39.80464172"
"2013-11-08 01:00:00","2.1958586","","",""
"2013-11-08 02:00:00","","12.29547546","8.04186626","44.68864059"
"2013-11-08 03:00:00","2.12806335","11.34166661","6.49087672",""
"2013-11-08 04:00:00","1.9992308","11.29797167","7.34584473","35.16482162"
"2013-11-08 05:00:00","2.2416653","15.54664026","7.10841257",""
"2013-11-08 06:00:00","2.01080935","23.24846688","7.37556486","36.8742218"
"2013-11-08 07:00:00","2.14654936","18.84525325","6.80923046",""
"2013-11-08 08:00:00","2.25450899","21.25918384","8.44780298","25.64101982"
"2013-11-08 09:00:00","2.23945027","35.0786036","18.8566067",""
