,Provincia di TARANTO,,,,,,,,
,TA V. Machiavelli,,,,,,,,
Parm,SO2,NOX,NO,NO2,CO,O3,PM10,BENZENE,PM2.5



08/10/2008 6.00,"3,113662","152,792678","60,798941","59,612545","1,386228","5,110432","22,75037","1,970946","7,900421"
08/10/2008 7.00,"4,215363","322,597796","157,90748","80,53814","1,919006","3,912039","22,75037","5,091102","7,900421"
08/10/2008 8.00,"3,010715","222,149341","96,771116","73,824252","1,352646","4,121927","22,75037","4,984317","7,900421"
08/10/2008 9.00,"2,235913","104,716416","26,054992","64,811827","1,082488","16,032722","22,75037","2,479446","7,900421"
08/10/2008 10.00,"2,172701","51,2668","4,764879","44,001753","0,998394","38,911857","22,75037","1,717204","7,900421"
08/10/2008 11.00,"2,420131","37,447513","2,395552","34,237858","0,932175","57,835609","22,75037","1,242774","7,900421"
08/10/2008 12.00,"2,454447","36,71994","2,844718","33,465619","0,843228","77,03425","22,75037","7,900421",
08/10/2008 13.00,"2,344276","17,867122","0,490615","19,873003","0,842004","91,332376","22,75037","7,900421",
08/10/2008 14.00,"2,096845","17,461169","0,093893","20,716614","0,846503","98,834159","22,75037","7,900421",
08/10/2008 15.00,"2,067948","13,531336","0,052445","16,925545","0,851713","100,962819","22,75037","7,900421",
08/10/2008 16.00,"2,064336","12,262895","0,021993","16,135142","0,834112","98,584997","22,75037","7,900421",
08/10/2008 17.00,"2,069755","10,723387","0,010151","15,039736","0,848713","97,664209","22,75037","7,900421",
08/10/2008 18.00,"2,06253","14,750493","0,005075","19,66144","0,885492","94,563277","22,75037","7,900421",
08/10/2008 19.00,"2,00293","24,488169",0,"29,291667","0,962324","85,015406","22,75037","7,900421",
08/10/2008 20.00,"2,196179","37,131057",0,"41,743451","1,024754","74,31926","22,75037","7,900421",
08/10/2008 21.00,"1,885809","97,992885","32,740033","48,231519","22,75037","7,900421",,,
08/10/2008 22.00,"1,703122","45,112664","0,054136","48,318475","54,589803","22,75037","7,900421",,
08/10/2008 23.00,"1,914432","30,698057",0,"35,23072","62,744266","22,75037","7,900421",,
09/10/2008 0.00,"1,9939","25,988764",0,"30,731002","60,734761","22,75037","7,900421",,
09/10/2008 1.00,"1,950554","25,362335",0,"30,124898","53,192347","24,23945","7,699362",,
09/10/2008 2.00,"1,9939","20,071966",0,"24,695888","54,815936","24,23945","7,699362",,
09/10/2008 3.00,"1,89276","14,847765",0,"19,66534","60,713098","24,23945","7,699362",,
09/10/2008 4.00,"1,876505","22,761901",0,"27,192998","43,376368","24,23945","7,699362",,
09/10/2008 5.00,"2,022797","51,556028","7,147743","42,598747","25,259653","24,23945","7,699362",,
09/10/2008 6.00,"2,589902","140,424734","40,154233","78,911907","8,132817","24,23945","7,699362",,
09/10/2008 7.00,"2,194373","120,316439","27,53361","78,153953","7,401596","24,23945","7,699362",,
09/10/2008 8.00,"3,287045","72,496959","11,104798","55,508686","18,402424","24,23945","7,699362",,
09/10/2008 9.00,"1,930687","64,913566","5,815472","56,035612","29,955723","24,23945","7,699362",,
09/10/2008 10.00,"2,006542","50,361524","2,98175","46,410607","49,89914","24,23945","7,699362",,
09/10/2008 11.00,"2,212434","26,442711","0,505841","27,743291","69,398411","24,23945","7,699362",,
09/10/2008 12.00,"1,730214","61,21461","13,758337","41,658006","80,082374","24,23945","7,699362",,
09/10/2008 13.00,"1,965003","41,055725","5,266492","33,003566","0,980951","83,2388","24,23945","1,272267","7,699362"
09/10/2008 14.00,"1,872893","47,534118","5,734266","38,768723","0,945633","84,972081","24,23945","1,005711","7,699362"
09/10/2008 15.00,"2,022797","46,631424","4,647301","39,533179","0,935688","94,212578","24,23945","0,78726","7,699362"
09/10/2008 16.00,"2,080591","51,712963","4,538182","44,785654","0,954077","90,698627","24,23945","0,768649","7,699362"
09/10/2008 17.00,"2,322604","51,903628","3,397928","46,725972","1,132723","88,55779","24,23945","1,007186","7,699362"
09/10/2008 18.00,"2,299125","50,688362","3,289653","45,675996","1,062836","70,400439","24,23945","2,051289","7,699362"
09/10/2008 19.00,"2,477926","52,497631","2,869247","48,131577","1,154466","58,140284","24,23945","1,559569","7,699362"
09/10/2008 20.00,"2,577259","55,992976","3,187301","51,141334","1,160701","55,170707","24,23945","2,312149","7,699362"
09/10/2008 21.00,"2,499599","49,019148","2,907313","44,592276","1,123055","56,964912","24,23945","2,359948","7,699362"
09/10/2008 22.00,"2,151027","48,036015","2,80919","43,759044","1,084776","54,27563","24,23945","2,086884","7,699362"
09/10/2008 23.00,"2,270228","42,77163","3,397082","37,588963","1,030989","57,881651","24,23945","1,787377","7,699362"
10/10/2008 0.00,"2,237718","29,852456","2,030128","26,758209","0,975623","55,112473","24,23945","1,241757","7,699362"
10/10/2008 1.00,"42,569284","2,334648","39,016614","0,922902","52,527471","41,558941","1,10253","10,62271",
10/10/2008 2.00,"2,270228","0,913431","52,113112","41,558941","1,081427","10,62271",,,
10/10/2008 3.00,"1,997512","36,796459","2,265285","33,346217","44,375702","41,558941","1,013237","10,62271",
10/10/2008 4.00,"1,981257","39,719829","3,028275","35,100936","0,900487","41,558941","0,866586","10,62271",
10/10/2008 5.00,"2,228688","56,981269","4,479816","50,14717","0,910313","35,832596","41,558941","1,045476","10,62271"
10/10/2008 6.00,"2,551974","99,741236","17,608812","72,792441","1,000011","28,555572","41,558941","0,956336","10,62271"
10/10/2008 7.00,"2,638665","175,402844","40,632161","113,180836","1,07854","15,833669","41,558941","1,658218","10,62271"
10/10/2008 8.00,"2,980012","190,915948","44,842142","122,245265","1,119109","21,415327","41,558941","3,205584","10,62271"
10/10/2008 9.00,"2,472508","118,62128","24,684664","80,82886","1,058771","39,305889","41,558941","3,05761","10,62271"
10/10/2008 10.00,"2,739806","138,882627","33,659521","87,338991","1,468823","36,190079","41,558941","1,775682","10,62271"
10/10/2008 11.00,"2,445417","58,005892","9,614348","43,29441","1,032489","55,075924","41,558941","2,222653","10,62271"
10/10/2008 12.00,"2,710909","37,834042","5,66152","29,173562","0,966074","66,060494","41,558941","1,488888","10,62271"
10/10/2008 13.00,"2,83914","39,735412","5,099005","31,939328","1,029016","72,595477","41,558941","10,62271",
10/10/2008 14.00,"2,680206","28,716307","3,296421","23,67836","0,967416","85,234782","41,558941","1,354644","10,62271"
10/10/2008 15.00,"2,772314","37,046779","4,769109","29,755001","1,124277","79,074896","41,558941","1,033475","10,62271"
10/10/2008 16.00,"3,617555","42,789755","5,848461","33,845898","1,205215","79,246867","41,558941","0,883671","10,62271"
10/10/2008 17.00,"2,884291","34,472288","3,059572","29,801712","0,985725","83,506927","41,558941","0,981456","10,62271"
10/10/2008 18.00,"2,597126","35,162272","2,660314","31,104779","1,022544","82,911122","41,558941","1,395324","10,62271"
10/10/2008 19.00,"2,416519","54,789392","4,485738","47,94468","1,347041","64,772744","41,558941","1,381086","10,62271"
10/10/2008 20.00,"2,279259","77,479957","4,853698","70,086369","1,579475","45,912629","41,558941","1,883484","10,62271"
10/10/2008 21.00,"2,421938","53,698633","5,3367","45,54751","1,214962","60,969037","41,558941","1,884501","10,62271"
10/10/2008 22.00,"2,300931","34,324434","3,397928","29,134615","1,08513","76,805407","41,558941","2,337574","10,62271"
10/10/2008 23.00,"2,452641","43,748242","4,04926","37,565598","1,081619","55,499762","41,558941","1,500075","10,62271"
11/10/2008 0.00,"2,445417","49,719493","2,702608","45,60722","1,222894","45,934277","41,558941","2,054848","10,62271"
11/10/2008 1.00,"2,226882","46,652167","2,080881","43,491671","1,201703","50,605987","49,461121","2,710813","15,66693"
11/10/2008 2.00,"2,313573","43,605548","3,154311","38,795968","1,028897","48,943135","49,461121","2,282148","15,66693"
11/10/2008 3.00,"2,086009","46,95696","2,39386","43,316473","1,239744","36,844118","49,461121","1,773139","15,66693"
11/10/2008 4.00,"2,107681","37,272431","3,054497","32,611625","1,134301","62,12815","49,461121","2,862855","15,66693"
11/10/2008 5.00,"2,237719","65,468675","5,768102","56,663782","1,209359","44,97151","49,461121","1,703983","15,66693"
11/10/2008 6.00,"2,136579","97,775015","10,131185","82,298059","1,591312","37,281502","49,461121","2,720983","15,66693"
11/10/2008 7.00,"2,360531","85,391507","8,731243","72,053947","1,122462","48,687215","49,461121","2,757595","15,66693"
11/10/2008 8.00,"2,441805","104,370133","14,92735","81,538806","1,325575","32,519058","49,461121","2,304522","15,66693"
11/10/2008 9.00,"2,783152","91,753168","13,927519","70,447181","1,383466","47,408921","49,461121","3,307792","15,66693"
11/10/2008 10.00,"2,167282","48,213697","8,773538","34,785549","1,057034","63,086868","49,461121","2,707762","15,66693"
11/10/2008 11.00,"2,40207","57,301605","10,73091","40,876475","1,153756","55,20592","49,461121","2,34571","15,66693"
11/10/2008 12.00,"2,662145","37,56686","5,105773","29,758902","1,059402","72,336825","49,461121","2,416392","15,66693"
11/10/2008 13.00,"2,685623","25,262472","3,518889","19,880783","1,0126","78,506185","49,461121","1,887552","15,66693"
11/10/2008 14.00,"2,624217","18,081123","2,363407","14,467377","0,939793","86,163713","49,461121","1,489396","15,66693"
11/10/2008 15.00,"2,676593","18,231572","2,272898","14,756796","0,936714","90,006681","49,461121","1,124293","15,66693"
11/10/2008 16.00,"2,602545","19,429973","2,128251","16,177976","0,963746","88,870567","49,461121","1,050561","15,66693"
11/10/2008 17.00,"2,627829","28,193624","2,233987","24,785447","0,995749","83,409431","49,461121","1,125819","15,66693"
11/10/2008 18.00,"2,589902","41,687356","2,255135","38,256078","1,096536","68,254177","49,461121","1,30176","15,66693"
11/10/2008 19.00,"2,770509","47,453697","3,518044","42,088684","1,181499","65,617725","49,461121","2,019253","15,66693"
11/10/2008 20.00,"2,651309","64,211898","6,890594","53,683871","1,422691","62,262213","49,461121","2,561314","15,66693"
11/10/2008 21.00,"2,528496","52,62604","6,16313","43,206152","1,164371","63,579773","49,461121","2,476395","15,66693"
11/10/2008 22.00,"2,541138","69,796663","9,364813","55,476218","1,282679","55,17342","49,461121","2,120445","15,66693"
11/10/2008 23.00,"2,380398","62,136731","4,461207","55,334771","1,265277","44,967439","49,461121","3,65764","15,66693"
12/10/2008 0.00,"2,318992","87,261729","8,068914","74,94172","1,637721","33,163622","49,461121","3,572721","15,66693"
12/10/2008 1.00,"137,751666","18,285522","109,790862","2,103334","24,684154","45,179211","2,911162","12,78293",
12/10/2008 2.00,"2,36595","1,887793","40,722299","45,179211","2,730136","12,78293",,,
12/10/2008 3.00,"2,317186","52,125382","2,767742","47,914834","59,140977","45,179211","3,047949","12,78293",
12/10/2008 4.00,"2,232301","33,88865","2,429387","30,184609","1,686417","45,179211","2,045695","12,78293",
12/10/2008 5.00,"2,40207","80,564164","6,719724","70,309629","1,729194","42,298488","45,179211","1,987726","12,78293"
12/10/2008 6.00,"2,40207","59,446832","5,291868","51,36846","1,212317","56,217445","45,179211","4,596331","12,78293"
12/10/2008 7.00,"2,288288","71,589104","6,523478","61,629454","1,359907","33,433088","45,179211","3,665268","12,78293"
12/10/2008 8.00,"2,505016","70,500928","8,068069","58,170609","1,348503","44,433917","45,179211","4,303435","12,78293"
12/10/2008 9.00,"2,539332","52,544321","7,737326","40,709041","1,204701","64,157967","45,179211","4,057321","12,78293"
12/10/2008 10.00,"2,651309","27,519205","4,409606","20,772426","1,006523","82,544145","45,179211","2,299437","12,78293"
12/10/2008 11.00,"2,927637","27,58274","4,031496","21,416177","1,092196","86,843466","45,179211","1,655167","12,78293"
12/10/2008 12.00,"3,673543","32,82382","5,143837","24,954162","1,235404","83,48389","45,179211","1,697373","12,78293"
12/10/2008 13.00,"3,27079","21,031731","3,332795","15,932672","1,015875","95,02638","45,179211","1,894162","12,78293"
12/10/2008 14.00,"2,905964","13,223954","2,091877","10,023467","0,92598","100,559289","45,179211","1,526517","12,78293"
12/10/2008 15.00,"2,651309","11,439316","2,023362","8,342721","0,928467","101,507178","45,179211","1,088546","12,78293"
12/10/2008 16.00,"3,729531","18,806131","2,59941","14,830775","1,043696","92,460332","45,179211","0,841771","12,78293"
12/10/2008 17.00,"4,107","14,937257","1,918471","12,004011","0,938016","97,734612","45,179211","0,908893","12,78293"
12/10/2008 18.00,"2,904158","24,32345","2,782122","20,071583","1,002221","88,842157","45,179211","0,837601","12,78293"
12/10/2008 19.00,"2,508629","25,396043","2,830337","21,070928","0,994762","85,635594","45,179211","1,068358","12,78293"
12/10/2008 20.00,"2,367756","27,336323","3,095945","22,605021","0,98028","91,444735","45,179211","1,29159","12,78293"
12/10/2008 21.00,"2,192566","26,262429","3,168692","21,418777","0,999774","91,303929","45,179211","1,054629","12,78293"
12/10/2008 22.00,"2,27384","21,843644","2,292353","18,341526","0,957195","89,723669","45,179211","1,241401","12,78293"
12/10/2008 23.00,"2,34247","29,475027","2,530047","25,613496","1,062361","77,542041","45,179211","0,843398","12,78293"
13/10/2008 0.00,"2,18173","37,491643","2,446305","33,764139","1,091288","71,199378","45,179211","1,422274","12,78293"
13/10/2008 1.00,"2,15464","30,477605","1,972608","27,472055","1,021874","82,144687","41,159401","1,64754","11,00854"
13/10/2008 2.00,"2,134772","36,037721","2,185771","32,708967","1,165318","84,039094","41,159401","1,452886","11,00854"
13/10/2008 3.00,"2,18173","32,565737","2,689074","28,462319","1,06907","78,626702","41,159401","2,000439","11,00854"
13/10/2008 4.00,"2,190761","40,14523","2,197614","36,801141","0,966745","60,319043","41,159401","1,302777","11,00854"
13/10/2008 5.00,"2,378592","54,457353","4,108472","48,191269","0,988251","49,937043","41,159401","0,919826","11,00854"
13/10/2008 6.00,"2,355114","107,154729","8,681336","93,908836","1,591669","26,292843","41,159401","1,150227","11,00854"
13/10/2008 7.00,"2,389428","91,735007","10,14472","76,233099","1,633734","50,077891","41,159401","5,578246","11,00854"
13/10/2008 8.00,"3,146171","87,203357","14,079777","65,69179","1,660846","61,192457","41,159401","3,641877","11,00854"
13/10/2008 9.00,"3,346645","89,508101","16,711333","63,929267","1,887161","60,037389","41,159401","3,843243","11,00854"
13/10/2008 10.00,"3,566985","35,077972","5,170906","27,207281","1,071715","84,806868","41,159401","1,676524","11,00854"
13/10/2008 11.00,"3,38096","33,648694","5,531253","25,264364","1,070255","85,073625","41,159401","1,329727","11,00854"
13/10/2008 12.00,"3,218413","29,06131","4,818171","21,688733","1,078384","86,932842","41,159401","1,669405","11,00854"
13/10/2008 13.00,"3,137141","27,739677","3,320106","22,664733","1,060072","94,272129","41,159401","1,560586","11,00854"
13/10/2008 14.00,"2,943891","23,070574","3,192376","18,188379","1,0068","98,018979","41,159401","1,647031","11,00854"
13/10/2008 15.00,"2,779539","26,759167","3,824255","20,961905","0,98904","100,566078","41,159401","1,331761","11,00854"
13/10/2008 16.00,"2,774121","27,871968","3,172922","23,022946","1,001431","98,050121","41,159401","1,175144","11,00854"
13/10/2008 17.00,"2,631442","20,650422","2,070731","17,487529","1,024202","93,764361","41,159401","11,00854",
13/10/2008 18.00,"2,575454","28,398553","2,49452","24,590767","1,055022","94,594419","41,159401","1,448208","11,00854"
13/10/2008 19.00,"2,506823","42,416248","2,344798","38,8479","1,364997","83,987648","41,159401","1,398375","11,00854"
13/10/2008 20.00,"2,443611","60,112171","3,647464","54,559932","1,35375","65,594681","41,159401","2,396052","11,00854"
13/10/2008 21.00,"2,461671","37,064922","2,328726","33,517532","1,115596","93,643821","41,159401","2,540975","11,00854"
13/10/2008 22.00,"2,346083","53,830905","5,240269","45,827847","1,20257","87,521866","41,159401","1,665337","11,00854"
13/10/2008 23.00,"2,281064","61,821577","3,430917","56,600188","1,156715","67,017857","41,159401","2,107732","11,00854"
14/10/2008 0.00,"2,208821","45,609401","2,102875","42,41445","1,143457","58,449031","41,159401","3,743577","11,00854"
14/10/2008 1.00,"37,671925","2,294045","34,178148","1,013113","56,492315","53,13105","2,607079","13,24881",
14/10/2008 2.00,"2,228688","1,02645","61,902017","53,13105","1,929757","13,24881",,,
14/10/2008 3.00,"2,100458","20,89684","1,994601","17,850928","75,070794","53,13105","1,359729","13,24881",
14/10/2008 4.00,"2,064336","19,170572","1,894787","16,276612","1,004865","53,13105","1,148193","13,24881",
14/10/2008 5.00,"2,161863","68,305167","11,96253","49,997919","1,144167","37,250341","53,13105","1,013491","13,24881"
14/10/2008 6.00,"2,541138","129,410794","30,774202","82,28248","1,54826","13,266265","53,13105","1,625674","13,24881"
14/10/2008 7.00,"3,65187","347,223402","150,042405","117,248445","1,89016","5,199802","53,13105","4,343607","13,24881"
14/10/2008 8.00,"6,418767","169,090467","57,726684","80,635482","1,649835","17,213513","53,13105","5,989622","13,24881"
14/10/2008 9.00,"2,201598","109,900421","15,310541","86,484993","1,296728","22,776216","53,13105","5,047371","13,24881"
14/10/2008 10.00,"2,244943","116,62525","18,092661","88,945757","1,195901","29,328775","53,13105","3,273723","13,24881"
14/10/2008 11.00,"2,380398","129,434177","23,632382","93,263781","1,272497","36,42028","53,13105","2,604537","13,24881"
14/10/2008 12.00,"2,257585","77,350246","7,8659","65,334872","1,155807","78,144626","53,13105","2,837938","13,24881"
14/10/2008 13.00,"2,300931","77,709511","8,061301","65,394564","1,223643","82,381649","53,13105","2,66098","13,24881"
14/10/2008 14.00,"2,658533","61,069316","4,821554","53,71372","1,053956","99,429963","53,13105","2,658438","13,24881"
14/10/2008 15.00,"2,631442","44,146416","3,249051","39,19183","1,038763","112,16133","53,13105","2,1596","13,24881"
14/10/2008 16.00,"2,096845","37,369714","2,502133","33,55648","1,020532","110,470035","53,13105","1,760935","13,24881"
14/10/2008 17.00,"2,075172","35,105199","2,167161","31,80434","1,067491","111,159249","53,13105","1,481769","13,24881"
14/10/2008 18.00,"2,14561","47,934852","2,372712","44,327519","1,179407","97,042667","53,13105","1,498041","13,24881"
14/10/2008 19.00,"2,510435","41,181534","2,017439","38,114591","1,182446","82,430409","53,13105","1,771614","13,24881"
14/10/2008 20.00,"2,172701","49,716893","2,211148","46,358676","1,174356","78,470972","53,13105","2,120445","13,24881"
14/10/2008 21.00,"2,476119","66,807135","3,077337","62,13172","1,314051","57,499792","53,13105","2,216043","13,24881"
14/10/2008 22.00,"2,228688","48,950412","1,942156","46,004362","1,177354","62,935209","53,13105","2,618775","13,24881"
14/10/2008 23.00,"2,371367","49,91534","2,339724","46,359974","1,153993","38,831956","53,13105","2,455546","13,24881"
15/10/2008 0.00,"2,208821","69,323287","2,865864","64,97406","1,143377","15,637321","53,13105","2,263334","13,24881"
15/10/2008 1.00,"2,03002","64,173008","2,446305","60,463957","1,120134","20,501297","47,466282","2,049763","11,90449"
15/10/2008 2.00,"2,228688","52,600074","2,253442","49,178953","1,161688","22,183104","47,466282","1,88806","11,90449"
15/10/2008 3.00,"2,078784","44,591281","2,345644","41,023126","1,141996","30,10062","47,466282","1,829583","11,90449"
15/10/2008 4.00,"2,187149","25,990064","1,948077","23,019046","1,028029","52,542376","47,466282","1,793479","11,90449"
15/10/2008 5.00,"2,163669","54,313397","7,603676","42,684405","1,103718","38,909144","47,466282","1,58652","11,90449"
15/10/2008 6.00,"2,14561","44,567915","3,397928","39,385212","1,072662","31,514317","47,466282","1,609402","11,90449"
15/10/2008 7.00,"2,136579","63,49209","13,416597","42,950479","1,120608","32,886039","47,466282","1,586011","11,90449"
15/10/2008 8.00,"3,722306","234,608324","92,954481","92,147611","2,012336","6,907342","47,466282","1,534653","11,90449"
15/10/2008 9.00,"2,651309","149,526909","36,63535","93,419516","1,533225","16,319795","47,466282","3,440511","11,90449"
15/10/2008 10.00,"2,398459","110,464611","23,16714","74,994927","1,152099","34,344405","47,466282","4,52209","11,90449"
15/10/2008 11.00,"2,044469","58,690694","8,157733","46,214625","1,09626","55,220802","47,466282","3,710524","11,90449"
15/10/2008 12.00,"2,27384","52,847812","6,337385","43,160723","1,114137","74,235303","47,466282","2,79675","11,90449"
15/10/2008 13.00,"2,190761","34,063731","3,728668","28,366279","1,092985","97,262034","47,466282","2,310624","11,90449"
15/10/2008 14.00,"2,228688","32,004125","2,728831","27,839331","1,069978","110,345508","47,466282","2,088409","11,90449"
15/10/2008 15.00,"2,221464","36,363275","3,314184","31,303357","1,07712","109,986643","47,466282","1,863652","11,90449"
15/10/2008 16.00,"2,013767","33,398374","2,694995","29,286467","1,092235","111,241859","47,466282","1,682118","11,90449"
15/10/2008 17.00,"2,082397","33,083221","2,277127","29,612233","1,123963","106,43878","47,466282","1,531602","11,90449"
15/10/2008 18.00,"2,438192","33,905495","1,967533","30,910099","1,184813","99,784757","47,466282","1,567705","11,90449"
15/10/2008 19.00,"2,00293","44,911616","1,997139","41,878421","1,20111","85,822466","47,466282","2,118411","11,90449"
15/10/2008 20.00,"2,010154","67,564593","3,078181","62,888376","1,343411","66,715895","47,466282","2,07112","11,90449"
15/10/2008 21.00,"2,598932","140,946117","18,529983","112,612438","1,750464","20,984707","47,466282","2,36605","11,90449"
15/10/2008 22.00,"2,53572","88,441988","5,372227","80,260403","1,466257","31,086409","47,466282","3,570687","11,90449"
15/10/2008 23.00,"2,120324","84,220328","4,414682","77,505018","1,276247","20,139744","47,466282","3,579331","11,90449"
16/10/2008 0.00,"1,860251","56,81525","2,394705","53,180288","1,158334","27,974648","47,466282","3,160836","11,90449"
16/10/2008 1.00,"36,792557","2,028436","33,705727","1,089432","34,389093","36,478352","2,430121","12,58906",
16/10/2008 2.00,"1,979451","1,088921","36,802124","36,478352","1,973488","12,58906",,,
16/10/2008 3.00,"1,932493","28,507498","2,014901","25,435679","36,478352","1,66432","12,58906",,
16/10/2008 4.00,"1,954166","32,216835","2,986826","27,656352","1,091959","36,478352","1,519906","12,58906",
16/10/2008 5.00,"1,795232","45,593818","8,558682","32,493522","1,213147","27,973291","36,478352","1,499058","12,58906"
16/10/2008 6.00,"2,019184","45,033545","3,789573","39,250224","1,1109","21,74572","36,478352","1,741612","12,58906"
16/10/2008 7.00,"3,182292","237,042684","107,288873","72,589975","1,663647","36,478352","12,58906",,
16/10/2008 8.00,"2,369561","147,798039","45,94348","77,407683","1,321353","36,478352","2,795225","12,58906",
16/10/2008 9.00,"1,804263","74,979384","9,857964","59,905865","1,212199","36,478352","2,988963","12,58906",
16/10/2008 10.00,"2,032972","1,198659","36,478352","12,58906",,,,,
16/10/2008 11.00,"2,102263","93,842565","13,88522","72,602958","1,259752","36,478352","2,178922","12,58906",
16/10/2008 12.00,"1,950554","66,934264","9,610119","52,235437","1,106362","68,99893","36,478352","2,694541","12,58906"
16/10/2008 13.00,"1,965003","42,623757","5,647139","33,988668","1,109835","88,632265","36,478352","2,172312","12,58906"
16/10/2008 14.00,"2,031827","46,995868","6,380525","37,23853","1,064808","81,271296","36,478352","1,79653","12,58906"
16/10/2008 15.00,"2,28287","27,549032","3,437683","22,293536","1,041249","97,046715","36,478352","1,600758","12,58906"
16/10/2008 16.00,"1,995706","29,609919","3,468135","24,309128","1,077278","93,683106","36,478352","1,345999","12,58906"
16/10/2008 17.00,"2,102263","26,283174","2,92","21,821119","1,096574","93,578829","36,478352","1,354136","12,58906"
16/10/2008 18.00,"2,132966","32,781028","2,906466","28,344214","1,147165","85,381014","36,478352","1,500075","12,58906"
16/10/2008 19.00,"2,1131","32,56702","2,452226","28,827031","1,184537","73,929254","36,478352","1,656693","12,58906"
16/10/2008 20.00,"2,127549","56,125248","2,974139","51,600786","1,306119","60,446345","36,478352","1,757884","12,58906"
16/10/2008 21.00,"58,357335","2,917463","54,001858","1,247124","36,478352","12,58906",,,
16/10/2008 22.00,"2,004736","40,686058","2,643395","36,658393","1,197875","61,13017","36,478352","2,376729","12,58906"
16/10/2008 23.00,"2,013767","27,236459","2,263593","23,782201","1,085763","67,29953","36,478352","1,938402","12,58906"
17/10/2008 0.00,"1,80065","22,387072","2,209456","19,063138","1,045669","68,00229","36,478352","12,58906",
17/10/2008 1.00,"1,881923","15,474205","2,111333","12,245421","1,007706","69,50131","26,09157","1,30176","9,483652"
17/10/2008 2.00,"1,674225","13,580622","2,070731","10,463435","0,979097","26,09157","1,01583","9,483652",
17/10/2008 3.00,"1,80065","13,967119","2,114718","10,732094","0,974756","64,239222","26,09157","0,914842","9,483652"
17/10/2008 4.00,"1,916238","13,768682","2,206073","10,393351","0,976058","63,474157","26,09157","0,831804","9,483652"
17/10/2008 5.00,"1,630879","14,773838","2,212839","11,388818","0,984819","60,31364","26,09157","0,772666","9,483652"
17/10/2008 6.00,"1,636298","39,706868","3,160234","34,885491","1,063821","41,602475","26,09157","0,761987","9,483652"
17/10/2008 7.00,"1,974033","58,995465","5,499956","50,597523","1,229326","26,810107","26,09157","0,892112","9,483652"
17/10/2008 8.00,"2,118519","103,680149","22,082711","69,869644","1,283468","16,165427","26,09157","1,388713","9,483652"
17/10/2008 9.00,"2,084203","56,472869","8,4521","43,603312","1,313183","29,646997","26,09157","1,975014","9,483652"
17/10/2008 10.00,"1,791619","54,038414","9,608428","39,364447","1,198348","46,869993","26,09157","0,90157","9,483652"
17/10/2008 11.00,"1,885535","55,052672","7,097836","44,200313","1,051983","63,620389","26,09157","1,548891","9,483652"
17/10/2008 12.00,"1,918045","31,48016","4,978044","23,863957","1,029292","76,277312","26,09157","1,815853","9,483652"
17/10/2008 13.00,"2,044469","40,415013","5,635296","31,796557","1,063625","74,745788","26,09157","2,301979","9,483652"
17/10/2008 14.00,"2,058918","37,508506","4,380001","30,814059","0,988567","87,451463","26,09157","1,874331","9,483652"
17/10/2008 15.00,"1,744662","33,358186","4,060257","27,151469","0,971638","84,824471","26,09157","1,39329","9,483652"
17/10/2008 16.00,"2,188955","26,60873","3,800569","20,795791","1,00668","85,463624","26,09157","1,107004","9,483652"
17/10/2008 17.00,"1,997512","25,322125","2,725447","21,157905","0,980121","86,982941","26,09157","1,103445","9,483652"
17/10/2008 18.00,"2,067948","36,013093","2,693304","31,905562","1,045117","79,145322","26,09157","1,026458","9,483652"
17/10/2008 19.00,"2,317186","45,434301","2,571496","41,520206","1,16741","68,604875","26,09157","1,204128","9,483652"
17/10/2008 20.00,"2,105875","87,134636","4,987348","79,542681","1,285048","38,477167","26,09157","1,616013","9,483652"
17/10/2008 21.00,"2,300931","76,398279","3,747278","70,70157","1,224984","38,427072","26,09157","2,079765","9,483652"
17/10/2008 22.00,"2,00293","80,102436","3,592481","74,6458","1,297833","36,524541","26,09157","2,026372","9,483652"
17/10/2008 23.00,"2,098652","59,532412","3,400465","54,356171","1,201032","39,423712","26,09157","2,275537","9,483652"
18/10/2008 0.00,"1,890954","38,499381","2,66116","34,44292","1,081304","46,863208","26,09157","2,279097","9,483652"
18/10/2008 1.00,"28,034087","2,407393","24,359739","1,053956","50,970255","30,867041","1,815853","9,19319",
18/10/2008 2.00,"1,858444","1,009521","50,417761","30,867041","1,569231","9,19319",,,
18/10/2008 3.00,"1,551413","18,45076","2,433616","14,729547","54,021069","30,867041","1,366848","9,19319",
18/10/2008 4.00,"1,880118","17,711487","2,436154","13,985863","30,867041","1,231587","9,19319",,
18/10/2008 5.00,"1,816905","21,070641","2,801576","16,786679","44,214565","30,867041","1,270233","9,19319",
18/10/2008 6.00,"2,060724","44,816955","5,682668","36,128844","28,562355","30,867041","1,148193","9,19319",
18/10/2008 7.00,"1,954166","44,493997","4,558483","37,530551","29,733659","30,867041","1,314472","9,19319",
18/10/2008 8.00,"2,178119","56,498794","7,905657","44,407975","28,199445","30,867041","1,526008","9,19319",
18/10/2008 9.00,"1,90179","60,380652","7,685727","48,62996","40,758867","30,867041","1,658727","9,19319",
18/10/2008 10.00,"2,22327","46,405749","7,897199","34,320915","50,198389","30,867041","1,836193","9,19319",
18/10/2008 11.00,"2,210627","33,21031","4,978889","25,594031","59,373895","30,867041","1,790428","9,19319",
18/10/2008 12.00,"1,91082","20,451993","3,393698","15,259081","75,573175","30,867041","1,706526","9,19319",
18/10/2008 13.00,"2,069755","20,654302","3,292191","15,617294","82,254367","30,867041","1,71873","9,19319",
