,Provincia di TARANTO,,,,,,,,
,TA V. Machiavelli,,,,,,,,
Parm,SO2,NOX,NO,NO2,CO,O3,PM10,BENZENE,PM2.5



25/03/2008 14.00,"23,644568","57,258835","12,53856","38,060078","0,966666","79,891431","29,66151","1,079545","21,342421"
25/03/2008 15.00,"5,030403","47,382361","6,732413","37,08538","0,926453","73,34023","29,66151","0,937521","21,342421"
25/03/2008 16.00,"4,43963","40,43836","4,865541","33,000984","0,923336","68,818824","29,66151","1,012729","21,342421"
25/03/2008 17.00,"3,110391","35,101319","5,696201","26,414278","0,983753","72,225805","29,66151","0,656779","21,342421"
25/03/2008 18.00,"2,15199","82,261904","15,836675","58,02006","1,140694","53,208606","29,66151","0,893841","21,342421"
25/03/2008 19.00,"1,869446","74,801702","10,928003","58,086254","1,21362","45,082553","29,66151","1,25752","21,342421"
25/03/2008 20.00,"1,539037","55,898293","4,819863","48,541702","1,251227","45,789399","29,66151","1,514821","21,342421"
25/03/2008 21.00,"1,478109","55,660956","4,107627","49,396998","1,216027","41,379032","29,66151","1,557535","21,342421"
25/03/2008 22.00,"1,331651","37,39696","3,079027","32,698584","1,159083","46,383849","29,66151","1,304302","21,342421"
25/03/2008 23.00,"1,198277","41,172453","3,473212","35,871873","1,182879","34,567844","29,66151","1,174126","21,342421"
26/03/2008 0.00,"1,267731","36,705678","3,397082","31,518802","1,194481","37,644392","29,66151","1,179211","21,342421"
26/03/2008 1.00,"26,449192","2,689921","22,340267","1,117412","46,398754","19,44458","1,163448","10,5291",
26/03/2008 2.00,"0,946415","1,094444","41,755491","19,44458","1,042934","10,5291",,,
26/03/2008 3.00,"1,025181","23,774839","2,811728","19,477161","1,11386","38,481235","19,44458","0,877671","10,5291"
26/03/2008 4.00,"0,806409","21,003204","2,682307","16,90218","1,070688","19,44458","0,880976","10,5291",
26/03/2008 5.00,"0,700571","46,644366","11,559879","28,939936","1,178459","27,839247","19,44458","0,804447","10,5291"
26/03/2008 6.00,"0,996051","61,195128","13,955426","39,825201","1,189588","18,743656","19,44458","0,87579","10,5291"
26/03/2008 7.00,"1,148328","76,526692","17,886256","49,136124","1,373561","18,61908","19,44458","1,096631","10,5291"
26/03/2008 8.00,"1,320608","96,890464","20,932305","64,840374","1,393805","17,275802","19,44458","2,000439","10,5291"
26/03/2008 9.00,"1,245564","110,16632","25,650651","70,885868","1,302647","25,493925","19,44458","1,929249","10,5291"
26/03/2008 10.00,"1,081278","36,38532","5,582852","27,844531","1,114176","66,455903","19,44458","10,5291",
26/03/2008 11.00,"1,159647","31,51777","5,225887","23,521329","1,098825","75,386303","19,44458","0,884231","10,5291"
26/03/2008 12.00,"1,313167","29,506155","4,138079","23,177378","1,065834","81,770944","19,44458","0,792955","10,5291"
26/03/2008 13.00,"1,52991","34,765378","5,117614","26,937326","1,075779","78,753984","19,44458","0,848127","10,5291"
26/03/2008 14.00,"1,206327","31,327124","3,846247","25,447362","1,067886","81,284819","19,44458","0,727969","10,5291"
26/03/2008 15.00,"1,114078","26,515347","3,155157","21,692614","1,032765","85,502886","19,44458","0,639896","10,5291"
26/03/2008 16.00,"1,172262","26,939449","3,180535","22,078093","1,066386","80,521116","19,44458","0,779073","10,5291"
26/03/2008 17.00,"1,011855","21,126414","3,194068","16,240268","1,02645","82,261132","19,44458","0,639388","10,5291"
26/03/2008 18.00,"0,90842","25,660626","3,315875","20,590729","1,04705","79,084394","19,44458","0,523704","10,5291"
26/03/2008 19.00,"0,901242","28,176761","3,092562","23,451234","1,128381","73,930631","19,44458","0,583961","10,5291"
26/03/2008 20.00,"0,93011","30,187076","3,048576","25,530439","1,100798","68,25958","19,44458","0,789446","10,5291"
26/03/2008 21.00,"0,682813","39,621265","3,075643","34,929618","1,072148","61,340067","19,44458","0,705137","10,5291"
26/03/2008 22.00,"0,845354","29,110581","3,038426","24,468762","1,058811","67,000262","19,44458","0,596267","10,5291"
26/03/2008 23.00,"0,603178","33,808233","3,261739","28,827031","1,036948","63,605488","19,44458","0,552536","10,5291"
27/03/2008 0.00,"0,694424","66,228679","7,122368","55,346452","1,019979","47,750164","19,44458","0,474075","10,5291"
27/03/2008 1.00,"0,554021","54,580562","4,37831","47,900549","1,000328","51,422521","23,34581","0,38707","9,289242"
27/03/2008 2.00,"0,526161","35,028681","3,087487","30,315677","0,99642","55,885677","23,34581","0,36256","9,289242"
27/03/2008 3.00,"0,608509","53,88928","7,781312","41,987444","1,013942","46,641146","23,34581","0,392918","9,289242"
27/03/2008 4.00,"0,563473","26,503665","2,830337","22,179315","1,018637","64,411185","23,34581","0,410309","9,289242"
27/03/2008 5.00,"0,606106","39,518803","2,79481","35,257987","1,025622","49,461756","23,34581","0,359967","9,289242"
27/03/2008 6.00,"0,730704","21,686706","2,774509","17,444695","1,048274","41,687779","23,34581","0,412292","9,289242"
27/03/2008 7.00,"0,761708","33,984613","5,0381","26,27801","1,116109","27,484477","23,34581","0,478498","9,289242"
27/03/2008 8.00,"0,830471","69,816144","17,226481","43,433278","1,191522","21,956969","23,34581","0,61559","9,289242"
27/03/2008 9.00,"0,57476","51,561189","9,83428","36,507843","1,188799","39,307247","23,34581","0,839076","9,289242"
27/03/2008 10.00,"0,718329","64,454435","13,618761","43,603312","1,134301","44,757565","23,34581","0,817566","9,289242"
27/03/2008 11.00,"0,678963","38,337264","7,733942","26,497337","1,068991","62,875616","23,34581","0,604861","9,289242"
27/03/2008 12.00,"0,931428","23,414275","5,09816","15,60821","1,083277","72,613072","23,34581","0,474532","9,289242"
27/03/2008 13.00,"0,780813","27,925141","5,90006","18,891821","1,073372","74,003744","23,34581","0,478905","9,289242"
27/03/2008 14.00,"0,914276","21,258706","3,984126","15,160435","1,068123","78,790552","23,34581","0,553553","9,289242"
27/03/2008 15.00,"0,763159","17,772443","3,542574","12,349244","1,063506","82,947675","23,34581","0,531128","9,289242"
27/03/2008 16.00,"0,67263","17,391133","3,468135","12,081887","1,047327","83,088519","23,34581","0,467108","9,289242"
27/03/2008 17.00,"0,512993","18,096688","3,200836","13,198054","1,04709","85,027598","23,34581","0,428106","9,289242"
27/03/2008 18.00,"0,554971","19,560964","3,156849","14,730849","1,075227","90,008036","23,34581","0,499398","9,289242"
27/03/2008 19.00,"0,607797","20,524611","3,112017","15,763951","1,087459","89,098055","23,34581","0,554163","9,289242"
27/03/2008 20.00,"0,557502","25,436253","3,150082","20,620574","1,128027","82,322076","23,34581","0,63893","9,289242"
27/03/2008 21.00,"0,54526","37,466998","3,519735","32,092477","1,120134","69,847983","23,34581","0,692424","9,289242"
27/03/2008 22.00,"0,498926","41,045342","3,214369","36,141827","1,124751","63,30488","23,34581","0,70173","9,289242"
27/03/2008 23.00,"0,575638","19,978583","3,204219","15,076082","1,090656","71,611021","23,34581","0,634608","9,289242"
28/03/2008 0.00,"0,342327","17,620697","3,050268","12,95276","1,097324","67,633989","23,34581","0,531332","9,289242"
28/03/2008 1.00,"13,786839","2,889549","9,362849","1,052495","68,768726","34,935692","0,551061","18,547951",
28/03/2008 2.00,"0,517364","1,033081","74,851419","34,935692","0,39963","18,547951",,,
28/03/2008 3.00,"0,409846","14,996917","3,3624","9,874212","34,935692","18,547951",,,
28/03/2008 4.00,"0,482414","13,531336","2,916617","9,065637","34,935692",0,"18,547951",,
28/03/2008 5.00,"0,607981","13,395154","2,818496","9,079914","81,972716","34,935692","0,39007","18,547951",
28/03/2008 6.00,"0,440945","18,44298","3,727823","12,746393","69,911606","34,935692","18,547951",,
28/03/2008 7.00,"0,592582","26,441411","4,029805","20,276645","59,382015","34,935692","0,382341","18,547951",
28/03/2008 8.00,"0,478949","40,961042","6,440582","31,107397","59,199192","34,935692","0,588741","18,547951",
28/03/2008 9.00,"0,474625","33,880849","4,495042","27,0074","73,521676","34,935692","0,608115","18,547951",
28/03/2008 10.00,"0,603811","34,581234","5,562551","26,070349","76,976016","34,935692","0,848585","18,547951",
28/03/2008 11.00,"0,654223","36,112937","5,537174","27,642071","76,029489","34,935692","0,798904","18,547951",
28/03/2008 12.00,"0,583841","32,744702","5,120153","24,911351","71,558198","34,935692","0,864857","18,547951",
28/03/2008 13.00,"0,526277","42,238544","7,191728","31,233283","67,19256","34,935692","0,779785","18,547951",
28/03/2008 14.00,"0,688012","38,373572","6,299319","28,734873","67,332011","34,935692","0,740427","18,547951",
28/03/2008 15.00,"0,926531","36,41901","5,816317","27,520065","69,50131","34,935692","1,008","18,547951",
28/03/2008 16.00,"0,849855","22,811172","3,779421","17,028077","82,471025","34,935692","0,564689","18,547951",
28/03/2008 17.00,"0,702271","28,353161","4,192216","21,940525","1,097918","75,936065","34,935692","0,64549","18,547951"
28/03/2008 18.00,"0,69969","31,499587","3,642389","25,932781","1,155414","69,879102","34,935692","0,660135","18,547951"
28/03/2008 19.00,"0,876941","33,42174","3,591635","27,934091","1,250833","67,139729","34,935692","0,791429","18,547951"
28/03/2008 20.00,"0,89058","47,407007","4,297106","40,846629","1,202058","65,596036","34,935692","1,066172","18,547951"
28/03/2008 21.00,"0,854179","50,13065","5,620073","41,542273","1,249295","63,715172","34,935692","0,919927","18,547951"
28/03/2008 22.00,"0,911388","103,901921","20,251367","72,90146","1,571503","40,892911","34,935692","1,111581","18,547951"
28/03/2008 23.00,"1,252861","47,781815","5,669979","39,115254","1,266065","58,610168","34,935692","2,826751","18,547951"
29/03/2008 0.00,"1,077253","66,060078","13,160301","45,913505","1,442461","53,564731","34,935692","0,822143","18,547951"
29/03/2008 1.00,"3,997534","152,539776","34,046093","100,407261","2,442117","15,683361","46,060501","2,099698","28,750231"
29/03/2008 2.00,"12,437859","163,247571","42,806091","97,681729","2,40384","12,945342","46,060501","6,84441","28,750231"
29/03/2008 3.00,"16,874338","99,008446","17,279766","72,56401","2,338884","26,489191","46,060501","7,128662","28,750231"
29/03/2008 4.00,"10,351321","84,615902","13,756642","63,567157","2,424477","26,581261","46,060501","7,482577","28,750231"
29/03/2008 5.00,"6,693905","89,508101","13,0258","69,584102","2,453206","23,835122","46,060501","5,093136","28,750231"
29/03/2008 6.00,"4,580231","65,882396","12,134245","47,371023","1,729904","31,498057","46,060501","6,961365","28,750231"
29/03/2008 7.00,"3,366944","106,932957","25,789382","67,458186","1,793518","21,232507","46,060501","3,602214","28,750231"
29/03/2008 8.00,"2,78744","70,423126","17,788142","43,217833","1,284691","44,05748","46,060501","2,759629","28,750231"
29/03/2008 9.00,"5,289046","92,493727","22,114846","58,745568","1,565464","35,939566","46,060501","1,404985","28,750231"
29/03/2008 10.00,"16,593362","63,604916","14,67189","41,154212","1,508994","53,889718","46,060501","3,446104","28,750231"
29/03/2008 11.00,"6,909422","38,302254","7,995322","26,061267","1,293097","76,258339","46,060501","1,432444","28,750231"
29/03/2008 12.00,"5,3992","38,443588","7,597755","26,81272","1,332915","79,930715","46,060501","1,323625","28,750231"
29/03/2008 13.00,"5,518932","44,141234","9,552598","29,514893","1,356907","80,498087","46,060501","1,038204","28,750231"
29/03/2008 14.00,"14,913918","70,321962","16,554835","44,969951","1,491552","72,419419","46,060501","1,160143","28,750231"
29/03/2008 15.00,"17,169664","48,134619","9,319135","33,869263","1,344004","78,236696","46,060501","1,989252","28,750231"
29/03/2008 16.00,"6,393776","20,69063","3,721902","14,994309","1,178183","87,812999","46,060501","1,027678","28,750231"
29/03/2008 17.00,"3,14983","17,800977","3,276965","12,785332","1,143614","87,30657","46,060501","0,572571","28,750231"
29/03/2008 18.00,"2,190376","19,231526","3,221982","14,301251","1,142863","85,446029","46,060501","0,73046","28,750231"
29/03/2008 19.00,"2,442611","39,13359","5,981265","30,009393","1,453472","70,821564","46,060501","28,750231",
29/03/2008 20.00,"2,048294","49,929602","8,006319","37,679821","1,418863","66,426117","46,060501","0,918097","28,750231"
29/03/2008 21.00,"2,062661","77,891095","13,25334","57,609935","1,542735","54,359599","46,060501","1,719747","28,750231"
29/03/2008 22.00,"1,839161","64,405166","11,472762","46,846675","1,309869","59,618977","46,060501","1,498549","28,750231"
29/03/2008 23.00,"1,571481","55,746559","7,821068","43,785009","1,494117","60,379991","46,060501","1,168533","28,750231"
30/03/2008 0.00,"1,895036","39,547347","5,322319","31,408481","1,333507","58,992032","46,060501","1,609402","28,750231"
30/03/2008 1.00,"44,03875","4,225204","37,623991","1,310184","46,853733","46,679821","1,380577","33,09605",
30/03/2008 2.00,"0,984508","1,409353","36,827858","46,679821","1,368882","33,09605",,,
30/03/2008 3.00,"1,324263","29,181919","4,212517","22,738707","1,189154","63,495804","46,679821","1,446479","33,09605"
30/03/2008 4.00,"3,253906","72,818633","8,542611","59,761814","1,627815","46,679821","0,759038","33,09605",
30/03/2008 5.00,"16,10454","73,017043","7,697569","61,256957","1,768774","46,355421","46,679821","5,376879","33,09605"
30/03/2008 6.00,"5,836811","42,333246","6,462575","32,501304","1,231339","63,029992","46,679821","3,327624","33,09605"
30/03/2008 7.00,"3,545477","35,062389","5,645448","26,424661","1,215277","69,463388","46,679821","0,899536","33,09605"
30/03/2008 8.00,"4,841763","64,910984","12,291579","46,096504","1,537131","57,177499","46,679821","0,886875","33,09605"
30/03/2008 9.00,"26,282544","111,267443","25,179499","72,710664","2,148953","43,013459","46,679821","3,275248","33,09605"
30/03/2008 10.00,"19,530314","52,650685","11,427923","35,152845","1,623","69,039569","46,679821","3,331692","33,09605"
30/03/2008 11.00,"9,155237","34,858781","7,151973","23,909388","1,48587","83,114234","46,679821","1,613979","33,09605"
30/03/2008 12.00,"5,187866","27,934224","5,371382","19,712069","1,395896","88,058104","46,679821","1,310404","33,09605"
30/03/2008 13.00,"3,43011","30,430912","5,741879","21,642004","1,403789","90,881427","46,679821","1,43041","33,09605"
30/03/2008 14.00,"3,470168","20,187412","3,836097","14,315522","1,309119","96,870696","46,679821","1,113513","33,09605"
30/03/2008 15.00,"5,708624","31,347871","5,041486","23,63425","1,54459","92,083896","46,679821","0,712866","33,09605"
30/03/2008 16.00,"12,508916","40,228251","6,169052","30,790712","1,806697","87,196882","46,679821","0,851585","33,09605"
30/03/2008 17.00,"5,663759","21,379314","3,128089","16,594583","1,335282","96,867987","46,679821","0,61559","33,09605"
30/03/2008 18.00,"3,795441","21,073242","2,624787","17,060524","1,283863","98,88425","46,679821","0,620929","33,09605"
30/03/2008 19.00,"2,64016","33,71095","3,691449","28,070359","1,317643","90,915285","46,679821","0,774852","33,09605"
30/03/2008 20.00,"3,529455","76,860007","7,19342","65,876087","1,712383","61,479537","46,679821","1,901332","33,09605"
30/03/2008 21.00,"4,103088","67,904392","6,51925","57,948684","1,915692","63,229051","46,679821","2,383848","33,09605"
30/03/2008 22.00,"3,200977","48,945212","3,340406","43,853785","1,436739","63,470089","46,679821","2,201805","33,09605"
30/03/2008 23.00,"1,944749","56,919014","3,474902","51,626734","1,692771","56,385344","46,679821","1,478209","33,09605"
31/03/2008 0.00,"1,791482","40,705543","2,713604","36,570135","1,055929","69,322582","46,679821","1,896705","33,09605"
31/03/2008 1.00,"1,67905","40,149132","3,122169","35,386473","58,404344","31,56193","0,86089","21,74481",
31/03/2008 2.00,"1,398136","59,686769","3,802261","53,894115","40,590949","31,56193","1,587079","21,74481",
31/03/2008 3.00,"1,635012","89,467891","13,598473","68,665213","0,786876","17,575055","31,56193","1,632285","21,74481"
31/03/2008 4.00,"1,08326","41,387745","4,814788","34,028897","1,257621","39,936906","31,56193","1,274301","21,74481"
31/03/2008 5.00,"0,837284","41,082952","6,367835","31,341007","1,241322","35,767596","31,56193","0,758072","21,74481"
31/03/2008 6.00,"1,434607","121,407197","33,292405","70,409552","1,639299","12,480875","31,56193","0,976778","21,74481"
31/03/2008 7.00,"1,263409","118,297024","30,402008","71,732083","1,411681","7,144313","31,56193","1,490413","21,74481"
31/03/2008 8.00,"1,153624","147,613873","50,788715","69,789165","1,459865","10,364396","31,56193","1,120734","21,74481"
31/03/2008 9.00,"1,238059","88,218896","17,005688","62,187531","1,433582","34,432422","31,56193","1,340914","21,74481"
31/03/2008 10.00,"5,275994","119,501929","24,600916","81,838629","1,48883","37,03097","31,56193","1,466005","21,74481"
31/03/2008 11.00,"7,072208","62,936959","10,281744","47,204887","1,318945","65,647489","31,56193","21,74481",
31/03/2008 12.00,"8,721006","70,079425","11,58357","52,354842","1,287809","66,279861","31,56193","0,920588","21,74481"
31/03/2008 13.00,"10,451515","73,755056","13,249961","53,476212","1,340807","59,260139","31,56193","0,789192","21,74481"
31/03/2008 14.00,"4,870605","37,489043","5,324011","29,346178","1,284731","86,47515","31,56193","0,897502","21,74481"
31/03/2008 15.00,"5,365725","44,04395","5,586236","35,503278","1,261053","90,083865","31,56193","0,729087","21,74481"
31/03/2008 16.00,"3,085608","32,376374","3,640697","26,81272","1,239547","95,898432","31,56193","0,612183","21,74481"
31/03/2008 17.00,"2,302069","23,266419","2,618866","19,264298","1,272064","97,095475","31,56193","0,586504","21,74481"
31/03/2008 18.00,"1,817373","37,308761","3,632238","31,761511","1,330429","87,938942","31,56193","0,734884","21,74481"
31/03/2008 19.00,"1,444726","31,832946","2,855713","27,473355","1,365392","92,227434","31,56193","0,82616","21,74481"
31/03/2008 20.00,"1,054148","49,700048","3,251589","44,745426","1,457733","80,132465","31,56193","1,000525","21,74481"
31/03/2008 21.00,"0,87365","53,273232","3,062111","48,611795","1,506627","65,609582","31,56193","1,316506","21,74481"
31/03/2008 22.00,"0,781403","48,141099","3,075643","43,455341","1,486501","68,093043","31,56193","1,420749","21,74481"
31/03/2008 23.00,"0,604989","36,450157","2,814266","32,157373","1,39491","72,893367","31,56193","1,255487","21,74481"
01/04/2008 0.00,"0,539684","27,734497","2,588413","23,782201","1,33832","75,456729","31,56193","0,924656","21,74481"
01/04/2008 1.00,"21,021349","2,541044","17,137097","1,30312","63,371235","28,23443","0,71607","19,03459",
01/04/2008 2.00,"0,65846","1,305291","58,654837","28,23443","0,682763","19,03459",,,
01/04/2008 3.00,"0,721844","33,731715","5,953351","24,620632","1,334255","44,79954","28,23443","0,648032","19,03459"
01/04/2008 4.00,"0,617064","25,756609","3,321797","20,677686","1,337373","28,23443","0,806328","19,03459",
01/04/2008 5.00,"0,659854","26,277992","2,818496","21,971671","1,314051","51,650012","28,23443","0,718205","19,03459"
01/04/2008 6.00,"0,69122","78,73025","6,225727","69,232371","1,570438","23,309719","28,23443","0,727562","19,03459"
01/04/2008 7.00,"0,756474","94,942404","12,956442","75,128613","1,584407","17,462667","28,23443","1,256503","19,03459"
01/04/2008 8.00,"0,705137","85,728724","12,688287","66,319952","1,529989","28,101929","28,23443","1,249384","19,03459"
01/04/2008 9.00,"50,714288","6,976874","40,044526","1,132367","60,952778","28,23443","1,034086","19,03459",
01/04/2008 10.00,"1,147646","31,390641","5,05079","23,693943","0,955419","74,560294","28,23443","0,771903","19,03459"
01/04/2008 11.00,"1,167207","28,13007","5,115076","20,301309","0,93999","77,959117","28,23443","0,845432","19,03459"
01/04/2008 12.00,"1,062047","23,200265","4,347858","16,54527","0,89954","83,5665","28,23443","0,672288","19,03459"
01/04/2008 13.00,"1,330151","24,754052","4,279341","18,205243","0,881348","91,275482","28,23443","0,588589","19,03459"
01/04/2008 14.00,"1,683073","31,231142","4,950129","23,657597","0,862762","86,980247","28,23443","0,575215","19,03459"
01/04/2008 15.00,"1,111536","32,229818","5,040638","24,518091","0,857947","83,986286","28,23443","0,453379","19,03459"
01/04/2008 16.00,"2,690084","34,245315","4,391844","27,530448","0,897962","83,214439","28,23443","0,442039","19,03459"
01/04/2008 17.00,"2,442513","39,731513","4,912911","32,220967","0,861815","76,518346","28,23443","0,446514","19,03459"
01/04/2008 18.00,"1,996571","48,01269","4,3597","41,356674","0,872943","68,683422","28,23443","0,466294","19,03459"
01/04/2008 19.00,"1,431817","71,118274","3,782806","65,36342","0,901119","50,08194","28,23443","0,477126","19,03459"
01/04/2008 20.00,"1,383147","64,497227","4,356317","57,857826","1,08154","53,089444","28,23443","0,672745","19,03459"
01/04/2008 21.00,"1,397971","71,529449","5,633605","62,935106","1,315828","47,349329","28,23443","1,476176","19,03459"
01/04/2008 22.00,"1,223862","81,42795","11,438076","64,059051","1,228418","46,624887","28,23443","1,87128","19,03459"
01/04/2008 23.00,"1,056953","36,356776","3,075643","31,662871","1,07053","72,936701","28,23443","1,509228","19,03459"
02/04/2008 0.00,"1,002698","24,004394","2,872631","19,613429","0,964179","83,600359","28,23443","1,046595","19,03459"
02/04/2008 1.00,"0,82623","27,214414","2,644241","23,176098","0,990501","74,128317","44,689991","0,783802","29,4051"
02/04/2008 2.00,"0,886406","20,570004","2,212839","17,189016","0,916155","95,07514","44,689991","0,780446","29,4051"
02/04/2008 3.00,"0,777452","44,416181","4,111855","38,137956","0,982372","67,223701","44,689991","0,555943","29,4051"
02/04/2008 4.00,"1,013214","81,304722","8,694024","68,021463","0,991487","39,544233","44,689991","0,782175","29,4051"
02/04/2008 5.00,"1,335873","109,923783","17,391423","83,315589","1,043815","28,990243","44,689991","0,741647","29,4051"
02/04/2008 6.00,"1,363449","113,766695","19,617804","83,74518","1,298503","19,608936","44,689991","1,187144","29,4051"
02/04/2008 7.00,"2,064762","200,69384","64,474324","101,90759","1,717592","7,277016","44,689991","3,013879","29,4051"
02/04/2008 8.00,"1,945044","201,958247","52,260561","121,912942","1,479043","15,210775","44,689991","2,36961","29,4051"
02/04/2008 9.00,"1,739558","169,013912","43,267946","102,743404","1,158965","31,013293","44,689991","3,699846","29,4051"
02/04/2008 10.00,"1,353193","55,937183","7,590988","44,328802","0,998788","71,225094","44,689991","2,108749","29,4051"
02/04/2008 11.00,"1,870447","64,512792","10,564276","48,348321","1,021912","66,985376","44,689991","1,104462","29,4051"
02/04/2008 12.00,"1,80294","47,131965","7,170937","36,16198","1,045858","78,119969","44,689991","0,952624","29,4051"
02/04/2008 13.00,"2,872637","51,362782","5,813779","42,478044","1,06544","87,615313","44,689991","1,10853","29,4051"
02/04/2008 14.00,"2,303294","52,58583","5,146375","44,725962","1,023649","90,133964","44,689991","29,4051",
02/04/2008 15.00,"1,88921","46,49653","4,995807","38,863464","1,013389","98,138142","44,689991","0,866586","29,4051"
02/04/2008 16.00,"1,561598","54,57538","6,434661","44,740244","1,010114","94,721701","44,689991","0,821736","29,4051"
02/04/2008 17.00,"1,536909","52,591012","5,413675","44,32102","1,012245","93,907884","44,689991","0,706561","29,4051"
02/04/2008 18.00,"1,212156","34,103942","3,534115","28,705027","1,020887","106,405021","44,689991","0,732545","29,4051"
02/04/2008 19.00,"1,030561","34,17786","3,146699","29,373424","1,03754","103,60061","44,689991","0,729952","29,4051"
02/04/2008 20.00,"0,870447","42,448676","3,048576","37,800506","1,075265","90,425112","44,689991","0,75319","29,4051"
02/04/2008 21.00,"0,597524","67,997774","3,07226","63,330965","1,153361","65,922382","44,689991","0,995745","29,4051"
02/04/2008 22.00,"0,717986","65,872032","3,041808","61,250458","1,108532","64,315052","44,689991","1,133447","29,4051"
02/04/2008 23.00,"0,83771","41,522635","3,045193","36,87902","1,102376","66,65225","44,689991","0,940471","29,4051"
03/04/2008 0.00,"0,667676","39,805431","3,055343","35,145063","1,083317","73,541988","44,689991","0,938742","29,4051"
03/04/2008 1.00,"41,143906","3,697371","35,499394","1,087341","57,544457","28,13336","0,989338","15,27784",
03/04/2008 2.00,"0,634197","1,07649","54,71166","28,13336","0,956641","15,27784",,,
03/04/2008 3.00,"0,625938","81,018095","8,582366","67,90596","1,895133","48,993249","28,13336","1,497532","15,27784"
03/04/2008 4.00,"0,625004","44,300732","6,004104","35,119097","1,300279","28,13336","7,313247","15,27784",
03/04/2008 5.00,"0,631901","33,031348","3,261739","28,049612","1,185326","67,470123","28,13336","1,3999","15,27784"
03/04/2008 6.00,"0,727945","38,54089","3,56795","33,093126","1,169856","61,112556","28,13336","1,075071","15,27784"
03/04/2008 7.00,"0,671915","75,636941","10,937312","58,90782","1,225143","40,582829","28,13336","1,124293","15,27784"
03/04/2008 8.00,"0,805248","141,409107","30,518741","94,681049","1,418193","18,964382","28,13336","1,4238","15,27784"
03/04/2008 9.00,"0,842733","116,892433","21,697837","83,681586","2,134234","45,128595","28,13336","2,157057","15,27784"
03/04/2008 10.00,"1,227179","95,267959","20,951756","63,186892","1,104033","63,841119","28,13336","2,252146","15,27784"
03/04/2008 11.00,"1,037083","66,871991","14,62115","44,484552","0,945396","76,795932","28,13336","1,595673","15,27784"
03/04/2008 12.00,"1,031083","78,782123","20,183693","48,330138","1,235285","68,382814","28,13336","1,366848","15,27784"
03/04/2008 13.00,"1,049623","55,855505","12,62146","36,528587","1,056403","77,374142","28,13336","1,14565","15,27784"
03/04/2008 14.00,"0,964533","74,35942","15,819766","50,171833","0,817815","62,879688","28,13336","0,936657","15,27784"
03/04/2008 15.00,"0,657772","55,004683","10,89671","38,323552","0,847608","68,155326","28,13336","0,85072","15,27784"
03/04/2008 16.00,"0,712825","52,395165","11,526047","34,746622","0,823378","67,378054","28,13336","1,016491","15,27784"
03/04/2008 17.00,"0,853216","56,361323","11,487987","38,773905","0,821444","62,867496","28,13336","1,051324","15,27784"
03/04/2008 18.00,"0,889295","47,775353","10,137106","32,257293","0,846819","72,057884","28,13336","0,858094","15,27784"
03/04/2008 19.00,"0,774428","55,693384","9,945937","40,471532","1,110032","63,751739","28,13336","1,167516","15,27784"
03/04/2008 20.00,"0,936553","92,754425","14,974724","69,842372","2,273456","41,414245","28,13336","4,031896","15,27784"
03/04/2008 21.00,"1,139089","61,57904","10,593882","45,372294","1,493762","50,607345","28,13336","5,274162","15,27784"
03/04/2008 22.00,"0,933365","35,218025","5,768948","26,396115","0,844058","61,900662","28,13336","1,637878","15,27784"
03/04/2008 23.00,"0,782108","33,770623","5,291868","25,674487","0,798083","60,366444","28,13336","0,904266","15,27784"
04/04/2008 0.00,"0,741624","32,009326","5,119308","24,176742","0,762922","60,931111","28,13336","0,799311","15,27784"
04/04/2008 1.00,"0,708928","20,988941","2,691612","16,873627","0,715016","68,430219","15,92172","0,610098","9,088998"
04/04/2008 2.00,"0,767415","24,03034","3,219445","19,107272","0,701203","67,180368","15,92172","0,528077","9,088998"
04/04/2008 3.00,"0,904719","31,188332","4,825784","23,805546","0,761897","66,474853","15,92172","0,496143","9,088998"
04/04/2008 4.00,"0,979298","31,329706","6,857603","20,871066","0,754833","69,418716","15,92172","0,854127","9,088998"
04/04/2008 5.00,"1,063888","43,746922","8,268542","31,111278","0,79315","62,163363","15,92172","0,622201","9,088998"
04/04/2008 6.00,"1,307872","79,990908","18,918249","51,019329","0,92164","49,943828","15,92172","0,822905","9,088998"
04/04/2008 7.00,"1,509343","106,59962","27,033687","66,120076","1,118122","43,189497","15,92172","1,382103","9,088998"
04/04/2008 8.00,"1,416733","132,012545","32,226594","82,657573","1,513019","35,480515","15,92172","1,623132","9,088998"
04/04/2008 9.00,"1,431069","123,086776","38,372797","65,06362","1,17183","41,452171","15,92172","1,536178","9,088998"
04/04/2008 10.00,"1,201663","82,636735","20,549962","51,313947","1,026569","47,16248","15,92172","1,479226","9,088998"
04/04/2008 11.00,"1,176647","54,693388","10,97961","37,886163","1,184143","60,778094","15,92172","1,567197","9,088998"
04/04/2008 12.00,"1,197337","59,297676","10,39002","43,39693","1,205965","56,595237","15,92172","1,110564","9,088998"
04/04/2008 13.00,"1,102575","52,639004","6,871984","42,131513","1,65236","60,549248","15,92172","1,222942","9,088998"
04/04/2008 14.00,"1,079979","48,606711","6,937117","37,996488","2,139206","59,468677","15,92172","0,940979","9,088998"
04/04/2008 15.00,"0,932467","53,079967","9,125426","39,115254","0,967297","67,252126","15,92172","1,915011","9,088998"
04/04/2008 16.00,"0,87753","32,176607","4,016271","26,036601","1,20778","75,833143","15,92172","0,962387","9,088998"
04/04/2008 17.00,"0,941472","33,279068","3,639851","27,717345","0,864972","71,482383","15,92172","0,83272","9,088998"
