SIMAGE Brindisi,,,,,,,
,Via Taranto,,,,,,,
Parm,SO2,NOX,NO2,CO,O3,BENZENE,PM10



12/01/2010 11.00,"0,90334923","58,30418384","37,65255712","0,36868289","55,92529635",,"17,89999962"
12/01/2010 12.00,"0,33290783","33,941824","23,09172112","0,32554178","72,56607015","1,2850812","17,89999962"
12/01/2010 13.00,"0,03070018","27,01338608","18,37397393","0,32297179","81,153408","1,626183","17,89999962"
12/01/2010 14.00,"0,00011696","35,07149096","22,83086696","0,36293595","78,1628232","1,6226235","17,89999962"
12/01/2010 15.00,,"24,169114","17,3356738","0,30089154","85,8577776","1,687203","17,89999962"
12/01/2010 16.00,"0,00035087","44,9557088","30,16512688","0,40326825","76,65250845","1,4609205","17,89999962"
12/01/2010 17.00,"0,05718998","47,91152696","33,40590952","0,3732893","74,7229644","1,7965305","17,89999962"
12/01/2010 18.00,"0,31232477","67,13269088","47,63319712","0,4655375","62,2744836","2,17638","17,89999962"
12/01/2010 19.00,"0,63581823","50,86214448","37,18144032","0,47258691","67,61998635","1,8138195","17,89999962"
12/01/2010 20.00,"0,79370545","69,95231728","52,99211248","0,45451893","52,4089692","2,091969","17,89999962"
12/01/2010 21.00,"0,7449942","79,9429188","54,3107424","0,53619242","51,15880245","2,132649","17,89999962"
12/01/2010 22.00,"0,3418554","68,85767816","52,79871368","0,50686121","49,2217572","2,159091","17,89999962"
12/01/2010 23.00,"0,3797478","40,24771472","31,94711088","0,3760853","60,5231529","1,729917","17,89999962"
13/01/2010 0.00,"0,36518741","36,57724832","30,26376696","0,38702349","56,6579202","1,50516","17,89999962"
13/01/2010 1.00,"0,25314554","35,9378564","27,86011528","0,42421495","54,8745099","1,553976","27,70000076"
13/01/2010 2.00,"0,08800711","18,63104042","16,47518776","0,36060828","64,71339105","1,5361785","27,70000076"
13/01/2010 3.00,"0,03134394","14,78680763","13,1110945","0,3430261","60,38045055","1,3836285","27,70000076"
13/01/2010 4.00,"0,06297976","15,50144249","13,74575614","0,34314726","58,336194","1,378035","27,70000076"
13/01/2010 5.00,"0,08444049","14,09681846","12,48812093","0,32791488","59,6293929","1,309896","27,70000076"
13/01/2010 6.00,"0,03590519","28,30127104","22,0365648","0,40586154","46,40459775","1,37295","27,70000076"
13/01/2010 7.00,"0,10350416","83,45510984","49,81102248","0,50268818","23,20023405","1,539738","27,70000076"
13/01/2010 8.00,"1,84049846","229,4759456","78,0682984","1,03162847","21,7807317","2,0487465","27,70000076"
13/01/2010 9.00,"7,71016481","388,6315904","102,4214615","1,56842785","21,29185695","4,8515985","27,70000076"
13/01/2010 10.00,"6,03217278","296,7087488","93,357224","1,04536149","22,80969285","5,43688302","27,70000076"
13/01/2010 11.00,"2,1393734","131,6312194","63,07397376","0,61389675","37,8465864","3,548313","27,70000076"
13/01/2010 12.00,"0,36255643","63,60749824","41,15161272","0,41088502","58,693299","2,289267","27,70000076"
13/01/2010 13.00,"0,00836177","54,09160808","36,88810128","0,42883301","67,1290767","2,035017","27,70000076"
13/01/2010 14.00,"0,00046782","51,93085688","34,40009216","0,40112115","68,6503041","1,8107685","27,70000076"
13/01/2010 15.00,"0,00350865","56,59994176","40,93356824","0,39315954","59,9898894","1,9195875","27,70000076"
13/01/2010 16.00,"0,01801107","55,09806576","41,0789376","0,37191227","64,0811157","1,676016","27,70000076"
13/01/2010 17.00,"0,02765935","43,8247608","35,81088048","0,35724609","66,2987976","1,9175535","27,70000076"
13/01/2010 18.00,"0,01719239","42,18669304","33,74207736","0,33757506","69,7748457","1,40346","27,70000076"
13/01/2010 19.00,"0,05327249","53,18373312","35,64214648","0,37738078","68,8134951","1,4588865","27,70000076"
13/01/2010 20.00,"0,1111642","48,36027336","37,14249288","0,43730023","66,0414027","1,6673715","27,70000076"
13/01/2010 21.00,"0,0997616","60,21463512","51,79806848","0,42595546","52,2676434","1,8382275","27,70000076"
13/01/2010 22.00,"2,82407781","224,6190832","85,25462688","0,98480712","34,24491315","2,073663","27,70000076"
13/01/2010 23.00,"2,25515682","120,5978895","64,16809664","0,79490863","32,6308185","4,258179","27,70000076"
14/01/2010 0.00,"1,11649718","68,32203136","52,12253488","0,62013649","30,9771231","2,886246","27,70000076"
14/01/2010 1.00,,"43,28133216","35,66292992","0,57870909","43,0009083","2,6660655","28,60000038"
14/01/2010 2.00,"0,29276074",,,"0,39763897","65,2043007","2,222145","28,60000038"
14/01/2010 3.00,"0,08488696","22,10302592","20,25328064",,"63,4345362","1,6338105","28,60000038"
14/01/2010 4.00,"0,03162463","19,41959128","17,60563482","0,38988356",,"1,6907625","28,60000038"
14/01/2010 5.00,"0,00123972","17,35611499","15,33954198","0,36238723","56,10305085","1,4599035","28,60000038"
14/01/2010 6.00,"0,12100266","28,48933536","24,63099584","0,40578931","47,75860425","1,563129","28,60000038"
14/01/2010 7.00,"0,28504679","53,6622876","44,43912464","0,46157417","39,5403015","1,6246575","28,60000038"
14/01/2010 8.00,"0,49978736","72,8341984","50,45087328","0,51886537","35,54058585","1,767546","28,60000038"
14/01/2010 9.00,"0,66545056","83,77674648","53,78641464","0,60954315","36,37038615","2,012643","28,60000038"
14/01/2010 10.00,"0,3226941","69,060006","45,012782","0,44629985","48,47317335","2,002473","28,60000038"
14/01/2010 11.00,"0,25600331","61,02134616","40,1846952","0,42010832","46,82993175","1,96281","28,60000038"
14/01/2010 12.00,"0,19297168","68,44134016","43,52153672","0,45618488","51,49376295","1,741104","28,60000038"
14/01/2010 13.00,"0,01789005","41,54080032","27,7614752","0,36957645","78,44784885","1,721781","28,60000038"
14/01/2010 14.00,,"31,07810688","22,31300176","0,40409656","83,62375665","1,8473805","28,60000038"
14/01/2010 15.00,,"37,13755992","26,6803348","0,3532315","82,8075822","1,9165365","28,60000038"
14/01/2010 16.00,,"39,20882952","29,194328","0,44009972","70,49274645","1,653642","28,60000038"
14/01/2010 17.00,"0,05652791","77,2011108","51,16341832","0,80106915","52,0890111","1,9928115","28,60000038"
14/01/2010 18.00,"1,39874315","152,2453326","89,4324616","1,09870917","28,92325065","3,967317","28,60000038"
14/01/2010 19.00,"2,82830954","189,338821","97,18076512","1,04944132","21,0629307","4,8719385","28,60000038"
14/01/2010 20.00,"2,46350758","125,2747562","77,761996","0,79288502","26,9008992","3,782223","28,60000038"
14/01/2010 21.00,"1,530944","101,4415615","70,75350264","0,79847586","37,5240747","3,140496","28,60000038"
14/01/2010 22.00,"0,85498071","94,19404904","71,5750508","0,56201697","39,1864284","2,818107","28,60000038"
14/01/2010 23.00,"2,1170767","145,6229868","79,776288","0,82922953","20,121969","2,733696","28,60000038"
15/01/2010 0.00,"3,04964027","156,5668542","68,34723152","1,00778908","18,81692978","3,403899","28,60000038"
15/01/2010 1.00,"3,29634108","152,9353352","63,75147184","1,01325875","17,9707605","3,877821","36,40000153"
15/01/2010 2.00,"2,0575883","96,8061852","50,60660568","0,77619174","17,26709208","3,4939035","36,40000153"
15/01/2010 3.00,"1,49857493","56,35614264","39,4747696","0,69981667","19,20285255","3,167955","36,40000153"
15/01/2010 4.00,"1,09965566","45,9531036","37,2644976","0,63016714","19,74901772","2,838447","36,40000153"
15/01/2010 5.00,"0,86596025","58,75294936","35,424102","0,66930765","16,643886","2,986929","36,40000153"
15/01/2010 6.00,"1,79076716","118,8054469","43,86936776","0,73628233","16,29886472","3,032694","36,40000153"
15/01/2010 7.00,"5,72572932","248,7986176","58,75855152","1,16949341","16,93570862","3,550347","36,40000153"
15/01/2010 8.00,"9,0255699","450,4572576","95,58827944","1,59646591","18,35123094","5,7953745","36,40000153"
15/01/2010 9.00,"20,46565035","856,7954976","140,0170028","3,18584162","20,3272146","8,5666995","36,40000153"
15/01/2010 10.00,"15,26656329","588,058544","117,217225","2,29065096","18,67169777","11,802285","36,40000153"
15/01/2010 11.00,"4,47298059","166,9517674","76,59909848","0,77307187","32,59432995","5,414508","36,40000153"
15/01/2010 12.00,"0,37390005","67,01724432","40,67269496","0,4043715","62,60990295","2,506905","36,40000153"
15/01/2010 13.00,"0,00123972","57,40539088","34,98933232","0,41092812","61,81010745","1,726866","36,40000153"
15/01/2010 14.00,,"60,85660824","35,10093576","0,43633211","53,4997554","1,936368","36,40000153"
15/01/2010 15.00,"0,00024815","46,79354232","30,11061576","0,35983588","52,38903915","1,954674","36,40000153"
15/01/2010 16.00,"0,00049528","47,51595328","31,43574648","0,3752966","51,6205851","1,400409","36,40000153"
15/01/2010 17.00,"0,00272658","52,42889464","37,44619496","0,35744414","51,90832395","1,4822775","36,40000153"
15/01/2010 18.00,"0,09262938","73,3516812","47,96284504","0,36627717","51,33555945","1,459395","36,40000153"
15/01/2010 19.00,"0,70121642","95,19144384","56,85458192","0,36716839","49,3582152","1,4904135","36,40000153"
15/01/2010 20.00,"0,80150075","87,69231216","50,80390496","0,3524859","50,08984155","1,684152","36,40000153"
15/01/2010 21.00,"0,12129454","48,6585836","33,355318","0,36336001","66,2407431","1,4039685","36,40000153"
15/01/2010 22.00,"0,04849463","52,3043852","33,19306568","0,35189408","62,05692885","1,4334615","36,40000153"
15/01/2010 23.00,"0,05469121","38,79507272","26,04828496","0,33597086","63,05925675","1,6002495","36,40000153"
16/01/2010 0.00,"0,24203481","61,47009256","36,25215096","0,35254298","56,80876215","1,493973","36,40000153"
16/01/2010 1.00,,"15,89053258","12,21946198","0,31943951","67,50627135","1,799073","25,89999962"
16/01/2010 2.00,"0,50580597",,,"0,31040377","64,96843185","1,5138045","25,89999962"
16/01/2010 3.00,"0,04611485","21,2898332","19,35385672",,"66,53462655","1,6887285","25,89999962"
16/01/2010 4.00,"0,03103681","15,87886173","14,34797113","0,33672112",,"1,5209235","25,89999962"
16/01/2010 5.00,"0,04942112","13,18245034","12,33497355","0,32512005","65,60395905","1,653642","25,89999962"
16/01/2010 6.00,"0,05122832","11,88028848","10,73858548","0,33357911","66,11779125","1,5514335","25,89999962"
16/01/2010 7.00,"0,11347889","11,60273491","9,44591287","0,34018583","65,6747616","1,732968","25,89999962"
16/01/2010 8.00,"0,45175547","13,85817409","9,69770033","0,35319771","63,98964495","1,721781","25,89999962"
16/01/2010 9.00,"0,17572946","22,32481792","15,50048075","0,39150524","57,55130115","1,785852","25,89999962"
16/01/2010 10.00,"0,07807712","16,07989323","12,09097176","0,39259335","58,8116025","2,025864","25,89999962"
16/01/2010 11.00,"0,02345405","15,27447088","10,44657146","0,39859543","59,15887215","2,142819","25,89999962"
16/01/2010 12.00,"0,01424003","16,99036851","11,7106979","0,42687464","58,36789455","2,2297725","25,89999962"
16/01/2010 13.00,"0,00670101","23,15357432","14,94628946","0,47634054","58,2842841","2,249604","25,89999962"
16/01/2010 14.00,"0,02512905","26,0250924","15,76264846","0,49096362","62,3868021","2,3701185","25,89999962"
16/01/2010 15.00,"0,001675","15,80493234","11,73794773","0,44604821","71,4590247","2,3507955","25,89999962"
16/01/2010 16.00,"0,00837601","19,1005454","13,94952945","0,45080141","71,93509155","2,2572315","25,89999962"
16/01/2010 17.00,"0,28740115","20,76324928","15,34214612","0,49716725","71,22032295","2,140785","25,89999962"
16/01/2010 18.00,"0,45180022","24,72422496","17,64975995","0,44959331","72,2918175","2,397069","25,89999962"
16/01/2010 19.00,"0,3739865","27,04451344","19,8626208","0,42977433","75,3113697","1,9826415","25,89999962"
16/01/2010 20.00,"0,6421216","33,0559944","24,46876264","0,46594758","70,85755215","1,9917945","25,89999962"
16/01/2010 21.00,"1,05649214","40,39426952","28,58952416","0,47944177","67,51496955","2,051289","25,89999962"
16/01/2010 22.00,"0,72742959","40,76777872","27,24622944","0,43376212","66,64510965","2,0375595","25,89999962"
16/01/2010 23.00,"1,12315141","42,69509384","27,97431904","0,40274516","67,1393709","1,873314","25,89999962"
17/01/2010 0.00,"0,89976431","28,68388136","21,91325992","0,41732747","70,6289451","1,7894115","25,89999962"
17/01/2010 1.00,"0,50549782","19,48314616","15,42260499","0,36959159","72,46105335","1,6805925",46
17/01/2010 2.00,"0,45947043","21,25740568","16,85805429","0,36097176","69,99778695","1,6022835",46
17/01/2010 3.00,"0,63987301","26,79549456","23,73417224","0,37567522","54,2208681","1,6155045",46
17/01/2010 4.00,"0,66531123","25,84869128","23,22800848","0,38050881","50,9821452","1,697373",46
17/01/2010 5.00,"0,67664163","22,79951016","19,7860452","0,35090033","54,6011949","1,703475",46
17/01/2010 6.00,"0,48067691","18,50782922","15,33825138","0,36379222","58,0024305","1,5677055",46
17/01/2010 7.00,"0,77133958","21,90978008","19,13971272","0,38860556","54,64231185","1,770597",46
17/01/2010 8.00,"0,46436423","30,08721288","24,83605784","0,42824352","50,1304797","1,809243",46
17/01/2010 9.00,"0,92401162","34,97032704","26,26242896","0,50328932","49,68409845","1,81026",46
17/01/2010 10.00,"0,76150824","36,6887944","26,77509352","0,49060131","50,9747238",,46
17/01/2010 11.00,"0,64741203","38,30483592","26,8918976","0,51589812","53,40158145",,46
17/01/2010 12.00,"0,16907218","35,5098552","25,7653472","0,51106453","58,2923838",,46
17/01/2010 13.00,"0,04122104","44,07768016","32,65445528","0,51871742","53,93564295",,46
17/01/2010 14.00,"0,17643425","47,70271744","37,38130168","0,54965516","53,03138925",,46
17/01/2010 15.00,"0,95099263","39,38651168","32,62849032","0,50256469","56,84866215",,46
17/01/2010 16.00,"1,08916022","44,13471512","35,2865336","0,56983645","54,24514725",,46
17/01/2010 17.00,"1,24729965","59,63487848","47,382706","0,63416775","44,3543163",,46
17/01/2010 18.00,"1,95921084","75,2258236","56,68844824","0,73837817","38,0029545",,46
17/01/2010 19.00,"2,42388322","82,13221616","59,00904264","0,85672819","35,93212455",,46
17/01/2010 20.00,"3,58865332","120,0920508","76,80286032","0,8570905","25,64885715",,46
17/01/2010 21.00,"3,82583908","76,86387224","55,1309904","0,98994128","36,11825805",,46
17/01/2010 22.00,"3,30649786","68,73186856","50,25879376","0,86220718","35,15666805",,46
17/01/2010 23.00,"2,31366686","53,58320728","41,94073336","0,73954666","38,6226414",,46
18/01/2010 0.00,"1,80049883","50,44712576","39,12175704","0,67368455","38,4419343",,46
18/01/2010 1.00,,"28,9432824","23,80686648","0,57374386","48,4656123",,"25,20000076"
18/01/2010 2.00,"0,68934803",,,"0,53048042","52,3375083",,"25,20000076"
18/01/2010 3.00,"0,46737049","26,88237584","24,80491136",,"53,4319254",,"25,20000076"
18/01/2010 4.00,"0,0315148","23,82541288","21,66016848","0,45935368",,,"25,20000076"
18/01/2010 5.00,"0,34250526","27,38431408","24,20010752","0,40497847","50,4150864",,"25,20000076"
18/01/2010 6.00,"0,10273429","21,89291624","18,63484147","0,38626391","54,53725515",,"25,20000076"
18/01/2010 7.00,"0,12968987","29,4516832","25,66670712","0,40546078","50,86011105",,"25,20000076"
18/01/2010 8.00,"0,42532059","64,9952852","45,9770992","0,52137711","43,4036589",,"25,20000076"
18/01/2010 9.00,"0,7283876","69,3803616","46,87524208","0,54021283","36,2933991",,"25,20000076"
18/01/2010 10.00,"0,18608049","57,63364544","38,4157128","0,477304","44,2069656",,"25,20000076"
18/01/2010 11.00,"0,32205542","58,7633124","39,4994344","0,52958803","37,64459265",,"25,20000076"
18/01/2010 12.00,"0,36273339","61,24571936","40,69475944","0,5474568","39,64517865",,"25,20000076"
18/01/2010 13.00,"0,06356148","41,2269264","27,51488456","0,4381833","62,9563347",,"25,20000076"
18/01/2010 14.00,"0,00031019","26,86033048","17,34086297","0,38843663","73,394853",,"25,20000076"
18/01/2010 15.00,"0,00031019","28,01982464","18,88533259","0,35354139","76,3668045",,"25,20000076"
18/01/2010 16.00,,"21,86308904","15,73669114","0,37209634","80,5333221",,"25,20000076"
18/01/2010 17.00,"0,02438868","24,02904088","18,05729319","0,40739351","79,05373035",,"25,20000076"
18/01/2010 18.00,"0,081001","24,83187056","19,47326112","0,39274364","73,72692075",,"25,20000076"
18/01/2010 19.00,"0,05001708","26,00302792","20,47002496","0,38831547","72,21977805",,"25,20000076"
18/01/2010 20.00,"0,05882531","41,20488104","30,53242208","0,45798597","67,42335915",,"25,20000076"
18/01/2010 21.00,"0,16479061","47,78313616","33,7680232","0,44546921","60,2008407",,"25,20000076"
18/01/2010 22.00,"0,04063322","31,39324272","22,1248036","0,39483598","55,4891295",,"25,20000076"
18/01/2010 23.00,"0,04103188","25,10423496","17,79511593","0,3674678","52,8969861",,"25,20000076"
19/01/2010 0.00,"0,13013227","17,23290189","12,50369417","0,34170732","64,2577929",,"25,20000076"
19/01/2010 1.00,"0,02748748","8,60153543","6,99682825","0,31630566","62,3567175",,"15,10000038"
19/01/2010 2.00,"0,02509651","5,98683528","5,06689178","0,28101315","69,06899475",,"15,10000038"
19/01/2010 3.00,"0,13584272","5,4459974","4,79563825","0,2757823","70,0618863",,"15,10000038"
19/01/2010 4.00,"0,04386423","6,51989132","5,78072359","0,27489573","68,1473646",,"15,10000038"
19/01/2010 5.00,"0,06298586","4,33578695","3,5743406","0,26374668","72,8503377",,"15,10000038"
19/01/2010 6.00,"0,0218655","5,71447088","4,18563759","0,24599791","76,02464205",,"15,10000038"
19/01/2010 7.00,"0,00619658","14,38863746","10,85409514","0,27473496","74,1813618",,"15,10000038"
19/01/2010 8.00,"0,01854601","26,79289424","19,36553904","0,34267427","68,21593275",,"15,10000038"
19/01/2010 9.00,"0,13716991","29,4996744","18,48299617","0,34484699","66,8721207",,"15,10000038"
19/01/2010 10.00,"0,08365639","23,0316652","14,15199113","0,32959365","68,5708632",,"15,10000038"
19/01/2010 11.00,"0,00031019","20,91370456","14,0105299","0,32303237","71,6981055","0,3381525","15,10000038"
19/01/2010 12.00,"0,00031019","17,82561998","10,66461594","0,32162388","72,17540925","0,92674125","15,10000038"
19/01/2010 13.00,"0,00031019","22,73985576","14,52318107","0,37567755","71,02856355","1,1985345","15,10000038"
19/01/2010 14.00,"0,00031019","27,44916912","17,28765201","0,36959975","70,8806742","1,262097","15,10000038"
19/01/2010 15.00,"0,00092954","21,98241696","15,03843448","0,34050038","72,36968235","1,251927","15,10000038"
19/01/2010 16.00,,"22,48953672","15,76264846","0,3456124","72,51623505","1,5382125","15,10000038"
19/01/2010 17.00,,"21,7658256","15,03714197","0,36428735","73,75784325","1,144125","15,10000038"
19/01/2010 18.00,,"29,21174632","20,45834264","0,42791965","69,850137","1,498041","15,10000038"
19/01/2010 19.00,"0,01602284","36,20111968","25,3214764","0,48088637","65,947119","1,852974","15,10000038"
19/01/2010 20.00,"0,02182177","42,90390336","28,70632824","0,50571951","64,9663371","1,845855","15,10000038"
19/01/2010 21.00,"0,00371815","34,86394336","24,73483656","0,48012213","65,89267545","1,7111025","15,10000038"
19/01/2010 22.00,"0,00154889","21,54663392","16,21950747","0,40332883","69,3405741","1,49499","15,10000038"
19/01/2010 23.00,"0,00433751","18,86319928","14,17925051","0,45826673","66,67583265","1,696356","15,10000038"
