Stat,Surbo-ENEL,,,,,  ,
Parm,SO2,NO2,NOX,PM10,,,
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3,,,
Field,Aver,Aver,Aver,Aver,,,
03/03/2014 17.00,"6,7","12,9","15,0",,,,
03/03/2014 18.00,"4,6","9,9","11,3","8,5",,,
03/03/2014 19.00,"4,1","16,4","22,6",,,,
03/03/2014 20.00,"3,6","42,0","57,1","5,9",,,
03/03/2014 21.00,"3,6","37,3","48,4",,,,
03/03/2014 22.00,"3,6","49,0","72,0","5,4",,,
03/03/2014 23.00,"3,9","47,4","65,3",,,,
04/03/2014 0.00,"5,0","47,5","54,9","32,2",,,
04/03/2014 1.00,"4,7","30,6","42,8",,,,
04/03/2014 2.00,"3,0","13,4","16,7","52,7",,,
04/03/2014 3.00,"3,8","11,7","14,4",,,,
04/03/2014 4.00,"3,5","8,8","10,8","44,7",,,
04/03/2014 5.00,"2,5","8,1","10,1",,,,
04/03/2014 6.00,"3,0","8,6","10,0","27,4",,,
04/03/2014 7.00,"3,9","10,0","11,2",,,,
04/03/2014 8.00,"4,0","17,7","20,1","23,7",,,
04/03/2014 9.00,"3,4","16,8","19,2",,,,
04/03/2014 10.00,"3,8","25,7","29,4","13,9",,,
04/03/2014 11.00,"3,8","21,9","25,0",,,,
04/03/2014 12.00,"3,9","11,5","14,3","15,6",,,
04/03/2014 13.00,"4,1","11,9","14,6",,,,
04/03/2014 14.00,"4,3","9,3","12,7","9,3",,,
04/03/2014 15.00,"4,5","3,1","4,3",,,,
04/03/2014 16.00,"3,8","2,7","3,8","7,8",,,
04/03/2014 17.00,"3,3","3,4","4,5",,,,
04/03/2014 18.00,"3,2","17,5","19,6","5,9",,,
04/03/2014 19.00,"4,2","36,9","41,1",,,,
04/03/2014 20.00,"3,8","36,0","42,5","3,9",,,
04/03/2014 21.00,"2,0","30,8","38,7",,,,
04/03/2014 22.00,"3,8","21,1","27,4","19,8",,,
04/03/2014 23.00,"4,3","21,9","29,4",,,,
05/03/2014 0.00,"3,8","23,1","33,1","25,2",,,
05/03/2014 1.00,"4,2",,,,,,
05/03/2014 2.00,,"9,2","11,5","42,0",,,
05/03/2014 3.00,"3,7","8,9","11,0",,,,
05/03/2014 4.00,"4,1","9,2","16,4","35,7",,,
05/03/2014 5.00,"3,5","10,0","20,1",,,,
05/03/2014 6.00,"3,8","17,9","35,3","19,3",,,
05/03/2014 7.00,"3,8","17,5","29,7",,,,
05/03/2014 8.00,"3,1","15,1","34,0","11,5",,,
05/03/2014 9.00,"2,8","13,0","23,7",,,,
05/03/2014 10.00,"1,1","5,6","8,1","17,8",,,
05/03/2014 11.00,"3,4","4,4","5,7",,,,
05/03/2014 12.00,"4,3","5,7","7,4","27,6",,,
05/03/2014 13.00,"2,7","6,7","8,6",,,,
05/03/2014 14.00,"3,2","10,9","13,9","15,1",,,
05/03/2014 15.00,"3,7","7,8","10,5",,,,
05/03/2014 16.00,"3,3","10,4","13,5","9,3",,,
05/03/2014 17.00,"4,0","11,6","15,3",,,,
05/03/2014 18.00,"3,6","9,8","13,3","6,3",,,
05/03/2014 19.00,"3,3","10,9","14,6",,,,
05/03/2014 20.00,"2,3","14,6","19,4","8,5",,,
05/03/2014 21.00,"2,9","16,9","22,4",,,,
05/03/2014 22.00,"3,6","16,3","22,3","12,2",,,
05/03/2014 23.00,"3,8","8,8","12,3",,,,
06/03/2014 0.00,"3,5","8,7","12,4","25,9",,,
06/03/2014 1.00,"3,7","7,0","9,4",,,,
06/03/2014 2.00,"3,0","8,3","10,3","17,8",,,
06/03/2014 3.00,"3,2","7,5","9,3",,,,
06/03/2014 4.00,"3,1","11,3","16,4","15,6",,,
06/03/2014 5.00,"4,4","8,5","14,2",,,,
06/03/2014 6.00,"3,4","8,3","10,7","9,5",,,
06/03/2014 7.00,"4,3","7,2","8,9",,,,
06/03/2014 8.00,"4,6","16,3","20,1","5,9",,,
06/03/2014 9.00,"3,3","15,0","19,6",,,,
06/03/2014 10.00,"3,5","6,8","9,0","16,6",,,
06/03/2014 11.00,"3,7","6,7","8,7",,,,
06/03/2014 12.00,"3,8","5,0","6,7","13,4",,,
06/03/2014 13.00,"3,5","4,8","6,3",,,,
06/03/2014 14.00,"3,3","4,8","6,1","10,7",,,
06/03/2014 15.00,"3,5","5,2","6,5",,,,
06/03/2014 16.00,"3,7","5,5","7,1","7,8",,,
06/03/2014 17.00,"3,5","7,8","9,8",,,,
06/03/2014 18.00,"2,5","9,1","10,8","6,1",,,
06/03/2014 19.00,"1,3","8,6","10,7",,,,
06/03/2014 20.00,"3,1","7,8","10,4","15,9",,,
06/03/2014 21.00,"3,1","7,7","10,9",,,,
06/03/2014 22.00,"3,1","10,0","12,8","17,1",,,
06/03/2014 23.00,"3,5","9,3","11,7",,,,
07/03/2014 0.00,"3,8","10,4","13,5","15,6",,,
07/03/2014 1.00,"2,9",,,,,,
07/03/2014 2.00,,"8,9","13,1","18,3",,,
07/03/2014 3.00,"2,4","8,9","14,9",,,,
07/03/2014 4.00,"2,1","12,1","18,7","14,7",,,
07/03/2014 5.00,"2,4","9,0","18,8",,,,
07/03/2014 6.00,"2,2","6,8","16,9","7,8",,,
07/03/2014 7.00,"2,9","5,4","16,3",,,,
07/03/2014 8.00,"3,4","8,6","20,1","11,0",,,
07/03/2014 9.00,"2,2","7,8","15,7",,,,
07/03/2014 10.00,"3,6","7,4","11,5","16,4",,,
07/03/2014 11.00,"5,6","6,6","9,3",,,,
07/03/2014 12.00,"5,9","6,5","9,0","20,0",,,
07/03/2014 13.00,"5,0","8,0","11,2",,,,
07/03/2014 14.00,"3,8","8,3","11,1","11,5",,,
07/03/2014 15.00,"3,8","7,0","9,1",,,,
07/03/2014 16.00,"4,4","8,8","11,1","6,1",,,
07/03/2014 17.00,"2,4","14,8","18,7",,,,
07/03/2014 18.00,"2,1","12,7","16,9","8,5",,,
07/03/2014 19.00,"3,0","10,0","12,6",,,,
07/03/2014 20.00,"3,2","8,4","10,4","9,3",,,
07/03/2014 21.00,"2,1","8,6","10,8",,,,
07/03/2014 22.00,"1,5","7,8","9,7","14,7",,,
07/03/2014 23.00,"2,6","10,9","13,1",,,,
08/03/2014 0.00,"1,7","15,3","19,0","8,8",,,
08/03/2014 1.00,"2,3","12,6","16,3",,,,
08/03/2014 2.00,"2,3","9,6","13,2","6,8",,,
08/03/2014 3.00,"2,7","10,1","14,2",,,,
08/03/2014 4.00,"3,7","9,9","12,2","8,1",,,
08/03/2014 5.00,"2,4","9,8","11,8",,,,
08/03/2014 6.00,"3,2","8,6","10,4","12,0",,,
08/03/2014 7.00,"2,8","10,5","15,4",,,,
08/03/2014 8.00,"2,8","11,9","17,6","18,1",,,
08/03/2014 9.00,"2,8","8,3","12,0",,,,
08/03/2014 10.00,"3,4","6,3","9,0","26,1",,,
08/03/2014 11.00,"3,3","5,6","8,0",,,,
08/03/2014 12.00,"2,5","4,8","6,5","13,9",,,
08/03/2014 13.00,"4,2","5,8","7,7",,,,
08/03/2014 14.00,"3,0","4,9","6,4","8,1",,,
08/03/2014 15.00,"3,3","4,4","5,7",,,,
08/03/2014 16.00,"2,9","4,6","6,0","10,3",,,
08/03/2014 17.00,"2,1","4,6","5,9",,,,
08/03/2014 18.00,"2,4","6,7","8,2","8,5",,,
08/03/2014 19.00,"1,9","7,4","8,9",,,,
08/03/2014 20.00,"1,8","4,1","5,5","16,6",,,
08/03/2014 21.00,"3,0","4,3","5,5",,,,
08/03/2014 22.00,"1,4","10,0","11,2","20,0",,,
08/03/2014 23.00,"2,7","7,3","8,9",,,,
09/03/2014 0.00,"3,6","5,2","6,5","18,8",,,
09/03/2014 1.00,"3,4",,,,,,
09/03/2014 2.00,,"6,4","7,7","21,5",,,
09/03/2014 3.00,"3,0","5,1","6,5",,,,
09/03/2014 4.00,"2,8","5,6","7,0","11,7",,,
09/03/2014 5.00,"2,7","5,7","7,0",,,,
09/03/2014 6.00,"2,5","6,6","8,1","17,8",,,
09/03/2014 7.00,"2,3","7,7","9,2",,,,
09/03/2014 8.00,"3,6","6,2","7,6","21,2",,,
09/03/2014 9.00,"3,6","5,0","6,2",,,,
09/03/2014 10.00,"3,3","4,7","6,0","23,2",,,
09/03/2014 11.00,"2,6","4,6","5,8",,,,
09/03/2014 12.00,"2,3","4,6","5,8","13,7",,,
09/03/2014 13.00,"2,5","4,1","5,3",,,,
09/03/2014 14.00,"0,6","4,1","5,2","9,3",,,
09/03/2014 15.00,"1,6","4,0","5,1",,,,
09/03/2014 16.00,"2,2","4,6","6,1","14,2",,,
09/03/2014 17.00,"2,9","4,7","5,9",,,,
09/03/2014 18.00,"2,8","7,3","8,6","14,2",,,
09/03/2014 19.00,"2,8","10,5","12,0",,,,
09/03/2014 20.00,"2,4","10,2","12,0","12,2",,,
09/03/2014 21.00,"3,0","10,6","12,1",,,,
09/03/2014 22.00,"3,4","5,3","6,5","18,3",,,
09/03/2014 23.00,"2,9","6,2","7,3",,,,
10/03/2014 0.00,"2,8","4,9","6,0","16,4",,,
10/03/2014 1.00,"2,4","4,3","5,3",,,,
10/03/2014 2.00,"2,7","5,5","6,8","22,2",,,
10/03/2014 3.00,"2,2","5,1","6,1",,,,
10/03/2014 4.00,"2,3","7,2","8,8","19,3",,,
10/03/2014 5.00,"3,2","6,5","7,8",,,,
10/03/2014 6.00,"3,0","8,8","10,5","21,2",,,
10/03/2014 7.00,"2,7","14,5","18,1",,,,
10/03/2014 8.00,"2,4","12,4","16,3","13,9",,,
10/03/2014 9.00,"2,9","19,3","25,1",,,,
10/03/2014 10.00,"3,7","9,0","11,8","14,2",,,
10/03/2014 11.00,"3,4","7,5","10,0",,,,
10/03/2014 12.00,"2,5","7,0","8,8","11,5",,,
10/03/2014 13.00,,,,,,,
10/03/2014 14.00,"6,0","10,1","12,0","9,8",,,
10/03/2014 15.00,"5,5","10,0","12,6",,,,
10/03/2014 16.00,"5,3","12,6","15,5","15,4",,,
10/03/2014 17.00,"5,5","11,2","13,4",,,,
10/03/2014 18.00,"5,2","13,3","15,8","13,9",,,
10/03/2014 19.00,"4,7","19,2","21,1",,,,
10/03/2014 20.00,"5,2","18,5","20,5","15,9",,,
10/03/2014 21.00,"5,3","19,0","20,9",,,,
10/03/2014 22.00,"4,8","21,5","24,4","21,5",,,
10/03/2014 23.00,"3,7","15,4","18,8",,,,
11/03/2014 0.00,"4,2","11,0","13,1","29,1",,,
11/03/2014 1.00,"4,3",,,,,,
11/03/2014 2.00,,"11,1","12,7","27,4",,,
11/03/2014 3.00,"3,6","13,6","16,1",,,,
11/03/2014 4.00,"4,7","8,4","10,2","23,0",,,
11/03/2014 5.00,"5,1","7,2","8,5",,,,
11/03/2014 6.00,"4,8","9,2","10,6","24,4",,,
11/03/2014 7.00,"4,9","16,4","19,2",,,,
11/03/2014 8.00,"5,2","23,5","29,2","15,1",,,
11/03/2014 9.00,"4,5","20,7","27,0",,,,
11/03/2014 10.00,"4,7","15,0","18,8","22,0",,,
11/03/2014 11.00,"4,8","9,1","11,1",,,,
11/03/2014 12.00,"5,2","6,5","8,0","15,1",,,
11/03/2014 13.00,"6,0","9,3","11,6",,,,
11/03/2014 14.00,"4,7","7,2","9,1","15,1",,,
11/03/2014 15.00,"4,7","7,6","9,4",,,,
11/03/2014 16.00,"4,4","7,8","9,5","11,0",,,
11/03/2014 17.00,"4,5","10,8","12,7",,,,
11/03/2014 18.00,"4,7","10,8","12,8","19,3",,,
11/03/2014 19.00,"3,9","11,4","14,0",,,,
11/03/2014 20.00,"4,5","12,8","15,6","14,2",,,
11/03/2014 21.00,"3,8","9,2","11,0",,,,
11/03/2014 22.00,"4,4","9,6","11,1","8,1",,,
11/03/2014 23.00,"5,1","5,2","6,2",,,,
12/03/2014 0.00,"5,0","4,8","5,9","10,3",,,
12/03/2014 1.00,"5,2","7,8","8,9",,,,
12/03/2014 2.00,"4,9","7,1","8,3","12,9",,,
12/03/2014 3.00,"6,4","5,9","7,1",,,,
12/03/2014 4.00,"6,9","6,9","8,1","13,4",,,
12/03/2014 5.00,"5,7","15,0","16,8",,,,
12/03/2014 6.00,"4,2","6,8","8,3","15,6",,,
12/03/2014 7.00,"4,1","10,8","12,4",,,,
12/03/2014 8.00,"4,7","15,7","18,8","24,7",,,
12/03/2014 9.00,"4,6","14,4","18,5",,,,
12/03/2014 10.00,"7,1","8,8","11,2","29,1",,,
12/03/2014 11.00,"7,6","6,8","8,4",,,,
12/03/2014 12.00,"5,9","6,5","8,1","15,6",,,
12/03/2014 13.00,"5,3","5,6","7,5",,,,
12/03/2014 14.00,"6,0","4,1","5,3","20,0",,,
12/03/2014 15.00,"6,3","5,4","7,1",,,,
12/03/2014 16.00,"6,3","6,7","8,4","19,8",,,
12/03/2014 17.00,"8,0","8,2","9,8",,,,
12/03/2014 18.00,"6,0","8,5","10,2","22,7",,,
12/03/2014 19.00,"4,7","11,1","12,8",,,,
12/03/2014 20.00,"4,1","16,3","18,1","13,9",,,
12/03/2014 21.00,"3,6","16,8","19,0",,,,
12/03/2014 22.00,"4,0","14,1","16,3","27,8",,,
12/03/2014 23.00,"3,1","9,3","10,4",,,,
13/03/2014 0.00,"3,2","8,4","9,9","32,7",,,
13/03/2014 1.00,"3,8",,,,,,
13/03/2014 2.00,,"11,8","14,1","30,8",,,
13/03/2014 3.00,"4,7","9,4","11,1",,,,
13/03/2014 4.00,"4,5","6,5","7,7","30,0",,,
13/03/2014 5.00,"4,2","9,6","10,8",,,,
13/03/2014 6.00,"4,0","11,6","12,9","32,7",,,
13/03/2014 7.00,"4,3","19,9","25,3",,,,
13/03/2014 8.00,"4,7","20,9","26,5","33,0",,,
13/03/2014 9.00,"6,2","15,2","18,7",,,,
13/03/2014 10.00,"7,4","12,7","15,9","27,8",,,
13/03/2014 11.00,"7,7","10,3","13,2",,,,
13/03/2014 12.00,"6,9","8,5","10,5","37,9",,,
13/03/2014 13.00,"6,8","9,0","10,7",,,,
13/03/2014 14.00,"6,2","7,3","8,7","33,7",,,
13/03/2014 15.00,"7,1","7,8","9,4",,,,
13/03/2014 16.00,"6,7","8,2","10,3","20,0",,,
13/03/2014 17.00,"6,6","10,1","11,6",,,,
13/03/2014 18.00,"6,1","14,8","17,2","15,6",,,
13/03/2014 19.00,"3,3","12,3","15,7",,,,
13/03/2014 20.00,"3,4","19,5","26,2","23,2",,,
13/03/2014 21.00,"4,0","48,5","61,9",,,,
13/03/2014 22.00,"4,1","29,1","41,6","15,9",,,
13/03/2014 23.00,"4,7","50,7","91,8",,,,
14/03/2014 0.00,"3,9","45,5","81,4","9,3",,,
14/03/2014 1.00,"4,4","41,0","74,0",,,,
14/03/2014 2.00,"3,7","29,5","41,5","24,7",,,
14/03/2014 3.00,"3,9","18,7","25,8",,,,
14/03/2014 4.00,"4,1","12,7","18,1","42,5",,,
14/03/2014 5.00,"4,4","12,2","17,2",,,,
14/03/2014 6.00,"4,3","17,7","22,4","39,6",,,
14/03/2014 7.00,"4,9","23,0","28,6",,,,
14/03/2014 8.00,"4,9","31,6","40,5","37,9",,,
14/03/2014 9.00,"4,5","25,2","32,6",,,,
14/03/2014 10.00,"5,3","25,7","33,1","39,1",,,
14/03/2014 11.00,"5,7","16,7","20,4",,,,
14/03/2014 12.00,"6,0","12,8","15,1","57,4",,,
14/03/2014 13.00,"6,4","10,9","12,8",,,,
14/03/2014 14.00,"5,5","10,6","12,3","29,5",,,
14/03/2014 15.00,"6,0","10,9","12,8",,,,
14/03/2014 16.00,"6,0","10,1","11,8","25,2",,,
14/03/2014 17.00,"5,8","12,1","13,8",,,,
14/03/2014 18.00,"4,5","17,3","20,4","23,7",,,
14/03/2014 19.00,"4,7","16,4","23,7",,,,
14/03/2014 20.00,"3,5","13,5","23,4","33,7",,,
14/03/2014 21.00,"3,8","10,5","20,3",,,,
14/03/2014 22.00,"3,9","22,3","35,8","17,1",,,
14/03/2014 23.00,"4,7","48,7","76,3",,,,
15/03/2014 0.00,"5,4","47,6","87,4","21,0",,,
15/03/2014 1.00,"5,0",,,,,,
15/03/2014 2.00,,"23,0","30,0","30,8",,,
15/03/2014 3.00,"4,6","21,1","29,3",,,,
15/03/2014 4.00,"3,9","16,4","26,7","38,1",,,
15/03/2014 5.00,"4,1","15,2","24,1",,,,
15/03/2014 6.00,"4,5","18,0","28,0","22,0",,,
15/03/2014 7.00,"4,7","24,2","33,5",,,,
15/03/2014 8.00,"3,1","28,8","44,7","35,7",,,
15/03/2014 9.00,"5,7","20,5","26,0",,,,
15/03/2014 10.00,"7,5","19,0","23,1","58,6",,,
15/03/2014 11.00,"8,6","16,8","20,4",,,,
15/03/2014 12.00,"6,9","7,1","8,4","32,0",,,
15/03/2014 13.00,"6,2","5,2","6,4",,,,
15/03/2014 14.00,"6,7","5,1","6,3","29,8",,,
15/03/2014 15.00,"7,2","3,0","4,1",,,,
15/03/2014 16.00,"6,2","3,2","4,1","27,6",,,
15/03/2014 17.00,"6,1","5,0","5,7",,,,
15/03/2014 18.00,"5,5","6,7","7,5","15,1",,,
15/03/2014 19.00,"5,5","9,1","10,2",,,,
15/03/2014 20.00,"4,7","12,0","13,6","32,7",,,
15/03/2014 21.00,"3,3","15,0","16,8",,,,
15/03/2014 22.00,"7,3","16,9","20,3","34,7",,,
15/03/2014 23.00,"5,9","14,2","15,9",,,,
16/03/2014 0.00,"5,6","13,5","15,1","47,9",,,
16/03/2014 1.00,"4,9","10,6","13,1",,,,
16/03/2014 2.00,"5,6","15,0","21,9","45,9",,,
16/03/2014 3.00,"5,9","18,3","25,2",,,,
16/03/2014 4.00,"5,9","12,8","17,4","34,7",,,
16/03/2014 5.00,"6,1","7,6","9,5",,,,
16/03/2014 6.00,"7,3","11,3","14,9","35,9",,,
16/03/2014 7.00,"5,1","14,1","21,9",,,,
16/03/2014 8.00,"4,2","14,2","21,2","41,0",,,
16/03/2014 9.00,"4,9","13,7","17,4",,,,
16/03/2014 10.00,"6,7","11,5","14,6","45,9",,,
16/03/2014 11.00,"7,4","13,1","16,1",,,,
16/03/2014 12.00,"6,9","9,2","11,8","39,3",,,
16/03/2014 13.00,"6,2","6,7","8,5",,,,
16/03/2014 14.00,"6,6","5,0","6,5","29,8",,,
16/03/2014 15.00,"5,5","7,6","9,5",,,,
16/03/2014 16.00,"6,3","9,3","11,2","25,6",,,
16/03/2014 17.00,"6,5","11,7","13,9",,,,
16/03/2014 18.00,"6,1","11,8","13,2","22,0",,,
16/03/2014 19.00,"7,0","14,3","16,0",,,,
16/03/2014 20.00,"6,5","11,5","13,1","28,6",,,
16/03/2014 21.00,"6,7","15,5","17,4",,,,
16/03/2014 22.00,"5,4","16,0","17,8","29,1",,,
16/03/2014 23.00,"2,8","10,6","12,8",,,,
17/03/2014 0.00,"5,0","15,5","17,1","35,9",,,
17/03/2014 1.00,"5,7",,,,,,
17/03/2014 2.00,,"12,3","14,4","36,6",,,
17/03/2014 3.00,"5,4","9,5","12,2",,,,
17/03/2014 4.00,"5,3","7,6","8,8","37,1",,,
17/03/2014 5.00,"4,9","10,5","12,0",,,,
17/03/2014 6.00,"5,5","17,0","20,6","38,1",,,
17/03/2014 7.00,"5,0","29,0","34,3",,,,
17/03/2014 8.00,"6,0","23,1","27,5","44,2",,,
17/03/2014 9.00,"5,6","17,2","20,2",,,,
17/03/2014 10.00,"6,3","10,9","12,9","57,4",,,
17/03/2014 11.00,"6,6","8,8","10,6",,,,
17/03/2014 12.00,"4,8","7,3","9,0","55,7",,,
17/03/2014 13.00,"3,0","14,8","17,5",,,,
17/03/2014 14.00,"3,9","15,1","17,7","45,4",,,
17/03/2014 15.00,"2,6","11,8","13,7",,,,
17/03/2014 16.00,"2,1","13,1","14,6","39,3",,,
17/03/2014 17.00,"1,7","11,1","12,4",,,,
17/03/2014 18.00,"2,3","14,8","17,3","31,3",,,
17/03/2014 19.00,"2,0","15,1","18,6",,,,
17/03/2014 20.00,"2,1","32,6","38,1","37,9",,,
17/03/2014 21.00,"1,7","62,3","73,7",,,,
17/03/2014 22.00,"1,9","43,6","54,4","35,7",,,
17/03/2014 23.00,"2,1","24,9","31,6",,,,
18/03/2014 0.00,"2,1","21,7","28,4","59,1",,,
18/03/2014 1.00,"1,7","21,7","28,4",,,,
18/03/2014 2.00,"1,8","10,9","17,4","60,3",,,
18/03/2014 3.00,"1,4","18,4","26,1",,,,
18/03/2014 4.00,"1,6","17,6","22,2","55,2",,,
18/03/2014 5.00,"1,4","21,9","25,4",,,,
18/03/2014 6.00,"2,0","22,5","27,4","69,1",,,
18/03/2014 7.00,"3,0","30,7","42,4",,,,
18/03/2014 8.00,"1,9","28,7","39,3","81,6",,,
18/03/2014 9.00,"2,9","26,5","32,4",,,,
18/03/2014 10.00,"2,1","17,4","20,7","100,1",,,
18/03/2014 11.00,"3,7","18,0","20,9",,,,
18/03/2014 12.00,"2,8","19,1","21,6","68,6",,,
18/03/2014 13.00,"2,5","15,9","17,8",,,,
18/03/2014 14.00,"4,5","13,8","15,7","46,6",,,
18/03/2014 15.00,"3,1","12,1","14,0",,,,
18/03/2014 16.00,"4,3","13,2","14,8","39,6",,,
18/03/2014 17.00,"4,8","16,2","18,2",,,,
18/03/2014 18.00,"2,2","20,2","23,0","38,6",,,
18/03/2014 19.00,"3,4","21,9","27,0",,,,
18/03/2014 20.00,"2,7","16,8","24,5","46,4",,,
18/03/2014 21.00,"1,8","51,5","63,2",,,,
18/03/2014 22.00,"1,6","32,1","34,5","41,8",,,
18/03/2014 23.00,"1,0","19,0","21,6",,,,
19/03/2014 0.00,"1,5","16,7","19,0","70,8",,,
19/03/2014 1.00,"1,6",,,,,,
19/03/2014 2.00,,"15,8","17,3","84,0",,,
19/03/2014 3.00,"1,9","10,1","11,2",,,,
19/03/2014 4.00,"3,4","11,1","12,7","83,0",,,
19/03/2014 5.00,"1,6","9,6","11,0",,,,
19/03/2014 6.00,"1,8","13,4","14,6","58,1",,,
19/03/2014 7.00,"1,9","20,4","23,4",,,,
19/03/2014 8.00,"2,0","29,3","36,9","51,5",,,
19/03/2014 9.00,"2,9","21,5","28,1",,,,
19/03/2014 10.00,"3,1","8,9","11,6","45,7",,,
19/03/2014 11.00,"3,8","4,2","5,6",,,,
19/03/2014 12.00,"2,1","3,3","4,3","30,3",,,
19/03/2014 13.00,"2,8","2,9","3,9",,,,
19/03/2014 14.00,"1,9","2,9","4,1","15,1",,,
19/03/2014 15.00,"2,6","5,4","6,9",,,,
19/03/2014 16.00,"3,0","8,1","9,1","7,6",,,
19/03/2014 17.00,"4,1","13,5","15,1",,,,
19/03/2014 18.00,"3,5","13,6","14,9","3,9",,,
19/03/2014 19.00,"1,3","13,6","15,1",,,,
19/03/2014 20.00,"1,5","15,5","17,2","2,0",,,
19/03/2014 21.00,"1,4","21,0","23,1",,,,
19/03/2014 22.00,"1,4","13,6","15,4","14,2",,,
19/03/2014 23.00,"1,1","8,4","9,7",,,,
20/03/2014 0.00,"1,7","9,9","11,9","33,5",,,
20/03/2014 1.00,"1,9","9,7","11,4",,,,
20/03/2014 2.00,"1,5","8,2","9,5","44,9",,,
20/03/2014 3.00,"2,0","8,2","9,7",,,,
20/03/2014 4.00,"3,0","8,1","9,7","42,7",,,
20/03/2014 5.00,"2,0","8,7","10,4",,,,
20/03/2014 6.00,"2,2","12,1","13,9","42,0",,,
20/03/2014 7.00,"2,2","13,5","16,3",,,,
20/03/2014 8.00,"2,0","11,7","14,8","33,9",,,
20/03/2014 9.00,"1,9","9,3","11,8",,,,
20/03/2014 10.00,"1,9","6,3","8,4","24,7",,,
20/03/2014 11.00,"1,5","4,4","6,2",,,,
20/03/2014 12.00,"2,3","4,5","5,9","14,2",,,
20/03/2014 13.00,"3,3","4,8","6,4",,,,
20/03/2014 14.00,"2,5","5,5","7,5","7,8",,,
20/03/2014 15.00,"1,6","3,6","5,1",,,,
20/03/2014 16.00,"2,1","2,8","3,8","3,9",,,
20/03/2014 17.00,"2,2","4,9","6,2",,,,
20/03/2014 18.00,"2,9","10,2","11,6","2,0",,,
20/03/2014 19.00,"2,3","11,7","13,4",,,,
20/03/2014 20.00,"1,5","17,7","19,7","0,7",,,
20/03/2014 21.00,"2,0","21,5","23,5",,,,
20/03/2014 22.00,"1,8","22,7","26,6","11,5",,,
20/03/2014 23.00,"1,9","17,5","24,7",,,,
21/03/2014 0.00,"1,2","21,3","29,6","18,3",,,
21/03/2014 1.00,"0,4",,,,,,
21/03/2014 2.00,,"13,0","16,0","18,3",,,
21/03/2014 3.00,"0,9","12,9","21,1",,,,
21/03/2014 4.00,"1,0","9,5","17,4","26,9",,,
21/03/2014 5.00,"1,0","14,8","22,1",,,,
21/03/2014 6.00,"1,2","26,3","38,7","14,7",,,
21/03/2014 7.00,"3,1","32,2","71,3",,,,
21/03/2014 8.00,"2,3","29,0","54,0","12,0",,,
21/03/2014 9.00,"1,1","14,0","19,8",,,,
21/03/2014 10.00,"2,4","16,0","21,6","29,8",,,
21/03/2014 11.00,"1,9","10,4","14,1",,,,
21/03/2014 12.00,"2,4","8,5","11,0","28,8",,,
21/03/2014 13.00,"2,7","6,2","7,7",,,,
21/03/2014 14.00,"2,3","4,5","5,7","15,1",,,
21/03/2014 15.00,"0,8","4,3","5,6",,,,
21/03/2014 16.00,"0,7","4,6","5,9","10,3",,,
21/03/2014 17.00,"2,5","8,0","9,3",,,,
21/03/2014 18.00,"2,4","10,2","12,2","12,0",,,
21/03/2014 19.00,"2,0","19,9","21,9",,,,
21/03/2014 20.00,"1,8","9,9","11,4","18,8",,,
21/03/2014 21.00,"1,6","12,1","13,5",,,,
21/03/2014 22.00,"1,3","23,2","28,6","26,6",,,
21/03/2014 23.00,"1,5","22,8","29,4",,,,
22/03/2014 0.00,"1,5","22,0","29,5","25,6",,,
22/03/2014 1.00,"1,4","14,5","18,6",,,,
22/03/2014 2.00,"3,3","10,4","12,6","36,6",,,
22/03/2014 3.00,"1,6","9,3","11,3",,,,
22/03/2014 4.00,"1,5","7,2","8,7","35,4",,,
22/03/2014 5.00,"1,7","8,4","9,4",,,,
22/03/2014 6.00,"2,1","9,0","10,2","27,4",,,
22/03/2014 7.00,"1,6","11,4","13,0",,,,
22/03/2014 8.00,"1,9","15,5","18,8","23,9",,,
22/03/2014 9.00,"2,6","9,3","12,1",,,,
22/03/2014 10.00,"2,3","6,7","9,0","23,2",,,
22/03/2014 11.00,"3,0","5,1","6,9",,,,
22/03/2014 12.00,"2,1","3,0","4,2","19,8",,,
22/03/2014 13.00,"2,9","3,3","4,3",,,,
22/03/2014 14.00,"2,5","3,7","4,4","11,2",,,
22/03/2014 15.00,"3,1","2,9","3,8",,,,
22/03/2014 16.00,"2,3","2,8","4,1","7,1",,,
22/03/2014 17.00,"2,2","4,1","5,2",,,,
22/03/2014 18.00,"2,6","6,1","7,1","7,1",,,
22/03/2014 19.00,"2,3","12,8","14,3",,,,
22/03/2014 20.00,"1,9","20,7","23,4","10,3",,,
22/03/2014 21.00,"2,0","18,6","21,1",,,,
22/03/2014 22.00,"1,0","19,9","22,3","22,7",,,
22/03/2014 23.00,"2,4","16,1","18,3",,,,
23/03/2014 0.00,"2,2","18,7","22,2","25,9",,,
23/03/2014 1.00,"2,5",,,,,,
23/03/2014 2.00,,"20,1","24,0","32,2",,,
23/03/2014 3.00,"2,0","15,7","19,5",,,,
23/03/2014 4.00,"2,1","9,7","11,7","29,5",,,
23/03/2014 5.00,"2,4","8,4","10,7",,,,
23/03/2014 6.00,"2,7","12,2","20,3","31,3",,,
23/03/2014 7.00,"2,2","10,3","15,0",,,,
23/03/2014 8.00,"1,7","9,0","11,0","22,7",,,
23/03/2014 9.00,"2,9","5,7","7,7",,,,
23/03/2014 10.00,"3,5","3,7","5,0","42,5",,,
