SIMAGE Brindisi,,,,,,,
,Torchiarolo,,,,,,,
Parm,SO2,NO2,CO,PM10,O3,BENZENE,NOX



28/02/2010 8.00,,"18,9411477","0,57240062","38,59999084","24,53472945","1,79788616","26,3389472"
28/02/2010 9.00,,"25,49019128","0,67501032","38,59999084","23,980299","1,85181564","37,34895064"
28/02/2010 10.00,,"30,60899768","0,87506878","38,59999084","30,1557018","4,18888774","44,46157152"
28/02/2010 11.00,,"28,77252168","0,6126537","38,59999084","44,63136195","3,22388593","39,81193168"
28/02/2010 12.00,,"26,76729256","0,71557795","38,59999084","45,4764639","3,2403115","37,54351576"
28/02/2010 13.00,,"21,50831744","0,70697093","38,59999084","57,87437145","3,56130721","30,28175888"
28/02/2010 14.00,,"16,8372957","0,57991137","38,59999084","68,3465853","3,49615107","22,55957328"
28/02/2010 15.00,,"12,78663384","0,4864143","38,59999084","72,3688644","2,13499522","16,48325066"
28/02/2010 16.00,,"11,88071868","0,42139681","38,59999084","74,4197244","1,79736139","15,42621676"
28/02/2010 17.00,,"14,0494563","0,45288909","38,59999084","72,39577695","1,753248","17,9851477"
28/02/2010 18.00,,"14,79703683","0,47260555","38,59999084","72,6043542","1,87164002","18,69718797"
28/02/2010 19.00,,"20,04561832","0,59434572","38,59999084","69,14592195","2,24498682","25,07958928"
28/02/2010 20.00,,"21,05796496","0,53777915","38,59999084","69,0597978","2,0656887","26,40640256"
28/02/2010 21.00,,"24,66994328","0,47686945","38,59999084","65,99565735","1,92393823","31,40234384"
28/02/2010 22.00,,"19,46937976","0,43254586","38,59999084","68,51075385","1,48113948","24,26379624"
28/02/2010 23.00,,"18,40381834","0,34284436","38,59999084","68,91310545","1,16880556","22,69186456"
01/03/2010 0.00,,"10,86448112","0,31847372","38,59999084","76,1556537","0,85490139","13,84650133"
01/03/2010 1.00,,"6,86055236","0,26061633","57,40000153","77,1622509","0,66454034","8,64693014"
01/03/2010 2.00,,,"0,22497781","57,40000153","78,0288789","0,51047705",
01/03/2010 3.00,,"13,93524872",,"57,40000153","76,23774795","0,42673218","15,52348976"
01/03/2010 4.00,,"11,14222398","0,19997808","57,40000153",,"0,42910688","12,71553994"
01/03/2010 5.00,,"11,49068024","0,15479588","57,40000153","67,15894185","0,40484126","13,31381622"
01/03/2010 6.00,,"14,84375655","0,18825585","57,40000153","65,98640055","0,41927147","17,49618811"
01/03/2010 7.00,,"14,31682465","0,20746553","57,40000153","67,8134016","0,68741166","17,07596684"
01/03/2010 8.00,,"18,43108154","0,24290716","57,40000153","65,40689295","0,55975273","22,09136272"
01/03/2010 9.00,,"21,98853536","0,33056642","57,40000153","60,75303675","0,76130383","26,69691184"
01/03/2010 10.00,,"19,68352376","0,31116102","57,40000153","62,4371958","1,01261063","24,6243612"
01/03/2010 11.00,,"25,34094056","0,39031228","57,40000153","56,13864165","1,38160569","31,44903488"
01/03/2010 12.00,,"27,79652216","0,59593595","57,40000153","48,6715362","1,40360645","35,63956528"
01/03/2010 13.00,,"25,87046896","0,57523739","57,40000153","53,41925715","3,94437551","34,1960244"
01/03/2010 14.00,,"25,08006728","0,71178355","57,40000153","50,622327","3,39868077","32,7680472"
01/03/2010 15.00,,"23,17737872","0,5317992","57,40000153","50,50260705","3,59441666","33,59292224"
01/03/2010 16.00,,"24,11833128","0,53015306","57,40000153","49,18439085","2,49106828","34,25826"
01/03/2010 17.00,,"21,02421816","0,62087044","57,40000153","50,1203451","2,82661726","28,07689784"
01/03/2010 18.00,,"29,84196064","0,86718756","57,40000153","40,28210235","3,7997632","39,61218504"
01/03/2010 19.00,,"35,73430488","1,27451466","57,40000153","34,23250425","4,13623562","47,06590672"
01/03/2010 20.00,,"40,87517576","1,4165503","57,40000153","31,133571","8,50764129","55,70894976"
01/03/2010 21.00,,"30,041822","1,07735938","57,40000153","35,0582547","7,66013553","41,98174576"
01/03/2010 22.00,,"29,42015432","0,93238445","57,40000153","43,28445765","5,38471295","42,93244952"
01/03/2010 23.00,,"16,18446625","0,68344026","57,40000153","49,3911726","3,77424362","24,52967896"
02/03/2010 0.00,,"13,43427413","0,61702827","57,40000153","40,2671199","2,49352433","19,39754592"
02/03/2010 1.00,,"11,95209555","0,546618","44,20000076","31,1771019","1,69144389","16,79452618"
02/03/2010 2.00,,"16,15071371","0,79399527","44,20000076","15,49196502","1,87375741","21,67244352"
02/03/2010 3.00,,"26,28319328","0,64509895","44,20000076","21,4626489","4,61172074","32,27909144"
02/03/2010 4.00,,"10,55299911","0,30641597","44,20000076","31,4627859","1,13231255","14,37177553"
02/03/2010 5.00,,"13,10590725","0,51074649","44,20000076","12,89500968","1,47960177","17,51823538"
02/03/2010 6.00,,"26,74004656","0,64533311","44,20000076","4,53327441","1,78395021","42,66008512"
02/03/2010 7.00,,"36,41698448","1,10350781","44,20000076","1,11233619","2,99697899","84,5160404"
02/03/2010 8.00,,"47,26460176","0,66379836","44,20000076","4,55354361","2,84772814","107,4776882"
02/03/2010 9.00,,"30,023658","0,41932311","44,20000076","31,5512043","2,98328","51,3913096"
02/03/2010 10.00,,"19,30452712","0,33781855","44,20000076","44,3741067","2,49235173","29,44650168"
02/03/2010 11.00,,,"0,17071561","44,20000076","67,79331195","1,35937305",
02/03/2010 12.00,,"11,35767387","0,13258749","44,20000076","73,65486135","0,9847672","15,03582651"
02/03/2010 13.00,,"9,88329626","0,12059265","44,20000076","75,94029345","0,80370662","12,86080032"
02/03/2010 14.00,,"11,03060715","0,12796011","44,20000076","78,18626445","0,67695385","14,29395713"
02/03/2010 15.00,,"11,50173734","0,14521026","44,20000076","81,4443588","0,659973","14,45867402"
02/03/2010 16.00,,"11,93782438","0,1162437","44,20000076","81,01313955","0,56334783","14,84906235"
02/03/2010 17.00,"0,12642429","10,12210506","0,2556476","44,20000076","85,9404105","0,58656289","12,43669004"
02/03/2010 18.00,"0,06501884","23,50444544","0,62181176","44,20000076","65,4857952","2,26021233","28,74353576"
02/03/2010 19.00,"0,11558815","25,75106456","0,59134934","44,20000076","56,90045235","2,43803579","31,43607152"
02/03/2010 20.00,"0,08488492","35,09445408","0,88051749","44,20000076","40,39637595","3,91617512","43,73397904"
02/03/2010 21.00,"0,0532786","33,35011736","0,91536846","44,20000076","44,78358045","4,73564728","43,5225692"
02/03/2010 22.00,"0,04424865","26,07293064","0,84017703","44,20000076","40,9786167","4,69931597","34,86008112"
02/03/2010 23.00,"0,04153937","24,43503496","0,84049042","44,20000076","29,47526715","3,95820977","32,21163608"
03/03/2010 0.00,"0,07314569","18,20783642","0,5687297","44,20000076","32,253165","3,46856189","24,74627032"
03/03/2010 1.00,"0,05418169","13,30058518","0,38709805","43,20000076","44,01905655","2,18472347","18,49874914"
03/03/2010 2.00,"0,0532786",,"0,32766557","43,20000076","42,7334985","1,208555",
03/03/2010 3.00,"0,05779408","22,02358232",,"43,20000076","42,6165117","1,23269451","25,45181744"
03/03/2010 4.00,"0,0532786","16,60367607","0,44679964","43,20000076",,"1,18002307","19,66342864"
03/03/2010 5.00,"0,07911345","14,7672039","0,42866292","43,20000076","35,64572235","1,14683429","17,41871578"
03/03/2010 6.00,"0,07314569","24,64657864","0,51176004","43,20000076","28,40490975","0,88911022","28,83691784"
03/03/2010 7.00,"0,05960027","30,17420888","0,61323387","43,20000076","17,71874612","2,44026201","37,30487904"
03/03/2010 8.00,"0,0713395","48,76104768","0,73723647","43,20000076","7,8525195","2,07547123","82,74306192"
03/03/2010 9.00,"0,13274596","53,8331248","1,01254927","43,20000076","7,5470471","3,24942077","106,995195"
03/03/2010 10.00,"0,14719448","57,0505428","1,13843101","43,20000076","11,0037038","5,17541944","101,2950067"
03/03/2010 11.00,"0,05869717","47,13609624","0,71075136","43,20000076","15,20797278","4,55905642","73,67721832"
03/03/2010 12.00,"0,06953331","25,19687136","0,38630701","43,20000076","48,89032785","2,39277624","35,83281112"
03/03/2010 13.00,"0,08307873","17,48103934","0,37784445","43,20000076","61,72017285","1,26335605","22,56993632"
03/03/2010 14.00,"1,13330819","21,42135968","0,4841775","43,20000076","60,23972325","1,4094186","28,05615264"
03/03/2010 15.00,"0,14358209","15,19808266","0,57229111","43,20000076","67,4156385","1,47592328","19,16279056"
03/03/2010 16.00,"0,07856427","16,62313641","0,46110118","43,20000076","74,0690433","1,1438738","20,78141328"
03/03/2010 17.00,"0,0704364","19,37722136","0,45228446","43,20000076","75,0872913","1,08016384","23,71906744"
03/03/2010 18.00,"0,0713395","21,69133408","0,62389129","43,20000076","68,38431075","1,30016026","26,707294"
03/03/2010 19.00,"0,08488492","26,46100928","0,7336704","43,20000076","52,4675823","2,30286022","33,9923964"
03/03/2010 20.00,"0,05147342","31,73036656","0,83232377","43,20000076","45,30371685","2,71037416","42,28265632"
03/03/2010 21.00,"0,0532786","30,29751376","0,76050851","43,20000076","55,3655592","2,65578465","38,40860016"
03/03/2010 22.00,"0,05147342","23,09042096","0,62028561","43,20000076","61,36111275","2,02591282","29,34273744"
03/03/2010 23.00,"0,56439635","17,89505234","0,54314164","43,20000076","70,74367755","1,49834508","22,9421836"
04/03/2010 0.00,"1,00056223","11,94820846","0,4583576","43,20000076","75,42626175","0,90983363","15,7906669"
04/03/2010 1.00,"0,63573585","10,01568122","0,39018646","44,20000076","83,15684685","0,6367559","13,13835389"
04/03/2010 2.00,"0,75042091","7,54063738","0,37948943","44,20000076","86,52241185","0,43941926","10,01264497"
04/03/2010 3.00,"0,44248653","5,70674449","0,34755911","44,20000076","84,732438","0,39014764","7,73775119"
04/03/2010 4.00,"0,35489232","8,58542492","0,34563919","44,20000076","78,78779685","0,38313848","10,36542235"
04/03/2010 5.00,"0,28626211","8,62306264","0,32311159","44,20000076","79,33845675","0,34131842","10,37190594"
04/03/2010 6.00,"0,24833411","7,78334092","0,34148597","44,20000076","81,36689295","0,30520475","10,31613673"
04/03/2010 7.00,"0,38920793","9,47446668","0,45267706","44,20000076","75,2775345","0,51881543","11,40429799"
04/03/2010 8.00,"0,62038424","17,69647967","0,47520467","44,20000076","68,6402094","0,7229853","22,92011912"
04/03/2010 9.00,"0,72242697","26,99053768","0,54067301","44,20000076","61,6397943","0,99584843","33,93922368"
04/03/2010 10.00,"0,58426345","21,28769176","0,51364035","44,20000076","66,29155575","1,0735808","27,25332296"
04/03/2010 11.00,"0,40455955","15,26945762","0,44597715","44,20000076","72,0499836","1,14208693","20,5505584"
04/03/2010 12.00,"0,2700074","11,77298895","0,43716276","44,20000076","75,93805905","0,8938952","15,65318646"
04/03/2010 13.00,,"12,73091242","0,59240017","44,20000076","73,2192132","1,36258474","17,79372399"
04/03/2010 14.00,,"13,59001609","0,61652499","44,20000076","76,2756729","1,95572151","18,50782922"
04/03/2010 15.00,"0,71218069","12,73341523","0,63031626","44,20000076","75,88714665","1,96501384","16,53513087"
04/03/2010 16.00,"0,87105643","15,76395053","0,81253857","44,20000076","74,6598825","3,18560809","21,54923424"
04/03/2010 17.00,,"17,5329444","0,85089503","44,20000076",,"3,44273823","22,88120992"
04/03/2010 18.00,,"24,95416208","1,01102079","44,20000076",,"4,40381238","30,74736912"
04/03/2010 19.00,"1,68091489","30,32607904","1,29569669","44,20000076","39,79380615","4,95115365","39,14527464"
04/03/2010 20.00,"1,48059335","27,41104384","1,27669554","44,20000076","21,85632225","6,48342687","38,5084448"
04/03/2010 21.00,"2,39585369","44,69999792","1,86673542","44,20000076","16,67298906","7,25895649","73,7731816"
04/03/2010 22.00,"1,51131488","19,83667496","0,78985369","44,20000076","40,5082755","6,98562554","30,40626832"
04/03/2010 23.00,"0,05689708","14,2934581","0,47003323","44,20000076","55,6781757","1,52929239","22,77486448"
05/03/2010 0.00,,"10,64124938","0,43261693","44,20000076","64,5727635","0,970218","16,22904453"
05/03/2010 1.00,,"11,49784068","0,48143509","31,70000076","50,6916333","1,04008183","16,3937595"
05/03/2010 2.00,"0,21899264",,"0,46971985","31,70000076","55,89521175","0,93617291",
05/03/2010 3.00,"0,27736031","18,77631226",,"31,70000076","52,99280595","0,98046631","23,2923664"
05/03/2010 4.00,"0,25185903","10,63086531","0,34963747","31,70000076",,"0,99139194","14,14999309"
05/03/2010 5.00,"0,27760846","8,25337744","0,29295673","31,70000076","45,598917","0,94529031","10,95118267"
05/03/2010 6.00,"0,24372914","13,70552766","0,36945762","31,70000076","30,3359301","1,01780241","18,07463886"
05/03/2010 7.00,"0,24152428","15,83403489","0,4513944","31,70000076","30,16996605","1,7631129","20,1251384"
05/03/2010 8.00,"0,24335386","26,84516832","0,70513955","31,70000076","26,4679842","1,58207876","39,76132104"
05/03/2010 9.00,"0,27373064","19,41614968","0,50635677","31,70000076","42,98081865","1,93724974","26,63335696"
05/03/2010 10.00,"0,28316534","15,9573283","0,46003404","31,70000076","51,80713755","1,75307816","21,42990632"
05/03/2010 11.00,"0,27015995","11,67175811","0,38114606","31,70000076","69,66689625","1,52772316","15,900909"
05/03/2010 12.00,"0,28008994","12,44399579","0,38790889","31,70000076","74,44559955","1,08434574","15,1810888"
05/03/2010 13.00,"0,25470968","28,47270096","0,45413098","31,70000076","72,651516","1,84585602","42,9830028"
05/03/2010 14.00,"0,26713031","14,70748449","0,40170831","31,70000076","82,2706479","1,55754465","18,37553794"
05/03/2010 15.00,"0,26144426","12,63608105","0,36969178","31,70000076","83,9590962","1,55757415","15,29522182"
05/03/2010 16.00,"0,26159477","17,46416594","0,3956107","31,70000076","78,236718","1,30825965","20,92538688"
05/03/2010 17.00,"0,24522921","16,74903205","0,5118311","31,70000076","66,3146778","1,56913235","20,47922168"
05/03/2010 18.00,"0,26445966","23,47459912","0,68406936","31,70000076","37,0472298","2,72623325","28,68388136"
05/03/2010 19.00,"0,27850037","39,70189608","1,18729927","31,70000076","23,73848505","4,30904222","50,0139048"
05/03/2010 20.00,"0,26600449","34,50521392","1,20320967","31,70000076","23,80156695","6,8180758","46,61844136"
05/03/2010 21.00,"0,26473019","25,1164144","0,68434314","31,70000076","25,34050995","5,26320688","34,20640656"
05/03/2010 22.00,"0,23774409","39,96276936","0,909865","31,70000076","15,65557497","3,04013132","52,35625776"
05/03/2010 23.00,"0,22874364","18,58292494","0,57304836","31,70000076","37,66306635","3,13536218","26,54647568"
06/03/2010 0.00,"0,26360437","12,2168674","0,41128578","31,70000076","50,22155145","1,3900295","16,27832824"
06/03/2010 1.00,"0,25277433","12,40116126","0,39549304","25,10000038","45,84611745","1,10582071","16,09675325"
06/03/2010 2.00,"0,25734982","7,78723375","0,33877035","25,10000038","61,27812075","0,96109754","10,34985676"
06/03/2010 3.00,"0,29194104","6,57891476","0,33642521","25,10000038","77,0571543","0,82659828","8,33954746"
06/03/2010 4.00,"0,26931991","6,50104091","0,33333679","25,10000038","84,13192305","0,76850724","8,31620194"
06/03/2010 5.00,"0,24168903","6,51791431","0,33314107","25,10000038","83,56270965","0,73367702","8,9050291"
06/03/2010 6.00,"0,27031046","9,46018978","0,32931055","25,10000038","87,0904881","0,78887775","11,01909691"
06/03/2010 7.00,"0,25430492","8,73208488","0,3596856","25,10000038","92,65101195","0,8656043","10,94776402"
06/03/2010 8.00,"0,26321486","10,19089308","0,40956624","25,10000038","91,76355615","0,87594312","12,92046237"
06/03/2010 9.00,"0,26625975","19,36163856","0,4132022","25,10000038","80,2420122","1,00267657","23,93825912"
06/03/2010 10.00,"0,255985","15,97679819","0,3862674","25,10000038","88,0711902","0,96185623","20,16276656"
06/03/2010 11.00,"0,25883464","16,54527021","0,4038589","25,10000038","86,8970928","0,82302047","20,80735912"
06/03/2010 12.00,"0,25365912","13,40960742","0,42704007","25,10000038","90,01202595","0,92764943","17,42615155"
06/03/2010 13.00,"0,27826035","11,74314454","0,43532788","25,10000038","93,8882112","0,98291931","15,04879752"
06/03/2010 14.00,"0,27580023","11,16558862","0,44185654","25,10000038","98,13195525","1,21484413","14,59744889"
06/03/2010 15.00,"0,27251532","9,23825438","0,4502993","25,10000038","102,4196093","1,00517534","12,18767116"
06/03/2010 16.00,"0,27965568","9,03578505","0,46484199","25,10000038","102,2838296","1,01977641","11,46784905"
06/03/2010 17.00,"0,28532545","13,0526982","0,47930547","25,10000038","96,60262815","1,07871461","15,6285446"
06/03/2010 18.00,"0,25154478","19,89116696","0,54978913","25,10000038","86,9917356","1,52772621","23,76963984"
06/03/2010 19.00,"0,26659028","22,82696648","0,69102791","25,10000038","80,84140995","1,72325158","27,73189656"
06/03/2010 20.00,"0,26901989","27,31500408","0,76409088","25,10000038","69,6312456","2,61414968","33,81079464"
06/03/2010 21.00,"0,28294059","17,09556675","0,60518139","25,10000038","72,32371755","2,46430287","22,05763504"
06/03/2010 22.00,"0,266035","14,60624409","0,68356142","25,10000038","68,75613885","1,82789681","18,40796164"
06/03/2010 23.00,"0,23658878","24,90875208","0,79344888","25,10000038","48,2039082","1,88714723","30,1585496"
07/03/2010 0.00,"0,2691999","48,4729284","1,26196528","25,10000038","21,7619787","2,94156165","61,9175388"
07/03/2010 1.00,,"42,10814808","1,21767431","26,60000038","14,92999148","4,01418341","54,1629448"
07/03/2010 2.00,"0,23919026",,"0,90032598","26,60000038","19,17650259","2,86941465",
07/03/2010 3.00,"0,2802435","30,76734952",,"26,60000038","35,39032245","1,58012917","36,04032048"
07/03/2010 4.00,"0,26443017","19,04886595","0,55792549","26,60000038",,"1,24892075","22,55049128"
07/03/2010 5.00,"0,27339808","16,48192182","0,55384916","26,60000038","49,20158775","1,32712296","19,46658824"
07/03/2010 6.00,"0,27156137","12,93978122","0,48225758","26,60000038","57,40175595","1,24386321","15,3561802"
07/03/2010 7.00,"0,25853869","17,20718358","0,47321951","26,60000038","47,57438595","1,16604644","20,0447388"
07/03/2010 8.00,"0,28793406","24,89706976","0,62271697","26,60000038","40,1127069","1,47441101","32,85884808"
07/03/2010 9.00,"0,30504915","13,70032893","0,53730732","26,60000038","72,04002855","2,52217017","20,27429352"
07/03/2010 10.00,"0,30827406","9,43293422","0,38616605","26,60000038","89,92121355","0,90832135","12,02943978"
07/03/2010 11.00,"0,27894174","9,54974403","0,38788792","26,60000038","92,01827775","0,94069246","12,12282186"
07/03/2010 12.00,"0,33822776","11,47059086","0,42556518","26,60000038","90,51332955","0,80206112","14,54816518"
07/03/2010 13.00,"0,32768452","13,06178211","0,43675501","26,60000038","91,05884235","1,02604215","17,19010368"
07/03/2010 14.00,"0,29779387","10,02476322","0,39105672","26,60000038","94,559409","1,96811264","12,37313898"
07/03/2010 15.00,"0,27125119","8,82812655","0,34751018","26,60000038","95,81763555","0,91593156","10,78564171"
