"NetC","SIMAGE Brindisi","","","","",""
"Stat","MESAGNE 2","","","","",""
"Parm","NOX","NO2","CO","O3","BENZENE","TOLUENE"
"PtId","1","3","4","5","6","7"
"Unit","ug/m3 293K","ug/m3 293K","mg/m3 293K","ug/m3 293K","ug/m3 293K","ug/m3 293K"
"Field","Aver","Aver","Aver","Aver","Aver","Aver"
"2013-04-21 22:00:00","27.18458656","22.7092064","0.4723178","90.8339061","0.94982715","0.84955095"
"2013-04-21 23:00:00","32.23825112","24.9708156","0.46631222","77.1299718","0.9496746","0.70228935"
"2013-04-22 00:00:00","35.86588872","25.55491248","0.46927598","73.62361965","1.12576815","0.82758375"
"2013-04-22 01:00:00","28.58531776","20.27899704","0.46684579","72.2933736","1.2341295","0.94504725"
"2013-04-22 02:00:00","23.14191112","15.6804229","0.45364867","75.39438165","0.91687635","0.7731234"
"2013-04-22 03:00:00","55.67197168","23.33473632","","66.58254645","0.8928243","0.68225445"
"2013-04-22 04:00:00","43.0524084","27.84393976","0.46210424","61.1640267","0.87406065","0.89643465"
"2013-04-22 05:00:00","37.50525664","24.48673544","0.47745428","62.4462531","0.83144835","1.19858535"
"2013-04-22 06:00:00","25.64313216","15.9925091","0.47261487","77.02373805","0.83897415","1.1688381"
"2013-04-22 07:00:00","36.86519552","24.51363728","0.49906853","82.0139313","1.1803302","1.762461"
"2013-04-22 08:00:00","50.96979008","33.69940152","0.56811691","84.60074805","1.2386043","2.8987551"
"2013-04-22 09:00:00","28.99970552","18.61149595","0.50365164","106.161132","1.345491","2.6071812"
"2013-04-22 10:00:00","24.64770672","16.73616429","0.48537745","113.430912","1.08824085","1.9685052"
"2013-04-22 11:00:00","21.94868928","14.92120402","0.47038157","117.0699117","0.78334425","0.96833655"
"2013-04-22 12:00:00","17.58827386","11.08421581","0.46731995","116.84389815","0.6914583","1.4117994"
"2013-04-22 13:00:00","19.39754592","11.7321123","0.49642048","112.39093845","0.746478","1.3199643"
"2013-04-22 14:00:00","8.16834698","4.89526874","0.44866946","117.2282349","0.5517225","0.9475389"
"2013-04-22 15:00:00","11.99377333","7.4570543","0.458311","120.8543469","0.5317893","0.6009453"
"2013-04-22 16:00:00","12.91203045","8.56111575","0.46443541","119.76493725","0.62438715","1.01928825"
"2013-04-22 17:00:00","17.07337417","11.79760595","0.4533516","118.38120525","0.61696305","0.778005"
"2013-04-22 18:00:00","15.22583342","9.63981835","0.4451733","120.4841946","0.6196581","0.69506865"
"2013-04-22 19:00:00","15.45086053","10.28051617","0.44770135","122.74622535","0.6044031","0.5893515"
"2013-04-22 20:00:00","19.11286633","13.89303176","0.45684893","118.8176514","0.7232904","0.6320655"
"2013-04-22 21:00:00","20.41696696","17.1437721","0.45605906","106.52719455","0.78598845","1.1562273"
"2013-04-22 22:00:00","25.40707664","23.84405488","0.45376634","85.986495","0.7760727","0.72161235"
"2013-04-22 23:00:00","35.2459036","28.40264528","0.45177186","78.3519891","0.79778565","0.9723537"
"2013-04-23 00:00:00","24.68531576","23.11613736","0.43122475","74.33208405","0.789192","0.74591865"
"2013-04-23 01:00:00","24.65741968","23.31716504","0.43746799","68.39659995","0.76015665","0.74785095"
"2013-04-23 02:00:00","26.72090744","25.32748008","0.4781661","66.11495835","0.8178714","0.95592915"
"2013-04-23 03:00:00","54.43257504","30.85325568","0.48620693","63.99642795","0.80531145","0.931572"
"2013-04-23 04:00:00","28.85833224","23.4079468","0.47632889","67.3187214","0.770886","0.8550936"
"2013-04-23 05:00:00","35.0131176","30.49835024","0.48087239","68.54478855","1.01389815","1.24679115"
"2013-04-23 06:00:00","41.14067608","35.44306904","0.55027727","67.39179825","1.3097943","2.97477585"
"2013-04-23 07:00:00","42.6516532","32.18628296","0.53265431","74.9376663","0.92043585","1.57853655"
"2013-04-23 08:00:00","52.46067208","34.32248408","0.69412448","79.7018859","1.6183521","5.31062145"
"2013-04-23 09:00:00","26.94918112","19.7336564","0.5411693","110.908434","1.4236983","2.64770865"
"2013-04-23 10:00:00","18.77046537","13.12781686","0.47352357","126.73770165","0.88687485","1.2226374"
"2013-04-23 11:00:00","18.98446597","11.35919965","0.45433952","123.35110935","0.7191207","1.07379945"
"2013-04-23 12:00:00","22.10952672","15.12542092","0.46573904","122.13316185","0.73351125","3.37293135"
"2013-04-23 13:00:00","25.7403956","16.29447126","0.52892049","118.79668395","0.8961804","1.63528515"
"2013-04-23 14:00:00","25.16843992","20.33557312","0.47107358","113.9763051","0.6774237","2.20327965"
"2013-04-23 15:00:00","26.2196384","22.61395056","0.47449169","104.8951449","0.685458","1.14387075"
"2013-04-23 16:00:00","30.77652712","27.91141424","0.47358299","100.06530975","0.7267482","0.9983889"
"2013-04-23 17:00:00","31.53398504","26.82061824","0.47368085","96.0203475","0.6794577","0.97830315"
"2013-04-23 18:00:00","38.82168776","36.20909272","0.468683","87.4222965","0.75313935","1.4291901"
"2013-04-23 19:00:00","57.04157552","51.2256348","0.58734058","72.08156445","0.97484535","2.25890955"
"2013-04-23 20:00:00","61.0589552","60.67733912","0.60709665","65.3821749","1.3619664","3.2697567"
"2013-04-23 21:00:00","66.11130048","65.4137264","0.63175271","57.90126405","1.3726449","2.77300305"
"2013-04-23 22:00:00","50.7298532","53.8479428","0.61831909","60.6578952","1.4205456","3.4187472"
"2013-04-23 23:00:00","47.6741904","48.67221616","0.59727803","49.3661553","1.5694344","3.04952535"
"2013-04-24 00:00:00","42.436362","42.16382552","0.54095261","48.0054456","1.48222665","3.2660955"
"2013-04-24 01:00:00","34.294588","33.7626696","0.51627674","61.60992915","1.40768055","2.45844495"
"2013-04-24 02:00:00","32.40360088","33.31845464","0.49889028","60.95764395","1.378035","1.8950778"
"2013-04-24 03:00:00","33.97360144","35.92133672","","54.8721159","1.38906945","1.79475075"
"2013-04-24 04:00:00","34.22715176","36.9175652","0.48348083","57.66182415","1.1161575","1.61779275"
"2013-04-24 05:00:00","38.55970552","41.1335252","0.50394871","48.04532565","1.0959192","1.63386135"
"2013-04-24 06:00:00","46.04451632","48.45497472","0.54725409","42.2729328","1.22594265","2.39356035"
"2013-04-24 07:00:00","49.6793048","49.12449976","0.56223017","49.224231","1.55382345","3.10525695"
"2013-04-24 08:00:00","57.47345808","52.5112636","0.68268534","58.9951026","1.72691685","4.4657487"
"2013-04-24 09:00:00","40.91888408","41.43751408","0.55219369","79.65450465","1.4934645","4.03977825"
"2013-04-24 10:00:00","33.88280056","35.53061952","0.50288157","89.8013739","1.26123255","2.591316"
"2013-04-24 11:00:00","31.0592928","32.96504056","0.49697386","96.510918","1.04379795","1.98116685"
"2013-04-24 12:00:00","27.00883552","28.20351048","0.5032369","102.9534114","1.0095759","1.9959642"
"2013-04-24 13:00:00","31.68053984","32.91882752","0.52149245","95.39691","1.0345941","2.189601"
"2013-04-24 14:00:00","25.99071464","27.74795736","0.50031275","99.07112145","0.95806485","2.6225379"
"2013-04-24 15:00:00","22.26904488","23.1607252","0.48695719","102.73058985","0.8830611","1.41378255"
"2013-04-24 16:00:00","29.69292024","30.60534576","0.51866732","90.3813204","1.0141524","2.0623743"
"2013-04-24 17:00:00","31.11376568","32.50621792","0.51096201","92.07286095","0.97179435","1.79902215"
"2013-04-24 18:00:00","33.04496216","35.61652568","0.51366831","85.90304415","1.0756809","2.25392625"
"2013-04-24 19:00:00","38.28279056","42.1111308","0.53421541","81.13363755","1.19116125","2.48224275"
"2013-04-24 20:00:00","40.94417984","45.62026264","0.54442897","76.6729173","1.2715551","2.56329765"
"2013-04-24 21:00:00","37.36906488","41.6288288","0.53056081","77.60332545","1.2607749","2.46546225"
"2013-04-24 22:00:00","37.3807472","41.40753392","0.52170914","72.5340903","1.18221165","2.3029965"
"2013-04-24 23:00:00","35.11231216","38.7211548","0.50309826","71.0535609","1.0771047","1.8294813"
"2013-04-25 00:00:00","33.67397192","37.05454088","0.50120164","73.07894475","1.0395774","1.64718405"
"2013-04-25 01:00:00","32.534592","35.91078248","0.49268666","71.7479805","1.19980575","1.42863075"
"2013-04-25 02:00:00","31.6610948","34.85943104","0.48565355","72.87864675","0.96294645","1.4403771"
"2013-04-25 03:00:00","29.03083288","31.91772344","0.4754598","76.8051858","0.9866934","1.15851555"
"2013-04-25 04:00:00","28.88232784","31.76856832","0.47004605","74.8557915","0.8665857","1.00728765"
"2013-04-25 05:00:00","31.21946104","34.55383608","0.47607143","73.38613485","0.86867055","1.1540916"
"2013-04-25 06:00:00","33.70704952","37.05375696","0.51827122","70.22082795","0.93406365","1.80685305"
"2013-04-25 07:00:00","34.98459056","37.7192668","0.50953955","67.3443372","1.20794175","2.041119"
"2013-04-25 08:00:00","31.27326472","32.99664592","0.50841299","76.84402845","1.09312245","2.07615465"
"2013-04-25 09:00:00","27.70596984","28.90469824","0.49904872","87.5596722","1.07644365","1.7974458"
"2013-04-25 10:00:00","25.14574448","25.9370448","0.49243036","96.67668255","1.04328945","1.580418"
"2013-04-25 11:00:00","24.17106424","24.67250536","0.49667795","101.41045845","1.02376305","1.8910098"
"2013-04-25 12:00:00","21.45843336","22.06071336","0.48755017","105.9845346","1.1456505","2.71442385"
"2013-04-25 13:00:00","18.67124786","19.42787024","0.48668108","104.7652305","0.95999715","1.0856475"
"2013-04-25 14:00:00","16.16743606","16.4698571","0.47846201","106.0873968","0.82148175","0.8982144"
"2013-04-25 15:00:00","16.74134963","17.10304458","0.4784422","101.59256205","0.7980399","0.7827849"
"2013-04-25 16:00:00","16.84316172","17.28624095","0.47964798","97.6950303","0.7967178","0.76890285"
"2013-04-25 17:00:00","19.61996888","20.4103132","0.49948327","95.72191545","0.81710865","0.9916767"
"2013-04-25 18:00:00","23.01415128","24.78923296","0.51481467","95.09540565","0.79422615","1.0238139"
"2013-04-25 19:00:00","26.76371712","29.3861972","0.49891009","91.21824285","0.9135711","1.10593665"
"2013-04-25 20:00:00","32.94312904","36.40038832","0.53838378","83.44165305","1.14336225","1.41327405"
"2013-04-25 21:00:00","35.22645856","38.360456","0.55407051","87.01972545","1.39384935","1.61708085"
"2013-04-25 22:00:00","32.756384","35.60597144","0.53958839","88.22346855","1.3131504","1.82658285"
"2013-04-25 23:00:00","35.48067808","38.50230728","0.53729684","84.9356487","1.0896138","1.60609725"
"2013-04-26 00:00:00","30.35762704","32.7412792","0.4989497","87.7247784","0.9873036","1.35571185"
"2013-04-26 01:00:00","30.7142724","32.74938608","0.4831057","82.35768975","0.922419","1.52209305"
"2013-04-26 02:00:00","34.0669644","35.27121848","0.49373399","59.05628925","1.08813915","1.55199285"
"2013-04-26 03:00:00","34.55463912","33.93777056","","45.9646803","1.3360329","1.5891642"
"2013-04-26 04:00:00","42.79107624","40.03840808","0.535321","37.84165875","1.4080365","1.76352885"
"2013-04-26 05:00:00","45.13794152","42.4848312","0.57602027","42.40761525","1.6462179","1.8353799"
"2013-04-26 06:00:00","56.42681016","53.7247144","0.62274376","40.3605657","2.03567805","2.8452609"
"2013-04-26 07:00:00","52.06052872","49.11480592","0.63029063","52.435383","2.13015735","2.90287395"
"2013-04-26 08:00:00","77.40538888","65.1989132","0.84352291","48.29386275","3.03355845","6.20547975"
"2013-04-26 09:00:00","69.76165264","56.9318076","0.75519145","82.9375365","2.36060955","4.2031593"
"2013-04-26 10:00:00","41.46359376","33.54036136","0.68051145","107.31952875","2.1142413","3.2341617"
"2013-04-26 11:00:00","30.4160004","21.99515088","0.61347852","126.38650185","1.7443584","2.21375475"
"2013-04-26 12:00:00","32.27651024","23.02147424","0.55280648","132.85002255","1.31696415","1.8772803"
"2013-04-26 13:00:00","24.29427352","16.98437248","0.45234387","142.9465779","0.9190629","1.68023655"
"2013-04-26 14:00:00","20.35081176","15.58331433","0.44548901","143.4466047","0.65143935","0.83602485"
"2013-04-26 15:00:00","16.01179926","11.73551184","0.43262741","136.31481885","0.76717395","1.55290815"
"2013-04-26 16:00:00","22.73207392","17.56760514","0.45042745","128.3548686","0.621387","1.10115675"
"2013-04-26 17:00:00","20.2062072","15.02706382","0.46903832","130.2102186","0.684441","1.18709325"
"2013-04-26 18:00:00","23.73981264","17.15718669","0.47492623","133.5379185","0.8694333","1.1870424"
"2013-04-26 19:00:00","37.2880152","27.76474472","0.50321709","125.22405525","0.9113337","1.60660575"
"2013-04-26 20:00:00","38.54024136","28.40754","0.48826199","112.2745701","0.9570987","1.76118975"
"2013-04-26 21:00:00","26.03610552","23.67545472","0.48687913","105.11641035","0.90558765","1.5948594"
"2013-04-26 22:00:00","16.74524055","16.28676016","0.49371419","110.4422025","0.6531174","1.1270394"
"2013-04-26 23:00:00","17.07532058","16.76826103","0.53137048","102.60945345","0.7437321","0.77022495"
"2013-04-27 00:00:00","23.49469424","25.465928","0.49339847","81.8603562","0.81283725","1.0305261"
"2013-04-27 01:00:00","25.10941648","25.84626304","0.4861079","67.31467155","0.9062487","1.14071805"
"2013-04-27 02:00:00","23.68729","24.10213664","0.47678324","63.5336079","0.90650295","0.81985455"
"2013-04-27 03:00:00","28.17806176","25.48500976","0.50746468","72.35491935","1.0554426","1.07888445"
"2013-04-27 04:00:00","29.63974752","30.99577616","0.48958543","68.95156905","0.91474065","1.02589875"
"2013-04-27 05:00:00","40.65755192","43.43486576","0.55292415","56.75573505","1.1851101","1.2027042"
"2013-04-27 06:00:00","66.97900432","51.70875896","0.6335503","48.72673785","1.72813725","3.73315275"
"2013-04-27 07:00:00","49.70068096","32.45013896","0.62074812","66.0852129","1.53144945","2.87673705"
"2013-04-27 08:00:00","27.15539032","19.73721272","0.56343478","110.13299745","1.4455638","1.8864333"
"2013-04-27 09:00:00","17.95207392","13.14210141","0.50084632","137.0794425","0.9460134","1.7663256"
"2013-04-27 10:00:00","17.072726","11.96214502","0.48344122","142.9208424","0.97535385","1.15973595"
"2013-04-27 11:00:00","15.86394622","11.57711985","0.46672696","141.45186405","0.7911243","1.51721145"
"2013-04-27 12:00:00","18.13040807","11.87630961","0.460761","140.880117","0.69608565","1.46819205"
"2013-04-27 13:00:00","13.56959784","9.99237968","0.43815883","142.95401925","0.6598296","0.92287665"
"2013-04-27 14:00:00","8.46859598","5.54783626","0.44068805","140.6290662","0.57740175","0.43329285"
"2013-04-27 15:00:00","8.41152852","6.0860547","0.42326314","137.2972965","0.5425695","0.7385454"
"2013-04-27 16:00:00","12.9282423","9.81485622","0.46396125","135.10365435","0.6699996","0.74978325"
"2013-04-27 17:00:00","22.48305504","19.01133722","0.52850575","125.886495","0.8800101","1.46707335"
"2013-04-27 18:00:00","24.88504328","21.2460484","0.51477506","105.4885377","1.32194745","1.86187275"
"2013-04-27 19:00:00","27.48352776","21.037736","0.51445818","97.29920235","0.75558015","1.447191"
"2013-04-27 20:00:00","25.32082632","18.4041797","0.50940091","101.6797635","0.80856585","1.5859098"
"2013-04-27 21:00:00","16.89698643","13.84115155","0.47905499","108.3534375","0.694611","0.94311495"
"2013-04-27 22:00:00","21.03043216","20.36006584","0.48462602","93.378768","0.7622415","0.8433981"
"2013-04-27 23:00:00","24.80462456","24.81678488","0.48357985","78.0867339","0.7201377","0.9948294"
"2013-04-28 00:00:00","23.48561224","22.96707784","0.47575571","75.5926647","0.75374955","0.8438049"
"2013-04-28 01:00:00","21.61083888","20.94693512","0.47423422","73.4165586","0.71418825","0.8565174"
"2013-04-28 02:00:00","8.49453609","7.31007312","0.46791293","98.8365294","0.66343995","0.56997765"
"2013-04-28 03:00:00","11.91271218","11.72384099","","102.08169615","0.57231675","0.3570687"
"2013-04-28 04:00:00","14.89510522","14.84144303","0.46176872","94.90727715","0.5801985","0.4980249"
"2013-04-28 05:00:00","25.93624176","25.34855032","0.49043471","82.30083225","0.6950178","1.0817829"
"2013-04-28 06:00:00","22.8280372","21.01098712","0.49509704","90.82039995","0.78019155","1.22431545"
"2013-04-28 07:00:00","13.90162238","12.00350158","0.51434051","117.86765235","1.22929875","1.0224918"
"2013-04-28 08:00:00","10.71171423","7.93181154","0.48968445","132.04252635","0.8092269","1.0797489"
"2013-04-28 09:00:00","13.15197115","10.04866322","0.47488662","137.6492145","0.7953957","1.1286666"
"2013-04-28 10:00:00","13.24989423","9.85376542","0.47042118","145.9643745","0.8206173","0.78944625"
"2013-04-28 11:00:00","14.94503902","11.02601644","0.45228562","145.88654955","0.73442655","0.7960059"
"2013-04-28 12:00:00","18.62909591","12.15885732","0.43065157","141.70086","0.65703285","0.71001855"
"2013-04-28 13:00:00","8.5094516","5.49025638","0.4187977","144.45278295","0.5733846","0.4970079"
"2013-04-28 14:00:00","6.40640647","4.39431136","0.41775036","141.05673435","0.5424678","0.30911715"
"2013-04-28 15:00:00","6.47579486","4.31730365","0.4343854","139.81101645","0.5129748","0.39027375"
"2013-04-28 16:00:00","8.9912756","6.01309851","0.41449069","137.9238861","0.5251788","0.77439465"
"2013-04-28 17:00:00","11.7304871","8.6670329","0.42298587","133.09875915","0.5504004","0.7382403"
"2013-04-28 18:00:00","14.86397786","12.34959653","0.44242623","130.7555718","0.55960425","0.5822325"
"2013-04-28 19:00:00","24.3280012","21.96366024","0.49079004","119.28521955","0.78497145","0.9337077"
"2013-04-28 20:00:00","40.65623264","36.73070544","0.57295749","99.2411553","1.0927665","2.2721814"
"2013-04-28 21:00:00","27.41739168","28.44669776","0.53785021","99.86772495","1.34910135","1.65328605"
"2013-04-28 22:00:00","27.2552732","29.30918184","0.52198641","88.27286475","1.0010331","1.46890395"
"2013-04-28 23:00:00","20.34302992","21.25903088","0.51558473","91.3982517","0.91006245","1.1503287"
"2013-04-29 00:00:00","23.6989532","23.52387136","0.50282216","83.991096","0.8455338","0.9410301"
"2013-04-29 01:00:00","26.37007456","24.83867728","0.51398402","77.45070795","0.91168965","0.971235"
"2013-04-29 02:00:00","28.96272744","24.82089568","0.51307532","75.44106465","0.85036455","0.89796015"
"2013-04-29 03:00:00","22.03428952","21.60030376","0.49361516","84.93159885","0.8067861","0.99243945"
"2013-04-29 04:00:00","106.37979864","34.95564288","0.5032369","66.04529295","0.84039795","1.0311363"
"2013-04-29 05:00:00","51.3524004","38.88247024","0.53243762","52.0490313","1.0539171","1.6260813"
"2013-04-29 06:00:00","71.3848068","54.803656","0.60571379","47.841696","1.3549491","3.1909392"
"2013-04-29 07:00:00","79.83267288","60.53139616","0.65962883","61.551735","1.9276218","4.39450785"
"2013-04-29 08:00:00","61.8935432","42.483206","0.67266867","81.1945449","1.75193505","4.91490675"
"2013-04-29 09:00:00","46.5698192","31.24925","0.47808688","115.0228023","1.93936815","2.6430813"
"2013-04-29 10:00:00","36.73938592","24.83393552","0.48128713","121.3448775","1.1203272","1.99367595"
"2013-04-29 11:00:00","33.4360044","26.7772732","0.4784224","123.57510795","1.08508815","1.5369921"
"2013-04-29 12:00:00","36.96117792","26.8950524","0.49914775","126.3154599","0.96813315","2.2209246"
"2013-04-29 13:00:00","37.87616552","28.71433952","0.50542943","133.19404035","1.1257173","1.7532063"
"2013-04-29 14:00:00","27.45760104","21.96188208","0.47814629","137.30274285","0.8263125","2.11856355"
"2013-04-29 15:00:00","28.152766","20.80990208","0.45783685","138.3014598","0.80754885","1.3369482"
"2013-04-29 16:00:00","25.1840036","17.60208423","0.45894243","133.44656745","0.7377318","1.3822047"
"2013-04-29 17:00:00","26.60743024","19.37192512","0.43416871","114.3409911","0.7522749","1.99031985"
"2013-04-29 18:00:00","43.87080176","35.85969384","0.4564936","103.8896649","0.6607449","2.0676627"
"2013-04-29 19:00:00","46.34995832","41.046816","0.5637901","93.1953876","1.17753345","5.67562275"
"2013-04-29 20:00:00","62.16787696","50.55039288","0.5482024","77.17057005","1.58667255","9.2922273"
"2013-04-29 21:00:00","43.61270088","41.15461456","0.52858497","76.1772795","1.276335","3.45042675"
"2013-04-29 22:00:00","28.66831768","28.43036928","0.51933836","91.95375945","1.369899","2.88222885"
"2013-04-29 23:00:00","30.0716492","29.99578104","0.50171541","88.2261618","1.045476","2.12619105"
"2013-04-30 00:00:00","37.28086432","27.42125392","0.49418834","91.7784987","0.8668908","1.56602745"
"2013-04-30 01:00:00","48.20723688","29.95928096","0.50363183","92.2866651","0.8880444","1.32937155"
"2013-04-30 02:00:00","21.2898332","22.09881952","0.49839632","97.49203905","0.93569085","1.3942053"
"2013-04-30 03:00:00","23.6989532","24.97892248","","89.6714595","0.89653635","1.618047"
"2013-04-30 04:00:00","29.92119392","32.44639144","0.51074416","79.6633026","0.92755485","1.4679378"
"2013-04-30 05:00:00","45.18140128","44.45570168","0.56380991","69.324255","1.10451285","1.8137178"
"2013-04-30 06:00:00","54.27057128","49.71737272","0.63357011","64.6710372","1.54029735","4.7163375"
"2013-04-30 07:00:00","68.61124048","53.9572136","0.71052185","84.0966315","1.7120178","3.44371455"
"2013-04-30 08:00:00","82.65876184","62.62044736","0.84389804","102.90243915","2.7380691","5.4732906"
"2013-04-30 09:00:00","48.97438864","38.3171492","0.57044808","110.9537604","1.4897016","3.10037535"
"2013-04-30 10:00:00","35.3386356","26.30671088","0.48490329","132.53581005","0.9648279","2.53522845"
"2013-04-30 11:00:00","31.53463512","23.58926176","0.47705935","138.26153985","0.91199475","1.50144795"
"2013-04-30 12:00:00","27.30714576","20.33251392","0.51303571","137.2018956","0.91748655","1.88261955"
"2013-04-30 13:00:00","30.14428608","20.71172088","0.47565669","130.92404955","0.87324705","1.6228269"
"2013-04-30 14:00:00","23.37861672","15.2044477","0.43537332","126.5252142","0.53428095","1.1740248"
"2013-04-30 15:00:00","19.81063352","15.1697277","0.44955836","128.453661","0.6185394","0.7986501"
"2013-04-30 16:00:00","28.36677616","22.72857496","0.46404047","119.461398","0.6717285","1.71501795"
"2013-04-30 17:00:00","44.35069464","38.06097944","0.49268666","111.99237735","0.81283725","1.72996785"
"2013-04-30 18:00:00","55.09223416","45.76106232","0.50853182","110.4757185","0.92419875","4.5791442"
"2013-04-30 19:00:00","54.01443976","46.56989568","0.59466959","95.7497457","1.24699455","3.9812499"
"2013-04-30 20:00:00","48.43419128","45.22040608","0.54284923","94.0777362","1.5501114","3.86149815"
"2013-04-30 21:00:00","41.7171632","41.90459656","0.51999076","92.9687157","1.01196585","2.3013693"
"2013-04-30 22:00:00","37.38852904","40.9449064","0.53279295","85.28547195","1.11295395","2.0741715"
"2013-04-30 23:00:00","49.1883988","54.91581392","0.5892372","70.34463765","1.9784718","2.2883517"
"2013-05-01 00:00:00","39.79181744","41.6766288","0.53160698","71.8846779","1.51700805","2.3478462"
"2013-05-01 01:00:00","30.82518752","31.20993928","0.4946625","85.2550482","1.18027935","2.0402037"
"2013-05-01 02:00:00","33.00798408","31.78397904","0.51374753","68.36344305","1.15037955","1.72376415"
"2013-05-01 03:00:00","33.0579064","29.8125732","0.52504803","66.6542667","1.3662378","2.03659335"
"2013-05-01 04:00:00","39.87936792","34.80268288","0.5298886","71.7493371","1.14356565","1.8323289"
"2013-05-01 05:00:00","53.13186056","44.91205784","0.55239058","59.98057275","1.26835155","2.7734607"
"2013-05-01 06:00:00","84.07830712","60.12368128","0.63592108","43.62624105","1.47348045","4.5039879"
"2013-05-01 07:00:00","65.76436808","52.86261272","0.8080009","68.02377435","2.7426456","5.27380605"
"2013-05-01 08:00:00","38.51104512","31.38966728","0.61897033","100.10520975","2.6540649","3.37150755"
"2013-05-01 09:00:00","28.7156588","22.32741824","0.52903932","111.7183641","1.3419315","1.9551825"
"2013-05-01 10:00:00","29.35702008","25.14752264","0.55819927","122.9045286","1.35215235","2.1562434"
"2013-05-01 11:00:00","22.88899176","18.73398823","0.47808688","132.90999225","1.03291605","1.22929875"
"2013-05-01 12:00:00","17.52601722","14.363183","0.44675304","135.29852595","0.751563","0.7533936"
"2013-05-01 13:00:00","16.07989323","13.95382762","0.42770762","137.3215158","0.60648795","0.6194547"
"2013-05-01 14:00:00","12.20388301","9.96981617","0.42085276","140.14797195","0.6085728","1.01369475"
"2013-05-01 15:00:00","10.20978364","8.05044158","0.40455324","138.0856008","0.4841937","0.27514935"
"2013-05-01 16:00:00","13.24470506","10.94241424","0.40668752","134.7389484","0.5172462","0.56357055"
"2013-05-01 17:00:00","20.75871784","18.80477047","0.4289332","130.3942374","0.6145731","0.7581735"
"2013-05-01 18:00:00","24.94599784","23.2493464","0.45509094","127.3906452","0.7170867","1.3647123"
"2013-05-01 19:00:00","35.08766648","32.76229208","0.51408305","105.3018057","0.92785995","2.2044492"
"2013-05-01 20:00:00","51.29920856","49.5802632","0.54217702","85.6799832","1.03169565","2.54895795"
"2013-05-01 21:00:00","57.0033164","54.68079088","0.53875891","75.4546107","1.35479655","2.7141696"
"2013-05-01 22:00:00","77.53441064","58.67977712","0.55454466","60.05231295","1.3113198","2.92402755"
"2013-05-01 23:00:00","49.85048616","45.17067496","0.53567749","57.9655629","1.48232835","2.2910976"
"2013-05-02 00:00:00","42.16527864","35.36050888","0.51036903","63.747432","1.37167875","2.6432847"
"2013-05-02 01:00:00","176.5156488","50.27468248","0.52062219","61.1281566","1.241757","1.8803313"
"2013-05-02 02:00:00","44.447308","34.08105584","0.51113909","68.52380115","1.0836135","1.88455185"
"2013-05-02 03:00:00","53.01188256","42.30890808","","55.85646885","1.3328802","2.32694685"
"2013-05-02 04:00:00","48.37711808","34.86304472","0.54105047","58.8594027","1.56663765","2.6283348"
"2013-05-02 05:00:00","69.71173032","51.64870304","0.61823987","55.311774","1.87692435","2.99816685"
"2013-05-02 06:00:00","74.7316672","54.683678","0.6299155","50.81007645","1.5829605","4.04659215"
"2013-05-02 07:00:00","83.687284","61.70679816","0.66393583","60.69374535","2.0643066","4.18602285"
"2013-05-02 08:00:00","83.42723288","59.07638328","0.68130249","78.5482173","1.65948975","4.4787663"
"2013-05-02 09:00:00","40.81772016","33.06849888","0.57169346","105.79119915","1.51649955","3.8566674"
"2013-05-02 10:00:00","36.93976352","30.09141928","0.52164972","122.8923591","1.04186565","2.6945415"
"2013-05-02 11:00:00","37.93260776","33.79494416","0.51554512","118.3446768","0.8326179","2.14124265"
"2013-05-02 12:00:00","26.79614464","28.03410728","0.53056081","116.11823685","0.96833655","2.08957905"
"2013-05-02 13:00:00","31.37442864","32.50053928","0.53277314","111.15148485","0.92938545","2.0366442"
"2013-05-02 14:00:00","28.01789352","29.04817472","0.50147891","115.52636025","0.7232904","1.8482958"
"2013-05-02 15:00:00","33.1247308","34.04205104","0.50876832","105.12151755","0.6512868","1.0533069"
"2013-05-02 16:00:00","42.08551","40.61961784","0.52587751","109.45501665","0.7801407","1.40320575"
"2013-05-02 17:00:00","62.36502328","54.3550052","0.54616831","113.15961195","1.2624021","2.5110747"
"2013-05-02 18:00:00","78.93062952","70.00661808","0.63507179","106.5427356","1.1576511","1.9931166"
"2013-05-02 19:00:00","76.44820344","63.28343336","0.6228824","88.0502427","2.3455071","4.5814833"
"2013-05-02 20:00:00","46.68199624","39.44744712","0.56430387","96.96360345","0.92470725","2.8505493"
"2013-05-02 21:00:00","37.77827112","33.15796136","0.55663933","96.7138893","0.94992885","2.1663117"
"2013-05-02 22:00:00","35.05332696","31.6457032","0.51449779","91.59852975","0.9853713","1.67250735"
"2013-05-02 23:00:00","25.53871784","22.04168896","0.50157794","97.020441","0.7141374","1.10471625"
"2013-05-03 00:00:00","30.19875896","26.78738768","0.50620066","86.0832525","0.68388165","1.113615"
"2013-05-03 01:00:00","33.21549344","29.59047528","0.51030961","72.51531735","0.9025875","1.5235677"
"2013-05-03 02:00:00","38.0538668","32.87911528","0.51258136","80.1978429","1.0807659","1.5490944"
"2013-05-03 03:00:00","32.6422376","28.26593728","0.49685619","83.4101121","0.906147","1.1559222"
"2013-05-03 04:00:00","31.61828512","26.60417984","0.49181757","74.75829585","0.7819713","1.37778075"
"2013-05-03 05:00:00","40.82422096","35.22338024","0.51574317","69.41628435","0.92460555","1.20906045"
