"NetC","SIMAGE Brindisi","","","","",""
"Stat","MESAGNE 2","","","","",""
"Parm","NOX","NO2","CO","O3","BENZENE","TOLUENE"
"PtId","1","3","4","5","6","7"
"Unit","ug/m3 293K","ug/m3 293K","mg/m3 293K","ug/m3 293K","ug/m3 293K","ug/m3 293K"
"Field","Aver","Aver","Aver","Aver","Aver","Aver"
"2013-08-13 02:00:00","14.3186009","10.06063234","0.38374984","66.3781986","0.563418","0.53448435"
"2013-08-13 03:00:00","10.4549116","7.10158482","0.36875512","73.0525509","0.51465285","0.4812444"
"2013-08-13 04:00:00","10.91404207","7.4932714","0.35591333","85.5899688","0.6073524","0.53092485"
"2013-08-13 05:00:00","14.36399369","11.00093865","0.36810272","76.3707945","0.5089068","0.48816"
"2013-08-13 06:00:00","19.43905544","15.5636953","0.39795468","64.4782005","0.7353927","0.8988246"
"2013-08-13 07:00:00","25.86880552","20.52008112","0.45390497","82.6702863","0.8511273","1.04644215"
"2013-08-13 08:00:00","20.29698896","15.13504593","0.42314431","96.8181081","0.85931415","1.0375434"
"2013-08-13 09:00:00","11.89650033","7.86420514","0.35688144","114.04192065","0.54282375","0.58909725"
"2013-08-13 10:00:00","17.62977573","12.1111491","0.33874472","117.80744325","0.3894093","0.36830655"
"2013-08-13 11:00:00","30.3316812","16.55912265","0.37786193","124.89926925","0.41803785","0.3358134"
"2013-08-13 12:00:00","14.14415766","9.01462303","0.35071743","126.60914385","0.3938841","0.32620275"
"2013-08-13 13:00:00","11.58652306","7.12882126","0.35377905","127.53749715","0.36362835","0.30423555"
"2013-08-13 14:00:00","11.89520399","7.37394922","0.35701891","127.6938054","0.278658","0.2056374"
"2013-08-13 15:00:00","11.48276456","7.32271909","0.33765778","131.6534814","0.26447085","0.15300765"
"2013-08-13 16:00:00","13.87114318","9.26234366","0.36606747","135.99071115","0.2897433","0.16226235"
"2013-08-13 17:00:00","17.75493525","12.62021145","0.3815177","134.47642635","0.53539965","0.1683135"
"2013-08-13 18:00:00","31.04631032","23.17628888","0.3964728","120.2615925","0.6919668","0.2393001"
"2013-08-13 19:00:00","43.08613608","33.47812576","0.45485328","107.2011255","0.5043303","0.3654081"
"2013-08-13 20:00:00","62.82543288","49.63261376","0.54342124","90.264174","1.25462205","0.88697655"
"2013-08-13 21:00:00","62.65553256","51.16953672","0.50653618","79.29656175","0.9351315","1.177686"
"2013-08-13 22:00:00","33.27906744","29.02563224","0.4643958","93.20893365","0.93894525","0.92663955"
"2013-08-13 23:00:00","29.41407416","23.49597528","0.46641125","60.4914324","0.7329519","0.7549191"
"2013-08-14 00:00:00","25.99719632","20.74575448","0.44349337","69.1415928","0.93680955","0.75944475"
"2013-08-14 01:00:00","29.53405216","25.5192728","0.42735229","61.67217315","0.82158345","0.6677622"
"2013-08-14 02:00:00","26.41806576","20.98957272","0.44892693","58.18004535","1.2162303","0.63547245"
"2013-08-14 03:00:00","19.13556368","15.49819782","","65.25495375","1.3308462","0.8672976"
"2013-08-14 04:00:00","25.06207536","17.65247308","0.41194284","60.89404335","1.14936255","0.76310595"
"2013-08-14 05:00:00","32.73820088","23.99466312","0.47688227","52.46516835","1.15109145","0.77347935"
"2013-08-14 06:00:00","34.99560368","29.16375512","0.51795551","52.6986033","1.5713667","1.80817515"
"2013-08-14 07:00:00","59.85730144","49.04702552","0.52803159","62.01455505","1.2931155","1.6131654"
"2013-08-14 08:00:00","33.37696184","26.84023536","0.50382988","93.3110976","1.1005974","1.7568675"
"2013-08-14 09:00:00","31.97754992","23.2022156","0.44041194","115.86886185","0.8060742","1.064799"
"2013-08-14 10:00:00","26.75593528","18.74517534","0.40366435","129.01256025","0.56621475","0.6863733"
"2013-08-14 11:00:00","25.02251608","17.64015215","0.40415831","138.3677337","0.4580568","0.5480613"
"2013-08-14 12:00:00","30.08138128","21.45778328","0.44687187","147.32713905","0.67391505","0.72049365"
"2013-08-14 13:00:00","25.90771472","18.87941113","0.41775036","146.23974435","0.87462","0.53021295"
"2013-08-14 14:00:00","18.24843392","12.21166485","0.41293076","145.67340375","0.4079187","0.2734713"
"2013-08-14 15:00:00","13.93339982","9.67543126","0.42419165","145.97855895","0.42922485","0.2647251"
"2013-08-14 16:00:00","13.99824721","9.74416958","0.40858414","140.3807685","1.20041595","0.2748951"
"2013-08-14 17:00:00","15.4339986","10.8660547","0.41650614","131.3422215","0.8338383","0.33291495"
"2013-08-14 18:00:00","13.12603105","9.4238178","0.3790677","117.51649245","0.39942675","0.28450575"
"2013-08-14 19:00:00","20.4040036","16.04681946","0.37875199","110.4936336","0.38091735","0.3705948"
"2013-08-14 20:00:00","19.50001","15.70182391","0.39951578","106.77349725","0.4270383","0.4755492"
"2013-08-14 21:00:00","16.29519017","12.81670386","0.39382592","108.38928765","0.4137156","0.38081565"
"2013-08-14 22:00:00","16.6447248","13.27972334","0.40176773","102.70688925","0.51231375","0.43369965"
"2013-08-14 23:00:00","14.6104199","11.23698843","0.40153123","102.66291945","0.5744016","0.44112375"
"2013-08-15 00:00:00","13.89837962","10.63519217","0.395288","97.22275395","0.53895915","0.42078375"
"2013-08-15 01:00:00","12.97428517","9.69488586","0.39923851","90.8156319","0.4439205","0.3704931"
"2013-08-15 02:00:00","8.82656062","5.60617329","0.38748366","98.6267751","0.42322455","0.32050755"
"2013-08-15 03:00:00","7.67873922","4.32346411","0.38495445","104.98988745","0.34674615","0.2111292"
"2013-08-15 04:00:00","7.28316172","3.99597866","0.38076627","100.67901165","0.34013565","0.2032983"
"2013-08-15 05:00:00","7.72283568","4.34940422","0.38066725","92.3759613","0.3812733","0.25379235"
"2013-08-15 06:00:00","9.17868984","5.78320919","0.3892032","87.8945928","0.40237605","0.2335032"
"2013-08-15 07:00:00","9.79540162","6.17684219","0.3888071","82.74471975","0.45109035","0.4109697"
"2013-08-15 08:00:00","9.71044954","6.03547082","0.38216893","84.36864975","0.44132715","0.36566235"
"2013-08-15 09:00:00","10.5243019","6.66774628","0.38343412","89.8358874","0.47427795","0.3623571"
"2013-08-15 10:00:00","9.46596975","5.84287124","0.37653849","97.03801695","0.48088845","0.33240645"
"2013-08-15 11:00:00","9.3479439","5.80331387","0.36966382","105.3410274","0.45881955","0.28816695"
"2013-08-15 12:00:00","9.08400951","5.47647468","0.36666045","103.13992395","0.4812444","0.2781495"
"2013-08-15 13:00:00","8.03281294","4.33384054","0.36118845","108.4995912","0.4233771","0.23040135"
"2013-08-15 14:00:00","7.29937357","3.83385636","0.36061527","120.7575495","0.407817","0.4924314"
"2013-08-15 15:00:00","6.95178344","3.60040116","0.36750974","115.4858817","0.37939185","0.32050755"
"2013-08-15 16:00:00","7.18912956","3.83709911","0.37418752","117.86290425","0.38661255","0.2401137"
"2013-08-15 17:00:00","7.20728782","3.79883808","0.36901142","115.6462398","0.3878838","0.20314575"
"2013-08-15 18:00:00","8.1158186","4.76378815","0.37197518","109.8373185","0.3820869","0.21484125"
"2013-08-15 19:00:00","8.63525738","5.21837762","0.37300271","111.75353595","0.4059864","0.24840225"
"2013-08-15 20:00:00","10.24869475","6.79031122","0.37728991","100.6560093","0.4174785","0.23080815"
"2013-08-15 21:00:00","10.35115501","6.93621976","0.37474089","106.36141005","0.4348692","0.2570976"
"2013-08-15 22:00:00","8.84342255","5.53743306","0.36517857","103.82333115","0.391545","0.20640015"
"2013-08-15 23:00:00","8.63331096","5.22486313","0.35632807","97.64565405","0.3452715","0.15900795"
"2013-08-16 00:00:00","8.57818991","5.07311725","0.34957107","94.61700465","0.3495429","0.1802124"
"2013-08-16 01:00:00","7.42193659","4.0342397","0.34453361","98.0137116","0.3243213","0.1392273"
"2013-08-16 02:00:00","6.54064226","3.2450311","0.34670633","100.09304025","0.31969395","0.1225485"
"2013-08-16 03:00:00","7.19756148","3.72750518","","99.3852741","0.3139479","0.1177686"
"2013-08-16 04:00:00","6.9115779","3.63152852","0.34319036","94.824744","0.2974725","0.1034289"
"2013-08-16 05:00:00","10.55542735","6.95697261","0.37308193","82.2473862","0.31542255","0.1400409"
"2013-08-16 06:00:00","11.60208674","7.9861219","0.42476483","78.5624217","0.34216965","0.21748545"
"2013-08-16 07:00:00","12.51256394","8.78311234","0.44047019","78.29918145","0.34562745","0.22063815"
"2013-08-16 08:00:00","14.06374468","9.78956428","0.45528783","80.24115435","0.38915505","0.308151"
"2013-08-16 09:00:00","13.54819682","9.24483548","0.46149145","84.9004968","0.44295435","0.6720336"
"2013-08-16 10:00:00","13.00346802","8.74031222","0.47383929","91.4760567","0.45342945","0.49705875"
"2013-08-16 11:00:00","12.84847939","8.59959093","0.46856417","95.80654335","0.45078525","0.44631045"
"2013-08-16 12:00:00","13.88087144","9.42770872","0.46481054","104.95537395","0.4626333","0.4539888"
"2013-08-16 13:00:00","10.11769981","6.27087244","0.46730014","117.87914355","0.4147326","0.31033755"
"2013-08-16 14:00:00","8.06199389","4.47910282","0.47609123","121.2406986","0.378324","0.23375745"
"2013-08-16 15:00:00","7.8823634","4.45251455","0.46791293","119.4699366","0.43014015","0.360018"
"2013-08-16 16:00:00","7.98936274","4.52255111","0.45347043","118.91035905","0.35193285","0.2215026"
"2013-08-16 17:00:00","9.22732538","5.60876596","0.44993349","111.0910962","0.34196625","0.19450125"
"2013-08-16 18:00:00","11.15657545","7.43750027","0.4689591","113.6007663","0.35376345","0.22063815"
"2013-08-16 19:00:00","12.09299274","8.27210548","0.47982506","104.12852625","0.4201227","0.32254155"
"2013-08-16 20:00:00","14.22716332","10.53856734","0.4869968","100.4374371","0.4155462","0.3148632"
"2013-08-16 21:00:00","13.36791817","9.8583045","0.47000644","103.26445185","0.4741254","0.37522215"
"2013-08-16 22:00:00","10.98343046","7.66058096","0.45815256","102.95658345","0.3554415","0.29670975"
"2013-08-16 23:00:00","11.66109871","8.29609917","0.47150812","97.3702443","0.33077925","0.24789375"
"2013-08-17 00:00:00","11.94189312","8.55549256","0.46538372","89.98202115","0.3609333","0.2838447"
"2013-08-17 01:00:00","10.00486313","6.5808497","0.45805354","89.63086125","0.35081415","0.2569959"
"2013-08-17 02:00:00","8.47508149","5.09581269","0.4469907","92.27108415","0.3346947","0.20670525"
"2013-08-17 03:00:00","9.3524849","5.91031322","0.44327668","87.6848385","0.2953368","0.1870263"
"2013-08-17 04:00:00","8.54965714","5.20021936","0.44404674","94.3071213","0.293913","0.15971985"
"2013-08-17 05:00:00","8.37845666","4.93109771","0.45755958","98.7587244","0.2932011","0.17558505"
"2013-08-17 06:00:00","16.40608043","12.48856834","0.48029921","77.379666","0.4013082","0.36718785"
"2013-08-17 07:00:00","14.2621816","10.3167849","0.47696149","80.87245215","0.44234415","0.36383175"
"2013-08-17 08:00:00","12.27456774","8.41866219","0.4806359","88.5265689","0.4643622","0.46837935"
"2013-08-17 09:00:00","13.01578895","8.67675925","0.4662132","97.0664457","0.456633","0.3814767"
"2013-08-17 10:00:00","13.82056122","9.26234558","0.46427697","103.7117109","0.4884651","0.35661105"
"2013-08-17 11:00:00","12.46587098","8.07107206","0.44744505","105.27405525","0.4073085","0.35406855"
"2013-08-17 12:00:00","10.95749036","6.94529985","0.44343395","110.87054895","0.36454365","0.3124224"
"2013-08-17 13:00:00","8.62488095","4.97584234","0.44299941","116.483262","0.31318515","0.24392745"
"2013-08-17 14:00:00","7.28251355","3.73788161","0.43962091","118.3291158","0.2648268","0.149499"
"2013-08-17 15:00:00","6.93168067","3.41623158","0.43904773","122.5905954","0.2401137","0.1235655"
"2013-08-17 16:00:00","7.01014724","3.57640747","0.43308176","115.168557","0.2508939","0.1373967"
"2013-08-17 17:00:00","8.25718997","4.61917594","0.44173538","117.46976955","0.2466225","0.1459395"
"2013-08-17 18:00:00","10.11575339","6.4641221","0.44631849","119.6296164","0.3352032","0.2351304"
"2013-08-17 19:00:00","12.62021145","9.13588972","0.47962817","117.4055106","0.3593061","0.2956419"
"2013-08-17 20:00:00","18.25427126","14.46061852","0.49995742","107.67272355","0.4284621","0.3321522"
"2013-08-17 21:00:00","16.4521233","13.07350458","0.51317435","105.10962735","0.45190395","0.42047865"
"2013-08-17 22:00:00","15.7906669","12.28299774","0.51603908","95.41408695","0.5223312","0.4071051"
"2013-08-17 23:00:00","15.47809697","12.06316172","0.49663834","89.50230345","0.6328791","0.5398236"
"2013-08-18 00:00:00","18.65373777","15.15839145","0.50946033","95.6725791","0.6135561","0.49736385"
"2013-08-18 01:00:00","16.0046675","12.59556959","0.50622046","88.17000255","0.567486","0.4865328"
"2013-08-18 02:00:00","14.01770181","10.55283468","0.48970426","91.4374734","0.5364675","0.44742915"
"2013-08-18 03:00:00","13.98138719","10.4918763","","85.901907","0.46593855","0.37461195"
"2013-08-18 04:00:00","12.85885582","9.4756961","0.44560784","87.16452255","0.43939485","0.39535875"
"2013-08-18 05:00:00","13.24211048","9.80058887","0.45599964","97.37293755","0.4610061","0.3843243"
"2013-08-18 06:00:00","29.48736112","25.58280856","0.46696462","85.3051227","0.48841425","0.448497"
"2013-08-18 07:00:00","33.62406872","28.365476","0.50710936","86.84987115","0.62753985","0.46258245"
"2013-08-18 08:00:00","16.74069955","12.43798638","0.51313474","106.99881255","0.6853563","0.62764155"
"2013-08-18 09:00:00","10.15531267","6.37138819","0.49667795","118.35415305","0.4886685","0.40461345"
"2013-08-18 10:00:00","9.36610217","5.6924217","0.49069218","125.37427875","0.38091735","0.2363508"
"2013-08-18 11:00:00","9.02370121","5.12369921","0.46990741","125.89664955","0.3510684","0.22297725"
"2013-08-18 12:00:00","10.4724217","6.33377533","0.45864652","129.19390575","0.32071095","0.16480485"
"2013-08-18 13:00:00","8.39855942","4.49336826","0.444797","130.9714308","0.30545595","0.13826115"
"2013-08-18 14:00:00","6.93816618","3.44346802","0.44859024","128.26758735","0.3265587","0.20182365"
"2013-08-18 15:00:00","6.37074002","3.08874422","0.44290038","123.4404255","0.27179325","0.1489905"
"2013-08-18 16:00:00","6.00175079","2.91559924","0.45161342","129.4178445","0.2304522","0.0998694"
"2013-08-18 17:00:00","6.48617129","3.34813953","0.48818277","127.5909432","0.3708999","0.33972885"
"2013-08-18 18:00:00","9.5275763","6.24882326","0.46514606","132.93704445","0.40125735","0.3965283"
"2013-08-18 19:00:00","11.97561506","8.47443141","0.49567022","130.63242045","0.2902518","0.1676016"
"2013-08-18 20:00:00","16.42748145","13.06572274","0.50315768","126.6564852","0.31247325","0.2197737"
"2013-08-18 21:00:00","18.30550138","14.83674142","0.50776176","115.0589118","0.4395474","0.37278135"
"2013-08-18 22:00:00","19.98313416","16.45471789","0.5204055","107.6977608","0.4425984","0.42658065"
"2013-08-18 23:00:00","22.37280912","18.86319928","0.53370165","85.9357422","0.61157295","0.4833801"
"2013-08-19 00:00:00","18.33662683","14.90029248","0.4934975","65.7144222","0.663084","0.6074541"
"2013-08-19 01:00:00","17.25495107","13.7952712","0.46854436","67.6150986","0.61808175","0.53285715"
"2013-08-19 02:00:00","12.63836971","9.23445906","0.43914675","79.5895674","0.5316876","0.53224695"
"2013-08-19 03:00:00","11.61765042","8.10025492","0.43936461","79.6497765","0.4895838","0.42210585"
"2013-08-19 04:00:00","13.47556759","10.11705164","0.44280252","73.5715302","0.4953807","0.568503"
"2013-08-19 05:00:00","15.12337317","11.5294556","0.45254192","77.1279369","0.5607738","0.6774237"
"2013-08-19 06:00:00","26.26242896","21.32031048","0.50292118","66.0500211","0.6098949","0.79910775"
"2013-08-19 07:00:00","24.1749456","19.52205536","0.51226565","78.981252","0.7930566","0.90670635"
"2013-08-19 08:00:00","23.63994888","18.28669495","0.5222031","99.68570115","0.7187139","0.81812565"
"2013-08-19 09:00:00","18.06426243","13.41396104","0.47119241","119.77036365","0.6582024","0.92826675"
"2013-08-19 10:00:00","13.02746171","8.9828475","0.45447815","132.64270215","0.50204205","0.8578395"
"2013-08-19 11:00:00","13.13122022","9.04380398","0.45347043","132.1406604","0.3599163","0.40064715"
"2013-08-19 12:00:00","11.6312696","7.72413202","0.46643105","132.1068252","0.3716118","0.32101605"
"2013-08-19 13:00:00","10.30122122","6.50238314","0.46949267","134.9412813","0.31226985","0.25735185"
"2013-08-19 14:00:00","7.71310742","4.32151961","0.45787646","131.748204","0.2396052","0.1546857"
"2013-08-19 15:00:00","7.13011759","3.7832744","0.4574023","129.05110365","0.21443445","0.1477701"
"2013-08-19 16:00:00","7.70662383","4.35070055","0.47711876","132.9444858","0.19450125","0.1374984"
"2013-08-19 17:00:00","13.67724535","9.07233675","0.52417894","130.789407","0.3306267","0.1658727"
"2013-08-19 18:00:00","14.01834998","10.30640847","0.50094534","128.6620587","0.2973708","0.24626655"
"2013-08-19 19:00:00","14.83738959","11.13776902","0.50280235","126.9190272","0.242046","0.17812755"
"2013-08-19 20:00:00","27.17550456","22.67825112","0.55302317","108.52734165","0.4684302","0.3258468"
"2013-08-19 21:00:00","69.17738368","50.96395848","0.78780912","62.0436222","0.67757625","0.8164476"
"2013-08-19 22:00:00","82.73011768","53.03004656","0.61353793","51.2329965","1.1823642","1.20672135"
"2013-08-19 23:00:00","28.15796664","24.57051928","0.53411639","71.0422692","0.6279975","0.70259445"
"2013-08-20 00:00:00","25.88630032","21.81899832","0.59453212","61.7756937","0.80673525","0.53428095"
"2013-08-20 01:00:00","28.04382024","23.79558568","0.61063359","54.986988","",""
"2013-08-20 02:00:00","26.8389352","22.5465908","0.61333988","48.4696023","",""
"2013-08-20 03:00:00","28.53472624","21.21331496","","42.0713181","",""
"2013-08-20 04:00:00","38.89690584","23.8690256","0.61345871","43.5044463","",""
"2013-08-20 05:00:00","35.91126048","26.59121648","0.69562616","41.098995","",""
"2013-08-20 06:00:00","70.4120768","40.53302336","0.79041755","31.82633475","",""
"2013-08-20 07:00:00","56.1771412","37.54611608","0.72907331","41.3777763","",""
"2013-08-20 08:00:00","32.0015264","25.3065628","0.7800642","80.07536985","",""
"2013-08-20 09:00:00","22.1938268","17.17842901","0.64299379","105.22262415","",""
"2013-08-20 10:00:00","17.23549456","12.72137728","0.55707388","128.7500382","",""
"2013-08-20 11:00:00","13.71226554","9.62290289","0.50653618","140.38753155","",""
"2013-08-20 12:00:00","19.53956928","15.5442407","0.5176794","163.31474985","",""
"2013-08-20 13:00:00","13.72782731","10.08138328","0.51503136","158.09718645","",""
"2013-08-20 14:00:00","10.55413102","6.97966996","0.51597967","136.0069704","",""
"2013-08-20 15:00:00","9.39722953","5.87205218","0.50371105","139.22097525","",""
"2013-08-20 16:00:00","11.8277601","8.21179526","0.52390283","141.22926195","",""
"2013-08-20 17:00:00","15.84773437","11.96783322","0.52259803","139.46528295","",""
"2013-08-20 18:00:00","15.90544809","12.40361626","0.53227918","126.0319704","",""
"2013-08-20 19:00:00","17.00917303","13.2265468","0.53956975","121.00183725","",""
"2013-08-20 20:00:00","13.46324475","9.85700817","0.52641108","114.8653968","",""
"2013-08-20 21:00:00","10.34077858","6.96280803","0.48893303","103.7509326","",""
"2013-08-20 22:00:00","10.27009386","6.92843792","0.45339121","96.70644795","",""
"2013-08-20 23:00:00","10.39395513","6.91741333","0.45058589","96.1840971","",""
"2013-08-21 00:00:00","10.91209566","7.44009486","0.45892379","89.6728161","",""
"2013-08-21 01:00:00","10.88550738","7.4757613","0.45115907","87.6557514","",""
"2013-08-21 02:00:00","8.99452026","5.60941604","0.44282116","88.68898185","",""
"2013-08-21 03:00:00","9.47050884","6.10032013","0.44163636","85.99257975","",""
"2013-08-21 04:00:00","8.99192568","5.56402134","0.44260447","84.7245378","",""
"2013-08-21 05:00:00","10.03080132","6.65737177","0.44861005","82.4923323","",""
"2013-08-21 06:00:00","12.36924806","8.86287715","0.4549127","77.06367795","",""
"2013-08-21 07:00:00","13.69735003","9.69877678","0.46218346","74.64940875","",""
"2013-08-21 08:00:00","14.43013933","10.27074202","0.46899871","77.91622125","",""
"2013-08-21 09:00:00","14.9884873","10.52365182","0.47682285","81.36302265","",""
"2013-08-21 10:00:00","13.8276949","9.43095147","0.47828493","91.13704635","",""
"2013-08-21 11:00:00","12.47819382","8.27988541","0.49187698","103.5642006","",""
"2013-08-21 12:00:00","12.33811879","8.13851595","0.50467917","118.28376945","",""
"2013-08-21 13:00:00","10.39136054","6.46217569","0.49723132","122.60477985","",""
"2013-08-21 14:00:00","8.66833115","5.20086753","0.50361203","122.3185572","",""
"2013-08-21 15:00:00","7.88301157","4.45834998","0.50094534","121.66764855","",""
"2013-08-21 16:00:00","8.0833949","4.62695778","0.50329631","124.59275745","",""
"2013-08-21 17:00:00","9.64624841","6.11458747","0.51307532","119.9449461","",""
"2013-08-21 18:00:00","11.35955146","7.86355697","0.50766273","117.6551649","",""
"2013-08-21 19:00:00","15.21026974","11.53399469","0.52552218","114.7111434","",""
"2013-08-21 20:00:00","13.0320008","9.50487895","0.52082024","116.73090135","",""
"2013-08-21 21:00:00","11.11636991","7.73515661","0.51785648","114.7625346","",""
"2013-08-21 22:00:00","9.0561249","5.66518526","0.50438326","112.14124425","",""
"2013-08-21 23:00:00","8.63525738","5.25144949","0.49731054","109.63568385","",""
"2013-08-22 00:00:00","9.54897541","6.20213222","0.4879253","97.12599645","",""
"2013-08-22 01:00:00","7.7656358","4.39350258","0.48109025","99.72428445","",""
"2013-08-22 02:00:00","7.15151861","3.87795473","0.47170617","95.3728104","",""
"2013-08-22 03:00:00","7.9407272","4.61398678","","91.22841735","",""
"2013-08-22 04:00:00","8.10479401","4.70477618","0.4806557","84.5912718","",""
"2013-08-22 05:00:00","10.48279812","6.9440016","0.48545667","82.0362753","",""
"2013-08-22 06:00:00","13.36208083","9.72277047","0.4879055","77.44392495","",""
"2013-08-22 07:00:00","15.28095447","11.21688566","0.49112672","77.39859855","",""
"2013-08-22 08:00:00","14.73103842","10.48214995","0.51426129","83.52013635","",""
"2013-08-22 09:00:00","15.92814544","11.34917694","0.56539081","88.4420208","",""
"2013-08-22 10:00:00","14.75359619","10.30810633","0.54956778","105.9697317","",""
"2013-08-22 11:00:00","12.69219442","8.54900897","0.56910483","110.45574855","",""
"2013-08-22 12:00:00","11.34593419","7.46992588","0.54401423","108.2891586","",""
"2013-08-22 13:00:00","10.65724135","7.06202745","0.54043884","114.5243715","0.7099677","3.3396246"
"2013-08-22 14:00:00","8.85833615","5.47193559","0.53083691","116.9020923","0.64452375","1.91221425"
"2013-08-22 15:00:00","8.22930345","5.07570992","0.53478859","125.917617","0.6077592","1.3705092"
"2013-08-22 16:00:00","8.28247999","5.16584925","0.53619125","130.85637915","0.5843682","1.0659177"
"2013-08-22 17:00:00","11.58846948","8.09312125","0.54745214","123.8856696","0.6211836","1.11702195"
"2013-08-22 18:00:00","15.16098603","11.59365674","0.54913091","115.46627085","0.82626165","1.41785055"
"2013-08-22 19:00:00","14.36464186","11.30443041","0.55523551","114.2726823","0.83958435","1.604826"
"2013-08-22 20:00:00","13.89773146","10.79925898","0.54986253","107.5083156","0.77978475","1.6909659"
"2013-08-22 21:00:00","13.93404798","10.98407863","0.5524698","103.99522035","0.75730905","1.48283685"
"2013-08-22 22:00:00","12.58389683","9.45299874","0.54500215","97.90209135","0.72344295","1.08071505"
"2013-08-22 23:00:00","12.73045354","9.55092182","0.53986566","90.21411945","0.6797628","1.12475115"
"2013-08-23 00:00:00","10.84011459","7.8888489","0.53484684","87.39255105","0.68611905","1.0548324"
"2013-08-23 01:00:00","9.96984485","6.94724435","0.53314827","91.8231468","0.63486225","0.9109269"
"2013-08-23 02:00:00","9.69229128","6.71768007","0.51260117","90.31833825","0.5965722","0.83073645"
"2013-08-23 03:00:00","8.78765142","5.59385236","0.50847241","92.51670855","0.56977425","0.7260363"
"2013-08-23 04:00:00","7.77795673","4.70607252","0.50379027","92.98226175","0.5537565","0.66608415"
"2013-08-23 05:00:00","11.95745871","8.90826994","0.52084005","83.67239475","0.55573965","0.78415785"
"2013-08-23 06:00:00","17.46700717","13.79656754","0.53626931","75.8984982","0.6960348","1.2374856"
"2013-08-23 07:00:00","16.28416558","12.47365474","0.59073888","84.19743885","1.4839047","1.66355775"
"2013-08-23 08:00:00","14.41911474","10.52365182","0.54259176","91.98488145","0.939708","1.4839047"
"2013-08-23 09:00:00","13.50669304","9.50876987","0.54041904","96.48995055","0.8499069","2.16504045"
"2013-08-23 10:00:00","13.25637782","9.08855051","0.53285236","103.85177985","0.7203411","2.64648825"
"2013-08-23 11:00:00","12.22463394","8.45627506","0.52500842","114.1434462","0.6473205","1.8640593"
"2013-08-23 12:00:00","10.67150678","6.71638374","0.52121518","115.8668469","0.6022674","1.5103467"
"2013-08-23 13:00:00","8.83888346","4.98946151","0.5176794","117.6328608","0.50397435","0.88056945"
"2013-08-23 14:00:00","7.38886473","4.14059087","0.5194968","115.6286439","0.4874481","0.8852985"
"2013-08-23 15:00:00","7.86226063","4.73136254","0.51445818","124.7544522","0.4408695","0.7496307"
"2013-08-23 16:00:00","8.41931036","5.56531767","0.52273667","130.00383585","0.4215465","0.53916255"
"2013-08-23 17:00:00","9.0541804","5.97191977","0.52868283","115.93924545","0.43217415","0.6103017"
"2013-08-23 18:00:00","13.08323093","9.95039025","0.53340574","114.80516775","0.6150816","1.2871152"
"2013-08-23 19:00:00","15.05917203","11.36474062","0.5438954","105.75852105","0.6339978","1.51273665"
"2013-08-23 20:00:00","36.81267288","28.16574848","0.59225921","90.24320655","0.69435675","1.6518114"
"2013-08-23 21:00:00","43.59778728","31.59428952","0.60243432","79.2911553","1.02152565","3.14207235"
"2013-08-23 22:00:00","29.33560568","23.23982464","0.57228645","82.0930929","0.8856036","2.32765875"
"2013-08-23 23:00:00","19.38523264","14.72779566","0.55776472","89.4731964","0.67411845","1.5646545"
"2013-08-24 00:00:00","51.960034","35.75109224","0.62389012","39.4540776","1.02894975","2.82039525"
"2013-08-24 01:00:00","25.09580304","19.92346064","0.60500314","44.0735001","1.14722685","2.6545734"
"2013-08-24 02:00:00","16.68168758","13.35624541","0.5766319","56.60212005","1.13736195","2.7087795"
"2013-08-24 03:00:00","19.01494516","14.47099494","","50.155098","1.12586985","4.95314595"
"2013-08-24 04:00:00","13.64028257","10.54310642","0.57769904","55.03097775","1.1983311","2.6812188"
"2013-08-24 05:00:00","13.52290489","10.21237822","0.59103479","55.8571272","1.2543678","2.29419945"
"2013-08-24 06:00:00","21.58099256","16.2510918","0.64530632","48.0115104","1.404477","3.22434765"
"2013-08-24 07:00:00","26.17487848","20.38193912","0.64583872","51.407559","1.7150688","4.07801745"
"2013-08-24 08:00:00","25.99136472","19.08887264","0.62511454","82.8976365","1.45080135","3.2152455"
"2013-08-24 09:00:00","16.3094556","10.8031499","0.56983645","116.5096359","0.9008586","2.1147498"
"2013-08-24 10:00:00","12.56703682","8.1547278","0.54063573","129.71288505","0.75151215","1.6967628"
"2013-08-24 11:00:00","20.48895376","13.3238198","0.55458427","135.1672749","0.80978625","1.5209235"
"2013-08-24 12:00:00","20.54665792","13.36727","0.56132147","142.7679456","0.7996671","1.99937115"
"2013-08-24 13:00:00","17.93197115","13.17791126","0.55043571","147.6877752","1.03667895","1.32784605"
"2013-08-24 14:00:00","12.0398162","7.38043472","0.52704367","133.76931855","0.6917634","1.04654385"
"2013-08-24 15:00:00","9.77594702","5.61071238","0.52441543","140.17235085","0.4431069","0.5022963"
"2013-08-24 16:00:00","14.50666139","8.99781655","0.540913","131.14800825","0.453582","0.52461945"
"2013-08-24 17:00:00","26.24491504","20.68543088","0.56147874","110.6344008","0.53194185","0.9566919"
"2013-08-24 18:00:00","21.4214744","16.61294927","0.5585744","113.22321255","0.5932161","1.0821897"
"2013-08-24 19:00:00","29.13522808","21.70032048","0.61881189","99.7317258","0.70015365","1.6437771"
"2013-08-24 20:00:00","36.97869184","28.46924024","0.63603991","88.3723155","0.9881172","4.27023045"
"2013-08-24 21:00:00","28.3771392","22.26774472","0.61059398","90.48815265","1.10512305","2.7360351"
