"NetC","SIMAGE Brindisi","","",""
"Stat","S. Pancrazio S.","","",""
"Parm","SO2","NOX","NO2","PM10"
"PtId","1","2","4","6"
"Unit","ug/m3 293K","ug/m3 293K","ug/m3 293K","ug/m3"
"Field","Aver","Aver","Aver","Aver"
"2013-01-05 04:00:00","0.22992336","9.86349367","4.26221128","20.20000076"
"2013-01-05 05:00:00","0.18062835","9.66635309","4.38291393","20.20000076"
"2013-01-05 06:00:00","0.22589706","10.24350558","4.40627666","20.20000076"
"2013-01-05 07:00:00","0.11290429","10.88291471","4.39459434","20.20000076"
"2013-01-05 08:00:00","0.22035034","10.99964231","4.38031934","20.20000076"
"2013-01-05 09:00:00","0.22713983","15.0449066","9.19023258","20.20000076"
"2013-01-05 10:00:00","0.18286474","16.27573557","10.35701911","20.20000076"
"2013-01-05 11:00:00","0.23904788","29.33107424","19.70428808","20.20000076"
"2013-01-05 12:00:00","0.20889892","18.07852978","13.47190994","20.20000076"
"2013-01-05 13:00:00","0.14323225","18.4131489","13.3057839","20.20000076"
"2013-01-05 14:00:00","0.18170231","16.18364982","12.60881975","20.20000076"
"2013-01-05 15:00:00","0.19878994","15.63373377","12.0014175","20.20000076"
"2013-01-05 16:00:00","0.15352022","7.23841518","4.52178631","20.20000076"
"2013-01-05 17:00:00","0.11863","7.45760495","5.3173829","20.20000076"
"2013-01-05 18:00:00","0.10699959","8.14500146","6.21551048","20.20000076"
"2013-01-05 19:00:00","0.09939446","10.02820865","7.56140361","20.20000076"
"2013-01-05 20:00:00","0.14833148","12.21879852","8.79438166","20.20000076"
"2013-01-05 21:00:00","0.3334326","12.58843592","8.77491368","20.20000076"
"2013-01-05 22:00:00","0.13276528","12.1500583","8.50884932","20.20000076"
"2013-01-05 23:00:00","0.20129481","11.01261141","7.7521887","20.20000076"
"2013-01-06 00:00:00","0.12184982","11.11247899","7.87289135","20.20000076"
"2013-01-06 01:00:00","","9.88943186","6.45172278","11"
"2013-01-06 02:00:00","0.44950892","","","11"
"2013-01-06 03:00:00","0.2909576","","","11"
"2013-01-06 04:00:00","0.21475074","8.12814144","2.49061709","11"
"2013-01-06 05:00:00","0.28010926","7.33050093","2.01689423","11"
"2013-01-06 06:00:00","0.33470792","8.03086653","2.1583612","11"
"2013-01-06 07:00:00","0.36680953","7.66512005","2.00651016","11"
"2013-01-06 08:00:00","0.45724523","7.93618811","2.08568034","11"
"2013-01-06 09:00:00","0.48961329","8.55095347","2.34655362","11"
"2013-01-06 10:00:00","0.50953226","9.21370812","2.6502557","11"
"2013-01-06 11:00:00","0.68889139","8.25653989","2.50619033","11"
"2013-01-06 12:00:00","0.72081502","8.24097621","2.46855261","11"
"2013-01-06 13:00:00","0.63278045","7.94007903","2.40625391","11"
"2013-01-06 14:00:00","0.60290201","7.07110562","2.36731794","11"
"2013-01-06 15:00:00","0.48783456","5.0504199","1.88840401","11"
"2013-01-06 16:00:00","0.79862264","4.58091491","2.18561676","11"
"2013-01-06 17:00:00","0.59836721","4.49272009","2.68529693","11"
"2013-01-06 18:00:00","0.48258786","4.76378815","2.66323436","11"
"2013-01-06 19:00:00","0.4640927","6.09707738","3.20444508","11"
"2013-01-06 20:00:00","0.34511285","7.98936274","4.495829","11"
"2013-01-06 21:00:00","0.50935428","8.65989923","4.66584978","11"
"2013-01-06 22:00:00","0.87767609","19.48054584","14.76069162","11"
"2013-01-06 23:00:00","0.74020006","11.32777784","6.73725513","11"
"2013-01-07 00:00:00","0.46738269","12.04759804","7.12661481","11"
"2013-01-07 01:00:00","0.56368649","11.77004447","7.39267917","13.39999962"
"2013-01-07 02:00:00","0.74411246","12.19804758","7.57438226","13.39999962"
"2013-01-07 03:00:00","0.53718754","11.2551467","6.5062339","13.39999962"
"2013-01-07 04:00:00","0.73415298","10.67150678","5.39525483","13.39999962"
"2013-01-07 05:00:00","0.75336106","10.32391857","4.76578619","13.39999962"
"2013-01-07 06:00:00","0.76109738","9.93741924","4.05065804","13.39999962"
"2013-01-07 07:00:00","0.97833773","11.82840827","5.41731931","13.39999962"
"2013-01-07 08:00:00","0.70365213","13.08777002","6.69182983","13.39999962"
"2013-01-07 09:00:00","0.94881422","13.02162438","6.61914898","13.39999962"
"2013-01-07 10:00:00","1.09758403","13.2460014","7.63667905","13.39999962"
"2013-01-07 11:00:00","1.83324929","12.34201162","6.1337438","13.39999962"
"2013-01-07 12:00:00","0.73548728","18.00590054","4.91504074","13.39999962"
"2013-01-07 13:00:00","0.87020622","11.13193359","3.50425433","13.39999962"
"2013-01-07 14:00:00","0.70996567","9.50552712","3.55616895","13.39999962"
"2013-01-07 15:00:00","0.71387807","8.46664957","3.7936795","13.39999962"
"2013-01-07 16:00:00","0.77461331","7.49002865","3.50814907","13.39999962"
"2013-01-07 17:00:00","0.7018734","7.47446497","3.46921119","13.39999962"
"2013-01-07 18:00:00","0.57693596","8.85444523","4.43353222","13.39999962"
"2013-01-07 19:00:00","0.76074143","9.73249873","4.63729788","13.39999962"
"2013-01-07 20:00:00","0.70800998","9.24613373","3.86116928","13.39999962"
"2013-01-07 21:00:00","0.82850108","11.92049402","5.65093512","13.39999962"
"2013-01-07 22:00:00","0.71885831","11.95291771","5.98448926","13.39999962"
"2013-01-07 23:00:00","0.73931018","11.42504893","5.60421158","13.39999962"
