"NetC","ARPA Puglia","","",""
"Stat","ASM","","",""
"Parm","SO2","NOX","NO2","PM10"
"PtId","1","2","4","7"
"Unit","ug/m3 293K","ug/m3 293K","ug/m3 293K","ug/m3"
"Field","Aver","Aver","Aver","Aver"
"2013-02-02 19:00:00","14.55691086","10.00875405","6.65289386","12.19999981"
"2013-02-02 20:00:00","15.25585428","7.33698643","4.45559478","12.19999981"
"2013-02-02 21:00:00","14.64902055","9.25002274","6.24406238","12.19999981"
"2013-02-02 22:00:00","15.03551106","15.5572117","11.45501762","12.19999981"
"2013-02-02 23:00:00","15.17458581","22.14971696","17.12411865","12.19999981"
"2013-02-03 00:00:00","14.92895997","9.45105424","7.01370165","12.19999981"
"2013-02-03 01:00:00","","13.27842701","9.34857295","14.30000019"
"2013-02-03 02:00:00","","","","14.30000019"
"2013-02-03 03:00:00","","3.42401342","1.9221489","14.30000019"
"2013-02-03 04:00:00","","2.94153934","1.39391492","14.30000019"
"2013-02-03 05:00:00","","2.8753937","1.24725496","14.30000019"
"2013-02-03 06:00:00","","5.93495698","3.92346798","14.30000019"
"2013-02-03 07:00:00","","5.96089518","4.04157413","14.30000019"
"2013-02-03 08:00:00","","7.01533641","4.71776631","14.30000019"
"2013-02-03 09:00:00","","14.41976482","11.25254829","14.30000019"
"2013-02-03 10:00:00","","41.83651024","26.75042872","14.30000019"
"2013-02-03 11:00:00","","27.00560424","19.42135032","14.30000019"
"2013-02-03 12:00:00","","13.13057205","8.84499804","14.30000019"
"2013-02-03 13:00:00","","13.81796855","8.95012554","14.30000019"
"2013-02-03 14:00:00","","14.17204227","10.5478023","14.30000019"
"2013-02-03 15:00:00","","19.73994688","15.75615913","14.30000019"
"2013-02-03 16:00:00","","10.34856042","6.90857415","14.30000019"
"2013-02-03 17:00:00","","7.60545991","4.3764246","14.30000019"
"2013-02-03 18:00:00","","9.67413302","5.99357317","14.30000019"
"2013-02-03 19:00:00","","11.30443041","7.55880711","14.30000019"
"2013-02-03 20:00:00","","17.43912065","13.19027234","14.30000019"
"2013-02-03 21:00:00","","17.92419122","13.83661246","14.30000019"
"2013-02-03 22:00:00","","17.29386027","13.18119034","14.30000019"
"2013-02-03 23:00:00","","14.72455291","10.64255146","14.30000019"
"2013-02-04 00:00:00","","8.25653989","5.07078652","14.30000019"
"2013-02-04 01:00:00","","7.41480483","4.42963747","25.7999897"
"2013-02-04 02:00:00","","6.17359944","3.64442496","25.7999897"
"2013-02-04 03:00:00","","7.98417549","5.00459499","25.7999897"
"2013-02-04 04:00:00","","5.7767256","3.43416997","25.7999897"
"2013-02-04 05:00:00","","5.65480883","3.30697799","25.7999897"
"2013-02-04 06:00:00","","6.25401242","3.58731926","25.7999897"
"2013-02-04 07:00:00","","8.92448179","5.66780661","25.7999897"
"2013-02-04 08:00:00","","18.90989032","13.44335804","25.7999897"
"2013-02-04 09:00:00","","29.73961128","22.43370632","25.7999897"
"2013-02-04 10:00:00","","24.76701552","17.64845788","25.7999897"
"2013-02-04 11:00:00","","27.46343264","18.23120298","25.7999897"
"2013-02-04 12:00:00","3.88679196","33.82897776","21.42265984","25.7999897"
"2013-02-04 13:00:00","5.66563683","21.5712796","14.63480746","25.7999897"
"2013-02-04 14:00:00","6.43682793","19.29120048","13.01376032","25.7999897"
"2013-02-04 15:00:00","7.71733059","16.82176262","11.59908108","25.7999897"
"2013-02-04 16:00:00","8.25915158","14.13053849","9.83787096","25.7999897"
"2013-02-04 17:00:00","8.6853834","15.32245826","10.76843945","25.7999897"
"2013-02-04 18:00:00","8.03519801","21.75414328","16.86454362","25.7999897"
"2013-02-04 19:00:00","9.21094866","80.4240736","53.87467256","25.7999897"
"2013-02-04 20:00:00","9.1495422","77.51756592","40.62078416","25.7999897"
"2013-02-04 21:00:00","6.6029864","44.22161552","32.01330432","25.7999897"
"2013-02-04 22:00:00","6.2074568","46.00365688","37.60324664","25.7999897"
"2013-02-04 23:00:00","6.09728722","40.58233384","34.94260304","25.7999897"
"2013-02-05 00:00:00","5.72884948","25.41032704","22.0638108","25.7999897"
"2013-02-05 01:00:00","","16.99296118","13.65879838","33.29999161"
"2013-02-05 02:00:00","4.78066275","","","33.29999161"
"2013-02-05 03:00:00","4.94501504","8.5029661","5.76385019","33.29999161"
"2013-02-05 04:00:00","5.18160992","6.8467286","3.98836126","33.29999161"
"2013-02-05 05:00:00","5.29719908","7.54320519","4.66844627","33.29999161"
"2013-02-05 06:00:00","5.3658293","9.38231402","5.88844567","33.29999161"
"2013-02-05 07:00:00","5.30081147","9.8777591","6.20642466","33.29999161"
"2013-02-05 08:00:00","5.17077378","19.40662792","13.4770991","33.29999161"
"2013-02-05 09:00:00","6.07561394","56.60904288","31.57981568","33.29999161"
"2013-02-05 10:00:00","6.77817482","70.47628176","41.16719552","33.29999161"
"2013-02-05 11:00:00","9.63176292","83.74561912","44.8388856","33.29999161"
"2013-02-05 12:00:00","9.90809199","52.5858316","33.28002344","33.29999161"
"2013-02-05 13:00:00","10.53659799","38.36967184","27.31240376","33.29999161"
"2013-02-05 14:00:00","10.62328707","33.95478736","24.67772512","33.29999161"
"2013-02-05 15:00:00","10.71720702","35.06238984","25.56676688","33.29999161"
"2013-02-05 16:00:00","11.23374132","34.9742084","25.8938336","33.29999161"
"2013-02-05 17:00:00","10.93212963","32.79399304","25.57456784","33.29999161"
"2013-02-05 18:00:00","11.5823079","52.29012168","41.020526","33.29999161"
"2013-02-05 19:00:00","10.82195802","36.72122192","27.35005104","33.29999161"
"2013-02-05 20:00:00","10.45712961","27.84862416","23.1631152","33.29999161"
"2013-02-05 21:00:00","10.03812866","7.18264597","4.87870126","33.29999161"
"2013-02-05 22:00:00","9.72748398","8.83499063","6.01953048","33.29999161"
"2013-02-05 23:00:00","9.65885377","15.66356288","11.15260805","33.29999161"
"2013-02-06 00:00:00","10.45712961","32.72915712","22.00929968","33.29999161"
"2013-02-06 01:00:00","9.92254051","18.6919988","13.12407507","20.2999897"
"2013-02-06 02:00:00","10.33431669","13.40293645","8.87355185","20.2999897"
"2013-02-06 03:00:00","13.08496608","56.78022424","29.79653152","20.2999897"
"2013-02-06 04:00:00","11.92004343","57.0396444","33.45133864","20.2999897"
"2013-02-06 05:00:00","10.7587413","15.28354906","10.73729297","20.2999897"
"2013-02-06 06:00:00","19.11542013","236.2140248","48.38077","20.2999897"
"2013-02-06 07:00:00","15.24502323","77.46959384","35.08537208","20.2999897"
"2013-02-06 08:00:00","13.16442429","38.4215444","21.20591552","20.2999897"
"2013-02-06 09:00:00","12.27945123","58.47148384","35.04902496","20.2999897"
"2013-02-06 10:00:00","27.88208217","70.1131356","34.35986368","20.2999897"
"2013-02-06 11:00:00","30.49726716","102.61011856","47.53325688","20.2999897"
"2013-02-06 12:00:00","42.88507974","12.89711685","8.2181259","20.2999897"
"2013-02-06 13:00:00","26.54378136","29.63844736","17.03586838","20.2999897"
"2013-02-06 14:00:00","20.11418532","9.6443039","5.93516922","20.2999897"
"2013-02-06 15:00:00","20.07445113","12.44317363","7.51468006","20.2999897"
"2013-02-06 16:00:00","47.19798351","43.74306104","27.94967336","20.2999897"
"2013-02-06 17:00:00","25.90443414","39.50712064","24.78026568","20.2999897"
"2013-02-06 18:00:00","18.70002648","14.11108389","10.11301923","20.2999897"
"2013-02-06 19:00:00","15.58455885","7.61972534","5.14216913","20.2999897"
"2013-02-06 20:00:00","15.05718333","24.18207736","19.41486864","20.2999897"
"2013-02-06 21:00:00","13.66470693","8.81034878","6.38423301","20.2999897"
"2013-02-06 22:00:00","13.58523855","6.53026774","4.46857344","20.2999897"
"2013-02-06 23:00:00","13.40643978","7.2228515","5.26027719","20.2999897"
"2013-02-07 00:00:00","12.79598553","4.88440667","2.89425558","20.2999897"
"2013-02-07 01:00:00","","5.50695387","3.45882903","33"
"2013-02-07 02:00:00","11.87850915","","","33"
"2013-02-07 03:00:00","11.57147685","7.11001482","5.0162754","33"
"2013-02-07 04:00:00","11.23374132","4.71709711","2.73721346","33"
"2013-02-07 05:00:00","10.84182003","4.88570301","2.83844622","33"
"2013-02-07 06:00:00","10.75333086","5.66518526","3.40561616","33"
"2013-02-07 07:00:00","9.9767222","5.8999387","3.44585038","33"
"2013-02-07 08:00:00","10.14649306","18.60510031","13.46152395","33"
"2013-02-07 09:00:00","9.98575214","27.66186","21.56542888","33"
"2013-02-07 10:00:00","10.34515791","51.4276376","37.75507856","33"
"2013-02-07 11:00:00","11.07841491","51.71942792","37.25539648","33"
"2013-02-07 12:00:00","","63.214544","43.19447","33"
"2013-02-07 13:00:00","2.92221831","38.69262776","28.67516264","33"
"2013-02-07 14:00:00","4.17382394","36.31526608","26.48047344","33"
"2013-02-07 15:00:00","3.84331317","23.95252264","17.72633364","33"
"2013-02-07 16:00:00","3.48571157","25.06792608","19.45767832","33"
"2013-02-07 17:00:00","3.26717759","19.92411072","15.68866935","33"
"2013-02-07 18:00:00","2.91138217","17.5571465","12.90604015","33"
"2013-02-07 19:00:00","2.78856925","35.80426496","27.40714336","33"
"2013-02-07 20:00:00","3.0504498","65.23004056","42.0679196","33"
"2013-02-07 21:00:00","1.37441855","35.53708208","28.65311728","33"
"2013-02-07 22:00:00","0.58516655","28.65793552","22.97361688","33"
"2013-02-07 23:00:00","0.10655821","20.24576648","16.28959183","33"
"2013-02-08 00:00:00","0.07766117","12.30828968","9.50302049","33"
"2013-02-08 01:00:00","","11.70130616","8.48029742","7.80000019"
"2013-02-08 02:00:00","","11.65980238","8.3544037","7.80000019"
"2013-02-08 03:00:00","","9.67543126","6.41278682","7.80000019"
"2013-02-08 04:00:00","","7.58730165","4.46338236","7.80000019"
"2013-02-08 05:00:00","","6.53286233","3.45753078","7.80000019"
"2013-02-08 06:00:00","","7.55098703","4.21548774","7.80000019"
"2013-02-08 07:00:00","","10.6364885","6.86963627","7.80000019"
"2013-02-08 08:00:00","","16.87364091","12.1883155","7.80000019"
"2013-02-08 09:00:00","","47.00105168","29.1787452","7.80000019"
"2013-02-08 10:00:00","","48.51462912","30.08597008","7.80000019"
"2013-02-08 11:00:00","","51.79726544","30.5168584","7.80000019"
"2013-02-08 12:00:00","","53.9269084","31.29297744","7.80000019"
"2013-02-08 13:00:00","","37.1051324","22.89185976","7.80000019"
"2013-02-08 14:00:00","","45.9440216","26.92694456","7.80000019"
"2013-02-08 15:00:00","","26.35841136","17.86001303","7.80000019"
"2013-02-08 16:00:00","","29.24677416","19.61473","7.80000019"
"2013-02-08 17:00:00","","30.09629488","19.75359856","7.80000019"
"2013-02-08 18:00:00","","47.30972496","29.20471016","7.80000019"
"2013-02-08 19:00:00","","32.93146584","21.9690712","7.80000019"
"2013-02-08 20:00:00","","28.10154352","19.80680952","7.80000019"
"2013-02-08 21:00:00","","18.11095538","13.88592486","7.80000019"
"2013-02-08 22:00:00","","14.75827486","10.86188654","7.80000019"
"2013-02-08 23:00:00","","11.96848139","8.14933978","7.80000019"
"2013-02-09 00:00:00","","9.49255802","6.11687231","7.80000019"
"2013-02-09 01:00:00","","8.33435829","5.26157353","15.60000038"
"2013-02-09 02:00:00","","","","15.60000038"
"2013-02-09 03:00:00","","10.3446695","7.13050955","15.60000038"
"2013-02-09 04:00:00","","9.32265388","5.8521062","15.60000038"
"2013-02-09 05:00:00","","7.4173975","4.21029857","15.60000038"
"2013-02-09 06:00:00","","6.51081314","3.10451058","15.60000038"
"2013-02-09 07:00:00","","6.27216878","2.86310719","15.60000038"
"2013-02-09 08:00:00","","9.64560024","5.22133931","15.60000038"
"2013-02-09 09:00:00","","12.99568618","8.55816745","15.60000038"
"2013-02-09 10:00:00","","12.15394922","7.5328498","15.60000038"
"2013-02-09 11:00:00","","24.77221616","14.5582223","15.60000038"
"2013-02-09 12:00:00","","27.17680472","17.6367813","15.60000038"
"2013-02-09 13:00:00","","23.37924768","16.16888345","15.60000038"
"2013-02-09 14:00:00","","25.15740768","17.94178354","15.60000038"
"2013-02-09 15:00:00","","21.65818","15.9936735","15.60000038"
"2013-02-09 16:00:00","","14.65192177","10.61269749","15.60000038"
"2013-02-09 17:00:00","","12.195453","8.37776451","15.60000038"
"2013-02-09 18:00:00","","13.55468233","9.82229772","15.60000038"
"2013-02-09 19:00:00","","14.32508449","10.31677916","15.60000038"
"2013-02-09 20:00:00","","14.85035869","10.81905391","15.60000038"
"2013-02-09 21:00:00","","11.11247899","7.17204202","15.60000038"
"2013-02-09 22:00:00","","13.18245034","9.03967979","15.60000038"
"2013-02-09 23:00:00","","11.09172806","6.95659403","15.60000038"
"2013-02-10 00:00:00","","7.98417549","3.95591462","15.60000038"
"2013-02-10 01:00:00","","6.22547774","2.69048992","22.2999897"
"2013-02-10 02:00:00","","5.60293054","1.94161688","22.2999897"
"2013-02-10 03:00:00","","5.97645886","2.11423224","22.2999897"
"2013-02-10 04:00:00","","6.3603636","2.31670157","22.2999897"
"2013-02-10 05:00:00","","5.66518526","1.72746906","22.2999897"
"2013-02-10 06:00:00","","6.04390083","2.00261733","22.2999897"
"2013-02-10 07:00:00","","5.74300366","1.76770136","22.2999897"
"2013-02-10 08:00:00","","6.53934592","2.26997802","22.2999897"
"2013-02-10 09:00:00","","8.50166785","3.81314749","22.2999897"
"2013-02-10 10:00:00","","9.54313998","4.93061589","22.2999897"
"2013-02-10 11:00:00","","8.13981229","3.80665816","22.2999897"
"2013-02-10 12:00:00","","11.20326649","6.88391509","22.2999897"
"2013-02-10 13:00:00","","15.2653927","10.67759459","22.2999897"
"2013-02-10 14:00:00","","14.44181209","9.96376469","22.2999897"
"2013-02-10 15:00:00","","7.64566545","4.07531902","22.2999897"
"2013-02-10 16:00:00","","5.98164802","2.82416931","22.2999897"
"2013-02-10 17:00:00","","9.23445906","5.4199139","22.2999897"
"2013-02-10 18:00:00","","17.86712185","13.05010553","22.2999897"
"2013-02-10 19:00:00","","12.04889438","8.55038178","22.2999897"
"2013-02-10 20:00:00","","12.26938048","9.14350904","22.2999897"
"2013-02-10 21:00:00","","11.87639565","8.42318981","22.2999897"
"2013-02-10 22:00:00","","9.93482657","6.31674323","22.2999897"
"2013-02-10 23:00:00","","9.79734612","6.09221134","22.2999897"
"2013-02-11 00:00:00","","9.91148105","6.15451003","22.2999897"
"2013-02-11 01:00:00","","9.70915321","5.76514844","19.7999897"
"2013-02-11 02:00:00","","","","19.7999897"
"2013-02-11 03:00:00","","8.3084201","4.29335967","19.7999897"
"2013-02-11 04:00:00","","6.7364865","2.66972178","19.7999897"
"2013-02-11 05:00:00","","5.77931827","1.57951085","19.7999897"
"2013-02-11 06:00:00","","6.04909","1.9221489","19.7999897"
"2013-02-11 07:00:00","","7.35125186","2.96174345","19.7999897"
"2013-02-11 08:00:00","","15.67782831","11.10069151","19.7999897"
"2013-02-11 09:00:00","","29.62160264","21.57062952","19.7999897"
"2013-02-11 10:00:00","","65.25984864","39.89917624","19.7999897"
"2013-02-11 11:00:00","","88.29929568","44.1068764","19.7999897"
"2013-02-11 12:00:00","","38.08954472","25.80557568","19.7999897"
"2013-02-11 13:00:00","","43.87273288","28.20924648","19.7999897"
"2013-02-11 14:00:00","","56.22773272","35.7459872","19.7999897"
"2013-02-11 15:00:00","","32.94831056","23.38244072","19.7999897"
"2013-02-11 16:00:00","","50.69614464","32.9386932","19.7999897"
"2013-02-11 17:00:00","8.49791369","32.4062012","22.10145808","19.7999897"
"2013-02-11 18:00:00","7.3741775","31.30896176","23.47979976","19.7999897"
"2013-02-11 19:00:00","6.76733869","35.10131816","26.43504432","19.7999897"
"2013-02-11 20:00:00","6.49823439","33.46193112","26.99441904","19.7999897"
"2013-02-11 21:00:00","6.5668646","22.79560968","19.35773808","19.7999897"
"2013-02-11 22:00:00","7.37959506","23.34553912","17.16305844","19.7999897"
"2013-02-11 23:00:00","6.79442954","6.83246317","4.08699942","19.7999897"
"2013-02-12 00:00:00","6.46030639","4.69115701","2.67491477","19.7999897"
"2013-02-12 01:00:00","7.16647966","11.85953563","8.11689123","37.90000153"
"2013-02-12 02:00:00","8.83889955","22.27682672","15.3460313","37.90000153"
"2013-02-12 03:00:00","14.73028902","34.32443432","23.91716976","37.90000153"
"2013-02-12 04:00:00","10.39572315","6.15673942","3.89231958","37.90000153"
"2013-02-12 05:00:00","9.10077908","5.75856734","3.45104146","37.90000153"
"2013-02-12 06:00:00","13.49674938","135.0695116","27.64467112","37.90000153"
"2013-02-12 07:00:00","8.25553818","12.06834898","9.51859373","37.90000153"
"2013-02-12 08:00:00","10.02006776","40.87284312","24.91653392","37.90000153"
"2013-02-12 09:00:00","13.36851585","38.1375168","24.78934768","37.90000153"
"2013-02-12 10:00:00","13.49674938","41.01551656","27.50190208","37.90000153"
"2013-02-12 11:00:00","22.58849547","41.00511528","28.10150528","37.90000153"
"2013-02-12 12:00:00","23.12330526","16.99296118","12.5672892","37.90000153"
"2013-02-12 13:00:00","","38.5421916","26.82700432","37.90000153"
"2013-02-12 14:00:00","45.68693508","11.71557159","7.6976795","37.90000153"
"2013-02-12 15:00:00","27.26146809","8.13073411","4.95138212","37.90000153"
"2013-02-12 16:00:00","22.62302262","9.5794546","6.26223402","37.90000153"
"2013-02-12 17:00:00","15.00310944","10.89977473","7.93778654","37.90000153"
"2013-02-12 18:00:00","10.83627738","29.55804776","23.90290624","37.90000153"
"2013-02-12 19:00:00","9.29856931","40.28532376","33.44745728","37.90000153"
"2013-02-12 20:00:00","7.75001291","34.35684272","28.97758368","37.90000153"
"2013-02-12 21:00:00","7.28743249","31.40104368","26.21309936","37.90000153"
"2013-02-12 22:00:00","6.60801954","21.12251408","17.54722895","37.90000153"
"2013-02-12 23:00:00","6.52490013","21.807316","17.82886464","37.90000153"
"2013-02-13 00:00:00","6.28096149","9.20462994","7.09806291","37.90000153"
"2013-02-13 01:00:00","","6.37722362","4.32061714","13.19999981"
"2013-02-13 02:00:00","5.62142479","","","13.19999981"
"2013-02-13 03:00:00","6.22855955","15.06047028","10.90472107","13.19999981"
"2013-02-13 04:00:00","5.89246749","10.67021045","7.8741896","13.19999981"
"2013-02-13 05:00:00","5.26003384","9.67154034","7.45108503","13.19999981"
"2013-02-13 06:00:00","5.27629668","17.04484139","13.11499116","13.19999981"
"2013-02-13 07:00:00","5.57805787","15.75953763","11.63801896","13.19999981"
"2013-02-13 08:00:00","5.38290676","25.65804576","20.61019368","13.19999981"
"2013-02-13 09:00:00","5.3973624","31.376398","24.1520972","13.19999981"
"2013-02-13 10:00:00","4.01685202","20.85014968","15.10982091","13.19999981"
"2013-02-13 11:00:00","4.68000314","21.32614208","14.48813794","13.19999981"
"2013-02-13 12:00:00","5.09740842","17.72834698","11.6172489","13.19999981"
"2013-02-13 13:00:00","5.19137006","16.1732734","10.68667659","13.19999981"
"2013-02-13 14:00:00","5.29617293","14.63635809","9.89887141","13.19999981"
"2013-02-13 15:00:00","5.30159456","15.28484539","10.4063315","13.19999981"
"2013-02-13 16:00:00","5.08114659","13.85947042","9.33170146","13.19999981"
"2013-02-13 17:00:00","5.57625066","14.45997035","9.73144522","13.19999981"
"2013-02-13 18:00:00","6.48876103","16.46639065","11.73016589","13.19999981"
"2013-02-13 19:00:00","6.07316195","16.65185656","12.56079987","13.19999981"
"2013-02-13 20:00:00","5.52565593","16.05654771","12.39986874","13.19999981"
"2013-02-13 21:00:00","5.31062857","20.76454944","16.593292","13.19999981"
"2013-02-13 22:00:00","4.95285204","28.45042616","23.06707544","13.19999981"
"2013-02-13 23:00:00","4.1270755","20.31320272","16.64131379","13.19999981"
"2013-02-14 00:00:00","4.13972494","17.97347494","14.32720872","13.19999981"
"2013-02-14 01:00:00","3.80182466","16.98518126","13.8807376","9"
"2013-02-14 02:00:00","3.16035699","14.67137828","11.22269241","9"
"2013-02-14 03:00:00","3.40429563","16.08118957","12.46865103","9"
"2013-02-14 04:00:00","3.08988601","10.1306689","7.28106426","9"
"2013-02-14 05:00:00","3.17842705","10.31484039","7.29923208","9"
"2013-02-14 06:00:00","3.00857279","12.20972034","8.46731877","9"
"2013-02-14 07:00:00","2.98869655","12.53007212","8.73597771","9"
"2013-02-14 08:00:00","3.66630331","19.78663792","14.38301235","9"
"2013-02-14 09:00:00","3.81808751","15.62076276","11.1642961","9"
"2013-02-14 10:00:00","4.28789472","25.58930936","17.0462448","9"
"2013-02-14 11:00:00","4.86069862","24.17429552","16.30905982","9"
"2013-02-14 12:00:00","5.0540415","27.21959528","18.78149952","9"
"2013-02-14 13:00:00","5.00706119","36.267294","25.43828048","9"
"2013-02-14 14:00:00","5.00344677","32.88349376","22.5595924","9"
"2013-02-14 15:00:00","5.57263726","24.52577848","18.10142024","9"
"2013-02-14 16:00:00","5.18052884","41.68605496","30.48829312","9"
"2013-02-14 17:00:00","5.11547847","32.74470168","25.0580028","9"
"2013-02-14 18:00:00","5.10282903","18.26010477","14.02739565","9"
"2013-02-14 19:00:00","5.16245879","44.2112716","35.29301528","9"
"2013-02-14 20:00:00","5.80031204","45.36168376","37.78234368","9"
"2013-02-14 21:00:00","4.8570842","42.73660336","33.13465408","9"
"2013-02-14 22:00:00","4.18670526","22.58940048","18.23250505","9"
"2013-02-14 23:00:00","4.1234621","18.77759904","14.90216242","9"
"2013-02-15 00:00:00","4.71072163","14.35491551","10.98517994","9"
"2013-02-15 01:00:00","","11.50157099","8.4309793","28.20000076"
"2013-02-15 02:00:00","4.41980267","","","28.20000076"
"2013-02-15 03:00:00","4.53363955","12.72202545","9.26810452","28.20000076"
"2013-02-15 04:00:00","3.78194841","9.63652206","6.96567986","28.20000076"
"2013-02-15 05:00:00","3.40068223","10.01912856","6.96308336","28.20000076"
"2013-02-15 06:00:00","4.09997143","11.95680863","8.24019038","28.20000076"
"2013-02-15 07:00:00","4.33668225","11.32647959","7.73142438","28.20000076"
"2013-02-15 08:00:00","4.46678299","16.99036851","12.60881975","28.20000076"
"2013-02-15 09:00:00","4.49027366","23.75407616","17.49141576","28.20000076"
"2013-02-15 10:00:00","4.43245009","30.05608552","20.36360304","28.20000076"
"2013-02-15 11:00:00","5.11005685","28.96272744","19.27208048","28.20000076"
"2013-02-15 12:00:00","6.45623534","26.19629288","17.889867","28.20000076"
"2013-02-15 13:00:00","7.78434479","21.69448888","15.2889256","28.20000076"
"2013-02-15 14:00:00","9.23894057","25.44273544","18.85418611","28.20000076"
"2013-02-15 15:00:00","8.20536449","21.42860616","16.14941355","28.20000076"
"2013-02-15 16:00:00","8.39328778","17.96050584","13.51344049","28.20000076"
"2013-02-15 17:00:00","7.87107862","18.51950007","14.40118974","28.20000076"
"2013-02-15 18:00:00","8.16019138","22.28979008","18.39863108","28.20000076"
"2013-02-15 19:00:00","7.72832945","58.46110168","50.2146648","28.20000076"
"2013-02-15 20:00:00","8.54868538","79.3826072","55.48790344","28.20000076"
"2013-02-15 21:00:00","7.8259045","63.87340008","46.45601696","28.20000076"
"2013-02-15 22:00:00","7.31634478","38.3229808","32.51428656","28.20000076"
"2013-02-15 23:00:00","6.9784445","39.58883952","31.54086824","28.20000076"
"2013-02-16 00:00:00","6.40383441","31.9483728","26.46490976","28.20000076"
"2013-02-16 01:00:00","6.20506888","20.463658","18.17279711","30.70000076"
"2013-02-16 02:00:00","6.57730105","15.69598658","13.51084782","30.70000076"
"2013-02-16 03:00:00","6.14544014","14.49239405","12.23892997","30.70000076"
"2013-02-16 04:00:00","6.091232","16.7569114","13.77430803","30.70000076"
"2013-02-16 05:00:00","5.83825834","21.85400704","18.40642248","30.70000076"
"2013-02-16 06:00:00","5.55818061","15.20443432","12.52316215","30.70000076"
"2013-02-16 07:00:00","6.24120798","26.58926624","21.03720064","30.70000076"
"2013-02-16 08:00:00","5.38471397","28.60736312","21.69003392","30.70000076"
"2013-02-16 09:00:00","5.49132404","28.12748936","22.59463936","30.70000076"
"2013-02-16 10:00:00","5.41723865","32.60852904","26.17807152","30.70000076"
"2013-02-16 11:00:00","6.13821232","24.94211648","19.05535528","30.70000076"
"2013-02-16 12:00:00","6.68029773","27.42710464","20.75684408","30.70000076"
"2013-02-16 13:00:00","7.58377307","23.34942048","18.18837991","30.70000076"
"2013-02-16 14:00:00","7.65605126","16.97480483","12.62440255","30.70000076"
"2013-02-16 15:00:00","7.81506328","16.58700917","12.66073629","30.70000076"
"2013-02-16 16:00:00","8.08971938","14.24337517","10.48420726","30.70000076"
"2013-02-16 17:00:00","8.02828241","14.54167967","10.96052279","30.70000076"
"2013-02-16 18:00:00","7.91444553","17.71667422","14.08710358","30.70000076"
"2013-02-16 19:00:00","7.71929442","23.1665568","19.5199904","30.70000076"
"2013-02-16 20:00:00","7.86565801","33.10654768","28.97628352","30.70000076"
"2013-02-16 21:00:00","7.43198887","11.49638374","9.38101959","30.70000076"
"2013-02-16 22:00:00","7.1717884","15.84773437","12.47903702","30.70000076"
"2013-02-16 23:00:00","6.83208091","9.97114118","7.43031689","30.70000076"
"2013-02-17 00:00:00","6.38034375","10.99834598","8.37906276","30.70000076"
"2013-02-17 01:00:00","","10.4030333","8.1752971","28.2999897"
"2013-02-17 02:00:00","5.83645113","","","28.2999897"
"2013-02-17 03:00:00","6.57730105","9.30319928","6.91636173","28.2999897"
"2013-02-17 04:00:00","6.60801954","7.71051475","5.30699882","28.2999897"
"2013-02-17 05:00:00","6.50683007","7.29937357","5.05910611","28.2999897"
"2013-02-17 06:00:00","6.13821232","7.37978464","5.01757365","28.2999897"
"2013-02-17 07:00:00","5.63226601","8.51463886","5.93906205","28.2999897"
"2013-02-17 08:00:00","5.99546315","8.5613299","5.86767944","28.2999897"
"2013-02-17 09:00:00","6.19422766","10.82844183","7.64057379","28.2999897"
"2013-02-17 10:00:00","6.51225068","10.64945951","6.91116874","28.2999897"
"2013-02-17 11:00:00","6.84834376","9.66894576","5.95853003","28.2999897"
"2013-02-17 12:00:00","8.89561967","9.78826794","5.99616966","28.2999897"
"2013-02-17 13:00:00","11.96562537","7.2033969","4.06363861","28.2999897"
"2013-02-17 14:00:00","11.29704957","12.15135463","8.62306264","28.2999897"
"2013-02-17 15:00:00","9.94545759","14.12016398","10.35961178","28.2999897"
"2013-02-17 16:00:00","9.58406765","8.70399569","5.35372237","28.2999897"
"2013-02-17 17:00:00","9.47926479","9.93871749","6.65029737","28.2999897"
"2013-02-17 18:00:00","9.4485463","15.53905344","12.01958533","28.2999897"
"2013-02-17 19:00:00","9.46842255","23.07575592","20.0586008","28.2999897"
"2013-02-17 20:00:00","9.10161201","42.7625492","38.24309744","28.2999897"
"2013-02-17 21:00:00","8.18006661","19.6193188","16.71788748","28.2999897"
"2013-02-17 22:00:00","7.32899321","17.48062443","14.22727039","28.2999897"
"2013-02-17 23:00:00","7.10312361","15.78547774","12.87228953","28.2999897"
"2013-02-18 00:00:00","6.72547185","9.68840036","7.03706246","28.2999897"
"2013-02-18 01:00:00","6.46527037","7.83113327","5.41212632","25.70000076"
"2013-02-18 02:00:00","6.54839079","8.46794782","5.91959406","25.70000076"
"2013-02-18 03:00:00","6.54477638","7.91673351","5.13957263","25.70000076"
"2013-02-18 04:00:00","6.28818931","6.37463094","3.96500044","25.70000076"
"2013-02-18 05:00:00","6.10026602","5.81433846","3.1707021","25.70000076"
"2013-02-18 06:00:00","5.99050222","5.30088998","2.92351301","25.70000076"
"2013-02-18 07:00:00","5.94306222","6.29421796","3.70282891","25.70000076"
"2013-02-18 08:00:00","6.00088376","11.2356921","7.64187204","25.70000076"
"2013-02-18 09:00:00","6.26469864","29.9458396","21.23578096","25.70000076"
"2013-02-18 10:00:00","6.49960225","29.51653824","22.07419296","25.70000076"
"2013-02-18 11:00:00","6.95676104","21.87477136","16.01832874","25.70000076"
"2013-02-18 12:00:00","9.16124075","18.66216969","13.30837849","25.70000076"
"2013-02-18 13:00:00","11.28440826","20.834586","15.12669622","25.70000076"
