"NetC","ARPA Puglia","","",""
"Stat","ASM","","",""
"Parm","SO2","NOX","NO2","PM10"
"PtId","1","2","4","7"
"Unit","ug/m3 293K","ug/m3 293K","ug/m3 293K","ug/m3"
"Field","Aver","Aver","Aver","Aver"
"2013-07-09 01:00:00","","11.3783598","7.64836137","19.89999962"
"2013-07-09 02:00:00","","","","19.89999962"
"2013-07-09 03:00:00","","6.82468133","3.09153192","19.89999962"
"2013-07-09 04:00:00","","6.82857225","3.09542475","19.89999962"
"2013-07-09 05:00:00","","6.83246317","3.0993195","19.89999962"
"2013-07-09 06:00:00","","8.22930345","4.4504037","19.89999962"
"2013-07-09 07:00:00","","16.12658236","11.95729237","19.89999962"
"2013-07-09 08:00:00","","15.10975399","10.90472107","19.89999962"
"2013-07-09 09:00:00","","18.3807252","13.74316346","19.89999962"
"2013-07-09 10:00:00","","17.50915912","13.05139613","19.89999962"
"2013-07-09 11:00:00","","16.62462012","12.17274418","19.89999962"
"2013-07-09 12:00:00","","14.35880643","10.33365256","19.89999962"
"2013-07-09 13:00:00","","14.50277047","10.46992654","19.89999962"
"2013-07-09 14:00:00","","13.10074102","9.12923405","19.89999962"
"2013-07-09 15:00:00","","10.43286433","6.6684671","19.89999962"
"2013-07-09 16:00:00","","9.40047228","5.53282897","19.89999962"
"2013-07-09 17:00:00","","9.6183638","5.81316832","19.89999962"
"2013-07-09 18:00:00","","11.02039325","7.05133937","19.89999962"
"2013-07-09 19:00:00","","10.5353265","6.73855146","19.89999962"
"2013-07-09 20:00:00","","14.50925598","10.75805346","19.89999962"
"2013-07-09 21:00:00","","14.01121822","10.2830381","19.89999962"
"2013-07-09 22:00:00","","23.85524008","20.10272976","19.89999962"
"2013-07-09 23:00:00","","17.22901097","13.50305642","19.89999962"
"2013-07-10 00:00:00","","13.60915521","9.88070167","19.89999962"
"2013-07-10 01:00:00","","9.84663174","6.11557406","22.39999962"
"2013-07-10 02:00:00","","8.74550138","5.0136789","22.39999962"
"2013-07-10 03:00:00","","9.13978064","5.40044782","22.39999962"
"2013-07-10 04:00:00","","8.08923033","4.35695662","22.39999962"
"2013-07-10 05:00:00","","6.58344238","2.77744577","22.39999962"
"2013-07-10 06:00:00","","9.69099494","5.91051015","22.39999962"
"2013-07-10 07:00:00","","19.870938","15.30320824","22.39999962"
"2013-07-10 08:00:00","","20.1822116","15.99107892","22.39999962"
"2013-07-10 09:00:00","","16.63240387","12.38689009","22.39999962"
"2013-07-10 10:00:00","","20.59076776","15.9287764","22.39999962"
"2013-07-10 11:00:00","","16.49232884","12.22725338","22.39999962"
"2013-07-10 12:00:00","","14.21095147","10.31418458","22.39999962"
"2013-07-10 13:00:00","","12.9347278","9.13572338","22.39999962"
"2013-07-10 14:00:00","","14.14740042","10.17271378","22.39999962"
"2013-07-10 15:00:00","","13.48334752","9.54065821","22.39999962"
"2013-07-10 16:00:00","","13.73625923","9.82878705","22.39999962"
"2013-07-10 17:00:00","","11.30572866","7.49261558","22.39999962"
"2013-07-10 18:00:00","","9.71952772","5.97540343","22.39999962"
"2013-07-10 19:00:00","","9.66635309","5.8975315","22.39999962"
"2013-07-10 20:00:00","","10.29538388","6.56463786","22.39999962"
"2013-07-10 21:00:00","","14.32249182","10.5945201","22.39999962"
"2013-07-10 22:00:00","","18.19655371","14.43492889","22.39999962"
"2013-07-10 23:00:00","","16.97350658","13.24737804","22.39999962"
"2013-07-11 00:00:00","","12.67014524","8.94104162","22.39999962"
"2013-07-11 01:00:00","","10.76099986","7.03057314","21.10000038"
"2013-07-11 02:00:00","","","","21.10000038"
"2013-07-11 03:00:00","","8.2306017","4.4984255","21.10000038"
"2013-07-11 04:00:00","","5.78320919","2.04934087","21.10000038"
"2013-07-11 05:00:00","","5.83768207","2.10904307","21.10000038"
"2013-07-11 06:00:00","","9.5275763","5.5393183","21.10000038"
"2013-07-11 07:00:00","","24.5789512","20.56736488","21.10000038"
"2013-07-11 08:00:00","","19.30026336","15.4680322","21.10000038"
"2013-07-11 09:00:00","","19.68287368","14.95797561","21.10000038"
"2013-07-11 10:00:00","","17.20566545","12.84633222","21.10000038"
"2013-07-11 11:00:00","","14.7919968","10.72301033","21.10000038"
"2013-07-11 12:00:00","","13.51706946","9.30184941","21.10000038"
"2013-07-11 13:00:00","","20.42734912","14.31812672","21.10000038"
"2013-07-11 14:00:00","","12.9217587","9.04616912","21.10000038"
"2013-07-11 15:00:00","","11.30443041","7.43421163","21.10000038"
"2013-07-11 16:00:00","","11.41207983","7.24991395","21.10000038"
"2013-07-11 17:00:00","","14.39771563","10.23891296","21.10000038"
"2013-07-11 18:00:00","","15.70506475","11.70810332","21.10000038"
"2013-07-11 19:00:00","","15.92397537","12.11533255","21.10000038"
"2013-07-11 20:00:00","7.96950896","14.81144949","11.05656638","21.10000038"
"2013-07-11 21:00:00","6.49843779","15.73647891","12.00949379","21.10000038"
"2013-07-11 22:00:00","6.80222077","16.21737177","11.59259175","21.10000038"
"2013-07-11 23:00:00","6.67514459","12.39388992","8.64901995","21.10000038"
"2013-07-12 00:00:00","6.6279446","10.61444123","6.88910617","21.10000038"
"2013-07-12 01:00:00","6.88572868","10.76099986","7.03057314","32"
"2013-07-12 02:00:00","6.5480684","15.8814544","12.15456488","32"
"2013-07-12 03:00:00","7.35228048","14.91780258","11.16558862","32"
"2013-07-12 04:00:00","6.27213088","11.82192468","8.09742325","32"
"2013-07-12 05:00:00","6.45366843","9.90369921","5.97929626","32"
"2013-07-12 06:00:00","7.14532708","11.20586107","7.4757441","32"
"2013-07-12 07:00:00","6.94382073","17.52991006","13.00337625","32"
"2013-07-12 08:00:00","7.52111061","23.6334672","19.00733349","32"
"2013-07-12 09:00:00","7.09086571","23.37796664","18.47910142","32"
"2013-07-12 10:00:00","7.90960156","22.74243696","17.2707767","32"
"2013-07-12 11:00:00","6.1314391","20.5207312","15.41482315","32"
"2013-07-12 12:00:00","5.57321085","15.35358562","11.18765118","32"
"2013-07-12 13:00:00","","14.88667522","10.94495146","32"
"2013-07-12 14:00:00","0.9420949","12.86209666","8.95661486","32"
"2013-07-12 15:00:00","1.64031116","11.92568127","7.73012614","32"
"2013-07-12 16:00:00","3.24991096","9.75324966","5.93516922","32"
"2013-07-12 17:00:00","3.0240973","11.91271218","7.78723375","32"
"2013-07-12 18:00:00","3.06926024","9.73898232","6.00265899","32"
"2013-07-12 19:00:00","3.26797593","10.73505975","6.91895631","32"
"2013-07-12 20:00:00","2.42794919","19.26785496","15.5043755","32"
"2013-07-12 21:00:00","2.05400134","15.4015749","11.6743527","32"
"2013-07-12 22:00:00","1.69089268","18.50782922","14.7827561","32"
"2013-07-12 23:00:00","1.50662855","8.64174288","4.90984966","32"
"2013-07-13 00:00:00","1.42894907","11.64034778","7.91053098","32"
"2013-07-13 01:00:00","1.10829406","11.19159373","7.46146719","43"
"2013-07-13 02:00:00","1.02971047","","","43"
"2013-07-13 03:00:00","1.06764762","9.86738268","6.06885052","43"
"2013-07-13 04:00:00","0.88338349","9.77140793","6.04029671","43"
"2013-07-13 05:00:00","1.20313541","11.51324375","7.78334092","43"
"2013-07-13 06:00:00","0.86802781","16.15122422","11.30446482","43"
"2013-07-13 07:00:00","0.57266355","18.59991306","14.77626486","43"
"2013-07-13 08:00:00","0.72982971","22.3131356","18.03652314","43"
"2013-07-13 09:00:00","1.0748734","12.10207092","8.32844447","43"
"2013-07-13 10:00:00","0.99538672","11.48989823","7.6068289","43"
"2013-07-13 11:00:00","0.99177332","9.76881334","5.95982828","43"
"2013-07-13 12:00:00","1.08751878","9.70655862","5.95853194","43"
"2013-07-13 13:00:00","0.65034302","10.13585616","6.3414023","43"
"2013-07-13 14:00:00","0.55008208","8.57689358","4.80212758","43"
"2013-07-13 15:00:00","0.85628552","6.15803576","2.42442556","43"
"2013-07-13 16:00:00","","","","43"
"2013-07-13 17:00:00","","","","43"
"2013-07-13 18:00:00","9.72082771","7.75072029","4.01561682","43"
"2013-07-13 19:00:00","","10.10732338","5.54710587","43"
"2013-07-13 20:00:00","9.05422693","9.81420805","6.08312551","43"
"2013-07-13 21:00:00","7.24771661","17.44171523","10.29731118","43"
"2013-07-13 22:00:00","6.86835018","25.31044416","18.33503605","43"
"2013-07-13 23:00:00","6.73466756","19.13296336","14.12733206","43"
"2013-07-14 00:00:00","5.7736046","22.69316472","15.6471388","43"
"2013-07-14 01:00:00","5.72302207","20.27689384","14.998206","22.89999962"
"2013-07-14 02:00:00","5.44301349","13.80110854","9.79763674","22.89999962"
"2013-07-14 03:00:00","5.95064294","11.75058987","7.90144516","22.89999962"
"2013-07-14 04:00:00","6.09155033","9.1255133","5.19668025","22.89999962"
"2013-07-14 05:00:00","6.17103701","8.72993579","4.98123226","22.89999962"
"2013-07-14 06:00:00","6.34446195","15.50662974","10.85150246","22.89999962"
"2013-07-14 07:00:00","6.68047265","18.74258076","14.74771488","22.89999962"
"2013-07-14 08:00:00","7.03454832","12.88544409","9.0656371","22.89999962"
"2013-07-14 09:00:00","7.15919794","10.52235549","6.78397676","22.89999962"
"2013-07-14 10:00:00","7.68127896","9.60150378","5.84172213","22.89999962"
"2013-07-14 11:00:00","7.78786259","9.5729691","5.84172213","22.89999962"
"2013-07-14 12:00:00","6.49982192","13.23822147","9.50042399","22.89999962"
"2013-07-14 13:00:00","6.00845126","14.37047919","10.61269749","22.89999962"
"2013-07-14 14:00:00","6.71299021","6.96215986","3.22910606","22.89999962"
"2013-07-14 15:00:00","7.07067928","8.5807845","4.84884921","22.89999962"
"2013-07-14 16:00:00","7.46630448","7.5535797","3.82093506","22.89999962"
"2013-07-14 17:00:00","7.35610745","7.30456082","3.5717441","22.89999962"
"2013-07-14 18:00:00","7.0580339","8.44330596","4.71127507","22.89999962"
"2013-07-14 19:00:00","7.42656114","11.97626323","8.22850997","22.89999962"
"2013-07-14 20:00:00","6.53233847","17.41188421","12.67501702","22.89999962"
"2013-07-14 21:00:00","6.47272396","14.75568027","11.02801448","22.89999962"
"2013-07-14 22:00:00","6.85931719","16.96442841","12.5763712","22.89999962"
"2013-07-14 23:00:00","6.82138004","12.28494416","6.47119077","22.89999962"
"2013-07-15 00:00:00","6.2451041","12.95547874","6.15191545","22.89999962"
"2013-07-15 01:00:00","6.38962489","23.73721232","3.20314874","19"
"2013-07-15 02:00:00","5.53514556","","","19"
"2013-07-15 03:00:00","5.52791977","","","19"
"2013-07-15 04:00:00","7.83844512","","","19"
"2013-07-15 05:00:00","8.36955914","","","19"
"2013-07-15 06:00:00","8.84286483","","","19"
"2013-07-15 07:00:00","9.10119504","","","19"
"2013-07-15 08:00:00","8.6604069","","","19"
"2013-07-15 09:00:00","8.80492768","","","19"
"2013-07-15 10:00:00","7.71560271","","","19"
"2013-07-15 11:00:00","8.90067315","","","19"
"2013-07-15 12:00:00","9.62508326","","","19"
"2013-07-15 13:00:00","9.75515248","","","19"
"2013-07-15 14:00:00","9.02712896","","","19"
"2013-07-15 15:00:00","9.0036444","","","19"
"2013-07-15 16:00:00","9.48056248","","","19"
"2013-07-15 17:00:00","9.54920998","","","19"
"2013-07-15 18:00:00","","","","19"
"2013-07-15 19:00:00","9.52561863","","","19"
"2013-07-15 20:00:00","9.70456995","","","19"
"2013-07-15 21:00:00","9.52933882","11.1189645","7.0098069","19"
"2013-07-15 22:00:00","9.36494687","11.7479972","7.62240406","19"
"2013-07-15 23:00:00","9.04519393","7.91543718","4.1830411","19"
"2013-07-16 00:00:00","8.51950053","9.27985376","5.54321113","19"
"2013-07-16 01:00:00","8.16000323","10.36801502","6.47897834","18.60000038"
"2013-07-16 02:00:00","8.54840367","7.48613773","3.7534472","18.60000038"
"2013-07-16 03:00:00","8.78325033","6.69239005","2.95914886","18.60000038"
"2013-07-16 04:00:00","8.52130571","5.74948916","2.01559598","18.60000038"
"2013-07-16 05:00:00","8.01548347","7.55487795","3.71580757","18.60000038"
"2013-07-16 06:00:00","8.5953728","9.1319988","5.40044782","18.60000038"
"2013-07-16 07:00:00","8.43278704","14.28228437","10.19997508","18.60000038"
"2013-07-16 08:00:00","8.8013153","19.89428352","15.41092841","18.60000038"
"2013-07-16 09:00:00","9.29268597","21.78268944","16.24286255","18.60000038"
"2013-07-16 10:00:00","10.37297286","19.41699096","14.02480106","18.60000038"
"2013-07-16 11:00:00","11.02151376","15.68820665","10.94365895","18.60000038"
"2013-07-16 12:00:00","10.80834039","13.73107006","9.5744031","18.60000038"
"2013-07-16 13:00:00","11.09919222","14.47294136","10.25967537","18.60000038"
"2013-07-16 14:00:00","10.26097065","12.20582751","8.12857355","18.60000038"
"2013-07-16 15:00:00","11.23287687","13.08128642","8.53740313","18.60000038"
"2013-07-16 16:00:00","10.76679594","9.84144449","6.08442376","18.60000038"
"2013-07-16 17:00:00","11.81637045","10.59887564","6.77878759","18.60000038"
"2013-07-16 18:00:00","10.66743504","10.35245134","6.57242352","18.60000038"
"2013-07-16 19:00:00","9.81657318","9.4043632","5.64833862","18.60000038"
"2013-07-16 20:00:00","9.21861887","9.66116392","5.92738355","18.60000038"
"2013-07-16 21:00:00","8.75615236","12.16043472","8.4426597","18.60000038"
"2013-07-16 22:00:00","8.72544201","12.67663074","8.8865305","18.60000038"
"2013-07-16 23:00:00","8.48156338","9.35118857","5.82225414","18.60000038"
"2013-07-17 00:00:00","8.68389146","12.19804758","8.50884932","18.60000038"
"2013-07-17 01:00:00","","8.80775419","5.33036155","20.20000076"
"2013-07-17 02:00:00","9.18429512","","","20.20000076"
"2013-07-17 03:00:00","9.13913219","7.91024801","4.34916904","20.20000076"
"2013-07-17 04:00:00","8.8573164","7.2941844","3.87804077","20.20000076"
"2013-07-17 05:00:00","9.15900335","9.98929945","6.36735961","20.20000076"
"2013-07-17 06:00:00","8.83744524","10.50160455","6.88391509","20.20000076"
"2013-07-17 07:00:00","9.04519393","18.4001798","14.1701666","20.20000076"
"2013-07-17 08:00:00","9.46430472","26.12495616","20.32077424","20.20000076"
"2013-07-17 09:00:00","10.41632757","28.33369856","20.82305664","20.20000076"
"2013-07-17 10:00:00","11.45327094","19.03310342","13.64193262","20.20000076"
"2013-07-17 11:00:00","12.16864908","14.07087835","9.49782941","20.20000076"
"2013-07-17 12:00:00","12.07289853","12.63512696","8.52312622","20.20000076"
"2013-07-17 13:00:00","11.44061946","12.1111491","8.01825306","20.20000076"
"2013-07-17 14:00:00","11.30332446","12.54174488","8.5140404","20.20000076"
"2013-07-17 15:00:00","11.39545449","11.19418831","7.19929566","20.20000076"
"2013-07-17 16:00:00","12.17768004","10.21886373","6.36735961","20.20000076"
"2013-07-17 17:00:00","12.67627446","9.52498172","5.62497781","20.20000076"
"2013-07-17 18:00:00","13.38262164","10.8660547","7.03316963","20.20000076"
"2013-07-17 19:00:00","13.13873487","12.5975141","8.75025462","20.20000076"
"2013-07-17 20:00:00","12.40710507","13.5248513","9.76259361","20.20000076"
"2013-07-17 21:00:00","10.96731783","19.49870984","15.78471294","20.20000076"
"2013-07-17 22:00:00","10.41271722","28.10024336","24.37014168","20.20000076"
"2013-07-17 23:00:00","10.2338676","23.44540288","19.31620944","20.20000076"
"2013-07-18 00:00:00","10.28264292","14.00732538","10.37777961","20.20000076"
"2013-07-18 01:00:00","10.00264451","11.13193359","7.58346809","22.7999897"
"2013-07-18 02:00:00","10.00806411","9.55221816","5.95593545","22.7999897"
"2013-07-18 03:00:00","10.16523027","9.49385436","5.99097858","22.7999897"
"2013-07-18 04:00:00","9.99180431","8.29415275","4.71776631","22.7999897"
"2013-07-18 05:00:00","10.45246158","8.44849322","4.88778709","22.7999897"
"2013-07-18 06:00:00","10.32419754","10.76099986","7.16814727","22.7999897"
"2013-07-18 07:00:00","10.71982071","13.49891311","9.48225426","22.7999897"
"2013-07-18 08:00:00","10.48497507","20.9876416","15.84960813","22.7999897"
"2013-07-18 09:00:00","11.04138594","15.85810888","11.41997639","22.7999897"
"2013-07-18 10:00:00","12.15960795","15.69728482","11.31354874","22.7999897"
"2013-07-18 11:00:00","13.19655132","16.72319137","12.33367148","22.7999897"
"2013-07-18 12:00:00","12.48839388","14.83220234","10.73469838","22.7999897"
"2013-07-18 13:00:00","12.90208914","14.01251455","9.99102025","22.7999897"
"2013-07-18 14:00:00","12.09096045","12.7855765","8.9631061","22.7999897"
"2013-07-18 15:00:00","12.8117592","11.49378915","7.59774308","22.7999897"
"2013-07-18 16:00:00","13.63913955","10.46010077","6.58021301","22.7999897"
"2013-07-18 17:00:00","14.06186577","10.66113227","6.8332968","22.7999897"
"2013-07-18 18:00:00","14.32381446","14.53519417","10.6217814","22.7999897"
"2013-07-18 19:00:00","14.73749955","13.49761486","9.73923279","22.7999897"
"2013-07-18 20:00:00","13.46572071","13.63509531","9.82229772","22.7999897"
"2013-07-18 21:00:00","11.90851065","18.31717414","14.59067085","22.7999897"
"2013-07-18 22:00:00","12.26799981","31.38029848","25.63816096","22.7999897"
"2013-07-18 23:00:00","11.98437885","19.5804096","15.86648344","22.7999897"
"2013-07-19 00:00:00","11.5995969","21.463634","17.77045686","22.7999897"
"2013-07-19 01:00:00","","18.70885882","15.00859007","25.10000038"
"2013-07-19 02:00:00","11.68269597","","","25.10000038"
"2013-07-19 03:00:00","12.21922449","13.19152852","9.53546713","25.10000038"
"2013-07-19 04:00:00","12.41252568","9.57686193","5.92867989","25.10000038"
"2013-07-19 05:00:00","12.70156725","8.08533941","4.48804142","25.10000038"
"2013-07-19 06:00:00","12.55704138","10.61184665","6.96438161","25.10000038"
"2013-07-19 07:00:00","12.55343103","16.0176366","11.8703327","25.10000038"
"2013-07-19 08:00:00","13.02854292","20.24964784","15.80678506","25.10000038"
"2013-07-19 09:00:00","12.82260042","10.70522873","6.83978613","25.10000038"
"2013-07-19 10:00:00","13.64998077","19.022727","14.40507492","25.10000038"
"2013-07-19 11:00:00","15.01932042","15.88015806","11.67824935","25.10000038"
"2013-07-19 12:00:00","14.93080074","15.30948916","11.13833688","25.10000038"
"2013-07-19 13:00:00","14.88563577","14.79329314","10.66980319","25.10000038"
"2013-07-19 14:00:00","14.67427266","15.07862854","11.10978498","25.10000038"
"2013-07-19 15:00:00","14.47917138","15.15774328","11.15260805","25.10000038"
"2013-07-19 16:00:00","14.78627487","11.91141584","8.11689123","25.10000038"
"2013-07-19 17:00:00","15.06628548","11.9425432","8.15063803","25.10000038"
"2013-07-19 18:00:00","14.30032176","15.78029048","11.8132289","25.10000038"
"2013-07-19 19:00:00","14.52613644","12.3510898","8.62176439","25.10000038"
"2013-07-19 20:00:00","13.81978926","16.85288806","13.10201059","25.10000038"
"2013-07-19 21:00:00","14.1160617","14.08384745","10.38167626","25.10000038"
"2013-07-19 22:00:00","14.4592992","14.06828377","10.44916413","25.10000038"
"2013-07-19 23:00:00","15.01208955","16.92422287","13.24737804","25.10000038"
"2013-07-20 00:00:00","15.09699888","17.08764151","13.28111719","25.10000038"
"2013-07-20 01:00:00","14.02031115","12.62475054","9.07212643","22.5"
"2013-07-20 02:00:00","14.58936333","10.97888946","7.37840418","22.5"
"2013-07-20 03:00:00","14.21722269","9.57686193","6.00655182","22.5"
"2013-07-20 04:00:00","14.6959551","8.61839736","5.10972249","22.5"
"2013-07-20 05:00:00","14.65801083","9.08790234","5.48091434","22.5"
"2013-07-20 06:00:00","14.7031758","11.40689258","7.83265905","22.5"
"2013-07-20 07:00:00","14.5351674","12.01517243","8.292105","22.5"
"2013-07-20 08:00:00","15.24874545","16.68947134","12.78663384","22.5"
"2013-07-20 09:00:00","15.43661586","12.25770772","8.16621318","22.5"
"2013-07-20 10:00:00","16.20076932","8.82461612","5.04482921","22.5"
"2013-07-20 11:00:00","16.3507158","10.90107106","7.10974332","22.5"
"2013-07-20 12:00:00","15.81779763","9.5859401","5.86119202","22.5"
"2013-07-20 13:00:00","15.98760612","10.15271809","6.37384894","22.5"
"2013-07-20 14:00:00","15.87199356","9.41214504","5.6704031","22.5"
"2013-07-20 15:00:00","15.85031112","6.67682637","2.95914886","22.5"
"2013-07-20 16:00:00","16.60362336","6.27346702","2.54512821","22.5"
"2013-07-20 17:00:00","16.25316516","5.81433846","2.07789277","22.5"
"2013-07-20 18:00:00","16.3507158","6.29681254","2.56848902","22.5"
"2013-07-20 19:00:00","16.49343141","7.08407472","3.38225534","22.5"
"2013-07-20 20:00:00","16.36155702","7.37978655","3.67297877","22.5"
"2013-07-20 21:00:00","16.58375118","9.5729691","5.9403603","22.5"
"2013-07-20 22:00:00","16.20438984","11.76615355","8.17140235","22.5"
"2013-07-20 23:00:00","16.49162115","10.3057603","7.12012739","22.5"
"2013-07-21 00:00:00","13.33203606","10.56515561","6.72038173","22.5"
"2013-07-21 01:00:00","","9.44197606","4.96955186","30.60000038"
"2013-07-21 02:00:00","17.72184537","","","30.60000038"
"2013-07-21 03:00:00","16.49703159","14.38085562","10.67888519","30.60000038"
"2013-07-21 04:00:00","16.86737214","8.42774228","4.84625462","30.60000038"
"2013-07-21 05:00:00","17.27744688","7.89598258","4.22068073","30.60000038"
"2013-07-21 06:00:00","17.22867156","6.82338308","3.34980679","30.60000038"
"2013-07-21 07:00:00","16.77163176","8.06847939","4.40627666","30.60000038"
"2013-07-21 08:00:00","17.07331464","8.71177944","5.00070216","30.60000038"
"2013-07-21 09:00:00","17.645967","8.90113627","5.13697805","30.60000038"
"2013-07-21 10:00:00","18.42097185","8.40439676","4.67234102","30.60000038"
"2013-07-21 11:00:00","18.51671223","7.52893785","3.78459559","30.60000038"
"2013-07-21 12:00:00","19.53919386","7.3395791","3.6625947","30.60000038"
"2013-07-21 13:00:00","20.64839508","6.60549156","2.88776434","30.60000038"
"2013-07-21 14:00:00","19.21222836","7.5341251","3.80146708","30.60000038"
"2013-07-21 15:00:00","18.81298467","5.59255411","1.90008442","30.60000038"
"2013-07-21 16:00:00","18.2637945","5.4978757","1.81183032","30.60000038"
"2013-07-21 17:00:00","18.45890595","5.89474954","2.19210609","30.60000038"
"2013-07-21 18:00:00","18.45890595","6.75983202","3.05259595","30.60000038"
"2013-07-21 19:00:00","18.0434106","8.75328131","5.05391503","30.60000038"
"2013-07-21 20:00:00","17.66765961","9.31746662","5.67429594","30.60000038"
"2013-07-21 21:00:00","17.88082281","10.54959193","6.94361538","30.60000038"
"2013-07-21 22:00:00","17.72004528","19.5687464","15.88595334","30.60000038"
"2013-07-21 23:00:00","17.69114214","11.44580178","7.80929823","30.60000038"
"2013-07-22 00:00:00","17.87179185","6.87137237","3.38744642","30.60000038"
"2013-07-22 01:00:00","17.96211162","7.83502419","4.35695662","23.5"
"2013-07-22 02:00:00","17.73991746","7.27602805","3.73527555","23.5"
"2013-07-22 03:00:00","18.30715938","6.4252129","2.87868043","23.5"
"2013-07-22 04:00:00","17.92236726","7.40442841","3.80146708","23.5"
"2013-07-22 05:00:00","18.4173615","8.55873531","4.85274395","23.5"
"2013-07-22 06:00:00","18.45348534","10.02561406","6.33880771","23.5"
"2013-07-22 07:00:00","18.29090772","13.31214704","9.59906407","23.5"
"2013-07-22 08:00:00","18.8671806","17.77503802","12.68150634","23.5"
"2013-07-22 09:00:00","18.7226649","16.59479101","11.96507612","23.5"
"2013-07-22 10:00:00","18.81839511","19.72048272","14.04296698","23.5"
"2013-07-22 11:00:00","19.20499749","13.61823338","9.45370045","23.5"
"2013-07-22 12:00:00","19.39828851","12.57027766","8.41021115","23.5"
"2013-07-22 13:00:00","19.50125976","14.53000691","9.96765943","23.5"
"2013-07-22 14:00:00","19.50125976","12.7661219","8.73078663","23.5"
"2013-07-22 15:00:00","20.90491299","10.74024701","6.88780792","23.5"
"2013-07-22 16:00:00","21.64198374","8.53538979","4.76059511","23.5"
"2013-07-22 17:00:00","21.55526415","10.16049993","6.2531482","23.5"
"2013-07-22 18:00:00","21.47035482","12.64161246","8.60099816","23.5"
"2013-07-22 19:00:00","21.75217569","13.08777002","9.2758921","23.5"
"2013-07-22 20:00:00","20.57252688","13.08128642","9.34078538","23.5"
"2013-07-22 21:00:00","19.69456095","18.25880843","14.53876387","23.5"
"2013-07-22 22:00:00","18.99183429","30.83296936","27.08269608","23.5"
"2013-07-22 23:00:00","18.96473124","20.26521152","16.59847926","23.5"
"2013-07-23 00:00:00","18.63414522","15.1486651","11.51471599","23.5"
"2013-07-23 01:00:00","","10.70782331","7.04485004","22.70000076"
"2013-07-23 02:00:00","19.38744729","","","22.70000076"
"2013-07-23 03:00:00","18.91776618","7.99844283","4.35306378","22.70000076"
"2013-07-23 04:00:00","18.0434106","6.47449662","2.87608394","22.70000076"
"2013-07-23 05:00:00","19.03156848","5.25144949","1.63402006","22.70000076"
"2013-07-23 06:00:00","19.12008816","9.28504102","5.33685088","22.70000076"
"2013-07-23 07:00:00","18.58898025","12.88155317","9.06044602","22.70000076"
"2013-07-23 08:00:00","20.07935307","16.8930936","12.7710606","22.70000076"
"2013-07-23 09:00:00","22.90112127","17.36908409","12.58546467","22.70000076"
"2013-07-23 10:00:00","22.86137691","15.37044754","10.86967985","22.70000076"
"2013-07-23 11:00:00","22.28329377","16.54420905","11.15391012","22.70000076"
"2013-07-23 12:00:00","21.9328254","15.80752692","11.4381423","22.70000076"
"2013-07-23 13:00:00","21.78288909","14.81404407","10.75545888","22.70000076"
"2013-07-23 14:00:00","21.078342","14.82182591","10.82814738","22.70000076"
"2013-07-23 15:00:00","21.27526371","11.53140202","7.54063738","22.70000076"
"2013-07-23 16:00:00","21.31860825","10.77656354","6.88391509","22.70000076"
"2013-07-23 17:00:00","20.89046142","10.57034286","6.75153203","22.70000076"
"2013-07-23 18:00:00","20.97177057","10.12288706","6.38423301","22.70000076"
"2013-07-23 19:00:00","20.84350653","11.95291771","8.20644549","22.70000076"
"2013-07-23 20:00:00","20.72427345","10.65983402","6.84627546","22.70000076"
"2013-07-23 21:00:00","20.39368743","9.88035369","6.18565842","22.70000076"
"2013-07-23 22:00:00","19.32602049","11.64553503","7.95206345","22.70000076"
"2013-07-23 23:00:00","18.90691479","16.87234458","13.14094847","22.70000076"
"2013-07-24 00:00:00","19.57171752","13.39256002","9.7054879","22.70000076"
"2013-07-24 01:00:00","","15.09029939","11.42516365","35.20000076"
"2013-07-24 02:00:00","","12.53915221","8.85148737","35.20000076"
"2013-07-24 03:00:00","","10.92441658","7.24602112","35.20000076"
"2013-07-24 04:00:00","","8.90373086","5.27585043","35.20000076"
"2013-07-24 05:00:00","","8.91540362","5.25638245","35.20000076"
"2013-07-24 06:00:00","","8.63655371","4.97733943","35.20000076"
"2013-07-24 07:00:00","","14.08773837","10.32975782","35.20000076"
"2013-07-24 08:00:00","","19.80868328","15.50048075","35.20000076"
"2013-07-24 09:00:00","","20.27689384","15.45505354","35.20000076"
"2013-07-24 10:00:00","","26.20925624","19.87690344","35.20000076"
"2013-07-24 11:00:00","","19.889102","15.16303952","35.20000076"
"2013-07-24 12:00:00","","18.2704831","14.05724962","35.20000076"
"2013-07-24 13:00:00","","17.19269635","13.36937894","35.20000076"
"2013-07-24 14:00:00","1.08209919","14.9022389","11.1188689","35.20000076"
"2013-07-24 15:00:00","0.6711183","12.52488486","8.69055242","35.20000076"
"2013-07-24 16:00:00","0.85809172","10.47177353","6.71908348","35.20000076"
"2013-07-24 17:00:00","0.8689309","12.45355006","8.64253062","35.20000076"
"2013-07-24 18:00:00","0.85267212","14.3769647","10.54390564","35.20000076"
"2013-07-24 19:00:00","0.66298942","13.22525046","9.45889344","35.20000076"
"2013-07-24 20:00:00","0.48956448","18.79316272","15.06050661","35.20000076"
"2013-07-24 21:00:00","0.2068456","22.93828312","19.21628832","35.20000076"
"2013-07-24 22:00:00","0.33059111","32.8549476","29.01003032","35.20000076"
"2013-07-24 23:00:00","0.01264538","24.32865128","20.603712","35.20000076"
"2013-07-25 00:00:00","0.15987647","24.01477736","19.99370752","35.20000076"
