Stat,S. Pietro  Vernotico,,,,,  ,
,,,,,,,,
Parm,SO2,NO2,NOX,PM10,,,
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3,,,
Field,Aver,Aver,Aver,Aver,,,
,,,,,,,,
,,,,,,,
,,,,,,,,,
15/04/2014 14.00,"2,5","6,0","10,7","6,5",,,
15/04/2014 15.00,"2,6","7,9","14,1","6,5",,,
15/04/2014 16.00,"2,5","6,4","12,6","6,5",,,
15/04/2014 17.00,"2,6","7,8","13,2","6,5",,,
15/04/2014 18.00,"2,3","7,9","12,1","6,5",,,
15/04/2014 19.00,"2,6","6,9","10,8","6,5",,,
15/04/2014 20.00,"2,3","6,6","10,8","6,5",,,
15/04/2014 21.00,"2,0","6,3","10,4","6,5",,,
15/04/2014 22.00,"2,3","6,1","10,7","6,5",,,
15/04/2014 23.00,"2,5","5,2","9,8","6,5",,,
16/04/2014 0.00,"2,5","6,4","11,1","6,5",,,
16/04/2014 1.00,,"5,6","10,2","5,7",,,
16/04/2014 2.00,"2,1",,,"5,7",,,
16/04/2014 3.00,"2,5","4,7","9,4","5,7",,,
16/04/2014 4.00,"2,6","4,6","9,2","5,7",,,
16/04/2014 5.00,"2,6","4,9","9,8","5,7",,,
16/04/2014 6.00,"2,4","6,2","11,3","5,7",,,
16/04/2014 7.00,"2,6","10,5","16,1","5,7",,,
16/04/2014 8.00,"2,5","9,1","14,4","5,7",,,
16/04/2014 9.00,"2,7","8,8","14,3","5,7",,,
16/04/2014 10.00,"2,8","9,8","15,9","5,7",,,
16/04/2014 11.00,"2,7","9,1","15,6","5,7",,,
16/04/2014 12.00,"2,7","7,7","13,7","5,7",,,
16/04/2014 13.00,"2,6","5,3","11,4","5,7",,,
16/04/2014 14.00,"2,6","7,0","13,0","5,7",,,
16/04/2014 15.00,"2,4","6,4","11,9","5,7",,,
16/04/2014 16.00,"3,0","7,0","13,3","5,7",,,
16/04/2014 17.00,"3,0","9,1","15,7","5,7",,,
16/04/2014 18.00,"2,8","12,5","18,2","5,7",,,
16/04/2014 19.00,"2,5","12,5","17,8","5,7",,,
16/04/2014 20.00,"2,9","13,8","19,8","5,7",,,
16/04/2014 21.00,"2,8","11,2","17,1","5,7",,,
16/04/2014 22.00,"3,1","9,7","15,4","5,7",,,
16/04/2014 23.00,"2,7","7,7","13,3","5,7",,,
17/04/2014 0.00,"2,9","6,7","12,3","5,7",,,
17/04/2014 1.00,"2,9","5,6","11,0","4,1",,,
17/04/2014 2.00,"2,8","5,7","10,9","4,1",,,
17/04/2014 3.00,"2,8","6,0","10,9","4,1",,,
17/04/2014 4.00,"2,8","5,3","10,3","4,1",,,
17/04/2014 5.00,"2,6","5,6","10,7","4,1",,,
17/04/2014 6.00,"2,8","7,0","12,3","4,1",,,
17/04/2014 7.00,"2,5","9,4","15,1","4,1",,,
17/04/2014 8.00,"2,7","10,9","17,2","4,1",,,
17/04/2014 9.00,"2,8","8,7","15,4","4,1",,,
17/04/2014 10.00,"3,8","8,9","16,1","4,1",,,
17/04/2014 11.00,"3,7","8,7","15,7","4,1",,,
17/04/2014 12.00,"3,2","10,3","16,4","4,1",,,
17/04/2014 13.00,"3,6","7,5","13,4","4,1",,,
17/04/2014 14.00,"4,1","6,9","13,1","4,1",,,
17/04/2014 15.00,"3,6","7,7","13,3","4,1",,,
17/04/2014 16.00,"3,2","7,5","13,5","4,1",,,
17/04/2014 17.00,"3,1","8,4","14,1","4,1",,,
17/04/2014 18.00,"3,2","10,9","16,5","4,1",,,
17/04/2014 19.00,"3,2","12,3","17,2","4,1",,,
17/04/2014 20.00,"3,3","13,2","18,1","4,1",,,
17/04/2014 21.00,"2,9","14,3","19,5","4,1",,,
17/04/2014 22.00,"3,1","13,5","18,7","4,1",,,
17/04/2014 23.00,"3,1","11,3","17,0","4,1",,,
18/04/2014 0.00,"2,9","8,8","14,4","4,1",,,
18/04/2014 1.00,,"6,7","11,9","8,3",,,
18/04/2014 2.00,"2,7",,,"8,3",,,
18/04/2014 3.00,"3,0","5,8","11,4","8,3",,,
18/04/2014 4.00,"2,8","5,4","11,0","8,3",,,
18/04/2014 5.00,"2,9","6,7","12,5","8,3",,,
18/04/2014 6.00,"2,9","9,1","15,1","8,3",,,
18/04/2014 7.00,"3,2","11,2","17,4","8,3",,,
18/04/2014 8.00,"3,1","10,6","17,0","8,3",,,
18/04/2014 9.00,"3,6","9,4","15,1","8,3",,,
18/04/2014 10.00,"3,6","9,1","15,5","8,3",,,
18/04/2014 11.00,"3,7","9,2","15,3","8,3",,,
18/04/2014 12.00,"3,7","8,4","13,6","8,3",,,
18/04/2014 13.00,"3,6","9,0","14,4","8,3",,,
18/04/2014 14.00,"3,2","9,1","13,8","8,3",,,
18/04/2014 15.00,"2,8","8,6","13,0","8,3",,,
18/04/2014 16.00,"2,8","10,3","15,7","8,3",,,
18/04/2014 17.00,"3,2","12,8","18,5","8,3",,,
18/04/2014 18.00,"3,2","14,8","20,5","8,3",,,
18/04/2014 19.00,"2,6","16,5","22,2","8,3",,,
18/04/2014 20.00,"2,9","16,5","21,3","8,3",,,
18/04/2014 21.00,"3,0","14,9","20,0","8,3",,,
18/04/2014 22.00,"2,8","15,5","20,1","8,3",,,
18/04/2014 23.00,"3,1","11,3","16,0","8,3",,,
19/04/2014 0.00,"3,0","9,8","14,8","8,3",,,
19/04/2014 1.00,,"11,1","16,6","12,2",,,
19/04/2014 2.00,"2,7","9,3","14,2","12,2",,,
19/04/2014 3.00,"2,9","10,7","15,4","12,2",,,
19/04/2014 4.00,"2,6","11,5","16,2","12,2",,,
19/04/2014 5.00,"2,6","12,2","17,4","12,2",,,
19/04/2014 6.00,"3,0","14,5","20,7","12,2",,,
19/04/2014 7.00,"2,7","20,1","30,6","12,2",,,
19/04/2014 8.00,"3,4","19,3","29,7","12,2",,,
19/04/2014 9.00,"4,3","17,8","27,0","12,2",,,
19/04/2014 10.00,"4,1","11,6","18,5","12,2",,,
19/04/2014 11.00,"3,6","8,0","13,0","12,2",,,
19/04/2014 12.00,"3,4","8,0","13,2","12,2",,,
19/04/2014 13.00,"3,5","6,5","11,2","12,2",,,
19/04/2014 14.00,"2,9","5,6","10,2","12,2",,,
19/04/2014 15.00,"2,9","5,8","10,6","12,2",,,
19/04/2014 16.00,"2,9","5,6","10,4","12,2",,,
19/04/2014 17.00,"3,1","5,7","10,4","12,2",,,
19/04/2014 18.00,"2,6","6,0","10,2","12,2",,,
19/04/2014 19.00,"2,7","7,0","10,8","12,2",,,
19/04/2014 20.00,"2,6","8,8","12,9","12,2",,,
19/04/2014 21.00,"2,4","8,5","12,6","12,2",,,
19/04/2014 22.00,"2,5","8,4","12,7","12,2",,,
19/04/2014 23.00,"2,7","7,7","12,1","12,2",,,
20/04/2014 0.00,"2,6","6,3","10,5","12,2",,,
20/04/2014 1.00,,"5,8","9,8","18,5",,,
20/04/2014 2.00,"2,7",,,"18,5",,,
20/04/2014 3.00,"2,5","4,8","9,2","18,5",,,
20/04/2014 4.00,"2,6","5,7","10,1","18,5",,,
20/04/2014 5.00,"2,3","6,2","10,7","18,5",,,
20/04/2014 6.00,"2,6","5,1","9,6","18,5",,,
20/04/2014 7.00,"2,5","5,0","9,9","18,5",,,
20/04/2014 8.00,"2,3","5,2","10,0","18,5",,,
20/04/2014 9.00,"2,5","4,8","10,1","18,5",,,
20/04/2014 10.00,"2,4","4,7","9,5","18,5",,,
20/04/2014 11.00,"2,0","4,7","9,4","18,5",,,
20/04/2014 12.00,"2,5","4,7","9,3","18,5",,,
20/04/2014 13.00,"2,6","4,3","8,8","18,5",,,
20/04/2014 14.00,"2,6","4,2","8,5","18,5",,,
20/04/2014 15.00,"2,5","4,1","8,6","18,5",,,
20/04/2014 16.00,"2,3","4,4","9,1","18,5",,,
20/04/2014 17.00,"2,3","4,7","9,3","18,5",,,
20/04/2014 18.00,"2,0","5,0","9,3","18,5",,,
20/04/2014 19.00,"1,9","6,8","10,7","18,5",,,
20/04/2014 20.00,"1,8","6,3","10,2","18,5",,,
20/04/2014 21.00,"2,2","5,6","9,5","18,5",,,
20/04/2014 22.00,"2,0","6,5","10,6","18,5",,,
20/04/2014 23.00,"1,7","6,3","10,6","18,5",,,
21/04/2014 0.00,"2,3","4,7","8,8","18,5",,,
21/04/2014 1.00,"1,9","4,5","8,8","28,1",,,
21/04/2014 2.00,"1,7","4,2","8,4","28,1",,,
21/04/2014 3.00,"2,1","4,1","8,3","28,1",,,
21/04/2014 4.00,"1,9","4,2","8,4","28,1",,,
21/04/2014 5.00,"1,7","4,3","8,6","28,1",,,
21/04/2014 6.00,"2,1","5,0","9,2","28,1",,,
21/04/2014 7.00,"2,0","6,1","10,6","28,1",,,
21/04/2014 8.00,"1,8","6,0","10,6","28,1",,,
21/04/2014 9.00,"1,9","7,1","12,1","28,1",,,
21/04/2014 10.00,"2,1","7,1","12,4","28,1",,,
21/04/2014 11.00,"1,9","5,5","10,2","28,1",,,
21/04/2014 12.00,"2,3","5,3","9,2","28,1",,,
21/04/2014 13.00,"2,7","4,9","8,9","28,1",,,
21/04/2014 14.00,"2,4","4,3","8,8","28,1",,,
21/04/2014 15.00,"2,5","4,6","9,3","28,1",,,
21/04/2014 16.00,"2,6","4,9","9,7","28,1",,,
21/04/2014 17.00,"2,5","5,1","10,4","28,1",,,
21/04/2014 18.00,"2,2","5,7","11,3","28,1",,,
21/04/2014 19.00,"1,6","6,3","11,2","28,1",,,
21/04/2014 20.00,"1,8","8,2","12,6","28,1",,,
21/04/2014 21.00,,"10,6","15,7","28,1",,,
21/04/2014 22.00,"1,6","7,2","11,6","28,1",,,
21/04/2014 23.00,"1,8","6,4","10,8","28,1",,,
22/04/2014 0.00,"2,0","5,4","9,6","28,1",,,
22/04/2014 1.00,,"4,6","8,6","28,8",,,
22/04/2014 2.00,"1,6",,,"28,8",,,
22/04/2014 3.00,"2,1","4,5","8,6","28,8",,,
22/04/2014 4.00,"2,1","4,4","8,7","28,8",,,
22/04/2014 5.00,"1,9","4,9","9,3","28,8",,,
22/04/2014 6.00,"1,8","8,6","13,7","28,8",,,
22/04/2014 7.00,"2,1","15,3","23,6","28,8",,,
22/04/2014 8.00,"1,8","9,9","16,7","28,8",,,
22/04/2014 9.00,"2,0","7,6","13,1","28,8",,,
22/04/2014 10.00,"2,0","7,2","12,1","28,8",,,
22/04/2014 11.00,"2,0","6,3","10,6","28,8",,,
22/04/2014 12.00,"2,3","8,9","13,6","28,8",,,
22/04/2014 13.00,"2,3","11,8","18,9","28,8",,,
22/04/2014 14.00,"2,2","4,9","8,8","28,8",,,
22/04/2014 15.00,"2,2","5,2","9,1","28,8",,,
22/04/2014 16.00,"2,4","6,3","10,9","28,8",,,
22/04/2014 17.00,"2,1","6,6","11,4","28,8",,,
22/04/2014 18.00,"2,0","7,5","12,0","28,8",,,
22/04/2014 19.00,"1,7","10,5","14,8","28,8",,,
22/04/2014 20.00,"1,8","10,2","14,3","28,8",,,
22/04/2014 21.00,"1,7","7,8","11,7","28,8",,,
22/04/2014 22.00,"1,8","7,7","11,5","28,8",,,
22/04/2014 23.00,"1,7","7,9","11,8","28,8",,,
23/04/2014 0.00,"1,9","7,0","10,9","28,8",,,
23/04/2014 1.00,"2,0","8,9","12,6","25,9",,,
23/04/2014 2.00,"1,7","9,1","13,0","25,9",,,
23/04/2014 3.00,"1,7","8,5","12,3","25,9",,,
23/04/2014 4.00,"1,9","7,9","11,8","25,9",,,
23/04/2014 5.00,"1,9","8,6","12,6","25,9",,,
23/04/2014 6.00,"1,9","12,0","16,2","25,9",,,
23/04/2014 7.00,"1,8","9,9","14,5","25,9",,,
23/04/2014 8.00,"1,6","13,2","18,5","25,9",,,
23/04/2014 9.00,"1,7","13,1","18,2","25,9",,,
23/04/2014 10.00,"1,9","10,8","15,7","25,9",,,
23/04/2014 11.00,"1,7","8,2","13,3","25,9",,,
23/04/2014 12.00,"1,7","6,4","11,7","25,9",,,
23/04/2014 13.00,"1,9","6,6","11,7","25,9",,,
23/04/2014 14.00,"1,8","6,6","11,2","25,9",,,
23/04/2014 15.00,"1,6","6,5","11,0","25,9",,,
23/04/2014 16.00,"2,0","6,1","11,3","25,9",,,
23/04/2014 17.00,"1,7","6,3","11,4","25,9",,,
23/04/2014 18.00,"1,9","7,0","11,8","25,9",,,
23/04/2014 19.00,"1,8","6,9","11,1","25,9",,,
23/04/2014 20.00,"1,8","6,9","11,3","25,9",,,
23/04/2014 21.00,"1,6","6,2","10,5","25,9",,,
23/04/2014 22.00,"1,4","5,6","9,6","25,9",,,
23/04/2014 23.00,"1,5","5,9","10,1","25,9",,,
24/04/2014 0.00,"1,5","4,9","9,0","25,9",,,
24/04/2014 1.00,,"5,2","9,2","12,6",,,
24/04/2014 2.00,"1,7",,,"12,6",,,
24/04/2014 3.00,"1,7","4,5","8,6","12,6",,,
24/04/2014 4.00,"2,0","4,3","8,5","12,6",,,
24/04/2014 5.00,"1,5","5,1","9,2","12,6",,,
24/04/2014 6.00,"1,6","6,5","10,8","12,6",,,
24/04/2014 7.00,"2,0","6,6","11,4","12,6",,,
24/04/2014 8.00,"2,0","7,4","12,6","12,6",,,
24/04/2014 9.00,"2,0","8,0","13,5","12,6",,,
24/04/2014 10.00,"1,7","7,8","13,0","12,6",,,
24/04/2014 11.00,"2,1","8,8","15,0","12,6",,,
24/04/2014 12.00,"2,2","8,1","13,8","12,6",,,
24/04/2014 13.00,"2,3","7,3","12,8","12,6",,,
24/04/2014 14.00,"2,3","5,9","11,0","12,6",,,
24/04/2014 15.00,"2,1","5,9","10,8","12,6",,,
24/04/2014 16.00,"1,9","6,5","11,0","12,6",,,
24/04/2014 17.00,"2,0","8,3","12,9","12,6",,,
24/04/2014 18.00,"2,0","7,6","12,1","12,6",,,
24/04/2014 19.00,"1,9","7,7","11,9","12,6",,,
24/04/2014 20.00,"1,7","10,7","14,9","12,6",,,
24/04/2014 21.00,"1,6","10,4","14,1","12,6",,,
24/04/2014 22.00,"1,9","11,5","15,4","12,6",,,
24/04/2014 23.00,"1,9","11,6","15,6","12,6",,,
25/04/2014 0.00,"2,0","9,7","13,7","12,6",,,
25/04/2014 1.00,"1,8","7,7","11,9","12,4",,,
25/04/2014 2.00,"1,8","6,4","10,5","12,4",,,
25/04/2014 3.00,"1,8","5,7","9,9","12,4",,,
25/04/2014 4.00,"1,8","6,0","10,3","12,4",,,
25/04/2014 5.00,"1,9","7,3","11,8","12,4",,,
25/04/2014 6.00,"2,2","10,5","15,3","12,4",,,
25/04/2014 7.00,"2,0","12,7","18,8","12,4",,,
25/04/2014 8.00,"2,1","6,7","11,9","12,4",,,
25/04/2014 9.00,"1,9","5,9","10,5","12,4",,,
25/04/2014 10.00,"2,4","5,6","9,5","12,4",,,
25/04/2014 11.00,"2,4","5,8","9,7","12,4",,,
25/04/2014 12.00,"2,3","7,9","11,8","12,4",,,
25/04/2014 13.00,"2,2","7,3","11,1","12,4",,,
25/04/2014 14.00,"2,0","6,7","10,4","12,4",,,
25/04/2014 15.00,"2,0","6,2","10,0","12,4",,,
25/04/2014 16.00,"2,3","5,8","9,5","12,4",,,
25/04/2014 17.00,"2,2","7,1","11,0","12,4",,,
25/04/2014 18.00,"2,1","9,0","13,0","12,4",,,
25/04/2014 19.00,"1,9","11,0","14,6","12,4",,,
25/04/2014 20.00,"1,7","11,6","15,1","12,4",,,
25/04/2014 21.00,"1,9","13,1","16,8","12,4",,,
25/04/2014 22.00,"2,1","11,8","15,9","12,4",,,
25/04/2014 23.00,"1,6","12,7","18,5","12,4",,,
26/04/2014 0.00,"1,4","14,8","19,6","12,4",,,
26/04/2014 1.00,,"14,4","18,6","14,6",,,
26/04/2014 2.00,"1,8",,,"14,6",,,
26/04/2014 3.00,"1,8","12,2","16,6","14,6",,,
26/04/2014 4.00,"1,8","11,5","15,8","14,6",,,
26/04/2014 5.00,"1,9","12,1","16,9","14,6",,,
26/04/2014 6.00,"2,0","7,8","12,6","14,6",,,
26/04/2014 7.00,"2,1","9,4","14,7","14,6",,,
26/04/2014 8.00,"3,2","8,4","14,2","14,6",,,
26/04/2014 9.00,"2,0","7,3","12,9","14,6",,,
26/04/2014 10.00,"2,3","8,9","13,7","14,6",,,
26/04/2014 11.00,"1,8","8,2","12,8","14,6",,,
26/04/2014 12.00,"1,9","7,0","11,6","14,6",,,
26/04/2014 13.00,"2,0","5,7","9,8","14,6",,,
26/04/2014 14.00,"1,8","5,8","10,0","14,6",,,
26/04/2014 15.00,"1,8","6,0","10,6","14,6",,,
26/04/2014 16.00,"1,9","7,2","11,7","14,6",,,
26/04/2014 17.00,"1,7","6,7","10,6","14,6",,,
26/04/2014 18.00,"1,6","9,8","13,5","14,6",,,
26/04/2014 19.00,"1,9","11,7","15,9","14,6",,,
26/04/2014 20.00,"1,7","10,8","15,1","14,6",,,
26/04/2014 21.00,"1,6","13,8","18,2","14,6",,,
26/04/2014 22.00,"1,6","14,3","18,6","14,6",,,
26/04/2014 23.00,"1,8","20,4","25,1","14,6",,,
27/04/2014 0.00,"1,6","11,9","16,4","14,6",,,
27/04/2014 1.00,"1,7","12,1","16,3","12,9",,,
27/04/2014 2.00,"1,7","11,9","16,2","12,9",,,
27/04/2014 3.00,"1,6","11,6","16,0","12,9",,,
27/04/2014 4.00,"1,8","10,1","14,9","12,9",,,
27/04/2014 5.00,"1,9","8,3","13,3","12,9",,,
27/04/2014 6.00,"1,9","10,6","15,9","12,9",,,
27/04/2014 7.00,"1,8","11,1","18,2","12,9",,,
27/04/2014 8.00,"2,1","12,0","18,7","12,9",,,
27/04/2014 9.00,,,,"12,9",,,
27/04/2014 10.00,"2,1","5,0","12,5","12,9",,,
27/04/2014 11.00,"2,3","4,8","10,9","12,9",,,
27/04/2014 12.00,"2,2","5,4","10,7","12,9",,,
27/04/2014 13.00,"2,3","5,4","10,5","12,9",,,
27/04/2014 14.00,"2,4","5,0","10,1","12,9",,,
27/04/2014 15.00,"2,1","4,7","10,0","12,9",,,
27/04/2014 16.00,"2,1","4,4","9,9","12,9",,,
27/04/2014 17.00,"2,0","4,4","10,4","12,9",,,
27/04/2014 18.00,"1,9","4,8","10,9","12,9",,,
27/04/2014 19.00,"2,0","5,5","11,1","12,9",,,
27/04/2014 20.00,"1,6","6,3","11,7","12,9",,,
27/04/2014 21.00,"1,9","5,7","10,9","12,9",,,
27/04/2014 22.00,"2,0","5,5","10,5","12,9",,,
27/04/2014 23.00,"2,1","4,5","9,3","12,9",,,
28/04/2014 0.00,"1,9","4,7","9,4","12,9",,,
28/04/2014 1.00,,"4,2","8,9","6,8",,,
28/04/2014 2.00,"1,6",,,"6,8",,,
28/04/2014 3.00,"2,0","4,1","8,9","6,8",,,
28/04/2014 4.00,"1,7","6,5","11,2","6,8",,,
28/04/2014 5.00,"1,8","7,7","12,6","6,8",,,
28/04/2014 6.00,"1,8","11,5","16,4","6,8",,,
28/04/2014 7.00,"1,8","15,3","20,8","6,8",,,
28/04/2014 8.00,"2,1","13,2","19,3","6,8",,,
28/04/2014 9.00,"1,8","10,8","17,2","6,8",,,
28/04/2014 10.00,"2,1","8,0","14,1","6,8",,,
28/04/2014 11.00,"1,9","5,5","11,0","6,8",,,
28/04/2014 12.00,"2,3","5,7","11,1","6,8",,,
28/04/2014 13.00,"2,0","7,5","13,0","6,8",,,
28/04/2014 14.00,"2,0","10,6","15,9","6,8",,,
28/04/2014 15.00,"1,8","9,8","14,4","6,8",,,
28/04/2014 16.00,"1,9","9,3","14,7","6,8",,,
28/04/2014 17.00,"1,9","8,0","13,4","6,8",,,
28/04/2014 18.00,"2,1","8,6","13,9","6,8",,,
28/04/2014 19.00,"2,1","10,7","16,1","6,8",,,
28/04/2014 20.00,"2,1","11,2","16,1","6,8",,,
28/04/2014 21.00,"2,1","11,8","16,8","6,8",,,
28/04/2014 22.00,"1,9","8,6","13,3","6,8",,,
28/04/2014 23.00,"1,8","5,5","10,2","6,8",,,
29/04/2014 0.00,"2,0","5,0","9,5","6,8",,,
29/04/2014 1.00,"1,7","4,4","8,9","8,8",,,
29/04/2014 2.00,"2,0","5,0","9,5","8,8",,,
29/04/2014 3.00,"1,9","4,1","8,6","8,8",,,
29/04/2014 4.00,"1,7","4,0","8,5","8,8",,,
29/04/2014 5.00,"2,0","4,6","9,3","8,8",,,
29/04/2014 6.00,"2,1","7,9","13,1","8,8",,,
29/04/2014 7.00,"2,0","12,1","19,3","8,8",,,
29/04/2014 8.00,"2,1","12,7","19,5","8,8",,,
29/04/2014 9.00,"1,8","7,0","12,9","8,8",,,
29/04/2014 10.00,"2,1","7,7","13,1","8,8",,,
29/04/2014 11.00,"1,7","8,6","15,9","8,8",,,
29/04/2014 12.00,"2,2","5,7","11,3","8,8",,,
29/04/2014 13.00,"2,5","6,5","12,1","8,8",,,
29/04/2014 14.00,"2,2","7,2","12,1","8,8",,,
29/04/2014 15.00,"2,4","5,5","9,8","8,8",,,
29/04/2014 16.00,"2,3","8,5","13,7","8,8",,,
29/04/2014 17.00,"2,3","8,4","12,9","8,8",,,
29/04/2014 18.00,"2,0","8,2","12,8","8,8",,,
29/04/2014 19.00,"2,2","9,6","14,3","8,8",,,
29/04/2014 20.00,"2,6","10,6","15,3","8,8",,,
29/04/2014 21.00,"2,4","12,8","17,7","8,8",,,
29/04/2014 22.00,"2,3","12,3","17,1","8,8",,,
29/04/2014 23.00,"2,6","11,5","15,8","8,8",,,
30/04/2014 0.00,"2,4","8,0","12,3","8,8",,,
30/04/2014 1.00,,"6,8","11,0","8,5",,,
30/04/2014 2.00,"2,0",,,"8,5",,,
30/04/2014 3.00,"2,3","7,0","11,5","8,5",,,
30/04/2014 4.00,"2,2","6,5","10,8","8,5",,,
30/04/2014 5.00,"2,4","7,3","12,5","8,5",,,
30/04/2014 6.00,"2,4","8,8","13,8","8,5",,,
30/04/2014 7.00,"2,1","13,9","21,1","8,5",,,
30/04/2014 8.00,"2,6","9,4","16,7","8,5",,,
30/04/2014 9.00,"2,5","7,3","13,2","8,5",,,
30/04/2014 10.00,"3,0","8,6","17,7","8,5",,,
30/04/2014 11.00,"2,9","5,3","10,3","8,5",,,
30/04/2014 12.00,,"7,4","12,8","8,5",,,
30/04/2014 13.00,"2,6","6,1","10,8","8,5",,,
30/04/2014 14.00,"2,5","6,5","11,3","8,5",,,
30/04/2014 15.00,"2,3","6,0","10,6","8,5",,,
30/04/2014 16.00,"2,5","6,6","11,3","8,5",,,
30/04/2014 17.00,"2,4","6,6","10,9","8,5",,,
30/04/2014 18.00,"2,6","8,4","13,0","8,5",,,
30/04/2014 19.00,"2,2","7,8","12,0","8,5",,,
30/04/2014 20.00,"2,1","10,3","14,5","8,5",,,
30/04/2014 21.00,"2,1","9,4","13,6","8,5",,,
30/04/2014 22.00,"2,1","7,3","11,5","8,5",,,
30/04/2014 23.00,"2,2","4,8","9,0","8,5",,,
01/05/2014 0.00,"2,2","5,4","9,6","8,5",,,
01/05/2014 1.00,"2,4","4,9","9,3","8,4",,,
01/05/2014 2.00,"1,9","4,3","8,6","8,4",,,
01/05/2014 3.00,"2,2","4,4","8,7","8,4",,,
01/05/2014 4.00,"2,3","4,3","8,8","8,4",,,
01/05/2014 5.00,"2,2","4,4","8,7","8,4",,,
01/05/2014 6.00,"2,4","5,3","9,7","8,4",,,
01/05/2014 7.00,"2,2","6,8","11,6","8,4",,,
01/05/2014 8.00,,,,"8,4",,,
01/05/2014 9.00,"1,9","8,6","16,5","8,4",,,
01/05/2014 10.00,"2,3","10,1","17,3","8,4",,,
01/05/2014 11.00,"2,4","10,9","17,6","8,4",,,
01/05/2014 12.00,"2,6","7,7","14,1","8,4",,,
01/05/2014 13.00,"2,3","6,5","12,6","8,4",,,
01/05/2014 14.00,"2,2","5,4","11,1","8,4",,,
01/05/2014 15.00,"2,3","5,1","10,7","8,4",,,
01/05/2014 16.00,"2,5","5,1","10,6","8,4",,,
01/05/2014 17.00,"2,1","4,9","10,4","8,4",,,
01/05/2014 18.00,"2,3","5,6","10,9","8,4",,,
01/05/2014 19.00,"2,2","8,2","12,8","8,4",,,
01/05/2014 20.00,"2,0","11,5","16,1","8,4",,,
01/05/2014 21.00,"2,3","14,7","19,2","8,4",,,
01/05/2014 22.00,"2,4","18,1","22,9","8,4",,,
01/05/2014 23.00,"2,3","17,3","22,5","8,4",,,
02/05/2014 0.00,"2,4","13,3","18,2","8,4",,,
02/05/2014 1.00,,"12,9","18,1","12,3",,,
02/05/2014 2.00,"2,4",,,"12,3",,,
02/05/2014 3.00,"2,5","9,1","14,2","12,3",,,
02/05/2014 4.00,"2,4","7,6","12,6","12,3",,,
02/05/2014 5.00,"2,2","9,0","15,0","12,3",,,
02/05/2014 6.00,"3,0","22,7","60,3","12,3",,,
02/05/2014 7.00,"2,5","21,7","37,2","12,3",,,
02/05/2014 8.00,"2,6","14,0","23,4","12,3",,,
02/05/2014 9.00,"2,6","7,9","14,8","12,3",,,
02/05/2014 10.00,"2,8","6,1","11,7","12,3",,,
02/05/2014 11.00,"2,6","6,5","11,7","12,3",,,
02/05/2014 12.00,"2,4","8,2","13,7","12,3",,,
02/05/2014 13.00,"2,8","9,1","14,9","12,3",,,
02/05/2014 14.00,"2,7","6,5","12,0","12,3",,,
02/05/2014 15.00,"2,6","6,7","12,2","12,3",,,
02/05/2014 16.00,"2,6","7,5","13,2","12,3",,,
02/05/2014 17.00,"2,3","6,3","11,7","12,3",,,
02/05/2014 18.00,"2,3","6,7","11,9","12,3",,,
02/05/2014 19.00,"2,7","7,4","12,1","12,3",,,
02/05/2014 20.00,"2,2","10,5","15,1","12,3",,,
02/05/2014 21.00,"2,4","9,6","14,1","12,3",,,
02/05/2014 22.00,"2,5","8,2","12,6","12,3",,,
02/05/2014 23.00,"2,3","7,4","11,8","12,3",,,
03/05/2014 0.00,"2,2","7,4","11,8","12,3",,,
03/05/2014 1.00,"2,2","7,4","11,7","8,7",,,
03/05/2014 2.00,"2,3","7,4","11,7","8,7",,,
03/05/2014 3.00,"2,4","7,0","11,5","8,7",,,
03/05/2014 4.00,"2,2","5,1","9,8","8,7",,,
03/05/2014 5.00,"2,4","5,8","10,5","8,7",,,
03/05/2014 6.00,"2,5","5,9","10,9","8,7",,,
03/05/2014 7.00,"2,3","7,2","12,7","8,7",,,
03/05/2014 8.00,"2,3","9,3","15,2","8,7",,,
03/05/2014 9.00,"2,1","8,1","14,0","8,7",,,
03/05/2014 10.00,"2,1","7,0","12,4","8,7",,,
03/05/2014 11.00,"2,5","7,7","12,8","8,7",,,
03/05/2014 12.00,"2,2","7,2","12,3","8,7",,,
03/05/2014 13.00,"2,3","7,7","12,8","8,7",,,
03/05/2014 14.00,"2,1","6,4","11,6","8,7",,,
03/05/2014 15.00,"2,4","5,0","10,5","8,7",,,
03/05/2014 16.00,"2,3","5,0","10,4","8,7",,,
03/05/2014 17.00,"2,0","4,6","9,9","8,7",,,
03/05/2014 18.00,"2,0","5,4","10,3","8,7",,,
03/05/2014 19.00,"2,2","5,6","10,0","8,7",,,
03/05/2014 20.00,"2,2","7,6","11,8","8,7",,,
03/05/2014 21.00,"1,9","10,6","15,0","8,7",,,
03/05/2014 22.00,"1,9","10,5","14,8","8,7",,,
03/05/2014 23.00,"1,8","6,6","10,9","8,7",,,
04/05/2014 0.00,"1,9","5,7","10,0","8,7",,,
04/05/2014 1.00,,"4,8","8,9","5,2",,,
04/05/2014 2.00,"1,8",,,"5,2",,,
04/05/2014 3.00,"2,2","5,4","9,8","5,2",,,
04/05/2014 4.00,,"6,6","12,2","5,2",,,
04/05/2014 5.00,"2,3","5,6","10,3","5,2",,,
04/05/2014 6.00,"2,4","6,8","11,8","5,2",,,
04/05/2014 7.00,"2,5","7,8","13,6","5,2",,,
