Stat,S. Pietro  Vernotico,,,,,  ,
,,,,,,,,
Parm,SO2,NO2,NOX,PM10,,,
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3,,,
Field,Aver,Aver,Aver,Aver,,,
,,,,,,,,
,,,,,,,
,,,,,,,,,
12/07/2014 23.00,"4,1","8,6","15,4","16,5",,,
13/07/2014 0.00,"3,9","8,1","15,2","16,5",,,
13/07/2014 1.00,,"7,1","13,9","14,6",,,
13/07/2014 2.00,"3,8",,,"14,6",,,
13/07/2014 3.00,"4,1","7,7","14,4","14,6",,,
13/07/2014 4.00,"3,7","8,8","15,3","14,6",,,
13/07/2014 5.00,"3,9","8,0","14,6","14,6",,,
13/07/2014 6.00,"4,1","9,9","17,0","14,6",,,
13/07/2014 7.00,"4,1","9,7","16,8","14,6",,,
13/07/2014 8.00,"3,7","6,5","12,8","14,6",,,
13/07/2014 9.00,"4,2","5,4","11,5","14,6",,,
13/07/2014 10.00,"4,4","5,1","11,4","14,6",,,
13/07/2014 11.00,"4,6","5,4","11,9","14,6",,,
13/07/2014 12.00,"4,8","6,1","13,0","14,6",,,
13/07/2014 13.00,"4,8","4,4","11,3","14,6",,,
13/07/2014 14.00,"4,7","4,7","12,0","14,6",,,
13/07/2014 15.00,"4,4","5,3","12,8","14,6",,,
13/07/2014 16.00,"4,2","6,1","12,7","14,6",,,
13/07/2014 17.00,"4,4","7,3","14,0","14,6",,,
13/07/2014 18.00,"4,4","10,5","17,7","14,6",,,
13/07/2014 19.00,"4,1","11,1","18,2","14,6",,,
13/07/2014 20.00,"4,2","15,6","23,5","14,6",,,
13/07/2014 21.00,"4,2","20,0","28,3","14,6",,,
13/07/2014 22.00,"3,9","15,1","22,1","14,6",,,
13/07/2014 23.00,"3,8","10,3","17,2","14,6",,,
14/07/2014 0.00,"3,7","12,7","19,6","14,6",,,
14/07/2014 1.00,"3,7","12,2","18,8","12,7",,,
14/07/2014 2.00,"3,8","19,3","27,3","12,7",,,
14/07/2014 3.00,"3,5","19,8","28,0","12,7",,,
14/07/2014 4.00,"3,8","18,2","28,4","12,7",,,
14/07/2014 5.00,"3,6","15,6","24,0","12,7",,,
14/07/2014 6.00,"3,6","19,4","28,9","12,7",,,
14/07/2014 7.00,"3,4","15,0","24,4","12,7",,,
14/07/2014 8.00,"3,5","11,0","19,3","12,7",,,
14/07/2014 9.00,"3,6","8,0","15,0","12,7",,,
14/07/2014 10.00,"3,8","7,7","14,3","12,7",,,
14/07/2014 11.00,"3,9","10,3","17,3","12,7",,,
14/07/2014 12.00,"3,8","11,4","18,7","12,7",,,
14/07/2014 13.00,"4,3","7,8","14,4","12,7",,,
14/07/2014 14.00,"4,3","6,8","13,4","12,7",,,
14/07/2014 15.00,"4,5","6,4","13,4","12,7",,,
14/07/2014 16.00,"4,1","7,1","14,5","12,7",,,
14/07/2014 17.00,"4,4","8,4","16,1","12,7",,,
14/07/2014 18.00,"4,5","10,4","18,3","12,7",,,
14/07/2014 19.00,"4,2","11,0","19,8","12,7",,,
14/07/2014 20.00,"3,8","19,4","29,1","12,7",,,
14/07/2014 21.00,"3,9","11,2","20,5","12,7",,,
14/07/2014 22.00,"3,3","8,1","16,6","12,7",,,
14/07/2014 23.00,"3,6","8,8","17,3","12,7",,,
15/07/2014 0.00,"3,3","10,0","18,4","12,7",,,
15/07/2014 1.00,,"9,6","17,6","10,1",,,
15/07/2014 2.00,"3,2",,,"10,1",,,
15/07/2014 3.00,"3,2","9,5","17,3","10,1",,,
15/07/2014 4.00,"3,7","9,1","16,7","10,1",,,
15/07/2014 5.00,"3,4","10,0","17,9","10,1",,,
15/07/2014 6.00,"3,7","10,8","18,6","10,1",,,
15/07/2014 7.00,"3,5","11,9","20,5","10,1",,,
15/07/2014 8.00,"3,6","11,1","19,8","10,1",,,
15/07/2014 9.00,"3,5","9,6","18,1","10,1",,,
15/07/2014 10.00,"3,3","8,1","16,2","10,1",,,
15/07/2014 11.00,"3,5","7,5","15,6","10,1",,,
15/07/2014 12.00,"3,3","6,8","13,9","10,1",,,
15/07/2014 13.00,"3,7","6,9","13,9","10,1",,,
15/07/2014 14.00,"3,5","5,9","13,2","10,1",,,
15/07/2014 15.00,"3,6","5,9","13,3","10,1",,,
15/07/2014 16.00,"3,4","6,3","13,6","10,1",,,
15/07/2014 17.00,"3,6","6,4","14,0","10,1",,,
15/07/2014 18.00,"3,7","5,9","13,4","10,1",,,
15/07/2014 19.00,"3,6","7,2","15,4","10,1",,,
15/07/2014 20.00,"3,6","7,5","16,5","10,1",,,
15/07/2014 21.00,"3,8","7,3","16,6","10,1",,,
15/07/2014 22.00,"3,4","6,7","15,6","10,1",,,
15/07/2014 23.00,"3,6","6,7","15,0","10,1",,,
16/07/2014 0.00,"3,4","7,0","14,7","10,1",,,
16/07/2014 1.00,"3,4","6,5","14,1","12,7",,,
16/07/2014 2.00,"3,4","6,6","13,8","12,7",,,
16/07/2014 3.00,"3,6","7,4","14,3","12,7",,,
16/07/2014 4.00,"3,3","7,7","14,4","12,7",,,
16/07/2014 5.00,"3,2","8,4","15,0","12,7",,,
16/07/2014 6.00,"3,2","9,3","16,3","12,7",,,
16/07/2014 7.00,"3,4","9,7","16,9","12,7",,,
16/07/2014 8.00,"3,4","8,4","15,2","12,7",,,
16/07/2014 9.00,"3,4","8,1","14,6","12,7",,,
16/07/2014 10.00,"3,5","7,3","13,5","12,7",,,
16/07/2014 11.00,"3,8","7,4","13,7","12,7",,,
16/07/2014 12.00,"4,1","6,9","12,9","12,7",,,
16/07/2014 13.00,"4,6","6,6","12,8","12,7",,,
16/07/2014 14.00,"4,6","6,0","13,0","12,7",,,
16/07/2014 15.00,"4,7","6,0","12,9","12,7",,,
16/07/2014 16.00,"4,7","5,9","12,8","12,7",,,
16/07/2014 17.00,"4,8","6,8","13,5","12,7",,,
16/07/2014 18.00,"5,1","6,8","13,6","12,7",,,
16/07/2014 19.00,"4,5","7,2","14,1","12,7",,,
16/07/2014 20.00,"4,0","7,8","15,5","12,7",,,
16/07/2014 21.00,"4,0","7,3","15,3","12,7",,,
16/07/2014 22.00,"3,8","7,0","14,5","12,7",,,
16/07/2014 23.00,"3,8","7,7","15,1","12,7",,,
17/07/2014 0.00,"3,8","7,3","14,6","12,7",,,
17/07/2014 1.00,,"7,1","13,8","16,9",,,
17/07/2014 2.00,"3,7",,,"16,9",,,
17/07/2014 3.00,"3,6","6,5","13,1","16,9",,,
17/07/2014 4.00,"3,7","7,2","13,7","16,9",,,
17/07/2014 5.00,"3,3","7,6","14,1","16,9",,,
17/07/2014 6.00,"3,8","9,5","16,0","16,9",,,
17/07/2014 7.00,"3,8","10,3","16,9","16,9",,,
17/07/2014 8.00,"3,7","9,0","15,2","16,9",,,
17/07/2014 9.00,"3,6","9,0","15,0","16,9",,,
17/07/2014 10.00,"3,8","7,8","13,8","16,9",,,
17/07/2014 11.00,"3,6","8,0","14,5","16,9",,,
17/07/2014 12.00,"4,2","7,7","14,3","16,9",,,
17/07/2014 13.00,"4,4","7,4","14,0","16,9",,,
17/07/2014 14.00,"5,2","6,6","13,2","16,9",,,
17/07/2014 15.00,"6,2","6,1","12,0","16,9",,,
17/07/2014 16.00,"6,6","5,9","11,7","16,9",,,
17/07/2014 17.00,"6,4","6,5","12,6","16,9",,,
17/07/2014 18.00,"5,9","6,8","13,2","16,9",,,
17/07/2014 19.00,"5,1","9,1","15,6","16,9",,,
17/07/2014 20.00,"4,6","12,4","19,4","16,9",,,
17/07/2014 21.00,"4,4","11,0","18,3","16,9",,,
17/07/2014 22.00,"4,4","10,5","17,7","16,9",,,
17/07/2014 23.00,"4,2","9,1","16,4","16,9",,,
18/07/2014 0.00,"4,1","7,4","14,6","16,9",,,
18/07/2014 1.00,"4,3","7,1","14,4","16,8",,,
18/07/2014 2.00,"3,9","6,7","13,9","16,8",,,
18/07/2014 3.00,"3,5","6,6","13,7","16,8",,,
18/07/2014 4.00,"3,9","7,6","14,9","16,8",,,
18/07/2014 5.00,"3,6","7,5","14,9","16,8",,,
18/07/2014 6.00,"4,0","9,3","16,7","16,8",,,
18/07/2014 7.00,"4,1","9,8","17,3","16,8",,,
18/07/2014 8.00,"4,0","9,0","15,8","16,8",,,
18/07/2014 9.00,"3,7","8,1","14,4","16,8",,,
18/07/2014 10.00,"3,7","8,3","14,9","16,8",,,
18/07/2014 11.00,"4,2","8,7","15,4","16,8",,,
18/07/2014 12.00,"4,6","7,9","14,8","16,8",,,
18/07/2014 13.00,"5,2","6,9","13,9","16,8",,,
18/07/2014 14.00,"5,3","6,4","13,7","16,8",,,
18/07/2014 15.00,"5,3","6,1","13,3","16,8",,,
18/07/2014 16.00,"5,5","6,3","12,7","16,8",,,
18/07/2014 17.00,"5,6","6,4","12,9","16,8",,,
18/07/2014 18.00,"5,3","7,0","13,6","16,8",,,
18/07/2014 19.00,"4,7","7,5","14,5","16,8",,,
18/07/2014 20.00,"4,9","8,7","16,2","16,8",,,
18/07/2014 21.00,"4,2","9,8","18,1","16,8",,,
18/07/2014 22.00,"4,4","9,2","17,4","16,8",,,
18/07/2014 23.00,"4,0","8,1","16,3","16,8",,,
19/07/2014 0.00,"3,9","8,3","16,4","16,8",,,
19/07/2014 1.00,,"7,9","15,9","18,2",,,
19/07/2014 2.00,"3,5",,,"18,2",,,
19/07/2014 3.00,"3,7","6,8","14,6","18,2",,,
19/07/2014 4.00,"4,0","7,2","14,9","18,2",,,
19/07/2014 5.00,"3,7","7,7","15,3","18,2",,,
19/07/2014 6.00,"3,9","10,2","17,4","18,2",,,
19/07/2014 7.00,"3,8","9,5","16,9","18,2",,,
19/07/2014 8.00,"3,8","7,7","14,2","18,2",,,
19/07/2014 9.00,"3,7","7,7","14,2","18,2",,,
19/07/2014 10.00,"3,7","7,8","14,4","18,2",,,
19/07/2014 11.00,"4,3","7,3","14,0","18,2",,,
19/07/2014 12.00,"4,5","6,7","13,7","18,2",,,
19/07/2014 13.00,"4,2","6,9","14,7","18,2",,,
19/07/2014 14.00,"4,0","6,2","15,5","18,2",,,
19/07/2014 15.00,"3,7","6,0","15,8","18,2",,,
19/07/2014 16.00,"3,8","5,7","14,8","18,2",,,
19/07/2014 17.00,"3,8","6,4","14,5","18,2",,,
19/07/2014 18.00,"4,6","6,2","12,1","18,2",,,
19/07/2014 19.00,"5,1","8,9","13,4","18,2",,,
19/07/2014 20.00,"5,3","8,0","12,6","18,2",,,
19/07/2014 21.00,"4,7","8,1","13,2","18,2",,,
19/07/2014 22.00,"4,4","7,9","13,4","18,2",,,
19/07/2014 23.00,"4,2","7,3","12,7","18,2",,,
20/07/2014 0.00,"4,0","8,1","13,6","18,2",,,
20/07/2014 1.00,"4,2","7,4","12,9","19,6",,,
20/07/2014 2.00,"4,0","6,8","12,3","19,6",,,
20/07/2014 3.00,"3,7","7,6","13,2","19,6",,,
20/07/2014 4.00,"3,9","6,8","12,3","19,6",,,
20/07/2014 5.00,"4,0","7,6","13,1","19,6",,,
20/07/2014 6.00,"4,0","8,0","13,6","19,6",,,
20/07/2014 7.00,"4,1","7,0","12,6","19,6",,,
20/07/2014 8.00,"4,4","7,3","12,8","19,6",,,
20/07/2014 9.00,"4,1","7,2","12,8","19,6",,,
20/07/2014 10.00,"4,4","7,1","13,1","19,6",,,
20/07/2014 11.00,"4,7","6,7","13,0","19,6",,,
20/07/2014 12.00,"4,4","7,0","13,8","19,6",,,
20/07/2014 13.00,"4,6","6,4","14,1","19,6",,,
20/07/2014 14.00,"4,3","8,7","18,0","19,6",,,
20/07/2014 15.00,"4,2","6,6","16,5","19,6",,,
20/07/2014 16.00,"4,3","6,4","15,7","19,6",,,
20/07/2014 17.00,"4,0","8,6","17,0","19,6",,,
20/07/2014 18.00,"4,4","10,5","17,3","19,6",,,
20/07/2014 19.00,"5,4","11,2","15,2","19,6",,,
20/07/2014 20.00,"5,4","17,5","21,2","19,6",,,
20/07/2014 21.00,"5,1","16,5","20,9","19,6",,,
20/07/2014 22.00,"5,1","12,9","17,5","19,6",,,
20/07/2014 23.00,"5,4","13,7","18,4","19,6",,,
21/07/2014 0.00,"5,1","16,4","22,0","19,6",,,
21/07/2014 1.00,,"19,2","24,6","22,9",,,
21/07/2014 2.00,"4,6",,,"22,9",,,
21/07/2014 3.00,"4,7","17,8","23,4","22,9",,,
21/07/2014 4.00,"4,5","16,0","21,6","22,9",,,
21/07/2014 5.00,"4,4","17,7","23,6","22,9",,,
21/07/2014 6.00,"4,3","22,1","28,6","22,9",,,
21/07/2014 7.00,"4,2","15,2","21,5","22,9",,,
21/07/2014 8.00,"4,2","14,0","20,3","22,9",,,
21/07/2014 9.00,"4,6","12,9","19,2","22,9",,,
21/07/2014 10.00,"5,1","10,5","17,8","22,9",,,
21/07/2014 11.00,"5,8","10,2","17,5","22,9",,,
21/07/2014 12.00,"5,4","7,8","15,9","22,9",,,
21/07/2014 13.00,"5,1","6,6","15,3","22,9",,,
21/07/2014 14.00,"4,6","5,7","13,6","22,9",,,
21/07/2014 15.00,"4,6","6,6","12,8","22,9",,,
21/07/2014 16.00,"4,7","6,1","10,5","22,9",,,
21/07/2014 17.00,"4,7","6,4","10,4","22,9",,,
21/07/2014 18.00,"4,6","5,9","10,5","22,9",,,
21/07/2014 19.00,"4,5","6,5","11,2","22,9",,,
21/07/2014 20.00,"4,6","9,0","14,5","22,9",,,
21/07/2014 21.00,"4,2","10,6","16,9","22,9",,,
21/07/2014 22.00,"4,6","10,9","17,2","22,9",,,
21/07/2014 23.00,"4,4","7,9","13,8","22,9",,,
22/07/2014 0.00,"4,4","7,0","12,9","22,9",,,
22/07/2014 1.00,"4,3","7,2","13,4",,,,
22/07/2014 2.00,"4,2","8,0","14,2",,,,
22/07/2014 3.00,"3,8","10,3","16,6",,,,
22/07/2014 4.00,"4,1","10,9","16,9",,,,
22/07/2014 5.00,"4,2","10,4","16,7",,,,
22/07/2014 6.00,"3,9","12,2","18,7",,,,
22/07/2014 7.00,"3,7","14,5","22,0",,,,
22/07/2014 8.00,"3,9","12,4","19,0",,,,
22/07/2014 9.00,"3,6","12,4","18,8",,,,
22/07/2014 10.00,"3,8","9,4","15,1",,,,
22/07/2014 11.00,"4,2","9,2","15,1",,,,
22/07/2014 12.00,"3,8","8,4","14,6",,,,
22/07/2014 13.00,"4,1","7,5","13,4",,,,
22/07/2014 14.00,"4,2","7,1","14,5",,,,
22/07/2014 15.00,"4,0","7,0","16,4",,,,
22/07/2014 16.00,"3,9","6,7","13,8",,,,
22/07/2014 17.00,"4,7","8,0","13,8",,,,
22/07/2014 18.00,"5,3","7,5","12,3",,,,
22/07/2014 19.00,"4,7","7,4","12,5",,,,
22/07/2014 20.00,"4,7","11,1","17,1",,,,
22/07/2014 21.00,"4,7","13,7","20,0",,,,
22/07/2014 22.00,,,,,,,
22/07/2014 23.00,,,,,,,
23/07/2014 0.00,,,,,,,
23/07/2014 1.00,,,,,,,
23/07/2014 2.00,,,,,,,
23/07/2014 3.00,,,,,,,
23/07/2014 4.00,,,,,,,
23/07/2014 5.00,,,,,,,
23/07/2014 6.00,,,,,,,
23/07/2014 7.00,,,,,,,
23/07/2014 8.00,,,,,,,
23/07/2014 9.00,,,,,,,
23/07/2014 10.00,,,,,,,
23/07/2014 11.00,,,,,,,
23/07/2014 12.00,,,,,,,
23/07/2014 13.00,,,,,,,
23/07/2014 14.00,,,,,,,
23/07/2014 15.00,,,,,,,
23/07/2014 16.00,,,,,,,
23/07/2014 17.00,,,,,,,
23/07/2014 18.00,,,,,,,
23/07/2014 19.00,,,,,,,
23/07/2014 20.00,,,,,,,
23/07/2014 21.00,,,,,,,
23/07/2014 22.00,,,,,,,
23/07/2014 23.00,,,,,,,
24/07/2014 0.00,,,,,,,
24/07/2014 1.00,,,,"9,4",,,
24/07/2014 2.00,,,,"9,4",,,
24/07/2014 3.00,,,,"9,4",,,
24/07/2014 4.00,,,,"9,4",,,
24/07/2014 5.00,,,,"9,4",,,
24/07/2014 6.00,,,,"9,4",,,
24/07/2014 7.00,,,,"9,4",,,
24/07/2014 8.00,,,,"9,4",,,
24/07/2014 9.00,,,,"9,4",,,
24/07/2014 10.00,,,,"9,4",,,
24/07/2014 11.00,,,,"9,4",,,
24/07/2014 12.00,,,,"9,4",,,
24/07/2014 13.00,,,,"9,4",,,
24/07/2014 14.00,,,,"9,4",,,
24/07/2014 15.00,,,,"9,4",,,
24/07/2014 16.00,,,,"9,4",,,
24/07/2014 17.00,,,,"9,4",,,
24/07/2014 18.00,,,,"9,4",,,
24/07/2014 19.00,,,,"9,4",,,
24/07/2014 20.00,,,,"9,4",,,
24/07/2014 21.00,,,,"9,4",,,
24/07/2014 22.00,,,,"9,4",,,
24/07/2014 23.00,,,,"9,4",,,
25/07/2014 0.00,,,,"9,4",,,
25/07/2014 1.00,,,,"16,3",,,
25/07/2014 2.00,,,,"16,3",,,
25/07/2014 3.00,,,,"16,3",,,
25/07/2014 4.00,,,,"16,3",,,
25/07/2014 5.00,,,,"16,3",,,
25/07/2014 6.00,,,,"16,3",,,
25/07/2014 7.00,,,,"16,3",,,
25/07/2014 8.00,,,,"16,3",,,
25/07/2014 9.00,"3,8","8,8","16,2","16,3",,,
25/07/2014 10.00,"3,6","8,6","16,5","16,3",,,
25/07/2014 11.00,"4,2","7,9","14,7","16,3",,,
25/07/2014 12.00,"4,3","7,5","14,1","16,3",,,
25/07/2014 13.00,"4,3","6,7","13,9","16,3",,,
25/07/2014 14.00,"4,0","6,9","16,2","16,3",,,
25/07/2014 15.00,"4,0","7,1","16,1","16,3",,,
25/07/2014 16.00,"4,5","6,9","15,2","16,3",,,
25/07/2014 17.00,"4,7","7,0","14,3","16,3",,,
25/07/2014 18.00,"5,0","7,8","13,0","16,3",,,
25/07/2014 19.00,"4,9","9,5","13,6","16,3",,,
25/07/2014 20.00,"5,0","7,9","12,2","16,3",,,
25/07/2014 21.00,"5,0","13,3","17,9","16,3",,,
25/07/2014 22.00,"5,1","11,4","16,1","16,3",,,
25/07/2014 23.00,"4,4","8,8","14,2","16,3",,,
26/07/2014 0.00,"4,5","8,7","14,1","16,3",,,
26/07/2014 1.00,"4,8","7,3","12,5","15,8",,,
26/07/2014 2.00,"4,2","8,5","14,0","15,8",,,
26/07/2014 3.00,"4,4","8,7","14,2","15,8",,,
26/07/2014 4.00,"4,1","8,1","13,6","15,8",,,
26/07/2014 5.00,"4,2","11,5","17,2","15,8",,,
26/07/2014 6.00,"4,3","17,5","23,5","15,8",,,
26/07/2014 7.00,"4,0","16,7","23,7","15,8",,,
26/07/2014 8.00,"4,2","11,7","17,9","15,8",,,
26/07/2014 9.00,"4,4","21,9","29,8","15,8",,,
26/07/2014 10.00,"7,2","8,7","14,5","15,8",,,
26/07/2014 11.00,"6,9","5,4","11,1","15,8",,,
26/07/2014 12.00,"5,8","11,1","18,1","15,8",,,
26/07/2014 13.00,"5,4","6,3","13,4","15,8",,,
26/07/2014 14.00,"4,8","6,6","17,2","15,8",,,
26/07/2014 15.00,"4,5","5,5","16,1","15,8",,,
26/07/2014 16.00,"5,1","6,2","14,3","15,8",,,
26/07/2014 17.00,"5,9","7,2","12,2","15,8",,,
26/07/2014 18.00,"5,6","8,4","12,9","15,8",,,
26/07/2014 19.00,"5,6","9,4","13,9","15,8",,,
26/07/2014 20.00,"5,6","11,3","16,4","15,8",,,
26/07/2014 21.00,"5,1","11,8","17,4","15,8",,,
26/07/2014 22.00,"5,0","10,4","16,1","15,8",,,
26/07/2014 23.00,"4,7","9,8","15,5","15,8",,,
27/07/2014 0.00,"4,8","10,7","16,7","15,8",,,
27/07/2014 1.00,,"17,4","23,4","20,3",,,
27/07/2014 2.00,"1,2",,,"20,3",,,
27/07/2014 3.00,"1,1","11,5","17,4","20,3",,,
27/07/2014 4.00,"1,2","7,0","12,7","20,3",,,
27/07/2014 5.00,"0,8","7,2","13,0","20,3",,,
27/07/2014 6.00,"1,1","6,3","12,2","20,3",,,
27/07/2014 7.00,"1,2","5,1","11,1","20,3",,,
27/07/2014 8.00,"1,1","18,0","27,1","20,3",,,
27/07/2014 9.00,"1,6","7,5","13,3","20,3",,,
27/07/2014 10.00,"1,2","6,5","13,0","20,3",,,
27/07/2014 11.00,"1,2","5,8","13,6","20,3",,,
27/07/2014 12.00,"0,9","5,0","14,5","20,3",,,
27/07/2014 13.00,"0,9","4,9","14,6","20,3",,,
27/07/2014 14.00,"0,8","4,9","14,0","20,3",,,
27/07/2014 15.00,"0,8","4,3","12,3","20,3",,,
27/07/2014 16.00,"1,2","4,7","11,7","20,3",,,
27/07/2014 17.00,"1,5","5,5","11,7","20,3",,,
27/07/2014 18.00,"1,3","6,4","11,1","20,3",,,
27/07/2014 19.00,"1,3","9,1","12,3","20,3",,,
27/07/2014 20.00,"1,6","8,2","11,6","20,3",,,
27/07/2014 21.00,"1,5","9,2","13,0","20,3",,,
27/07/2014 22.00,"1,5","10,7","14,8","20,3",,,
27/07/2014 23.00,"1,8","9,7","14,2","20,3",,,
28/07/2014 0.00,"1,6","10,3","14,9","20,3",,,
28/07/2014 1.00,"1,4","9,0","13,8","11,7",,,
28/07/2014 2.00,"1,1","8,1","13,0","11,7",,,
28/07/2014 3.00,"1,2","9,4","14,6","11,7",,,
28/07/2014 4.00,"1,5","7,3","12,8","11,7",,,
28/07/2014 5.00,"1,5","10,8","16,3","11,7",,,
28/07/2014 6.00,"1,4","14,5","20,3","11,7",,,
28/07/2014 7.00,"1,4","16,4","23,2","11,7",,,
28/07/2014 8.00,"1,5","9,5","15,2","11,7",,,
28/07/2014 9.00,"1,3","10,8","17,5","11,7",,,
28/07/2014 10.00,"1,2","8,6","15,4","11,7",,,
28/07/2014 11.00,"1,5","8,8","15,8","11,7",,,
28/07/2014 12.00,"1,5","7,0","14,0","11,7",,,
28/07/2014 13.00,"1,4","6,3","11,6","11,7",,,
28/07/2014 14.00,"1,5","6,2","11,6","11,7",,,
28/07/2014 15.00,"1,6","5,7","11,3","11,7",,,
28/07/2014 16.00,"1,4","8,7","17,2","11,7",,,
28/07/2014 17.00,"1,5","5,2","13,0","11,7",,,
28/07/2014 18.00,"1,8","5,5","11,5","11,7",,,
28/07/2014 19.00,"2,0","6,7","12,1","11,7",,,
28/07/2014 20.00,"1,8","9,7","15,4","11,7",,,
28/07/2014 21.00,"1,7","11,6","17,3","11,7",,,
28/07/2014 22.00,"1,8","14,7","20,5","11,7",,,
28/07/2014 23.00,"1,6","11,8","17,4","11,7",,,
29/07/2014 0.00,"1,5","10,7","16,4","11,7",,,
29/07/2014 1.00,,"9,1","15,1","17,6",,,
29/07/2014 2.00,"0,2",,,"17,6",,,
29/07/2014 3.00,"0,4","8,3","14,3","17,6",,,
29/07/2014 4.00,"0,1","9,5","15,9","17,6",,,
29/07/2014 5.00,"0,2","9,2","15,4","17,6",,,
29/07/2014 6.00,"0,1","8,4","15,0","17,6",,,
29/07/2014 7.00,"0,1","10,7","17,7","17,6",,,
29/07/2014 8.00,"0,2","6,3","11,9","17,6",,,
29/07/2014 9.00,"0,2","6,7","12,7","17,6",,,
29/07/2014 10.00,"0,1","6,2","12,9","17,6",,,
29/07/2014 11.00,"0,1","6,4","14,8","17,6",,,
29/07/2014 12.00,"0,3","6,3","13,9","17,6",,,
29/07/2014 13.00,"0,3","6,9","14,5","17,6",,,
29/07/2014 14.00,"0,2","6,2","14,1","17,6",,,
29/07/2014 15.00,"0,2","5,9","14,4","17,6",,,
29/07/2014 16.00,"0,3","5,3","12,9","17,6",,,
29/07/2014 17.00,"0,2","5,7","12,4","17,6",,,
29/07/2014 18.00,"0,5","7,1","12,0","17,6",,,
29/07/2014 19.00,"0,7","9,7","13,4","17,6",,,
29/07/2014 20.00,"0,8","18,2","22,4","17,6",,,
29/07/2014 21.00,"0,5","12,0","16,2","17,6",,,
29/07/2014 22.00,"0,6","10,3","14,6","17,6",,,
29/07/2014 23.00,"0,9","10,1","14,7","17,6",,,
30/07/2014 0.00,"0,2","7,8","12,5","17,6",,,
30/07/2014 1.00,"0,3","6,7","11,3","19,0",,,
30/07/2014 2.00,"0,3","4,9","9,6","19,0",,,
30/07/2014 3.00,"0,2","4,4","9,3","19,0",,,
30/07/2014 4.00,"0,3","4,4","9,5","19,0",,,
30/07/2014 5.00,"0,2","4,8","10,0","19,0",,,
30/07/2014 6.00,"0,1","5,7","11,2","19,0",,,
30/07/2014 7.00,"0,2","6,8","12,4","19,0",,,
30/07/2014 8.00,"0,2","5,8","11,2","19,0",,,
30/07/2014 9.00,"0,2","5,8","10,9","19,0",,,
30/07/2014 10.00,"0,2","5,3","10,7","19,0",,,
30/07/2014 11.00,"0,4","6,3","12,1","19,0",,,
30/07/2014 12.00,"0,1","6,1","13,8","19,0",,,
30/07/2014 13.00,"0,1","6,1","15,6","19,0",,,
30/07/2014 14.00,"0,2","5,1","12,0","19,0",,,
30/07/2014 15.00,"0,1","4,5","10,8","19,0",,,
30/07/2014 16.00,"0,2","4,4","11,6","19,0",,,
30/07/2014 17.00,"0,2","5,6","12,5","19,0",,,
30/07/2014 18.00,"0,1","6,2","11,1","19,0",,,
30/07/2014 19.00,"0,3","5,0","8,7","19,0",,,
30/07/2014 20.00,"0,2","5,9","9,8","19,0",,,
30/07/2014 21.00,"0,3","5,7","10,0","19,0",,,
30/07/2014 22.00,"0,2","7,4","11,8","19,0",,,
30/07/2014 23.00,"0,3","9,1","13,6","19,0",,,
31/07/2014 0.00,"0,3","11,3","16,1","19,0",,,
31/07/2014 1.00,,"10,1","15,0","14,6",,,
31/07/2014 2.00,"0,4",,,"14,6",,,
31/07/2014 3.00,"0,4","7,6","12,5","14,6",,,
31/07/2014 4.00,"0,4","9,4","14,9","14,6",,,
31/07/2014 5.00,"0,3","10,0","15,2","14,6",,,
31/07/2014 6.00,"0,4","15,8","21,6","14,6",,,
31/07/2014 7.00,"0,4","17,9","26,0","14,6",,,
31/07/2014 8.00,"0,5","12,7","18,9","14,6",,,
31/07/2014 9.00,"0,7","9,7","14,8","14,6",,,
31/07/2014 10.00,"0,5","7,8","13,1","14,6",,,
31/07/2014 11.00,"0,6","7,3","12,7","14,6",,,
31/07/2014 12.00,"0,5","10,4","16,4","14,6",,,
31/07/2014 13.00,"0,6","11,5","18,0","14,6",,,
31/07/2014 14.00,"2,5","12,1","18,2","14,6",,,
31/07/2014 15.00,"1,4","9,6","15,7","14,6",,,
31/07/2014 16.00,"0,6","8,9","16,0","14,6",,,
31/07/2014 17.00,"0,7","11,4","18,1","14,6",,,
31/07/2014 18.00,"0,8","9,1","16,1","14,6",,,
31/07/2014 19.00,"0,5","11,6","18,8","14,6",,,
31/07/2014 20.00,"0,5","13,3","20,2","14,6",,,
31/07/2014 21.00,"0,5","16,9","23,8","14,6",,,
31/07/2014 22.00,"0,5","16,0","22,5","14,6",,,
31/07/2014 23.00,"0,3","10,8","17,2","14,6",,,
01/08/2014 0.00,"0,4","6,7","12,9","14,6",,,
01/08/2014 1.00,"0,3","7,0","13,2","10,2",,,
01/08/2014 2.00,"0,4","7,2","13,1","10,2",,,
01/08/2014 3.00,"0,2","7,5","13,3","10,2",,,
01/08/2014 4.00,"0,2","6,9","12,6","10,2",,,
01/08/2014 5.00,"0,2","7,7","13,8","10,2",,,
01/08/2014 6.00,"0,4","8,7","15,2","10,2",,,
01/08/2014 7.00,"0,3","10,5","17,2","10,2",,,
01/08/2014 8.00,"0,2","9,3","15,6","10,2",,,
01/08/2014 9.00,"0,3","11,0","17,0","10,2",,,
01/08/2014 10.00,"0,3","13,0","19,7","10,2",,,
01/08/2014 11.00,"0,3","11,6","18,5","10,2",,,
01/08/2014 12.00,"0,4","7,8","14,3","10,2",,,
01/08/2014 13.00,"0,3","9,1","15,6","10,2",,,
