,TARANTO,,,,
17/11/2010 3.00,"0,016836","17,97942","15,2","6,3","0,195359"
17/11/2010 4.00,"0,010446","10,194776","15,2","6,3","0,154382"
17/11/2010 5.00,"0,003687","16,196143","15,2","6,3","0,133172"
17/11/2010 6.00,"0,01401","24,749119","15,2","6,3","0,192673"
17/11/2010 7.00,"0,028758","38,858282","15,2","6,3","0,722725"
17/11/2010 8.00,"0,215187","90,76927","15,2","6,3","1,260136"
17/11/2010 9.00,"0,452495","105,476682","15,2","6,3","5,397775"
17/11/2010 10.00,"0,312887","91,23781","15,2","6,3","4,79918"
17/11/2010 11.00,"0,121911","61,214128","15,2","6,3","1,960562"
17/11/2010 12.00,"0,05137","47,910932","15,2","6,3","0,643789"
17/11/2010 13.00,"0,04203","38,431276","15,2","6,3","1,319193"
17/11/2010 14.00,"0,033427","36,396221","15,2","6,3","0,486468"
17/11/2010 15.00,"0,046946","28,553176","15,2","6,3","0,428316"
17/11/2010 16.00,"0,062431","15,604315","15,2","6,3","0,138298"
17/11/2010 17.00,"0,031707","29,019111","15,2","6,3","0,184721"
17/11/2010 18.00,"0,076317","44,903779","15,2","6,3","0,413947"
17/11/2010 19.00,"0,072507","61,892909","15,2","6,3","0,64116"
17/11/2010 20.00,"0,028512","58,114798","15,2","6,3","0,380446"
17/11/2010 21.00,"0,035024","39,220378","15,2","6,3","0,259938"
17/11/2010 22.00,"0,082339","33,037333","15,2","6,3","0,102904"
17/11/2010 23.00,"0,074474","24,429834","15,2","6,3","0,167363"
18/11/2010 0.00,"0,059358","11,788574","15,2","6,3","0,198947"
18/11/2010 1.00,,"9,522488","20,29999","8,9","0,12429"
18/11/2010 2.00,"0,705927",,"20,29999","8,9","0,126883"
18/11/2010 3.00,"0,915287","24,383716","20,29999","8,9","0,104948"
18/11/2010 4.00,"0,801624","10,449164","20,29999","8,9",
18/11/2010 5.00,"0,622453","7,104552","20,29999","8,9","0,155032"
18/11/2010 6.00,"0,543012","14,366137","20,29999","8,9","0,135064"
18/11/2010 7.00,"0,842689","53,936944","20,29999","8,9","0,108526"
18/11/2010 8.00,"0,879843","54,737749","20,29999","8,9","0,357098"
18/11/2010 9.00,"0,802724","48,065383","20,29999","8,9","0,77866"
18/11/2010 10.00,"1,119144","66,399133","20,29999","8,9","1,51989"
18/11/2010 11.00,"0,971751","43,831718","20,29999","8,9","1,525227"
18/11/2010 12.00,"0,993741","55,146743","20,29999","8,9","0,577506"
18/11/2010 13.00,"0,817634","33,071059","20,29999","8,9","0,575275"
18/11/2010 14.00,"0,782558","43,613695","20,29999","8,9","0,966305"
18/11/2010 15.00,"0,582","41,126966","20,29999","8,9","1,304825"
18/11/2010 16.00,"0,496692","30,463646","20,29999","8,9","0,472225"
18/11/2010 17.00,"0,514535","47,572183","20,29999","8,9","0,250934"
18/11/2010 18.00,"1,340602","112,786356","20,29999","8,9","1,68482"
18/11/2010 19.00,"1,591881","119,770162","20,29999","8,9","4,623303"
18/11/2010 20.00,"1,547516","94,692734","20,29999","8,9","2,896377"
18/11/2010 21.00,"2,080627","107,069189","20,29999","8,9","3,246179"
18/11/2010 22.00,"1,99422","114,70325","20,29999","8,9","5,472987"
18/11/2010 23.00,"0,933496","66,696351","20,29999","8,9","3,543719"
19/11/2010 0.00,"0,936429","57,792934","20,29999","8,9","0,687901"
19/11/2010 1.00,"0,942296","77,615342","26,700001","13,1","1,66874"
19/11/2010 2.00,"0,739049","44,61694","26,700001","13,1","0,777884"
19/11/2010 3.00,"0,891453","28,978864","26,700001","13,1","0,535741"
19/11/2010 4.00,"0,87251","45,526745","26,700001","13,1","0,629502"
19/11/2010 5.00,"0,87031","27,251409","26,700001","13,1","0,241186"
19/11/2010 6.00,"0,816534","13,220117","26,700001","13,1","0,966415"
19/11/2010 7.00,"0,848311","24,390885","26,700001","13,1","0,416134"
19/11/2010 8.00,"1,027848","60,91431","26,700001","13,1","0,844478"
19/11/2010 9.00,"2,262242","99,847885","26,700001","13,1","4,051894"
19/11/2010 10.00,"2,181091","103,731081","26,700001","13,1","8,319163"
19/11/2010 11.00,"0,833767","64,221307","26,700001","13,1","3,089554"
19/11/2010 12.00,"0,826679","48,414515","26,700001","13,1","1,670967"
19/11/2010 13.00,"0,862732","56,740358","26,700001","13,1","1,27131"
19/11/2010 14.00,"0,261423","28,572639","26,700001","13,1","1,096372"
19/11/2010 15.00,"0,419327","45,221745","26,700001","13,1","1,273527"
19/11/2010 16.00,"0,352353","32,083397","26,700001","13,1","0,228897"
19/11/2010 17.00,"0,242357","51,281501","26,700001","13,1","0,316216"
19/11/2010 18.00,"0,284889","56,541795","26,700001","13,1","1,406637"
19/11/2010 19.00,"0,530179","71,433559","26,700001","13,1","1,031859"
19/11/2010 20.00,"0,44646","75,774967","26,700001","13,1","1,450659"
19/11/2010 21.00,"1,196631","96,694045","26,700001","13,1","1,855872"
19/11/2010 22.00,"1,378","108,848553","26,700001","13,1","4,565266"
19/11/2010 23.00,"1,885447","106,518893","26,700001","13,1","4,523254"
20/11/2010 0.00,"1,363701","69,715192","26,700001","13,1","3,304914"
20/11/2010 1.00,,"64,592483","20,9","10,8","1,510482"
20/11/2010 2.00,"0,985722",,"20,9","10,8","0,479335"
20/11/2010 3.00,"0,993543","60,590112","20,9","10,8","0,825825"
20/11/2010 4.00,"1,244129","37,268379","20,9","10,8",
20/11/2010 5.00,"1,084755","27,627788","20,9","10,8","0,185284"
20/11/2010 6.00,"1,286506","32,575277","20,9","10,8","0,183586"
20/11/2010 7.00,"1,418242","39,925139","20,9","10,8","0,617018"
20/11/2010 8.00,"1,869648","52,858424","20,9","10,8","0,685094"
20/11/2010 9.00,"1,670201","61,449037","20,9","10,8","1,53854"
20/11/2010 10.00,"1,408109","65,722934","20,9","10,8","1,132821"
20/11/2010 11.00,"1,628284","55,87208","20,9","10,8","1,84369"
20/11/2010 12.00,"1,463843","61,515234","20,9","10,8","2,274095"
20/11/2010 13.00,"1,366654","43,130874","20,9","10,8","1,006865"
20/11/2010 14.00,"1,25242","30,167726","20,9","10,8","0,565019"
20/11/2010 15.00,"1,316906","28,113206","20,9","10,8","0,415182"
20/11/2010 16.00,"0,963152","16,598479","20,9","10,8","0,175308"
20/11/2010 17.00,"0,958085","20,791891","20,9","10,8","0,146713"
20/11/2010 18.00,"1,042839","33,315069","20,9","10,8","0,203645"
20/11/2010 19.00,"1,363429","34,903656","20,9","10,8","0,324171"
20/11/2010 20.00,"1,178261","62,118737","20,9","10,8","0,866086"
20/11/2010 21.00,"1,430218","70,596446","20,9","10,8","1,168543"
20/11/2010 22.00,"1,324737","89,294892","20,9","10,8","2,059149"
20/11/2010 23.00,"1,134963","95,667435","20,9","10,8","2,281192"
21/11/2010 0.00,"0,988947","74,604269","20,9","10,8","0,831583"
21/11/2010 1.00,"1,287427","70,395271",25,"9,3","1,152435"
21/11/2010 2.00,"1,295718","68,173311",25,"9,3","0,761909"
21/11/2010 3.00,"1,437128","68,41342",25,"9,3","1,20181"
21/11/2010 4.00,"0,947952","48,580629",25,"9,3","0,666932"
21/11/2010 5.00,"0,981116","27,747191",25,"9,3","0,388827"
21/11/2010 6.00,"0,96177","28,001583",25,"9,3","0,299657"
21/11/2010 7.00,"1,09581","47,276263",25,"9,3","0,184942"
21/11/2010 8.00,"1,080609","38,288506",25,"9,3","0,230844"
21/11/2010 9.00,"0,982959","41,217805",25,"9,3","0,465568"
21/11/2010 10.00,"1,126211","34,920537",25,"9,3","0,688485"
21/11/2010 11.00,"0,791342","20,25588",25,"9,3","0,515053"
21/11/2010 12.00,"0,760941","18,580329",25,"9,3","0,370111"
21/11/2010 13.00,"0,619992","22,864595",25,"9,3","0,411093"
21/11/2010 14.00,"0,572087","20,784108",25,"9,3","0,087512"
21/11/2010 15.00,"0,551359","13,059187",25,"9,3","0,241807"
21/11/2010 16.00,"0,398434","7,053936",25,"9,3","0,122835"
21/11/2010 17.00,"0,674344","6,325829",25,"9,3","0,124537"
21/11/2010 18.00,"0,572548","11,291484",25,"9,3","0,250662"
21/11/2010 19.00,"0,788117","13,980674",25,"9,3","0,184791"
21/11/2010 20.00,"0,734225","16,534886",25,"9,3","0,187896"
21/11/2010 21.00,"0,718564","16,35578",25,"9,3","0,186482"
21/11/2010 22.00,"0,859512","16,294779",25,"9,3","0,15597"
21/11/2010 23.00,"0,758177","16,183163",25,"9,3","0,228688"
22/11/2010 0.00,"0,749425","11,894991",25,"9,3","0,10329"
22/11/2010 1.00,,"9,846955",30,"10,8","0,221088"
22/11/2010 2.00,"0,495929",,30,"10,8","0,148913"
22/11/2010 3.00,"0,489779","14,563317",30,"10,8","0,216385"
22/11/2010 4.00,"0,393988","5,840424",30,"10,8",
22/11/2010 5.00,"0,387742","3,200552",30,"10,8","0,156201"
22/11/2010 6.00,"0,384069","2,921509",30,"10,8","0,129681"
22/11/2010 7.00,"0,265598","3,697638",30,"10,8","0,117889"
22/11/2010 8.00,"0,252924","7,649657",30,"10,8","0,145419"
22/11/2010 9.00,"0,31317","20,603711",30,"10,8","0,119837"
22/11/2010 10.00,"0,322353","26,732264",30,"10,8","0,350116"
22/11/2010 11.00,"0,365151","18,61537",30,"10,8","0,251072"
22/11/2010 12.00,"0,439907","45,117922",30,"10,8","0,233042"
22/11/2010 13.00,"0,551399","63,102519",30,"10,8","0,976656"
22/11/2010 14.00,"0,695402","56,293885",30,"10,8","1,258148"
22/11/2010 15.00,"0,606686","39,582492",30,"10,8","0,558818"
22/11/2010 16.00,"0,373232","31,559031",30,"10,8","0,271918"
22/11/2010 17.00,"0,335578","52,227654",30,"10,8","0,616351"
22/11/2010 18.00,"0,625789","64,488657",30,"10,8","0,743075"
22/11/2010 19.00,"0,496296","76,012457",30,"10,8","1,200797"
22/11/2010 20.00,"1,38658","134,285568",30,"10,8","3,677168"
22/11/2010 21.00,"1,542523","118,429507",30,"10,8","7,656662"
22/11/2010 22.00,"1,606442","110,94202",30,"10,8","3,996261"
22/11/2010 23.00,"1,90253","101,793348",30,"10,8","5,041295"
23/11/2010 0.00,"1,092696","75,062423",30,"10,8","2,05089"
23/11/2010 1.00,"0,648197","43,685067","9,3","3,6","0,58176"
23/11/2010 2.00,"0,628911","31,522704","9,3","3,6","0,401089"
23/11/2010 3.00,"0,684749","6,905977","9,3","3,6","0,262055"
23/11/2010 4.00,"0,743526","5,024063","9,3","3,6","0,106528"
23/11/2010 5.00,"0,839405","7,326487","9,3","3,6","0,118273"
23/11/2010 6.00,"0,743526","6,430956","9,3","3,6","0,190024"
23/11/2010 7.00,"0,850426","14,752911","9,3","3,6","0,164851"
23/11/2010 8.00,"0,59236","22,485636","9,3","3,6","0,111556"
23/11/2010 9.00,"0,894325","41,944612","9,3","3,6","0,247527"
23/11/2010 10.00,"1,08039","57,208895","9,3","3,6","1,644201"
23/11/2010 11.00,"0,977347","42,309326","9,3","3,6","0,873614"
23/11/2010 12.00,"0,97551","36,071753","9,3","3,6","0,472912"
23/11/2010 13.00,"1,070655","39,387812","9,3","3,6","0,467905"
23/11/2010 14.00,"0,933448","31,826407","9,3","3,6","0,474887"
23/11/2010 15.00,"1,056144","28,549276","9,3","3,6","0,780503"
23/11/2010 16.00,"0,930509","20,84252","9,3","3,6","0,197497"
23/11/2010 17.00,"1,061104","22,089776","9,3","3,6","0,264004"
23/11/2010 18.00,"1,076533","28,72059","9,3","3,6","0,373246"
23/11/2010 19.00,"1,299885","32,439008","9,3","3,6","0,202227"
23/11/2010 20.00,"1,317701","35,16713","9,3","3,6","0,437176"
23/11/2010 21.00,"1,346906","29,862724","9,3","3,6","0,471337"
23/11/2010 22.00,"1,482644","30,370188","9,3","3,6","0,178865"
23/11/2010 23.00,"1,235781","16,846378","9,3","3,6","0,265535"
24/11/2010 0.00,"1,368396","9,04487","9,3","3,6","0,123126"
24/11/2010 1.00,,"8,53351","13,8","5,9","0,139965"
24/11/2010 2.00,"0,627357",,"13,8","5,9","0,259476"
24/11/2010 3.00,"0,794145","19,157876","13,8","5,9","0,161576"
24/11/2010 4.00,"0,981281","9,483553","13,8","5,9",
24/11/2010 5.00,"1,034055","6,280403","13,8","5,9","0,100342"
24/11/2010 6.00,"0,708424","5,387467","13,8","5,9","0,099884"
24/11/2010 7.00,"0,639884","17,531654","13,8","5,9","0,172473"
24/11/2010 8.00,"0,830675","17,958658","13,8","5,9","0,153666"
24/11/2010 9.00,"0,853703","40,320983","13,8","5,9","0,288315"
24/11/2010 10.00,"0,897066","46,056275","13,8","5,9","0,993543"
24/11/2010 11.00,"0,925239","41,694121","13,8","5,9","0,579428"
24/11/2010 12.00,"0,485636","34,24409","13,8","5,9","0,697948"
24/11/2010 13.00,"0,430392","32,254693","13,8","5,9","0,399586"
24/11/2010 14.00,"0,352351","29,222873","13,8","5,9","0,297719"
24/11/2010 15.00,"0,415656","34,407874","13,8","5,9","0,638558"
24/11/2010 16.00,"0,403491","23,303283","13,8","5,9","0,383672"
24/11/2010 17.00,"0,364516","26,994418","13,8","5,9","0,19157"
24/11/2010 18.00,"0,498721","64,113586","13,8","5,9","0,430976"
24/11/2010 19.00,"0,573675","77,954076","13,8","5,9","1,314836"
24/11/2010 20.00,"1,008122","99,041902","13,8","5,9","1,931507"
24/11/2010 21.00,"0,899125","85,854227","13,8","5,9","2,551838"
24/11/2010 22.00,"1,013508","84,725074","13,8","5,9","2,424881"
24/11/2010 23.00,"1,120508","86,14235","13,8","5,9","2,428016"
25/11/2010 0.00,"1,093214","79,516715","13,8","5,9","0,890917"
25/11/2010 1.00,"1,419662","81,479115","18,29999","8,4","1,278035"
25/11/2010 2.00,"1,134639","66,177186","18,29999","8,4","0,988961"
25/11/2010 3.00,"1,239734","50,511866","18,29999","8,4","1,145505"
25/11/2010 4.00,"0,852675","19,636795","18,29999","8,4","0,409199"
25/11/2010 5.00,"0,717623","15,806785","18,29999","8,4","0,228974"
25/11/2010 6.00,"0,77542","15,879463","18,29999","8,4","0,236071"
25/11/2010 7.00,"0,991236","27,662834","18,29999","8,4","0,167883"
25/11/2010 8.00,"1,137968","56,909091","18,29999","8,4","0,293139"
25/11/2010 9.00,"1,671063","77,257127","18,29999","8,4","2,895572"
25/11/2010 10.00,"1,813832","85,486931","18,29999","8,4","3,168373"
25/11/2010 11.00,,,"18,29999","8,4",
25/11/2010 12.00,,,"18,29999","8,4",
25/11/2010 13.00,,,"18,29999","8,4",
25/11/2010 14.00,,,"18,29999","8,4",
25/11/2010 15.00,,,"18,29999","8,4",
25/11/2010 16.00,,,"18,29999","8,4",
25/11/2010 17.00,"6,42744","15,489554","18,29999","8,4",
25/11/2010 18.00,"2,614064","34,555823","18,29999","8,4",
25/11/2010 19.00,"1,866151","47,125714","18,29999","8,4",
25/11/2010 20.00,"1,083167","47,056938","18,29999","8,4","1,468452"
25/11/2010 21.00,"0,736445","42,478044","18,29999","8,4","1,252694"
25/11/2010 22.00,"0,851797","30,062604","18,29999","8,4","1,067435"
25/11/2010 23.00,"0,812096","18,799676","18,29999","8,4","0,689348"
26/11/2010 0.00,"0,753875","18,01316","18,29999","8,4","0,5338"
26/11/2010 1.00,,"15,420011","14,9",7,"0,474443"
26/11/2010 2.00,"0,731959",,"14,9",7,"0,735132"
26/11/2010 3.00,"1,042949","72,449345","14,9",7,"1,116867"
26/11/2010 4.00,"1,082357","38,426094","14,9",7,
26/11/2010 5.00,"1,163687","25,699153","14,9",7,"2,026837"
26/11/2010 6.00,"1,286306","31,877014","14,9",7,"0,895169"
26/11/2010 7.00,"1,169824","37,300825","14,9",7,"0,777228"
26/11/2010 8.00,"1,367276","70,159079","14,9",7,"1,254643"
26/11/2010 9.00,"0,998169","67,000032","14,9",7,"1,73083"
26/11/2010 10.00,"1,354943","91,570052","14,9",7,"3,517012"
26/11/2010 11.00,"1,49621","52,7481","14,9",7,"1,956163"
26/11/2010 12.00,"1,688361","63,895541","14,9",7,"1,552529"
26/11/2010 13.00,"1,820989","68,325166","14,9",7,"1,683451"
26/11/2010 14.00,"1,634559","78,182501","14,9",7,"1,76405"
26/11/2010 15.00,"1,508961","54,077133","14,9",7,"2,550996"
26/11/2010 16.00,"1,199376","28,642716","14,9",7,"0,96495"
26/11/2010 17.00,"1,076877","37,13601","14,9",7,"1,040878"
26/11/2010 18.00,"0,898311","54,313343","14,9",7,"1,469129"
26/11/2010 19.00,"1,100351","71,406317","14,9",7,"1,866995"
26/11/2010 20.00,"1,999436","110,755155","14,9",7,"4,369989"
26/11/2010 21.00,"0,878649","50,653353","14,9",7,"3,80326"
26/11/2010 22.00,"0,439891","28,603787","14,9",7,"1,112741"
26/11/2010 23.00,"0,41576","21,948307","14,9",7,"0,799808"
27/11/2010 0.00,"0,572102","14,167562","14,9",7,"0,557077"
27/11/2010 1.00,"0,526582","27,930188",,,"0,578946"
27/11/2010 2.00,"0,617384","18,90999",,,"0,708818"
27/11/2010 3.00,"0,87001","35,96013",,,"0,595655"
27/11/2010 4.00,"1,210518","56,239376",,,"1,551623"
27/11/2010 5.00,"1,337128","46,641613",,,"1,480545"
27/11/2010 6.00,"1,148076","24,16636",,,"1,144136"
27/11/2010 7.00,"1,138246","34,696011",,,"0,717307"
27/11/2010 8.00,"1,138186","67,929322",,,"1,134365"
27/11/2010 9.00,"1,849588","86,430488",,,"3,499496"
27/11/2010 10.00,"1,754258","75,99819",,,"3,451282"
27/11/2010 11.00,"1,906965","71,721697",,,"2,117757"
27/11/2010 12.00,"1,980071","68,323868",,,"3,026462"
27/11/2010 13.00,"1,937113","68,88196",,,"2,482336"
27/11/2010 14.00,"1,751219","67,687915",,,"2,45846"
27/11/2010 15.00,"1,420185","75,778847",,,"2,472984"
27/11/2010 16.00,"1,611859","52,861025",,,"1,935262"
27/11/2010 17.00,"1,311866","46,561156",,,"1,639644"
27/11/2010 18.00,"1,248411","51,935636",,,"1,546284"
27/11/2010 19.00,"1,52195","60,731315",,,"2,194613"
27/11/2010 20.00,"1,459985","59,554151",,,"2,338612"
27/11/2010 21.00,"1,188591","65,382887",,,"2,224368"
27/11/2010 22.00,"1,154869","64,012328",,,"2,093532"
27/11/2010 23.00,"1,283028","63,748872",,,"2,207239"
28/11/2010 0.00,"1,148553","45,358031",,,"1,91574"
28/11/2010 1.00,,"40,221041","32,700001","10,8","1,687288"
28/11/2010 2.00,"0,868869",,"32,700001","10,8","1,43377"
28/11/2010 3.00,"0,90619","48,564874","32,700001","10,8","1,372927"
28/11/2010 4.00,"0,698535","28,51813","32,700001","10,8",
28/11/2010 5.00,"0,621193","19,941795","32,700001","10,8","1,050605"
28/11/2010 6.00,"0,507728","18,900906","32,700001","10,8","0,80336"
28/11/2010 7.00,"0,5383","25,144959","32,700001","10,8","0,889419"
28/11/2010 8.00,"0,599992","19,809409","32,700001","10,8","0,52685"
28/11/2010 9.00,"0,509456","11,739249","32,700001","10,8","0,579651"
28/11/2010 10.00,"0,44267","10,2441","32,700001","10,8","0,41986"
28/11/2010 11.00,"0,300542","10,739885","32,700001","10,8","0,454329"
28/11/2010 12.00,"0,339577","13,658798","32,700001","10,8","0,552889"
28/11/2010 13.00,"0,211917","14,276584","32,700001","10,8","0,607358"
28/11/2010 14.00,"0,21401","14,196126","32,700001","10,8","0,500398"
28/11/2010 15.00,"0,22966","12,985208","32,700001","10,8","0,525583"
28/11/2010 16.00,"0,133211","5,913105","32,700001","10,8","0,375381"
28/11/2010 17.00,"0,139398","7,002019","32,700001","10,8","0,327434"
28/11/2010 18.00,"0,112465","8,358296","32,700001","10,8","0,477803"
28/11/2010 19.00,"0,101545","12,199992","32,700001","10,8","0,452479"
28/11/2010 20.00,"0,043585","19,674441","32,700001","10,8","0,700166"
28/11/2010 21.00,"0,031664","22,745189","32,700001","10,8","0,801135"
28/11/2010 22.00,"0,018016","22,037844","32,700001","10,8","0,719124"
28/11/2010 23.00,"0,03676","16,360967","32,700001","10,8","0,673598"
29/11/2010 0.00,"0,042766","13,22921","32,700001","10,8","0,455779"
29/11/2010 1.00,"0,060326","11,161692","24,6",6,"0,350886"
29/11/2010 2.00,"0,05687","16,615353","24,6",6,"0,312919"
29/11/2010 3.00,"0,126295","14,194823","24,6",6,"0,290372"
29/11/2010 4.00,"0,077888","6,720381","24,6",6,"0,288715"
29/11/2010 5.00,"0,047224","0,998064","24,6",6,"0,263541"
29/11/2010 6.00,"0,07807","9,217488","24,6",6,"0,252354"
29/11/2010 7.00,"0,039308","9,469275","24,6",6,"0,285392"
29/11/2010 8.00,"0,053776","12,553015","24,6",6,"0,390156"
29/11/2010 9.00,"0,059872","40,69736","24,6",6,"0,780044"
29/11/2010 10.00,"0,10646","58,288712","24,6",6,"1,688093"
29/11/2010 11.00,,,"24,6",6,
29/11/2010 12.00,,,"24,6",6,
29/11/2010 13.00,,,"24,6",6,
29/11/2010 14.00,,,"24,6",6,
29/11/2010 15.00,,,"24,6",6,
29/11/2010 16.00,,,"24,6",6,
29/11/2010 17.00,"1,438105","26,891897","24,6",6,
29/11/2010 18.00,"0,772965","54,436646","24,6",6,"1,007886"
29/11/2010 19.00,"0,392261","53,147864","24,6",6,"0,841615"
29/11/2010 20.00,"0,200089","64,387421","24,6",6,"1,093831"
29/11/2010 21.00,"0,11383","70,839137","24,6",6,"0,993419"
29/11/2010 22.00,"0,198996","99,579229","24,6",6,"1,556451"
29/11/2010 23.00,"0,120836","59,966876","24,6",6,"1,776319"
30/11/2010 0.00,"0,122201","28,035331","24,6",6,"0,478706"
30/11/2010 1.00,,"34,272886","79,699982","16,1","0,444838"
30/11/2010 2.00,"0,62452",,"79,699982","16,1","0,509536"
30/11/2010 3.00,"0,591744","23,093766","79,699982","16,1","0,349078"
30/11/2010 4.00,"0,645246","11,090317","79,699982","16,1",
30/11/2010 5.00,"0,445923","7,745701","79,699982","16,1","0,35565"
30/11/2010 6.00,"0,62482","7,822275","79,699982","16,1","0,410622"
30/11/2010 7.00,"0,700242","8,499765","79,699982","16,1","0,334235"
30/11/2010 8.00,"0,667803","15,536825","79,699982","16,1","0,433129"
30/11/2010 9.00,"0,672488","28,557058","79,699982","16,1","0,558881"
30/11/2010 10.00,"0,844417","27,557694","79,699982","16,1","1,026491"
30/11/2010 11.00,"0,799663","23,04501","79,699982","16,1","0,639626"
30/11/2010 12.00,"0,712707","21,548565","79,699982","16,1","0,681414"
30/11/2010 13.00,"0,559401","21,482371","79,699982","16,1","0,626505"
30/11/2010 14.00,"0,64065","30,259866","79,699982","16,1","0,681044"
30/11/2010 15.00,"0,50134","26,358469","79,699982","16,1","0,966249"
30/11/2010 16.00,"0,411141","20,213052","79,699982","16,1","0,479462"
30/11/2010 17.00,"0,388253","31,556449","79,699982","16,1","0,719205"
30/11/2010 18.00,"0,365275","50,971318","79,699982","16,1","1,042992"
30/11/2010 19.00,"0,483378","52,014809","79,699982","16,1","1,5235"
30/11/2010 20.00,"0,4513","45,474836","79,699982","16,1","1,433378"
30/11/2010 21.00,"0,334578","40,468932","79,699982","16,1","0,927639"
30/11/2010 22.00,"0,446644","40,845309","79,699982","16,1","1,308998"
30/11/2010 23.00,"0,343799","29,609632","79,699982","16,1","0,97964"
01/12/2010 0.00,"0,294449","18,762039","79,699982","16,1","0,653143"
01/12/2010 1.00,"0,20527","13,227908",,,"0,527993"
01/12/2010 2.00,"0,347463","9,490041",,,"0,259228"
01/12/2010 3.00,"0,437483","5,743084",,,"0,318176"
01/12/2010 4.00,"0,216203","8,676275",,,"0,279134"
01/12/2010 5.00,"0,155049","7,043553",,,"0,334013"
01/12/2010 6.00,"0,197851","6,303764",,,"0,325571"
01/12/2010 7.00,"0,189681","7,737914",,,"0,274858"
01/12/2010 8.00,"0,200224","21,455105",,,"0,33336"
01/12/2010 9.00,"0,353801","59,434746",,,"0,888891"
01/12/2010 10.00,"0,383297","66,857287",,,"2,587048"
01/12/2010 11.00,"0,486802","67,045464",,,"2,814887"
01/12/2010 12.00,"0,232874","40,291133",,,"1,372878"
01/12/2010 13.00,"0,156731","26,236463",,,"0,988966"
01/12/2010 14.00,,,,,
01/12/2010 15.00,,,,,
01/12/2010 16.00,,,,,
01/12/2010 17.00,,,,,
01/12/2010 18.00,,,,,
01/12/2010 19.00,,,,,
01/12/2010 20.00,,,,,
01/12/2010 21.00,,,,,
01/12/2010 22.00,,,,,
01/12/2010 23.00,,,,,
02/12/2010 0.00,,,,,
02/12/2010 1.00,,,"16,1",,
02/12/2010 2.00,,,"16,1",,
02/12/2010 3.00,,,"16,1",,
02/12/2010 4.00,,,"16,1",,
02/12/2010 5.00,,,"16,1",,
02/12/2010 6.00,,,"16,1",,
02/12/2010 7.00,,,"16,1",,
02/12/2010 8.00,,,"16,1",,
02/12/2010 9.00,,,"16,1",,
02/12/2010 10.00,,,"16,1",,
02/12/2010 11.00,,,"16,1",,
02/12/2010 12.00,,,"16,1",,
02/12/2010 13.00,,,"16,1",,
02/12/2010 14.00,,,"16,1",,
02/12/2010 15.00,,,"16,1",,
02/12/2010 16.00,,,"16,1",,
02/12/2010 17.00,,,"16,1",,
02/12/2010 18.00,,,"16,1",,
02/12/2010 19.00,,,"16,1",,
02/12/2010 20.00,,,"16,1",,
02/12/2010 21.00,,,"16,1",,
02/12/2010 22.00,,,"16,1",,
02/12/2010 23.00,,,"16,1",,
03/12/2010 0.00,,,"16,1",,
03/12/2010 1.00,,,,,
03/12/2010 2.00,,,,,
03/12/2010 3.00,,,,,
03/12/2010 4.00,,,,,
03/12/2010 5.00,,,,,
03/12/2010 6.00,,,,,
03/12/2010 7.00,,,,,
03/12/2010 8.00,,,,,
03/12/2010 9.00,,,,,
03/12/2010 10.00,,,,,
03/12/2010 11.00,,,,,
03/12/2010 12.00,,,,,
03/12/2010 13.00,"4,215504","97,084725",,,"3,698313"
03/12/2010 14.00,"0,46049","98,527958",,,"2,685525"
03/12/2010 15.00,"0,010843","64,527591",,,"2,367285"
03/12/2010 16.00,"0,001712","39,344984",,,"0,982671"
03/12/2010 17.00,,"37,644774",,,"0,760094"
03/12/2010 18.00,,"66,297889",,,"0,961035"
03/12/2010 19.00,,"83,088463",,,"1,517291"
03/12/2010 20.00,"0,002283","97,226171",,,"2,071539"
03/12/2010 21.00,"0,010934","81,094934",,,"1,721572"
03/12/2010 22.00,"0,018533","76,333044",,,"1,556717"
03/12/2010 23.00,"0,01607","67,293355",,,"1,420692"
04/12/2010 0.00,"0,012555","65,655438",,,"1,128367"
04/12/2010 1.00,,"65,302408",,,"0,816477"
04/12/2010 2.00,"0,568967",,,,"0,749078"
04/12/2010 3.00,"0,645858","27,718186",,,"0,656306"
04/12/2010 4.00,"0,649","20,088446",,,
04/12/2010 5.00,"0,719575","12,148076",,,"0,635486"
04/12/2010 6.00,"0,563327","12,501099",,,"0,585693"
04/12/2010 7.00,"0,639723","15,857399",,,"0,519792"
04/12/2010 8.00,"0,699749","43,740879",,,"0,812131"
04/12/2010 9.00,"1,118288","73,381677",,,"2,197388"
04/12/2010 10.00,"1,078816","67,177852",,,"2,668806"
04/12/2010 11.00,"0,593158","44,572809",,,"1,984101"
04/12/2010 12.00,"0,506759","35,874473",,,"1,180195"
04/12/2010 13.00,"0,678649","39,344984",,,"1,289266"
04/12/2010 14.00,"0,559872","33,199545",,,"1,187457"
04/12/2010 15.00,"0,883462","32,677819",,,"1,367069"
04/12/2010 16.00,"0,944033","20,734797",,,"0,772684"
04/12/2010 17.00,"0,873094","26,734846",,,"0,907405"
04/12/2010 18.00,"0,765595","33,808251",,,"0,83246"
04/12/2010 19.00,"0,995327","58,432785",,,"1,016052"
04/12/2010 20.00,"1,185952","69,569821",,,"1,498144"
04/12/2010 21.00,"1,314552","53,050504",,,"2,144015"
04/12/2010 22.00,"1,67543","59,728048",,,"1,169591"
04/12/2010 23.00,"1,650147","62,524981",,,"1,49733"
