Stat,BR-Via Dei Mille,,,,,  ,
,,,,,,,,,,,,,,
Parm,SO2,NO2,NOX,PM10,,,
19/06/2014 8.00,"0,4","18,0","25,9","3,7",,,
19/06/2014 9.00,"0,4","13,3","19,3",,,,
19/06/2014 10.00,"0,4","12,3","18,6","9,0",,,
19/06/2014 11.00,"0,5","5,6","9,2",,,,
19/06/2014 12.00,"0,5","6,3","10,5","5,9",,,
19/06/2014 13.00,"0,4","9,1","15,4",,,,
19/06/2014 14.00,"0,5","5,1","9,1","4,6",,,
19/06/2014 15.00,"0,4","11,7","14,4",,,,
19/06/2014 16.00,"0,3","12,7","15,1","3,4",,,
19/06/2014 17.00,"0,4","12,3","15,2",,,,
19/06/2014 18.00,"0,4","4,6","7,2","8,8",,,
19/06/2014 19.00,"0,4","5,4","8,5",,,,
19/06/2014 20.00,"0,4","8,0","11,9","12,5",,,
19/06/2014 21.00,"0,4","5,5","8,0",,,,
19/06/2014 22.00,"0,4","4,5","6,5","8,1",,,
19/06/2014 23.00,"0,4","4,2","5,9",,,,
20/06/2014 0.00,"27,2","0,7","7,4","13,2",,,
20/06/2014 1.00,"33,5","5,3","7,8",,,,
20/06/2014 2.00,,"3,5","3,9","13,2",,,
20/06/2014 3.00,,"1,6","2,2",,,,
20/06/2014 4.00,,"0,9","1,0","7,6",,,
20/06/2014 5.00,"0,1","0,3","0,7",,,,
20/06/2014 6.00,"0,2","0,6","0,9","9,0",,,
20/06/2014 7.00,"0,3","2,8","4,1",,,,
20/06/2014 8.00,"0,3","7,1","9,4","9,3",,,
20/06/2014 9.00,"0,4","5,6","8,3",,,,
20/06/2014 10.00,"0,4","6,7","11,0","14,7",,,
20/06/2014 11.00,"0,5","3,2","5,7",,,,
20/06/2014 12.00,"0,5","3,5","6,8","15,6",,,
20/06/2014 13.00,"0,5","3,0","5,6",,,,
20/06/2014 14.00,"0,5","3,2","6,0","16,6",,,
20/06/2014 15.00,,,,,,,
20/06/2014 16.00,"0,4","2,3","4,3","19,3",,,
20/06/2014 17.00,"0,5","1,4","2,6",,,,
20/06/2014 18.00,"0,4","3,1","4,8","19,3",,,
20/06/2014 19.00,"0,2","3,4","5,2",,,,
20/06/2014 20.00,"0,1","3,1","4,9","10,3",,,
20/06/2014 21.00,"0,4","10,5","12,8",,,,
20/06/2014 22.00,"0,4","10,7","11,8","15,4",,,
20/06/2014 23.00,"0,4","31,8","37,0",,,,
21/06/2014 0.00,"0,4","35,0","44,6","25,4",,,
21/06/2014 1.00,,"25,5","29,4",,,,
21/06/2014 2.00,"1,1",,,"23,4",,,
21/06/2014 3.00,"0,5","19,5","26,4",,,,
21/06/2014 4.00,"0,4","15,4","18,4","31,0",,,
21/06/2014 5.00,"0,4","9,2","10,1",,,,
21/06/2014 6.00,"0,4","8,6","9,5","16,8",,,
21/06/2014 7.00,"0,5","17,3","23,4",,,,
21/06/2014 8.00,"0,4","17,4","22,4","17,8",,,
21/06/2014 9.00,"0,5","7,9","10,3",,,,
21/06/2014 10.00,"0,5","5,9","8,3","9,8",,,
21/06/2014 11.00,"0,5","4,1","6,0",,,,
21/06/2014 12.00,"0,5","6,0","7,9","18,8",,,
21/06/2014 13.00,"0,4","5,3","8,1",,,,
21/06/2014 14.00,"0,4","4,3","6,7","15,4",,,
21/06/2014 15.00,"0,4","2,4","4,4",,,,
21/06/2014 16.00,"0,5","8,9","11,8","12,0",,,
21/06/2014 17.00,"0,4","6,1","8,5",,,,
21/06/2014 18.00,"0,3","3,3","5,2","11,0",,,
21/06/2014 19.00,"0,1","5,6","8,1",,,,
21/06/2014 20.00,,"9,8","13,4","8,8",,,
21/06/2014 21.00,"0,3","8,9","11,1",,,,
21/06/2014 22.00,"0,3","13,6","15,2","10,7",,,
21/06/2014 23.00,"0,4","55,1","70,3",,,,
22/06/2014 0.00,"0,4","33,5","37,5","14,2",,,
22/06/2014 1.00,"0,3","34,5","39,4",,,,
22/06/2014 2.00,"0,4","28,5","33,8","20,0",,,
22/06/2014 3.00,"0,4","31,5","45,8",,,,
22/06/2014 4.00,"0,5","21,7","28,2","21,7",,,
22/06/2014 5.00,"0,4","17,9","20,8",,,,
22/06/2014 6.00,"0,4","18,1","20,5","18,8",,,
22/06/2014 7.00,"0,4","17,0","19,9",,,,
22/06/2014 8.00,"0,4","14,9","19,8","18,8",,,
22/06/2014 9.00,"0,3","19,5","23,7",,,,
22/06/2014 10.00,"0,4","17,0","20,6","18,1",,,
22/06/2014 11.00,"0,5","9,4","12,1",,,,
22/06/2014 12.00,"0,2","6,0","8,1","21,0",,,
22/06/2014 13.00,"0,1","10,7","14,0",,,,
22/06/2014 14.00,"0,3","19,3","25,0","12,0",,,
22/06/2014 15.00,"0,1","8,2","10,4",,,,
22/06/2014 16.00,"0,1","7,6","9,7","7,1",,,
22/06/2014 17.00,"0,3","12,8","16,0",,,,
22/06/2014 18.00,"0,4","18,7","22,6","4,9",,,
22/06/2014 19.00,"0,5","7,7","9,4",,,,
22/06/2014 20.00,"0,1","8,0","9,6","3,4",,,
22/06/2014 21.00,"0,3","35,5","44,1",,,,
22/06/2014 22.00,"0,5","54,9","66,6","3,2",,,
22/06/2014 23.00,"0,3","24,2","27,3",,,,
23/06/2014 0.00,"0,2","18,4","21,5","5,4",,,
23/06/2014 1.00,,"11,3","12,8",,,,
23/06/2014 2.00,"0,9",,,"17,3",,,
23/06/2014 3.00,"0,4","3,9","4,8",,,,
23/06/2014 4.00,"0,4","2,3","2,7","22,0",,,
23/06/2014 5.00,"0,4","3,1","3,6",,,,
23/06/2014 6.00,"0,3","15,5","17,0","14,7",,,
23/06/2014 7.00,"0,4","24,9","29,9",,,,
23/06/2014 8.00,"0,5","49,8","75,6","18,6",,,
23/06/2014 9.00,"0,3","26,5","37,1",,,,
23/06/2014 10.00,"0,5","28,3","37,2","22,0",,,
23/06/2014 11.00,"0,1","16,4","21,6",,,,
23/06/2014 12.00,"0,1","12,4","16,1","17,8",,,
23/06/2014 13.00,"0,3","15,1","21,7",,,,
23/06/2014 14.00,,"9,5","12,9","16,4",,,
23/06/2014 15.00,"0,1","7,1","9,5",,,,
23/06/2014 16.00,"0,5","9,9","14,0","9,0",,,
23/06/2014 17.00,"0,5","7,0","10,2",,,,
23/06/2014 18.00,"0,5","17,0","23,0","4,6",,,
23/06/2014 19.00,"0,5","28,2","34,5",,,,
23/06/2014 20.00,"1,0","22,6","25,7","2,4",,,
23/06/2014 21.00,"0,4","30,1","34,6",,,,
23/06/2014 22.00,"0,3","20,8","23,0","5,6",,,
23/06/2014 23.00,"0,4","13,5","15,0",,,,
24/06/2014 0.00,"0,2","8,1","9,5","17,6",,,
24/06/2014 1.00,"0,4","3,7","4,8",,,,
24/06/2014 2.00,"0,3","2,0","3,0","28,1",,,
24/06/2014 3.00,"0,4",,,,,,
24/06/2014 4.00,"0,4",,,"21,7",,,
24/06/2014 5.00,"0,2",,,,,,
24/06/2014 6.00,"0,1","2,9","3,4","17,3",,,
24/06/2014 7.00,"0,4","11,4","13,8",,,,
24/06/2014 8.00,"0,5","26,0","39,8","11,2",,,
24/06/2014 9.00,"0,5","20,2","28,8",,,,
24/06/2014 10.00,"0,4","20,6","29,7","15,6",,,
24/06/2014 11.00,"0,4","28,1","39,1",,,,
24/06/2014 12.00,"0,2","18,6","27,0","16,6",,,
24/06/2014 13.00,"0,2","22,5","30,9",,,,
24/06/2014 14.00,"0,5","33,0","40,3","16,1",,,
24/06/2014 15.00,"0,5","17,7","22,0",,,,
24/06/2014 16.00,"0,5","14,6","18,1","13,7",,,
24/06/2014 17.00,"0,6","16,9","20,9",,,,
24/06/2014 18.00,"0,7","24,8","30,5","7,6",,,
24/06/2014 19.00,"1,7","19,1","21,7",,,,
24/06/2014 20.00,"0,7","7,0","8,1","28,3",,,
24/06/2014 21.00,"0,5","10,8","12,7",,,,
24/06/2014 22.00,"0,5","11,1","12,9","46,9",,,
24/06/2014 23.00,"0,5","8,3","9,6",,,,
25/06/2014 0.00,"0,4","5,8","6,9","46,9",,,
25/06/2014 1.00,,"7,8","9,1",,,,
25/06/2014 2.00,"1,4",,,"38,1",,,
25/06/2014 3.00,"0,6",,,,,,
25/06/2014 4.00,"0,5",,,"37,6",,,
25/06/2014 5.00,"0,5","1,5","2,3",,,,
25/06/2014 6.00,"0,5","8,2","9,9","28,1",,,
25/06/2014 7.00,"0,5","22,0","27,9",,,,
25/06/2014 8.00,"0,5","25,9","32,0","26,9",,,
25/06/2014 9.00,"0,5","33,3","44,8",,,,
25/06/2014 10.00,"1,1","47,1","79,8","26,1",,,
25/06/2014 11.00,"1,1","34,6","53,1",,,,
25/06/2014 12.00,"0,3","17,6","24,9","32,7",,,
25/06/2014 13.00,"0,4","27,1","33,0",,,,
25/06/2014 14.00,"0,8","22,8","30,4","33,5",,,
25/06/2014 15.00,"0,5","12,1","17,5",,,,
25/06/2014 16.00,"0,1","6,8","10,7","29,1",,,
25/06/2014 17.00,"0,5","16,3","23,2",,,,
25/06/2014 18.00,"0,5","23,8","31,4","24,2",,,
25/06/2014 19.00,"0,5","24,9","31,9",,,,
25/06/2014 20.00,"1,4","12,4","16,0","23,4",,,
25/06/2014 21.00,"0,9","20,8","25,4",,,,
25/06/2014 22.00,"0,4","22,3","25,7","26,4",,,
25/06/2014 23.00,"0,5","12,3","14,7",,,,
26/06/2014 0.00,"0,4","4,6","5,9","37,9",,,
26/06/2014 1.00,"0,5","3,1","4,3",,,,
26/06/2014 2.00,"0,4","3,7","4,8","46,9",,,
26/06/2014 3.00,"0,5","3,5","4,5",,,,
26/06/2014 4.00,"0,4","2,2","2,8","45,9",,,
26/06/2014 5.00,"0,4","3,3","4,2",,,,
26/06/2014 6.00,"0,4","9,8","11,0","33,5",,,
26/06/2014 7.00,"0,4","7,5","8,5",,,,
26/06/2014 8.00,"0,5","11,1","13,8","31,5",,,
26/06/2014 9.00,"0,5","10,1","13,4",,,,
26/06/2014 10.00,"0,4","6,1","9,1","28,8",,,
26/06/2014 11.00,"0,5","7,6","12,0",,,,
26/06/2014 12.00,"0,4","18,9","27,9","22,5",,,
26/06/2014 13.00,"0,5","14,8","20,8",,,,
26/06/2014 14.00,"0,4","11,4","15,7","25,9",,,
26/06/2014 15.00,"0,5","7,0","11,0",,,,
26/06/2014 16.00,"0,5","4,3","6,1","30,5",,,
26/06/2014 17.00,"0,5","8,6","11,8",,,,
26/06/2014 18.00,"0,5","11,4","15,9","26,4",,,
26/06/2014 19.00,"0,5","7,6","11,1",,,,
26/06/2014 20.00,"0,5","9,9","13,6","38,6",,,
26/06/2014 21.00,"0,4","17,6","22,5",,,,
26/06/2014 22.00,"0,4","15,5","19,1","37,1",,,
26/06/2014 23.00,"0,5","11,3","13,8",,,,
27/06/2014 0.00,"0,4","12,1","15,0","34,9",,,
27/06/2014 1.00,"0,5","10,4","15,2",,,,
27/06/2014 2.00,"0,5",,,"38,6",,,
27/06/2014 3.00,"0,4","0,4","1,6",,,,
27/06/2014 4.00,"0,4",,,"35,9",,,
27/06/2014 5.00,"0,4",,,,,,
27/06/2014 6.00,"0,4",,,"30,3",,,
27/06/2014 7.00,"0,4",,,,,,
27/06/2014 8.00,"0,5","3,6","6,2","30,5",,,
27/06/2014 9.00,"0,5","2,6","5,1",,,,
27/06/2014 10.00,"0,5","2,5","6,1","33,2",,,
27/06/2014 11.00,"0,4","4,4","8,8",,,,
27/06/2014 12.00,"0,4","5,4","12,8","18,1",,,
27/06/2014 13.00,"0,5","2,0","5,3",,,,
27/06/2014 14.00,"0,4","1,5","4,5","16,8",,,
27/06/2014 15.00,"0,4","1,4","4,5",,,,
27/06/2014 16.00,"0,4","1,5","4,0","18,1",,,
27/06/2014 17.00,"0,5","2,1","4,1",,,,
27/06/2014 18.00,"0,4","2,0","4,3","12,0",,,
27/06/2014 19.00,"0,4","4,1","8,2",,,,
27/06/2014 20.00,"0,2","3,7","6,3","9,8",,,
27/06/2014 21.00,"0,3","4,8","6,0",,,,
27/06/2014 22.00,"0,4","4,9","5,9","15,1",,,
27/06/2014 23.00,"0,4","4,6","5,8",,,,
28/06/2014 0.00,"0,4","12,5","14,3","20,5",,,
28/06/2014 1.00,"0,4","16,1","19,4",,,,
28/06/2014 2.00,"0,3","13,1","15,7","23,0",,,
28/06/2014 3.00,"0,4","8,7","11,8",,,,
28/06/2014 4.00,"0,4","3,5","4,3","13,2",,,
28/06/2014 5.00,"0,4","3,0","3,3",,,,
28/06/2014 6.00,"0,5","0,2","0,6","7,8",,,
28/06/2014 7.00,"0,5","1,1","1,8",,,,
28/06/2014 8.00,"0,3","2,1","3,3","12,9",,,
28/06/2014 9.00,"0,5","4,6","6,7",,,,
28/06/2014 10.00,"0,5","5,7","9,1","10,5",,,
28/06/2014 11.00,"0,5","4,1","6,8",,,,
28/06/2014 12.00,"0,2","2,6","4,8","9,8",,,
28/06/2014 13.00,"0,5","4,7","7,8",,,,
28/06/2014 14.00,"1,0","5,5","8,8","5,9",,,
28/06/2014 15.00,"1,3","4,9","7,2",,,,
28/06/2014 16.00,"0,9","6,6","9,8","10,0",,,
28/06/2014 17.00,"1,0","2,1","3,8",,,,
28/06/2014 18.00,"1,3","3,0","5,3","5,9",,,
28/06/2014 19.00,"1,7","5,7","8,2",,,,
28/06/2014 20.00,"0,6","9,7","12,5","6,1",,,
28/06/2014 21.00,"2,2","8,7","10,7",,,,
28/06/2014 22.00,"3,1","21,2","25,8","7,6",,,
28/06/2014 23.00,"3,2","39,5","49,1",,,,
29/06/2014 0.00,"3,3","41,2","50,1","13,4",,,
29/06/2014 1.00,,"47,4","58,4",,,,
29/06/2014 2.00,"5,0",,,"22,2",,,
29/06/2014 3.00,"4,3","44,7","63,9",,,,
29/06/2014 4.00,"3,3","35,0","38,8","14,9",,,
29/06/2014 5.00,"3,3","20,9","23,4",,,,
29/06/2014 6.00,"3,3","20,4","24,4","14,7",,,
29/06/2014 7.00,"3,3","23,7","28,8",,,,
29/06/2014 8.00,"3,3","19,3","23,5","15,4",,,
29/06/2014 9.00,"3,3","13,0","17,1",,,,
29/06/2014 10.00,"3,1","9,3","13,0","16,1",,,
29/06/2014 11.00,"3,0","5,2","7,5",,,,
29/06/2014 12.00,"3,3","9,5","12,8","13,9",,,
29/06/2014 13.00,"3,2","5,2","7,0",,,,
29/06/2014 14.00,"2,2","2,6","4,3","7,8",,,
29/06/2014 15.00,"2,8","1,7","2,8",,,,
29/06/2014 16.00,"3,2","2,4","4,0","5,1",,,
29/06/2014 17.00,"3,3","3,8","5,6",,,,
29/06/2014 18.00,"3,3","6,7","8,2","3,4",,,
29/06/2014 19.00,"3,7","10,8","13,1",,,,
29/06/2014 20.00,"4,8","9,9","11,0","2,9",,,
29/06/2014 21.00,"4,3","13,5","15,9",,,,
29/06/2014 22.00,"3,3","12,9","15,8","6,8",,,
29/06/2014 23.00,"3,3","9,3","10,9",,,,
30/06/2014 0.00,"3,3","8,8","10,9","25,6",,,
30/06/2014 1.00,,"2,4","5,9",,,,
30/06/2014 2.00,"3,4","4,5","7,0","31,5",,,
30/06/2014 3.00,"2,4","1,8","2,5",,,,
30/06/2014 4.00,"2,2","0,7","1,1","31,5",,,
30/06/2014 5.00,"2,5","1,2","1,5",,,,
30/06/2014 6.00,"2,0","1,9","2,7","18,1",,,
30/06/2014 7.00,"2,0","5,0","6,7",,,,
30/06/2014 8.00,"2,0","14,6","18,8","13,4",,,
30/06/2014 9.00,"2,4","21,5","27,4",,,,
30/06/2014 10.00,"2,3","21,3","30,3","21,0",,,
30/06/2014 11.00,"2,3","19,3","28,1",,,,
30/06/2014 12.00,"3,1","18,2","26,3","20,5",,,
30/06/2014 13.00,"1,9","20,7","25,7",,,,
30/06/2014 14.00,"1,9","14,6","21,5","28,3",,,
30/06/2014 15.00,"1,9","7,5","10,7",,,,
30/06/2014 16.00,"2,0","4,9","7,5","16,1",,,
30/06/2014 17.00,"2,8","4,2","7,3",,,,
30/06/2014 18.00,"3,0","4,7","7,4","12,0",,,
30/06/2014 19.00,"2,8","3,6","6,4",,,,
30/06/2014 20.00,"2,0","4,0","6,6","16,4",,,
30/06/2014 21.00,"2,0","5,0","7,1",,,,
30/06/2014 22.00,"2,0","10,5","14,1","21,0",,,
30/06/2014 23.00,"1,9","14,3","17,8",,,,
01/07/2014 0.00,"2,0","8,2","11,0","27,1",,,
01/07/2014 1.00,,"8,2","10,3",,,,
01/07/2014 2.00,"3,2",,,"25,4",,,
01/07/2014 3.00,"2,0","4,4","5,6",,,,
01/07/2014 4.00,"2,0","3,7","4,7","20,5",,,
01/07/2014 5.00,"1,9","3,7","4,0",,,,
01/07/2014 6.00,"2,0","5,7","8,3","14,7",,,
01/07/2014 7.00,"2,0","8,3","10,1",,,,
01/07/2014 8.00,"2,0","9,5","14,5","15,6",,,
01/07/2014 9.00,"2,0","6,7","10,4",,,,
01/07/2014 10.00,"2,0","12,9","20,8","13,4",,,
01/07/2014 11.00,"2,1","9,5","14,7",,,,
01/07/2014 12.00,"1,9","4,1","6,9","9,3",,,
01/07/2014 13.00,"1,9","4,4","7,5",,,,
01/07/2014 14.00,"1,8","4,6","7,8","5,4",,,
01/07/2014 15.00,"1,6","3,3","6,5",,,,
01/07/2014 16.00,"1,9","3,2","6,5","5,6",,,
01/07/2014 17.00,"2,0","5,5","9,2",,,,
01/07/2014 18.00,"2,0","4,7","8,7","5,6",,,
01/07/2014 19.00,"1,9","8,1","13,2",,,,
01/07/2014 20.00,"1,5","10,1","15,3","3,7",,,
01/07/2014 21.00,"1,3","11,9","17,2",,,,
01/07/2014 22.00,"2,0","10,0","15,4","2,4",,,
01/07/2014 23.00,"1,9","15,1","19,1",,,,
02/07/2014 0.00,"2,0","20,6","27,1","10,3",,,
02/07/2014 1.00,"2,0","25,2","31,2",,,,
02/07/2014 2.00,"1,9","25,5","30,9","13,4",,,
02/07/2014 3.00,"1,9","13,0","14,5",,,,
02/07/2014 4.00,"1,9","8,9","9,8","18,3",,,
02/07/2014 5.00,"1,9","8,8","9,4",,,,
02/07/2014 6.00,"2,0","13,3","16,8","10,5",,,
02/07/2014 7.00,"2,0","21,1","31,9",,,,
02/07/2014 8.00,"1,9","21,4","32,9","10,0",,,
02/07/2014 9.00,"1,7","11,1","14,2",,,,
02/07/2014 10.00,"2,0","10,6","14,5","11,0",,,
02/07/2014 11.00,"1,6","7,4","10,0",,,,
02/07/2014 12.00,"1,1","7,4","10,8","15,9",,,
02/07/2014 13.00,"1,9","5,0","7,6",,,,
02/07/2014 14.00,"1,6","8,8","12,9","8,8",,,
02/07/2014 15.00,"1,7","23,2","30,7",,,,
02/07/2014 16.00,"2,0","38,3","51,5","5,1",,,
02/07/2014 17.00,"2,0","16,6","21,5",,,,
02/07/2014 18.00,"2,5","11,2","15,2","3,7",,,
02/07/2014 19.00,"2,9","14,9","20,5",,,,
02/07/2014 20.00,"2,4","13,0","16,0","2,4",,,
02/07/2014 21.00,"1,9","33,3","44,7",,,,
02/07/2014 22.00,"1,9","22,9","26,4","2,9",,,
02/07/2014 23.00,"1,9","14,8","16,8",,,,
03/07/2014 0.00,"2,0","15,9","19,1","14,4",,,
03/07/2014 1.00,,"13,7","17,3",,,,
03/07/2014 2.00,"2,8",,,"18,8",,,
03/07/2014 3.00,"2,0","6,5","7,9",,,,
03/07/2014 4.00,"1,9","4,1","5,1","25,6",,,
03/07/2014 5.00,"2,0","5,9","6,8",,,,
03/07/2014 6.00,"1,9","10,7","11,9","26,9",,,
03/07/2014 7.00,"2,0","21,8","25,7",,,,
03/07/2014 8.00,"2,0","8,2","11,1","18,8",,,
03/07/2014 9.00,"1,9","4,8","7,5",,,,
03/07/2014 10.00,"2,0","3,1","5,6","16,8",,,
03/07/2014 11.00,"1,8","4,4","7,6",,,,
03/07/2014 12.00,"1,2","1,8","4,0","16,8",,,
03/07/2014 13.00,"1,9","2,5","6,1",,,,
03/07/2014 14.00,"1,9","1,0","3,3","20,0",,,
03/07/2014 15.00,"0,9","1,2","3,5",,,,
03/07/2014 16.00,"2,0",,,"20,0",,,
03/07/2014 17.00,"1,9",,,,,,
03/07/2014 18.00,"1,9",,,"12,5",,,
03/07/2014 19.00,"2,0","1,4","3,0",,,,
03/07/2014 20.00,"0,9","2,3","3,3","16,6",,,
03/07/2014 21.00,"1,2","2,2","3,5",,,,
03/07/2014 22.00,"1,8","2,7","3,9","10,5",,,
03/07/2014 23.00,"1,6","1,5","2,6",,,,
04/07/2014 0.00,"1,8","4,3","5,7","12,9",,,
04/07/2014 1.00,"2,0","3,2","4,8",,,,
04/07/2014 2.00,"1,9","4,5","5,6","15,9",,,
04/07/2014 3.00,"1,9",,,,,,
04/07/2014 4.00,"1,8",,,"20,5",,,
04/07/2014 5.00,"2,0","3,6","4,2",,,,
04/07/2014 6.00,"1,9","1,6","1,9","15,1",,,
04/07/2014 7.00,"2,0",,,,,,
04/07/2014 8.00,"1,9","3,0","5,6","14,9",,,
04/07/2014 9.00,"2,0","4,3","7,6",,,,
04/07/2014 10.00,"2,0","2,6","5,5","12,5",,,
04/07/2014 11.00,"2,0","7,3","11,8",,,,
04/07/2014 12.00,"2,0","9,2","15,7","17,8",,,
04/07/2014 13.00,"1,9","8,4","14,2",,,,
04/07/2014 14.00,"1,9","6,9","11,9","10,3",,,
04/07/2014 15.00,"1,3","3,1","6,5",,,,
04/07/2014 16.00,"2,0","1,6","3,9","5,6",,,
04/07/2014 17.00,"2,2",,,,,,
04/07/2014 18.00,"1,9","1,7","3,5","3,9",,,
04/07/2014 19.00,"1,7","2,3","4,1",,,,
04/07/2014 20.00,"1,5","2,7","4,0","3,2",,,
04/07/2014 21.00,"1,9","7,6","9,4",,,,
04/07/2014 22.00,"1,9","12,2","14,6","12,0",,,
04/07/2014 23.00,"2,0","9,6","11,6",,,,
05/07/2014 0.00,"2,0","10,9","12,8","16,6",,,
05/07/2014 1.00,,"15,3","20,0",,,,
05/07/2014 2.00,"3,5",,,"19,3",,,
05/07/2014 3.00,"3,3","24,1","32,8",,,,
05/07/2014 4.00,"2,4","23,3","32,5","15,9",,,
05/07/2014 5.00,"2,0","6,5","7,5",,,,
05/07/2014 6.00,"2,0","7,6","9,0","9,0",,,
05/07/2014 7.00,"2,0","20,7","24,2",,,,
05/07/2014 8.00,"2,2","37,6","46,7","12,9",,,
05/07/2014 9.00,"2,1","39,0","50,5",,,,
05/07/2014 10.00,"3,3","25,9","36,0","13,4",,,
05/07/2014 11.00,"4,9","22,3","28,7",,,,
05/07/2014 12.00,"5,7","17,3","21,9","12,0",,,
05/07/2014 13.00,"5,0","18,4","22,8",,,,
05/07/2014 14.00,"5,0","16,1","19,5","11,0",,,
05/07/2014 15.00,"5,2","6,7","8,9",,,,
05/07/2014 16.00,"4,3","4,4","5,9","10,3",,,
05/07/2014 17.00,"3,2","4,7","6,6",,,,
05/07/2014 18.00,"2,7","7,2","9,3","6,3",,,
05/07/2014 19.00,"3,2","9,3","11,7",,,,
05/07/2014 20.00,"3,4","11,2","13,3","16,1",,,
05/07/2014 21.00,"2,0","10,3","12,3",,,,
05/07/2014 22.00,"2,1","15,7","18,7","22,0",,,
05/07/2014 23.00,"2,0","14,0","17,6",,,,
06/07/2014 0.00,"1,9","11,3","14,2","36,1",,,
06/07/2014 1.00,"2,1","17,6","22,8",,,,
06/07/2014 2.00,"2,4","23,6","34,0","31,5",,,
06/07/2014 3.00,"2,1","12,0","15,5",,,,
06/07/2014 4.00,"2,0","3,2","4,2","34,2",,,
06/07/2014 5.00,"1,9","1,4","1,9",,,,
06/07/2014 6.00,"2,0",,,"22,5",,,
06/07/2014 7.00,"1,9",,,,,,
06/07/2014 8.00,"1,9",,,"27,4",,,
06/07/2014 9.00,"2,0",,,,,,
06/07/2014 10.00,"1,9","1,3","2,4","26,1",,,
06/07/2014 11.00,"2,0",,,,,,
06/07/2014 12.00,"2,0","1,5","3,2","22,7",,,
06/07/2014 13.00,"2,0","1,4","3,4",,,,
06/07/2014 14.00,"1,5",,,"17,1",,,
06/07/2014 15.00,"1,9",,,,,,
06/07/2014 16.00,"2,0",,,"23,9",,,
06/07/2014 17.00,"2,0",,,,,,
06/07/2014 18.00,"2,0",,,"29,1",,,
06/07/2014 19.00,"2,2","5,2","7,0",,,,
06/07/2014 20.00,"1,8","4,8","6,6","19,5",,,
06/07/2014 21.00,"2,0","7,1","10,9",,,,
06/07/2014 22.00,"2,0","7,8","12,1","18,3",,,
06/07/2014 23.00,"2,0","9,2","13,4",,,,
07/07/2014 0.00,"2,0","19,4","25,3","30,3",,,
07/07/2014 1.00,,"35,6","54,9",,,,
07/07/2014 2.00,"3,8",,,"33,5",,,
07/07/2014 3.00,"3,1","8,8","11,2",,,,
07/07/2014 4.00,"2,5","6,6","7,6","23,4",,,
07/07/2014 5.00,"2,2","8,8","10,1",,,,
07/07/2014 6.00,"2,1","11,8","13,8","19,8",,,
07/07/2014 7.00,"2,3","16,2","21,5",,,,
07/07/2014 8.00,"2,0","19,4","27,4","16,8",,,
07/07/2014 9.00,"1,9","11,1","16,4",,,,
07/07/2014 10.00,"2,1","15,8","25,4","20,0",,,
07/07/2014 11.00,"2,0","32,5","49,8",,,,
07/07/2014 12.00,"2,1","19,5","28,1","18,8",,,
07/07/2014 13.00,"2,1","14,9","20,9",,,,
07/07/2014 14.00,"2,0","30,4","42,5","20,0",,,
07/07/2014 15.00,"2,2","27,8","37,8",,,,
07/07/2014 16.00,"1,6","12,9","16,8","18,3",,,
07/07/2014 17.00,"2,0","9,9","12,4",,,,
07/07/2014 18.00,"2,0","19,5","23,9","14,9",,,
07/07/2014 19.00,"2,6","20,1","24,9",,,,
07/07/2014 20.00,"3,2","14,5","18,2","11,7",,,
07/07/2014 21.00,"2,2","25,2","31,8",,,,
07/07/2014 22.00,"2,0","40,6","49,4","20,0",,,
07/07/2014 23.00,"2,0","19,0","22,0",,,,
08/07/2014 0.00,"2,0","26,5","33,0","25,4",,,
08/07/2014 1.00,"2,0","18,3","22,3",,,,
08/07/2014 2.00,"2,0","13,5","16,0","34,9",,,
08/07/2014 3.00,"1,9","13,2","14,2",,,,
08/07/2014 4.00,"1,9","8,1","9,2","33,0",,,
08/07/2014 5.00,"2,0","12,5","13,4",,,,
08/07/2014 6.00,"2,0","16,5","17,7","25,4",,,
08/07/2014 7.00,"2,0","29,1","33,3",,,,
08/07/2014 8.00,"2,5","46,9","66,0","19,8",,,
08/07/2014 9.00,"2,6","41,4","49,6",,,,
08/07/2014 10.00,,,"42,6","24,9",,,
08/07/2014 11.00,,,"32,7",,,,
08/07/2014 12.00,,"20,1","25,4","30,0",,,
08/07/2014 13.00,,"14,6","19,6",,,,
08/07/2014 14.00,,"13,2","18,5","30,3",,,
08/07/2014 15.00,,"9,0","12,7",,,,
08/07/2014 16.00,,"7,3","10,3","19,8",,,
08/07/2014 17.00,,"8,6","11,9",,,,
08/07/2014 18.00,,"10,1","14,1","20,5",,,
08/07/2014 19.00,,"14,0","17,5",,,,
08/07/2014 20.00,,"15,3","17,9","24,4",,,
08/07/2014 21.00,,"26,6","29,4",,,,
08/07/2014 22.00,,"25,0","28,1","35,2",,,
08/07/2014 23.00,,"15,2","17,6",,,,
09/07/2014 0.00,,"13,6","15,7","33,2",,,
09/07/2014 1.00,,"9,3","11,5",,,,
09/07/2014 2.00,,,,"37,4",,,
09/07/2014 3.00,,"4,2","5,6",,,,
09/07/2014 4.00,,"4,0","5,0","36,6",,,
09/07/2014 5.00,,"4,9","5,9",,,,
09/07/2014 6.00,,"20,3","23,6","19,0",,,
09/07/2014 7.00,,"25,6","32,2",,,,
09/07/2014 8.00,,"24,7","35,4","10,7",,,
09/07/2014 9.00,,"15,6","21,7",,,,
09/07/2014 10.00,,"11,7","16,8","9,8",,,
