"NetC","SIMAGE Brindisi","","","","","","","","","","",""
"Stat","valzani_sanpietrovernotico","","","","","","","","","","",""
,SO2,NO2,NOX,CO,O3
10/11/2012 8.00,"4,110369","13,135077","23,927551","0,338566","38,781424"
10/11/2012 9.00,"4,624656","13,440163","24,512814","0,420418","42,953866"
10/11/2012 10.00,"4,503118","9,085313","14,69067","0,30828","60,431124"
10/11/2012 11.00,"4,809216","7,832168","12,805193","0,283446","69,745997"
10/11/2012 12.00,"5,491182","7,85349","11,673584","0,288524","76,781427"
10/11/2012 13.00,"4,613965","5,70641","9,108816","0,283269","80,619449"
10/11/2012 14.00,"5,372457","6,024618","9,013164","0,286864","82,51416"
10/11/2012 15.00,"5,393838","5,10034","7,49165","0,280127","83,294743"
10/11/2012 16.00,"5,068049","6,119752","8,54463","0,293364","77,310322"
10/11/2012 17.00,"4,52675","8,010953","10,452806","0,332561","61,507707"
10/11/2012 18.00,"4,748446","10,356503","13,385589","0,32693","45,143759"
10/11/2012 19.00,"4,631972","12,634802","17,877984","0,442229","26,974675"
10/11/2012 20.00,"4,517183","13,945357","18,638336","0,462934","24,309614"
10/11/2012 21.00,"4,52675","12,990736","19,85587","0,369011","24,182512"
10/11/2012 22.00,"4,368637","10,093243","14,941959","0,290657","33,658624"
10/11/2012 23.00,"4,156507","9,697945","14,066499","0,298678","38,78739"
11/11/2012 0.00,"4,113746","8,78925","12,418533","0,288899","50,399644"
11/11/2012 1.00,"4,115995","7,096516","10,377418","0,350914","59,802379"
11/11/2012 2.00,"3,961257",,,"0,293581","68,356322"
11/11/2012 3.00,"3,847598",,,"0,282102","69,800601"
11/11/2012 4.00,,,,"0,256855","68,811861"
11/11/2012 5.00,"3,855473","9,238677","11,651697","0,256736",
11/11/2012 6.00,"4,030466","7,847749","10,302842","0,256716","72,501474"
11/11/2012 7.00,"3,98489","6,946436","9,379558","0,256458","73,903957"
11/11/2012 8.00,"3,907241","6,484706","8,933724","0,255392","72,004977"
11/11/2012 9.00,"3,876294","5,615376","7,913978","0,256557","75,05304"
11/11/2012 10.00,"3,982079","5,09952","7,036087","0,255412","78,572897"
11/11/2012 11.00,"3,677104","4,785413","7,06527","0,247529","79,668273"
11/11/2012 12.00,"3,507175","5,330794","7,048247","0,238263","78,129306"
11/11/2012 13.00,"3,73675","4,936315","6,989884","0,240871","78,130128"
11/11/2012 14.00,"3,600582","4,315483","6,176842","0,241859","79,907991"
11/11/2012 15.00,"4,010211","4,207226","5,90934","0,252113","81,294256"
11/11/2012 16.00,"3,830718","4,124394","5,793423","0,247253","81,115087"
11/11/2012 17.00,"3,961257","5,256983","6,946921","0,256281","77,601234"
11/11/2012 18.00,"3,725495","5,388203","7,284135","0,256341","76,731953"
11/11/2012 19.00,"3,816649","5,755617","7,593787","0,238994","75,449743"
11/11/2012 20.00,"3,622525","5,629318","7,59703","0,233363","73,968774"
11/11/2012 21.00,"3,626463","6,231288","8,620019","0,27102","69,687984"
11/11/2012 22.00,"3,610148","6,624126","8,951557","0,277341","66,614289"
11/11/2012 23.00,"3,652348","6,097609","8,395479","0,256103","69,23584"
12/11/2012 0.00,"3,703552","5,345556","7,711325","0,256202","70,71938"
12/11/2012 1.00,"2,921427","5,094599","7,396809","0,256044","73,274378"
12/11/2012 2.00,"3,266349","5,065075","6,993124","0,256083","74,142822"
12/11/2012 3.00,"3,201081","4,483608","6,633215","0,237887","74,236665"
12/11/2012 4.00,"2,828024","4,471305","6,988262","0,231882","71,493122"
12/11/2012 5.00,"3,063786","4,697659","7,191724","0,231981","71,708958"
12/11/2012 6.00,"3,163944","5,110181","7,181997","0,230993","69,205117"
12/11/2012 7.00,"3,71987","5,467754","7,422747","0,231388","62,610762"
12/11/2012 8.00,"3,371571","7,065352","9,655166","0,242057","54,495321"
12/11/2012 9.00,"3,677669","8,605541","12,409616","0,259501","49,705225"
12/11/2012 10.00,"3,508865","7,176889","10,209622","0,255984","52,170646"
12/11/2012 11.00,"3,270851","6,928392","10,502252","0,256024","55,426885"
12/11/2012 12.00,"3,898238","6,405154","10,981323","0,269201","65,714285"
12/11/2012 13.00,"3,511677","6,692197","11,734378","0,261537","67,323214"
12/11/2012 14.00,"3,655724","7,877274","15,364285","0,3213","64,399678"
12/11/2012 15.00,"3,408707","5,861414","11,073732","0,248734","69,183808"
12/11/2012 16.00,"3,407581","5,57027","9,762165","0,266535","69,178701"
12/11/2012 17.00,"3,423339","9,720087","15,241073","0,28481","58,858006"
12/11/2012 18.00,"3,779513","9,448628","15,219997","0,293028","53,617501"
12/11/2012 19.00,"3,482981","11,14382","16,414025","0,323334","41,581246"
12/11/2012 20.00,"3,514447","12,866467","18,016559","0,357351","27,306661"
12/11/2012 21.00,"3,731686","16,920761","26,412883","0,501104","16,817797"
12/11/2012 22.00,"3,727184","14,767939","25,689","0,53141","11,505612"
12/11/2012 23.00,"3,662476","8,26601","13,740635","0,319937","31,110448"
13/11/2012 0.00,"3,539813","8,738402","14,145942","0,356802","25,067155"
13/11/2012 1.00,"5,118128","8,255348","13,507991","0,35858","23,03425"
13/11/2012 2.00,"5,024721",,,"0,358304","16,267556"
13/11/2012 3.00,"5,016281",,,,"18,200655"
13/11/2012 4.00,,,,"0,317605","25,93476"
13/11/2012 5.00,"4,783333","9,890672","13,816024","0,280759",
13/11/2012 6.00,"5,117001","7,431127","12,458251","0,275722","37,096567"
13/11/2012 7.00,"4,824969","7,915819","12,427449","0,290776","46,116282"
13/11/2012 8.00,"4,949886","10,723098","17,802598","0,310829","40,68978"
13/11/2012 9.00,"5,427036","11,88603","19,351656","0,337836","41,640956"
13/11/2012 10.00,"5,263297","9,828343","15,57099","0,285915","51,446383"
13/11/2012 11.00,"5,21941","9,749613","16,323237","0,325014","53,550089"
13/11/2012 12.00,"5,20928","7,820684","13,152944","0,297987","60,029311"
13/11/2012 13.00,"5,320126","8,156114","12,911381","0,286627","62,022975"
13/11/2012 14.00,"5,020219","8,764646","12,952723","0,296999","61,225334"
13/11/2012 15.00,"4,953824","7,469673","11,727083","0,275682","63,629327"
13/11/2012 16.00,"4,978583","7,267103","10,738139","0,312291","59,973013"
13/11/2012 17.00,"4,537443","7,476234","11,423915","0,309841","58,550896"
13/11/2012 18.00,"5,100682","8,688374","12,977042","0,306937","59,979836"
13/11/2012 19.00,"4,879551","9,05415","13,689567","0,325369","58,097891"
13/11/2012 20.00,"5,040476","9,393679","13,454491","0,34159","56,813151"
13/11/2012 21.00,"4,965078","7,531182","12,133198","0,312587","61,766199"
13/11/2012 22.00,"4,857605","6,145176","9,467105","0,277698","68,089291"
13/11/2012 23.00,"4,827783","5,5063","8,941829","0,257269","66,401863"
14/11/2012 0.00,"4,955511","5,2291","8,677571","0,227832","67,848737"
14/11/2012 1.00,"3,033401","4,442601","7,889659","0,21339","68,311954"
14/11/2012 2.00,"2,945062","4,846101","7,258195","0,229846","62,754083"
14/11/2012 3.00,"3,494236","4,886288","7,309262","0,230795","58,386269"
14/11/2012 4.00,"3,354691","4,430299","7,113906","0,230578","52,264493"
14/11/2012 5.00,"3,0711","4,377812","7,167407","0,254502","46,279192"
14/11/2012 6.00,"3,63828","4,624669","7,261437","0,255945","42,781538"
14/11/2012 7.00,"3,547126","5,342275","8,740799","0,260845","37,660454"
14/11/2012 8.00,"4,525626","8,402972","16,200025","0,279732","32,899365"
14/11/2012 9.00,"4,506493","8,06016","15,480204","0,3294","33,345546"
14/11/2012 10.00,"5,307186","7,486075","13,94572","0,291389","42,789239"
14/11/2012 11.00,"6,357707","7,204773","12,455821","0,271691","54,874951"
14/11/2012 12.00,"6,087624","6,994822","11,397975","0,27912","61,026571"
14/11/2012 13.00,"5,985776","7,562346","11,556855","0,284493","65,354287"
14/11/2012 14.00,"6,067928","7,019426","11,180731","0,309486","69,556615"
14/11/2012 15.00,"5,783776","6,11401","9,223921","0,278448","74,030182"
14/11/2012 16.00,"5,872114","7,436047","10,700852","0,280562","70,94715"
14/11/2012 17.00,"5,08324","10,27777","13,695243","0,299212","60,162396"
14/11/2012 18.00,"5,149074","14,690848","19,324909","0,344217","43,285714"
14/11/2012 19.00,"5,537323","16,462312","21,97236","0,382683","33,673985"
14/11/2012 20.00,"5,097868","16,800201","22,562479","0,377112","29,803505"
14/11/2012 21.00,"4,770952","13,281878","19,602148","0,452957","36,985666"
14/11/2012 22.00,"4,876175","10,279411","15,652862","0,347615","38,159523"
14/11/2012 23.00,"4,202649","8,671972","12,878958","0,329637","35,69833"
15/11/2012 0.00,"4,615653","8,955733","13,590673","0,393667","25,915988"
15/11/2012 1.00,"3,361443","7,255621","11,386627","0,297868","18,244164"
15/11/2012 2.00,"3,029463",,,"0,275543","20,413558"
15/11/2012 3.00,"3,076166",,,"0,261635","22,780885"
15/11/2012 4.00,,,,"0,256538","29,647396"
15/11/2012 5.00,"3,394078","8,923749","12,944618","0,281134",
15/11/2012 6.00,"3,179698","7,301547","12,103207","0,286726","24,263549"
15/11/2012 7.00,"3,337811","9,387119","14,922504","0,360891","14,230379"
15/11/2012 8.00,"3,68892","12,884118","22,467644","0,409532","13,698051"
15/11/2012 9.00,"4,909935","17,745802","38,75035","0,788224","11,22921"
15/11/2012 10.00,"4,233032","11,525997","20,87317","0,435927","17,9507"
15/11/2012 11.00,"3,908929","10,590237","18,475402","0,373437","22,838899"
15/11/2012 12.00,"3,623088","11,942619","19,512169","0,366522","27,054853"
15/11/2012 13.00,"3,401955","11,034742","17,515642","0,336374","40,119071"
15/11/2012 14.00,"3,073351","8,457919","14,453972","0,291349","50,556611"
15/11/2012 15.00,"3,005266","6,290337","10,278523","0,264164","61,63397"
15/11/2012 16.00,"2,698045","5,471035","8,868875","0,256341","63,781188"
15/11/2012 17.00,"2,783573","5,833529","8,510585","0,282735","56,811435"
15/11/2012 18.00,"2,707047","7,029267","9,701371","0,272343","57,015346"
15/11/2012 19.00,"3,185323","6,400233","9,24743","0,26529","55,019128"
15/11/2012 20.00,"2,76219","5,877815","8,692973","0,262307","64,042237"
15/11/2012 21.00,"2,734056","5,481696","7,83697","0,256024","71,348084"
15/11/2012 22.00,"2,932681","5,001926","7,287375","0,25553","70,711702"
15/11/2012 23.00,"2,790324","4,83544","7,452741","0,240436","73,188214"
16/11/2012 0.00,"3,002303","5,094994","7,558501","0,265747","64,274215"
16/11/2012 1.00,"4,466543","5,060154","8,42223","0,259738","60,526664"
16/11/2012 2.00,"4,196458","4,478688","7,481924","0,23202","59,328925"
16/11/2012 3.00,"4,718624","4,014498","7,344931",,"56,239009"
16/11/2012 4.00,"4,556573","3,963651","7,417885","0,230854","51,321813"
16/11/2012 5.00,"4,296052","4,247412","7,819136","0,230973","41,187134"
16/11/2012 6.00,"4,216153","4,137516","7,631075","0,231328","43,186742"
16/11/2012 7.00,"4,207148","4,422918","7,9845","0,231328","40,126712"
16/11/2012 8.00,"4,578518","8,914729","14,107032","0,278764","31,137741"
16/11/2012 9.00,"5,648732","14,891778","34,167171","0,643923","16,121678"
16/11/2012 10.00,"4,95495","10,230203","17,064133","0,276255","31,327984"
16/11/2012 11.00,"4,972954","10,458198","18,656169","0,33993","31,31348"
16/11/2012 12.00,"5,531695","13,997846","25,736017","0,361959","19,019621"
16/11/2012 13.00,"5,12769","10,74114","17,496998","0,289018","35,021008"
16/11/2012 14.00,"4,494116","7,656659","12,879769","0,257111","54,512357"
16/11/2012 15.00,"4,555447","7,11538","10,952951","0,251243","60,296323"
16/11/2012 16.00,"4,513245","6,368248","9,611392","0,259482","63,88016"
16/11/2012 17.00,"5,050041","14,758098","20,98179","0,487886","32,735575"
16/11/2012 18.00,"5,273988","17,25209","24,648988","0,458172","16,921874"
16/11/2012 19.00,"5,072547","15,04104","20,112825","0,399693","26,035409"
16/11/2012 20.00,"7,128578","22,960137","53,320229","1,0449","7,963587"
16/11/2012 21.00,"7,332829","21,58971","49,588177","1,191632","4,427532"
16/11/2012 22.00,"6,407222","17,334102","31,736942","0,58009","7,560074"
16/11/2012 23.00,"7,606855","16,776418","48,748409","1,223894","2,379265"
17/11/2012 0.00,"6,631733","15,018897","44,838807","1,524034","3,36373"
17/11/2012 1.00,"6,615414","12,96859","30,892299","1,078446","3,995869"
17/11/2012 2.00,"5,236289",,,"0,359094","10,88627"
17/11/2012 3.00,"5,258234",,,"0,343645","16,21893"
17/11/2012 4.00,,,,"0,284513","18,738102"
17/11/2012 5.00,"4,886303","9,103355","13,943288","0,27669",
17/11/2012 6.00,"4,767014","8,310297","12,835185","0,278922","24,100618"
17/11/2012 7.00,"4,935818","8,682632","13,963553","0,332442","22,223821"
17/11/2012 8.00,"5,083802","10,80757","20,50922","0,47619","16,181394"
17/11/2012 9.00,"6,207473","13,623869","31,76371","0,617726","13,569234"
17/11/2012 10.00,"5,3145","10,256448","19,957991","0,374899","20,254875"
17/11/2012 11.00,"5,525507","10,594339","20,420045","0,387978","24,620993"
17/11/2012 12.00,"5,401716","7,631237","14,308061","0,31069","43,188458"
17/11/2012 13.00,"6,684624","7,25808","12,981906","0,300634","54,752097"
17/11/2012 14.00,"7,056554","8,567815","14,614472","0,341669","60,484012"
17/11/2012 15.00,"6,374026","8,511228","13,78603","0,301207","61,447996"
17/11/2012 16.00,"6,007721","8,193019","13,500694","0,2986","55,008873"
17/11/2012 17.00,"5,466987","9,377278","14,63717","0,339832","47,047009"
17/11/2012 18.00,"5,683055","12,941526","19,079308","0,435611","38,064821"
17/11/2012 19.00,"5,433788","16,622235","24,266397","0,62788","25,648119"
17/11/2012 20.00,"5,571083","18,53394","27,627979","0,698134","16,498742"
17/11/2012 21.00,"5,666174","18,935801","27,4537","0,527656","15,639681"
17/11/2012 22.00,"5,843417","18,579866","31,999596","0,735435","5,891433"
17/11/2012 23.00,"5,284115","12,843112","20,865063","0,562665","5,44868"
18/11/2012 0.00,"5,220532","12,15257","23,325272","0,693808","4,162223"
18/11/2012 1.00,"3,338937","9,59789","15,386172","0,3959","11,438218"
18/11/2012 2.00,"2,865722","9,238677","13,649037","0,347121","8,596579"
18/11/2012 3.00,"2,849406","8,279134","13,384778","0,323433","5,428206"
18/11/2012 4.00,"3,543188","6,751245","10,922147","0,312627","9,412133"
18/11/2012 5.00,"2,572005","5,549767","9,720015","0,299469","7,790409"
18/11/2012 6.00,"2,997952","5,949167","10,537919","0,292455","4,01549"
18/11/2012 7.00,"3,028898","6,957917","15,199732","0,398844","1,998789"
18/11/2012 8.00,"4,05185","7,267923","22,453055","0,47301","2,80325"
18/11/2012 9.00,"4,374828","10,266289","28,742579","0,587874","5,850485"
18/11/2012 10.00,"4,18633","10,819872","18,663465","0,388531","22,731409"
18/11/2012 11.00,"4,257227","10,269569","17,184103","0,338251","32,22799"
18/11/2012 12.00,"3,63828","8,222545","13,858985","0,289433","44,2574"
18/11/2012 13.00,"2,979384","6,040199","10,409844","0,256083","58,67287"
18/11/2012 14.00,"2,658094","5,275847","9,079633","0,256301","62,050285"
18/11/2012 15.00,"2,604639","4,557418","8,007197","0,256103","63,740252"
18/11/2012 16.00,"2,391386","4,143256","7,596219","0,256163","62,156898"
18/11/2012 17.00,"2,924805","4,994544","8,39629","0,25397","56,842158"
18/11/2012 18.00,"2,447091","7,302368","11,149929","0,316953","47,853147"
18/11/2012 19.00,"3,116679","9,093514","13,19996","0,341451","40,965331"
18/11/2012 20.00,"2,285037","6,583941","11,183164","0,249465","59,154904"
18/11/2012 21.00,"2,754312","9,517517","14,294282","0,444323","41,778292"
18/11/2012 22.00,"3,141435","9,603632","14,81064","0,415597","36,657227"
18/11/2012 23.00,"2,99345","7,698486","12,637398","0,321655","39,869117"
19/11/2012 0.00,"3,603957","5,822047","10,421192","0,237472","57,063983"
19/11/2012 1.00,"4,614528","4,967479","8,936156","0,250651","58,985129"
19/11/2012 2.00,"4,378766",,,"0,238105","67,235353"
19/11/2012 3.00,"4,267918",,,,"69,310071"
19/11/2012 4.00,"4,335289",,,"0,235811","68,02643"
19/11/2012 5.00,"4,40465","7,352395","10,768131","0,229965",
19/11/2012 6.00,"4,503118","5,630958","9,210951","0,235379","62,146685"
19/11/2012 7.00,"4,046224","5,958187","9,890242","0,229491","64,16337"
19/11/2012 8.00,"4,320248","7,195752","11,303945","0,230005","63,377658"
19/11/2012 9.00,"4,318561","9,995649","13,979765","0,246007","57,065658"
19/11/2012 10.00,"4,039471","8,352944","11,912711","0,241563","63,25399"
19/11/2012 11.00,"4,570639","8,198761","11,504165","0,229788","63,206209"
19/11/2012 12.00,"4,388332","7,614834","11,039686","0,251875","59,003044"
19/11/2012 13.00,"4,290987","7,554966","11,059142","0,268352","60,75615"
19/11/2012 14.00,"4,403524","6,458462","9,835121","0,265961","61,575096"
19/11/2012 15.00,"4,212212","6,092687","9,189066","0,255807","63,163557"
19/11/2012 16.00,"4,493551","6,055782","9,486558","0,263749","66,270508"
19/11/2012 17.00,"4,281986","6,228827","8,894815","0,259482","68,426269"
19/11/2012 18.00,"4,741132","4,393395","6,632405","0,263927","69,885053"
19/11/2012 19.00,"4,095739",,,"0,263531","65,38074"
19/11/2012 20.00,"4,456414",,,"0,270169","67,796667"
19/11/2012 21.00,"4,023715",,,"0,258593","69,294713"
19/11/2012 22.00,"4,136815",,,"0,260706","68,266749"
19/11/2012 23.00,"4,080545",,,"0,255728","67,150886"
20/11/2012 0.00,"4,350633",,,"0,239863","73,330657"
20/11/2012 1.00,"4,168888",,,"0,229175","71,328472"
20/11/2012 2.00,"4,154258",,,"0,237651","66,871944"
20/11/2012 3.00,"3,984328",,,"0,229334","66,802835"
20/11/2012 4.00,"4,072105",,,"0,231388","72,729243"
20/11/2012 5.00,"3,838032",,,"0,224928","76,799342"
20/11/2012 6.00,"4,19477",,,"0,228878","76,021293"
20/11/2012 7.00,"4,177328",,,"0,22882","77,109006"
20/11/2012 8.00,"4,082795",,,"0,228977","69,900411"
20/11/2012 9.00,"4,682049",,,"0,232494","62,529724"
20/11/2012 10.00,"4,054664",,,"0,241543","65,149561"
20/11/2012 11.00,"4,358509",,,"0,229235","64,852683"
20/11/2012 12.00,"4,32306",,,"0,238303","62,768585"
20/11/2012 13.00,"4,153695",,,"0,239745","66,023949"
20/11/2012 14.00,"3,926722","2,580005","3,924258","0,234842","66,182411"
20/11/2012 15.00,"4,179016","5,416086","8,615155","0,240535","65,820061"
20/11/2012 16.00,"4,123873","5,174151","10,292306","0,251145","67,221707"
20/11/2012 17.00,"4,143004","5,494818","10,689502","0,248971","66,246612"
20/11/2012 18.00,"4,481174","5,673605","10,955383","0,254266","65,396958"
20/11/2012 19.00,"4,183516","5,927022","11,042928","0,309347","63,073142"
20/11/2012 20.00,"4,333753","8,891765","14,205927","0,389775","50,907234"
20/11/2012 21.00,"4,785022","6,824236","12,398266","0,287891","57,756686"
20/11/2012 22.00,"4,090112","5,446431","10,636813","0,283584","62,138146"
20/11/2012 23.00,"4,231344","4,50493","9,488992","0,2385","67,028032"
21/11/2012 0.00,"3,998394","3,858674","7,857234","0,236683","68,154968"
21/11/2012 1.00,"3,663039","3,641343","8,270647","0,230262","53,682337"
21/11/2012 2.00,"3,892613","3,665126","8,234978","0,245316","57,246525"
21/11/2012 3.00,"4,193644","3,442053","6,92017","0,237414","67,915266"
21/11/2012 4.00,,"2,740028","6,156577","0,228267","69,030254"
21/11/2012 5.00,"3,692297","3,246042","6,681851","0,228444",
21/11/2012 6.00,"3,777824","2,955721","7,002853","0,247826","61,776431"
21/11/2012 7.00,"4,273546","5,509581","10,107486","0,251895","51,399439"
21/11/2012 8.00,"4,715811","16,562367","38,372617","0,446338","17,942169"
21/11/2012 9.00,"5,612157","18,645477","35,231486","0,4511","8,979615"
21/11/2012 10.00,"4,725375","10,217081","18,139814","0,294273","37,102511"
21/11/2012 11.00,"4,019215","5,768739","11,326642","0,255589","65,488228"
21/11/2012 12.00,"3,908929","4,313957","8,18075","0,250967","63,868212"
21/11/2012 13.00,"3,497611",,,"0,251677","72,887926"
21/11/2012 14.00,"4,083922",,,"0,27341","71,013664"
21/11/2012 15.00,"4,368076","20,588338","23,230436","0,294529","65,363663"
21/11/2012 16.00,"4,670797","18,147663","22,625709","0,350361","58,588441"
21/11/2012 17.00,"4,507058","22,455752","32,643232","0,460326","34,16619"
21/11/2012 18.00,"5,702184","31,386874","44,859094","1,205896","9,85915"
21/11/2012 19.00,"5,139507","32,069229","42,610468","0,723344","9,790049"
