"NetC","Provincia Bari","","","","","","","","","","",""
"Stat","Andria","","","","","","","","","","",""
Parm,NO2,NOX,CO,O3,PM10,BENZENE
13/02/2012 8.00,"40,65843144","52,8756908","0,75075047","42,9458463","32,47863007","2,07697639"
13/02/2012 9.00,"38,74341048","54,58056384","0,8316003","47,08620945",,"2,60297489"
13/02/2012 10.00,"30,36565744","44,37792152","0,73903989","54,19555155","31,99023056","3,11162846"
13/02/2012 11.00,"24,41037016","36,4410948","0,6560581","59,4897429",,"3,30777318"
13/02/2012 12.00,"26,28839392","37,37359632","0,6641933","57,3037017","42,73503113","2,91059095"
13/02/2012 13.00,"26,2215504","38,04998544","0,66994024","59,1924879",,"2,64194836"
13/02/2012 14.00,"26,30072632","37,21795952","0,65544531","60,3253686","30,28083038","2,60725544"
13/02/2012 15.00,"20,7841092","28,2338348","0,60188793","67,2530061",,"2,5503248"
13/02/2012 16.00,"27,68229928","36,56688528","0,6710668","63,5341665","34,18803024","2,22714254"
13/02/2012 17.00,"26,60052792","32,81863872","0,67594465","64,71905685",,"2,43023642"
13/02/2012 18.00,"34,77776952","41,1361064","0,7437395","52,83974955","31,74603081","2,34172691"
13/02/2012 19.00,"54,2192532","64,7378344","0,9650394","33,95041125",,"2,6028081"
13/02/2012 20.00,"61,10316064","76,66416384","0,94858844","29,32636035","31,50181961","3,58130753"
13/02/2012 21.00,"65,93707904","82,95579104","0,94908356","25,59064305",,"4,17774752"
13/02/2012 22.00,"55,90387816","66,91284912","0,86240756","35,3487666","42,97924042","3,9713728"
13/02/2012 23.00,"41,18147816","48,38555","0,70842951","48,89056725",,"3,57018867"
14/02/2012 0.00,"30,77773168","35,58377312","0,63034539","59,43298515","43,22343063","2,95818146"
14/02/2012 1.00,"20,73609888","25,30786296","0,57035022","65,20408125",,"2,42401035"
14/02/2012 2.00,"16,96513394","21,11538232","0,5399775","67,1037003","42,97924042","1,90373756"
14/02/2012 3.00,"15,93786987","19,93189256","0,53081361","67,7596563",,"1,66967602"
14/02/2012 4.00,"15,69580876","19,70491904","0,52804907","67,71167655","40,04883957","1,59840059"
14/02/2012 5.00,"17,34800238","22,20225872","0,54149783","64,82511105",,"1,29840187"
14/02/2012 6.00,"19,24353432","23,82541288","0,53109088","63,0261597","39,56044006","1,34882778"
14/02/2012 7.00,"32,35463456","41,0083848","0,62082617","52,08113085",,"1,40753817"
14/02/2012 8.00,"45,18864776","59,12452744","0,68891926","42,39392955","34,18803024","1,65622111"
14/02/2012 9.00,"46,92260232","63,04852504","0,87443386","42,51215325",,"2,12584527"
14/02/2012 10.00,"39,66296776","54,25179544","0,7908987","46,7889744","36,8742218","2,89997143"
14/02/2012 11.00,"29,59081944","42,44867528","0,6750744","55,4094891",,"2,93905576"
14/02/2012 12.00,"30,98019336","43,25668648","0,66435174","51,8318556","46,15383148","2,58412784"
14/02/2012 13.00,"26,25917856","36,16286056","0,62594169","55,6992828",,"2,40177161"
14/02/2012 14.00,"25,69657256","33,92626032","0,5908682","56,39982705","29,7924099","2,33894745"
14/02/2012 15.00,"23,32599848","30,32975008","0,57894093","57,57188955",,"1,97567912"
14/02/2012 16.00,"30,45066496","37,66605584","0,62985143","50,2517757","32,23442078","2,0186555"
14/02/2012 17.00,"62,90914024","87,42386736","0,97027258","24,6117963",,"2,02360321"
14/02/2012 18.00,"55,95125752","74,26152552","0,81173356","28,4927496","25,88521957","3,05920007"
14/02/2012 19.00,"57,13101888","72,4989292","0,8819982","24,4361565",,"2,92310005"
14/02/2012 20.00,"50,23672928","61,90652568","0,81171375","30,8125356","32,47863007","3,17923353"
14/02/2012 21.00,"56,70726232","73,35103112","0,81021323","25,96422675",,"3,29932191"
14/02/2012 22.00,"49,33340488","61,51032104","0,70424367","31,25907645","24,66422081","2,86216649"
14/02/2012 23.00,"36,7622152","43,56729088","0,56233269","44,4489192",,"2,476993"
15/02/2012 0.00,"24,70432104","30,18317616","0,51941875","53,42611995","29,7924099","1,8077775"
15/02/2012 1.00,"18,51673532","23,1516432","0,42733249",,,"1,37801669"
15/02/2012 2.00,"12,54328213","16,84705264","0,40608405","64,1684967","19,04759979","0,88832204"
15/02/2012 3.00,"9,4098755","13,21194868","0,41262786","66,30344595",,"0,52455843"
15/02/2012 4.00,"10,52184307","15,15839145",,"68,05485645","20,26861954","0,39078835"
15/02/2012 5.00,"10,8651312","15,07279121","0,39008744","67,78126215",,"0,13037432"
15/02/2012 6.00,"19,28896344","24,38505528","0,40707081","61,7872248","13,18680954","0,1237028"
15/02/2012 7.00,"37,09446344","46,69365944","0,51450128","45,75135495",,"0,25463239"
15/02/2012 8.00,"47,30548032","66,54970296","0,65208895","40,79832855","9,52380943","0,53044686"
15/02/2012 9.00,"46,18801192","67,99324384","0,77731247","43,0647483",,"1,79932725"
15/02/2012 10.00,"36,0152924","56,3567736","0,65451681","50,75437605","21,24542046","2,22258333"
15/02/2012 11.00,"25,93989368","40,27104112","0,56594535","60,24227685",,"1,8617619"
15/02/2012 12.00,"21,99503616","34,57148384","0,54951536","71,4338877","23,93161964","1,47931295"
15/02/2012 13.00,"21,05146416","29,58852504","0,60611455","85,36275825",,"1,49849357"
15/02/2012 14.00,"24,85359088","34,53389392","0,62951591","85,0885056","20,75702095","1,84769577"
15/02/2012 15.00,"19,85483896","26,96669504","0,60814864","94,14203505",,"2,01871144"
15/02/2012 16.00,"23,87889152","31,394562","0,59997267","90,71977215","20,26861954","1,84524989"
15/02/2012 17.00,"36,26966488","47,25915256","0,7131897","75,22229295",,"1,82134327"
15/02/2012 18.00,"38,99845216","46,55878696","0,68767504","66,9645291","21,48962021","2,36263135"
15/02/2012 19.00,"47,44960688","58,62266568","0,72204836","54,3092067",,"2,41481362"
15/02/2012 20.00,"41,41963688","51,43865072","0,66755083","56,5140009","33,21123123","2,61437241"
15/02/2012 21.00,"39,5240992","49,39850848","0,61960176","53,91182265",,"2,31492896"
15/02/2012 22.00,"34,54804272","43,09196768","0,57293652","56,7180096","25,64101982","1,81984217"
15/02/2012 23.00,"21,29807392","26,94593072","0,47461052","66,0627093",,"1,34254577"
16/02/2012 0.00,"15,54590796","20,18416184","0,43963605","69,0053343","29,54821968","0,87636822"
16/02/2012 1.00,"12,08058578","16,52864537","0,40543165","69,4633464",,"0,49303041"
16/02/2012 2.00,"8,21423306","12,78233375","0,37288738","71,53589205","16,84980965","0,21476904"
16/02/2012 3.00,"6,21031749","10,23053649","0,36014927","70,8090138",,"0,02757596"
16/02/2012 4.00,"8,07860534","12,04889438","0,36271693","66,22280805","9,03540897","0,01812497"
16/02/2012 5.00,"9,9683076","14,07995653","0,37669809","63,3355443",,"0,00467006"
16/02/2012 6.00,"20,87106696","26,10679216","0,41961087","52,1068065","13,91940975","0,05826495"
16/02/2012 7.00,"27,3727656","35,72837768","0,44633131","46,3613661",,"0,05715337"
16/02/2012 8.00,"27,53369864","36,30423384","0,52569926","49,9680468","10,01220989","0,38912047"
16/02/2012 9.00,"61,65280328","93,23042016","1,07782189","24,1058244",,"0,83594959"
16/02/2012 10.00,"50,00245192","72,36533776","0,78155773","34,5664872","25,88521957","2,63277502"
16/02/2012 11.00,"48,44178192","80,75806176","0,76949182","36,9997887",,"2,55699632"
16/02/2012 12.00,"45,87522784","71,31868984","0,76257988","38,11441515","23,19902039","2,05179038"
16/02/2012 13.00,"20,72376648","32,15976352","0,50073681","57,32598585",,"2,40727561"
16/02/2012 14.00,"21,66990056","33,40487704","0,4881583","56,07759465","20,02441978","1,56309747"
16/02/2012 15.00,"10,8917405","17,92613573","0,37336153","68,46558705",,"1,02492243"
16/02/2012 16.00,"10,10069066","17,12849522","0,36109758","71,2366221","10,7448101","0,52449843"
16/02/2012 17.00,"17,84314728","24,98815744","0,412996","62,6465112",,"0,15711633"
16/02/2012 18.00,"19,42848208","26,25464712","0,41726106","58,49533515","14,16361046","0,23739729"
16/02/2012 19.00,"28,152766","35,20571336","0,49380622","49,54381005",,"0,25802409"
16/02/2012 20.00,"28,66868096","36,65573592","0,46762052","50,21460885","21,24542046","0,76400803"
16/02/2012 21.00,"22,34804872","28,95171432","0,43622027","57,6840285",,"0,87753574"
16/02/2012 22.00,"20,0618512","26,5393248","0,44909585","57,88263075","21,24542046","0,51993922"
16/02/2012 23.00,"18,23509963","24,17364544","0,44743689","56,7781389",,"0,24023269"
17/02/2012 0.00,"10,12859438","14,45802394","0,36763439","61,26706845","20,75702095","0,07505562"
17/02/2012 1.00,"8,87874293","12,74212822","0,35760258",,,"0,13721262"
17/02/2012 2.00,"4,00717916","8,26172906","0,3290461","66,6477231","17,82661057","0,08005926"
17/02/2012 3.00,,,"0,32746636","66,33696195",,
17/02/2012 4.00,"18,36812512","22,27552656",,"61,83991275","20,75702095",
17/02/2012 5.00,"11,67759736","15,50273882","0,31686136","63,93274755",,
17/02/2012 6.00,"24,34620344","30,23581352","0,38776559","47,06478315","15,87300968","0,0067478"
17/02/2012 7.00,"26,82895456","35,20181288","0,42976268","45,2061813",,"0,04308724"
17/02/2012 8.00,"31,39746824","42,20160664","0,55196419","41,0644815","13,67521","0,20170466"
17/02/2012 9.00,"26,57263184","38,25621376","0,52905679","46,3998696",,"1,11365466"
17/02/2012 10.00,"17,1682457","27,4407372","0,42853826","56,12894595","21,73381996","1,08885817"
17/02/2012 11.00,"11,98194952","20,12450744","0,36652764","62,9883345",,"0,78229877"
17/02/2012 12.00,"9,96636118","17,39632244","0,34909109","67,0530273","22,95482063","0,3848389"
17/02/2012 13.00,"9,57959418","17,66738859","0,3605244","69,4538901",,"0,14699718"
17/02/2012 14.00,"13,13121448","21,3494876","0,38840984","69,53359035","15,62880993","0,16545573"
17/02/2012 15.00,"15,17601818","24,24823256","0,38497309","68,40410115",,"0,26052591"
17/02/2012 16.00,"20,58034736","30,21107224","0,42883417","64,28670045","16,36141014","0,18591472"
17/02/2012 17.00,"23,9586984","32,72135616","0,5222229","60,94415775",,"0,26135985"
17/02/2012 18.00,"85,40710888","197,2528184","1,48402477","18,13948962","9,03540897","0,75338852"
17/02/2012 19.00,"68,99616432","91,76030248","0,88792223","26,31279315",,"4,08840407"
17/02/2012 20.00,"63,29980008","77,27439776","0,83586537","40,44840555","26,86202049","4,42548567"
17/02/2012 21.00,"64,78198248","78,67317872","0,79852129","41,39954175",,"3,73342022"
17/02/2012 22.00,"61,1622032","72,22266432","0,74176599","42,6708954","33,45542145","3,39628269"
17/02/2012 23.00,"43,92582912","50,58264832","0,64821765","54,90892365",,"2,85810764"
18/02/2012 0.00,"29,47789672","34,78614408","0,55457146","63,63010605","40,04883957","2,19256149"
18/02/2012 1.00,"22,98789952","27,5723784","0,50543758","65,55671745",,"1,60879739"
18/02/2012 2.00,"16,04753263","20,61864472","0,45120916","70,28075775","34,67642975","1,07334689"
18/02/2012 3.00,"12,69577942","16,74459047","0,42196184","72,52960155",,"0,70390841"
18/02/2012 4.00,"12,94692062","16,95340382","0,41917749","71,2785171","30,52503014","0,47390471"
18/02/2012 5.00,"14,5653617","18,71858707","0,4204019","69,20732805",,"0,19025121"
18/02/2012 6.00,"21,60242608","27,5814604","0,46325526","62,13513285","26,12940979","0,02012643"
18/02/2012 7.00,"38,7401792","51,15267288","0,53338127","48,300147",,
18/02/2012 8.00,"48,613078","68,88167376","0,79081948","41,25430575","27,35042",
18/02/2012 9.00,"55,20628496","82,14712976","0,83233076","39,0669279",,
18/02/2012 10.00,"36,76158424","52,1128028","0,75072251","56,3909094","35,40903091",
18/02/2012 11.00,,,,,,
18/02/2012 12.00,,,"0,49572032",,"29,30401993",
18/02/2012 13.00,"0,52109457","1,75804958","0,44259865","87,61635015",,"2,72245205"
18/02/2012 14.00,,,"0,46633552","84,89596815","27,8388195","1,30551782"
18/02/2012 15.00,"0,43348864","3,17110362","0,46999013","82,86868905",,"0,74666208"
18/02/2012 16.00,"0,3413398","1,88774628","0,59819488","80,2678674","21,0012207","0,78407852"
18/02/2012 17.00,"0,5373198","7,17875505","0,68554192","71,7061254",,"1,06289518"
18/02/2012 18.00,"5,65482795","34,82960384","1,09186247","45,22172235","28,81562042","1,8803313"
18/02/2012 19.00,"16,55825078","54,14284968","1,36215645","22,8270294",,"3,33240187"
18/02/2012 20.00,"16,10269383","37,84828856","1,27275668","15,57651113","35,40903091","5,44356979"
18/02/2012 21.00,"3,54513671","16,63175379","1,04940288","21,2496627",,"5,73400669"
18/02/2012 22.00,"22,48496704","79,64979008","1,43319232","7,28363129","58,36384964","4,70257851"
18/02/2012 23.00,"5,08765801","18,53247108","1,03589587","18,50496165",,"5,24787052"
19/02/2012 0.00,,,"0,70222938","32,31359355","59,8290596","4,39212807"
19/02/2012 1.00,,,"0,61458643",,,"3,10050858"
19/02/2012 2.00,,,"0,46925851","48,53118795","40,29304123","2,05790662"
19/02/2012 3.00,,,"0,41781444","55,32504075",,"1,20894655"
19/02/2012 4.00,,,,"55,01429955","44,4444313","0,68878562"
19/02/2012 5.00,,,"0,41672866","56,05936035",,"0,3217371"
19/02/2012 6.00,,,"0,41410158","50,3956551","22,71062088","0,18346883"
19/02/2012 7.00,,,"0,55257698","42,6938778",,"0,11224934"
19/02/2012 8.00,,,"0,52042647","49,4715312","12,94260979","0,41297116"
19/02/2012 9.00,,,"0,57161541","48,61497795",,"0,7294524"
19/02/2012 10.00,,,"0,59639845","54,7967847","27,10622025","1,14162013"
19/02/2012 11.00,,,"0,40867152","73,5138747",,"1,35922457"
19/02/2012 12.00,,,"0,40096854","73,4645583","23,68741989","0,47212598"
19/02/2012 13.00,"28,51748","35,15057128","0,43448209","74,5454094",,"0,25340894"
19/02/2012 14.00,"19,68935536","24,17754592","0,42922911","76,1153547","16,11721039","0,28254192"
19/02/2012 15.00,"14,10981623","16,69141393","0,40073204","75,51615645",,"0,15639324"
19/02/2012 16.00,"14,93850571","17,16091891","0,40284535","73,0119327","9,52380943","0,0600447"
19/02/2012 17.00,"15,95863037","18,03313507","0,42885281","71,81084295",,"0,05431797"
19/02/2012 18.00,"18,8016195","21,60175688","0,47844104","65,67426285","6,34920597","0,03380305"
19/02/2012 19.00,"33,1677508","37,6712756","0,6215776","51,37857165",,"0,14983258"
19/02/2012 20.00,"46,45343576","55,81076376","0,69030095","39,60803175","11,96580982","0,88226174"
19/02/2012 21.00,"40,6318164","48,9062832","0,59912339","45,03798285",,"1,1809821"
19/02/2012 22.00,"37,95495904","44,43887608","0,58273184","48,0380439","11,72161007","1,10942903"
19/02/2012 23.00,"28,77252168","33,32640856","0,492562","52,4655075",,"1,05427712"
20/02/2012 0.00,"20,4323968","22,74373712","0,44490884","56,170821","22,46640968","0,73254002"
20/02/2012 1.00,"23,38506016","27,5905424","0,47032565","54,346194",,"0,25663385"
20/02/2012 2.00,"11,34793797","12,83421205","0,41591898","67,99744035","11,47741032","0,18919556"
20/02/2012 3.00,"7,22071198","8,12943778","0,3637829","70,26926655",,"0,17118144"
20/02/2012 4.00,"10,23436622","11,10599349","0,37357822","68,16158895","11,47741032","0,05109306"
20/02/2012 5.00,"10,0137329","11,68963149","0,34851791","67,61643525",,
20/02/2012 6.00,"26,00285584","32,849116","0,46134","56,7369222","9,76801014","0,00667152"
20/02/2012 7.00,"37,5584676","46,69105912","0,53213705","46,3187928",,
20/02/2012 8.00,"45,80448384","64,30723288","0,64262915","39,4384767","11,47741032","0,12103419"
20/02/2012 9.00,"52,23933896","78,712738","0,89724339","35,0853069",,"0,78496738"
20/02/2012 10.00,"33,90299128","49,1462392","0,65475447","53,6848515","16,11721039","2,02404866"
20/02/2012 11.00,"32,51103616","47,91737768","0,66048161","53,33020035",,"1,83351879"
20/02/2012 12.00,"27,48631928","39,15695696","0,56012035","61,41162615","28,57142067","1,7386154"
20/02/2012 13.00,"38,44490904","49,4101908","0,67941985","50,4726621",,"1,23257552"
20/02/2012 14.00,"27,53564888","37,4974748","0,58125112","64,7136504","21,24542046","1,41732273"
20/02/2012 15.00,"24,14041488","32,53979264","0,51507446","68,1190356",,"1,02636759"
20/02/2012 16.00,"31,5610016","43,63994688","0,56195756","57,1246704","20,51280975","0,87292161"
20/02/2012 17.00,"33,80825168","49,11576192","0,61555455","50,6733192",,"0,81932673"
20/02/2012 18.00,"51,07384112","72,74081632","0,88586833","34,05646545","18,07081032","1,03871092"
20/02/2012 19.00,"74,55626032","118,62128304","1,17048016","12,6277914",,"2,07080523"
20/02/2012 20.00,"69,7839848","105,99651912","1,04815982","13,0966184","27,8388195","3,74676326"
20/02/2012 21.00,"60,59439656","82,33582504","0,8295068","15,59339681",,"3,94201811"
20/02/2012 22.00,"58,39968824","76,192722","0,86412477","14,16464364","23,93161964","3,12986327"
20/02/2012 23.00,"54,86753592","67,70206536","0,79850265","16,27299156",,"3,05380794"
21/02/2012 0.00,"40,82519608","49,921842","0,62931786","24,18755955","29,7924099","2,89280057"
21/02/2012 1.00,"63,65608216","98,66019424","0,9042532",,,"2,02199126"
21/02/2012 2.00,"47,64162904","64,4505564","0,82399635","12,80815736","21,48962021","2,36707869"
21/02/2012 3.00,,,"0,48778317","37,32539265",,"2,25855462"
21/02/2012 4.00,"24,45968064","26,48162064",,"52,63777575","32,23442078","1,48137034"
21/02/2012 5.00,"18,45573487","20,29375768","0,44802988","46,39514145",,"0,59749665"
21/02/2012 6.00,"23,01774584","25,68139128","0,49242337","39,2621586","20,26861954","0,32473929"
21/02/2012 7.00,"38,80637264","52,95870984","0,60273722","25,2387051",,"0,31695619"
21/02/2012 8.00,"43,73763096","62,1574948","0,75499573","22,37442375","25,64101982","0,63735899"
21/02/2012 9.00,"50,98040168","81,03818888","0,87129418","19,80671511",,"1,7748084"
21/02/2012 10.00,"40,57342392","59,34046872","0,81898102","31,59682995","40,78144073","2,76826383"
21/02/2012 11.00,"31,15802848","41,45179672","0,69039065","38,924046",,"3,37304322"
21/02/2012 12.00,"23,44603384","28,66443632","0,61650169","44,72588505","50,06105042","3,25217582"
21/02/2012 13.00,"23,303934","28,35316272","0,60763488","43,29443265",,"2,83142156"
21/02/2012 14.00,"27,072964","34,08967896","0,59774053","41,61707655","54,21244049","2,78961269"
21/02/2012 15.00,"25,44153088","30,95877896","0,56359671","48,0177747",,"2,24143037"
21/02/2012 16.00,"21,83798448","27,021818","0,58693865","57,1449396","50,79365158","1,98218385"
21/02/2012 17.00,"32,8102068","37,69332096","0,58723456","44,42256525",,"1,64715964"
21/02/2012 18.00,"36,88487","40,37545544","0,68342861","41,51170065","49,08423996","1,51967666"
21/02/2012 19.00,"30,28973192","34,73945304","0,63257636","34,7732091",,"2,06502257"
21/02/2012 20.00,"40,88425776","52,136416","0,77853688","18,8400219","49,57265091","2,13357345"
21/02/2012 21.00,"41,55395488","52,62539088","0,71974516","18,64343859",,"2,30792387"
21/02/2012 22.00,"36,40270184","44,42071208","0,66067849","22,35279795","40,53723145","2,36713462"
21/02/2012 23.00,"32,30402392","38,1232724","0,63354448","24,13217835",,"1,98062682"
22/02/2012 0.00,"24,66086128","28,59244952","0,56788158","30,520707","33,21123123","1,67006452"
22/02/2012 1.00,"21,43824264","24,7138428","0,53774536","32,0237799",,"1,34554795"
22/02/2012 2.00,"16,5193129","19,0292125","0,4904685","35,59600695","28,57142067","1,04443663"
22/02/2012 3.00,"13,29021066","15,37498472","0,47158851","36,92615325",,"0,68917514"
22/02/2012 4.00,"13,71201507","15,68431573","0,47717701","38,468388","39,80464172","0,55935712"
22/02/2012 5.00,"15,82365082","18,42417349","0,4919096","37,15920915",,"0,44510632"
22/02/2012 6.00,"25,38701976","30,04505328","0,52423835","28,0090818","24,90842056","0,37094058"
22/02/2012 7.00,"43,577348","61,5920208","0,67086875","15,0468905",,"0,50481643"
22/02/2012 8.00,"52,88179008","79,194562","0,897283","8,5428314","34,92063141","0,97494095"
22/02/2012 9.00,"56,37371392","91,83875184","1,25784701","9,27646272",,"2,03783612"
22/02/2012 10.00,"50,1348388","76,9968136","1,1465266","17,2700766","56,65444183","4,30895578"
22/02/2012 11.00,"50,42425824","72,90941648","1,03812684","26,64719505",,"5,10465353"
22/02/2012 12.00,"28,71866064","40,98890152","0,67568719","56,38091445","42,97924042","5,35683902"
22/02/2012 13.00,"22,6945796","32,76676616","0,62457864","67,4381022",,"3,72852743"
22/02/2012 14.00,"25,92498008","37,49034304","0,6318063","69,28704825","32,47863007","2,57829026"
22/02/2012 15.00,"22,84903096","32,1694956","0,58980222","72,6518751",,"1,87226954"
22/02/2012 16.00,"26,3714512","37,33856848","0,66747277","71,88717165","37,36262131","1,57138094"
22/02/2012 17.00,"32,47533912","42,06996544","0,71972652","64,45695375",,"1,534354"
22/02/2012 18.00,"45,78957024","58,07981064","1,00554296","52,5992523","38,0952301","1,82245485"
22/02/2012 19.00,"55,09661264","70,61960528","0,95411869","40,64295795",,"2,53826013"
22/02/2012 20.00,"68,33684936","90,94967184","1,08570078","29,9086809","48,59584045","3,19480075"
22/02/2012 21.00,"74,59453856","99,8287704","1,08941364","20,9814549",,"4,05543497"
22/02/2012 22.00,"45,63966944","61,31512496","0,83651777","42,9546243","56,65444183","4,38945946"
22/02/2012 23.00,"24,44994856","26,90314016","0,57088379","55,4763615",,"3,79707832"
23/02/2012 0.00,"31,8361384","35,1058496","0,66057947","40,87330065","56,89865112","2,46965432"
23/02/2012 1.00,"17,50114975","19,59792352","0,52471134",,,"2,00392223"
23/02/2012 2.00,"11,30640742","13,10138919","0,49980947","49,26211605","59,8290596","1,44651164"
23/02/2012 3.00,,,"0,49214726","46,40256285",,"0,81321049"
23/02/2012 4.00,"23,31561632","25,39411328",,"51,7339011","47,86323166","0,67983501"
23/02/2012 5.00,"17,09556675","18,92804858","0,47318805","51,33534",,"0,50804133"
23/02/2012 6.00,"19,19745512","21,51873784","0,49793265","47,3942574","37,85102081","0,38000205"
23/02/2012 7.00,"34,06587456","43,64447832","0,59027521","32,6256714",,"0,35476113"
23/02/2012 8.00,"38,43257664","52,88997344","0,65771706","29,76478155","30,28083038","0,65548294"
23/02/2012 9.00,"44,44237504","61,6789212","0,8283616","23,54377305",,"1,19110023"
23/02/2012 10.00,"35,2132084","48,02307304","0,78570513","32,16428775","24,42000961","2,11139065"
23/02/2012 11.00,"25,38376936","33,99694696","0,69405341","42,3615108",,"2,29324652"
23/02/2012 12.00,"24,95806256","32,74403248","0,67764322","45,1913385","29,54821968","2,26205717"
23/02/2012 13.00,"20,60176176","25,81951416","0,60392202","54,61845165",,"2,3301626"
23/02/2012 14.00,"18,92364142","24,23532656","0,56359089","69,05084025","28,81562042","2,04893973"
23/02/2012 15.00,"10,94495146","14,38280012","0,48799986","78,4648662",,"1,79921538"
23/02/2012 16.00,"13,57185018","17,52472089","0,5099007","77,0908299","31,74603081","0,93435553"
23/02/2012 17.00,"18,74711029","22,76125104","0,54380802","72,9166914",,"0,96904845"
23/02/2012 18.00,"51,9291552","72,40812832","1,00147478","38,89262475","29,7924099","1,2217343"
23/02/2012 19.00,"78,97615424","116,59020368","1,2486237","17,38762599",,"2,8426523"
23/02/2012 20.00,"63,51006272","79,510998","1,00327237","22,8189297","27,35042","4,33875489"
23/02/2012 21.00,"48,05370328","55,82955872","0,78702857","36,28910985",,"4,21599791"
23/02/2012 22.00,"43,22106592","49,2175568","0,73763723","40,966527","49,81684113","3,4247475"
23/02/2012 23.00,"30,513608","34,2738428","0,58798482","52,9735143",,"2,67803051"
24/02/2012 0.00,"23,33638064","25,94597384","0,54598075","56,5491129","47,86323166","1,92642072"
24/02/2012 1.00,"17,22016223","20,01101112","0,48940252","60,7637898",,"1,27466204"
24/02/2012 2.00,"12,5173229","14,14804858","0,4571728","65,88234135","42,00244141","0,86908549"
24/02/2012 3.00,"11,96248154","13,43795473","0,44627073","66,1512075",,"0,62696219"
24/02/2012 4.00,"11,51730866","12,94510422","0,43288138","67,47997725","38,58362961","0,40846788"
24/02/2012 5.00,"14,84895337","16,66936666","0,44951059","65,85125925",,"0,20776395"
24/02/2012 6.00,"21,3902132","24,16651368","0,47899441","59,5248549","23,68741989","0,16556658"
24/02/2012 7.00,"36,92184808","43,13217704","0,5783095","47,7853971",,"0,27664841"
24/02/2012 8.00,"42,9433288","53,5014884","0,72316327","43,4720874","26,37360954","0,66665876"
24/02/2012 9.00,"36,81477608","48,97245752","0,74135008","50,3774208",,"1,35677868"
24/02/2012 10.00,"24,03917448","32,05211792","0,58468671","61,2697617","30,52503014","1,90490507"
24/02/2012 11.00,"23,0651252","31,78235384","0,5499499","60,83471205",,"1,89106167"
24/02/2012 12.00,"19,33179224","26,39537032","0,48081065","67,57521855","23,19902039","1,472975"
24/02/2012 13.00,"17,3733077","23,37924768","0,45736968","72,83427795",,"1,27471797"
24/02/2012 14.00,"15,74253995","20,8916592","0,45770637","73,91377245","13,18680954","0,88848883"
24/02/2012 15.00,"15,76264846","20,26521152","0,45640157","74,9345142",,"0,76228421"
24/02/2012 16.00,"17,50698709","22,10887664","0,44488904","73,3476912","13,18680954","0,62295928"
24/02/2012 17.00,"19,42588176","23,13087888","0,48519571","69,35324235",,"0,42409103"
24/02/2012 18.00,"45,51441432","51,79271488","0,80087226","41,4150828","14,65200996","0,65848513"
24/02/2012 19.00,"72,468624","85,8596984","1,04892989","20,21068665",,"1,67395658"
24/02/2012 20.00,"62,73719408","74,32183","0,80077324","27,5375436","15,87300968","3,45499206"
24/02/2012 21.00,"70,1480296","84,24044472","0,92830812","23,91260865",,"3,2877576"
24/02/2012 22.00,"66,51268664","79,09077864","0,86213029","28,49005635","28,57142067","3,23927823"
24/02/2012 23.00,"56,45937152","67,5360464","0,77162494","33,3431133",,"3,17389631"
25/02/2012 0.00,"30,611598","35,12529464","0,52145284","49,08715455","30,28083038","2,74041023"
25/02/2012 1.00,"22,30001928","24,99333896","0,46307818",,,"1,55926135"
25/02/2012 2.00,"13,36613427","15,25047719","0,4156021","61,8642318","26,12940979","0,75833724"
25/02/2012 3.00,,,"0,39004783","65,0554737",,"0,41519534"
25/02/2012 4.00,"23,34806296","25,46933136",,"66,9260256","21,0012207","0,08656399"
25/02/2012 5.00,"15,42390515","17,54677007","0,37816017","66,89292855",,
25/02/2012 6.00,"19,5472364","23,31441176","0,44011021","60,3037428","17,09399986",
25/02/2012 7.00,"29,34877936","36,63952216","0,57809164","50,3321742",,"0,02207195"
25/02/2012 8.00,"39,77587136","54,10524064","0,71834366","41,5420845","10,01220989","1,02603401"
25/02/2012 9.00,"46,60008616","68,00555712","0,82265427","37,6867869",,"2,45336504"
25/02/2012 10.00,"33,3883956","48,73575192","0,67859037","51,6379815","21,73381996","2,73362684"
25/02/2012 11.00,"26,71278144","37,3865788","0,6091354","61,8291198",,"2,61348253"
25/02/2012 12.00,"16,94825862","24,12567336","0,5119744","72,51204555","23,68741989","2,21763562"
25/02/2012 13.00,"23,97883176","32,3523784","0,60739722","64,63798005",,"1,64449002"
25/02/2012 14.00,"25,5479528","33,56762648","0,59902436","72,7120044","13,91940975","1,88344434"
25/02/2012 15.00,"24,79842968","33,04884352","0,59122352","79,9179444",,"2,04812105"
25/02/2012 16.00,"23,90613752","30,77331496","0,54301815","78,95665365","28,08300972","1,75612814"
25/02/2012 17.00,"48,57499096","75,2698952","0,79789336","56,27853105",,"1,37522198"
25/02/2012 18.00,"82,8496368","134,3723964","1,377383","20,6423448","25,15262032","2,01765478"
25/02/2012 19.00,"80,05404424","147,9095476","1,44436933","27,69089925",,"4,32140894"
25/02/2012 20.00,"43,81550672","47,76174088","0,87411814","63,05047875","35,65322113","5,54631222"
25/02/2012 21.00,"55,05573408","60,71978552","0,91043585","48,26569335",,"4,5193324"
25/02/2012 22.00,"40,88685808","45,55037904","0,75250845","55,5000222","47,37483978","3,97893419"
25/02/2012 23.00,"27,27670672","30,76098256","0,62758084","65,49052335",,"3,21525974"
