"NetC","SIMAGE Brindisi","","","",""
"Stat","Via Dei Mille","","","",""
Parm,SO2,NOX,NO2,PM10
19/11/2011 8.00,"0,5","35,3","27,6","13,2"
19/11/2011 9.00,"0,5","63,1","39,9",
19/11/2011 10.00,"0,4","57,6","35,9","24,4"
19/11/2011 11.00,"0,5","56,4","37,6",
19/11/2011 12.00,"0,5","54,1",37,"35,7"
19/11/2011 13.00,"0,7","38,1","26,2",
19/11/2011 14.00,"1,5","38,9","24,7","23,4"
19/11/2011 15.00,"0,5","16,2","11,6",
19/11/2011 16.00,"0,5","15,9","12,6","7,6"
19/11/2011 17.00,"0,6","86,1","55,8",
19/11/2011 18.00,"1,2","165,3","88,7","10,5"
19/11/2011 19.00,"1,3","165,3","83,7",
19/11/2011 20.00,"0,6","121,2","72,6","25,9"
19/11/2011 21.00,"0,5","105,5","64,4",
19/11/2011 22.00,"0,5","115,3","62,6","52,7"
19/11/2011 23.00,"0,5","83,4","51,9",
20/11/2011 0.00,"0,5","85,4","48,4","115,8"
20/11/2011 1.00,,"82,4","44,3",
20/11/2011 2.00,"0,6",,,"92,6"
20/11/2011 3.00,"0,5","44,6","29,2",
20/11/2011 4.00,"0,5","30,5","22,7","57,6"
20/11/2011 5.00,"0,5",15,"13,2",
20/11/2011 6.00,"0,5","23,4","19,7","38,6"
20/11/2011 7.00,"0,5","24,7",21,
20/11/2011 8.00,"0,5","55,6","36,7","24,7"
20/11/2011 9.00,"0,5","51,3","34,5",
20/11/2011 10.00,"0,5","33,9","24,4","23,4"
20/11/2011 11.00,"0,5","17,4","12,7",
20/11/2011 12.00,"0,5","20,5","15,5","24,7"
20/11/2011 13.00,"0,5",20,"14,9",
20/11/2011 14.00,"0,5","15,9","11,9","18,6"
20/11/2011 15.00,"0,5","15,1","11,3",
20/11/2011 16.00,"0,5","29,7","21,1","7,3"
20/11/2011 17.00,"0,5","69,1","44,3",
20/11/2011 18.00,1,"148,4","81,3","14,9"
20/11/2011 19.00,"1,8","201,4","100,4",
20/11/2011 20.00,"2,2","224,6","97,7","31,3"
20/11/2011 21.00,"0,9","133,5","69,7",
20/11/2011 22.00,"0,8","133,1","64,7","41,3"
20/11/2011 23.00,"1,6","200,3","74,6",
21/11/2011 0.00,"0,9",105,"52,8","61,5"
21/11/2011 1.00,"0,4","73,1","44,5",
21/11/2011 2.00,"0,8","103,8","52,3","54,5"
21/11/2011 3.00,"0,5","44,3","30,9",
21/11/2011 4.00,"0,4","30,9","23,8","35,9"
21/11/2011 5.00,"0,3","16,9","13,4",
21/11/2011 6.00,"0,3","19,8",16,"39,6"
21/11/2011 7.00,"0,6","78,9","38,9",
21/11/2011 8.00,"2,1","195,5","50,9","40,5"
21/11/2011 9.00,"1,9","181,7","67,7",
21/11/2011 10.00,2,"193,9","80,2","36,1"
21/11/2011 11.00,"0,5","60,5","40,9",
21/11/2011 12.00,"1,7",64,"45,5",62
21/11/2011 13.00,"2,5","64,3","45,1",
21/11/2011 14.00,"2,6","56,3","40,9","11,5"
21/11/2011 15.00,1,"32,6","25,8",
21/11/2011 16.00,"0,5","64,1","46,5","24,7"
21/11/2011 17.00,"0,8","109,1","76,3",
21/11/2011 18.00,"0,7","133,9","91,4","33,9"
21/11/2011 19.00,"0,6","144,8","92,6",
21/11/2011 20.00,1,"140,3","94,8",21
21/11/2011 21.00,"1,4","163,3","99,1",
21/11/2011 22.00,"0,5","107,7","80,1",40
21/11/2011 23.00,"0,5","96,8","71,8",
22/11/2011 0.00,"0,5","53,1","43,4","54,5"
22/11/2011 1.00,,"31,3","25,8",
22/11/2011 2.00,"0,7",,,"31,7"
22/11/2011 3.00,"0,5",10,"8,6",
22/11/2011 4.00,"0,5","7,8","6,3","25,9"
22/11/2011 5.00,"0,5","8,2","6,5",
22/11/2011 6.00,"0,5","12,2","10,8","18,8"
22/11/2011 7.00,"0,5","27,9","21,2",
22/11/2011 8.00,"0,5","41,1","33,2","12,2"
22/11/2011 9.00,"0,5","53,1","35,9",
22/11/2011 10.00,"0,5","42,2","30,6","32,2"
22/11/2011 11.00,"0,5","46,2","33,7",
22/11/2011 12.00,"0,5","47,3","33,3","26,9"
22/11/2011 13.00,"0,5","48,7","32,6",
22/11/2011 14.00,"0,5","46,8","29,3","19,8"
22/11/2011 15.00,"0,5","33,2","23,9",
22/11/2011 16.00,"0,5","42,4","29,1","27,4"
22/11/2011 17.00,"0,5","52,4","37,4",
22/11/2011 18.00,"0,5","62,8","43,2","25,2"
22/11/2011 19.00,"0,5","69,8","45,7",
22/11/2011 20.00,"0,5","57,1","36,2","25,6"
22/11/2011 21.00,"0,5","44,8","31,4",
22/11/2011 22.00,"0,5","30,9","21,6","25,9"
22/11/2011 23.00,"0,5","19,9","14,5",
23/11/2011 0.00,"0,5","14,1","11,2","26,4"
23/11/2011 1.00,"0,5","17,7","13,2",
23/11/2011 2.00,"0,5","18,3","13,6","14,4"
23/11/2011 3.00,"0,5","8,4","6,5",
23/11/2011 4.00,"0,5","4,6","3,2","4,6"
23/11/2011 5.00,"0,5","4,4",3,
23/11/2011 6.00,"0,5","7,6","5,9","1,7"
23/11/2011 7.00,"0,5","32,9","27,4",
23/11/2011 8.00,"0,5","36,3",28,"10,7"
23/11/2011 9.00,"0,5","57,5","40,5",
23/11/2011 10.00,"0,5",55,"39,3","5,6"
23/11/2011 11.00,"0,5","54,2",40,
23/11/2011 12.00,"0,6","72,6","52,3","25,2"
23/11/2011 13.00,"0,5",67,46,
23/11/2011 14.00,"0,6","67,6","41,1","17,3"
23/11/2011 15.00,"0,6","39,1","27,3",
23/11/2011 16.00,"0,6","26,8",18,"19,5"
23/11/2011 17.00,"0,5","30,8",22,
23/11/2011 18.00,"0,5","37,3","26,2","2,9"
23/11/2011 19.00,"0,5","55,5","37,6",
23/11/2011 20.00,"0,6","73,7","49,1","23,4"
23/11/2011 21.00,"0,5","69,5","48,2",
23/11/2011 22.00,"0,5","46,2","36,8","14,2"
23/11/2011 23.00,"0,6",34,"26,3",
24/11/2011 0.00,"0,5","25,1","19,2","17,8"
24/11/2011 1.00,,"23,9","19,3",
24/11/2011 2.00,"0,7",,,"14,7"
24/11/2011 3.00,"0,6","20,6","16,8",
24/11/2011 4.00,"0,6",8,"6,5","1,7"
24/11/2011 5.00,"0,5","10,4","7,7",
24/11/2011 6.00,"0,5","25,9","16,5",10
24/11/2011 7.00,"0,6","63,6","43,5",
24/11/2011 8.00,"0,6","91,8",60,"10,5"
24/11/2011 9.00,"0,7","118,1","61,8",
24/11/2011 10.00,"0,6","88,9","49,9","10,5"
24/11/2011 11.00,"0,6","64,8","40,4",
24/11/2011 12.00,"0,6","54,3","35,4","34,4"
24/11/2011 13.00,"0,5","42,7","28,4",
24/11/2011 14.00,"0,6","61,2","38,3","12,5"
24/11/2011 15.00,"0,5","25,2","18,3",
24/11/2011 16.00,"0,5","23,6","16,9","25,2"
24/11/2011 17.00,"0,5","26,4","20,1",
24/11/2011 18.00,"0,5","26,9","20,3","13,7"
24/11/2011 19.00,"0,5","35,6","24,3",
24/11/2011 20.00,"0,5","44,5",28,"16,8"
24/11/2011 21.00,"0,6","47,1","31,2",
24/11/2011 22.00,"0,5",33,"24,2","15,1"
24/11/2011 23.00,"0,3","21,8","18,8",
25/11/2011 0.00,"0,3","16,5",14,"24,2"
25/11/2011 1.00,"0,4","17,5","15,2",
25/11/2011 2.00,"0,5","13,4",11,"25,4"
25/11/2011 3.00,"0,4","10,6","8,9",
25/11/2011 4.00,"0,4","8,7","7,3","10,7"
25/11/2011 5.00,"0,4","9,9","8,5",
25/11/2011 6.00,"0,4","10,9","8,8","20,5"
25/11/2011 7.00,"0,4","14,6","11,6",
25/11/2011 8.00,"0,5","30,6","19,7",10
25/11/2011 9.00,"0,6","44,3","23,5",
25/11/2011 10.00,"0,3","21,8","12,7","20,5"
25/11/2011 11.00,"0,5","20,8","12,6",
25/11/2011 12.00,"0,5","18,6","11,6","15,6"
25/11/2011 13.00,"0,5","20,6","13,3",
25/11/2011 14.00,"0,6","25,5","15,5","13,9"
25/11/2011 15.00,"0,6","37,5","21,6",
25/11/2011 16.00,"0,6","40,9","24,3","12,7"
25/11/2011 17.00,"0,6","53,5","35,4",
25/11/2011 18.00,"0,6","97,6",56,"18,6"
25/11/2011 19.00,"0,6","110,8","64,4",
25/11/2011 20.00,"0,8","115,1","57,7","27,6"
25/11/2011 21.00,1,"129,3","61,9",
25/11/2011 22.00,"0,6","85,5","50,1","41,3"
25/11/2011 23.00,"0,5","77,5","44,2",
26/11/2011 0.00,"0,6","62,5","35,9",30
26/11/2011 1.00,,"48,1","29,6",
26/11/2011 2.00,"0,7",,,"40,5"
26/11/2011 3.00,"0,6","35,2","22,8",
26/11/2011 4.00,"0,6","13,9","10,7","17,6"
26/11/2011 5.00,"0,5","12,1","9,6",
26/11/2011 6.00,"0,5","11,7","8,8","27,4"
26/11/2011 7.00,"0,6","27,5","22,1",
26/11/2011 8.00,"0,6","35,2","24,7","18,3"
26/11/2011 9.00,"0,6","44,5","26,3",
26/11/2011 10.00,"0,5","30,7","19,8","18,3"
26/11/2011 11.00,"0,5","18,1","12,3",
26/11/2011 12.00,"0,6",20,"14,3","27,8"
26/11/2011 13.00,"0,6",18,"13,7",
26/11/2011 14.00,"0,6",23,"17,3","13,7"
26/11/2011 15.00,"0,5","9,7","6,9",
26/11/2011 16.00,"0,5","10,3","6,9","21,2"
26/11/2011 17.00,"0,5","11,6","8,1",
26/11/2011 18.00,"0,5","11,7","8,4","19,3"
26/11/2011 19.00,"0,5","15,7","10,3",
26/11/2011 20.00,"0,5","18,5","11,8","15,6"
26/11/2011 21.00,"0,5","12,2","9,1",
26/11/2011 22.00,"0,5","11,7","7,8","17,8"
26/11/2011 23.00,"0,5","12,5",8,
27/11/2011 0.00,"0,4","15,7","11,5","20,5"
27/11/2011 1.00,"0,4","23,2","17,7",
27/11/2011 2.00,"0,5","21,4","15,4","21,2"
27/11/2011 3.00,"0,4","15,6","11,2",
27/11/2011 4.00,"0,5","12,1","9,3","14,2"
27/11/2011 5.00,"0,4",9,"7,4",
27/11/2011 6.00,"0,3","6,8","5,4","22,5"
27/11/2011 7.00,"0,2","6,4","4,8",
27/11/2011 8.00,"0,3","12,8","9,9","25,6"
27/11/2011 9.00,"0,3","18,4",13,
27/11/2011 10.00,"0,4","15,5","11,3",20
27/11/2011 11.00,"0,3","14,7","10,1",
27/11/2011 12.00,"0,5","11,8","8,2","23,9"
27/11/2011 13.00,"0,5","15,4","11,1",
27/11/2011 14.00,"0,3",11,"8,1","18,6"
27/11/2011 15.00,"0,5","7,7","6,1",
27/11/2011 16.00,"0,5","8,9","6,7","16,4"
27/11/2011 17.00,"0,5","14,1","11,1",
27/11/2011 18.00,"0,6","13,3","11,1","4,4"
27/11/2011 19.00,"0,5","16,6","12,6",
27/11/2011 20.00,"0,5","35,4",27,"27,6"
27/11/2011 21.00,"0,6","44,4","31,7",
27/11/2011 22.00,"0,6","46,9","31,5","16,8"
27/11/2011 23.00,"0,5","34,7","24,9",
28/11/2011 0.00,"0,6","37,4","27,5","29,1"
28/11/2011 1.00,,"31,9","24,7",
28/11/2011 2.00,"0,5",,,"31,3"
28/11/2011 3.00,"0,5","20,3","14,5",
28/11/2011 4.00,"0,5","9,6","7,7","12,5"
28/11/2011 5.00,"0,5",10,"8,2",
28/11/2011 6.00,"0,5","18,3",14,"23,9"
28/11/2011 7.00,"0,5",34,26,
28/11/2011 8.00,"0,5","78,2","45,6","13,9"
28/11/2011 9.00,"0,5","129,2",56,
28/11/2011 10.00,"0,5","83,9","48,1","14,4"
28/11/2011 11.00,"0,5","38,7","25,2",
28/11/2011 12.00,"0,5","29,4","19,4","33,7"
28/11/2011 13.00,"0,5","24,7","17,5",
28/11/2011 14.00,"0,6","33,5","21,6","24,2"
28/11/2011 15.00,"0,5",27,"20,1",
28/11/2011 16.00,"0,5","22,5","17,7","6,8"
28/11/2011 17.00,"0,5","23,1","18,3",
28/11/2011 18.00,"0,5",28,"20,5","19,8"
28/11/2011 19.00,"0,5","34,6","26,3",
28/11/2011 20.00,"0,6","59,8","42,8","23,7"
28/11/2011 21.00,"0,5","49,1","39,3",
28/11/2011 22.00,"0,5","42,7","33,4","15,6"
28/11/2011 23.00,"0,5","34,2","25,6",
29/11/2011 0.00,"0,5","25,9","21,3","27,6"
29/11/2011 1.00,"0,5",20,"16,4",
29/11/2011 2.00,"0,3","13,8",12,"18,1"
29/11/2011 3.00,"0,5","13,5","11,9",
29/11/2011 4.00,"0,5","10,1","8,7","9,8"
29/11/2011 5.00,"0,3","8,1","6,7",
29/11/2011 6.00,"0,5","12,3","9,8","27,6"
29/11/2011 7.00,"0,5","33,1","27,2",
29/11/2011 8.00,"0,5","55,6","39,7","5,9"
29/11/2011 9.00,"0,6","59,7","39,9",
29/11/2011 10.00,"0,6","57,6","37,6","19,3"
29/11/2011 11.00,"0,5","32,1","22,1",
29/11/2011 12.00,"0,6","22,2",16,"28,3"
29/11/2011 13.00,"0,5","26,7","18,6",
29/11/2011 14.00,"0,6",40,"27,1","24,9"
29/11/2011 15.00,"0,3",26,"19,3",
29/11/2011 16.00,"0,6","22,1","16,9","17,3"
29/11/2011 17.00,"0,6","43,5","32,4",
29/11/2011 18.00,"0,6","68,4","48,3","21,5"
29/11/2011 19.00,"0,6","91,6","57,7",
29/11/2011 20.00,"0,9","119,8","64,5","19,3"
29/11/2011 21.00,"0,9","113,5","65,9",
29/11/2011 22.00,"0,6","81,1","54,7","38,6"
29/11/2011 23.00,"0,6","70,7",50,
30/11/2011 0.00,"0,5","59,2","39,4","37,1"
30/11/2011 1.00,,"39,2","26,3",
30/11/2011 2.00,"0,7",,,"27,8"
30/11/2011 3.00,"0,6","15,3","12,6",
30/11/2011 4.00,"0,5",12,"10,3",12
30/11/2011 5.00,"0,4","12,8","11,1",
30/11/2011 6.00,"0,5","16,4","14,6","30,5"
30/11/2011 7.00,"0,6","42,5","34,5",
30/11/2011 8.00,"0,6","75,6","48,5","30,5"
30/11/2011 9.00,"0,5","103,5","51,9",
30/11/2011 10.00,"0,5","36,7","24,4",20
30/11/2011 11.00,"0,5","32,5","22,1",
30/11/2011 12.00,"0,3","25,1","18,3","30,3"
30/11/2011 13.00,"0,6","26,5","19,8",
30/11/2011 14.00,"0,6","27,9","19,9","23,7"
30/11/2011 15.00,"0,6","18,9","14,1",
30/11/2011 16.00,"0,5","18,3","14,1",33
30/11/2011 17.00,"0,5","27,2","21,8",
30/11/2011 18.00,"0,5","51,3","37,6","17,6"
30/11/2011 19.00,"0,5",61,"47,1",
30/11/2011 20.00,"0,6","45,9","33,2","24,7"
30/11/2011 21.00,"0,3","38,9","28,7",
30/11/2011 22.00,"0,5","39,3","31,1","28,6"
30/11/2011 23.00,"0,3","30,9","25,4",
01/12/2011 0.00,"0,5","25,9","20,1","28,8"
01/12/2011 1.00,"0,3","24,7","19,7",
01/12/2011 2.00,"0,3","15,8","13,2","27,6"
01/12/2011 3.00,"0,3","11,6",10,
01/12/2011 4.00,"0,1",9,"7,6","8,1"
01/12/2011 5.00,"0,2","10,8","9,3",
01/12/2011 6.00,"0,4","17,6","15,3","29,3"
01/12/2011 7.00,"0,3","23,4","19,8",
01/12/2011 8.00,"0,5","54,4","42,4",23
01/12/2011 9.00,"0,5","61,2","41,3",
01/12/2011 10.00,"0,5",36,"24,1","24,9"
01/12/2011 11.00,"0,4","23,8","16,9",
01/12/2011 12.00,"0,5","19,4","13,4","34,9"
01/12/2011 13.00,"0,6","19,7",14,
01/12/2011 14.00,"0,6","25,4","15,7",11
01/12/2011 15.00,"0,4","20,8","16,6",
01/12/2011 16.00,"0,4","24,6","18,5","10,5"
01/12/2011 17.00,"0,3",29,"22,3",
01/12/2011 18.00,"0,6","83,4","57,4","30,5"
01/12/2011 19.00,"0,5","76,5",56,
01/12/2011 20.00,"0,5","72,4","45,6","35,4"
01/12/2011 21.00,"0,6","91,5","52,1",
01/12/2011 22.00,"0,6","83,6","51,7","28,1"
01/12/2011 23.00,"0,5","57,8","39,8",
02/12/2011 0.00,"0,4",44,"30,8","44,4"
02/12/2011 1.00,,"41,9","29,1",
02/12/2011 2.00,"0,8",,,"35,7"
02/12/2011 3.00,"0,5","29,6","21,4",
02/12/2011 4.00,"0,4","13,2","11,6","30,8"
02/12/2011 5.00,"0,4","14,8","12,7",
02/12/2011 6.00,"0,6","27,7","19,8","41,8"
02/12/2011 7.00,"0,5","46,6",33,
02/12/2011 8.00,"0,6","80,5","46,5","23,4"
02/12/2011 9.00,"0,7","131,9","63,5",
02/12/2011 10.00,"1,3","149,7","71,2","30,3"
02/12/2011 11.00,"0,7","108,9","60,9",
02/12/2011 12.00,"0,5","57,3","39,2","44,4"
02/12/2011 13.00,1,"64,8","41,7",
02/12/2011 14.00,"1,6","63,5","42,2","21,5"
02/12/2011 15.00,2,"75,5","50,9",
02/12/2011 16.00,"1,1","74,5","50,8","14,2"
02/12/2011 17.00,"0,8","108,5",75,
02/12/2011 18.00,1,"168,2","103,2","28,8"
02/12/2011 19.00,"1,4","180,6","103,3",
02/12/2011 20.00,"1,8","205,1","100,2",40
02/12/2011 21.00,"2,1","192,5","91,2",
02/12/2011 22.00,"0,9","130,6","78,6","48,6"
02/12/2011 23.00,"0,6","97,8",66,
03/12/2011 0.00,"0,5","74,7","55,4",74
03/12/2011 1.00,"0,5","59,7","48,9",
03/12/2011 2.00,"0,5","58,8","42,2","68,6"
03/12/2011 3.00,"0,5","40,7","30,6",
03/12/2011 4.00,"0,4","15,3","13,8","47,9"
03/12/2011 5.00,"0,5","12,3","10,8",
03/12/2011 6.00,"0,5","23,6","20,7","26,4"
03/12/2011 7.00,"0,5",35,"29,7",
03/12/2011 8.00,"0,5","65,1","44,3","13,4"
03/12/2011 9.00,"0,5","91,1","55,6",
03/12/2011 10.00,"0,6","74,7","48,3","31,5"
03/12/2011 11.00,"0,6",49,"34,4",
03/12/2011 12.00,"0,6","30,2",23,"31,3"
03/12/2011 13.00,"0,6","33,6","24,7",
03/12/2011 14.00,"0,6","49,2",33,"18,6"
03/12/2011 15.00,"0,6","22,8","18,4",
03/12/2011 16.00,"0,6","24,9","21,4","13,9"
03/12/2011 17.00,"0,5","42,1","34,5",
03/12/2011 18.00,"0,6","50,7","40,8","22,7"
03/12/2011 19.00,"0,5",56,"42,6",
03/12/2011 20.00,"0,5","78,6","51,9",11
03/12/2011 21.00,"0,6","83,1",55,
03/12/2011 22.00,"0,6","61,2","43,2","35,4"
03/12/2011 23.00,"0,6","45,8","34,1",
04/12/2011 0.00,"0,6","45,8","34,6",62
04/12/2011 1.00,,"49,5","36,6",
04/12/2011 2.00,"1,1",,,"38,1"
04/12/2011 3.00,"0,6","17,8","15,2",
04/12/2011 4.00,"0,6","13,3","11,7","18,8"
04/12/2011 5.00,"0,5","12,6","10,3",
04/12/2011 6.00,"0,5","14,4",12,"36,4"
04/12/2011 7.00,"0,5","19,7","17,3",
04/12/2011 8.00,"0,5",26,"22,3","12,7"
04/12/2011 9.00,"0,6","30,6","21,9",
04/12/2011 10.00,"0,5","23,8","17,6","14,7"
04/12/2011 11.00,"0,6","21,2","15,4",
04/12/2011 12.00,"0,5","26,3","20,1",22
04/12/2011 13.00,"0,6","34,4","23,3",
04/12/2011 14.00,"0,6","24,2","16,6","20,5"
04/12/2011 15.00,"0,6","14,4",11,
04/12/2011 16.00,"0,5","19,7","16,7","1,5"
04/12/2011 17.00,"0,6","36,1","27,7",
04/12/2011 18.00,"0,5","45,2",35,"1,2"
04/12/2011 19.00,"0,6","48,5","36,9",
04/12/2011 20.00,"0,6",52,"38,3","27,8"
04/12/2011 21.00,"0,5","63,3","42,8",
04/12/2011 22.00,"0,5","48,1","35,8",40
04/12/2011 23.00,"0,5","31,8",26,
05/12/2011 0.00,"0,5","21,4","16,7",23
05/12/2011 1.00,"0,6",18,15,
05/12/2011 2.00,"0,5","9,3","7,9",
05/12/2011 3.00,"0,5","6,4","4,9",
05/12/2011 4.00,"0,5","6,2","4,3",
05/12/2011 5.00,"0,5","7,1","5,3",
05/12/2011 6.00,"0,6","9,4","7,7",
05/12/2011 7.00,"0,6","21,2","17,8",
05/12/2011 8.00,"0,6","44,4","33,1",
05/12/2011 9.00,"0,5","65,6","44,3",
05/12/2011 10.00,"0,6","48,2","34,9",
05/12/2011 11.00,"0,5","39,1","29,4",
05/12/2011 12.00,"0,6","36,5","26,8",
05/12/2011 13.00,"0,6","36,5","24,9",
05/12/2011 14.00,"0,6",42,"28,3",
05/12/2011 15.00,"0,6","31,6","22,7",
05/12/2011 16.00,"0,6","21,6","16,5",
05/12/2011 17.00,"0,6","36,1","27,8",
05/12/2011 18.00,"0,6","46,7","36,6",
05/12/2011 19.00,"0,6",54,42,
05/12/2011 20.00,"0,6","47,8","37,6",
05/12/2011 21.00,"0,6","35,9","29,3",
05/12/2011 22.00,"0,6","26,2","21,5",
05/12/2011 23.00,"0,6","14,7","12,4",
06/12/2011 0.00,"0,6",11,"9,2",
06/12/2011 1.00,,"9,4","7,6",
06/12/2011 2.00,"0,8",,,
06/12/2011 3.00,"0,6","4,7","3,3",
06/12/2011 4.00,"0,6","4,1","2,7",
06/12/2011 5.00,"0,6",5,"3,6",
06/12/2011 6.00,"0,6","10,7","8,9",
06/12/2011 7.00,"0,6","36,3","29,4",
06/12/2011 8.00,"0,6","42,1","35,3",
06/12/2011 9.00,1,"103,6","59,5",
06/12/2011 10.00,"0,9","84,6","51,3",
06/12/2011 11.00,"0,6","38,6","26,5",
06/12/2011 12.00,"1,5","40,8","26,5",
06/12/2011 13.00,2,"39,4","25,2",
06/12/2011 14.00,"3,3","42,8","28,9",
06/12/2011 15.00,"1,7",44,33,
06/12/2011 16.00,"0,9","49,7","33,3",
06/12/2011 17.00,"1,7",153,"80,2",
06/12/2011 18.00,"2,5","236,7","102,1",
06/12/2011 19.00,3,"273,9","108,7",
06/12/2011 20.00,"3,7","294,3","105,2",
06/12/2011 21.00,1,"104,2","70,3",
06/12/2011 22.00,1,"108,9","68,9",
06/12/2011 23.00,"0,6","72,4","50,8",
07/12/2011 0.00,"0,6","23,2","15,4",
07/12/2011 1.00,"0,6","17,4","12,9",
07/12/2011 2.00,"0,6","26,3","19,3",
07/12/2011 3.00,"0,6","8,4","6,9",
07/12/2011 4.00,"0,6","6,4",5,
07/12/2011 5.00,"0,6","5,1","3,7",
07/12/2011 6.00,"0,5","14,2","11,9",
07/12/2011 7.00,"0,6",30,"25,5",
07/12/2011 8.00,"0,3","63,4","46,6",
07/12/2011 9.00,"0,6","95,1","54,8",
07/12/2011 10.00,"0,6","52,7",34,
07/12/2011 11.00,"0,6","22,3","15,3",
07/12/2011 12.00,"0,6","20,8","14,3",
07/12/2011 13.00,"0,9","17,5","11,7",
07/12/2011 14.00,"0,5","39,9","21,6",
07/12/2011 15.00,"0,2","27,6","18,7",
07/12/2011 16.00,"0,4","25,3","18,6",
07/12/2011 17.00,"0,4",85,59,
07/12/2011 18.00,,,,
07/12/2011 19.00,,,,
07/12/2011 20.00,,,,
07/12/2011 21.00,,,,
07/12/2011 22.00,,,,
07/12/2011 23.00,,,,
08/12/2011 0.00,,,,
08/12/2011 1.00,,,,
08/12/2011 2.00,,,,
08/12/2011 3.00,,,,
08/12/2011 4.00,,,,
08/12/2011 5.00,,,,
08/12/2011 6.00,,,,
08/12/2011 7.00,,,,
08/12/2011 8.00,,,,
08/12/2011 9.00,,,,
08/12/2011 10.00,,,,
08/12/2011 11.00,,,,
08/12/2011 12.00,,,,
08/12/2011 13.00,,,,
08/12/2011 14.00,,,,
08/12/2011 15.00,,,,
08/12/2011 16.00,,,,
08/12/2011 17.00,,,,
08/12/2011 18.00,,,,
08/12/2011 19.00,,,,
08/12/2011 20.00,,,,
08/12/2011 21.00,,,,
08/12/2011 22.00,,,,
08/12/2011 23.00,,,,
09/12/2011 0.00,,,,
09/12/2011 1.00,,,,
09/12/2011 2.00,,,,
09/12/2011 3.00,,,,
09/12/2011 4.00,,,,
09/12/2011 5.00,,,,
09/12/2011 6.00,,,,
09/12/2011 7.00,,,,
09/12/2011 8.00,,,,
09/12/2011 9.00,,,,
09/12/2011 10.00,,,,
09/12/2011 11.00,,,,
09/12/2011 12.00,,,,
09/12/2011 13.00,,,,
09/12/2011 14.00,,,,
09/12/2011 15.00,,,,
09/12/2011 16.00,,,,
09/12/2011 17.00,,,,
09/12/2011 18.00,,,,
09/12/2011 19.00,,,,
09/12/2011 20.00,,,,
09/12/2011 21.00,,,,
09/12/2011 22.00,,,,
09/12/2011 23.00,,,,
10/12/2011 0.00,,,,
10/12/2011 1.00,,,,
10/12/2011 2.00,,,,
10/12/2011 3.00,,,,
10/12/2011 4.00,,,,
10/12/2011 5.00,,,,
10/12/2011 6.00,,,,
10/12/2011 7.00,,,,
10/12/2011 8.00,,,,
10/12/2011 9.00,,,,
10/12/2011 10.00,,,,
10/12/2011 11.00,,,,
10/12/2011 12.00,,,,
10/12/2011 13.00,,,,
10/12/2011 14.00,,,,
10/12/2011 15.00,,,,
10/12/2011 16.00,,,,
10/12/2011 17.00,,,,
10/12/2011 18.00,,,,
10/12/2011 19.00,,,,
10/12/2011 20.00,,,,
10/12/2011 21.00,,,,
10/12/2011 22.00,,,,
10/12/2011 23.00,"0,5","65,4","43,5",
11/12/2011 0.00,"0,5","66,4","43,9",
11/12/2011 1.00,,,,
11/12/2011 2.00,,,,
11/12/2011 3.00,,,,
11/12/2011 4.00,,,,
11/12/2011 5.00,,,,
11/12/2011 6.00,,,,
11/12/2011 7.00,,,,
11/12/2011 8.00,,,,
11/12/2011 9.00,,,,
11/12/2011 10.00,,,,
11/12/2011 11.00,,,,
11/12/2011 12.00,,,,
11/12/2011 13.00,,,,
11/12/2011 14.00,,,,
11/12/2011 15.00,,,,
11/12/2011 16.00,,,,
11/12/2011 17.00,,,,
11/12/2011 18.00,,,,
11/12/2011 19.00,,,,
11/12/2011 20.00,,,,
11/12/2011 21.00,,,,
11/12/2011 22.00,,,,
11/12/2011 23.00,,,,
12/12/2011 0.00,,,,
12/12/2011 1.00,,,,
12/12/2011 2.00,,,,
12/12/2011 3.00,,,,
12/12/2011 4.00,,,,
12/12/2011 5.00,,,,
12/12/2011 6.00,,,,
12/12/2011 7.00,,,,
12/12/2011 8.00,,,,
12/12/2011 9.00,,,,
12/12/2011 10.00,,,,
12/12/2011 11.00,,,,
12/12/2011 12.00,,,,
12/12/2011 13.00,,,,
12/12/2011 14.00,,,,
12/12/2011 15.00,,,,
12/12/2011 16.00,,,,
12/12/2011 17.00,,,,
12/12/2011 18.00,,,,
12/12/2011 19.00,"0,5",,,
12/12/2011 20.00,"0,9","74,9","51,5",
12/12/2011 21.00,"0,5","60,8","43,7",
12/12/2011 22.00,"0,5","32,5","25,9",
12/12/2011 23.00,"0,5","19,7","16,6",
13/12/2011 0.00,"0,5","19,5","16,2",
13/12/2011 1.00,"0,5","15,5","13,5",
13/12/2011 2.00,"0,5",9,"7,5",
13/12/2011 3.00,"0,5","5,8","4,4",
13/12/2011 4.00,"0,5","5,6","4,2",
13/12/2011 5.00,"0,5","10,8","8,1",
13/12/2011 6.00,"0,5","20,9","16,8",
13/12/2011 7.00,"0,5","37,3","30,5",
13/12/2011 8.00,"0,5","92,4","54,3",
13/12/2011 9.00,"0,5","98,1","57,2",
13/12/2011 10.00,"0,6","87,5","53,7",
13/12/2011 11.00,"0,5","84,7","48,8",
13/12/2011 12.00,"0,5","35,1","21,8",
13/12/2011 13.00,"0,5","30,3","18,8",
13/12/2011 14.00,"0,5","30,8","18,1",
13/12/2011 15.00,"0,5","23,2","15,8",
13/12/2011 16.00,"0,5","25,6",16,
13/12/2011 17.00,"0,5","51,3","34,5",
