,Regione Puglia,,,
29/06/2006 12.00,6,"31,93024704",37,"102,55049896"
29/06/2006 13.00,6,"33,14503624",38,"102,55049896"
29/06/2006 14.00,6,"31,00225784",35,"102,55049896"
29/06/2006 15.00,6,"27,81728648",32,"102,55049896"
29/06/2006 16.00,6,"28,24297416",33,"102,55049896"
29/06/2006 17.00,6,"28,46101864",33,"102,55049896"
29/06/2006 18.00,7,"30,84002464",36,"102,55049896"
29/06/2006 19.00,7,"62,30693672",72,"102,55049896"
29/06/2006 20.00,9,"157,53434528",322,"102,55049896"
29/06/2006 21.00,8,"164,58698672",331,"102,55049896"
29/06/2006 22.00,10,"129,82736208",250,"102,55049896"
29/06/2006 23.00,8,"110,07252072",168,"102,55049896"
30/06/2006 0.00,7,"92,81083176",145,"102,55049896"
30/06/2006 1.00,7,"55,63717328",84,"79,79119873"
30/06/2006 2.00,7,"37,21386784",49,"79,79119873"
30/06/2006 3.00,7,"28,37796136",35,"79,79119873"
30/06/2006 4.00,6,"34,14830088",39,"79,79119873"
30/06/2006 5.00,6,"33,4253928",38,"79,79119873"
30/06/2006 6.00,6,"32,76347752",37,"79,79119873"
30/06/2006 7.00,6,"42,28986456",50,"79,79119873"
30/06/2006 8.00,7,"47,48004592",57,"79,79119873"
30/06/2006 9.00,6,"54,02262312",61,"79,79119873"
30/06/2006 10.00,6,"65,09476656",76,"79,79119873"
30/06/2006 11.00,6,"53,49177544",60,"79,79119873"
30/06/2006 12.00,6,"46,96480016",52,"79,79119873"
30/06/2006 13.00,6,"46,91287024",52,"79,79119873"
30/06/2006 14.00,6,"29,8951716",34,"79,79119873"
30/06/2006 15.00,5,"26,45062712",31,"79,79119873"
30/06/2006 16.00,6,"20,14685872",24,"79,79119873"
30/06/2006 17.00,6,"20,99307168",25,"79,79119873"
30/06/2006 18.00,6,"19,49144424",24,"79,79119873"
30/06/2006 19.00,6,"23,08393928",28,"79,79119873"
30/06/2006 20.00,6,"21,60305704",26,"79,79119873"
30/06/2006 21.00,6,"16,78797184",21,"79,79119873"
30/06/2006 22.00,6,"21,9106596",26,"79,79119873"
30/06/2006 23.00,6,"44,48455376",50,"79,79119873"
01/07/2006 0.00,6,"61,97987",73,"79,79119873"
01/07/2006 1.00,,"38,15743984",44,"37,49599075"
01/07/2006 2.00,6,,,"37,49599075"
01/07/2006 3.00,6,"30,16642704",34,"37,49599075"
01/07/2006 4.00,6,"27,421426",32,"37,49599075"
01/07/2006 5.00,6,"25,96002704",30,"37,49599075"
01/07/2006 6.00,6,"27,63817032",32,"37,49599075"
01/07/2006 7.00,6,"33,09182528",38,"37,49599075"
01/07/2006 8.00,6,"40,04842696",45,"37,49599075"
01/07/2006 9.00,6,"44,37683168",50,"37,49599075"
01/07/2006 10.00,6,"50,09005976",55,"37,49599075"
01/07/2006 11.00,6,"43,20225184",48,"37,49599075"
01/07/2006 12.00,6,"34,04446016",39,"37,49599075"
01/07/2006 13.00,6,"36,89330192",42,"37,49599075"
01/07/2006 14.00,6,"23,97168088",28,"37,49599075"
01/07/2006 15.00,6,"21,54466456",26,"37,49599075"
01/07/2006 16.00,6,"20,67250576",25,"37,49599075"
01/07/2006 17.00,5,"24,16247936",28,"37,49599075"
01/07/2006 18.00,6,"28,50904808",33,"37,49599075"
01/07/2006 19.00,6,"32,81668848",37,"37,49599075"
01/07/2006 20.00,6,"41,53449072",47,"37,49599075"
01/07/2006 21.00,6,"53,90581904",60,"37,49599075"
01/07/2006 22.00,6,"44,8596308",50,"37,49599075"
01/07/2006 23.00,6,"38,1003284",43,"37,49599075"
02/07/2006 0.00,6,"32,24303112",37,"37,49599075"
02/07/2006 1.00,6,"30,976312",35,"22,98290062"
02/07/2006 2.00,5,"26,39091536",30,"22,98290062"
02/07/2006 3.00,6,"22,37141336",26,"22,98290062"
02/07/2006 4.00,6,"20,23121616",24,"22,98290062"
02/07/2006 5.00,5,"20,16502272",24,"22,98290062"
02/07/2006 6.00,6,"19,27728112",23,"22,98290062"
02/07/2006 7.00,6,"21,07872928",25,"22,98290062"
02/07/2006 8.00,6,"22,6699148",26,"22,98290062"
02/07/2006 9.00,6,"27,39806136",32,"22,98290062"
02/07/2006 10.00,6,"31,53828704",36,"22,98290062"
02/07/2006 11.00,6,"35,49419592",40,"22,98290062"
02/07/2006 12.00,5,"35,65122848",40,"22,98290062"
02/07/2006 13.00,5,"27,92630872",32,"22,98290062"
02/07/2006 14.00,6,"18,23899438",22,"22,98290062"
02/07/2006 15.00,6,"14,14549989",17,"22,98290062"
02/07/2006 16.00,6,"14,42713749",18,"22,98290062"
02/07/2006 17.00,6,"15,03973655",18,"22,98290062"
02/07/2006 18.00,7,"17,89505234",21,"22,98290062"
02/07/2006 19.00,6,"21,01903664",25,"22,98290062"
02/07/2006 20.00,6,"26,2948756",30,"22,98290062"
02/07/2006 21.00,6,"37,97312304",43,"22,98290062"
02/07/2006 22.00,6,"46,6571976",52,"22,98290062"
02/07/2006 23.00,5,"46,50922792",52,"22,98290062"
03/07/2006 0.00,6,"34,3312984",38,"22,98290062"
03/07/2006 1.00,,"23,62645016",28,"25,09089088"
03/07/2006 2.00,6,,,"25,09089088"
03/07/2006 3.00,6,"16,81782581",20,"25,09089088"
03/07/2006 4.00,6,"15,05271521",18,"25,09089088"
03/07/2006 5.00,6,"16,08581852",19,"25,09089088"
03/07/2006 6.00,5,"20,31297328",24,"25,09089088"
03/07/2006 7.00,6,"27,55769424",32,"25,09089088"
03/07/2006 8.00,6,"40,08605512",47,"25,09089088"
03/07/2006 9.00,6,"44,75060856",51,"25,09089088"
03/07/2006 10.00,6,"43,10101144",49,"25,09089088"
03/07/2006 11.00,5,"36,59738168",42,"25,09089088"
03/07/2006 12.00,5,"30,33774224",35,"25,09089088"
03/07/2006 13.00,5,"28,18198136",32,"25,09089088"
03/07/2006 14.00,6,"18,69324925",22,"25,09089088"
03/07/2006 15.00,6,"18,81005142",22,"25,09089088"
03/07/2006 16.00,6,"20,01837232",24,"25,09089088"
03/07/2006 17.00,6,"22,86201344",27,"25,09089088"
03/07/2006 18.00,5,"29,2890676",34,"25,09089088"
03/07/2006 19.00,6,"32,07041576",37,"25,09089088"
03/07/2006 20.00,7,"37,22036864",42,"25,09089088"
03/07/2006 21.00,6,"41,83559248",47,"25,09089088"
03/07/2006 22.00,6,"31,02562248",35,"25,09089088"
03/07/2006 23.00,5,"28,90748976",33,"25,09089088"
04/07/2006 0.00,5,"24,08850408",28,"25,09089088"
04/07/2006 1.00,6,"24,55832072",29,"24,11396027"
04/07/2006 2.00,6,"19,3330924",23,"24,11396027"
04/07/2006 3.00,6,"18,39993315",23,"24,11396027"
04/07/2006 4.00,6,"18,00148191",22,"24,11396027"
04/07/2006 5.00,6,"18,44795303",22,"24,11396027"
04/07/2006 6.00,5,"19,69000544",23,"24,11396027"
04/07/2006 7.00,5,"28,75563872",33,"24,11396027"
04/07/2006 8.00,6,"41,38524",49,"24,11396027"
04/07/2006 9.00,5,"48,89861608",58,"24,11396027"
04/07/2006 10.00,6,"40,77133504",46,"24,11396027"
04/07/2006 11.00,6,"27,8652968",32,"24,11396027"
04/07/2006 12.00,5,"21,85356728",26,"24,11396027"
04/07/2006 13.00,5,"22,4622716",27,"24,11396027"
04/07/2006 14.00,5,"19,8626208",24,"24,11396027"
04/07/2006 15.00,6,"18,25326554",22,"24,11396027"
04/07/2006 16.00,6,"20,35710224",24,"24,11396027"
04/07/2006 17.00,5,"25,21763568",29,"24,11396027"
04/07/2006 18.00,6,"29,96526552",35,"24,11396027"
04/07/2006 19.00,6,"38,91019424",44,"24,11396027"
04/07/2006 20.00,6,"43,42937832",49,"24,11396027"
04/07/2006 21.00,6,"32,215766",36,"24,11396027"
04/07/2006 22.00,5,"17,1773277",21,"24,11396027"
04/07/2006 23.00,5,"13,85608045",17,"24,11396027"
05/07/2006 0.00,6,"38,1275744",45,"24,11396027"
05/07/2006 1.00,,"44,79345648",51,"30,91777992"
05/07/2006 2.00,6,,,"30,91777992"
05/07/2006 3.00,6,"15,1370803",19,"30,91777992"
05/07/2006 4.00,5,"19,4771616",23,"30,91777992"
05/07/2006 5.00,5,"20,5699652",24,"30,91777992"
05/07/2006 6.00,5,"23,32404824",27,"30,91777992"
05/07/2006 7.00,5,"33,63433616",39,"30,91777992"
05/07/2006 8.00,5,"41,81872864",48,"30,91777992"
05/07/2006 9.00,5,"44,63770496",51,"30,91777992"
05/07/2006 10.00,5,"37,58506352",42,"30,91777992"
05/07/2006 11.00,6,"29,9380004",35,"30,91777992"
05/07/2006 12.00,5,"27,2929396",32,"30,91777992"
05/07/2006 13.00,5,"21,60955784",26,"30,91777992"
05/07/2006 14.00,6,"17,56798754",21,"30,91777992"
05/07/2006 15.00,6,"16,1234658",20,"30,91777992"
05/07/2006 16.00,5,"16,88660618",21,"30,91777992"
05/07/2006 17.00,5,"16,53359362",20,"30,91777992"
05/07/2006 18.00,6,"20,59593016",25,"30,91777992"
05/07/2006 19.00,6,"26,09371408",31,"30,91777992"
05/07/2006 20.00,5,"26,50123776",31,"30,91777992"
05/07/2006 21.00,6,"30,807578",36,"30,91777992"
05/07/2006 22.00,6,"34,8764096",39,"30,91777992"
05/07/2006 23.00,6,"35,87575464",40,"30,91777992"
06/07/2006 0.00,5,"24,5103104",28,"30,91777992"
06/07/2006 1.00,5,"31,16839152",35,"56,30551147"
06/07/2006 2.00,5,"32,96463904",37,"56,30551147"
06/07/2006 3.00,5,"27,2137828",32,"56,30551147"
06/07/2006 4.00,5,"23,81852968",27,"56,30551147"
06/07/2006 5.00,5,"24,30004776",28,"56,30551147"
06/07/2006 6.00,5,"32,06133376",36,"56,30551147"
06/07/2006 7.00,5,"46,29118344",57,"56,30551147"
06/07/2006 8.00,5,"56,06546128",66,"56,30551147"
06/07/2006 9.00,6,"43,02833632",48,"56,30551147"
06/07/2006 10.00,5,"31,9159644",36,"56,30551147"
06/07/2006 11.00,5,"24,00284648",28,"56,30551147"
06/07/2006 12.00,5,"21,32401976",25,"56,30551147"
06/07/2006 13.00,5,"20,01317168",24,"56,30551147"
06/07/2006 14.00,5,"18,26754627",22,"56,30551147"
06/07/2006 15.00,5,"17,02418223",20,"56,30551147"
06/07/2006 16.00,5,"16,89439758",20,"56,30551147"
06/07/2006 17.00,5,"18,78669825",22,"56,30551147"
06/07/2006 18.00,5,"20,76724536",25,"56,30551147"
06/07/2006 19.00,6,"25,93926272",31,"56,30551147"
06/07/2006 20.00,6,"33,49806792",39,"56,30551147"
06/07/2006 21.00,6,"37,51628888",43,"56,30551147"
06/07/2006 22.00,5,"40,45336944",46,"56,30551147"
06/07/2006 23.00,5,"49,12704272",56,"56,30551147"
07/07/2006 0.00,6,"45,71234456",53,"56,30551147"
07/07/2006 1.00,,"37,3319912",44,"51,37945175"
07/07/2006 2.00,6,,,"51,37945175"
07/07/2006 3.00,5,"46,7363544",52,"51,37945175"
07/07/2006 4.00,6,"43,09192944",48,"51,37945175"
07/07/2006 5.00,6,"31,38641688",36,"51,37945175"
07/07/2006 6.00,5,"34,2547228",39,"51,37945175"
07/07/2006 7.00,5,"42,33527456",48,"51,37945175"
07/07/2006 8.00,6,"58,87925608",74,"51,37945175"
07/07/2006 9.00,6,"57,9175392",68,"51,37945175"
07/07/2006 10.00,6,"56,20434896",64,"51,37945175"
07/07/2006 11.00,6,"62,12523936",70,"51,37945175"
07/07/2006 12.00,5,"44,14840504",49,"51,37945175"
07/07/2006 13.00,6,"34,64798296",39,"51,37945175"
07/07/2006 14.00,6,"21,12545856",25,"51,37945175"
07/07/2006 15.00,6,"21,22928016",25,"51,37945175"
07/07/2006 16.00,6,"26,60247816",31,"51,37945175"
07/07/2006 17.00,5,"37,77974336",44,"51,37945175"
07/07/2006 18.00,6,"37,71615024",45,"51,37945175"
07/07/2006 19.00,6,"45,97321784",53,"51,37945175"
07/07/2006 20.00,6,"55,198484",64,"51,37945175"
07/07/2006 21.00,6,"61,37506616",75,"51,37945175"
07/07/2006 22.00,6,"57,52427904",68,"51,37945175"
07/07/2006 23.00,6,"54,11866288",62,"51,37945175"
08/07/2006 0.00,6,"48,99207464",57,"51,37945175"
08/07/2006 1.00,6,"42,89594944",48,"33,41622162"
08/07/2006 2.00,6,"34,30273312",39,"33,41622162"
08/07/2006 3.00,5,"28,24947496",32,"33,41622162"
08/07/2006 4.00,6,"28,03273064",32,"33,41622162"
08/07/2006 5.00,6,"26,30525776",30,"33,41622162"
08/07/2006 6.00,6,"34,66096544",39,"33,41622162"
08/07/2006 7.00,6,"41,12954824",46,"33,41622162"
08/07/2006 8.00,6,"42,93619704",48,"33,41622162"
08/07/2006 9.00,6,"44,06792896",50,"33,41622162"
08/07/2006 10.00,6,"40,86869408",46,"33,41622162"
08/07/2006 11.00,6,"35,25408696",40,"33,41622162"
08/07/2006 12.00,6,"32,14957256",36,"33,41622162"
08/07/2006 13.00,6,"32,78942336",37,"33,41622162"
08/07/2006 14.00,6,"23,48888176",27,"33,41622162"
08/07/2006 15.00,5,"20,07288344",23,"33,41622162"
08/07/2006 16.00,,"20,10791128",29,"33,41622162"
08/07/2006 17.00,9,"22,77893704",27,"33,41622162"
08/07/2006 18.00,6,"26,67645344",31,"33,41622162"
08/07/2006 19.00,6,"27,99248304",32,"33,41622162"
08/07/2006 20.00,6,"33,69014744",38,"33,41622162"
08/07/2006 21.00,6,"33,24497648",38,"33,41622162"
08/07/2006 22.00,6,"28,55837768",33,"33,41622162"
08/07/2006 23.00,6,"30,24690312",35,"33,41622162"
09/07/2006 0.00,6,"25,5693672",30,"33,41622162"
09/07/2006 1.00,,"21,69261512",27,"32,14908981"
09/07/2006 2.00,7,,,"32,14908981"
09/07/2006 3.00,6,"25,40453368",30,"32,14908981"
09/07/2006 4.00,5,"21,75620824",26,"32,14908981"
09/07/2006 5.00,6,"19,78344488",24,"32,14908981"
09/07/2006 6.00,6,"20,03783648",24,"32,14908981"
09/07/2006 7.00,5,"22,93987008",27,"32,14908981"
09/07/2006 8.00,6,"24,1611792",28,"32,14908981"
09/07/2006 9.00,6,"25,29163008",29,"32,14908981"
09/07/2006 10.00,5,"25,08006728",29,"32,14908981"
09/07/2006 11.00,5,"24,01320952",28,"32,14908981"
09/07/2006 12.00,5,"22,01578136",26,"32,14908981"
09/07/2006 13.00,5,"22,97751736",27,"32,14908981"
09/07/2006 14.00,6,"18,01056582",21,"32,14908981"
09/07/2006 15.00,6,"14,25712627",17,"32,14908981"
09/07/2006 16.00,6,"14,43103414",18,"32,14908981"
09/07/2006 17.00,6,"16,11177774",19,"32,14908981"
09/07/2006 18.00,6,"21,66536912",25,"32,14908981"
09/07/2006 19.00,6,"29,02171264",33,"32,14908981"
09/07/2006 20.00,6,"22,29223744",26,"32,14908981"
09/07/2006 21.00,5,"16,07544401",20,"32,14908981"
09/07/2006 22.00,5,"12,19090818",16,"32,14908981"
09/07/2006 23.00,6,"18,83341606",24,"32,14908981"
10/07/2006 0.00,6,"44,14322352",54,"32,14908981"
10/07/2006 1.00,6,"47,41385248",56,"39,27146149"
10/07/2006 2.00,6,"34,79853384",40,"39,27146149"
10/07/2006 3.00,6,"21,4304608",26,"39,27146149"
10/07/2006 4.00,6,"18,0780556",22,"39,27146149"
10/07/2006 5.00,5,"18,91258433",23,"39,27146149"
10/07/2006 6.00,5,"19,9638612",24,"39,27146149"
10/07/2006 7.00,5,"28,20664616",33,"39,27146149"
10/07/2006 8.00,,,,"39,27146149"
10/07/2006 9.00,6,"36,98934168",43,"39,27146149"
10/07/2006 10.00,5,"33,7498592",39,"39,27146149"
10/07/2006 11.00,5,"30,92828256",35,"39,27146149"
10/07/2006 12.00,5,"27,2410288",32,"39,27146149"
10/07/2006 13.00,5,"24,48304528",29,"39,27146149"
10/07/2006 14.00,5,"20,12739456",24,"39,27146149"
10/07/2006 15.00,6,"19,85873944",23,"39,27146149"
10/07/2006 16.00,6,"20,23381648",24,"39,27146149"
10/07/2006 17.00,6,"22,52586472",26,"39,27146149"
10/07/2006 18.00,6,"32,49352224",37,"39,27146149"
10/07/2006 19.00,6,"29,26312176",34,"39,27146149"
10/07/2006 20.00,5,"30,25078448",36,"39,27146149"
10/07/2006 21.00,6,"30,32217856",35,"39,27146149"
10/07/2006 22.00,5,"28,43637296",33,"39,27146149"
10/07/2006 23.00,6,"26,47657296",31,"39,27146149"
11/07/2006 0.00,6,"24,12353192",28,"39,27146149"
11/07/2006 1.00,,"26,78677584",32,"40,68199158"
11/07/2006 2.00,7,,,"40,68199158"
11/07/2006 3.00,6,"19,91583176",24,"40,68199158"
11/07/2006 4.00,6,"18,11309682",22,"40,68199158"
11/07/2006 5.00,6,"18,60758974",22,"40,68199158"
11/07/2006 6.00,5,"25,0852488",29,"40,68199158"
11/07/2006 7.00,6,"38,231396",44,"40,68199158"
11/07/2006 8.00,7,"46,64681544",53,"40,68199158"
11/07/2006 9.00,7,"40,73110656",46,"40,68199158"
11/07/2006 10.00,6,"34,76348688",40,"40,68199158"
11/07/2006 11.00,6,"29,35786136",34,"40,68199158"
11/07/2006 12.00,6,"27,78614",32,"40,68199158"
11/07/2006 13.00,6,"24,61543216",28,"40,68199158"
11/07/2006 14.00,6,"19,92231344",23,"40,68199158"
11/07/2006 15.00,6,"18,18577577",22,"40,68199158"
11/07/2006 16.00,6,"19,4031672",23,"40,68199158"
11/07/2006 17.00,6,"23,24359128",27,"40,68199158"
11/07/2006 18.00,6,"28,46491912",33,"40,68199158"
11/07/2006 19.00,6,"31,65769144",36,"40,68199158"
11/07/2006 20.00,6,"37,4358128",42,"40,68199158"
11/07/2006 21.00,6,"41,18277832",46,"40,68199158"
11/07/2006 22.00,6,"33,4617208",37,"40,68199158"
11/07/2006 23.00,6,"30,19237288",34,"40,68199158"
12/07/2006 0.00,6,"32,03925016",36,"40,68199158"
12/07/2006 1.00,6,"28,50254728",32,"37,71210098"
12/07/2006 2.00,6,"22,44928912",26,"37,71210098"
12/07/2006 3.00,6,"18,14424522",21,"37,71210098"
12/07/2006 4.00,6,"17,65624928",21,"37,71210098"
12/07/2006 5.00,6,"19,24871584",22,"37,71210098"
12/07/2006 6.00,6,"23,11898624",26,"37,71210098"
12/07/2006 7.00,6,"36,79986248",41,"37,71210098"
12/07/2006 8.00,6,"49,4891564",55,"37,71210098"
12/07/2006 9.00,6,"49,3178412",54,"37,71210098"
12/07/2006 10.00,6,"40,8310468",46,"37,71210098"
12/07/2006 11.00,6,"30,39485368",35,"37,71210098"
12/07/2006 12.00,6,"19,64977696",23,"37,71210098"
12/07/2006 13.00,6,"16,72307474",20,"37,71210098"
12/07/2006 14.00,6,"14,07022827",17,"37,71210098"
12/07/2006 15.00,6,"15,98848434",19,"37,71210098"
12/07/2006 16.00,6,"18,41420432",22,"37,71210098"
12/07/2006 17.00,7,"21,2708088",25,"37,71210098"
12/07/2006 18.00,6,"24,58298552",28,"37,71210098"
12/07/2006 19.00,6,"26,40129752",31,"37,71210098"
12/07/2006 20.00,6,"27,80950464",33,"37,71210098"
12/07/2006 21.00,6,"25,60959568",30,"37,71210098"
12/07/2006 22.00,6,"22,39995952",26,"37,71210098"
12/07/2006 23.00,6,"30,3117964",34,"37,71210098"
13/07/2006 0.00,6,"35,94974904",41,"37,71210098"
13/07/2006 1.00,,"32,49610344",38,"46,7256813"
13/07/2006 2.00,6,,,"46,7256813"
13/07/2006 3.00,6,"21,5680292",25,"46,7256813"
13/07/2006 4.00,6,"18,2766321",21,"46,7256813"
13/07/2006 5.00,6,"18,45054762",21,"46,7256813"
13/07/2006 6.00,6,"22,813984",26,"46,7256813"
13/07/2006 7.00,6,"40,98547904",46,"46,7256813"
13/07/2006 8.00,7,"54,79614184",62,"46,7256813"
13/07/2006 9.00,6,"52,35356184",58,"46,7256813"
13/07/2006 10.00,6,"39,21909696",44,"46,7256813"
13/07/2006 11.00,6,"31,70050112",36,"46,7256813"
13/07/2006 12.00,6,"29,44610016",34,"46,7256813"
13/07/2006 13.00,6,"29,40457152",33,"46,7256813"
13/07/2006 14.00,6,"22,04304648",26,"46,7256813"
13/07/2006 15.00,6,"18,46352627",22,"46,7256813"
13/07/2006 16.00,6,"19,44601512",23,"46,7256813"
13/07/2006 17.00,7,"23,20074336",27,"46,7256813"
13/07/2006 18.00,6,"28,6310528",33,"46,7256813"
13/07/2006 19.00,7,"30,08076944",35,"46,7256813"
13/07/2006 20.00,7,"34,97374952",40,"46,7256813"
13/07/2006 21.00,6,"43,27364592",48,"46,7256813"
13/07/2006 22.00,6,"50,70396472",56,"46,7256813"
13/07/2006 23.00,6,"46,5040464",52,"46,7256813"
14/07/2006 0.00,6,"39,1074744",44,"46,7256813"
14/07/2006 1.00,6,"53,27763144",64,"40,56708145"
14/07/2006 2.00,6,"48,8493056",55,"40,56708145"
14/07/2006 3.00,6,"28,49216512",32,"40,56708145"
14/07/2006 4.00,7,"21,638104",25,"40,56708145"
14/07/2006 5.00,6,"20,07288344",23,"40,56708145"
14/07/2006 6.00,7,"23,20854432",26,"40,56708145"
14/07/2006 7.00,7,"34,38580952",38,"40,56708145"
14/07/2006 8.00,7,"49,29447656",55,"40,56708145"
14/07/2006 9.00,6,"51,46450096",58,"40,56708145"
14/07/2006 10.00,6,"43,800574",49,"40,56708145"
14/07/2006 11.00,6,"45,0621116",51,"40,56708145"
14/07/2006 12.00,6,"39,96795088",45,"40,56708145"
14/07/2006 13.00,6,"28,25205616",32,"40,56708145"
14/07/2006 14.00,6,"20,55958304",24,"40,56708145"
14/07/2006 15.00,6,"17,60563482",21,"40,56708145"
14/07/2006 16.00,6,"18,89701109",23,"40,56708145"
14/07/2006 17.00,6,"23,7692192",28,"40,56708145"
14/07/2006 18.00,7,"24,4856456",29,"40,56708145"
14/07/2006 19.00,6,"26,19883584",31,"40,56708145"
14/07/2006 20.00,,"28,30918672",37,"40,56708145"
14/07/2006 21.00,,"37,19960432",42,"40,56708145"
14/07/2006 22.00,6,"35,31637992",40,"40,56708145"
14/07/2006 23.00,7,"31,16319088",36,"40,56708145"
15/07/2006 0.00,8,"31,94581072",36,"40,56708145"
15/07/2006 1.00,,"29,9561644",35,"36,73857117"
15/07/2006 2.00,8,,,"36,73857117"
15/07/2006 3.00,7,"20,8853496",24,"36,73857117"
15/07/2006 4.00,6,"18,95671902",22,"36,73857117"
15/07/2006 5.00,6,"18,71790449",22,"36,73857117"
15/07/2006 6.00,6,"21,77827272",25,"36,73857117"
15/07/2006 7.00,6,"33,15801872",37,"36,73857117"
15/07/2006 8.00,6,"41,13602992",46,"36,73857117"
15/07/2006 9.00,6,"43,56046504",48,"36,73857117"
15/07/2006 10.00,7,"49,20231816",54,"36,73857117"
15/07/2006 11.00,6,"43,85508512",49,"36,73857117"
15/07/2006 12.00,6,"37,77196152",43,"36,73857117"
15/07/2006 13.00,6,"31,6070808",36,"36,73857117"
15/07/2006 14.00,6,"19,57968304",23,"36,73857117"
15/07/2006 15.00,6,"16,03391154",19,"36,73857117"
15/07/2006 16.00,,"17,49012325",23,"36,73857117"
15/07/2006 17.00,8,"19,93141456",24,"36,73857117"
15/07/2006 18.00,6,"25,0761668",30,"36,73857117"
15/07/2006 19.00,7,"28,26503864",33,"36,73857117"
15/07/2006 20.00,7,"31,94451056",37,"36,73857117"
15/07/2006 21.00,6,"36,8725376",42,"36,73857117"
15/07/2006 22.00,6,"39,4007752",44,"36,73857117"
15/07/2006 23.00,7,"43,61627632",50,"36,73857117"
16/07/2006 0.00,7,"35,14636488",40,"36,73857117"
16/07/2006 1.00,6,"31,0528876",35,"33,59774017"
16/07/2006 2.00,6,"26,44154512",30,"33,59774017"
16/07/2006 3.00,6,"22,394778",26,"33,59774017"
16/07/2006 4.00,6,"19,54205488",23,"33,59774017"
16/07/2006 5.00,6,"19,62121168",23,"33,59774017"
16/07/2006 6.00,6,"20,34802024",24,"33,59774017"
16/07/2006 7.00,6,"21,70949808",25,"33,59774017"
16/07/2006 8.00,,"20,74388072",25,"33,59774017"
16/07/2006 9.00,9,"23,2306088",27,"33,59774017"
16/07/2006 10.00,6,"25,43698032",29,"33,59774017"
16/07/2006 11.00,6,"22,99568136",27,"33,59774017"
16/07/2006 12.00,6,"22,6764156",26,"33,59774017"
16/07/2006 13.00,6,"22,59593952",26,"33,59774017"
16/07/2006 14.00,6,"16,44663586",20,"33,59774017"
16/07/2006 15.00,6,"13,29409776",16,"33,59774017"
16/07/2006 16.00,6,"11,93652231",15,"33,59774017"
16/07/2006 17.00,6,"13,31616033",16,"33,59774017"
16/07/2006 18.00,6,"16,50503217",20,"33,59774017"
16/07/2006 19.00,6,"19,99500768",23,"33,59774017"
16/07/2006 20.00,6,"25,11121376",28,"33,59774017"
16/07/2006 21.00,6,"32,6687188",36,"33,59774017"
16/07/2006 22.00,7,"39,05296328",43,"33,59774017"
16/07/2006 23.00,6,"38,89203024",43,"33,59774017"
17/07/2006 0.00,6,"30,21833784",33,"33,59774017"
17/07/2006 1.00,,"21,8224208",26,"33,69514084"
17/07/2006 2.00,6,,,"33,69514084"
17/07/2006 3.00,7,"15,23312388",18,"33,69514084"
17/07/2006 4.00,6,"15,47192694",18,"33,69514084"
17/07/2006 5.00,6,"16,87752418",20,"33,69514084"
17/07/2006 6.00,6,"19,58618384",23,"33,69514084"
17/07/2006 7.00,6,"30,2443028",35,"33,69514084"
17/07/2006 8.00,6,"43,25418176",48,"33,69514084"
17/07/2006 9.00,7,"45,24380896",50,"33,69514084"
17/07/2006 10.00,6,"38,36120168",43,"33,69514084"
17/07/2006 11.00,6,"39,81870016",44,"33,69514084"
17/07/2006 12.00,6,"33,81345232",38,"33,69514084"
17/07/2006 13.00,6,"32,27157728",37,"33,69514084"
17/07/2006 14.00,6,"23,68744296",27,"33,69514084"
17/07/2006 15.00,7,"17,78992867",21,"33,69514084"
17/07/2006 16.00,6,"19,13841256",22,"33,69514084"
17/07/2006 17.00,6,"23,73937288",27,"33,69514084"
17/07/2006 18.00,7,"34,22227616",38,"33,69514084"
17/07/2006 19.00,6,"33,5447972",37,"33,69514084"
17/07/2006 20.00,7,"32,1820192",36,"33,69514084"
17/07/2006 21.00,6,"32,84393448",36,"33,69514084"
17/07/2006 22.00,6,"27,21118248",30,"33,69514084"
17/07/2006 23.00,6,"19,77176256",23,"33,69514084"
18/07/2006 0.00,6,"21,43564232",24,"33,69514084"
18/07/2006 1.00,6,"21,98853536",25,"38,23307037"
18/07/2006 2.00,6,"16,7451373",20,"38,23307037"
18/07/2006 3.00,6,"17,01640039",21,"38,23307037"
18/07/2006 4.00,6,"18,28701617",21,"38,23307037"
18/07/2006 5.00,6,"16,63222988",20,"38,23307037"
18/07/2006 6.00,6,"20,28702744",23,"38,23307037"
18/07/2006 7.00,6,"30,91269976",35,"38,23307037"
18/07/2006 8.00,6,"42,87130376",48,"38,23307037"
18/07/2006 9.00,6,"53,82924344",60,"38,23307037"
18/07/2006 10.00,6,"49,201018",54,"38,23307037"
18/07/2006 11.00,7,"41,51760776",46,"38,23307037"
18/07/2006 12.00,6,"34,5701072",38,"38,23307037"
18/07/2006 13.00,6,"29,95486424",34,"38,23307037"
18/07/2006 14.00,6,"22,86201344",26,"38,23307037"
18/07/2006 15.00,6,"18,47779935",22,"38,23307037"
18/07/2006 16.00,6,"18,90350042",22,"38,23307037"
18/07/2006 17.00,7,"21,58879352",25,"38,23307037"
18/07/2006 18.00,7,"23,15273304",27,"38,23307037"
18/07/2006 19.00,6,"31,68753776",35,"38,23307037"
18/07/2006 20.00,7,"33,40202816",37,"38,23307037"
18/07/2006 21.00,7,"35,87835496",39,"38,23307037"
18/07/2006 22.00,7,"32,64017264",36,"38,23307037"
18/07/2006 23.00,6,"21,33700224",24,"38,23307037"
19/07/2006 0.00,6,"17,7107604",21,"38,23307037"
