,Provincia di TARANTO
19/05/2014 07.00.00,42
19/05/2014 08.00.00,53
19/05/2014 09.00.00,29
19/05/2014 10.00.00,27
19/05/2014 11.00.00,17
19/05/2014 12.00.00,18
19/05/2014 13.00.00,19
19/05/2014 14.00.00,12
19/05/2014 15.00.00,15
19/05/2014 16.00.00,16
19/05/2014 17.00.00,36
19/05/2014 18.00.00,30
19/05/2014 19.00.00,27
19/05/2014 20.00.00,29
19/05/2014 21.00.00,11
19/05/2014 22.00.00,8
19/05/2014 23.00.00,9
20/05/2014 00.00.00,6
20/05/2014 01.00.00,4
20/05/2014 02.00.00,2
20/05/2014 03.00.00,2
20/05/2014 04.00.00,3
20/05/2014 05.00.00,9
20/05/2014 06.00.00,36
20/05/2014 07.00.00,36
20/05/2014 08.00.00,43
20/05/2014 09.00.00,27
20/05/2014 10.00.00,21
20/05/2014 11.00.00,14
20/05/2014 12.00.00,18
20/05/2014 13.00.00,17
20/05/2014 14.00.00,12
20/05/2014 15.00.00,14
20/05/2014 16.00.00,16
20/05/2014 17.00.00,25
20/05/2014 18.00.00,28
20/05/2014 19.00.00,34
20/05/2014 20.00.00,29
20/05/2014 21.00.00,44
20/05/2014 22.00.00,13
20/05/2014 23.00.00,21
21/05/2014 00.00.00,14
21/05/2014 01.00.00,6
21/05/2014 02.00.00,4
21/05/2014 03.00.00,5
21/05/2014 04.00.00,7
21/05/2014 05.00.00,11
21/05/2014 06.00.00,59
21/05/2014 07.00.00,58
21/05/2014 08.00.00,35
21/05/2014 09.00.00,25
21/05/2014 10.00.00,20
21/05/2014 11.00.00,16
21/05/2014 12.00.00,22
21/05/2014 13.00.00,21
21/05/2014 14.00.00,10
21/05/2014 15.00.00,13
21/05/2014 16.00.00,16
21/05/2014 17.00.00,17
21/05/2014 18.00.00,27
21/05/2014 19.00.00,36
21/05/2014 20.00.00,36
21/05/2014 21.00.00,22
21/05/2014 22.00.00,12
21/05/2014 23.00.00,19
22/05/2014 00.00.00,22
22/05/2014 01.00.00,23
22/05/2014 02.00.00,26
22/05/2014 03.00.00,9
22/05/2014 04.00.00,5
22/05/2014 05.00.00,20
22/05/2014 06.00.00,31
22/05/2014 07.00.00,79
22/05/2014 08.00.00,38
22/05/2014 09.00.00,30
22/05/2014 10.00.00,22
22/05/2014 11.00.00,16
22/05/2014 12.00.00,18
22/05/2014 13.00.00,22
22/05/2014 14.00.00,13
22/05/2014 15.00.00,13
22/05/2014 16.00.00,18
22/05/2014 17.00.00,30
22/05/2014 18.00.00,27
22/05/2014 19.00.00,44
22/05/2014 20.00.00,44
22/05/2014 21.00.00,31
22/05/2014 22.00.00,25
22/05/2014 23.00.00,27
23/05/2014 00.00.00,27
23/05/2014 01.00.00,4
23/05/2014 02.00.00,3
23/05/2014 03.00.00,4
23/05/2014 04.00.00,10
23/05/2014 05.00.00,22
23/05/2014 06.00.00,46
23/05/2014 07.00.00,82
23/05/2014 08.00.00,48
23/05/2014 09.00.00,21
23/05/2014 10.00.00,19
23/05/2014 11.00.00,15
23/05/2014 12.00.00,26
23/05/2014 13.00.00,27
23/05/2014 14.00.00,16
23/05/2014 15.00.00,13
23/05/2014 16.00.00,19
23/05/2014 17.00.00,24
23/05/2014 18.00.00,24
23/05/2014 19.00.00,39
23/05/2014 20.00.00,32
23/05/2014 21.00.00,26
23/05/2014 22.00.00,14
23/05/2014 23.00.00,14
24/05/2014 00.00.00,22
24/05/2014 01.00.00,10
24/05/2014 02.00.00,7
24/05/2014 03.00.00,5
24/05/2014 04.00.00,3
24/05/2014 05.00.00,5
24/05/2014 06.00.00,7
24/05/2014 07.00.00,26
24/05/2014 08.00.00,33
24/05/2014 09.00.00,20
24/05/2014 10.00.00,23
24/05/2014 11.00.00,21
24/05/2014 12.00.00,20
24/05/2014 13.00.00,14
24/05/2014 14.00.00,6
24/05/2014 15.00.00,6
24/05/2014 16.00.00,8
24/05/2014 17.00.00,15
24/05/2014 18.00.00,15
24/05/2014 19.00.00,25
24/05/2014 20.00.00,33
24/05/2014 21.00.00,16
24/05/2014 22.00.00,13
24/05/2014 23.00.00,14
25/05/2014 00.00.00,25
25/05/2014 01.00.00,13
25/05/2014 02.00.00,21
25/05/2014 03.00.00,7
25/05/2014 04.00.00,6
25/05/2014 05.00.00,11
25/05/2014 06.00.00,11
25/05/2014 07.00.00,15
25/05/2014 08.00.00,27
25/05/2014 09.00.00,19
25/05/2014 10.00.00,14
25/05/2014 11.00.00,12
25/05/2014 12.00.00,11
25/05/2014 13.00.00,11
25/05/2014 14.00.00,7
25/05/2014 15.00.00,5
25/05/2014 16.00.00,6
25/05/2014 17.00.00,10
25/05/2014 18.00.00,14
25/05/2014 19.00.00,12
25/05/2014 20.00.00,23
25/05/2014 21.00.00,15
25/05/2014 22.00.00,18
25/05/2014 23.00.00,12
26/05/2014 00.00.00,9
26/05/2014 01.00.00,4
26/05/2014 02.00.00,4
26/05/2014 03.00.00,4
26/05/2014 04.00.00,5
26/05/2014 05.00.00,13
26/05/2014 06.00.00,13
26/05/2014 07.00.00,16
26/05/2014 08.00.00,32
26/05/2014 09.00.00,35
26/05/2014 10.00.00,26
26/05/2014 11.00.00,22
26/05/2014 12.00.00,18
26/05/2014 13.00.00,20
26/05/2014 14.00.00,17
26/05/2014 15.00.00,28
26/05/2014 16.00.00,23
26/05/2014 17.00.00,29
26/05/2014 18.00.00,22
26/05/2014 19.00.00,44
26/05/2014 20.00.00,24
26/05/2014 21.00.00,33
26/05/2014 22.00.00,18
26/05/2014 23.00.00,8
27/05/2014 00.00.00,8
27/05/2014 01.00.00,5
27/05/2014 02.00.00,4
27/05/2014 03.00.00,3
27/05/2014 04.00.00,3
27/05/2014 05.00.00,11
27/05/2014 06.00.00,25
27/05/2014 07.00.00,33
27/05/2014 08.00.00,19
27/05/2014 09.00.00,18
27/05/2014 10.00.00,18
27/05/2014 11.00.00,18
27/05/2014 12.00.00,18
27/05/2014 13.00.00,15
27/05/2014 14.00.00,9
27/05/2014 15.00.00,17
27/05/2014 16.00.00,16
27/05/2014 17.00.00,19
27/05/2014 18.00.00,23
27/05/2014 19.00.00,32
27/05/2014 20.00.00,27
27/05/2014 21.00.00,13
27/05/2014 22.00.00,7
27/05/2014 23.00.00,5
28/05/2014 00.00.00,4
28/05/2014 01.00.00,2
28/05/2014 02.00.00,2
28/05/2014 03.00.00,2
28/05/2014 04.00.00,3
28/05/2014 05.00.00,4
28/05/2014 06.00.00,10
28/05/2014 07.00.00,13
28/05/2014 08.00.00,25
28/05/2014 09.00.00,17
28/05/2014 10.00.00,15
28/05/2014 11.00.00,21
28/05/2014 12.00.00,18
28/05/2014 13.00.00,18
28/05/2014 14.00.00,9
28/05/2014 15.00.00,11
28/05/2014 16.00.00,12
28/05/2014 17.00.00,23
28/05/2014 18.00.00,25
28/05/2014 19.00.00,19
28/05/2014 20.00.00,21
28/05/2014 21.00.00,14
28/05/2014 22.00.00,10
28/05/2014 23.00.00,16
29/05/2014 00.00.00,10
29/05/2014 01.00.00,4
29/05/2014 02.00.00,3
29/05/2014 03.00.00,2
29/05/2014 04.00.00,2
29/05/2014 05.00.00,3
29/05/2014 06.00.00,14
29/05/2014 07.00.00,25
29/05/2014 08.00.00,50
29/05/2014 09.00.00,28
29/05/2014 10.00.00,24
29/05/2014 11.00.00,23
29/05/2014 12.00.00,22
29/05/2014 13.00.00,42
29/05/2014 14.00.00,11
29/05/2014 15.00.00,18
29/05/2014 16.00.00,24
29/05/2014 17.00.00,50
29/05/2014 18.00.00,38
29/05/2014 19.00.00,41
29/05/2014 20.00.00,56
29/05/2014 21.00.00,50
29/05/2014 22.00.00,39
29/05/2014 23.00.00,16
30/05/2014 00.00.00,10
30/05/2014 01.00.00,19
30/05/2014 02.00.00,4
30/05/2014 03.00.00,3
30/05/2014 04.00.00,4
30/05/2014 05.00.00,10
30/05/2014 06.00.00,17
30/05/2014 07.00.00,30
30/05/2014 08.00.00,24
30/05/2014 09.00.00,18
30/05/2014 10.00.00,19
30/05/2014 11.00.00,18
30/05/2014 12.00.00,31
30/05/2014 13.00.00,22
30/05/2014 14.00.00,14
30/05/2014 15.00.00,14
30/05/2014 16.00.00,23
30/05/2014 17.00.00,26
30/05/2014 18.00.00,28
30/05/2014 19.00.00,29
30/05/2014 20.00.00,25
30/05/2014 21.00.00,15
30/05/2014 22.00.00,9
30/05/2014 23.00.00,14
31/05/2014 00.00.00,22
31/05/2014 01.00.00,11
31/05/2014 02.00.00,3
31/05/2014 03.00.00,2
31/05/2014 04.00.00,3
31/05/2014 05.00.00,8
31/05/2014 06.00.00,10
31/05/2014 07.00.00,13
31/05/2014 08.00.00,15
31/05/2014 09.00.00,13
31/05/2014 10.00.00,14
31/05/2014 11.00.00,14
31/05/2014 12.00.00,15
31/05/2014 13.00.00,11
31/05/2014 14.00.00,10
31/05/2014 15.00.00,12
31/05/2014 16.00.00,12
31/05/2014 17.00.00,20
31/05/2014 18.00.00,18
31/05/2014 19.00.00,34
31/05/2014 20.00.00,35
31/05/2014 21.00.00,45
31/05/2014 22.00.00,47
31/05/2014 23.00.00,26
01/06/2014 00.00.00,18
01/06/2014 01.00.00,10
01/06/2014 02.00.00,6
01/06/2014 03.00.00,2
01/06/2014 04.00.00,3
01/06/2014 05.00.00,2
01/06/2014 06.00.00,5
01/06/2014 07.00.00,5
01/06/2014 08.00.00,7
01/06/2014 09.00.00,7
01/06/2014 10.00.00,10
01/06/2014 11.00.00,8
01/06/2014 12.00.00,14
01/06/2014 13.00.00,9
01/06/2014 14.00.00,3
01/06/2014 15.00.00,3
01/06/2014 16.00.00,5
01/06/2014 17.00.00,10
01/06/2014 18.00.00,16
01/06/2014 19.00.00,16
01/06/2014 20.00.00,21
01/06/2014 21.00.00,25
01/06/2014 22.00.00,15
01/06/2014 23.00.00,12
02/06/2014 00.00.00,14
02/06/2014 01.00.00,7
02/06/2014 02.00.00,3
02/06/2014 03.00.00,3
02/06/2014 04.00.00,2
02/06/2014 05.00.00,3
02/06/2014 06.00.00,6
02/06/2014 07.00.00,10
02/06/2014 08.00.00,12
02/06/2014 09.00.00,11
02/06/2014 10.00.00,8
02/06/2014 11.00.00,12
02/06/2014 12.00.00,13
02/06/2014 13.00.00,11
02/06/2014 14.00.00,8
02/06/2014 15.00.00,8
02/06/2014 16.00.00,10
02/06/2014 17.00.00,11
02/06/2014 18.00.00,14
02/06/2014 19.00.00,19
02/06/2014 20.00.00,26
02/06/2014 21.00.00,17
02/06/2014 22.00.00,14
02/06/2014 23.00.00,12
03/06/2014 00.00.00,7
03/06/2014 01.00.00,5
03/06/2014 02.00.00,2
03/06/2014 03.00.00,8
03/06/2014 04.00.00,2
03/06/2014 05.00.00,5
03/06/2014 06.00.00,9
03/06/2014 07.00.00,20
03/06/2014 08.00.00,37
03/06/2014 09.00.00,32
03/06/2014 10.00.00,35
03/06/2014 11.00.00,29
03/06/2014 12.00.00,24
03/06/2014 13.00.00,27
03/06/2014 14.00.00,15
03/06/2014 15.00.00,14
03/06/2014 16.00.00,23
03/06/2014 17.00.00,30
03/06/2014 18.00.00,30
03/06/2014 19.00.00,23
03/06/2014 20.00.00,23
03/06/2014 21.00.00,14
03/06/2014 22.00.00,9
03/06/2014 23.00.00,4
04/06/2014 00.00.00,3
04/06/2014 01.00.00,3
04/06/2014 02.00.00,1
04/06/2014 03.00.00,2
04/06/2014 04.00.00,2
04/06/2014 05.00.00,2
04/06/2014 06.00.00,11
04/06/2014 07.00.00,18
04/06/2014 08.00.00,34
04/06/2014 09.00.00,19
04/06/2014 10.00.00,17
04/06/2014 11.00.00,17
04/06/2014 12.00.00,15
04/06/2014 13.00.00,15
04/06/2014 14.00.00,7
04/06/2014 15.00.00,7
04/06/2014 16.00.00,
04/06/2014 17.00.00,
04/06/2014 18.00.00,
04/06/2014 19.00.00,
04/06/2014 20.00.00,
04/06/2014 21.00.00,
04/06/2014 22.00.00,
04/06/2014 23.00.00,
05/06/2014 00.00.00,
05/06/2014 01.00.00,
05/06/2014 02.00.00,
05/06/2014 03.00.00,
05/06/2014 04.00.00,
05/06/2014 05.00.00,
05/06/2014 06.00.00,
05/06/2014 07.00.00,
05/06/2014 08.00.00,
05/06/2014 09.00.00,
05/06/2014 10.00.00,
05/06/2014 11.00.00,
05/06/2014 12.00.00,
05/06/2014 13.00.00,11
05/06/2014 14.00.00,
05/06/2014 15.00.00,
05/06/2014 16.00.00,14
05/06/2014 17.00.00,15
05/06/2014 18.00.00,14
05/06/2014 19.00.00,18
05/06/2014 20.00.00,23
05/06/2014 21.00.00,17
05/06/2014 22.00.00,15
05/06/2014 23.00.00,7
06/06/2014 00.00.00,13
06/06/2014 01.00.00,14
06/06/2014 02.00.00,5
06/06/2014 03.00.00,6
06/06/2014 04.00.00,4
06/06/2014 05.00.00,3
06/06/2014 06.00.00,14
06/06/2014 07.00.00,17
06/06/2014 08.00.00,20
06/06/2014 09.00.00,12
06/06/2014 10.00.00,14
06/06/2014 11.00.00,17
06/06/2014 12.00.00,
06/06/2014 13.00.00,17
06/06/2014 14.00.00,9
06/06/2014 15.00.00,9
06/06/2014 16.00.00,15
06/06/2014 17.00.00,18
06/06/2014 18.00.00,22
06/06/2014 19.00.00,17
06/06/2014 20.00.00,13
06/06/2014 21.00.00,9
06/06/2014 22.00.00,4
06/06/2014 23.00.00,3
07/06/2014 00.00.00,3
07/06/2014 01.00.00,3
07/06/2014 02.00.00,2
07/06/2014 03.00.00,2
07/06/2014 04.00.00,2
07/06/2014 05.00.00,2
07/06/2014 06.00.00,5
07/06/2014 07.00.00,12
07/06/2014 08.00.00,15
07/06/2014 09.00.00,12
07/06/2014 10.00.00,12
07/06/2014 11.00.00,10
07/06/2014 12.00.00,10
07/06/2014 13.00.00,8
07/06/2014 14.00.00,5
07/06/2014 15.00.00,4
07/06/2014 16.00.00,5
07/06/2014 17.00.00,6
07/06/2014 18.00.00,14
07/06/2014 19.00.00,14
07/06/2014 20.00.00,15
07/06/2014 21.00.00,11
07/06/2014 22.00.00,4
07/06/2014 23.00.00,6
08/06/2014 00.00.00,6
08/06/2014 01.00.00,5
08/06/2014 02.00.00,3
08/06/2014 03.00.00,2
08/06/2014 04.00.00,2
08/06/2014 05.00.00,2
08/06/2014 06.00.00,3
08/06/2014 07.00.00,3
08/06/2014 08.00.00,6
08/06/2014 09.00.00,7
08/06/2014 10.00.00,9
08/06/2014 11.00.00,11
08/06/2014 12.00.00,10
08/06/2014 13.00.00,7
08/06/2014 14.00.00,6
08/06/2014 15.00.00,4
08/06/2014 16.00.00,5
08/06/2014 17.00.00,4
08/06/2014 18.00.00,7
08/06/2014 19.00.00,8
08/06/2014 20.00.00,9
08/06/2014 21.00.00,5
08/06/2014 22.00.00,11
08/06/2014 23.00.00,4
09/06/2014 00.00.00,7
09/06/2014 01.00.00,2
09/06/2014 02.00.00,2
09/06/2014 03.00.00,2
09/06/2014 04.00.00,2
09/06/2014 05.00.00,2
09/06/2014 06.00.00,10
09/06/2014 07.00.00,24
09/06/2014 08.00.00,22
09/06/2014 09.00.00,24
09/06/2014 10.00.00,16
09/06/2014 11.00.00,26
09/06/2014 12.00.00,22
09/06/2014 13.00.00,18
09/06/2014 14.00.00,13
09/06/2014 15.00.00,14
09/06/2014 16.00.00,20
09/06/2014 17.00.00,21
09/06/2014 18.00.00,32
09/06/2014 19.00.00,30
09/06/2014 20.00.00,25
09/06/2014 21.00.00,10
09/06/2014 22.00.00,6
09/06/2014 23.00.00,8
10/06/2014 00.00.00,3
10/06/2014 01.00.00,2
10/06/2014 02.00.00,1
10/06/2014 03.00.00,2
10/06/2014 04.00.00,2
10/06/2014 05.00.00,2
10/06/2014 06.00.00,43
10/06/2014 07.00.00,35
10/06/2014 08.00.00,22
10/06/2014 09.00.00,14
10/06/2014 10.00.00,17
10/06/2014 11.00.00,15
10/06/2014 12.00.00,13
10/06/2014 13.00.00,13
10/06/2014 14.00.00,9
10/06/2014 15.00.00,8
10/06/2014 16.00.00,13
10/06/2014 17.00.00,17
10/06/2014 18.00.00,20
10/06/2014 19.00.00,26
10/06/2014 20.00.00,21
10/06/2014 21.00.00,12
10/06/2014 22.00.00,7
10/06/2014 23.00.00,14
11/06/2014 00.00.00,8
11/06/2014 01.00.00,8
11/06/2014 02.00.00,2
11/06/2014 03.00.00,3
11/06/2014 04.00.00,3
11/06/2014 05.00.00,8
11/06/2014 06.00.00,18
11/06/2014 07.00.00,12
11/06/2014 08.00.00,18
11/06/2014 09.00.00,16
11/06/2014 10.00.00,16
11/06/2014 11.00.00,15
11/06/2014 12.00.00,15
11/06/2014 13.00.00,11
11/06/2014 14.00.00,7
11/06/2014 15.00.00,9
11/06/2014 16.00.00,12
11/06/2014 17.00.00,19
11/06/2014 18.00.00,17
11/06/2014 19.00.00,25
11/06/2014 20.00.00,30
11/06/2014 21.00.00,8
11/06/2014 22.00.00,5
11/06/2014 23.00.00,4
12/06/2014 00.00.00,4
12/06/2014 01.00.00,3
12/06/2014 02.00.00,4
12/06/2014 03.00.00,4
12/06/2014 04.00.00,1
12/06/2014 05.00.00,2
12/06/2014 06.00.00,7
12/06/2014 07.00.00,12
12/06/2014 08.00.00,22
12/06/2014 09.00.00,18
12/06/2014 10.00.00,16
12/06/2014 11.00.00,23
12/06/2014 12.00.00,23
12/06/2014 13.00.00,17
12/06/2014 14.00.00,11
12/06/2014 15.00.00,11
12/06/2014 16.00.00,16
12/06/2014 17.00.00,24
12/06/2014 18.00.00,26
12/06/2014 19.00.00,26
12/06/2014 20.00.00,15
12/06/2014 21.00.00,20
12/06/2014 22.00.00,8
12/06/2014 23.00.00,6
13/06/2014 00.00.00,9
13/06/2014 01.00.00,6
13/06/2014 02.00.00,3
13/06/2014 03.00.00,1
13/06/2014 04.00.00,1
13/06/2014 05.00.00,9
13/06/2014 06.00.00,36
13/06/2014 07.00.00,31
13/06/2014 08.00.00,22
13/06/2014 09.00.00,17
13/06/2014 10.00.00,14
13/06/2014 11.00.00,14
13/06/2014 12.00.00,19
13/06/2014 13.00.00,13
13/06/2014 14.00.00,9
13/06/2014 15.00.00,7
13/06/2014 16.00.00,10
13/06/2014 17.00.00,15
13/06/2014 18.00.00,21
13/06/2014 19.00.00,27
13/06/2014 20.00.00,22
13/06/2014 21.00.00,8
13/06/2014 22.00.00,5
13/06/2014 23.00.00,9
14/06/2014 00.00.00,6
14/06/2014 01.00.00,4
14/06/2014 02.00.00,6
14/06/2014 03.00.00,6
14/06/2014 04.00.00,3
14/06/2014 05.00.00,5
14/06/2014 06.00.00,21
14/06/2014 07.00.00,14
14/06/2014 08.00.00,20
14/06/2014 09.00.00,12
14/06/2014 10.00.00,13
14/06/2014 11.00.00,
14/06/2014 12.00.00,
14/06/2014 13.00.00,
14/06/2014 14.00.00,
14/06/2014 15.00.00,
14/06/2014 16.00.00,
14/06/2014 17.00.00,
14/06/2014 18.00.00,
14/06/2014 19.00.00,
14/06/2014 20.00.00,
14/06/2014 21.00.00,
14/06/2014 22.00.00,
14/06/2014 23.00.00,
15/06/2014 00.00.00,
15/06/2014 01.00.00,
15/06/2014 02.00.00,
15/06/2014 03.00.00,
15/06/2014 04.00.00,
15/06/2014 05.00.00,
15/06/2014 06.00.00,
15/06/2014 07.00.00,
15/06/2014 08.00.00,
15/06/2014 09.00.00,
15/06/2014 10.00.00,
15/06/2014 11.00.00,
15/06/2014 12.00.00,
15/06/2014 13.00.00,
15/06/2014 14.00.00,
15/06/2014 15.00.00,
15/06/2014 16.00.00,
15/06/2014 17.00.00,
15/06/2014 18.00.00,
15/06/2014 19.00.00,
15/06/2014 20.00.00,
15/06/2014 21.00.00,
15/06/2014 22.00.00,
15/06/2014 23.00.00,
16/06/2014 00.00.00,
16/06/2014 01.00.00,
16/06/2014 02.00.00,
16/06/2014 03.00.00,
16/06/2014 04.00.00,
16/06/2014 05.00.00,
16/06/2014 06.00.00,
16/06/2014 07.00.00,
16/06/2014 08.00.00,
16/06/2014 09.00.00,
16/06/2014 10.00.00,
16/06/2014 11.00.00,
16/06/2014 12.00.00,
16/06/2014 13.00.00,
16/06/2014 14.00.00,
16/06/2014 15.00.00,
16/06/2014 16.00.00,
16/06/2014 17.00.00,
16/06/2014 18.00.00,22
16/06/2014 19.00.00,25
16/06/2014 20.00.00,20
16/06/2014 21.00.00,17
16/06/2014 22.00.00,12
16/06/2014 23.00.00,8
17/06/2014 00.00.00,9
17/06/2014 01.00.00,7
17/06/2014 02.00.00,3
17/06/2014 03.00.00,3
17/06/2014 04.00.00,2
17/06/2014 05.00.00,5
17/06/2014 06.00.00,17
17/06/2014 07.00.00,29
17/06/2014 08.00.00,17
17/06/2014 09.00.00,18
17/06/2014 10.00.00,15
17/06/2014 11.00.00,12
17/06/2014 12.00.00,
17/06/2014 13.00.00,
17/06/2014 14.00.00,9
17/06/2014 15.00.00,9
17/06/2014 16.00.00,
17/06/2014 17.00.00,21
17/06/2014 18.00.00,21
17/06/2014 19.00.00,16
17/06/2014 20.00.00,14
17/06/2014 21.00.00,10
17/06/2014 22.00.00,7
17/06/2014 23.00.00,9
18/06/2014 00.00.00,9
18/06/2014 01.00.00,7
18/06/2014 02.00.00,5
18/06/2014 03.00.00,4
18/06/2014 04.00.00,3
18/06/2014 05.00.00,3
18/06/2014 06.00.00,15
18/06/2014 07.00.00,26
18/06/2014 08.00.00,19
18/06/2014 09.00.00,13
18/06/2014 10.00.00,10
18/06/2014 11.00.00,16
18/06/2014 12.00.00,15
18/06/2014 13.00.00,15
18/06/2014 14.00.00,9
18/06/2014 15.00.00,9
18/06/2014 16.00.00,19
18/06/2014 17.00.00,24
18/06/2014 18.00.00,23
18/06/2014 19.00.00,39
18/06/2014 20.00.00,75
18/06/2014 21.00.00,27
18/06/2014 22.00.00,5
18/06/2014 23.00.00,7
19/06/2014 00.00.00,16
19/06/2014 01.00.00,7
19/06/2014 02.00.00,4
19/06/2014 03.00.00,2
19/06/2014 04.00.00,3
19/06/2014 05.00.00,6
19/06/2014 06.00.00,20
19/06/2014 07.00.00,26
19/06/2014 08.00.00,20
19/06/2014 09.00.00,13
19/06/2014 10.00.00,12
19/06/2014 11.00.00,15
19/06/2014 12.00.00,20
19/06/2014 13.00.00,21
19/06/2014 14.00.00,12
19/06/2014 15.00.00,11
19/06/2014 16.00.00,12
19/06/2014 17.00.00,26
19/06/2014 18.00.00,33
19/06/2014 19.00.00,19
19/06/2014 20.00.00,13
19/06/2014 21.00.00,12
19/06/2014 22.00.00,7
19/06/2014 23.00.00,11
20/06/2014 00.00.00,5
20/06/2014 01.00.00,2
20/06/2014 02.00.00,2
20/06/2014 03.00.00,2
20/06/2014 04.00.00,2
20/06/2014 05.00.00,3
20/06/2014 06.00.00,8
20/06/2014 07.00.00,18
20/06/2014 08.00.00,22
20/06/2014 09.00.00,16
20/06/2014 10.00.00,14
20/06/2014 11.00.00,20
20/06/2014 12.00.00,14
20/06/2014 13.00.00,14
20/06/2014 14.00.00,9
20/06/2014 15.00.00,8
20/06/2014 16.00.00,13
20/06/2014 17.00.00,18
20/06/2014 18.00.00,7
20/06/2014 19.00.00,5
20/06/2014 20.00.00,22
20/06/2014 21.00.00,33
20/06/2014 22.00.00,28
20/06/2014 23.00.00,13
21/06/2014 00.00.00,8
21/06/2014 01.00.00,9
21/06/2014 02.00.00,6
21/06/2014 03.00.00,4
21/06/2014 04.00.00,3
21/06/2014 05.00.00,8
21/06/2014 06.00.00,28
21/06/2014 07.00.00,14
21/06/2014 08.00.00,12
21/06/2014 09.00.00,13
21/06/2014 10.00.00,13
21/06/2014 11.00.00,12
21/06/2014 12.00.00,13
21/06/2014 13.00.00,10
21/06/2014 14.00.00,6
21/06/2014 15.00.00,5
21/06/2014 16.00.00,12
21/06/2014 17.00.00,9
21/06/2014 18.00.00,17
21/06/2014 19.00.00,13
21/06/2014 20.00.00,20
21/06/2014 21.00.00,19
21/06/2014 22.00.00,10
21/06/2014 23.00.00,15
22/06/2014 00.00.00,15
22/06/2014 01.00.00,26
22/06/2014 02.00.00,13
22/06/2014 03.00.00,12
22/06/2014 04.00.00,6
22/06/2014 05.00.00,23
22/06/2014 06.00.00,12
22/06/2014 07.00.00,8
22/06/2014 08.00.00,9
22/06/2014 09.00.00,9
22/06/2014 10.00.00,9
22/06/2014 11.00.00,7
22/06/2014 12.00.00,7
22/06/2014 13.00.00,7
22/06/2014 14.00.00,3
22/06/2014 15.00.00,3
22/06/2014 16.00.00,4
22/06/2014 17.00.00,4
22/06/2014 18.00.00,12
22/06/2014 19.00.00,8
22/06/2014 20.00.00,6
22/06/2014 21.00.00,14
22/06/2014 22.00.00,10
22/06/2014 23.00.00,9
23/06/2014 00.00.00,8
23/06/2014 01.00.00,4
23/06/2014 02.00.00,2
23/06/2014 03.00.00,3
23/06/2014 04.00.00,3
23/06/2014 05.00.00,5
23/06/2014 06.00.00,13
23/06/2014 07.00.00,26
23/06/2014 08.00.00,23
23/06/2014 09.00.00,20
23/06/2014 10.00.00,15
23/06/2014 11.00.00,14
23/06/2014 12.00.00,14
23/06/2014 13.00.00,11
23/06/2014 14.00.00,10
23/06/2014 15.00.00,9
23/06/2014 16.00.00,9
23/06/2014 17.00.00,18
23/06/2014 18.00.00,22
23/06/2014 19.00.00,20
23/06/2014 20.00.00,15
23/06/2014 21.00.00,16
23/06/2014 22.00.00,8
23/06/2014 23.00.00,8
24/06/2014 00.00.00,8
24/06/2014 01.00.00,4
24/06/2014 02.00.00,8
24/06/2014 03.00.00,3
24/06/2014 04.00.00,3
24/06/2014 05.00.00,4
24/06/2014 06.00.00,12
24/06/2014 07.00.00,28
24/06/2014 08.00.00,22
24/06/2014 09.00.00,23
24/06/2014 10.00.00,17
24/06/2014 11.00.00,12
24/06/2014 12.00.00,13
24/06/2014 13.00.00,11
24/06/2014 14.00.00,8
24/06/2014 15.00.00,8
24/06/2014 16.00.00,12
24/06/2014 17.00.00,20
24/06/2014 18.00.00,19
24/06/2014 19.00.00,10
24/06/2014 20.00.00,14
24/06/2014 21.00.00,18
24/06/2014 22.00.00,11
24/06/2014 23.00.00,12
25/06/2014 00.00.00,10
25/06/2014 01.00.00,11
25/06/2014 02.00.00,9
25/06/2014 03.00.00,7
25/06/2014 04.00.00,2
25/06/2014 05.00.00,4
25/06/2014 06.00.00,16
25/06/2014 07.00.00,29
25/06/2014 08.00.00,30
25/06/2014 09.00.00,35
25/06/2014 10.00.00,36
25/06/2014 11.00.00,33
25/06/2014 12.00.00,27
25/06/2014 13.00.00,22
25/06/2014 14.00.00,10
25/06/2014 15.00.00,10
25/06/2014 16.00.00,12
25/06/2014 17.00.00,16
25/06/2014 18.00.00,18
25/06/2014 19.00.00,24
25/06/2014 20.00.00,18
25/06/2014 21.00.00,21
25/06/2014 22.00.00,22
25/06/2014 23.00.00,10
26/06/2014 00.00.00,7
26/06/2014 01.00.00,10
26/06/2014 02.00.00,3
26/06/2014 03.00.00,4
26/06/2014 04.00.00,2
26/06/2014 05.00.00,5
26/06/2014 06.00.00,8
26/06/2014 07.00.00,29
26/06/2014 08.00.00,24
26/06/2014 09.00.00,32
26/06/2014 10.00.00,28
26/06/2014 11.00.00,23
26/06/2014 12.00.00,19
26/06/2014 13.00.00,12
26/06/2014 14.00.00,10
26/06/2014 15.00.00,12
26/06/2014 16.00.00,18
26/06/2014 17.00.00,16
26/06/2014 18.00.00,19
26/06/2014 19.00.00,18
26/06/2014 20.00.00,24
26/06/2014 21.00.00,15
26/06/2014 22.00.00,12
26/06/2014 23.00.00,7
27/06/2014 00.00.00,10
27/06/2014 01.00.00,6
27/06/2014 02.00.00,3
27/06/2014 03.00.00,1
27/06/2014 04.00.00,1
27/06/2014 05.00.00,2
27/06/2014 06.00.00,8
27/06/2014 07.00.00,17
27/06/2014 08.00.00,18
