"NetC","Provincia Bari","","","","","","","","","","",""
"Stat","Altamura","","","","","","","","","","",""
Parm,NO2,NOX,CO,O3,PM10,BENZENE
12/04/2012 20.00,"42,89789968","68,95301048","0,76273016","43,4021028","18,07081032",
12/04/2012 21.00,"40,5429084","67,26370112","0,69371673","44,1469161",,
12/04/2012 22.00,"25,21570456","40,93119736","0,59634952","53,54889225","18,80340958",
12/04/2012 23.00,"16,23508071","22,95902832","0,58358928","58,7530692",,
13/04/2012 0.00,"14,37003178","20,53887608","0,54113901","61,8519027","15,38461018",
13/04/2012 1.00,"10,53028646","14,73882026","0,49654514","63,85450365",,
13/04/2012 2.00,"7,30053033","9,74481966","0,50580572","62,94749685","17,33819962",
13/04/2012 3.00,"6,11492398","7,46603496","0,53944743",,,
13/04/2012 4.00,,,"0,5436356","64,52159175","11,96580982",
13/04/2012 5.00,"14,41092373","16,13566245",,"59,6614326",,
13/04/2012 6.00,"16,28763968","21,14780984","0,64271186","55,1973408","21,97801971",
13/04/2012 7.00,"19,27858128","28,49971752","0,60346767","60,2359128",,
13/04/2012 8.00,"26,102146","42,00316016","0,6942468","62,65957845","24,17580986",
13/04/2012 9.00,"22,2104612","37,09735056","0,61498952","72,4968237",,
13/04/2012 10.00,"18,97034011","33,27451688","0,63728646","73,04223675","22,46640968",
13/04/2012 11.00,"20,60889352","34,35684272","0,6354376","71,4546357",,
13/04/2012 12.00,"19,30519632","31,2979104","0,6008138","79,5751635","13,43101025",
13/04/2012 13.00,"29,75953432","50,85501272","0,68477069","72,32786715",,
13/04/2012 14.00,"18,8489893","30,52104568","0,59949619","82,4786865","7,32600689",
13/04/2012 15.00,"15,65103354","26,9524124","0,57713984","86,47034235",,
13/04/2012 16.00,"15,35900996","25,33378968","0,59190621","84,53535195","5,86080599",
13/04/2012 17.00,"22,7711552","38,47473624","0,64528884","77,056875",,
13/04/2012 18.00,"24,9973924","42,80314096","0,65853256","72,6378303","7,32600689","0,10138982"
13/04/2012 19.00,"26,81467192","46,45957328","0,64434519","68,6065338",,"0,69508187"
13/04/2012 20.00,"29,51814432","51,78168264","0,73496705","66,1754268","8,05860806","0,8191457"
13/04/2012 21.00,"24,1670108","43,61333184","0,61709351","71,00043405",,"0,5981933"
13/04/2012 22.00,"21,4882032","36,5396584","0,56610962","71,8419051","9,52380943","0,56702428"
13/04/2012 23.00,"15,28827552","23,29364744","0,55956232","73,4714211",,"0,56702428"
14/04/2012 0.00,"13,10655924","17,96245034","0,55592519","71,34580845","8,05860806","0,14774569"
14/04/2012 1.00,"13,76522603","20,0687344","0,61036797","69,84201735",,"0,24751848"
14/04/2012 2.00,"11,1772652","14,85425152","1,06418789","57,1985652","13,18680954","6,74206522"
14/04/2012 3.00,"7,95855086","9,87062543","0,60863794","55,2074754",,"9,12557456"
14/04/2012 4.00,"6,27586085","8,12943778","0,5824103","62,49060195","8,05860806","3,1994942"
14/04/2012 5.00,"5,15060487","6,19110954","0,51811395","66,822924",,"0,95829571"
14/04/2012 6.00,"15,17666061","23,02128304","0,56608981","52,20932955","4,63980484","0,47911989"
14/04/2012 7.00,"18,15268478","29,13327784","0,96255562","51,61390185",,"2,0493628"
14/04/2012 8.00,"29,00873016","50,96135816","0,88856647","47,68710345","10,7448101","3,88586852"
14/04/2012 9.00,"22,85358152","40,78206136","0,75032291","62,86705845",,"3,58072784"
14/04/2012 10.00,"28,31631848","47,99389592","0,7900599","57,62842785","13,91940975","1,98940964"
14/04/2012 11.00,"28,04116256","48,03018568","0,69275327","55,0716159",,"1,59780565"
14/04/2012 12.00,"26,10407712","48,6949116","0,69049084","60,62926695","13,91940975","0,95080856"
14/04/2012 13.00,"28,02039824","49,62676304","0,71180568","63,40235685",,"0,92108165"
14/04/2012 14.00,"14,49268467","22,08228072","0,55537414","75,51184725","11,96580982","0,70911342"
14/04/2012 15.00,"11,79700367","16,98453118","0,56282548","76,3600614",,"0,33941561"
14/04/2012 16.00,"15,33370273","20,12385736","0,56376913","68,916078","6,83760691","0,30747063"
14/04/2012 17.00,"14,45504886","17,89306195","0,59459969","68,01850755",,"0,63402017"
14/04/2012 18.00,"21,68028272","30,05088488","0,63958733","59,43095025","3,17460299","0,750486"
14/04/2012 19.00,"21,11052584","28,6021816","0,63935084","64,34519385",,"0,55887201"
14/04/2012 20.00,"26,23841424","34,231014","0,68640169","55,6488093","2,686203","1,01713831"
14/04/2012 21.00,"37,41179808","50,72075208","0,7648726","40,1795793",,"1,03571789"
14/04/2012 22.00,"46,482632","65,30200824","0,79240038","36,56098845","6,59340715","1,38350849"
14/04/2012 23.00,"17,65170254","20,46105768","0,57438694","67,19533065",,"1,0275646"
15/04/2012 0.00,"10,87032037","12,88998318","0,52391448","77,9969988","7,08180714","0,71521339"
15/04/2012 1.00,"7,37970242","8,88362809","0,52658932","85,0071096",,"0,53191846"
15/04/2012 2.00,"7,24602112","8,98154926","0,50794932","84,1318632","4,1514039","0,22777444"
15/04/2012 3.00,"5,96112653","7,49197315","0,48468893",,,"0,07265245"
15/04/2012 4.00,,,"0,47328475","87,5402409","2,93040299","0,07154392"
15/04/2012 5.00,"9,35506228","10,38746962",,"86,8123452",,"0,00831906"
15/04/2012 6.00,"8,75934044","10,58590654","0,46313993","84,36637545","6,83760691",
15/04/2012 7.00,"10,9780501","12,67209166","0,47631258","77,7570801",,
15/04/2012 8.00,"11,07733643","14,1824187","0,51461429","76,9034595","5,37240601","0,11979345"
15/04/2012 9.00,"8,5380513","11,33037051","0,52584139","79,69480365",,"0,01996574"
15/04/2012 10.00,"12,81324314","21,19255064","0,54015575","76,98998265","13,91940975",
15/04/2012 11.00,"11,46020487","17,66414584","0,51040747","79,5731286",,"0,09982872"
15/04/2012 12.00,"16,47194118","25,55428152","0,57531195","75,36788805","15,62880993","0,23126885"
15/04/2012 13.00,"21,03848168","36,9320008","0,60297604","75,71733225",,"0,26288128"
15/04/2012 14.00,"9,02670114","13,26221516","0,50053643","80,7836148","18,31501007","0,61893501"
15/04/2012 15.00,"11,53873262","16,96572474","0,53748207","74,3487024",,"0,29504797"
15/04/2012 16.00,"13,90604483","21,53172032","0,54369502","73,41869325","9,52380943","0,20936165"
15/04/2012 17.00,"16,0111989","22,19512696","0,51982533","70,39622835",,"0,15972494"
15/04/2012 18.00,"20,21823368","28,0658656","0,62157643","69,85889505","5,86080599","0,20891824"
15/04/2012 19.00,"35,05032512","46,15346208","0,62120247","52,19041695",,"0,45078017"
15/04/2012 20.00,"58,27898368","81,5829368","0,78178257","27,08669355","3,41880298","0,77023004"
15/04/2012 21.00,"48,06668576","64,06276456","0,75309561","33,8075094",,"1,1673248"
15/04/2012 22.00,"38,54613032","48,74483392","0,67881288","39,3705669","4,88400507","1,06971518"
15/04/2012 23.00,"26,83220496","34,4443932","0,57169346","51,2840685",,"0,90821456"
16/04/2012 0.00,"20,63550856","28,27469424","0,53109205","62,53521015","6,59340715","0,36281984"
16/04/2012 1.00,"10,98388934","13,35948816","0,50330913","78,48703065",,"0,52764808"
16/04/2012 2.00,"6,63796688","8,65276747","0,48203506","61,24296885","6,59340715","0,15684072"
16/04/2012 3.00,"5,39071192","6,59317063","0,52100431","62,7454233",,"0,08840374"
16/04/2012 4.00,"7,07080735","8,71761486","0,54581881","61,934376","8,79120922","0,05989723"
16/04/2012 5.00,"8,00916915","10,65010768","0,75236865","66,01796145",,"0,53347142"
16/04/2012 6.00,"19,87948464","22,98627432","1,14187359","55,9178151","6,83760691","6,28152491"
16/04/2012 7.00,"44,976454","62,05633088","0,96224107","31,6994727",,"2,60862229"
16/04/2012 8.00,"56,84808112","82,64319816","1,29867793","21,7811307","8,05860806","2,65870242"
16/04/2012 9.00,"48,39115216","82,82933136","1,04482093","37,7640333",,"3,36931388"
16/04/2012 10.00,"30,60121584","46,8960064","0,73974471","55,0412121","9,03540897","2,50652057"
16/04/2012 11.00,"25,87046896","43,03296336","0,68887965","61,8803115",,"1,45211226"
16/04/2012 12.00,"24,29744744","46,42454544","0,67914724","65,15624115","7,32600689","0,7047871"
16/04/2012 13.00,"23,83541264","37,23740456","0,61921614","70,64763825",,"0,41728222"
16/04/2012 14.00,"17,17149036","26,60287968","0,65085288","80,27602695","14,16361046","0,66086287"
16/04/2012 15.00,"24,0021964","37,05974152","0,61626753","71,62291395",,"0,28018452"
16/04/2012 16.00,"28,51359864","39,01753392","0,67808476","69,76497045","7,81440783","0,672177"
16/04/2012 17.00,"33,72779472","44,37078976","0,70010675","57,4243194",,"0,64150733"
16/04/2012 18.00,"40,3106004","52,71034104","0,78262836","42,4511661","6,34920597","1,00687882"
16/04/2012 19.00,"36,99129192","49,87580104","0,73091634","43,95362055",,"1,08341315"
16/04/2012 20.00,"29,0930876","37,08956872","0,68128967","58,0231386","3,90720391","1,23298944"
16/04/2012 21.00,"25,20337216","30,82648768","0,70824661","64,2938226",,"0,85109069"
16/04/2012 22.00,"24,5096412","28,91863672","0,64424617","57,13909425","4,1514039","0,8545851"
16/04/2012 23.00,"16,30905982","19,06487704","0,59113964","64,9818582",,"1,02523567"
17/04/2012 0.00,"8,68471126","10,39395513","0,5301484","73,449117","6,83760691","0,6777227"
17/04/2012 1.00,"6,06106294","7,20015415","0,52479988","71,00111235",,"0,60041138"
17/04/2012 2.00,"4,01496865","5,33705164","0,52350207","74,54874105","4,1514039","0,29704434"
17/04/2012 3.00,"3,43481814","4,44602905","0,49546402",,,"0,14219999"
17/04/2012 4.00,,,"0,47790514","78,22815945","2,686203","0,13731941"
17/04/2012 5.00,"14,06114436","15,34126469",,"72,55697295",,"0,19083802"
17/04/2012 6.00,"19,03004805","21,269088","0,61807677","65,35087335","4,88400507","0,29271803"
17/04/2012 7.00,"36,93483056","45,8862792","0,64379415","48,11830275",,"2,67395437"
17/04/2012 8.00,"41,9238504","55,063688","0,83730764","46,953123","9,27960968","1,88991449"
17/04/2012 9.00,"36,40855256","49,6676416","0,72486067","55,208832",,"2,23293537"
17/04/2012 10.00,"31,73879848","44,50891264","0,67452568","60,9692349","10,50061035","1,08480034"
17/04/2012 11.00,"29,46103288","38,07398104","0,67554855","57,6324777",,"1,36570591"
17/04/2012 12.00,"31,27416336","45,06920512","0,67493809","49,7113302","6,10500622","1,94509691"
17/04/2012 13.00,"31,707652","48,06458256","0,67008237","53,7577488",,"1,49742368"
17/04/2012 14.00,"20,63030792","29,5385836","0,621065","57,92648085","3,90720391","1,44401491"
17/04/2012 15.00,"17,79837015","23,46744824","0,60989614","57,04919955",,"0,80300693"
17/04/2012 16.00,"30,81147848","43,00504816","0,72287435","45,23911875","5,61660624","0,53019871"
17/04/2012 17.00,"32,29364176","45,030946","0,71084223","48,97124505",,"1,0367715"
17/04/2012 18.00,"44,522832","64,94857504","0,82266009","38,32500735","4,39560509","1,36764635"
17/04/2012 19.00,"46,60981824","69,67150184","0,90260589","32,4895725",,"2,24086594"
17/04/2012 20.00,"55,02521856","84,59580904","0,87480316","23,0760852","10,7448101","2,50951462"
17/04/2012 21.00,"49,66112168","70,0294856","0,87415426","27,1988724",,"2,3748028"
17/04/2012 22.00,"32,55061456","40,83653424","0,68585181","45,21410145","8,05860806","1,88875003"
17/04/2012 23.00,"24,03917448","28,78634544","0,65057678","50,94817035",,"0,96434076"
18/04/2012 0.00,"14,79444225","18,22249382","0,59686096","53,73745965","4,39560509","0,79551977"
18/04/2012 1.00,"7,69832766","9,19749627","0,53811001","62,69337375",,"0,51112081"
18/04/2012 2.00,"4,98318059","5,96024701","0,52936086","72,79689165","2,686203","0,46830511"
18/04/2012 3.00,"3,61781757","4,4946665","0,51770154","78,8087244",,"0,20697679"
18/04/2012 4.00,"4,39005142","5,30138328","0,5339428","79,02839385","6,10500622","0,07808831"
18/04/2012 5.00,"4,96306444","6,17943486","0,52635283","83,4647751",,"0,01996574"
18/04/2012 6.00,"9,691211","11,85759113","0,56571585","78,3937644","8,79120922","0,07431626"
18/04/2012 7.00,"13,43102946","17,11033695","0,58706913","74,2250124",,"0,5082366"
18/04/2012 8.00,"21,9814036","33,42887264","0,7165251","64,90008315","6,10500622","0,39021782"
18/04/2012 9.00,"19,19292368","30,041822","0,65824597","68,91134985",,"0,85652655"
18/04/2012 10.00,"16,58485817","25,1029348","0,63537819","74,13916755","11,23320961","0,69702332"
18/04/2012 11.00,"16,90348341","25,09775328","0,63699171","77,88821145",,"1,05074711"
18/04/2012 12.00,"15,54980462","23,28651568","0,61420315","86,0452278","16,36141014","1,06228294"
18/04/2012 13.00,"17,26234478","25,80978208","0,58020728","87,3233046",,"0,64045372"
18/04/2012 14.00,"13,56730344","18,56748936","0,57470149","90,0490731","11,47741032","0,6158291"
18/04/2012 15.00,"14,82493865","19,31972752","0,62686437","92,73428325",,"0,44074136"
18/04/2012 16.00,"17,42716874","22,07254864","0,6238575","93,7244217","10,50061035","0,54672598"
18/04/2012 17.00,"18,58877374","22,4661912","0,62539064","94,071831",,"0,6697362"
18/04/2012 18.00,"24,33119424","29,38684728","0,64705848","82,17319215","10,50061035","1,7354027"
18/04/2012 19.00,"25,5297888","29,80964784","0,68884004","78,21666825",,"1,63884668"
18/04/2012 20.00,"45,21656296","60,05316672","0,81414627","55,14529125","7,57020807","1,21025034"
18/04/2012 21.00,"35,85110896","43,2949456","0,73960724","61,4572119",,"1,67384165"
18/04/2012 22.00,"39,6155884","45,04392848","0,7281052","53,52930135","12,94260979","1,56813467"
18/04/2012 23.00,"25,594032","28,78116392","0,6453669","67,65829035",,"1,32971225"
19/04/2012 0.00,"14,52642574","17,0208477","0,57281419","77,69828745","8,54700947","0,52709279"
19/04/2012 1.00,"4,93840346","6,41483648","0,5143009","88,9420077",,"0,47651332"
19/04/2012 2.00,"3,62106414","4,85327931","0,51054494","89,9166051","9,03540897","0,13842896"
19/04/2012 3.00,"6,53673222","9,42706055","0,5298921",,,"0,021297"
19/04/2012 4.00,,,"0,49886582","85,5788766","12,45421028","0,0385443"
19/04/2012 5.00,"13,00727099","14,84063234",,"84,6184836",,"1,44018896"
19/04/2012 6.00,"16,5569487","21,42860616","0,59247706","77,6252904","6,59340715","3,57690087"
19/04/2012 7.00,"31,85950304","44,63862272","0,65759707","66,5769006",,"0,99573148"
19/04/2012 8.00,"56,86884544","92,67464","1,19102727","43,77450945","17,09399986","0,54495131"
19/04/2012 9.00,"42,48259416","67,84666992","0,9322563","48,16562415",,"2,60302065"
19/04/2012 10.00,"37,46695928","64,72487104","0,76194379","56,38685955","17,33819962","1,75192997"
19/04/2012 11.00,"28,71150976","46,57760104","0,68514349","74,1317262",,"1,54567321"
19/04/2012 12.00,"27,09177808","37,0928","0,60692772","68,4605397","10,50061035","0,72264562"
19/04/2012 13.00,"34,0133328","57,13950816","0,70401882","61,9120719",,"0,55898286"
19/04/2012 14.00,"24,95223096","34,30627032","0,58944923","67,87187505","16,84980965","1,01935741"
19/04/2012 15.00,"27,519416","40,13033704","0,61243351","64,81356",,"0,51799776"
19/04/2012 16.00,"30,86143904","44,33513096","0,70956422","60,611691","11,96580982","0,32166896"
19/04/2012 17.00,"26,05541672","34,42687928","0,63575332","65,1285306",,"0,60007882"
19/04/2012 18.00,"34,31248432","45,75465712","0,69123877","50,4297696","12,69841003","0,58832128"
19/04/2012 19.00,"40,21779192","50,85631288","0,70816739","55,6285401",,"1,68926039"
19/04/2012 20.00,"56,45549016","76,15834424","0,82657333","39,9159999","6,83760691","0,96611542"
19/04/2012 21.00,"59,9104168","73,79394592","0,79912476","33,81291585",,"1,42976165"
19/04/2012 22.00,"30,0483228","35,34320528","0,60840261","52,5668535","7,81440783","1,58593726"
19/04/2012 23.00,"24,67642496","33,1487264","0,58345181","60,8367669",,"0,78642474"
20/04/2012 0.00,"16,94371189","25,88176888","0,59174894","71,4505659","4,39560509","0,62758663"
20/04/2012 1.00,"12,1539148","17,09671969","0,50128436","74,16214995",,"1,55726498"
20/04/2012 2.00,"5,90791366","7,10807032","0,51797648","73,41733665","10,7448101","0,21690474"
20/04/2012 3.00,"4,77552018","6,05622367","0,50405589","71,83717695",,"0,08940142"
20/04/2012 4.00,"5,02925406","5,85519217","0,51048553","71,38028205","6,34920597",
20/04/2012 5.00,"5,53672371","6,6696927","0,4994157","73,37815485",,
20/04/2012 6.00,"13,81649249","16,59349276","0,58113113","63,3205818","3,90720391",
20/04/2012 7.00,"28,60898832","38,15049928","0,63870193","50,84203635",,"0,73307191"
20/04/2012 8.00,"38,86606528","60,19517096","0,82384024","50,99006535","2,44200301","0,65753525"
20/04/2012 9.00,"25,17870736","37,70305304","0,70561138","69,10937355",,"1,04076424"
20/04/2012 10.00,"19,56735064","29,85763904","0,6752142","72,14672115","6,83760691","0,9951762"
20/04/2012 11.00,"22,56544312","33,29981264","0,61945264","72,62388525",,"0,56802298"
20/04/2012 12.00,"20,88858088","32,46197424","0,6294996","75,82749615","10,7448101","0,5506638"
20/04/2012 13.00,"23,20789424","32,77064752","0,63608651","71,73918255",,"0,7599146"
20/04/2012 14.00,"14,94434687","21,98046672","0,5775138","80,9039133","10,50061035","0,76701326"
20/04/2012 15.00,"16,83794578","23,9084128","0,57733672","75,52671",,"0,49808694"
20/04/2012 16.00,"25,28187888","33,88865128","0,64770738","67,71303315","8,54700947","0,50978956"
20/04/2012 17.00,"27,15017056","34,23944592","0,67018023","64,5371328",,"0,55903778"
20/04/2012 18.00,"35,92573432","50,20068808","0,72865624","59,6256024","10,01220989","0,80306286"
20/04/2012 19.00,"51,53524496","78,2938188","0,86391041","37,10167335",,"1,92601901"
20/04/2012 20.00,"55,01160512","68,79477336","0,85148452","41,36841975","13,43101025","2,57623389"
20/04/2012 21.00,"44,17371992","54,6026092","0,75240826","52,8568068",,"2,33708939"
20/04/2012 22.00,"32,206684","37,63364744","0,62672806","57,77103045","7,32600689","0,82696541"
20/04/2012 23.00,"13,44335804","15,95213913","0,56375049","79,19262225",,"0,6783329"
21/04/2012 0.00,"8,46277586","9,9361229","0,50991584","84,9077586","6,59340715","0,56879895"
21/04/2012 1.00,"7,2057869","8,53344529","0,50431219","82,58615715",,"0,2385343"
21/04/2012 2.00,"5,62108498","6,80392848","0,49041141","79,4535084","10,7448101","0,02961606"
21/04/2012 3.00,"3,64702146","4,83771563","0,4900957",,,
21/04/2012 4.00,,,"0,50330913","83,8351668","14,40781021",
21/04/2012 5.00,"13,02219415","14,41263114",,"83,8986876",,
21/04/2012 6.00,"17,68025635","20,42993032","0,55144227","73,8397779","10,7448101","0,54961019"
21/04/2012 7.00,"22,17543336","26,17942904","0,60209064","67,14800925",,"0,58011307"
21/04/2012 8.00,"18,44016163","24,68011512","0,61866626","75,15701655","15,14041042","0,85874463"
21/04/2012 9.00,"15,41352108","21,31187856","0,59703804","80,216556",,"0,86767389"
21/04/2012 10.00,"17,89959908","23,96743624","0,62000252","76,60945635","10,7448101","0,80827601"
21/04/2012 11.00,"13,27203519","18,60899314","0,58661711","85,0071096",,"0,84898346"
21/04/2012 12.00,"13,4485453","18,85347102","0,60566952","85,22474415","10,7448101","0,42926146"
21/04/2012 13.00,"18,49661726","25,77800464","0,59290928","80,63153595",,"0,59891435"
21/04/2012 14.00,"14,27853685","19,36901888","0,54060777","84,49952175","14,16361046","0,28950227"
21/04/2012 15.00,"14,68801459","18,75230902","0,54973088","85,95331815",,"0,13975919"
21/04/2012 16.00,"14,6120929","18,36386327","0,56023103","90,8013078","8,05860806","0,29942921"
21/04/2012 17.00,"10,70808908","13,95739159","0,55350665","97,1747343",,"0,14974206"
21/04/2012 18.00,"12,69773158","16,40802685","0,53343137","93,39393","9,52380943","0,22960504"
21/04/2012 19.00,"17,99888924","21,69578904","0,58773784","83,681073",,"0,36936423"
21/04/2012 20.00,"26,4999376","32,50541488","0,67613921","70,04949735","5,61660624","0,38927506"
21/04/2012 21.00,"35,52599248","44,64120392","0,68172189","59,6384502",,"0,75836165"
21/04/2012 22.00,"30,82639208","35,74461056","0,65346714","63,6618864","7,32600689","1,0484731"
21/04/2012 23.00,"19,5472364","22,51936392","0,58270504","75,8862888",,"0,72902323"
22/04/2012 0.00,"15,3460313","17,39567236","0,57916577","77,50904175","5,61660624","0,36004749"
22/04/2012 1.00,"14,61987474","16,17716432","0,56835108","75,85654335",,"0,22971589"
22/04/2012 2.00,"16,41094074","18,41379898","0,53657687","72,59076825","9,52380943","0,099606"
22/04/2012 3.00,"13,26684602","14,38863746","0,53618426","79,0898997",,"0,1301099"
22/04/2012 4.00,"8,83721238","9,97049302","0,52808285","77,24207085","11,23320961",
22/04/2012 5.00,"9,11495714","10,59433655","0,51899935","69,72981855",,"0,01996574"
22/04/2012 6.00,"10,9339154","12,71489178","0,5037029","75,90047325","6,59340715","0,03993149"
22/04/2012 7.00,"13,93459673","17,49553994","0,52790694","68,9505516",,
22/04/2012 8.00,"10,31483657","13,91653789","0,54294709","72,43599615","11,96580982","0,19965642"
22/04/2012 9.00,"9,50431874","13,02097621","0,58034475","77,48741595",,"0,26887039"
22/04/2012 10.00,"9,58543534","13,67400451","0,54302631","82,09275375","10,7448101","0,30874696"
22/04/2012 11.00,"8,59840358","12,05343346","0,54851113","90,25521645",,"0,40996084"
22/04/2012 12.00,"12,7347173","20,43513096","0,60006587","83,4789795","6,10500622","0,2959348"
22/04/2012 13.00,"10,49459134","14,10784114","0,54713526","89,87672505",,"0,58294135"
22/04/2012 14.00,"6,16359586","7,94202545","0,52566431","89,40091755","8,79120922","0,20980608"
22/04/2012 15.00,"6,07209518","7,82140502","0,5317992","89,25560175",,"0,05989723"
22/04/2012 16.00,"8,13895571","10,39006421","0,50834193","87,62879895","5,37240601","0,05989723"
22/04/2012 17.00,"16,61664708","22,60236384","0,57476091","73,05576285",,"0,03876702"
22/04/2012 18.00,"20,59007944","26,97317672","0,61353444","65,7753096","13,43101025","0,14020362"
22/04/2012 19.00,"24,96521344","35,84967496","0,68651936","53,55767025",,"0,51838626"
22/04/2012 20.00,"34,84136264","61,92338952","0,67293313","54,3971064","10,7448101","0,73872846"
22/04/2012 21.00,"37,3164084","49,69033704","0,69302821","48,7914756",,"0,87516104"
22/04/2012 22.00,"37,12691008","48,7487344","0,71591464","43,90901235","7,81440783","0,83023812"
22/04/2012 23.00,"28,45778736","36,30683416","0,63282218","59,72429505",,"0,56103415"
23/04/2012 0.00,"27,71084544","33,29784328","0,66363293","61,67213325","15,14041042","0,70778217"
23/04/2012 1.00,"15,46998626","20,00192912","0,56386816","71,89056315",,"1,09644702"
23/04/2012 2.00,"9,39075358","11,1014544","0,54768631","76,1951547","8,79120922","0,53064212"
23/04/2012 3.00,"8,2349993","9,39463686","0,6121376",,,"0,28850358"
23/04/2012 4.00,,,"0,54444178","82,2380895","12,94260979","0,2526767"
23/04/2012 5.00,"17,69778174","19,35538632",,"77,26236",,"0,85131239"
23/04/2012 6.00,"28,43960424","32,2084048","0,61581434","60,14332485","15,38461018","0,99140516"
23/04/2012 7.00,"51,2432252","64,8338168","0,72261921","40,47493905",,"0,81936741"
23/04/2012 8.00,"45,94207136","73,49368544","0,90350993","49,0023471","22,71062088","0,95202896"
23/04/2012 9.00,"26,18260296","41,70421896","0,73567537","49,1348151",,"1,48322534"
23/04/2012 10.00,"31,6375772","53,5734752","0,82301425","58,52258685","21,48962021","1,43464224"
23/04/2012 11.00,"24,19555696","40,50579648","0,72421293","70,47327525",,"1,40968506"
23/04/2012 12.00,"16,24610722","27,88300192","0,63938928","79,40417205","26,61782074","0,97382428"
23/04/2012 13.00,"19,3635888","31,84135816","0,65515872","73,8580122",,"0,52293326"
23/04/2012 14.00,"16,69582491","25,65609552","0,59487463","70,7794479","18,55920982","0,82208585"
23/04/2012 15.00,"20,57386568","30,76291368","0,59756928","62,54941455",,"0,20686594"
23/04/2012 16.00,"24,13391408","39,47406216","0,69792354","61,5558846","17,33819962","0,38988424"
23/04/2012 17.00,"25,4408808","42,84489904","0,6898233","60,89623785",,"0,577895"
23/04/2012 18.00,"35,53249328","58,63102112","0,74391308","53,4231873","14,65200996","1,07259837"
23/04/2012 19.00,"44,54231528","69,99575792","0,92901178","45,3188589",,"1,028785"
23/04/2012 20.00,"49,90123064","72,6124064","0,87437095","38,3763786","8,05860806","1,89529442"
23/04/2012 21.00,"49,00958856","67,44721488","0,8180199","35,63099925",,"1,45022675"
23/04/2012 22.00,"33,40785976","40,76194712","0,62971629","47,4512346","6,10500622","0,92063823"
23/04/2012 23.00,"26,84776864","34,02287368","0,61292514","53,9868546",,"0,51200763"
24/04/2012 0.00,"19,38955376","23,80336752","0,60218967","65,09675025","7,32600689","0,60939555"
24/04/2012 1.00,"10,68667659","13,21941313","0,53246791","76,6527279",,"0,57733971"
24/04/2012 2.00,"7,45303145","8,82915521","0,52556645","69,62775435","4,1514039","0,15434602"
24/04/2012 3.00,"4,0376813","4,8947831","0,48954582","72,5049234",,
24/04/2012 4.00,"2,94292554","3,62828577","0,48856256","67,11285735","3,66300392",
24/04/2012 5.00,"5,22263756","6,51210948","0,85105231","76,8236994",,"0,74360904"
24/04/2012 6.00,"11,59583642","14,54232784","0,61613006","64,4607642","10,01220989","7,0031159"
24/04/2012 7.00,"21,77114096","28,40048472","0,70065663","51,4746708",,"2,56342274"
24/04/2012 8.00,"21,4914536","34,31340208","0,76463727","59,9851812","12,69841003","0,69214274"
24/04/2012 9.00,"18,37721859","33,01381568","0,71027138","76,19313975",,"1,14735906"
24/04/2012 10.00,"18,63484147","32,07544432","0,6593667","79,01758095","16,36141014","0,6971891"
24/04/2012 11.00,"14,89242842","25,43885408","0,59798169","83,22619305",,"0,50834745"
24/04/2012 12.00,"15,10528374","25,96023736","0,62259814","85,09363275","16,84980965","0,25034675"
24/04/2012 13.00,"19,2351024","30,9153192","0,66359449","82,34420355",,"0,15972494"
24/04/2012 14.00,"14,10786408","21,5174568","0,55507823","83,9628867","20,51280975","0,36093432"
24/04/2012 15.00,"13,64567632","23,18321032","0,57863104","81,7695039",,"0,10462388"
24/04/2012 16.00,"12,94886322","23,20934736","0,59920144","84,5062848","21,0012207","0,03860024"
24/04/2012 17.00,"20,37593544","34,13376968","0,59733278","80,424036",,"0,30015026"
24/04/2012 18.00,"28,71085968","45,74557512","0,68764009","70,2008979","19,04759979","0,4385782"
24/04/2012 19.00,"30,66090848","48,27922368","0,70628009","59,70873405",,"0,41927859"
24/04/2012 20.00,"46,36645888","80,82161664","0,91349864","42,41264265","20,51280975","0,60595708"
24/04/2012 21.00,"54,1394272","71,09882896","0,82828355","31,5264663",,"1,50357958"
24/04/2012 22.00,"35,54157528","43,0465768","0,74167162","37,62412395","23,44322014","1,09195392"
24/04/2012 23.00,"36,60453256","43,89477824","0,69747152","43,1506929",,"1,01647319"
25/04/2012 0.00,"20,97943912","29,09113736","0,59170933","62,2243293","20,75702095","0,83079239"
25/04/2012 1.00,"17,63872389","21,50124304","0,56341497","60,07369935",,"0,31257292"
25/04/2012 2.00,"13,77366942","15,6110345","0,56066324","61,4240949","16,84980965","0,11019907"
25/04/2012 3.00,"12,00596424","14,77708129","0,53248772",,,"0,01996574"
25/04/2012 4.00,,,"0,49418601","79,993515","10,7448101",
25/04/2012 5.00,"12,3784467","13,53263314",,"74,1810825",,
25/04/2012 6.00,"11,23048381","13,17855942","0,55647507","66,70599705","9,27960968",
25/04/2012 7.00,"19,17539064","22,69186456","0,57621599","63,25839765",,"0,55637629"
25/04/2012 8.00,"11,46344954","14,9865428","0,57385687","72,84489135","12,45421028","0,309467"
25/04/2012 9.00,"7,58022151","9,6832131","0,53500412","80,92284585",,"0,30059367"
25/04/2012 10.00,"9,67758418","13,1552139","0,58012806","80,71129605","15,14041042","0,16077855"
25/04/2012 11.00,"11,1298954","15,71414484","0,55061628","82,85041485",,"0,16798908"
25/04/2012 12.00,"12,68345085","17,95791126","0,56841049","82,83150225","10,50061035","0,41816904"
