"NetC","Provincia Bari","","","","","","","","","","",""
"Stat","Altamura","","","","","","","","","","",""
Parm,NO2,NOX,CO,O3,PM10,BENZENE
07/07/2012 8.00,"16,24222012","20,60891264","0,99236331","86,4007368","16,84980965","0,39612252"
07/07/2012 9.00,"24,1216008","30,6513676","1,00789626","87,23071665",,"0,43368745"
07/07/2012 10.00,"23,95026648","29,68708864","1,06336191","96,9206112","20,02441978","0,7192163"
07/07/2012 11.00,"22,324034","29,06131016","1,03182419","99,49633575",,"1,0423111"
07/07/2012 12.00,"28,39614448","37,1498732","1,05626473","99,09554025","22,22220993","0,72142929"
07/07/2012 13.00,"25,84062264","32,95806176","1,01460083","102,50256135",,"0,94272747"
07/07/2012 14.00,"14,54849786","19,33917256","0,93673922","105,8244159","28,08300972","0,88352994"
07/07/2012 15.00,"13,70682017","18,18293645","0,94419056","101,35767075",,"0,3057224"
07/07/2012 16.00,"16,69062618","23,97909944","1,00001154","95,65133235","26,61782074","0,23003828"
07/07/2012 17.00,"24,52069256","38,332732","1,02960254","81,87717405",,"0,49791913"
07/07/2012 18.00,"28,74200616","41,67890408","1,16011982","63,55577235","31,50181961","0,57758583"
07/07/2012 19.00,"27,30720312","38,16279344","1,08025208","56,08609335",,"0,51977243"
07/07/2012 20.00,"24,67902528","33,2414584","1,03847052","51,0495363","30,52503014","0,95600441"
07/07/2012 21.00,"18,25132295","26,15803376","0,95752166","52,3884207",,"0,39634422"
07/07/2012 22.00,"14,28762076","19,42089144","0,94316886","55,16556045","38,58362961","0,17725903"
07/07/2012 23.00,"13,31746049","17,656364","0,97380253","42,974295",,"0,17028851"
08/07/2012 0.00,"11,53418589","15,59611899","1,07812828","22,8929442","44,93283081","0,34976054"
08/07/2012 1.00,"18,52257457","21,80213448","1,02513942","35,0132475",,"1,31782657"
08/07/2012 2.00,"30,71736984","32,88932536","0,96627081","55,97932095","32,72283173","1,36512825"
08/07/2012 3.00,"10,66200988","12,73499454","0,91695869","67,85767065",,"0,69376791"
08/07/2012 4.00,,,"0,93331762","71,355963","33,94382095","0,35850165"
08/07/2012 5.00,"6,9455637","8,59245726",,"71,0639748",,"0,23723051"
08/07/2012 6.00,"7,51662648","9,5016362","0,96389188","63,6848688","30,76922989","0,19916725"
08/07/2012 7.00,"12,57832526","15,55072429","0,99515465","64,4560161",,"0,17925134"
08/07/2012 8.00,"15,36096594","20,6938628","1,01289061","75,202323","38,33943176","0,32043839"
08/07/2012 9.00,"12,61985582","15,78937057","0,99839918","90,13016985",,"0,51783606"
08/07/2012 10.00,"12,17793143","16,04876396","0,99818249","93,31889805","31,74603081","0,228047"
08/07/2012 11.00,"9,76973302","12,25316863","0,96062871","104,22528375",,"0,34312156"
08/07/2012 12.00,"10,78076802","14,25439976","0,94330633","105,87650535","27,8388195","0,22207212"
08/07/2012 13.00,"8,50755107","11,44904453","0,90702939","109,0280667",,"0,12104944"
08/07/2012 14.00,"5,81771123","7,7007865","0,90307771","111,99309555","17,82661057","0,06893429"
08/07/2012 15.00,"6,5347858","8,68778384","0,90997917","110,3959983",,"0,00918351"
08/07/2012 16.00,"9,64189096","13,08777002","0,91741071","112,3147893","13,43101025","0,05975078"
08/07/2012 17.00,"9,92223222","12,52293845","0,91784292","115,4967345",,"0,05975078"
08/07/2012 18.00,"15,0059974","18,89562298","0,94981402","110,4183423","18,80340958","0,13023397"
08/07/2012 19.00,"18,37137934","21,82482992","0,92958263","102,9878451",,"0,24049508"
08/07/2012 20.00,"24,15274728","27,25137272","0,9631055","89,57595885","11,23320961","0,11933478"
08/07/2012 21.00,"28,25402552","30,64490504","0,95856433","84,7935249",,"0,28149035"
08/07/2012 22.00,"46,02382848","50,774594","1,06033407","68,0840832","17,58241081","0,32663498"
08/07/2012 23.00,"39,34238272","42,10887464","1,17445281","84,6941739",,"1,05293366"
09/07/2012 0.00,"40,91930472","43,4713276","1,17480697","81,89676495","29,7924099","1,3875348"
09/07/2012 1.00,"20,29285904","22,3131356","0,96444292","88,11067125",,"1,02372237"
09/07/2012 2.00,"11,91965656","13,64417349","0,97914988","94,43881125","27,59461975","0,97193876"
09/07/2012 3.00,"7,61267006","9,16117974","0,95722691","93,7055091",,"0,63335302"
09/07/2012 4.00,"8,16491302","9,67997035","0,95746224","102,38832765","23,68741989","0,37974678"
09/07/2012 5.00,"16,61729716","18,25621385","1,0903002","92,5524789",,"0,43949655"
09/07/2012 6.00,"22,19036608","25,75595928","1,06983232","92,03475645","28,08300972","0,99943438"
09/07/2012 7.00,"20,43304688","23,0498292","1,06505349","98,26761525",,"0,81326846"
09/07/2012 8.00,"21,10014368","24,12825456","1,03290531","96,25150815","26,37360954","0,64784832"
09/07/2012 9.00,"22,30066936","26,57500272","1,00199786","94,79703345",,"1,39749326"
09/07/2012 10.00,"22,26434136","30,60016424","0,93469348","97,58632275","20,02441978","0,9222573"
09/07/2012 11.00,"25,01387384","34,6240256","0,95691236","101,5178493",,"0,56596864"
09/07/2012 12.00,"23,14430112","29,42963784","1,00589013","116,55382515","27,35042","0,57979882"
09/07/2012 13.00,"25,67513904","33,9534872","0,98463587","127,4879214",,"0,70981108"
09/07/2012 14.00,"15,97095894","19,96301992","0,96518969","137,876046","19,29179955","0,64336742"
09/07/2012 15.00,"14,80287608","18,43649442","0,92519757","134,9333412",,"0,2251699"
09/07/2012 16.00,"23,75948712","31,28886664","0,96265348","129,27837405","19,29179955","0,3608255"
09/07/2012 17.00,"34,27808744","49,0029348","1,0433076","116,63757525",,"0,347216"
09/07/2012 18.00,"36,22555504","47,47186256","1,00594954","90,94121715","17,58241081","0,44945501"
09/07/2012 19.00,"40,41572216","53,03004656","1,0090566","78,9114669",,"0,75860776"
09/07/2012 20.00,"47,52807536","58,61935792","1,08992624","97,98983145","16,11721039","1,15782806"
09/07/2012 21.00,"54,29127824","68,91666336","1,1414204","90,98243385",,"1,2020879"
09/07/2012 22.00,"49,6877176","62,59392792","1,0909293","80,83430775","21,0012207","1,37403616"
09/07/2012 23.00,"23,22475808","25,91159608","1,03156906","81,69534975",,"1,31804726"
10/07/2012 0.00,"14,22727039","16,56236731","0,93951192","85,9256076","27,59461975","0,88231259"
10/07/2012 1.00,"9,3284568","11,3718743","0,90565353","91,78198995",,"0,46583075"
10/07/2012 2.00,"5,47896602","7,41091391","0,89365869","98,84073885","21,48962021","0,27883496"
10/07/2012 3.00,"5,02795581","6,82403125","0,85689245","99,08540565",,"0,28016214"
10/07/2012 4.00,,,"0,94603942","100,40334255","17,58241081","0,37011986"
10/07/2012 5.00,"11,62308815","13,30371703",,"91,6873671",,"0,3860532"
10/07/2012 6.00,"21,19553336","25,60552312","0,92559017","82,50368385","22,95482063","0,39833551"
10/07/2012 7.00,"27,66868584","31,53784728","0,98005392","76,18906995",,"0,35916575"
10/07/2012 8.00,"32,19955224","38,6141784","1,06121947","85,10444565","26,37360954","0,49028451"
10/07/2012 9.00,"32,36696696","38,87811088","1,01878784","94,83015045",,"0,79467872"
10/07/2012 10.00,"31,43639656","38,53245952","1,07740132","100,8521178","29,05982971","0,59949506"
10/07/2012 11.00,"31,3585208","37,76270744","1,02537592","110,40136485",,"0,99644745"
10/07/2012 12.00,"34,25342264","43,97974752","1,04033801","108,05273115","26,61782074","0,98554826"
10/07/2012 13.00,"29,78874968","37,12069608","0,97492326","108,52582545",,"0,70544103"
10/07/2012 14.00,"20,18255576","25,50889064","0,94133981","107,5546395","23,19902039","0,56696428"
10/07/2012 15.00,"20,53881872","26,6593028","0,89969572","106,0373622",,"0,40940047"
10/07/2012 16.00,"27,62130648","36,00011112","0,98906054","99,5470287","18,55920982","0,71788911"
10/07/2012 17.00,"36,99389224","50,29730144","1,03068482","91,88134095",,"0,67495748"
10/07/2012 18.00,"46,4183888","62,62958672","1,19093057","81,3472821","14,65200996","0,6413202"
10/07/2012 19.00,"55,58979392","73,19476336","1,16869305","63,58078965",,"0,73470724"
10/07/2012 20.00,"50,58976096","58,9960984","1,03056716","61,49777025","13,43101025","0,75639477"
10/07/2012 21.00,"40,19054592","43,70415184","1,0557731","72,2873088",,"0,80596538"
10/07/2012 22.00,"69,52244232","87,84083632","1,1949207","43,48794765","14,65200996","1,00225553"
10/07/2012 23.00,"21,77699168","24,30918712","0,95999845","78,9993267",,"1,42194703"
11/07/2012 0.00,"11,7392498","13,61628888","0,92527562","103,18920045","22,46640968","0,87589532"
11/07/2012 1.00,"8,86836077","10,6021203","0,930722","115,07297655",,"0,48784982"
11/07/2012 2.00,"6,79176625","8,5418753","0,91025411","116,7531456","24,17580986","0,31844711"
11/07/2012 3.00,"5,11037066","6,67877087","0,88669898","112,80414285",,"0,38837705"
11/07/2012 4.00,"6,26288219","7,85512696","0,88343465","101,41377015","21,0012207","0,15889201"
11/07/2012 5.00,"12,56924135","14,75697661","1,30062464","84,4380159",,"3,41921095"
11/07/2012 6.00,"23,07808856","26,207306","0,98886249","79,975959","35,16482162","11,22148647"
11/07/2012 7.00,"24,35195856","31,20777872","0,93261046","86,933322",,"3,33179879"
11/07/2012 8.00,"21,12350832","25,0102028","0,97390039","89,97200625","29,30401993","1,63262163"
11/07/2012 9.00,"23,48693152","28,08662992","0,99641285","95,95816335",,"1,37353783"
11/07/2012 10.00,"20,32985624","24,99010768","0,95632287","106,1596158","28,81562042","1,1650752"
11/07/2012 11.00,"23,84059416","30,77589616","0,93359372","90,16532175",,"0,97592134"
11/07/2012 12.00,"21,11377624","27,17550456","0,87948413","91,631946","18,55920982","0,85642079"
11/07/2012 13.00,"18,12867198","24,36366","0,89446603","85,2605544",,"0,88629618"
11/07/2012 14.00,"11,74249446","15,51570792","0,90933027","87,8004687","38,58362961","0,60746122"
11/07/2012 15.00,"14,1240874","18,70561798","0,90339226","82,2671367",,"0,6970874"
11/07/2012 16.00,"14,2558242","18,08501528","0,90936988","89,48674245","44,4444313","0,37841858"
11/07/2012 17.00,"18,39279183","22,69186456","0,91461937","91,2872499",,"0,62726729"
11/07/2012 18.00,"30,81600992","36,8956728","0,93233436","92,31457515","40,53723145","0,64729508"
11/07/2012 19.00,"57,87211008","65,52248096","1,24384138","86,90628975",,"0,92590833"
11/07/2012 20.00,"81,22537368","92,26482192","1,31021958","63,3597636","36,14162064","2,04921432"
11/07/2012 21.00,"69,3089484","79,38845792","1,24861788","63,23270205",,"2,54807418"
11/07/2012 22.00,"26,08461296","29,92702552","0,96678224","76,4438913","41,5140419","2,14099755"
11/07/2012 23.00,"12,94561855","15,1746033","0,89981338","76,60945635",,"1,09757996"
12/07/2012 0.00,"21,22993024","23,70608496","0,95062136","66,04026555","31,25761986","0,65587042"
12/07/2012 1.00,"21,8529172","24,00569536","0,92075426","69,3999852",,"0,91683567"
12/07/2012 2.00,"11,05007705","13,01838354","0,88685625","75,84505215","31,01342964","0,74676785"
12/07/2012 3.00,"5,9189459","7,34282186","0,91607329","79,611672",,"0,54782231"
12/07/2012 4.00,,,"0,89336394","86,71975725","27,35042","0,75816536"
12/07/2012 5.00,"21,13972208","23,10235184",,"77,57866725",,"0,57670104"
12/07/2012 6.00,"20,19618832","22,66396848","0,89810316","76,76761995","16,60560989","0,98610151"
12/07/2012 7.00,"27,1397884","35,62526352","0,90337246","69,9907047",,"0,57802924"
12/07/2012 8.00,"23,55052464","27,83112936","0,9267109","75,4976628","25,64101982","0,60591233"
12/07/2012 9.00,"34,61813664","44,81047328","0,96115995","68,39971215",,"0,9249676"
12/07/2012 10.00,"21,2922232","26,78251208","0,9275963","74,9894166","43,46763992","0,83777714"
12/07/2012 11.00,"22,58037584","28,65210392","0,9643637","76,4438913",,"0,71744672"
12/07/2012 12.00,"24,39478736","30,52882752","0,952391","77,00821695","48,59584045","1,06134222"
12/07/2012 13.00,"29,17744504","35,68883752","0,95897674","79,7894265",,"1,27732861"
12/07/2012 14.00,,,"0,95838725",,"70,32967377","0,89846763"
12/07/2012 15.00,,,"0,90431727",,,"0,64635435"
12/07/2012 16.00,"15,40060361","20,6761768","0,94189085","66,3322338","54,45664978","1,22454936"
12/07/2012 17.00,"30,39225336","35,18043672","0,9766929","60,28864065",,"0,89758284"
12/07/2012 18.00,"30,91595016","35,02349976","0,97594497","67,38186315","42,73503113","1,1152839"
12/07/2012 19.00,"49,16078952","57,82366","1,06149558","50,7541965",,"1,1820052"
12/07/2012 20.00,"43,29441024","49,48087744","1,06507329","56,8511958","35,40903091","1,23616757"
12/07/2012 21.00,"59,64434288","74,21674648","1,20544065","43,00874865",,"1,16347139"
12/07/2012 22.00,"30,22028808","33,78941848","0,96251601","66,18286815","35,16482162","1,45525174"
12/07/2012 23.00,"21,34415312","22,39290424","0,98176531","71,54654535",,"1,24712168"
13/07/2012 0.00,"23,76143736","24,64120592","1,01300828","64,15459155","31,50181961","0,82554975"
13/07/2012 1.00,"23,205944","23,91619464","0,98441918","61,8012297",,"0,88884071"
13/07/2012 2.00,"9,16687177","9,21889538","0,91599523","75,00767085","24,90842056","0,51003567"
13/07/2012 3.00,"6,65094554","6,6910918","0,88030895","72,95437695",,"0,20951319"
13/07/2012 4.00,"6,76386061","6,77669204","0,88658131","74,99278815","29,30401993","0,16973527"
13/07/2012 5.00,"8,62111622","8,74031222","0,95020779","73,4038305",,"0,16884946"
13/07/2012 6.00,"20,621876","24,97777528","1,00276443","66,5863569","27,10622025","0,47534682"
13/07/2012 7.00,"19,48819384","23,41037504","0,98788039","70,8220212",,"0,38107397"
13/07/2012 8.00,"17,19615707","19,32815944","0,98721052","78,66881505","35,65322113","0,50477981"
13/07/2012 9.00,"26,2767116","32,75898432","1,0324929","87,69231975",,"0,78184418"
13/07/2012 10.00,"23,54469304","29,01850048","0,95813212","96,496155","34,67642975","1,18980559"
13/07/2012 11.00,"15,61339774","18,35673151","0,93284579","105,61492095",,"1,52186219"
13/07/2012 12.00,"29,52397592","36,58051784","0,96760823","99,58216065","24,17580986","1,0532652"
13/07/2012 13.00,"19,65950904","24,00244496","0,90765849","101,991582",,"0,87025199"
13/07/2012 14.00,"8,9773811","10,69225772","0,87985693","109,38622905","18,80340958","0,63014439"
13/07/2012 15.00,"11,61855098","13,62601522","0,91304662","110,71565715",,"0,23070238"
13/07/2012 16.00,"10,37518502","11,62867502","0,90010813","113,3400996","19,53602028","0,28824017"
13/07/2012 17.00,"14,50176858","16,38597766","0,96916117","111,55168185",,"0,3878238"
13/07/2012 18.00,"15,91644782","17,20307086","0,94301158","108,4649979","22,71062088","0,56375564"
13/07/2012 19.00,"22,28768688","24,41295136","0,98306195","106,1042745",,"0,80718273"
13/07/2012 20.00,"27,74654248","30,05996688","1,0090566","97,05712905","23,68741989","0,82709864"
13/07/2012 21.00,"25,04048888","26,632726","0,97749791","92,59100235",,"0,93630919"
13/07/2012 22.00,"16,4252119","17,32887855","0,9409472","93,62979885","12,94260979","0,82322692"
13/07/2012 23.00,"9,29925291","9,62290289","0,91058847","98,7163905",,"0,64397559"
14/07/2012 0.00,"8,77945659","9,20527811","0,91314448","97,33287795","20,02441978","0,28010723"
14/07/2012 1.00,"7,90728632","8,19817609","0,89637314","95,25999315",,"0,3186678"
14/07/2012 2.00,"5,49000017","5,77996644","0,91452034","98,11755135","17,33819962","0,20846263"
14/07/2012 3.00,"5,80278616","5,9537615","0,88730827",,,"0,25095085"
14/07/2012 4.00,,,"0,98141115","102,8425293","16,36141014","0,6413202"
14/07/2012 5.00,"20,87496744","21,04534576",,"100,6987023",,"1,19760598"
14/07/2012 6.00,"20,8366892","21,85142584","0,89352238","93,94205625","18,07081032","0,4195247"
14/07/2012 7.00,"20,39344936","22,08358088","0,90673465","88,87575375",,"0,3079354"
14/07/2012 8.00,"22,87887728","25,60227272","0,97496171","84,60429915","13,43101025","0,47645331"
14/07/2012 9.00,"18,10920208","20,65755392","0,91273207","92,005011",,"0,57443313"
14/07/2012 10.00,"20,0923476","23,8305944","0,93044822","95,44788225","13,18680954","0,62970199"
14/07/2012 11.00,"20,38436736","24,71774328","0,94491869","98,93131185",,"0,59899673"
14/07/2012 12.00,"19,98850688","24,0465548","0,90828876","105,19178145","14,40781021","0,45808528"
14/07/2012 13.00,"24,1306828","30,05866672","0,98681791","102,64452555",,"0,60358848"
14/07/2012 14.00,"11,47253345","13,57413693","0,88917693","107,1802578","10,25640965","1,25768831"
14/07/2012 15.00,"11,10458817","13,30760795","0,9039235","106,30766475",,"0,48884648"
14/07/2012 16.00,"9,11495714","10,93673942","0,91577854","112,79329005","10,98900986","0,41825244"
14/07/2012 17.00,"23,6004852","29,03341408","0,96821752","105,7994385",,"0,32912459"
14/07/2012 18.00,"38,1892364","53,73557456","1,05589076","100,6283985","17,33819962","0,57404565"
14/07/2012 19.00,"34,70637544","50,90558512","1,07968123","102,8059809",,"0,73692023"
14/07/2012 20.00,"29,84131056","42,87862672","0,99763261","96,87127485","9,27960968","0,83827445"
14/07/2012 21.00,"48,59556408","70,91466512","1,13174741","75,10905675",,"1,8126469"
14/07/2012 22.00,"41,2807492","47,68520352","1,19899121","77,57324085","23,19902039","1,32889153"
14/07/2012 23.00,"27,36173336","29,98669904","1,02999631","100,36886895",,"1,38355121"
15/07/2012 0.00,"28,35979736","30,16243096","1,03090035","88,88523","20,75702095","0,97924082"
15/07/2012 1.00,"22,50380024","27,08212248","0,99902828","90,5498979",,"0,86543852"
15/07/2012 2.00,"32,33063896","39,64201224","1,14238502","92,19020685","33,45542145","1,16933541"
15/07/2012 3.00,"11,82815206","12,5521213","0,984891","101,74146885",,"1,01984963"
15/07/2012 4.00,"6,39137242","6,73583834","0,96635003","108,93069075","21,97801971","0,72497048"
15/07/2012 5.00,"14,19937049","15,42427034","0,95122949","87,32803275",,"0,6243902"
15/07/2012 6.00,"10,84436114","11,3738188","0,98420365","89,4157803","23,93161964","0,63036609"
15/07/2012 7.00,"29,24493864","33,56051384","0,99936263","68,34429105",,"0,48696503"
15/07/2012 8.00,"13,80740858","15,80298783","0,94086798","93,24320775","21,24542046","0,76779127"
15/07/2012 9.00,"17,09426468","21,05767816","0,9468456","96,5772717",,"0,30771369"
15/07/2012 10.00,"23,53884232","33,0858216","1,02905266","99,0549819","23,68741989","0,55368633"
15/07/2012 11.00,"26,19518392","38,49360768","0,9710275","97,8415032",,"0,65949908"
15/07/2012 12.00,"20,18903744","30,21560368","0,94607903","105,95622555","17,82661057","0,44480834"
15/07/2012 13.00,"22,56414296","32,08064496","0,98369222","110,8474668",,"0,28409081"
15/07/2012 14.00,"5,45625337","7,1625432","0,93192195","123,7497303","18,31501007","0,34920729"
15/07/2012 15.00,"9,42125381","12,16043472","0,99281533","118,8915861",,"0,39833551"
15/07/2012 16.00,"8,4160504","11,55020845","0,99025932","120,9982662","19,78022003","0,36115704"
15/07/2012 17.00,"8,08833934","9,66764942","0,97563042","125,2231575",,"0,6970874"
15/07/2012 18.00,"4,97539302","5,6210888","0,93784015","106,1366733","23,44322014","0,37841858"
15/07/2012 19.00,"6,62498822","7,33439185","0,90144555","102,74850495",,"0,27103355"
15/07/2012 20.00,"8,47770093","9,47634618","0,9601965","96,39275415","19,04759979","0,24718897"
15/07/2012 21.00,"11,48746617","12,68959984","0,92260195","93,57844755",,"0,22494921"
15/07/2012 22.00,"12,14742547","13,2200613","0,94238132","93,29862885","18,80340958",
15/07/2012 23.00,"10,0254133","10,9049639","0,96538657","87,39426675",,
16/07/2012 0.00,"9,44202004","10,27139019","0,95012857","82,74160755","11,96580982",
16/07/2012 1.00,"5,41537098","5,97062343","0,90130808","82,7902656",,
16/07/2012 2.00,"2,26219045","2,43636791","0,88406375","86,06551695","14,16361046",
16/07/2012 3.00,"0,80792516","0,96105724","0,87397718",,,
16/07/2012 4.00,,,"0,86170856","90,1585587","7,32600689",
16/07/2012 5.00,"18,69779407","19,01429508",,"84,93479085",,
16/07/2012 6.00,"18,66663803","19,52788696","0,91426521","80,3740413","12,94260979",
16/07/2012 7.00,"20,82045632","23,3967616","0,95319601","76,6608276",,
16/07/2012 8.00,"18,9891561","22,36825856","0,95978292","80,96474085","18,07081032",
16/07/2012 9.00,"21,40839632","25,64053184","0,98601173","85,9472334",,
16/07/2012 10.00,"19,42653184","23,30207936","0,97686998","88,10324985","21,48962021",
16/07/2012 11.00,"19,1371124","23,11986576","0,96705835","75,0894459",,"0,02897535"
16/07/2012 12.00,"18,80292157","23,33450688","0,99574531","88,51621485","18,80340958",
16/07/2012 13.00,"31,51687264","53,39254264","1,02700808","88,34656005",,
16/07/2012 14.00,"11,97286752","14,53973517","0,93955037","96,13456125","26,61782074","0,50146033"
16/07/2012 15.00,"14,4518042","18,6660587","0,93117518","93,89206155",,"0,22439597"
16/07/2012 16.00,"14,48295068","18,4585436","0,97445144","89,430663","20,02441978","0,50942649"
16/07/2012 17.00,"15,09749234","19,0207825","0,98064341","89,6827512",,"0,26201581"
16/07/2012 18.00,"18,68157266","22,95189656","0,97765635","90,65329875","28,32722092","0,17039937"
16/07/2012 19.00,"23,21890736","27,93682472","1,03033066","85,19027055",,"0,47224904"
16/07/2012 20.00,"26,37015104","32,39063752","1,0321201","73,7018835","15,38461018","0,57133433"
16/07/2012 21.00,"29,88090808","35,63113336","1,00124993","62,3669319",,"0,73227356"
16/07/2012 22.00,"21,39606392","25,2138308","0,99778988","66,09433005","16,11721039","0,54710227"
16/07/2012 23.00,"12,49526225","14,4437585","0,93785995","70,430682",,"0,4123874"
17/07/2012 0.00,"7,31870198","8,71761486","0,91454015","71,4944958","18,80340958","0,3362619"
17/07/2012 1.00,"4,63470138","5,78450744","0,89537007","72,32786715",,"0,14992919"
17/07/2012 2.00,"2,85337129","3,28004938","0,88915713","73,0821168","14,16361046","0,06096712"
17/07/2012 3.00,"2,29788366","2,74375059","0,87851951","69,536523",,"0,01405189"
17/07/2012 4.00,"2,22325448","2,77682246","0,8569309","66,3004734","13,18680954","0,00586402"
17/07/2012 5.00,"2,68205226","3,26513387","0,90294024","66,87900345",,"0,03983386"
17/07/2012 6.00,"7,3680201","8,74874222","0,90655757","57,1884306","8,30280876",
17/07/2012 7.00,"11,3167934","15,1551487","0,95514273","55,60354275",,"0,03374813"
17/07/2012 8.00,"11,7204319","16,88077267","0,92661304","66,41333055","10,98900986","0,12149184"
17/07/2012 9.00,"12,17858151","17,39113327","0,96361694","70,9092027",,"0,91019669"
17/07/2012 10.00,"13,5322603","18,29706946","0,9639711","76,51010535","14,65200996","0,61343609"
17/07/2012 11.00,"13,56924412","19,176404","0,97364526","79,7549529",,"0,68712893"
17/07/2012 12.00,"14,60040484","20,07521608","0,98990516","83,27419275","11,47741032","0,76281204"
17/07/2012 13.00,"16,9222994","23,21647912","0,97201193","83,73715245",,"0,59949506"
17/07/2012 14.00,"9,39854116","12,9282423","0,91174881","88,39320315","13,18680954","0,35651037"
17/07/2012 15.00,"9,38750892","12,6234542","0,88988409","88,38306855",,"0,29277701"
17/07/2012 16.00,"10,1065299","13,62342255","0,9182565","88,29046065","20,75702095","0,4780022"
17/07/2012 17.00,"13,97028994","18,09733621","0,96929981","87,553767",,"0,3463302"
17/07/2012 18.00,"19,63159384","25,20021736","1,01800263","82,19413965","14,65200996","0,50400486"
17/07/2012 19.00,"26,57781336","32,98853904","0,98569718","75,15095175",,"0,57924557"
17/07/2012 20.00,"32,1671056","39,88519952","1,04484074","66,54986835","14,16361046","0,62516516"
17/07/2012 21.00,"36,61426464","44,01150584","1,0672367","55,94756055",,"1,04065135"
17/07/2012 22.00,"23,937284","28,72992232","0,97671154","59,50057575","7,57020807","0,92336379"
17/07/2012 23.00,"12,52186008","15,58185356","0,91711596","68,9377038",,"0,53775299"
18/07/2012 0.00,"8,19606333","10,01264497","0,90482754","76,9777932","11,23320961","0,37509909"
18/07/2012 1.00,"4,05065804","5,02253338","0,90225173","79,3893093",,"0,04591958"
18/07/2012 2.00,"1,70345816","2,49148896","0,90461202","80,81739015","7,57020807","0,02611351"
18/07/2012 3.00,"2,13889322","2,78071338","0,89808336",,,"0,03363728"
18/07/2012 4.00,,,"0,88359192","74,60891025","10,7448101","0,00619658"
18/07/2012 5.00,"6,47313718","6,97123804",,"74,41491645",,"0,03363728"
18/07/2012 6.00,"13,41609866","15,32116192","0,9652293","63,35639205","18,31501007","0,02611351"
18/07/2012 7.00,"17,24936612","20,5622216","0,99181227","60,32175765",,"0,20801921"
18/07/2012 8.00,"18,69973666","24,70931136","1,11582186","66,49444725","23,19902039","0,5067711"
18/07/2012 9.00,"19,7951272","24,99658936","1,04020171","73,54912635",,"0,86394557"
18/07/2012 10.00,"18,18254066","23,67302648","0,98896151","80,2280472","20,26861954","0,71700331"
18/07/2012 11.00,"17,33761639","22,34881352","0,99419236","83,4215235",,"0,90505067"
18/07/2012 12.00,"16,34864013","21,7294976","0,97930716","85,62214815","13,18680954","0,89492644"
18/07/2012 13.00,"21,12675872","28,65405416","0,98033003","86,05334745",,"1,00115006"
18/07/2012 14.00,"10,92419097","14,54167967","0,91739207","96,1643067","14,89620972","0,50848576"
18/07/2012 15.00,"11,03060715","14,30562989","0,92081367","95,1085926",,"0,52513914"
18/07/2012 16.00,"13,51409248","18,15570001","0,9459602","95,155914","10,01220989","0,21897332"
18/07/2012 17.00,"20,90028232","27,29353232","0,97040073","89,89970745",,"0,42018881"
18/07/2012 18.00,"26,96069136","33,6480452","1,0200274","86,12025975","9,03540897","0,75152639"
18/07/2012 19.00,"27,3513512","32,41398304","1,0784638","86,7711285",,"0,87833002"
18/07/2012 20.00,"36,39880136","41,74117792","1,06560337","75,86735625","5,12820482","1,12159031"
18/07/2012 21.00,"43,57604784","49,0625892","1,06707826","64,8831855",,"1,26338656"
18/07/2012 22.00,"26,66932168","28,8952912","0,99055407","77,69760915","16,11721039","0,85741643"
18/07/2012 23.00,"19,63094376","21,92859416","1,00246969","78,47350455",,"0,81083376"
19/07/2012 0.00,"15,34343863","17,43522973","0,98025197","80,1523569","16,60560989","0,62892704"
19/07/2012 1.00,"10,57181702","11,41402434","0,92000633","79,6211283",,"0,53841709"
19/07/2012 2.00,"6,77813751","7,53931427","0,91880754","82,25159565","10,01220989","0,32442198"
19/07/2012 3.00,"4,53930788","5,32991797","0,90323499","82,18536165",,"0,2055296"
19/07/2012 4.00,"4,2115949","4,9096967","1,00781704","84,592788","10,01220989","0,09958362"
19/07/2012 5.00,"6,66781894","7,23063334","0,9963348","79,70425995",,"0,95025124"
19/07/2012 6.00,"10,45955202","11,54761386","0,96678224","76,57566105","7,81440783","0,81791513"
19/07/2012 7.00,"23,7108076","34,83153496","1,03076288","64,87642245",,"0,71567612"
19/07/2012 8.00,"29,78874968","36,8211048","1,04806546","58,3651215","12,21000957","0,48475203"
19/07/2012 9.00,"33,63563632","46,04906688","1,06845412","70,2245586",,"0,84402864"
19/07/2012 10.00,"20,82370672","28,365476","1,04348351","84,70297185","19,29179955","0,92889627"
19/07/2012 11.00,"23,30911552","33,23367656","1,07221008","86,6710992",,"0,90245122"
19/07/2012 12.00,"24,66151136","34,27965528","1,04700414","88,22083515","16,36141014","0,90344687"
19/07/2012 13.00,"16,97615853","22,67630088","1,01194696","100,4317314",,"0,49725503"
19/07/2012 14.00,"9,76454002","12,19350658","0,95757991","106,7280711","17,58241081","0,61056002"
19/07/2012 15.00,"15,31943156","20,47274","0,98632745","106,80980625",,"0,19916725"
19/07/2012 16.00,"18,40057367","23,55694896","1,01623183","105,75820185","13,18680954","0,39833551"
19/07/2012 17.00,"29,09503784","39,55706208","1,08204152","97,84451565",,"0,76369784"
19/07/2012 18.00,"32,58436136","41,65685872","1,08729101","95,64119775","17,58241081","0,81105547"
19/07/2012 19.00,"39,78495336","51,47365944","1,14069344","90,88240455",,"1,3078681"
19/07/2012 20.00,"50,98170184","66,19952016","1,15398493","81,5838492","14,65200996","1,36097889"
19/07/2012 21.00,"31,78812808","40,36444232","1,22266401","87,48280485",,"1,34764602"
