NetC,SIMAGE Brindisi,
Stat,Mesagne,
Parm,SO2,NO2
PtId,1,4
Unit,ug/m3 293K,ug/m3 293K
Field,Aver,Aver
26/01/2006 4.00,"1,337691",
26/01/2006 5.00,"1,407163",
26/01/2006 6.00,"1,254596",
26/01/2006 7.00,"1,266401",
26/01/2006 8.00,"1,199199",
26/01/2006 9.00,"1,243244",
26/01/2006 10.00,"0,726512",
26/01/2006 11.00,"1,214638",
26/01/2006 12.00,"4,571577",
26/01/2006 13.00,"7,521215",
26/01/2006 14.00,"11,471617",
26/01/2006 15.00,"8,242278",
26/01/2006 16.00,"7,272385",
26/01/2006 17.00,"7,25967",
26/01/2006 18.00,"4,809509","33,607087"
26/01/2006 19.00,"2,92648","41,409903"
26/01/2006 20.00,"2,700355","99,611678"
26/01/2006 21.00,"2,659942","109,759733"
26/01/2006 22.00,"3,080865","103,856911"
26/01/2006 23.00,"2,123685","88,989891"
27/01/2006 0.00,"1,863958","62,326396"
27/01/2006 1.00,"1,329971","33,142453"
27/01/2006 2.00,"1,389908","23,957417"
27/01/2006 3.00,"1,416244","15,351229"
27/01/2006 4.00,"1,148343","10,915095"
27/01/2006 5.00,"1,121099","7,547127"
27/01/2006 6.00,"1,555189","10,760657"
27/01/2006 7.00,"1,686416","31,134643"
27/01/2006 8.00,"1,667345","51,121867"
27/01/2006 9.00,"1,455294","40,986796"
27/01/2006 10.00,"1,378102","39,247642"
27/01/2006 11.00,"1,589699","23,656297"
27/01/2006 12.00,"1,63556","18,75555"
27/01/2006 13.00,"1,98701","20,319474"
27/01/2006 14.00,"2,347542","22,226044"
27/01/2006 15.00,"2,156832","20,856783"
27/01/2006 16.00,"2,060569","26,27931"
27/01/2006 17.00,"1,849881","26,662169"
27/01/2006 18.00,"2,041498","33,133372"
27/01/2006 19.00,"1,898013","41,09712"
27/01/2006 20.00,"1,458473","41,98096"
27/01/2006 21.00,"1,398081","37,569478"
27/01/2006 22.00,"1,254596","27,00222"
27/01/2006 23.00,"1,165143","27,363032"
28/01/2006 0.00,"1,106115","16,776293"
28/01/2006 1.00,,"12,489423"
28/01/2006 2.00,"1,25675",
28/01/2006 3.00,"1,44069","7,543233"
28/01/2006 4.00,"1,351695","6,212914"
28/01/2006 5.00,"1,348417","6,517914"
28/01/2006 6.00,"1,738639","8,049403"
28/01/2006 7.00,"1,471166","13,933946"
28/01/2006 8.00,"1,163625","25,090448"
28/01/2006 9.00,"1,944556","33,976984"
28/01/2006 10.00,"1,249222","26,972372"
28/01/2006 11.00,"1,615526","20,680286"
28/01/2006 12.00,"1,774091","22,056028"
28/01/2006 13.00,"1,862116","22,94767"
28/01/2006 14.00,"2,124368","24,868504"
28/01/2006 15.00,"1,623782","22,377895"
28/01/2006 16.00,"1,404509","18,148139"
28/01/2006 17.00,"1,675746","19,770463"
28/01/2006 18.00,"1,435591","23,252672"
28/01/2006 19.00,"1,64333","28,13007"
28/01/2006 20.00,"1,661299","33,651218"
28/01/2006 21.00,"1,507954","31,561649"
28/01/2006 22.00,"1,625724","29,317633"
28/01/2006 23.00,"1,52568","27,727728"
29/01/2006 0.00,"1,273747","17,623802"
29/01/2006 1.00,"0,841516","13,3564"
29/01/2006 2.00,"1,17091","12,493307"
29/01/2006 3.00,"1,139828","10,634759"
29/01/2006 4.00,"1,212191","8,966999"
29/01/2006 5.00,"0,939861","8,013064"
29/01/2006 6.00,"1,122223","8,516637"
29/01/2006 7.00,"0,787365","10,323268"
29/01/2006 8.00,"1,013679","11,187651"
29/01/2006 9.00,"1,113361","15,122799"
29/01/2006 10.00,"0,838723","18,015762"
29/01/2006 11.00,"0,959408","18,691945"
29/01/2006 12.00,"0,800478","18,781499"
29/01/2006 13.00,"0,801935","25,215054"
29/01/2006 14.00,"0,66061","19,351255"
29/01/2006 15.00,"0,742321","14,591972"
29/01/2006 16.00,"0,775346","17,234445"
29/01/2006 17.00,"0,980048","20,0612"
29/01/2006 18.00,"1,361165","32,309206"
29/01/2006 19.00,"0,784452","29,39939"
29/01/2006 20.00,"1,102919","19,308427"
29/01/2006 21.00,"1,17431","28,345514"
29/01/2006 22.00,"1,232346","40,354727"
29/01/2006 23.00,"0,961351","31,322824"
30/01/2006 0.00,"0,947024","24,305228"
30/01/2006 1.00,,"16,791866"
30/01/2006 2.00,"0,799184",
30/01/2006 3.00,"0,622021","11,118869"
30/01/2006 4.00,"0,938941","9,702893"
30/01/2006 5.00,"0,994746","7,576979"
30/01/2006 6.00,"1,0419","12,092273"
30/01/2006 7.00,"0,710176","32,288459"
30/01/2006 8.00,"0,738505","55,765657"
30/01/2006 9.00,"0,911221","58,554787"
30/01/2006 10.00,"0,886669","48,838902"
30/01/2006 11.00,"0,993406","33,835515"
30/01/2006 12.00,"1,179099","18,867165"
30/01/2006 13.00,"2,245977","20,621875"
30/01/2006 14.00,"4,212805","23,226707"
30/01/2006 15.00,"2,851731","14,210397"
30/01/2006 16.00,"1,868744","21,544664"
30/01/2006 17.00,"3,728592","38,507853"
30/01/2006 18.00,"2,814386","41,123064"
30/01/2006 19.00,"2,015019","54,431446"
30/01/2006 20.00,"1,589595","52,423636"
30/01/2006 21.00,"1,358881","78,664016"
30/01/2006 22.00,"1,275722","70,955945"
30/01/2006 23.00,"1,274746","55,347732"
31/01/2006 0.00,"0,996451","40,297617"
31/01/2006 1.00,"1,170569","26,448026"
31/01/2006 2.00,"0,884354","20,64524"
31/01/2006 3.00,"1,15217","15,898931"
31/01/2006 4.00,"1,259943","11,968971"
31/01/2006 5.00,"1,367349","9,561424"
31/01/2006 6.00,"0,793823","11,022827"
31/01/2006 7.00,"0,931752","23,303283"
31/01/2006 8.00,"1,335792","47,029693"
31/01/2006 9.00,"1,117627","42,492325"
31/01/2006 10.00,"1,724661","35,52144"
31/01/2006 11.00,"1,612076","24,502528"
31/01/2006 12.00,"1,372406","18,388246"
31/01/2006 13.00,"2,153435","16,772398"
31/01/2006 14.00,"2,022451","19,510907"
31/01/2006 15.00,"1,615366","15,39276"
31/01/2006 16.00,"1,540187","12,795715"
31/01/2006 17.00,"1,575949","13,660098"
31/01/2006 18.00,"1,621884","13,885925"
31/01/2006 19.00,"2,069849","14,3947"
31/01/2006 20.00,"1,636933","12,780144"
31/01/2006 21.00,"1,351083","12,97352"
31/01/2006 22.00,"1,278525","17,082588"
31/01/2006 23.00,"1,428942","14,889183"
01/02/2006 0.00,"1,253485","12,233733"
01/02/2006 1.00,,"10,729501"
01/02/2006 2.00,"0,98767",
01/02/2006 3.00,"1,306292","9,035785"
01/02/2006 4.00,"0,99852","10,453061"
01/02/2006 5.00,"1,253989","10,035147"
01/02/2006 6.00,"1,168562","11,168183"
01/02/2006 7.00,"0,79863","11,779477"
01/02/2006 8.00,"0,878616","12,957949"
01/02/2006 9.00,"0,63475","18,24289"
01/02/2006 10.00,"0,590954","19,461578"
01/02/2006 11.00,"0,712512","23,054092"
01/02/2006 12.00,"0,865961","23,771818"
01/02/2006 13.00,"1,245333","20,829537"
01/02/2006 14.00,"1,444562","18,640039"
01/02/2006 15.00,"1,194594","19,539455"
01/02/2006 16.00,"1,198381","23,627749"
01/02/2006 17.00,"1,123054","23,552474"
01/02/2006 18.00,"0,993411","26,362369"
01/02/2006 19.00,"1,024942","24,895768"
01/02/2006 20.00,"0,912793","24,345477"
01/02/2006 21.00,"1,007598","23,308466"
01/02/2006 22.00,"1,057075","25,05152"
01/02/2006 23.00,"1,088275","30,731002"
02/02/2006 0.00,"1,118424","32,323487"
02/02/2006 1.00,"0,924787","31,177472"
02/02/2006 2.00,"0,862685","24,570002"
02/02/2006 3.00,"0,856673","21,888595"
02/02/2006 4.00,"0,774192","19,189023"
02/02/2006 5.00,"0,541117","16,510226"
02/02/2006 6.00,"1,040933","16,43754"
02/02/2006 7.00,"0,828328","24,571302"
02/02/2006 8.00,"0,935938","40,06659"
02/02/2006 9.00,"0,777889","40,824566"
02/02/2006 10.00,"0,526809","27,870497"
02/02/2006 11.00,"0,714345","26,827003"
02/02/2006 12.00,"1,096331","25,98209"
02/02/2006 13.00,"0,946128","24,930816"
02/02/2006 14.00,"0,867134","24,253317"
02/02/2006 15.00,"1,323395","25,034637"
02/02/2006 16.00,"0,858748","29,282585"
02/02/2006 17.00,"1,020644","38,74926"
02/02/2006 18.00,"1,459561","49,16469"
02/02/2006 19.00,"1,24879","65,218071"
02/02/2006 20.00,"4,974988","104,136027"
02/02/2006 21.00,"5,80554","95,954274"
02/02/2006 22.00,"4,525069","76,400518"
02/02/2006 23.00,"7,066202","91,056094"
03/02/2006 0.00,"3,113933","54,445727"
03/02/2006 1.00,,"35,511057"
03/02/2006 2.00,"2,335328",
03/02/2006 3.00,"1,754569","27,059331"
03/02/2006 4.00,"1,802484","22,595938"
03/02/2006 5.00,"1,865586","19,813309"
03/02/2006 6.00,"1,387166","18,860676"
03/02/2006 7.00,"1,371978","25,475907"
03/02/2006 8.00,"1,6855","51,220511"
03/02/2006 9.00,"4,050842","83,253278"
03/02/2006 10.00,"4,288605","85,585556"
03/02/2006 11.00,"1,977145","38,781706"
03/02/2006 12.00,"2,030483","31,438346"
03/02/2006 13.00,"3,831882","27,264392"
03/02/2006 14.00,"3,807835","25,68747"
03/02/2006 15.00,"3,590141","25,094348"
03/02/2006 16.00,"3,971647","34,980229"
03/02/2006 17.00,"4,388231","41,901783"
03/02/2006 18.00,"4,861951","47,55272"
03/02/2006 19.00,"4,438858","66,840402"
03/02/2006 20.00,"8,140016","98,499389"
03/02/2006 21.00,"10,226545","100,986118"
03/02/2006 22.00,"10,931702","111,02643"
03/02/2006 23.00,"9,796225","101,844018"
04/02/2006 0.00,"6,979222","69,228491"
04/02/2006 1.00,"4,737193","38,910191"
04/02/2006 2.00,"3,88486","23,167015"
04/02/2006 3.00,"3,399388","19,331792"
04/02/2006 4.00,"2,689894","18,961905"
04/02/2006 5.00,"2,413437","13,429076"
04/02/2006 6.00,"2,368235","21,063165"
04/02/2006 7.00,"2,566763","40,095155"
04/02/2006 8.00,"3,224546","55,229629"
04/02/2006 9.00,"4,314099","72,138305"
04/02/2006 10.00,"3,889199","56,739056"
04/02/2006 11.00,"2,353951","37,890065"
04/02/2006 12.00,"2,344549","25,102131"
04/02/2006 13.00,"3,934944","25,49279"
04/02/2006 14.00,"3,218579","26,049584"
04/02/2006 15.00,"3,258176","21,587493"
04/02/2006 16.00,"3,207007","18,874947"
04/02/2006 17.00,"3,143543","20,384366"
04/02/2006 18.00,"2,660602","33,549996"
04/02/2006 19.00,"3,457609","43,952425"
04/02/2006 20.00,"3,348219","43,069862"
04/02/2006 21.00,"3,35744","47,055636"
04/02/2006 22.00,"4,142331","49,691616"
04/02/2006 23.00,"3,851229","38,725894"
05/02/2006 0.00,"3,524869","43,92906"
05/02/2006 1.00,,"26,034001"
05/02/2006 2.00,"1,429007",
05/02/2006 3.00,"1,722649","16,863252"
05/02/2006 4.00,"1,535059","15,587439"
05/02/2006 5.00,"1,433283","15,830139"
05/02/2006 6.00,"1,14759","13,662693"
05/02/2006 7.00,"1,267131","15,754868"
05/02/2006 8.00,"1,368063","18,592018"
05/02/2006 9.00,"1,068398","17,227955"
05/02/2006 10.00,"0,492194","12,202586"
05/02/2006 11.00,"0,624261","10,894337"
05/02/2006 12.00,"0,782585","14,385606"
05/02/2006 13.00,"1,19637","15,298009"
05/02/2006 14.00,"1,163369","11,670458"
05/02/2006 15.00,"1,214015","9,435531"
05/02/2006 16.00,"1,048164","9,220082"
05/02/2006 17.00,"1,08514","10,306393"
05/02/2006 18.00,"1,229673","11,296673"
05/02/2006 19.00,"0,752353","10,93197"
05/02/2006 20.00,"0,698454","9,357659"
05/02/2006 21.00,"0,579877","8,833317"
05/02/2006 22.00,"0,518631","7,54453"
05/02/2006 23.00,"0,83293","7,39917"
06/02/2006 0.00,"1,358668","7,835256"
06/02/2006 1.00,"1,555413","7,618509"
06/02/2006 2.00,"1,324221","8,19087"
06/02/2006 3.00,"0,793907","6,279105"
06/02/2006 4.00,"1,556558","5,645744"
06/02/2006 5.00,"1,620212","5,82485"
06/02/2006 6.00,"2,049054","6,655488"
06/02/2006 7.00,"2,051462","8,977381"
06/02/2006 8.00,"2,119573","10,682781"
06/02/2006 9.00,"2,849163","18,01965"
06/02/2006 10.00,"2,337999","16,328529"
06/02/2006 11.00,"2,30054","14,164967"
06/02/2006 12.00,"2,426283","14,995611"
06/02/2006 13.00,"2,235199","13,053991"
06/02/2006 14.00,"2,886741","12,898248"
06/02/2006 15.00,"1,821835","9,4537"
06/02/2006 16.00,"1,668751","9,662657"
06/02/2006 17.00,"2,068866","10,433593"
06/02/2006 18.00,"2,131437","10,639947"
06/02/2006 19.00,"1,771249","10,625678"
06/02/2006 20.00,"1,452916","8,403722"
06/02/2006 21.00,"2,489215","6,719083"
06/02/2006 22.00,"2,658379","5,830042"
06/02/2006 23.00,"2,110058","5,891042"
07/02/2006 0.00,"2,506559","5,822254"
07/02/2006 1.00,,"5,631467"
07/02/2006 2.00,"5,235203",
07/02/2006 3.00,"4,848481","5,355021"
07/02/2006 4.00,"5,276766","5,157744"
07/02/2006 5.00,"5,321945","5,05651"
07/02/2006 6.00,"5,396036","5,295318"
07/02/2006 7.00,"4,79246","6,597084"
07/02/2006 8.00,"4,452724","7,826168"
07/02/2006 9.00,"4,474408","12,690592"
07/02/2006 10.00,"4,812338","11,574414"
07/02/2006 11.00,"5,121355","10,142871"
07/02/2006 12.00,"5,37435","9,566615"
07/02/2006 13.00,"5,473741","9,079914"
07/02/2006 14.00,"5,247853","10,011786"
07/02/2006 15.00,"5,658067","9,976743"
07/02/2006 16.00,"5,141233","12,36612"
07/02/2006 17.00,"4,738246","9,361551"
07/02/2006 18.00,"4,089493","9,525085"
07/02/2006 19.00,"2,923003","10,089658"
07/02/2006 20.00,"2,31988","12,428422"
07/02/2006 21.00,"2,491555","14,625712"
07/02/2006 22.00,"2,564744","14,637399"
07/02/2006 23.00,"2,666845","15,587439"
08/02/2006 0.00,"2,151367","12,881375"
08/02/2006 1.00,"2,239915","9,290168"
08/02/2006 2.00,"2,118838","7,84953"
08/02/2006 3.00,"2,054234","6,825511"
08/02/2006 4.00,"2,191575","6,558149"
08/02/2006 5.00,"2,084955","6,593192"
08/02/2006 6.00,"2,992125","7,634084"
08/02/2006 7.00,"2,463997","14,749017"
08/02/2006 8.00,"3,012003","18,906104"
08/02/2006 9.00,"2,78747","25,481108"
08/02/2006 10.00,"2,239463","20,942442"
08/02/2006 11.00,"3,157024","19,307127"
08/02/2006 12.00,"4,188886","38,054899"
08/02/2006 13.00,"3,183227","29,556421"
08/02/2006 14.00,"3,433512","15,706846"
08/02/2006 15.00,"3,578081","11,904073"
08/02/2006 16.00,"3,287136","13,997551"
08/02/2006 17.00,"3,276294","17,949565"
08/02/2006 18.00,"3,953961","50,649451"
08/02/2006 19.00,"9,561428","86,464235"
08/02/2006 20.00,"8,079597","70,01241"
08/02/2006 21.00,"7,123634","61,841"
08/02/2006 22.00,"6,342962","46,459916"
08/02/2006 23.00,"5,271345","32,093779"
09/02/2006 0.00,"4,147321","23,516126"
09/02/2006 1.00,,"16,732157"
09/02/2006 2.00,"0,80719",
09/02/2006 3.00,"1,082675","10,151955"
09/02/2006 4.00,"1,192363","9,378425"
09/02/2006 5.00,"1,196458","9,248636"
09/02/2006 6.00,"0,89352","10,228527"
09/02/2006 7.00,"1,268459","17,570591"
09/02/2006 8.00,"1,334802","27,89256"
09/02/2006 9.00,"1,310721","30,300112"
09/02/2006 10.00,"1,747067","33,452636"
09/02/2006 11.00,"0,792019","23,802966"
09/02/2006 12.00,"1,187909","22,740007"
09/02/2006 13.00,"1,252085","27,064512"
09/02/2006 14.00,"1,721661","38,503951"
09/02/2006 15.00,"0,975394","25,100831"
09/02/2006 16.00,"0,856917","21,876931"
09/02/2006 17.00,"0,88449","19,600446"
09/02/2006 18.00,"1,079544","20,345438"
09/02/2006 19.00,"1,171654","29,082704"
09/02/2006 20.00,"2,256376","54,55475"
09/02/2006 21.00,"1,598006","47,873304"
09/02/2006 22.00,"1,339377","31,461711"
09/02/2006 23.00,"1,13481","30,047021"
10/02/2006 0.00,"0,963956","18,799676"
10/02/2006 1.00,"0,58384","10,201267"
10/02/2006 2.00,"0,759149","10,628271"
10/02/2006 3.00,"1,022473","10,554292"
10/02/2006 4.00,"0,945534","9,928721"
10/02/2006 5.00,"0,908571","11,32263"
10/02/2006 6.00,"0,785157","15,622478"
10/02/2006 7.00,"0,795271","36,394919"
10/02/2006 8.00,"1,475795","48,666286"
10/02/2006 9.00,"2,358119","68,410823"
10/02/2006 10.00,"2,592185","50,162753"
10/02/2006 11.00,"1,347565","34,111954"
10/02/2006 12.00,"1,356836","34,799834"
10/02/2006 13.00,"1,022954","38,986768"
10/02/2006 14.00,,
10/02/2006 15.00,,
10/02/2006 16.00,"0,478847","16,96189"
10/02/2006 17.00,"0,636698","19,182541"
10/02/2006 18.00,"0,753971","25,224136"
10/02/2006 19.00,"1,159373","48,897314"
10/02/2006 20.00,"1,043063","44,018616"
10/02/2006 21.00,"0,907005","47,875886"
10/02/2006 22.00,"1,470137","69,7684"
10/02/2006 23.00,"1,526967","42,641576"
11/02/2006 0.00,"1,475916","26,969772"
11/02/2006 1.00,,"13,33693"
11/02/2006 2.00,"0,674374",
11/02/2006 3.00,"0,641514","9,486146"
11/02/2006 4.00,"0,548191","7,262892"
11/02/2006 5.00,"0,731878","8,323255"
11/02/2006 6.00,"0,385283","8,584126"
11/02/2006 7.00,"0,329711","16,096204"
11/02/2006 8.00,"0,448133","15,497886"
11/02/2006 9.00,"0,238472","18,706226"
11/02/2006 10.00,"0,29341","12,868394"
11/02/2006 11.00,"0,330467","20,664705"
11/02/2006 12.00,"0,339618","18,16891"
11/02/2006 13.00,"0,507298","18,829519"
11/02/2006 14.00,"0,691649","21,096893"
11/02/2006 15.00,"0,427535","10,486799"
11/02/2006 16.00,"0,451394","9,683423"
11/02/2006 17.00,"0,508627","11,137036"
11/02/2006 18.00,"0,488392","16,877524"
11/02/2006 19.00,"0,669269","27,238428"
11/02/2006 20.00,"0,915836","34,598651"
11/02/2006 21.00,"1,279133","35,742085"
11/02/2006 22.00,"0,693068","20,196187"
11/02/2006 23.00,"0,218056","10,992971"
12/02/2006 0.00,"0,165022","6,969573"
12/02/2006 1.00,"0,867151","6,512723"
12/02/2006 2.00,"0,507117","7,25251"
12/02/2006 3.00,"0,561691","7,392679"
12/02/2006 4.00,"0,714693","7,312212"
12/02/2006 5.00,"0,947609","7,475744"
12/02/2006 6.00,"0,700921","7,063019"
12/02/2006 7.00,"1,336335","7,195403"
12/02/2006 8.00,"1,38946","7,256403"
12/02/2006 9.00,"1,302811","8,061083"
12/02/2006 10.00,"1,828472","7,422531"
12/02/2006 11.00,"2,855874","8,550382"
12/02/2006 12.00,"3,020776","9,253829"
12/02/2006 13.00,"2,651106","10,406332"
12/02/2006 14.00,"2,589496","8,138955"
12/02/2006 15.00,"2,273434","6,920254"
12/02/2006 16.00,"2,138281","7,650956"
12/02/2006 17.00,"1,776253","9,190232"
12/02/2006 18.00,"1,523103","10,455655"
12/02/2006 19.00,"1,355452","15,122799"
12/02/2006 20.00,"2,435527","30,933465"
12/02/2006 21.00,"1,128577","19,608247"
12/02/2006 22.00,"1,143708","8,123382"
12/02/2006 23.00,"1,332771","8,830721"
13/02/2006 0.00,"0,897474","8,617871"
13/02/2006 1.00,,"8,133765"
13/02/2006 2.00,"1,912777",
13/02/2006 3.00,"2,091354","6,206424"
13/02/2006 4.00,"2,340017","6,120765"
13/02/2006 5.00,"1,944098","5,853404"
13/02/2006 6.00,"1,950816","6,599679"
13/02/2006 7.00,"2,212644","10,869679"
13/02/2006 8.00,"2,630533","22,425924"
13/02/2006 9.00,"2,471748","32,668716"
13/02/2006 10.00,"2,600755","31,899081"
13/02/2006 11.00,"1,85422","20,471325"
13/02/2006 12.00,"1,501242","14,959266"
13/02/2006 13.00,"1,625256","10,845013"
13/02/2006 14.00,"1,777959","10,51406"
13/02/2006 15.00,"1,882636","8,663297"
13/02/2006 16.00,"1,850498","11,678249"
13/02/2006 17.00,"2,105152","17,896355"
13/02/2006 18.00,"1,875827","23,7744"
13/02/2006 19.00,"1,008182","20,564763"
13/02/2006 20.00,"1,244407","23,440852"
13/02/2006 21.00,"0,815533","10,524436"
13/02/2006 22.00,"1,14191","6,567232"
13/02/2006 23.00,"0,766327","5,992277"
14/02/2006 0.00,"0,754797","5,120106"
14/02/2006 1.00,"1,072095","4,563319"
14/02/2006 2.00,"1,564883","5,287531"
14/02/2006 3.00,"1,239323","8,01436"
14/02/2006 4.00,"1,212088","6,684042"
14/02/2006 5.00,"1,36824","5,722318"
14/02/2006 6.00,"1,476276","8,48419"
14/02/2006 7.00,"1,410183","12,58286"
14/02/2006 8.00,"1,12003","17,187714"
14/02/2006 9.00,"1,340187","24,236454"
14/02/2006 10.00,"1,008817","17,034566"
14/02/2006 11.00,"0,994473","12,40765"
14/02/2006 12.00,"1,507416","9,735339"
14/02/2006 13.00,"2,060123","9,439425"
14/02/2006 14.00,"2,319227","9,517295"
14/02/2006 15.00,"2,596488","7,275871"
14/02/2006 16.00,"2,080368","8,763233"
14/02/2006 17.00,"1,919949","9,915744"
14/02/2006 18.00,"1,785313","20,142957"
14/02/2006 19.00,"2,239698","37,216466"
14/02/2006 20.00,"2,450685","52,774066"
14/02/2006 21.00,"2,058761","58,597615"
14/02/2006 22.00,"2,299435","50,226347"
14/02/2006 23.00,"2,393581","49,739645"
15/02/2006 0.00,"1,869017","32,205384"
15/02/2006 1.00,,"18,302587"
15/02/2006 2.00,"1,803961",
15/02/2006 3.00,"1,62109","9,61853"
15/02/2006 4.00,"1,496948","10,743782"
15/02/2006 5.00,"1,176742","13,140948"
15/02/2006 6.00,"1,927192","13,063084"
15/02/2006 7.00,"1,712282","24,153377"
15/02/2006 8.00,"1,532026","35,243703"
15/02/2006 9.00,"1,384782","52,353562"
15/02/2006 10.00,"1,540415","40,105538"
15/02/2006 11.00,"5,601987","30,62458"
15/02/2006 12.00,"6,476457","20,236417"
15/02/2006 13.00,"8,922228","23,609566"
15/02/2006 14.00,"5,927482","21,046282"
15/02/2006 15.00,"4,721923","18,263651"
15/02/2006 16.00,"3,49995","20,556982"
15/02/2006 17.00,"3,540074","23,87434"
15/02/2006 18.00,"2,98429","31,169671"
15/02/2006 19.00,"3,02259","37,23593"
15/02/2006 20.00,"2,444555","40,340446"
15/02/2006 21.00,"2,718009","52,027774"
15/02/2006 22.00,"2,322174","39,799235"
15/02/2006 23.00,"2,102766","26,572632"
16/02/2006 0.00,,
16/02/2006 1.00,"1,981785","11,958584"
16/02/2006 2.00,"1,902691","9,016319"
16/02/2006 3.00,"1,816788","9,078615"
16/02/2006 4.00,"1,989445","8,760637"
16/02/2006 5.00,"1,677143","7,265487"
16/02/2006 6.00,"1,663038","8,036425"
16/02/2006 7.00,"1,826212","14,902162"
16/02/2006 8.00,"1,669969","16,418084"
16/02/2006 9.00,"1,48035","18,139057"
16/02/2006 10.00,"1,590754","13,165605"
16/02/2006 11.00,"1,211882","11,482267"
16/02/2006 12.00,"2,013642","11,723676"
16/02/2006 13.00,"2,205023","12,517975"
16/02/2006 14.00,"1,707236","15,04882"
16/02/2006 15.00,"2,212927","13,823631"
16/02/2006 16.00,"1,757817","13,530318"
16/02/2006 17.00,"1,226959","14,98782"
16/02/2006 18.00,"1,178384","17,342163"
16/02/2006 19.00,"1,22939","19,819792"
16/02/2006 20.00,"1,315232","20,294809"
16/02/2006 21.00,"1,138016","21,863948"
16/02/2006 22.00,"1,511842","18,614079"
16/02/2006 23.00,"1,584735","13,972882"
17/02/2006 0.00,"1,752832","11,417382"
17/02/2006 1.00,,"8,363487"
17/02/2006 2.00,"0,422128",
17/02/2006 3.00,"0,219795","7,584764"
17/02/2006 4.00,"0,342038","6,781382"
17/02/2006 5.00,"0,273992","6,599679"
17/02/2006 6.00,"0,195106","7,504297"
17/02/2006 7.00,"0,34264","10,363508"
17/02/2006 8.00,"0,513659","18,254567"
17/02/2006 9.00,"0,337823","18,9035"
17/02/2006 10.00,"0,07467","13,213627"
17/02/2006 11.00,"0,194504","12,599735"
17/02/2006 12.00,"0,144523","11,349891"
17/02/2006 13.00,"0,190891","11,653592"
17/02/2006 14.00,"0,195106","12,808696"
17/02/2006 15.00,"0,217989","10,384269"
17/02/2006 16.00,"0,125856","11,924844"
17/02/2006 17.00,"0,149942","13,065676"
17/02/2006 18.00,"0,298079","16,602374"
17/02/2006 19.00,"0,227022","20,335037"
17/02/2006 20.00,"0,364319","24,516791"
17/02/2006 21.00,"0,341435","24,603748"
17/02/2006 22.00,"0,133082","21,327919"
17/02/2006 23.00,"0,069853","20,014472"
18/02/2006 0.00,"0,241474","10,141573"
18/02/2006 1.00,"0,07467","7,961148"
18/02/2006 2.00,"0,214979","7,209679"
18/02/2006 3.00,"0,236657","10,259675"
18/02/2006 4.00,"0,302896","10,555594"
18/02/2006 5.00,"0,370943","13,580931"
18/02/2006 6.00,"0,335414","18,836008"
18/02/2006 7.00,"0,361308","35,66161"
18/02/2006 8.00,"0,519681","40,815463"
18/02/2006 9.00,"0,405267","48,591011"
18/02/2006 10.00,"0,379976","36,291078"
18/02/2006 11.00,"0,283024","19,784744"
18/02/2006 12.00,"0,358297","14,388209"
18/02/2006 13.00,"0,375158","12,559505"
18/02/2006 14.00,"0,263755","10,761948"
18/02/2006 15.00,"0,326984","10,049423"
18/02/2006 16.00,"0,253518","10,240205"
18/02/2006 17.00,"0,367329","12,172744"
18/02/2006 18.00,"0,407074","14,619222"
18/02/2006 19.00,"0,509444","16,911273"
18/02/2006 20.00,"0,319155","18,560861"
18/02/2006 21.00,"0,270379","18,576435"
18/02/2006 22.00,"0,27881","20,467423"
18/02/2006 23.00,"0,352275","14,675036"
19/02/2006 0.00,"0,269174","13,03972"
19/02/2006 1.00,,"9,382318"
19/02/2006 2.00,"0,840598",
19/02/2006 3.00,"0,878347","8,344021"
19/02/2006 4.00,"0,817949","6,704806"
19/02/2006 5.00,"0,565331","6,288191"
19/02/2006 6.00,"0,732786","6,219403"
