,Regione Puglia,,,,,,,,
,Liceo Scientifico Via dei Mandorli,,,,,,,,
Parm,SO2,NOX,NO,NO2,CO,O3,BENZENE,TEMP,PM10
,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,
02/04/2006 15.00,"1,91341533","28,1858436","7,04772976","17,37850834","0,28013241",,"1,1903985","18,78829002","32,53261185"
02/04/2006 16.00,"1,93711143","31,24152552","7,16854286","20,25069944","0,27898255",,"1,242774","18,8206501","32,53261185"
02/04/2006 17.00,"1,78066022","46,11134072","9,18435203","32,03406864","0,39156116",,"1,4161725","18,30978966","32,53261185"
02/04/2006 18.00,"1,9483269","37,249106","6,9362093","26,619342","0,53456258",,"1,793988","16,98357964","32,53261185"
02/04/2006 19.00,"1,75851402","34,31405216","8,35640014","21,5771112","0,63851903",,"1,340406","14,67928028","32,53261185"
02/04/2006 20.00,"1,82752154","47,84539088","11,7366393","30,4402828","0,68585764",,"1,06129035","14,23355007","32,53261185"
02/04/2006 21.00,"1,56523317","33,45156808","6,60333886","23,33054904","0,60653628",,"1,4375295","13,49178982","32,53261185"
02/04/2006 22.00,"1,21925486","25,88501928","6,09389447","16,54137546","0,47728769",,"1,1944665","12,78421974","32,53261185"
02/04/2006 23.00,"1,45829562","27,12881352","6,0981193","17,77954078","0,48159935",,"0,96904845","12,49979019","32,53261185"
03/04/2006 0.00,"1,35200997","21,59332496","5,62331533","12,96963518","0,40519166",,"0,99732105","12,46662045","32,53261185"
03/04/2006 1.00,"1,15065414","13,78813753","4,64666867","6,65938128","0,31503115",,"1,0224918","12,12956047","31,74060059"
03/04/2006 2.00,"1,32574391","16,49232884","4,48614734","9,61204082","0,30242701",,"0,6839325","11,82511997","31,74060059"
03/04/2006 3.00,"1,33157641","17,74780158","4,40504246","10,99297134","0,2583306",,"0,6762033","11,55045986","31,74060059"
03/04/2006 4.00,"1,2479668","16,78414784","4,55458021","9,79893499","0,29023179",,"0,7446474","10,78083038","31,74060059"
03/04/2006 5.00,"1,15383633","22,7593008","4,41940416","15,98589166","0,31794598",,"0,68835645","10,45672035","31,74060059"
03/04/2006 6.00,"1,12561255","39,9688304","6,85510317","29,68492808","0,39973131",,"0,8199054","10,14780998","31,74060059"
03/04/2006 7.00,"1,26440356","112,51381968","33,33856994","61,37636632","0,80323954",,"1,07990145","10,35509968","31,74060059"
03/04/2006 8.00,"1,33108723","83,43046416","27,81748991","40,87257544","1,69853039",,"2,662506","12,17467022","31,74060059"
03/04/2006 9.00,"1,45013827","73,48267232","21,64248308","40,32228272","1,04802235",,"1,898739","15,57332039","31,74060059"
03/04/2006 10.00,"1,64088984","71,19871184","20,73088867","39,4007752","0,54236342",,"2,18655","17,47598076","31,74060059"
03/04/2006 11.00,"1,55515979","26,59316672","7,78950646","14,66595202","0,67074875",,"2,072646","19,69087982","31,74060059"
03/04/2006 12.00,"1,6454165","33,99107712","9,26714784","19,81849184","0,53743664",,"1,603809","21,0297699","31,74060059"
03/04/2006 13.00,"1,57730598","50,98277256","14,8836932","28,1534352","0,59725706",,"1,4822775","18,19746017","31,74060059"
03/04/2006 14.00,"1,72674193","33,13251264","8,3496414","20,32855608","0,48710048",,"2,407239","17,6853199","31,74060059"
03/04/2006 15.00,"1,60573316","31,78495416","8,3158477","19,03199064","0,3803527",,"1,3388805","17,66543961","31,74060059"
03/04/2006 16.00,"1,60267403","44,67688184","9,6202945","29,9289184",,,"1,283454","18,54137993","31,74060059"
03/04/2006 17.00,"1,78681815","47,13334296","10,33165687","31,2942776","0,61462371",,"1,5199065","18,92267036","31,74060059"
03/04/2006 18.00,"1,66511579","68,20010312","15,642368","44,95829","0,98930985",,"2,0131515","17,66917038","31,74060059"
03/04/2006 19.00,"1,90578884","43,46939648","9,24518193","29,29684944","1,18022539",,"2,327913","15,81291008","31,74060059"
03/04/2006 20.00,"1,60985303","63,45318072","8,73742723","50,07447696","1,59867941",,,"14,93169022","31,74060059"
03/04/2006 21.00,"1,36098194","44,91291824","7,24711383","33,810852","1,47341511",,,"13,23443031","31,74060059"
03/04/2006 22.00,"1,58929641","39,203648","6,19189745","29,71865576","1,39864891",,,"13,37098026","31,74060059"
03/04/2006 23.00,"1,31872966","34,02870528","4,8705538","26,57003152","1,0655125",,,"13,23408985","31,74060059"
04/04/2006 0.00,"1,4768935","20,658204","4,15158722","14,29994934","1,04276704",,,"13,85280037","31,74060059"
04/04/2006 1.00,,"14,21354606","3,65735124","8,6048929","0,68191644",,,"14,3947897","21,54265976"
04/04/2006 2.00,"1,0820463",,,,"0,38195341",,,"14,39939976","21,54265976"
04/04/2006 3.00,"1,14897711","14,34843001","4,19889965","7,9079364",,,,"14,08642006","21,54265976"
04/04/2006 4.00,"0,9284071","16,57792908","4,34505802","9,91444656","0,31897118",,,"13,38848019","21,54265976"
04/04/2006 5.00,"0,97000748","17,99682046","4,26057253","11,46410153","0,33216713",,,"12,69196033","21,54265976"
04/04/2006 6.00,"1,21582452","16,60257285","4,78015503","9,27070102","0,3849859",,,"12,30097008","21,54265976"
04/04/2006 7.00,"1,1163009","24,21970552","6,24005409","14,98522543","0,66955346",,,"12,17860031","21,54265976"
04/04/2006 8.00,"0,99157907","46,70924224","10,34601982","30,9360644","1,21221745",,,"12,66014957","21,54265976"
04/04/2006 9.00,"1,11305463","36,28415784","8,64280362","23,05667416","0,92690895",,,"12,92416","21,54265976"
04/04/2006 10.00,"1,28933124","27,28445032","6,20541493","17,77045686","0,6127469",,,"13,51492023","21,54265976"
04/04/2006 11.00,"1,45450425","25,17427152","7,19050876","14,2480328","0,57562883",,,"14,16909981","21,54265976"
04/04/2006 12.00,"1,40042832","25,48814544","7,37046209","14,2285629","0,54352609",,,"14,51010036","21,54265976"
04/04/2006 13.00,"1,33191914","32,76676616","8,40371132","19,87948464","0,69844896",,,"15,09272957","21,54265976"
04/04/2006 14.00,"1,53869151","22,18734512","6,38452278","12,40765058","0,5163979",,,"16,72113037","21,54265976"
04/04/2006 15.00,"1,58700002","19,7451284","6,30003853","10,08057259","0,45132916",,,"17,41595078","21,54265976"
04/04/2006 16.00,"1,63364168","23,20026536","6,95226068","12,53614272","0,52017833",,,"17,80809975","21,54265976"
04/04/2006 17.00,"1,79227842","28,39985376","7,08912766","17,52905922","0,56929939",,,"16,8039608","21,54265976"
04/04/2006 18.00,"1,68669145","31,99506384","7,78697256","20,05471944","0,65697496",,,"15,66687012","21,54265976"
04/04/2006 19.00,"1,56218217","39,08043872","9,61775935","24,39350632","0,86200564",,,"14,07732964","21,54265976"
04/04/2006 20.00,"1,64239805","46,65086888","9,64986336","31,85885296","0,93299375",,,"11,69976997","21,54265976"
04/04/2006 21.00,"1,53881965","46,11134072","9,98526895","30,8750716","0,75895556",,,"9,84730816","21,54265976"
04/04/2006 22.00,"1,64577245","31,79013568","5,59881302","23,21112552","0,54874646",,,"8,95068645","21,54265976"
04/04/2006 23.00,"1,70779013","25,28061696","5,5616412","16,76721134","0,53793642",,,"7,65276098","21,54265976"
05/04/2006 0.00,"1,79240657","37,91834424","4,72439542","30,68687344","0,43209151",,,"7,37735796","21,54265976"
05/04/2006 1.00,"1,72295462","34,69924368","4,66103161","27,56289488","0,35086888",,,"7,64909792","59,39302063"
05/04/2006 2.00,"1,64752373","21,05247752","3,88545996","15,09814242","0,37775242",,,"6,89350224","59,39302063"
05/04/2006 3.00,"1,74473876","15,83995062","3,76042203","10,07408326","0,3948919",,,"6,54816198","59,39302063"
05/04/2006 4.00,"1,85493783","13,85168858","3,74605908","8,10651098","0,31424477",,,"6,21781397","59,39302063"
05/04/2006 5.00,"1,95176741","30,22858616","4,18538092","23,81982984","0,35637816",,,"7,12230396","59,39302063"
05/04/2006 6.00,"1,7940297","70,23116336","19,19495877","40,83494728","0,50229791",,,"6,10588884","59,39302063"
05/04/2006 7.00,"2,32328362","128,66635744","52,63239087","48,0653856","0,89271038",,,"6,59612083","59,39302063"
05/04/2006 8.00,"2,78223131","149,4996624","61,34868394","57,74492384","1,68113927",,,"11,21292973","59,39302063"
05/04/2006 9.00,"2,69804507","98,92282656","29,14474683","55,40744648","0,79845722",,,"14,49240017","59,39302063"
05/04/2006 10.00,"2,46175834","70,77719232","15,33484533","47,26848312","0,48585626",,,"16,69943047","59,39302063"
05/04/2006 11.00,"2,63850277","50,6040436","12,4243411","31,55255056","0,50340932",,,"16,72830963","59,39302063"
05/04/2006 12.00,"2,54205761","46,25659536","11,53725148","28,63883464","0,4733197",,,"17,33543015","59,39302063"
05/04/2006 13.00,"2,52467402","62,25217704","13,96449209","40,84272912","0,61809075",,,"17,66781998","59,39302063"
05/04/2006 14.00,"2,39170941","35,27900032","7,7312117","23,4265888","0,44902712",,,"16,32838058","59,39302063"
05/04/2006 15.00,"2,35292612","42,58356688","7,98382148","30,3481244","0,45593207",,,"17,04944992","59,39302063"
05/04/2006 16.00,"2,35279696","48,0152912","7,84442185","35,99777848","0,45161691",,,"16,64937019","59,39302063"
05/04/2006 17.00,"2,73131825","126,81557968","24,32741125","89,53110168","0,41030601",,,"16,81664085","59,39302063"
05/04/2006 18.00,"2,59284353","98,56746224","13,05882093","78,57446216","0,4365721",,,"15,97204971","59,39302063"
05/04/2006 19.00,"2,47311823","91,68051472","15,09912492","68,54841216","0,45979638",,,"14,99077034","59,39302063"
05/04/2006 20.00,"2,14952713","75,21156008","13,20075447","54,98434","0,4187744",,,"15,57705975","59,39302063"
05/04/2006 21.00,"2,25934178","59,6167336","12,35084042","41,38003936","0,35514443",,,"15,63809967","59,39302063"
05/04/2006 22.00,"2,06333231","31,1701888","7,09250579","20,29610944","0,29735111",,,"15,84601021","59,39302063"
05/04/2006 23.00,"2,11774893","32,25704608","6,81201683","21,96647088","0,38556141",,,"14,96193981","59,39302063"
06/04/2006 0.00,"1,95514182","27,21699496","6,0905151","17,87948102","0,45605673",,,"14,17920971","59,39302063"
06/04/2006 1.00,,"20,50774872","4,95334961","12,91251992","0,32234269",,,"14,55609035","75,13999176"
06/04/2006 2.00,"1,07811763",,,,"0,4107592",,,"14,49878025","75,13999176"
06/04/2006 3.00,"1,21882975","14,20057505","5,02009155","6,52829838",,,,"12,98717976","75,13999176"
06/04/2006 4.00,"1,39330119","14,26023518","4,85365695","6,81382882","0,19985692",,,"12,19007015","75,13999176"
06/04/2006 5.00,"1,33392364","18,93583042","4,84605399","11,50433192","0,21894428",,,"11,52834988","75,13999176"
06/04/2006 6.00,"1,19887926","45,40189312","10,60791476","29,28516712","0,27241195",,,"11,38570023","75,13999176"
06/04/2006 7.00,"1,64116443","126,19949504","39,00159598","66,74436368","0,36733499",,,"12,23069954","75,13999176"
06/04/2006 8.00,"1,7620481","181,53883608","67,2389882","78,43299328","0,78140744",,,"13,20790958","75,13999176"
06/04/2006 9.00,"2,25016132","204,57922","76,84068868","86,94703368","0,7197172",,,"13,43778992","75,13999176"
06/04/2006 10.00,"2,12866643","134,80621008","42,31255556","70,03705712","0,64268856",,,"13,27118969","75,13999176"
06/04/2006 11.00,"1,70799557","69,88098056","15,83837146","45,60590352","0,76918077",,,"13,36384964","75,13999176"
06/04/2006 12.00,"2,63052542","78,30225072","15,90849027","53,91748224","0,61963904",,,"13,94443989","75,13999176"
06/04/2006 13.00,"2,06166342","107,27276","26,7707207","66,63144096","0,64277361",,,"14,6395998","75,13999176"
06/04/2006 14.00,"1,58958422","68,1676756","12,56458495","48,91289872","0,61081999",,,"15,2305603","75,13999176"
06/04/2006 15.00,"1,4002534","57,89304648","11,14862518","40,806382","0,43448093",,,"15,31005955","75,13999176"
06/04/2006 16.00,"1,38326441","58,34309304","12,24861386","39,56690888","0,8777378",,,"15,18762016","75,13999176"
06/04/2006 17.00,"1,3941453","96,53900232","24,22772607","61,05448112","0,92098027",,,"15,05893993","75,13999176"
06/04/2006 18.00,"1,87563683","161,76774272","57,55530994","74,71849352","0,62688184",,,"14,93311024","75,13999176"
06/04/2006 19.00,"1,79266082","107,10546","28,30327123","63,69956104","0,68840316",,,"14,27410984","75,13999176"
06/04/2006 20.00,"1,40440276","68,7487324","15,82062665","44,4923356","0,68661372",,,"13,14305973","75,13999176"
06/04/2006 21.00,"1,35601797","97,1317032","28,38099674","53,59951664","0,72610839",,,"12,61958981","75,13999176"
06/04/2006 22.00,"1,26671316","28,41669848","6,68359952","18,16891002","0,62198185",,,"11,89729977","75,13999176"
06/04/2006 23.00,"0,88964414","25,4142084","4,62892635","18,32075532","0,40487012",,,"14,06877995","75,13999176"
07/04/2006 0.00,"0,76726751","15,28354906","4,34336834","8,62176439","0,33453092",,,"13,44538975","75,13999176"
07/04/2006 1.00,"0,85488206","11,83619011","4,30366012","5,23302163","0,2995949",,,"13,4862299","25,18218994"
07/04/2006 2.00,"0,9517503","12,58973417","4,30703949","5,98189276","0,30986204",,,"13,43229961","25,18218994"
07/04/2006 3.00,"0,90482185","11,93865228","4,27577969","5,37838143","0,25643514",,,"12,53242016","25,18218994"
07/04/2006 4.00,"0,9299509","13,45611108","4,25127864","6,93453146","0,27275446",,,"11,64645004","25,18218994"
07/04/2006 5.00,"0,98759039","11,88807032","4,20396746","5,43808363","0,31045852",,,"11,45162964","25,18218994"
07/04/2006 6.00,"0,90500593","13,49372394","4,7108767","6,43095655","0,35357517",,,"11,04734039","25,18218994"
07/04/2006 7.00,"0,88256887","15,67523564","4,84858789","8,26874418","0,45152255",,,"11,40557003","25,18218994"
07/04/2006 8.00,"1,1519498","25,14702552","8,13504891","13,04880154","0,84689093",,,"12,54144001","25,18218994"
07/04/2006 9.00,"1,20907469","19,20299992","5,39773926","10,97090878","0,75857228",,,"12,87905025","25,18218994"
07/04/2006 10.00,"1,22506091","19,2367276","5,96209904","10,0948495","0,64128241",,,"13,25809956","25,18218994"
07/04/2006 11.00,"1,38259116","18,91507758","6,11586162","9,58738175","0,66778266",,,"14,63206959","25,18218994"
07/04/2006 12.00,"1,44270298","20,00712976","7,07729862","9,38491434","0,68610112",,,"15,13185978","25,18218994"
07/04/2006 13.00,"1,37704648","26,83828512","8,13336047","14,811308","0,82367248",,,"14,64461994","25,18218994"
07/04/2006 14.00,"1,56698852","21,83844336","5,97899464","12,66852769","0,60217103",,,"14,53886986","25,18218994"
07/04/2006 15.00,"1,54995071","24,19245952","6,63121929","14,02220648","0,54806377",,,"14,83535957","25,18218994"
07/04/2006 16.00,"1,31093639","23,96938648","6,68697889","13,72369357","0,68661372",,,"14,34716988","25,18218994"
07/04/2006 17.00,"1,62356321","24,31956928","6,71739322","14,01701922","0,64200704",,,"13,45176983","25,18218994"
07/04/2006 18.00,"1,31812251","33,3996764","7,41608358","22,1338856","0,83061704",,,"11,97239017","25,18218994"
07/04/2006 19.00,"1,55208031","27,62425096","7,00971122","16,8749296","0,80437192",,,"10,34058952","25,18218994"
07/04/2006 20.00,"1,46652214","30,3530956","6,82637853","19,8872856","0,77680686",,,"10,03785038","25,18218994"
07/04/2006 21.00,"1,29615125","28,85508184","6,74780755","18,52712322","0,70425182",,,"9,72995567","25,18218994"
07/04/2006 22.00,"1,46653434","20,12125704","4,62892635","13,0241463","0,53042567",,,"9,57163239","25,18218994"
07/04/2006 23.00,"1,43938553","17,41707146","4,54275242","10,45045664","0,48952485",,,"9,24359035","25,18218994"
08/04/2006 0.00,"1,65658723","14,11367847","4,15327691","7,81967848","0,42587391",,,"9,42551994","25,18218994"
08/04/2006 1.00,,"14,49109771","3,90827133","8,49716891","0,39323993",,,"9,14095879","34,13687134"
08/04/2006 2.00,"1,30081622",,,,"0,33516934",,,"8,95041466","34,13687134"
08/04/2006 3.00,"1,23142021","14,65711094","3,68776557","9,00204016",,,,"8,92355347","34,13687134"
08/04/2006 4.00,"1,23134292","12,50931927","3,6987479","6,8358933","0,35037608",,,"8,24291229","34,13687134"
08/04/2006 5.00,"1,159978","13,17855942","3,696214","7,50948898","0,36638318",,,"7,55006218","34,13687134"
08/04/2006 6.00,"1,20867908","17,88268744","4,20565714","11,43424756","0,42180806",,,"6,08370686","34,13687134"
08/04/2006 7.00,"1,24269061","27,52050584","6,1293791","18,2454837","0,59238619",,,"5,60310698","34,13687134"
08/04/2006 8.00,"1,39710782","39,23607552","10,60960943","22,96453488","0,88260633",,,"8,16280079","34,13687134"
08/04/2006 9.00,"1,41274216","52,55470424","14,50858313","30,66610912","0,83678455",,,"11,15377045","34,13687134"
08/04/2006 10.00,"1,53482284","34,70054384","9,71153749","19,8963676","0,73310072",,,"12,71278954","34,13687134"
08/04/2006 11.00,"1,73187981","42,19705608","11,67750033","24,45579928","0,80176116",,,"14,44579983","34,13687134"
08/04/2006 12.00,"1,75487011","54,67912744","14,04391352","33,23201312","0,77161212",,,"16,42461967","34,13687134"
08/04/2006 13.00,"1,9636775","57,7542544","12,98362683","37,84853712","0,68813871",,,"16,4490509","34,13687134"
08/04/2006 14.00,"1,78481263","27,70727","7,57998427","16,08193525","0,45558956",,,"15,21469021","34,13687134"
08/04/2006 15.00,"1,65790323","32,66818344","8,00578739","20,3921492","0,35572809",,,"14,76949978","34,13687134"
08/04/2006 16.00,"1,64693489","35,64992832","8,36653825","22,82176584","0,36232083",,,"14,87497997","34,13687134"
08/04/2006 17.00,"1,66423507","37,40342352","8,13504891","24,9320976","0,38974842",,,"14,79669952","34,13687134"
08/04/2006 18.00,"1,5797478","73,16361688","14,74260762","50,5663772","0,4516239",,,"14,34879971","34,13687134"
08/04/2006 19.00,"1,42333015","37,08568736","6,94719163","26,4389448","0,54632559",,,"12,23639965","34,13687134"
08/04/2006 20.00,"1,39659627","52,56764848","8,46623091","39,59805536","0,57599697",,,"10,93338013","34,13687134"
08/04/2006 21.00,"1,26192818","68,44524064","8,3614692","55,64755544","1,9282416",,,"9,76875687","34,13687134"
08/04/2006 22.00,"0,98359358","61,71651112","6,05587718","52,45608328","2,02776755",,,"8,74515057","34,13687134"
08/04/2006 23.00,"1,05441543","49,74672192","7,27415004","38,60649216","1,67648393",,,"7,78300095","34,13687134"
09/04/2006 0.00,"1,23320301","40,2451144","5,13499137","32,3845","1,23728359",,,"7,61036491","34,13687134"
09/04/2006 1.00,"1,17822399","36,43199368","5,48644835","28,02883016","0,9712873",,,"7,05894804","34,13877106"
09/04/2006 2.00,"1,28068674","31,66432608","4,9525029","24,0781028","0,98122591",,,"6,62963009","34,13877106"
09/04/2006 3.00,"1,23638114","23,63476736","4,73199838","16,38173876","0,81881909",,,"6,79473686","34,13877106"
09/04/2006 4.00,"1,15720362","15,2978164","3,79675088","9,47576493","0,74905889",,,"7,06064415","34,13877106"
09/04/2006 5.00,"1,21439156","15,61687184","4,24114177","9,13182863","0,67624173",,,"6,79873896","34,13877106"
09/04/2006 6.00,"1,24435645","17,2653275","3,92432272","11,24865163","0,64561388",,,"6,39051819","34,13877106"
09/04/2006 7.00,"1,37156078","41,51225416","9,09395326","27,57067672","0,83085936",,,"7,45401001","34,13877106"
09/04/2006 8.00,"1,33725432","37,66542488","7,69995315","25,86268712","1,08123068",,,"11,79378033","34,13877106"
09/04/2006 9.00,"1,59082496","35,82502928","9,63972525","21,04498248","0,92006691",,,"13,36608982","34,13877106"
09/04/2006 10.00,"1,71961682","48,56262032","12,41843281","29,5187944","0,89765697",,,"14,34832001","34,13877106"
09/04/2006 11.00,"1,68784574","53,46387936","13,96618801","32,92831104","0,63987975",,,"14,09517002","34,13877106"
09/04/2006 12.00,"1,41276555","56,23681472","15,01717208","33,24627664","0,53266014",,,"15,68883991","34,13877106"
09/04/2006 13.00,"1,66755354","52,12538376","11,72311683","34,15218224","0,45907757",,,"16,19115067","34,13877106"
09/04/2006 14.00,"1,63766493","24,29232328","6,04573782","15,02157064","0,35859516",,,"15,91656017","34,13877106"
09/04/2006 15.00,"1,35086585","28,27534432","6,63882225","18,09623298","0,3347045",,,"16,22018051","34,13877106"
09/04/2006 16.00,"1,3343162","27,56977808","6,64304708","17,38369368","0,32777625",,,"15,8027401","34,13877106"
09/04/2006 17.00,"1,1357795","28,92641856","6,98774532","18,21173308","0,33714168",,,"15,2209301","34,13877106"
09/04/2006 18.00,"1,20253131","35,0221996","6,82299916","24,56482152","0,43193773",,,"14,21720028","34,13877106"
09/04/2006 19.00,"1,05322961","37,2996784","7,06547207","26,47139144","0,65397508",,,"13,30056953","34,13877106"
09/04/2006 20.00,"1,08899343","49,82976008","9,52905026","35,2255408","0,8787362",,,"12,99470997","34,13877106"
09/04/2006 21.00,"1,00693272","65,82532264","9,18181812","51,76562184","0,85164413",,,"13,89647961","34,13877106"
09/04/2006 22.00,"0,84887973","54,44957272","6,281452","44,83756632","0,68436294",,,"13,38162994","34,13877106"
09/04/2006 23.00,"1,01439648","76,11813488","9,51806668","61,54898168","0,46992372",,,"12,06830025","34,13877106"
10/04/2006 0.00,"0,92425062","34,32311504","4,404197","27,58105888","0,485692",,,"10,68830013","34,13877106"
10/04/2006 1.00,,"19,0292125","4,25550347","12,50499624","0,37302485",,,"10,20648003","38,69094086"
10/04/2006 2.00,"0,90035112",,,,"0,32954355",,,"10,00753021","38,69094086"
10/04/2006 3.00,"1,04755882","15,2589072","4,08484404","8,9942545",,,,"9,30979633","38,69094086"
10/04/2006 4.00,"1,05776441","15,16033595","4,14229333","8,80736032",,,,"9,66083336","38,69094086"
10/04/2006 5.00,"0,99408801","18,23546291","4,0806192","11,97935685",,,,"10,51675034","38,69094086"
10/04/2006 6.00,"1,14894151","35,11688184","5,58529554","26,65178864",,,,"10,62386036","38,69094086"
10/04/2006 7.00,"1,26516631","71,94314904","16,68406192","46,36257752",,,,"10,98589039","38,69094086"
10/04/2006 8.00,"1,81685728","119,76133216","39,15113622","60,3419552",,,,"13,32633972","38,69094086"
10/04/2006 9.00,"1,35308291","49,5742404","9,57467176","35,02177896",,,,"14,01498985","38,69094086"
10/04/2006 10.00,"1,56417753","47,26175288","9,49694625","32,70506592",,,,"14,12983036","38,69094086"
10/04/2006 11.00,"1,32645174","54,79717432","10,51160645","38,68696824",,,,"14,83977032","38,69094086"
10/04/2006 12.00,"1,63537261","67,901812","13,47195203","47,25291944",,,,"15,19217014","38,69094086"
10/04/2006 13.00,"1,73564474","82,42532576","16,21432949","57,57358952",,,,"14,11781979","38,69094086"
10/04/2006 14.00,"1,50859746","100,23405704","22,32343237","66,00977328",,,,"14,40408039","38,69094086"
10/04/2006 15.00,"1,55182199","95,52996344","25,10466635","57,0998724",,,,"15,47490025","38,69094086"
10/04/2006 16.00,,,,,,,,"15,83469009","38,69094086"
10/04/2006 17.00,,,,,,,"1,195992","14,86952972","38,69094086"
10/04/2006 18.00,"1,05972519","41,60433608","8,4704545","28,62065152",,,"2,8369215","15,26521969","38,69094086"
10/04/2006 19.00,"0,94794672","44,97775416","9,34149398","30,65832728",,,"3,795444","15,05325031","38,69094086"
10/04/2006 20.00,"0,74073398","49,53405016","10,37473573","33,6304548",,,"4,1834295","14,85937977","38,69094086"
10/04/2006 21.00,"0,80722036","59,4040236","12,54600465","40,23272464",,,"4,284621","15,10202026","38,69094086"
10/04/2006 22.00,"0,90302481","43,3578504","8,1274472","30,94904688",,,"4,679217","14,31365967","38,69094086"
10/04/2006 23.00,"0,70174729","36,26989432","5,79059414","27,39936152",,,"4,7519325","13,60289955","38,69094086"
11/04/2006 0.00,"0,71438555","31,25578904","5,27354679","23,17609768",,,"4,733118","12,01891994","38,69094086"
11/04/2006 1.00,"0,68268871","14,73622567","4,49290733","7,85601986",,,"4,3034355","12,06715012","95,01682281"
11/04/2006 2.00,"0,55590034","13,77646477","4,21495103","7,3109144",,,"4,147326","12,27879047","95,01682281"
11/04/2006 3.00,"0,66571803","16,04098212","4,31464369","9,4238503",,,"3,3901695","12,13288021","95,01682281"
11/04/2006 4.00,"0,5520398","19,97340208","4,47938985","13,10590725",,,"3,297114","12,80605984","95,01682281"
11/04/2006 5.00,"0,67937431","18,66216969","4,39659404","11,97027294",,,"3,311352","15,5998497","95,01682281"
11/04/2006 6.00,"0,49617803","25,84999144","5,34028997","17,66403112",,,"3,0769335","16,8539505","95,01682281"
11/04/2006 7.00,"0,59375511","23,0589112","5,44589591","14,71397382",,,"2,760138","17,28569984","95,01682281"
11/04/2006 8.00,"0,68022248","34,65383368","8,2482603","22,00669936",,,"2,2846905","17,58864975","95,01682281"
11/04/2006 9.00,"0,56318918","27,38821456","5,9384422","18,2844235",,,"2,2826565","18,07237053","95,01682281"
11/04/2006 10.00,"0,71864373","56,4676696","10,1804232","40,86997512",,,"0,77276745","18,22480011","95,01682281"
11/04/2006 11.00,"0,72740111","41,41109024","6,01447927","32,2001832",,,"0,8785863","19,2448101","95,01682281"
11/04/2006 12.00,"0,65570058","34,9404616","6,4529569","25,05152112",,,"0,8806203","19,94037056","95,01682281"
11/04/2006 13.00,"0,94368956","36,30230272","6,8880539","25,74588304",,,"0,9482508","20,28421974","95,01682281"
11/04/2006 14.00,"0,88858138","30,87706008","6,31609116","21,19553336",,,"0,9465219","20,21482086","95,01682281"
11/04/2006 15.00,"1,07592091","34,44892464","6,32115897","24,76208256",,,"0,8252955","19,52889061","95,01682281"
11/04/2006 16.00,"1,05646469","36,33863072","6,32791771","26,64270664",,,"0,7419015","19,05249977","95,01682281"
11/04/2006 17.00,"1,06301925","36,17907432","6,59235653","26,07683112",,,"0,736308","18,31583023","95,01682281"
11/04/2006 18.00,"1,16745498","38,40990032","7,46001539","26,97625504","0,51692798",,"0,81934605","17,38162994","95,01682281"
11/04/2006 19.00,"1,28597718","47,0243972","9,60339765","32,30402392","0,59756112",,"1,11051315","15,81602955","95,01682281"
11/04/2006 20.00,"1,47484526","39,46563024","7,78021382","27,5408304","0,68523669",,"1,5666885","14,87261009","95,01682281"
11/04/2006 21.00,"1,25030489","25,91224616","6,41578258","16,07414385","0,58004884",,"1,406511","13,49905014","95,01682281"
11/04/2006 22.00,"1,29160932","24,87338008","6,15049954","15,44207489","0,38663321",,"1,3043025","12,71611023","95,01682281"
11/04/2006 23.00,"1,44591772","20,27559368","5,32508281","12,10913767","0,36683986",,"1,2270105","11,36561966","95,01682281"
12/04/2006 0.00,"1,50490575","18,88006121","5,0251606","11,17338002","0,32426028",,"1,17972","10,22743988","95,01682281"
12/04/2006 1.00,,"17,75947434","4,78691377","10,41801765","0,30450654",,"1,100394","9,23314381","15,5415802"
12/04/2006 2.00,"1,66339503",,,,"0,29022131",,"1,0160847","8,68667793","15,5415802"
12/04/2006 3.00,"1,32719924","21,24832368","4,32647149","14,61663007",,,"1,026153","8,46954346","15,5415802"
12/04/2006 4.00,"1,77353105","15,35228928","4,11525962","9,04097804","0,23786504",,"0,9491661","7,97673416","15,5415802"
12/04/2006 5.00,"1,77019427","17,38075685","4,03837833","11,18895326","0,26137358",,"0,96040395","8,48887634","15,5415802"
12/04/2006 6.00,"1,86506511","26,0640016","4,45066396","19,24483448","0,30319941",,"1,0150677","9,41561604","15,5415802"
12/04/2006 7.00,"1,66218277","29,28956472","6,06010077","20,00020832","0,43689248",,"1,0057113","9,59842682","15,5415802"
12/04/2006 8.00,"1,88430879","26,84606696","5,38506725","18,59201841","0,81226596",,"1,1202255","10,0613203","15,5415802"
12/04/2006 9.00,"1,84168428","24,87077976","5,71202316","16,1130779","0,66823468",,"1,2015855","10,40522957","15,5415802"
12/04/2006 10.00,"1,88261752","33,16752136","7,19304391","22,15985056","0,56657795",,"1,257012","10,79547977","15,5415802"
12/04/2006 11.00,"1,88600006","22,7593008","5,53798561","14,26750078","0,51394092",,"1,3368465","12,8426199","15,5415802"
12/04/2006 12.00,"1,91040908","28,9847728","5,86494153","19,99500768","0,52302209",,"1,300743","13,49802971","15,5415802"
12/04/2006 13.00,"2,07016249","30,15076776","5,90126913","21,10597528","0,68458779",,"1,148193","14,46940041","15,5415802"
