,Provincia Bari,,,,,
,Monopoli,,,,,
Parm,O3,NO2,CO,Benzene,PM10,BENZENE
,,,,,,
,,,,,,,
,,,,,,,,,
,,,,,,,,
,,,,,,,,
22/04/2010 20.00,"64,8888912","70,09546872","0,49101721","5,23476952","19,53602028",
22/04/2010 21.00,"73,89262545","62,11225688","0,33536156","5,00028492",,
22/04/2010 22.00,"82,9618755","48,62476032","0,27766727","3,67323518","18,07081032",
22/04/2010 23.00,"87,2678436","39,7564072","0,19825388","2,91376399",,
23/04/2010 0.00,"96,2033688","25,82894032","0,12964004","2,12168269","32,72283173",
23/04/2010 1.00,"95,55078435","19,90284928","0,12197084","1,0785885",,
23/04/2010 2.00,"91,287609","21,77957288","0,11875894","0,79895825","28,32722092",
23/04/2010 3.00,"86,1886683","20,33633792","0,13108464","1,02335015",,
23/04/2010 4.00,"85,9025055","18,21173308","0,1408019","1,41756071","32,72283173",
23/04/2010 5.00,"71,61393645","30,36110688","0,27638344","1,48244937",,
23/04/2010 6.00,"58,79235075","44,10297592","0,41529687","2,43081713","23,93161964",
23/04/2010 7.00,"63,12772515","49,65267064","0,32331663","2,80018136",,
23/04/2010 8.00,"66,57516495","49,71886408","0,43219986","4,11791436","14,16361046",
23/04/2010 9.00,"72,8508963","45,25289096","0,29593563","3,46903073",,
23/04/2010 10.00,"80,4959757","38,57792688","0,28485415","3,2788019","27,8388195",
23/04/2010 11.00,"74,75247045","47,57088504","0,3098667","2,82580467",,
23/04/2010 12.00,"84,15203265","39,02441712","0,28493454","3,20515178","18,55920982",
23/04/2010 13.00,"81,82386765","39,55654584","0,27690419","4,05147273",,
23/04/2010 14.00,"88,37241525","28,8633608","0,17275902","2,28162933","15,14041042",
23/04/2010 15.00,"79,7818854","40,87775696","0,25494394","2,25700471",,
23/04/2010 16.00,"76,54573605","48,11599624","0,27766727","2,89368739","29,7924099",
23/04/2010 17.00,"64,81800885","61,1258752","0,38980318","3,83628774",,
23/04/2010 18.00,"62,8094628","65,57886584","0,44837938","4,10183051","15,62880993",
23/04/2010 19.00,"59,9664681","66,22131696","0,42714143","4,98952506",,
23/04/2010 20.00,"69,51176505","50,17701752","0,37767786","4,23670911","8,79120922",
23/04/2010 21.00,"82,948509","36,69992224","0,27397422","2,96922405",,
23/04/2010 22.00,"88,63184505","25,1955712","0,1986558","2,094063","12,21000957",
23/04/2010 23.00,"89,9610537","22,18839672","0,1825555","1,27791237",,
24/04/2010 0.00,"88,91665125","23,30588424","0,18889893","1,08912564","21,97801971",
24/04/2010 1.00,"91,39994745","19,83147432","0,14191797","0,70556409",,
24/04/2010 2.00,,"17,55761302",,"0,34052516","21,48962021",
24/04/2010 3.00,"90,4641528",,,"0,16571507",,
24/04/2010 4.00,"76,5669429","36,19763984",,"0,25400694","10,7448101",
24/04/2010 5.00,"75,4120773","32,15087272","0,13674071","0,52077011",,
24/04/2010 6.00,"52,891041","56,26922312","0,24390324","1,3646523","6,34920597",
24/04/2010 7.00,"53,8807206","56,36658216","0,32040296","3,20659286",,
24/04/2010 8.00,"58,948659","56,50415056","0,66257628","4,99074546","16,11721039",
24/04/2010 9.00,"73,1748843","39,63052112","0,30297806","3,95641476",,
24/04/2010 10.00,"78,54496545","35,49677712","0,28977861","3,57030054","31,74603081",
24/04/2010 11.00,"83,4504111","31,4046","0,30438654","2,95358462",,
24/04/2010 12.00,"86,33216865","24,3571592","0,19134776","2,08995941","26,86202049",
24/04/2010 13.00,"92,62212435","20,54660056","0,17404518","1,85148104",,
24/04/2010 14.00,"94,52762865","18,10011817","0,17142859","0,98264269","27,8388195",
24/04/2010 15.00,"88,51565625","20,9891712","0,1772233","1,10909138",,
24/04/2010 16.00,"87,37826685","22,65695144","0,215412","1,32594019","26,86202049",
24/04/2010 17.00,"83,60887395","28,9399364","0,26313855","1,61754969",,
24/04/2010 18.00,"71,15656275","44,60525832","0,32434649","2,08441371","28,32722092",
24/04/2010 19.00,"54,00694425","63,28943704","0,44128919","3,53447366",,
24/04/2010 20.00,"73,2138267","35,01137768","0,26945635","3,17764294","22,46640968",
24/04/2010 21.00,"56,7504084","38,978988","0,34849111","2,39432412",,
24/04/2010 22.00,"62,91948705","28,21702832","0,27352103","1,79136211","27,8388195",
24/04/2010 23.00,"69,1328946","24,6206328","0,24812986","1,05651554",,
25/04/2010 0.00,"67,8410523","28,62195168","0,26611746","0,84787392","15,62880993",
25/04/2010 1.00,"68,64677295","30,26636728","0,22639795","0,83545126",,
25/04/2010 2.00,"68,87236755","22,40125968","0,21146964","0,8392223","9,76801014",
25/04/2010 3.00,"55,6626945","38,38584736","0,2014087","0,51833032",,
25/04/2010 4.00,"73,8288453","27,76017504","0,21187156","0,51577867","8,30280876",
25/04/2010 5.00,"80,09328495","16,42327122","0,21054346","0,27286415",,
25/04/2010 6.00,"78,5892744","12,44140121","0,21356081","0,43902263","10,7448101",
25/04/2010 7.00,"73,9577622","15,09554974","0,2058357","0,70267988",,
25/04/2010 8.00,"92,28640575","9,94818954","0,21690087","0,55260424","19,04759979",
25/04/2010 9.00,"89,7269205","11,31224475","0,2148493","0,52742535",,
25/04/2010 10.00,"85,2055323","15,63416014","0,23122687","1,34435298","24,42000961",
25/04/2010 11.00,"91,41219675","11,23048381","0,23545349","1,06416846",,
25/04/2010 12.00,"91,0442589","10,05721178","0,19513168","0,96611542","26,86202049",
25/04/2010 13.00,"91,0603785","8,42448806","0,19722285","0,98441735",,
25/04/2010 14.00,"92,17628175","6,46989252","0,19428589","0,48660704","26,86202049",
25/04/2010 15.00,"94,94793525","5,86638119","0,21549355","0,60562452",,
25/04/2010 16.00,"95,27962395","8,16491302","0,21919592","0,69436082","22,95482063",
25/04/2010 17.00,"95,97655725","11,12535822","0,21400468","0,82546839",,
25/04/2010 18.00,"92,7604377","13,58482883","0,23674082","1,33226288","25,39682007",
25/04/2010 19.00,"84,59719695","20,92037744","0,26124776","1,62331811",,
25/04/2010 20.00,"77,36727705","25,36560536","0,28422505","1,80334135","25,88521957",
25/04/2010 21.00,"78,994818","20,74518088","0,25287723","2,44989503",,
25/04/2010 22.00,"77,4935007","19,83407464","0,24205322","1,81166041","36,14162064",
25/04/2010 23.00,"62,7650541","30,28193096","0,26414511","1,75143062",,
26/04/2010 0.00,"63,66074925","22,62968632","0,27883343","1,91681312","27,35042",
26/04/2010 1.00,"63,8876805","21,44992496","0,24647905","1,80256538",,
26/04/2010 2.00,,"17,67312459","0,21714319","1,47712538","35,16482162",
26/04/2010 3.00,"57,41416485",,"0,22969839","1,17797279",,
26/04/2010 4.00,"59,51553825","39,58119152",,"1,31784386","21,97801971",
26/04/2010 5.00,"54,61589805","37,187922","0,30701595","1,42554721",,
26/04/2010 6.00,"50,493849","37,3254904","0,2929276","1,85125934","32,72283173",
26/04/2010 7.00,"49,08260595","42,29504608","0,42714842","2,40963098",,
26/04/2010 8.00,"50,21939685","47,16336136","0,44757902","3,92968292","27,35042",
26/04/2010 9.00,"68,7457848","29,66674496","0,3881349","3,0982244",,
26/04/2010 10.00,"82,5097287","18,17669186","0,37713613","2,45045031","32,23442078",
26/04/2010 11.00,"87,44302455","17,78473759","0,36332972","2,22461631",,
26/04/2010 12.00,"92,58617445","14,87101785","0,33988875","2,3532841","24,42000961",
26/04/2010 13.00,"93,72296535","14,27269951","0,3366384","1,96240117",,
26/04/2010 14.00,"100,09172355","11,3070575","0,26166017","1,75231846","18,07081032",
26/04/2010 15.00,"97,8800067","14,28827275","0,26723935","1,46337045",,
26/04/2010 16.00,"96,5346984","19,57708272","0,29148184","1,54001666","24,90842056",
26/04/2010 17.00,"104,32407615","17,60952","0,32166582","1,43530837",,
26/04/2010 18.00,"93,19022055","24,40258832","0,38897836","1,80167754","33,69963074",
26/04/2010 19.00,"83,4541617","32,01330432","0,40109902","2,86551344",,
26/04/2010 20.00,"55,40021235","61,6281576","0,49855476",,"36,63003159",
26/04/2010 21.00,"60,5662449","49,02192096","0,49558518","4,72087637",,
26/04/2010 22.00,"58,69355835","38,7155144","0,40527438","4,44557244","33,69963074",
26/04/2010 23.00,"60,1949355","34,03539728","0,38652953","4,32311648",,
27/04/2010 0.00,"59,15500185","33,65381944","0,37099542","4,38068377","47,86323166",
27/04/2010 1.00,"57,61865235","29,09178744","0,32451541","4,63790748",,
27/04/2010 2.00,"55,89126165","34,76088656","0,32844962","4,99141058","42,00244141",
27/04/2010 3.00,"62,1994716","26,75172888","0,2703301","4,24469561",,
27/04/2010 4.00,"63,063147","28,23389216","0,28847148","2,80517279","41,5140419",
27/04/2010 5.00,"51,4732344","39,81349952","0,31865546","2,03649572",,
27/04/2010 6.00,"41,54880765","56,29388792","0,41575006","2,76524131","27,35042",
27/04/2010 7.00,"51,70730775","45,28405656","0,37697653","3,8513729",,
27/04/2010 8.00,"55,03564605","43,02185464","0,41859965","4,37447295","35,16482162",
27/04/2010 9.00,"82,32812385","19,93529592","0,27843733","3,12062992",,
27/04/2010 10.00,"89,35471335","16,18835143","0,35261288","1,86889514","40,04883957",
27/04/2010 11.00,"84,37435545","18,47131002","0,36870852","2,41783919",,
27/04/2010 12.00,"90,70137825","13,68605776","0,37681576","2,0965038","31,25761986",
27/04/2010 13.00,"98,47194315","11,88850052","0,36846737","1,85392083",,
27/04/2010 14.00,"102,2522487","9,97025402","0,38147226","1,52182558","27,8388195",
27/04/2010 15.00,"101,85805665","11,3356113","0,30155676","1,317733",,
27/04/2010 16.00,"103,99039245","12,37520203","0,31351781","1,47146781","36,14162064",
27/04/2010 17.00,"101,3065389","18,38046517","0,28489959","1,31972937",,
27/04/2010 18.00,"89,5834401","34,07562576","0,39869096","2,23360151","33,69963074",
27/04/2010 19.00,"91,0175259","28,3403332","0,44184023","3,01203873",,
27/04/2010 20.00,"59,125416","55,96033952","0,59966162","3,12573221","21,0012207",
27/04/2010 21.00,"37,69985415","69,15449704","0,58609519","3,45849359",,
27/04/2010 22.00,"35,36706075","55,99926784","0,51926613","3,13627037","38,0952301",
27/04/2010 23.00,"43,2358395","43,6720876","0,45962046","3,68909631",,
28/04/2010 0.00,"52,55622015","24,00284648","0,42193155","2,87105914","36,14162064",
28/04/2010 1.00,"59,6769936","17,89246158","0,37673537","2,28717503",,
28/04/2010 2.00,,"14,45829353","0,3580313","1,53957325",,
28/04/2010 3.00,"60,41548275",,"0,33254343","1,21036221",,
28/04/2010 4.00,"58,25629425","40,69087808",,"1,1119756","30,76922989",
28/04/2010 5.00,"57,9464907","36,06785328","0,19093185","1,0246814",,
28/04/2010 6.00,"33,96645105","65,47116288","0,33781505","1,87011554","14,65200996",
28/04/2010 7.00,"46,4541735","52,74292152","0,29312099","2,75614628",,
28/04/2010 8.00,"51,0675312","54,191338","0,33401948","3,47446558","13,18680954",
28/04/2010 9.00,"72,0667416","34,57400768","0,23235576","2,89457421",,
28/04/2010 10.00,"79,53971235","25,83154064","0,23841259","2,47052691","27,8388195",
28/04/2010 11.00,"89,7524166","22,70106128","0,19428356","2,50735248",,
28/04/2010 12.00,"79,5221763",,,,"27,8388195",
28/04/2010 13.00,"88,48038465","16,83858439",,"1,53802029",,
28/04/2010 14.00,"104,9084715","11,16948336",,"1,62431579","46,39804077",
28/04/2010 15.00,"101,36999985","11,26163029","1,69666057","1,12916798",,
28/04/2010 16.00,"100,06750425","15,57705444",,"1,51949665","38,58362961",
28/04/2010 17.00,"94,3294254","20,80487352",,"1,68554427",,
28/04/2010 18.00,"92,13654135","23,6588968","0,05627766","1,84859683","37,11843109",
28/04/2010 19.00,"82,4289711","30,88155328","0,12580719","2,08751861",,
28/04/2010 20.00,"76,6962588","34,00943232","0,09064399","2,68072047","29,7924099",
28/04/2010 21.00,"84,6824433","25,24878216",,"2,17070921",,
28/04/2010 22.00,"79,65961185","31,48765728",,"1,24496869","39,07204056",
28/04/2010 23.00,"78,9955362","31,03990512",,"1,33792045",,
29/04/2010 0.00,"91,9749264","13,19027234",,"0,79163789","38,0952301",
29/04/2010 1.00,"65,8882266","35,40853832",,"0,77355766",,
29/04/2010 2.00,"62,4938538","34,8764096",,"0,97909336","21,97801971",
29/04/2010 3.00,"54,35144085","45,89924256",,"0,84199566",,
29/04/2010 4.00,"46,2628929","54,20042",,"0,72220119","16,60560989",
29/04/2010 5.00,"55,23773955","41,33072888",,"0,79829313",,
29/04/2010 6.00,"50,46274695","44,18215184",,"1,23787003","16,60560989",
29/04/2010 7.00,"48,9029562","47,40607064","0,09944207","2,26288399",,
29/04/2010 8.00,"65,4666033","32,54803336","0,08774547","2,68593361","26,37360954",
29/04/2010 9.00,"82,43705085","15,33435472",,"1,37175096",,
29/04/2010 10.00,"91,66915275","8,86316969",,"0,85574957","39,07204056",
29/04/2010 11.00,"93,73002765","8,10910557",,"0,66097373",,
29/04/2010 12.00,"92,86391835","10,05331703",,"0,54716939","20,51280975",
29/04/2010 13.00,"90,6023664","14,95797561",,"0,83134767",,
29/04/2010 14.00,"99,1865721","9,32521214",,"0,35305867","19,53602028",
29/04/2010 15.00,"101,8306254","8,74376529",,"0,35849453",,
29/04/2010 16.00,"99,25797315","12,58026786",,"0,40142007","10,7448101",
29/04/2010 17.00,"103,31097525","11,67306018",,"0,85286535",,
29/04/2010 18.00,"98,3406921","16,22728931","0,09864055","0,77522147","6,34920597",
29/04/2010 19.00,"87,84783","27,84453248","0,12465151","1,2937735",,
29/04/2010 20.00,"62,35781475","55,34125304","0,33211704","2,67761455","18,55920982",
29/04/2010 21.00,"74,5438134","36,72458704","0,25705259","2,71732433",,
29/04/2010 22.00,"72,40619085","32,49610344","0,22820952","2,19244962","13,67521",
29/04/2010 23.00,"56,89183395","39,82908232","0,26978837","2,5766773",,
30/04/2010 0.00,"57,5114211","39,80053616","0,23003391","2,577676","21,0012207",
30/04/2010 1.00,"64,24759845","29,51749424","0,20904644","2,50413571",,
30/04/2010 2.00,,"27,68878096","0,19143164","1,8518136","26,37360954",
30/04/2010 3.00,"62,16960645",,"0,21991822","1,71493761",,
30/04/2010 4.00,"59,6889636","46,26911896",,"1,53003379","28,81562042",
30/04/2010 5.00,"52,5038115","46,35349552","0,19396551","1,36931016",,
30/04/2010 6.00,"39,08602005","65,38158568","0,2627809","2,35494791","19,53602028",
30/04/2010 7.00,"44,3769396","63,69696072","0,31024999","3,28279566",,
30/04/2010 8.00,"78,41932035","41,06467408","0,25347954","3,25451085","23,93161964",
30/04/2010 9.00,"90,82646475","29,7420204","0,19054624","2,49393113",,
30/04/2010 10.00,"95,17971435","29,176164","0,16498381","2,15850826","42,97924042",
30/04/2010 11.00,"97,47795435","32,70506592","0,16156453","1,6349648",,
30/04/2010 12.00,"97,4414658","37,20738616","0,18056801","2,06755388","27,35042",
30/04/2010 13.00,"112,16705955","25,8237588","0,18490065","1,5396841",,
30/04/2010 14.00,"106,7099964","22,70626192","0,12554739","1,16288763","31,25761986",
30/04/2010 15.00,"104,41444965","21,0994936","0,142363","0,70168118",,
30/04/2010 16.00,"97,9521858","29,49803008","0,21646632","1,23653877","23,93161964",
30/04/2010 17.00,"92,05327005","41,52929008","0,30154278","1,29122286",,
30/04/2010 18.00,"85,55312115","53,37109","0,37719671","3,58716037","13,18680954",
30/04/2010 19.00,"60,0834948",,"0,65774852","5,72115486",,
30/04/2010 20.00,"33,19115415",,"0,74520973","6,03128799","20,02441978",
30/04/2010 21.00,"32,9939085",,"0,58292989","5,78482313",,
30/04/2010 22.00,"53,4455313","66,15772384","0,50453238","5,52582475","28,32722092",
30/04/2010 23.00,"81,4106433","21,55374656","0,33891248","2,3856725",,
01/05/2010 0.00,"72,52038465","28,78160368","0,3947288","1,36942101","36,63003159",
01/05/2010 1.00,"79,33263135","27,56029456","0,36419648","2,19988084",,
01/05/2010 2.00,"88,70119125","18,3674846","0,23988282","1,96972153","21,0012207",
01/05/2010 3.00,"84,6154512","23,86265864","0,21519414","1,51860881",,
01/05/2010 4.00,"58,9931475","49,20361832","0,28516288","1,53502522","23,93161964",
01/05/2010 5.00,"37,60792455",,"0,39874339","3,79779836",,
01/05/2010 6.00,"55,38030225","46,76361952","0,30893703","3,02734661","26,37360954",
01/05/2010 7.00,"57,6298842","46,31066672","0,37389743","3,15301934",,
01/05/2010 8.00,"71,30710545","33,27872328","0,32344827","3,57873045","43,9560318",
01/05/2010 9.00,"92,812587","27,78093936","0,28452795","2,49237817",,
01/05/2010 10.00,"100,89622725","26,16898952","0,25518743","2,61549924","46,39804077",
01/05/2010 11.00,"109,37433885","54,70010208","0,21451844","2,11835507",,
01/05/2010 12.00,"114,63012645","78,57446216","0,24039892","1,44506852","28,32722092",
01/05/2010 13.00,"116,23658025","51,23867464","0,2123329","1,66491239",,
01/05/2010 14.00,"119,3819571","27,43830896","0,18044802","1,22555822","29,7924099",
01/05/2010 15.00,"120,6804228","16,17148759","0,1874054","0,9224129",,
01/05/2010 16.00,"121,69912965","17,30452732","0,19905423","0,9091024","27,35042",
01/05/2010 17.00,"119,231973","21,52390024","0,2261265","1,07392963",,
01/05/2010 18.00,"119,931819","24,978846","0,26755157","1,83639588","23,93161964",
01/05/2010 19.00,"95,24052195","43,09713008","0,41874061","2,10837219",,
01/05/2010 20.00,"39,68455995",,"0,73046083","4,15152316","20,51280975",
01/05/2010 21.00,"21,39332265",,"0,7958581","6,20720763",,
01/05/2010 22.00,"61,9169397","75,7814508","0,68390743","4,24713641","24,90842056",
01/05/2010 23.00,"74,92264395","52,05115992","0,52965793","4,04026946",,
02/05/2010 0.00,"82,14294795","42,69478792","0,44541678","3,38018358","42,97924042",
02/05/2010 1.00,"78,64898475","38,12627424","0,4751138","2,55826452",,
02/05/2010 2.00,,"53,35940768","0,69734454","2,83933688","30,28083038",
02/05/2010 3.00,"27,35952975",,"0,90148749","4,55882149",,
02/05/2010 4.00,"55,5107952","67,66973344",,"4,346299","32,23442078",
02/05/2010 5.00,"75,3375441","46,5650392","0,38663671","2,42915332",,
02/05/2010 6.00,"69,4096809","50,79220352","0,39899153","1,84227414","36,14162064",
02/05/2010 7.00,"81,08124885","40,95823304","0,37803202","2,49969854",,
02/05/2010 8.00,"93,56603865","25,43958064","0,28159914","2,24558075","42,97924042",
02/05/2010 9.00,"90,6088302","24,2896656","0,29636202","2,6168305",,
02/05/2010 10.00,"94,2515805","23,71600824","0,2742177","2,84976316","41,02563095",
02/05/2010 11.00,"92,5135365","97,95688416","0,34878236","2,84443916",,
02/05/2010 12.00,"95,015067","94,35658816","0,33776845","2,82447342","35,16482162",
02/05/2010 13.00,"96,44258925","57,5009144","0,25902144","2,55160927",,
02/05/2010 14.00,"98,1295413","38,32485456","0,22329788","1,44695506","24,90842056",
02/05/2010 15.00,"99,12558495","14,23505223","0,22274451","1,13304987",,
02/05/2010 16.00,"94,989531","14,89567309","0,23727206","0,81082664","31,74603081",
02/05/2010 17.00,"87,2120634","20,31429256","0,25061364","1,21579706",,
02/05/2010 18.00,"79,94405895","23,51094624","0,21346994","1,82918535","19,04759979",
02/05/2010 19.00,"77,95600155","30,6881736","0,24978416","1,73545863",,
02/05/2010 20.00,"80,4871179","31,021722","0,31321724","2,05823613","18,55920982",
02/05/2010 21.00,"81,4549323","20,53491824","0,27307367","1,76973255",,
02/05/2010 22.00,"84,35971215","17,51608056","0,26217859","0,91365043","23,93161964",
02/05/2010 23.00,"81,69957915","18,72310322","0,30394035","1,03887872",,
03/05/2010 0.00,"82,6216881","18,64392538","0,21248202","0,86539988","25,88521957",
03/05/2010 1.00,"86,8155372","20,75426288","0,1794834","0,25079017",,
03/05/2010 2.00,"81,57724575","22,30652008","0,18445678","0,21851262","21,48962021",
03/05/2010 3.00,"77,31752175","22,70496176","0,15276063","0,27463882",,
03/05/2010 4.00,"69,052137","26,77897488","0,1503118","0,28850358","22,95482063",
03/05/2010 5.00,"60,937275","35,93286608","0,23249556","0,37546521",,
03/05/2010 6.00,"43,72902345","57,49701392","0,39235919","2,26365996","31,74603081",
03/05/2010 7.00,"41,63479215","55,83185312","0,42808391","3,08313923",,
03/05/2010 8.00,"53,7499284","41,225588","0,4709897","4,18967998","44,4444313",
03/05/2010 9.00,"67,160877","26,41167968","0,31791452","3,16921303",,
03/05/2010 10.00,"72,83870685","24,79062872","0,30737593","2,37036563","23,44322014",
03/05/2010 11.00,"74,63991255","79,01573264","0,25460027","2,3276618",,
