NetC,Provincia di TARANTO,,,
Stat,STATTE sc.elementare,,,
Parm,SO2,NOX,NO2,PM10
PtId,1,2,4,6
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3
Field,Aver,Aver,Aver,Aver
17/03/2007 17.00,"1,203215",,,"43,343632"
17/03/2007 18.00,"0,665253",,,"43,343632"
17/03/2007 19.00,"0,593029",,,"43,343632"
17/03/2007 20.00,"0,503649",,,"43,343632"
17/03/2007 21.00,"0,692127",,,"43,343632"
17/03/2007 22.00,"0,600227",,,"43,343632"
17/03/2007 23.00,"0,740957",,,"43,343632"
18/03/2007 0.00,"0,626381",,,"43,343632"
18/03/2007 1.00,"0,58979",,,"52,569801"
18/03/2007 2.00,"0,888883",,,"52,569801"
18/03/2007 3.00,"0,459859",,,"52,569801"
18/03/2007 4.00,"0,573713",,,"52,569801"
18/03/2007 5.00,"0,465257",,,"52,569801"
18/03/2007 6.00,"0,546",,,"52,569801"
18/03/2007 7.00,"0,550798",,,"52,569801"
18/03/2007 8.00,"0,761472",,,"52,569801"
18/03/2007 9.00,"0,59063",,,"52,569801"
18/03/2007 10.00,"0,895123",,,"52,569801"
18/03/2007 11.00,"1,81136",,,"52,569801"
18/03/2007 12.00,"2,156524",,,"52,569801"
18/03/2007 13.00,"3,607845",,,"52,569801"
18/03/2007 14.00,"4,909318",,,"52,569801"
18/03/2007 15.00,"12,003345",,,"52,569801"
18/03/2007 16.00,"7,457556",,,"52,569801"
18/03/2007 17.00,"3,390692",,,"52,569801"
18/03/2007 18.00,"1,49595",,,"52,569801"
18/03/2007 19.00,"0,892723",,,"52,569801"
18/03/2007 20.00,"0,766871",,,"52,569801"
18/03/2007 21.00,"0,638499",,,"52,569801"
18/03/2007 22.00,"0,560996",,,"52,569801"
18/03/2007 23.00,"0,598428",,,"52,569801"
19/03/2007 0.00,"0,384515",,,"52,569801"
19/03/2007 1.00,,,,"36,204441"
19/03/2007 2.00,"1,096856",,,"36,204441"
19/03/2007 3.00,"1,498363",,,"36,204441"
19/03/2007 4.00,"1,121865",,,"36,204441"
19/03/2007 5.00,"1,287653",,,"36,204441"
19/03/2007 6.00,"1,160913",,,"36,204441"
19/03/2007 7.00,"1,495203",,,"36,204441"
19/03/2007 8.00,"1,274329",,,"36,204441"
19/03/2007 9.00,"1,667759",,,"36,204441"
19/03/2007 10.00,"5,119675",,,"36,204441"
19/03/2007 11.00,"22,248308",,,"36,204441"
19/03/2007 12.00,"8,366366",,,"36,204441"
19/03/2007 13.00,"9,847203",,,"36,204441"
19/03/2007 14.00,"9,171169",,,"36,204441"
19/03/2007 15.00,"11,721494",,,"36,204441"
19/03/2007 16.00,"12,960891",,,"36,204441"
19/03/2007 17.00,"9,491301",,,"36,204441"
19/03/2007 18.00,"6,295342",,,"36,204441"
19/03/2007 19.00,"3,971282",,,"36,204441"
19/03/2007 20.00,"2,650154",,,"36,204441"
19/03/2007 21.00,"2,353033",,,"36,204441"
19/03/2007 22.00,"1,809553",,,"36,204441"
19/03/2007 23.00,"1,781415",,,"36,204441"
20/03/2007 0.00,"1,769879",,,"36,204441"
20/03/2007 1.00,"2,552177",,,"19,43128"
20/03/2007 2.00,"2,260153",,,"19,43128"
20/03/2007 3.00,"2,404541",,,"19,43128"
20/03/2007 4.00,"2,291659",,,"19,43128"
20/03/2007 5.00,"2,396731",,,"19,43128"
20/03/2007 6.00,"1,946161",,,"19,43128"
20/03/2007 7.00,"1,517141",,,"19,43128"
20/03/2007 8.00,"1,550108",,,"19,43128"
20/03/2007 9.00,"1,238025",,,"19,43128"
20/03/2007 10.00,"1,052711",,,"19,43128"
20/03/2007 11.00,"0,935926",,,"19,43128"
20/03/2007 12.00,"1,273555",,,"19,43128"
20/03/2007 13.00,"1,343334",,,"19,43128"
20/03/2007 14.00,"1,233613",,,"19,43128"
20/03/2007 15.00,"1,275731",,,"19,43128"
20/03/2007 16.00,"1,211436",,,"19,43128"
20/03/2007 17.00,"1,078643",,,"19,43128"
20/03/2007 18.00,"1,294748",,,"19,43128"
20/03/2007 19.00,"1,080402",,,"19,43128"
20/03/2007 20.00,"1,082697",,,"19,43128"
20/03/2007 21.00,"1,233732",,,"19,43128"
20/03/2007 22.00,"1,181986",,,"19,43128"
20/03/2007 23.00,"1,081326",,,"19,43128"
21/03/2007 0.00,"1,108183",,,"19,43128"
21/03/2007 1.00,,,,"6,306743"
21/03/2007 2.00,"1,669101",,,"6,306743"
21/03/2007 3.00,"1,661912",,,"6,306743"
21/03/2007 4.00,"1,535029",,,"6,306743"
21/03/2007 5.00,"1,51793",,,"6,306743"
21/03/2007 6.00,"1,515598",,,"6,306743"
21/03/2007 7.00,"1,457889",,,"6,306743"
21/03/2007 8.00,"1,575445",,,"6,306743"
21/03/2007 9.00,"1,4985",,,"6,306743"
21/03/2007 10.00,"1,277183",,,"6,306743"
21/03/2007 11.00,"1,240265",,,"6,306743"
21/03/2007 12.00,"1,487229",,,"6,306743"
21/03/2007 13.00,"1,4268",,,"6,306743"
21/03/2007 14.00,"1,488978",,,"6,306743"
21/03/2007 15.00,"1,522011",,,"6,306743"
21/03/2007 16.00,"1,847476",,,"6,306743"
21/03/2007 17.00,"1,558929",,,"6,306743"
21/03/2007 18.00,"1,734777",,,"6,306743"
21/03/2007 19.00,"1,455557",,,"6,306743"
21/03/2007 20.00,"1,327703",,,"6,306743"
21/03/2007 21.00,"1,497917",,,"6,306743"
21/03/2007 22.00,"1,59099",,,"6,306743"
21/03/2007 23.00,"1,450311",,,"6,306743"
22/03/2007 0.00,"1,752653",,,"6,306743"
22/03/2007 1.00,"1,620136",,,"14,76597"
22/03/2007 2.00,"1,35374",,,"14,76597"
22/03/2007 3.00,"1,81794",,,"14,76597"
22/03/2007 4.00,"1,503551",,,"14,76597"
22/03/2007 5.00,"1,435543",,,"14,76597"
22/03/2007 6.00,"1,606534",,,"14,76597"
22/03/2007 7.00,"1,360541",,,"14,76597"
22/03/2007 8.00,"1,662301",,,"14,76597"
22/03/2007 9.00,"1,599151",,,"14,76597"
22/03/2007 10.00,"1,430298",,,"14,76597"
22/03/2007 11.00,"1,677456",,,"14,76597"
22/03/2007 12.00,"1,903825","6,884341","5,336851","14,76597"
22/03/2007 13.00,"3,897225","5,925877","4,876104","14,76597"
22/03/2007 14.00,"7,815047","4,120488","3,308276","14,76597"
22/03/2007 15.00,"5,800078","5,81304","4,625615","14,76597"
22/03/2007 16.00,"4,505602",,,"14,76597"
22/03/2007 17.00,"2,253384",,,"14,76597"
22/03/2007 18.00,"2,406499","9,417334","10,272652","14,76597"
22/03/2007 19.00,"2,591673","12,36795","11,5238","14,76597"
22/03/2007 20.00,"2,352092","13,527446","12,275275","14,76597"
22/03/2007 21.00,"2,358699","15,06047","13,234399","14,76597"
22/03/2007 22.00,"2,810463","12,349791","11,107182","14,76597"
22/03/2007 23.00,"2,592256","10,042473","9,114957","14,76597"
23/03/2007 0.00,"2,707092","6,326641","5,510764","14,76597"
23/03/2007 1.00,,"6,146363","5,238212","18,47809"
23/03/2007 2.00,"0,437336",,,"18,47809"
23/03/2007 3.00,"0,383406","6,339612","4,356957","18,47809"
23/03/2007 4.00,"0,357433","4,506988","3,226511","18,47809"
23/03/2007 5.00,"0,338974","3,302097","2,366021","18,47809"
23/03/2007 6.00,"0,306207","4,6302","3,670382","18,47809"
23/03/2007 7.00,"0,445032","6,125612","5,044829","18,47809"
23/03/2007 8.00,"0,310416","5,700203","5,16683","18,47809"
23/03/2007 9.00,"0,328032","4,779352","4,732041","18,47809"
23/03/2007 10.00,"0,279392","4,562757","4,299851","18,47809"
23/03/2007 11.00,"0,381903","5,416166","3,919575","18,47809"
23/03/2007 12.00,"0,382261","4,936856","3,670558","18,47809"
23/03/2007 13.00,"0,415993","4,447325","3,491276","18,47809"
23/03/2007 14.00,"0,540147","4,920721","3,971489","18,47809"
23/03/2007 15.00,"0,503171","4,618526","3,669084","18,47809"
23/03/2007 16.00,"0,491507","5,720954","4,778764","18,47809"
23/03/2007 17.00,"0,469983","6,487468","5,439382","18,47809"
23/03/2007 18.00,"0,411723","6,780583","5,833936","18,47809"
23/03/2007 19.00,"0,373906","11,054115","9,40568","18,47809"
23/03/2007 20.00,"0,323823","13,518365","11,795051","18,47809"
23/03/2007 21.00,"0,339936","11,025582","10,307695","18,47809"
23/03/2007 22.00,"0,364707","12,97234","12,98001","18,47809"
23/03/2007 23.00,"0,347572","14,863329","15,099434","18,47809"
24/03/2007 0.00,"0,294965","10,681883","11,541977","18,47809"
24/03/2007 1.00,"0,207004","7,722188","7,99619","20,272961"
24/03/2007 2.00,"0,367473","6,723517","6,737255","20,272961"
24/03/2007 3.00,"0,338373","7,41221","7,490019","20,272961"
24/03/2007 4.00,"0,287509","8,375862","8,773615","20,272961"
24/03/2007 5.00,"0,438057","7,991957","8,732084","20,272961"
24/03/2007 6.00,"0,384909","13,771277","12,21816","20,272961"
24/03/2007 7.00,"0,52704","14,563728","14,362252","20,272961"
24/03/2007 8.00,"0,474613","24,15485","21,444724","20,272961"
24/03/2007 9.00,"0,798556","15,371743","13,534202","20,272961"
24/03/2007 10.00,"0,665263","16,112316","13,878142","20,272961"
24/03/2007 11.00,"0,704283","18,2199","15,279843","20,272961"
24/03/2007 12.00,"0,665864","5,163256","4,782657","20,272961"
24/03/2007 13.00,"0,905094","4,491424","4,281679","20,272961"
24/03/2007 14.00,"0,711197","3,804027","3,591212","20,272961"
24/03/2007 15.00,"0,584638","4,460296","4,141511","20,272961"
24/03/2007 16.00,"0,516518","3,774196","3,685957","20,272961"
24/03/2007 17.00,"0,508341","4,023215","3,935148","20,272961"
24/03/2007 18.00,"0,796632","5,019293","4,70868","20,272961"
24/03/2007 19.00,"0,484232","6,800037","5,896233","20,272961"
24/03/2007 20.00,"0,532631","5,635354","4,850147","20,272961"
24/03/2007 21.00,"0,50275","5,124347","5,001998","20,272961"
24/03/2007 22.00,"0,469141","4,803993","4,90336","20,272961"
24/03/2007 23.00,"0,455072","15,620763","15,378479","20,272961"
25/03/2007 0.00,"0,587945","8,964689","7,767766","20,272961"
25/03/2007 1.00,,"8,558735","6,722978","16,584311"
25/03/2007 2.00,,,,"16,584311"
25/03/2007 3.00,"0,36703",,,"16,584311"
25/03/2007 4.00,"0,528938","5,53419","3,661296","16,584311"
25/03/2007 5.00,"0,385245","6,745564","4,443914","16,584311"
25/03/2007 6.00,"0,413816","10,594986","7,746999","16,584311"
25/03/2007 7.00,"0,161074","17,900845","14,228563","16,584311"
25/03/2007 8.00,0,"14,677861","11,387528","16,584311"
25/03/2007 9.00,0,"10,899774","7,993594","16,584311"
25/03/2007 10.00,0,"9,646896","7,422531","16,584311"
25/03/2007 11.00,0,"8,755876","7,427722","16,584311"
25/03/2007 12.00,0,"14,30563","11,770396","16,584311"
25/03/2007 13.00,0,"20,464958","17,256504","16,584311"
25/03/2007 14.00,0,"5,653512","5,632765","16,584311"
25/03/2007 15.00,,"4,101033","4,057147","16,584311"
25/03/2007 16.00,,"5,273498","4,47117","16,584311"
25/03/2007 17.00,0,"6,886936","5,911806","16,584311"
25/03/2007 18.00,0,"9,194253","7,578275","16,584311"
25/03/2007 19.00,0,"12,54823","11,270714","16,584311"
25/03/2007 20.00,0,"11,54048","10,789209","16,584311"
25/03/2007 21.00,,"12,064458","11,379736","16,584311"
25/03/2007 22.00,,"12,408157","11,448528","16,584311"
25/03/2007 23.00,,"11,500275","10,329758","16,584311"
26/03/2007 0.00,,"12,37184","10,385571","16,584311"
26/03/2007 1.00,,"8,352517","5,961126","26,17948"
26/03/2007 2.00,,"6,877856","4,280383","26,17948"
26/03/2007 3.00,,"6,549722","3,815744","26,17948"
26/03/2007 4.00,,"6,574364","3,53151","26,17948"
26/03/2007 5.00,,"6,587333","3,008469","26,17948"
26/03/2007 6.00,,"6,466717","3,618467","26,17948"
26/03/2007 7.00,,"11,128042","8,020849","26,17948"
26/03/2007 8.00,,"16,654451","12,876186","26,17948"
26/03/2007 9.00,,"15,662265","12,187013","26,17948"
26/03/2007 10.00,,"11,126744","9,382318","26,17948"
26/03/2007 11.00,,"10,399142","9,474466","26,17948"
26/03/2007 12.00,,"9,607987","9,090296","26,17948"
26/03/2007 13.00,,"15,992995","14,039083","26,17948"
26/03/2007 14.00,,"21,492161","18,219525","26,17948"
26/03/2007 15.00,,"14,000842","12,000127","26,17948"
26/03/2007 16.00,,"4,169774","4,085701","26,17948"
26/03/2007 17.00,,"4,080282","4,072722","26,17948"
26/03/2007 18.00,,"5,28128","5,303106","26,17948"
26/03/2007 19.00,,"7,207287","7,231744","26,17948"
26/03/2007 20.00,,"7,783146","7,782042","26,17948"
26/03/2007 21.00,,"9,047695","10,076677","26,17948"
26/03/2007 22.00,"1,31363","8,081448","9,33819","26,17948"
26/03/2007 23.00,"1,551588","7,264355","6,911169","26,17948"
27/03/2007 0.00,"1,49584","6,824681","5,397851","26,17948"
27/03/2007 1.00,,"6,008882","3,732679","15,50617"
27/03/2007 2.00,,,,"15,50617"
27/03/2007 3.00,,"4,596478","2,685297","15,50617"
27/03/2007 4.00,,"4,670406","2,275169","15,50617"
27/03/2007 5.00,,"6,054277","2,34785","15,50617"
27/03/2007 6.00,,"6,49914","2,782639","15,50617"
27/03/2007 7.00,,"8,401802","4,746318","15,50617"
27/03/2007 8.00,,"10,815473","7,112339","15,50617"
27/03/2007 9.00,,"12,120229","9,060446","15,50617"
27/03/2007 10.00,,"14,255047","11,164296","15,50617"
27/03/2007 11.00,,"9,694886","7,573084","15,50617"
27/03/2007 12.00,,"6,87656","5,384871","15,50617"
27/03/2007 13.00,,"7,012742","6,054574","15,50617"
27/03/2007 14.00,,"7,06462","6,308957","15,50617"
27/03/2007 15.00,,"6,641806","5,737893","15,50617"
27/03/2007 16.00,,"7,657338","6,084424","15,50617"
27/03/2007 17.00,,"7,394052","5,992277","15,50617"
27/03/2007 18.00,,"8,706592","7,792422","15,50617"
27/03/2007 19.00,,"9,570376","8,852785","15,50617"
27/03/2007 20.00,,"11,131934","9,998808","15,50617"
27/03/2007 21.00,,"13,348463","11,547164","15,50617"
27/03/2007 22.00,,"9,347295","7,332977","15,50617"
27/03/2007 23.00,,"6,474497","4,009127","15,50617"
28/03/2007 0.00,,"7,414805","4,738532","15,50617"
28/03/2007 1.00,,"7,043869","4,255722","20,178671"
28/03/2007 2.00,,"6,041308","3,326446","20,178671"
28/03/2007 3.00,,"5,488797","2,689192","20,178671"
28/03/2007 4.00,,"4,77157","2,140191","20,178671"
28/03/2007 5.00,,"4,593884","2,410149","20,178671"
28/03/2007 6.00,,"4,097143","3,00587","20,178671"
28/03/2007 7.00,,"13,375699","12,835945","20,178671"
28/03/2007 8.00,,"21,789171","19,190323","20,178671"
28/03/2007 9.00,,"30,024958","24,45968","20,178671"
28/03/2007 10.00,,"6,735188","7,039657","20,178671"
28/03/2007 11.00,"1,80668","8,719561","8,321957","20,178671"
28/03/2007 12.00,"1,449763","9,28115","8,499765","20,178671"
28/03/2007 13.00,"1,767064","8,379753","7,968934","20,178671"
28/03/2007 14.00,"1,52702","12,628643","11,809334","20,178671"
28/03/2007 15.00,"1,583051","9,857007","9,451106","20,178671"
28/03/2007 16.00,"1,889171","10,838818","9,919638","20,178671"
28/03/2007 17.00,,"16,208292","13,704223","20,178671"
28/03/2007 18.00,"2,02753","8,387535","6,985148","20,178671"
28/03/2007 19.00,"1,851336","10,102136","8,712617","20,178671"
28/03/2007 20.00,"1,580853","13,946369","12,98001","20,178671"
28/03/2007 21.00,"1,487626","15,161634","14,2675","20,178671"
28/03/2007 22.00,"1,526013","10,06193","9,135723","20,178671"
28/03/2007 23.00,"1,53763","8,43682","6,895595","20,178671"
29/03/2007 0.00,"1,309721","7,359033","5,330362","20,178671"
29/03/2007 1.00,,"6,268278","4,389403","41,075161"
29/03/2007 2.00,"0,963001",,,"41,075161"
29/03/2007 3.00,"0,816352","6,58474","3,831319","41,075161"
29/03/2007 4.00,"1,02344","6,535455","3,644425","41,075161"
29/03/2007 5.00,"1,0781","6,710546","3,426382","41,075161"
29/03/2007 6.00,"1,482054","7,147627","3,837808","41,075161"
29/03/2007 7.00,"1,314073","11,428939","7,967636","41,075161"
29/03/2007 8.00,"1,149647","14,689534","11,100691","41,075161"
29/03/2007 9.00,"1,172311","18,046106","14,373928","41,075161"
29/03/2007 10.00,"1,16609","12,680519","9,99751","41,075161"
29/03/2007 11.00,"1,283855","14,401606","11,749633","41,075161"
29/03/2007 12.00,"1,146092","12,645503","10,299913","41,075161"
29/03/2007 13.00,"0,859014","9,774001","7,318702","41,075161"
29/03/2007 14.00,"1,005663","9,323952","7,130509","41,075161"
29/03/2007 15.00,"1,122539","9,674132","7,431615","41,075161"
29/03/2007 16.00,"1,087877","11,243473","8,323255","41,075161"
29/03/2007 17.00,"1,223861","16,209587","12,748997","41,075161"
29/03/2007 18.00,"1,380732","13,111117","10,273955","41,075161"
29/03/2007 19.00,"1,022995","13,25897","10,468633","41,075161"
29/03/2007 20.00,"1,384732","18,044808","15,504375","41,075161"
29/03/2007 21.00,"0,966112","19,016243","16,750334","41,075161"
29/03/2007 22.00,"1,058102","17,344441","14,789245","41,075161"
29/03/2007 23.00,"1,252302","12,104665","9,432934","41,075161"
30/03/2007 0.00,"1,300296","9,741576","6,976064","41,075161"
30/03/2007 1.00,"1,102097","8,379753","5,244702",
30/03/2007 2.00,"1,601151","7,458901","4,356957",
30/03/2007 3.00,"1,308741","7,194318","4,371233",
30/03/2007 4.00,"1,509162","6,730001","3,884532",
30/03/2007 5.00,"1,338071","6,381114","3,56266",
30/03/2007 6.00,"1,049215","5,83898","3,027937",
30/03/2007 7.00,,"13,042377","8,794382",
30/03/2007 8.00,"0,826573","9,945201","5,822254",
30/03/2007 9.00,"0,750582","11,192892","7,36802",
30/03/2007 10.00,"0,663036","10,868647","7,021489",
30/03/2007 11.00,"0,719029","10,622222","7,144786",
30/03/2007 12.00,"0,832795","18,738688","14,990424",
30/03/2007 13.00,"0,663481","17,459873","13,159116",
30/03/2007 14.00,"0,735472","17,253653","14,52967",
30/03/2007 15.00,"1,1812","9,344702","8,31936",
30/03/2007 16.00,"1,090099","9,894619","8,070169",
30/03/2007 17.00,,"18,051294","15,02157",
30/03/2007 18.00,"1,041659","13,430172","11,403099",
30/03/2007 19.00,"1,088321","13,825748","11,747041",
30/03/2007 20.00,"1,289187","26,855148","23,838012",
30/03/2007 21.00,"1,08521","36,946913","31,122962",
30/03/2007 22.00,"0,888343","21,811216","20,272743",
30/03/2007 23.00,"1,215418","11,28757","10,290819",
31/03/2007 0.00,"0,929672","8,360298","7,431615",
31/03/2007 1.00,,"7,643071","5,830042","16,981951"
31/03/2007 2.00,"0,595358",,,"16,981951"
31/03/2007 3.00,"0,711309","9,046398","4,054553","16,981951"
31/03/2007 4.00,"0,631312","8,22671","2,619107","16,981951"
31/03/2007 5.00,"0,687586","8,069775","3,204445","16,981951"
31/03/2007 6.00,"0,519651","9,512013","5,00849","16,981951"
31/03/2007 7.00,"0,594991","7,932297","4,059744","16,981951"
31/03/2007 8.00,"0,589964","11,143606","7,426424","16,981951"
31/03/2007 9.00,"0,476679","14,094224","10,04034","16,981951"
31/03/2007 10.00,"0,672659","11,614407","8,930657","16,981951"
31/03/2007 11.00,"0,721271","9,486073","7,700274","16,981951"
31/03/2007 12.00,"0,622944","7,614538","5,68468","16,981951"
31/03/2007 13.00,"0,62322","5,762458","4,133723","16,981951"
31/03/2007 14.00,"0,517505","4,50958","3,15902","16,981951"
31/03/2007 15.00,"0,657395","4,460296","2,730724","16,981951"
31/03/2007 16.00,"0,772243","4,822152","2,965638","16,981951"
31/03/2007 17.00,"0,632537","4,591291","2,724233","16,981951"
31/03/2007 18.00,"0,666407","4,710612","2,867","16,981951"
31/03/2007 19.00,"0,686881","5,106189","3,268042","16,981951"
31/03/2007 20.00,"0,787231","6,251418","4,671042","16,981951"
31/03/2007 21.00,"0,845498","8,327875","6,157104","16,981951"
31/03/2007 22.00,"0,722037","7,228038","5,10583","16,981951"
31/03/2007 23.00,"0,617763","6,429104","4,277786","16,981951"
01/04/2007 0.00,"0,855429","5,717064","3,493872","16,981951"
01/04/2007 1.00,"0,764121","7,409616","4,011722","20,591101"
01/04/2007 2.00,"0,716704","8,081448","3,794978","20,591101"
01/04/2007 3.00,"0,995012","7,496514","2,883871","20,591101"
01/04/2007 4.00,"0,822755","7,194318","2,31151","20,591101"
01/04/2007 5.00,"0,791093","7,1165","1,81832","20,591101"
01/04/2007 6.00,"0,816318","7,207287","1,630127","20,591101"
01/04/2007 7.00,"0,761576","10,877727","5,016275","20,591101"
01/04/2007 8.00,"0,857145","14,637655","9,012424","20,591101"
01/04/2007 9.00,"1,012391","19,524656","12,58286","20,591101"
01/04/2007 10.00,"1,002215","23,429838","16,425863","20,591101"
01/04/2007 11.00,"0,985081","14,159073","9,76519","20,591101"
01/04/2007 12.00,"0,857636","19,720483","13,988458","20,591101"
01/04/2007 13.00,"1,536487","25,759209","19,481043","20,591101"
01/04/2007 14.00,"2,659741","17,889171","13,59261","20,591101"
01/04/2007 15.00,"3,739962","6,173599","3,647021","20,591101"
01/04/2007 16.00,"3,258317","7,344768","4,519192","20,591101"
01/04/2007 17.00,"2,48632","8,610613","5,308297","20,591101"
01/04/2007 18.00,"2,080137","13,590998","10,255779","20,591101"
01/04/2007 19.00,"1,51923","14,424952","11,349891","20,591101"
01/04/2007 20.00,"1,161353","8,247462","5,49","20,591101"
01/04/2007 21.00,"0,965066","10,34856","8,1117","20,591101"
01/04/2007 22.00,"0,975304","13,043673","10,327165","20,591101"
01/04/2007 23.00,"0,828701","9,646898","6,859254","20,591101"
02/04/2007 0.00,"0,839031","9,244835","6,402402","20,591101"
02/04/2007 1.00,,"7,322719","3,865064","32,30891"
02/04/2007 2.00,"1,409738",,,"32,30891"
02/04/2007 3.00,"1,510315","8,553547","3,665191","32,30891"
02/04/2007 4.00,"1,426993","7,934891","3,077255","32,30891"
02/04/2007 5.00,"1,488924","7,203397","2,562","32,30891"
02/04/2007 6.00,"1,376527","9,509418","4,515297","32,30891"
02/04/2007 7.00,"1,66325","18,424822","13,523828","32,30891"
02/04/2007 8.00,"1,581463","18,026648","12,309014","32,30891"
02/04/2007 9.00,"1,833793","25,29618","18,18318","32,30891"
02/04/2007 10.00,"1,416357","14,12535","10,599719","32,30891"
02/04/2007 11.00,"1,782382","29,794083","18,954111","32,30891"
02/04/2007 12.00,"3,650095","37,770489","27,603122","32,30891"
02/04/2007 13.00,"8,585714","26,433629","21,015136","32,30891"
02/04/2007 14.00,"8,908365","19,169272","15,847015","32,30891"
02/04/2007 15.00,"6,440615","18,100577","14,855443","32,30891"
02/04/2007 16.00,"5,331782","9,449757","7,409552","32,30891"
02/04/2007 17.00,"3,974992","12,417235","10,016977","32,30891"
02/04/2007 18.00,"3,609911","15,967055","13,213627","32,30891"
02/04/2007 19.00,"2,893105","12,384812","10,316779","32,30891"
02/04/2007 20.00,"2,372136","9,154048","7,711956","32,30891"
02/04/2007 21.00,"1,970891","17,650528","15,828848","32,30891"
02/04/2007 22.00,"1,730971","20,143302","18,005378","32,30891"
02/04/2007 23.00,"1,741134","15,310786","12,845042","32,30891"
03/04/2007 0.00,"1,620583","11,641644","8,837212","32,30891"
03/04/2007 1.00,"1,840412","12,003499","8,877444","26,59218"
03/04/2007 2.00,"1,35159","9,260399","5,974105","26,59218"
03/04/2007 3.00,"1,456067","7,517265","3,77551","26,59218"
03/04/2007 4.00,"1,388582","6,379818","3,094127","26,59218"
03/04/2007 5.00,"1,483487","6,123017","2,882575","26,59218"
03/04/2007 6.00,"1,26874","6,452449","3,275829","26,59218"
03/04/2007 7.00,"1,469068","11,856943","8,293403","26,59218"
03/04/2007 8.00,"1,371091","13,432767","9,506913","26,59218"
03/04/2007 9.00,"1,290959","11,841379","8,199956","26,59218"
03/04/2007 10.00,"1,295332","9,268181","6,577616","26,59218"
03/04/2007 11.00,"1,403237","8,530202","5,988382","26,59218"
03/04/2007 12.00,"1,436684","8,597644","6,260936","26,59218"
03/04/2007 13.00,"1,310933","6,129501","4,310235","26,59218"
03/04/2007 14.00,"1,439994","11,88807","9,409574","26,59218"
03/04/2007 15.00,"1,32358","6,868778","4,833276","26,59218"
03/04/2007 16.00,"1,233166","6,152849","4,310235","26,59218"
03/04/2007 17.00,"1,343317","7,509483","5,631467","26,59218"
03/04/2007 18.00,"1,335161","7,506889","5,660021","26,59218"
03/04/2007 19.00,"1,264959","6,77799","5,308297","26,59218"
03/04/2007 20.00,"1,262121","7,295482","6,220701","26,59218"
03/04/2007 21.00,"1,150553","7,041274","6,000062","26,59218"
03/04/2007 22.00,"1,167809","6,757237","5,547106","26,59218"
03/04/2007 23.00,"1,107178","6,111345","4,577596","26,59218"
04/04/2007 0.00,"1,141807","4,695048","2,674915","26,59218"
04/04/2007 1.00,,"4,626307","2,123318","21,90299"
04/04/2007 2.00,"0,8781",,,"21,90299"
04/04/2007 3.00,"0,877563","5,674263","1,984448","21,90299"
04/04/2007 4.00,"0,813499","5,749489","2,127213","21,90299"
04/04/2007 5.00,"1,00748","5,160662","2,151872","21,90299"
04/04/2007 6.00,"0,802942","5,479717","2,342659","21,90299"
04/04/2007 7.00,"0,948248","8,248758","4,904658","21,90299"
04/04/2007 8.00,"0,813678","8,137217","5,047424","21,90299"
04/04/2007 9.00,"0,766436","9,441976","6,462106","21,90299"
04/04/2007 10.00,"0,783615","11,151388","8,379063","21,90299"
04/04/2007 11.00,"0,785405","10,655945","8,237595","21,90299"
04/04/2007 12.00,"0,740489","8,499075","6,503637","21,90299"
04/04/2007 13.00,"0,738878","8,439413","6,471191","21,90299"
04/04/2007 14.00,"0,721162","8,30842","5,87287","21,90299"
04/04/2007 15.00,"0,700046","7,59638","4,730743","21,90299"
04/04/2007 16.00,"0,60073","7,145033","4,258318","21,90299"
04/04/2007 17.00,"0,697362","7,191724","4,668446","21,90299"
04/04/2007 18.00,"0,843384","7,100937","4,987721","21,90299"
04/04/2007 19.00,"0,819047","8,320092","5,963723","21,90299"
04/04/2007 20.00,"0,583908","8,912809","6,185658","21,90299"
04/04/2007 21.00,"0,746215","9,633927","7,316105","21,90299"
04/04/2007 22.00,"0,475824","7,7598","5,552297","21,90299"
04/04/2007 23.00,"0,581583","7,012742","4,47117","21,90299"
05/04/2007 0.00,"0,64332","9,316168","6,259637","21,90299"
05/04/2007 1.00,"0,832468","9,802535","5,888445","9,793787"
05/04/2007 2.00,"0,65513","6,921954","3,087637","9,793787"
05/04/2007 3.00,"0,814394","7,046464","2,625595","9,793787"
05/04/2007 4.00,"0,647614","7,36033","2,510085","9,793787"
05/04/2007 5.00,"0,504097","6,460231","1,914361","9,793787"
05/04/2007 6.00,"0,599477","6,698874","2,093468","9,793787"
05/04/2007 7.00,"0,947711","8,130734","3,866362","9,793787"
05/04/2007 8.00,"0,708456","10,176063","5,290127","9,793787"
05/04/2007 9.00,"0,647256","11,745402","7,134404","9,793787"
05/04/2007 10.00,"0,72492","10,406924","6,414085","9,793787"
05/04/2007 11.00,"0,685194","9,554812","6,689233","9,793787"
05/04/2007 12.00,"0,783078","7,980286","5,452361","9,793787"
05/04/2007 13.00,"0,676246","7,014038","4,630809","9,793787"
05/04/2007 14.00,"0,715257","6,314969","3,76902","9,793787"
05/04/2007 15.00,"0,637056","5,340942","2,877382","9,793787"
05/04/2007 16.00,"0,583908","5,844167","3,120084","9,793787"
05/04/2007 17.00,"0,70452","5,81304","3,112298","9,793787"
05/04/2007 18.00,"0,624708","6,656073","4,321913","9,793787"
05/04/2007 19.00,"0,542393","8,023085","5,249893","9,793787"
05/04/2007 20.00,"0,641709","10,51976","6,881318","9,793787"
