Stat,BR-CASALE,,,,,  ,
Parm,SO2,NO2,NOX,PM10,,,
16/07/2014 7.00,,"1,8","2,9",,,,
16/07/2014 8.00,,"3,2","4,2","15,4",,,
16/07/2014 9.00,,"2,4","3,0",,,,
16/07/2014 10.00,"1,8","2,1","3,2","19,0",,,
16/07/2014 11.00,"2,5","1,9","3,2",,,,
16/07/2014 12.00,"2,1","1,9","2,8","15,4",,,
16/07/2014 13.00,"1,7","1,2","2,0",,,,
16/07/2014 14.00,"2,2","1,2","1,9","13,2",,,
16/07/2014 15.00,"2,3","2,0","3,1",,,,
16/07/2014 16.00,"2,5","1,2","1,7","11,5",,,
16/07/2014 17.00,"2,4","2,4","3,0",,,,
16/07/2014 18.00,"1,9","1,2","1,7","17,1",,,
16/07/2014 19.00,,"1,4","1,9",,,,
16/07/2014 20.00,,"1,5","2,1","12,0",,,
16/07/2014 21.00,,"2,1","2,6",,,,
16/07/2014 22.00,,"1,7","2,2","20,3",,,
16/07/2014 23.00,,"2,3","2,9",,,,
17/07/2014 0.00,"1,3","2,4","2,8","23,4",,,
17/07/2014 1.00,"1,3","2,1","2,6",,,,
17/07/2014 2.00,,"1,1","1,5","26,9",,,
17/07/2014 3.00,"2,8",,,,,,
17/07/2014 4.00,"1,6","2,1","2,6","14,7",,,
17/07/2014 5.00,"1,5","1,7","2,2",,,,
17/07/2014 6.00,"1,4","2,9","3,6","9,8",,,
17/07/2014 7.00,"1,3","3,5","4,3",,,,
17/07/2014 8.00,"1,3","3,4","4,4","17,6",,,
17/07/2014 9.00,,"3,1","3,8",,,,
17/07/2014 10.00,"2,0","2,5","3,1","15,6",,,
17/07/2014 11.00,"1,6","2,1","2,8",,,,
17/07/2014 12.00,"0,9","2,6","3,3","24,9",,,
17/07/2014 13.00,"1,8","2,0","2,8",,,,
17/07/2014 14.00,"2,0","1,7","2,3","26,1",,,
17/07/2014 15.00,"2,0","1,5","2,2",,,,
17/07/2014 16.00,"1,9","2,0","2,7","13,9",,,
17/07/2014 17.00,"0,7","1,8","2,2",,,,
17/07/2014 18.00,"1,1","1,7","2,2","18,8",,,
17/07/2014 19.00,"0,7","1,9","2,5",,,,
17/07/2014 20.00,"0,7","3,1","3,7","26,9",,,
17/07/2014 21.00,"0,7","3,2","3,7",,,,
17/07/2014 22.00,"0,7","3,3","3,9","24,7",,,
17/07/2014 23.00,"0,7","3,2","3,7",,,,
18/07/2014 0.00,"0,7","2,5","3,0","27,8",,,
18/07/2014 1.00,"0,7","2,3","2,8",,,,
18/07/2014 2.00,"0,7","2,0","2,5","18,8",,,
18/07/2014 3.00,"0,7","1,8","2,3",,,,
18/07/2014 4.00,"0,7","2,7","3,1","12,9",,,
18/07/2014 5.00,"0,7","1,7","2,1",,,,
18/07/2014 6.00,"0,7","2,2","2,7","16,6",,,
18/07/2014 7.00,"0,7","3,3","3,9",,,,
18/07/2014 8.00,"0,7","3,8","4,8","24,2",,,
18/07/2014 9.00,"0,7","3,5","4,2",,,,
18/07/2014 10.00,"0,9","2,9","3,7","21,0",,,
18/07/2014 11.00,"0,9","1,6","2,1",,,,
18/07/2014 12.00,"1,0","1,5","2,2","22,0",,,
18/07/2014 13.00,"2,0","2,6","3,5",,,,
18/07/2014 14.00,"2,0","1,5","2,5","22,5",,,
18/07/2014 15.00,"1,8","1,4","2,2",,,,
18/07/2014 16.00,"0,8","1,3","1,7","12,2",,,
18/07/2014 17.00,"0,8","1,9","2,5",,,,
18/07/2014 18.00,"1,3","3,0","3,6","23,0",,,
18/07/2014 19.00,"0,7","0,4","0,9",,,,
18/07/2014 20.00,"0,7","1,8","2,4","14,9",,,
18/07/2014 21.00,"0,7","2,3","2,7",,,,
18/07/2014 22.00,,,,,,,
18/07/2014 23.00,"0,6","2,1","2,6",,,,
19/07/2014 0.00,"0,7","1,9","2,3","24,4",,,
19/07/2014 1.00,"0,7","1,3","1,8",,,,
19/07/2014 2.00,,"1,2","1,6","18,3",,,
19/07/2014 3.00,"2,9",,,,,,
19/07/2014 4.00,"1,0","2,4","2,8","13,9",,,
19/07/2014 5.00,"0,8","2,3","2,7",,,,
19/07/2014 6.00,"0,7","2,7","3,0","16,6",,,
19/07/2014 7.00,"0,7","3,5","4,0",,,,
19/07/2014 8.00,"0,7","2,7","3,5","27,1",,,
19/07/2014 9.00,"0,7","3,1","3,9",,,,
19/07/2014 10.00,"0,7","1,9","2,8","24,2",,,
19/07/2014 11.00,"0,8","1,2","1,9",,,,
19/07/2014 12.00,"0,7","0,7","1,3","20,5",,,
19/07/2014 13.00,"0,7","1,2","2,0",,,,
19/07/2014 14.00,"0,8","1,3","1,9","31,5",,,
19/07/2014 15.00,"1,1","1,5","2,2",,,,
19/07/2014 16.00,"1,5","2,4","2,9","22,5",,,
19/07/2014 17.00,"1,0","1,2","1,8",,,,
19/07/2014 18.00,"0,7","1,1","1,6","22,0",,,
19/07/2014 19.00,"0,7","1,8","2,3",,,,
19/07/2014 20.00,"0,7","2,3","2,8","21,5",,,
19/07/2014 21.00,"0,7","3,4","3,8",,,,
19/07/2014 22.00,"0,7","2,1","2,6","30,8",,,
19/07/2014 23.00,"0,6","2,1","2,7",,,,
20/07/2014 0.00,"0,7","2,4","2,9","26,4",,,
20/07/2014 1.00,"0,6","3,5","3,9",,,,
20/07/2014 2.00,"0,7","3,7","4,1","23,2",,,
20/07/2014 3.00,"0,7","3,8","4,2",,,,
20/07/2014 4.00,"0,7","2,1","2,6","12,2",,,
20/07/2014 5.00,"0,7","1,5","2,0",,,,
20/07/2014 6.00,"0,7","2,6","3,0","11,0",,,
20/07/2014 7.00,"0,7","2,4","2,9",,,,
20/07/2014 8.00,"0,7","2,2","2,7","16,1",,,
20/07/2014 9.00,"0,7","2,4","2,9",,,,
20/07/2014 10.00,"0,7","2,6","3,3","18,3",,,
20/07/2014 11.00,"0,7","2,2","3,0",,,,
20/07/2014 12.00,"0,7","2,3","3,3","15,6",,,
20/07/2014 13.00,"1,3","2,8","3,5",,,,
20/07/2014 14.00,"1,9","4,2","5,2","12,5",,,
20/07/2014 15.00,"2,3","1,6","2,2",,,,
20/07/2014 16.00,"2,0","1,9","2,4","13,4",,,
20/07/2014 17.00,"1,9","2,2","2,8",,,,
20/07/2014 18.00,"1,9","6,4","7,4","8,8",,,
20/07/2014 19.00,"2,0","6,1","6,6",,,,
20/07/2014 20.00,"1,7","5,1","5,6","23,9",,,
20/07/2014 21.00,"1,4","12,1","12,8",,,,
20/07/2014 22.00,"1,0","20,2","20,9","27,8",,,
20/07/2014 23.00,"1,8","17,5","18,1",,,,
21/07/2014 0.00,"1,0","12,1","12,6","22,0",,,
21/07/2014 1.00,"0,7","16,6","17,1",,,,
21/07/2014 2.00,"0,6","12,1","12,7","20,8",,,
21/07/2014 3.00,"0,7",,,,,,
21/07/2014 4.00,"0,7","14,8","15,3","22,7",,,
21/07/2014 5.00,"0,7","15,0","15,5",,,,
21/07/2014 6.00,"0,7","49,0","57,5","20,0",,,
21/07/2014 7.00,"1,3","35,4","38,7",,,,
21/07/2014 8.00,"3,4","23,1","26,2","24,9",,,
21/07/2014 9.00,"3,8","13,5","15,1",,,,
21/07/2014 10.00,"2,0","6,6","7,8","27,8",,,
21/07/2014 11.00,"2,0","6,6","7,8",,,,
21/07/2014 12.00,"1,5","4,3","5,0","24,4",,,
21/07/2014 13.00,"0,7","2,2","3,0",,,,
21/07/2014 14.00,"0,7","3,2","4,0","35,2",,,
21/07/2014 15.00,"1,2","4,8","5,7",,,,
21/07/2014 16.00,"0,8","5,0","5,8","31,3",,,
21/07/2014 17.00,"0,8","4,5","5,1",,,,
21/07/2014 18.00,"0,9","9,7","10,3","24,4",,,
21/07/2014 19.00,"1,9","14,6","15,7",,,,
21/07/2014 20.00,"0,8","12,8","13,4","29,3",,,
21/07/2014 21.00,"1,9","15,8","16,3",,,,
21/07/2014 22.00,"2,0","14,9","15,5","25,2",,,
21/07/2014 23.00,"1,7","5,9","6,4",,,,
22/07/2014 0.00,"1,3","3,1","3,5","24,4",,,
22/07/2014 1.00,"0,7","8,7","9,2",,,,
22/07/2014 2.00,"0,7","4,1","4,6","22,7",,,
22/07/2014 3.00,"0,7","9,3","9,9",,,,
22/07/2014 4.00,"0,7","11,5","12,0","14,2",,,
22/07/2014 5.00,"0,7","5,1","5,6",,,,
22/07/2014 6.00,"0,7","2,1","2,6","16,1",,,
22/07/2014 7.00,"0,7","2,0","2,5",,,,
22/07/2014 8.00,"0,7","2,6","3,1","23,0",,,
22/07/2014 9.00,"0,7","4,6","5,3",,,,
22/07/2014 10.00,"0,8","4,4","5,4","12,2",,,
22/07/2014 11.00,"2,3","31,4","49,5",,,,
22/07/2014 12.00,"0,7","8,3","9,8","9,0",,,
22/07/2014 13.00,"1,7","3,6","4,6",,,,
22/07/2014 14.00,"1,1","6,2","8,4","11,5",,,
22/07/2014 15.00,"2,0","5,6","7,0",,,,
22/07/2014 16.00,"1,8","4,0","5,2","6,3",,,
22/07/2014 17.00,"2,6","10,4","11,7",,,,
22/07/2014 18.00,"1,6","2,0","2,5","7,1",,,
22/07/2014 19.00,"0,7","2,1","2,6",,,,
22/07/2014 20.00,"0,7","2,3","3,0","15,6",,,
22/07/2014 21.00,"0,7","3,1","3,7",,,,
22/07/2014 22.00,"0,7","2,4","2,9","15,6",,,
22/07/2014 23.00,"0,7","5,0","5,3",,,,
23/07/2014 0.00,"0,9","2,4","2,8","12,2",,,
23/07/2014 1.00,"1,0","1,9","2,5",,,,
23/07/2014 2.00,,"1,3","1,8","7,1",,,
23/07/2014 3.00,"2,3",,,,,,
23/07/2014 4.00,"1,6","0,8","1,3","5,4",,,
23/07/2014 5.00,"0,9","0,9","1,4",,,,
23/07/2014 6.00,"0,7","2,8","3,1","3,4",,,
23/07/2014 7.00,"0,9","3,0","3,7",,,,
23/07/2014 8.00,"0,7","6,2","7,2","4,9",,,
23/07/2014 9.00,"0,7","11,9","13,6",,,,
23/07/2014 10.00,"0,7","5,3","5,9","6,8",,,
23/07/2014 11.00,"0,7","2,2","3,4",,,,
23/07/2014 12.00,"0,8","1,6","2,0","11,0",,,
23/07/2014 13.00,"0,7","2,0","2,7",,,,
23/07/2014 14.00,"0,7","1,0","1,5","6,6",,,
23/07/2014 15.00,"0,8","1,9","2,5",,,,
23/07/2014 16.00,"0,7","1,3","2,0","4,2",,,
23/07/2014 17.00,"0,7","0,9","1,5",,,,
23/07/2014 18.00,"0,7","1,5","2,2","3,4",,,
23/07/2014 19.00,"0,7","3,5","4,2",,,,
23/07/2014 20.00,"0,7","5,2","5,8","2,4",,,
23/07/2014 21.00,"0,7","4,2","4,8",,,,
23/07/2014 22.00,"0,7","4,7","5,3","3,4",,,
23/07/2014 23.00,"0,7","10,4","10,8",,,,
24/07/2014 0.00,"0,7","9,0","9,6","6,1",,,
24/07/2014 1.00,"0,7","5,2","5,8",,,,
24/07/2014 2.00,"0,7","5,1","5,6","12,5",,,
24/07/2014 3.00,"0,7","2,9","3,4",,,,
24/07/2014 4.00,"0,6","3,5","4,1","7,1",,,
24/07/2014 5.00,"0,7","4,7","5,1",,,,
24/07/2014 6.00,"0,7","6,8","7,5","4,6",,,
24/07/2014 7.00,"0,7","10,0","11,4",,,,
24/07/2014 8.00,"0,7","4,9","6,6","6,1",,,
24/07/2014 9.00,"0,8","3,0","3,9",,,,
24/07/2014 10.00,"1,3","3,0","3,8","3,9",,,
24/07/2014 11.00,"1,4","3,9","5,2",,,,
24/07/2014 12.00,"1,3","1,8","2,4","2,9",,,
24/07/2014 13.00,"1,3","1,2","1,6",,,,
24/07/2014 14.00,"1,3","0,6","1,1","5,1",,,
24/07/2014 15.00,"1,4","0,8","1,3",,,,
24/07/2014 16.00,"1,3","0,9","1,6","2,9",,,
24/07/2014 17.00,"1,3","0,3","0,8",,,,
24/07/2014 18.00,"1,3","1,3","1,8","2,7",,,
24/07/2014 19.00,"1,3","3,8","4,3",,,,
24/07/2014 20.00,"1,3","3,5","3,9","7,8",,,
24/07/2014 21.00,"1,3","8,4","8,9",,,,
24/07/2014 22.00,"1,3","16,5","17,0","10,7",,,
24/07/2014 23.00,"1,1","6,6","7,1",,,,
25/07/2014 0.00,"1,3","10,9","11,3","19,8",,,
25/07/2014 1.00,"1,3","8,2","8,7",,,,
25/07/2014 2.00,,"9,9","10,4","14,9",,,
25/07/2014 3.00,"2,9",,,,,,
25/07/2014 4.00,"1,6","4,8","5,2","10,5",,,
25/07/2014 5.00,"1,3","7,4","7,9",,,,
25/07/2014 6.00,"1,3","13,0","14,2","10,7",,,
25/07/2014 7.00,"1,3","16,0","18,5",,,,
25/07/2014 8.00,"1,3","7,3","8,8","14,4",,,
25/07/2014 9.00,"1,3","5,7","7,1",,,,
25/07/2014 10.00,"1,3","4,6","5,7","34,9",,,
25/07/2014 11.00,"1,3","2,6","3,2",,,,
25/07/2014 12.00,"1,5","2,1","2,8","25,2",,,
25/07/2014 13.00,"2,6","2,1","2,8",,,,
25/07/2014 14.00,"2,6","1,6","2,5","18,1",,,
25/07/2014 15.00,"2,6","1,6","2,1",,,,
25/07/2014 16.00,"2,2","2,5","2,9","11,5",,,
25/07/2014 17.00,"1,6","1,0","1,5",,,,
25/07/2014 18.00,"2,4","4,0","4,6","15,9",,,
25/07/2014 19.00,"2,0","0,7","1,2",,,,
25/07/2014 20.00,"1,4","6,9","7,5","17,8",,,
25/07/2014 21.00,"1,3","8,2","8,8",,,,
25/07/2014 22.00,"1,3","8,9","9,4","25,2",,,
25/07/2014 23.00,"1,3","10,4","10,9",,,,
26/07/2014 0.00,"1,3","6,5","7,0","25,6",,,
26/07/2014 1.00,"1,3","6,4","6,9",,,,
26/07/2014 2.00,"1,3","4,9","5,6","23,7",,,
26/07/2014 3.00,"1,3","4,7","5,2",,,,
26/07/2014 4.00,"1,1","4,7","5,1","18,6",,,
26/07/2014 5.00,"1,1","7,1","7,7",,,,
26/07/2014 6.00,"1,3","18,6","19,9","10,7",,,
26/07/2014 7.00,"1,3","16,7","18,9",,,,
26/07/2014 8.00,"1,3","10,1","12,1","15,1",,,
26/07/2014 9.00,"1,9","4,5","5,5",,,,
26/07/2014 10.00,"1,5","1,7","2,3","21,2",,,
26/07/2014 11.00,"1,5","2,1","2,9",,,,
26/07/2014 12.00,"2,8","3,8","4,7","11,5",,,
26/07/2014 13.00,"1,7","1,0","1,5",,,,
26/07/2014 14.00,"2,3","6,3","7,7","13,9",,,
26/07/2014 15.00,"1,7","1,8","2,3",,,,
26/07/2014 16.00,"2,2","13,6","14,7","7,8",,,
26/07/2014 17.00,"2,6","12,6","14,5",,,,
26/07/2014 18.00,"2,9","19,0","20,6","4,9",,,
26/07/2014 19.00,"2,3","22,9","24,2",,,,
26/07/2014 20.00,"1,7","13,2","13,8","9,5",,,
26/07/2014 21.00,"1,4","21,2","22,1",,,,
26/07/2014 22.00,"1,5","13,3","13,9","15,6",,,
26/07/2014 23.00,"1,3","16,1","16,8",,,,
27/07/2014 0.00,"1,3","12,1","12,6","15,6",,,
27/07/2014 1.00,"1,3","8,5","8,9",,,,
27/07/2014 2.00,,"8,1","8,6","21,2",,,
27/07/2014 3.00,"3,4",,,,,,
27/07/2014 4.00,"2,6","5,3","5,9","15,4",,,
27/07/2014 5.00,"1,6","5,4","5,8",,,,
27/07/2014 6.00,"1,3","6,0","6,5","14,2",,,
27/07/2014 7.00,"1,2","3,4","3,9",,,,
27/07/2014 8.00,"1,4","3,5","4,7","18,3",,,
27/07/2014 9.00,"1,7","4,6","5,2",,,,
27/07/2014 10.00,"1,7","5,5","6,7","23,4",,,
27/07/2014 11.00,"1,4","6,2","8,0",,,,
27/07/2014 12.00,,,,"20,0",,,
27/07/2014 13.00,"3,5","4,3","5,1",,,,
27/07/2014 14.00,"1,7","3,3","4,0","23,2",,,
27/07/2014 15.00,"1,3","3,0","3,6",,,,
27/07/2014 16.00,"1,7","2,0","2,6","16,6",,,
27/07/2014 17.00,"0,7","2,1","2,7",,,,
27/07/2014 18.00,"0,6","3,9","4,5","18,6",,,
27/07/2014 19.00,"1,2","2,2","2,8",,,,
27/07/2014 20.00,"1,3","1,5","1,7","34,4",,,
27/07/2014 21.00,"1,3","4,8","5,3",,,,
27/07/2014 22.00,"1,0","5,7","6,1","26,6",,,
27/07/2014 23.00,"1,1","6,6","7,1",,,,
28/07/2014 0.00,"1,2","1,9","2,4","24,4",,,
28/07/2014 1.00,"1,3","2,5","2,9",,,,
28/07/2014 2.00,"1,3","2,1","2,6","16,1",,,
28/07/2014 3.00,"1,3",,,,,,
28/07/2014 4.00,"1,2",,,"10,0",,,
28/07/2014 5.00,"1,3","1,2","1,7",,,,
28/07/2014 6.00,"1,3","2,9","3,4","8,3",,,
28/07/2014 7.00,"1,3","9,8","11,4",,,,
28/07/2014 8.00,"1,3","6,0","6,9","15,9",,,
28/07/2014 9.00,"1,4","4,9","5,8",,,,
28/07/2014 10.00,"1,4","3,7","4,7","9,0",,,
28/07/2014 11.00,"1,1","2,3","3,1",,,,
28/07/2014 12.00,"1,3","3,1","3,9","4,9",,,
28/07/2014 13.00,"1,3","1,5","2,2",,,,
28/07/2014 14.00,"1,3","2,0","2,8","11,7",,,
28/07/2014 15.00,"1,4",,,,,,
28/07/2014 16.00,"1,3","1,1","1,6","7,1",,,
28/07/2014 17.00,"1,3","1,1","1,8",,,,
28/07/2014 18.00,"1,3","1,8","2,3","4,6",,,
28/07/2014 19.00,"1,3","3,3","3,8",,,,
28/07/2014 20.00,"1,3","10,6","11,5","6,3",,,
28/07/2014 21.00,"1,3","8,6","9,2",,,,
28/07/2014 22.00,"1,3","9,6","10,2","11,2",,,
28/07/2014 23.00,"1,3","7,4","7,8",,,,
29/07/2014 0.00,"1,3","6,4","6,9","13,9",,,
29/07/2014 1.00,"1,3","6,5","6,9",,,,
29/07/2014 2.00,,"7,2","7,7","7,8",,,
29/07/2014 3.00,"3,3",,,,,,
29/07/2014 4.00,"1,9","8,2","8,6","7,8",,,
29/07/2014 5.00,"1,3","10,4","10,7",,,,
29/07/2014 6.00,"1,4","27,1","28,6","10,3",,,
29/07/2014 7.00,"1,4","20,5","22,8",,,,
29/07/2014 8.00,"1,3","20,9","24,0","11,5",,,
29/07/2014 9.00,"1,7","9,6","11,5",,,,
29/07/2014 10.00,"4,0","7,5","9,5","22,0",,,
29/07/2014 11.00,"7,6","9,1","12,0",,,,
29/07/2014 12.00,"8,2","11,8","14,3","18,3",,,
29/07/2014 13.00,"5,9","11,5","14,2",,,,
29/07/2014 14.00,"6,4","24,1","30,7","13,7",,,
29/07/2014 15.00,"3,9","9,4","10,9",,,,
29/07/2014 16.00,"2,6","4,0","5,3","7,6",,,
29/07/2014 17.00,"2,0","4,2","5,1",,,,
29/07/2014 18.00,"1,7","8,5","9,8","4,9",,,
29/07/2014 19.00,"1,8","9,9","10,5",,,,
29/07/2014 20.00,"1,4","10,9","11,4","12,0",,,
29/07/2014 21.00,"1,4","10,0","10,5",,,,
29/07/2014 22.00,"1,3","9,4","9,8","6,6",,,
29/07/2014 23.00,"1,3","7,4","7,8",,,,
30/07/2014 0.00,"1,3","6,2","6,6","21,7",,,
30/07/2014 1.00,,"4,7","5,2",,,,
30/07/2014 2.00,,"5,5","6,0","21,2",,,
30/07/2014 3.00,,"2,6","3,1",,,,
30/07/2014 4.00,,"2,1","2,6","18,3",,,
30/07/2014 5.00,,"4,4","4,9",,,,
30/07/2014 6.00,,"7,4","8,5","15,9",,,
30/07/2014 7.00,,"11,0","12,5",,,,
30/07/2014 8.00,,"7,2","8,1","14,4",,,
30/07/2014 9.00,,"6,7","7,5",,,,
30/07/2014 10.00,,"7,6","8,5","23,7",,,
30/07/2014 11.00,,"8,1","9,4",,,,
30/07/2014 12.00,,"6,8","8,1","18,6",,,
30/07/2014 13.00,,"6,1","7,5",,,,
30/07/2014 14.00,,"3,8","4,2","26,4",,,
30/07/2014 15.00,,"3,2","3,8",,,,
30/07/2014 16.00,,"3,9","4,7","21,7",,,
30/07/2014 17.00,,"4,9","5,4",,,,
30/07/2014 18.00,,"5,7","6,5","24,7",,,
30/07/2014 19.00,,"8,1","9,1",,,,
30/07/2014 20.00,,"8,9","9,4","21,5",,,
30/07/2014 21.00,,"12,2","12,9",,,,
30/07/2014 22.00,,"5,7","6,3","30,0",,,
30/07/2014 23.00,,"2,8","3,2",,,,
31/07/2014 0.00,,"7,4","7,9","20,5",,,
31/07/2014 1.00,,"2,5","3,0",,,,
31/07/2014 2.00,,"1,6","2,1","15,9",,,
31/07/2014 3.00,,,,,,,
31/07/2014 4.00,,"5,1","5,7","16,6",,,
31/07/2014 5.00,,"8,5","9,1",,,,
31/07/2014 6.00,,"16,0","17,0","11,5",,,
31/07/2014 7.00,,"24,6","28,1",,,,
31/07/2014 8.00,,"10,2","11,9","6,6",,,
31/07/2014 9.00,,"5,1","6,0",,,,
31/07/2014 10.00,,"3,0","3,5","16,4",,,
31/07/2014 11.00,,"2,1","2,9",,,,
31/07/2014 12.00,,"3,0","3,7","12,0",,,
31/07/2014 13.00,,"2,1","2,6",,,,
31/07/2014 14.00,,"2,8","3,5","9,0",,,
31/07/2014 15.00,,"2,2","2,8",,,,
31/07/2014 16.00,,"1,9","2,4","5,6",,,
31/07/2014 17.00,,"1,2","1,8",,,,
31/07/2014 18.00,,,,"2,7",,,
31/07/2014 19.00,,"2,3","2,7",,,,
31/07/2014 20.00,,"4,3","4,8","8,3",,,
31/07/2014 21.00,,"8,8","9,3",,,,
31/07/2014 22.00,,"3,7","4,1","6,6",,,
31/07/2014 23.00,,"2,3","2,7",,,,
01/08/2014 0.00,,,,"12,5",,,
01/08/2014 1.00,,"1,6","2,1",,,,
01/08/2014 2.00,,"2,8","3,2","10,7",,,
01/08/2014 3.00,,"3,2","3,6",,,,
01/08/2014 4.00,,"3,2","3,6","6,6",,,
01/08/2014 5.00,,"4,2","4,7",,,,
01/08/2014 6.00,,"7,2","7,8","3,9",,,
01/08/2014 7.00,,"10,1","11,3",,,,
01/08/2014 8.00,,"7,4","8,0","2,9",,,
01/08/2014 9.00,,"8,8","9,3",,,,
01/08/2014 10.00,"0,5","6,1","6,6","9,0",,,
01/08/2014 11.00,"0,3","3,6","4,1",,,,
01/08/2014 12.00,"0,6","2,3","2,8","9,5",,,
01/08/2014 13.00,"0,9","2,2","2,7",,,,
01/08/2014 14.00,"0,4","2,2","3,0","6,6",,,
01/08/2014 15.00,"1,3","1,7","2,5",,,,
01/08/2014 16.00,"1,1","1,7","2,1","4,4",,,
01/08/2014 17.00,"1,3","1,5","2,0",,,,
01/08/2014 18.00,"1,1","0,8","1,2","4,4",,,
01/08/2014 19.00,"1,0","2,1","2,6",,,,
01/08/2014 20.00,"1,3","5,5","5,9","11,2",,,
01/08/2014 21.00,"1,3","8,2","8,7",,,,
01/08/2014 22.00,"1,1","9,5","9,9","8,8",,,
01/08/2014 23.00,"1,2","15,5","16,1",,,,
02/08/2014 0.00,"1,0","14,1","14,8","4,9",,,
02/08/2014 1.00,"1,1","9,9","10,3",,,,
02/08/2014 2.00,,"7,7","8,2","11,5",,,
02/08/2014 3.00,"2,9",,,,,,
02/08/2014 4.00,"1,3","4,8","5,2","10,5",,,
02/08/2014 5.00,"1,3","5,6","6,0",,,,
02/08/2014 6.00,"1,2","9,8","10,6","12,5",,,
02/08/2014 7.00,"1,3","11,4","12,7",,,,
02/08/2014 8.00,,"7,9","9,6","12,2",,,
02/08/2014 9.00,,"2,1","2,6",,,,
02/08/2014 10.00,,"1,9","2,4","14,9",,,
02/08/2014 11.00,,"1,3","1,8",,,,
02/08/2014 12.00,,"0,8","1,4","8,5",,,
02/08/2014 13.00,,"1,2","1,7",,,,
02/08/2014 14.00,"1,7","1,3","1,8","4,9",,,
02/08/2014 15.00,"2,4","1,6","2,2",,,,
02/08/2014 16.00,"1,3","0,8","1,2","2,9",,,
02/08/2014 17.00,,"1,6","2,2",,,,
02/08/2014 18.00,,"3,7","4,1","2,0",,,
02/08/2014 19.00,,"3,7","4,2",,,,
02/08/2014 20.00,,"5,5","6,1","6,8",,,
02/08/2014 21.00,,"15,0","15,4",,,,
02/08/2014 22.00,,"14,7","15,2","10,0",,,
02/08/2014 23.00,,"22,3","22,9",,,,
03/08/2014 0.00,,"33,7","34,2","21,7",,,
03/08/2014 1.00,,"34,5","36,2",,,,
03/08/2014 2.00,,"16,6","17,0","24,7",,,
03/08/2014 3.00,,"17,9","18,2",,,,
03/08/2014 4.00,,"10,4","10,8","16,4",,,
03/08/2014 5.00,,"11,6","12,1",,,,
03/08/2014 6.00,,"21,5","24,1","16,8",,,
03/08/2014 7.00,,"23,2","26,9",,,,
03/08/2014 8.00,"1,9","25,0","29,0","15,6",,,
03/08/2014 9.00,"4,6","14,2","16,9",,,,
03/08/2014 10.00,"7,6","17,0","22,2","31,7",,,
03/08/2014 11.00,"8,3","13,0","15,4",,,,
03/08/2014 12.00,"6,2","11,0","12,8","23,2",,,
03/08/2014 13.00,"3,2","3,0","3,8",,,,
03/08/2014 14.00,"2,8","3,6","4,6","14,2",,,
03/08/2014 15.00,"4,2","13,0","15,6",,,,
03/08/2014 16.00,"2,6","12,3","14,3","8,5",,,
03/08/2014 17.00,"1,6","17,8","20,1",,,,
03/08/2014 18.00,"1,5","4,6","5,1","5,4",,,
03/08/2014 19.00,"1,5","11,1","11,9",,,,
03/08/2014 20.00,"1,3","13,4","14,1","3,2",,,
03/08/2014 21.00,,"15,1","15,7",,,,
03/08/2014 22.00,,"13,8","14,3","3,4",,,
03/08/2014 23.00,,"10,5","10,9",,,,
04/08/2014 0.00,,"10,6","11,0","17,8",,,
04/08/2014 1.00,,"5,0","5,5",,,,
04/08/2014 2.00,,"2,5","2,8","18,3",,,
04/08/2014 3.00,"3,2",,,,,,
04/08/2014 4.00,"1,3",,,"10,0",,,
04/08/2014 5.00,"1,3",,,,,,
04/08/2014 6.00,"1,3",,,"13,9",,,
04/08/2014 7.00,"1,3",,,,,,
04/08/2014 8.00,"2,4",,,"9,8",,,
04/08/2014 9.00,"2,6",,,,,,
04/08/2014 10.00,"2,6",,,"15,4",,,
04/08/2014 11.00,"2,6",,,,,,
04/08/2014 12.00,"2,3",,,"8,5",,,
04/08/2014 13.00,"1,8",,,,,,
04/08/2014 14.00,"1,6",,,"5,1",,,
04/08/2014 15.00,"1,4",,,,,,
04/08/2014 16.00,"1,6",,,"6,8",,,
04/08/2014 17.00,"1,8",,,,,,
04/08/2014 18.00,"1,3",,,"10,5",,,
04/08/2014 19.00,"1,3",,,,,,
04/08/2014 20.00,"1,3",,,"10,0",,,
04/08/2014 21.00,"1,3",,,,,,
04/08/2014 22.00,"1,3",,,"13,4",,,
04/08/2014 23.00,"1,3",,,,,,
05/08/2014 0.00,"1,3",,,"15,6",,,
05/08/2014 1.00,"1,3",,,,,,
05/08/2014 2.00,"1,3",,,"13,4",,,
05/08/2014 3.00,"1,3",,,,,,
05/08/2014 4.00,"1,3",,,"7,1",,,
05/08/2014 5.00,"1,3",,,,,,
05/08/2014 6.00,"1,3",,,"5,4",,,
05/08/2014 7.00,"1,3",,,,,,
05/08/2014 8.00,,,,"15,1",,,
05/08/2014 9.00,,"3,2","3,6",,,,
05/08/2014 10.00,"2,5","1,6","2,3","16,4",,,
05/08/2014 11.00,"1,7","2,3","3,0",,,,
05/08/2014 12.00,"1,4","1,7","2,3","19,0",,,
05/08/2014 13.00,"1,4","1,2","2,0",,,,
05/08/2014 14.00,"1,3","0,5","1,0","17,3",,,
05/08/2014 15.00,"1,3","0,7","1,1",,,,
05/08/2014 16.00,"1,6","1,0","1,7","11,2",,,
05/08/2014 17.00,"1,3","2,1","2,7",,,,
05/08/2014 18.00,"1,5","4,1","4,6","7,3",,,
