,ARPA Puglia,,
,Verdi,,
Parm,SO2,NO2,PM10



23/06/2010 18.00,"5,50309073","9,67246193","15,89999962"
23/06/2010 19.00,"5,81192821","18,82160563","15,89999962"
23/06/2010 20.00,"5,60242418","21,0937576","15,89999962"
23/06/2010 21.00,"5,53921254","22,00585808","15,89999962"
23/06/2010 22.00,"5,46877512","22,13229864","15,89999962"
23/06/2010 23.00,"5,56630339","19,38123656","15,89999962"
24/06/2010 0.00,"5,74871556","20,906764","15,89999962"
24/06/2010 1.00,"5,46516274","16,95034462",
24/06/2010 2.00,"5,58978185","13,3396569",
24/06/2010 3.00,"5,7252371","7,08282427",
24/06/2010 4.00,"5,53560016","4,56448701",
24/06/2010 5.00,"5,6873091","5,35617546",
24/06/2010 6.00,"5,72704329","9,75048682",
24/06/2010 7.00,"5,79025594","15,72211406",
24/06/2010 8.00,"5,82276434","28,92051048",
24/06/2010 9.00,"6,03949315","22,84362",
24/06/2010 10.00,"5,6710554",,
24/06/2010 11.00,"3,014328","25,14568712",
24/06/2010 12.00,,"15,88455949",
24/06/2010 13.00,,"18,1119783",
24/06/2010 14.00,,,
24/06/2010 15.00,,"20,04688024",
24/06/2010 16.00,,"9,86653375",
24/06/2010 17.00,,"7,15802323",
24/06/2010 18.00,,"6,3793249",
24/06/2010 19.00,,"16,20288837",
24/06/2010 20.00,,"18,29937534",
24/06/2010 21.00,,"19,42574792",
24/06/2010 22.00,,"18,9804087",
24/06/2010 23.00,,"12,88625669",
25/06/2010 0.00,,"10,09441165",
25/06/2010 1.00,,"12,99564412","19,70000076"
25/06/2010 2.00,,,"19,70000076"
25/06/2010 3.00,,"14,14556107","19,70000076"
25/06/2010 4.00,,"8,69965162","19,70000076"
25/06/2010 5.00,,"7,98716394","19,70000076"
25/06/2010 6.00,,"11,11195128","19,70000076"
25/06/2010 7.00,,"16,8860995","19,70000076"
25/06/2010 8.00,,"21,86048872","19,70000076"
25/06/2010 9.00,,"39,98401168","19,70000076"
25/06/2010 10.00,,"30,21497272","19,70000076"
25/06/2010 11.00,"2,16547573","26,91432536","19,70000076"
25/06/2010 12.00,"1,22451478","20,55143792","19,70000076"
25/06/2010 13.00,"1,11434419","16,03293642","19,70000076"
25/06/2010 14.00,"1,21548382","10,51929055","19,70000076"
25/06/2010 15.00,"1,15227219","6,59865807","19,70000076"
25/06/2010 16.00,"1,64894041","6,52701926","19,70000076"
25/06/2010 17.00,"2,12935494","7,08320285","19,70000076"
25/06/2010 18.00,"2,32621664","10,56097406","19,70000076"
25/06/2010 19.00,"2,57725903","17,52043418","19,70000076"
25/06/2010 20.00,"2,5122412","18,33582953","19,70000076"
25/06/2010 21.00,"2,14741584","19,72692616","19,70000076"
25/06/2010 22.00,"2,05530615","20,03561856","19,70000076"
25/06/2010 23.00,"1,81509889","17,26383996","19,70000076"
26/06/2010 0.00,"1,77717089","23,91718888","19,70000076"
26/06/2010 1.00,"1,84218973","28,49040608","23,20000076"
26/06/2010 2.00,"1,79703798","25,82540312","23,20000076"
26/06/2010 3.00,"1,34190913","22,60293744","23,20000076"
26/06/2010 4.00,"1,20826007","20,0590788","23,20000076"
26/06/2010 5.00,"0,969859","19,95747512","23,20000076"
26/06/2010 6.00,"1,16130213","20,33130936","23,20000076"
26/06/2010 7.00,"0,63031829","20,52929696","23,20000076"
26/06/2010 8.00,"0,55807468","23,47173112","23,20000076"
26/06/2010 9.00,"0,27271669","29,73433416","23,20000076"
26/06/2010 10.00,"0,15351615","32,95811912","23,20000076"
26/06/2010 11.00,"0,09572207","34,40913592","23,20000076"
26/06/2010 12.00,"0,08488492","25,94264696","23,20000076"
26/06/2010 13.00,"0,05057033","21,35900936","23,20000076"
26/06/2010 14.00,"0,11197577","14,62620154","23,20000076"
26/06/2010 15.00,"0,05779408","8,34926998","23,20000076"
26/06/2010 16.00,,"8,03535782","23,20000076"
26/06/2010 17.00,"0,06682504","11,5313676","23,20000076"
26/06/2010 18.00,"0,08488492","10,8084557","23,20000076"
26/06/2010 19.00,,"14,15727972","23,20000076"
26/06/2010 20.00,"0,0722426","17,60250105","23,20000076"
26/06/2010 21.00,,"25,50889064","23,20000076"
26/06/2010 22.00,,"26,06637248","23,20000076"
26/06/2010 23.00,,"19,78162848","23,20000076"
27/06/2010 0.00,,"16,41718533","23,20000076"
27/06/2010 1.00,,"17,65330098","16,60000038"
27/06/2010 2.00,,,"16,60000038"
27/06/2010 3.00,,"15,9569937","16,60000038"
27/06/2010 4.00,,"13,29331193","16,60000038"
27/06/2010 5.00,,"9,9917774","16,60000038"
27/06/2010 6.00,,"10,10138854","16,60000038"
27/06/2010 7.00,,"6,18708478","16,60000038"
27/06/2010 8.00,,"3,4098283","16,60000038"
27/06/2010 9.00,,"4,93329078","16,60000038"
27/06/2010 10.00,,"6,78003995","16,60000038"
27/06/2010 11.00,,"7,42317939","16,60000038"
27/06/2010 12.00,,"8,29874729","16,60000038"
27/06/2010 13.00,,"8,71870279","16,60000038"
27/06/2010 14.00,,"6,54180093","16,60000038"
27/06/2010 15.00,,"4,43357046","16,60000038"
27/06/2010 16.00,,"2,63594821","16,60000038"
27/06/2010 17.00,,"1,85810454","16,60000038"
27/06/2010 18.00,,"2,15445116","16,60000038"
27/06/2010 19.00,,"4,98690899","16,60000038"
27/06/2010 20.00,,"5,88598302","16,60000038"
27/06/2010 21.00,,"9,4344772","16,60000038"
27/06/2010 22.00,,"16,7533264","16,60000038"
27/06/2010 23.00,,"21,64223392","16,60000038"
28/06/2010 0.00,,"21,02286064","16,60000038"
28/06/2010 1.00,,"18,82272606","23,7999897"
28/06/2010 2.00,,"13,21671912","23,7999897"
28/06/2010 3.00,,"8,80850561","23,7999897"
28/06/2010 4.00,,"6,07615245","23,7999897"
28/06/2010 5.00,,"6,40234347","23,7999897"
28/06/2010 6.00,,"10,83961174","23,7999897"
28/06/2010 7.00,,"14,17151838","23,7999897"
28/06/2010 8.00,,"21,69902032","23,7999897"
28/06/2010 9.00,,"32,69183488","23,7999897"
28/06/2010 10.00,,"33,64003392","23,7999897"
28/06/2010 11.00,,"28,30475088","23,7999897"
28/06/2010 12.00,,"23,82786024","23,7999897"
28/06/2010 13.00,,"20,74684432","23,7999897"
28/06/2010 14.00,,"18,38296798","23,7999897"
28/06/2010 15.00,,"11,06411495","23,7999897"
28/06/2010 16.00,,"7,13132406","23,7999897"
28/06/2010 17.00,,"9,00923884","23,7999897"
28/06/2010 18.00,,"12,44283521","23,7999897"
28/06/2010 19.00,,"16,90651393","23,7999897"
28/06/2010 20.00,,"17,12178027","23,7999897"
28/06/2010 21.00,,"18,91913293","23,7999897"
28/06/2010 22.00,,"24,04443248","23,7999897"
28/06/2010 23.00,,"26,61567096","23,7999897"
29/06/2010 0.00,,"27,29183064","23,7999897"
29/06/2010 1.00,,"23,21376408","21,10000038"
29/06/2010 2.00,,,"21,10000038"
29/06/2010 3.00,,"15,84731946","21,10000038"
29/06/2010 4.00,,"10,55552104","21,10000038"
29/06/2010 5.00,,"9,34256545","21,10000038"
29/06/2010 6.00,,"11,8701109","21,10000038"
29/06/2010 7.00,,"17,16458422","21,10000038"
29/06/2010 8.00,,"23,38582496","21,10000038"
29/06/2010 9.00,,"33,21518752","21,10000038"
29/06/2010 10.00,,"36,2067792","21,10000038"
29/06/2010 11.00,,"29,08150088","21,10000038"
29/06/2010 12.00,,"21,62189024","21,10000038"
29/06/2010 13.00,,"17,34111535","21,10000038"
29/06/2010 14.00,,"10,14362462","21,10000038"
29/06/2010 15.00,,"6,63996301","21,10000038"
29/06/2010 16.00,,"7,0411159","21,10000038"
29/06/2010 17.00,,"10,48730853","21,10000038"
29/06/2010 18.00,,"12,83699401","21,10000038"
29/06/2010 19.00,,"14,58488322","21,10000038"
29/06/2010 20.00,,"14,27194618","21,10000038"
29/06/2010 21.00,,"18,06862562","21,10000038"
29/06/2010 22.00,,"20,57744112","21,10000038"
29/06/2010 23.00,,"19,42867328","21,10000038"
30/06/2010 0.00,,"16,33009564","21,10000038"
30/06/2010 1.00,,"15,59857782","23,5"
30/06/2010 2.00,,"13,36256266","23,5"
30/06/2010 3.00,,"9,72637842","23,5"
30/06/2010 4.00,,"8,43719521","23,5"
30/06/2010 5.00,,"8,11757573","23,5"
30/06/2010 6.00,,"8,56959165","23,5"
30/06/2010 7.00,,"12,7233237","23,5"
30/06/2010 8.00,,"21,84255416","23,5"
30/06/2010 9.00,,"30,64081336","23,5"
30/06/2010 10.00,,"36,74303784","23,5"
30/06/2010 11.00,,"33,63242416","23,5"
30/06/2010 12.00,,"22,7345404","23,5"
30/06/2010 13.00,,"14,9660213","23,5"
30/06/2010 14.00,,"5,71118798","23,5"
30/06/2010 15.00,"4,25870886","3,41807475","23,5"
30/06/2010 16.00,"4,19188484","7,41284886","23,5"
30/06/2010 17.00,"4,36526707","9,42815613","23,5"
30/06/2010 18.00,"4,99197298","13,80789614","23,5"
30/06/2010 19.00,"4,93056652","15,84865213","23,5"
30/06/2010 20.00,"5,56810856","18,71454893","23,5"
30/06/2010 21.00,"5,70717619","28,53855024","23,5"
30/06/2010 22.00,"6,13882659","35,80156904","23,5"
30/06/2010 23.00,"5,5446301","29,32222168","23,5"
01/07/2010 0.00,"4,90347567","24,65761088","23,5"
01/07/2010 1.00,"4,6126991","15,62398639","27,2999897"
01/07/2010 2.00,"4,60547433",,"27,2999897"
01/07/2010 3.00,"4,1810487","9,61862383","27,2999897"
01/07/2010 4.00,"4,4664067","5,77306412","27,2999897"
01/07/2010 5.00,"4,25690368","4,81228221","27,2999897"
01/07/2010 6.00,"4,86193631","6,74640405","27,2999897"
01/07/2010 7.00,"4,41944978","14,28141632","27,2999897"
01/07/2010 8.00,"4,23703659","28,63845224","27,2999897"
01/07/2010 9.00,"4,37610422","36,9323832","27,2999897"
01/07/2010 10.00,"4,00766546","35,02160688","27,2999897"
01/07/2010 11.00,"4,4140312","31,97653656","27,2999897"
01/07/2010 12.00,"3,76565302","20,26217144","27,2999897"
01/07/2010 13.00,"3,81260994","16,76472957","27,2999897"
01/07/2010 14.00,"3,80538619","9,13843459","27,2999897"
01/07/2010 15.00,"4,04559346","6,79312759","27,2999897"
01/07/2010 16.00,"4,85290636","6,06190805","27,2999897"
01/07/2010 17.00,"5,25385251","10,44909338","27,2999897"
01/07/2010 18.00,"5,4019511","9,498577","27,2999897"
01/07/2010 19.00,"5,28275057","16,24078803","27,2999897"
01/07/2010 20.00,"5,26288347","19,59373624","27,2999897"
01/07/2010 21.00,"5,14729532","25,28010072","27,2999897"
01/07/2010 22.00,"5,37666543","23,14787656","27,2999897"
01/07/2010 23.00,"5,51031449","23,77445808","27,2999897"
02/07/2010 0.00,"5,24121018","23,50572648","27,2999897"
02/07/2010 1.00,"4,7553781","22,61314752","36,70000076"
02/07/2010 2.00,"4,76621423","16,12466462","36,70000076"
02/07/2010 3.00,"4,60186296","9,10427098","36,70000076"
02/07/2010 4.00,"4,57115973","3,60060192","36,70000076"
02/07/2010 5.00,"4,56032258","3,65785676","36,70000076"
02/07/2010 6.00,"4,36526707","6,46552934","36,70000076"
02/07/2010 7.00,"4,76802042","11,44025889","36,70000076"
02/07/2010 8.00,"4,44473443","25,35572032","36,70000076"
02/07/2010 9.00,"4,24064897","33,74146552","36,70000076"
02/07/2010 10.00,"4,24967891","27,09904368","36,70000076"
02/07/2010 11.00,"4,24606653","22,02033192","36,70000076"
02/07/2010 12.00,"4,00586028","18,21232198","36,70000076"
02/07/2010 13.00,"4,43570347","14,74594437","36,70000076"
02/07/2010 14.00,"4,87096625","10,04277235","36,70000076"
02/07/2010 15.00,"4,47182528","5,75983117","36,70000076"
02/07/2010 16.00,"4,84026404","7,41753517","36,70000076"
02/07/2010 17.00,"4,9341789","12,58131372","36,70000076"
02/07/2010 18.00,"4,94862742","13,30376101","36,70000076"
02/07/2010 19.00,"5,23398643","26,13487944","36,70000076"
02/07/2010 20.00,"5,13826436","15,05247238","36,70000076"
02/07/2010 21.00,"4,95946355","12,31393773","36,70000076"
02/07/2010 22.00,"4,8438754","18,39731754","36,70000076"
02/07/2010 23.00,"4,48807999","15,11188587","36,70000076"
03/07/2010 0.00,"4,62895381","16,0044763","36,70000076"
03/07/2010 1.00,"5,06602176","14,93499719","32,29999161"
03/07/2010 2.00,"4,32011532",,"32,29999161"
03/07/2010 3.00,"4,60728052","18,16369217","32,29999161"
03/07/2010 4.00,"4,4140312","11,46076509","32,29999161"
03/07/2010 5.00,"3,76565302","9,34348321","32,29999161"
03/07/2010 6.00,"4,05823578","9,32195982","32,29999161"
03/07/2010 7.00,"4,4519592","14,69586718","32,29999161"
03/07/2010 8.00,"3,77468296","20,56210688","32,29999161"
03/07/2010 9.00,"3,72411264","23,095048","32,29999161"
03/07/2010 10.00,"3,47668162","21,82924664","32,29999161"
03/07/2010 11.00,"3,83428323","15,29177448","32,29999161"
03/07/2010 12.00,"3,65548243","8,65341564","32,29999161"
03/07/2010 13.00,"3,49835491","7,99428614","32,29999161"
03/07/2010 14.00,"3,9300053","7,00155854","32,29999161"
03/07/2010 15.00,"4,23161801","4,5191554","32,29999161"
03/07/2010 16.00,"4,40500024","3,09344201","32,29999161"
03/07/2010 17.00,"4,43931585","1,4184497","32,29999161"
03/07/2010 18.00,"5,05157324","6,27799655","32,29999161"
03/07/2010 19.00,"4,78427513","10,04969188","32,29999161"
03/07/2010 20.00,"4,85290636","15,56484823","32,29999161"
03/07/2010 21.00,"5,03531853","16,09348946","32,29999161"
03/07/2010 22.00,"4,97933065","14,69183859","32,29999161"
03/07/2010 23.00,"5,04976705","11,67195314","32,29999161"
04/07/2010 0.00,"4,48627379","23,45958992","32,29999161"
04/07/2010 1.00,"4,52058941","26,21984872","35,5"
04/07/2010 2.00,"4,32011532","33,79310864","35,5"
04/07/2010 3.00,"3,89930207","29,01643552","35,5"
04/07/2010 4.00,"4,14853928","20,8123112","35,5"
04/07/2010 5.00,"3,8758226","16,6638448","35,5"
04/07/2010 6.00,"4,15215167","16,45264528","35,5"
04/07/2010 7.00,"4,06546055","19,92718904","35,5"
04/07/2010 8.00,"4,16659917","25,54055336","35,5"
04/07/2010 9.00,"4,03114494","21,88708464","35,5"
04/07/2010 10.00,"3,85415033","24,42270256","35,5"
04/07/2010 11.00,"3,71508269","25,31052064","35,5"
04/07/2010 12.00,"3,78010154","18,56185852","35,5"
04/07/2010 13.00,"3,98599319","15,56619046","35,5"
04/07/2010 14.00,"3,97154467","4,0484841","35,5"
04/07/2010 15.00,"3,98057461","0,75669694","35,5"
04/07/2010 16.00,"4,29483066","0,20112328","35,5"
04/07/2010 17.00,"4,74092958","0,10938361","35,5"
04/07/2010 18.00,"4,61089291","0,66603373","35,5"
04/07/2010 19.00,"4,99016678","4,36520116","35,5"
04/07/2010 20.00,"5,64035217","9,96869","35,5"
04/07/2010 21.00,"5,31164659","22,3726944","35,5"
04/07/2010 22.00,"5,15451907","42,87292896","35,5"
04/07/2010 23.00,"5,03170717","51,1752536","35,5"
05/07/2010 0.00,"4,87638482","44,08089232","35,5"
05/07/2010 1.00,"4,87277244","33,33306232","36,70000076"
05/07/2010 2.00,"4,46821289",,"36,70000076"
05/07/2010 3.00,"4,26412743","14,52485981","36,70000076"
05/07/2010 4.00,"4,08532663","8,73047115","36,70000076"
05/07/2010 5.00,"4,26412743","6,05448375","36,70000076"
05/07/2010 6.00,"4,57296491","11,86362158","36,70000076"
05/07/2010 7.00,"4,77524519","41,61586544","36,70000076"
05/07/2010 8.00,"4,33095247","77,04989072","36,70000076"
05/07/2010 9.00,"4,00766546","45,3657372","36,70000076"
05/07/2010 10.00,"3,47306924","25,68999528","36,70000076"
05/07/2010 11.00,"3,54892422","19,9586032","36,70000076"
05/07/2010 12.00,"3,57782126","8,19152042","36,70000076"
05/07/2010 13.00,"3,97696223","7,6834045","36,70000076"
05/07/2010 14.00,"3,96251371","2,77519534","36,70000076"
05/07/2010 15.00,"4,37429803","1,45999364","36,70000076"
05/07/2010 16.00,"5,05337944","3,44151014","36,70000076"
05/07/2010 17.00,"4,71925629","10,64629515","36,70000076"
05/07/2010 18.00,"5,33331987","9,49331518","36,70000076"
05/07/2010 19.00,"4,88902715","36,11374128","36,70000076"
05/07/2010 20.00,"4,74634815","41,46168176","36,70000076"
05/07/2010 21.00,"4,80594842","38,19715208","36,70000076"
05/07/2010 22.00,"4,62172904","27,27332248","36,70000076"
05/07/2010 23.00,"4,98474923","31,614442","36,70000076"
06/07/2010 0.00,"4,76982662","34,656434","36,70000076"
06/07/2010 1.00,"5,08769505","30,16918032","35,79999161"
06/07/2010 2.00,"4,11964224","21,85567048","35,79999161"
06/07/2010 3.00,"4,13228457","17,90470794","35,79999161"
06/07/2010 4.00,"4,19369103","13,86793102","35,79999161"
06/07/2010 5.00,"4,02211398","12,63048654","35,79999161"
06/07/2010 6.00,"4,51697702","15,67247662","35,79999161"
06/07/2010 7.00,"4,38513416","26,8805212","35,79999161"
06/07/2010 8.00,"4,33637003","42,73398392","35,79999161"
06/07/2010 9.00,"3,60130073","29,11274296","35,79999161"
06/07/2010 10.00,"3,5146086","27,06686472","35,79999161"
06/07/2010 11.00,"3,3917967","24,96066288","35,79999161"
06/07/2010 12.00,"3,5724037","19,54970288","35,79999161"
06/07/2010 13.00,"3,5724037","18,62598126","35,79999161"
06/07/2010 14.00,"3,91555679","9,78156065","35,79999161"
06/07/2010 15.00,"4,3056668","6,6028205","35,79999161"
06/07/2010 16.00,"4,45015199","4,31965158","35,79999161"
06/07/2010 17.00,"4,76260286","12,06204129","35,79999161"
06/07/2010 18.00,"4,58921962","16,56938818","35,79999161"
06/07/2010 19.00,"4,48627379","16,52648481","35,79999161"
06/07/2010 20.00,"4,65965704","30,05522512","35,79999161"
06/07/2010 21.00,"4,82942688","36,83770096","35,79999161"
06/07/2010 22.00,"4,83665165","39,68931512","35,79999161"
06/07/2010 23.00,"4,77705037","40,4079212","35,79999161"
07/07/2010 0.00,"4,53323174","25,23818968","35,79999161"
07/07/2010 1.00,"4,52058941","14,5918907","27,5"
07/07/2010 2.00,"4,47182528",,"27,5"
07/07/2010 3.00,"4,48988618","10,84757713","27,5"
07/07/2010 4.00,"4,17021155","9,403455","27,5"
07/07/2010 5.00,"4,58018968","10,18208258","27,5"
07/07/2010 6.00,"4,22800563","15,06282586","27,5"
07/07/2010 7.00,"3,91736298","20,71952184","27,5"
07/07/2010 8.00,"4,66688079","29,4188924","27,5"
07/07/2010 9.00,"3,74036735","31,71486024","27,5"
07/07/2010 10.00,"4,38332797","33,68739416","27,5"
07/07/2010 11.00,"3,68437946","24,81099152","27,5"
07/07/2010 12.00,"3,45479477","20,46838064","27,5"
07/07/2010 13.00,"3,42972368","16,80376878","27,5"
07/07/2010 14.00,"3,99141075","10,22067439","27,5"
07/07/2010 15.00,"3,87762879","6,63765522","27,5"
07/07/2010 16.00,"3,88304736","9,32625609","27,5"
07/07/2010 17.00,"4,0925514","14,10185275","27,5"
07/07/2010 18.00,"4,15756922","15,84144962","27,5"
07/07/2010 19.00,"4,75176571","19,44576656","27,5"
07/07/2010 20.00,"4,592832","22,52303496","27,5"
07/07/2010 21.00,"4,4844676","31,12787624","27,5"
07/07/2010 22.00,"4,55309883","26,11937312","27,5"
07/07/2010 23.00,"4,46098914","20,83399328","27,5"
08/07/2010 0.00,"3,92819911","17,94309517","27,5"
08/07/2010 1.00,"4,10158134","11,07783546","23,20000076"
08/07/2010 2.00,"3,984187","3,70902953","23,20000076"
08/07/2010 3.00,"3,87221021","1,18325076","23,20000076"
08/07/2010 4.00,"3,8758226","0,53017848","23,20000076"
08/07/2010 5.00,"3,71869508","0,40062901","23,20000076"
08/07/2010 6.00,"4,07990907","3,20147766","23,20000076"
08/07/2010 7.00,"3,83067085","4,98500655","23,20000076"
08/07/2010 8.00,"3,74397973","6,87723265","23,20000076"
08/07/2010 9.00,"3,34122638","12,38221142","23,20000076"
08/07/2010 10.00,"3,7132765","15,4501397","23,20000076"
08/07/2010 11.00,"3,38818432","21,96800048","23,20000076"
08/07/2010 12.00,"3,30329939","22,85444192","23,20000076"
08/07/2010 13.00,"3,1046315","18,22659506","23,20000076"
08/07/2010 14.00,"3,72953121","12,99712974","23,20000076"
08/07/2010 15.00,"3,53628189","6,90651493","23,20000076"
08/07/2010 16.00,"3,48751776","4,83549198","23,20000076"
08/07/2010 17.00,"4,04739965","6,44199835","23,20000076"
08/07/2010 18.00,"4,1810487","9,48198275","23,20000076"
08/07/2010 19.00,"4,52961935","13,98871015","23,20000076"
08/07/2010 20.00,"4,39055274","16,61476567","23,20000076"
08/07/2010 21.00,"3,99682932","18,62455682","23,20000076"
08/07/2010 22.00,"4,38874655","18,24656207","23,20000076"
08/07/2010 23.00,"4,20813955","11,79124664","23,20000076"
09/07/2010 0.00,"3,84150698","6,93180495","23,20000076"
09/07/2010 1.00,"3,72772502","12,37555766",24
09/07/2010 2.00,"3,22021965",,24
09/07/2010 3.00,"3,68618566","16,45313475",24
09/07/2010 4.00,"3,36651103","11,43155164",24
09/07/2010 5.00,"3,42430612","8,67499638",24
09/07/2010 6.00,"4,03836869","13,22660607",24
09/07/2010 7.00,"3,4622331","19,51132904",24
09/07/2010 8.00,"3,22925061","26,56498384",24
09/07/2010 9.00,"3,12630478","38,86377088",24
09/07/2010 10.00,"3,06489832","31,63639176",24
09/07/2010 11.00,"3,20577113","25,18603032",24
09/07/2010 12.00,"3,33942018","20,2546764",24
09/07/2010 13.00,"3,22202584","16,01547986",24
09/07/2010 14.00,"3,53989427","10,25594123",24
09/07/2010 15.00,"3,3538687","6,40188459",24
09/07/2010 16.00,"3,90833202","5,58986584",24
09/07/2010 17.00,"4,10338753","7,20716928",24
09/07/2010 18.00,"4,50794708","8,82716673",24
09/07/2010 19.00,"4,80956081","16,50026938",24
09/07/2010 20.00,"4,46098914","16,71841519",24
09/07/2010 21.00,"4,13047838","18,98480439",24
09/07/2010 22.00,"4,17021155","20,56707808",24
09/07/2010 23.00,"4,32553389","15,37582409",24
10/07/2010 0.00,"3,9823808","10,17244993",24
10/07/2010 1.00,"4,08713282","16,88001743","26,39999962"
10/07/2010 2.00,"3,7132765","16,97563273","26,39999962"
10/07/2010 3.00,"3,50196628","12,30955351","26,39999962"
10/07/2010 4.00,"3,85956788","11,03832781","26,39999962"
10/07/2010 5.00,"3,5344757","13,45149551","26,39999962"
10/07/2010 6.00,"3,88665975","13,43398924","26,39999962"
10/07/2010 7.00,"3,67173714","19,70254816","26,39999962"
10/07/2010 8.00,"3,49474253","27,32179168","26,39999962"
10/07/2010 9.00,"3,29426843","30,43385848","26,39999962"
10/07/2010 10.00,"2,98001238","25,42168432","26,39999962"
10/07/2010 11.00,"3,03961265","19,07502976","26,39999962"
10/07/2010 12.00,"2,68562343","19,45207616","26,39999962"
10/07/2010 13.00,"3,04322504","19,77526152","26,39999962"
10/07/2010 14.00,"3,56879131","10,68820428","26,39999962"
10/07/2010 15.00,"3,54892422","5,78636208","26,39999962"
10/07/2010 16.00,"3,65548243","3,53311023","26,39999962"
10/07/2010 17.00,"4,01850261","3,58517973","26,39999962"
10/07/2010 18.00,"3,9823808","8,10122048","26,39999962"
10/07/2010 19.00,"4,62534143","7,53978845","26,39999962"
10/07/2010 20.00,"4,74454196","12,88187247","26,39999962"
10/07/2010 21.00,"4,85290636","19,31471808","26,39999962"
10/07/2010 22.00,"4,73731719","18,29128758","26,39999962"
10/07/2010 23.00,"4,50072231","39,71753624","26,39999962"
11/07/2010 0.00,"4,35081855","44,56539312","26,39999962"
11/07/2010 1.00,"4,32734009","42,97772568","26,39999962"
11/07/2010 2.00,"3,78371291",,"26,39999962"
11/07/2010 3.00,"3,66993095","32,41688928","26,39999962"
11/07/2010 4.00,"3,70966514","20,0864204","26,39999962"
11/07/2010 5.00,"3,74217354","16,08576881","26,39999962"
11/07/2010 6.00,"3,72953121","15,0815845","26,39999962"
11/07/2010 7.00,"4,00586028","15,93962891","26,39999962"
11/07/2010 8.00,"3,5724037","16,64081476","26,39999962"
11/07/2010 9.00,"3,82525329","20,76347872","26,39999962"
11/07/2010 10.00,"3,61394306","18,91867596","26,39999962"
11/07/2010 11.00,"3,99321694","16,28419043","26,39999962"
11/07/2010 12.00,"4,05823578","10,46955943","26,39999962"
11/07/2010 13.00,"3,86137408","7,98867634","26,39999962"
11/07/2010 14.00,"4,08893901","3,81752214","26,39999962"
11/07/2010 15.00,"4,32011532","1,30334348","26,39999962"
11/07/2010 16.00,"4,7011964","0,31582607","26,39999962"
11/07/2010 17.00,"4,86193631","0,71539966","26,39999962"
11/07/2010 18.00,"4,55309883","0,71075158","26,39999962"
11/07/2010 19.00,"5,1509077","3,60430546","26,39999962"
11/07/2010 20.00,"4,82762069","8,07640272","26,39999962"
11/07/2010 21.00,"5,45252041","8,16623039","26,39999962"
11/07/2010 22.00,"5,03170717","7,04003945","26,39999962"
11/07/2010 23.00,"4,69216544","7,19573934","26,39999962"
12/07/2010 0.00,"4,5747711","17,40502586","26,39999962"
12/07/2010 1.00,"4,36526707","18,49903594","30,70000076"
12/07/2010 2.00,"4,31650293","14,50775888","30,70000076"
12/07/2010 3.00,"4,13228457","10,70015428","30,70000076"
12/07/2010 4.00,"3,53266951","6,84831938","30,70000076"
12/07/2010 5.00,"3,92639292","5,98432291","30,70000076"
12/07/2010 6.00,"4,13047838","12,71122074","30,70000076"
12/07/2010 7.00,"3,90833202","27,73245104","30,70000076"
12/07/2010 8.00,"4,04559346","49,13277872","30,70000076"
12/07/2010 9.00,"3,48390639","43,07414784","30,70000076"
12/07/2010 10.00,"3,38096057","35,25917288","30,70000076"
12/07/2010 11.00,"3,20577113","23,68084656","30,70000076"
12/07/2010 12.00,"3,53086433","14,48362179","30,70000076"
12/07/2010 13.00,"3,47487543","8,08212342","30,70000076"
12/07/2010 14.00,"3,61936164","1,80396244","30,70000076"
12/07/2010 15.00,"4,11602986","1,78970657","30,70000076"
12/07/2010 16.00,"3,98599319","2,16573005","30,70000076"
12/07/2010 17.00,"4,26232124","5,34538796","30,70000076"
12/07/2010 18.00,"4,43028591","10,4789397","30,70000076"
12/07/2010 19.00,"4,64881989","14,05460532","30,70000076"
12/07/2010 20.00,"5,1653552","46,03843616","30,70000076"
12/07/2010 21.00,"5,13104061","84,9899296","30,70000076"
12/07/2010 22.00,"5,31706516","97,95455152","30,70000076"
12/07/2010 23.00,"4,86554869","54,49157936","30,70000076"
13/07/2010 0.00,"4,954046","34,86231816","30,70000076"
13/07/2010 1.00,"4,63798375","22,89520576","37,40000153"
13/07/2010 2.00,"4,32553389",,"37,40000153"
13/07/2010 3.00,"4,22981182","25,35566296","37,40000153"
13/07/2010 4.00,"4,36165468","18,76963938","37,40000153"
13/07/2010 5.00,"4,21897568","17,66491638","37,40000153"
13/07/2010 6.00,"4,16479399","26,47357112","37,40000153"
13/07/2010 7.00,"4,13770315","46,55408344","37,40000153"
13/07/2010 8.00,"4,50252851","45,44407184","37,40000153"
13/07/2010 9.00,"4,32011532","39,94164176","37,40000153"
13/07/2010 10.00,"3,87040504","32,15970616","37,40000153"
13/07/2010 11.00,"3,79455006","25,4111492","37,40000153"
13/07/2010 12.00,"4,05281721","18,59124405","37,40000153"
13/07/2010 13.00,"3,52002718","10,77364774","37,40000153"
13/07/2010 14.00,"3,8758226","3,70569691","37,40000153"
13/07/2010 15.00,"4,0726843","1,02001567","37,40000153"
13/07/2010 16.00,,"6,50501978","37,40000153"
13/07/2010 17.00,,"12,42146478","37,40000153"
13/07/2010 18.00,,"20,7359268","37,40000153"
13/07/2010 19.00,,"43,2134944","37,40000153"
13/07/2010 20.00,,"72,98671864","37,40000153"
13/07/2010 21.00,,"113,30229024","37,40000153"
13/07/2010 22.00,,"84,20038832","37,40000153"
