,ARPA Puglia,,
,Verdi,,
Parm,SO2,NO2,PM10



14/03/2010 9.00,"15,17277555","20,43943296","23,2999897"
14/03/2010 10.00,"14,77905417","14,21241989","23,2999897"
14/03/2010 11.00,"14,67430317","12,55337366","23,2999897"
14/03/2010 12.00,"15,23057166","15,96546768","23,2999897"
14/03/2010 13.00,"14,17763088","22,73800112","23,2999897"
14/03/2010 14.00,"14,77905417","18,77379034","23,2999897"
14/03/2010 15.00,"14,90186709","11,13928332","23,2999897"
14/03/2010 16.00,"15,49966986","10,0853373","23,2999897"
14/03/2010 17.00,"14,9145084","10,38324219","23,2999897"
14/03/2010 18.00,"14,46118065","13,56097472","23,2999897"
14/03/2010 19.00,"14,99939739","20,11638144","23,2999897"
14/03/2010 20.00,"15,47980785","27,88063104","23,2999897"
14/03/2010 21.00,"16,09387245","42,15793656","23,2999897"
14/03/2010 22.00,"15,29377821","56,35050224","23,2999897"
14/03/2010 23.00,"15,08969682","46,3909516","23,2999897"
15/03/2010 0.00,"15,52496265","34,20566088","23,2999897"
15/03/2010 1.00,,"23,57216848","31,2999897"
15/03/2010 2.00,"15,15471363",,"31,2999897"
15/03/2010 3.00,"14,63817933","19,64371592","31,2999897"
15/03/2010 4.00,"13,8886605","12,45096312","31,2999897"
15/03/2010 5.00,"13,50939069","11,54747046","31,2999897"
15/03/2010 6.00,"13,40825004","16,4710999","31,2999897"
15/03/2010 7.00,"13,54912488","31,74577728","31,2999897"
15/03/2010 8.00,"13,44617397","53,64301464","31,2999897"
15/03/2010 9.00,"13,7839095","69,07784496","31,2999897"
15/03/2010 10.00,"14,03495595","71,91590304","31,2999897"
15/03/2010 11.00,"13,56537654","62,27563728","31,2999897"
15/03/2010 12.00,"13,6195623","45,99591328","31,2999897"
15/03/2010 13.00,"13,71347208","34,268776","31,2999897"
15/03/2010 14.00,"13,40643978","28,5744576","31,2999897"
15/03/2010 15.00,"13,36309524","23,1352956","31,2999897"
15/03/2010 16.00,"13,19874804","25,60231096","31,2999897"
15/03/2010 17.00,"13,35587454","31,60388776","31,2999897"
15/03/2010 18.00,"13,95367731","39,166364","31,2999897"
15/03/2010 19.00,"14,94702189","70,08156848","31,2999897"
15/03/2010 20.00,"14,99939739","88,57575176","31,2999897"
15/03/2010 21.00,"15,423822","88,3739784","31,2999897"
15/03/2010 22.00,"14,97591486","83,6703628","31,2999897"
15/03/2010 23.00,"14,02050438","75,9698784","31,2999897"
16/03/2010 0.00,"14,0385663","64,47707584","31,2999897"
16/03/2010 1.00,"14,01689403","63,71678816","33,09999084"
16/03/2010 2.00,"13,68998955","53,61307272","33,09999084"
16/03/2010 3.00,"13,75320627","43,44687312","33,09999084"
16/03/2010 4.00,"12,97659456","35,64614256","33,09999084"
16/03/2010 5.00,"12,81224736","32,16628344","33,09999084"
16/03/2010 6.00,"12,99826683","38,45293944","33,09999084"
16/03/2010 7.00,"13,7387547","56,94582256","33,09999084"
16/03/2010 8.00,"14,26251987","70,82623512","33,09999084"
16/03/2010 9.00,"13,9861908","78,38743032","33,09999084"
16/03/2010 10.00,"13,39560873","71,78701512","33,09999084"
16/03/2010 11.00,"13,6863792","56,01630376","33,09999084"
16/03/2010 12.00,"13,54009392","54,89931336","33,09999084"
16/03/2010 13.00,"13,67012754","40,1336448","33,09999084"
16/03/2010 14.00,"13,50939069","28,70334552","33,09999084"
16/03/2010 15.00,"12,77793378","22,80071472","33,09999084"
16/03/2010 16.00,"13,731534","21,87639656","33,09999084"
16/03/2010 17.00,"13,67012754","30,20047976","33,09999084"
16/03/2010 18.00,"13,46242563","51,8972248","33,09999084"
16/03/2010 19.00,"14,045787","78,21296032","33,09999084"
16/03/2010 20.00,"13,78209924","87,1853836","33,09999084"
16/03/2010 21.00,"13,92297408","86,63989","33,09999084"
16/03/2010 22.00,"13,95187722","81,94929512","33,09999084"
16/03/2010 23.00,"13,88505015","63,2793608","33,09999084"
17/03/2010 0.00,"12,29751315","44,02880944","33,09999084"
17/03/2010 1.00,,"31,25758632","42,5"
17/03/2010 2.00,"12,67498287",,"42,5"
17/03/2010 3.00,"11,78639946","20,71831728","42,5"
17/03/2010 4.00,"11,61663165","15,61246277","42,5"
17/03/2010 5.00,"12,143997","14,84338945","42,5"
17/03/2010 6.00,"11,6274627","20,77011336","42,5"
17/03/2010 7.00,"11,93991561","36,834202","42,5"
17/03/2010 8.00,"11,79182007","63,85913656","42,5"
17/03/2010 9.00,"12,33002664","64,9961456","42,5"
17/03/2010 10.00,"11,60940078","46,08824376","42,5"
17/03/2010 11.00,"11,90379177","39,73512664","42,5"
17/03/2010 12.00,"12,15663831","34,49511856","42,5"
17/03/2010 13.00,"11,85502662","29,13555312","42,5"
17/03/2010 14.00,"12,19096206","26,2664824","42,5"
17/03/2010 15.00,"11,6274627","19,45647376","42,5"
17/03/2010 16.00,"12,00312216","20,58814832","42,5"
17/03/2010 17.00,"11,46672585","24,60350128","42,5"
17/03/2010 18.00,"11,90018142","33,86020072","42,5"
17/03/2010 19.00,"12,12413499","57,69331896","42,5"
17/03/2010 20.00,"12,61538667","88,908956","42,5"
17/03/2010 21.00,"14,07830049","88,41883392","42,5"
17/03/2010 22.00,"13,91575338","84,77140712","42,5"
17/03/2010 23.00,"13,36670559","82,12414752","42,5"
18/03/2010 0.00,"14,0385663","79,37463416","42,5"
18/03/2010 1.00,"14,65624125","77,1657388","41,09999084"
18/03/2010 2.00,"13,99702185","74,46536384","41,09999084"
18/03/2010 3.00,"13,19512752","66,30980432","41,09999084"
18/03/2010 4.00,"13,36670559","58,151568","41,09999084"
18/03/2010 5.00,"13,76042697","50,35995768","41,09999084"
18/03/2010 6.00,"13,80919212","51,64969728","41,09999084"
18/03/2010 7.00,"14,17221027","62,31037832","41,09999084"
18/03/2010 8.00,"13,8290643","76,95985464","41,09999084"
18/03/2010 9.00,"13,10663835","73,22608192","41,09999084"
18/03/2010 10.00,"12,77070291","61,09369624","41,09999084"
18/03/2010 11.00,"12,44199834","50,19523888","41,09999084"
18/03/2010 12.00,"12,36976083","41,82582216","41,09999084"
18/03/2010 13.00,"12,48354279","36,54331032","41,09999084"
18/03/2010 14.00,"12,83934024","31,7947436","41,09999084"
18/03/2010 15.00,"12,98020491","27,36762232","41,09999084"
18/03/2010 16.00,"12,23249634","25,97692912","41,09999084"
18/03/2010 17.00,"12,92782941","29,86742848","41,09999084"
18/03/2010 18.00,"13,23306162","40,14689496","41,09999084"
18/03/2010 19.00,"13,88323989","68,47487664","41,09999084"
18/03/2010 20.00,"14,32572642","98,11651704","41,09999084"
18/03/2010 21.00,"14,97772512","99,20303016","41,09999084"
18/03/2010 22.00,"15,23960262","98,2440092","41,09999084"
18/03/2010 23.00,"14,66888256","90,2983108","41,09999084"
19/03/2010 0.00,"14,70139605","76,24392536","41,09999084"
19/03/2010 1.00,,"69,10182144","36,40000153"
19/03/2010 2.00,"14,4955044",,"36,40000153"
19/03/2010 3.00,"14,44853934","63,13498568","36,40000153"
19/03/2010 4.00,"14,13247608","52,51851008","36,40000153"
19/03/2010 5.00,"14,72847876","47,83258048","36,40000153"
19/03/2010 6.00,"14,49008379","51,86162336","36,40000153"
19/03/2010 7.00,"14,8549122","62,2520432","36,40000153"
19/03/2010 8.00,"15,06802455","74,04929352","36,40000153"
19/03/2010 9.00,,,"36,40000153"
19/03/2010 10.00,,"38,25196912","36,40000153"
19/03/2010 11.00,"4,06907192","41,81029672","36,40000153"
19/03/2010 12.00,"3,50738485","43,38467576","36,40000153"
19/03/2010 13.00,"3,68257327","33,98623976","36,40000153"
19/03/2010 14.00,"4,22620045","28,92267104","36,40000153"
19/03/2010 15.00,"4,24064897","23,99208192","36,40000153"
19/03/2010 16.00,"4,39235791","30,6260336","36,40000153"
19/03/2010 17.00,"4,45557056","34,8718208","36,40000153"
19/03/2010 18.00,"5,06240938","39,88885144","36,40000153"
19/03/2010 19.00,"5,16174384","74,10913912","36,40000153"
19/03/2010 20.00,"5,22676166","91,6521024","36,40000153"
19/03/2010 21.00,"5,43445951","87,04196448","36,40000153"
19/03/2010 22.00,"4,16118161","78,9134024","36,40000153"
19/03/2010 23.00,"3,86498646","65,60691488","36,40000153"
20/03/2010 0.00,"3,95348377","66,15741792","36,40000153"
20/03/2010 1.00,"4,71203254","72,90440704","39,5"
20/03/2010 2.00,"4,71745112","71,10662992","39,5"
20/03/2010 3.00,"4,06184817","54,11816576","39,5"
20/03/2010 4.00,"4,2857997","41,64009048","39,5"
20/03/2010 5.00,"4,06004198","36,43556912","39,5"
20/03/2010 6.00,"3,82525329","38,35037976","39,5"
20/03/2010 7.00,"4,41944978","56,87465792","39,5"
20/03/2010 8.00,"5,21592553","71,65980976","39,5"
20/03/2010 9.00,"4,5223956","76,30315912","39,5"
20/03/2010 10.00,"3,27801372","69,147958","39,5"
20/03/2010 11.00,"3,3358078","53,39877576","39,5"
20/03/2010 12.00,"3,46765168","44,17186528","39,5"
20/03/2010 13.00,"3,71147031","36,94087248","39,5"
20/03/2010 14.00,"3,65909481","28,6660424","39,5"
20/03/2010 15.00,"3,36831722","22,4868408","39,5"
20/03/2010 16.00,"3,36651103","27,04244848","39,5"
20/03/2010 17.00,"3,40443903","32,78816144","39,5"
20/03/2010 18.00,"3,15158944","36,41163088","39,5"
20/03/2010 19.00,"2,96737006","45,5162116","39,5"
20/03/2010 20.00,"3,08295923","50,0997536","39,5"
20/03/2010 21.00,"3,41708135","49,1915536","39,5"
20/03/2010 22.00,"3,98779938","42,2065396","39,5"
20/03/2010 23.00,"3,95709615","32,50759456","39,5"
21/03/2010 0.00,"3,85776169","26,23000144","39,5"
21/03/2010 1.00,,"25,68615216","37,20000076"
21/03/2010 2.00,"4,03114494",,"37,20000076"
21/03/2010 3.00,"3,95348377","29,51330696","37,20000076"
21/03/2010 4.00,"4,29483066","26,93948728","37,20000076"
21/03/2010 5.00,"3,7855191","25,33698272","37,20000076"
21/03/2010 6.00,"4,07990907","34,07631408","37,20000076"
21/03/2010 7.00,"4,02030779","46,28638432","37,20000076"
21/03/2010 8.00,"3,84331317","53,58133352","37,20000076"
21/03/2010 9.00,"4,05642959","61,06098192","37,20000076"
21/03/2010 10.00,"3,4821002","52,554188","37,20000076"
21/03/2010 11.00,"3,23466817","41,5798816","37,20000076"
21/03/2010 12.00,"4,56935252","37,02352824","37,20000076"
21/03/2010 13.00,"4,26593363","39,70897048","37,20000076"
21/03/2010 14.00,"4,6452075","46,62920592","37,20000076"
21/03/2010 15.00,"4,04559346","42,93656032","37,20000076"
21/03/2010 16.00,"4,23703659","33,07574536","37,20000076"
21/03/2010 17.00,"4,33456384","33,5062704","37,20000076"
21/03/2010 18.00,"3,91555679","43,74709536","37,20000076"
21/03/2010 19.00,"4,25148511","65,66119656","37,20000076"
21/03/2010 20.00,"5,25927109","80,06239968","37,20000076"
21/03/2010 21.00,"7,14119501","82,50735056","37,20000076"
21/03/2010 22.00,"7,93586457","83,7935912","37,20000076"
21/03/2010 23.00,"6,52171285","73,66436968","37,20000076"
22/03/2010 0.00,"5,33873845","64,69651608","37,20000076"
22/03/2010 1.00,"4,97210588","57,63940056","46,90000153"
22/03/2010 2.00,"4,72467487","50,96499096","46,90000153"
22/03/2010 3.00,"3,98057461","45,76949424","46,90000153"
22/03/2010 4.00,"3,82525329","42,83954544","46,90000153"
22/03/2010 5.00,"3,83970181","42,00641056","46,90000153"
22/03/2010 6.00,"3,87762879","41,2902136","46,90000153"
22/03/2010 7.00,"3,85053794","44,7330564","46,90000153"
22/03/2010 8.00,"4,06365436","58,50045064","46,90000153"
22/03/2010 9.00,"4,06365436","68,55525712","46,90000153"
22/03/2010 10.00,"4,30386061","70,8925624","46,90000153"
22/03/2010 11.00,"4,94320884","70,29064568","46,90000153"
22/03/2010 12.00,"6,4765611","61,70544064","46,90000153"
22/03/2010 13.00,"5,37486026","46,24120376","46,90000153"
22/03/2010 14.00,"4,19188484","37,766302","46,90000153"
22/03/2010 15.00,"3,76926439","29,86675928","46,90000153"
22/03/2010 16.00,"4,08532663","27,36070088","46,90000153"
22/03/2010 17.00,"5,62590264","29,55582984","46,90000153"
22/03/2010 18.00,"7,16467347","40,0106076","46,90000153"
22/03/2010 19.00,"6,68064656","48,71405072","46,90000153"
22/03/2010 20.00,"5,16896759","55,71801264","46,90000153"
22/03/2010 21.00,"3,97696223","62,84818568","46,90000153"
22/03/2010 22.00,"3,91375059","65,6678312","46,90000153"
22/03/2010 23.00,"3,7855191","61,79977872","46,90000153"
23/03/2010 0.00,"4,06004198","52,36816952","46,90000153"
23/03/2010 1.00,,"42,43427792","24,89999962"
23/03/2010 2.00,"4,34901236",,"24,89999962"
23/03/2010 3.00,"3,98057461","28,51128512","24,89999962"
23/03/2010 4.00,"4,11241748","22,63926544","24,89999962"
23/03/2010 5.00,"3,88485356","23,36356928","24,89999962"
23/03/2010 6.00,"3,92097434","30,41907872","24,89999962"
23/03/2010 7.00,"3,87221021","31,97745432","24,89999962"
23/03/2010 8.00,"3,83247704","40,52174256","24,89999962"
23/03/2010 9.00,"4,19549722","57,1752052","24,89999962"
23/03/2010 10.00,"4,46279533","63,17039592","24,89999962"
23/03/2010 11.00,"3,92639292","60,16610856","24,89999962"
23/03/2010 12.00,"4,63256518","53,7438344","24,89999962"
23/03/2010 13.00,"3,83789561","50,16250544","24,89999962"
23/03/2010 14.00,"4,22981182","51,8654856","24,89999962"
23/03/2010 15.00,"4,11602986","53,85629824","24,89999962"
23/03/2010 16.00,"5,88236461","63,47966192","24,89999962"
23/03/2010 17.00,"6,41696083","71,73743696","24,89999962"
23/03/2010 18.00,"7,71010583","76,62410744","24,89999962"
23/03/2010 19.00,"8,75220742","78,06732328","24,89999962"
23/03/2010 20.00,"8,98699712","78,21057032","24,89999962"
23/03/2010 21.00,"8,89308124","71,2059392","24,89999962"
23/03/2010 22.00,"6,76192011","67,1720972","24,89999962"
23/03/2010 23.00,"7,31277104","61,91057912","24,89999962"
24/03/2010 0.00,"6,07922632","55,37182592","24,89999962"
24/03/2010 1.00,"6,35916676","50,09155112","27,7999897"
24/03/2010 2.00,"5,70717619","46,09118824","27,7999897"
24/03/2010 3.00,"4,35443093","40,40794032","27,7999897"
24/03/2010 4.00,"2,86081185","37,48397608","27,7999897"
24/03/2010 5.00,"2,17811907","40,28343088","27,7999897"
24/03/2010 6.00,"2,61879941","44,45382792","27,7999897"
24/03/2010 7.00,"3,48932395","49,83048664","27,7999897"
24/03/2010 8.00,"3,27440236","56,94090872","27,7999897"
24/03/2010 9.00,"3,63019777","61,64817624","27,7999897"
24/03/2010 10.00,"2,12032398","63,49438432","27,7999897"
24/03/2010 11.00,"1,30036976","58,75098","27,7999897"
24/03/2010 12.00,"1,33287817","54,90590976","27,7999897"
24/03/2010 13.00,"1,75549862","48,89198144","27,7999897"
24/03/2010 14.00,"2,24855547","46,49284208","27,7999897"
24/03/2010 15.00,"2,7109091","47,96953704","27,7999897"
24/03/2010 16.00,"3,15339563","47,47952968","27,7999897"
24/03/2010 17.00,"4,02211398","56,00106512","27,7999897"
24/03/2010 18.00,"5,04615467","59,59575896","27,7999897"
24/03/2010 19.00,"5,57172095","60,39503232","27,7999897"
24/03/2010 20.00,"5,24843495","63,04586736","27,7999897"
24/03/2010 21.00,"3,67715571","65,72752384","27,7999897"
24/03/2010 22.00,"2,60073851","63,95896208","27,7999897"
24/03/2010 23.00,"1,84038354","56,71598104","27,7999897"
25/03/2010 0.00,"2,30273717","53,81345032","27,7999897"
25/03/2010 1.00,,"50,47310984",
25/03/2010 2.00,"1,721183",,
25/03/2010 3.00,"1,32746061","41,35252568",
25/03/2010 4.00,"0,37927388","35,15607784",
25/03/2010 5.00,"0,31967361","30,95302384",
25/03/2010 6.00,"0,39011103","31,27815944",
25/03/2010 7.00,"0,33592832","36,47791992",
25/03/2010 8.00,"0,72423316","44,82169672",
25/03/2010 9.00,"1,14324123","55,77594624",
25/03/2010 10.00,"2,89332127","59,9285808",
25/03/2010 11.00,"4,65243227","55,49193776",
25/03/2010 12.00,"5,12742822","40,49518488",
25/03/2010 13.00,"4,8637425","32,31333536",
25/03/2010 14.00,"5,34776839","27,26487144",
25/03/2010 15.00,"6,44766406","28,82028344",
25/03/2010 16.00,"6,50726433","41,6869536",
25/03/2010 17.00,"7,48073571","51,05927168",
25/03/2010 18.00,"7,51324412","52,67175688",
25/03/2010 19.00,"7,02560584","53,21189688",
25/03/2010 20.00,"8,05867749","52,68766472",
25/03/2010 21.00,"9,49811387","52,89603448",
25/03/2010 22.00,"9,96227368","54,08250696",
25/03/2010 23.00,"10,37044053","55,4640608",
26/03/2010 0.00,"11,33127162","55,21987928",
26/03/2010 1.00,"11,89115046","53,70027904",
26/03/2010 2.00,"11,724993","50,46072008",
26/03/2010 3.00,"11,43782271","48,37046432",
26/03/2010 4.00,"11,60579043","44,71550424",
26/03/2010 5.00,"10,61245602","43,17999616",
26/03/2010 6.00,"9,86474542","41,99088512",
26/03/2010 7.00,"9,86835882","41,23042536",
26/03/2010 8.00,"10,79847549","45,38307904",
26/03/2010 9.00,"11,09467674","50,9212444",
26/03/2010 10.00,"10,8490509","50,96504832",
26/03/2010 11.00,"11,30056839","48,87876952",
26/03/2010 12.00,"11,24819289","46,57616704",
26/03/2010 13.00,"11,27166525","44,29346848",
26/03/2010 14.00,"12,16386918","38,7008876",
26/03/2010 15.00,"12,19276215","36,61992416",
26/03/2010 16.00,"12,44741895","36,37174656",
26/03/2010 17.00,"10,03451628","37,57678456",
26/03/2010 18.00,"7,3380557","40,99685544",
26/03/2010 19.00,"7,58368154","44,88538544",
26/03/2010 20.00,"8,07131982","48,85754632",
26/03/2010 21.00,"9,24165291","49,28353992",
26/03/2010 22.00,"9,0068632","45,66574912",
26/03/2010 23.00,"9,04117882","43,54100088",
27/03/2010 0.00,"9,82320605","43,78650168",
27/03/2010 1.00,,"43,68166672",
27/03/2010 2.00,"12,47993244",,
27/03/2010 3.00,"12,24513765","45,2549368",
27/03/2010 4.00,"11,77916859","42,49159968",
27/03/2010 5.00,"11,43421236","40,53260272",
27/03/2010 6.00,"10,77319287","42,3366512",
27/03/2010 7.00,"13,49312886","44,67963512",
27/03/2010 8.00,"14,43409794","50,21575464",
27/03/2010 9.00,"12,90615714","58,23093512",
27/03/2010 10.00,"11,34933354","63,15940192",
27/03/2010 11.00,"10,21331403","64,5862128",
27/03/2010 12.00,"10,16274676","57,91700384",
27/03/2010 13.00,"10,52756703","49,13788376",
27/03/2010 14.00,"13,94645661","38,2771884",
27/03/2010 15.00,"13,11927966","24,62080488",
27/03/2010 16.00,"11,02062897","23,21556136",
27/03/2010 17.00,"10,11759501","25,02230576",
27/03/2010 18.00,"9,47644058","32,14557648",
27/03/2010 19.00,"9,73832113","42,89176216",
27/03/2010 20.00,"9,78166669","47,01453128",
27/03/2010 21.00,"9,35724106","32,75994032",
27/03/2010 22.00,"9,80875753","37,57659336",
27/03/2010 23.00,"13,97715984","43,8806868",
28/03/2010 0.00,"10,95019155","40,7764592",
28/03/2010 1.00,"14,88922578","37,86895728",
28/03/2010 2.00,,,
28/03/2010 3.00,"13,98799089","25,53697792",
28/03/2010 4.00,"12,32460603","18,03515223",
28/03/2010 5.00,"9,92073432","17,65116336",
28/03/2010 6.00,"9,77444192","14,53347337",
28/03/2010 7.00,"9,36446583","14,83257709",
28/03/2010 8.00,"8,39279962","17,68753725",
28/03/2010 9.00,"8,66371011","23,58742624",
28/03/2010 10.00,"7,88890663","30,99225808",
28/03/2010 11.00,"7,54755973","33,54542816",
28/03/2010 12.00,"7,67579021","35,88571616",
28/03/2010 13.00,"7,69023975","39,05325008",
28/03/2010 14.00,"8,14175622","41,33424696",
28/03/2010 15.00,"8,04964755","25,6191748",
28/03/2010 16.00,"8,07673839","17,61209355",
28/03/2010 17.00,"7,98101632","16,23648412",
28/03/2010 18.00,"8,00088341","26,54207808",
28/03/2010 19.00,"7,86723436","41,6724224",
28/03/2010 20.00,"7,93767076","55,45949112",
28/03/2010 21.00,"8,07131982","64,06884472",
28/03/2010 22.00,"9,79250384","66,64625896",
28/03/2010 23.00,"12,47631192","64,37736504",
29/03/2010 0.00,"13,15539333","61,25294672",
29/03/2010 1.00,,"58,12719",
29/03/2010 2.00,"13,53106296",,
29/03/2010 3.00,"12,18373119","62,24403192",
29/03/2010 4.00,"11,47214646","51,39974152",
29/03/2010 5.00,"11,39447817","38,72063856",
29/03/2010 6.00,"10,89781605","35,81321312",
29/03/2010 7.00,"10,82556837","45,24734616",
29/03/2010 8.00,"12,68943444","57,61475488",
29/03/2010 9.00,"14,3004438","63,70728552",
29/03/2010 10.00,"13,50578034","68,64688016",
29/03/2010 11.00,"12,57204213","68,3338284",
29/03/2010 12.00,"12,45463965","64,28304608",
29/03/2010 13.00,"11,97603945","54,82575872",
29/03/2010 14.00,"11,6346834","45,06088792",
29/03/2010 15.00,"11,79362016","36,2528584",
29/03/2010 16.00,"11,8821195","31,2479116",
29/03/2010 17.00,,"25,87408264",
29/03/2010 18.00,,,
29/03/2010 19.00,,"57,23092088",
29/03/2010 20.00,"4,47363147","65,50399192",
29/03/2010 21.00,"4,03295113","64,99492192",
29/03/2010 22.00,"4,67591073","65,91914448",
29/03/2010 23.00,"5,09311261","63,27714288",
30/03/2010 0.00,"4,15034547","56,63609768",
30/03/2010 1.00,"4,30024924","41,8580776","30,20000076"
30/03/2010 2.00,"4,30205543","34,05870456","30,20000076"
30/03/2010 3.00,"3,76745921","27,7647256","30,20000076"
30/03/2010 4.00,"3,36109347","26,57100664","30,20000076"
30/03/2010 5.00,"3,94264763","30,017444","30,20000076"
30/03/2010 6.00,"4,40319506","33,32776608","30,20000076"
30/03/2010 7.00,"3,91555679","41,95744424","30,20000076"
30/03/2010 8.00,"3,96793229","52,11163648","30,20000076"
30/03/2010 9.00,"4,43750966","45,6162092","30,20000076"
30/03/2010 10.00,,,"30,20000076"
30/03/2010 11.00,,"34,21114832","30,20000076"
30/03/2010 12.00,,"31,5732384","30,20000076"
30/03/2010 13.00,,"31,77604424","30,20000076"
30/03/2010 14.00,,"27,91173928","30,20000076"
30/03/2010 15.00,,"22,53791032","30,20000076"
30/03/2010 16.00,,"22,05063712","30,20000076"
30/03/2010 17.00,,"22,98573896","30,20000076"
30/03/2010 18.00,,"25,22891648","30,20000076"
30/03/2010 19.00,,"26,74794312","30,20000076"
30/03/2010 20.00,,"26,06057912","30,20000076"
30/03/2010 21.00,,"26,07283504","30,20000076"
30/03/2010 22.00,,"23,11367088","30,20000076"
30/03/2010 23.00,,"20,48394432","30,20000076"
31/03/2010 0.00,,"19,2480084","30,20000076"
31/03/2010 1.00,,"16,91229199","26,10000038"
31/03/2010 2.00,"6,2815066",,"26,10000038"
31/03/2010 3.00,"7,18092818","23,5239096","26,10000038"
31/03/2010 4.00,"6,52893762","19,03481849","26,10000038"
31/03/2010 5.00,"6,66258667","18,33652167","26,10000038"
31/03/2010 6.00,"6,93169097","22,52901952","26,10000038"
31/03/2010 7.00,"6,24719099","31,48159624","26,10000038"
31/03/2010 8.00,"5,73065465","42,22980864","26,10000038"
31/03/2010 9.00,"6,98045409","54,0537696","26,10000038"
31/03/2010 10.00,"6,81429561","51,90359176","26,10000038"
31/03/2010 11.00,"6,54699852","47,19206048","26,10000038"
31/03/2010 12.00,"7,26400691","43,16131592","26,10000038"
31/03/2010 13.00,"6,39528856","44,30719664","26,10000038"
31/03/2010 14.00,"6,42237941","36,50317744","26,10000038"
31/03/2010 15.00,"5,74691038","30,02838064","26,10000038"
31/03/2010 16.00,"6,36277914","28,9054248","26,10000038"
31/03/2010 17.00,"6,41515464","34,52553848","26,10000038"
31/03/2010 18.00,"6,40251231","42,93753544","26,10000038"
31/03/2010 19.00,"6,39348237","48,61158664","26,10000038"
31/03/2010 20.00,"7,07617616","50,22927248","26,10000038"
31/03/2010 21.00,"7,72816673","51,62589288","26,10000038"
31/03/2010 22.00,"7,40126835","47,82835496","26,10000038"
31/03/2010 23.00,"7,1953767","37,82293544","26,10000038"
01/04/2010 0.00,"6,70051365","25,43682736","26,10000038"
01/04/2010 1.00,"6,85222361","19,00381541","24,89999962"
01/04/2010 2.00,"6,59214925","16,38450542","24,89999962"
01/04/2010 3.00,"6,64813815","11,54086833","24,89999962"
01/04/2010 4.00,"6,64452577","7,65841658","24,89999962"
01/04/2010 5.00,"6,74024784","7,5303489","24,89999962"
01/04/2010 6.00,"6,76192011","10,21435714","24,89999962"
01/04/2010 7.00,"6,4440527","20,39232128","24,89999962"
01/04/2010 8.00,"6,64633196","52,23926248","24,89999962"
01/04/2010 9.00,"7,56381444","70,12686376","24,89999962"
01/04/2010 10.00,"7,5168565","69,90174488","24,89999962"
01/04/2010 11.00,"7,87084573","53,35816488","24,89999962"
01/04/2010 12.00,"7,38320745","36,85232776","24,89999962"
01/04/2010 13.00,"7,53130502","28,7328668","24,89999962"
01/04/2010 14.00,"7,57103819","24,57944832","24,89999962"
01/04/2010 15.00,"7,5890991","20,09575096","24,89999962"
01/04/2010 16.00,"6,67161662","20,31008616","24,89999962"
01/04/2010 17.00,"6,35916676","23,52794392","24,89999962"
01/04/2010 18.00,"6,4765611","34,33007472","24,89999962"
01/04/2010 19.00,"6,41696083","44,49591104","24,89999962"
01/04/2010 20.00,"5,87333467","63,77474088","24,89999962"
01/04/2010 21.00,"6,20203924","72,76639888","24,89999962"
01/04/2010 22.00,"6,16772363","73,40269336","24,89999962"
01/04/2010 23.00,"6,51990767","66,56796256","24,89999962"
02/04/2010 0.00,"6,23274247","57,35520088","24,89999962"
02/04/2010 1.00,,"46,77820808",32
02/04/2010 2.00,"7,30012872",,32
02/04/2010 3.00,"6,49281581","47,18456544",32
02/04/2010 4.00,"6,44224549","44,04429664",32
02/04/2010 5.00,"6,72579831","45,28376976",32
02/04/2010 6.00,"6,64271958","47,67682896",32
02/04/2010 7.00,"6,35555539","40,46086448",32
02/04/2010 8.00,"6,64271958","44,55426528",32
02/04/2010 9.00,"6,34110585","50,54029752",32
02/04/2010 10.00,"6,05935922","57,42353576",32
02/04/2010 11.00,"6,12437807","58,39030032",32
02/04/2010 12.00,"5,99253521","52,96607104",32
02/04/2010 13.00,"6,38445141","46,05828272",32
02/04/2010 14.00,"6,41154327","36,13156112",32
02/04/2010 15.00,"5,53379396","26,21986784",32
02/04/2010 16.00,"5,75774652","19,28617192",32
02/04/2010 17.00,"6,01962605","22,1305396",32
02/04/2010 18.00,"5,32609612","27,10070712",32
02/04/2010 19.00,"4,71203254","31,93181488",32
02/04/2010 20.00,"4,37971559","36,53791848",32
02/04/2010 21.00,"4,41583739","48,92448544",32
02/04/2010 22.00,"4,73370583","71,40819056",32
02/04/2010 23.00,"5,36763549","77,73237912",32
03/04/2010 0.00,"5,57713952","73,65670256",32
03/04/2010 1.00,"5,17799855","57,37307808","27,20000076"
03/04/2010 2.00,"5,23398643","37,22786368","27,20000076"
03/04/2010 3.00,"4,81136598","28,74789512","27,20000076"
03/04/2010 4.00,"4,6126991","23,72455488","27,20000076"
03/04/2010 5.00,"4,93779128","19,44842424","27,20000076"
03/04/2010 6.00,"4,82220313","21,14333576","27,20000076"
03/04/2010 7.00,"4,46460152","29,42831856","27,20000076"
03/04/2010 8.00,"3,04864361","44,19700808","27,20000076"
03/04/2010 9.00,"4,1828549","56,95855648","27,20000076"
03/04/2010 10.00,"3,39902045","54,0105584","27,20000076"
03/04/2010 11.00,"4,1810487","47,74227672","27,20000076"
03/04/2010 12.00,"3,5001611","42,22395792","27,20000076"
03/04/2010 13.00,"2,97098244","35,77568056","27,20000076"
03/04/2010 14.00,"3,60671829","26,28938816","27,20000076"
03/04/2010 15.00,"3,2310568","16,3586093","27,20000076"
03/04/2010 16.00,"4,3417886","12,88426247","27,20000076"
