,Provincia di TARANTO,,,,
02/01/2009 22.00,"123,334499","68,281039","1,528362","7,833557",
02/01/2009 23.00,"102,066709","61,31147","1,544559","4,105678",
03/01/2009 0.00,"54,522209","37,861518","1,003202","7,068482",
03/01/2009 1.00,,,,,
03/01/2009 2.00,"58,693276",,"0,640646","9,113196",
03/01/2009 3.00,"31,578706","28,880242","0,953222","12,494418",
03/01/2009 4.00,"32,805674","30,365006","0,929173","12,995442",
03/01/2009 5.00,"17,763362","16,124757","0,701849","24,709891",
03/01/2009 6.00,"33,319256","27,10474","1,016046","8,61759",
03/01/2009 7.00,"124,390204","48,898616","1,703088","0,20041",
03/01/2009 8.00,"205,048996","57,846142","2,485755","2,245123",
03/01/2009 9.00,"222,174008","64,044792","2,492545","3,320291",
03/01/2009 10.00,"174,526054","63,847512","2,078471","1,905241",
03/01/2009 11.00,"201,181205","76,413501","2,192909","3,637154",
03/01/2009 12.00,"158,181614","71,585428","1,572207","7,782102",
03/01/2009 13.00,"168,357654","70,700272","1,603291","7,545132",
03/01/2009 14.00,"115,900219","56,27312","1,324433","11,847146",
03/01/2009 15.00,"67,403753","41,840793","1,116823","17,969102",
03/01/2009 16.00,"90,061912","48,97129","1,180137","16,283229",
03/01/2009 17.00,"123,492714","63,792999","1,513556","11,653517",
03/01/2009 18.00,"178,32101","78,518667","1,825134","7,079315",
03/01/2009 19.00,"170,087808","77,327205","1,862436","7,756373",
03/01/2009 20.00,"137,800957","69,659381","1,566727","12,56212",
03/01/2009 21.00,"125,518612","66,47959","1,418994","14,340072",
03/01/2009 22.00,"83,037472","50,437889","1,051219","23,442428",
03/01/2009 23.00,"51,44318","32,275476","0,876493","30,494673",
04/01/2009 0.00,"45,069853","27,950954","0,757719","34,209002",
04/01/2009 1.00,"45,814329","29,59667","0,738004","33,591531",
04/01/2009 2.00,,,"0,603933","36,09799",
04/01/2009 3.00,"31,928909","23,787383",,"36,200912",
04/01/2009 4.00,"17,797086","14,647784","0,299092",,
04/01/2009 5.00,"8,7883","7,84953","0,269875","44,77516",
04/01/2009 6.00,"8,643039","7,743107","0,287129","48,018272",
04/01/2009 7.00,"10,22016","8,783999","0,31952","46,947157",
04/01/2009 8.00,"15,384713","11,987136","0,332624","44,59236",
04/01/2009 9.00,"20,878695","15,981994","0,481397","40,963337",
04/01/2009 10.00,"48,532753","33,845898","0,767549","35,266574",
04/01/2009 11.00,"70,041819","40,727206","1,066641","33,695789",
04/01/2009 12.00,"71,761586","43,255461","0,951074","34,39316",
04/01/2009 13.00,"99,257445","53,698156","1,158526","32,286163",
04/01/2009 14.00,"48,672847","33,051595","0,848608","39,056735",
04/01/2009 15.00,"35,179135","26,258527","0,81109","40,826557",
04/01/2009 16.00,"44,180142","31,660271","0,864724","37,536063",
04/01/2009 17.00,"52,732386","38,513053","0,982407","35,163652",
04/01/2009 18.00,"60,825498","46,359974","1,321216","30,61519",
04/01/2009 19.00,"89,218869","58,822145","1,391941","20,340143",
04/01/2009 20.00,"101,853996","66,466607","1,741166","20,327972",
04/01/2009 21.00,"86,829847","59,546351","1,521506","16,387497",
04/01/2009 22.00,"83,561474","58,850707","1,543806","16,376671",
04/01/2009 23.00,"70,441273","53,464527","1,244469","14,655583",
05/01/2009 0.00,"38,745799","32,72455","0,854469","17,75786",
05/01/2009 1.00,"24,798142","22,248107","0,660364","22,98609",
05/01/2009 2.00,"25,708616","22,621904","0,652388","19,441027",
05/01/2009 3.00,"30,473704","24,348077","0,616252","14,31028",
05/01/2009 4.00,"16,88661","15,211061","0,486279","19,327286",
05/01/2009 5.00,"18,811321","16,859355","0,479117","13,979885",
05/01/2009 6.00,"27,348005","23,639432","0,487501","12,319731",
05/01/2009 7.00,"91,096895","57,760484","0,730029","5,04408",
05/01/2009 8.00,"151,78234","73,251893","1,737666","5,868735",
05/01/2009 9.00,"248,759606","99,38065","2,430259","10,934473",
05/01/2009 10.00,"170,827083","85,677712","1,549421","12,189743",
05/01/2009 11.00,"153,087066","77,885282","1,309496","14,781513",
05/01/2009 12.00,"102,961617","55,943474","0,807836","34,242857",
05/01/2009 13.00,"86,848008","48,937561","0,777885","44,714236",
05/01/2009 14.00,"76,142781","48,745463","0,71595","45,804304",
05/01/2009 15.00,"57,878781","40,036744","0,658573","50,136106",
05/01/2009 16.00,"111,308951","67,72814","0,93561","31,483175",
05/01/2009 17.00,"143,012204","83,959338","1,653187","22,988803",
05/01/2009 18.00,"172,339359","99,549368","2,037898","16,805923",
05/01/2009 19.00,"190,307683","100,938089","2,022029","12,392856",
05/01/2009 20.00,"156,780859","93,464941","1,732946","14,384758",
05/01/2009 21.00,"129,886825","88,940578","1,58458","20,521607",
05/01/2009 22.00,"86,272156","68,794982","1,496358","30,626004",
05/01/2009 23.00,"80,433154","64,966278","1,463885","24,276576",
06/01/2009 0.00,"54,890555","45,955035","1,082348","21,531775",
06/01/2009 1.00,"40,042787","34,34948","0,863177","21,650937",
06/01/2009 2.00,,,"0,654098","23,738983",
06/01/2009 3.00,"22,751519","21,056665",,"32,609792",
06/01/2009 4.00,"17,018901","16,145528","0,43547",,
06/01/2009 5.00,"16,44045","15,72242","0,402262","32,988942",
06/01/2009 6.00,"29,724065","22,460952","0,393123","30,333516",
06/01/2009 7.00,"32,02229","28,026228","0,460684","23,419405",
06/01/2009 8.00,"75,019594","53,786413","1,176022","11,033329",
06/01/2009 9.00,"64,150944","48,880451","0,896806","22,831719",
06/01/2009 10.00,"88,29025","57,423038","1,319139","25,965145",
06/01/2009 11.00,"103,521912","64,571718","1,424396","23,801268",
06/01/2009 12.00,"126,270826","65,12461","1,241869","23,607633",
06/01/2009 13.00,"137,113555","69,732055","1,04743","30,38363",
06/01/2009 14.00,"79,473405","53,825343","0,744387","40,378343",
06/01/2009 15.00,"41,58877","32,929612","0,650064","49,618821",
06/01/2009 16.00,"63,717764","46,707807","0,895745","39,165064",
06/01/2009 17.00,"95,291306","63,403639","1,249702","33,133839",
06/01/2009 18.00,"188,686424","101,734977","2,147243","20,185789",
06/01/2009 19.00,"202,325353","110,337197","2,177596","14,820787",
06/01/2009 20.00,"238,243796","118,391857","2,722566","14,778807",
06/01/2009 21.00,"230,874182","115,635195","2,642522","12,341403",
06/01/2009 22.00,"301,608626","113,270454","3,353211","11,671117",
06/01/2009 23.00,"409,685578","103,710337","3,595628","5,393441",
07/01/2009 0.00,"622,38428","111,19641","4,565951","4,368376",
07/01/2009 1.00,"399,328085","78,923592","3,839923","4,685239",
07/01/2009 2.00,"242,64025","62,648267","3,739072","3,341956",
07/01/2009 3.00,"102,712581","50,962237","2,118358",,
07/01/2009 4.00,"47,819444","38,69735","1,249866","0,235615",
07/01/2009 5.00,"28,873246","27,185217","0,880813","5,04408",
07/01/2009 6.00,"48,919283","36,226186","0,982317","7,002131",
07/01/2009 7.00,"127,785684","60,296522","1,218614","1,810453",
07/01/2009 8.00,"191,254099","81,820445","1,469029","2,427929",
07/01/2009 9.00,"360,722117","108,878457","2,649539","7,347429",
07/01/2009 10.00,"96,746508","49,742227","0,699755","26,615115",
07/01/2009 11.00,"73,170116","40,994578","0,64525","35,824475",
07/01/2009 12.00,"68,430976","36,745352","0,537709","44,627573",
07/01/2009 13.00,,,"0,597272",,
07/01/2009 14.00,"74,983286","39,470869","0,570183",,
07/01/2009 15.00,"44,172341","28,797167","0,544155","55,518715",
07/01/2009 16.00,"44,940164","29,765384","0,642475","53,654088",
07/01/2009 17.00,"123,342274","72,198019","1,38262","29,833849",
07/01/2009 18.00,"149,307718","86,752351","1,84363","17,472148",
07/01/2009 19.00,"220,075785","98,186606","2,475498","12,291305",
07/01/2009 20.00,"233,805477","95,855634","2,482759","12,465981",
07/01/2009 21.00,"268,909418","103,593456","3,145389","12,505255",
07/01/2009 22.00,"203,767376","89,132658","2,390475","7,840328",
07/01/2009 23.00,"76,51891","49,493038","1,106096","18,271072",
08/01/2009 0.00,"88,692308","58,123882","1,667304","2,419803",
08/01/2009 1.00,"27,890133","22,427224","0,418498","25,686203",
08/01/2009 2.00,,,"0,120472","43,88551",
08/01/2009 3.00,"7,211179","7,081191",,"52,060323",
08/01/2009 4.00,"6,183976","6,188255","0,345767",,
08/01/2009 5.00,"6,879154","6,881318","0,313287","47,899113",
08/01/2009 6.00,"13,561165","12,337568","0,353519","46,748117",
08/01/2009 7.00,"38,680965","28,924371","0,495759","34,414827",
08/01/2009 8.00,"321,312354","97,986729","2,329945","3,87277",
08/01/2009 9.00,"359,720809","105,587043","3,99643","6,628396",
08/01/2009 10.00,"287,762118","106,479923","2,97529","7,714396",
08/01/2009 11.00,"317,704219","137,369359","3,235124","10,954793",
08/01/2009 12.00,"315,792423","184,648165","3,829056","17,492458",
08/01/2009 13.00,"97,799661","66,793671","1,171461","24,4025",
08/01/2009 14.00,"112,141608","67,01432","1,306846","29,638858",
08/01/2009 15.00,"82,879272","57,807215","0,894569","37,496801",
08/01/2009 16.00,"132,613049","78,004702","1,360298","19,984014",
08/01/2009 17.00,"147,403727","80,327899","1,588959","13,170116",
08/01/2009 18.00,"166,492597","83,518069","1,876213","11,557367",
08/01/2009 19.00,"201,015244","91,891923","1,991523","7,679188",
08/01/2009 20.00,"178,212086","87,982726","2,012088","8,608112",
08/01/2009 21.00,"167,937435","84,364262","1,857607","6,469962",
08/01/2009 22.00,"125,399288","74,882006","1,892617","5,936442",
08/01/2009 23.00,"78,332058","54,06155","1,355075","7,149729",
09/01/2009 0.00,"47,697515","34,731058","0,924437","10,191065",
09/01/2009 1.00,"35,308828","27,69658","0,680679","10,968334",
09/01/2009 2.00,"26,263729","23,899005","0,539744","15,557431",
09/01/2009 3.00,"24,240449","23,000881","0,487272","16,501248",
09/01/2009 4.00,"19,493528","18,564755","0,476989","17,397673",
09/01/2009 5.00,"20,93835","18,255869","0,508245","17,3259",
09/01/2009 6.00,"18,326251","15,647138","0,421661","25,496619",
09/01/2009 7.00,"58,688094","36,317044","0,52579","17,407146",
09/01/2009 8.00,"101,93958","56,228993","0,850503","11,037389",
09/01/2009 9.00,"302,516633","101,644156","2,969741","4,675761",
09/01/2009 10.00,"181,887718","78,214965","1,552563","9,885041",
09/01/2009 11.00,"138,332682","66,884529","1,133187","16,06116",
09/01/2009 12.00,"147,829168","66,225215","1,134248","16,688112",
09/01/2009 13.00,"155,963789","72,810624","1,291911","15,603472",
09/01/2009 14.00,"177,760737","80,499213","1,506455","16,516143",
09/01/2009 15.00,"105,337679","58,666409","1,110664","23,300244",
09/01/2009 16.00,"102,75929","63,468531","1,266531","24,852053",
09/01/2009 17.00,"144,034212","78,882061","1,449167","15,075363",
09/01/2009 18.00,"201,920772","93,085968","1,904939","8,780084",
09/01/2009 19.00,"176,437806","79,668563","1,653673","13,760513",
09/01/2009 20.00,"181,392257","89,483091","1,628294","11,702263",
09/01/2009 21.00,"155,535766","80,745806","1,432111","15,068586",
09/01/2009 22.00,"91,968441","57,249123","0,994864","25,438404",
09/01/2009 23.00,"42,748265","31,086614","0,660441","38,546234",
10/01/2009 0.00,"27,529567","21,077428","0,519343","43,777185",
10/01/2009 1.00,"22,829337","17,928803","0,422476","46,75083",
10/01/2009 2.00,,,"0,326018","47,492871",
10/01/2009 3.00,"10,39136","9,840467",,"41,4955",
10/01/2009 4.00,"14,829609","14,271397","0,436326",,
10/01/2009 5.00,"10,204596","9,770381","0,370372","36,891499",
10/01/2009 6.00,"13,358837","12,127315","0,332064","39,880031",
10/01/2009 7.00,"53,64544","39,304733","0,509826","30,577265",
10/01/2009 8.00,"71,624114","46,100402","0,643946","22,25217",
10/01/2009 9.00,"282,351154","91,359811","2,777997","4,590451",
10/01/2009 10.00,"170,676643","69,363461","1,515696","6,250596",
10/01/2009 11.00,"127,497758","61,150538","1,254344","11,88236",
10/01/2009 12.00,"144,462206","65,98639","1,327516","12,173494",
10/01/2009 13.00,"119,560301","59,702104","1,028347","19,810706",
10/01/2009 14.00,"138,599865","66,505555","1,283957","22,684128",
10/01/2009 15.00,"61,761922","36,981558","0,731639","29,216376",
10/01/2009 16.00,"58,257492","38,406631","0,882002","27,366652",
10/01/2009 17.00,"70,809619","45,378774","0,69776","26,751892",
10/01/2009 18.00,"175,148601","85,464867","1,795751","11,465287",
10/01/2009 19.00,"210,789197","81,903499","2,006408","5,589787",
10/01/2009 20.00,"208,234389","77,828187","1,753177","2,668961",
10/01/2009 21.00,"158,098612","70,526376","1,633084","5,612807",
10/01/2009 22.00,"138,096643","62,419857","1,386085","4,766486",
10/01/2009 23.00,"85,605497","49,895377","1,11005","6,929008",
11/01/2009 0.00,"71,097545","42,583164","0,918999","8,674464",
11/01/2009 1.00,"59,938369","35,875753","0,628525","12,36036",
11/01/2009 2.00,"32,758983","23,766618","0,447974","21,231169",
11/01/2009 3.00,"24,645106","18,767225","0,38645","23,511493",
11/01/2009 4.00,"21,132895","16,963181","0,348059","25,055184",
11/01/2009 5.00,"15,898315","14,258417","0,313689","28,792539",
11/01/2009 6.00,"15,255016","13,297992","0,298759","30,946939",
11/01/2009 7.00,"17,161568","14,146801","0,385137","31,42089",
11/01/2009 8.00,"29,119663","21,092993","0,448056","30,288829",
11/01/2009 9.00,"41,910426","27,548611","0,651904","30,800685",
11/01/2009 10.00,"70,830363","38,416991","0,865924","29,621261",
11/01/2009 11.00,"84,487511","44,522198","1,062143","30,050525",
11/01/2009 12.00,"135,108414","61,246578","1,328171","24,436357",
11/01/2009 13.00,"162,002492","74,168179","1,388793","23,523683",
11/01/2009 14.00,"64,187274","39,629219","0,856573","38,967378",
11/01/2009 15.00,"41,702917","28,651798","0,729178","41,425078",
11/01/2009 16.00,"68,01592","42,897249","0,871585","31,573888",
11/01/2009 17.00,"97,021474","59,977241","1,100042","19,301555",
11/01/2009 18.00,"117,332097","67,458186","1,422015","16,731447",
11/01/2009 19.00,"114,89118","67,847567","1,446132","13,569587",
11/01/2009 20.00,"113,643505","70,515975","1,488215","14,33466",
11/01/2009 21.00,"160,614705","88,839334","2,135444","12,303484",
11/01/2009 22.00,"109,148163","66,547078","1,341953","9,15382",
11/01/2009 23.00,"91,138404","57,872107","1,165094","9,658906",
12/01/2009 0.00,"69,611199","46,056275","0,862561","13,898632",
12/01/2009 1.00,"39,072655","32,010704","0,586197","18,207431",
12/01/2009 2.00,,,"0,518029","23,206818",
12/01/2009 3.00,"19,257473","18,159827",,"23,260982",
12/01/2009 4.00,"16,287407","15,094248","0,424111",,
12/01/2009 5.00,"18,730908","17,251308","0,438541","22,382164",
12/01/2009 6.00,"41,669191","30,390952","0,681547","11,122701",
12/01/2009 7.00,"87,322704","52,906453","0,704174","4,582326",
12/01/2009 8.00,"183,392189","71,369987","1,353828","2,090754",
12/01/2009 9.00,"284,068325","92,556438","2,559835","4,234317",
12/01/2009 10.00,"266,800284","95,442905","2,128101","4,032555",
12/01/2009 11.00,"166,388851","69,233669","1,271269","10,191065",
12/01/2009 12.00,"87,927067","46,598784","0,756399","32,303758",
12/01/2009 13.00,"71,670801","38,45594","0,46002","44,031765",
12/01/2009 14.00,"94,801052","49,628022","0,51364","41,746013",
12/01/2009 15.00,"66,931661","43,862884","0,663837","44,241639",
12/01/2009 16.00,"82,482378","53,544984","0,783455","35,641653",
12/01/2009 17.00,"181,610149","89,322134","1,619872","17,473503",
12/01/2009 18.00,"228,285531","101,51955","2,600993","12,682636",
12/01/2009 19.00,"273,492867","95,487039","2,944021","7,14296",
12/01/2009 20.00,"255,560982","86,721207","2,570986","6,128726",
12/01/2009 21.00,"199,930948","81,843807","2,261901","3,773919",
12/01/2009 22.00,"160,780724","72,104579","1,992004","4,101616",
12/01/2009 23.00,"111,091059","64,813125","1,419088","0,756951",
13/01/2009 0.00,"80,697755","52,117352","1,172968","0,380506",
13/01/2009 1.00,"49,308376","38,442957","0,80805","1,370366",
13/01/2009 2.00,"35,591572","30,832243","0,868555","3,211962",
13/01/2009 3.00,"22,398735","21,479771","0,608579","9,619635",
13/01/2009 4.00,"19,304164","17,5628","0,384594","17,657661",
13/01/2009 5.00,"15,540349","15,159144","0,281538","23,572422",
13/01/2009 6.00,"40,255496","26,294875","0,276127","21,613011",
13/01/2009 7.00,"59,992842","36,158712","0,364918","21,019918",
13/01/2009 8.00,"87,882977","49,866833","0,609071","16,555409",
13/01/2009 9.00,"299,484204","103,533764","2,320438","5,040018",
13/01/2009 10.00,"143,004385","67,839763","1,236588","7,859285",
13/01/2009 11.00,"125,980318","65,077879","1,165016","14,911512",
13/01/2009 12.00,"94,653194","55,115424","0,879295","23,493877",
13/01/2009 13.00,"118,507134","64,434151","1,146815","24,143869",
13/01/2009 14.00,"153,766708","75,037778","1,672506","27,76611",
13/01/2009 15.00,"63,699581","41,503343","0,643258","35,00387",
13/01/2009 16.00,"48,387517","34,393589","0,729672","37,833977",
13/01/2009 17.00,"59,147221","39,322916","0,723157","33,565797",
13/01/2009 18.00,"52,356257","35,958828","0,698763","36,065509",
13/01/2009 19.00,"52,039801","33,160618","0,694571","32,932062",
13/01/2009 20.00,"57,541542","35,086673","0,67589","39,194847",
13/01/2009 21.00,"43,230739","27,30202","0,553895","39,148804",
13/01/2009 22.00,"22,199008","14,930714","0,290967","47,311425",
13/01/2009 23.00,"10,733763","8,046807","0,154565","55,020403",
14/01/2009 0.00,"26,110481",,"0,364703","56,701709",
14/01/2009 1.00,"4,759897","4,379021","0,101335","66,8811",
14/01/2009 2.00,,,"0,090736","64,964022",
14/01/2009 3.00,"12,339417","6,668467",,"63,945373",
14/01/2009 4.00,"3,278751","3,236893","0,129752",,
14/01/2009 5.00,"3,392886","3,205743","0,103591","64,036111",
14/01/2009 6.00,"6,822087","5,567872","0,071461","63,614963",
14/01/2009 7.00,"23,843577","14,170166","0,179341","56,091498",
14/01/2009 8.00,"78,046728","40,683093","0,410566","40,943025",
14/01/2009 9.00,"121,692527","59,164792","0,785641","35,676866",
14/01/2009 10.00,"53,658423","29,70049","0,420483","47,695983",
14/01/2009 11.00,"40,014239","21,677051","0,381714","49,346665",
14/01/2009 12.00,"50,231813","24,643977","0,427942","49,804357",
14/01/2009 13.00,"52,070909","25,139779","0,293518","49,035205",
14/01/2009 14.00,"46,901167","25,547302","0,306716","48,723764",
14/01/2009 15.00,"26,808457","16,32982","0,176882","54,600637",
14/01/2009 16.00,"19,568746","12,031273","0,177045","57,876225",
14/01/2009 17.00,"31,724","17,505697","0,245487","54,394793",
14/01/2009 18.00,"35,1921","20,464843","0,301634","51,853124",
14/01/2009 19.00,"39,352802","23,673178","0,480401","47,798905",
14/01/2009 20.00,"50,545668","32,44159","0,571875","46,267404",
14/01/2009 21.00,"67,870666","42,658457","0,655644","38,362076",
14/01/2009 22.00,"38,499381","27,857514","0,42409","45,356087",
14/01/2009 23.00,"25,895381","18,222119","0,355485","49,872047",
15/01/2009 0.00,"11,200673","9,635403","0,343518","53,964193",
15/01/2009 1.00,"8,536688","7,932595","0,269257","52,700796",
15/01/2009 2.00,"5,587367","5,466637","0,225488","53,710967",
15/01/2009 3.00,"6,355176","6,092211","0,215078","50,81586",
15/01/2009 4.00,"3,802729","3,805362","0,230324","52,744129",
15/01/2009 5.00,"4,601666","4,218084","0,249831","53,250581",
15/01/2009 6.00,"8,676759","7,763871","0,268438","50,11444",
15/01/2009 7.00,"76,643398","47,387886","0,582038","20,212861",
15/01/2009 8.00,"308,039073","97,999712","2,144877","2,544383",
15/01/2009 9.00,"293,155109","102,627843","2,792325","7,584399",
15/01/2009 10.00,"128,128109","56,293885","0,925064","20,486396",
15/01/2009 11.00,"74,697957","43,107512","0,842033","32,760096",
15/01/2009 12.00,"68,70074","40,924486","0,529744","45,72169",
15/01/2009 13.00,"55,219953","35,245005","0,513188","50,768482",
15/01/2009 14.00,"44,138634","32,42863","0,533351","53,38598",
15/01/2009 15.00,"33,225893","23,055374","0,404747","64,143081",
15/01/2009 16.00,"53,847789","37,176238","0,560236","52,440808",
15/01/2009 17.00,"100,738614","60,379601","0,906786","37,519804",
15/01/2009 18.00,"139,824215","77,327205","1,113012","22,898071",
15/01/2009 19.00,"133,196691","76,769127","1,274812","19,014482",
15/01/2009 20.00,"184,818866","98,744684","2,190941","15,852623",
15/01/2009 21.00,"288,662102","116,273686","4,275493","22,038206",
15/01/2009 22.00,"297,232638","101,174317","4,422539","16,077408",
15/01/2009 23.00,"103,38444","62,321217","1,895291","0,916736",
16/01/2009 0.00,"56,804867","44,361248","1,523578","3,543721",
16/01/2009 1.00,"38,390435","33,81215","1,031456","4,020368",
16/01/2009 2.00,,,"0,545892","10,067847",
16/01/2009 3.00,"24,15225","22,725726",,"15,002238",
16/01/2009 4.00,"21,734698","20,490789","0,426491",,
16/01/2009 5.00,"15,929443","14,663357","0,371515","25,554853",
16/01/2009 6.00,"29,908229","20,275345","0,343411","26,841249",
16/01/2009 7.00,"46,19564","31,302077","0,465359","23,932618",
16/01/2009 8.00,"76,13758","46,557258","0,712215","18,181698",
16/01/2009 9.00,"132,973592","61,360783","1,237563","15,411184",
16/01/2009 10.00,"95,013759","52,376905","0,792829","27,487171",
16/01/2009 11.00,"90,671476","50,668917","0,72109","33,82309",
16/01/2009 12.00,"73,582553","41,511125","0,703998","42,512433",
16/01/2009 13.00,"69,512653","39,460487","0,666526","46,985083",
16/01/2009 14.00,"58,267874","36,015942","0,731772","50,549111",
16/01/2009 15.00,"51,69478","33,342315","0,621987","53,941168",
16/01/2009 16.00,"55,653156","35,943249","0,692823","51,111061",
16/01/2009 17.00,"52,766112","35,725204","0,736868","47,171955",
16/01/2009 18.00,"74,057227","51,291883","1,116929","38,846861",
16/01/2009 19.00,"75,00923","52,138099","1,073459","40,689799",
16/01/2009 20.00,"77,260766","49,999221","0,930884","38,140011",
16/01/2009 21.00,"58,703637","45,64095","0,968356","36,7561",
16/01/2009 22.00,"53,323806","43,49169","0,906889","31,35723",
16/01/2009 23.00,"38,079162","32,898446","0,847312","30,08436",
17/01/2009 0.00,"26,385638","23,587502","0,687234","30,644976",
17/01/2009 1.00,"31,871854","29,479846","0,71353","19,824239",
17/01/2009 2.00,"29,978267","28,161216","0,588623","21,625201",
17/01/2009 3.00,"22,219753","21,266908","0,524115","28,657138",
17/01/2009 4.00,"22,201608","21,503136","0,528882","28,061331",
17/01/2009 5.00,"35,944317","35,050325","0,497408","15,508675",
17/01/2009 6.00,"39,256821","37,264477","0,590596","15,779498",
17/01/2009 7.00,"67,930321","50,554713","1,224414","9,654842",
17/01/2009 8.00,"88,349905","60,971423","1,407255","7,783454",
17/01/2009 9.00,"145,258562","69,859257","1,651234","12,07058",
17/01/2009 10.00,"66,871991","42,671422","0,775983","28,593496",
17/01/2009 11.00,"68,672193","40,400156","0,842874","33,327472",
17/01/2009 12.00,"80,090773","42,762279","0,739251","41,028333",
17/01/2009 13.00,"82,931145","46,897305","0,813702","44,033101",
17/01/2009 14.00,"111,223352","59,795544","0,980683","41,621424",
17/01/2009 15.00,"67,831754","42,489725","0,685344","48,454302",
17/01/2009 16.00,"92,323842","59,398402","1,096796","35,981541",
17/01/2009 17.00,"154,723875","87,736133","1,590754","20,778882",
17/01/2009 18.00,"193,433019","104,187914","2,18217","13,34751",
17/01/2009 19.00,"217,940846","107,28727","2,199099","10,736773",
17/01/2009 20.00,"199,254107","103,510475","2,280946","11,202593",
17/01/2009 21.00,"227,349224","111,201588","3,164003","19,661752",
17/01/2009 22.00,"303,701889","111,796032","4,149534","24,636753",
17/01/2009 23.00,"173,688241","95,344265","3,190874","8,288541",
18/01/2009 0.00,"182,652914","83,782823","3,454904","6,579648",
18/01/2009 1.00,"265,065142","74,07994","3,272146","2,47126",
18/01/2009 2.00,,,"3,506593","1,419113",
18/01/2009 3.00,"171,234334","52,857123",,"0,074475",
18/01/2009 4.00,"90,617021","49,023218","1,462741",,
18/01/2009 5.00,"70,197437","42,354737","1,342475",,
18/01/2009 6.00,"58,094073","39,341081","1,27762",,
18/01/2009 7.00,"69,331069","41,563034","1,370715","0,220721",
18/01/2009 8.00,"120,317722","52,607933","1,597374","0,180099",
18/01/2009 9.00,"121,142618","70,978024","1,810735","4,549829",
18/01/2009 10.00,"82,650979","45,633168","1,053669","18,437631",
18/01/2009 11.00,"69,585269","39,307355","0,668076","38,922671",
18/01/2009 12.00,"57,614198","32,459774","0,643694","49,770503",
18/01/2009 13.00,"80,835227","45,197077","0,819374","48,018272",
18/01/2009 14.00,"33,493058","22,55181","0,448723","62,84312",
18/01/2009 15.00,"20,541476","14,639992","0,440021","63,961636",
18/01/2009 16.00,"23,288464","17,118931","0,482627","61,823474",
18/01/2009 17.00,"30,323248","21,37853","0,470149","58,73204",
18/01/2009 18.00,"78,145295","50,082278","1,081253","38,708726",
